Gujarati,Assamese
ડીકોડર,ডিকোডাৰ
ડીકોડિંગ,ডিকোডিং
વિઘટનક્ષમ સમૂહ,পচনযোগ্য ছেট
ઘટતું,হ্ৰাস পাইছে
ઘટતું કાર્ય,হ্ৰাস পোৱা কাৰ্য্য
Dedekind કટ,ডেডেকিণ্ডৰ কাট
ડેડેકાઇન્ડનું પ્રમેય,ডেডেকাইণ্ডৰ উপপাদ্য
તારવવું,deduce
આનુમાનિક પદ્ધતિ,ডিডক্টিভ পদ্ধতি
ખામીયુક્ત,ত্ৰুটিপূৰ্ণ
વ્યાખ્યાયિત સમીકરણ,সমীকৰণ সংজ্ঞায়িত কৰা
ચોક્કસ અભિન્ન,নিৰ্দিষ্ট অখণ্ড
ચોક્કસ મેટ્રિક્સ,নিৰ্দিষ্ট মেট্ৰিক্স
વ્યાખ્યા,সংজ্ঞা
વિરૂપતા વળાંક,বিকৃতি বক্ৰ
વિકૃત સપાટી,বিকৃত পৃষ্ঠ
અધોગતિ,অৱক্ষয়
પરિવહન સમસ્યાઓમાં અધોગતિ,ট্ৰেন্সপ&#39;ৰেচন সমস্যাত অৱক্ষয়
ડિગ્રી,ডিগ্ৰী
વિભેદક સમીકરણની ડિગ્રી,অৱভেদ্য সমীকৰণৰ ডিগ্ৰী
સ્વતંત્રતાની ડિગ્રી,স্বাধীনতাৰ মাত্ৰা
બહુપદીની ડિગ્રી,বহুপদৰ ডিগ্ৰী
પડોશ કાઢી નાખ્યો,মচি পেলোৱা চুবুৰী
ડેલ્ટા કાર્ય,ডেল্টা ফাংচন
માંગ અને ઉપયોગિતા વળાંક,চাহিদা আৰু উপযোগিতা বক্ৰ
માંગ સમીકરણ,চাহিদা সমীকৰণ
માંગ કાર્ય,চাহিদা কাৰ্য্য
વસ્તી વિષયક અભ્યાસ,জনগাঁথনিগত অধ্যয়ন
વસ્તીવિષયક,ডেম&#39;গ্ৰাফী
ડી મોઇવરનું પ્રમેય,ডি মইভ্ৰেৰ উপপাদ্য
દર્શાવો,প্ৰদৰ্শন
પ્રદર્શન,প্ৰদৰ্শন
નિદર્શન ભૂમિતિ,প্ৰদৰ্শনমূলক জ্যামিতি
છેદ,হৰ
ગાઢ સમૂહ,ঘন গোট
ઘનતા,ঘনত্ব
અસંખ્ય સમૂહ,denumerable set
પ્રસ્થાન ચલ,প্ৰস্থানকাৰী চলকসমূহ
આશ્રિત ઘટના,নিৰ্ভৰশীল ইভেন্ট
આશ્રિત રેન્ડમ ચલ,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
આશ્રિત ચલ,নিৰ্ভৰশীল চলক
આશ્રિત વિવિધતા,নিৰ্ভৰশীল ভিন্নতা
હતાશા કોણ,ডিপ্ৰেছন এংগেল
વ્યુત્પત્તિ,ব্যুৎপত্তি
વ્યુત્પન્ન,ডেৰাইভেটিভ
વ્યુત્પન્ન શ્રેણી,ব্যুৎপন্ন শৃংখলা
મેળવેલ સમૂહ,ব্যুৎপত্তি কৰা গোট
ઉતરતા,অৱতৰণ কৰা
ઉતરતા ક્રમમાં,অৱনমিত ক্ৰম
ઉતરતી શ્રેણી,অৱনমিত শৃংখলা
વર્ણનાત્મક ભૂમિતિ,বৰ্ণনাত্মক জ্যামিতি
વર્ણનાત્મક મોડેલ,বৰ্ণনাত্মক আৰ্হি
વર્ણનાત્મક આંકડા,বৰ্ণনাত্মক পৰিসংখ্যা
ડિઝાઇન,ডিজাইন
પ્રયોગની ડિઝાઇન,পৰীক্ষাৰ ডিজাইন
ડેસ્ક કેલ્ક્યુલેટર,ডেস্ক কেলকুলেটৰ
શોધ,ধৰা পেলোৱা
નિર્ણાયક,নিৰ্ণায়ক
નિર્ણાયક ક્રમ,নিৰ্ণায়ক ৰেংক
નક્કી કરો,নিৰ্দ্ধাৰণ কৰা
નિર્ધારિત મોડેલ,নিৰ্ধাৰিত আৰ্হি
નિર્ધારિત સમસ્યા,নিৰ্ধাৰিত সমস্যা
વિચલન,বিচ্যুতি
વિચલન ગુણાંક,বিচ্যুতি সহগ
ડાયડિક સિસ્ટમ,ডায়েডিক ব্যৱস্থা
કર્ણ,তিৰ্যক
મેટ્રિક્સનું વિકર્ણીકરણ,এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ
કર્ણ મેટ્રિક્સ,তিৰ্যক মেট্ৰিক্স
કર્ણ સમાનતા,তিৰ্যক সাদৃশ্য
રેખાકૃતિ,ডায়েগ্ৰাম
રેખાકૃતિ પદ્ધતિ,ডায়েগ্ৰামমেটিক পদ্ধতি
રેખાકૃતિ પ્રસ્તુતિ,ডায়াগ্ৰামমেটিক উপস্থাপন
વ્યાસ,ব্যাস
સમૂહનો વ્યાસ,এটা গোটৰ ব্যাস
ડાયમેટ્રિકલી વિરુદ્ધ,ডায়েমেট্ৰিকভাৱে বিপৰীত
ડાઇસ ફેંકવું,পাশা নিক্ষেপ
દ્વિભાષી વર્ગીકરણ,দ্বৈত শ্ৰেণীবিভাজন
દ્વિભાષા,দ্বৈতবিভাজন
શબ્દકોશ ક્રમ,অভিধানৰ ক্ৰম
તફાવત કેલ્ક્યુલસ,পাৰ্থক্য কেলকুলাছ
તફાવત સમીકરણ,পাৰ্থক্য সমীকৰণ
તફાવત સૂત્ર,পাৰ্থক্য সূত্ৰ
તફાવત પદ્ધતિ,পাৰ্থক্য পদ্ধতি
સેટનો તફાવત,গোটৰ পাৰ্থক্য
વિભેદક,ভিন্নতামূলক
વિભેદક વળાંક,ভিন্নতাযোগ্য বক্ৰ
વિભેદક કાર્ય,ডিফাৰেন্সিয়েবল ফাংচন
વિભેદક,ডিফাৰেন্সিয়েল
વિભેદક કલન,ডিফাৰেন্সিয়েল কেলকুলাছ
વિભેદક ગુણાંક,ডিফাৰেন্সিয়েল সহগ
વિભેદક સમીકરણ,অৱভেদ্য সমীকৰণ
વિભેદક સ્વરૂપ,ভিন্নতামূলক ৰূপ
વિભેદક સૂત્ર,ডিফাৰেন্সিয়েল সূত্ৰ
વિભેદક કાર્ય,ডিফাৰেন্সিয়েল ফাংচন
વિભેદક ભૂમિતિ,ডিফাৰেন্সিয়েল জ্যামিতি
ઉચ્ચ ક્રમનો તફાવત,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
વિભેદક ભાગ,ডিফাৰেন্সিয়েল ভাগফল
તફાવત કરવો,পাৰ্থক্য কৰা
તફાવત,পাৰ্থক্য
ભિન્નતા સૂત્ર,পাৰ্থক্য সূত্ৰ
વેક્ટરનો તફાવત,ভেক্টৰৰ পাৰ্থক্য
પ્રસરણ,প্ৰসাৰণ
અંક,অংক
ડિજિટલ કમ્પ્યુટર,ডিজিটেল কম্পিউটাৰ
ડિજિટલ ડેટા,ডিজিটেল ডাটা
પરિમાણ,মাত্ৰা
પરિમાણ,মাত্ৰাগততা
પરિમાણહીન,মাত্ৰাহীন
સમીકરણનું પરિમાણ,সমীকৰণৰ মাত্ৰা
ડાયોફેન્ટાઇન સમીકરણ,ডাইফেন্টাইন সমীকৰণ
ડૂબકી કોણ,ডিপ এংগেল
દ્વિધ્રુવી કોઓર્ડિનેટ્સ,ডাইপোলাৰ স্থানাংক
દ્વિધ્રુવ,ডাইপোল
ડીપીરામીડ (બાયપીરામિડ),ডাইপিৰামিড (bipyramid)
ડીરાક ડેલ્ટા ફંક્શન,Dirac ডেল্টা ফাংচন
સીધી સામાન્ય સ્પર્શક,প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক
નિર્દેશિત કોણ,নিৰ্দেশিত কোণ
નિર્દેશિત રેખા,নিৰ্দেশিত ৰেখা
દિશાત્મક વ્યુત્પન્ન,দিশগত ব্যুৎপত্তি
દિશા કોસાઇન,দিশ কোচাইন
મેક્સિમાની દિશા,maxima ৰ দিশ
પ્રક્ષેપણની દિશા,প্ৰক্ষেপণৰ দিশ
દિશા ગુણોત્તર,দিশ অনুপাত
ડિરેક્ટર વર્તુળ,পৰিচালক বৃত্ত
દિગ્દર્શક ક્ષેત્ર,পৰিচালক ক্ষেত্ৰ
સીધું ઉત્પાદન,প্ৰত্যক্ষ উৎপাদন
સીધો પુરાવો,প্ৰত্যক্ষ প্ৰমাণ
સીધું પ્રમાણ,প্ৰত্যক্ষ অনুপাত
ડાયરેક્ટ્રીક્સ,ডাইৰেক্টিক্স
સીધી રકમ,প্ৰত্যক্ষ যোগফল
ડિસ્કનેક્ટ થયેલ સેટ,disconncted ছেটসমূহ
નિરંતરતા,বিচ্ছিন্নতা
વ્યુત્પન્નતાની વિરામ,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
પ્રથમ પ્રકારની અવ્યવસ્થા,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
બીજા પ્રકારની અવ્યવસ્થા,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
અવ્યવસ્થિત વિતરણ,বিচ্ছিন্ন বিতৰণ
અવ્યવસ્થિત કાર્ય,বিচ্ছিন্ন কাৰ্য্য
અવ્યવસ્થિત વિવિધતા,বিচ্ছিন্ন ভেৰিয়েট
અલગ,বিচ্ছিন্ন
સ્વતંત્ર વિતરણ,বিচ্ছিন্ন বিতৰণ
સ્વતંત્ર સંભાવના વિતરણ,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
અલગ રેન્ડમ ચલ,বিচ্ছিন্ন যাদৃচ্ছিক চলক
અલગ નમૂના જગ્યા,বিচ্ছিন্ন নমুনা স্থান
સ્વતંત્ર સમૂહ,বিচ্ছিন্ন গোট
અલગ જગ્યા,বিচ্ছিন্ন স্থান
સ્વતંત્ર ટોપોલોજી,বিচ্ছিন্ন টপোলজি
અલગ અલગ,বিচ্ছিন্ন ভিন্নতা
ભેદભાવપૂર્ણ,বৈষম্যমূলক
ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
વિચ્છેદ,disjoint
અસંબંધિત ઘટનાઓ,অসংলগ্ন পৰিঘটনা
ડિસજોઇન્ટ સેટ,disjoint sets
જોડાણ તોડી નાખવું,disjoint union
વિભાજન,বিচ্ছিন্নতা
વિક્ષેપ,বিক্ষিপ্ততা
વિક્ષેપ ચાર્ટ,বিক্ষিপ্ততা লেখচিত্ৰ
વિક્ષેપ સતત,বিক্ষিপ্ততা ধ্ৰুৱক
વિક્ષેપ રેખાકૃતિ,বিক্ষিপ্ততা ডায়েগ্ৰাম
વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ),বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
વિસ્થાપન,স্থানচ্যুতি
પ્રદર્શન,প্ৰদৰ্শন
ડિસ્પ્લે યુનિટ (=કન્સોલ),প্ৰদৰ্শন একক (=কনছল)
ભિન્ન,অসদৃশ
વિઘટનકારી દળો,অপচয়কাৰী শক্তি
અંતર કાર્ય,দূৰত্বৰ ফলন
અંતર મોડ્યુલસ,দূৰত্ব মডুলাছ
વિતરણ-મુક્ત પદ્ધતિ,বিতৰণ-মুক্ত পদ্ধতি
વિતરણ કાયદો,বিতৰণ আইন
અલગ થવું,বিচ্ছিন্নতা
વિચલન,বিচ্ছিন্নতা
વિચલન પ્રમેય,বিচ্ছিন্নতা উপপাদ্য
જુદીજુદી,divergent
અલગ શ્રેણી,বিচ্ছিন্ন শৃংখলা
વિભાજિત તફાવત,বিভক্ত পাৰ্থক্য
વિભાજ્યતા,বিভাজনযোগ্যতা
વિભાજ્ય,ভাগ কৰিব পৰা
વિભાગ,বিভাজন
વિભાજન અલ્ગોરિધમ,বিভাজন এলগৰিদম
ડિવિઝન રિંગ,ডিভিজন ৰিং
ડોડેકાગોન,ডোডেকাগন
ડોડેકાહેડ્રોન,ডোডেকাহেড্ৰন
ડોમેન,ডমেইন
ફંક્શનનું ડોમેન,এটা ফাংচনৰ ডমেইন
વ્યાખ્યાનું ક્ષેત્ર,সংজ্ঞাৰ ডমেইন
અસ્તિત્વનું ક્ષેત્ર,অস্তিত্বৰ ক্ষেত্ৰ
પ્રભાવશાળી વ્યૂહરચના,প্ৰধান কৌশল
ડોપ્લર અસર,ডপলাৰ ইফেক্ট
ડોટ ઉત્પાદન,ডট প্ৰডাক্ট
ડોટેડ વળાંક,বিন্দুযুক্ত বক্ৰ
ડબલ તફાવત,ডাবল পাৰ্থক্য
ડબલ ઘાતાંકીય વિતરણ,ডাবল ঘাতীয় বিতৰণ
ડબલ હેલિક્સ,ডাবল হেলিক্স
ડબલ અભિન્ન,ডাবল ইন্টিগ্ৰেল
ડબલ એકીકરણ,ডাবল ইন্টিগ্ৰেচন
ડબલ મર્યાદા,ডাবল লিমিট
ડબલ સેમ્પલિંગ પ્લાન,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
ડબલ ક્રમ,ডাবল ক্ৰম
ડબલ શ્રેણી,ডাবল ছিৰিজ
ડબલ પ્રત્યય સંકેત,ডাবল প্ৰত্যয় সংকেত
ડબલ સમીકરણ,ডাবল যোগফল
નીચે તરફ પ્રવેગક,তললৈ ত্বৰণ
નીચે તરફનું વિસ્થાપન,তললৈ স্থানান্তৰিত হোৱা
નીચેની ગતિ,তললৈ গতি
નીચે તરફનો વેગ,তললৈ যোৱা বেগ
ખેંચો,টানি নিয়া
ખેંચો બળ,টানিব পৰা বল
દ્વિ,দ্বৈত
બેવડા આધાર,দ্বৈত ভিত্তি
દ્વિ આંતરિક ઉત્પાદન,ডুৱেল ইনাৰ প্ৰডাক্ট
ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
ડ્યુઅલ ઓપરેશન,ডুৱেল অপাৰেচন
બેવડી સમસ્યા,দ্বৈত সমস্যা
ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ,ডুৱেল ছিমপ্লেক্স এলগৰিদম
ડ્યુઅલ સિમ્પ્લેક્સ તકનીક,ডুৱেল ছিমপ্লেক্স কৌশল
બેવડી જગ્યા,দ্বৈত স্থান
દ્વિ ચલ,ডুৱেল ভেৰিয়েবল
ડ્યુઅલ વેક્ટર જગ્યા,দ্বৈত ভেক্টৰ স্থান
બનાવટી અનુક્રમણિકા,ডামি সূচী
ડમી સબસ્ક્રીપ્ટ,ডামি চাবস্ক্ৰিপ্ট
બનાવટી પ્રત્યય,ডামি প্ৰত্যয়
ડમી ચલ,ডামি চলক
ડુપ્લિકેટર પ્રક્રિયા,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
ગતિશીલ,গতিশীল
ગતિશીલ સિસ્ટમ,গতিশীল ব্যৱস্থা
ગતિશીલ માંગ કાર્ય,গতিশীল চাহিদা কাৰ্য্য
ગતિશીલ મોડેલ,গতিশীল আৰ্হি
ગતિશીલ પ્રોગ્રામિંગ,ডাইনামিক প্ৰগ্ৰেমিং
ગતિશીલ પ્રોગ્રામિંગ અભિગમ,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
ગતિશીલ પ્રોગ્રામિંગ તકનીક,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
ગતિશીલતા,গতিশীলতা
કણની ગતિશીલતા,এটা কণিকাৰ গতিশীলতা
કઠોર શરીરની ગતિશીલતા,কঠিন বস্তুৰ গতিশীলতা
પૃથ્વી,পৃথিৱী
ભૂકંપની તીવ્રતા,ভূমিকম্পৰ তীব্ৰতা
તરંગીતા,কেন্দ্ৰীয়তা
ગ્રહણ,গ্ৰহণ
ઇકોનોમેટ્રિક આગાહી,অৰ্থনৈতিক পূৰ্বাভাস
અર્થશાસ્ત્રી,অৰ্থনীতিবিদ
અર્થશાસ્ત્ર,অৰ্থনীতি
અર્થશાસ્ત્ર,অৰ্থনীতি
ધાર,প্ৰান্ত
બહિર્મુખ સમૂહની ધાર,উত্তল সমষ্টিৰ প্ৰান্ত
કાર્યક્ષમતા પરિબળ,দক্ষতা কাৰক
eigen તત્વ,eigen মৌল
eigen કાર્ય,eigen ফাংচন
eigen મૂલ્ય,eigen মান
eigen મૂલ્ય સમીકરણ,eigen মান সমীকৰণ
ઇજન વેક્ટર,eigen ভেক্টৰ
સ્થિતિસ્થાપક,ইলাষ্টিক
સ્થિતિસ્થાપક સ્થિર,ইলাষ্টিক ধ্ৰুৱক
સ્થિતિસ્થાપક સંતુલન,ইলাষ্টিক ভাৰসাম্য
સ્થિતિસ્થાપકતા,ইলাষ্টিকতা
સ્થિતિસ્થાપકતા સપાટી,ইলাষ্টিক পৃষ্ঠ
ઇલેક્ટ્રોનિક કમ્પ્યુટર,ইলেক্ট্ৰনিক কম্পিউটাৰ
તત્વ,উপাদান
પ્રાથમિક કૉલમ કામગીરી,প্ৰাথমিক স্তম্ভ কাৰ্য্য
પ્રાથમિક ઘટના,প্ৰাথমিক পৰিঘটনা
પ્રાથમિક કાર્ય,মৌলিক ফলন
પ્રાથમિક કામગીરી,প্ৰাথমিক কাৰ্য্য
પ્રાથમિક પરિણામ,প্ৰাথমিক ফলাফল
પ્રાથમિક સંભાવના કાયદો,মৌলিক সম্ভাৱনা নিয়ম
પ્રાથમિક પંક્તિ કામગીરી,প্ৰাথমিক শাৰীৰ কাৰ্য্য
નાબૂદ,নিষ্কাশন
નાબૂદી પ્રક્રિયા,এনিমেচন পদ্ধতি
લંબગોળ,উপবৃত্তাকাৰ
લંબગોળ,উপবৃত্তাকাৰ
લંબગોળ,উপবৃত্তাকাৰ
લંબગોળ સપાટી,উপবৃত্তাকাৰ পৃষ্ঠ
લંબગોળ શરીર,উপবৃত্তাকাৰ দেহ
એમ્બેડિંગ,এম্বেডিং
ઉત્સર્જન,নিৰ্গমন
પ્રયોગમૂલક ડેટા,অভিজ্ঞতাভিত্তিক তথ্য
પ્રયોગમૂલક સૂત્ર,অভিজ্ঞতাভিত্তিক সূত্ৰ
પ્રયોગમૂલક સંભાવના,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
પ્રયોગમૂલક સંબંધ,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
ખાલી સેટ,খালী ছেট
બંધ,আবদ্ধ কৰা হৈছে
એન્કોડિંગ,এনকোডিং
એન્ડોમોર્ફિઝમ,এণ্ডোমৰ্ফিজম
અંતિમ બિંદુ,শেষ বিন্দু
વર્ગ અંતરાલનો અંતિમ બિંદુ,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ઊર્જા,শক্তি
ઊર્જા ગતિ ઘટક,শক্তি গতিবেগ উপাদান
ચલ દાખલ કરી રહ્યા છીએ,চলক প্ৰৱেশ কৰা
અસંખ્ય સમૂહ,গণনাযোগ্য গোট
ગણતરી,গণনা
સમાન,সমান
સમાનતા,সমতা
સમાન શક્યતા,সমানে সম্ভাৱনা আছে
સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem),সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
સમાન,সমান কৰা
સમીકરણ,সমীকৰণ
પ્રથમ ડિગ્રીનું સમીકરણ,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
બીજી ડિગ્રીનું સમીકરણ,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
ત્રીજી ડિગ્રીનું સમીકરણ,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
વિષુવવૃત્ત,বিষুৱৰেখা
સમાન,সমঅবিৰত
સમભુજ,সমপক্ষীয়
સંતુલન,ভাৰসাম্যতা
દળોનું સંતુલન,বলৰ ভাৰসাম্যতা
સંતુલન બિંદુ,ভাৰসাম্য বিন্দু
સમાનતા,সমতুল্যতা
સમાનતા વર્ગ,সমতুল্যতা শ্ৰেণী
સમાનતા સંબંધ,সমতুল্যতা সম্পৰ্ক
સમકક્ષ,সমান্তৰাল
સમકક્ષ મેટ્રિક્સ,সমতুল্য মেট্ৰিক্স
સમકક્ષ સમૂહ,সমতুল্য গোট
એર્ગોડિસિટી,ergodicity
ભૂલ,আঁসোৱাহ
ભૂલ વિશ્લેષણ,ভুল বিশ্লেষণ
ભૂલ કોડ,ভুল ক&#39;ড
ભૂલ ગુણાંક,ভুল সহগ
સરેરાશ ચોરસની ભૂલ,গড় বৰ্গৰ ভুল
પ્રથમ પ્રકારની ભૂલ,প্ৰথম ধৰণৰ ভুল
બીજા પ્રકારની ભૂલ,দ্বিতীয় প্ৰকাৰৰ ভুল
બચવાની સંભાવના,পলায়নৰ সম্ভাৱনা
એસ્કેપ વેગ,পলায়নৰ বেগ
ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા,ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
લખાયેલ વર્તુળ,বৰ্ণনা কৰা বৃত্ত
આવશ્યક,আৱশ্যকীয়
અનિવાર્યપણે અનન્ય,মূলতঃ অনন্য
અંદાજ,অনুমানিক
અંદાજ પદ્ધતિ,অনুমান পদ্ধতি
યુક્લિડિયન સંકલન,ইউক্লিডীয় স্থানাংক
યુક્લિડિયન ડોમેન,ইউক্লিডীয় ডমেইন
યુક્લિડિયન ભૂમિતિ,ইউক্লিডীয় জ্যামিতি
યુક્લિડિયન એન-સ્પેસ,ইউক্লিডীয় n-স্থান
યુક્લિડિયન પ્લેન,ইউক্লিডীয় সমতল
યુલરનું પ્રમેય,অইলাৰৰ উপপাদ্য
મૂલ્યાંકન,মূল্যায়ন কৰা
સમ,যুগ্ম
પણ વળાંક,আনকি বক্ৰতাও
સમ કાર્ય,আনকি কাৰ্য্যও
બહુવિધ પણ,আনকি একাধিক
બેકી સંખ્યા,যুগ্ম সংখ্যা
સમ વિષમ સમપ્રમાણતા,আনকি অদ্ভুত প্ৰতিসমতাও
પણ ક્રમચય,আনকি ক্ৰমবিন্যাসও
ઘટના,কাৰ্যক্ৰম
સમ મુદત,আনকি শব্দটোও
ચોક્કસ,সঠিক
ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
ચોક્કસ તફાવત,সঠিক পাৰ্থক্য
ચોક્કસ સમીકરણ,সঠিক সমীকৰণ
ઉદાહરણ,উদাহৰণ
વિનિમય,বিনিময়
સંપૂર્ણ ઘટના,বিস্তৃত ইভেন্ট
અસ્તિત્વ સ્વયંસિદ્ધ,অস্তিত্বৰ স্বতন্ত্ৰতা
અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના),অস্তিত্বৰ সম্ভাৱনা(= a priori probability)
અસ્તિત્વ પ્રમેય,অস্তিত্ব উপপাদ্য
બાહ્ય ચલ,বহিৰ্জাতীয় চলক
વિસ્તરણ,সম্প্ৰসাৰণ
અપેક્ષા કાર્ય,প্ৰত্যাশা কাৰ্য্য
અપેક્ષિત આવર્તન,আশা কৰা কম্পাঙ্ক
અપેક્ષિત મૂલ્ય,আশা কৰা মূল্য
પ્રયોગ,পৰীক্ষণ
પ્રાયોગિક ભૂલ,পৰীক্ষামূলক ভুল
સમજૂતી,ব্যাখ্যা
સ્પષ્ટ સમીકરણ,স্পষ্ট সমীকৰণ
સ્પષ્ટ સ્વરૂપ,স্পষ্ট ৰূপ
સ્પષ્ટ કાર્ય,স্পষ্ট ফলন
સ્પષ્ટ ઉકેલ,স্পষ্ট সমাধান
ઘાત,ঘাতক
ઘાતાંકીય વળાંક,ঘাতীয় বক্ৰ
ઘાતાંકીય ઘનતા કાર્ય,ঘাতীয় ঘনত্ব ফলন
ઘાતાંકીય વિતરણ,ঘাতীয় বিতৰণ
ઘાતાંકીય સમીકરણ,ঘাতীয় সমীকৰণ
ઘાતાંકીય કાર્ય,ঘাতীয় ফলন
ઘાતાંકીય વૃદ્ધિ,ঘাতীয় বৃদ্ধি
ઘાતાંકીય કાયદો,ঘাতীয় নিয়ম
ઘાતાંકીય નકશો,ঘাতীয় মানচিত্ৰ
ઘાતાંકીય શ્રેણી,ঘাতীয় শৃংখলা
અભિવ્યક્તિ,অভিব্যক্তি
વિસ્તૃત અંતરાલ,বৰ্ধিত ব্যৱধান
વિસ્તૃત વાસ્તવિક રેખા,বৰ্ধিত বাস্তৱ ৰেখা
વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ,বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা
મેપિંગનું વિસ્તરણ,এটা মেপিঙৰ সম্প্ৰসাৰণ
બાહ્ય કોણ,বাহ্যিক কোণ
બાહ્ય વિસ્તાર,বাহিৰৰ অংশ
બાહ્ય બિંદુ,বাহ্যিক বিন্দু
બાહ્ય,বাহ্যিক
વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન,ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন
એક્સ્ટ્રાપોલેશન તકનીક,এক্সট্ৰাপলেচন কৌশল
આત્યંતિક મૂલ્ય,চৰম মান
આત્યંતિક,চৰম
આત્યંતિક બિંદુ,চৰম বিন্দু
બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ,উত্তল সমষ্টিৰ চৰম বিন্দু
કાર્યની સીમા,এটা ফলনৰ চৰম
આત્યંતિક મિલકત,চৰম সম্পত্তি
ચહેરો,চেহেৰা
ફેસ વેલ્યુ,মুখৰ মূল্য
પરિબળ,কাৰক
પરિબળ વિશ્લેષણ,কাৰক বিশ্লেষণ
કારણભૂત,ফ্যাক্টৰ কৰা হৈছে
ફેક્ટોરિયલ,ফেক্টৰিয়েল
ફેક્ટોરિયલ ડિઝાઇન,ফেক্টৰিয়েল ডিজাইন
ફેક્ટરીકરણ,ফ্যাক্টৰাইজেচন
ફેક્ટરાઇઝ,ফ্যাক্টৰাইজ
વાજબી રમત,ন্যায্য খেল
ખોટું,মিছা
કુટુંબ,পৰিয়াল
વર્તુળોનું કુટુંબ,বৃত্তৰ পৰিয়াল
કુટુંબ વણાંકો,পৰিয়ালৰ বক্ৰতা
કાર્યોનું કુટુંબ,কাৰ্য্যসমূহৰ পৰিয়াল
રેખાઓનું કુટુંબ,ৰেখাৰ পৰিয়াল
પ્રતિકૃતિ,ফেক্সিমিল
F-વિતરણ,F-বিতৰণ
શક્ય મૂળભૂત ઉકેલ,সম্ভৱপৰ মৌলিক সমাধান
શક્ય ઉકેલ,সম্ভৱপৰ সমাধান
પાછા ફીડ,মতামত
ફર્મેટ સિદ્ધાંત,ফাৰ্মেট নীতি
ફર્મેટનું પ્રમેય,ফাৰ্মেটৰ উপপাদ্য
ફર્મી-ડીરાક આંકડા,ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা
ફિબોનાકી નંબર,ফিবোনাচি নম্বৰ
ફિબોનાકી શ્રેણી,ফিবোনাচি ছিৰিজ
ક્ષેત્ર,ক্ষেত্ৰ
અંતિમ વેગ,চূড়ান্ত বেগ
મર્યાદિત,সসীম
મર્યાદિત આધાર,সসীম ভিত্তি
મર્યાદિત દશાંશ,সসীম দশমিক
મર્યાદિત તફાવત,সসীম পাৰ্থক্য
મર્યાદિત તફાવત પદ્ધતિ,সসীম পাৰ্থক্য পদ্ধতি
મર્યાદિત પરિમાણીય,সসীম মাত্ৰিক
મર્યાદિત પરિમાણીય વેક્ટર જગ્યા,সসীম মাত্ৰিক ভেক্টৰ স্থান
મર્યાદિત રમત,সসীম খেল
મર્યાદિત ભૂમિતિ,সসীম জ্যামিতি
મર્યાદિત આંતરછેદ,সসীম ছেদ
મર્યાદિત ઘણા,সসীম বহুত
મર્યાદિત માર્કોવ સાંકળ,সসীম মাৰ্কভ শৃংখল
મર્યાદિતતા પુરાવો,সসীমতা প্ৰমাণ
મર્યાદિત સંખ્યા,সসীম সংখ্যা
મર્યાદિત વસ્તી,সসীম জনসংখ্যা
મર્યાદિત સંભાવના,সসীম সম্ভাৱনা
મર્યાદિત શ્રેણી,সসীম শৃংখলা
