Tamil,Kannada
தரவு மோடம்,ಡೇಟಾ ಮೋಡೆಮ್
தரவு மாற்றம்,ಡೇಟಾ ಮಾರ್ಪಾಡು
தரவு நெட்வொர்க்,ಡೇಟಾ ನೆಟ್ವರ್ಕ್
தரவு செயல்பாடு,ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ
தரவு அமைப்பு,ಡೇಟಾ ಸಂಘಟನೆ
தரவு வெளியீடு,ಡೇಟಾ ಔಟ್ಪುಟ್
தரவு பாதை,ಡೇಟಾ ಮಾರ್ಗ
தரவு தயாரிப்பு,ಡೇಟಾ ಸಿದ್ಧತೆ
தரவு தனியுரிமை,ಡೇಟಾ ಗೌಪ್ಯತೆ
தரவு செயலி,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
தரவு பாதுகாப்பு,ಡೇಟಾ ರಕ್ಷಣೆ
தரவு பதிவு,ಡೇಟಾ ದಾಖಲೆ
தரவு மீட்பு,ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ
தரவு வழக்கமான,ಡೇಟಾ ವಾಡಿಕೆಯ
தரவு பாதுகாப்பு,ಡೇಟಾ ಭದ್ರತೆ
தரவு தொகுப்பு,ಡೇಟಾ ಸೆಟ್
தரவு சமிக்ஞை,ಡೇಟಾ ಸಿಗ್ನಲ್
தரவு மடு,ಡೇಟಾ ಸಿಂಕ್
தரவு மூலம்,ಡೇಟಾ ಮೂಲ
தரவு விவரக்குறிப்பு,ಡೇಟಾ ನಿರ್ದಿಷ್ಟತೆ
தரவு நிலையம்,ಡೇಟಾ ಸ್ಟೇಷನ್
தரவு சேமிப்பு,ಡೇಟಾ ಸಂಗ್ರಹಣೆ
தரவு சேமிப்பு அமைப்பு,ಡೇಟಾ ಶೇಖರಣಾ ರಚನೆ
தரவு அமைப்பு,ಡೇಟಾ ರಚನೆ
தரவு சுவிட்ச்,ಡೇಟಾ ಸ್ವಿಚ್
தரவு அட்டவணை,ಡೇಟಾ ಟೇಬಲ್
தரவு முனையம்,ಡೇಟಾ ಟರ್ಮಿನಲ್
தரவு படியெடுத்தல்,ಡೇಟಾ ಪ್ರತಿಲೇಖನ
தரவு பரிமாற்ற,ಡೇಟಾ ವರ್ಗಾವಣೆ
தரவு பரிமாற்றம்,ಡೇಟಾ ಪ್ರಸರಣ
தரவு பரிமாற்ற சேனல்,ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಚಾನಲ್
தரவு வகை,ಡೇಟಾ ಪ್ರಕಾರ
தரவு அலகு,ಡೇಟಾ ಘಟಕ
தகவல் மதிப்பீடு,ಡೇಟಾ ಮೌಲ್ಯೀಕರಣ
தரவுத்தளம்,ಡೇಟಾಬೇಸ್
தரவுத்தள நிர்வாகம்,ಡೇಟಾಬೇಸ್ ಆಡಳಿತ
தரவுத்தள வடிவமைப்பு,ಡೇಟಾಬೇಸ್ ವಿನ್ಯಾಸ
தரவுத்தள மேலாண்மை அமைப்பு,ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ
டேட்டாகிராவ்,ಡಾಟಾಗ್ರಾವ್
தரவு,ದತ್ತಾಂಶ
இறந்த மண்டலம்,ಸತ್ತ ವಲಯ
முட்டுக்கட்டை,ಬಿಕ್ಕಟ್ಟು
முட்டுக்கட்டை தடுப்பு,ಡೆಡ್ಲಾಕ್ ತಡೆಗಟ್ಟುವಿಕೆ
பிழைத்திருத்தம்,ಡೀಬಗ್
முடிவு பெட்டி,ನಿರ್ಧಾರ ಪೆಟ್ಟಿಗೆ
முடிவெடுக்கும் செயல்முறை,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
முடிவு ஆதரவு அமைப்பு,ನಿರ್ಧಾರ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
முடிவு மரம்,ನಿರ್ಧಾರ ಮರ
குறிவிலக்கி,ಡಿಕೋಡರ್
சிதைவு கொள்கை,ವಿಘಟನೆಯ ತತ್ವ
மறைகுறியாக்கம்,ಡೀಕ್ರಿಪ್ಶನ್
அர்ப்பணிக்கப்பட்ட சேனல்,ಮೀಸಲಾದ ಚಾನಲ್
அர்ப்பணிக்கப்பட்ட துறைமுகம்,ಮೀಸಲಾದ ಬಂದರು
பாதுகாப்பு தரவு நெட்வொர்க் (DDN),ರಕ್ಷಣಾ ದತ್ತಾಂಶ ಜಾಲ (DDN)
பாதுகாப்பு தகவல் அமைப்பு,ರಕ್ಷಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
defragmentation,ಡಿಫ್ರಾಗ್ಮೆಂಟೇಶನ್
தாமதம்,ವಿಳಂಬ
தாமத கவுண்டர்,ವಿಳಂಬ ಕೌಂಟರ್
தாமத நேரம்,ವಿಳಂಬ ಸಮಯ
அழி,ಅಳಿಸಿ
நீக்குதல் பதிவு,ಅಳಿಸುವಿಕೆ ದಾಖಲೆ
பிரிப்பான்,ಡಿಲಿಮಿಟರ್
டெல்டா பண்பேற்றம்,ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್
கோரிக்கை பேஜிங்,ಬೇಡಿಕೆ ಪೇಜಿಂಗ್
டெமோ,ಡೆಮೊ
டிமாடுலேஷன்,ಡಿಮೋಡ್ಯುಲೇಶನ್
demultiplexer,ಡಿಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
இயல்புநிலைப்படுத்தல்,ಅಸಾಧಾರಣೀಕರಣ
அடர்த்தி,ಸಾಂದ್ರತೆ
சார்பு,ಅವಲಂಬನೆ
சார்பு அலகு,ಅವಲಂಬಿತ ಘಟಕ
வரிசை,ಡಿಕ್ಯೂ
புறக்கணிப்பு,ಅವಲಂಬನೆ
வழித்தோன்றல் மரம்,ವ್ಯುತ್ಪನ್ನ ಮರ
பெறப்பட்ட புலம்,ಪಡೆದ ಕ್ಷೇತ್ರ
இறங்கு வகை,ಅವರೋಹಣ ರೀತಿಯ
வடிவமைப்பு,ವಿನ್ಯಾಸ
மேசை கால்குலேட்டர்,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
மேசை கணினி,ಡೆಸ್ಕ್ ಟಾಪ್ ಕಂಪ್ಯೂಟರ್
டெஸ்க்டாப் விளக்கக்காட்சி,ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ
டெஸ்க்டாப் பப்ளிஷிங் (டிடிபி),ಡೆಸ್ಕ್‌ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್ (ಡಿಟಿಪಿ)
டெஸ்க்டாப் வீடியோ,ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ
இலக்கு முகவரி,ತಲುಪಬೇಕಾದ ವಿಳಾಸ
அழிப்பவர்,ವಿಧ್ವಂಸಕ
நிர்ணயிக்கும் தானியங்கிகள்,ಡಿಟರ್ಮಿನಿಸ್ಟ್ರಿಕ್ ಆಟೊಮ್ಯಾಟ್‌ಗಳು
டெவலப்பர்,ಡೆವಲಪರ್
வளர்ச்சி அமைப்பு,ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ
சாதனம்,ಸಾಧನ
சாதன கட்டுப்பாட்டு அலகு,ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ
சாதனம் கட்டுப்படுத்தி,ಸಾಧನ ನಿಯಂತ್ರಕ
சாதன மேலாண்மை,ಸಾಧನ ನಿರ್ವಹಣೆ
சாதன முறை,ಸಾಧನ ಮೋಡ್
நோய் கண்டறிதல்,ರೋಗನಿರ್ಣಯ
கண்டறியும் அமைப்பு,ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ
பரிசோதனை,ರೋಗನಿರ್ಣಯ
வரைபடம்,ರೇಖಾಚಿತ್ರ
டயல்,ಡಯಲ್ ಮಾಡಿ
டயல் வரி,ಡಯಲ್ ಲೈನ್
டயல் தொனி,ಡಯಲ್ ಟೋನ್
அழைக்கவும்,ಡಯಲ್ ಅಪ್ ಮಾಡಿ
உரையாடல்,ಸಂವಾದ
உரையாடல் பெட்டி,ಸಂವಾದ ಪೆಟ್ಟಿಗೆ
டயல்அப் மோடம்,ಡಯಲಪ್ ಮೋಡೆಮ್
பரிமாணம்,ವ್ಯಾಸ
அகராதி,ನಿಘಂಟು
வேறுபாடு,ವ್ಯತ್ಯಾಸ
டிஜிட்டல்,ಡಿಜಿಟಲ್
டிஜிட்டல் சேனல்,ಡಿಜಿಟಲ್ ಚಾನಲ್
டிஜிட்டல் சுற்று,ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್
டிஜிட்டல் கணினி,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
டிஜிட்டல் தரவு,ಡಿಜಿಟಲ್ ಡೇಟಾ
டிஜிட்டல் வசதி,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ
டிஜிட்டல் வடிகட்டி,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
டிஜிட்டல் நூலகம்,ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ
டிஜிட்டல் பண்பேற்றம்,ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್
டிஜிட்டல் மானிட்டர்,ಡಿಜಿಟಲ್ ಮಾನಿಟರ್
டிஜிட்டல் படம்,ಡಿಜಿಟಲ್ ಚಿತ್ರ
டிஜிட்டல் கையொப்பம்,ಡಿಜಿಟಲ್ ಸಹಿ
டிஜிட்டல் சுவிட்ச்,ಡಿಜಿಟಲ್ ಸ್ವಿಚ್
டிஜிட்டல் முதல் அனலாக் (D/A) மாற்றி,ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ (D/A) ಪರಿವರ್ತಕ
டிஜிட்டல் மயமாக்கல்,ಡಿಜಿಟಲೀಕರಣ
இலக்கமாக்கு,ಡಿಜಿಟೈಜ್ ಮಾಡಿ
இலக்கமாக்கி,ಡಿಜಿಟೈಸರ್
டையோடு,ಡಯೋಡ್
நேரடி,ನೇರ
நேரடி முகவரி,ನೇರ ವಿಳಾಸ
நேரடி மாற்றம்,ನೇರ ಪರಿವರ್ತನೆ
நேரடி இணைப்பு,ನೇರ ಜೋಡಣೆ
நேரடி நினைவக அணுகல் (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
நேரடி நினைவக அணுகல் (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
நேரடி முறை,ನೇರ ವಿಧಾನ
உத்தரவு,ನಿರ್ದೇಶನ
அடைவு,ಡೈರೆಕ್ಟರಿ
அடைவு சேவையகம்,ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್
அடைவு சேவை,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
முடக்கு,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
சமிக்ஞையை முடக்குகிறது,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
துண்டிக்கவும்,ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ
தனித்தனி,ಪ್ರತ್ಯೇಕವಾದ
வட்டு,ಡಿಸ್ಕ್
வட்டு முகவரி,ಡಿಸ್ಕ್ ವಿಳಾಸ
வட்டு வரிசை,ಡಿಸ್ಕ್ ಅರೇ
வட்டு திறன்,ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ
வட்டு இயக்கி,ಡಿಸ್ಕ್ ಡ್ರೈವ್
வட்டு கோப்பு,ಡಿಸ್ಕ್ ಫೈಲ್
வட்டு நினைவகம்,ಡಿಸ್ಕ್ ಮೆಮೊರಿ
வட்டு இயக்க முறைமை (DOS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DOS)
வட்டு தொகுப்பு,ಡಿಸ್ಕ್ ಪ್ಯಾಕ್
வட்டு சேவையகம்,ಡಿಸ್ಕ್ ಸರ್ವರ್
வட்டு சேமிப்பு,ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
வட்டு,ಡಿಸ್ಕೆಟ್
காட்சி கோப்பு,ಪ್ರದರ್ಶನ ಫೈಲ್
காட்சி படத்தை,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
அகற்றல்,ವಿಲೇವಾರಿ
தூரம்,ದೂರ
தூர செயல்பாடு,ದೂರ ಕಾರ್ಯ
திரித்தல்,ಅಸ್ಪಷ್ಟತೆ
விநியோகிக்கப்பட்டது,ವಿತರಣೆ
விநியோகிக்கப்பட்ட தரவு,ವಿತರಿಸಿದ ಡೇಟಾ
விநியோகிக்கப்பட்ட சேவையகம்,ವಿತರಿಸಿದ ಸರ್ವರ್
விநியோகிக்கப்பட்ட அமைப்பு,ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ
விநியோகிக்கக்கூடிய,ವಿತರಕ
ஆவணம்,ದಾಖಲೆ
ஆவணம் மீட்டெடுக்கப்பட்டது,ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ
ஆவண சாளரம்,ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ
ஆவணங்கள்,ದಸ್ತಾವೇಜನ್ನು
களம்,ಡೊಮೇನ್
டொமைன் பெயர்,ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು
டாட் மேட்ரிக்ஸ் பிரிண்டர்,ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್
கீழ்,ಕೆಳಗೆ
கீழ் இணைப்பு,ಕೆಳಗೆ ಲಿಂಕ್
பதிவிறக்கம்,ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ
செயலற்ற நேரம்,ಕಡಿಮೆ ಸಮಯ
இழுத்தல்,ಎಳೆಯುವುದು
DRAM (டைனமிக் ரேம்),DRAM (ಡೈನಾಮಿಕ್ RAM)
சறுக்கல்,ಡ್ರಿಫ್ಟ್
இயக்கி,ಚಾಲಕ
கைவிட,ಬಿಡಿ
கீழ்தோன்றும் பட்டியல் பெட்டி,ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್
டிரம் டிரைவ்,ಡ್ರಮ್ ಡ್ರೈವ್
டிரம் பிரிண்டர்,ಡ್ರಮ್ ಪ್ರಿಂಟರ್
டிரம் அலகு,ಡ್ರಮ್ ಘಟಕ
இரட்டை,ದ್ವಂದ್ವ
இரட்டை அடர்த்தி,ಉಭಯ ಸಾಂದ್ರತೆ
போலி முகவரி,ನಕಲಿ ವಿಳಾಸ
திணிப்பு,ಡಂಪ್
இரட்டை சுற்று,ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್
டூப்ளெக்சிங்,ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್
நகல்,ನಕಲು
டிவிடி ஆர்/டபிள்யூ,DVD R/W
டிவிடி ரோம்,ಡಿವಿಡಿ ರಾಮ್
மாறும் அறிவுறுத்தல்,ಡೈನಾಮಿಕ್ ಸೂಚನೆ
மாறும் நினைவகம்,ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ
இயக்கவியல்,ಡೈನಾಮಿಕ್ಸ್
EBCDIC,EBCDIC
மின் வணிகம்,ಇ-ವ್ಯವಹಾರ
எதிரொலி,ಪ್ರತಿಧ್ವನಿ
மின் வணிகம்,ಇ-ಕಾಮರ್ಸ್
தொகு,ತಿದ್ದು
ஆசிரியர்,ಸಂಪಾದಕ
கல்வி தொழில்நுட்பம்,ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ
EEP ரோம்,ಇಇಪಿ ರೋಮ್
பயனுள்ள முகவரி (மிதக்கும் முகவரி),ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ)
பயனுள்ள செயல்பாட்டு முகவரி,ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ
பயனுள்ள செயல்முறை,ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ
பயனுள்ள UID (பயனர் அடையாளம்),ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ)
பயனுள்ள பரிமாற்ற செயல்பாடு,ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ
எட்டு பிட் பைட்,ಎಂಟು-ಬಿಟ್ ಬೈಟ್
மின் கற்றல்,ಇ ಕಲಿಕೆ
தேர்தல்-அல்கிரிதம்,ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್
மின் அஞ்சல் (மின்னஞ்சல்),ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್)
மின்சார அச்சுப்பொறி,ವಿದ್ಯುತ್ ಮುದ್ರಕ
மின் கணக்கியல் இயந்திரம்,ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ
மின்னணு,ಎಲೆಕ್ಟ್ರಾನಿಕ್
மின்னணு அனுமதி அமைப்பு (ECS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS)
மின்னணு தரவு பரிமாற்றம் (EDI),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI)
மின்னணு தரவு செயலாக்கம்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
மின்னணு தாக்கல்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್
மின்னணு நிதி பரிமாற்ற அமைப்பு (EFTS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS)
மின்னணு இதழ்கள்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು
மின்னணு வெளியீடு,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ
மின்னணு சுவிட்ச்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್
உறுப்பு,ಅಂಶ
மின்னஞ்சல்,ಇಮೇಲ್
மின்னஞ்சல் முகவரி,ಇಮೇಲ್ ವಿಳಾಸ
உட்பொதிக்கப்பட்ட அமைப்பு,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
உட்பொதித்தல்,ಎಂಬೆಡಿಂಗ್
உமிழ்ப்பான் ஜோடி தர்க்கம் (ECL),ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL)
வெற்று அடுக்கு,ಖಾಲಿ ಸ್ಟಾಕ್
வெற்று சரம்,ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್
முன்மாதிரி,ಅನುಕರಣೆ
அடைப்பு,ಆವರಿಸುವಿಕೆ
குறியாக்கி,ಎನ್ಸೈಫರ್
குறியாக்கம்,ಎನ್ಕೋಡ್
குறியாக்கி,ಎನ್ಕೋಡರ್
மறைகுறியாக்கப்பட்ட தரவு,ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ
என்கிரிப்ட் கோப்பு முறைமை,ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್
குறியாக்கம்,ಗೂಢಲಿಪೀಕರಣ
தொகுதியின் முடிவு,ಬ್ಲಾಕ್ನ ಅಂತ್ಯ
கோப்பின் முடிவு (EOF),ಕಡತದ ಅಂತ್ಯ (EOF)
கடைசி பயனாளி,ಬಳಕೆದಾರ
நுழைய,ನಮೂದಿಸಿ
நுழைவு விசை,ನಮೂದಿಸಿ-ಕೀಲಿ
நிறுவன சேவையகம்,ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್
நிறுவன அமைப்பு,ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ
நிறுவனம்,ಘಟಕ
நிறுவனம்-உறவு,ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ
நுழைவு நேரம்,ಪ್ರವೇಶ ಸಮಯ
நுழைவு மாறி,ಪ್ರವೇಶ ವೇರಿಯಬಲ್
எண்ணத்தக்க,ಎಣಿಸಬಹುದಾದ
சூழல்,ಪರಿಸರ
சகாப்தம்,ಯುಗ
EPROM,EPROM
எப்சிலன் மூடல்,ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ
சமநிலைப்படுத்தி,ಈಕ್ವಲೈಜರ್
உபகரணங்கள்,ಉಪಕರಣ
சமநிலை வகுப்பு,ಸಮಾನತೆಯ ವರ್ಗ
சமமான உறவு,ಸಮಾನತೆಯ ಸಂಬಂಧ
அழிக்க,ಅಳಿಸಿಹಾಕು
பிழை திருத்தும் குறியீடு,ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ
பிழை திருத்தம்,ದೋಷ ತಿದ್ದುಪಡಿ
பிழை கண்டறிதல்,ದೋಷ ಪತ್ತೆ
பிழை கையாளுதல்,ದೋಷ ನಿರ್ವಹಣೆ
பிழை செய்தி,ತಪ್ಪು ಸಂದೇಶ
பிழை விகிதம்,ದೋಷ ದರ
பிழை மீட்பு,ದೋಷ ಚೇತರಿಕೆ
பிழை வழக்கமான,ದೋಷ ದಿನಚರಿ
தப்பிக்கும் தன்மை,ಪಾರು ಪಾತ್ರ
ஈதர்நெட்,ಈಥರ್ನೆಟ್
நிகழ்வு,ಘಟನೆ
நிகழ்வு சங்கிலி,ಈವೆಂಟ್ ಸರಣಿ
நிகழ்வு கட்டுப்பாடு,ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
நிகழ்வு கவுண்டர்,ಈವೆಂಟ್ ಕೌಂಟರ್
விதிவிலக்கு கையாளுதல்,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
பரிமாற்றக்கூடிய வட்டு சேமிப்பு,ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
விலக்குதல்,ಹೊರಗಿಡುವಿಕೆ
பிரத்தியேக அல்லது (XOR),ವಿಶೇಷ ಅಥವಾ (XOR)
இயங்கக்கூடிய நிரல்,ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ
நிர்வாக அறிக்கை,ಕಾರ್ಯಕಾರಿ ಹೇಳಿಕೆ
முழுமையான தேடல்,ಸಮಗ್ರ ಹುಡುಕಾಟ
உள்ளன,ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ
வெளியேறு,ನಿರ್ಗಮಿಸಿ
நிபுணர் அமைப்பு,ತಜ್ಞ ವ್ಯವಸ್ಥೆ
வெளிப்பாடு,ಅಭಿವ್ಯಕ್ತಿ
நீட்டிக்கப்பட்ட வரைகலை வரிசை (XGA),ವಿಸ್ತೃತ ಗ್ರಾಫಿಕ್ ಅರೇ (XGA)
விரிவாக்கப்பட்ட தொழில் தரநிலை (EIS),ವಿಸ್ತೃತ ಉದ್ಯಮ ಗುಣಮಟ್ಟ (EIS)
நீட்டிக்கப்பட்ட இயந்திரம்,ವಿಸ್ತೃತ ಯಂತ್ರ
நீட்டிக்கப்பட்ட நினைவகம்,ವಿಸ್ತೃತ ಸ್ಮರಣೆ
நீட்டிக்கப்பட்ட துல்லியம்,ವಿಸ್ತೃತ ನಿಖರತೆ
நீட்டிக்கப்பட்ட வரிசையாக்கம்,ವಿಸ್ತೃತ ವಿಂಗಡಣೆ
வெளிப்புற அழைப்பு,ಬಾಹ್ಯ ಕರೆ
வெளிப்புற பிழை,ಬಾಹ್ಯ ದೋಷ
வெளிப்புற செயல்பாடு,ಬಾಹ್ಯ ಕಾರ್ಯ
வெளிப்புற குறுக்கீடு,ಬಾಹ್ಯ ಅಡಚಣೆ
வெளிப்புற நினைவகம்,ಬಾಹ್ಯ ಸ್ಮರಣೆ
வெளிப்புற நினைவகம்,ಬಾಹ್ಯ ಸ್ಮರಣೆ
வெளிப்புற மோடம்,ಬಾಹ್ಯ ಮೋಡೆಮ್
வெளிப்புற குறிப்பு,ಬಾಹ್ಯ ಉಲ್ಲೇಖ
வெளிப்புற தேடல்,ಬಾಹ್ಯ ಹುಡುಕಾಟ
வெளிப்புற சேமிப்பக சாதனம்,ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ
பிரித்தெடுத்தல்,ಹೊರತೆಗೆಯುವಿಕೆ
எக்ஸ்ட்ராபோலேஷன்,ಹೊರತೆಗೆಯುವಿಕೆ
முக எழுத்து அச்சுப்பொறி,ಮುಖ ಅಕ್ಷರ ಮುದ್ರಕ
தோல்வி-பாதுகாப்பான செயல்பாடு,ವಿಫಲ-ಸುರಕ್ಷಿತ ಕಾರ್ಯಾಚರಣೆ
தோல்வி விகிதம்,ವಿಫಲತೆಯ ದರ
தோல்வி மீட்பு,ವೈಫಲ್ಯ ಚೇತರಿಕೆ
தவறான குறியீடு,ತಪ್ಪು ಕೋಡ್
தவறான பிழை,ತಪ್ಪು ದೋಷ
ரசிகர்-இன்,ಫ್ಯಾನ್-ಇನ್
ரசிகர்-அவுட்,ಫ್ಯಾನ್ ಔಟ್
பாசிமைல் I/O சாதனம்,ಫ್ಯಾಸಿಮೈಲ್ I/O ಸಾಧನ
வேகமான நான்கு உருமாற்றம் (FFT),ವೇಗದ ಫೋರಿಯರ್ ರೂಪಾಂತರ (FFT)
கொடிய பிழை,ಗಂಭೀರವಾದ ತಪ್ಪು
தவறு கண்டறிதல்,ದೋಷ ಪತ್ತೆ
தவறு கண்டறிதல்,ದೋಷ ರೋಗನಿರ್ಣಯ
தவறு சகிப்புத்தன்மை,ದೋಷಸಹಿಷ್ಣುತೆ
தொலைநகல்,ಫ್ಯಾಕ್ಸ್
தொலைநகல் செய்தி,ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ
FDC,FDC
அம்சம் கண்டறிதல்,ವೈಶಿಷ್ಟ್ಯ ಪತ್ತೆ
உணவு சுழற்சி,ಆಹಾರ ಚಕ್ರ
பின்னூட்டம்,ಪ್ರತಿಕ್ರಿಯೆ
ஊட்டி,ಫೀಡರ್
எடுக்க,ತರಲು
ஃபைபோனச்சி தேடல்,ಫಿಬೊನಾಕಿ ಹುಡುಕಾಟ
ஃபைபோனச்சி வரிசை,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
ஃபைபோனச்சி தொடர்,ಫಿಬೊನಾಕಿ ಸರಣಿ
ஃபைபர் ஆப்டிக்ஸ்,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
fido net,ಫಿಡೋ ನಿವ್ವಳ
களம்,ಕ್ಷೇತ್ರ
ஐந்தாம் தலைமுறை கணினிகள்,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್‌ಗಳು
கோப்பு,ಕಡತ
கோப்பு அணுகல் முறை,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
கோப்பு ஒதுக்கீடு அட்டவணை,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
கோப்பு சுருக்கம்,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
கோப்பு நகலெடுக்கிறது,ಫೈಲ್ ನಕಲು
கோப்பு தளவமைப்பு,ಫೈಲ್ ಲೇಔಟ್
கோப்பு ஒன்றிணைத்தல்,ಫೈಲ್ ವಿಲೀನ
கோப்பு மீட்பு,ಫೈಲ್ ಚೇತರಿಕೆ
