Bengali,Malayalam
"গন ফিডার, ব্যাচ ফিডার","ഗാൻ ഫീഡർ, ബാച്ച് ഫീഡർ"
"গণনা, দল গঠন","എണ്ണൽ, ടീം കോമ്പോസിഷൻ"
শীট বাঁধাই,ഷീറ്റ്-ബൈൻഡിംഗ്
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
অ্যাক্রোমেটিক,അക്രോമാറ്റിക്
"ক্রোডোস্ফিয়ার, বাথিস্ফিয়ার","ക്രോഡോസ്ഫിയർ, ബാത്തിസ്ഫിയർ"
"bathythermograph, গভীর থার্মোমিটার","ബാത്തിതെർമോഗ്രാഫ്, ആഴത്തിലുള്ള തെർമോമീറ്റർ"
পিক-এ-বু সিস্টেম,പീക്ക്-എ-ബൂ സിസ്റ്റം
পাশের ব্যাটারি,സൈഡ് ബാറ്ററികൾ
গ্রেডেড ব্যাটারি,ഗ്രേഡഡ് ബാറ്ററികൾ
ব্যাটারি,ബാറ്ററി
ব্যাটারি চার্জার,ബാറ്ററി ചാർജർ
ব্যাটারি ইলেক্ট্রোলাইট,ബാറ്ററി ഇലക്ട്രോലൈറ്റ്
ব্যাটারি গেজ,ബാറ്ററി ഗേജ്
ব্যাটারি চালিত হেডফোন,ബാറ്ററിയിൽ പ്രവർത്തിക്കുന്ന ഹെഡ്‌ഫോണുകൾ
যুদ্ধক্ষেত্র নজরদারি রাডার,യുദ്ധഭൂമി നിരീക്ഷണ റഡാർ
পালক অ্যান্টেনা,തൂവൽ ആന്റിന
বউদ,ബൗഡ്
বোডো কোড,ബോഡോ കോഡ്
"অ্যারে, চেম্বার, উপসাগর, মহাসাগর","അറേ, ചേമ്പർ, ഉൾക്കടൽ, സമുദ്രം"
বেয়নেট সকেট,ബയണറ്റ് സോക്കറ്റ്
বীকন,വിളക്കുമാടം
বীকন পথ,ബീക്കൺ പാത
বাতিঘর আলো,ബീക്കൺ ലൈറ്റ്
বীকন উপস্থাপনা,ബീക്കൺ അവതരണം
"বীকন-ব্লাড, বিকন লাল","ബീക്കൺ-ബ്ലഡ്, ബീക്കൺ റെഡ്"
বীকন হাইজ্যাকিং,ബീക്കൺ ഹൈജാക്കിംഗ്
বীকন ট্রান্সপন্ডার,ബീക്കൺ ട്രാൻസ്‌പോണ്ടർ
"মানিকা, বিড","മാണിക, ബീഡ്"
মানিকা থার্মিস্টর,മാണിക തെർമിസ്റ്റർ
"মরীচি, মরীচি, মরীচি, ট্রাম্প","ബീം, ബീം, ബീം, ട്രംപ്"
কণা মরীচি,കണികാ ബീം
মরীচি বায়বীয়,ബീം ഏരിയൽ
"মরীচি প্রান্তিককরণ, ক্যামেরা প্রান্তিককরণ","ബീം വിന്യാസം, ക്യാമറ വിന്യാസം"
মরীচি কোণ,ബീം കോൺ
"মরীচি প্রতিরোধের, মরীচি প্রতিরোধের","ബീം പ്രതിരോധം, ബീം പ്രതിരോധം"
মরীচি attenuator,ബീം അറ്റൻവേറ്റർ
penal-bent,പെനൽ-ബെന്റ്
মরীচি flexor,ബീം ഫ്ലെക്സർ
মরীচি নমন,ബീം ബെൻഡിംഗ്
"ব্যারোমিটার, মরীচি কম্পাস",ബീം കോമ്പസ്
মরীচি অভিসারন,ബീം ഒത്തുചേരൽ
মরীচি কাপলিং,ബീം കപ്ലിംഗ്
মরীচি কাপলিং,ബീം കപ്ലിംഗ്
মরীচি প্রবাহ,ബീം സ്ട്രീം
বার বক্রতা,ബാർ വക്രത
মরীচি টিউব,ബീം ട്യൂബ്
মরীচি অপসারণ,ബീം വ്യതിചലനം
মরীচি গর্ত,ബീം ദ്വാരം
মরীচি প্রতিবন্ধকতা,ബീം പ്രതിരോധം
মরীচি পয়েন্টার,ബീം പോയിന്റർ
মরীচি জীটার,ബീം വിറയൽ
দানাদার দোলনা,ഗ്രാനുലാർ ആന്ദോളനങ്ങൾ
শাস্তিমূলক ব্যবস্থা,ശിക്ഷാ സംവിധാനം
মরীচি মড্যুলেশন,ബീം മോഡുലേഷൻ
মরীচি মরীচি,ബീം വേവ്
জরিমানা ওজন,പെനാൽറ്റി തൂക്കുക
পারমাণবিক মরীচি,ആറ്റോമിക് ബീം
মরীচি চিত্র,ബീം ചിത്രം
বিম প্লাজমা পরিবর্ধক,ബീം പ്ലാസ്മ ആംപ്ലിഫയർ
মরীচি পাওয়ার টিউব,ബീം പവർ ട്യൂബ്
রশ্মি প্রক্ষিপ্ত,ബീം പ്രൊജക്റ്റൈൽ
মরীচি আরোহী,ബീം ആരോഹണം
মরীচি দিক,ബീം ദിശ
মরীচি আরোহণ,ബീം കയറ്റം
মরীচি বিভাজক,ബീം സെപ്പറേറ്റർ
মরীচি সংকেত,ബീം സിഗ്നൽ
বিম স্প্লিটার এবং সমন্বয়কারী,ബീം സ്പ്ലിറ്ററും കോർഡിനേറ്ററും
মরীচি বিভাজন সিস্টেম,ബീം വിഭജന സംവിധാനം
মরীচি বিভাজন,ബീം വിഭജനം
মরীচি সম্প্রসারণ,ബീം വികാസം
মরীচি সুইচিং,ബീം സ്വിച്ചിംഗ്
মরীচি সুইচিং কনভার্টার,ബീം സ്വിച്ചിംഗ് കൺവെർട്ടർ
মরীচি পারস্পরিকতা,ബീം പരസ്പരബന്ധം
মরীচি সংক্রমণ,ബീം ട്രാൻസ്മിഷൻ
মরীচি ফাঁদ,ബീം കെണി
মরীচি ইলেকট্রন টিউব,ബീം ഇലക്ട്രോൺ ട്യൂബ്
"মরীচি ভোল্টেজ, ত্বরণ ভোল্টেজ","ബീം വോൾട്ടേജ്, ആക്സിലറേഷൻ വോൾട്ടേജ്"
"মরীচি তরঙ্গগাইড, মরীচি তরঙ্গগাইড","ബീം വേവ് ഗൈഡ്, ബീം വേവ് ഗൈഡ്"
মরীচি এক্সটেনশন ত্রুটি,ബീം വിപുലീകരണ പിശക്
"মরীচি কোণ, অ্যাপারচার কোণ, শীর্ষ কোণ","ബീം ആംഗിൾ, അപ്പേർച്ചർ ആംഗിൾ, വെർട്ടെക്സ് ആംഗിൾ"
বার কলাম,ബാർ കോളം
"decman, decagon ভারবহন","decman, decagon bearing"
"ভারবহন নির্দেশাবলী, Decman নির্দেশাবলী","ബെയറിംഗ് നിർദ്ദേശങ്ങൾ, ഡെക്മാൻ നിർദ്ദേശങ്ങൾ"
"ডেকম্যান ডেভিয়েশন ইন্ডিকেটর, বিয়ারিং ডেভিয়েশন ইন্ডিকেটর","ഡെക്ക്മാൻ ഡീവിയേഷൻ ഇൻഡിക്കേറ്റർ, ബെയറിംഗ് ഡിവിയേഷൻ ഇൻഡിക്കേറ്റർ"
কোণ potentiometer,ആംഗിൾ പൊട്ടൻഷിയോമീറ്റർ
"বিয়ারিং রেজোলিউশন, ডেকম্যান রেজোলিউশন","ബെയറിംഗ് റെസല്യൂഷൻ, ഡെക്മാൻ റെസലൂഷൻ"
ডায়াগোনাল ট্রান্সমিশন ইউনিট,ഡയഗണൽ ട്രാൻസ്മിഷൻ യൂണിറ്റ്
"dole, vispand","ഡോൾ, വിസ്പൻഡ്"
বীট ফ্রিকোয়েন্সি,അടി ആവൃത്തി
বীট ফ্রিকোয়েন্সি অসিলেটর,ഫ്രീക്വൻസി ഓസിലേറ്റർ അടിക്കുക
বীট-ফ্রিকোয়েন্সি অসিলেটর সিস্টেম,ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ സിസ്റ്റം
বীট-ফ্রিকোয়েন্সি উপাদান,ബീറ്റ്-ഫ്രീക്വൻസി ഘടകം
শক আন্দোলন,ഷോക്ക് പ്രസ്ഥാനം
স্পন্দিত ভয়েস,സ്പന്ദിക്കുന്ന ശബ്ദം
ভাইব্রেটিং টোন ডিটেক্টর,വൈബ്രേറ്റിംഗ് ടോൺ ഡിറ്റക്ടർ
"স্পন্দন অভ্যর্থনা, heterodyne অভ্যর্থনা","പൾസേഷൻ റിസപ്ഷൻ, ഹെറ്ററോഡൈൻ സ്വീകരണം"
ফিসফিস-টোন,വിസ്പർ-ടോൺ
স্পন্দিত তরঙ্গ,സ്പന്ദിക്കുന്ന തരംഗം
হতাশাজনক,വിഷാദം
ডি-পালসেশন যন্ত্র,ഡി-പൾസേഷൻ ഇൻസ്ട്രുമെന്റേഷൻ
"thumping, throbbing","ഇടിമുഴക്കം, മിടിക്കൽ"
কম্পনকারী অসিলেটর,വൈബ്രേറ്റിംഗ് ഓസിലേറ്റർ
শক রিড,ഞെട്ടിക്കുന്ന ഞാങ്ങണ
ফ্যান বিম,ഫാൻ ബീം
বেকারেল রশ্মি,ബെക്വറൽ റേ
বেকারেল প্রভাব,ബെക്വറൽ പ്രഭാവം
বেকারেল (তেজস্ক্রিয়তার একক),ബെക്വറൽ (റേഡിയോ ആക്ടിവിറ്റി യൂണിറ്റ്)
বীপ,ബീപ്പ്
বিপার,ബീപ്പർ
রুক্ষ কণ্ঠস্বর,പരുക്കൻ ശബ്ദം
বিভার লিপসন স্ট্রিপ,ബീവേഴ്സ് ലിപ്സൺ സ്ട്രിപ്പ്
বিল্বি স্তর,ബിൽബി ലെവൽ
বেল,മണി
বেলিনোগ্রাম,ബെല്ലിനോഗ്രാം
ঘণ্টা বক্ররেখা,മണി വളവ്
বেল জার,മണി ഭരണി
বেল বোতাম,മണി ബട്ടൺ
ঘণ্টা বক্ররেখা,മണി വളവ്
ঘন্টাঘাস বিতরণ,മണിക്കൂർഗ്ലാസ് വിതരണം
বেল ঘড়ি,മണി ക്ലോക്ക്
বেল,തുരുത്തി
স্ট্রিপ স্ক্যানার,സ്ട്രിപ്പ് സ്കാനർ
চাবুক টান,സ്ട്രാപ്പ് ടെൻഷൻ
বানাখ দূরত্ব,ബനാഖ് ദൂരം
"বেঞ্চ, বেদিকা, বেঞ্চ","ബെഞ്ച്, വേദിക, ബെഞ്ച്"
বেঞ্চ-ত্রুটি,ബെഞ്ച്-പിശക്
বেঞ্চ ফটোমিটার,ബെഞ്ച് ഫോട്ടോമീറ്റർ
"বাঁক, বাঙ্ক (সম্পাদনা), বাঁক (ভার।)","വളയുക, ബങ്ക് (എഡി.), തിരിയാൻ (പതിപ്പ്)"
নমন উপাদান,വളയുന്ന ഘടകം
নমন ট্রান্সডুসার,വളയുന്ന ട്രാൻസ്ഡ്യൂസർ
ব্যাংকান,ബാങ്കൻ
নমন শক্তি,വളയുന്ന ഊർജ്ജം
নমন ফ্রিকোয়েন্সি,വളയുന്ന ആവൃത്തി
ব্যাংকান নিশ্চিত,ബാങ്കൻ ഉറപ്പാണ്
বাঁকানোর মুহুর্ত,വളയുന്ന നിമിഷം
লেন্স নমন,ലെൻസ് ബെൻഡിംഗ്
নমন শক্তি,വളയുന്ന ശക്തി
bankan ptbal,ബാങ്കൻ പിറ്റ്ബാൽ
নমন পরীক্ষা,വളയുന്ന പരിശോധന
নমন ঘূর্ণন সঁচারক বল,വളയുന്ന ടോർക്ക്
নমন কম্পন,വളയുന്ന വൈബ്രേഷൻ
নমন তরঙ্গ,വളയുന്ന തരംഗം
বেনিটো,ബെനിറ്റോ
ভাঁজ করা শাস্তি,മടക്കിയ പിഴ
"folded hoist, bent hoist","മടക്കിയ പൊക്കിൾ, വളഞ്ഞ പൊക്കിൾ"
বন্ড বন্ড,ബോണ്ട് ബോണ്ട്
বার্কেলিয়াম,ബെർക്കെലിയം
বর্মন ঘনত্ব ওজনকারী,ബാർമാൻ സാന്ദ്രത തൂക്കം
বার্নাল চার্ট,ബെർണൽ ചാർട്ട്
বার্নোলির উপপাদ্য,ബെർണൂലിയുടെ സിദ്ധാന്തം
বার্নোলি-সমীকরণ,ബെർണൂലി-സമവാക്യം
বেসাল সমীকরণ,അടിസ്ഥാന സമവാക്യം
বেসাল-ফাংশন,അടിസ്ഥാന-പ്രവർത്തനം
বেসাল প্রকরণ,അടിസ്ഥാന വ്യതിയാനം
সেরা আনুগত্য,മികച്ച അഡീഷൻ
সেরা আনুগত্য লাইন,മികച്ച അഡീഷൻ ലൈൻ
বিটা (বি) (ট্রানজিস্টর),ബീറ്റ (ബി) (ട്രാൻസിസ്റ്റർ)
বিটা টার্মিনাল ফ্রিকোয়েন্সি,ബീറ്റ ടെർമിനൽ ഫ്രീക്വൻസി
বিটা ক্ষয়,ബീറ്റ ക്ഷയം
বিটা-দ্রবীভূতকরণ,ബീറ്റാ-പിരിച്ചുവിടൽ
বিটা বিচ্ছেদ শক্তি,ബീറ്റാ ഡിസോസിയേഷൻ ഊർജ്ജം
বিটা বিতরণ,ബീറ്റ വിതരണം
বিটা ইমিটার,ബീറ്റ എമിറ്റർ
"বিটা-ফাংশন, বিটা-ফাংশন","ബീറ്റാ-ഫംഗ്ഷൻ, ബീറ്റാ-ഫംഗ്ഷൻ"
বিটা-কণা,ബീറ്റാ-കണിക
বিটা-রশ্মি,ബീറ്റാ-കിരണങ്ങൾ
বিটা-রে স্পেকট্রোমিটার,ബീറ്റാ-റേ സ്പെക്ട്രോമീറ്റർ
বিটা-রে বর্ণালী,ബീറ്റാ-റേ സ്പെക്ട്രം
বিটা-সংবেদনশীল ইমালসন,ബീറ്റാ-സെൻസിറ്റീവ് എമൽഷൻ
বিটা রূপান্তর,ബീറ്റ പരിവർത്തനം
বিটা টাইপ পরিসীমা,ബീറ്റ തരം ശ്രേണി
বিটা সহগ,ബീറ്റാ കോഫിഫിഷ്യന്റ്
betatron,ബീറ്റാട്രോൺ
betatron ত্বরণ,ബീറ്റാട്രോൺ ത്വരണം
বাজি গর্ত দিকনির্দেশক কাপলার,ബെറ്റ് ഹോൾ ദിശാസൂചന കപ്ലർ
ছেলে মডেল,മകൻ മാതൃക
BEV,ബി.ഇ.വി
বেভাট্রন,ബെവട്രോൺ
"বেভারিজ অ্যান্টেনা, ওয়েভ অ্যান্টেনা","ബിവറിഡ്ജ് ആന്റിന, വേവ് ആന്റിന"
ভব বিচ্ছুরণ,ഭാഭ വിസരണം
দ্বৈত সংকেত অঞ্চল,ഇരട്ട സിഗ്നൽ മേഖല
দ্বিভুজাকার,ദ്വികോണാകൃതിയിലുള്ള
"পক্ষপাত, পক্ষপাত","പക്ഷപാതം, പക്ഷപാതം"
অনুমোদিত মনোভাব,അനുവദനീയമായ മനോഭാവം
পক্ষপাত স্বয়ংক্রিয় লাভ নিয়ন্ত্রণ,ബയസ് ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോൾ
"গ্রিড ব্যাটারি, বায়াস সেল","ഗ്രിഡ് ബാറ്ററി, ബയസ് സെൽ"
পক্ষপাত সার্কিট,ബയസ് സർക്യൂട്ട്
পক্ষপাত বর্তমান,ബയസ് കറന്റ്
পক্ষপাতদুষ্ট অভিনয়কারী,പക്ഷപാതപരമായ പ്രകടനം നടത്തുന്നയാൾ
অ-উত্তর,പ്രതിഫലനം അല്ലാത്തത്
স্তরবিন্যাস,വർഗ്ഗീകരണം
পক্ষপাত প্রতিবন্ধকতা,ബയസ് ഇംപഡൻസ്
পক্ষপাত আলো,ബയസ് ലൈറ്റ്
পক্ষপাত মড্যুলেশন,ബയസ് മോഡുലേഷൻ
পক্ষপাত অসিলেটর,ബയസ് ഓസിലേറ്റർ
পক্ষপাত প্রতিরোধক,ബയസ് റെസിസ്റ്റർ
পক্ষপাত সমন্বয়,പക്ഷപാത ക്രമീകരണം
পক্ষপাত স্থিতিশীলতা,പക്ഷപാത സ്ഥിരത
বায়াস টলিগ্রাফ বিকৃতি,ബയസ് ടോളിഗ്രാഫ് ഡിസ്റ്റോർഷൻ
অত্যাধিক ভোল্টেজ,ബയസ്-വോൾട്ടേജ്
পক্ষপাত কুন্ডলি,ബയസ് കുണ്ഡലി
পক্ষপাত ত্রুটি,പക്ഷപാത പിശക്
ফরোয়ার্ড পক্ষপাতদুষ্ট,മുന്നോട്ട് പക്ഷപാതം
ফিরে পক্ষপাতদুষ্ট,വീണ്ടും പക്ഷപാതം
বায়াস potentiometer,ബയസ് പൊട്ടൻഷിയോമീറ്റർ
দ্বি-অক্ষীয়,ദ്വി-അക്ഷാംശം
ডবল ক্রিস্টাল,ഇരട്ട-ക്രിസ്റ്റൽ
দ্বি-অক্ষীয় সুরেলা,ദ്വി-അക്ഷീയ ഹാർമോണിക്
দ্বিপাক্ষিক চাপ,ഉഭയകക്ഷി സമ്മർദ്ദം
দ্বিপাক্ষিক উত্তেজনা,ഉഭയകക്ഷി പിരിമുറുക്കം
বিক্রোমেট কোষ,ബിക്രോമേറ്റ് സെൽ
বিকফোর্ড ফিউজ,ബിക്ക്ഫോർഡ് ഫ്യൂസ്
কম্প্যাক্ট,ഒതുക്കമുള്ളത്
দ্বিকনভেক্স,ബൈകോൺവെക്സ്
বাইকনভেক্স লেন্স,ബികോൺവെക്സ് ലെൻസ്
ডবল অ্যান্টেনা,ഇരട്ട ആന്റിന
ডবল হর্ন,ഇരട്ട കൊമ്പ്
ডবল হর্ন অ্যান্টেনা,ഡബിൾ ഹോൺ ആന്റിന
ডবল কনজুগেট জাল,ഇരട്ട സംയോജിത മെഷ്
দ্বিকনভেক্স,ബൈകോൺവെക്സ്
বাইকনভেক্স লেন্স,ബികോൺവെക്സ് ലെൻസ്
দ্বিমুখী,ദ്വിമുഖം
ডবল স্ফটিক,ഇരട്ട ക്രിസ്റ്റൽ
সাইকেল এরগোমিটার,സൈക്കിൾ എർഗോമീറ്റർ
দ্বিমুখী মাইক্রোফোন,ദ്വിദിശ മൈക്രോഫോൺ
দ্বিমুখী নাড়ি,ദ്വിദിശ പൾസ്
দ্বিমুখী টাকু,ദ്വിദിശ സ്പിൻഡിൽ
দ্বিমুখী ট্রানজিস্টর,ദ്വിദിശ ട്രാൻസിസ്റ്റർ
দ্বিমুখী ট্রায়োড থাইরিস্টর,ദ്വിദിശ ട്രയോഡ് തൈറിസ്റ്റർ
বিয়ারবাম মাইক্রো প্রতীক,ബീർബോം മൈക്രോ ചിഹ്നം
দ্বিপদী মডেল,ദ്വിപദ മാതൃക
ডিপ্লয়েড,ഡയീഷ്യസ്
ডবল পয়েন্ট গ্র্যাভিমিটার,ഇരട്ട പോയിന്റ് ഗ്രാവിമീറ്റർ
ডাইপোল মাইক্রোস্কোপ,ദ്വിധ്രുവ മൈക്രോസ്കോപ്പ്
ডবল পয়েন্ট অসিলেটর,ഇരട്ട പോയിന്റ് ഓസിലേറ്റർ
ডাইপোল প্রতিরোধ,ദ്വിധ്രുവ പ്രതിരോധം
ডবল সাসপেনশন,ഇരട്ട സസ്പെൻഷൻ
ডাইপোল ট্রান্সফরমার,ദ്വിധ്രുവ ട്രാൻസ്ഫോർമർ
ডবল স্ট্র্যান্ড কুণ্ডলী,ഇരട്ട സ്ട്രാൻഡ് കോയിൽ
দ্বিফোকাল,ബൈഫോക്കൽ
বাইফোকাল লেন্স,ബൈഫോക്കൽ ലെൻസ്
দ্বিমুখী যোগাযোগ,ദ്വിദിശ സമ്പർക്കം
দ্বিপাক্ষিক,ഉഭയകക്ഷി
দ্বিপাক্ষিক পরিবর্ধক,ഉഭയകക്ഷി ആംപ്ലിഫയർ
দ্বিপাক্ষিক অ্যান্টেনা,ഉഭയകക്ഷി ആന്റിന
দ্বিপাক্ষিক সঞ্চালন,ഉഭയകക്ഷി ചാലകം
দ্বিপাক্ষিক নেটওয়ার্ক,ഉഭയകക്ഷി ശൃംഖല
দ্বিপাক্ষিক রেকর্ডিং,ഉഭയകക്ഷി റെക്കോർഡിംഗ്
দ্বিপাক্ষিক ট্রান্সডিউসার,ഉഭയകക്ഷി ട്രാൻസ്ഡ്യൂസർ
দ্বিপাক্ষিক ক্ষেত্র শব্দপথ,ഉഭയകക്ഷി ഫീൽഡ് സൗണ്ട്പാത്ത്
দুই পর্যায়ে অপারেশন,രണ്ട് ഘട്ട പ്രവർത്തനം
দ্বি-রৈখিক সহভক্তি,ബിലീനിയർ കോവേറിയൻസ്
দ্বিরেখার স্থিতিস্থাপকতা,ബിലീനിയർ ഇലാസ്തികത
বিলিভ বিট (জাইগাভিট) বিট,ബിലീവ് ബിറ്റ് (സിഗാവിറ്റ്) ബിറ്റ്
দ্বিধাতু,ബൈമെറ്റാലിക്
দ্বিধাতু রিলে,ബിമെറ്റാലിക് റിലേ
"দ্বিধাতু ফালা, দ্বিধাতুর পাতা","bimetallic സ്ട്രിപ്പ്, bimetallic ഇല"
দ্বিধাতু,ബൈമെറ്റാലിക്
বাইমেটালিক বার,ബൈമെറ്റാലിക് ബാർ
বাইমেটালিক বেস বার,ബൈമെറ്റാലിക് അടിസ്ഥാന ബാർ
দ্বি - ধাতু বিশিষ্ট ফালা,bimetallic സ്ട്രിപ്പ്
দ্বিধাতু যন্ত্র,bimetallic ഉപകരണം
বাইমেটালিক থার্মোগুলেটর,bimetallic thermoregulator
বাইমেটালিক ইলেক্ট্রোড,ബൈമെറ്റാലിക് ഇലക്ട്രോഡ്
বাইমোলিকুলার,ദ്വിതന്മാത്ര
বাইমোলিকুলার ডাইনামিকস,ബൈമോളികുലാർ ഡൈനാമിക്സ്
ডবল আণবিক প্রতিক্রিয়া,ഇരട്ട തന്മാത്രാ പ്രതികരണം
দ্বিরূপ,ദ്വിരൂപം
দ্বিরূপ কোষ,ദ്വിരൂപകോശം
"দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত","ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
দ্বি-পার্শ্বযুক্ত খাদ,ഇരട്ട-വശങ്ങളുള്ള അലോയ്
"বাইনারি কোড, বাইনারি কোড","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
বাইনারি কোড বৃত্ত,ബൈനറി കോഡ് സർക്കിൾ
"বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক","ബൈനറി കോഡഡ് ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
বাইনারি এনকোডিং,ബൈനറി എൻകോഡിംഗ്
বাইনারি কম্পিউটার,ബൈനറി കമ്പ്യൂട്ടർ
বাইনারি সংখ্যা,ബൈനറി അക്കങ്ങൾ
বাইনারি তথ্য,ബൈനറി വിവരങ്ങൾ
বাইনারি চৌম্বকীয় কোর,ബൈനറി മാഗ്നറ്റിക് കോർ
বাইনারি সংখ্যা,ബൈനറി നമ്പർ
ডবল অপারেশন,ഇരട്ട പ്രവർത്തനം
ডবল ফেজ ডায়াগ্রাম,ഇരട്ട ഘട്ട ഡയഗ്രം
ডবল বেস পয়েন্ট,ഇരട്ട അടിസ്ഥാന പോയിന്റ്
দ্বি-বেস পালস-প্রস্থ যোগাযোগ,ബൈ-ബേസ് പൾസ്-വിഡ്ത്ത് ആശയവിനിമയം
বাইনারি স্কেল,ബൈനറി സ്കെയിൽ
দ্বি-বেস ক্যাসকেড সার্কিট,ബൈ-ബേസ് കാസ്കേഡ് സർക്യൂട്ട്
দ্বিমুখী অনুসন্ধান,ദ്വിമുഖ പര്യവേക്ഷണം
বাইনারি স্বরলিপি,ബൈനറി നൊട്ടേഷൻ
বাইনারি উৎস,ബൈനറി ഉറവിടം
খেলা তারকা,കളി താരം
বাইনারি পদ্ধতি,ബൈനറി രീതി
"biparietal, biphasic","ബൈപാരിറ്റൽ, ബൈഫാസിക്"
বাইনোরাল প্রভাব,ബൈനറൽ പ്രഭാവം
বাইনোরাল শুনানি,ബൈനറൽ ഹിയറിംഗ്
"binaural তীব্রতা প্রভাব, biphasic তীব্রতা প্রভাব","ബൈനറൽ തീവ്രത പ്രഭാവം, ബൈഫാസിക് തീവ്രത പ്രഭാവം"
বাইনোরাল ওরিয়েন্টেশন,ബൈനറൽ ഓറിയന്റേഷൻ
বাইনোরাল ফেজ প্রভাব,ബൈനറൽ ഘട്ടം പ്രഭാവം
ডবল সিল,ഇരട്ട സിൽ
সংযোগকারী ধরনের ফটোকন্ডাক্টর,സംയോജിത തരം ഫോട്ടോകണ്ടക്ടർ
বাঁধাই শক্তি,ബൈൻഡിംഗ് ഊർജ്ജം
বাঁধাই বল,ബന്ധിക്കുന്ന ശക്തി
সংযোগ শেষ,കണക്ഷൻ അവസാനം
সংযোগকারী স্ক্রু,കണക്റ്റർ സ്ക്രൂ
বন্ড শক্তি পাতা,ബോണ്ട് ഊർജ്ജ പേജ്
বিংহাম-মারে ভ্যাকুয়াম প্লাইস্টোমিটার,ബിംഗ്ഹാം-മുറെ വാക്വം പ്ലീസ്റ്റോമീറ്റർ
বিনিস্টার,ബൈനിസ്റ്റർ
"বাইনোকুলার, বাইনোকুলার","ബൈനോക്കുലർ, ബൈനോക്കുലർ"
ডুয়েল লেন্স ক্যামেরা,ഡ്യുവൽ ലെൻസ് ക്യാമറ
বাইনোকুলার লাইন,ബൈനോക്കുലർ ലൈൻ
বাইনোকুলার মাইক্রোস্কোপ,ബൈനോക്കുലർ മൈക്രോസ്കോപ്പ്
বাইনোকুলার মনোস্কোপ,ബൈനോക്കുലർ മോണോക്യുലർ മൈക്രോസ്കോപ്പ്
বাইনোকুলার টেলিস্কোপ,ബൈനോക്കുലർ ടെലിസ്കോപ്പ്
বাইনারি,ബൈനറി
দ্বিপদ অ্যান্টেনা অ্যারে,ദ്വിപദ ആന്റിന അറേ
দ্বিপদ ডিস্ট্রিবিউশন,ദ്വിപദ വിതരണം
দ্বিপদী সিরিজ,ദ്വിപദ പരമ്പര
দ্বিপদ উপপাদ্য,ദ്വിപദ സിദ്ധാന്തം
"বাইনিউক্লিয়েটেড, বাইনোক্লিয়েটেড, বাইনোকুলার","ബൈന്യൂക്ലിയേറ്റഡ്, ബിന്ന്യൂക്ലിയേറ്റഡ്, ബൈനോക്കുലർ"
জৈব মহাকাশবিজ্ঞান,ജൈവ ബഹിരാകാശ ശാസ്ത്രം
বায়ো-সাভার্ট নিয়ম,ബയോ-സാവാർട്ട് നിയമം
বায়োডাইনামিকস,ബയോഡൈനാമിക്സ്
জৈব ইলেকট্রনিক্স,ബയോ ഇലക്ട്രോണിക്സ്
"বায়োনিক্স, বায়ো-ইলেক্ট্রনিক্স (জীববিদ্যা)","ബയോണിക്‌സ്, ബയോ-ഇലക്‌ട്രോണിക്‌സ് (ബയോളജി)"
জীবপদার্থবিদ,ബയോഫിസിസ്റ്റ്
জীবপদার্থবিদ্যা,ബയോഫിസിക്സ്
জৈবিক উপগ্রহ,ജൈവ ഉപഗ്രഹം
"সিনেমাটোগ্রাফার, বায়োস্কোপ","ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്"
বায়ো-ফুরিয়ার সমীকরণ,ബയോ-ഫോറിയർ സമവാക്യം
জৈব টেকসই সমস্যা,ജൈവ സുസ്ഥിരത പ്രശ്നം
বায়োটার লেন্স,ബയോട്ടാർ ലെൻസുകൾ
"বায়োটেলিমেট্রি, জৈবিক টেলিযোগাযোগ","ബയോടെലിമെട്രി, ബയോളജിക്കൽ ടെലികമ്മ്യൂണിക്കേഷൻസ്"
biphasic বর্তমান,ബൈഫാസിക് കറന്റ്
বাইপ্লেন,ഇരു വിമാനം
ডবল ফলক,ഇരട്ട ഫലകം
ডাইপোল,ദ്വിധ്രുവം
বাইপোলার পরিবর্ধক,ബൈപോളാർ ആംപ്ലിഫയർ
বাইপোলার সার্কিট,ബൈപോളാർ സർക്യൂട്ട്
ডাইপোল বিকৃতি,ദ്വിധ്രുവ വക്രീകരണം
ডাইপোল চৌম্বক ক্ষেত্র,ദ്വിധ്രുവ കാന്തികക്ഷേത്രം
বাইপোলার ট্রানজিস্টর,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
ডাইপোল,ദ്വിധ്രുവം
"বাইপোলার মেশিন, বাইপোলার মেশিন","ബൈപോളാർ മെഷീൻ, ബൈപോളാർ മെഷീൻ"
ডাইপোল ক্যাথোড,ദ്വിധ്രുവ കാഥോഡ്
