Kannada,Punjabi
ವಿತರಿಸಿದ ಸರ್ವರ್,ਵੰਡਿਆ ਸਰਵਰ
ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ,ਵੰਡਿਆ ਸਿਸਟਮ
ವಿತರಕ,ਵੰਡਣ ਵਾਲਾ
ದಾಖಲೆ,ਦਸਤਾਵੇਜ਼
ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ,ਦਸਤਾਵੇਜ਼ ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤਾ
ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ,ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ
ದಸ್ತಾವೇಜನ್ನು,ਦਸਤਾਵੇਜ਼
ಡೊಮೇನ್,ਡੋਮੇਨ
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,ਡੋਮੇਨ ਨਾਮ
ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್,ਡਾਟ ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ
ಕೆಳಗೆ,"ਥੱਲੇ, ਹੇਠਾਂ, ਨੀਂਵਾ"
ಕೆಳಗೆ ಲಿಂಕ್,ਡਾਊਨ ਲਿੰਕ
ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ,ਡਾਊਨ ਲੋਡਿੰਗ
ಕಡಿಮೆ ಸಮಯ,ਘੱਟ ਸਮਾਂ
ಎಳೆಯುವುದು,ਖਿੱਚਣਾ
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
ಡ್ರಿಫ್ಟ್,ਵਹਿਣਾ
ಚಾಲಕ,ਡਰਾਈਵਰ
ಬಿಡಿ,ਸੁੱਟੋ
ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,ਡ੍ਰੌਪ ਡਾਊਨ ਸੂਚੀ ਬਾਕਸ
ಡ್ರಮ್ ಡ್ರೈವ್,ਡਰੱਮ ਡਰਾਈਵ
ಡ್ರಮ್ ಪ್ರಿಂಟರ್,ਡਰੱਮ ਪ੍ਰਿੰਟਰ
ಡ್ರಮ್ ಘಟಕ,ਡਰੱਮ ਯੂਨਿਟ
ದ್ವಂದ್ವ,ਦੋਹਰਾ
ಉಭಯ ಸಾಂದ್ರತೆ,ਦੋਹਰੀ ਘਣਤਾ
ನಕಲಿ ವಿಳಾಸ,ਨਕਲੀ ਪਤਾ
ಡಂಪ್,ਡੰਪ
ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್,ਡੁਪਲੈਕਸ ਸਰਕਟ
ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್,ਡੁਪਲੈਕਸਿੰਗ
ನಕಲು,ਡੁਪਲੀਕੇਟ
DVD R/W,DVD R/W
ಡಿವಿಡಿ ರಾಮ್,DVD ROM
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ,ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ
ಡೈನಾಮಿಕ್ಸ್,ਗਤੀਸ਼ੀਲਤਾ
EBCDIC,ਈ.ਬੀ.ਸੀ.ਡੀ.ਆਈ.ਸੀ
ಇ-ವ್ಯವಹಾರ,ਈ-ਕਾਰੋਬਾਰ
ಪ್ರತಿಧ್ವನಿ,echo
ಇ-ಕಾಮರ್ಸ್,ਈ-ਕਾਮਰਸ
ತಿದ್ದು,ਸੰਪਾਦਿਤ ਕਰੋ
ಸಂಪಾದಕ,ਸੰਪਾਦਕ
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
ಇಇಪಿ ರೋಮ್,EEP ਰੋਮ
ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ),ਪ੍ਰਭਾਵੀ ਪਤਾ (ਫਲੋਟਿੰਗ ਪਤਾ)
ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸੰਚਾਲਨ ਪਤਾ
ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਿਧੀ
ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ),ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID (ਉਪਭੋਗਤਾ ਪਛਾਣ)
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਸੰਚਾਲਨ
ಎಂಟು-ಬಿಟ್ ಬೈಟ್,ਅੱਠ-ਬਿੱਟ ਬਾਈਟ
ಇ ಕಲಿಕೆ,ਈ-ਲਰਨਿੰਗ
ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್,ਚੋਣ-ਅਲਗਰਥਮ
ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್),ਇਲੈਕਟ੍ਰਿਕ ਮੇਲਿੰਗ (ਈ-ਮੇਲ)
ವಿದ್ಯುತ್ ಮುದ್ರಕ,ਇਲੈਕਟ੍ਰਿਕ ਪ੍ਰਿੰਟਰ
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
ಎಲೆಕ್ಟ್ರಾನಿಕ್,ਇਲੈਕਟ੍ਰਾਨਿਕ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਲੀਅਰੈਂਸ ਸਿਸਟਮ (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਇੰਟਰਚੇਂਜ (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್,ਇਲੈਕਟ੍ਰਾਨਿਕ ਫਾਈਲਿੰਗ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਸਿਸਟਮ (EFTS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು,ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਸਾਲੇ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
ಅಂಶ,ਤੱਤ
ಇಮೇಲ್,ਈ - ਮੇਲ
ಇಮೇಲ್ ವಿಳಾಸ,ਈਮੇਲ ਖਾਤਾ
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,ਏਮਬੈਡਡ ਸਿਸਟਮ
ಎಂಬೆಡಿಂಗ್,ਏਮਬੈਡਿੰਗ
ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL),ਐਮੀਟਰ ਜੋੜੇ ਤਰਕ (ECL)
ಖಾಲಿ ಸ್ಟಾಕ್,ਖਾਲੀ ਸਟੈਕ
ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್,ਖਾਲੀ ਸਤਰ
ಅನುಕರಣೆ,ਇਮੂਲੇਸ਼ਨ
ಆವರಿಸುವಿಕೆ,encapsulation
ಎನ್ಸೈಫರ್,ਐਨਸਾਈਫਰ
ಎನ್ಕೋಡ್,ਇੰਕੋਡ
ಎನ್ಕೋಡರ್,ਏਨਕੋਡਰ
ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ,ਐਨਕ੍ਰਿਪਟਡ ਡੇਟਾ
ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್,ਐਨਕ੍ਰਿਪਟਿੰਗ ਫਾਈਲ ਸਿਸਟਮ
ಗೂಢಲಿಪೀಕರಣ,ਇਨਕ੍ਰਿਪਸ਼ਨ
ಬ್ಲಾಕ್ನ ಅಂತ್ಯ,ਬਲਾਕ ਦਾ ਅੰਤ
ಕಡತದ ಅಂತ್ಯ (EOF),ਫਾਈਲ ਦਾ ਅੰਤ (EOF)
ಬಳಕೆದಾರ,ਆਖਰੀ ਉਪਭੋਗਤਾ
ನಮೂದಿಸಿ,ਦਾਖਲ ਕਰੋ
ನಮೂದಿಸಿ-ಕೀಲಿ,ਐਂਟਰ-ਕੁੰਜੀ
ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਰਵਰ
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ
ಘಟಕ,ਹਸਤੀ
ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ,ਹਸਤੀ-ਰਿਸ਼ਤਾ
ಪ್ರವೇಶ ಸಮಯ,ਦਾਖਲਾ ਸਮਾਂ
ಪ್ರವೇಶ ವೇರಿಯಬಲ್,ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ
ಎಣಿಸಬಹುದಾದ,ਅਣਗਿਣਤ
ಪರಿಸರ,ਵਾਤਾਵਰਣ
ಯುಗ,ਯੁੱਗ
EPROM,EPROM
ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ,epsilon ਬੰਦ
ಈಕ್ವಲೈಜರ್,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
ಉಪಕರಣ,ਉਪਕਰਨ
ಸಮಾನತೆಯ ವರ್ಗ,ਸਮਾਨਤਾ ਵਰਗ
ಸಮಾನತೆಯ ಸಂಬಂಧ,ਸਮਾਨਤਾ ਸਬੰਧ
ಅಳಿಸಿಹಾಕು,ਮਿਟਾਓ
ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ,ਗਲਤੀ ਠੀਕ ਕਰਨ ਵਾਲਾ ਕੋਡ
ದೋಷ ತಿದ್ದುಪಡಿ,ਗਲਤੀ ਸੁਧਾਰ
ದೋಷ ಪತ್ತೆ,ਗਲਤੀ ਖੋਜ
ದೋಷ ನಿರ್ವಹಣೆ,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
ತಪ್ಪು ಸಂದೇಶ,ਗਲਤੀ ਸੁਨੇਹਾ
ದೋಷ ದರ,ਗਲਤੀ ਦਰ
ದೋಷ ಚೇತರಿಕೆ,ਗਲਤੀ ਰਿਕਵਰੀ
ದೋಷ ದಿನಚರಿ,ਗਲਤੀ ਰੁਟੀਨ
ಪಾರು ಪಾತ್ರ,ਬਚਣ ਦਾ ਕਿਰਦਾਰ
ಈಥರ್ನೆಟ್,ਈਥਰਨੈੱਟ
ಘಟನೆ,ਘਟਨਾ
ಈವೆಂಟ್ ಸರಣಿ,ਘਟਨਾ ਲੜੀ
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,ਘਟਨਾ ਨਿਯੰਤਰਣ
ಈವೆಂಟ್ ಕೌಂಟರ್,ਘਟਨਾ ਕਾਊਂਟਰ
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,ਐਕਸਚੇਂਜਯੋਗ ਡਿਸਕ ਸਟੋਰੇਜ
ಹೊರಗಿಡುವಿಕೆ,ਬੇਦਖਲੀ
ವಿಶೇಷ ಅಥವಾ (XOR),ਵਿਸ਼ੇਸ਼ ਜਾਂ (XOR)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ
ಕಾರ್ಯಕಾರಿ ಹೇಳಿಕೆ,ਕਾਰਜਕਾਰੀ ਬਿਆਨ
ಸಮಗ್ರ ಹುಡುಕಾಟ,ਪੂਰੀ ਖੋਜ
ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ,ਮੌਜੂਦ ਹੈ
ನಿರ್ಗಮಿಸಿ,ਨਿਕਾਸ
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,ਮਾਹਰ ਸਿਸਟਮ
ಅಭಿವ್ಯಕ್ತಿ,ਸਮੀਕਰਨ
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕ್ ಅರೇ (XGA),ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕ ਐਰੇ (XGA)
ವಿಸ್ತೃತ ಉದ್ಯಮ ಗುಣಮಟ್ಟ (EIS),ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗ ਮਿਆਰ (EIS)
ವಿಸ್ತೃತ ಯಂತ್ರ,ਵਿਸਤ੍ਰਿਤ ਮਸ਼ੀਨ
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ
ವಿಸ್ತೃತ ನಿಖರತೆ,ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ
ವಿಸ್ತೃತ ವಿಂಗಡಣೆ,ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ
ಬಾಹ್ಯ ಕರೆ,ਬਾਹਰੀ ਕਾਲ
ಬಾಹ್ಯ ದೋಷ,ਬਾਹਰੀ ਗਲਤੀ
ಬಾಹ್ಯ ಕಾರ್ಯ,ਬਾਹਰੀ ਫੰਕਸ਼ਨ
ಬಾಹ್ಯ ಅಡಚಣೆ,ਬਾਹਰੀ ਰੁਕਾਵਟ
ಬಾಹ್ಯ ಸ್ಮರಣೆ,ਬਾਹਰੀ ਮੈਮੋਰੀ
ಬಾಹ್ಯ ಸ್ಮರಣೆ,ਬਾਹਰੀ ਮੈਮੋਰੀ
ಬಾಹ್ಯ ಮೋಡೆಮ್,ਬਾਹਰੀ ਮਾਡਮ
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,ਬਾਹਰੀ ਹਵਾਲਾ
ಬಾಹ್ಯ ಹುಡುಕಾಟ,ਬਾਹਰੀ ਖੋਜ
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ
ಹೊರತೆಗೆಯುವಿಕೆ,ਕੱਢਣਾ
ಹೊರತೆಗೆಯುವಿಕೆ,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
ಮುಖ ಅಕ್ಷರ ಮುದ್ರಕ,ਚਿਹਰਾ-ਚਰਿੱਤਰ ਪ੍ਰਿੰਟਰ
ವಿಫಲ-ಸುರಕ್ಷಿತ ಕಾರ್ಯಾಚರಣೆ,ਅਸਫਲ-ਸੁਰੱਖਿਅਤ ਕਾਰਵਾਈ
ವಿಫಲತೆಯ ದರ,ਅਸਫਲਤਾ ਦੀ ਦਰ
ವೈಫಲ್ಯ ಚೇತರಿಕೆ,ਅਸਫਲਤਾ ਰਿਕਵਰੀ
ತಪ್ಪು ಕೋಡ್,ਗਲਤ ਕੋਡ
ತಪ್ಪು ದೋಷ,ਗਲਤ ਗਲਤੀ
ಫ್ಯಾನ್-ಇನ್,ਪੱਖਾ-ਵਿੱਚ
ಫ್ಯಾನ್ ಔಟ್,ਪੱਖਾ-ਬਾਹਰ
ಫ್ಯಾಸಿಮೈಲ್ I/O ಸಾಧನ,fascimile I/O ਡਿਵਾਈਸ
ವೇಗದ ಫೋರಿಯರ್ ರೂಪಾಂತರ (FFT),ਫਾਸਟ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਾਰਮ (FFT)
ಗಂಭೀರವಾದ ತಪ್ಪು,ਘਾਤਕ ਗਲਤੀ
ದೋಷ ಪತ್ತೆ,ਨੁਕਸ ਖੋਜ
ದೋಷ ರೋಗನಿರ್ಣಯ,ਨੁਕਸ ਨਿਦਾਨ
ದೋಷಸಹಿಷ್ಣುತೆ,ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ
ಫ್ಯಾಕ್ಸ್,ਫੈਕਸ
ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ,ਫੈਕਸ ਸੁਨੇਹਾ
FDC,FDC
ವೈಶಿಷ್ಟ್ಯ ಪತ್ತೆ,ਵਿਸ਼ੇਸ਼ਤਾ ਖੋਜ
ಆಹಾರ ಚಕ್ರ,ਫੀਡ ਚੱਕਰ
ಪ್ರತಿಕ್ರಿಯೆ,ਸੁਝਾਅ
ಫೀಡರ್,ਫੀਡਰ
ತರಲು,ਪ੍ਰਾਪਤ ਕਰੋ
ಫಿಬೊನಾಕಿ ಹುಡುಕಾಟ,ਫਿਬੋਨਾਚੀ ਖੋਜ
ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ,ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ
ಫಿಬೊನಾಕಿ ಸರಣಿ,ਫਿਬੋਨਾਚੀ ਲੜੀ
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್,ਫਾਈਬਰ ਆਪਟਿਕਸ
ಫಿಡೋ ನಿವ್ವಳ,ਫਿਡੋ ਜਾਲ
ಕ್ಷೇತ್ರ,ਖੇਤਰ
ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್‌ಗಳು,ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦੇ ਕੰਪਿਊਟਰ
ಕಡತ,ਫਾਈਲ
ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ,ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ
ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ,ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ
ಫೈಲ್ ಕಂಪ್ರೆಷನ್,ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ
ಫೈಲ್ ನಕಲು,ਫਾਇਲ ਦੀ ਨਕਲ
ಫೈಲ್ ಲೇಔಟ್,ਫਾਈਲ ਲੇਆਉਟ
ಫೈಲ್ ವಿಲೀನ,ਫਾਈਲ ਅਭੇਦ
ಫೈಲ್ ಚೇತರಿಕೆ,ਫਾਇਲ ਰਿਕਵਰੀ
ಫೈಲ್ ಸಂಗ್ರಹಣೆ,ਫਾਇਲ ਸਟੋਰੇਜ਼
ಫೈಲ್ ರಚನೆ,ਫਾਇਲ ਬਣਤਰ
ಕಡತ ವ್ಯವಸ್ಥೆ,ਫਾਇਲ ਸਿਸਟਮ
ಫೈಲ್ ವರ್ಗಾವಣೆ,ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ
ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP),ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP)
ಫಿಲ್ಟರ್,ਫਿਲਟਰ
ಅಂತಿಮ ಸ್ಥಿತಿ,ਅੰਤਮ ਰਾਜ
ಕಂಡುಹಿಡಿಯಿರಿ,ਲੱਭੋ
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ
ಬೆಂಕಿ ಗೋಡೆ,ਅੱਗ ਦੀ ਕੰਧ
ಫರ್ಮ್ವೇರ್,ਫਰਮਵੇਅਰ
ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ,ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
ಫಸ್ಟ್ ಇನ್ ಫಸ್ಟ್ ಔಟ್ (FIFO),ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO)
ಮೊದಲ ಆದೇಶದ ತರ್ಕ,ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ
ಮೊದಲ ಆದೇಶದ ಸಿದ್ಧಾಂತ,ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ
ಸ್ಥಿರ ವಿಭಾಗ,ਸਥਿਰ ਭਾਗ
ಧ್ವಜ,ਝੰਡਾ
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್,ਲਚਕਦਾਰ ਡਿਸਕ
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್,ਫਲਾਪੀ ਡਿਸਕ
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (ಎಫ್ಡಿಡಿ),ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd)
ಹರಿವಿನ ಚಾರ್ಟ್,ਵਹਾਅ ਚਾਰਟ
ನಿಯಂತ್ರಣದ ಹರಿವು,ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ
ಫ್ಲಶ್,ਫਲੱਸ਼
ಫೋಲ್ಡರ್,ਫੋਲਡਰ
ಫಾಂಟ್,ਫੌਂਟ
ಫಾಂಟ್ ಕುಟುಂಬ,ਫੌਂਟ ਪਰਿਵਾਰ
ವಿದೇಶಿ ಕೀ,ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ
ರೂಪ,ਫਾਰਮ
ಔಪಚಾರಿಕ ಭಾಷೆ,ਰਸਮੀ ਭਾਸ਼ਾ
ಔಪಚಾರಿಕ ವ್ಯವಸ್ಥೆ,ਰਸਮੀ ਸਿਸਟਮ
ಸ್ವರೂಪ,ਫਾਰਮੈਟ
ಫಾರ್ಮ್ಯಾಟಿಂಗ್,ਫਾਰਮੈਟਿੰਗ
ಫೋರ್ಟ್ರಾನ್,fortran
ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,fortran ਪ੍ਰੋਗਰਾਮਿੰਗ
ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್,ਅੱਗੇ ਸਲੈਸ਼
ನಾಲ್ಕನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
ತುಣುಕು,ਟੁਕੜਾ
ಚೌಕಟ್ಟು,ਫਰੇਮ
ಉಚಿತ ನಿವ್ವಳ,ਮੁਫ਼ਤ ਨੈੱਟ
ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಅಡಿಪಾಯ,ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ
ಉಚಿತ ಸಂಗ್ರಹಣೆ,ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼
ಫ್ರೀವೇರ್,ਮੁਫ਼ਤਵੇਅਰ
ಮುಂಭಾಗದ ತುದಿ,ਅਗਰਾਂਤ
ಮುಂಭಾಗದ ಫಲಕ,ਸਾਹਮਣੇ ਪੈਨਲ
ಕಾರ್ಯ,ਫੰਕਸ਼ਨ
ಕಾರ್ಯ ಕೀ,ਫੰਕਸ਼ਨ ਕੁੰਜੀ
ಕಾರ್ಯ ಉಲ್ಲೇಖ,ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ
ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ,ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ
ಕ್ರಿಯಾತ್ಮಕ ಪರೀಕ್ಷೆ,ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ
ಅಸ್ಪಷ್ಟ ತರ್ಕ,ਫਜ਼ੀ ਤਰਕ
ಅಸ್ಪಷ್ಟ ಸೆಟ್,ਫਜ਼ੀ ਸੈੱਟ
ಲಾಭ,ਲਾਭ
ಆಟದ ಮರ,ਖੇਡ ਦਾ ਰੁੱਖ
ಅಂತರದ ಪಾತ್ರ,ਪਾੜਾ ਅੱਖਰ
ಕಸ,ਕੂੜਾ
ಕಸ ಸಂಗ್ರಹಣೆ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
ಕಸ ಸಂಗ್ರಹಣೆ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
ಕಸದಲ್ಲಿ ಕಸ (GIGO),ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO)
ಗೇಟ್,ਕਪਾਟ
ಗೇಟ್ವೇ,ਗੇਟਵੇ
ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ,ਆਮ ਪ੍ਰੋਗਰਾਮ
ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ,ਆਮ ਪ੍ਰੋਗਰਾਮ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
ಸಾಮಾನ್ಯ ನೋಂದಣಿ,ਆਮ ਰਜਿਸਟਰ
ಸಾಮಾನ್ಯೀಕರಣ,ਸਧਾਰਣਕਰਨ
ಸಾಮಾನ್ಯೀಕರಣ,ਸਧਾਰਣਕਰਨ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಭಾಷೆ,ਆਮ-ਉਦੇਸ਼ ਭਾਸ਼ਾ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣಾ ವ್ಯವಸ್ಥೆ,ਆਮ-ਉਦੇਸ਼ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ನೋಂದಣಿ,ਆਮ ਮਕਸਦ ਰਜਿਸਟਰ
ಸೃಷ್ಟಿಸಿದ ದೋಷ,ਪੈਦਾ ਕੀਤੀ ਗਲਤੀ
ಕಾರ್ಯವನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ,ਬਣਾਉਣ ਫੰਕਸ਼ਨ
ಸಾಮಾನ್ಯ ವರ್ಗ,ਆਮ ਵਰਗ
ಸಾಮಾನ್ಯ ಕಾರ್ಯ,ਆਮ ਫੰਕਸ਼ਨ
ಸಾಮಾನ್ಯ ಹೆಸರು,ਆਮ ਨਾਮ
ಗಿಗೋ,gigo
ಜಾಗತಿಕ,ਗਲੋਬਲ
ಜಾಗತಿಕ ಕೋಡ್,ਗਲੋਬਲ ਕੋਡ
