Telugu,Hindi
కంపోలేట్ చేయండి,संयुग्मन करना
కాపులేషన్,मैथुन
కాపులేషన్,संयुग्मन
కాపులేటరీ ప్యాడ్,मैथुन तल्प
పగడపు రీఫ్ కమ్యూనిటీ,प्रवाल भित्ति समुदाय
పగడపు,"मूंगा, प्रवाल"
కార్డేట్,हृदयाकार
కోర్ ప్రాంతం,क्रोड क्षेत्र
కోర్ జోన్,क्रोड क्षेत्र
కోర్ప్రెస్సర్,सहदमनकारी
కొరిఫాస్ఫిన్,कोरीफॉस्फीन
కార్క్,"काग, कॉर्क"
కార్క్ కాంబియం,काग एधा
కార్క్ స్క్రూ,"काग पेच, कार्क स्क्रू"
కార్మ్,"घनकंद, कॉर्म"
మొక్కజొన్న బోరర్,मक्का-वेधक
కార్నియా,"स्वच्छ मंडल, कॉर्निया"
కార్నిజెన్ సెల్,कॉर्नियाजन कोशिका
కార్నియల్ లెన్స్,कॉर्निया लेन्स
కొరోల్లా,दलपुंज
కరోనా,"किरीट, कोरोना"
కరోనా చొచ్చుకుపోయే ఎంజైమ్,किरीट भेदक एंजाइम
కరోనా రేడియేటా,अरीय किरीट
కరోనారియే,कोरोनेरिई
కొరోనరీ ఆర్టరీ,हृद् धमनी
కొరోనరీ ఆర్టరీ బైపాస్,हृद्धमनी उपमार्ग
కొరోనరీ ఆర్టరీ డిసీజ్,हृद्धमनी रोग
కొరోనరీ సల్కస్,हृद् परिखा
కార్పోరా కావెర్నోసా (పురుషాంగం),"शिश्न का सगुह पिंड, शिश्न का कॉर्पोरा कैवर्नोसा"
కార్పోరా క్వాడ్రిజెమినా,"पिंड चतुष्टि, कॉर्पोरा क्वाड्रीजेमिना"
కార్పస్,"पिंड, कॉर्पस"
కార్పస్ అల్బికాన్స్,कॉर्पस ऐल्बिकेन्स
కార్పస్ కాలోసమ్,"महासंयोजक पिंड, कॉर्पस कैलोसम"
కార్పస్ లూటియం,"पीत पिंड, कॉर्पस ल्यूटियम"
కార్పస్ స్పాంజియోసమ్,स्पंजी पिंड
కార్పస్ స్ట్రియాటం,"रेखित पिंड, कॉर्पस स्ट्रिएटम"
క్షీణించింది,संक्षारित करना
కార్టెక్స్,वल्कुट
కార్టికల్ నెఫ్రాన్,वल्कुटी वृक्काणु
కార్టికోస్టెరాన్,कॉर्टिकोस्टेरोन
కార్టికోట్రోఫిక్,वल्कुट-प्रभावी
కార్టిసాల్,कॉर्टिसॉल
కార్టిసోన్,कॉर्टिसोन
కార్వస్,कॉर्वस
Corymb,"समशिख, कोरिम्ब"
విశ్వ మూలం,ब्रह्मांडीय उत्पत्ति
కాస్మిక్ రే,"अंतरिक्ष किरण, कॉस्मिक किरण"
కాస్మిడ్,कॉस्मिड
కాస్మోజోవాన్ సిద్ధాంతం,ब्रह्मांड-जीवोद्भव सिद्धांत
కాటన్ బోల్వార్మ్,कपास गोलक शलभ
కౌన్సెలింగ్,"परामर्श, परामर्शन"
కౌంటర్-కరెంట్ సిస్టమ్,प्रति प्रवाह तंत्र
కజిన్ వివాహం,कजन विवाह
సమయోజనీయ బంధం,सहसंयोजी आबंध
కవర్,आवरण
ఎపిథీలియం కవర్,आवरण उपकला
కౌపర్స్ గ్రంథి,काउपर - ग्रंथि
కాక్సా,कक्षांग
కాక్సా,श्रोणि
కాక్సల్ ఎముక,श्रोणि-अस्थि
కాక్సల్ ప్రక్రియ,कक्षांग प्रवर्ध
క్రాక్,क्रैक
క్రాకర్ బ్లాస్టింగ్,पटाखा स्फोटन
కపాల ఎముక,कपाल अस्थि
కపాల మెనింజెస్,कपाल तानिका
కపాల నాడి,कपाल तंत्रिका
క్రానియోసాక్రాల్ low ట్‌ఫ్లో,कपालत्रिक बहिर्गम
కపాలం,कपाल
క్రాసూలేసియన్ యాసిడ్ జీవక్రియ,क्रेस्यूलेसी अम्ल उपापचय
క్రే ఫిష్,विचिंगट
క్రియేటినిన్,क्रिएटिनिन
జీవి,प्राणी
లత,विसर्पी
క్రెన్యులేషన్,सूक्ष्मवलन
క్రెన్యులేషన్,सूक्ष्मदंतन
క్రెటేషియస్ కాలం,क्रिटेशस कल्प
క్రెటినిజం,"अवटुवामनता, क्रेटीनता"
క్రి-డు-చాట్ సిండ్రోమ్,क्रि-डू-चैट संलक्षण
క్రిస్టే,अंतः कटक
క్లిష్టమైన లింక్ జాతులు,क्रांतिक योजक जाति
క్లిష్టమైన ప్రక్రియ,क्रांतिक प्रक्रिया
విమర్శనాత్మకంగా అంతరించిపోతున్న జాతులు,अति संकटापन्न जाति
పంట,"सस्य, फसल"
పంట ఇంజనీరింగ్,सस्य अभियांत्रिकी
పంట భూములు,सस्य भूमि
క్రాస్,प्रसंकर
క్రాస్ బ్రీడింగ్,प्रसंकरण
క్రాస్-బ్రిడ్జ్,तिर्यक् सेतु
క్రాస్ లింక్,"क्रॉसबद्ध, तिर्यकबद्ध"
క్రాస్ పరాగసంపర్కం,पर-परागित
క్రాస్ పరాగసంపర్కం,पर-परागण
దాటి వెళ్ళడం,जीन विनिमय
క్రోటేరియా,क्रोटालेरिया
క్రోటన్,क्रोटन
కిరీటం పిత్తాశయం కణితి,क्राउन गॉल अर्बुद
కిరీటం అంటుకట్టుట,शिखर कलमबंदी
క్రుసిఫాం,"क्रॉसरूप, क्रॉसरूपी"
ముడి జనన రేటు,अशोधित जन्म दर
ముడి మరణం రేటు,अशोधित मृत्यु दर
క్రస్టేసియన్,क्रस्टेशियाई
క్రై ఇయా సి,क्राइ IA c
క్రై iia b,क्राइ IIA b
క్రియోప్రెజర్వేషన్,निम्नताप परिरक्षण
క్రియోసర్జరీ,निम्नताप शल्यचिकित्सा
నిగూ,"गोपक, गुप्त"
నిగూ geeption ప్రదర్శన,गुप्त प्रकटन
నిగూ color రంగు,गोपक वर्ण
క్రిప్టిక్‌గా - రంగు,गोपकतः रंग-युक्त
క్రిప్టోమాగా,क्रिप्टोगैमी
క్రిప్టోగామియా,क्रिप्टोगैमिया
లైబెర్కుహ్న్ యొక్క క్రిప్ట్స్,लीबरकुन प्रगुहिका
క్రిస్టల్,क्रिस्टल
స్ఫటికాకార,क्रिस्टलीय
Ctenophorans,टेनोफोरा प्राणी
Ctenophore,"कंकतधर, टेनोफोर"
Ctenoplana,टेनोप्लाना
కోకిల,"कुक्कू, कोकिल"
దోసకాయ,"कुकुम्बर (ककड़ी, खीरा)"
కుకుర్బిట్,कुकरबिट
కుకుర్బిటా,कुकरबिटा
కుల్మ్,कल्म
సాగు,कृषिज उपजाति
పండించిన పంట,कृष्ट सस्य
సాగు మొక్క,कृष्ट पादप
సాంస్కృతిక లేదా వేగవంతమైన యూట్రోఫికేషన్,संवर्धनीय या त्वरित सुपोषण
సంస్కృతి,"संवर्ध, संवर्धन"
క్యుములస్ ఓఫోరస్,अंडधर पुंज
కుప్రెసస్ టోరులోసా,क्यूप्रेसस टोरूलोसा
కుపులా,क्यूपुला
కపుల్,प्यालिका
కర్క్యుమిన్,करक्यूमिन
కర్సర్,धावी
కర్వెంబ్రి,कर्वेम्ब्री
కర్వెంబ్రియోనిక్,वक्रभ्रूणी
కుస్కుటా,"अमरबेल, आकाशबेल"
కస్పిడేట్,"निशिताग्र, वलनी"
క్యూటికల్,"उपत्वचा, उपचर्म"
కట్టింగ్,कर्तन
కట్టింగ్,कलम
నురుగు చేప,"सुफेनक, कटलफिश"
సైనోబాక్టీరియా,सायनोजीवाणु
సైనోబాక్టీరియం,सायनोजीवाणु
Cyణదణి,सायनोकोबालेमिन
సైనోఫైషన్ గ్రాన్యూల్,साइनोफाइसीय कणिका
సైథియం,साऐथियम
సైకాడ్,साइकैड
సైకాడేసి,साइकैडेसी
సైకాడోప్సిడా,साइकैडोप्सिडा
చక్రీయ గ్వానోసిన్ మోనోఫాస్ఫేట్,चक्रीय ग्वानोसीन मोनोफॉस्फेट
చక్రీయ ఫోటోఫాస్ఫోరైలేషన్,चक्रीय प्रकाशफॉस्फोरिलन
సైక్లోనిక్ సెపరేటర్,चक्रवाती पृथक्कारी
సైక్లోప్స్,साइक्लॉप्स
సైక్లోస్పోరిన్ a,साइक्लोस्पोरिन-A
సైక్లోస్టోమాటా,साइक्लोस्टोमैटा
సైకస్,साइकस
సైమోస్,ससीमाक्षी
సైమోస్ రకం,ससीमाक्ष प्रकार
సైప్రస్,साइप्रेस
సైప్సెలా,सिप्सेला
సిస్టీన్,सिस्टीन
సిస్టిక్ ఫైబ్రోసిస్,"पुटीय तंतुमयता, पुटीय रेशमयता"
సైటోకినిసిస్,कोशिका-द्रव्य विभाजन
సైటోక్రోమ్,साइटोक्रोम
సైటోకిన్ అవరోధం,साइटोकाइन अवरोध
సైటోకినిన్,साइटोकाइनिन
సైటోలజీ,कोशिकाविज्ञान
సైటన్,तंत्रिकाय
సైటోప్లాజమ్,कोशिका-द्रव्य
సైటోప్లాస్మిక్ వంతెన,कोशिकाद्रव्यी सेतु
సైటోప్లాస్మిక్ గ్లోబ్యూల్,कोशिकाद्रव्यी गोलिका
సైటోసిన్,साइटोसीन
సైటోస్కెలిటన్,कोशिका-पंजर
సైటోసోల్,"कोशिकाविलेय, साइटोसोल"
సైటోటాక్సానమీ,कोशिकावर्गिकी
నిర్జలీకరణం,निर्जलीकरण
పాడి సాంకేతికత,डेरी प्रौद्योगिकी
డాఫ్నాల్స్,डैफ्नेलीज
డాఫ్నియా,डैफ्निया (जल पिस्सू)
డార్క్ బ్యాక్ గ్రౌండ్,अदीप्त पृष्ठभूमि
డార్క్ ఫీల్డ్ మైక్రోస్కోపీ,अदीप्त क्षेत्र सूक्ष्मदर्शिकी
చీకటి ప్రతిచర్య,अप्रकाशिक अभिक्रिया
డార్వినిజం,डार्विनवाद
డార్విన్ ఫించ్,"डार्विन कुलिंग (पक्षी), डार्विन फिंच"
డేటా లోపం,आँकड़े अपूर्ण
తేదీ అరచేతి,खजूर वृक्ष
డాటురా స్ట్రామోనియం,डाटूरा स्ट्रेमोनियम (धतूरा)
కుమార్తె సెల్,संतति कोशिका
రోజు తటస్థ మొక్క,दिवस-निरपेक्ष पादप
రోజు పొడవు,दिन-अवधि
డెగ్రోత్,विवृद्धि
డెడ్ షూట్,मृत प्ररोह
చెవుడు,बधिरता
దశాబ్దం,दशतय
క్షీణిస్తున్న సేంద్రీయ పదార్థం,क्षयशील जैव पदार्थ
డెసిబెల్,डेसिबेल
డెసిడువా బసాలిస్,पाती आधार
డెసిడువా క్యాప్సులారిస్,पाती संपुट
డెసిడువా,"पतनिका, पाती"
ఆకురాల్చే,पर्णपाती
కుళ్ళిపోండి,अपघटित होना
డికంపోజర్,अपघटक
డెట్రిటస్ కుళ్ళిపోవడం,अपघटनी अपरद
కుళ్ళిపోయే రేటు,अपघटन दर
డెకుంబెంట్,उत्शयान
డిడిఫెంటియేటెడ్ సెల్,निर्विभेदित कोशिका
లోతైన సముద్ర కందకం,गभीर महासागर खाई
లోతైన నీటి శరీరం,गभीर जलाशय
డీఫిబ్రిలేషన్,विरेशकीयन
డీఫిబ్రిలేటర్,विरेशकित्र
లోపం,"न्यूनता, हीनता, अपूर्णता, ह्रास"
ప్రతిరూపం,अपस्फीति
విక్షేపం వేవ్,विक्षेप तरंग
అటవీ నిర్మూలన,"वनोन्मूलन, निर्वनन"
కోడాన్ యొక్క క్షీణత,"प्रकूट अपह्रासिता, कोडॉन अपह्रासिता"
క్షీణించిన,अपह्रासित
క్షీణించిన కోడ్,अपह्रासित कूट
క్షీణత,अपह्रासन
క్షీణించిన ఉమ్మడి,अपह्रासी संधि
గడ్డి భూముల క్షీణత,घासस्थल का निम्नीकरण
డెగ్రోత్,अपवृद्धि
డీహెసిస్ట్ ఫ్రూట్,स्फुटनशील फल
నిర్జలీకరణం,निर्जलीकरण
డీహైడ్రో-ఎపియాండ్రోస్టెరాన్,डिहाइड्रो-एपीऐन्ड्रोस्टेरॉन
డీహైడ్రోజినేస్,डिहाइड्रोजनेज
తొలగింపు,"विलोपन, विलोप"
డీలిమిటింగ్ పొర,परिसीमन झिल्ली
వర్ణించడం,(वि) निरूपक
డెల్ఫినస్,डेल्फाइनस
డీమెర్సల్ ఫిష్,"तलमज्जी मीन, तलमज्जी मछली"
జనాభా పరివర్తన,जनसांख्यिकीय संक्रमण
డీనాటరేషన్,"विकृतन, विकृतीयन"
డీనాటర్డ్,"विकृतीयित, विकृतीकृत"
DENATURISATION,"विकृतीकरण, विकृतियन"
డెండ్రైట్,द्रुमाकृति
డెండ్రైట్,द्रुमिका
డెండ్రైట్,पार्श्वतंतु
డెండ్రోబేట్స్,डेन्ड्रोबेटीज
డెండ్రాన్,द्रुमवर्ध
డెంగ్యూ,डेंगू
డెనిట్రిఫికేషన్,विनाइट्रीकरण
డెనిట్రిఫికేషన్ ప్రక్రియ,विनाइट्रीकरण प्रक्रम
డెంటిట్రిఫైయర్,विनाइट्रीकारक
బ్యాక్టీరియాను తిరస్కరించడం,विनाइट्रीकारी जीवाणु
దట్టమైన పరిష్కారం,सघन विलयन
సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్,घनत्व प्रवणता अपकेंद्रण
సస్పెన్షన్ యొక్క సాంద్రత,निलंबन का घनत्व
డెంటేట్,दंतुर
డెంటిన్,"दंतधातु, डेन्टीन"
డియోక్సిజనేటెడ్ రక్తం,वि-ऑक्सीजनित रुधिर
డీజాతి ఆమ్లము,डिऑक्सी राइबोन्यूक्लीक अम्ल
డిపిగ్మెంటేషన్,विवर्णकता
నేల సంతానోత్పత్తి క్షీణత,मृदा उर्वरता ह्रास
డిపోలరైజేషన్,विध्रुवण
డిపోలిమరైజేషన్,वि-बहुलकन
డిప్రెషన్,अवसाद
డిప్రెషన్,गर्त
విడదీయబడిన భూమి,परित्यक्त भूमि
డెరివేటివ్ నోవాకైన్,व्युत्पन्न नोवाकेन
చర్మశోథ,त्वचाजन
డెర్మిస్,चर्म
వారసుల జనాభా,वंशज समष्टि
కోలన్ అవరోహణ,अवरोही वृहदांत्र
అవరోహణ లింబ్,"अवरोही पाद, अवरोही शाखा, अवरोही अंग"
అవరోహణ థొరాసిక్ బృహద్ధమని,अवरोही वक्ष महाधमनी
డీసెంట్,अवरोहण
ఎడారి ప్రాంతాలు,"मरुक्षेत्र, मरुस्थल"
ఎడారి బయోమ్,"मरप जीवोम, मरु बायोम"
ఎడారి సంఘం,मरु समुदाय
ఎడారి మొక్క,मरुपादप
ఎడారి పొద,मरु क्षुप
ఎడారీకరణ,मरूभवन
దేశీ రకం,देसी किस्म
డెస్మిడ్,डेस्मिड
డెస్మోటూబ్యూల్,बंधनलिका
డిటర్జెంట్,अपमार्जक
నిర్విషీకరణ,निराविषन
నిర్విషీకరణ,निराविषीकरण
డెట్రిటివోర్,अपरदाहारी
తీవ్రమైన,अपरदाहारी
డెట్రిటస్ ఫీడర్,अपरद भक्षी
డెట్రిటస్ ఫీడింగ్ అకశేరుకం,अपरद भोजी अकशेरुकी प्राणी
డెట్రిటస్ ఫుడ్ చైన్,अपरद खाद्य शृंखला
డ్యూటెరోస్టోమియా,ड्यूटेरोस्टोमिया
అభివృద్ధి,परिवर्धन
డెవిల్ ఫిష్,शृंगी (शृंगमीन)
డెవిల్ ఫిష్,डेविल मीन
డెవోనియన్ కాలం,डिवोनी कल्प
డి-వ్రీస్ సిద్ధాంతం,डी-व्रीज सिद्धांत
డి-xeacerarticosterone,डि-ऑक्सीकॉर्टिकोस्टेरोन
డైహైబ్రిడ్,द्विसंकर
డైన్యూక్లియోటైడ్,डाइन्यूक्लिओटाइड
డయాబెటిస్ ఇన్సిపిడస్,"डायाबिटीज इन्सिपिडस, उदकमेह"
మధుమేహం,"डायाबिटीज मेलिटस, मधुमेह"
డయాసిటైల్మోర్ఫిన్,डाइऐसिटिलमॉर्फिन
రోగ నిర్ధారణ,"निदान, रोगनिदान"
డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్,नैदानिक एवं चिकित्सीय
విశ్లేషణ చిత్రం,नैदानिक प्रतिबिंब
డయాగ్నొస్టిక్ కిట్,नैदानिक किट
డయాకినాసిస్,डायकाइनेसिस
డయాలిసింగ్ ద్రవం,अपोहन-तरल
డయాలసిస్,अपोहन
డయాంట్రియా,द्विपुंकेसरधारिता
డయాండ్రోస్,"द्विपुंकेसरी, द्विपुमंगी"
డయాపాజ్,उपरति
విరేచనాలు,"प्रवाहिका, दस्त"
డయాస్టొలిక్ పీడనం,अनुशिथिलन दाब
డయాటమ్,डायटम
డయాటోమాసియస్ ఎర్త్,डायटमी मृत्तिका
డయామ్సిల్గ్లిసరాల్ (డిజి),डाइऑक्सिलग्लिसरॉल
డైబాసిక్ ఫాస్ఫేట్,द्विक्षारकी फॉस्फेट
డిచంతియం,डाइकैन्थियम
డైక్లోరో డిఫెనిల్ ట్రైక్లోరోఎథేన్ (డిడిటి),डाइक्लोरो डाइफेनिल ट्राइक्लोरोईथेन
డైకోటోమస్,द्विभाजी
డికాండిలిక్ పుర్రె,"द्विकंदीय करोटि, द्विकंदीय खोपड़ी"
డికోటిలెడాన్,द्विबीजपत्र
డిక్టియోసోమ్,जालिकाय
డిక్టియోటా,डिक्टिओटा
డైన్స్ఫలాన్,अग्रमस्तिष्कपश्च
ఆహారం,"आहारी, आहार-संबंधी"
అవకలన సహకారం,विभेदक योगदान
భేదాత్మక జోక్యం,विभेदी व्यतिकरण विपर्यास सूक्ष्मदर्शी
అవకలన పునరుత్పత్తి,विभेदक जनन
విభిన్న సెల్,विभेदित कोशिका
భేదం,विभेदन
డిఫ్రాక్టెడ్ వేవ్,विवर्तित तरंग
వ్యాప్తి,"विसरित करना, विसरित होना"
విస్తరించే సామర్థ్యం,विसरण क्षमता
జీర్ణక్రియ,पाचन
జీర్ణ రసం,पाचक रस
జీర్ణ వ్యవస్థ,पाचन तंत्र
జీర్ణ కోశ ప్రాంతము,पाचन पथ
అంకె,अंगुलि
డిజిటల్ వ్యవకలనం యాంజియోగ్రఫీ,अंकीय व्यवकलन वाहिकाचित्रण
డిజిటల్‌గా,"अंकीय रूप से, अंकत"
డిజిటిఫార్మ్ గ్రంథి,अंगुलिरूप ग्रंथि
డికారియన్,केंद्रकयुग्म
డైకారియోఫేస్,"द्विकेंद्रक प्रावस्था, केंद्रकयुग्म प्रावस्था"
డైమర్,द्वितय
ఆధిపత్య ప్రాణాంతక యుగ్మ వికల్పం,प्रभावी घातक विकल्पी
డైమోర్ఫిజం,द्विरूपता
డైనిట్రోజెన్,डाइनाइट्रोजन
డైనోఫ్లాగెల్లేట్,"घूर्णीकशाभ, डाइनोफ्लैजेलेट प्राणी"
డైయోసియస్,"एकलिंगाशृयी, पृथक्लिंगी"
డయోస్పైరోస్ మెలానాక్సిలాన్,डाइओस्पाइरस मेलैनोजाइलोन
డిపెప్టైడ్,डाइपेप्टाइड
డిఫైయోడాంట్,द्विबारदंती
డిప్లోబాసిల్లస్,डिप्लोबैसिलस
డిప్లోబ్లాస్టిక్,द्विकोरकी
డిప్లోకాకస్ న్యుమోనియా,डिप्लोकोकस न्यूमोनी
డిప్లాయిడ్ దశ,द्विगुणित अवस्था
డిప్లొనెమా,द्विसूत्रावस्था
డిప్లొంట్,द्विगुणितीय
డిప్లొజోమ్,डिप्लोसोम
డిప్లొస్టోమ్,द्विक्चूषक
డిప్లోటిన్ స్టేజ్,द्विपट्ट अवस्था
డిప్టెరా,"द्विपंखीगण, डिप्टेरा"
డిప్టెరాన్,द्विपंखी
డిప్టెరోకార్పస్ హోపియా,डिप्टैरोकार्पस होपिआ
డిప్టెరియా,डिप्थीरिया
డైరెక్షనల్ ఎంపిక,दिशिक वरण
డిసాకరైడ్ హైలురోనిక్ ఆమ్లం,डाइसैकेराइड हायल्यूरॉनिक अम्ल
డిసాకరైడ్,डाइसैकेराइड
డిస్క్,"चक्रिका, डिस्क, बिंब, मंडक"
డిస్క్ ఫ్లోరెట్,बिंब पुष्पक
పుప్పొడి ఉత్సర్గ,पराग विसर्जन
నిరంతర వైవిధ్యం,असंतत विभिन्नता
వివిక్త మ్యుటేషన్,असंतत उत्परिवर्तन
వ్యాధి,रोग
అసమాన ప్రక్రియ,विषमकारी प्रभाव
క్రిమిసంహారక,विसंक्रामक
క్రిమిసంహారక,विसंक्रमित
ఎముక యొక్క రుగ్మతలు,अस्थि विकार
వ్యాప్తి,प्रकीर्णन
దూర,दूरस्थ
దూర మెలికలు తిరిగింది,दूरस्थ संवलित
దూర నెఫ్రాన్,दूरस्थ वृक्काणु
దూర ఫలాంక్స్,दूरस्थ अंगुलास्थि
దూర వర్ణద్రవ్యం,दूरस्थ वर्णक
రోజువారీ,दिवाचर
డైవాలెంట్ కేషన్,द्विसंयोजी धनायन
డైవాలెంట్,द्विसंयोजक
డైవర్జ్,अलग-अलग होना
డైవర్జెన్స్,"अपसरण, अपसारिता"
వైవిధ్యం,विविधता
శ్రమ విభజన,श्रम विभाजन
విభజన,विभाजन
విభజన,"भाग, प्रभाग"
Dషధ ఆధారిత RNA పాలిమరేస్,डी.एन.ए.आश्रित आर.एन.ए. पॉलिमरेज
DNA బ్లాటింగ్,डी.एन.ए.शोषण
DNA చీలిక,डी. एन. ए. विदलन
DNA క్లోనింగ్,डी. एन. ए. क्लोनन
DNA నడిచే హైబ్రిడైజేషన్,डी. एन. ए. - चालित संकरण
DNA వేలిముద్ర,डी. एन. ए. फिंगरप्रिंटिंग
DNA లైబ్రరీ,डी. एन. ए. संग्रह
DNA ద్రవీభవన,"डी. एन. ए. विरज्जुकन, डी. एन. ए. गलन"
DNA మిథైలేషన్,डी. एन. ए. मेथिलन
DNA పాలిమరేస్,डी. एन. ए. पॉलिमरेज
DNA ప్రోబ్,डी. एन. ए. संपरीक्षक
DNA మరమ్మత్తు,डी. एन. ए. क्षतिसुधार
DNA ప్రతిరూపం,डी. एन. ए. प्रतिकृति
DNA ప్రతిరూపణ,डी. एन. ए. प्रतिकृतीयन
DNA క్రమం,डी. एन. ए. अनुक्रम
DNA స్ప్లికింగ్,डी. एन. ए. समबंधन
DNA సూపర్ కాయిలింగ్,डी. एन. ए. अतिकुंडलन
DNA ట్రాన్స్క్రిప్షన్,डी. एन. ए. अनुलेखन
DNA వెక్టర్,डी. एन. ए. संवाहक
డాబ్సన్ యూనిట్,डॉबसन इकाई
డాగ్‌ఫిష్,"डॉगफिश, कुरंजन सुरा"
డోలియోలం,डोलिओलम
డాల్ఫిన్,डॉल्फिन
దేశీయ జంతువు,पालतू पशु
పెంపుడు జంతువు,"पालित पशु, पालतू पशु"
పెంపుడు మొక్క,घरेलू पौधा
పెంపకం,पालतू बनाना
పెంపకం,ग्राम्यन
ఆధిపత్య జన్యువు,प्रभावी जीन
ఆధిపత్య యూనిట్ కారకం,प्रभावी यूनिट कारक
డోన్నన్ సమతౌల్యం,डोनन साम्य
దాత సెల్,दाता कोशिका
డాప్లర్ ప్రభావం,डॉप्लर प्रभाव
డోర్సల్ లోపలి ఉపరితలం,पृष्ठीय भीतरी सतह
డోర్సల్ నరాల త్రాడు,पृष्ठीय तंत्रिका रज्जु
నిద్రాణస్థితి,प्रसुप्ति
డోర్సల్ ఫిన్,पृष्ठ पख
ప్రశంసక వ్యవస్థ,पृष्ठीय खोखला तंत्रिका तंत्र
డోర్సల్ నాసికా రంధ్రం,पृष्ठ नासाद्वार
డోర్సల్ రూట్ గ్యాంగ్లియన్,पृष्ठ मूल गुच्छिका
డోర్సల్ ఉపరితలం,पृष्ठ सतह
డోర్సల్ విసెరల్ హంప్,पृष्ठीय अंतरंग ककुद
డోర్సివెంట్రల్ ఆకు,पृष्ठाधर पर्ण
డబుల్ బాండ్,द्वि-आबंध
డబుల్ కొబ్బరి,समुद्री नारियल
డబుల్ హెలిక్స్,द्वि कुंडलिनी
డబుల్ స్ట్రాండెడ్ స్ట్రక్చర్,द्विरज्जुकी संरचना
దిగువ,अनुप्रवाह
దిగువ ప్రాసెసింగ్,अनुप्रवाह प्रक्रमण
డౌన్ సిండ్రోమ్,डाउन संलक्षण
డ్రాకేనా,ड्रैसीना
డ్రాకో,ड्रैको
డ్రాగన్ ఫ్లై,"व्याध पतंग, ड्रेगन फ्लाई"
బిందువు,बिंदुक
డ్రాప్సీ,"जलशोफ, ड्रॉप्सी"
డ్రోసోఫిలా మెలనోగాస్టర్,ड्रोसोफिला मेलानोगेस्टर
కరువు,"जलाभाव, सूखा"
కరువు నిరోధక గడ్డి,जलाभावसह घास
డ్రగ్,औषधि
డ్రగ్,"नशीले पदार्थ, मादक द्रव्य"
మందుల దుర్వినియోగం,मादक द्रव्य अपसेवन
డ్రమ్ స్టిక్,चोब
Drupe,अष्ठिल
పొడి బయోమాస్,शुष्क जैवमात्रा
పొడి నిక్షేపణ,शुष्क निक्षेप
డ్రైయోపిథెకస్,ड्रायोपिथेकस
డ్రైయోప్టెరిస్,ड्रायोप्टेरिस
డక్టిల్ ఎఫెరెంట్,अपवाही वाहिनिका
డక్టస్ ఆర్టెరియోసస్,धमनी वाहिनी
డక్టస్ ఎపిడిడిమస్,अधिवृषण वाहिनी
డుయోడెనమ్,ग्रहणी
నకిలీ,द्विगुणन
దురామాటర్,"ड्यूरामीटर, दृढ़तानिका"
దురామెన్,"कठोर दारु, डूरेमेन"
డురాంటా,डूरैन्टा
దుమ్ము కాలుష్యం,धूलि प्रदूषण
మరగుజ్జు,"वामन, बौना"
మరుగుజ్జు,वामनता
మరగుజ్జు-కాండం ప్లాంట్,वामन-तना पादप
డైనిన్,डाइनीन
అంకె,अंगुलि
ఈగిల్,"महाश्येन, उकाब"
చెవి ఒస్సికల్,कर्ण अस्थिका
ఇయర్‌కాకిల్,बाल - पिटिका
ప్రారంభ జీవితం,पुरातन जीवन
ప్రారంభ కలప,अग्र दारु
EARMUFF,कर्णमफ़
ఎర్త్ సమ్మిట్,भूशिखर सम्मेलन
తినడం మరియు తినడం,भक्षण और भक्ष्य बनना
భూమి,"पृथ्वी, भू, भूमि"
భూమి,"मृदा, मृत्तिका"
ఎబెనల్స్,एबेनेलीज
Ebracteate,सहपत्रहीन
ఎచెనిస్,ऐकीनीस
ఎచినోకాకస్,एकाइनोकोकस
ప్రతిధ్వని,प्रतिध्वनि-निर्धारण
ఎక్లిప్టా ఆల్బా,एक्लिप्टा ऐल्बा
పర్యావరణ అనుసరణ,पारिस्थितिक अनुकूलन
పర్యావరణ సామర్థ్యం,पारिस्थितिक दक्षता
పర్యావరణ పరస్పర ఆధారపడటం,पारिस्थितिक परस्पर-निर्भरता
ఎకోలాజికల్ పిరమిడ్,पारिस्थितिक पिरैमिड
పర్యావరణ పారిశుధ్యం,पारिस्थितिक स्वच्छता
పర్యావరణ వారసత్వం,पारिस्थितिक अनुक्रम
పర్యావరణ సుస్థిరత,पारिस्थितिक संधार्यता
పర్యావరణ శాస్త్రవేత్త,"पारिस्थितिकीविज्ञ, पारिस्थितिकी विज्ञानी"
ఎకాలజీ,पारिस्थितिकी
ఎకాలజీ అండ్ ఎన్విరాన్మెంట్,पारिस्थितिकी एवं पर्यावरण
ఎకోసాన్ టాయిలెట్,इकोसैन शौचालय
పర్యావరణ వ్యవస్థ,पारितंत्र
పర్యావరణ వ్యవస్థ వైవిధ్యం,पारितंत्र विविधता
పర్యావరణ వ్యవస్థ ప్రక్రియ,पारितंत्र प्रक्रम
పర్యావరణ వ్యవస్థ సేవ,पारितंत्र सेवा
ఎకోటోన్,ईकोटोन
పర్యావరణ పర్యాటకం,पारिपर्यटन
ఎకోటైప్,पारि-प्ररूप
ECP ప్రవణత,विद्युद् रासायनिक विभव प्रवणता
ఎక్టోకార్పస్,एक्टोकार्पस
ఎక్టోడెర్మ్,"बाह्य त्वचा, बाह्य चर्म"
ఎక్టోమైకోరైజా,बाह्य कवकमूल
ఎక్టోపరాసైట్,बाह्यपरजीवी
