Punjabi,Telugu
ਕੈਮਿਸਟ,రసాయన శాస్త్రవేత్త
ਰਸਾਇਣ,రసాయన శాస్త్రం
Chemosyinthessisis,కెమోసింథసిస్
ਕਰਮੋ-ਆਟੋਰੋਫਿਕ ਬੈਕਟਰੀਆ,కెమో-అటోరోఫిక్ బ్యాక్టీరియా
ਚੇਮੋ,కెమోనాస్టీ
Chemosyinthessisis,కెమోసింథసిస్
ChemosytThettic Antotroph,కెమోసింథటిక్ ఆటోట్రోఫ్
ChemosyThetistic ਬੈਕਟੀਰੀਆ,కెమోసింథటిక్ బ్యాక్టీరియా
ChamotaxIs,కెమోటాక్సిస్
ਮੈਕੋਟੈਕਸੋਨੋਮੀ,కెమోటాక్సానమీ
ਕੀਮੋਥੈਰੇਪੀ,కీమోథెరపీ
ਚੇਨੋਪੋਡੀਆਸੈ,చెనోపోడియాసి
ਸੀਸੀਮੈਟਾ,చియాస్మాటా
ਚਿਆਸਮਨਾ ਕਿਸਮ ਦੀ ਕਲਪਨਾ,చియాస్మ్నా రకం పరికల్పన
Chickunguniya,చికూంగునియా
ਚਿਕਰੀ,షికోరి
ਬਚਪਨ,బాల్యం
ਮਿਰਚ ਮੋਜ਼ੇਕ ਵਿਸ਼ਾਣੂ,మిరప మొజాయిక్ వైరస్
ਸਿਨੋਲੋ ਕਾਂਟੀ,సిన్చోనా అఫిసినాలిస్
ਕਾਇਰੋਪ੍ਰਾਈਲੀਲੀ,చిరోప్టెరోఫిలీ
ਚਿਤਿਨ,చిటిన్
Chitinous,చిటినస్
ਕਲੇਮੀਡੀਆ ਟ੍ਰੈਕੋਮਾਇਟੀ,క్లామిడియా ట్రాకోమాటిస్
Chlamydiasis,క్లామిడియాసిస్
ਕਲੇਮੀਡੋਬੋਨਸ,క్లామిడోమోనాస్
ਚਲੋਰਾਮੈਂਥਿਕੋਲ,క్లోరాంఫెనికాల్
Chloorell,క్లోరెల్లా
Chlorechyma,క్లోరెన్చైమా
ਕਲੋਰਾਈਡ ਸੈੱਲ,క్లోరైడ్ సెల్
ਕਲੋਰੀਨ,క్లోరిన్
ਕਲੋਰੋਫਲੋੋਰੋ ਕਾਰਬਨ (ਸੀ.ਐੱਫ.ਸੀ.),క్లోరోమోరియు
ਕਲੋਰੋਫਾਰਮ,క్లోరోఫామ్
ਕਲੋਰੋਫਾਈਸੈ,క్లోరోఫైసీ
ਕਲੋਰੋਫਾਇਟ ਪੂਰਵਜ,క్లోరోఫైట్ పూర్వీకుడు
ਕਲੋਰੋਸਿਸ,క్లోరోసిస్
ਕਲੋਰੋਸਿਸ,క్లోరోసిస్
ChooNocyte,కోనోసైట్
ਕੋਲੇਸੀਸਟੋਕਾਈਨਿਸ,కోలిసిస్టోకినిసిస్
ਕੋਲੇਸੀਸਟੋਕਿਨਿਨ,కోలెసిస్టోకినిన్
ਕੋਲੇਸਟ੍ਰੋਲ,కొలెస్ట్రాల్
Cholinergic,కోలినెర్జిక్
ਚਾਂਡ੍ਰਿਚਾਇਥੀਜ਼,కొండెచ్థియెస్
Chondrin,కొండ్రెన్
Chondrocyte,కొండ్రోసైట్
ਕੋਰੀਡੇ ਟੈਂਡੀਨ,చోర్డే టెండినే
ਚੌਰਡਟਾ,CORDATA
ਕੋਰਿਓਲੈਂਟੋਟਿਕ ਪਲੇਸੈਂਟਾ,కొరియోఅల్లాంటోయిక్ మావి
Chorion,కోరియన్
Chorionic ਕੋਰਟਿਕੋਟ੍ਰੋਪਿਨ,కొరియోనిక్ కార్టికోట్రోపిన్
Chorionic Gonadotropin,కొరియోనిక్ గోనాడోట్రోపిన్
Chorionic ਥਾਈਰੋਟਰੋਪਿਨ,కొరియోనిక్ థైరోట్రోపిన్
Choroid,కోరోయిడ్
Chrimindidd,క్రోమాటిడ్
ਕ੍ਰੋਮੈਟਿਨ ਫਾਈਬਰ,క్రోమాటిన్ ఫైబర్
ਕ੍ਰੋਮੈਟਿਨ,క్రోమాటిన్
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫਿਕ ਤਕਨੀਕ,క్రోమాటోగ్రాఫిక్ టెక్నిక్
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,క్రోమాటోగ్రఫీ
ਕ੍ਰੋਮੋਮੈਟੋਫੋਫੋਰ,క్రోమాటోఫోర్
ਕ੍ਰੋਮੋਜਿਨਿਕ ਘਟਾਓਣਾ,క్రోమోజెనిక్ ఉపరితలం
ਕ੍ਰੋਮੋਨਮਾ,క్రోమోనెమా
ਕ੍ਰੋਮੋਫੋਰ,క్రోమోఫోర్
ਕ੍ਰੋਮੋਪਲਾਸਟ,క్రోమోప్లాస్ట్
ਕ੍ਰੋਮੋਸੋਮਲ ਅਸਬਰਾਬੰਦ,క్రోమోజోమల్ అబెర్రేషన్
ਕ੍ਰੋਮੋਸੋਮਲ ਨੁਕਸ,క్రోమోజోమ్ లోపం
ਕ੍ਰੋਮੋਸੋਮ ਮੈਪਿੰਗ,క్రోమోజోమ్ మ్యాపింగ్
ਖਰਮੇ ਦਾ ਕ੍ਰੋਮੋਸੋਮ ਥਿ .ਰੀ,వంశపారంపర సిద్ధాంతం
ਵਿਰਾਸਤ ਦਾ ਕ੍ਰੋਮੋਸੋਮ ਥਿ .ਰੀ,వారసత్వం యొక్క సిద్ధాంతము
ਦੀਰਘ ਸੋਜ਼ਸ਼,దీర్గకాలిక శ్వాసకోశ సంబంధిత వ్యాది
ਦੀਰਘ ਮਾਇਓਡ ਲੂਕਿਮੀਆ,దీర్ఘకాలిక మైయోయిడ్ లుకేమియా
ਕ੍ਰੋਨਿਕਲ,క్రానికల్
ਇਤਿਹਾਸਕ ਤੌਰ ਤੇ,కాలక్రమానుసారం
ਕ੍ਰਾਈਸੈਂਥੇਮਮ ਸਿਨੇਰਾਅਫੀਲੀਅਮ,క్రిసాన్తిమం సినెరరియల్ఫోలియం
ਕ੍ਰਾਈਸੈਂਥੇਮਮ ਇੰਡੀਮ,క్రిసాన్తిమం సూచిక
ਕ੍ਰਾਇੰਸ਼ਨਮਮ ਰੋਸਮ,క్రింథెము రోసెమ్
ਕ੍ਰਾਈਸੋਫ਼ਟਾ,క్రిసోఫైటా
ਕ੍ਰਾਈਸੋਫਾਈ,క్రిసోఫైట్
Chylomicron,కైలోమిక్రాన్
Chyme,చిమ్
Chymotrypsin,చిమోట్రిప్సిన్
ਸਿਕਦਾ,సికాడా
ਸਾਇਅਰ ਏਰੀਟਿਨਮ,CICER ARIETINUM
Cichlid ਮੱਛੀ,సిచ్లిడ్ చేప
ਸੀ-ਹੋਰੀਜੋਨ,సి-హోరిజోన్
ਸੀਲਿਆ,సిలియా
ਗਿਲਿਅਰੀ ਸਰੀਰ,సిలియరీ బాడీ
ਸਿਲੇਰੀ ਗੈਂਗਲੀਅਨ,సిలియరీ గ్యాంగ్లియన్
ਸਿਲਾਈਡਰੀ ਲਹਿਰ,సిలియరీ కదలిక
ਗਿਲੀਆਰੀ,సిలియరీ
ਸੀਲੀਏਟ,సిలియేట్
Cilia (Cilia),గోళ్ళు
ਸਿਨੋਨਾ,సిన్చోనా
ਸਿਓਨਾ,సియోనా
ਸਿਪ੍ਰੋਫਲੋਕਸਸੀਨ,సిప్రోఫ్లోక్సాసిన్
ਗੇੜ,ప్రసరణ
ਸਰਕੂਲੇਟਰੀ ਸਿਸਟਮ,ప్రసరణ వ్యవస్థ
ਘੇਰੋਪੈਫਜੀਲ ਕਮਿਸਰ,సర్కోఎసోఫాగియల్ కమీషర్
ਸਿਰਹੋਜ਼,సిరోస్
ਸਿਰੋਸਿਸ,సిరోసిస్
Cir cirhousous,సిరస్
Cterna,సిస్టెర్నా
Cistrann,సిస్ట్రాన్
ਸਿਟਰਲਾਈਨ,సిట్రూలిన్
ਨਿੰਬੂ ਫਲ,సిట్రస్ పండు
ਕਲੈਡੀਜਿਸਟਿਕਸ,క్లాడిస్టిక్స్
ਕਲੇਡਡ,క్లాడోడ్
ਕਲੋਡੋਫੋਰਾ,క్లాడోఫోరా
ਕਲੇਰੀਆ ਗਾਰਸੀਪਿਨਸ,క్లారియాస్ గారిపినస్
ਕਲਾਸ,తరగతి
ਕਲਾਸ,తరగతి
ਵਰਗੀਕਰਣ,వర్గీకరణ
ਕਲੇਵਿਸ,క్లావిసెప్స్
ਕਲੇਵਿਕਲ,క్లావికిల్
ਕਪੜੇ,పంజా లేని అంకె
ਮਿੱਟੀ,మట్టి
ਕਲੇਵੇਜ ਫੁਰੋ,క్లీవేజ్ కణుపు
ਕਲੇਸ਼,క్లిస్టోగామస్
ਕਲੇਮੇਟਿਸ,క్లెమాటిస్
ਮੌਸਮ,వాతావరణం
ਮੌਸਮ ਜ਼ੋਨ,వాతావరణ జోన్
ਜਲਵਾਯੂ,వాతావరణ పరామితి
ਸਿਖਰ ਤੇ ਕਮਿ Community ਨਿਟੀ,క్లైమాక్స్ కమ్యూనిటీ
ਚੜਾਈ,అధిరోహకుడు
ਚੜ੍ਹਨਾ,ఎక్కడం
ਕਲੀਨਿਕਲ ਅਵਧੀ,క్లినికల్ కాలం
ਕਲਿਟੇਲਰ,క్లిటెల్లార్
ਕਲਾਈਟਲਮ,క్లిటెల్లమ్
ਕਲਾਕਾਰ,క్లిటోరియా
ਕਲਿਟਰਿਸ,స్త్రీగుహ్యాంకురము
ਕਲੋਕਾ,క్లోకా
ਕਲੋਨਲ ਡੱਡੂ,క్లోనల్ ఫ్రాగ్
ਕਲੋਨਲ ਪ੍ਰਸਾਰ,క్లోనల్ ప్రచారం
ਕਲੋਨਲ ਚੋਣ,క్లోనల్ ఎంపిక
ਕਲੋਨ,క్లోన్
ਕਲੋਨਿੰਗ,క్లోనింగ్
ਵਿਆਹ ਨੂੰ ਬੰਦ ਕਰੋ,దగ్గరి వివాహం
ਬੰਦ ਸਿਸਟਮ,క్లోజ్డ్ సిస్టమ్
ਕਲੋਸਟ੍ਰਿਡਿਅਮ,క్లోస్ట్రిడియం
ਕਲੋਸਟ੍ਰਿਡਿਅਮ ਬੋਟਲਿ iiialium ਜ਼ੀਅਮ,క్లోస్ట్రిడియం బ్యూటిలిసియం
ਕਲੋਟ ਬੁਸਟਰ,క్లాట్ బస్టర్
ਖੂਨ ਦੀ ਜੰਮਣਾ,రక్తం గడ్డకట్టడం
ਕਲੋਵਰ ਬੀਨ,క్లోవర్ బీన్
ਕਲੋਵਰ-ਪੱਤਾ ਮਾਡਲ,క్లోవర్-లీఫ్ మోడల్
ਕਲੋਨ ਫਿਸ਼,విదూషకుడు చేప
ਸੀਨੀਡੀਆਕਾਰ,Cnidarians
Cnidblast,Cnidoblist
ਸਹਿਣਸ਼ੀਲਤਾ,కోజర్వేట్
ਮੋਟੇ ਐਡਜਸਟਮੈਂਟ ਨੋਬ,ముతక సర్దుబాటు నాబ్
ਮੋਟੇ ਰੇਤ,ముతక ఇసుక
ਤੱਟਵਰਤੀ ਡੀਸ,తీరప్రాంత డూన్
ਤੱਟਵਰਤੀ ਪ੍ਰਤ ਸਭਿਆਚਾਰ ਫਾਰਮ,వంశము
ਕੋਬਾਲਟ,కోబాల్ట్
ਕੋਕੀਨ,కొకైన్
ਕੋਕਸੀਡੀਓਸਿਸ,కోకిడియోసిస్
COCCUS,కోకస్
ਕੋਸੈਕੈਕਸ,కోకిక్స్
ਕੋਚਲਿਆ,కోక్లియా
ਕੋਚਲਿਆ,కోక్లియా
ਕੋਕੂਨ,కోకన్
ਕੋਡ ਜੈਨੇਟਿਕ ਪ੍ਰੋਗਰਾਮ,కోడెడ్ జన్యు కార్యక్రమం
ਕੋਡਾਈਨ,కోడైన్
ਕੋਡਿੰਗ,కోడింగ్
ਕੋਡਿੰਗ,కోడింగ్
ਕੋਡਿੰਗ,కోడింగ్
ਕੋਡਿੰਗ ਸਟ੍ਰੈਂਡ,కోడింగ్ స్ట్రాండ్
ਕੋਡੋਮਾਈਨੈਂਸ,కోడోమైనాన్స్
ਕੋਡੋਨ,కోడాన్
ਕੋਇਰੇਟਰਰੇਟ,సహకారం
ਕੋਲੇਨਟਰੋਨ,కోలెంటెరాన్
ਸੇਲੀਆਕ ਗੈਂਗਲੀਅਨ,సెలియక్ గ్యాంగ్లియన్
ਕੋਲੀਮੈਟ,కోలోమేట్
ਕੋਮਲ,కోలోమ్
ਕੋਨੇਮਿਕ ਐਪੀਥੀਲਿਅਮ,కోలోమిక్ ఎపిథీలియం
ਕੋਮਲ ਤਰਲ,కోయిలోమిక్ ఫ్లూయిడ్
Coelomo SAC,కోలోమో సాక్
ਕੋਨੋਵਿਟਿਕ,కోనోసైటిక్
ਕੋਨੋਪੋਡੀਆਸੈ,కోనోపోడియాసి
ਸਿੱਕੇ,కోఎంజైమ్
ਸਹਿ-ਵਿਕਾਸ,సహ పరిణామం
ਸਹਿ-ਵਿਗਾੜ,సహ-విస్తరణ
ਸਹਿ-ਕਾਰਕ,సహ-కారకం
ਏਕਤਾ,సమన్వయం
ਸਹਿਣਸ਼ੀਲਤਾ,సమన్వయ శక్తి
ਸਹਿਯੋਗੀ ਸਿਧਾਂਤ,సమన్వయ సిద్ధాంతం
ਏਕਤਾ-ਤਣਾਅ-ਪਾਰਦਰਸ਼ੀ,సమన్వయ-టెన్షన్-ట్రాన్స్పిరేషన్
ਕੋਹੋਰਟ,కోహోర్ట్
ਰਾਇਕੁਲਰ ਜਾਂ ਹੈਲੀਕਲੀ,స్పైరల్‌గా లేదా హెలిక్‌గా కాయిల్డ్
ਕੋਇਲਡ,కాయిల్డ్
ਕੋਇਟਸ,కోయిటస్
CITUs ਇੰਟਰਫੋਟਸ (ਕ withdrawal ਵਾਉਣ),కోయిటస్ అంతరాయం (ఉపసంహరణ)
ਕੋਲਚਿਨ,కొల్చిసిన్
ਕੋਲਚਿਕਮ ਆਟੋਮੈਨੇਲ,కొల్చికమ్ శరదృతువు
ਠੰਡੇ ਲਹੂ ਨਾਲ,కోల్డ్ బ్లడెడ్
ਠੰਡੇ ਮਾਰੂਥਲ,కోల్డ్ ఎడారి
ਕੋਲਡ ਰੀਸੈਪਟਰ,కోల్డ్ రిసెప్టర్
ਕੋਲੀਓਪਲੇਨ,కోలియోప్టెరాన్
ਕੋਲੀਓਪੈਟਾਈਲ,కోలియోప్టైల్
ਕੋਲੀੋਰਹਿਜ਼ਾ,కోలియోర్హిజా
ਕੋਲੇਸ,కోలియస్
ਕੋਲੇਜਨ,కొల్లాజెన్
ਕੋਲੇਜਨ ਫਾਈਬਰ,కొల్లాజెన్ ఫైబర్
ਕਾਲਰ,కాలర్
ਜਮਾਂਦਰੂ ਗਲੈਂਡ,అనుషంగిక గ్రంథి
ਤੁਲੇ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ,గొట్టం సేకరించడం
ਡੈਕਟ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ,వాహిక సేకరణ
ਕੁਲੋਟ੍ਰਿਚਮ,కొల్లెటోట్రిచమ్
ਕੋਲੋਬਲਾਸਟ ਸੈੱਲ,కొలోబ్లాస్ట్ సెల్
ਕੋਲੋਇਡ,ఘర్షణ
ਕੋਲੋਇਡਲ,ఘర్షణ
ਕੋਲੋਕੈਸੀਆ,కోలోకాసియా
ਕੋਲਨ,పెద్దప్రేగు
ਬਸਤੀਵਾਦੀ ਰੂਪ,వలస రూపం
ਬਸਤੀਵਾਦੀ ਨੋਂਕੋਕ,కలోనియల్ నోస్టాక్
ਬਸਤੀਕਰਨ,వలసరాజ్యం
ਕਲੋਨੀ,కాలనీ
ਕੋਲੋਸਟ੍ਰਮ,కొలొస్ట్రమ్
ਰੰਗ ਅੰਨ੍ਹੇਪਣ,రంగు అంధత్వం
ਕਾਲਮ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,కాలమ్ క్రోమాటోగ్రఫీ
ਬਰਟਿਨੀ ਦਾ ਕਾਲਮ,బెర్టిని కాలమ్
ਕਾਲਮਨਰ ਐਪੀਥੀਲਿਅਮ,స్తంభ ఎపిథీలియం
ਕੰਘੀ ਪਲੇਟ,దువ్వెన ప్లేట్
ਸੰਯੁਕਤ ਇਮਿ .ਨ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ,సంయోజక్రియ
ਸੰਯੁਕਤ ਭਾਰ,సంయుక్త బరువు
ਕੰਘੇ-ਜੈਲੀ,దువ్వెన-జెల్లీ
ਜਲਣ,దహన
ਜਲਣ ਪ੍ਰਕਿਰਿਆ,దహన ప్రక్రియ
ਕਾਮੇ,కామా
ਰਿਮੈਂਸੀਵਾਦ,ప్రారంభం
ਕਾਮੀਸਚਰਲ ਭਾਂਡੇ,కమీసురల్ నౌక
ਆਮ ਪੂਰਵਜ,సాధారణ పూర్వీకుడు
ਆਮ ਕੈਰੋਟਿਡ ਆਰਟਰੀ,సాధారణ కరోటిడ్ ధమని
ਆਮ ਭਾਰਤੀ ਮੋੜ,కామన్ ఇండియన్ టోడ్
ਕਮਿ Community ਨਿਟੀ ਵਿਭਿੰਨਤਾ,కమ్యూనిటీ వైవిధ్యం
ਕਮਿ Community ਨਿਟੀ ਗੱਲਬਾਤ,కమ్యూనిటీ ఇంటరాక్షన్
ਸੰਕੁਚਨ,సంపీడనం
ਸਾਥੀ ਸੈੱਲ,కంపానియన్ సెల్
ਤੁਲਨਾਤਮਕ ਸਰੀਰ ਵਿਗਿਆਨ,తులనాత్మక శరీర నిర్మాణ శాస్త్రం
ਤੁਲਨਾਤਮਕ ਰੂਪ ਵਿਗਿਆਨ,తులనాత్మక పదనిర్మాణం
ਅਨੁਕੂਲਤਾ,అనుకూలత
ਅਨੁਕੂਲਤਾ,అనుకూలత
ਮੁਆਵਜ਼ਾ,పరిహార పునరుత్పత్తి
ਸਮਰੱਥ ਸੈੱਲ,సమర్థ సెల్
ਸਮਰੱਥ ਹੋਸਟ,సమర్థ హోస్ట్
ਮੁਕਾਬਲਾ,పోటీ
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਰੋਕਥਾਮ,పోటీ నిరోధం
ਮੁਕਾਬਲੇ ਵਾਲੇ ਇਨਿਹਿਬਟਰ,పోటీ నిరోధకం
ਪੂਰਕਤਾ,పరిపూరత
ਪੂਰਕ ਫਿਲਟਰ,కాంప్లిమెంటరీ ఫిల్టర్
ਪੂਰਕ ਜੀਨ,పరిపూరకరమైన జన్యువు
ਪੂਰਕ ਜੋੜੀ,పరిపూరకరమైన జత
ਪੂਰਾ ਪਾਚਨ ਟ੍ਰੈਕਟ,పూర్తి జీర్ణవ్యవస్థ
ਪੂਰਾ ਲਿੰਕ,పూర్తి అనుసంధానం
ਮੁਕੰਮਲ ਆਕਸੀਕਰਨ,పూర్తి ఆక్సీకరణ
ਗੁੰਝਲਦਾਰ,క్లిష్టమైన
ਗੁੰਝਲਦਾਰ,క్లిష్టమైన
ਗੁੰਝਲਦਾਰ,క్లిష్టమైన
ਗੁੰਝਲਦਾਰ ਟਿਸ਼ੂ,సంక్లిష్ట కణజాలం
ਕੰਪੋਜ਼ਿਟ,మిశ్రమ
ਮਿਸ਼ਰਿਤ ਕੋਰੀਬ,కాంపౌండ్ కోరిఎంబి
ਮਿਸ਼ਰਿਤ ਐਪੀਥੀਹਾਈਲ,సమ్మేళనం ఎపిథీలియం
ਮਿਸ਼ਰਿਤ ਅੱਖਾਂ,కాంపౌండ్ కళ్ళు
ਮਿਸ਼ਰਿਤ ਅੰਬੈਲ,సమ్మేళనం అంబెల్
ਮਜਬੂਰੀ ਕਾਰਵਾਈ,కంపల్సివ్ చర్య
ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਜੀਵ-ਵਿਗਿਆਨ,గణన జీవశాస్త్రం
ਕੰਪਿ ut ਟਿਡ ਟੋਮੋਗ੍ਰਾਫੀ,కంప్యూటెడ్ టోమోగ్రఫీ
ਕੰਪਿ Computer ਟਰ ਸਕਰੀਨ,కంప్యూటర్ స్క్రీన్
ਮਕੁਰਾਂ ਦਾ ਕੇਂਦਰਿਤ,సాంద్రీకృత మూత్రం
ਧਿਆਨ ਟਿਕਾਉਣਾ,ఏకాగ్రత
ਇਕਾਗਰਤਾ ਗਰੇਡੀਐਂਟ,ఏకాగ్రత ప్రవణత
ਸੰਕਲਪ,భావన
ਸੰਘਣੇਪਣ,సంగ్రహణ
ਸੰਘਣੇਪਣ,సంగ్రహణ
ਸੰਘਣੇਤਾ ਵਿਧੀ ਚੱਕਰ,సంగ్రహణ డీకోండెన్సేషన్ చక్రం
ਸੰਘਣੀ ਰਾਜ,ఘనీకృత రాష్ట్రం
ਕੰਡੈਂਸਰ ਲੈਂਜ਼,కండెన్సర్ లెన్స్
ਸ਼ਰਤ,షరతులతో
ਸ਼ਰਤ,షరతులతో
ਨਸ ਪ੍ਰਭਾਵ ਦਾ ਸੰਚਾਲਨ,నాడిలో ప్రేరణ
ਪਾਣੀ ਦੀ ਸੰਚਾਲਨ,నీటి ప్రసరణ
ਕੰਡਕੈਕਟਿਵ ਇਲੈਕਟ੍ਰੋਲਾਈਟ ਜੈੱਲ,కండక్టివ్ ఎలక్ట్రోలైట్ జెల్
ਕੋਨ,కోన్
ਅਨੁਕੂਲ,అనుగుణంగా
ਪ੍ਰੇਸ਼ਾਨ,కన్ఫార్మర్
ਜਮਾਂਦਰੂ,పుట్టుకతో వచ్చేది
ਕੌਨਲ ਰੂਟ,శంఖాకార మూలం
ਕੋਨਿਕਲ,శంఖాకార
ਕਨਾਇਡੀਆ,కోనిడియా
ਕੋਨੀਫੋਰ,కోనిఫెర్
ਕਨਫੈਸੀ,కోనిఫెరే
ਕੋਨਿਫਰੋਫਿਡਾ,కోనిఫెరోప్సిడా
ਭਾਂਤ ਭਾਂਤ ਭੰਗ,కన్ఫాయింట్ వాస్కులర్ బండిల్
ਕੀਤਾ,సంయోగం
ਸੰਜੋਗ,సంయోగం
ਕੰਨਜੰਵਾਵਾ,కంజుంక్టివా
ਸੰਜੋਗ ਟਿਸ਼ੂ,కంజుక్టివ్ టిష్యూ
ਕਨੈਕਟਿਵ ਟਿਸ਼ੂ,బంధన కణజాలము
ਕੁਨੈਲ ਦਾ ਤਜਰਬਾ,కొన్నెల్ యొక్క ప్రయోగం
ਸੰਭਾਲ ਜੰਗਲਾਤ,పరిరక్షణ అటవీ
ਕੰਜ਼ਰਵੇਸ਼ਨਲ ਟਿਲੇਜ,కన్జర్వేషనల్ టైజ్
ਸਥਿਰਤਾ,స్థిరాంకం
ਸੰਵਿਧਾਨ,రాజ్యాంగం
ਗਠਿਤ ਪਾਚਕ,నిర్మాణాత్మక ఎంజైమ్
ਖਪਤਕਾਰ,వినియోగదారు
ਸੰਪਰਕ ਰੋਕ,సంప్రదింపు నిరోధం
ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ,అంటు వ్యాధి
ਦੂਸ਼ਿਤ,కలుషితం
ਗੰਦਗੀ,కాలుష్యం
ਸਮਕਾਲੀ ਜੀਵ ਵਿਗਿਆਨ,సమకాలీన జీవశాస్త్రం
ਮਹਾਂਦੀਪ,ఖండం
ਸਮਤਲ,ఆకృతి దున్నుతున్నది
ਇਕਰਾਰਨਾਮਾ,కాంట్రాక్టిబిలిటీ
ਇਕਰਾਰਨਾਮੇ ਦੇ ਫਾਈਬਰ,సంకోచ ఫైబర్
ਇਕਰਾਰਨਾਮੇ ਦੇ ਪ੍ਰੋਟੀਨ,సంకోచ ప్రోటీన్
ਇਕਰਾਰਨਾਮੇ ਦਾ ਜਵਾਬ,సంకోచ ప్రతిస్పందన
ਇਕਰਾਰਨਾਮੇ ਦੀ ਖਾਲੀ ਥਾਂ,సంకోచ వాక్యూల్
ਕੰਟਰਸਸਟ ਏਜੰਟ,కాంట్రాస్ట్ ఏజెంట్
ਕੰਟਰਸਸਟ ਏਜੰਟ,కాంట్రాస్ట్ ఏజెంట్
ਕੰਟਰਸਸਟ ਏਜੰਟ,కాంట్రాస్ట్ ఏజెంట్
ਵਿਪਰੀਤ ਗੁਣ,విరుద్ధమైన లక్షణం
ਸੈਂਟਰਿਫੁਗਲ ਫੋਰਸ,సెంట్రిఫ్యూగల్ ఫోర్స్
ਕੰਟਰੋਲ ਕਾਰਕ,నియంత్రణ కారకం
ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ,నియంత్రిత ప్రయోగం
ਕੋਨਸ,కోనస్
ਕੌਨਸ ਆਰਟਰੀਓਸਸ,కోనస్ ఆర్టెరియోసస్
ਰਵਾਇਤੀ ਖੇਤ,సాంప్రదాయ పండించడం
ਸੰਨਿਆਸ,కలుస్తుంది
ਪਰਿਵਰਤਨ,కన్వర్జెంట్
ਪਰਿਵਰਤਨ (ਵਿਕਾਸ),భోగశనకు సంబంధించిన
ਕਨਵੋਲਵੂਲਸੀ,Cancolvulaceae
ਪੱਕਾ ਟਿ ule ਬਲੇ,మెలికలు తిరిగిన గొట్టం
ਤਾਲਮੇਲ,సమన్వయ
ਕੋਪੋਲਮਰ,కోపాలిమర్
ਤਾਂਬਾ,రాగి
ਕੋਪਰੂਲੀਟ,కోప్రోలైట్
ਕਾਪੀਰੋਫਿਲਸ,కోప్రొఫిలస్
ਕਾੱਪੀ,కంపోలేట్ చేయండి
ਕਾੱਪੀ,కాపులేషన్
ਕਾੱਪੀ,కాపులేషన్
ਕਪੂਲਟਰੀ ਪੈਡ,కాపులేటరీ ప్యాడ్
ਕੋਰਲ ਰੀਫ ਕਮਿ Community ਨਿਟੀ,పగడపు రీఫ్ కమ్యూనిటీ
ਕੋਰਲ,పగడపు
ਕੋਰਡੇਟ,కార్డేట్
ਕੋਰ ਖੇਤਰ,కోర్ ప్రాంతం
ਕੋਰ ਜ਼ੋਨ,కోర్ జోన్
ਕੋਰਪ੍ਰੈਸਰ,కోర్ప్రెస్సర్
ਕੋਰਿਪੋਸਫਾਈਨ,కొరిఫాస్ఫిన్
ਦਰੱਖਤ ਦਾ ਸੱਕ,కార్క్
ਕਾਰ੍ਕ ਕੰਬਿਅਮ,కార్క్ కాంబియం
ਕਾਰ੍ਕ ਪੇਚ,కార్క్ స్క్రూ
ਕੋਰਮ,కార్మ్
ਮੱਕੀ ਦਾ ਬੋਰਡ,మొక్కజొన్న బోరర్
ਕੌਰਨੀਆ,కార్నియా
ਕੋਰਨੇਗੇਨ ਸੈੱਲ,కార్నిజెన్ సెల్
ਕੋਰਨੇਲ ਲੈਂਜ਼,కార్నియల్ లెన్స్
ਕੋਰੋਲਾ,కొరోల్లా
ਕੋਰੋਨਾ,కరోనా
ਕੋਨਾ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ ਪਾਚਕ,కరోనా చొచ్చుకుపోయే ఎంజైమ్
ਕੋਰੋਨਾ ਰੇਡੀਏਟਾ,కరోనా రేడియేటా
ਕੋਰੋਨਰੀਆ,కరోనారియే
ਕੋਰੋਨਰੀ ਆਰਟਰੀ,కొరోనరీ ఆర్టరీ
ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਬਾਈਪਾਸ,కొరోనరీ ఆర్టరీ బైపాస్
ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਦੀ ਬਿਮਾਰੀ,కొరోనరీ ఆర్టరీ డిసీజ్
ਕੋਰੋਨਰੀ ਸਲੈਕਸ,కొరోనరీ సల్కస్
ਕਾਰਪੋਰਾ ਕਾਵਰਨੋਸਾ (ਲਿੰਗ ਦਾ),కార్పోరా కావెర్నోసా (పురుషాంగం)
ਕਾਰਪੋਰਾ ਚਾਵਡ੍ਰਿਗਮਿਨਾ,కార్పోరా క్వాడ్రిజెమినా
ਕਾਰਪਸ,కార్పస్
ਕਾਰਪਸ ਐਲਬਿਕਸ,కార్పస్ అల్బికాన్స్
ਕਾਰਪਸ ਕਾਲੋਸਮ,కార్పస్ కాలోసమ్
