Telugu,Punjabi
బైనరీ సింక్రోనస్ కమ్యూనికేషన్,ਬਾਈਨਰੀ ਸਮਕਾਲੀਨ ਸੰਚਾਰ
బైనరీ సింక్రోనస్ ట్రాన్స్మిషన్,ਬਾਈਨਰੀ ਸਮਕਾਲੀਨ ਸੰਚਾਰ
బైనరీ చెట్టు,ਬਾਈਨਰੀ ਟ੍ਰੀ
బంధం,ਬੰਨ੍ਹ
బైండర్ గ్రూప్,ਬਾਈਡਰ ਸਮੂਹ
బైండర్-హోల్ కార్డ్,ਬਾਈਡਰ-ਹੋਲ ਕਾਰਡ
బైండింగ్,ਬਾਈਡਿੰਗ
బైండింగ్ సమయం,ਬਾਈਡਿੰਗ ਸਮਾਂ
బయోమెడికల్ కంప్యూటింగ్,ਬਾਇਓਮੈਡਿਕਲ ਕੰਪਿ uting ਟਿੰਗ
బయోమెడికల్ ప్రోగ్రామ్,ਬਾਇਓਮੈਡੀਕਲ ਪ੍ਰੋਗਰਾਮ
బయోనిక్స్,ਬਾਇਓਨਿਕਸ
బైపార్టైట్ గ్రాఫ్,ਬੋਇਪਾਰਟਾਈਟ ਗ੍ਰਾਫ
ద్వైపాక్షిక చెట్టు,ਬਿਪ ਸਰਕਾਰ ਦਾ ਰੁੱਖ
బైపోలార్,ਬਾਈਪੋਲਰ
బైపోలార్ మెమరీ,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
బైపోలార్ ట్రాన్స్మిషన్ (= ధ్రువ ప్రసారం),ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਸਮਿਸ਼ਨ (= ਪੋਲਰ ਪ੍ਰਸਾਰਣ)
బిక్వరీ కోడ్,ਬਾਇਸਕਿਆਰੀ ਕੋਡ
పుట్టిన మరణ ప్రక్రియ,ਜਨਮ-ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
బైసెక్షన్ అల్గోరిథం,ਹਿਸਵੇਂ ਐਲਗੋਰਿਦਮ
బిస్టేబుల్,ਬਤੀਤ
బిస్టేబుల్ సర్క్యూట్,ਬਿਸਟਰਬਲ ਸਰਕਟ
బిస్టేబుల్ పరికరం,ਬਿਸਟਰ ਯੋਗ ਉਪਕਰਣ
బిస్టేబుల్ మల్టీవిబ్రేటర్,ਬਿਸਬਵਾਨ ਮਲਟੀਵੀਰੇਟਰ
బిస్టేబుల్ ట్రిగ్గర్ సర్క్యూట్ (= బిస్టేబుల్ సర్క్యూట్),ਬਿਸਟਰੈਸਟ ਟਰਿੱਗਰ ਸਰਕਟ (= ਬਿਸਟਬਲ ਸਰਕਟ)
బిసిన్క్రోనస్,ਬਿਸਲਕੈਨਸ
బిట్,ਬਿੱਟ
బిట్ బమ్మింగ్,ਬਿੱਟ ਬੌਮਿੰਗ
బిట్ సాంద్రత,ਬਿੱਟ ਘਣਤਾ
బిట్ ఇన్స్ట్రక్షన్,ਬਿੱਟ ਹਦਾਇਤ
బిట్ స్థానం,ਬਿੱਟ ਦੀ ਸਥਿਤੀ
బిట్ సమాంతరంగా,ਬਿੱਟ ਪੈਰਲਲਲ
బిట్ నమూనా,ਬਿੱਟ ਪੈਟਰਨ
బిట్ స్థానం,ਬਿੱਟ ਸਥਿਤੀ
బిట్ రేటు,ਬਿੱਟ ਰੇਟ
బిట్ సీరియల్,ਬਿੱਟ ਸੀਰੀਅਲ
బిట్ స్లైస్,ਬਿੱਟ ਟੁਕੜਾ
బిట్ స్లైస్ మైక్రోప్రాసెసర్,ਬਿੱਟ ਟੁਕੜਾ ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
బిట్ స్లైసింగ్ ప్రాసెసర్,ਬਿੱਟ ਕੱਟਣ ਵਾਲੇ ਪ੍ਰੋਸੈਸਰ
సెకనుకు బిట్స్,ਬਿੱਟ ਪ੍ਰਤੀ ਸਕਿੰਟ
బిట్ నిల్వ,ਬਿੱਟ ਸਟੋਰੇਜ
బిట్ స్ట్రింగ్,ਬਿੱਟ ਸਤਰ
బిట్ స్ట్రింగ్ ఆపరేటర్,ਬਿੱਟ ਸਤਰਾਂ ਦਾ ਆਪਰੇਟਰ
బిట్ ట్రాక్,ਬਿੱਟ ਟਰੈਕ
బివారియేట్ రిగ్రెషన్ విశ్లేషణ,ਬਾਈਰੈਟ ਰਿਵਰੈਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
బ్లాక్ రికార్డింగ్,ਕਾਲੀ ਰਿਕਾਰਡਿੰਗ
ఖాళీ,ਖਾਲੀ
ఖాళీ పాత్ర,ਖਾਲੀ ਅੱਖਰ
ఖాళీ కాయిల్,ਖਾਲੀ ਕੋਇਲ
ఖాళీ సాధారణం,ਖਾਲੀ ਆਮ
ఖాళీ ప్రతిష్టుడు,ਖਾਲੀ ਹਿਸਾਬ
ఖాళీ డిస్కెట్,ਖਾਲੀ ਡਿਸਕੀਟ
బ్లాంకింగ్,ਖਾਲੀ
ఖాళీ సూచన,ਖਾਲੀ ਹਦਾਇਤ
పేలుడు,ਧਮਾਕਾ
రక్తస్రావం,ਖੂਨ ਵਗਣਾ
బ్లైండ్,ਅੰਨ੍ਹੇ
బ్లైండ్ కీ బోర్డు,ਅੰਨ੍ਹੇ ਕੁੰਜੀ ਬੋਰਡ
బి-లైన్ (= ఇండెక్స్ రిజిస్టర్),ਬੀ-ਲਾਈਨ (= ਇੰਡੈਕਸ ਰਜਿਸਟਰ)
బ్లింకింగ్,ਝਪਕਣਾ
బ్లిప్ లెక్కింపు,ਛਾਲੇ ਦੀ ਗਿਣਤੀ
బ్లిప్ (= డాక్యుమెంట్ మార్క్),ਬਲਿੱਪ (= ਡੌਕੂਮੈਂਟ ਮਾਰਕ)
బ్లిస్ వర్గీకరణ,ਬਲੈਸਟ ਵਰਗੀਕਰਣ
బ్లాక్,ਬਲਾਕ
బ్లాక్ బాడీ,ਬਲਾਕ ਬਾਡੀ
బ్లాక్ క్యారెక్టర్‌ను బ్లాక్ చేయండి,ਅੱਖਰ ਨੂੰ ਰੱਦ ਕਰੋ ਅੱਖਰ
బ్లాక్ చెక్,ਬਲਾਕ ਚੈੱਕ
బ్లాక్ చెక్ అక్షరం,ਚੈੱਕ ਅੱਖਰ
బ్లాక్ చెక్ విధానం,ਬਲਾਕ ਚੈੱਕ ਵਿਧੀ
బ్లాక్ నియంత్రణ,ਬਲਾਕ ਕੰਟਰੋਲ
బ్లాక్ కంట్రోల్ హెడర్,ਬਲਾਕ ਕੰਟਰੋਲ ਸਿਰਲੇਖ
బ్లాక్ కంట్రోల్ యూనిట్,ਬਲਾਕ ਕੰਟਰੋਲ ਯੂਨਿਟ
బ్లాక్ కాపీ,ਬਲਾਕ ਕਾਪੀ
బ్లాక్ రేఖాచిత్రం,ਬਲਾਕ ਚਿੱਤਰ
బ్లాక్ చేసిన ఫైల్,ਬਲੌਕਡ ਫਾਈਲ
బ్లాక్ లోపం రేటు,ਬਲਾਕ ਗਲਤੀ ਦਰ
బ్లాకెట్,ਬਲੌਕ
బ్లాక్ గ్యాప్ (= ఇంటర్ బ్లాక్ గ్యాప్,ਬਲਾਕ ਪਾੜਾ (= ਅੰਤਰਾਲ ਬਲਾਕ ਪਾੜਾ)
బ్లాక్ హెడ్,ਬਲਾਕ ਸਿਰ
బ్లాక్ హెడర్,ਬਲਾਕ ਸਿਰਲੇਖ
బ్లాక్ హెడింగ్ స్టేట్మెంట్,ਬਲਾਕ ਸਿਰਲੇਖ ਬਿਆਨ
"బ్లాక్ విస్మరించండి అక్షరాన్ని విస్మరించండి (= బ్లాక్ రద్దు చేయండి
 అక్షరాలు","ਅੱਖਰ ਨੂੰ ਨਜ਼ਰਅੰਦਾਜ਼ ਕਰੋ (= ਬਲਾਕ ਰੱਦ ਕਰੋ)
 ਅੱਖਰ)"
నిరోధించడం,ਰੋਕ
నిరోధించే కారకం,ਬਲਾਕਿੰਗ ਫੈਕਟਰ
రికార్డులను నిరోధించడం (= రికార్డుల సమూహం),ਰਿਕਾਰਡ ਨੂੰ ਰੋਕਣਾ (= ਰਿਕਾਰਡਾਂ ਦਾ ਸਮੂਹ)
బ్లాక్ పొడవు,ਬਲਾਕ ਲੰਬਾਈ
బ్లాక్ జాబితా,ਬਲਾਕ ਸੂਚੀ
బ్లాక్ కదలిక,ਬਲਾਕ ਅੰਦੋਲਨ
మల్టీప్లెక్సర్ ఛానెల్‌ను బ్లాక్ చేయండి,ਮਲਟੀਪਲੈਕਸਰ ਚੈਨਲ ਨੂੰ ਬਲਾਕ ਕਰੋ
మల్టీప్లెక్సర్ మోడ్‌ను బ్లాక్ చేయండి,ਰੋਕੋ ਮਲਟੀਪਲੈਕਸਰ ਮੋਡ
బ్లాక్ పారిటీ సిస్టమ్,ਸਮਾਨਤਾ ਪ੍ਰਣਾਲੀ ਨੂੰ ਰੋਕੋ
బ్లాక్ ఉపసర్గ,ਬਲਾਕ ਅਗੇਤਰ
బ్లాక్ రికార్డ్,ਬਲਾਕ ਰਿਕਾਰਡ
బ్లాక్ వేరు,ਬਲਾਕ ਵੱਖ ਕਰੋ
బ్లాక్ విభజన,ਬਲਾਕ ਵਿਛੋੜਾ
బ్లాక్ పరిమాణం,ਬਲਾਕ ਦਾ ਆਕਾਰ
బ్లాక్ సార్ట్,ਬਲਾਕ ਲੜੀਬੱਧ
బ్లాక్ నిర్మాణం,ਬਲਾਕ structure ਾਂਚਾ
నిర్మాణాత్మక భాషను బ్లాక్ చేయండి,ਬਲਾਕ struct ਾਂਚਾਗਤ ਭਾਸ਼ਾ
బ్లాక్ సింక్రొనైజేషన్,ਬਲਾਕ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ
బ్లాక్ బదిలీ,ਬਲਾਕ ਟ੍ਰਾਂਸਫਰ
బ్లాక్ బదిలీ ఫంక్షన్,ਬਲਾਕ ਟ੍ਰਾਂਸਫਰ ਫੰਕਸ਼ਨ
బ్లో,ਉਡਾ
తిరిగి బ్లో,ਵਾਪਸ ਉਡਾ ਦਿਓ
బ్లోయింగ్,ਉਡਾਉਣਾ
బ్లూ రిబ్బన్ ప్రోగ్రామ్,ਨੀਲਾ ਰਿਬਨ ਪ੍ਰੋਗਰਾਮ
బోల్డ్ ముఖం,ਬੋਲਡ ਚਿਹਰਾ
పుస్తకం,ਕਿਤਾਬ
పుస్తక సందేశం,ਕਿਤਾਬ ਦਾ ਸੁਨੇਹਾ
బూలియన్ పూర్తి,ਬੂਲੀਅਨ ਪੂਰਕ
బూలియన్ కనెక్టివ్,ਬੁਲੀਅਨ ਕੁਨੈਕਟਿਵ
బూలియన్ డేటా రకం,ਬੁਲੀਅਨ ਡਾਟਾ ਕਿਸਮ
బూలియన్ ఫంక్షన్,ਬੁਲੀਅਨ ਫੰਕਸ਼ਨ
బూలియన్ ఆపరేషన్,ਬੂਲੀਅਨ ਦਾ ਕੰਮ
బూలియన్ ఆపరేషన్ టేబుల్,ਬੂਲੀਅਨ ਆਪ੍ਰੇਸ਼ਨ ਟੇਬਲ
బూలియన్ ఆపరేటర్,ਬੂਲੀਅਨ ਆਪਰੇਟਰ
బూట్లెగ్ ప్రోగ్రామ్,ਬੂਟਲੈਗ ਪ੍ਰੋਗਰਾਮ
బూట్ పట్టీ లోడర్,ਬੂਟ ਸਟ੍ਰੈਪ ਲੋਡਰ
బూట్ పట్టీ మెమరీ,ਬੂਟ ਸਟ੍ਰੈਪ ਮੈਮੋਰੀ
బూట్ స్ట్రాపింగ్,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
బూట్ స్ట్రాపింగ్ అనలాగ్ కంప్యూటర్,ਬੂਟ ਪੱਟਾ ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
బూట్ స్ట్రాపింగ్ లాంగ్వేజ్ ప్రాసెసర్,ਬੂਟ ਪਰਾਗਣਾ ਭਾਸ਼ਾ ਪ੍ਰੋਸੈਸਰ
రుణం,ਉਧਾਰ
అంకెను తీసుకోండి,ਉਧਾਰ
బోథ్వే కమ్యూనికేషన్,ਦੋਨੋ ਸੰਚਾਰ
బోథ్వే ఆపరేషన్,ਦੋਨੋ ਕਾਰਵਾਈ
బాటమ్-అప్ పద్ధతి (= తగ్గింపు పద్ధతి),ਥੱਲੇ-ਅਪ ਵਿਧੀ (= ਕਮੀ method ੰਗ)
బౌన్స్,ਉਛਾਲ
బౌండ్,ਬੰਨ੍ਹਿਆ
సరిహద్దు,ਸੀਮਾ
సరిహద్దు అమరిక,ਸੀਮਾ ਅਲਾਈਨਮੈਂਟ
సరిహద్దు పరీక్ష,ਸੀਮਾ ਟੈਸਟ
బిజీగా ఉన్న గంట,ਰੁਝੇਵੇਂ ਵਾਲਾ ਸਮਾਂ ਬੰਨ੍ਹਣਾ
బౌండ్స్ రిజిస్టర్,ਸੀਮਾ ਰਜਿਸਟਰ
శాఖ,ਸ਼ਾਖਾ
బ్రాంచ్ మరియు బౌండ్ పద్ధతి,ਸ਼ਾਖਾ ਅਤੇ ਬੱਧ method ੰਗ
బ్రాంచ్ కేబుల్,ਸ਼ਾਖਾ ਕੇਬਲ
శాఖ,ਸ਼ਾਖਾ
బ్రాంచింగ్ నెట్‌వర్క్,ਸ਼ਾਖਾ ਨੈਟਵਰਕ
బ్రాంచ్ ఇన్స్ట్రక్షన్,ਸ਼ਾਖਾ ਦੀ ਹਦਾਇਤ
బ్రాంచ్ పాయింట్,ਸ਼ਾਖਾ ਬਿੰਦੂ
బ్రాంచ్ ప్రాసెసింగ్,ਸ਼ਾਖਾ ਪ੍ਰੋਸੈਸਿੰਗ
బ్రాంచ్ టేబుల్,ਸ਼ਾਖਾ ਟੇਬਲ
విరామం,ਬਰੇਕ
బ్రేక్ కీ,ਬਰੇਕ ਕੁੰਜੀ
బ్రేక్ పాయింట్,ਬਰੇਕ ਪੁਆਇੰਟ
బ్రేక్ పాయింట్ హాల్ట్,ਬਰੇਕ ਪੁਆਇੰਟ ਰੋਕੋ
బ్రేక్ పాయింట్ సూచన,ਬਰੇਕ ਪੁਆਇੰਟ ਹਦਾਇਤ
బ్రేక్ పాయింట్ స్విచ్,ਬਰੇਕ ਪੁਆਇੰਟ ਸਵਿੱਚ
బ్రేక్ సీక్వెన్స్,ਬਰੇਕ ਕ੍ਰਮ
వంతెన ట్యాప్,ਬ੍ਰਿਜਡ ਟੈਪ
బ్రిడ్జ్‌వేర్,ਬਰਿੱਜਵੇਅਰ
బ్రిడ్జింగ్,ਬ੍ਰਿਜਿੰਗ
ప్రకాశం నిష్పత్తి,ਚਮਕ ਅਨੁਪਾਤ
బ్రాడ్ బ్యాండ్,ਬ੍ਰੌਡ ਬੈਂਡ
ప్రసార మోడ్,ਬਰਾਡਕਾਸਟ ਮੋਡ
ప్రసార ఉపగ్రహం,ਪ੍ਰਸਾਰਣ ਸੈਟੇਲਾਈਟ
బ్రస్సెల్స్ వర్గీకరణ వ్యవస్థ,ਬ੍ਰਸੇਲਜ਼ ਵਰਗੀਕਰਣ ਸਿਸਟਮ
బ్రూట్-ఫోర్స్ విధానం,ਬਰੂਟ-ਫੋਰਸ ਪਹੁੰਚ
బి-ట్రీ,ਬੀ-ਟ੍ਰੀ
బబుల్ మెమరీ,ਬੱਬਲ ਮੈਮੋਰੀ
బబుల్ సార్ట్,ਬੁਲਬੁਲਾ ਕ੍ਰਮਬੱਧ
బకెట్,ਬਾਲਟੀ
బఫర్,ਬਫਰ
బఫర్ ఛానెల్,ਬਫਰ ਚੈਨਲ
బఫర్డ్ యాంప్లిఫైయర్,ਬਫਰਡ ਐਂਪਲੀਫਾਇਰ
బఫర్డ్ కంప్యూటర్,Buffered ਕੰਪਿਟਰ
బఫర్డ్ పరికరం,Buffeared ਜੰਤਰ
బఫర్డ్ ఇన్పుట్,ਬਫਰਡ ਇੰਪੁੱਟ
బఫర్డ్ సందేశం,ਬਫਰਡ ਸੁਨੇਹਾ
బఫరింగ్,ਬਫਰਿੰਗ
బఫర్ I/O పరికరం,ਬਫਰ I / O ਡਿਵਾਈਸ
బఫర్ నిర్వహణ,ਬਫਰ ਮੈਨੇਜਮੈਂਟ
బఫర్ అవుట్పుట్,ਬਫਰ ਆਉਟਪੁੱਟ
బఫర్ ప్యాడ్ పాత్ర,ਬਫਰ ਪੈਡ ਅੱਖਰ
బఫర్ పూల్,ਬਫਰ ਪੂਲ
బఫర్ పూలింగ్,ਬਫਰ ਪੂਲਿੰਗ
బఫర్ రిజిస్టర్,ਬਫਰ ਰਜਿਸਟਰ
బఫర్ నిల్వ,ਬਫਰ ਸਟੋਰੇਜ
బఫర్ స్టోర్,ਬਫਰ ਸਟੋਰ
బగ్,ਬੱਗ
బగ్గీ,ਬੱਗੀ
అంతర్నిర్మిత ఫంక్షన్,ਬਿਲਟ-ਇਨ ਫੰਕਸ਼ਨ
అంతర్నిర్మిత విధానం,ਬਿਲਟ-ਇਨ ਵਿਧੀ
పేలుడు మోడ్,ਬਰਸਟ ਮੋਡ
పేలుడు ప్రసారం,ਬਰਸਟ ਟਰਾਂਸਮਿਸ਼ਨ
బస్సు,ਬੱਸ
బస్ బార్,ਬੱਸ ਬਾਰ
బస్ కంట్రోలర్,ਬੱਸ ਕੰਟਰੋਲਰ
బస్సు డ్రైవర్,ਬੱਸ ਚਾਲਕ
బస్ ఎక్స్‌టెండర్,ਬੱਸ ਐਕਸਟੈਂਡਰ
వ్యాపార డేటా ప్రాసెసింగ్,ਵਪਾਰਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
వ్యాపార సమాచార వ్యవస్థ,ਵਪਾਰ ਜਾਣਕਾਰੀ ਪ੍ਰਣਾਲੀ
వ్యాపార యంత్రం,ਵਪਾਰਕ ਮਸ਼ੀਨ
బిజినెస్ మెషిన్ క్లాకింగ్,ਕਾਰੋਬਾਰੀ ਮਸ਼ੀਨ ਰੋਕ ਰਹੀ ਹੈ
వ్యాపార ప్రణాళిక భాష,ਵਪਾਰ ਯੋਜਨਾ ਭਾਸ਼ਾ
వ్యాపార సేవ,ਵਪਾਰਕ ਸੇਵਾ
బస్బ్యాక్,ਬੁਸਬੈਕ
బస్సు ముగింపు,ਬੱਸ ਸਮਾਪਤੀ
బస్ సామాను,ਬੱਸ ਵੇਅਰ
బస్ వైర్,ਬੱਸ ਤਾਰ
బిజీ గంట,ਵਿਅਸਤ ਘੰਟਾ
బిజీ సిగ్నల్,ਵਿਅਸਤ ਸੰਕੇਤ
బిజీ టోన్,ਰੁੱਝੇ ਹੋਏ ਟੋਨ
బైపాస్ విధానం,ਬਾਈਪਾਸ ਵਿਧੀ
ఉప ఉత్పత్తి,ਉਪ-ਉਤਪਾਦ
బైట్,ਬਾਈਟ
బైట్ మానిప్యులేషన్,ਬਾਈਟ ਹੇਰਾਫੇਰੀ
బైట్ మోడ్,ਬਾਈਟ ਮੋਡ
బైట్ మల్టీప్లెక్సర్ ఛానల్,ਬਾਈਟ ਮਲਟੀਪਲੈਕਸਰ ਚੈਨਲ
బైట్ మల్టీప్లెక్సర్ మోడ్,ਬਾਈਟ ਮਲਟੀਪਲੈਕਸਰ ਮੋਡ
బైట్ మల్టీప్లెక్సింగ్,ਬਾਈਟ ਮਲਟੀਪਲੈਕਸਿੰਗ
కేబుల్,ਕੇਬਲ
కేబుల్ కాస్టింగ్,ਕੇਬਲ ਸੁੱਟਣਾ
కేబుల్ టెలివిజన్ సేవ,ਕੇਬਲ ਟੈਲੀਵੀਯਨ ਸੇਵਾ
కేబుల్ ఖజానా,ਕੇਬਲ ਵਾਲਟ
కాష్,ਕੈਸ਼
కాష్-కాష్ మెమరీ,ਕੈਚੇ-ਕੈਚੇ ਮੈਮੋਰੀ
లెక్కింపు,ਗਣਨਾ
లెక్కింపు పంచ్,ਗਣਨਾ ਪੰਚ
కాలిక్యులేటర్,ਕੈਲਕੁਲੇਟਰ
కాలిక్యులేటర్ చిప్,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
బీజగణిత తర్కంతో కాలిక్యులేటర్,ਅਲਜਬਰੇਟਿਕ ਤਰਕ ਦੇ ਨਾਲ ਕੈਲਕੁਲੇਟਰ
అంకగణిత తర్కంతో కాలిక్యులేటర్,ਗਣਿਤ ਦੇ ਤਰਕ ਦੇ ਨਾਲ ਕੈਲਕੁਲੇਟਰ
ప్రోగ్రామబిలిటీ లేకుండా కాలిక్యులేటర్,ਬਿਨ੍ਹਾਂ ਬਿਨ੍ਹਾਂ ਬਿਨ੍ਹਾਂ ਕੈਲਕੁਲੇਟਰ
ప్రోగ్రామబిలిటీతో కాలిక్యులేటర్,ਕਾਰਜਕੁਸ਼ਲਤਾ ਦੇ ਨਾਲ ਕੈਲਕੁਲੇਟਰ
వైవిధ్యాల కాలిక్యులస్,ਭਿੰਨਤਾਵਾਂ ਦਾ ਕੈਲਕੂਲਸ
కాల్,ਕਾਲ ਕਰੋ
సూచన ద్వారా కాల్ చేయండి,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
విలువ ద్వారా కాల్ చేయండి,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
కాల్ డైరెక్టింగ్ కోడ్,ਕਾਲ ਡਾਇਰੈਕਟਿੰਗ ਕੋਡ
కాల్ స్థాపన,ਕਾਲ ਸਥਾਪਨਾ
కాల్ ఫార్వార్డింగ్,ਫਾਰਵਰਡਿੰਗ ਨੂੰ ਕਾਲ ਕਰੋ
కాలిగ్రాఫిక్ ప్లాటర్,ਕਾਲਿਗਿਕ ਪਲਾਟਰ
కాలింగ్,ਕਾਲ ਕਰਨਾ
కాలింగ్ ఆర్గ్యుమెంట్,ਰੱਦ ਕਰੋ ਦਲੀਲ
కాలింగ్ ప్రోగ్రామ్,ਕਾਲਿੰਗ ਪ੍ਰੋਗਰਾਮ
కాలింగ్ సీక్వెన్స్,ਕਾਲਿੰਗ ਤਰਤੀਬ
సబ్‌ప్రోగ్రామ్ అని పిలుస్తుంది,ਸਬ-ਪਰੋਗ੍ਰਾਮ ਨੂੰ ਕਾਲ ਕਰਨਾ
కాల్ నంబర్,ਕਾਲ ਨੰਬਰ
కాల్ ప్రాసెసర్,ਕਾਲ ਪ੍ਰੋਸੈਸਰ
కాల్ ప్రోగ్రెస్ సిగ్నల్,ਕਾਲ ਪ੍ਰਗਤੀ ਦਾ ਸੰਕੇਤ
కాల్ స్టోర్,ਕਾਲ ਸਟੋਰ
కాల్ నిరీక్షణ లో ఉంది,ਕਾਲ ਵੇਟਿੰਗ
రద్దు చేయండి,ਰੱਦ ਕਰੋ
అక్షరాన్ని రద్దు చేయండి,ਅੱਖਰ ਨੂੰ ਰੱਦ ਕਰੋ
కీని రద్దు చేయండి,ਕੁੰਜੀ ਰੱਦ ਕਰੋ
తయారుగా ఉన్న పేరా,ਡੱਬਾਬੰਦ ​​ਪੈਰਾ
తయారుగా ఉన్న సాఫ్ట్‌వేర్,ਡੱਬਾਬੰਦ ​​ਸਾਫਟਵੇਅਰ
కానోనిక్ జనరేషన్,ਕੈਨੋਨਿਕ ਪੀੜ੍ਹੀ
కెపాసిటర్ నిల్వ,ਕੈਪਸੀਟਰ ਸਟੋਰੇਜ
సామర్థ్యం,ਸਮਰੱਥਾ
క్యాప్స్టాన్,ਕੈਪਸਟਾਨ
క్యాప్చర్,ਕੈਪਚਰ
కార్డు,ਕਾਰਡ
కార్డ్ కేజ్,ਕਾਰਡ ਪਿੰਜਰੇ
కార్డ్ చట్రం,ਕਾਰਡ ਚੈਸੀਸ
కార్డ్ చెకింగ్,ਕਾਰਡ ਚੈਕਿੰਗ
కార్డ్ కోడ్,ਕਾਰਡ ਕੋਡ
కార్డ్ కాలమ్,ਕਾਰਡ ਕਾਲਮ
కార్డ్ చక్రం,ਕਾਰਡ ਚੱਕਰ
కార్డ్ డెక్,ਕਾਰਡ ਡੈੱਕ
కార్డ్ లోపం తనిఖీ,ਕਾਰਡ ਗਲਤੀ ਦੀ ਜਾਂਚ
కార్డ్ ఫీల్డ్,ਕਾਰਡ ਫੀਲਡ
కార్డ్ ఫైల్,ਕਾਰਡ ਫਾਈਲ
కార్డ్ ఫారం,ਕਾਰਡ ਫਾਰਮ
కార్డ్ ఫార్మాట్,ਕਾਰਡ ਫਾਰਮੈਟ
కార్డ్ హాప్పర్,ਕਾਰਡ ਹੌਪਰ
కార్డ్ చిత్రం,ਕਾਰਡ ਪ੍ਰਤੀਬਿੰਬ
కార్డ్ ఇన్పుట్,ਕਾਰਡ ਇੰਪੁੱਟ
కార్డ్ జామ్,ਕਾਰਡ ਜੈਮ
కార్డ్ లోడర్,ਕਾਰਡ ਲੋਡਰ
కార్డ్ ప్యాక్,ਕਾਰਡ ਪੈਕ
కార్డ్ మార్గం,ਕਾਰਡ ਮਾਰਗ
కార్డ్ ప్రోగ్రామ్డ్ కాలిక్యులేటర్,ਕਾਰਡ ਪ੍ਰੋਗਰਾਮ ਕੀਤੇ ਕੈਲਕੁਲੇਟਰ
కార్డ్ ప్రోగ్రామ్డ్ కంప్యూటర్,ਕਾਰਡ ਪ੍ਰੋਗਰਾਮ ਕੀਤੇ ਕੰਪਿ .ਟਰ
కార్డ్ పంచ్,ਕਾਰਡ ਪੰਚ
కార్డ్ పంచ్ టెక్నిక్,ਕਾਰਡ ਪੰਚਿੰਗ ਤਕਨੀਕ
కార్డ్ రీడర్,ਕਾਰਡ ਰੀਡਰ
కార్డ్ పునరుత్పత్తిదారు,ਕਾਰਡ ਪੁਨਰ ਪੈਦਾਵਾਰ
కార్డ్ వరుస,ਕਾਰਡ ਕਤਾਰ
కార్డ్ సెట్,ਕਾਰਡ ਸੈਟ
కార్డ్ సార్టర్,ਕਾਰਡ ਸੌਰਟਰ
కార్డ్ స్టాకర్,ਕਾਰਡ ਸਟੈਕਰ
కార్డ్ నిల్వ,ਕਾਰਡ ਸਟੋਰੇਜ
కార్డ్-టు-డిస్క్ యుటిలిటీ,ਕਾਰਡ-ਤੋਂ-ਡਿਸਕ ਸਹੂਲਤ
కార్డ్-టు-మాగ్నెటిక్ టేప్ మార్పిడి,ਕਾਰਡ-ਤੋਂ-ਚੁੰਬਕੀ ਟੇਪ ਤਬਦੀਲੀ
కార్డ్-టు-ప్రింట్ ప్రోగ్రామ్,ਕਾਰਡ-ਤੋਂ-ਪ੍ਰਿੰਟ ਪ੍ਰੋਗਰਾਮ
కార్డ్ టు టేప్ కన్వర్టర్,ਟੇਪ ਕਨਵਰਟਰ ਨੂੰ ਕਾਰਡ
కార్డ్ ట్రాక్,ਕਾਰਡ ਟਰੈਕ
కార్డ్ ధృవీకరించడం,ਕਾਰਡ ਦੀ ਪੜਤਾਲ
కేరెట్,ਕੈਰਟ
రంగులరాట్నం,ਕੈਰੋਜ਼ਲ
క్యారేజ్,ਗੱਡੀਆਂ
క్యారేజ్ నియంత్రణ పాత్ర,ਕੈਰੇਜ ਕੰਟਰੋਲ ਅੱਖਰ
క్యారేజ్ కంట్రోల్ టేప్,ਕੈਰੇਜ ਕੰਟਰੋਲ ਟੇਪ
క్యారేజ్ రిటర్న్,ਕੈਰੇਜ
క్యారేజ్ రిటర్న్ క్యారెక్టర్,ਕੈਰੇਜ ਰਿਟਰਨ ਅੱਖਰ
క్యారియర్,ਕੈਰੀਅਰ
క్యారియర్ హోల్,ਕੈਰੀਅਰ ਮੋਰੀ
క్యారియర్ లోడ్,ਕੈਰੀਅਰ ਲੋਡ
క్యారియర్ రిటర్న్ క్యారెక్టర్,ਕੈਰੀਅਰ ਰਿਟਰਨ ਅੱਖਰ
క్యారియర్ క్యారియర్,ਕੈਰੀਅਰ ਦਾ ਕੈਰੀਅਰ
క్యారియర్ సిగ్నల్,ਕੈਰੀਅਰ ਸਿਗਨਲ
క్యారియర్ సిస్టమ్,ਕੈਰੀਅਰ ਸਿਸਟਮ
