Odiya,Malayalam
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |,വിച്ഛേദിക്കുക
ବିଚ୍ଛିନ୍ନ,വ്യതിരിക്തമായ
ଡିସ୍କ,ഡിസ്ക്
ଡିସ୍କ ଠିକଣା,ഡിസ്ക് വിലാസം
ଡିସ୍କ ଆରେ,ഡിസ്ക് അറേ
ଡିସ୍କ କ୍ଷମତା,ഡിസ്ക് ശേഷി
ଡିସ୍କ ଡ୍ରାଇଭ,ഡിസ്ക് ഡ്രൈവ്
ଡିସ୍କ ଫାଇଲ୍ |,ഡിസ്ക് ഫയൽ
ଡିସ୍କ ମେମୋରୀ,ഡിസ്ക് മെമ്മറി
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DOS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DOS)
ଡିସ୍କ ପ୍ୟାକ୍ |,ഡിസ്ക് പായ്ക്ക്
ଡିସ୍କ ସର୍ଭର |,ഡിസ്ക് സെർവർ
ଡିସ୍କ ସଂରକ୍ଷଣ,ഡിസ്ക് സംഭരണം
ଡିସ୍କେଟ୍ |,ഡിസ്കെറ്റ്
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,ഫയൽ പ്രദർശിപ്പിക്കുക
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,ചിത്രം പ്രദർശിപ്പിക്കുക
ନିଷ୍କାସନ,നിർമാർജനം
ଦୂରତା,ദൂരം
ଦୂରତା କାର୍ଯ୍ୟ,ദൂരം പ്രവർത്തനം
ବିକୃତି,വളച്ചൊടിക്കൽ
ବଣ୍ଟିତ |,വിതരണം ചെയ്തു
ବଣ୍ଟିତ ତଥ୍ୟ |,വിതരണം ചെയ്ത ഡാറ്റ
ବଣ୍ଟିତ ସର୍ଭର |,വിതരണം ചെയ്ത സെർവർ
ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |,വിതരണം ചെയ്ത സംവിധാനം
ବଣ୍ଟନକାରୀ,വിതരണക്കാരൻ
ଡକ୍ୟୁମେଣ୍ଟ୍,പ്രമാണം
ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |,പ്രമാണം വീണ്ടെടുത്തു
ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |,പ്രമാണ വിൻഡോ
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,പ്രമാണീകരണം
ଡୋମେନ୍,ഡൊമെയ്ൻ
ଡୋମେନ୍ ନାମ,ഡൊമെയ്ൻ നാമം
ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |,ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ
ତଳକୁ,താഴേക്ക്
ଡାଉନ୍ ଲିଙ୍କ୍ |,ഡൗൺ ലിങ്ക്
ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |,ഡൗൺലോഡ് ചെയ്യുന്നു
ଡାଉନ୍ ଟାଇମ୍ |,സമയക്കുറവ്
ଡ୍ରାଗ୍,വലിച്ചിടുന്നു
DRAM (ଗତିଶୀଳ RAM),DRAM (ഡൈനാമിക് റാം)
drift,ഡ്രിഫ്റ്റ്
ଡ୍ରାଇଭର |,ഡ്രൈവർ
ଡ୍ରପ୍,ഡ്രോപ്പ്
ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |,ഡ്രോപ്പ് ഡൗൺ ലിസ്റ്റ് ബോക്സ്
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,ഡ്രം ഡ്രൈവ്
ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |,ഡ്രം പ്രിന്റർ
ଡ୍ରମ୍ ୟୁନିଟ୍ |,ഡ്രം യൂണിറ്റ്
ଡୁଆଲ୍ |,ഇരട്ട
ଦ୍ୱ ual ତ ଘନତା |,ഇരട്ട സാന്ദ്രത
ଡମି ଠିକଣା,ഡമ്മി വിലാസം
ଡମ୍ପିଂ,തള്ളുക
ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |,ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്
ନକଲ,ഡ്യൂപ്ലെക്സിംഗ്
ନକଲ,തനിപ്പകർപ്പ്
DVD R / W,ഡിവിഡി R/W
DVD ROM,ഡിവിഡി റോം
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,ചലനാത്മക നിർദ്ദേശം
ଗତିଶୀଳ ସ୍ମୃତି,ഡൈനാമിക് മെമ്മറി
ଗତିଶୀଳତା |,ചലനാത്മകത
EBCDIC |,EBCDIC
ଇ-ବ୍ୟବସାୟ |,ഇ-ബിസിനസ്
ଇକୋ,പ്രതിധ്വനി
ଇ-ବାଣିଜ୍ୟ |,ഇ-കൊമേഴ്‌സ്
ସମ୍ପାଦନ କରନ୍ତୁ |,തിരുത്തുക
ସମ୍ପାଦକ,എഡിറ്റർ
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ
EEP ରୋମ୍,ഇഇപി റോം
ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା),ഫലപ്രദമായ വിലാസം (ഫ്ലോട്ടിംഗ് വിലാസം)
ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |,ഫലപ്രദമായ പ്രവർത്തന വിലാസം
ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |,ഫലപ്രദമായ നടപടിക്രമം
ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ),ഫലപ്രദമായ യുഐഡി (ഉപയോക്തൃ തിരിച്ചറിയൽ)
ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |,ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം
ଆଠ-ବିଟ୍ ବାଇଟ୍ |,എട്ട്-ബിറ്റ് ബൈറ്റ്
ଇ-ଶିକ୍ଷା,ഇലക്ട്രോണിക് പഠനം
ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |,തിരഞ്ഞെടുപ്പ്-അൽഗിർതം
ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍),ഇലക്ട്രിക് മെയിലിംഗ് (ഇ-മെയിൽ)
ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍,ഇലക്ട്രിക് പ്രിന്റർ
ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |,ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ
ଇଲେକ୍ଟ୍ରୋନିକ୍ |,ഇലക്ട്രോണിക്
ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS),ഇലക്ട്രോണിക് ക്ലിയറൻസ് സിസ്റ്റം (ECS)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI),ഇലക്ട്രോണിക് ഡാറ്റ ഇന്റർചേഞ്ച് (EDI)
ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍,ഇലക്ട്രോണിക് ഫയലിംഗ്
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS),ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ സിസ്റ്റം (EFTS)
ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା,ഇലക്ട്രോണിക് ജേണലുകൾ
ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |,ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,ഇലക്ട്രോണിക് സ്വിച്ച്
ଉପାଦାନ,ഘടകം
ଇ-ମେଲ୍ |,ഇ-മെയിൽ
ଈମୈଲ ଠିକଣା,ഈ - മെയില് വിലാസം
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,എംബഡഡ് സിസ്റ്റം
ଏମ୍ବେଡିଂ,ഉൾച്ചേർക്കൽ
ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL),എമിറ്റർ ദമ്പതികളുടെ യുക്തി (ECL)
ଖାଲି ଷ୍ଟାକ |,ശൂന്യമായ സ്റ്റാക്ക്
ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |,ശൂന്യമായ ചരട്
ଅନୁକରଣ,അനുകരണം
ଏନକାପସୁଲେସନ୍ |,എൻക്യാപ്സുലേഷൻ
ଏନକାଇଫର୍,എൻസിഫർ
ଏନକୋଡ୍,എൻകോഡ്
ଏନକୋଡର୍ |,എൻകോഡർ
ସଂଗୁପ୍ତ ତଥ୍ୟ,എൻക്രിപ്റ്റ് ചെയ്ത ഡാറ്റ
ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,എൻക്രിപ്റ്റിംഗ് ഫയൽ സിസ്റ്റം
ଏନକ୍ରିପସନ୍,എൻക്രിപ്ഷൻ
ବ୍ଲକର ଶେଷ,ബ്ലോക്കിന്റെ അവസാനം
ଫାଇଲର ଶେଷ (EOF),ഫയലിന്റെ അവസാനം (EOF)
ଶେଷ-ଉପଭୋକ୍ତା |,അന്തിമ ഉപയോക്താവ്
ପ୍ରବେଶ କର |,നൽകുക
ଏଣ୍ଟର୍-କି,എന്റർ-കീ
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |,എന്റർപ്രൈസ് സെർവർ
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |,എന്റർപ്രൈസ് സിസ്റ്റം
ସଂସ୍ଥା,സ്ഥാപനം
ସଂସ୍ଥା-ସମ୍ପର୍କ |,സ്ഥാപന-ബന്ധം
ପ୍ରବେଶ ସମୟ,പ്രവേശന സമയം
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,എൻട്രി വേരിയബിൾ
ଅସଂଖ୍ୟ |,എണ്ണാവുന്നത്
ପରିବେଶ,പരിസ്ഥിതി
ଯୁଗ,യുഗം
EPROM,EPROM
ଏପସିଲନ୍ ବନ୍ଦ |,എപ്സിലോൺ അടച്ചുപൂട്ടൽ
ସମାନତା,സമനില
ଉପକରଣ,ഉപകരണങ്ങൾ
ସମାନତା ଶ୍ରେଣୀ,തുല്യതാ ക്ലാസ്
ସମାନତା ସମ୍ପର୍କ,തുല്യതാ ബന്ധം
ଲିଭାନ୍ତୁ,മായ്ക്കുക
ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍,കോഡ് തിരുത്തുന്നതിൽ പിശക്
ତ୍ରୁଟି ସଂଶୋଧନ,തെറ്റ് തിരുത്തൽ
ତ୍ରୁଟି ଚିହ୍ନଟ,പിശക് കണ്ടെത്തൽ
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ,പിശക് കൈകാര്യം ചെയ്യൽ
ତ୍ରୁଟି ସନ୍ଦେଶ |,പിശക് സന്ദേശം
ତ୍ରୁଟି ହାର,പിശക് നിരക്ക്
ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,പിശക് വീണ്ടെടുക്കൽ
ତ୍ରୁଟି ରୁଟିନ୍ |,പിശക് പതിവ്
ପଳାୟନ ଚରିତ୍ର |,രക്ഷപ്പെടുന്ന സ്വഭാവം
ଇଥରନେଟ୍ |,ഇഥർനെറ്റ്
ଇଭେଣ୍ଟ,സംഭവം
ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |,ഇവന്റ് ചെയിൻ
ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |,ഇവന്റ് നിയന്ത്രണം
ଇଭେଣ୍ଟ କାଉଣ୍ଟର,ഇവന്റ് കൗണ്ടർ
ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |,കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക് സംഭരണം
ବହିଷ୍କାର,ഒഴിവാക്കൽ
ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR),എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ (XOR)
ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍,എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം
କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି,എക്സിക്യൂട്ടീവ് പ്രസ്താവന
ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |,സമഗ്രമായ തിരയൽ
ବିଦ୍ୟମାନ ଅଛି |,നിലവിലുണ്ട്
ପ୍ରସ୍ଥାନ,പുറത്ത്
ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |,വിദഗ്ധ സംവിധാനം
ଅଭିବ୍ୟକ୍ତି,ആവിഷ്കാരം
ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA),വിപുലീകൃത ഗ്രാഫിക് അറേ (XGA)
ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS),വിപുലമായ വ്യവസായ നിലവാരം (EIS)
ବିସ୍ତୃତ ଯନ୍ତ୍ର,വിപുലീകരിച്ച യന്ത്രം
ବିସ୍ତୃତ ସ୍ମୃତି,വിപുലീകരിച്ച മെമ്മറി
ବିସ୍ତୃତ ସଠିକତା |,വിപുലമായ കൃത്യത
ବିସ୍ତୃତ ସର୍ଟିଂ,വിപുലീകരിച്ച സോർട്ടിംഗ്
ବାହ୍ୟ କଲ୍,ബാഹ്യ കോൾ
ବାହ୍ୟ ତ୍ରୁଟି |,ബാഹ്യ പിശക്
ବାହ୍ୟ କାର୍ଯ୍ୟ,ബാഹ്യ പ്രവർത്തനം
ବାହ୍ୟ ବାଧା,ബാഹ്യ തടസ്സം
ବାହ୍ୟ ସ୍ମୃତି,ബാഹ്യ മെമ്മറി
ବାହ୍ୟ ସ୍ମୃତି,ബാഹ്യ മെമ്മറി
ବାହ୍ୟ ମୋଡେମ୍ |,ബാഹ്യ മോഡം
ବାହ୍ୟ ସନ୍ଦର୍ଭ,ബാഹ്യ റഫറൻസ്
ବାହ୍ୟ ସନ୍ଧାନ |,ബാഹ്യ തിരയൽ
ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ,ബാഹ്യ സംഭരണ ഉപകരണം
ନିଷ୍କାସନ,വേർതിരിച്ചെടുക്കൽ
ବହିଷ୍କାର,എക്സ്ട്രാപോളേഷൻ
ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |,മുഖപ്രകൃതി പ്രിന്റർ
ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ,പരാജയപ്പെടാത്ത പ്രവർത്തനം
ବିଫଳତା ହାର,പരാജയതോത്
ବିଫଳତା ପୁନରୁଦ୍ଧାର,പരാജയം വീണ്ടെടുക്കൽ
ମିଥ୍ୟା କୋଡ୍,തെറ്റായ കോഡ്
ମିଥ୍ୟା ତ୍ରୁଟି |,തെറ്റായ പിശക്
ପ୍ରଶଂସକ,ഫാൻ-ഇൻ
ପ୍ରଶଂସକ,ഫാൻ ഔട്ട്
ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |,ഫാസിമൈൽ I/O ഉപകരണം
ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT),ഫാസ്റ്റ് ഫോറിയർ ട്രാൻസ്ഫോർമേഷൻ (FFT)
ସାଂଘାତିକ ତ୍ରୁଟି |,മാരകമായ തെറ്റ്
ତ୍ରୁଟି ଚିହ୍ନଟ,തെറ്റ് കണ്ടെത്തൽ
ତ୍ରୁଟି ନିଦାନ,തെറ്റ് രോഗനിർണയം
ଦୋଷ ସହନଶୀଳତା |,തെറ്റ് സഹിഷ്ണുത
ଫ୍ୟାକ୍ସ,ഫാക്സ്
ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |,ഫാക്സ് സന്ദേശം
FDC,FDC
ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ,സവിശേഷത കണ്ടെത്തൽ
ଫିଡ୍ ଚକ୍ର |,ഫീഡ് സൈക്കിൾ
ମତାମତ,പ്രതികരണം
ଫିଡର୍ |,ഫീഡർ
ଆଣ |,കൊണ്ടുവരിക
ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |,ഫിബൊനാച്ചി തിരയൽ
ଫାଇବୋନାକ୍ସି କ୍ରମ |,ഫിബൊനാച്ചി സീക്വൻസ്
ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |,ഫിബൊനാച്ചി പരമ്പര
ଫାଇବର ଅପ୍ଟିକ୍ସ |,ഫൈബർ ഒപ്റ്റിക്സ്
ଫିଡୋ ନେଟ୍ |,ഫിഡോ നെറ്റ്
କ୍ଷେତ୍ର,വയൽ
ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |,അഞ്ചാം തലമുറ കമ്പ്യൂട്ടറുകൾ
ଫାଇଲ୍ |,ഫയൽ
ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |,ഫയൽ ആക്സസ് രീതി
ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |,ഫയൽ അലോക്കേഷൻ പട്ടിക
ଫାଇଲ୍ ସଙ୍କୋଚନ |,ഫയൽ കംപ്രഷൻ
ଫାଇଲ୍ କପି,ഫയൽ പകർത്തൽ
ଫାଇଲ୍ ଲେଆଉଟ୍ |,ഫയൽ ലേഔട്ട്
ଫାଇଲ୍ ମିଶ୍ରଣ |,ഫയൽ ലയിപ്പിക്കുക
ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର,ഫയൽ വീണ്ടെടുക്കൽ
ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |,ഫയൽ സംഭരണം
ଫାଇଲ୍ ଗଠନ,ഫയൽ ഘടന
ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,ഫയൽ സിസ്റ്റം
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |,ഫയൽ കൈമാറ്റം
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP),ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP)
ଫିଲ୍ଟର୍,ഫിൽട്ടർ
ଅନ୍ତିମ ଅବସ୍ଥା |,അന്തിമ അവസ്ഥ
ଖୋଜ |,കണ്ടെത്തുക
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,പരിമിതമായ സംസ്ഥാന യന്ത്രം
ଅଗ୍ନି କାନ୍ଥ,അഗ്നി മതിൽ
ଫର୍ମୱେୟାର |,ഫേംവെയർ
ପ୍ରଥମେ ସେବା କର |,ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക
ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,ആദ്യ തലമുറ കമ്പ്യൂട്ടർ
ପ୍ରଥମରେ ପ୍ରଥମ (FIFO),ഫസ്റ്റ് ഇൻ ഫസ്റ്റ് ഔട്ട് (FIFO)
ପ୍ରଥମ କ୍ରମ ତର୍କ |,ആദ്യ ഓർഡർ യുക്തി
ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |,ആദ്യ ക്രമ സിദ്ധാന്തം
ସ୍ଥିର ବିଭାଜନ,നിശ്ചിത പാർട്ടീഷൻ
ପତାକା,പതാക
ନମନୀୟ ଡିସ୍କ |,ഫ്ലെക്സിബിൾ ഡിസ്ക്
ଫ୍ଲପି ଡିସ୍କ |,ഫ്ലോപ്പി ഡിസ്ക്
ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd),ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (Fdd)
ଫ୍ଲୋ ଚାର୍ଟ,ഫ്ലോ ചാർട്ട്
ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |,നിയന്ത്രണത്തിന്റെ ഒഴുക്ക്
ଫ୍ଲାଶ୍,ഫ്ലഷ്
ଫୋଲ୍ଡର,ഫോൾഡർ
ଫଣ୍ଟ,ഫോണ്ട്
ଫଣ୍ଟ ପରିବାର,ഫോണ്ട് കുടുംബം
ବିଦେଶୀ ଚାବି |,വിദേശ കീ
ଫର୍ମ,രൂപം
ଆନୁଷ୍ଠାନିକ ଭାଷା |,ഔപചാരിക ഭാഷ
ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |,ഔപചാരിക സംവിധാനം
ଫର୍ମାଟ୍,ഫോർമാറ്റ്
ଫର୍ମାଟିଂ,ഫോർമാറ്റിംഗ്
fortran,ഫോർട്രാൻ
fortran ପ୍ରୋଗ୍ରାମିଂ |,ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്
ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |,ഫോർവേഡ് സ്ലാഷ്
ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,നാലാം തലമുറ കമ്പ്യൂട്ടർ
ଖଣ୍ଡ,ശകലം
ଫ୍ରେମ୍,ഫ്രെയിം
ମାଗଣା ଜାଲ,സ്വതന്ത്ര വല
ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |,സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ഫൌണ്ടേഷൻ
ମାଗଣା ସଂରକ୍ଷଣ,സൗജന്യ സംഭരണം
ମାଗଣା |,ഫ്രീവെയർ
ସାମନା ପ। ଖ,ഫ്രണ്ട് എൻഡ്
ଆଗ ପ୍ୟାନେଲ୍ |,ഫ്രണ്ട് പാനൽ
କାର୍ଯ୍ୟ,പ്രവർത്തനം
ଫଙ୍କସନ୍ କୀ,ഫംഗ്ഷൻ കീ
ଫଙ୍କସନ୍ ରେଫରେନ୍ସ,ഫംഗ്ഷൻ റഫറൻസ്
କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |,പ്രവർത്തനപരമായ ആശ്രിതത്വം
କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |,ഫങ്ഷണൽ ടെസ്റ്റിംഗ്
ଅସ୍ପଷ୍ଟ ତର୍କ,അവ്യക്തമായ യുക്തി
ଅସ୍ପଷ୍ଟ ସେଟ୍ |,അവ്യക്തമായ സെറ്റ്
ଲାଭ,നേട്ടം
ଖେଳ ବୃକ୍ଷ,കളി മരം
ଫାଙ୍କ ବର୍ଣ୍ଣ,വിടവ് പ്രതീകം
ଅଳିଆ,മാലിന്യം
ଅଳିଆ ସଂଗ୍ରହ,മാലിന്ന്യ ശേഖരണം
ଅଳିଆ ସଂଗ୍ରହ,മാലിന്ന്യ ശേഖരണം
ଅଳିଆ ଆବର୍ଜନା (GIGO),മാലിന്യത്തിൽ മാലിന്യം (GIGO)
ଫାଟକ,ഗേറ്റ്
ଗେଟୱେ,കവാടം
ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍,പൊതു പരിപാടി
ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍,പൊതു പരിപാടി
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
ସାଧାରଣ ରେଜିଷ୍ଟର |,പൊതു രജിസ്റ്റർ
ସାଧାରଣକରଣ,പൊതുവൽക്കരണം
ସାଧାରଣକରଣ,പൊതുവൽക്കരണം
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଭାଷା |,പൊതു-ഉദ്ദേശ്യ ഭാഷ
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଅପରେଟିଂ ସିସେମ୍ |,പൊതു-ഉദ്ദേശ്യ പ്രവർത്തന സംവിധാനം
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ରେଜିଷ୍ଟର |,പൊതു-ഉദ്ദേശ്യ രജിസ്റ്റർ
ସୃଷ୍ଟି ହୋଇଥିବା ତ୍ରୁଟି |,സൃഷ്ടിച്ച പിശക്
କାର୍ଯ୍ୟ ସୃଷ୍ଟି,ഫംഗ്ഷൻ സൃഷ്ടിക്കുന്നു
ଜେନେରିକ୍ କ୍ଲାସ୍ |,ജനറിക് ക്ലാസ്
ଜେନେରିକ୍ ଫଙ୍କସନ୍,പൊതു പ്രവർത്തനം
ସାଧାରଣ ନାମ,പൊതുവായ പേര്
ଜିଗୋ,ജിഗോ
ବିଶ୍ global ସ୍ତରୀୟ,ആഗോള
ଗ୍ଲୋବାଲ୍ କୋଡ୍,ആഗോള കോഡ്
ଗ୍ଲୋବାଲ୍ ଲକ୍ |,ആഗോള ലോക്ക്
ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |,ആഗോള ശൃംഖല
ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |,ആഗോള ശൃംഖല
ବିଶ୍ global ବ୍ୟବହାରକାରୀ |,ആഗോള ഉപയോക്താവ്
ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |,ആഗോള വേരിയബിൾ
ଜଗତୀକରଣ,ആഗോളവൽക്കരണം
ଗୋଫର୍,ഗോഫർ
ଗୋଫର୍ କ୍ଲାଏଣ୍ଟ |,ഗോഫർ ക്ലയന്റ്
ଗୋଫର୍ ସର୍ଭର |,ഗോഫർ സെർവർ
ଗୋଫର୍ ସାଇଟ୍ |,ഗോഫർ സൈറ്റ്
ଗୋଫର୍ ସ୍ପେସ୍ |,ഗോഫർ സ്പേസ്
ଅନୁଗୁଳ ଅବନତି |,ഭംഗിയുള്ള തരംതാഴ്ത്തൽ
ବ୍ୟାକରଣ ଯାଞ୍ଚକାରୀ |,വ്യാകരണ പരിശോധകൻ
ବ୍ୟାକରଣ ଅନୁଗୁଳ ପ୍ରସ୍ଥାନ,വ്യാകരണം ഗംഭീരമായ എക്സിറ്റ്
ସର୍ବ ମୋଟ,ആകെ തുക
ଗ୍ରାଫ୍,ഗ്രാഫ്
ଗ୍ରାଫ୍ ପ୍ଲଟିଂ,ഗ്രാഫ് പ്ലോട്ടിംഗ്
ଗ୍ରାଫିକ୍ ବର୍ଣ୍ଣ,ഗ്രാഫിക് സ്വഭാവം
ଗ୍ରାଫିକ୍ ନିୟନ୍ତ୍ରକ |,ഗ്രാഫിക് കൺട്രോളർ
ଗ୍ରାଫିକ୍ ଡାଟା ଗଠନ,ഗ്രാഫിക് ഡാറ്റ ഘടന
