English,Gujarati
Display,પ્રદર્શન
Dissipation,સડો
Distortion,વિકૃતિ
Distortion compensation,વિરૂપતા નુકસાન
Distortion current series,વિકૃતિ વર્તમાન શ્રેણી
Distortion current sunt,વિકૃતિ પ્રવાહ રોટ
Distortion degenerative,વિકૃતિ સંવેદનશીલતા
Distortion gain margin,વિકૃતિ ગેઇન માર્જિન
Distortion input resistance,વિરૂપતા ઇનપુટ પ્રતિકાર
Distortion loop gain,વિકૃતિ લૂપ ગેઇન
Distributed amplifier,વિતરિત એમ્પ્લીફાયર
Distribution factor,વિતરણ ગુણક
Diversity receiver,વિવિધતા પ્રાપ્તકર્તા
Divide by zero test,શૂન્ય વિભાગ કસોટી
D-layer,ડી-લેયર
D-layer of ionosphere,આયનોસ્ફિયરનું ડી-સ્તર
DMOS,ડી-મોસ
Dolby system,ડોલ્બી બોડી
Dominant pole,અસરકારક ધ્રુવ
Dominant pole compensation,અસરકારક ધ્રુવ પ્રતિકાર
Donor impurity,દાતા કચરો
Donor material,દાતા સામગ્રી
Don't care condition,કાળજી ન લેવાની સ્થિતિ
Doping,ભેળસેળ
Doppler effect,ડોપ્લર અસર
Doppler radar,ડોપ્લર રડાર
Dosimeter,ડોસીમીટર
Dot matrix,પોઈન્ટ મેટ્રિક્સ
Dot notation,પોઈન્ટ નોટેશન
Double ended output,ગૌણ મુદ્દો
Double layer capacitor,બાયલેયર કેપેસિટર
Double resonator klystron,દ્વિસંગી ક્લીસ્ટ્રોન
Double side band,દ્વિપક્ષીય બાર
Double side pc board,દ્વિપક્ષીય પીસી બોર્ડ
Double spotting,ડબલ માર્કિંગ
Double transistor,ડબલ ટ્રાન્ઝિસ્ટર
Double tuned amplifier,ડ્યુઅલ ટ્યુન એમ્પ્લીફાયર
Double tuned transistor amplifier,ડબલ લેયર ટ્રાન્ઝિસ્ટર એમ્પ્લીફાયર
Doubler,ડબલ્સ
Down time,વિક્ષેપ સમય
Drain,આઉટપુટ ઇલેક્ટ્રોડ
Drain follower,પાછળનું આઉટપુટ ઇલેક્ટ્રોડ
DRAM,ડી રેમ
DRAM (dynamic random access memory),ડી રેમ
Drift chamber,વહેણ કોષ
Drift current,વહેતો પ્રવાહ
Drift velocity,વહેણ વેગ
Drill tape,છિદ્રિત ટેપ
Driver bus,ઓપરેટર બસ
Driver stage,ઓપરેટિંગ સ્ટેજ
Droop,અન્યાય
Dry cell,શુષ્ક કોષ
Dry etching,શુષ્ક કોતરણી
Dry film,સૂકી ફિલ્મ
Dry switching,ડ્રાય સ્વિચિંગ
Drystale phase shifter,ડ્રાયસ્ટાસ આર્ટ ડિસ્પ્લેસર
DTE,તા
DTL (diode transistor logic),dtl (ડાયોડ ટ્રાન્ઝિસ્ટર તર્ક)
Dual gate FET,"દ્વિગેટ ફેટ, ડ્વાઇગેટ એફ. ઇ.ટી."
Dual matching,ડ્યુઅલ મેચિંગ
Dual propagation,દંપતી ટ્રાન્સમિશન
Dual readont connector,ડબલ રીડ કોઓર્ડિનેટર
Dual slope A/D convertor,"ડ્યુઅલ-ડિફરન્સ એનાલોગ, ડિજિટલ કન્વર્ટર"
Dual slope conversion,દ્વિધ્રુવ પરિવર્તન
Dual tracking voltage regulator,ડબલ ફોલો વોલ્ટેજ કંટ્રોલર
Duality,દ્વૈત
Dual-m-line,ડબલ પંક્તિવાળી
Dummy antenna,મૌન એન્ટેના
Duplex transmission,ડુપ્લેક્સ ટ્રાન્સમિશન
Duty cycle,ઉપયોગિતા ગુણોત્તર
Duty cycle modulation,ઉપયોગિતા ગુણોત્તર મોડ્યુલેશન
DV-25 connector,dB-25 કનેક્ટર
Dwell time,રહેઠાણ
Dynamic characteristic,ગતિશીલ લાક્ષણિકતાઓ
Dynamic characteristic,ગતિશીલ લાક્ષણિકતાઓ
Dynamic current,ગતિશીલ પ્રવાહ
Dynamic impedance,ગતિશીલ અવબાધ
Dynamic load line,"ડાયનેમિક લોડ લાઇન, લોડ લાઇન"
Dynamic memory,ગતિશીલ મેમરી
Dynamic memory cell,ચલ મેમરી સેલ
Dynamic memory refresh,ડાયનેમિક મેમરી રિફ્રેશર
Dynamic MOS invertor,ગતિશીલ માઉસ વ્યુત્ક્રમ
Dynamic RAM,ડાયનેમિક રેમ ડાયનેમિક રેમ
Dynamic range,ગતિશીલ શ્રેણી
Dynamic resistance,ગતિશીલ પ્રતિકાર
Dynamic shift register,ડાયનેમિક ડિસ્પ્લેસમેન્ટ રજિસ્ટર
Dynamic testing,ગતિશીલ પરીક્ષણ
"Dynamic video random access memory
 (DVRAM)",ડાયનેમિક વિડિયો રેન્ડમ એક્સેસ મેમરી (DVRAM)
Dynamo,ડાયનેમો
Dynamometer,ડાયનેમોમીટર
Dynatron oscillator,ડિનિટ્રોન ઓસિલેટર
Early effect,"પ્રારંભિક અસર, પ્રારંભિક અસર"
EAROM (electrically alternate ROM),e એક રોમ
Earth,પૃથ્વી જોડાણ
Earth station,ગ્રાઉન્ડ સ્ટેશન
Ebers-Moll-equation,એબર્સ-મૌલ-સમીકરણ
Ebers-Moll-Model,એબર્સ-મૌલ-મોડલ
Echo,પડઘો
Echo suppressor,વિરોધી પડઘો
Eddy current,એડી વર્તમાન
Edge connector,સ્ટ્રાન્ડ કનેક્ટર
Edge detector,કોર ડિટેક્ટર
Edge trigger flip flop,કોર ટ્રિગર ફ્લિપ ફ્લોપ
Edge -triggered latch,કોર ટ્રિગર લેચ
Edison effect,એડિસન અસર
Editor,સંપાદક
Effective area,અસરકારક વિસ્તાર
Effective current,અસરકારક પ્રવાહ
Effective earth radius,અસરકારક જમીન ત્રિજ્યા
Effective height,અસરકારક ઊંચાઈ
Effective length,અસરકારક લંબાઈ
Effective mass,અસરકારક સમૂહ
Effective radiated power,અસરકારક વિકિરણ શક્તિ
Effective voltage,અસરકારક વોલ્ટેજ
Efficiency,કાર્યક્ષમતા
EFP ROM,E.E.P. રોમ
Eiconal equation,આઇકોનલ સમીકરણ
Elastance,વ્યસ્ત ક્ષમતા
E-layer,ઇ-લેયર
Electric current,વીજ પ્રવાહ
Electric field,ઇલેક્ટ્રિક ક્ષેત્ર
Electric field strength,ઇલેક્ટ્રિક ક્ષેત્રની તીવ્રતા
Electric line of force,ઇલેક્ટ્રિક વર્તમાન રેખાઓ
Electric potential,ઇલેક્ટ્રિક સંભવિત
Electric shock,વીજળી
Electric solder,ઇલેક્ટ્રો-સોલ્ડર
Electric wave,ઇલેક્ટ્રિક તરંગ
Electrical length,વિદ્યુત લંબાઈ
Electrical power,વિદ્યુત શક્તિ
Electricity,વીજળી
Electro cardiograph (ECG),ઇસીજી
Electro dynamometer,ઇલેક્ટ્રિક ડાયનેમો મીટર
Electrode,ઇલેક્ટ્રોડ
Electrode current,ઇલેક્ટ્રોડ વર્તમાન
Electroluminescence,ઇલેક્ટ્રોલ્યુમિનેસેન્સ
Electroluminescent display,ઇલેક્ટ્રોલ્યુમિનેસન્ટ ડિસ્પ્લે
Electrolysis,ગેલ્વેનિક અલગતા
Electrolyte,ઇલેક્ટ્રોલાઇટ
Electrolytic capacitor,ઇલેક્ટ્રોલિટીક કેપેસિટર
Electrolytic capacitor,ઇલેક્ટ્રોલિટીક કેપેસિટર
Electromagnet,ઇલેક્ટ્રોમેગ્નેટ
Electromagnetic energy,ઇલેક્ટ્રોમેગ્નેટિક ઊર્જા
Electromagnetic induction,ઇલેક્ટ્રોમેગ્નેટિક ઇન્ડક્શન
Electromagnetic interference (EMI),"ઇલેક્ટ્રોમેગ્નેટિક હસ્તક્ષેપ, EMI"
Electromagnetic spectrum,ઇલેક્ટ્રોમેગ્નેટિક સ્પેક્ટ્રમ
Electromagnetic waves,ઇલેક્ટ્રોમેગ્નેટિક તરંગ
Electromagnetism,ઇલેક્ટ્રોમેગ્નેટિઝમ
Electromechanical filter,ઇલેક્ટ્રો મિકેનિકલ ફિલ્ટર
Electrometer,ઇલેક્ટ્રોમીટર
Electromotive force,ઇલેક્ટ્રોમોટિવ બળ
Electron,ઇલેક્ટ્રોન
Electron beam,ઇલેક્ટ્રોન બીમ
Electron charge,ઇલેક્ટ્રોન ચાર્જ
Electron emission,ઇલેક્ટ્રોન ઉત્સર્જન
Electron flow,ઇલેક્ટ્રોન પ્રવાહ
Electron gas,ઇલેક્ટ્રોન ગેસ
Electron gun,ઇલેક્ટ્રોન ઉપકરણ
Electron hole pair,ઇલેક્ટ્રોન છિદ્ર જોડી
Electron microscope,ઇલેક્ટ્રોન માઇક્રોસ્કોપ
Electron orbit,ઇલેક્ટ્રોન ભ્રમણકક્ષા
Electron shell,ઇલેક્ટ્રોન શેલ
Electron volt,ઇલેક્ટ્રોન વોલ્ટ
Electron wave tube,ઇલેક્ટ્રોન વેવ ટ્યુબ
Electronic charge,ઇલેક્ટ્રોનિક ચાર્જ
Electronic data interchange (EDI),ઇલેક્ટ્રોનિક ડેટા તણાવ
Electronic data processing (EDP),ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
Electronic key,ઇલેક્ટ્રોનિક કી
Electronic mail (E-mail),ઈલેક્ટ્રોનિક મેઈલ (ઈ-મેલ)
Electronic mass,ઇલેક્ટ્રોનિક માસ
Electronic numerical,ઇલેક્ટ્રોનિક આંકડાકીય
Electronic switching,ઇલેક્ટ્રોનિક સ્વિચિંગ
Electronic voltmeter,ઇલેક્ટ્રોનિક વોલ્ટમીટર
Electronically tuned receiver (ETR),ઇલેક્ટ્રોનિક રીતે ટ્યુન કરેલ રીસીવર
Electronics industry association (EIA),ઇલેક્ટ્રોનિક્સ ઉદ્યોગ સંગઠન
Electroplating,ઇલેક્ટ્રોપ્લેટિંગ
Electroscope,ઇલેક્ટ્રોસ્કોપ
Electrostatic deflection,ઇલેક્ટ્રોમેગ્નેટિઝમ
Electrostatic flux,ઇલેક્ટ્રોસ્ટેટિક પ્રવાહ
Electrostatic shield,ઇલેક્ટ્રોસ્ટેટિક પ્રિઝર્વેટિવ
Element,તત્વ
Elevation,અપગ્રેડ
Elevation angle,ઉન્નતિ કોણ
Ellipsodial reflector,લંબગોળ પરાવર્તક
Elliptical filter,લંબગોળ ફિલ્ટર
Elliptical polarisation,લંબગોળ ધ્રુવ
Embedded system,એમ્બેડેડ સિસ્ટમ
EMCDIC code,એબ્સિડિક કોડ
Emitter,ઉત્સર્જક
Emitter bias configuration,ઉત્સર્જક ઓરિએન્ટેશન રૂપરેખાંકન
Emitter bypass capacitor,ઉત્સર્જક બાયપાસ કેપેસિટર
Emitter characteristics,ઉત્સર્જક લાક્ષણિકતાઓ
Emitter coupled amplifier,ઉત્સર્જક જોડી એમ્પ્લીફાયર
Emitter diffusion,ઉત્સર્જક પ્રસરણ
Emitter follower,ઉત્સર્જક પાછળનું
Emitter resister,ઉત્સર્જક રેઝિસ્ટર
Emitter stabilized bias configuration,ઉત્સર્જક સ્થિર ઓરિએન્ટેશન રૂપરેખાંકન
Emitter-base junction,ઉત્સર્જક આધાર જંકશન
Emitter-coupled logic (ECL),"એમિટર કપલ્ડ લોજિક, ECL"
Emulator,યાંત્રિક
Enable,સક્ષમ કરો
Encapsulation,એન્કેપ્સ્યુલેશન
Encoder,કોડીત્રા
Encryption,એન્ક્રિપ્શન
End around carry,પરિપત્ર લાભ
End of conversion (EOC),રૂપાંતર
End of file (EOF),પ્રણાલીગત
End-around shift,ગોળાકાર વિસ્થાપન
End-fire antenna,રેખાંશ એન્ટેના
End-fire arrays,રેખાંશ એરે
Energy,ઊર્જા
Energy band,ઊર્જા પટ્ટી
Energy gap,બેન્ડ ગેપ
Energy level,ઊર્જા સ્તર
Energy level diagram,ઊર્જા સ્તર ડાયાગ્રામ
"Enhanced expanded memory specification
(EEMS)",ઉન્નત વિસ્તૃત માસ સ્પષ્ટીકરણ
Enhanced graphics adapter (EGA),વધારો લેખ રજીસ્ટ્રાર
Enhancement,વૃદ્ધિ
Enhancement type,વૃદ્ધિ પેટર્ન
Enhancement typeMOSFET,ઉન્નત Mosfet
Entropy,એન્ટ્રોપી
Envelope demodulator,પરબિડીયું ડિમોડ્યુલેટર
Environment,પર્યાવરણ
Epitaxial growth,"એપિટાક્સી વૃદ્ધિ, ચડતી વૃદ્ધિ"
Epitaxial layer,"epitracheal સ્તર, ચડતા સ્તર"
Epitaxy,"એપિટાક્સી, ઓવરરાઇડિંગ"
Epoxy-fiber glass laminate,ઇપોક્સી-ફાઇબર ગ્લાસ સ્તર
EPROM,EP-ROM
Epsilon,એપ્સીલોન
Equalisation,સમાનતા
Equalising circuit,સમાનતા સર્કિટ
Equality,સમાનતા
Equalization,સમીકરણ
Equalizer filter,બરાબરી ફિલ્ટર
Equation,સમીકરણ
Equatorial plane,વિષુવવૃત્તીય વિમાન
Equipotential line,આઇસોપોટેન્શિયલ લાઇન
Equipotential surface,ઇક્વિપોટેન્શિયલ પાનું
Equivalent circuit,સમકક્ષ સર્કિટ
Equivalent input noise generator,સમાન ઇનપુટ અવાજ જનરેટર
Equivalent input noise resistance,સમાન ઇનપુટ અવાજ પ્રતિકાર
Equivalent isotropic radiated power (ETRP),સમકક્ષ આઇસોટોપિક વિકિરણ શક્તિ
Erase,કાઢી નાખો
Ergodic process,ઊર્જા પ્રક્રિયા
Error control coding,ભૂલ નિયંત્રણ કોડિંગ
Error correcting code,ભૂલ સુધારણા કોડ
Error detecting code,ભૂલ શોધ કોડ
Error handling,ભૂલ હેન્ડલિંગ
Error rate,ભૂલ દર
Error voltage,ભૂલ વોલ્ટેજ
Error amplifier,ભૂલ એમ્પ્લીફાયર
ESAKI diode,ઇસાકી ડાયોડ
Etching,કોતરણી
Ethernet,ઈથરનેટ
Euler's Theorem,યુલરનું પ્રમેય
Evanescent mode,પરિમાણ ઘટાડવું મોડ
Evaporation process,બાષ્પીભવન પ્રક્રિયા
E-vector,ઇ-વેક્ટર
Even parity,સમાનતા
Exception handling,અપવાદ હેન્ડલિંગ
Excess noise ratio (ENR),વધારાનો અવાજ ગુણોત્તર
Excess-3-code,ટ્રિપલ કોડ
Excitation table,ઉત્તેજના કોષ્ટક
Exclusive-OR-gate,ઇકો XOR ગેટ
Executions software,એક્ઝેક્યુશન સોફ્ટવેર
Executions speed,અમલની ચાલ
Executions time,અમલ સમય
EX-NOR gate (exclusive NOR),વિશિષ્ટ નોર ગેટ
Expander,પ્રસારણકર્તા
Exponential decay,ઘાતાંકીય સડો
Exponential diode,ઘાતાંકીય ડાયોડ
Exponential fourier series,ઘાતાંકીય ફોરિયર શ્રેણી
Exponential function,ઘાતાંકીય કાર્ય
External frequency compensation,બાહ્ય આવર્તન પ્રતિકાર
Extremely high frequency (EHF),ખૂબ ઊંચી આવર્તન
Extremely high tension (EHT),ઉચ્ચ સંભાવના
Extremely low frequency (ELF),ખૂબ જ ટૂંકી આવર્તન
Extrinsic semiconductor,અભેદ્ય સેમિકન્ડક્ટર
F.O. (opening a file),ફાઇલ ખોલો
Fabrication of semiconductor,સેમિકન્ડક્ટર ફેબ્રિકેશન
Fabry-pirot resonator,ફેબ્રી પેરો રેઝોનેટર
Face,પેનલ
Factor,ગુણક
Factorial,ફેક્ટોરિયલ
Fade out,ખામી
Fading,એટેન્યુએશન
Fading,એટેન્યુએશન
FAHY simplex permeability meter,ફાહી એકપક્ષીય અભેદ્યતા માપક
Failure,નિષ્ફળતા
Failure mode,નિષ્ફળ મોડ
Failure rate,નિષ્ફળતા દર
Fair child semiconductors,ફેર ચાઇલ્ડ સેમિકન્ડક્ટર
Fall time,પાનખર સમયગાળો
Falling clock edge,પાટી કેલાડ કોર
Falling edge,પેટ કોર
Fallout,પતન
FALSE,ખોટું
Fan fold paper,ફોલ્ડ કાગળ
Fan-in,ઇનપુટ
Fan-out,મુદ્દા નંબર
Farad,ફરાડ
Faraday effect,ફેરાડે અસર
Faraday rotation,ફેરાડે પરિભ્રમણ
Faraday screen,ફેરાડે સ્ક્રીન
Faraday's constant,ફેરાડે સતત
Faraday's law,ફેરાડેનો કાયદો
Facsimile,પ્રતિકૃતિ
Facsimile receiver,પ્રતિકૃતિ રીસીવર
Facsimile transmitter,પ્રતિકૃતિ કોમ્યુનિકેટર
Facsinite,પ્રતિકૃતિ
Facsinite signal,પ્રતિકૃતિ સંકેત
Fast edge,તીક્ષ્ણ કોર
Fast fourier transform,ઝડપી ફોરિયર ટ્રાન્સફોર્મ
Fast recovery rectifier,વહાણની રસીદ દિનકારી
FAT (file allocation table),ફાઈલ ફાળવણી શેડ્યૂલ
Fatal error,જીવલેણ ભૂલ
Father file,પિતૃ ફાઇલ
Fau-in,ઇનપુટ
Fault,"દોષ, દોષ"
Fault analysis,ખામી વિશ્લેષણ
Fault grading,ફોલ્ટ રેટિંગ
Fault localization,ફોલ્ટ સ્થાનિકીકરણ
Fault localizing bridge,ફોલ્ટ અવકાશી પુલ
Fault node toggle,ફોલ્ટ ફિલ્ટર ટૉગલ
Fault tolerance,પતન સહનશીલતા
Fauo's alogrithm,ફેનોનું અલ્ગોરિધમ
Fau-out,મુદ્દા નંબર
Fau-out tree,અંક નંબર વૃક્ષ
Fax,ફેક્સ
Fc (combining file),ફાઇલ સંયોજન
F-connector,એફ કનેક્ટર
FDM (frequency division multiplexer),ફ્રીક્વન્સી ડિવિઝન મલ્ટિપ્લેક્સર
FEC code,FEC કોડ
Federal communications commission (FCC),ફેડરલ કોમ્યુનિકેશન્સ કમિશન
Feedback loop gain,પુનઃરોકાણ લૂપ ગેઇન
Feebly magnetic material,ક્ષીણ ચુંબકીય પદાર્થ
Feed,ઇનપુટ
Feed back gain,પુનઃરોકાણ ઉપજ
Feed through loss,નિર્વાહ નુકશાન
Feedback,પુનઃરોકાણ
Feedback amplifier,પુનઃરોકાણ એમ્પ્લીફાયર
Feedback amplifier distortion,પુનઃ પરિચય વિકૃતિ
Feedback block diagram,પુનઃરોકાણ બ્લોક ડાયાગ્રામ
Feedback current diagram,પુનઃરોકાણ સ્ટ્રીમ ડાયાગ્રામ
Feedback loop,પુનઃસ્થાપન લૂપ
Feedback oscillator,પુનઃરોકાણ ઓસિલેટર
Feedback racing,પુનઃરોકાણ સ્પર્ધા
Feedback shift-register,રિઇન્વેસ્ટમેન્ટ ડિસ્પ્લેસમેન્ટ રજિસ્ટર
Feedback theory diagram,પુનઃરોકાણ સિદ્ધાંત ડાયાગ્રામ
Feedback voltage diagram,રીઇન્ટ્રોડક્શન વોલ્ટેજ ડાયાગ્રામ
Fermi level,ફર્મી સ્તર
Ferric induction,ફેરિક ઇન્ડક્ટર
Ferrite,ફેરાઇટ
Ferrite antenna,ફેરાઇટ એન્ટેના
Ferrite bealt,ફેરાઇટ નીંદણ
Ferrite circulator,ફેરાઇટ સ્પિનર
Ferrite isolator,ફેરાઇટ વિભાજક
Ferrite line width,ફેરાઇટ લાઇન એક્સ્ટેંશન
Ferrite-core transformer,ફેરાઇટ-કોર ટ્રાન્સફોર્મર
Ferro-chrome tape,ફેરો ક્રોમ ટેપ
Ferromagnetism,ફેરોમેગ્નેટિઝમ
FET,ભાગ્ય
FET (field-effect transistor),ફિલ્ડ ઇફેક્ટ ટ્રાન્ઝિસ્ટર (FET)
FET amplifier,ફેટ બૂસ્ટર
FET complementary symmetry,fret પૂરક સમપ્રમાણતા
FET depletion mode,ચરબી અવક્ષય મોડ
FET dual gate,"ભાગ્ય દ્વૈત દ્વાર, દ્વૈત દ્વાર"
FET enhancement mode,ચરબી વૃદ્ધિ મોડ
FET frequency response,fret આવર્તન પ્રતિભાવ
FET graphical analysis,ચરબી ગ્રાફિક વિશ્લેષણ
FET input protection,ભાવિ રોકાણ સલામતી
FET inverter,ચરબી ઊલટું
FET junction,ભાગ્ય કરાર
FET MOSFET,ચરબી મોસ્ફેટ
FET trans conductance,ચરબી વાહકતા
Fetch time,ઊંઘવાનો સમય
FI (importing a file),ફાઇલ આયાત
Fiber,ફાઇબર
Fiber connector,ફાઇબર કનેક્ટર
Fiber distributed data interface (FDDI),ફાઇબર વિતરિત ડેટા ઇન્ટરફેસ
Fiber glass,ફાઇબર ગ્લાસ
Fiber optic link,ફાઈબર ઓપ્ટિક લિંક
Fiber optics propagation window,ફાઈબર ઓપ્ટિક્સ ટ્રાન્સમિશન વિન્ડો
Fiber photo detector,ફાઇબર લાઇટ ડિટેક્ટર
Fiber splicing,ફાઇબર બંધન
Fibonocci numbers,ફિબોનાકી નંબરો
Fictitious noise generator,વર્ચ્યુઅલ અવાજ જનરેટર
Fidelity of receiver,પ્રાપ્તકર્તાની વફાદારી
Fidelity,બનાવટી
Field aiding,વિસ્તાર સહાયિત
Field effect device,ક્ષેત્ર અસર ઉપકરણ
Field effect switch,ક્ષેત્ર અસર સ્વીચ
Field effect transistor,ક્ષેત્ર અસરકારક ટ્રાન્ઝિસ્ટર
Field emission,ક્ષેત્ર ઉત્સર્જન
Field forward system,લીડ બોડી
Field frequency,ક્ષેત્ર આવર્તન
Field intensity,ક્ષેત્રની તીવ્રતા
Field programmable logic array (FPLA),ફીલ્ડ પ્રોગ્રામ લોજિક એરે
Field test,ક્ષેત્ર પરીક્ષણ
Fields cancelling,ક્ષેત્ર રદબાતલ
FIFO memory,FIFO મેમરી
Figure of merit,કાર્યક્ષમતા સૂચકાંક
File,ફાઇલ
File backup,ફાઇલ ફિલર
File command,ફાઇલ આદેશ
File server,ફાઇલ સર્વર
Film capacitor,સ્તર કેપેસિટર
Film type register,સ્તર રેઝિસ્ટર
Filter,ફિલ્ટર
Filter characteristic,ફિલ્ટર લાક્ષણિકતાઓ
Filter circuit,ફિલ્ટર સર્કિટ
Filter communication data,સંગ્રહ
Filter design,ફિલ્ટર ડિઝાઇન
Filter link,સંચાર ડેટા
Filter method,ફિલ્ટર પદ્ધતિ
Filter reconstruction,ફિલ્ટર પુનઃનિર્માણ
Final assembly,અંતિમ એસેમ્બલીંગ
Finger print,ફિંગર પ્રિન્ટ
Finite impulse response filter,મર્યાદિત આવેગજન્ય રિપોર્ટિંગ ફિલ્ટર
Finite parameters,મર્યાદિત પરિમાણ
Finite state machine,મર્યાદિત રાજ્ય મશીન
Firing angle,ફાયરિંગ એંગલ
Firmware,ફર્મવેર
First data word,પ્રથમ આકૃતિ શબ્દ
First order loop,પ્રથમ ઓર્ડર પ્રેશ
Fisher loop test,ફિશર લૂપ ટેસ્ટ
Fixed,સતત
Fixed attenuator,સ્થિર એટેન્યુએટર
Fixed bias,નિશ્ચિત અભિગમ
Fixed counter,નિશ્ચિત કેલ્ક્યુલેટર
Fixed field,નિશ્ચિત વિસ્તાર
Fixed instruction machine,સોંપણી મશીન
Fixed timer,નિશ્ચિત સમય નિયંત્રક
Flag,ધ્વજ
Flange,ફ્લેંજ
Flap attenuator,ફ્લૅપ એટેન્યુએટર
Flash,ચમક
Flash converter,તેજ કન્વર્ટર
Flashing,ચમક
Flat bed scanning,ફ્લેટ ફ્લોર સ્કેનિંગ
Flat coil,સપાટ કોઇલ
Flat file,ફ્લેટ ફાઇલ
Flat filter,ફ્લેટ ફિલ્ટર
Flat pack,ફ્લેટ પેક
Flat ribbon cable,ફ્લેટ રિબન કેબલ
Flat-topped sampling,ફ્લેટ ટોપ સેમ્પલિંગ
F-layer,F-સ્તર
F-layer ionosphere,F-સ્તર આયનોસ્ફિયર
Fleming,ફ્લેમિંગ
Fleming and Clinton commutator method,ફ્લેમિંગ અને ક્લિન્ટન ડાયવર્જન્સ પદ્ધતિ
Flicker,ફફડાટ
Flicker noise,ફફડાટનો અવાજ
Flicker photometer,ફ્લટર ફોટોમીટર
Flip flop,ફલીપ ફલોપ
Flip flop asynchronous input,ફ્લિપ ફ્લોપ અસુમેળ રોકાણ
Flip flop characteristic,ફ્લિપ ફ્લોપ લાક્ષણિકતાઓ
Flip flop clock signal,ફ્લિપ ફ્લોપ કોલ સિગ્નલ
Flip flop clocked,ફ્લિપ ફ્લોપ સમયરેખા
Flip flop edge-triggered,ફ્લિપ ફ્લોપ કોર-ટ્રિગર
Flip flop J-K triggered,ફ્લિપ ફ્લોપ જેકે ટ્રિગર
Flip flop latch,ફ્લિપ ફ્લોપ લેચ
Flip flop master-slave,ફ્લિપ ફ્લોપ માસ્ટર-સ્લેવ
Flip flop R-S,ફ્લિપ ફ્લોપ RS
Flip flop set reset (SR),ફ્લિપ ફ્લોપ સ્ટાર્ટઅપ રીસ્ટાર્ટ સેટ રીસેટ (SR)
Flip flop synchronous input,ફ્લિપ ફ્લોપ સિંક્રનસ રોકાણ
Float charging,ફ્લોટેશન ચાર્જ
Floating construction,ફ્લોટ રચના
Floating gate,તરતો દરવાજો
Floating input,વિનિમય
Floating load,અનકનેક્ટેડ લોડ
Floating supply,અસંબંધિત સ્ત્રોત
Flood lightening,સંપૂર્ણ રોશની
Floppy,ફ્લોપી
Floppy disk,ફ્લોપી ડિસ્ક
Flow,પ્રવાહ
Flow chart,ફ્લો ચાર્ટ
Flow diagram,ઢાળ રેખાકૃતિ
Flow direction,પ્રવાહની દિશા
Flow line,પ્રવાહ રેખા
Flow meter,ફ્લોમીટર
FLT-U2 filter,FLT U2 ફિલ્ટર
Fluctuation dissipation theorem,બહુવચન સડો પ્રમેય
Fluid friction damping,પ્રવાહી ઘર્ષણ ભીનાશ
Fluid level,પ્રવાહી માળ
Fluorescence effect tube,ફ્લોરોસેન્સ ઇફેક્ટ ટ્યુબ
Fluorescent,ફ્લોરોસન્ટ
Flutter,ફફડાટ
Flux density,પ્રવાહ ઘનતા
Flux gate magnetometer,ફ્લક્સ ડોર મેગ્નેટોમીટર
Flux linkage,પ્રવાહ બંધનકર્તા
Flux meter,"ફ્લક્સ મીટર, ફ્લક્સ મીટર"
Flux soldering,ફ્લક્સ સોલ્ડર
Flyback,કાઉન્ટર ઈજા
Flyback high voltage,પ્રતિક્રિયા ઉચ્ચ વોલ્ટેજ
Flyback transformer,કાઉન્ટરકરન્ટ ટ્રાન્સફોર્મર
Flywheel effect,સંચય અસર
FM digital detector,ફ્રીક્વન્સી મોડ્યુલેશન ડિજિટલ ડિટેક્ટર
FM peak detector,ફ્રીક્વન્સી મોડ્યુલેશન પીક ડિટેક્ટર
FM phase locked loop detector,એન્વેલપ્ડ મોડ્યુલેશન આર્ટ એડેડ લૂપ ડિટેક્ટર
FMVFT (FM voice frequency telegraph),એફએમ વૉઇસ ફ્રીક્વન્સી ટેલિગ્રાફ
Focal,ફોકલ
Focus,ફોકસ
Focus camera,ફોકસ કેમેરા
Focus error amplifier,ફોકસ એરર એમ્પ્લીફાયર
Focus picture tube,ફોકસ પિક્ચર ટ્યુબ
Focus servo,ફોકસ સર્વો
Focussing and tracking coil,ફોકસ અને ફોલો-અપ
Focussing and tracking system,ફોકસ અને ફોલોઅપ બોડી
Foil type guage,ફોઇલ-ટાઇપ ગેજ
Foistbreakdown,પ્રથમ ક્રેક
Fold back voltage limiting,ફોલ્ડ બેક વોલ્ટેજ લિમિટર
Fold over value,સફેદ રેખા મૂલ્ય
Fold back current limiting,વર્તમાન લિમિટરને ફોલ્ડ બેક કરો
Folded architecture,ફોલ્ડ આર્કિટેક્ચર
Folded dipole,ફોલ્ડ દ્વિધ્રુવ
Folded dipole,ફોલ્ડ દ્વિધ્રુવ
Folded element,ફોલ્ડ તત્વ
Follower,પાછળ
Font for display,ફોન્ટ ડિસ્પ્લે
Foot print,ફૂડ પ્રિન્ટ
Forbidden band,નિષેધ બેન્ડ
Forbidden gap energy,પ્રતિબંધિત ઊર્જા અંતર
Forbidden region,પ્રતિબંધિત ઝોન
Force,બળ
Forced commutator,પ્રોપલ્સિવ કન્વર્ટર
Foreign object,વિદેશી પદાર્થ
Form factor,ફોર્મ ફેક્ટર
Form feed,પૃષ્ઠ ભરો
Formal logic,ઔપચારિક તર્ક
Format number,ફોર્મેટ નંબર
Fortran,ફોરટ્રાન
