Bengali,Odiya
সর্পিল বা হেলিক্যালি কয়েলড,ସ୍ପିରାଲ୍ କିମ୍ବା ଅଦୃଶ୍ୟ ଭାବରେ
কয়েলড,କୋଇଲା
কোয়েটস,କିତାଶକ
কোয়েটস ইন্টারপ্রেটাস (প্রত্যাহার),କିତାସ୍ ବାଧା (ପ୍ରତ୍ୟାହାର)
কোলচিসিন,କଲ୍କିକାଇନ୍ |
কোলচিকাম শারদীয়,କଲଚିକମ୍ ଶରତାନେଲ |
ঠান্ডা মাথায়,ଶୀତଳ ରକ୍ତ
ঠান্ডা মরুভূমি,ଥଣ୍ଡା ମରୁଭୂମି
কোল্ড রিসেপ্টর,ଥଣ୍ଡା ରିସେପ୍ଟର |
কোলিওপটারান,Colleoptern
কোলিওপটাইল,କୋଲେଉଟାଇଲ୍ |
কোলিওরহিজা,କୋଲେୋରିଶି
কোলিয়াস,କୋଲସ୍
কোলাজেন,କଲାଗୋଜେନ |
কোলাজেন ফাইবার,କଲଜେନ୍ ଫାଇବର |
কলার,କଲର
জামানত গ্রন্থি,ବନ୍ଧକ ଗ୍ରନ୍ଥି |
টিউবুল সংগ্রহ করা,ଟୁବୁଲ ସଂଗ୍ରହ
সংগ্রহ নালী,ଡକ୍ଟ ସଂଗ୍ରହ
কোলেটোট্রিচাম,ସହଦାୟୀଟୋଟମ୍
কলোব্লাস্ট সেল,କ୍ଲୋବ୍ଲାଷ୍ଟ କକ୍ଷ |
কোলয়েড,କୋଲଏଡ୍ |
কোলয়েডাল,କୋଲଲୋଡାଲ୍ |
কলোকাসিয়া,କୋଲୋସିସିଆ
কোলন,କୋଲନ୍ |
Colon পনিবেশিক ফর্ম,ଉପନିବେଶ ଫର୍ମ |
Colon পনিবেশিক নস্টোক,ଉପନିବେଶ ନେଷ୍ଟ୍ଟୋକ |
উপনিবেশ,ଉପନିବେଶ
কলোনী,କଲୋନୀ
কলস্ট্রাম,କୋଲୋଷ୍ଟ୍ରମ୍
রঙ অন্ধত্ব,ରଙ୍ଗ ଅନ୍ଧତା |
কলাম ক্রোমাটোগ্রাফি,ସ୍ତମ୍ଭ କ୍ରୋମାଟୋଗ୍ରାଫି |
বার্টিনি কলাম,ବର୍ଟିନିଙ୍କ ସ୍ତମ୍ଭ |
কলামার এপিথেলিয়াম,ସ୍ତମ୍ଭର ଏପିଟେଲିୟମ୍ |
চিরুনি প্লেট,କ୍ରୋଜ୍ ପ୍ଲେଟ୍ |
সম্মিলিত প্রতিরোধের ঘাটতি সিন্ড্রোম,ମିଳିତ ପ୍ରତିରୋଧ ଅଭାବ ସିଣ୍ଡ୍ରୋମ |
সম্মিলিত ওজন,ମିଳିତ ଓଜନ |
কম্ব-জেলি,Comparly
দহন,ଜଜ୍
দহন প্রক্রিয়া,ଜବେଷଣ ପ୍ରକ୍ରିୟା |
কমা,କମାଣ୍ଡ୍
কমেন্সালিজম,ପ୍ରଶଂସା
কমিসুরাল জাহাজ,ଆୟୋଗର ବୃତ୍ତି
সাধারণ পূর্বপুরুষ,ସାଧାରଣ ପିତୃପୁରୁଷ |
সাধারণ ক্যারোটিড ধমনী,ସାଧାରଣ କାରୋଟ୍ଡ୍ ଧମନୀ |
সাধারণ ভারতীয় তুষার,ସାଧାରଣ ଇଣ୍ଡିଆନ୍ ଟୋଡ୍ |
সম্প্রদায় বৈচিত্র্য,ସମ୍ପ୍ରଦାୟ ବିବିଧତା |
সম্প্রদায় মিথস্ক্রিয়া,କମ୍ୟୁନିଟି କଥାବାର୍ତ୍ତା |
সংযোগ,ସଙ୍କଳନ
সঙ্গী সেল,ସାଥୀ ସେଲ୍ |
তুলনামূলক অ্যানাটমি,ତୁଳନାତ୍ମକ ଆନାଟୋମି |
তুলনামূলক আকারবিজ্ঞান,ତୁଳନାତ୍ମକ ମୋଫୋଲୋଜି |
সামঞ্জস্যতা,ସୁସଙ୍ଗତତା
সামঞ্জস্যতা,ସୁସଙ୍ଗତତା
ক্ষতিপূরণ পুনর্জন্ম,କ୍ଷତିପୂରଣ ପୁନ en ନିର୍ମାଣ |
সক্ষম সেল,ଦକ୍ଷ କକ୍ଷ
সক্ষম হোস্ট,ଦକ୍ଷ ହୋଷ୍ଟ |
প্রতিযোগিতা,ପ୍ରତିଯୋଗିତା
প্রতিযোগিতামূলক বাধা,ପ୍ରତିଯୋଗୀ ପ୍ରତିବନ୍ଧକ |
প্রতিযোগিতামূলক বাধা,ପ୍ରତିଯୋଗୀ ପ୍ରତିବନ୍ଧକ |
পরিপূরক,ସଂପନ୍ନତା |
পরিপূরক ফিল্টার,ସଂପନ୍ନ ଫିଲ୍ଟର୍ |
পরিপূরক জিন,ସମ୍ପୃକ୍ତ ଜିନ୍
পরিপূরক জুটি,ସଂପାଦନାକାରୀ ଯୋଡି |
সম্পূর্ণ হজম ট্র্যাক্ট,ହଜମାତ୍ମକ ଟ୍ରାକ୍ଟ ସଂପୂର୍ଣ୍ଣ କରନ୍ତୁ |
সম্পূর্ণ লিঙ্কেজ,ସଂପୂର୍ଣ୍ଣ ଲିଙ୍କ୍ |
সম্পূর্ণ জারণ,ଅକ୍ସିଡେସନ୍ ସଂପୂର୍ଣ୍ଣ କରନ୍ତୁ |
জটিল,ଜଟିଳ
জটিল,ଜଟିଳ
জটিল,ଜଟିଳ
জটিল টিস্যু,ଜଟିଳ ଟିସୁ |
সংমিশ্রণ,ମିଶ୍ରିତ
যৌগিক Corymb,ଯ ound ଗିକ କର୍ବେମ୍ |
যৌগিক এপিথেলিয়াম,ଯ ound ଗିକ ଏପିଟେଲିୟମ୍
যৌগিক চোখ,ଯ ound ଗିକ ଆଖି
যৌগিক আম্বেল,ଯ ound ଗିକ ଉମ୍ବେଲ |
বাধ্যতামূলক ক্রিয়া,ବାଧ୍ୟତାମୂଳକ କାର୍ଯ୍ୟ
গণনা জীববিজ্ঞান,ଗଣନାତ୍ମକ ବାୟୋଲୋଜି |
গণিত টমোগ্রাফি,ଗଣନା ସହାୟକତା |
কম্পিউটারের পর্দা,କମ୍ପ୍ୟୁଟର ସ୍କ୍ରିନ୍
ঘন প্রস্রাব,ଏକାଗ୍ର ପରିସ୍ରା
একাগ্রতা,ଏକାଗ୍ରତା
ঘনত্ব গ্রেডিয়েন্ট,ଏକାଗ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
ধারণা,ଧାରଣା
ঘনীভবন,ଘନତ୍ୱ
ঘনীভবন,ଘନତ୍ୱ
কনডেনসেশন ডিকোনডেনসেশন চক্র,ଘନୀଭଣ୍ଡସେସ୍ ଡେନେସେନ୍ସ ଚକ୍ର |
ঘনীভূত অবস্থা,ଘନୀଭୂତ ଅବସ୍ଥା |
কনডেন্সার লেন্স,ଘନ ଲେନ୍ସ |
শর্তসাপেক্ষ,ସର୍ତ୍ତମୂଳକ
শর্তসাপেক্ষ,ସର୍ତ୍ତମୂଳକ
স্নায়ু প্রবণতা চালনা,ସ୍ନାୟୁ ଇମ୍ପୁଲ୍ସର କଣ୍ଡକ୍ସନ୍ |
জল চালনা,ଜଳର କଣ୍ଡକ୍ସନ୍ |
পরিবাহী ইলেক্ট্রোলাইট জেল,ପରିଚାଳନାକାରୀ ଇଲେକ୍ଟ୍ରୋଲିଟ୍ ଜେଲ୍ |
শঙ্কু,କୋଣ
মেনে চলা,ମିଳନ
কনফর্মার,ସମ୍ମିହାସେର
জন্মগত,ଜନ୍ମଗତ
শঙ্কু মূল,କ୍ଷୟକାରୀ ମୂଳ |
শঙ্কু,ତୀବ୍ର
কনিডিয়া,କନଡାଇଡ୍
শঙ্কু,ସହଯୋଗୀ
কনিফেরিয়া,Aifeireea
কনিফেরোপিডিড,କନଫାଇର୍ସେଡାଡା |
সংযুক্ত ভাস্কুলার বান্ডিল,କନଜାଇନ୍ ଭାସ୍କୁଲାର ବଣ୍ଡଲ୍ |
সংযুক্ত,ମିଳିତଡ଼ା କଞ୍ଜୁଜ୍ ହୋଇଛି |
সংমিশ্রণ,ମିଳିତତା
কনজেক্টিভা,କନଜୁନେକ୍ଟିଡା
কনজেক্টিভ টিস্যু,କନଜୁକେକ୍ଟିଭ୍ ଟିସୁ |
যোজক কলা,ସଂଯୋଗକାରୀ ଟିସୁ |
কনেলের পরীক্ষা,କନେଲର ପରୀକ୍ଷଣ |
সংরক্ষণ বনায়ন,ସଂରକ୍ଷଣ ଜଙ୍ଗଲ
রক্ষণশীল জমায়েত,କନସେଲୁଜନାଲ୍ ଟିଲଗ୍ |
স্থিরতা,ସ୍ଥିରତା
উপাদান,ସୃଷ୍ଟିକର୍ତ୍ତା
গঠনমূলক এনজাইম,ସଜ୍ଜିତ ଏନଜାଇମ୍ |
গ্রাহক,ଗ୍ରାହକ
যোগাযোগ বাধা,ପ୍ରତିବନ୍ଧକ ପ୍ରତିବନ୍ଧକ |
সংক্রামক রোগ,ସଂକ୍ରାମକ ରୋଗ
দূষিত,ଦୂଷିତ କରନ୍ତୁ |
দূষণ,ପ୍ରଦୂଷଣ
সমসাময়িক জীববিজ্ঞান,ସମସାମୟିକ ଜୀବବିଜ୍ଞାନ |
মহাদেশ,ମାଳଦ୍ୱୀପ
কনট্যুর লাঙ্গল,କଣ୍ଟୁର ହଳ କରିବା |
চুক্তিবদ্ধতা,ଚୁକ୍ତିଭିତ୍ତିକତା |
সংকোচনের ফাইবার,ଚୁକ୍ତିିକିକରଣ ଫାଇବର |
সংকোচনের প্রোটিন,ଚୁକ୍ତିଭିତ୍ତିକ ପ୍ରୋଟିନ୍ |
সংকোচনের প্রতিক্রিয়া,ଚୁକ୍ତିଭିତ୍ତିକ ପ୍ରତିକ୍ରିୟା |
সংকোচনের শূন্যস্থান,ଚୁକ୍ତିଭିତ୍ତିକ ଶୂନ୍ୟସ୍ଥାନ |
বিপরীতে এজেন্ট,ବିପରୀତ ଏଜେଣ୍ଟ |
বিপরীতে এজেন্ট,ବିପରୀତ ଏଜେଣ୍ଟ |
বিপরীতে এজেন্ট,ବିପରୀତ ଏଜେଣ୍ଟ |
বৈপরীত্য বৈশিষ্ট্য,ପରଠାରୁ ବିପରୀତ ଗୁଣ |
অপকেন্দ্র বল,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |
নিয়ন্ত্রণ ফ্যাক্টর,ନିୟନ୍ତ୍ରଣ କାରକ
নিয়ন্ত্রিত পরীক্ষা,ନିୟନ୍ତ୍ରିତ ପରୀକ୍ଷଣ |
কনস,କନସ୍
কনস আর্টেরিয়াস,କନସ୍ ବ ister ଜ୍ଞାନିକ |
প্রচলিত চাষ,ପାରମ୍ପାରିକ ଟିଲଗେଜ୍ |
রূপান্তরিত,ଗଣିତ
কনভার্জেন্ট,ସମ୍ମିଳିତ
অভিসারী বিবর্তন),କନଭର୍ଡେଣ୍ଟ୍ (ବିବର୍ତ୍ତନ)
কনভলভুলাসেই,Convolvundes
সংশ্লেষিত টিউবুল,କନଭଲେଡ୍ ଟୁବଲ୍ |
সমন্বয়,ସମନ୍ୱୟ
কপোলিমার,Cooplymer
তামা,ତମ୍ବା
কপ্রোলাইট,କପ୍ଲନାଇଟ୍ |
কপ্রোফিলাস,ତମ୍ବାଫିଲସ୍
কপুলেট,ନକଲ କରନ୍ତୁ |
Collution,କୋଣ
Collution,କୋଣ
কপুলেটরি প্যাড,କପିଟୋରୀ ପ୍ୟାଡ୍ |
প্রবাল রিফ সম্প্রদায়,କରାଲ୍ ରିଫ୍ ସମ୍ପ୍ରଦାୟ |
প্রবাল,ପ୍ରବାହ
কর্ডেট,କର୍ଡେଟ୍
প্রধান অঞ্চল,ମୂଳ କ୍ଷେତ୍ର
কোর জোন,ମୂଳ ଜୋନ୍
কোরপ্রেসর,କୋରପ୍ରେସର୍
কোরিফসফাইন,କୋଇନଫୋସଫିନ୍ |
কর্ক,କର୍କ
কর্ক ক্যাম্বিয়াম,କର୍କ କାମ୍ବିୟମ୍ |
কর্ক স্ক্রু,କର୍କ ସ୍କ୍ରୁ |
Corm,କରମ୍
কর্ন বোরার,ମକା ବୋର୍ଡର
কর্নিয়া,କର୍ଣ୍ଣିଆ |
কর্নেজেন সেল,କୋଣେଗେନ୍ କକ୍ଷ
কর্নিয়াল লেন্স,କର୍ଣ୍ଣାଲ୍ ଲେନ୍ସ |
করোলা,କରୋଲଲା
করোনা,କରୋନା |
করোনা অনুপ্রবেশকারী এনজাইম,କରୋନା ଅନୁପ୍ରବେଶକାରୀ ଏନଜାଇମ୍ |
করোনা রেডিয়াটা,କରୋନା ରେଡିଆଟା |
করোনারিয়া,କରୋନାରିଏ କଏ ପିଆଓ
করোনারি ধমনী,କରୋନାରୀ ଧମନୀତା |
করোনারি আর্টারি বাইপাস,କରୋନାରୀ ଧମନୀ ବାଇପାସ୍ |
করোনারি আর্টারি ডিজিজ,କରୋନାରୀ ଧମନୀ ରୋଗ |
করোনারি সালকাস,କରୋନାରୀ ସୁଲସ
কর্পোরা ক্যাভারনোসা (লিঙ্গ),କର୍ପୋରାଥୋସା (ଲିଙ୍ଗର)
কর্পোরা কোয়াড্রিজমিনা,କର୍ପୋରା କ୍ୱାଡ୍ରିଗେମିନା |
কর্পাস,କର୍ପସ
কর্পাস অ্যালবিকানস,କର୍ପସ୍ ଆଲବିକାନ୍ |
কর্পাস ক্যাল্লোসাম,କର୍ପସ୍ କାଲୋସମ୍ |
কর্পাস লিউটিয়াম,କର୍ପସ ଲଟମ୍ |
কর্পাস স্পঞ্জিওসাম,କର୍ପସ ସ୍ପାଙ୍ଗିସମ୍ |
কর্পাস স্ট্রিয়েটাম,କର୍ପସ ଷ୍ଟେରାଟମ୍ |
Corrode,କରୋଡ୍ |
কর্টেক্স,କର୍ଟେକ୍ସ
কর্টিকাল নেফ্রন,କର୍ଟିକାଲ୍ ନେଫ୍ରନ୍ |
কর্টিকোস্টেরন,କର୍ଟିକୋଷ୍ଟେରୋନ |
কর্টিকোট্রফিক,କର୍ଟିକୋଟ୍ରୋଫିକ୍ |
করটিসল,କର୍ଟିସୋଲ |
কর্টিসোন,କର୍ଟିସୋନ
করভাস,କରଭସ୍
Corymb,କରମୁଣ୍ଡ
মহাজাগতিক উত্স,ବ୍ରହ୍ମାଣ୍ଡ ଉତ୍ପତ୍ତି |
মহাজাগতিক রায়,ବ୍ରହ୍ମାଣ୍ଡ କିରଣ |
মহাজাগতিক,Cosmid
কসমোজোয়ান তত্ত্ব,କସମୋଜାନ୍ ସିଦ୍ଧାନ୍ତ |
সুতি বলওয়ার্ম,କପା ବୋଲ୍ କୀଟ |
পরামর্শ,କାଉନସେଲିଂ
কাউন্টার-বর্তমান সিস্টেম,କାଉଣ୍ଟର-ସାମ୍ପ୍ରତିକ ସିଷ୍ଟମ୍ |
কাজিন বিয়ে,ସମ୍ପର୍କୀୟ ବିବାହ
সমযোজী বন্ধন,ସହଯୋଗୀ ବଣ୍ଡ |
আবরণ,ଆବରଣ |
এপিথেলিয়াম covering েকে রাখা,ଏପିଥେଲିୟମ୍ ଆଚ୍ଛାଦନ କରେ |
কাউপারের গ্রন্থি,ଗା cowପର ଗ୍ରନ୍ଥି |
কক্সা,Coxa
কক্সা,Coxa
কক্সাল হাড়,କକ୍ସାଲ୍ ହାଡ |
কক্সাল প্রক্রিয়া,କକ୍ସାଲ୍ ପ୍ରକ୍ରିୟା |
ক্র্যাক,ଫାଟ
ক্র্যাকার ব্লাস্টিং,କ୍ରାକର ବିସ୍ଫୋରଣ |
ক্রেনিয়াল হাড়,କ୍ରାନିଆଲ୍ ହାଡ |
ক্রেনিয়াল মেনিনজেস,କ୍ରାନିଆଲ୍ ମଙ୍ଗଳ |
করোটিসঙ্ক্রান্ত নার্ভ,କ୍ରାନିଆଲ୍ ସ୍ନାୟୁ |
ক্র্যানিওস্যাক্রাল বহির্মুখ,କ୍ରାନୋଇସାକ୍ରାଲ୍ ଆଉଟଫ୍ଲୋ |
ক্রেনিয়াম,କ୍ରାନିଆମ୍
ক্র্যাসুলাসিয়ান অ্যাসিড বিপাক,କ୍ରାସୁଲାସାନ ଏସିଡ୍ ମେଟାବୋଲିଜିମ୍ |
ক্রে মাছ,କ୍ରାସ୍ ମାଛ |
ক্রিয়েটিনিন,କ୍ରିଏଟିନାଇନ୍ |
প্রাণী,ପ୍ରାଣୀ
লতা,କୃଷକ
ক্রেনুলেশন,ରନ୍ୟୁଲେସନ୍
ক্রেনুলেশন,ରନ୍ୟୁଲେସନ୍
ক্রিটেসিয়াস পিরিয়ড,କ୍ରେଟେନସ୍ ଅବଧି
ক্রিটিনিজম,କ୍ରିଟ୍ରାଇଜିମ୍
ক্রি-ডু-চ্যাট সিন্ড্রোম,କ୍ରାଇ-ଚା-ଚାଟ୍ ସିଣ୍ଡ୍ରୋମ୍ |
ক্রিস্টে,କଞ୍ଚା
সমালোচনামূলক লিঙ্ক প্রজাতি,ଜଟିଳ ଲିଙ୍କ୍ ପ୍ରଜାତି |
সমালোচনামূলক প্রক্রিয়া,ଗୁରୁତର ପ୍ରକ୍ରିୟା |
সমালোচনামূলকভাবে বিপন্ন প্রজাতি,ସମାଲୋଚିତ ପ୍ରଜାତିର ପ୍ରଜାତି |
ফসল,ଫସଲ
ক্রপ ইঞ্জিনিয়ারিং,କ୍ରପ୍ ଇଞ୍ଜିନିୟରିଂ
ক্রপল্যান্ড,କ୍ରପରଲ୍ୟାଣ୍ଡ
ক্রস,କ୍ରସ୍
ক্রস ব্রিডিং,କ୍ରସ୍ ପ୍ରଜନନ
ক্রস ব্রিজ,କ୍ରସ୍-ବ୍ରିଜ୍ |
ক্রস লিঙ্ক,କ୍ରୁଡ୍ ଲିଙ୍କ୍ |
ক্রস পরাগায়িত,ପାରଦର୍ଶୀ |
ক্রস পরাগায়ন,କ୍ରସ୍ ପ୍ରଦେଶ
অতিক্রম করা,ଅତିକ୍ରମ କରିବା
ক্রোটালারিয়া,ଭେରାଲିଆ
ক্রোটন,କ୍ରଟନ୍
ক্রাউন গ্যাল টিউমার,ମୁକୁଟ ଗଲ୍ ଟ୍ୟୁମର୍ |
ক্রাউন গ্রাফটিং,ମୁକୁଟ ଗ୍ରଫ୍ଟିଂ
ক্রুশফর্ম,କ୍ରୁସିଫର୍ମ
অশোধিত জন্ম হার,ଅଶୋଧିତ ଜନ୍ମ ହାର
অপরিশোধিত মৃত্যুর হার,ଅଶୋଧିତ ମୃତ୍ୟୁ ହାର
ক্রাস্টাসিয়ান,स्CACANN
ক্রাই আইয়া গ,କାନ୍ଦ ia c
কান্না আইআইএ খ,କାନ୍ଦ iia b
ক্রিওপ্রিজারেশন,କଷ୍ଟଦାୟକ |
ক্রিওসার্জারি,କ୍ରିସେଫୋରୀ
ক্রিপ্টিক,କ୍ରିପ୍ଟିକ୍
ক্রিপ্টিক চেহারা,କ୍ରିପ୍ଟିକ୍ ରୂପ
ক্রিপ্টিক রঙ,କ୍ରିପ୍ଟିକ୍ ରଙ୍ଗ |
ক্রিপ্টালি - রঙিন,କ୍ରିପ୍ଟିକାଲ୍ - ରଙ୍ଗୀନ |
ক্রিপ্টোগামা,କ୍ରିପ୍ଟୋଗାମା
ক্রিপ্টোগামিয়া,କ୍ରିପ୍ଟୋଗାମିଆ
লাইবারকুহনের ক্রিপ্টস,ଲିବର୍ବୁନ୍ର କ୍ରିପ୍ଟ |
স্ফটিক,ସ୍ଫଟିକ୍
স্ফটিক,ସ୍ଫଟିକ୍
স্টেনোফোরানস,CteNofornans
স্টেনোফোর,CteNofore
স্টেনোপ্লানা,CteNola
কোকিল,କୁକୁଡ଼ା
শসা,କାକୁଡି
কুকুর্বিট,କ୍ୟୁବର୍ବିଟ୍ |
কুকবিতা,କାକୁରୁବିଜା |
কাল্ম,କୁଲମ୍
চাষকারী,ଚାଷ ଜ
চাষ করা ফসল,ଚାଷ ହୋଇଥିବା ଫସଲ |
চাষ করা উদ্ভিদ,ଚାଷ ହୋଇଥିବା ଉଦ୍ଭିଦ |
সাংস্কৃতিক বা ত্বরান্বিত ইউট্রোফিকেশন,ସାଂସ୍କୃତିକ କିମ୍ବା ତ୍ୱରିତ ଏଟ୍ରୋଫିକେସନ୍ |
সংস্কৃতি,ସଂସ୍କୃତି
কামুলাস ওফোরাস,କୁମୁଲସ୍ ଓହରସ୍ |
কাপ্রেসাস টোরুলোসা,କପାସସ୍ ଟ୍ରୁଲୋସା |
কাপুলা,କପୁଲା |
কাপুল,Cupule
কার্কুমিন,କର୍କୁମିନ୍
কার্সোরিয়াল,କର୍ସନରିଆଲ୍
কার্ভেমব্রাই,କର୍ଭଭ୍ରିଆ
কার্ভেমব্রায়োনিক,କର୍ଭଭ୍ରୋନିକ୍ |
কুসুটা,କୁସକଟା
Cuspetate,ଖୁସୀ
কিউটিকাল,କୁମଲେ
কাটা,କାଟିବା
কাটা,କାଟିବା
ক্যাটলফিশ,କଟିଯାଆନ୍ତି |
সায়ানোব্যাকটিরিয়া,ସିଆନୋବ୍ୟାକ୍ଟେରିଆ |
সায়ানোব্যাক্টেরিয়াম,ସାନଓବାକାକ୍ଟରିୟମ୍ |
সায়ানোোকোবালামিন (বি 12),ସାୟାନାକୋବ୍ଲାମିନ୍ (B12)
সায়ানোফাইসিয়ান গ্রানুল,ସିଆନୋଫେସିସନ୍ତ ଗ୍ରାନୁଲ୍ |
সাইথিয়াম,ସାଇଥିଂ
সাইক্যাড,ସାଇକ୍ୟାଡ୍
সাইক্যাডেসি,ସାଇକ୍ଲାକ୍ସିୟା |
সাইক্যাডোপিডিডা,ସାଇକାଡପିଏଡା
চক্রীয় গ্যানোসিন মনোফসফেট,ସାଇକ୍ଲିଫିକ୍ ଗୁଆନୋସିନ୍ ମୋନୋଫୋସଫେଟ୍ |
চক্রীয় ফটোফোসফোরিলেশন,ସାଇକ୍ଲିକ୍ ଫଟୋଗଫୋସ୍ଫ୍ରେସନ୍ |
ঘূর্ণিঝড় বিভাজক,ସାଇକ୍ଲୋନିକ୍ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
সাইক্লোপস,ସାଇକ୍ଲୋପ୍ |
সাইক্লোস্পোরিন ক,ସାଇକ୍ଲୋସ୍ପୋରିନ୍ a
সাইক্লোস্টোমাটা,ସାଇକ୍ଲୋସୋମାଟା |
সাইকাস,ସଚୁମସ୍
সাইমোজ,ସେମୋଏସ୍
সাইমোজ টাইপ,ସେମୋଏସ୍ ପ୍ରକାର |
সাইপ্রেস,ସାଇପ୍ରସ
সিপসেলা,ସାଇ ସାଇସଲା
সিস্টাইন,Cysteine
সিস্টিক ফাইব্রোসিস,ସିଷ୍ଟିକ୍ ଫାଇବ୍ରୋସାଇସିସ୍ |
সাইটোকাইনেসিস,ସାଇଟୋୋକାଇନ୍ସିସ୍
সাইটোক্রোম,ସାଇଟୋଚ୍ରୋମ୍ |
সাইটোকাইন বাধা,ସାଇଟୋକାଇନ୍ ପ୍ରତିବନ୍ଧକ |
সাইটোকিনিন,ସାଇଟୋକିନିନ୍ |
সাইটোলজি,ସାଇଟୋଲୋଜି
সাইটটন,ସାଇଟନ୍ |
সাইটোপ্লাজম,ସାଇଟୋପ୍ଲାଜମ୍
সাইটোপ্লাজমিক সেতু,ସାଇଟୋପ୍ଲାଜେମିକ୍ ବ୍ରିଜ୍ |
সাইটোপ্লাজমিক গ্লোবুল,ସାଇଟୋପ୍ଲାଜିକ୍ ଗ୍ଲୋଲ୍ |
সাইটোসিন,ସାଇଟୋସିନ୍ |
সাইটোস্কেলটন,ସାଇଟୋସ୍କେଲଟନ୍ |
সাইটোসোল,ସାଇଟୋସଲୋଲ୍ |
সাইটোটাক্সোনমি,Cytotaxonomy
পানিশূন্যতা,ଡିହାଇଡିଂ
দুগ্ধ প্রযুক্তি,ଦୁଗ୍ଧ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ড্যাফনালেস,ଦୀନଚୀମାନେ
ড্যাফনিয়া,ଡଫନିଆ
গা dark ় পিছনের জমি,ଅନ୍ଧାର ପଛ ଗ୍ରାଉଣ୍ଡ |
গা dark ় ক্ষেত্রের মাইক্রোস্কোপি,ଗା dark ଼ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପି |
অন্ধকার প্রতিক্রিয়া,ଅନ୍ଧାର ପ୍ରତିକ୍ରିୟା
ডারউইনবাদ,Darwinism
ডারউইনের ফিঞ্চ,ଡାରୱିନ୍ଙ୍କ ଫିଞ୍ଚ |
ডেটা ঘাটতি,ଡାଟା ଅଭାବ |
খেজুর গাছ,ତାରିଖ ଖଜୁରୀ
দাতুরা স্ট্র্যামোনিয়াম,ଡାଟୁରା ଷ୍ଟେଗୋନିୟମ୍ |
কন্যা সেল,Daughter ିଅ ସେଲ୍
দিন নিরপেক্ষ উদ্ভিদ,ଦିନ ନିରପେକ୍ଷ ଉଦ୍ଭିଦ |
দিনের দৈর্ঘ্য,ଦିନ-ଲମ୍ବ |
অবনতি,ଡିଗ୍ରୋ
মৃত অঙ্কুর,ମୃତ ଶୁଟ୍
বধিরতা,ବଧିରତା
ডেকামার,ନିର୍କରଣ
ক্ষয়িষ্ণু জৈব পদার্থ,ଜ organic ବ ପଦାର୍ଥ କ୍ଷୟକ୍ଷତି |
ডেসিবেল,ଲିବିଲ୍
ডেসিডুয়া বেসালিস,ଡାଏଡ୍ଆ ବର୍ଥାଲିସ୍ |
ডেসিডুয়া ক্যাপসুলারিস,ଡେକ୍ସିଡୁଆ କ୍ୟାପସୁଲାରାଇସ୍ |
ডেসিডুয়া,ଡିବିଡୁଆଆ |
পাতলা,ନିର୍ଣ୍ଣୟ
পচে,କ୍ଷୟ କରିବା |
ডেকম্পোজার,ନିର୍ବୋଧ
ডিট্রিটাস পচন,ଡିଟପ୍ଲାଇସ୍ ଡେଟ୍ରିଟସ୍ |
পচন হার,କ୍ଷୟ ହାର
ডিকাম্বেন্ট,ପଚାରିକ |
ডেডিফারেন্টিয়েটেড সেল,ଡିସିଫେରେଣ୍ଟିତ କକ୍ଷ |
গভীর মহাসাগর পরিখা,ଗଭୀର ସମୁଦ୍ର ଖାଲ |
গভীর জলের দেহ,ଗଭୀର ଜଳ ଶରୀର
ডিফিব্রিলেশন,ନିବେଦନଗ୍ରସ୍ତ |
ডিফিব্রিলিটর,ଡିଫିବ୍ରିଲେଟର |
স্বল্পতা,ଅଭାବ |
ডিফ্লেশন,ପରିପେତ
ডিফ্লেশন ওয়েভ,ଡିଫଲେସନ୍ ତରଙ୍ଗ |
বন নিধন,ଜଙ୍ଗଲ |
কোডনের অবক্ষয়,କୋଡନର ଅପହରଣ |
অবক্ষয়,ଅବନତି
ডিগ্রি কোড,ଅବନତି କୋଡ୍ |
অবক্ষয়,ଅବଶ୍ୟ ନିରନ୍ତର
ডিজেনারেটিভ জয়েন্ট,Deegenerterative ଗଣ୍ଠି |
তৃণভূমির অবক্ষয়,ତୃଣଭୂମିର ଅବନତି |
অবনতি,ଡିଗ୍ରୋ
ডিহিসেন্ট ফল,ଡିଫିସେଣ୍ଟ୍ ଫଳ |
পানিশূন্যতা,ଡିହାଇଡିଂ
ডিহাইড্রো-এপিয়ানড্রোস্টেরন,ଡିହାଇଡେରୋ-ଏପିଆନ୍ରୋଷ୍ଟ୍ରୋନ୍ |
ডিহাইড্রোজেনেস,ଦେହଡ୍ରୋଜେନେଜ୍ |
মুছে ফেলা,ବିଲୋପାଘ
ঝিল্লি সীমিত করা,ମେମ୍ବ୍ରେନ୍ ସୀମିତ |
চিত্রিত করা,ପ୍ରବର୍ତ୍ତାଇବା
ডেলফিনাস,ଡେଲଫିନସ୍
ডেমারসাল ফিশ,ଡେମର୍ସାଲ୍ ମାଛ |
ডেমোগ্রাফিক ট্রানজিশন,ଜନସଂଖ୍ୟା ସଂକ୍ରମଣ |
অবনতি,ନିନ୍ଦା
