Malayalam,English
തെറ്റ് വിശകലനം,Fault analysis
തെറ്റ് റേറ്റിംഗ്,Fault grading
തെറ്റായ പ്രാദേശികവൽക്കരണം,Fault localization
പ്രാദേശിക പാലത്തിന്റെ തകരാർ,Fault localizing bridge
തെറ്റായ ഫിൽട്ടർ ടോഗിൾ ചെയ്യുക,Fault node toggle
വീഴ്ച സഹിഷ്ണുത,Fault tolerance
ഫാനോയുടെ അൽഗോരിതം,Fauo's alogrithm
ഇഷ്യൂ നമ്പർ,Fau-out
ഇഷ്യൂ നമ്പർ ട്രീ,Fau-out tree
ഫാക്സ്,Fax
ഫയൽ കോമ്പിനേഷൻ,Fc (combining file)
എഫ് കണക്റ്റർ,F-connector
ഫ്രീക്വൻസി ഡിവിഷൻ മൾട്ടിപ്ലക്സർ,FDM (frequency division multiplexer)
FEC കോഡ്,FEC code
ഫെഡറൽ കമ്മ്യൂണിക്കേഷൻസ് കമ്മീഷൻ,Federal communications commission (FCC)
പുനർനിക്ഷേപ ലൂപ്പ് നേട്ടം,Feedback loop gain
ക്ഷയിച്ച കാന്തിക പദാർത്ഥം,Feebly magnetic material
ഇൻപുട്ട്,Feed
പുനർനിക്ഷേപ വിളവ്,Feed back gain
ഉപജീവന നഷ്ടം,Feed through loss
പുനർനിക്ഷേപം,Feedback
പുനർനിക്ഷേപ ആംപ്ലിഫയർ,Feedback amplifier
പുനരവതരണം വക്രീകരണം,Feedback amplifier distortion
റീഇൻവെസ്റ്റ്മെന്റ് ബ്ലോക്ക് ഡയഗ്രം,Feedback block diagram
പുനർനിക്ഷേപ സ്ട്രീം ഡയഗ്രം,Feedback current diagram
പുനഃസ്ഥാപിക്കൽ ലൂപ്പ്,Feedback loop
പുനർനിക്ഷേപ ഓസിലേറ്റർ,Feedback oscillator
പുനർനിക്ഷേപ ഓട്ടം,Feedback racing
റീഇൻവെസ്റ്റ്മെന്റ് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ,Feedback shift-register
പുനർനിക്ഷേപ തത്വ ഡയഗ്രം,Feedback theory diagram
വീണ്ടും പരിചയപ്പെടുത്തൽ വോൾട്ടേജ് ഡയഗ്രം,Feedback voltage diagram
ഫെർമി ലെവൽ,Fermi level
ഫെറിക് ഇൻഡക്റ്റർ,Ferric induction
ഫെറൈറ്റ്,Ferrite
ഫെറൈറ്റ് ആന്റിന,Ferrite antenna
ഫെറൈറ്റ് കള,Ferrite bealt
ഫെറൈറ്റ് സ്പിന്നർ,Ferrite circulator
ഫെറൈറ്റ് സെപ്പറേറ്റർ,Ferrite isolator
ഫെറൈറ്റ് ലൈൻ വിപുലീകരണം,Ferrite line width
ഫെറൈറ്റ്-കോർ ട്രാൻസ്ഫോർമർ,Ferrite-core transformer
ഫെറോ ക്രോം ടേപ്പ്,Ferro-chrome tape
ഫെറോകാന്തികത,Ferromagnetism
വിധി,FET
ഫീൽഡ് ഇഫക്റ്റ് ട്രാൻസിസ്റ്റർ (FET),FET (field-effect transistor)
കൊഴുപ്പ് ബൂസ്റ്റർ,FET amplifier
fret complement symmetry,FET complementary symmetry
കൊഴുപ്പ് കുറയ്ക്കൽ മോഡ്,FET depletion mode
"വിധി ദ്വൈത കവാടം, ദ്വിത്വ ഗേറ്റ്",FET dual gate
കൊഴുപ്പ് വളർച്ച മോഡ്,FET enhancement mode
fret ഫ്രീക്വൻസി പ്രതികരണം,FET frequency response
കൊഴുപ്പ് ഗ്രാഫിക് വിശകലനം,FET graphical analysis
ഫേറ്റ് ഇൻവെസ്റ്റ്‌മെന്റ് സേഫ്റ്റി,FET input protection
കൊഴുപ്പ് വിപരീതം,FET inverter
വിധി ഉടമ്പടി,FET junction
കൊഴുപ്പ് മോസ്ഫെറ്റ്,FET MOSFET
കൊഴുപ്പ് ചാലകത,FET trans conductance
ഉറക്കം സമയം,Fetch time
ഫയൽ ഇറക്കുമതി,FI (importing a file)
നാര്,Fiber
ഫൈബർ കണക്റ്റർ,Fiber connector
ഫൈബർ വിതരണം ചെയ്ത ഡാറ്റാ ഇന്റർഫേസ്,Fiber distributed data interface (FDDI)
ഫൈബർ ഗ്ലാസ്,Fiber glass
ഫൈബർ ഒപ്റ്റിക് ലിങ്ക്,Fiber optic link
ഫൈബർ ഒപ്റ്റിക്സ് ട്രാൻസ്മിഷൻ വിൻഡോ,Fiber optics propagation window
ഫൈബർ ലൈറ്റ് ഡിറ്റക്ടർ,Fiber photo detector
ഫൈബർ ബോണ്ടിംഗ്,Fiber splicing
ഫിബൊനാച്ചി നമ്പറുകൾ,Fibonocci numbers
വെർച്വൽ നോയ്സ് ജനറേറ്റർ,Fictitious noise generator
സ്വീകർത്താവിന്റെ വിശ്വസ്തത,Fidelity of receiver
വ്യാജം,Fidelity
ഏരിയ എയ്ഡഡ്,Field aiding
ഫീൽഡ് ഇഫക്റ്റ് ഉപകരണം,Field effect device
ഫീൽഡ് ഇഫക്റ്റ് സ്വിച്ച്,Field effect switch
ഫീൽഡ് ഫലപ്രദമായ ട്രാൻസിസ്റ്റർ,Field effect transistor
ഫീൽഡ് എമിഷൻ,Field emission
ഈയം ശരീരം,Field forward system
ഫീൽഡ് ഫ്രീക്വൻസി,Field frequency
ഫീൽഡ് തീവ്രത,Field intensity
ഫീൽഡ് പ്രോഗ്രാം ലോജിക് അറേ,Field programmable logic array (FPLA)
ഫീൽഡ് ടെസ്റ്റ്,Field test
ഫീൽഡ് റദ്ദാക്കൽ,Fields cancelling
FIFO മെമ്മറി,FIFO memory
കാര്യക്ഷമത സൂചിക,Figure of merit
ഫയൽ,File
ഫയൽ ഫില്ലർ,File backup
ഫയൽ കമാൻഡ്,File command
ഫയൽ സെർവർ,File server
പാളി കപ്പാസിറ്റർ,Film capacitor
പാളി റെസിസ്റ്റർ,Film type register
ഫിൽട്ടർ,Filter
ഫിൽട്ടർ സവിശേഷതകൾ,Filter characteristic
ഫിൽട്ടർ സർക്യൂട്ട്,Filter circuit
സമാഹാരം,Filter communication data
ഫിൽട്ടർ ഡിസൈൻ,Filter design
ആശയവിനിമയ ഡാറ്റ,Filter link
ഫിൽട്ടർ രീതി,Filter method
ഫിൽട്ടർ പുനർനിർമ്മാണം,Filter reconstruction
അന്തിമ അസംബ്ലിംഗ്,Final assembly
വിരലടയാളം,Finger print
പരിമിതമായ ആവേശകരമായ റിപ്പോർട്ടിംഗ് ഫിൽട്ടർ,Finite impulse response filter
പരിമിത പരാമീറ്റർ,Finite parameters
പരിമിത സംസ്ഥാന യന്ത്രം,Finite state machine
ഫയറിംഗ് ആംഗിൾ,Firing angle
ഫേംവെയർ,Firmware
ആദ്യത്തെ കണക്ക് വാക്ക്,First data word
ആദ്യ ഓർഡർ പ്രാഷ്,First order loop
ഫിഷർ ലൂപ്പ് ടെസ്റ്റ്,Fisher loop test
സ്ഥിരമായ,Fixed
നിശ്ചിത അറ്റൻവേറ്റർ,Fixed attenuator
നിശ്ചിത ഓറിയന്റേഷൻ,Fixed bias
നിശ്ചിത കാൽക്കുലേറ്റർ,Fixed counter
നിശ്ചിത പ്രദേശം,Fixed field
അസൈൻമെന്റ് മെഷീൻ,Fixed instruction machine
നിശ്ചിത സമയ കൺട്രോളർ,Fixed timer
പതാക,Flag
ഫ്ലേഞ്ച്,Flange
ഫ്ലാപ്പ് അറ്റൻവേറ്റർ,Flap attenuator
തിളക്കം,Flash
തെളിച്ചം കൺവെർട്ടർ,Flash converter
തിളക്കം,Flashing
ഫ്ലാറ്റ് ഫ്ലോർ സ്കാനിംഗ്,Flat bed scanning
ഫ്ലാറ്റ് കോയിൽ,Flat coil
ഫ്ലാറ്റ് ഫയൽ,Flat file
ഫ്ലാറ്റ് ഫിൽട്ടർ,Flat filter
ഫ്ലാറ്റ് പായ്ക്ക്,Flat pack
ഫ്ലാറ്റ് റിബൺ കേബിൾ,Flat ribbon cable
ഫ്ലാറ്റ് ടോപ്പ് സാമ്പിൾ,Flat-topped sampling
എഫ്-ലെയർ,F-layer
എഫ്-പാളി അയണോസ്ഫിയർ,F-layer ionosphere
ഫ്ലെമിംഗ്,Fleming
ഫ്ലെമിംഗും ക്ലിന്റൺ വ്യതിചലന രീതിയും,Fleming and Clinton commutator method
ഫ്ലട്ടർ,Flicker
ഫ്ലട്ടർ ശബ്ദം,Flicker noise
ഫ്ലട്ടർ ഫോട്ടോമീറ്റർ,Flicker photometer
ഫ്ലിപ്പ് ഫ്ലോപ്പ്,Flip flop
ഫ്ലിപ്പ് ഫ്ലോപ്പ് അസിൻക്രണസ് നിക്ഷേപം,Flip flop asynchronous input
ഫ്ലിപ്പ് ഫ്ലോപ്പ് സ്വഭാവസവിശേഷതകൾ,Flip flop characteristic
ഫ്ലിപ്പ് ഫ്ലോപ്പ് കോൾ സിഗ്നൽ,Flip flop clock signal
ഫ്ലിപ്പ് ഫ്ലോപ്പ് ടൈംലൈൻ,Flip flop clocked
ഫ്ലിപ്പ് ഫ്ലോപ്പ് കോർ-ട്രിഗർ ചെയ്തു,Flip flop edge-triggered
ഫ്ലിപ്പ് ഫ്ലോപ്പ് jK ട്രിഗർ,Flip flop J-K triggered
ഫ്ലിപ്പ് ഫ്ലോപ്പ് ലാച്ച്,Flip flop latch
ഫ്ലിപ്പ് ഫ്ലോപ്പ് മാസ്റ്റർ-സ്ലേവ്,Flip flop master-slave
ഫ്ലിപ്പ് ഫ്ലോപ്പ് RS,Flip flop R-S
ഫ്ലിപ്പ് ഫ്ലോപ്പ് സ്റ്റാർട്ടപ്പ് റീസ്റ്റാർട്ട് സെറ്റ് റീസെറ്റ് (SR),Flip flop set reset (SR)
ഫ്ലിപ്പ് ഫ്ലോപ്പ് സിൻക്രണസ് നിക്ഷേപം,Flip flop synchronous input
ഫ്ലോട്ടേഷൻ ചാർജ്,Float charging
ഫ്ലോട്ട് രൂപീകരണം,Floating construction
ഫ്ലോട്ടിംഗ് ഗേറ്റ്,Floating gate
വിഭജനം,Floating input
ബന്ധമില്ലാത്ത ലോഡ്,Floating load
ബന്ധമില്ലാത്ത ഉറവിടം,Floating supply
പൂർണ്ണ പ്രകാശം,Flood lightening
ഫ്ലോപ്പി,Floppy
ഫ്ലോപ്പി ഡിസ്ക്,Floppy disk
ഒഴുക്ക്,Flow
ഫ്ലോ ചാർട്ട്,Flow chart
ഗ്രേഡിയന്റ് ഡയഗ്രം,Flow diagram
ഒഴുക്ക് ദിശ,Flow direction
ഒഴുക്ക് ലൈൻ,Flow line
ഫ്ലോമീറ്റർ,Flow meter
FLT U2 ഫിൽട്ടർ,FLT-U2 filter
ബഹുവചന ശോഷണ സിദ്ധാന്തം,Fluctuation dissipation theorem
ദ്രാവക ഘർഷണം damping,Fluid friction damping
ദ്രാവക തറ,Fluid level
ഫ്ലൂറസെൻസ് ഇഫക്റ്റ് ട്യൂബ്,Fluorescence effect tube
ഫ്ലൂറസെന്റ്,Fluorescent
ഫ്ലട്ടർ,Flutter
ഫ്ലക്സ് സാന്ദ്രത,Flux density
ഫ്ലക്സ് വാതിൽ മാഗ്നെറ്റോമീറ്റർ,Flux gate magnetometer
ഫ്ലക്സ് ബൈൻഡിംഗ്,Flux linkage
"ഫ്ലക്സ് മീറ്റർ, ഫ്ലക്സ് മീറ്റർ",Flux meter
ഫ്ലക്സ് സോൾഡർ,Flux soldering
കൌണ്ടർ പരിക്ക്,Flyback
പ്രതിപ്രവർത്തനം ഉയർന്ന വോൾട്ടേജ്,Flyback high voltage
എതിർ കറന്റ് ട്രാൻസ്ഫോർമർ,Flyback transformer
സഞ്ചിത പ്രഭാവം,Flywheel effect
ഫ്രീക്വൻസി മോഡുലേഷൻ ഡിജിറ്റൽ ഡിറ്റക്ടർ,FM digital detector
ഫ്രീക്വൻസി മോഡുലേഷൻ പീക്ക് ഡിറ്റക്ടർ,FM peak detector
പൊതിഞ്ഞ മോഡുലേഷൻ ആർട്ട് ചേർത്ത ലൂപ്പ് ഡിറ്റക്ടർ,FM phase locked loop detector
എഫ്.എം വോയ്സ് ഫ്രീക്വൻസി ടെലിഗ്രാഫ്,FMVFT (FM voice frequency telegraph)
ഫോക്കൽ,Focal
ശ്രദ്ധ കേന്ദ്രീകരിക്കുക,Focus
ഫോക്കസ് ക്യാമറ,Focus camera
ഫോക്കസ് പിശക് ആംപ്ലിഫയർ,Focus error amplifier
ഫോക്കസ് പിക്ചർ ട്യൂബ്,Focus picture tube
ഫോക്കസ് സെർവോ,Focus servo
ഫോക്കസും ഫോളോ-അപ്പും,Focussing and tracking coil
ഫോക്കസ് ചെയ്ത് ഫോളോ അപ്പ് ബോഡി,Focussing and tracking system
ഫോയിൽ-ടൈപ്പ് ഗേജ്,Foil type guage
ആദ്യത്തെ വിള്ളൽ,Foistbreakdown
ഫോൾഡ് ബാക്ക് വോൾട്ടേജ് ലിമിറ്റർ,Fold back voltage limiting
വെളുത്ത വര മൂല്യം,Fold over value
കറന്റ് ലിമിറ്റർ മടക്കിക്കളയുക,Fold back current limiting
മടക്കിയ വാസ്തുവിദ്യ,Folded architecture
മടക്കിയ ദ്വിധ്രുവം,Folded dipole
ദ്വിധ്രുവം മടക്കുക,Folded dipole
മടക്കിയ ഘടകം,Folded element
പിന്നിലായി,Follower
ഫോണ്ട് ഡിസ്പ്ലേ,Font for display
ഭക്ഷണം പ്രിന്റ്,Foot print
ടാബൂ ബാൻഡ്,Forbidden band
വിലക്കപ്പെട്ട ഊർജ്ജ വിടവ്,Forbidden gap energy
തടയപ്പെട്ട മേഖല,Forbidden region
ശക്തിയാണ്,Force
പ്രൊപ്പൽസീവ് കൺവെർട്ടർ,Forced commutator
വിദേശ വസ്തു,Foreign object
ഫോം ഘടകം,Form factor
പേജ് പൂരിപ്പിക്കുക,Form feed
ഔപചാരിക യുക്തി,Formal logic
ഫോർമാറ്റ് നമ്പർ,Format number
ഫോർട്രാൻ,Fortran
ആകസ്മികമായ രൂപഭേദം,Fortuitous distortion
മുന്നോട്ടുള്ള പക്ഷപാതം,Forward bias
മുന്നോട്ടുള്ള പക്ഷപാതം,Forward bias
ഫോർവേഡ് ബയസ് ജോയിന്റ്,Forward biased junction
മുന്നോട്ട് തടയുന്ന അവസ്ഥ,Forward blocking state
ഫോർവേഡ് ബ്രേക്ക് വോൾട്ടേജ്,Forward breakdown voltage
മുന്നോട്ട് പിശക് തിരുത്തൽ,Forward error correction
ഫ്രണ്ട് ലൂപ്പ് നേട്ടം,Forward loop gain
ഫ്രണ്ട് റോഡ് നേട്ടം,Forward path gain
ഫോർവേഡ് പോളാരിറ്റി,Forward polarity
മുന്നോട്ട് ചാലകത,Forward trans conductance
ഫോർവേഡ് ട്രാൻസിറ്റ് സമയം,Forward transist time
ഫോസ്റ്റർ സില്ലി വിവേകർ,Foster-Seely discriminator
ക്വാഡ്രപ്പിൾ എൻകോഡിംഗ്,Four bit coding
ചതുർഭുജം,Four inputs
ക്വാഡ്രേച്ചർ ഡിജിറ്റൽ ട്രാൻസ്മിഷൻ,Four state digital transmission
ചതുർഭുജ ശൃംഖല,Four terminal network
ക്വാട്ടർനറി നെറ്റ്വർക്ക്,Four terminal network
ക്വാഡ് ട്യൂബ് ക്യാമറ,Four tube camera
ഫ്യൂറിയർ ഗുണകം,Fourier coefficient
ഫ്യൂറിയർ ഇന്റഗ്രേഷൻ,Fourier integral
ഫ്യൂറിയർ വിപരീതം,Fourier inverse
നാല് സീരീസ്,Fourier series
പകർച്ച,Fourier transmission
ഫ്യൂറിയർ ത്രികോണമിതി പരമ്പര,Fouriertrigonometric series
ഫോറിയർ സിദ്ധാന്തം,Fourier's theorem
നാലിരട്ടി ഉപകരണം,Four-layer device
ക്വാട്ടർനറി ഡയോഡ്,Four-layer diode
മൊബൈൽ പോയിന്റ് പ്രോസസർ,FPP (floating point processor)
ഫ്ലോട്ടിംഗ് പോയിന്റ് യൂണിറ്റ്,FPU/floating point unit
ഫയൽ മാറ്റിസ്ഥാപിക്കൽ,FR (retriever a file)
ഫ്രാക്ഷണൽ പിശക്,Fractional error
ഡിഫറൻഷ്യൽ ട്രാൻസ്മിഷൻ,Fractional transmissibility
ഫ്രെയിം,Frame
ഫ്രെയിം ബഫർ ചിപ്പ്,Frame buffer chip
ഫ്രെയിം ക്യാപ്ചർ,Frame capture
ഫ്രെയിം പാസ്വേഡ്,Frame code word
ഫ്രെയിം ഫോർമാറ്റ്,Frame format
ഫ്രെയിം ഫ്രീക്വൻസി,Frame frequency
ഫ്രെയിം ഭൂമി,Frame ground
ഫ്രെയിം സിൻക്രണസ് പോയിന്റുകൾ,Frame synchronising bit
ഫ്രെയിം സിൻക്രൊണൈസേഷൻ,Frame synchronization
ഫ്രെയിം സിൻക്രണസ് സിഗ്നൽ,Frame synchronizing signal
ഫ്രാങ്ക് കോഡ്,Frank code
സ്വതന്ത്ര ഇലക്ട്രോണുകൾ,Free electron
സ്വതന്ത്ര മേഖല,Free field
സ്വതന്ത്ര ചലിക്കുന്ന ഓസിലേറ്റർ,Free running oscillator
സ്വതന്ത്ര സ്‌പെയ്‌സിംഗ് ഇം‌പെഡൻസ്,Free space impedance
സ്വതന്ത്ര ഇടം,Free space path loss
സ്വതന്ത്ര ചലിക്കുന്ന മൾട്ടിവൈബ്രേറ്റർ,Free-running multivibrator
ആവൃത്തി,Frequency
ആവൃത്തി,Frequency
ആവൃത്തി,Frequency
ആവൃത്തി,Frequency
ഫ്രീക്വൻസി ഘടിപ്പിച്ച ചാനൽ,Frequency adjacent channel
ഫ്രീക്വൻസി അസൈൻമെന്റ്,Frequency allocation
ഫ്രീക്വൻസി ബാൻഡ്,Frequency bands
ഫ്രീക്വൻസി കൺവെർട്ടർ,Frequency changer
ഫ്രീക്വൻസി നഷ്ടപരിഹാരം,Frequency compensation
ഫ്രീക്വൻസി നഷ്ടപരിഹാരം,Frequency compensation
ഫ്രീക്വൻസി നിയന്ത്രിത ഓസിലേറ്റർ,Frequency controlled oscillator
ആവൃത്തി പരിവർത്തനം,Frequency conversion
ഫ്രീക്വൻസി മോഡുലേഷൻ,Frequency demodulation
ഫ്രീക്വൻസി ഡിറ്റക്ടർ,Frequency detector
ആവൃത്തി വ്യതിയാനം,Frequency deviation
ആവൃത്തി വ്യതിയാനം,Frequency deviation
ആവൃത്തി വ്യത്യാസം,Frequency discrimination
ഫ്രീക്വൻസി ഡിസ്ക്രിമിനേറ്റർ,Frequency discriminator
ആവൃത്തി വക്രീകരണം,Frequency distortion
ആവൃത്തി വ്യത്യാസം,Frequency diversity
ഫ്രീക്വൻസി സെപ്പറേറ്റർ,Frequency divider
മൾട്ടിപ്ലക്‌സർ ഫ്രീക്വൻസി ഡിവിഷൻ,Frequency division multiplexing
ആവൃത്തി ഇരട്ടി,Frequency doubler
ഫ്രീക്വൻസി സ്വിച്ചിംഗ്,Frequency frogging
ഫ്രീക്വൻസി ജനറേഷൻ,Frequency generation
ഫ്രീക്വൻസി ആശ്രിത ആന്റിന,Frequency independent antenna
ഫ്രീക്വൻസി ഇന്റർഫേസ്,Frequency interface
ഫ്രീക്വൻസി ഇടപെടൽ,Frequencyinterference
ആവൃത്തി വിപരീതം,Frequency inversion
ഫ്രീക്വൻസി മോഡുലേഷൻ,Frequency modulation
ഫ്രീക്വൻസി മോഡുലേഷൻ സൂചിക,Frequency modulation index
ഫ്രീക്വൻസി മോഡുലേറ്റർ,Frequency modulator
ആവൃത്തി ഇടുങ്ങിയ ബാൻഡ്,Frequency narrow band
ഫ്രീക്വൻസി ശബ്ദം,Frequency noise
തരംഗ ദൈര്ഘ്യം,Frequency range
ഫ്രീക്വൻസി റിയാക്ടൻസ് മോഡുലേറ്റർ,Frequency reactance modulator
ഫ്രീക്വൻസി റഫറൻസ്,Frequency reference
ആവൃത്തി പ്രതികരണം,Frequency response
ഫ്രീക്വൻസി ഗ്രേഡിംഗ്,Frequency scaling
ഫ്രീക്വൻസി സൗണ്ട് സർക്യൂട്ട്,Frequency sound circuit
ഫ്രീക്വൻസി സ്പെക്ട്രം,Frequency spectrum
ആവൃത്തി സ്ഥിരത,Frequency stability
ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,Frequency standards
ആവൃത്തി തെറ്റ്,Frequency swing
ഫ്രീക്വൻസി സിന്തസിസ്,Frequency synthesis
ഫ്രീക്വൻസി സിന്തസിസ്,Frequency synthesis
ഫ്രീക്വൻസി സിന്തസിസ് ട്യൂണിംഗ്,Frequency synthesized tuning
ഫ്രീക്വൻസി വോൾട്ടേജ് മാറ്റം,Frequency to voltage conversion
വോൾട്ടേജ് കൺവെർട്ടറിലേക്കുള്ള ആവൃത്തി,Frequency to voltage converter
ഫ്രീക്വൻസി-വോൾട്ടേജ് കൺവെർട്ടർ,Frequency to voltage converter
ഫ്രീക്വൻസി-വോൾട്ടേജ് കൺവെർട്ടർ,Frequency to voltage converter
ഫ്രീക്വൻസി ബെയറിംഗ്,Frequency tolerance
ആവൃത്തി കൈമാറ്റം,Frequency translation
ഫ്രീക്വൻസി ട്രാൻസ്മിഷൻ,Frequency transmission
ഫ്രീക്വൻസി ട്യൂണർ,Frequency tuner
വെക്റ്റർ മോഡുലേറ്റർ,Frequency varactor modulator
ഫ്രീക്വൻസി വൈഡ് ബാൻഡ്,Frequency wide band
ഫ്രെസ്നെൽ ഡീഗ്രഡേഷൻ ആവൃത്തി,Fresnel loss frequency
ഘർഷണ പിശക്,Friction error
സർക്കിൾ പ്രതീകം,Fringing colour
ഫ്രണ്ട് ബോർഡ് നിയന്ത്രണം,Front panel control
മുൻവശത്തെ പൂമുഖം,Front porch
ഫ്രോസ്റ്റ് പോയിന്റ് ഹൈഗ്രോമീറ്റർ,Frost-point hygrometer
ഫയൽ സംഭരണം,FS (saving a file)
ഫു മഞ്ചു വൈറസ്,Fu Manchu virus
ഇന്ധന പമ്പ് ഇടപെടൽ,Fuel pump interference
ഫ്യൂജി വഴക്കമില്ലാത്ത പ്രവർത്തനം,Fugi hard disk drive
പൂർണ്ണ ആഡർ,Full adder
മുഴുവൻ ഡ്യൂപ്ലക്സ്,Full duplex
പൂർണ്ണ ഡ്യുപ്ലെക്സ് സജ്ജീകരണം,Full duplex setting
പൂർണ്ണ ഡ്യുപ്ലെക്സ് ട്രാൻസ്മിഷൻ,Full duplex transmission
പൂർണ്ണ ലോഡ് വോൾട്ടേജ്,Full load voltage
പൂർണ്ണ ശക്തി,Full power
മുഴുവൻ പവർ ബാൻഡ് വിപുലീകരണം,Full power band width
കേവല സ്കെയിൽ വ്യതിചലനം,Full scale deflection
പൂർണ്ണ സ്ക്രീൻ,Full screen
തികഞ്ഞ സംയുക്തം,Full substractor
പൂർണ്ണ ചോർച്ച ബഫറിംഗ്,Full track buffering
മുഴുവൻ തരംഗം,Full wave
മുഴുവൻ വേവ് ബ്രിഡ്ജ് റക്റ്റിഫയർ,Full wave bridge rectifier
മുഴുവൻ വേവ് റക്റ്റിഫയർ,Function wave rectifier
ഫംഗ്ഷൻ കോഡ്,Function code
ഫംഗ്ഷൻ ജനറേറ്റർ,Function generator
ഫംഗ്ഷൻ ലൈബ്രറി,Function library
ഫംഗ്ഷൻ സ്വിച്ച്,Function switch
ഫങ്ഷണൽ സിമുലേഷൻ,Functional simulator
ഒറിജിനൽ,Fundamental
അടിസ്ഥാന ആവൃത്തി,Fundamental frequency
അടിസ്ഥാന മോഡ്,Fundamental mode
യഥാർത്ഥ അനുരണനം,Fundamental resonance
ഫ്യൂസ്,Fuse
ഫ്യൂസ് പ്രഭാവം,Fuse effect
ഫ്യൂസ് മാപ്പ്,Fuse map
ലയിക്കുന്ന ലിങ്ക്,Fusible link
ഭാവി പ്രവണത,Future trend
"അവ്യക്തമായ യുക്തി, അവ്യക്തമായ യുക്തി",Fuzzy logic
"അവ്യക്തമായ ന്യായവാദം, വ്യാജ ന്യായവാദം",Fuzzy logic
ഫയൽ എക്സ്ട്രാക്ഷൻ,Fx (extracting a file)
പുനർനിക്ഷേപ സെൻസിറ്റിവിറ്റി,Feedback sensitivity
നേട്ടം,Gain
ഗൈഡഡ് ലേസർ നേടുക,Gain guided laser
ലാഭ പരിധി,Gain margin
ബാൻഡ് വിപുലീകരണ ഗുണനം നേടുക,Gain-bandwidth product
ട്രാൻസിഷൻ ഫ്രീക്വൻസി നേടുക,Gain-cross over frequency
ഗല്ലഗെർ കോഡ്,Gallagar code
ഗാലിയം ആർസെനൈഡ്,Galleium arsenide
ഗാൽവാനിക് സെൽ,Galvanic cell
ഗാൽവനോമീറ്റർ,Galvanometer
ഗാൽവാനൈസ്ഡ് റെക്കോർഡർ,Galvanometric recorder
ഗാമ,Gamma
ഗാമാ-റേ,Gamma ray
ശബ്ദം ട്യൂണിംഗ്,Ganged tuning
ഇടവേള,Gap
ഗ്യാസ് ഇമ്മർഷൻ ലാമ്പ്,Gas discharge lamp
ഗ്യാസ് ലേസർ,Gas laser
"ഗേറ്റ്, ഗേറ്റ്",Gate
ഗേറ്റ് അറേ,Gate array
ഗേറ്റ് അറേ,Gate array
ഗേറ്റ് കപ്പാസിറ്റൻസ് / ഗേറ്റ് കപ്പാസിറ്റർ,Gate capacitance
ഗേറ്റ് ഇൻസുലേറ്റിംഗ്,Gate insulation
ഗേറ്റ് ഓസിലേറ്റർ,Gate oscillator
ഗേറ്റ് സുരക്ഷ,Gate protection
ഗേറ്റ് സംരക്ഷണ ഡയോഡ്,Gate protection diode
ഗേറ്റ് ലോക്ക് സ്വിച്ച്,Gate turn-off switch
ഗേറ്റ് നിയന്ത്രിത സ്വിച്ച്,Gate-controlled switch
ഗേറ്റ് പിൻ നെറ്റ്വർക്ക്,Gate-lag network
ഗേറ്റ് ഓക്സൈഡ് കപ്പാസിറ്റർ,Gate-oxide capacitance
തുറക്കൽ പിശക്,Gating error
ഗേജ്,Gauge
ഗേജ് മൾട്ടിപ്ലയർ,Gauge factor
ഗാസ് മീറ്റർ,Gauss meter
ഗാസിയൻ സാന്ദ്രത പ്രവർത്തനം,Gaussian density function
ഗൗസിയൻ വ്യാപനം,Gaussian diffusion
ഗാസിയൻ വിതരണം,Gaussian distribution
ഗാസിയൻ വിതരണം,Gaussian distribution
ഗാസിയൻ ശബ്ദം,Gaussian noise
ഗാസിയൻ ശബ്ദം,Gaussian noise
ഗാസിയൻ പ്രക്രിയ,Gaussian process
ഗൗസിയൻ പൾസ്,Gaussian pulse
ഗാസിയൻ നിയമം,Gauss's law
ഗിഗ് ഹെർട്സ്,Gega Hertz
പൊതു ഉദ്ദേശ്യ പ്രതിരോധം,General purpose resister
സൃഷ്ടിച്ച ശബ്ദം,Generated noise
ജനറേറ്റർ,Generator
"മാതാവ്, പൊതുവായ",Generic
ജ്യാമിതീയ അർത്ഥം,Geometric mean
ജ്യാമിതീയ രശ്മി അനുരേഷ്,Geometric ray tracing
ജിയോസ്റ്റേഷണറി ചേമ്പർ,Geostationary orbit
ഗർബർ ഫോമെന്റ്,Gerber format
ജെർമേനിയം,Germanium
ജെർമേനിയം ഡയോഡ്,Germanium diode
ഗെറ്റാൻ ചികിത്സ,Gettering treatment
ഗെയ്സർ കാൽക്കുലേറ്റർ,Ggiger counter
കപട മെമ്മറി റിഫ്ലെക്സ്,Ghost memory images
ഗിബ്സ് പ്രതിഭാസം,Gibbs phenomenon
ഗിഗാ,Giga
ഗിമ്മിക്ക്,Gimmick
ഗ്ലെയർ ഫിൽട്ടർ,Glare filter
ഗ്ലാസ് കപ്പാസിറ്റർ,Glass capacitor
തകരാർ,Glitch
ഭൂമിയുടെ സ്ഥാനം ഉപഗ്രഹം,Global positioning satellite
പ്രകാശത്തിന്റെ നിമജ്ജനം,Glow discharge
ഷെൽ കോഡ്,Golay code
സ്വർണ്ണ കോഡ്,Gold code
ഗോണിയോമീറ്റർ,Goniometer
ജി-ഓപ്പറേഷൻ,G-parameters
ഗ്രേഡ്,Grade
