Punjabi,Tamil
ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ,வரையறையின் களம்
ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ,இருப்பு களம்
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ,மேலாதிக்க மூலோபாயம்
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,டாப்ளர் விளைவு
ਬਿੰਦੀ ਉਤਪਾਦ,டாட் தயாரிப்பு
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,புள்ளியிடப்பட்ட வளைவு
ਡਬਲ ਫਰਕ,இரட்டை வேறுபாடு
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,இரட்டை அதிவேக விநியோகம்
ਡਬਲ ਹੈਲਿਕਸ,இரட்டை சுருள்
ਡਬਲ ਅਟੁੱਟ,இரட்டை ஒருங்கிணைந்த
ਡਬਲ ਏਕੀਕਰਣ,இரட்டை ஒருங்கிணைப்பு
ਡਬਲ ਸੀਮਾ,இரட்டை வரம்பு
ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ,இரட்டை மாதிரி திட்டம்
ਡਬਲ ਕ੍ਰਮ,இரட்டை வரிசை
ਡਬਲ ਸੀਰੀਜ਼,இரட்டை தொடர்
ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ,இரட்டை பின்னொட்டு குறியீடு
ਡਬਲ ਸਮੇਸ਼ਨ,இரட்டை கூட்டுத்தொகை
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,கீழ்நோக்கிய முடுக்கம்
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,கீழ்நோக்கிய இடப்பெயர்ச்சி
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,கீழ்நோக்கிய இயக்கம்
ਹੇਠਾਂ ਵੱਲ ਗਤੀ,கீழ்நோக்கிய வேகம்
ਖਿੱਚੋ,இழுத்து
ਡਰੈਗ ਫੋਰਸ,இழுவிசை
ਦੋਹਰਾ,இரட்டை
ਦੋਹਰਾ ਆਧਾਰ,இரட்டை அடிப்படையில்
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,இரட்டை உள் தயாரிப்பு
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,இரட்டை நேரியல் நிரலாக்க சிக்கல்
ਦੋਹਰਾ ਕਾਰਵਾਈ,இரட்டை செயல்பாடு
ਦੋਹਰੀ ਸਮੱਸਿਆ,இரட்டை பிரச்சனை
ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ,இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்
ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ,இரட்டை எளிய நுட்பம்
ਦੋਹਰੀ ਸਪੇਸ,இரட்டை இடம்
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,இரட்டை மாறி
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,இரட்டை திசையன் இடம்
ਡਮੀ ਸੂਚਕਾਂਕ,போலி குறியீடு
ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ,போலி சந்தா
ਡਮੀ ਪਿਛੇਤਰ,போலி பின்னொட்டு
ਡਮੀ ਵੇਰੀਏਬਲ,போலி மாறி
ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ,நகல் செயல்முறை
ਗਤੀਸ਼ੀਲ,மாறும்
ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ,இயக்க அமைப்பு
ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ,மாறும் தேவை செயல்பாடு
ਗਤੀਸ਼ੀਲ ਮਾਡਲ,டைனமிக் மாதிரி
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,மாறும் நிரலாக்க
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ,மாறும் நிரலாக்க அணுகுமுறை
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ,டைனமிக் நிரலாக்க நுட்பம்
ਗਤੀਸ਼ੀਲਤਾ,இயக்கவியல்
ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,ஒரு துகள் இயக்கவியல்
ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,திடமான உடல்களின் இயக்கவியல்
ਧਰਤੀ,பூமி
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,பூகம்பத்தின் தீவிரம்
ਸਨਕੀਤਾ,விசித்திரத்தன்மை
ਗ੍ਰਹਿਣ,கிரகணம்
ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ,பொருளாதார கணிப்பு
ਅਰਥ ਸ਼ਾਸਤਰੀ,பொருளாதார நிபுணர்
ਅਰਥ ਗਣਿਤ,பொருளாதார அளவியல்
ਅਰਥ ਸ਼ਾਸਤਰ,பொருளாதாரம்
ਕਿਨਾਰਾ,விளிம்பு
ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ,ஒரு குவிந்த தொகுப்பின் விளிம்பு
ਕੁਸ਼ਲਤਾ ਕਾਰਕ,செயல்திறன் காரணி
eigen ਤੱਤ,ஈஜென் உறுப்பு
eigen ਫੰਕਸ਼ਨ,ஈஜென் செயல்பாடு
eigen ਮੁੱਲ,ஈஜென் மதிப்பு
eigen ਮੁੱਲ ਸਮੀਕਰਨ,ஈஜென் மதிப்பு சமன்பாடு
eigen ਵੈਕਟਰ,ஈஜென் திசையன்
ਲਚਕੀਲੇ,மீள்
ਲਚਕੀਲੇ ਸਥਿਰ,மீள் மாறிலி
ਲਚਕੀਲੇ ਸੰਤੁਲਨ,மீள் சமநிலை
ਲਚਕਤਾ,நெகிழ்ச்சி
ਲਚਕੀਲਾ ਸਤਹ,நெகிழ்ச்சி மேற்பரப்பு
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ,மின்னணு கணினி
ਤੱਤ,உறுப்பு
ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ,அடிப்படை நிரல் செயல்பாடு
ਮੁੱਢਲੀ ਘਟਨਾ,ஆரம்ப நிகழ்வு
ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ,அடிப்படை செயல்பாடு
ਮੁੱਢਲੀ ਕਾਰਵਾਈ,அடிப்படை செயல்பாடு
ਮੁੱਢਲਾ ਨਤੀਜਾ,அடிப்படை முடிவு
ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ,அடிப்படை நிகழ்தகவு சட்டம்
ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ,அடிப்படை வரிசை செயல்பாடு
ਨੂੰ ਖਤਮ,ஒழிக்க
ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,நீக்குதல் செயல்முறை
ਅੰਡਾਕਾਰ,நீள்வட்டம்
ਅੰਡਾਕਾਰ,நீள்வட்டம்
ਅੰਡਾਕਾਰ,நீள்வட்டம்
ਅੰਡਾਕਾਰ ਸਤਹ,நீள்வட்ட மேற்பரப்பு
ਅੰਡਾਕਾਰ ਸਰੀਰ,நீள்வட்ட உடல்
ਏਮਬੈਡਿੰਗ,உட்பொதித்தல்
ਨਿਕਾਸ,உமிழ்வு
ਅਨੁਭਵੀ ਡਾਟਾ,அனுபவ தரவு
ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ,அனுபவ சூத்திரம்
ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ,அனுபவ நிகழ்தகவு
ਅਨੁਭਵੀ ਸਬੰਧ,அனுபவ உறவு
ਖਾਲੀ ਸੈੱਟ,வெற்று தொகுப்பு
ਨੱਥੀ,மூடப்பட்டது
ਇੰਕੋਡਿੰਗ,குறியாக்கம்
endomorphism,எண்டோமார்பிசம்
ਅੰਤ ਬਿੰਦੂ,இறுதி புள்ளி
ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ,வகுப்பு இடைவெளியின் இறுதிப் புள்ளி
ਊਰਜਾ,ஆற்றல்
ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ,ஆற்றல் வேக கூறு
ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ,மாறி நுழைகிறது
ਅਣਗਿਣਤ ਸੈੱਟ,எண்ணற்ற தொகுப்பு
ਗਣਨਾ,கணக்கீடு
ਬਰਾਬਰ,சமமான
ਸਮਾਨਤਾ,சமத்துவம்
ਬਰਾਬਰ ਸੰਭਾਵਨਾ,சமமாக வாய்ப்பு
ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem),சம நிகழ்தகவு தேர்வு முறை (=epsem)
ਬਰਾਬਰ,சமன்
ਸਮੀਕਰਨ,சமன்பாடு
ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ,முதல் பட்டத்தின் சமன்பாடு
ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ,இரண்டாம் பட்டத்தின் சமன்பாடு
ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ,மூன்றாம் பட்டத்தின் சமன்பாடு
ਭੂਮੱਧ,பூமத்திய ரேகை
ਬਰਾਬਰ,சமமான
ਬਰਾਬਰ,சமபக்க
ਸੰਤੁਲਨ,சமநிலை
ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ,சக்திகளின் சமநிலை
ਸੰਤੁਲਨ ਬਿੰਦੂ,சமநிலை புள்ளி
ਸਮਾਨਤਾ,சமத்துவம்
ਸਮਾਨਤਾ ਵਰਗ,சமநிலை வகுப்பு
ਸਮਾਨਤਾ ਸਬੰਧ,சமமான உறவு
ਬਰਾਬਰ,இணையான
ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ,சமமான அணி
ਬਰਾਬਰ ਸੈੱਟ,சமமான தொகுப்பு
ergodicity,எர்கோடிசிட்டி
ਗਲਤੀ,பிழை
ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,பிழை பகுப்பாய்வு
ਗਲਤੀ ਕੋਡ,பிழை குறியீடு
ਗਲਤੀ ਗੁਣਾਂਕ,பிழை குணகம்
ਮੱਧ ਵਰਗ ਦੀ ਗਲਤੀ,சராசரி சதுரத்தின் பிழை
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,முதல் வகை பிழை
ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,இரண்டாவது வகையான பிழை
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,தப்பிக்கும் நிகழ்தகவு
ਬਚਣ ਦੀ ਗਤੀ,தப்பிக்கும் வேகம்
ਈ. ਸ਼ਮਿਟ ਦੀ ਆਰਥੋਗੋਨਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,E. ஷ்மிட்டின் ஆர்த்தோகனலைசேஷன் செயல்முறை
ਲਿਖਿਆ ਚੱਕਰ,குறிப்பிடப்பட்ட வட்டம்
ਜ਼ਰੂਰੀ,அத்தியாவசியமான
ਅਸਲ ਵਿੱਚ ਵਿਲੱਖਣ,அடிப்படையில் தனித்துவமானது
ਅੰਦਾਜ਼ਾ,மதிப்பீடு
ਅੰਦਾਜ਼ਾ ਵਿਧੀ,மதிப்பீட்டு முறை
ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟ,யூக்ளிடியன் ஒருங்கிணைப்பு
ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ,யூக்ளிடியன் களம்
ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ,யூக்ளிடியன் வடிவியல்
ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ,யூக்ளிடியன் n-வெளி
ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼,யூக்ளிடியன் விமானம்
ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ,ஆய்லரின் தேற்றம்
ਪੜਤਾਲ,மதிப்பீடு
ਵੀ,கூட
ਵੀ ਕਰਵ,கூட வளைவு
ਵੀ ਫੰਕਸ਼ਨ,கூட செயல்பாடு
ਇੱਥੋਂ ਤੱਕ ਕਿ ਕਈ,கூட பல
ਸਮ ਸੰਖਿਆ,இரட்டைப்படை எண்
ਵੀ ਅਜੀਬ ਸਮਰੂਪਤਾ,ஒற்றைப்படை சமச்சீர்
ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ,வரிசைமாற்றம் கூட
ਘਟਨਾ,நிகழ்வு
ਵੀ ਮਿਆਦ,கூட கால
ਸਹੀ,சரியான
ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ,சரியான சி-சதுர சோதனை
ਸਹੀ ਅੰਤਰ,சரியான வேறுபாடு
ਸਹੀ ਸਮੀਕਰਨ,சரியான சமன்பாடு
ਉਦਾਹਰਨ,உதாரணமாக
ਵਟਾਂਦਰਾ,பரிமாற்றம்
ਸੰਪੂਰਨ ਘਟਨਾ,முழுமையான நிகழ்வு
ਮੌਜੂਦਗੀ axiom,இருப்பு கோட்பாடு
ਮੌਜੂਦਗੀ ਦੀ ਸੰਭਾਵਨਾ (= ਇੱਕ ਤਰਜੀਹੀ ਸੰਭਾਵਨਾ),இருப்பு நிகழ்தகவு (= ஒரு முதன்மை நிகழ்தகவு)
ਮੌਜੂਦਗੀ ਦਾ ਸਿਧਾਂਤ,இருப்பு தேற்றம்
exogenous ਵੇਰੀਏਬਲ,வெளிப்புற மாறி
ਵਿਸਥਾਰ,விரிவாக்கம்
ਉਮੀਦ ਫੰਕਸ਼ਨ,எதிர்பார்ப்பு செயல்பாடு
ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ,எதிர்பார்க்கப்படும் அதிர்வெண்
ਅਨੁਮਾਨਿਤ ਮੁੱਲ,எதிர்பார்க்கப்படும் மதிப்பு
ਪ੍ਰਯੋਗ,பரிசோதனை
ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ,சோதனை பிழை
ਵਿਆਖਿਆ,விளக்கம்
ਸਪਸ਼ਟ ਸਮੀਕਰਨ,வெளிப்படையான சமன்பாடு
ਸਪੱਸ਼ਟ ਰੂਪ,வெளிப்படையான வடிவம்
ਸਪਸ਼ਟ ਫੰਕਸ਼ਨ,வெளிப்படையான செயல்பாடு
ਸਪੱਸ਼ਟ ਹੱਲ,வெளிப்படையான தீர்வு
ਘਾਤਕ,அடுக்கு
ਘਾਤਕ ਵਕਰ,அதிவேக வளைவு
ਘਾਤਕ ਘਣਤਾ ਫੰਕਸ਼ਨ,அதிவேக அடர்த்தி செயல்பாடு
ਘਾਤਕ ਵੰਡ,அதிவேக விநியோகம்
ਘਾਤਕ ਸਮੀਕਰਨ,அதிவேக சமன்பாடு
ਘਾਤਕ ਫੰਕਸ਼ਨ,அதிவேக செயல்பாடு
ਘਾਤਕ ਵਾਧਾ,அதிவேகமான வளர்ச்சி
ਘਾਤਕ ਕਾਨੂੰਨ,அதிவேக சட்டம்
ਘਾਤਕ ਨਕਸ਼ਾ,அதிவேக வரைபடம்
ਘਾਤਕ ਲੜੀ,அதிவேக தொடர்
ਸਮੀਕਰਨ,வெளிப்பாடு
ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ,நீட்டிக்கப்பட்ட இடைவெளி
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਲਾਈਨ,நீட்டிக்கப்பட்ட உண்மையான வரி
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ,நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு
ਇੱਕ ਮੈਪਿੰਗ ਦਾ ਵਿਸਥਾਰ,மேப்பிங்கின் நீட்டிப்பு
ਬਾਹਰੀ ਕੋਣ,வெளிப்புற கோணம்
ਬਾਹਰੀ ਖੇਤਰ,வெளிப்புற பகுதி
ਬਾਹਰੀ ਬਿੰਦੂ,வெளிப்புற புள்ளி
ਬਾਹਰੀ,வெளிப்புற
ਰੁਝਾਨ ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ,போக்கு மதிப்பின் விரிவாக்கம்
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ,எக்ஸ்ட்ராபோலேஷன் நுட்பம்
ਅਤਿ ਮੁੱਲ,தீவிர மதிப்பு
ਅਤਿ,தீவிர
ਅਤਿ ਬਿੰਦੂ,தீவிர புள்ளி
ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਚਰਮ ਬਿੰਦੂ,குவிந்த தொகுப்பின் தீவிர புள்ளி
ਇੱਕ ਫੰਕਸ਼ਨ ਦੀ ਸੀਮਾ,ஒரு செயல்பாட்டின் உச்சம்
ਅਤਿ ਦੀ ਸੰਪਤੀ,தீவிர சொத்து
ਚਿਹਰਾ,முகம்
ਅੰਕਿਤ ਮੁੱਲ,முக மதிப்பு
ਕਾਰਕ,காரணி
ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ,காரணி பகுப்பாய்வு
ਕਾਰਕ,காரணியாக்கப்பட்டது
ਕਾਰਕ ਸੰਬੰਧੀ,காரணியான
ਫੈਕਟੋਰੀਅਲ ਡਿਜ਼ਾਈਨ,காரணி வடிவமைப்பு
ਕਾਰਕੀਕਰਨ,காரணியாக்கம்
ਫੈਕਟਰੀਜ਼,காரணியாக்கு
ਨਿਰਪੱਖ ਖੇਡ,நியாயமான விளையாட்டு
ਗਲਤ,பொய்
ਪਰਿਵਾਰ,குடும்பம்
ਚੱਕਰ ਦੇ ਪਰਿਵਾਰ,வட்டங்களின் குடும்பம்
ਪਰਿਵਾਰ ਵਕਰ,குடும்ப வளைவுகள்
ਫੰਕਸ਼ਨਾਂ ਦਾ ਪਰਿਵਾਰ,செயல்பாடுகளின் குடும்பம்
ਲਾਈਨਾਂ ਦਾ ਪਰਿਵਾਰ,வரிகளின் குடும்பம்
ਨਕਲ,முகநூல்
F-ਵੰਡ,எஃப்-விநியோகம்
ਸੰਭਵ ਬੁਨਿਆਦੀ ਹੱਲ,சாத்தியமான அடிப்படை தீர்வு
ਸੰਭਵ ਹੱਲ,சாத்தியமான தீர்வு
ਸੁਝਾਅ,பின்னூட்டம்
ਫਰਮੈਟ ਸਿਧਾਂਤ,ஃபெர்மாட் கொள்கை
ਫਰਮੈਟ ਦਾ ਸਿਧਾਂਤ,ஃபெர்மட்டின் தேற்றம்
ਫਰਮੀ-ਡੀਰਾਕ ਅੰਕੜੇ,ஃபெர்மி-டிராக் புள்ளிவிவரங்கள்
ਫਿਬੋਨਾਚੀ ਨੰਬਰ,ஃபைபோனச்சி எண்
ਫਿਬੋਨਾਚੀ ਲੜੀ,ஃபைபோனச்சி தொடர்
ਖੇਤਰ,களம்
ਅੰਤਮ ਵੇਗ,இறுதி வேகம்
ਸੀਮਿਤ,வரையறுக்கப்பட்ட
ਸੀਮਿਤ ਆਧਾਰ,வரையறுக்கப்பட்ட அடிப்படை
ਸੀਮਿਤ ਦਸ਼ਮਲਵ,வரையறுக்கப்பட்ட தசம
ਸੀਮਤ ਅੰਤਰ,வரையறுக்கப்பட்ட வேறுபாடு
ਸੀਮਿਤ ਅੰਤਰ ਢੰਗ,வரையறுக்கப்பட்ட வேறுபாடு முறை
ਸੀਮਿਤ ਆਯਾਮੀ,வரையறுக்கப்பட்ட பரிமாணம்
ਸੀਮਿਤ ਅਯਾਮੀ ਵੈਕਟਰ ਸਪੇਸ,வரையறுக்கப்பட்ட பரிமாண திசையன் இடம்
ਸੀਮਿਤ ਖੇਡ,வரையறுக்கப்பட்ட விளையாட்டு
ਸੀਮਿਤ ਜਿਓਮੈਟਰੀ,வரையறுக்கப்பட்ட வடிவியல்
ਸੀਮਿਤ ਇੰਟਰਸੈਕਸ਼ਨ,வரையறுக்கப்பட்ட குறுக்குவெட்டு
ਸੀਮਿਤ ਬਹੁਤ ਸਾਰੇ,வரையறுக்கப்பட்ட பல
ਸੀਮਿਤ ਮਾਰਕੋਵ ਚੇਨ,வரையறுக்கப்பட்ட மார்கோவ் சங்கிலி
ਸੀਮਿਤਤਾ ਦਾ ਸਬੂਤ,finiteness ஆதாரம்
ਸੀਮਤ ਸੰਖਿਆ,வரையறுக்கப்பட்ட எண்
ਸੀਮਤ ਆਬਾਦੀ,வரையறுக்கப்பட்ட மக்கள் தொகை
ਸੀਮਤ ਸੰਭਾਵਨਾ,வரையறுக்கப்பட்ட நிகழ்தகவு
ਸੀਮਿਤ ਲੜੀ,வரையறுக்கப்பட்ட தொடர்
ਸੀਮਿਤ ਸੈੱਟ,வரையறுக்கப்பட்ட தொகுப்பு
ਸੀਮਤ ਵੇਗ,வரையறுக்கப்பட்ட வேகம்
ਸੀਮਤ ਵਾਲੀਅਮ,வரையறுக்கப்பட்ட அளவு
ਫਿਟਿੰਗ,பொருத்தி
ਕਰਵ ਦੀ ਫਿਟਿੰਗ,வளைவு பொருத்துதல்
ਸਿੱਧੀ ਲਾਈਨ ਦੀ ਫਿਟਿੰਗ,நேர்கோட்டின் பொருத்துதல்
ਸਥਿਰ ਬਿੰਦੂ ਥਿਊਰਮ,நிலையான புள்ளி தேற்றம்
ਸਥਿਰ ਨਮੂਨਾ,நிலையான மாதிரி
ਉਡਾਣ ਦੀ ਗਤੀ,விமான வேகம்
ਫਲੋਟਿੰਗ ਬਿੰਦੂ ਗਣਿਤ,மிதக்கும் புள்ளி எண்கணிதம்
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਸਿਸਟਮ,மிதக்கும் புள்ளி அமைப்பு
ਵਹਾਅ ਚਾਰਟ,ஓட்ட விளக்கப்படம்
ਵਹਾਅ ਦੀ ਗਤੀ,ஓட்டம் வேகம்
ਤਰਲ ਗਤੀਸ਼ੀਲਤਾ,திரவ இயக்கவியல்
ਫੋਕਲ,குவிய
ਫੋਕਲ ਕੋਰਡ,குவிய நாண்
ਫੋਕਲ ਦੂਰੀ,குவிய தூரம்
ਫੋਕਲ ਲੰਬਾਈ,குவியத்தூரம்
ਫੋਕਸ,கவனம்
ਪੈਰ,கால்
ਲੰਬਕਾਰੀ ਦਾ ਪੈਰ,செங்குத்தாக அடி
ਗੰਭੀਰਤਾ ਦੀ ਸ਼ਕਤੀ,புவியீர்ப்பு விசை
ਪੂਰਵ ਅਨੁਮਾਨ,முன்னறிவிப்பு
ਫਾਰਮੂਲਾ,சூத்திரம்
ਤਿਆਰ ਕਰਨਾ,முறைப்படுத்து
ਬਣਤਰ,உருவாக்கம்
ਅੱਗੇ ਫਰਕ,முன்னோக்கி வேறுபாடு
ਅੱਗੇ ਇੰਟਰਪੋਲੇਸ਼ਨ,முன்னோக்கி இடைச்செருகல்
ਗਣਿਤ ਦੀ ਬੁਨਿਆਦ,கணிதத்தின் அடித்தளம்
ਫੁਰੀਅਰ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ஃபோரியரின் பகுப்பாய்வு
ਫੁਰੀਅਰ ਦੀ ਲੜੀ,ஃபோரியரின் தொடர்
ਫੁਰੀਅਰ ਦਾ ਪਰਿਵਰਤਨ,ஃபோரியரின் மாற்றம்
ਅੰਸ਼,பின்னம்
ਫਰੈਕਸ਼ਨਲ ਕੋਆਰਡੀਨੇਟ,பகுதி ஒருங்கிணைப்பு
ਅੰਸ਼ਿਕ ਸੰਖਿਆ,பின்ன எண்
ਫਰੈਕਸ਼ਨਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,பகுதி நிரலாக்கம்
ਮੁਫ਼ਤ ਮਾਰਗ,இலவச பாதை
ਮੁਫ਼ਤ ਵੈਕਟਰ,இலவச திசையன்
ਬਾਰੰਬਾਰਤਾ,அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ ਕਾਲਮ,அதிர்வெண் நெடுவரிசை
ਬਾਰੰਬਾਰਤਾ ਵਕਰ,அதிர்வெண் வளைவு
ਬਾਰੰਬਾਰਤਾ ਵੰਡ,அதிர்வெண் விநியோகம்
ਬਾਰੰਬਾਰਤਾ ਹਿਸਟੋਗ੍ਰਾਮ,அதிர்வெண் ஹிஸ்டோகிராம்
ਵਾਪਰਨ ਦੀ ਬਾਰੰਬਾਰਤਾ,நிகழ்வின் அதிர்வெண்
ਬਾਰੰਬਾਰਤਾ ਬਹੁਭੁਜ,அதிர்வெண் பலகோணம்
ਬਾਰੰਬਾਰਤਾ ਸਾਰਣੀ,அதிர்வெண் அட்டவணை
ਨਿਰਾਸ਼ਾ,விரக்தி
ਇੱਕ ਪਿਰਾਮਿਡ ਦਾ frustum,ஒரு பிரமிட்டின் விரக்தி
ਇੱਕ ਗੋਲੇ ਦੀ ਨਿਰਾਸ਼ਾ,ஒரு கோளத்தின் விரக்தி
ਪੂਰਾ ਵਿਸਥਾਰ,முழு விரிவாக்கம்
ਫੰਕਸ਼ਨ,செயல்பாடு
ਕਾਰਜਾਤਮਕ ਵਿਸ਼ਲੇਸ਼ਣ,செயல்பாட்டு பகுப்பாய்வு
ਬੁਨਿਆਦੀ,அடிப்படை
ਬੁਨਿਆਦੀ ਸਿਧਾਂਤ,அடிப்படை தேற்றம்
ਅਲਜਬਰੇ ਦਾ ਮੂਲ ਪ੍ਰਮੇਯ,இயற்கணிதத்தின் அடிப்படை தேற்றம்
ਗਲੈਕਸੀ,விண்மீன் மண்டலம்
ਗੈਲੋਇਸ ਖੇਤਰ,கலோயிஸ் புலம்
ਗੈਲੋਇਸ ਸਮੂਹ,கலோயிஸ் குழு
ਜੂਏਬਾਜ਼ ਦੀ ਬਰਬਾਦੀ,சூதாடியின் அழிவு
ਖੇਡ ਅਤੇ ਚਾਲ,விளையாட்டு மற்றும் நகர்வு
ਮੌਕਾ ਦੀ ਖੇਡ,வாய்ப்பு விளையாட்டு
ਪਾਸਾ ਦੀ ਖੇਡ,பகடை விளையாட்டு
ਗੇਮ ਥਿਊਰੀ,விளையாட்டு கோட்பாடு
ਸੰਪੂਰਣ ਯਾਦ ਦੇ ਨਾਲ ਗੇਮਜ਼,சரியான நினைவுடன் கூடிய விளையாட்டுகள்
ਖੇਡ ਮੁੱਲ,விளையாட்டு மதிப்பு
ਗਾਮਾ ਫੰਕਸ਼ਨ,காமா செயல்பாடு
Gauss-Argand ਜਹਾਜ਼,காஸ்-அர்கண்ட் விமானம்
ਗੌਸੀ ਵਕਰ,காஸியன் வளைவு
ਗੌਸੀ ਦਾ ਖਾਤਮਾ,காஸியன் நீக்கம்
ਗੌਸੀ ਜਹਾਜ਼,காஸியன் விமானம்
ਗੌਸ-ਜਾਰਡਨ ਦੀ ਕਮੀ,காஸ்-ஜோர்டான் குறைப்பு
ਆਮ ਕੇਸ,பொது வழக்கு
ਆਮ ਕਨਵਰਜੈਂਸ ਥਿਊਰਮ,பொது ஒருங்கிணைப்பு தேற்றம்
ਆਮ ਸਮੀਕਰਨ,பொது சமன்பாடு
ਆਮ ਕਾਰਕ,பொது காரணி
ਆਮ ਫਾਰਮ,பொது வடிவம்
ਆਮ ਫਾਰਮੂਲਾ,பொது சூத்திரம்
ਆਮ ਖੇਡ,பொது விளையாட்டு
ਆਮ ਅਨੁਮਾਨ,பொது அனுமானம்
ਆਮ ਅਟੁੱਟ,பொது ஒருங்கிணைப்பு
