Telugu,Gujarati
పిండం,ભ્રમણ
పిండశాస్త్రం,ગર્ભવિજ્ embાન
ఆవిర్భావం,આતુરતા
ఎమల్సిఫైయర్,પ્રવાહી ભ્રષ્ટ વ્યક્તિ
ఎండోజెనస్,અંતર્ગત
ఎండోమిటోసిస్,અંતર્જ્ endાન
ఎండోపరాసైట్,એન્ડોપારસાઇટ
ఎండోస్పెర్మ్,એંજીવ
ఎంటర్ప్రైజ్,સાહસ
కీటకాలజీ,પરિશિષ્ટ
పర్యావరణం,વાતાવરણ
ఎంజైమ్,મનાઈ
ఎపికోటిల్ అంటుకట్టుట,મહાકાવ્ય
ఎపిఫైట్,ઉપદ્રવ
ఈక్విటీ,સમાનતા
నిర్మూలన,નાબૂદી
అవసరమైన పోషకాలు,આવશ્યક પોષક તત્ત્વો
అంచనా,અંદાજ
ఎటిలేషన్,નિષ્ઠા
యూజెనిక్,સુશોભિત
మూల్యాంకనం,મૂલ્યાંકન
ఆవిరిపోటు,વરાળ
ఇవాపో-ట్రాన్స్పిరేషన్,સ્થાવર સંક્રમણ
ఎవర్‌గ్రీన్ విప్లవం,સદાબહાર ક્રાંતિ
సతత హరిత,શાશ્વત
పరిణామం,વિકસિત થવું
ఎక్సైజ్,આબકારી
అలసట,થાક (ફળદ્રુપતા)
దోపిడీ,શોષણ
అన్వేషణ,સંશોધન
ఎక్స్‌ట్రషన్,ઉત્તેજના
కళ్ళు,આંખ (સુગરકેન/બટાકાની)
తినదగిన పైన్,ખાદ્ય પાઇન
"ఏనుగు పాదం, యమ","હાથી પગ, યમ"
యూకలిప్టస్,નીરોગીત
వానపాము,ધામ ખળો
కీటక శాస్త్రవేత్త,એન્ટોમોલોગ્ધાર વિજ્ologistાની
పర్యావరణవేత్త,પર્યાવરણવાદક
కారకం,પરિબળ
కారకాల ఉత్పాదకత,પરિબળ ઉત્પાદકતા
కారకం,પરિબળ
కారకమైన బ్లాక్ డిజైన్,કાલ્પનિક અવરોધ રચના
ఫ్యాకల్టీ,વિદ્યાશાખા
ఫాలో,પડતર
కుటుంబం,કુટુંબ
వ్యవసాయ మదింపు,ખેતર -મૂલ્યાંકન
వ్యవసాయ బడ్జెట్,ખેતી અંદાજપત્ર
వ్యవసాయ వ్యాపారం,ખેત વ્યવસાય
వ్యవసాయ ప్రణాళిక,ખેતી આયોજન
రైతు,ખેડૂત
వ్యవసాయం,ખેતી
ఫాసియేషన్,ફાંસી
మలం,ઉશ્કેરાટ
కిణ్వ ప్రక్రియ,આથો
సంతానోత్పత్తి,ફળદ્રુપતા
ఎరువులు,ખાતર
ఎరువుల వినియోగ సామర్థ్యం,ખાતરનો ઉપયોગ કાર્યક્ષમતા
ఫైబరస్,રેસાવાળું
ఫీల్డ్,ક્ષેત્ર
క్షేత్ర సామర్థ్యం,ક્ષેત્ર -ક્ષમતા
క్షేత్ర ప్రదర్శన,ક્ષેત્ર પ્રદર્શન
స్థిరీకరణ,નિર્ધારણ
వరదలు,ફાટ
ప్రవాహ రేఖ చిత్రం,પ્રવાહ વિધિ
ఆహార విలువ,ખાદ્ય મૂલ્ય
మేట,ઘાસચારો (ઘાસચારો)
అంచనా,આગાહી
అటవీ,વન
అటవీప్రాంతం,વનનિવારણ
ఫ్రాండ్,ક frંગું
ఫ్రాస్ట్ రెసిస్టెంట్,હિમનો પ્રતિરોધક
ఫ్రాస్ట్,હિમ
స్తంభింపచేసిన (పండు & కూరగాయలు),સ્થિર (ફળ અને શાકભાજી)
ఫలితం,ફળ
ఫ్రూట్ డ్రాప్,ફળ ટીપાં
పండు-సెట్ (పండ్ల అమరిక),ફળ-સેટ (ફળની ગોઠવણી)
ధూమపానం,ધૂણી
శిలీంద్ర సంహారిణి,ફૂગનાશક
శిలీంధ్ర,ફૂગવાદી
ఫంగస్,ફૂગ
ఫ్యూరో,Furીલું કરવું
ఫ్యూజన్,મિશ્રણ
ఫజ్,ઝઘડો
మసక,ઝાંખું
"ఫెన్నెల్, సోంపు","વરિયાળી, વરિયાળી"
FENUGREEK,મેથી
అత్తి,અંજીર
ఫింగర్ మిల్లెట్,આંગળીથી બાજરી
ఫైర్-ఫ్లేమ్ బుష్,અગ્નિશામક ઝાડવું
అటవీ జ్వాల,વન ની જ્યોત
ఫ్రెంచ్ బీన్,ફ્રેન્ચ બીન
ఫ్లీ,ચાંચડ
ఫాక్స్,શિયાળ
ఫ్రూట్ ఫ్లై,ફળ
పిత్తాశయం,પિત્ત (હોર્ટ)
గామేట్,જુગાર
తోట,ખાદ્ય
గేజ్ (నీరు),ગેજ (પાણી)
జీన్ బ్యాంక్,પશુ બેંક
జన్యు ట్యాగింగ్,જીન ટેગિંગ
జన్యుశాస్త్రం,જિનોલોજી
జన్యు పటం,આનુવંશિક નકશો
జన్యుశాస్త్రం,આનુવંશિકતા
జన్యువు,જિનોમ
జెనోమిక్ లైబ్రరీ,જિનોમિક ગ્રંથાલય
జెనోమిక్స్,જર્નીશ
జన్యురూపం,વિનોટાઇપ
జన్యురూపం,વિનોટાઇપ
జాతి,જાતિ
జాతి,જાતિ
జెర్మ్,જીવાણુ
జెర్మిసైడ్,જીવાણુનાશક
అంకురోత్పత్తి,અંકુર
జెర్మ్ప్లాజమ్,જંતુરહિત
గిబ్బెరెల్లిక్ ఆమ్లం,જિબ્રેલિલીક એસિડ
జిన్నింగ్,ગિનિંગ
గ్లూమ్,ધાંધલ
గ్లూటినస్,ખાઉધરું
గ్లైకోలిసిస్,ગ્લાયકોલિસીસ
గ్నిస్,ગુંડાગીરી
గోల్డెన్ రివల్యూషన్,સુવર્ણ ક્રાંતિ
గ్రేడింగ్,ક્રમ
అంటు వేసిన మొక్క,કલમી છોડ
అంటుకట్టుట-అపజయం,કલમ
గ్రన్నా,માંદગી
గ్రాన్యులేషన్,દાણાદાર
ఆకుపచ్చ ఎరువు,લીલો રંગ
హరిత విప్లవం,લીલો ક્રાંતિ
పెరుగుదల మరియు అభివృద్ధి,વિકાસ અને વિકાસ
గుమ్మోసిస్,ગુંડો
గైనోడియోసియస్,સંયુક્ત
పిత్తాశయ గింజ,બાપ
వెల్లుల్లి,લસણ
గెర్బెరా,જર્થી ઘડતર
గెర్కిన్,ગિરિન
అల్లం,આદુ
గ్లాడియోలస్,ગંધયંત્ર
మేక కలుపు (అగెరాటమ్),બકરી નીંદણ (એગરાટમ)
ద్రాక్షపండు,દ્રાક્ષ
ద్రాక్ష,દ્રાક્ષ
ఆకుపచ్చ గ్రామ్,લીલો ગ્રામ
గ్రెవియా,ગ્રોઇયા
వేరుశనగ,મગફળી
గువా,જામફળ
గినియా గడ్డి,ગિની ઘાસ
పిత్తాశయ మిడ్జ్,પિત્તાશય
గడ్డి హాప్పర్,ઘાસના ઘેરા
గుండీ బగ్,ગુંડિ
అలవాటు,આદત
వడగళ్ళు,કરચરો
హెయిరీ వెచ్,વાળ
హలోఫైట్,હાર્વેગેટ
హారో,દલાલ
హార్వెస్ట్ ఇండెక్స్,લણણી અનુક્રમણિકા
హార్వెస్ట్,લણણી
హార్వెస్టింగ్,લણણી
హాచ్,ક hંગું
హే,ઘાસની
హేలేజ్,દાદાગીરી
హేస్టాక్,ઘાસ
పొగమంచు,ઝાકળ
మబ్బుగా,ધૂંધળું
తల (అగ్రో),વડા (કૃષિ)
తల (ఛానెల్ యొక్క),વડા (ચેનલનું)
వెనుకకు వెళుతుంది,પાછા મથાળા
హెడ్జ్,હેજ
హెడ్జింగ్,હેજ
హెలిక్స్,રખડુ
హెమటైట్,હિમેટાઇટ
హెర్బ్,વનસ્પતિ
హెర్బేరియం,વનસ્પતિ
హెర్బిసైడ్,વનસ્પતિનાશક
వంశపారంపర్యత,આનુવંશિકતા
మతవిశ్వాశాల,વિપુલતા
హెర్మాఫ్రోడైట్,હર્મેફ્રોડાઇટ
హెటెరోక్రోమటిక్,વિજાત્ય
హెటెరోఫెర్టిలైజేషన్,હેટરફેરિલાઇઝેશન
హెటెరోసిస్,તકરારી
హెటెరోసోమ్,વિજાતીય
హెటెరోట్రోఫ్,વિજાત્ય
హెక్సాప్లాయిడ్,હેકસપ્લોઇડ
హైబర్నేట్,સ્તુતિ
అధిక సాంద్రతగల నాటడం,ઉચ્ચ ઘનતા વાવેતર
కొండ (బియ్యం),હિલ (ચોખા)
హిస్టోగ్రాం,Histંચર
హిటెక్ హార్టికల్చర్,હિટેક બાગાયતી
అందులో నివశించే తేనెటీగలు,મધપૂડો
హూయింగ్,ઉશ્કેરણી
పట్టుకొని,યજમાન
హోమ్ ఫామ్,દેશી ખેતર
హోమియోస్టాసిస్,હોમિયોસ્ટેસિસ
హోమ్‌స్టెడ్,ઘર
సజాతీయత,એકરૂપતા
సజాతీయ,એકરૂપ
హోమోలోగస్,સમલૈંગિક
హోమోజైగోట్,સજાવટ
హాప్పర్,ઘૂંટણ
హోరిజోన్,ક્ષિતિજ
ఉద్యాన పంటలు,બાગાયતી પાક
హార్టికల్చర్,બાગાયત
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,હોર્ટી-સિલ્વી પશુપાલન ખેતી
హోస్ట్,યજમાન
వేడి నీటి చికిత్స,ગરમ પાણીની સારવાર
హల్,હલકું
తేమ,ભેજ
హ్యూమస్,ફર્સ્ટ
హస్క్,ક husંગું
హస్కర్,ક husંગર
హస్కింగ్,ભૂખ
హైబ్రిడ్,સંકર
హైబ్రిడైజేషన్,સંકર
ఆర్ద్రీకరణ,હાઇડ્રેશન
హైడ్రాలజీ,જળવિજ્ologyાન
జలవిశ్లేషణ,જળશાસ્ત્ર
హైడ్రోమీటర్,જળમાર્ગ
హైడ్రోఫిలస్,જળચુક્ત
హైడ్రోపోనిక్స్,જળવિજ્icsાન
హైడ్రోస్పియర్,જળશાસ્ત્ર
జలవిద్యుత్,જળચોર
హైపర్‌పారాసైట్,અતિથિ
హైపర్‌ప్లాసియా,આત્યંતિક
హైఫా,કોઇ
హైపోకోటైల్,પમાટ
పరికల్పన,અનુમાન
గర్భసంచి,હિસ્ટ્રેસિસ (પાણી)
హాజెల్ గింజ,હેઝલ અખરોટ
జనపనార,શણ
హెన్‌బేన్,હેનબેન
హెన్నా,મેંદી
మందార,શિષ્ટાચાર
హాప్,ઠોક
ఉలవలు,ઘોડાનો ગ્રામ
గుర్రం-కంటి-బీన్,ઘોડાગાડી
తేనెటీగ,મધમાખી
హాప్పర్,ઘૂંટણ
హార్టికల్చర్,બાગાયતી
హైడ్రాలజిస్ట్,જળ -વિજ્ologistાની
సిటు అంటుకట్టుటలో,સીમિત
విట్రోలో,વિટ્રોમાં
వివో లో,વિવો
విచక్షణారహితం,આડેધડ
పురుగు,જંતુ
పురుగుల తెగులు,જંતુનાશક જીવાડો
పురుగు,જંતુ
పురుగుమందు,જંતુનાશક
పురుగుమందు,જંતુનાશક
ఇన్సోలేషన్,તાલ
కరగని,ઉઘાડાવાળું
నాడులు,ઇન્સ્ટાર (જંતુ)
ఇన్సులేటర్,અલગ પાડનાર
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,સંકલિત રોગ વ્યવસ્થાપન
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,એકીકૃત પોષક સંચાલન
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,એકીકૃત જંતુ સંચાલન
తీవ్రత,તીવ્રતા
ఇంటెన్సివ్,સઘન
ఇంటర్‌క్రాప్,એકાંગાળ
(పరస్పర కల్చే,આંતરસંબંધ (ઇન્ટરકલ્ચર)
వడ్డీ,હિત
ఇంటర్నోడ్,ઇંટનો કરવો
కణ విభజన,ઇન્ટરફેસ (સેલ વિભાગ)
ఇంటర్‌పోలేషన్,પ્રક્ષેપણ
ఇంటర్-స్టెరైల్,આંતરડા
జాబితా,સૂચિ
విలోమం,ઉલ્લંઘન
Insucre,અનુચિત
అయాన్,આયન
వికిరణం,ઝળહળાટ
నీటిపారుదల,સિંચાઈ
ISO యుగ్మ వికల్పాలు,આઇએસઓ એલીલ્સ
ISO ఉత్పత్తి వక్రత,આઇએસઓ ઉત્પાદન વળાંક
ఐసోబార్,ઇસોબર
ఐసోగామి,અલગતા
ఐసోలేషన్ దూరం,અલગ અંતર
ఐసోప్లాయిడ్,આઇસોપ્લાઇડ
ఐసోక్వాంట్,અનહદ
ఐసోటోప్,આઇસોટોપ
ఇండియన్ బిర్చ్,ભારતીય બિર્ચ
ఇండియన్ బ్లూ పైన్,ભારતીય વાદળી પાઇન
భారతీయ చెర్రీ,ભારતીય ચેરી
భారతీయ జునిపెర్,ભારતીય જ્યુનિપર
భారతీయ కినో చెట్టు,ભારતીય કિનો વૃક્ષ
భారతీయ లారల్ చెట్టు,ભારતીય લૌરલ વૃક્ષ
భారతీయ పిచ్చి,ભારતીય પાગલ
ఇండియన్ మాడ్లర్,ભારતીય પાગલ
ఇండియన్ పోడో ఫైలం,ભારતીય પોડો ફિલમ
ఇండిగో,અતિશય
ఇటాలియన్ మిల్లెట్,ઇટાલિયન બાજરી
ఐవరీ ట్రీ,હાનિત વૃક્ષ
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,આઇવિ લોર્ડ/લિટલ લોર્ડ
బెల్లం,ગોળ
జపోనికా రైస్,જાપોનીકા
జాసిద్,જાસૂસ
జవానికా రైస్,જાવાનિકા ચોખા
జెల్లింగ్,ધક્કો
H ుమ్ సాగు,દિવાહિની ખેતી
జంపింగ్ జన్యువు,જનન
జంక్ DNA,જંક ડીએનએ
బాల్య దశ,કિશોર તબક્કો
జాకరంద,જકારાંડા
జాక్‌ఫ్రూట్,જેકફ્રૂટ
జామున్,જામન
జాస్మిన్,ચપળ
జట్టి ఖట్టి,જત્તી ખત્તી
జాట్రోఫా,એક જાતની કળા
జనపనార,શણ
జాసిడ్స్,જાસૂસ
కయోలిన్,કારોલિન
KAOLINITE,Kાળ
KAOLINITE,Kાળ
కారింగైమా,Kષધ
కారియోడెస్మా,ક ry રેઓડેસ્મા
కార్యోగామి,કર્કશમી
కర్ణభ్యాసనము,કેરીગ્રામ (ઇડિગ્રામ)
కారియోకినిసిస్,કર્કશિનેસ
కార్యాలజీ,કર્કશવિજ્ologyાન
కారియోలిసిస్,કર્કશ
కారియన్,ક ry રેઓન
కార్యోటైప్,કાર્યોયોટાઇપ
అల్గ,કેલ્પ (શેવાળ)
కెల్విన్ సైకిల్,કેલ્વિન ચક્ર
కెరాటిన్,કેરાટિન
కెర్నల్,કર્કશ
ఖైరా వ్యాధి,ખૈરા રોગ
ఖరీఫ్,ખરીફ
తమాషా,મજાક
కైనెటోచోర్,કિનેટોચોર
వంటగది తోట,રસોડું
క్లీన్ఫిల్టర్ సిండ్రోమ్,ક્લેઇનફિલ્ટર સિન્ડ્રોમ
Klenow భాగం,ક્લેનો ટુકડો
ముడి,ઘડતર
కోచ్ యొక్క పోస్టులేట్,કોચની પોસ્ટ્યુલેટ
కొరిమి,કોપ્પેનનું વર્ગીકરણ (આબોહવા)
క్రెబ్స్ చక్రం,ક્રેબ્સ ચક્ર
కుర్టోసిస్,ક્ટોસિસ
KVK,કે.વી.કે. (કૃશી વિગાયન કેન્દ્ર)
కడమ్,કડમ
కాలే,કાલે
కాన్స్ గడ్డి,કેન્સ ઘાસ
కరోండా,કર્કશ
"కిడ్నీ బీన్, రాజ్మా","કિડની બીન, રાજમહ"
కివిఫ్రియుట్,Kાંકીપ
నోల్ ఖోల్,નોલ ખોલ
కోడాంపులి,કોડમપુલી
కోడో మిల్లెట్,કોડો બાજરી
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),કોકમ બટર ટ્રી (મંગોસ્ટીન)
ఖాప్రా బీటిల్,ખપ્રા ભમરો
L.D.50 (ప్రాణాంతక మోతాదు 50),એલ.ડી .50 (ઘાતક ડોઝ 50)
ల్యాబ్ టు ల్యాండ్,જમીન પર
లేబుల్,સંદિગ્ધ કરવું
శ్రమ,મજૂર
లాక్ ఒపెరాన్ మోడల్,લક્ષ પરાક્રમ
చనుబాలివ్వడం,દૂધમારો
క్షీరసమూరం,લેક્ટોજેનિક હોર્મોન (પ્રોલેક્ટીન)
లాక్టోస్,લેક્ટોઝ
లాగింగ్ స్ట్రాండ్,પાછળની બાજુ
లాంబ్డా క్లోనింగ్ వెక్టర్,લેમ્બડા ક્લોનીંગ વેક્ટર
లామినార్ గాలి ప్రవాహం,લેમિનર હવા પ્રવાહ
దీపం బ్రష్ క్రోమోజోమ్,દીવો બ્રશ રંગસૂત્ર
భూమి,જમીન
భూమి సామర్థ్య వర్గీకరణ,જમીન ક્ષમતા વર્ગીકરણ
భూమి సామర్థ్య పటం,જમીન ક્ષમતા
భూమి క్షీణత,જમીન -અધોગતિ
భూమి సమాన నిష్పత్తి,જમીન સમકક્ષ ગુણોત્તર
ల్యాండ్ లెవలింగ్,જમીન સ્તરીકરણ
భూమి పునరుద్ధరణ,જમીનની શોધ
ల్యాండ్ స్కేపింగ్,ઉતર
భూమి అనుకూలత,જમીન યોગ્યતા
భూ వినియోగ విధానం,જમીન ઉપયોગ -પદ્ધતિ
లాంగర్‌హాన్స్ కణాలు,લેંગરહન્સ સેલ્સ
లోపం రేటు,રદિયો દર
లార్వా,લાર્વા
జాప్యం,સુશોભન
గుప్త,સુવ્યવસ્થિત
గుప్త సంక్రమణ,ચેપગ્રસ્ત ચેપ
పార్శ్వ,બાજુનું
లాటరైట్ నేలలు,વારસામાં માટી
రబ్బరు పాలు,Xtex
లాథరిజం,શિરદર્શક
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),લેટિન સ્ક્વેર ડિઝાઇન (એલએસડી)
లాటిస్,જાળી
కంపన ప్రయోజనం యొక్క చట్టం,સુસંગત લાભ
స్థిరమైన రాబడి యొక్క చట్టం,સતત વળતરનો કાયદો
రాబడిని తగ్గించే చట్టం,ઘટતા વળતરનો કાયદો
పెరుగుతున్న చట్టం,વધારો
కారకాలు పరిమితం చేసే చట్టం,મર્યાદિત પરિબળોનો કાયદો
కనీస చట్టం,ન્યૂનતમ કાયદો
ప్రత్యామ్నాయ చట్టం,અવેજીનો કાયદો
వేరియబుల్ నిష్పత్తుల చట్టం,ચલ પ્રમાણનો કાયદો
పొర,સ્તર
లేఅవుట్,બાંધકામ
లీచేట్,ઉદ્ધત
లీచింగ్ సామర్థ్యం,Effંચે ચાલતી કાર્યક્ષમતા
లీచింగ్ అవసరం,ઠપકો
ప్రముఖ స్ట్రాండ్,અગ્રણી સેર
ఆకు ప్రాంతం వ్యవధి,પાંદડાની વિસ્તારનો સમયગાળો
ఆకు ప్రాంత సూచిక,પાંદડાની ક્ષેત્ર અનુક્રમણ્ય
ఆకు ప్రాంత నిష్పత్తి,પાંદડાની વિસ્તાર ગુણોત્તર
ఆకు మైనర్,પર્ણ ખાણિયો
ఆకు పరీక్ష,પાંદડાની પરીક્ષણ
ఆకు,પર્ણ
కరపత్రం,પત્રિકા
లీజు,પટા
చిక్కుళ్ళు,ક legંગું
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),લીસા - (ઓછી energy ર્જા ઇનપુટ ટકાઉ કૃષિ)
లెంటిసెల్,ભાંગફોડ
లెంటో క్యాపిల్లరీ పాయింట్,દાપલ કેશિકા બિંદુ
లెప్టోనెమా,લેપટોનમા
లెప్టోస్పిరోసిస్,લેપ્ટોસ્પાયરોસિસ
లెరో-మార్ఫిక్,અંધશ્રદ્ધાળુ
గాయం,જખમ
ప్రాణాంతక మ్యుటేషన్,ઘાતક પરિવર્તન
ల్యూకోప్లాస్ట్,લિંગકોપ્લાસ્ટ
స్థాయి టెర్రేస్,ક levelપિક ભાડૂતી
లెవెలర్,લેવલર (લેવલર)
స్థాయి స్థాయికిట,લેવલિંગ (જમીનની)
లే వ్యవసాయం,રખડુ
లైబిగ్ యొక్క కనీస చట్టం,લિબિગનો ન્યૂનતમ કાયદો
లిగేషన్,બંધ
తేలికపాటి పరిహారం పాయింట్,પ્રકાશ વળતર બિંદુ
కాంతి సంతృప్త తీవ్రత,પ્રકાશ સંતૃપ્તિની તીવ્રતા
కాంతి ప్రసార నిష్పత్తి,પ્રકાશ પ્રસારણ ગુણોત્તર
లైట్ ట్రాప్,પ્રકાશ જાળ
పరిమితి,મર્યાદિત
పరిమితి,સીમા
పరిమితం చేసే కారకం,મર્યાદિત પરિબળ
లిమోనైట్,સિધ્ધાંત
లైన్,પંક્તિ
సరళ ప్రతిస్పందన,રેખીય પ્રતિભાવ
అనుసంధానం,જોડાણ
అనుసంధాన సమూహం,જોડાણ જૂથ
లింకర్,કોરી
లింట్ ఇండెక్స్,ઉંચકવાર સૂચન
Linters,કોઠાર
లిపిడ్,લિપિડ
లిపోలిసిస్,લિપોલીસિસ
లిక్విడేషన్,પતાવટ
లిస్టర్,શણગારવું
లిస్టర్,શણગારવું
జాబితా,સૂચિ
లిథోస్పియర్,શિષ્ટાચાર
లిట్టర్,કચરો
లైవ్ మల్చెస్,જીવંત લીલા ઘાસ
లివర్‌వోర్ట్,મણિ
పశువులు,પશુધન
స్థానిక నియంత్రణ,સ્થાનિક નિયંત્રણ
లోకస్,સ્થાન
మిడుత,તીડ
బస (పంట బస),રહેઠાણ (પાક લોજિંગ)
లోడిక్యూల్,લોડિક્યુલ
Wheess,ભ્રમણ
లోగార్తిమిక్ పరివర్తన,લોગાર્શા -પરિવર્તન
లాంగ్ - డే మొక్క,લાંબી - દિવસનો છોડ
లాంగ్ వేవ్ రేడియేషన్,લાંબી તરંગ કિરણોત્સર્ગ
లూప్,ફટકો
లాపింగ్,Pingંચે કામ કરવું
కలప,લાકડું
లక్స్,એક જાતની એક વસ્તુ
లగ్జరీ వినియోగం (పోషకం),લક્ઝરી વપરાશ (પોષક તત્વો)
లగ్జరీ జన్యువులు,લકકાર જનીનો
లైకోపీన్,લીકોપીન
శోషరస,લિમણું
లైసిమీటర్,લિઝિમીટર
సెల్ యొక్క లైసిస్,કોષ -ચિત્તભ્રમણા
లైసోజెని,લાઇઝજેનિસ
లైసోజోమ్,લિસોઝomeમ
లైసోజైమ్,સુવાક્ય
లాక్ ట్రీ,લાખ વૃક્ષ
లక్ష,લાખ
"లేడీ ఫింగర్, ఓక్రా","લેડીની આંગળી, ઓકરા"
భూమి కాల్‌ట్రోప్‌లు,જમીન કેલ્ટ્રોપ્સ
లాంటానా,મણિ
లాథైరస్,શણગારવું
లీక్,ગલનનું
నిమ్మ గడ్డి,લીંબુનો ઘાસ
నిమ్మకాయ,લીંબુ
కాయధాన్యం,મસૂર
లెక్వోరిస్,મસ્ત
పాలకూర,કોઇ
లిల్లీ,લીલી
సున్నం,ચૂનો
లిన్సీడ్,અળસીનું
లిట్చి,ઉદ્ધતાઈ
సామలు,થોડી બાજરી
పొడవైన పుచ్చకాయ,લાંબા તરબૂચ
పొడవైన మిరియాలు,લાંબી મરી
లోక్వాట్,ડોકલા
లోటస్,કમળ
లార్సెర్న్,લસ
లాక్ క్రిమి,લાખ જંતુ
లేడీ బర్డ్ బీటిల్,સ્ત્રી -પક્ષી ભમરો
ఆకు మైనర్,પર્ણ ખાણિયો
ఆకు రోలర్,પાંદડાની રોલર
ఆకు వెబ్బర్,પાંદડા
మిడుత,તીડ
స్థూల పరిణామం,લૌકિક ઉત્ક્રાંતિ
మాక్రోక్లైమేట్,કરચલી
స్థూల కణాలు,મ mac્રોમ્યુલેક્યુલ
స్థూల,ઉદ્ધતતા
మాక్రోన్యూట్రియంట్,ઉન્માદ
మాక్రోపోర్స్,ચંચળ
మాగ్గోట్,માગગોટ
మాగ్మా,મેઘ
మెగ్నీషియా,મેગ્નેશિયા
మెగ్నీషియం,મેગ્નેશિયમ
మాగ్నెటిక్ స్టిరర్,ચુંબકીય હલાવનાર
పరిమాణం,પરિમાણ
మహువా కేక్,માહુઆ કેક
మెయింటెనర్ లైన్,જાળવણીકાર રેખા
నిర్వహణ,જાળવણી
మొక్కజొన్న షెల్లర్,મકાઈ શેલર
మగ శుభ్రత,પુરુષ જંતુરહિત
వైకల్యం,ખોડખાંપણ
ప్రాణాంతకత,રોગ
పోషకాహార లోపం,પોષણ
దుర్వినియోగం,ગેરરીતિ
మాల్టింగ్,દૂષિત
మాంగర్,ગમાણ
మడ అడవులు,મેલગ્રોવ
మనోమీటర్,માનવશલના માપક
మనోమీటర్,માનવશલના માપક
మాంటిస్సా (లోగారిథం యొక్క),મન્ટિસા (લોગરીધમનો)
ఎరువు,ખાતર
ఎరువు,ખાતર
ఉపాంత,સીમાંત
ఉపాంత వ్యయం,સીમાંત ખર્ચ
ఉపాంత భూమి,સીમાંત જમીન
ఉపాంత ఉత్పత్తి,સીમાંત ઉત્પાદન
ఉపాంత రాబడి,સીમાંત વળતર
మెరైన్,દરિયાઇ
గుర్తు,માર્કર (આનુવંશિક)
సంత,બજાર
విక్రయించదగినది,વેચાણક્ષમ
విక్రయించదగిన మిగులు,વેચાણપાત્ર અધિકૃતતા
మార్కెట్ మిగులు,બજારમાં મેળવણી
మార్కెటింగ్,બજાર
మార్ష్,માર્શ
ద్రవ్యరాశి ప్రవాహం,સામૂહિક પ્રવાહ
సామూహిక ఎంపిక,સામૂહિક પસંદગી
మాస్-స్పెక్ట్రోమీటర్,સામૂહિક-સંકટપ્રમનોમાક્ષ
మాస్ట్,મસ્ત
తల్లి వారసత్వం,મામાનો વારસો
సంభోగం,સમાગમ
మెట్రిక్ సంభావ్యత,મેટ્રિક સંભવિત
పరిపక్వత,પરિપક્વતા
పరిపక్వత (పంట),પરિપક્વતા (પાક)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,મહત્તમ ઉપલબ્ધ પાણી
గరిష్ట పంట,મહત્તમ પાક
గరిష్ట అవశేష పరిమితి,મહત્તમ અવશેષ મર્યાદા
గరిష్ట స్థిరమైన దిగుబడి,મહત્તમ ટકાઉ ઉપજ
గరిష్ట థర్మామీటర్,મહત્તમ થર્મોમાપક
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,મહત્તમ પાણી -ધારણ ક્ષમતા
మేడో ఆర్చర్డింగ్,ઘાસનો ઓર્કાર્ડિંગ
మీలీ,ભ્રામક
సగటు విచలనం,સરેરાશ વિચલન
సగటు జీవితం (అణు),મીન લાઇફ (પરમાણુ)
సముద్ర మట్టం సగటు,દરિયાઇ સપાટી
చదరపు అర్థం,સરેરાશ ચોરસ
కొలత,માપ
కొలత,માપ
యాంత్రిక,યાંત્રિક
యాంత్రిక విశ్లేషణ,યાંત્રિક વિશ્લેષણ (માટી)
యాంత్రిక ఇంపెడెన్స్,યાંત્રિક અવરોધ
యాంత్రిక వ్యవసాయం,યંત્ર -ખેતી
మధ్యస్థ,મધ્યમ
Plant షధ మొక్క,Inalષધ
మధ్యధరా వాతావరణం,ભૂમધ્ય આબોહવા
మెగాగామెటోజెనిసిస్,મેગાગામેટોજેનેસિસ
మెగాస్పోరంగియా,મેગાસ્પોરંગિયા
మహశితుడు,મેગાસ્પોર (મેક્રોસ્પોર)
మెగాస్పోరోజెనిసిస్,મેગાસ્પોજેનેનેતિયો
మియోసిస్,મેયોસિસ
మెలో నేల,ખુશામત
DNA యొక్క ద్రవీభవన,ડીએનએ
మెంబ్రేన్ ఫిల్టర్,પટલ ફિલ્ટર
మెండెలియన్ వారసత్వం,મેન્ડેલિયન વારસો
మెండెలిజం,સુધારણા
మెండెల్ యొక్క వారసత్వ చట్టం,વારસાના મેન્ડેલનો કાયદો
సరుకుల,વેપારી
మెర్క్యురీ,પારો
మెరిస్టెమ్,ઉદ્ધત
మెసోక్లిమేట్,મેસોક્લાઇમેટ
మీసోడెర్మ్,મેસોોડર્મ
మెసోఫిల్,મેસોફિલ
మెసోఫైట్,મેસોફાઇટ
మీసో-పోర్స్,મેસો
