Marathi,Gujarati
मागणी कार्य,માંગ કાર્ય
लोकसंख्याशास्त्रीय अभ्यास,વસ્તી વિષયક અભ્યાસ
लोकसंख्या,વસ્તીવિષયક
डी मोइव्रेचे प्रमेय,ડી મોઇવરનું પ્રમેય
प्रात्यक्षिक,દર્શાવો
प्रात्यक्षिक,પ્રદર્શન
प्रात्यक्षिक भूमिती,નિદર્શન ભૂમિતિ
भाजक,છેદ
दाट संच,ગાઢ સમૂહ
घनता,ઘનતા
संख्यात्मक संच,અસંખ્ય સમૂહ
निर्गमन चल,પ્રસ્થાન ચલ
अवलंबून घटना,આશ્રિત ઘટના
अवलंबित यादृच्छिक चल,આશ્રિત રેન્ડમ ચલ
अवलंबून व्हेरिएबल,આશ્રિત ચલ
अवलंबून भिन्नता,આશ્રિત વિવિધતા
उदासीनता कोन,હતાશા કોણ
व्युत्पत्ती,વ્યુત્પત્તિ
व्युत्पन्न,વ્યુત્પન્ન
व्युत्पन्न मालिका,વ્યુત્પન્ન શ્રેણી
व्युत्पन्न संच,મેળવેલ સમૂહ
उतरत्या,ઉતરતા
उतरत्या क्रमाने,ઉતરતા ક્રમમાં
उतरत्या मालिका,ઉતરતી શ્રેણી
वर्णनात्मक भूमिती,વર્ણનાત્મક ભૂમિતિ
वर्णनात्मक मॉडेल,વર્ણનાત્મક મોડેલ
वर्णनात्मक आकडेवारी,વર્ણનાત્મક આંકડા
डिझाइन,ડિઝાઇન
प्रयोगाची रचना,પ્રયોગની ડિઝાઇન
डेस्क कॅल्क्युलेटर,ડેસ્ક કેલ્ક્યુલેટર
शोध,શોધ
निर्धारक,નિર્ણાયક
निर्धारक रँक,નિર્ણાયક ક્રમ
ठरवणे,નક્કી કરો
निर्धारक मॉडेल,નિર્ધારિત મોડેલ
निर्धारक समस्या,નિર્ધારિત સમસ્યા
विचलन,વિચલન
विचलन गुणांक,વિચલન ગુણાંક
डायडिक प्रणाली,ડાયડિક સિસ્ટમ
कर्ण,કર્ણ
मॅट्रिक्सचे विकर्णीकरण,મેટ્રિક્સનું વિકર્ણીકરણ
कर्ण मॅट्रिक्स,કર્ણ મેટ્રિક્સ
कर्ण समानता,કર્ણ સમાનતા
आकृती,રેખાકૃતિ
रेखाचित्र पद्धत,રેખાકૃતિ પદ્ધતિ
रेखाचित्रात्मक सादरीकरण,રેખાકૃતિ પ્રસ્તુતિ
व्यास,વ્યાસ
संचाचा व्यास,સમૂહનો વ્યાસ
diametrically विरुद्ध,ડાયમેટ્રિકલી વિરુદ્ધ
फासे फेकणे,ડાઇસ ફેંકવું
द्विभाजक वर्गीकरण,દ્વિભાષી વર્ગીકરણ
द्विविभाजन,દ્વિભાષા
शब्दकोश क्रम,શબ્દકોશ ક્રમ
फरक कॅल्क्युलस,તફાવત કેલ્ક્યુલસ
फरक समीकरण,તફાવત સમીકરણ
फरक सूत्र,તફાવત સૂત્ર
फरक पद्धत,તફાવત પદ્ધતિ
संचांचा फरक,સેટનો તફાવત
वेगळे करण्यायोग्य,વિભેદક
भिन्नता वक्र,વિભેદક વળાંક
भिन्न कार्य,વિભેદક કાર્ય
भिन्नता,વિભેદક
विभेदक कॅल्क्युलस,વિભેદક કલન
विभेदक गुणांक,વિભેદક ગુણાંક
विभेदक समीकरण,વિભેદક સમીકરણ
विभेदक फॉर्म,વિભેદક સ્વરૂપ
विभेदक सूत्र,વિભેદક સૂત્ર
विभेदक कार्य,વિભેદક કાર્ય
विभेदक भूमिती,વિભેદક ભૂમિતિ
उच्च ऑर्डरचा फरक,ઉચ્ચ ક્રમનો તફાવત
विभेदक भागफल,વિભેદક ભાગ
वेगळे करणे,તફાવત કરવો
भिन्नता,તફાવત
भिन्नता सूत्र,ભિન્નતા સૂત્ર
वेक्टर भेद,વેક્ટરનો તફાવત
प्रसार,પ્રસરણ
अंक,અંક
डिजिटल संगणक,ડિજિટલ કમ્પ્યુટર
डिजिटल डेटा,ડિજિટલ ડેટા
परिमाण,પરિમાણ
आयाम,પરિમાણ
आकारहीन,પરિમાણહીન
समीकरणाचे परिमाण,સમીકરણનું પરિમાણ
डायफॅन्टाइन समीकरण,ડાયોફેન્ટાઇન સમીકરણ
बुडविणे कोन,ડૂબકી કોણ
द्विध्रुवीय समन्वय,દ્વિધ્રુવી કોઓર્ડિનેટ્સ
द्विध्रुव,દ્વિધ્રુવ
dipyramid (bipyramid),ડીપીરામીડ (બાયપીરામિડ)
डायरॅक डेल्टा फंक्शन,ડીરાક ડેલ્ટા ફંક્શન
थेट सामान्य स्पर्शिका,સીધી સામાન્ય સ્પર્શક
निर्देशित कोन,નિર્દેશિત કોણ
निर्देशित ओळ,નિર્દેશિત રેખા
दिशात्मक व्युत्पन्न,દિશાત્મક વ્યુત્પન્ન
दिशा कोसाइन,દિશા કોસાઇન
मॅक्सिमाची दिशा,મેક્સિમાની દિશા
प्रक्षेपणाची दिशा,પ્રક્ષેપણની દિશા
दिशा गुणोत्तर,દિશા ગુણોત્તર
संचालक मंडळ,ડિરેક્ટર વર્તુળ
दिग्दर्शक क्षेत्र,દિગ્દર્શક ક્ષેત્ર
थेट उत्पादन,સીધું ઉત્પાદન
थेट पुरावा,સીધો પુરાવો
थेट प्रमाण,સીધું પ્રમાણ
डायरेक्टिक्स,ડાયરેક્ટ્રીક્સ
थेट बेरीज,સીધી રકમ
डिस्कनेक्ट केलेले संच,ડિસ્કનેક્ટ થયેલ સેટ
अखंडता,નિરંતરતા
डेरिव्हेटिव्हचे खंडन,વ્યુત્પન્નતાની વિરામ
पहिल्या प्रकारची अखंडता,પ્રથમ પ્રકારની અવ્યવસ્થા
दुस-या प्रकारची अखंडता,બીજા પ્રકારની અવ્યવસ્થા
अखंड वितरण,અવ્યવસ્થિત વિતરણ
अखंड कार्य,અવ્યવસ્થિત કાર્ય
अखंड भिन्नता,અવ્યવસ્થિત વિવિધતા
स्वतंत्र,અલગ
स्वतंत्र वितरण,સ્વતંત્ર વિતરણ
स्वतंत्र संभाव्यता वितरण,સ્વતંત્ર સંભાવના વિતરણ
स्वतंत्र यादृच्छिक चल,અલગ રેન્ડમ ચલ
स्वतंत्र नमुना जागा,અલગ નમૂના જગ્યા
स्वतंत्र संच,સ્વતંત્ર સમૂહ
स्वतंत्र जागा,અલગ જગ્યા
स्वतंत्र टोपोलॉजी,સ્વતંત્ર ટોપોલોજી
भिन्न भिन्नता,અલગ અલગ
भेदभाव करणारा,ભેદભાવપૂર્ણ
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
तोडणे,વિચ્છેદ
विसंगत घटना,અસંબંધિત ઘટનાઓ
विभक्त संच,ડિસજોઇન્ટ સેટ
युनियन तोडणे,જોડાણ તોડી નાખવું
वियोग,વિભાજન
फैलाव,વિક્ષેપ
फैलाव चार्ट,વિક્ષેપ ચાર્ટ
फैलाव स्थिर,વિક્ષેપ સતત
फैलाव आकृती,વિક્ષેપ રેખાકૃતિ
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
विस्थापन,વિસ્થાપન
प्रदर्शन,પ્રદર્શન
डिस्प्ले युनिट (=कन्सोल),ડિસ્પ્લે યુનિટ (=કન્સોલ)
भिन्न,ભિન્ન
विघटनशील शक्ती,વિઘટનકારી દળો
अंतर कार्य,અંતર કાર્ય
अंतर मॉड्यूलस,અંતર મોડ્યુલસ
वितरण-मुक्त पद्धत,વિતરણ-મુક્ત પદ્ધતિ
वितरण कायदा,વિતરણ કાયદો
वळवणे,અલગ થવું
विचलन,વિચલન
भिन्नता प्रमेय,વિચલન પ્રમેય
भिन्न,જુદીજુદી
भिन्न मालिका,અલગ શ્રેણી
विभाजित फरक,વિભાજિત તફાવત
विभाज्यता,વિભાજ્યતા
विभाज्य,વિભાજ્ય
विभागणी,વિભાગ
विभाजन अल्गोरिदम,વિભાજન અલ્ગોરિધમ
विभागणी रिंग,ડિવિઝન રિંગ
डोडेकॅगॉन,ડોડેકાગોન
dodecahedron,ડોડેકાહેડ્રોન
डोमेन,ડોમેન
फंक्शनचे डोमेन,ફંક્શનનું ડોમેન
व्याख्या डोमेन,વ્યાખ્યાનું ક્ષેત્ર
अस्तित्वाचे क्षेत्र,અસ્તિત્વનું ક્ષેત્ર
प्रबळ धोरण,પ્રભાવશાળી વ્યૂહરચના
डॉपलर प्रभाव,ડોપ્લર અસર
डॉट उत्पादन,ડોટ ઉત્પાદન
ठिपके असलेला वक्र,ડોટેડ વળાંક
दुहेरी फरक,ડબલ તફાવત
दुहेरी घातांकीय वितरण,ડબલ ઘાતાંકીય વિતરણ
दुहेरी हेलिक्स,ડબલ હેલિક્સ
दुहेरी अविभाज्य,ડબલ અભિન્ન
दुहेरी एकत्रीकरण,ડબલ એકીકરણ
दुहेरी मर्यादा,ડબલ મર્યાદા
दुहेरी नमुना योजना,ડબલ સેમ્પલિંગ પ્લાન
दुहेरी क्रम,ડબલ ક્રમ
दुहेरी मालिका,ડબલ શ્રેણી
दुहेरी प्रत्यय नोटेशन,ડબલ પ્રત્યય સંકેત
दुहेरी बेरीज,ડબલ સમીકરણ
अधोगामी प्रवेग,નીચે તરફ પ્રવેગક
खालच्या दिशेने विस्थापन,નીચે તરફનું વિસ્થાપન
खालची गती,નીચેની ગતિ
खालचा वेग,નીચે તરફનો વેગ
ड्रॅग,ખેંચો
ड्रॅग फोर्स,ખેંચો બળ
दुहेरी,દ્વિ
दुहेरी आधार,બેવડા આધાર
दुहेरी आतील उत्पादन,દ્વિ આંતરિક ઉત્પાદન
दुहेरी रेखीय प्रोग्रामिंग समस्या,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
दुहेरी ऑपरेशन,ડ્યુઅલ ઓપરેશન
दुहेरी समस्या,બેવડી સમસ્યા
ड्युअल सिम्प्लेक्स अल्गोरिदम,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
ड्युअल सिम्प्लेक्स तंत्र,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
दुहेरी जागा,બેવડી જગ્યા
दुहेरी व्हेरिएबल,દ્વિ ચલ
दुहेरी वेक्टर जागा,ડ્યુઅલ વેક્ટર જગ્યા
डमी निर्देशांक,બનાવટી અનુક્રમણિકા
डमी सबस्क्रिप्ट,ડમી સબસ્ક્રીપ્ટ
डमी प्रत्यय,બનાવટી પ્રત્યય
डमी व्हेरिएबल,ડમી ચલ
डुप्लिकेट प्रक्रिया,ડુપ્લિકેટર પ્રક્રિયા
गतिमान,ગતિશીલ
गतिशील प्रणाली,ગતિશીલ સિસ્ટમ
डायनॅमिक मागणी कार्य,ગતિશીલ માંગ કાર્ય
डायनॅमिक मॉडेल,ગતિશીલ મોડેલ
डायनॅमिक प्रोग्रामिंग,ગતિશીલ પ્રોગ્રામિંગ
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
डायनॅमिक प्रोग्रामिंग तंत्र,ગતિશીલ પ્રોગ્રામિંગ તકનીક
गतिशीलता,ગતિશીલતા
कणाची गतिशीलता,કણની ગતિશીલતા
कठोर शरीराची गतिशीलता,કઠોર શરીરની ગતિશીલતા
पृथ्वी,પૃથ્વી
भूकंपाची तीव्रता,ભૂકંપની તીવ્રતા
विलक्षणता,તરંગીતા
ग्रहण,ગ્રહણ
अर्थमितीय अंदाज,ઇકોનોમેટ્રિક આગાહી
अर्थशास्त्री,અર્થશાસ્ત્રી
अर्थमिति,અર્થશાસ્ત્ર
अर्थशास्त्र,અર્થશાસ્ત્ર
धार,ધાર
बहिर्वक्र संचाची किनार,બહિર્મુખ સમૂહની ધાર
कार्यक्षमता घटक,કાર્યક્ષમતા પરિબળ
eigen घटक,eigen તત્વ
eigen फंक्शन,eigen કાર્ય
eigen मूल्य,eigen મૂલ્ય
eigen मूल्य समीकरण,eigen મૂલ્ય સમીકરણ
इजेन वेक्टर,ઇજન વેક્ટર
लवचिक,સ્થિતિસ્થાપક
लवचिक स्थिरांक,સ્થિતિસ્થાપક સ્થિર
लवचिक समतोल,સ્થિતિસ્થાપક સંતુલન
लवचिकता,સ્થિતિસ્થાપકતા
लवचिकता पृष्ठभाग,સ્થિતિસ્થાપકતા સપાટી
इलेक्ट्रॉनिक संगणक,ઇલેક્ટ્રોનિક કમ્પ્યુટર
घटक,તત્વ
प्राथमिक स्तंभ ऑपरेशन,પ્રાથમિક કૉલમ કામગીરી
प्राथमिक घटना,પ્રાથમિક ઘટના
प्राथमिक कार्य,પ્રાથમિક કાર્ય
प्राथमिक ऑपरेशन,પ્રાથમિક કામગીરી
प्राथमिक परिणाम,પ્રાથમિક પરિણામ
प्राथमिक संभाव्यता कायदा,પ્રાથમિક સંભાવના કાયદો
प्राथमिक पंक्ती ऑपरेशन,પ્રાથમિક પંક્તિ કામગીરી
दूर करणे,નાબૂદ
निर्मूलन प्रक्रिया,નાબૂદી પ્રક્રિયા
लंबवर्तुळ,લંબગોળ
लंबवर्तुळाकार,લંબગોળ
लंबवर्तुळाकार,લંબગોળ
लंबवर्तुळाकार पृष्ठभाग,લંબગોળ સપાટી
लंबवर्तुळाकार शरीर,લંબગોળ શરીર
एम्बेडिंग,એમ્બેડિંગ
उत्सर्जन,ઉત્સર્જન
अनुभवजन्य डेटा,પ્રયોગમૂલક ડેટા
प्रायोगिक सूत्र,પ્રયોગમૂલક સૂત્ર
अनुभवजन्य संभाव्यता,પ્રયોગમૂલક સંભાવના
अनुभवजन्य संबंध,પ્રયોગમૂલક સંબંધ
रिकामा संच,ખાલી સેટ
बंद,બંધ
एन्कोडिंग,એન્કોડિંગ
एंडोमॉर्फिझम,એન્ડોમોર્ફિઝમ
शेवटचा बिंदू,અંતિમ બિંદુ
वर्ग मध्यांतराचा शेवटचा बिंदू,વર્ગ અંતરાલનો અંતિમ બિંદુ
ऊर्जा,ઊર્જા
ऊर्जा गती घटक,ઊર્જા ગતિ ઘટક
व्हेरिएबल प्रविष्ट करणे,ચલ દાખલ કરી રહ્યા છીએ
असंख्य संच,અસંખ્ય સમૂહ
गणना,ગણતરી
समान,સમાન
समानता,સમાનતા
तितकीच शक्यता,સમાન શક્યતા
समान संभाव्यता निवड पद्धत (=epsem),સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem)
समानता,સમાન
समीकरण,સમીકરણ
प्रथम पदवीचे समीकरण,પ્રથમ ડિગ્રીનું સમીકરણ
द्वितीय पदवीचे समीकरण,બીજી ડિગ્રીનું સમીકરણ
थर्ड डिग्रीचे समीकरण,ત્રીજી ડિગ્રીનું સમીકરણ
विषुववृत्त,વિષુવવૃત્ત
समसमान,સમાન
समभुज,સમભુજ
समतोल,સંતુલન
शक्तींचा समतोल,દળોનું સંતુલન
समतोल बिंदू,સંતુલન બિંદુ
समतुल्यता,સમાનતા
समतुल्य वर्ग,સમાનતા વર્ગ
समतुल्य संबंध,સમાનતા સંબંધ
समतुल्य,સમકક્ષ
समतुल्य मॅट्रिक्स,સમકક્ષ મેટ્રિક્સ
समतुल्य संच,સમકક્ષ સમૂહ
कामुकता,એર્ગોડિસિટી
त्रुटी,ભૂલ
त्रुटी विश्लेषण,ભૂલ વિશ્લેષણ
त्रुटी कोड,ભૂલ કોડ
त्रुटी गुणांक,ભૂલ ગુણાંક
सरासरी वर्गाची त्रुटी,સરેરાશ ચોરસની ભૂલ
पहिल्या प्रकारची त्रुटी,પ્રથમ પ્રકારની ભૂલ
दुसऱ्या प्रकारची त्रुटी,બીજા પ્રકારની ભૂલ
सुटण्याची शक्यता,બચવાની સંભાવના
सुटलेला वेग,એસ્કેપ વેગ
ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया,ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા
वर्णित मंडळ,લખાયેલ વર્તુળ
आवश्यक,આવશ્યક
मूलत: अद्वितीय,અનિવાર્યપણે અનન્ય
अंदाज,અંદાજ
अंदाज पद्धत,અંદાજ પદ્ધતિ
युक्लिडियन समन्वय,યુક્લિડિયન સંકલન
युक्लिडियन डोमेन,યુક્લિડિયન ડોમેન
युक्लिडियन भूमिती,યુક્લિડિયન ભૂમિતિ
युक्लिडियन एन-स्पेस,યુક્લિડિયન એન-સ્પેસ
युक्लिडियन विमान,યુક્લિડિયન પ્લેન
युलरचे प्रमेय,યુલરનું પ્રમેય
मूल्यांकन करा,મૂલ્યાંકન
अगदी,સમ
अगदी वक्र,પણ વળાંક
सम कार्य,સમ કાર્ય
अगदी एकाधिक,બહુવિધ પણ
सम संख्या,બેકી સંખ્યા
सम विषम सममिती,સમ વિષમ સમપ્રમાણતા
अगदी क्रमपरिवर्तन,પણ ક્રમચય
कार्यक्रम,ઘટના
सम मुदत,સમ મુદત
अचूक,ચોક્કસ
अचूक ची-स्क्वेअर चाचणी,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
अचूक फरक,ચોક્કસ તફાવત
अचूक समीकरण,ચોક્કસ સમીકરણ
उदाहरण,ઉદાહરણ
देवाणघेवाण,વિનિમય
संपूर्ण कार्यक्रम,સંપૂર્ણ ઘટના
अस्तित्व स्वयंसिद्ध,અસ્તિત્વ સ્વયંસિદ્ધ
अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता),અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના)
अस्तित्व प्रमेय,અસ્તિત્વ પ્રમેય
एक्सोजेनस व्हेरिएबल,બાહ્ય ચલ
विस्तार,વિસ્તરણ
अपेक्षा कार्य,અપેક્ષા કાર્ય
अपेक्षित वारंवारता,અપેક્ષિત આવર્તન
अपेक्षित मूल्य,અપેક્ષિત મૂલ્ય
प्रयोग,પ્રયોગ
प्रायोगिक त्रुटी,પ્રાયોગિક ભૂલ
स्पष्टीकरण,સમજૂતી
स्पष्ट समीकरण,સ્પષ્ટ સમીકરણ
स्पष्ट फॉर्म,સ્પષ્ટ સ્વરૂપ
स्पष्ट कार्य,સ્પષ્ટ કાર્ય
स्पष्ट उपाय,સ્પષ્ટ ઉકેલ
घातांक,ઘાત
घातांक वक्र,ઘાતાંકીય વળાંક
घातांकीय घनता कार्य,ઘાતાંકીય ઘનતા કાર્ય
घातांकीय वितरण,ઘાતાંકીય વિતરણ
घातांक समीकरण,ઘાતાંકીય સમીકરણ
घातांकीय कार्य,ઘાતાંકીય કાર્ય
घातांक वाढ,ઘાતાંકીય વૃદ્ધિ
घातांक कायदा,ઘાતાંકીય કાયદો
घातांक नकाशा,ઘાતાંકીય નકશો
घातांक मालिका,ઘાતાંકીય શ્રેણી
अभिव्यक्ती,અભિવ્યક્તિ
विस्तारित मध्यांतर,વિસ્તૃત અંતરાલ
विस्तारित वास्तविक ओळ,વિસ્તૃત વાસ્તવિક રેખા
विस्तारित वास्तविक संख्या प्रणाली,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
मॅपिंगचा विस्तार,મેપિંગનું વિસ્તરણ
बाह्य कोन,બાહ્ય કોણ
बाह्य क्षेत्र,બાહ્ય વિસ્તાર
बाह्य बिंदू,બાહ્ય બિંદુ
बाह्य,બાહ્ય
ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन,વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન
एक्सट्रापोलेशन तंत्र,એક્સ્ટ્રાપોલેશન તકનીક
अत्यंत मूल्य,આત્યંતિક મૂલ્ય
अत्यंत,આત્યંતિક
अत्यंत बिंदू,આત્યંતિક બિંદુ
उत्तल संचाचा अत्यंत बिंदू,બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ
फंक्शनचे टोक,કાર્યની સીમા
टोकाची मालमत्ता,આત્યંતિક મિલકત
चेहरा,ચહેરો
दर्शनी मूल्य,ફેસ વેલ્યુ
घटक,પરિબળ
घटक विश्लेषण,પરિબળ વિશ્લેષણ
घटक,કારણભૂત
तथ्यात्मक,ફેક્ટોરિયલ
फॅक्टोरियल डिझाइन,ફેક્ટોરિયલ ડિઝાઇન
फॅक्टरीकरण,ફેક્ટરીકરણ
फॅक्टराइज,ફેક્ટરાઇઝ
न्याय्य खेळ,વાજબી રમત
असत्य,ખોટું
कुटुंब,કુટુંબ
मंडळांचे कुटुंब,વર્તુળોનું કુટુંબ
कौटुंबिक वक्र,કુટુંબ વણાંકો
कार्यांचे कुटुंब,કાર્યોનું કુટુંબ
ओळींचे कुटुंब,રેખાઓનું કુટુંબ
प्रतिकृती,પ્રતિકૃતિ
F-वितरण,F-વિતરણ
व्यवहार्य मूलभूत उपाय,શક્ય મૂળભૂત ઉકેલ
व्यवहार्य उपाय,શક્ય ઉકેલ
परत फीड करा,પાછા ફીડ
फर्मेट तत्त्व,ફર્મેટ સિદ્ધાંત
फर्मेटचे प्रमेय,ફર્મેટનું પ્રમેય
फर्मी-डिरॅक आकडेवारी,ફર્મી-ડીરાક આંકડા
फिबोनाची संख्या,ફિબોનાકી નંબર
फिबोनाची मालिका,ફિબોનાકી શ્રેણી
फील्ड,ક્ષેત્ર
अंतिम वेग,અંતિમ વેગ
मर्यादित,મર્યાદિત
मर्यादित आधार,મર્યાદિત આધાર
मर्यादित दशांश,મર્યાદિત દશાંશ
मर्यादित फरक,મર્યાદિત તફાવત
मर्यादित फरक पद्धत,મર્યાદિત તફાવત પદ્ધતિ
मर्यादित आयामी,મર્યાદિત પરિમાણીય
मर्यादित मितीय वेक्टर जागा,મર્યાદિત પરિમાણીય વેક્ટર જગ્યા
मर्यादित खेळ,મર્યાદિત રમત
मर्यादित भूमिती,મર્યાદિત ભૂમિતિ
मर्यादित छेदनबिंदू,મર્યાદિત આંતરછેદ
मर्यादित अनेक,મર્યાદિત ઘણા
मर्यादित मार्कोव्ह साखळी,મર્યાદિત માર્કોવ સાંકળ
मर्यादितपणाचा पुरावा,મર્યાદિતતા પુરાવો
मर्यादित संख्या,મર્યાદિત સંખ્યા
मर्यादित लोकसंख्या,મર્યાદિત વસ્તી
मर्यादित संभाव्यता,મર્યાદિત સંભાવના
मर्यादित मालिका,મર્યાદિત શ્રેણી
मर्यादित संच,મર્યાદિત સમૂહ
मर्यादित वेग,મર્યાદિત વેગ
मर्यादित खंड,મર્યાદિત વોલ્યુમ
फिटिंग,ફિટિંગ
वक्र फिटिंग,વળાંકનું ફિટિંગ
सरळ रेषेचे फिटिंग,સીધી રેખાનું ફિટિંગ
स्थिर बिंदू प्रमेय,નિશ્ચિત બિંદુ પ્રમેય
निश्चित नमुना,નિશ્ચિત નમૂના
उड्डाणाचा वेग,ફ્લાઇટ વેગ
फ्लोटिंग पॉइंट अंकगणित,ફ્લોટિંગ પોઈન્ટ અંકગણિત
फ्लोटिंग पॉइंट सिस्टम,ફ્લોટિંગ પોઈન્ટ સિસ્ટમ
प्रवाह चार्ट,ફ્લો ચાર્ટ
प्रवाह वेग,પ્રવાહ વેગ
द्रव गतिशीलता,પ્રવાહી ગતિશીલતા
फोकल,ફોકલ
फोकल जीवा,કેન્દ્રીય તાર
फोकल अंतर,કેન્દ્રીય અંતર
केंद्रस्थ लांबी,ફોકલ લંબાઈ
लक्ष केंद्रित,ફોકસ
पाऊल,પગ
लंबाचा पाय,લંબનો પગ
गुरुत्वाकर्षण शक्ती,ગુરુત્વાકર્ષણ બળ
अंदाज,આગાહી
सुत्र,સૂત્ર
तयार करणे,ઘડવું
सूत्रीकरण,રચના
पुढे फरक,આગળ તફાવત
फॉरवर्ड इंटरपोलेशन,ફોરવર્ડ ઇન્ટરપોલેશન
गणिताचा पाया,ગણિતનો પાયો
फोरियरचे विश्लेषण,ફોરિયરનું વિશ્લેષણ
फोरियरची मालिका,ફોરિયરની શ્રેણી
फोरियरचे परिवर्तन,ફોરિયરનું પરિવર્તન
अपूर्णांक,અપૂર્ણાંક
अंशात्मक समन्वय,અપૂર્ણાંક સંકલન
अपूर्णांक संख्या,અપૂર્ણાંક સંખ્યા
फ्रॅक्शनल प्रोग्रामिंग,અપૂર્ણાંક પ્રોગ્રામિંગ
मुक्त मार्ग,મુક્ત માર્ગ
मुक्त वेक्टर,મુક્ત વેક્ટર
वारंवारता,આવર્તન
वारंवारता स्तंभ,આવર્તન કૉલમ
वारंवारता वक्र,આવર્તન વળાંક
वारंवारता वितरण,આવર્તન વિતરણ
वारंवारता हिस्टोग्राम,આવર્તન હિસ્ટોગ્રામ
घटनेची वारंवारता,ઘટનાની આવર્તન
वारंवारता बहुभुज,આવર્તન બહુકોણ
वारंवारता सारणी,આવર્તન કોષ્ટક
फ्रस्टम,ફ્રસ્ટમ
एक पिरॅमिड च्या frustum,પિરામિડનું ફ્રસ્ટમ
गोलाची कुंठित,વલયની નિરાશા
पूर्ण विस्तार,સંપૂર્ણ વિસ્તરણ
कार्य,કાર્ય
कार्यात्मक विश्लेषण,કાર્યાત્મક વિશ્લેષણ
मूलभूत,મૂળભૂત
मूलभूत प्रमेय,મૂળભૂત પ્રમેય
बीजगणिताचे मूलभूत प्रमेय,બીજગણિતનું મૂળભૂત પ્રમેય
आकाशगंगा,આકાશગંગા
गॅलोइस फील्ड,ગેલોઈસ ક્ષેત્ર
गॅलोईस गट,ગેલોઈસ જૂથ
जुगाराचा नाश,જુગારનો વિનાશ
खेळ आणि हलवा,રમત અને ખસેડો
संधीचा खेळ,તકની રમત
फासे चा खेळ,ડાઇસની રમત
खेळ सिद्धांत,રમતો સિદ્ધાંત
परिपूर्ण आठवणीसह खेळ,સંપૂર્ણ યાદ સાથે રમતો
खेळ मूल्य,રમત મૂલ્ય
गॅमा फंक्शन,ગામા કાર્ય
गॉस-आर्गंड विमान,ગૌસ-આર્ગાન્ડ પ્લેન
गॉसियन वक्र,ગૌસીયન વળાંક
गौसियन निर्मूलन,ગૌસિયન નાબૂદી
गॉसियन विमान,ગૌસિયન વિમાન
गॉस-जॉर्डन कपात,ગૌસ-જોર્ડન ઘટાડો
सामान्य केस,સામાન્ય કેસ
सामान्य अभिसरण प्रमेय,સામાન્ય કન્વર્જન્સ પ્રમેય
सामान्य समीकरण,સામાન્ય સમીકરણ
सामान्य घटक,સામાન્ય પરિબળ
सामान्य फॉर्म,સામાન્ય સ્વરૂપ
सामान्य सूत्र,સામાન્ય સૂત્ર
सामान्य खेळ,સામાન્ય રમત
सामान्य अनुमान,સામાન્ય અનુમાન
सामान्य अविभाज्य,સામાન્ય અભિન્ન
सामान्यीकरण,સામાન્યીકરણ
सामान्यीकृत सहयोगी कायदा,સામાન્યકૃત સહયોગી કાયદો
सामान्यीकृत सातत्य गृहीतक,સામાન્યકૃત સાતત્ય પૂર્વધારણા
सामान्यीकृत बहिर्वक्र कार्य,સામાન્યકૃત બહિર્મુખ કાર્ય
सामान्यीकृत समन्वय,સામાન્યકૃત કોઓર્ડિનેટ્સ
सामान्यीकृत eigen मूल्य समस्या,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
सामान्य अभिसरण प्रमेय,સામાન્ય કન્વર્જન્સ પ્રમેય
सामान्य समीकरण,સામાન્ય સમીકરણ
सामान्य घटक,સામાન્ય પરિબળ
सामान्य फॉर्म,સામાન્ય સ્વરૂપ
सामान्य सूत्र,સામાન્ય સૂત્ર
सामान्य खेळ,સામાન્ય રમત
सामान्य अनुमान,સામાન્ય અનુમાન
सामान्य अविभाज्य,સામાન્ય અભિન્ન
सामान्यीकरण,સામાન્યીકરણ
सामान्यीकृत सहयोगी कायदा,સામાન્યકૃત સહયોગી કાયદો
सामान्यीकृत सातत्य गृहीतक,સામાન્યકૃત સાતત્ય પૂર્વધારણા
सामान्यीकृत बहिर्वक्र कार्य,સામાન્યકૃત બહિર્મુખ કાર્ય
