Tamil,Telugu
வகுப்பு சி டியூன் செய்யப்பட்ட பெருக்கி,క్లాస్ సి ట్యూన్డ్ యాంప్లిఫైయర్
உமிழ்வு வகுப்பு,ఉద్గార తరగతి
கிளாசிக்கல் இயற்பியல்,క్లాసికల్ ఫిజిక్స్
வகைப்பாடு,వర్గీకరణ
துப்புரவு முகவர்,శుభ్రపరిచే ఏజెంట్
தெளிவான,క్లియర్
தெளிவான சேனல்,ఛానెల్ క్లియర్
கிளிக் செய்க,క్లిక్ చేయండి
வாடிக்கையாளர்,క్లయింట్
கிளையன்ட் உறவு (சேவையக உறவு),క్లయింట్ సంబంధం (సర్వర్ సంబంధం)
குன்றின் விளைவு,క్లిఫ్ ప్రభావం
கிளிப் போர்டு,క్లిప్ బోర్డు
கிளிப்பிங்,క్లిప్పింగ్
கடிகார துடிப்பு,క్లాక్ పల్స్
கடிகார ஃபிளிப் ஃப்ளாப்,క్లాక్డ్ ఫ్లిప్ ఫ్లాప్
கடிகார மைக்,క్లాక్ఫేస్డ్ మైక్
கடிகார அதிர்வெண்,గడియారం-ఫ్రీక్వెన్సీ
கடிகாரகடிகாரச்சுற்று,సవ్యదిశలో
மூடிய சுற்று,క్లోజ్డ్ సర్క్యూట్
முடிந்த சுற்றுவளைவு,నిర్భంద వలయం
கொத்து,క్లస్టర్
கிளஸ்டரிங்,క్లస్టరింగ్
ஒழுங்கீனம்,అస్తవ్యస్తంగా
ஒழுங்கீனம் இழப்பு,అయోమయ నష్టం
பூச்சு,పూత
கோஆக்சியல் கேபிள்,ఏకాక్షక కేబుల్
கோஆக்சியல் வரி,ఏకాక్షక రేఖ
கோஆக்சியல் டிரான்ஸ்மிஷன் லைன்,ఏకాక్షక ప్రసార రేఖ
இணை-சேனல்,కో-ఛానెల్
இணை-சேனல் குறுக்கீடு,కో-ఛానెల్ జోక్యం
கோக்லியா,కోక్లియా
குறியீடு,కోడ్
குறியீட்டு எண்,కోడ్ సంఖ్య
குறியீடு வீதம்,కోడ్ రేటు
குறியீடு சொல்,కోడ్ పదం
கோடெக் (குறியீட்டு டிகோடிங்),కోడెక్ (కోడింగ్ డీకోడింగ్)
குறியிடப்பட்ட ஆடியோ,కోడెడ్ ఆడియో
குறியீட்டாளர்,కోడర్
குறியீட்டு முறை,కోడింగ్
குறியீட்டு டிகோடிங் நுட்பம்,కోడింగ్ డీకోడింగ్ టెక్నిక్
குறியீட்டு பிழை,కోడింగ్ లోపం
குறியீட்டு வீதம்,కోడింగ్ రేటు
குறியீட்டு நுட்பம்,కోడింగ్ టెక్నిక్
குணகம்,గుణకం
கட்டாய,బలవంతపు
ஒத்திசைவான பண்பேற்றம்,పొందికైన మాడ్యులేషన్
சுருள்,కాయిల్
இணைந்து,సహకారం
சரிவு,కూలిపోతుంది
ஆட்சியர்,కలెక్టర్
கலெக்டர் மின்னோட்டம்,కలెక్టర్ కరెంట్
அடிப்படை நடத்தைக்கு கலெக்டர்,బేస్ కండక్టెన్స్ నుండి కలెక్టర్
கலெக்டர்-பேஸ் சந்தி,కలెక్టర్-బేస్ జంక్షన్
நிறம்,రంగు
வண்ண பகுப்பாய்வி,కలర్ ఎనలైజర్
வண்ண சமநிலை,రంగు సమతుల్యత
வண்ண வெடிப்பு,రంగు పేలుడు
வண்ண விளக்கப்படம்,రంగు చార్ట్
வண்ண சேர்க்கை,రంగు కలయిక
வண்ண மாறிலி,రంగు స్థిరాంకం
வண்ண கட்டுப்பாடு (குரோம் கட்டுப்பாடு),రంగు నియంత్రణ (క్రోమ్ నియంత్రణ)
வண்ண ஆழம்,రంగు లోతు
வண்ண சோர்வு,రంగు అలసట
வண்ண வடிகட்டி,కలర్ ఫిల్టర్
வண்ண கொலையாளி சுற்று,కలర్ కిల్లర్ సర్క్యూట్
வண்ண கினெஸ்கோப்,కలర్ కైన్‌కోప్
வண்ண கலவை,కలర్ మిక్సర్
வண்ண முறை,రంగు నమూనా
வண்ண கருத்து,రంగు అవగాహన
வண்ண படத் திரை,కలర్ పిక్చర్ స్క్రీన్
வண்ண இடம்,రంగు స్థలం
வண்ண துணைக் கேரியர்,రంగు సబ్‌కారియర్
வண்ண வெப்பநிலை,రంగు ఉష్ణోగ్రత
வண்ண பரிமாற்றம்,రంగు ప్రసారం
வண்ண குழாய்,కలర్ ట్యూబ్
நிறம்,రంగు
நிறமற்ற,రంగులేని
சேர்க்கை,కలయిక
காம்பினர்,కాంబినర్
இணைக்கும் செயல்முறை,కలయిక ప్రక్రియ
எரிப்பு,దహన
கட்டளை,కమాండ్
தொடக்க,ప్రారంభం
வணிக ஒளிபரப்பு,వాణిజ్య ప్రసారం
வணிக தொலைக்காட்சி,వాణిజ్య టెలివిజన్
பொதுவான கலெக்டர் சுற்று,సాధారణ కలెక్టర్ సర్క్యూట్
தொடர்பு,కమ్యూనికేషన్
தொடர்பு செயற்கைக்கோள்,కమ్యూనికేషన్ ఉపగ్రహం
சமூக வானொலி மையம்,కమ్యూనిటీ రేడియో సెంటర్
சமூக வானொலி நிலையம்,కమ్యూనిటీ రేడియో స్టేషన్
சிறிய வட்டு (குறுவட்டு),కాంపాక్ట్ డిస్క్ (సిడి)
காம்பாக்ட் டிஸ்க் பிளேயர்,కాంపాక్ట్ డిస్క్ ప్లేయర్
காம்பண்டர்,కంపాండర్
வளர்ப்பது,కంపాండింగ్
பொருந்தக்கூடிய தன்மை,అనుకూలత
இணக்கமான,అనుకూలంగా
கம்பைலர்,కంపైలర్
நிரப்பு,పరిపూరకరమైనది
நிரப்பு டிரான்சிஸ்டர்,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
சிக்கலான அலை,సంక్లిష్ట తరంగం
கூறு,భాగం
கூட்டு,మిశ్రమ
கலப்பு சுற்று,మిశ్రమ సర్క్యూట్
கூட்டு டிஜிட்டல்,మిశ్రమ డిజిటల్
கூட்டு ரேடியோ அதிர்வெண் சமிக்ஞை,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
கலப்பு சமிக்ஞை,మిశ్రమ సిగ్నల్
கூட்டு வீடியோ,మిశ్రమ వీడియో
கலப்பு வீடியோ சமிக்ஞை,మిశ్రమ వీడియో సిగ్నల్
கலவை,కూర్పు
சுருக்கப்பட்ட தரவு,కంప్రెస్డ్ డేటా
சுருக்கப்பட்ட டிஜிட்டல் வீடியோ,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
சுருக்கப்பட்ட வீடியோ,కంప్రెస్డ్ వీడియో
சுருக்க,కుదింపు
சுருக்க கலைப்பொருள்,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
சுருக்க ஆபத்து,కుదింపు ప్రమాదం
சுருக்க நுட்பம்,కంప్రెషన్ టెక్నిక్
அமுக்கி,కంప్రెసర్
கணக்கிடுங்கள்,కంప్యూట్
கணினி,కంప్యూటర్
கணினி அடிப்படையிலான மல்டிமீடியா,కంప్యూటర్ ఆధారిత మల్టీమీడియా
கணனி செய்நிரலாக்கம்,కంప్యూటర్ ప్రోగ్రామింగ్
கணினி தொழில்நுட்பம்,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
குழிவான லென்ஸ்,పుటాకార లెన్స్
குழிவான கண்ணாடி,పుటాకార అద్దం
மறைத்தல்,దాచడం
செறிவு,సాంద్రీకృత
செறிவு,ఏకాగ్రత
செறிவு லென்ஸ்,కేంద్రీకృత లెన్స్
மின்தேக்கி மைக்ரோஃபோன்,కండెన్సర్ మైక్రోఫోన్
சமநிலையின் நிலை,సమతుల్యత యొక్క పరిస్థితి
கடத்தல்,ప్రసరణ
கடத்தல் மின்னோட்டம்,ప్రసరణ ప్రస్తుత
கடத்துத்திறன்,వాహకత
நடத்துனர்,కండక్టర్
உள்ளமைவு,ఆకృతీకరణ
இணைப்பு,కనెక్షన్
இணைப்பு,కనెక్టివిటీ
இணைப்பு,కనెక్టర్
நிலைத்தன்மையும்,స్థిరత్వం
தொடர்ந்து,స్థిరంగా
கன்சோல்,కన్సోల్
மாறிலி,స్థిరాంకం
நிலையான வீச்சு,స్థిరమైన వ్యాప్తి
மைக்ரோஃபோனை தொடர்பு கொள்ளவும்,మైక్రోఫోన్‌ను సంప్రదించండి
கொள்கலன் வடிவம்,కంటైనర్ ఫార్మాట్
மாசுபாடு,కాలుష్యం
உள்ளடக்கம்,విషయము
தொடர்ச்சியான,పరస్పర
தொடர்ச்சி,కొనసాగింపు
தொடர்ச்சியான சாவடி,కొనసాగింపు బూత్
தொடர்ச்சியான குமிழ்,కొనసాగింపు నాబ్
தொடர்ச்சியான,నిరంతర
தொடர்ச்சியான வளைவு,నిరంతర ఆర్క్
தொடர்ச்சியான அலை,నిరంతర వేవ్
விளிம்பு வரி,ఆకృతి రేఖ
விளிம்பு திட்டம்,ఆకృతి ప్రణాళిక
ஒப்பந்த,ఒప్పందం
சுருள்,సంకోచం
கான்ட்ராஸ்ட் விகிதம்,కాంట్రాస్ట్ రేషియో
கட்டுப்பாட்டு சுற்று,కంట్రోల్ సర్క్యూట్
கட்டுப்பாட்டு மின்முனை,కంట్రోల్ ఎలక్ట్రోడ్
கட்டுப்பாட்டு உபகரணங்கள்,నియంత్రణ పరికరాలు
கட்டுப்பாட்டு கட்டம்,కంట్రోల్ గ్రిడ్
கட்டுப்பாட்டு வரி,నియంత్రణ రేఖ
கட்டுப்பாட்டு குழு,నియంత్రణ ప్యానెల్
கட்டுப்பாட்டு அறை,నియంత్రణ గది
கட்டுப்பாட்டு அட்டவணை,నియంత్రణ పట్టిక
கட்டுப்பாட்டு கோபுரம்,కంట్రోల్ టవర్
கட்டுப்படுத்தி,నియంత్రిక
ஒன்றிணைத்தல்,కన్వర్జెన్స్
ஒருங்கிணைந்த லென்ஸ்,కన్వర్జెంట్ లెన్స్
மாற்றி,కన్వర్టర్
குவிந்த லென்ஸ்,కుంభాకార లెన్స్
மாற்றுதல்,కన్విల్యూషన్
கன்வெர்யூஷன் குறியிடப்பட்டது,కన్వల్యూషన్ కోడెడ్
மாற்றும் இடைக்கணிப்பு,కన్వల్యూషనల్ ఇంటర్‌లీవ్
மாற்றும் இடைக்கணிப்பு,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
குக்கீ,కుకీ
குக்கியர்,కుకీయర్
கோப்ரோசசர்,కోప్రాసెసర్
தண்டு,త్రాడు
கொரோனா,కరోనా
கொரோனா வெளியேற்றம்,కరోనా ఉత్సర్గ
தொடர்பு,సహసంబంధం
கொசைன் கூறு,కొసైన్ భాగం
கொசைன் அலை,కొసైన్ వేవ్
அண்ட சத்தம்,విశ్వ శబ్దం
கவுண்டர்,కౌంటర్
எதிர் கடிகார திசையில்,కౌంటర్ సవ్యదిశలో
கப்ளர்,కప్లర్
இணைப்பு,కలపడం
இணைப்பு மின்தேக்கி,కప్లింగ్ కండెన్సర్
இணைப்பு நெட்வொர்க்,కలపడం నెట్‌వర్క్
இணைப்பு எதிர்ப்பு,కలపడం నిరోధకత
சக பிணைப்பு,సమయోజనీయ బంధం
பாதுகாப்பு,కవరేజ్
செயலிழப்பு,క్రాష్
சிக்கலான இசைக்குழு,క్రిటికల్ బ్యాండ్
சிக்கலான நிலை,క్లిష్ట పరిస్థితి
சிக்கலான இணைப்பு,క్లిష్టమైన కలపడం
சிக்கலான அதிர்வெண்,క్లిష్టమైన ఫ్రీక్వెన్సీ
சிக்கலான அளவுரு,క్లిష్టమైన పరామితి
முதலை கிளிப்,క్రోకోడైల్ క్లిప్
குறுக்கு மறைதல்,క్రాస్ ఫేడింగ్
குறுக்கு பண்பேற்றம்,క్రాస్ మాడ్యులేషన్
குறுக்கு பேச்சு,క్రాస్ టాక్
கிராஸ்ஃபேட்,క్రాస్ఫేడ్
குறியாக்கவியல்,క్రిప్టోగ్రఫీ
படிக,క్రిస్టల్
படிக வடிகட்டி,క్రిస్టల్ ఫిల్టర్
கியூ,క్యూ
கியூ மதிப்பெண்கள்,క్యూ మార్కులు
கியூயிங் சாதனம்,క్యూయింగ్ పరికరం
தற்போதைய வடிகால்,ప్రస్తుత కాలువ
தற்போதைய மீட்டர்,ప్రస్తుత మీటర్
மின்சார மின்மாற்றி,ప్రస్తుత ట్రాన్స్ఫార్మర్
கர்சர்,కర్సర్
வளைவு,వక్రరేఖ
அதிர்வெண் துண்டிக்கவும்,ఫ్రీక్వెన్సీని కత్తిరించండి
கட்டர்,కట్టర్
கணணி மையம்,సైబర్ కేఫ్
சைபர் பாதுகாப்பு,సైబర్ భద్రతా
மின்வெளி,సైబర్ స్థలం
மிதிவண்டி,చక్రం
சுழற்சி,చక్రీయ
டி.சி. கூறு,డి.సి. భాగం
டி.சி. தட்டு சக்தி,డి.సి. ప్లేట్ శక్తి
டி.சி. மறுசீரமைப்பு,డి.సి. పునరుద్ధరణ
டம்பர் டையோடு,డంపర్ డయోడ్
டம்பிங்,డంపింగ్
இருள்,చీకటి
தகவல்கள்,సమాచారం
தரவு ஒளிபரப்பு,డేటా ప్రసారం
தரவு சுருக்க,డేటా కుదింపు
தரவு துளையிடுதல்,డేటా డ్రిల్లింగ్
தரவு குறியாக்கம்,డేటా గుప్తీకరణ
தரவு கோப்பு,సమాచార దస్తా
தரவு கையாளுதல்,డేటా నిర్వహణ
தரவு சுரங்க,డేటా మైనింగ్
தகவல் செயல்முறை,డేటా ప్రాసెసింగ్
தரவு செயலி,డేటా ప్రాసెసర్
தரவு குறைக்கப்பட்ட பிட் சிஸ்டம்,డేటా తగ్గించిన బిట్ సిస్టమ్
தரவு சேவை,డేటా సేవ
தரவுத்தாள்,సమాచార పట్టిక
தரவு சேமிப்பு,డేటా నిల్వ
தரவு ஸ்ட்ரீம்,డేటా స్ట్రీమ్
தரவு மாற்றம்,డేటా పరివర్తన
தரவு பரிமாற்றம்,డేటా ప్రసారం
தரவுத்தளம்,డేటాబేస్
டேட்டா காஸ்டிங்,డేటాకాస్టింగ్
டேட்டாகிராம்,డేటాగ్రామ్
டிபி மீட்டர்,DB మీటర్
இறந்த காற்று,చనిపోయిన గాలి
இறந்த குறுகிய சுற்று,డెడ్ షార్ట్ సర్క్యూట్
இறந்த இடம்,డెడ్ స్పాట్
முட்டுக்கட்டை,డెడ్లాక్
பிழைத்திருத்த திட்டம்,డీబగ్ ప్రోగ్రామ్
பிழைத்திருத்தம்,డీబగ్గింగ్
ஒலியின் சிதைவு,ధ్వని క్షయం
டெசிபல் (டி.பி.),డిసిబెల్
தசம,దశాంశం
தசம குறியீடு,దశాంశ కోడ్
தசம இலக்க,దశాంశ అంకె
புரிந்துகொள்ளுதல்,డెసిఫరింగ్
டிகோடர்,డీకోడర్
டிகோடிங்,డీకోడింగ్
டிஜிட்டல் டிரான்ஸ்மிஷனில் டிகோடிங்,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
டிகம்பரஷ்ஷன்,డికంప్రెషన్
துண்டித்தல்,డికప్లింగ్
துண்டிப்பு சுற்று,డికప్లింగ్ సర్క్యూట్
பிணைப்பு நெட்வொர்க்,డికప్లింగ్ నెట్‌వర్క్
மறைகுறியாக்கம்,డిక్రిప్షన్
அர்ப்பணிக்கப்பட்ட வரி,అంకితమైన పంక్తి
டி-என்டிங்,డి-ఎంబెడింగ్
டி-எம்பேசிஸ்,డి-ఎంఫాసిస్
இயல்புநிலை,డిఫాల్ట్
தரத்தில் குறைபாடு,నాణ్యతలో లోపం
குறைபாடுள்ள,లోపభూయిష్ట
குறைபாடுள்ள அலகு,లోపభూయిష్ట యూనిట్
வரையறை,నిర్వచనం
விலகல்,విక్షేపం
சிதைவு,వైకల్యం
Defragmentation,డీఫ్రాగ్మెంటేషన్
டி-காஸிங் சுருள்,డి-గాస్సింగ్ కాయిల్
பட்டம்,డిగ్రీ
டி-இன்டர்லீவர்,డి-ఇంటర్‌లీవర్
தாமதக் கோடு,ఆలస్యం లైన్
தாமத நேரம்,సమయం ఆలస్యం
தாமதமான பிரேம் நினைவகம்,ఫ్రేమ్ మెమరీ ఆలస్యం
தாமதமாக ஸ்கேனிங்,ఆలస్యం స్కానింగ్
தாமதமான ஒத்திசைவு சமிக்ஞை,ఆలస్యం సమకాలీకరణ సిగ్నల్
டெலிவரி,డెలివరీ
விநியோக அமைப்பு,బట్వాడా వ్యవస్థ
டெமோடுலேஷன்,డెమోడ్యులేషన్
டெமோடுலேட்டர் அட்டை,డెమోడ్యులేటర్ కార్డ్
டெமுல்டிப்ளெக்சர்,డెమల్టిప్లెక్సర్
வயலின் ஆழம்,ఫీల్డ్ యొక్క లోతు
இறங்கு,అవరోహణ
வடிவமைப்பு விவரக்குறிப்பு,డిజైన్ స్పెసిఫికేషన్
டெஸ்க்டாப்,డెస్క్‌టాప్
கண்டறிதல் வெளியீடு,డిటెక్టర్ అవుట్పుట్
விலகல்,విచలనం
சாதனம்,పరికరం
சாதன இயக்கி,పరికర డ్రైవర్
பரிசோதனை,విశ్లేషణ
வரைபடம்,రేఖాచిత్రం
உரையாடல் டிராக்,డైలాగ్ ట్రాక్
விட்டம் பயன்முறை,వ్యాసమైన మోడ్
டயமண்ட் ஸ்டைலஸ்,డైమండ్ స్టైలస్
உதரவிதானம்,ఉదరవితానం
உதரவிதான உறிஞ்சி,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
டைகோடிக் கேட்பது,డైకోటిక్ లిజనింగ్
மின்கடத்தா,విద్యుద్వాహక
மின்கடத்தா இடைவெளி- கீழே,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
மின்கடத்தா இழப்பு,విద్యుద్వాహక నష్టం
வேறுபாடு அதிர்வெண்,తేడా ఫ్రీక్వెన్సీ
வேறுபாடு அதிர்வெண் விலகல் (டி.எஃப்.டி),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
வித்தியாசமான தொனி,తేడా టోన్
வேறுபட்ட பெருக்கி,అవకలన యాంప్లిఫైయర్
மாறுபாடு,విక్షేపం
டிஃப்பியூசர்,డిఫ్యూజర్
இலக்கு,అంకె
டிஜிடல்,డిజిటల్
டிஜிட்டல் கலைப்பொருள்,డిజిటల్ ఆర్టిఫ్యాక్ట్
டிஜிட்டல் ஆடியோ,డిజిటల్ ఆడియో
டிஜிட்டல் ஆடியோ வடிகட்டி,డిజిటల్ ఆడియో ఫిల్టర్
டிஜிட்டல் ஆடியோ பணி நிலையம்,డిజిటల్ ఆడియో వర్క్ స్టేషన్
எண்ணியல் படக்கருவி,డిజిటల్ కెమెరా
டிஜிட்டல் கணினி,డిజిటల్ కంప్యూటర్
டிஜிட்டல் தரவு,డిజిటల్ డేటా
டிஜிட்டல் எடிட்டிங்,డిజిటల్ ఎడిటింగ్
டிஜிட்டல் உற்சாகம்,డిజిటల్ ఎక్సైటర్
டிஜிட்டல் வடிகட்டி,డిజిటల్ ఫిల్టర్
டிஜிட்டல் பிரேம் ஒத்திசைவு,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
டிஜிட்டல் பாரம்பரியம்,డిజిటల్ వారసత్వం
டிஜிட்டல் படம்,డిజిటల్ చిత్రం
டிஜிட்டல் நூலகம்,డిజిటల్ లైబ్రరీ
டிஜிட்டல் மீட்டர்,డిజిటల్ మీటర్
டிஜிட்டல் பண்பேற்றம்,డిజిటల్ మాడ్యులేషన్
டிஜிட்டல் மல்டிபிளக்ஸ்,డిజిటల్ మల్టీప్లెక్స్
டிஜிட்டல் நெட்வொர்க்,డిజిటల్ నెట్‌వర్క్
டிஜிட்டல் வெளியீடு,డిజిటల్ అవుట్పుట్
டிஜிட்டல் பிளேபேக்,డిజిటల్ ప్లేబ్యాక్
டிஜிட்டல் ரேடியோ மொண்டியல் (டிஆர்எம்),డిజిటల్ రేడియో మొండియాల్ (DRM)
டிஜிட்டல் பதிவு,డిజిటల్ రికార్డింగ్
டிஜிட்டல் புரட்சி,డిజిటల్ విప్లవం
டிஜிட்டல் சிக்னல்,డిజిటల్ సిగ్నల్
டிஜிட்டல் சிக்னல் செயலாக்கம் (டிஎஸ்பி),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
டிஜிட்டல் கையொப்பம்,డిజిటల్ సంతకం
டிஜிட்டல் தொழில்நுட்பம்,డిజిటల్ టెక్నాలజీ
அனலாக் மாற்றி டிஜிட்டல்,డిజిటల్ టు అనలాగ్ కన్వర్టర్
டிஜிட்டல் வீடியோ,డిజిటల్ వీడియో
டிஜிட்டல் வோல்ட்மீட்டர்,డిజిటల్ వోల్టమీటర్
டிஜிட்டல் மயமாக்கல்,డిజిటలైజేషన్
டிஜிட்டல் மயமாக்கல்,డిజిటలైజేషన్
டிஜிட்டல் செய்யப்பட்ட வீடியோ,డిజిటలైజ్డ్ వీడియో
டிஜிட்டல்சர்,డిజిటైజర్
மங்கலான,మసక
பரிமாணம்,పరిమాణం
மங்கலான,మసకబారిన
டையோடு,డయోడ్
டிப்,ముంచు
டிப்ளெக்ஸர்,డిప్లెక్సర్
இருமுனை ஆண்டெனா,డైపోల్ యాంటెన్నా
நேரடி ஒளிபரப்பு,ప్రత్యక్ష ప్రసారం
நேரடி மின்னோட்டம் (டி சி),ప్రత్యక్ష కరెంట్
நேரடி எடுப்பது,ప్రత్యక్ష పికప్
நேரடி வாசிப்பு கருவி,ప్రత్యక్ష పఠన పరికరం
நேரடி பதிவு,ప్రత్యక్ష రికార్డింగ్
திசை ஆண்டெனா,డైరెక్షనల్ యాంటెన్నా
திசை கப்ளர்,డైరెక్షనల్ కప్లర్
திசை மைக்ரோஃபோன்,డైరెక్షనల్ మైక్రోఫోన్
வழிகாட்டுதல்,డైరెక్టివిటీ
அடைவு,డైరెక్టరీ
முடக்கவும்,డిసేబుల్
வட்டு ஆண்டெனா,డిస్క్ యాంటెన్నా
வட்டு அடிப்படையிலான சேமிப்பு,డిస్క్ ఆధారిత నిల్వ
தனித்துவமான,వివిక్త
வட்டு,డిస్క్
வட்டு இயக்கி,డిస్క్ డ్రైవ్
வட்டு ஒதுக்கீடு,డిస్క్ కోటా
டிஸ்கெட்,డిస్కెట్
இடப்பெயர்வு,తొలగుట
சிதறல்,చెదరగొట్టడం
இடம்பெயர்வு,స్థానభ్రంశం
காட்சி,ప్రదర్శన
காட்சி அலகு (கன்சோல்),ప్రదర్శన యూనిట్ (కన్సోల్)
சிதறல்,వెదజల్లడం
அதிருப்தி,వైరుధ్యం
வடிகட்டிய நீர்,పరిశుద్ధమైన నీరు
சிதைவு,వక్రీకరణ
விநியோகம்,పంపిణీ
விநியோக பெருக்கி,పంపిణీ యాంప్లిఫైయర్
பிரிவு,విభజన
வகுப்பான்,విభజన
ஆவணம்,పత్రం
டால்பி டிஜிட்டல்,డాల్బీ డిజిటల్
களம்,డొమైన్
டொமைன் கன்ட்ரோலர்,డొమైన్ కంట్రోలర్
டாப்ளர் விளைவு,డాప్లర్ ప్రభావం
இரட்டை கம்பம் (இருமுனை),ద్వారం)
இரட்டை துருவ ஒற்றை வீசுதல் சுவிட்ச்,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
இரட்டை பக்க வட்டு,డబుల్ సైడెడ్ డిస్క్
இரட்டிப்பாகும்,డబుల్
கீழே வரும் அலை,డౌన్ రాబోయే వేవ్
டவுன் ஸ்ட்ரீம்,డౌన్ స్ట్రీమ్
டவுனிங்க்,డౌన్‌లింక్
பதிவிறக்க Tamil,డౌన్‌లోడ్
பதிவிறக்குகிறது,డౌన్‌లోడ్
வரைதல்,డ్రాయింగ్
துளையிடும் பிட்,డ్రిల్లింగ్ బిట్
துளையிடும் இயந்திரம்,డ్రిల్లింగ్ మెషిన్
இயக்கி,డ్రైవ్
டிரம்,డ్రమ్
உலர்ந்த விளக்கை வெப்பநிலை,పొడి బల్బ్ ఉష్ణోగ్రత
உலர் செல்,పొడి సెల్
உலர் சாலிடர்,డ్రై టంకము
இரட்டை சேனல் பயன்முறை,ద్వంద్వ ఛానల్ మోడ్
டப்பிங்,డబ్బింగ్
டட்,డడ్
டம்ப்,డంప్
டூப்ளக்ஸ்,డ్యూప్లెక్స్
காலம்,వ్యవధి
தூசி,దుమ్ము
தூசி பிழை,డస్ట్ బగ్
தூசி ஆதாரம்,డస్ట్ ప్రూఫ్
டஸ்டர்,డస్టర్
மாறும்,డైనమిక్
டைனமிக் பிட் ஒதுக்கீடு,డైనమిక్ బిట్ కేటాయింపు
மாறும் இடைநிலை விலகல் (மங்கலான),డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM)
மாறும் அளவு,డైనమిక్ పరిమాణీకరణ
மாறும் வரம்பு,డైనమిక్ పరిధి
மாறும் வரம்பு கட்டுப்பாடு,డైనమిక్ పరిధి నియంత్రణ
டைனமோ,డైనమో
காது தொலைபேசி,చెవి ఫోన్
பூமி,భూమి
பூமி வீக்கம்,భూమి ఉబ్బెత్తు
பூமி எதிர்ப்பு,భూమి నిరోధకత
பூமியின் தடி,ఎర్త్ రాడ్
பூமி செயற்கைக்கோள்,ఎర్త్ ఉపగ్రహం
பூமி நிலையம்,ఎర్త్ స్టేషన్
பூமி முனையம்,ఎర్త్ టెర్మినల్
பூமி,ఎర్తింగ్
எதிரொலி,ఎకో
எதிரொலி அறை,ఎకో చాంబర్
எடி நடப்பு,ఎడ్డీ కరెంట్
எடி தற்போதைய இழப்பு,ఎడ్డీ కరెంట్ నష్టం
எட்ஜ்வைஸ் மீட்டர்,ఎడ్జ్వైస్ మీటర్
எடிட்டிங்,ఎడిటింగ్
பயனுள்ள ஆண்டெனா உயரம்,ప్రభావవంతమైన యాంటెన్నా ఎత్తు
பயனுள்ள ஆண்டெனா நீளம்,ప్రభావవంతమైన యాంటెన్నా పొడవు
பயனுள்ள மின்னழுத்தம்,ప్రభావవంతమైన వోల్టేజ్
திறன்,సామర్థ్యం
நெகிழ்ச்சி,స్థితిస్థాపకత
மின்சாரம்,విద్యుత్ ఉత్సర్గ
மின்சார புலம்,ఎలక్ట్రిక్ ఫీల్డ్
மின்சார ஃபிளாஷ்,ఎలక్ట్రిక్ ఫ్లాష్
மின்சார ஹீட்டர்,విద్యుత్ హీటర్
மின்சார மீட்டர்,ఎలక్ట్రిక్ మీటర్
மின்சார மோட்டார்,విద్యుత్ మోటారు
மின்சார அதிர்ச்சி,విద్యుదాఘాతం
மின்சார தீப்பொறி,ఎలక్ట్రిక్ స్పార్క్
மின் சாதனம்,విద్యుత్ ఉపకరణం
மின் சத்தம்,విద్యుత్ శబ్దం
மின் புயல்,విద్యుత్ తుఫాను
மின்சாரம் இயக்கப்படும் இசைக்கருவி,విద్యుత్తుతో పనిచేసే సంగీత పరికరం
மின்சாரம்,విద్యుత్
மின்சாரம் வழங்கல்,విద్యుత్ సరఫరా
மின்முனைகாட்சி,ఎలెక్ట్రోడైనమిక్
மின்னாற்பகுப்பு மின்தேக்கி,ఎలక్ట్రోలైటిక్ కెపాసిటర్
மின்காந்த,విద్యుదయస్కాంత
மின்காந்த இடையூறு,విద్యుదయస్కాంత భంగం
மின்காந்த குறுக்கீடு,విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్
மின்காந்த நிறமாலை,విద్యుదయస్కాంత వర్ణపటం
மின்காந்த அலை,విద్యుదయస్కాంత తరంగం
மின்காந்த அலை பிரச்சாரம்,విద్యుదయస్కాంత తరంగ ప్రచారం
எலக்ட்ரான் பல ஒளிச்சேர்க்கை,ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్
மின்னணு கால்குலேட்டர்,ఎలక్ట్రానిక్ కాలిక్యులేటర్
மின்னணு தரவு செயலாக்கம் (ஈடிபி),ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి)
