Punjabi,Hindi
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,नियंत्रित वातावरणीय भंडारण
ਸਹਿਕਾਰੀ ਬੈਂਕ,सहकारी बैंक
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,सहकारी संस्था सदस्य
ਗੁਲਮਾਵਨ,गुल्मवन
ਘਣ,घनकंद
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,1.दलपुंज 2. कोरोला
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,1. वल्कुट 2. कोर्टेक्स
ਲਾਗਤ,लागत
cotyledon,बीजपत्र
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,ऋण समिति
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,1.उधार 2. साख
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,1. ऋणदाता 2. लेनदार
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1.शिखा 2. शीर्ष 3. शिखर
ਵਾਪਸੀ,व्याकुंचन
ਸਮੱਸਿਆ,संकट
ਟੈਸਟ,कसौटी
ਨਾਜ਼ੁਕ,क्रांतिक
ਫਸਲ ਬੀਮਾ,फसल बीमा
ਫਸਲ ਕਰਜ਼ਾ,फसल ऋण
1. ਫਸਲ 2. ਫਸਲ,1. सस्य 2. फसल
ਕਾਸ਼ਤ ਖੇਤਰ,सस्यन क्षेत्र
ਪਾਰ ਅਸੰਗਤ,पार-असंगत
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. मुकुट 2. शिखर (पादप)
ਨਰਮ ਕਣ,मृदुकण
ਛਾਲੇ,पपड़ी
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. क्रिप्टोगैम 2. अपुष्पीपादप
ਛਾਂਟੀ (ਫਲ),छांटन (फल)
ਕਲਮ,कल्म
ਕਿਸਮ ਦੀ ਕਿਸਮ,कृष्य किस्म
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,1.कर्षण 2. कृषि 3. खेती
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,1.किसान 2. कल्टीवेटर (यंत्र)
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,1.संवर्ध 2. संवर्धन 3. पालन
1.ਸਰੋਤ 2.ਤਿਆਰੀ,1.संसाधन 2.तैयार करना
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,1.कुंतलन 2. कुंचन
ਆਸਣ,मुद्रा
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,1. उपत्वचा 2. क्यूटिकल
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली
cytochrome,साइटोक्रोम
ਸੈੱਲ ਜੋੜਨਾ,कोशिका युग्मन
ਸੈੱਲ ਪ੍ਰਜਨਨ,कोशिका जनन
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,कोशिका आनुवंशिकी
cytoplasmic ਡਿਵੀਜ਼ਨ,कोशिका द्रव्य विभाजन
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,कोशिका विज्ञान
ਸੈੱਲ lysis,कोशिका लयन
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,1. साइटोमियर 2. कोशिका खंड
cytoplasm,कोशिका द्रव्य
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,1.डेरी 2. दुग्धशाला
ਡੇਅਰੀ ਉਦਯੋਗ,डेरी उदयोग
1. ਡੈਮ 2. ਬਰੀਡਰ,1. बांध 2. प्रजननी
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,दिवस निरपेक्ष पादप
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,पुष्पन के बाद दिन
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,पूर्ण पुष्पन के बाद दिन
ਅਕੁਸ਼ਲਤਾ,निष्पुष्पन
decalcification,विकैल्सीकरण
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. निथारना 2. निस्तारना
ਸੜਨ,क्षय
ਪਤਝੜ,पर्णपाती
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,1. दशमिक 2. दशमलव
ਘਟੀਆਪਨ,न्यूनता
ਅਨੁਰਾਨ (ਮਿੱਟੀ),अनूर्णन (मृदा)
ਵਿਪੁਸ਼ਪਨ,विपुष्पन
ਬਿਲਿੰਗ,विपत्रण
ਕਟਾਈ,वनोन्मूलन
ਬਦਨਾਮੀ,अपहासन
ਪਤਨ,निम्नीकरण
ਭਾਗ ਦਿਨ,अंश दिवस
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,1.मात्रा 2. अंश
dehiscence,स्फुटन
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,भूसी हटाना
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,भूसी हटाना
ਡੀਹਾਈਡਰੇਸ਼ਨ,निर्जलीकरण
ਨਿਹਾਈਡ੍ਰਸ,निर्जलकारित्र
ਮੰਗ,मांग
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,1. विकृतीकरण 2. गुणनाशन
ਖੰਡਨ,अनाच्छादन
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र)
ਜਮ੍ਹਾ,निक्षेपण
1. ਘਟਾਓ 2. ਘਟਾਓ,1. मूल्यहास 2.अवमूल्यन
ਡੀਸਲੀਨੇਸ਼ਨ,विलवणीकरण
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,1. जल शुष्कन 2. निर्जलीकरण
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1.अभिकल्पना 2. डिजाइन
ਸੁੱਕਣ ਵਾਲਾ,शुष्कित्र
ਕਰਨਲ ਹਟਾਉਣ,गुठली निकालना
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,वि-अंतः भूस्तारीकरण
ਸੰਜੋਗ,वियुग्मन
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,बल्लर या कुंदन को काटना
ਨਿਰਧਾਰਕ,निर्धारक
devaluation,अवमूल्यन
de-vegetate,वनस्पतिरहित करना
ਭਟਕਣਾ,विचलन
ਡਬਲ,द्विक
ਨਿਦਾਨ,निदान
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,भिन्नकाल पक्वता
ਵੰਡ,द्विभाजन
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,पश्चमारी (रोग)
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,1. विसरण 2. विसार
ਪਾਚਨ ਸਮਰੱਥਾ,पाचनीयता
ਡਾਇਹਾਈਬ੍ਰਿਡ,द्विसंकर
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,1. बांध 2. नाली 3. परिवाह
ਮਾਮੂਲੀ,तनु
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,1. एकलिंगाश्रयी 2. पृथक् लिंगी
ਡਿਪਲੋਇਡ,द्विगुणित
1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ,1. द्विगुणित 2. डिप्लॉइड
dipole,द्विसूत्र
1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ,1. निष्कलिकायन 2. कलिका निकालना
1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ,1. तवेदार हल चलाना 2. चक्काकरण
ਛੂਟ,छूट
ਕੀਟਾਣੂਨਾਸ਼ਕ,रोगाणुनाशन
1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ,1. परिक्षेपण 2. प्रकीर्णन
1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ,1.प्रकीर्णन 2.प्रसरण
ਵਿਭਿੰਨਤਾ,विविधीकरण
ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ,विविधीकृत कृषि
ਡੀਐਨਏ ਕਦਮ,डी एन ए सोपान
ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ,डी.एन.ए. ग्राही
ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ,गोदी-भाड़ा
ਅਸਰਦਾਰ,प्रभावी
ਸੁਸਤਤਾ,प्रसुप्ति
1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ,1. मात्रा 2. खुराक 3. डोज
ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ,दोहरा सिग्माभ वक्र
1. ਝੱਖੜ 2. ਖਿੱਚੋ,1. झोंका 2. खिंचाव
1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ,1. निकास नाली 2. अपवाहिका
ਡਰੇਨੇਜ,जलनिकास
ਖਿੱਚ,कर्षण
1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ,1.दवा पिलाना 2. दवाई से तर करना
ਕਾਸਮੈਟਿਕਸ (ਬੀਜ),प्रसाधन (बीज)
1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger,1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र
1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ,1.सूराख करना 2. बेधन 3. बरमाना
1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ,1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना
ਤੁਪਕਾ ਸਿੰਚਾਈ,बूंद-बूंद सिंचाई
ਸੁੱਕੀ ਖੇਤੀ,शुष्क खेती
1.ਧੂੜ 2.ਬੁਕਨੀ,1.धूल 2. बुकनी
1. ਡਸਟਰ 2. ਸਕੈਟਰਰ,1.धूलित्र 2. प्रकीर्णक
ਛਿੜਕਣ ਲਈ,बुरकना
1. ਬੌਣਾ 2. ਵਾਮਨ,1. बौना 2. वामन
ਵਾਮਨ ਪਿਰਾਮਿਡ,वामन पिरामिड
ਵਾਮਿਨੀ ਭਵਨ,वामिनीभवन
ਵਾਤਾਵਰਣ,पारिस्थितिकी
ਅਰਥ ਗਣਿਤ,अर्थमिति
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,आर्थिक दक्षता
ਸਥਿਤੀ ਦੀ ਕਿਸਮ,परिस्थितिक प्ररूप
ਵਾਧੂ ਪੱਧਰੀ,बहिःस्तरपोषित
ਨਰਮ,मृदीय
ਮਿੱਟੀ ਵਿਗਿਆਨ,मृदा विज्ञान
1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ,1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी
ਭੋਜਨ ਦਾ ਹਿੱਸਾ,खाद्य अंश
ਮੰਗ ਦੀ ਲਚਕਤਾ,मांग की लोच
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,उत्पादन लोच
ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ,विद्युत्-अपघटन
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,वैद्युतकण-संचलन
ਵਾਸ਼ਪੀਕਰਨ,अवक्षालन
1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ,1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार
1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ,1.मेड़ बंदी 2. डौलबंदी
ਭਰੂਣ,भ्रूण
1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ,1. भ्रूणविज्ञान 2. भौणिकी
1. ਨਿਕਾਸ 2. ਨਿਕਾਸ,1. निकलना 2. निर्गमन
emulsifier,पायसीकारक
ਅੰਤਰਜਾਤੀ,अंतर्जात
ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ,अंतः सूत्री विभाजन
ਅੰਤਰ-ਪਰਜੀਵੀ,अंतः परजीवी
ਐਂਡੋਸਪਰਮ,भ्रूणपोष
ਉੱਦਮ,उद्यम
ਕੀਟ ਵਿਗਿਆਨ,कीटविज्ञान
ਵਾਤਾਵਰਣ,पर्यावरण
1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ,1. प्रकिण्व 2. एन्जाइम
ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ,दलपुंज कलमबंदी
1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ,1. अधिपादप 2. एपिफाइट
ਇਕੁਇਟੀ,समानधारिता
ਖਾਤਮਾ,उन्मूलन
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,आवश्यक पोषक तत्व
1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ,1. परिमापन 2. कूतना 3. आकलन
ਚੁਸਤ,पांडुरता
ਸੁਜਾਨਿਕ,सुजननिक
ਮੁਲਾਂਕਣ,मूल्यांकन
ਭਾਫ਼ ਗੇਜ,वाष्पनमापी
evaportranspiration,वाष्पन-वाष्पोत्सर्जन
ਸਦੀਵੀ ਇਨਕਲਾਬ,सदाहरित क्रांति
1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ,1. सदाहरित 2. सदापर्णी
ਵਿਕਾਸ,विकास
ਬੰਦ ਕਰ ਦਿਓ,उच्छेद करना
ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ),परिक्षय (उर्वरता)
ਸ਼ੋਸ਼ਣ,शोषण
1. ਖੋਜ 2. ਖੋਜ,1. खोज 2. अन्वेषण
1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ,1. बहिर्वेधन 2. उत्सारण
ਆਈ,आंख
1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ,1. कारक 2. घटक 3. उपादान 4. साधन
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,कारक उत्पादकता
ਵਪਾਰੀ ਦੀ ਛੋਟ,आढ़तिये का बट्टा
ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,क्रमगुणित ब्लॉक डिजाइन
ਵਿਕਲਪਕ,विकल्पी
1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ,1. पड़ती 2. पलिहर
ਕੁੱਲ,कुल
ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ,प्रक्षेत्र मूल्यांकन
ਖੇਤੀ ਬਜਟ,प्रक्षेत्र का बजट बनाना
ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ,कृषि व्यवसाय
ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ,प्रक्षेत्र नियोजन
1. ਕਿਸਾਨ 2. ਕਿਸਾਨ,1. किसान 2. कृषक
1. ਖੇਤੀ 2. ਖੇਤੀ,1. कृषि 2. खेती
ਟੱਕਰ,संघट्टन
ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ,बहुप्रजनन
ਫਰਮੈਂਟੇਸ਼ਨ,किण्वन
ਜਣਨ,उर्वरता
ਖਾਦ,उर्वरक
ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ,उर्वरक उपयोग दक्षता
ਰੇਸ਼ੇਦਾਰ,रेशेदार
1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ,1. खेत 2. क्षेत्र 3. स्थान
ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ,मृदा जलधारिता
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,प्रक्षेत्र प्रदर्शन
1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ,1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण
1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ,1. आप्लावन 2. अधिसिंचन
ਵਹਾਅ ਚਿੱਤਰ,प्रवाह आरेख
ਭੋਜਨ ਮੁੱਲ,खाद्य मान
ਚਾਰਾ,चारा
ਪੂਰਵ ਅਨੁਮਾਨ,पूर्वानुमान
ਜੰਗਲ,वन
ਜੰਗਲਾਤ,वनरोपण
1. ਤਾਦਪਰਨ 2. ਰੂਪ,1. ताड़पर्ण 2. प्रपर्ण
ਠੰਡ ਰੋਧਕ,तुषार रोधी
1. ਪਾਲਾ 2. ਝੁਲਸ,1.पाला 2. तुषार
1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ,1. हिमशीतित 2. हिमीकृत
ਫੰਕਸ਼ਨ,फलन
1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ,1. फल पातन 2. फल का झड़ना
ਫਲ ਬਣ,फल बनना
1. ਧੁਨੀ 2. ਧੁੰਦ,1. धूमन 2. धूम देना
ਉੱਲੀਨਾਸ਼ਕ,कवकनाशी
ਐਂਟੀਫੰਗਲ,कवकरोधी
ਉੱਲੀ,कवक
1. ਖੁਦਾ 2. ਸੀਤਾ,1. खूड़ 2. सीता
1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ,1. संलयन 2. संगलन
ਕਪਾਹ ਉੱਨ,रूआं
ਵਾਲਾਂ ਵਾਲਾ,रोएंदार
1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ,1. वृक्ष व्रण 2. पिटिका
1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ,1. युग्मक 2. गैमीट
1. ਬਾਗ 2. ਬਾਗ,1. उद्यान 2. बाग
1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ,1. पनसाल 2. जलमापी
ਜੀਨ ਸੰਗ੍ਰਹਿ,जीन संग्रह
ਜੀਨ ਟੈਗਨ,जीन टैगन
ਵੰਸ਼ਾਵਲੀ,वंशावली विज्ञान
ਜੀਨ ਨਕਸ਼ਾ,जीन मानचित्र
ਜੈਨੇਟਿਕਸ,आनुवंशिकी
1. ਜੀਨੋਮ 2. ਸੰਗੀਨ,1. जीनोम 2. संजीन
ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ,संजीनी संग्रह
ਜੀਨੋਮਿਕਸ,जीनोमिक्स
ਜੀਨੋਟਾਈਪ,जीनप्ररूपी
1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ,1. जीनी संरचना 2. जीन प्ररूप
ਲਿੰਗ,वंश
1. ਜੀਨਸ 2. ਵੰਸ਼,1. जीनस 2. वंश
1. ਜਰਮ 2. ਕੀਟਾਣੂ,1. रोगाणु 2. जर्म
ਕੀਟਾਣੂਨਾਸ਼ਕ,रोगाणुनाशी
ਉਗਣਾ,अंकुरण
1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ,1. जननद्रव्य 2. जर्मप्लाज्म
gibberellic ਐਸਿਡ,जिबरेलिक अम्ल
ਇਕੱਠਾ ਕਰਨਾ,ओटना
ਤੁਸ਼,तुष
1. ਗਲੁਟਨ 2. ਪੇਟੂ,1. लसदार 2. ग्लूटिनी
glycolysis,ग्लाइकोलिसिस
ਵਧੀਆ,नाइस
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,स्वर्णिम क्रांति
1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ,1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण
1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ,1. कलमबंद पादप 2. कलमी पौधा
ਕਲਮ ਅਸੰਗਤ,कलम असंगत
ਗ੍ਰਾਨਾ,ग्रैना
ਦਾਣੇ,कणिकायन
ਹਰੀ ਖਾਦ,हरी खाद
ਹਰੀ ਕ੍ਰਾਂਤੀ,हरित क्रांति
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,वृद्धि और परिवर्धन
1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ,1. गोंद रोग 2. गोंदार्ति
ਵਿਪਰੀਤ ਲਿੰਗੀ,भिन्नस्थ - उभयस्त्रीलिंगी
1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ,1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप
1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ,1. ओला 2. करकापात 3. करका
ਰੋਮਿਲਵਾਚ,रोमिलवैच
ਖਾਰੇ ਗੱਠ,लवणमृदोद्भिद्
ਹੈਰੋ,हैरो
1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ,1. तुड़ाई सूचकांक 2. कटाई सूचकांक
1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ,1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज
1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ,1. तोड़ना 2. कटाई 3. तुड़ाई
1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ,1. अंडे से निकलना 2. अंडा सेना
ਸੁੱਕਾ ਘਾਹ,सूखी घास
ਸੁੱਕੀ ਫੀਡ,सूखा चारा
ਗੰਜੀ,गंजी
ਧੁੰਦ,धुंध
ਧੁੰਦਲਾ,धुंधता
1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ,1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा
ਝਰੀ ਦਾ ਅੰਤ,सिरा (नाली का)
ਚੋਟੀ ਦੀ ਛਾਂਟੀ,शीर्ष छंटाई
ਵਾੜ,बाड़
ਹਿਰਾਸਤ,अधिरक्षण
ਕੁੰਡਲਨੀ,कुंडलिनी
hematite,हेमैटाइट
1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ,1. शाक 2. बूटी
1.ਬੋਟੈਨੀਕਲ ਕਲੈਕਸ਼ਨ 2.ਬੋਟੈਨੀਕਲ ਮਿਊਜ਼ੀਅਮ,1.वनस्पति संग्रह 2. वनस्पति संग्रहालय
ਜੜੀ-ਬੂਟੀਆਂ ਨਾਸ਼ਕ,शाकनाशी
ਖ਼ਾਨਦਾਨੀ,आनुवंशिकता
ਖ਼ਾਨਦਾਨੀ,वंशागतित्व
ਲਿੰਗੀ,उभयलिंगी
heterochromatic,विषमवर्णी
heterofertilization,विषम-निषेचन
1. ਹਾਈਬ੍ਰਿਡੋਜ਼ 2. ਹੇਟਰੋਸਿਸ,1. संकरओज 2. हेटेरोसिस
ਸੈਕਸਕ੍ਰੋਮੋਸੋਮ,लिंगक्रोमोसोम
ਪਾਲਣ ਪੋਸ਼ਣ,परपोषित
ਹੈਕਸਾਡੈਸੀਮਲ,षड्गुणित
ਠੰਡੀ ਸੁਸਤਤਾ,शीत निष्क्रियता
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,उच्च सघनता रोपण
1. ਪਿਂਡਲਕ 2. ਪਹਾੜੀ (ਝੋਨਾ),1. पिंडलक 2. हिल (धान)
ਹਿਸਟੋਗ੍ਰਾਮ,आयतचित्र
ਉੱਚ ਤਕਨੀਕੀ ਬਾਗਬਾਨੀ,उच्च तकनीकी औद्यानिकी
1. ਦਹੀਂ 2. ਛਪਾਕੀ,1.करंड 2. छत्ता
1. ਨਦੀਨ 2. ਨਦੀਨ,1.गुड़ाई 2. गोड़ना
ਹੋਲਡ,जोत
ਪ੍ਰਾਈਵੇਟ ਫਾਰਮ,निजी फार्म
ਹੋਮਿਓਸਟੈਸਿਸ,समस्थिति
ਵਤਨ,वासभूमि
ਸਮਰੂਪਤਾ,समांगता
1. ਸਮਰੂਪ 2. ਸਮਰੂਪ,1.सजातीय 2. समांगी
ਹਮਦਰਦ,समधर्मी
ਸਮਰੂਪ,समयुग्मज
1. ਖੁਰਲਿਕਾ 2. ਭੋਜਨ ਦਾ ਡੱਬਾ 3. ਹੈਪਰ,1.खुरलिका 2. खाद्यधानी 3. हापर
1. ਪਰਤ 2. ਹੋਰਾਈਜ਼ਨ,1.संस्तर 2. क्षितिज
ਬਾਗਬਾਨੀ ਫਸਲ,औद्यानिक फसलें
1. ਬਾਗਬਾਨੀ 2. ਬਾਗਬਾਨੀ 3. ਬਾਗਬਾਨੀ 4. ਬਾਗਬਾਨੀ,1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी
