Punjabi,Tamil
ਜੇਤੂ,வெற்றியாளர்
ਵਿਜੇਤਾ,வெற்றியாளர்
ਕੌਸਿਲਿਅਮ,கான்சிலியம்
ਕੰਸਿਸਟਰੀ,கன்சிஸ்டரி
ਸਾਜ਼ਿਸ਼,சதி
ਸਾਜ਼ਿਸ਼,சதி
ਕੌਂਸਲੇਟ,துாதரகம்
ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ,ஆலோசனை புத்தகம்
ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ,கான்டினென்டல் அமைப்பு
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,மாநாடு பாராளுமன்றம்
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
ਕਾਪੀਹੋਲਡ,காப்பிஹோல்ட்
ਘੇਰਾਬੰਦੀ,சுற்றிவளைத்தல்
ਕਰੋਨਾ,கொரோனா
ਤਾਜਪੋਸ਼ੀ,முடிசூட்டு விழா
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,முடிசூட்டுக்கல்
ਕਾਰਪਸ,கார்பஸ்
Corsair,கோர்செயர்
Corsair,கோர்செயர்
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),கோர்செட் (=கோர்செலெட்)
ਕੋਰਟੇਸ,கோர்டெஸ்
ਕੋਟਰ (=ਕੋਟੀਅਰ),கோட்டர் (=கோட்டியர்)
ਕੋਟਰ (=ਕੋਟੀਅਰ),கோட்டர் (=கோட்டியர்)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,பலடினேட் எண்ணுங்கள்
ਦੇਸ਼ ਦਾ ਘਰ,நாட்டு வீடு
ਕਾਉਂਟੀ,மாவட்டம்
ਕਾਉਂਟੀ ਬੋਰੋ,கவுண்டி பரோ
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,மாவட்ட நீதிமன்றங்கள்
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,கவுண்டி பாலாடைன்
ਅਦਾਲਤ,நீதிமன்றம்
ਅਦਾਲਤ,நீதிமன்றம்
ਅਦਾਲਤੀ ਸਰਕੂਲਰ,நீதிமன்ற சுற்றறிக்கை
ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ,நீதிமன்ற ஆசாரம்
ਦਰਬਾਰੀ,நீதிமன்ற அதிகாரி
ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ,கேசேஷன் நீதிமன்றம்
ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC),இயக்குநர்கள் நீதிமன்றம் (EIC)
ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ,உரிமையாளர்களின் நீதிமன்றம்
ਦਰਬਾਰੀ ਕਵੀ,நீதிமன்ற கவிஞர்
ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
ਤਾਜ,கிரீடம்
ਤਾਜ,கிரீடம்
ਤਾਜ,கிரீடம்
ਤਾਜ ਜ਼ਮੀਨ,கிரீடம் நிலம்
ਤਾਜ ਜ਼ਮੀਨ,கிரீடம் நிலம்
ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ,பட்டத்து இளவரசர்
ਕਰੂਸੇਡ,சிலுவைப் போர்
ਕਰੂਸੇਡਰ,சிலுவைப்போர்
ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ,கிரிப்டோகிராம்
ਕੁਇਰਾਸ,குயிராஸ்
ਕੁਇਰਾਸੀਅਰ,கியூராசியர்
ਪੰਥ ਦੇਵਤਾ,வழிபாட்டு தெய்வம்
ਕਰਿਆ,கியூரியா
ਕਰਿਆ,கியூரியா
ਜ਼ਾਰਵਾਦ,ஜாரிசம்
ਹਨੇਰਾ ਮਹਾਂਦੀਪ,இருண்ட கண்டம்
ਨਿਰਣੇ ਦਾ ਦਿਨ,தீர்ப்பு நாள்
ਨਿਰਣੇ ਦਾ ਦਿਨ,தீர்ப்பு நாள்
ਡੀਨ,டீன்
ਦਹਾਕਾ,தசாப்தம்
ਡੇਨਾਰੀਅਸ,டெனாரியஸ்
ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
ਉਜਾੜ,கெடுக்கும்
ਬਰਬਾਦੀ,கெடுதல்
Dethrone,அரியணை
ਡਾਇਡੇਮ,டயடம்
ਡਾਇਡੇਮ,டயடம்
ਡਾਇਡੇਮ,டயடம்
ਡਾਇਸੀਆ,தியாசியா
ਡਿਕੈਸਟਰੀਅਮ,டிகாஸ்டீரியம்
ਦਿਲੁਵੀਆਵਾਦੀ,டிலுவியலிஸ்ட்
ਡਾਇਓਸਿਸ,மறைமாவட்டம்
ਡਾਇਓਸਿਸ,மறைமாவட்டம்
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),டைரக்டயர் (=டைரக்டரி)
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),டைரக்டயர் (=டைரக்டரி)
ਦਿਰਹਾਮ,திர்ஹம்
ਬੇਵਫ਼ਾ,விசுவாசமற்ற
ਬੇਵਫ਼ਾ,விசுவாசமற்ற
ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ,தோல்வியின் கோட்பாடு
ਦਸਤਾਵੇਜ਼,ஆவணம்
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,ஆவண ஆதாரம்
ਡੋਮੇਸਡੇ ਬੁੱਕ,டோம்ஸ்டே புத்தகம்
Constantine ਦਾ ਦਾਨ,கான்ஸ்டன்டைன் நன்கொடை
ਕਿਆਮਤ,பேரழிவு
ਦਾਜ ਦੀ ਰਾਣੀ,வரதட்சணை ராணி
ਡਰੈਗਨ,டிராகன்
ਡਰੋਮੇਡੇਰੀਅਨ,டிரோமேடியன்
ਡਰੋਮੇਡਰੀ,டிரோமெடரி
ਡਰੋਮੰਡ,ட்ரோமண்ட்
ਦੋਹਰਾ,இரட்டை
ਦੋਹਰਾ ਗਠਜੋੜ,இரட்டைக் கூட்டணி
ਦੋਹਰੀ entente,இரட்டை எண்ணம்
ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ),இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்)
ਡਿਊਕ,டியூக்
ਡੂਮਾ,டுமா
ਬੌਣਾ ਅਵਤਾਰ,வாமன அவதாரம்
ਰਾਜਵੰਸ਼,ஆள்குடி
ਰਾਜਵੰਸ਼,ஆள்குடி
ਇੱਲ,கழுகு
ਬਜ਼ੁਰਗ ਆਦਮੀ,கிழவன்
ਅਰਲ,ஏர்ல்
ਅਰਲਡਮ,ஏர்ல்டம்
ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ,ஆரம்பகால குப்தர்கள்
ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ,ஆரம்பகால (வரலாற்று) தளங்கள்
ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ,ஆரம்ப வேத காலம்
ਉਪਦੇਸ਼ਕ,பிரசங்கம்
ਬਹਾਲੀ ਦਾ ਹੁਕਮ,மறுசீரமைப்பு ஆணை
ਅੱਠ ਗੁਣਾ ਮਾਰਗ,எட்டு மடங்கு பாதை
ਬਜ਼ੁਰਗ,பெரியவர்கள்
ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ),மூத்த அரசியல்வாதி (=ஜென்ரோ)
ਹਾਥੀ ਬੱਕਰਾ,யானைக்கால்
ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ,பதினோரு வருட கொடுங்கோன்மை
ਐਲੀਸੀ (=ਐਲੀਸੀ),எலிசே (=எலிசே)
ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ,அடைப்பு இயக்கம்
ਐਨਸਾਈਕਲਿਕ,கலைக்களஞ்சியம்
ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ,கலைக்களஞ்சிய இயக்கம்
ਐਂਟੇਨਟੇ,என்டென்டே
ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ,என்டென்ட் கார்டியல்
ਰਾਜਗੱਦੀ,சிம்மாசனம்
ਦਲ,பரிவாரங்கள்
ਏਫ਼ੋਦ,எபோத்
ਈਫੋਰ,எபோர்
ਮਹਾਂਕਾਵਿ ਯੁੱਗ,காவிய யுகம்
ਮਹਾਂਕਾਵਿ ਹੀਰੋ,காவிய நாயகன்
ਐਪੀਗ੍ਰਾਫ,கல்வெட்டு
ਐਪੀਸਕੋਪੇਸੀ,எபிஸ்கோப்பசி
ਐਪੀਸਕੋਪੇਟ,பேராயர்
ਪ੍ਰਸੰਗ,அத்தியாயம்
ਯੁਗ,சகாப்தம்
ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ,சகாப்தத்தை உருவாக்கும் நிகழ்வு
ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ,சகாப்தத்தை உருவாக்கும் மனிதன்
ਉਪਨਾਮ,பெயர்ச்சொல்
ਇਕਵੇਰੀ,குதிரைப்படை
ਇਕਵੇਰੀ,குதிரைப்படை
ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ,குதிரையேற்ற சிலை
ਯੁੱਗ,சகாப்தம்
ਅਰਗਸਟੁਲਮ,எர்கஸ்டுலம்
ਯੂਕੇਰਿਸਟ,நற்கருணை
ਈਵੈਂਜਲਿਜ਼ਮ,சுவிசேஷம்
ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ,சுவிசேஷ இயக்கம்
ਪ੍ਰਚਾਰਕ,சுவிசேஷகர்
Exarch,Exarch
Exilarch,Exilarch
ਫਲੰਗਿਸਟ,ஃபாலாங்கிஸ்ட்
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,தந்தை நிலம்
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,தந்தை நிலம்
ਫੇਰੀਆ,ஃபெரியா
ਫੈਟਿਸ਼,ஃபெட்டிஷ்
ਜਾਗੀਰਦਾਰੀ,நிலப்பிரபுத்துவ சொத்துக்கள்
ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ),நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
ਜਗੀਰੂ ਸਿਸਟਮ,நிலப்பிரபுத்துவ அமைப்பு
ਜਾਗੀਰਦਾਰ,நிலப்பிரபுத்துவம் கொண்டவர்
ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ),Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்)
Fief,ஃபிஃப்
ਫੀਲਡ ਸਿਸਟਮ,கள அமைப்பு
ਪੰਦਰਵਾਂ ਟੈਕਸ,பதினைந்தாவது வரி
ਚਿੱਤਰ ਸਿਰ,உருவத் தலை
ਫਿਨ ਡੀ ਸੀਕਲ,ஃபின் டி சீக்கிள்
ਅੱਗ ਖਾਣ ਵਾਲਾ,நெருப்பு உண்பவர்
ਪੰਜ ਮੀਲ ਐਕਟ,ஐந்து மைல் சட்டம்
ਝੰਡਾ,கொடி
ਫਲੇਮੇਨ ਡਾਇਲਿਸ,ஃபிளமன் டயாலிஸ்
ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ,ஃபிளமன் மார்ஷியலிஸ்
ਬਲਦੀ ਮਸ਼ਾਲ,எரியும் ஜோதி
ਫਲੈਂਕ,பக்கவாட்டு
ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ,பக்கவாட்டு இயக்கம்
ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ,செழிக்கும் நாகரிகம்
ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
ਲੋਕ ਦੇਵਤਾ,நாட்டுப்புற கடவுள்
ਲੋਕ ਦੇਵੀ,நாட்டுப்புற தெய்வம்
ਲੋਕ ਯਾਦ,நாட்டுப்புற நினைவகம்
ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ),நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
ਚਾਰਾ,இரை தேடும்
ਧੜਾਧੜ,களமிறங்குதல்
ਪਹਿਲਾਂ ਤੋਂ,முன்னோடி
ਪੂਰਵਜ,முன்னோர்
ਅਗਲਾ,முன்னோடி
ਉਦਾਸ ਉਮੀਦ,கெட்ட நம்பிக்கை
ਰਚਨਾਤਮਕ ਪੜਾਅ,உருவாக்கும் நிலை
ਕਿਲਾ,கோட்டை
ਕਿਲਾਬੰਦੀ,வலுவூட்டல்
ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ,அரணான நகரம்
ਕਿਲ੍ਹਾ,கோட்டை
Fortuna,Fortuna
ਫੋਰਮ ਰੋਮਨਮ,மன்றம் ரோமானம்
ਫਰਾਂਸਿਸਕਨ,பிரான்சிஸ்கன்
ਫਰੈਂਕਲਿਨ,பிராங்க்ளின்
ਭਰਾਤਰੀ ਜੰਗ,சகோதர யுத்தம்
ਮੁਫ਼ਤ ਚਰਚ,இலவச தேவாலயம்
ਫਰੀਹੋਲਡਰ,இலவச உரிமையாளர்
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,சுதந்திர சிப்பாய்
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,சுதந்திர சிப்பாய்
ਫ੍ਰੀਮੈਨ,ஃப்ரீமேன்
ਫ੍ਰੀਮੈਨ,ஃப்ரீமேன்
ਫ੍ਰੀਪਾਸ,இலவச நுழைவு சீட்டு
ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ,பிரஞ்சு புரட்சி
ਤਪੱਸਿਆ,துறவி
ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ,ஃப்ராசியன் கூலிப்படையினர்
ਸਰਹੱਦੀ ਆਦਮੀ,எல்லைப்புற மனிதன்
ਗੈਲੀਓਨ,கேலியன்
ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ),காலிகன் (=கல்லிகனிஸ்ட்)
ਗੈਲੀਕਨਵਾਦ,கல்லிக்கனிசம்
ਗੈਰੀਸਨ,பாதுகாப்பு அரண்
ਗੌਲ,கோல்
ਗੌਂਟਲੇਟ,கௌண்ட்லெட்
ਗੌਂਟਲੇਟ,கௌண்ட்லெட்
ਗਾਜ਼ੇਬੋ,கெஸெபோ
ਗਾਜ਼ੇਬੋ,கெஸெபோ
ਗਾਜ਼ੇਬੋ,கெஸெபோ
ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ,மரபியல் வரலாறு
ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ,மரபியல் பதிவு
ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ,மரபியல் அட்டவணை
ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ,மரபுவழி மரம்
ਵੰਸ਼ਾਵਲੀ,மரபியல்
ਵੰਸ਼ਾਵਲੀ,மரபியல்
ਪੀੜ੍ਹੀ,தலைமுறை
ਨਸਲਕੁਸ਼ੀ,இனப்படுகொலை
ਗ਼ੈਰ-ਯਹੂਦੀ,புறஜாதி
ਗ਼ੈਰ-ਯਹੂਦੀ,புறஜாதி
ਗ਼ੈਰ-ਯਹੂਦੀ,புறஜாதி
ਗ਼ੈਰ-ਯਹੂਦੀ,புறஜாதி
ਘੇਟੋ,கெட்டோ
ਘੇਟੋ,கெட்டோ
ਗਿੱਬਟ,கிபெட்
ਗਿਲਡ (=ਗਿਲਡ),கில்ட் (=கில்ட்)
ਗਲੇਡੀਏਟਰ,கிளாடியேட்டர்
ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ,புகழ்பெற்ற புரட்சி
ਗੋਲਡਨ ਹੋਰਡ,கோல்டன் ஹார்ட்
ਮਹਾਨ ਗਠਜੋੜ,மகா கூட்டணி
ਗ੍ਰੈਂਡੀ,பேரறிஞர்
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,கிராண்ட் சிக்னர்
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,கிராண்ட் சிக்னர்
ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ,பெரும் உள்நாட்டுப் போர்
ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ),பெரிய புறப்பாடு (புத்தரின்)
ਗ੍ਰੇਟਰ ਇੰਡੀਆ,பெரிய இந்தியா
ਮਹਾਨ Hellas,கிரேட் ஹெல்லாஸ்
ਮਹਾਨ ਭੀੜ,பெரிய கூட்டம்
ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ),பெரிய துறவு (=பெரும் புறப்பாடு)
ਮਹਾਨ ਸੀਲ,பெரிய முத்திரை
ਮਹਾਨ ਟ੍ਰੈਕ,பெரிய டிராக்
ਮਹਾਨ ਵਾਹਨ,பெரிய வாகனம்
ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ,சீனப் பெருஞ்சுவர்
ਗ੍ਰੀਵ,க்ரீவ்
ਗਾਰਡ-ਚੰਬਰ,காவலர்-அறை
ਗਾਰਡ-ਚੰਬਰ,காவலர்-அறை
ਗਾਰਡ-ਚੰਬਰ,காவலர்-அறை
ਗੁਪਤਾ,குப்தாக்கள்
ਹੈਜੀਓਗ੍ਰਾਫੀ,ஹாகியோகிராபி
ਹੈਜੀਓਗ੍ਰਾਫੀ,ஹாகியோகிராபி
ਹੈਜੀਓਲੋਜੀ,ஹேகியோலஜி
ਹੈਜੀਓਲੋਜੀ,ஹேகியோலஜி
ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,தனிப்பட்ட பார்வையாளர்களின் மண்டபம்
ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,பொது பார்வையாளர்களின் மண்டபம்
ਹੈਚਮੈਂਟ,குஞ்சு பொரிப்பது
ਈਥਨ,ஹீத்தன்
ਈਥਨ,ஹீத்தன்
ਹੇਥਨਿਜ਼ਮ,ஹீத்தனிசம்
ਹੇਗੀਰਾ (ਹੀਜਰਾ),ஹெகிரா (ஹெஜேரா)
ਹੇਲੇਨਿਜ਼ਮ,ஹெலனிசம்
ਹੇਲੋਟ,ஹெலட்
ਹੇਰਾਲਡਰੀ,ஹெரால்ட்ரி
ਵਿਰਾਸਤ,பாரம்பரியம்
ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ,ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்
ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ,ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்
ਉੱਚ ਚਰਚ,உயர் தேவாலயம்
ਉੱਚ ਲੈਂਡਰ,உயர் லேண்டர்
ਹਿੰਦੂ ਧਰਮ,இந்து மதம்
ਇਤਿਹਾਸਕਾਰ,வரலாற்றாசிரியர்
ਇਤਿਹਾਸਕਾਰ,வரலாற்றாசிரியர்
ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ,வரலாற்று பொருள்முதல்வாதம்
ਇਤਿਹਾਸਕ ਯੁੱਗ,வரலாற்று சகாப்தம்
ਇਤਿਹਾਸਕ ਸਰਹੱਦ,வரலாற்று எல்லை
ਇਤਿਹਾਸਕਾਰ,வரலாற்றாசிரியர்
ਇਤਿਹਾਸਕਾਰ,வரலாற்றாசிரியர்
ਇਤਿਹਾਸਕਾਰੀ,வரலாற்று வரலாறு
ਇਤਿਹਾਸਕਾਰੀ,வரலாற்று வரலாறு
ਇਤਿਹਾਸ,வரலாறு
ਹਿੱਟੀ ਸਾਮਰਾਜ,ஹிட்டிட் பேரரசு
ਪਵਿੱਤਰ ਗਠਜੋੜ,புனித கூட்டணி
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,புனித நகரம்
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,புனித நகரம்
ਪਵਿੱਤਰ ਧਰਤੀ,புனித நிலம்
ਪਵਿੱਤਰ ਧਰਤੀ,புனித நிலம்
ਹੋਲੀ ਲੀਗ,புனித லீக்
ਹੋਲੀ ਲੀਗ,புனித லீக்
ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ),புனித ரோமானியப் பேரரசு (=பேரரசு)
ਪਵਿੱਤਰ ਸਾਗਰ,புனித கடல்
ਪਵਿੱਤਰ ਸਾਗਰ,புனித கடல்
ਪਵਿੱਤਰ ਜੰਗ,புனிதப் போர்
ਪਵਿੱਤਰ ਜੰਗ,புனிதப் போர்
ਗ੍ਰਹਿ ਸਰਕਾਰ,உள்நாட்டு அரசாங்கம்
ਹੋਮ ਗਾਰਡ,ஊர்க்காவல்படை
ਹੋਮਲੈਂਡ,தாயகம்
ਘਰੇਲੂ ਨਿਯਮ,வீட்டு விதி
ਹੋਮ ਰੂਲ,வீட்டு விதி
ਹੋਰਡ,கூட்டம்
Horde,கூட்டம்
ਦੁਸ਼ਮਣ ਦੇਸ਼,விரோத நாடு
ਵਿਰੋਧੀ ਜ਼ਮੀਨ,பகை நிலம்
ਗਰਮ ਪਿੱਛਾ,ஒருவரை துரத்தி செல்லுதல்
ਘਰ,வீடு
ਘਰ,வீடு
ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼,ஹவுஸ் ஆஃப் காமன்ஸ்
ਲਾਰਡਸ ਦਾ ਘਰ,ஹவுஸ் ஆஃப் லார்ட்ஸ்
ਪ੍ਰਤੀਨਿਧ ਸਦਨ,பிரதிநிதிகள் சபை
ਹਿਊਗਨੋਟਸ,ஹ்யூஜினோட்ஸ்
ਮਾਨਵਵਾਦ,மனிதநேயம்
ਮਾਨਵਵਾਦੀ,மனிதநேயவாதி
ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ,நூறு யேசர்ஸ் போர்
ਹੰਕਾਰ,ஹங்கர்
ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ),இபாதத் கானா (வழிபாட்டு இல்லம்)
ਆਈਕੋਨੋਕਲਾਸਟ,ஐகானோக்ளாஸ்ட்
ਮੂਰਤੀਕਾਰ,உருவ வழிபாடு செய்பவர்
ਇਲਾਹੀ ਯੁੱਗ,இலாஹி சகாப்தம்
ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ,சட்டவிரோத போர்
ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ,ஒளிரும் கையெழுத்துப் பிரதி
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,விளக்கப்பட கையெழுத்துப் பிரதி
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,விளக்கப்பட கையெழுத்துப் பிரதி
ਇਮਾਮ (ਇਮਾਮ),இமாம் (இம்மாம்)
ਇਮਾਮਤ,இமாமேட்
ਇਮਾਮਤ,இமாமேட்
ਇਮਾਮਬਾਰਾ,இமாம்பரா
ਸ਼ਾਹੀ,ஏகாதிபத்தியம்
ਸ਼ਾਹੀ ਸ਼ਹਿਰ,ஏகாதிபத்திய நகரம்
ਸਾਮਰਾਜਵਾਦ,ஏகாதிபத்தியம்
ਸ਼ਾਹੀ ਤਰਜੀਹ,ஏகாதிபத்திய விருப்பம்
ਅਵਿਵਸਥਾ,முறையற்ற தன்மை
ਪਾਖੰਡੀ,வஞ்சகர்
ਕੈਦ,சிறைவாசம்
ਕੈਦ,சிறைவாசம்
ਘੁਸਪੈਠ,ஊடுருவல்
ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ,ஊடுருவல்காரன்
ਸੁਤੰਤਰਤਾ,சுதந்திரம்
ਅਜਾਦੀ ਦਿਵਸ,சுதந்திர தினம்
ਸੁਤੰਤਰਤਾ ਹਾਲ,சுதந்திர மண்டபம்
ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ),இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்)
ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ,இந்தியன் ஹோம் ரூல் லீக்
ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ,தொழில் புரட்சி
ਬੇਵਫ਼ਾਈ,காஃபிர்
ਬੇਵਫ਼ਾਈ,காஃபிர்
ਘੁਸਪੈਠ,ஊடுருவல்
ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ,ஊடுருவி
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,தகவல் தருபவர்
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,தகவல் தருபவர்
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,தகவல் தருபவர்
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,தகவல் தருபவர்
ਪ੍ਰਵੇਸ਼,நுழைவு
ਪ੍ਰਵੇਸ਼,நுழைவு
ਪ੍ਰਵੇਸ਼,நுழைவு
ਨਿਵਾਸ,குடியிருப்பு
ਵਾਸੀ,வசிப்பிடத்தை
ਵਿਰਾਸਤ,பரம்பரை
ਵਿਰਾਸਤ,பரம்பரை
ਵਿਰਾਸਤ,பரம்பரை
ਸ਼ਿਲਾਲੇਖ,கல்வெட்டு
ਨਿਸ਼ਾਨ,சின்னம்
ਪਹੁੰਚ ਦਾ ਸਾਧਨ,அணுகல் கருவி
ਸਰਕਾਰ ਦਾ ਸਾਧਨ,அரசாங்கத்தின் கருவி
ਬਗਾਵਤ (ਵਿਦਰੋਹ),கிளர்ச்சி (கிளர்ச்சி)
ਵਿਦਰੋਹੀ,கிளர்ச்சியாளர்
ਬਗਾਵਤ,கிளர்ச்சி
ਬਗਾਵਤ,கிளர்ச்சி
ਏਕੀਕਰਣ,ஒருங்கிணைப்பு
ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ,பதிவுகளின் நேர்மை
ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ,மாநிலங்களின் ஒருமைப்பாடு
ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ),புத்திஜீவிகள் (புத்திசாலித்தனம்)
ਵਿਚੋਲਗੀ,பரிந்து பேசுதல்
ਅੰਤਰਜਾਮੀ,பரிந்து பேசுபவர்
ਵਿਚੋਲਾ,இடைத்தரகர்
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ,சர்வதேசியம்
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ,சர்வதேசியம்
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ,சர்வதேசியவாதி
ਇੰਟਰਸੀਨ ਯੁੱਧ,உள்நாட்டுப் போர்
ਇੰਟਰਨੀ,பயிற்சியாளர்
ਇੰਟਰਨੀ,பயிற்சியாளர்
ਇੰਟਰਨੀ ਕੈਂਪ,பயிற்சி முகாம்
ਨਜ਼ਰਬੰਦੀ,அடைப்பு
ਨਜ਼ਰਬੰਦੀ,அடைப்பு
ਨਜ਼ਰਬੰਦੀ,அடைப்பு
ਇੰਟਰਨਨਸੀਓ,இன்டர்னுன்சியோ
ਦੁਭਾਸ਼ੀਏ,மொழிபெயர்ப்பாளர்
