Malayalam,Odiya
ചെറുപയർ,ସବୁଜ ଗ୍ରାମ
ഗ്രാമവകാശ,Grewia
നിലക്കടല,ଭୂମିରେ
പേര,ଗୁଆବା
ഗ്വിനിയ പുല്ല്,ଗିନି ଘାସ
പിത്തസഞ്ചി,ଗାଲ୍ ମିଜ୍ |
പുല്ല് ഹോപ്പർ,ଘାସ ହପର୍ |
ഗുണ്ടി ബഗ്,ଗୁଣ୍ଡିନ୍ ବଗ୍ |
ശീലം,ଅଭ୍ୟାସ
ആഹാനം,କୁଆପଥର
ഹെയിവിവിച്ച്,ହେୟାରସିଭେଚ୍ |
ഹാലോഫൈറ്റ്,ହାଲଫିଟେଟ୍
ഹാരോ,ହାରୋ
വിളവെടുപ്പ് സൂചിക,ଅମଳ ସୂଚକାଙ୍କ |
വിളവ്,ଅମଳ
വിളവെടുപ്പ്,ଅମଳ
കിളിവാതില്,ହ୍ୟାଚ୍
വയ്ക്കോല്,ଘାସ
ഭേഹം,ହେଲିଜ୍ |
ആഞ്ഞടിക്കല്,ହେସ୍ଟକ୍
മൂടല്മഞ്ഞ്,କୁହୁଡି
മഞ്ഞ്മൂടിയ,ଦୁର୍ବଳ
തല (അഗ്രോ),ମୁଣ୍ଡ (ଆଗ୍ରୋ)
തല (ചാനലിന്റെ),ମୁଣ୍ଡ (ଚ୍ୟାନେଲର)
തിരികെ തലക്കെട്ട്,ହେଡିଙ୍ଗ୍
കുറ്റിച്ചെടി,ହେଜ୍
ഹെഡ്ജിംഗ്,ହେଡିଙ୍ଗ୍
ഹെലിക്സ്,ହେଲିକ୍ସ |
ഹെമറ്റൈറ്റ്,ହେମାଟାଇଟ୍
സസം,B ଷଧ
ഹെരിബറിയം,ହର୍ବରିୟମ୍ |
കളനാശിനി,B ଷଧୀୟ
വംശപാരന്വരം,ବଂଶାନୁକ୍ରମିକ
പാരപാനം,ପରବର୍ତ୍ତୀ ସମୟରେ ଚୟନର ଯୋଗ୍ୟତା |
ഹെർമാഫ്രോഡൈറ്റ്,His ହେମାଫ୍ରୋଡାଇଟ୍ |
ഹെട്രോക്രോമാറ്റിക്,ହେଟେରକୋମେଟିକ୍ |
ഹെറ്ററേഷൻലൈസേഷൻ,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
അറ്റത്തേക്കും,ହେଟେରୋସିସ୍ |
ഹെറ്ററോസോം,ହେଟେରୋସ୍କୋମ୍
ഹെറോട്രോഫ്,ହେଟେରୋଟ୍ରୋଫ୍ |
ഹെക്സാപ്ലോയിഡ്,Hexaploid
ഹൈബർനേറ്റ്,ହାଇବରନେଟ୍ |
ഉയർന്ന സാന്ദ്രത നടീൽ,ଉଚ୍ଚ ଘନତା ଲଗାଇବା |
ഹിൽ (അരി),ପାହାଡ (ଚାଉଳ)
ഹിസ്റ്റോഗ്രാം,ହିଷ୍ଟୋଗ୍ରାମ୍
ഹൈക്ക് ഹോർട്ടികൾച്ചർ,ହାଇଟେକ୍ ହଳିକତା |
കൂട്,ଗୁପ୍ତ
ഹോയിംഗ്,ହୋଙ୍ଗ
പിടിക്കുക,ଧରି ରଖିବା
ഹോം ഫാം,ଘର ଫାର୍ମ |
ഹോമോസ്റ്റാസിസ്,ହୋମେଓଷ୍ଟାସାସାସୀ
ഹോംസ്റ്റേഡ്,ହୋମଷ୍ଟେଡ୍ |
ഏകതാന,ସମଲିଙ୍ଗୀତା |
ഏകതാനമായ,ସମଲିଙ୍ଗୀ
ഹോമോനോഗസ്,ସମ୍ବାଦ
ഹോമോസിഗോട്ട്,ସୋମବରଗୋଟେଗୋଟ୍ |
ഹോപ്പർ,ହପର୍
ചക്രവാളം,ରାଶି
ഹോർട്ടികൾച്ചറൽ വിളകൾ,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
ഹോർട്ടികൾച്ചർ,ଉଦ୍ୟାନ କୃଷି
ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്,ହୋର୍ଟି-ସିଲଭି ପେଷ୍ଟୁରାଲ୍ ଚାଷ ​​|
ആതിഥേയന്,ହୋଷ୍ଟ
ചൂടുവെള്ള ചികിത്സ,ଗରମ ପାଣି ଚିକିତ୍ସା |
തൊണ്ട്,ହଲ୍
ഈർപ്പം,ଆର୍ଦ୍ରତା
ഹ്യൂമസ്,ହ୍ୟୁମସ୍
തൊലി,ହସ୍
തൊലി,ହ୍ୱକର୍
ഹസ്കിംഗ്,ହସିଂ
ഹൈബ്രിഡ്,ହାଇବ୍ରିଡ୍ |
ജലവൈദമാക്കല്,ହାଇବ୍ରିଡାଇଜେସନ୍ |
ജലാംശം,ହାଇଡ୍ରେସନ୍
ജലവൈകരണം,ହାଇଡ୍ରୋଲୋଜି
ജലവിശ്ലേഷണം,ହାଇଡ୍ରୋଲାଇସିସ୍
ഹൈഡ്രെയിൻ,ହାଇଡ୍ରୋମିଟର |
ഹൈഡ്രോഫിലസ്,ହାଇଡ୍ରୋଫିଲୋସ୍
ഹൈഡ്രോപോണിക്സ്,ହାଇଡ୍ରୋପୋନିକ୍ସ |
ഹൈഡ്രോഫിയർ,ହାଇଡ୍ରୋସଫେରର୍ |
ഹൈഡ്രോസ്കോപ്പിറ്റി,ହାଇଡ୍ରୋସ୍କୋପିଟି |
ഹൈപ്പർപാരാസറ്റ്,ହାଇପରପେରାସାଇଟ୍ |
ഹൈപ്പർപ്ലാസിയ,ହାଇପରପ୍ସିଆ
എസ്യ്പ്പ്,ହାଇଫା
ഹൈപ്പോകോട്ടൈൽ,କପଟୋଟଲ୍
അനുമാനസം,ଶୁଳୋପାସିସ୍ |
ഹിസ്റ്റെറിസിസ് (വെള്ളം),ହିଷ୍ଟେରେସିସ୍ (ଜଳ)
ഹാസൽ നട്ട്,ହାଜେଲ ବାଦାମ
ചെതാവ്,ହେମ୍ପ
ഹെൻബെയ്ൻ,ହେନବାନ୍ |
ഹെന്ന,ହେନ୍ନା
ചെമ്പരുത്തി,ହାଇବିସ୍କସ୍ |
ചാട്ടം,ହପ୍
കുതിര ഗ്രാം,ଘୋଡା ଗ୍ରାମ |
കുതിര-കണ്ണ്-ബീൻ,ଘୋଡା ଚକ୍ଷୁ-ବିନ୍ |
തേനീച്ച,ମହୁ ମାଛି
ഹോപ്പർ,ହପର୍
ഹോർട്ടികൾച്ചറിസ്റ്റ്,ହାର୍ଟିସୁରିଷ୍ଟ |
ജലശാസ്ത്രജ്ഞൻ,ଜଳ
സിറ്റു ഒട്ടിക്കൽ,ପରିସ୍ଥିତି ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ ରେ |
വിട്രോയിൽ,ଭିଟ୍ରୋରେ |
വിവോയിൽ,ଭିଭୋରେ
വിവേചനരഹിതമായ,ଅଜ୍ଞାତ
പുഴു,କୀଟ
പ്രാണികളുടെ കീടങ്ങൾ,କୀଟପତଙ୍ଗ ପୋକ
കീസദമായ,କୀଟରୀ
കീടനാശിനി,କୀଟନାଶକ
കീടനാശിനി,କୀଟନାଶକ
ധിക്കാരി,ନିନ୍ଦା
പുള്ളിപ്പുഴ,ଅପିସ୍ମରଣୀ
ഇൻസ്റ്റാർ (പ്രാണികൾ),ଇନଷ୍ଟାର (କୀଟ)
സുഖാനുസൃതം,ଇନସୁଲେଟର |
സംയോജിത രോഗ പരിപാലനം,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ରୋଗ ପରିଚାଳନା
സംയോജിത പോഷക മാനേജുമെന്റ്,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପୁଷ୍ଟିକର ପରିଚାଳନା
സംയോജിത കീടങ്ങളെ പരിപാലനം,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପେଷ୍ଟ ପରିଚାଳନା
തീവ്രവാദം,ତୀବ୍ରତା
തീവമായ,ତୀବ୍ର
ആലോചിക്കുക,ଇଣ୍ଟରକ୍ରପ୍
ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്),ଇଣ୍ଟରକେଟିଭେସନ୍ (ଇଣ୍ଟରକଲ୍ଟର)
പലിശ,ଆଗ୍ରହ
ഇന്റനോഡ്,ଆଭେଜର |
ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ),ଇଣ୍ଟରଫାଜ୍ (କକ୍ଷ ବିଭାଗ)
ഇന്റർപോളേഷൻ,ଇଣ୍ଟରପୋଲେସନ୍
ഇന്റർ-അണുവിമുക്തമാണ്,ଇଣ୍ଟର-ଷ୍ଟେରାଇଲ୍ |
സാധനങ്ങൾ,ଭଣ୍ଡାର
വിപരീതം,ଓଲଟା |
ഇവന്റോക്രെ,ଜଡିତ
യൻകിട,ଆୟନ
വികിരണം,ବିକଶିତତା |
ജലസേചനം,ଜଳସେଚନ
ഐഎസ്ഒ അല്ലെലുകൾ,ISO ସା elles େଲାଲ |
ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത,ISO ଉତ୍ପାଦ ବକ୍ର |
ഐസോബാർ,ଆଇସୋ ବାର୍ |
ഇസോഗമി,ଆଇସୋଗାମି |
ഒറ്റപ്പെടൽ ദൂരം,ବିଚ୍ଛିନ୍ନତା ଦୂରତା |
ഐസോപ്ലോയിഡ്,Isploid
ഐസ്കോംകാന്റ്,Isoquat
ഐസോടോപ്പ്,ଇସୋଟୋପ୍
ഇന്ത്യൻ ബിർച്ച്,ଭାରତୀୟ ବିରଞ୍ଚ |
ഇന്ത്യൻ നീല പൈൻ,ଭାରତୀୟ ନୀଳ ପାଇନ୍ |
ഇന്ത്യൻ ചെറി,ଭାରତୀୟ ଚେରି |
ഇന്ത്യൻ ജുനൈപ്പർ,ଭାରତୀୟ ଜୁନିପର |
ഇന്ത്യൻ കിനോ മരം,ଭାରତୀୟ କୋନୋ ଗଛ |
ഇന്ത്യൻ ലായറൽ ട്രീ,ଇଣ୍ଡିଆନ୍ ଆର୍ଥିକ ଗଛ |
ഇന്ത്യൻ ഭ്രാന്തൻ,ଭାରତୀୟ ମାଡଡରର
ഇന്ത്യൻ മാഡ്ലർ,ଭାରତୀୟ ମାଡଲର |
ഇന്ത്യൻ പോഡോ ഫൈലം,ଇଣ୍ଡିଆନ୍ ପୋଡା ଫାଇଲମ୍ |
ഇൻഡിഗോ,ଇଗିଗୋ |
ഇറ്റാലിയൻ മില്ലറ്റ്,ଇଟାଲୀ ମିଲେଟ |
ആനക്കൊമ്പ് വൃക്ഷം,ହାତୀ ଦାନ୍ତ
ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട,ଆଇଭି ଗୋଡ / ଛୋଟ ଗୋରୁକ |
മന്ദബുദ്ധി,ଜାଗର
ജാപോണിക്ക അരി,ଜାପିକା ଚାଉଳ
ജാസിദ്,ଜାସିଡ୍ |
ജാവാനിക്ക അരി,ଜାନବାନୀ ଚାଉଳ |
ജെല്ലിംഗ്,ଅଳଙ୍କାର
Jum കൃഷി,Jhum ଚାଷ
ചാടുന്ന ജീൻ,ଜମ୍ପ୍ ଜିନ୍
ജങ്ക് ഡിഎൻഎ,ଜଙ୍କ ଡିନା |
ജുവനൈൽ ഘട്ടം,ନାବାଳକ ଚେଜ୍ |
ജസറന്ദ,ଜାକରଣ୍ଡା |
ചക്ക,Jackfruit
മുൻ,ଜାମୁନ୍ |
ജാസ്മിൻ,ଜସ୍ମିନ୍ |
ജട്ടി ഖട്ടി,ଜାଟୀ ଖାଟ୍ଟି |
ജാട്ട്രോഫ,ଜାଟ୍ରୋଫା |
ചണം,ଜଟ୍ର
ജാസിഡുകൾ,Jassids
കയോലിൻ,କୋଲିନ୍ |
Koolianite,କୋଲିନାଇଟ୍
Koolianite,କୋଲିନାଇଟ୍
കര്യൻചേരിമ,କରୀଚିମା |
കരോഡെസ്മ,ନିକ୍
കാരിയോബാമി,Karogamy
കാറിഗ്രാം (IDiOGRAM),Karogargram (idigromm)
കാരിയോകിനിസ്,କାରୁକୋକିନାସ୍
കരിയോളജി,ଖାରିଓଲୋଜି |
കരോലിസിസ്,କାରିଓଲାଇସିସ୍
കറിയോൺ,କିଲୋନ
കാരിരിയോടൈ,କାରିଓଟାଇପ୍
കെൽപ് (ആൽഗ),Kelp (algae)
കെൽവിൻ സൈക്കിൾ,କେଲଭିନ ଚକ୍ର |
കെരാറ്റിൻ,କିରାଟିନ୍ |
കേർണൽ,କର୍ଣ୍ଣଲ |
ഖൈറ രോഗം,KHARA ରୋଗ
ഖാരിഫ്,ଖାରିଫ୍ |
കളിയാക്കാനുള്ള,ମଜା କରିବା
കിടോചോർ,ଗା intore ାଓକୋର
അടുക്കളത്തോട്ടം,ରୋଷେଇ ଘର ବଗିଚା |
ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം,କ୍ଲିନଫିଲ୍ଟର ସିଣ୍ଡ୍ରୋମ |
KLENOV ശകലം,Klenow frogment
നോട്ടിയ,ଗଣ୍ଠି ଦେଉଥିବା
കൊച്ചിന്റെ പേര്,କୋଚ୍ ର ପୋଷ୍ଟଲେଟ୍ |
കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ),କୋପେନଙ୍କ ବର୍ଗୀକରଣ (ଜଳବାୟୁ)
ക്രെസ് സൈക്കിൾ,କର୍ଗଗୁଡିକ ଚକ୍ର
കുട്ടി,କୁର୍ଟୋସିସ୍
കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര),Kvk (krishi vigyan kendra)
കടാം,କାଟାମ |
കലെ,କଲାଲ
കന്മാർ പുല്ല്,କାନ୍ସ ଘାସ
കരുണാന്ത,Karonda
"കിഡ്നി ബീൻ, രാജ്മ","କିଡନୀ ବିନ୍, ରାଜ୍ମା |"
Kiwifriuut,Kiwifriut
നോൾ ഖോൾ,ଗଣ୍ଠିର
കോടംമ്പുലി,କାଦୋମ୍ପୁଲୀ |
കൊഡോ മില്ലറ്റ്,କୋଡୋ ମିଲେଟ୍ |
കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ),କୋକାମ ବଟର ଗଛ (ଆମାଙ୍ଗୋସୋଟେନ୍)
ഖപ്പുര വണ്ട്,ଖାପ୍ରା ବାଇଟଲ୍ |
L.D.50 (മാരകമായ ഡോസ് 50),L.d.50 (ସାଂଘାତିକ ମାତ୍ରା 50)
ലംബമായി,ଲ୍ୟାବ ରୁ ଲ୍ୟାଣ୍ଡ
മൗലിപ്പ്,ଲାବାଇଲ୍
തൊഴിലാളി,ଶ୍ରମ
ലാക് ഓപ്പറൺ മോഡൽ,ଲାକ୍ ଓପନ୍ ମଡେଲ୍ |
മുലയൂട്ടൽ,ସ୍ତନ୍ୟପାନ
ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ),ଲାକ୍ଟୋଜେନିକ୍ ହରମୋନ୍ (ପ୍ରୋଲାକ୍ଟିନ୍)
ലാക്ടോസ്,ଲାକ୍ଟୋଜ୍
ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്,ଲେଗିଂ ଷ୍ଟାଣ୍ଡିଂ |
ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ,ଲମ୍ବଡା କ୍ଲୋନିଂ ଭେକ୍ଟର |
ലാമർ എയർ ഫ്ലോ,ଲାମିନାର ଏୟାର ପ୍ରବାହ |
ലാമ്പ് ബ്രഷ് ക്രോമസോം,ଲ୍ୟାମ୍ପ ବ୍ରଶ୍ କ୍ରୋମୋଜୋମ୍ |
നിലം,ଜମି
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം,ଜମି ସାମର୍ଥ୍ୟ ବର୍ଗୀକରଣ |
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്,ଜମି କ୍ଷମତା ମାନଚିତ୍ର
ഭൂമി അപകടം,ଜମି ଡିଗାଡ୍ |
ഭൂമി തുല്യമായ അനുപാതം,ଜମି ସମାନ ଅନୁପାତ |
ഭൂമി നില,ଭୂମି ସ୍ତର
ഭൂമി വീണ്ടെടുക്കൽ,ଭୂମି ପୁନରୁଦ୍ଧାର
ലാൻഡ്സ്കേപ്പിംഗ്,ଲ୍ୟାଣ୍ଡସ୍କାପ୍
ലാൻഡ് അനുയോജ്യത,ଭୂମି ଉପଯୁକ୍ତତା |
ഭൂവിനിയോഗ രീതി,ଜମି ବ୍ୟବହାର pattern ାଞ୍ଚା |
ലങ്കാൻഹാൻ സെല്ലുകൾ,ଲେଗେନହସ୍ ସେଲ୍ |
കാലഹരണപ്പെടൽ നിരക്ക്,ଲାପ୍ ଲାପ୍ ହାର |
ലാർവ,ଲାର୍ଭା |
ലേറ്റേഷന്,ବିଳମ୍ବ
ലെഡ് വ്യൂ,ବର୍ଷା
ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ,ଲୁକ୍କାୟିତ ସଂକ୍ରମଣ |
ലാറ്ററൽ,ପାର୍ଶ୍ୱରେ |
ലാറ്ററൈറ്റ് മണ്ണ്,ଜୁଏଇଟ ମାଟି |
ലാത്ക്സ്,ଲାଟେକ୍ସ
നാതിരിവാദം,ଲେଟିରିମ୍ |
ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി),ଲାଟିନ୍ ବର୍ଗ ଡିଜାଇନ୍ (lsd)
ലാറ്റിസ്,ଲାଟାଇସ୍
കവർന പ്രയോജനത്തിന്റെ നിയമം,ଅସାଧାରଣ ଲାଭର ନିୟମ |
നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം,କ୍ରମାଗତ ରିଟର୍ନର ନିୟମ |
വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം,ରିଟର୍ନ ହ୍ରାସ କରିବାର ନିୟମ |
വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം,ରିଡ୍ୟୁନ୍ ବ increasing ୁଥିବା ନିୟମ |
പരിമിതപ്പെടുത്തുന്ന രീതി,ଅଧ୍ୟାପକଙ୍କ ସୀମିତତାର ନିୟମ |
കുറഞ്ഞത് നിയമം,ସର୍ବନିମ୍ନ ନିୟମ
പകരക്കാരന്റെ നിയമം,ପ୍ରତିସ୍ଥାପନର ନିୟମ
വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം,ଭେରିଏବଲ୍ ଅନୁପାତର ନିୟମ |
അടുക്ക്,ସ୍ତର
കെട്ടിടത്തിന്റെ പ്ളാന്,ଲେଆଉଟ୍ |
അയതലിക്കുക,ଲିଚେଟ୍ |
ലീച്ചിംഗ് കാര്യക്ഷമത,ଲେକିଂ ଦକ୍ଷତା |
ലീച്ച് ആവശ്യകത,ଲେଚିଂ ଆବଶ୍ୟକତା
മുൻനിര സ്ട്രാന്റ്,ଅଗ୍ରଣୀ ଷ୍ଟ୍ରାଣ୍ଡ |
ഇല വിസ്തൃതി ദൈർഘ്യം,ପତ୍ର କ୍ଷେତ୍ର ଅବଧି |
ഇല ഏരിയ സൂചിക,ପତ୍ର କ୍ଷେତ୍ର ସୂଚକାଙ୍କ |
ഇല ഏരിയ അനുപാതം,ପତ୍ର କ୍ଷେତ୍ର ଅନୁପାତ |
ഇല ഖനിത്തൊഴിലാളി,ପତ୍ର ଖଣି
ഇല പരിശോധന,ପତ୍ର ପରୀକ୍ଷା
ഇല,ପତ୍ର
ലഘുലേഖ,ଲିଫଲେଟ୍ |
പാട്ടം,ଲିଜ୍
പയർവർഗ്ഗ,ଲେମ୍ବୁ
ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല),ଲେସା - (ନିମ୍ନ ଶକ୍ତି ଇନପୁଟ୍ ଇନପୁଟ୍ କୃଷି କୃଷି)
പന്നികം,ଅବଶ୍ୟ
ലെന്റോ കാപ്പിലറി പോയിന്റ്,ଲେନୋ କ୍ୟାପିଲାରୀ ପଏଣ୍ଟ |
ലെപ്റ്റോണിമ,ରେପୋନମା |
ലെപ്റ്റോസ്പിറോസിസ്,ଲିପଟୋସପିରୋସିସ୍ |
ലെറോ-മോർഫിക്,ଲେରୋ-ମର୍ଫିକ୍ |
നിഖേഭം,କ୍ଷତ
മാരകമായ മ്യൂട്ടേഷൻ,ସାଂଘାତିକ ଗଣିତ |
ല്യൂക്കോപ്ലാസ്റ്റ്,ବିନ୍ଦୁ
ലെവൽ ടെറസ്,ସ୍ତରୀୟ ଟେରସ୍ |
ലെവൽക്കാരൻ (ലെവലിയർ),ଲିଭର୍ (ଲିଭର୍)
(ഭൂമിയുടെ) ലെവലിംഗ്,ସ୍ତର (ଜମିର)
കള്ള കൃഷി,Ley ଚାଷ
കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം,Liebig ର ସର୍ବନିମ୍ନ ନିୟମ |
ഉപക്കുറിത,ଲସେକ୍ସ
നേരിയ നഷ്ടപരിഹാര പോയിന്റ്,ହାଲୁକା କ୍ଷତିପୂରଣ ବିନ୍ଦୁ |
ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത,ହାଲୁକା ଶନିବାର ତୀବ୍ରତା |
ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം,ହାଲୁକା ଟ୍ରାନ୍ସମିସନ ଅନୁପାତ |
നേരിയ കെണി,ହାଲୁକା ଜାଲ |
പരിമിതമാണ്,ଅଙ୍ଗ
പരിമിതപ്പെടുത്താതെ,ସୀମା
പരിമിതപ്പെടുത്തുന്ന ഘടകം,ସୀମା ସୀମିତ କରିବା |
ലിമോണൈറ്റ്,ଲିମୋନାଇଟ୍ |
നിര,ରେଖା
ലീനിയർ പ്രതികരണം,ରେଖା ପ୍ରତିକ୍ରିୟା |
ലിങ്ക്,ଲିଙ୍କ୍
ലിങ്കേജ് ഗ്രൂപ്പ്,ଲିଙ୍କ୍ ଗୋଷ୍ଠୀ
ലിങ്കറുകാരന്,ଲିନର
ലിന്റ് സൂചിക,ଲିନଟ୍ ଇଣ୍ଡେକ୍ସ |
ലിന്ററുകൾ,ଲିନବାସୀ |
ലിപിഡ്,ଲିପିଡ୍
ലിപ്പോളിസിസ്,ଲିପୋଲୋଜି
ലിക്വിക്റ്റേഷൻ,ବାତିଲ
തലക്കെട്ട്,ତାଲିକା
തലക്കെട്ട്,ତାଲିକା
ലിസ്റ്റിംഗ്,ତାଲିକା
ലിത്തോസ്ഫിയർ,ଲିଥୋସେଫର୍ |
ലിറ്റർ,ଲିଟର
തത്സമയ പുതപങ്ങൾ,ଲାଇଭ୍ ମଲେଚ୍ |
ലിവർവാർട്ട്,ଲିଭରୱର୍ଟ |
കന്നുകാലി,ପଶୁପଲ
പ്രാദേശിക നിയന്ത്രണം,ଲୋକାଲ୍ ନିୟନ୍ତ୍ରଣ
ലോക്കസ്,ଲାକ୍ସ
വെട്ടുക,ପଙ୍ଗପାଳ |
താമസം (വിള താമസസ്ഥലം),ଲଜିଂ (କ୍ରପ୍ ଲଜିଂ)
ലോഡിക്കുയേറ്റ്,Ladiicule
ലോയസ്സുള്ള,ପ୍ରେମୀଶା
ലോഗർട്ടിമിക് പരിവർത്തനം,ଲୋଗୀବସିମିକ୍ ରୂପାନ୍ତର |
ദീർഘനാളത്തിന്റെ ചെടി,ଲମ୍ବା - ଦିନ ଉଦ୍ଭିଦ |
നീണ്ട തരംഗ വികിരണം,ଲମ୍ବା ତରଙ୍ଗ ବିକିରଣ |
ലൂപ്പ്,ଲୁପ୍ |
ലോപ്പിംഗ്,ଚାପି ଚାଇବା |
ചപ്പുചവറുകള്,କାଠ
ലക്സ്,ଲକ୍ସ
ആഡംബര ഉപഭോഗം (പോഷകരീതി),ବିଳାସପୂର୍ଣ୍ଣ ବ୍ୟବହାର (ପୁଷ୍ଟିକର)
ആഡംബര ജീനുകൾ,ବିଳାସପୂର୍ଣ୍ଣ ଜିନ୍ |
ലൈക്കോപീൻ,ଲାଇକୋଲିଅନ୍ |
ലിംഫ്,ଲିସାନ
ലിസിമീറ്റർ,ଲିଆସିମିଟର |
സെല്ലിന്റെ ലിസിസ്,କକ୍ଷର ଲସିସିସ୍ |
ലിസോഗനി,ଲିସୋଜେନି
ലിസോസോം,ଲାଇସୋମ୍
ലൈസോസിം,ଲିଆଜାଇମ୍
ലാക് ട്രീ,ଲାକ ଗଛ
ലാക്കി,ଲକ୍ଷ
"ലേഡിയുടെ വിരൽ, ഒക്ര","ଲେଡିଙ୍କ ଆଙ୍ଗୁଠି, ଓକ୍ରା |"
ഭൂമി കൽപ്ട്രോപ്പുകൾ,ଜମି କାଲ୍ଟ୍ରୋପ୍ |
ലാന്താന,ଲାଣ୍ଟାନା
ലതിറിൽ,ଲେଟିନସ୍
വെളുത്തുള്ളി,ଲେକ
നാരങ്ങ പുല്ല്,ଲେମ୍ବୁ ଘାସ |
നാരങ്ങ,ଲେମ୍ବୁ |
പന്തു,ମ ents ଼ିଦିଅ
താഴ്ന്ന,Lequeorice
ലെറ്റസ്,ଲେଥୁସ୍ |
താമസം,ଲିଲି
നാരങ്ങ,ଚୂନ
യന്തമായി,ଲିନ୍ସେଡ୍ |
Litki,ଲିଚି |
ചെറിയ മില്ലറ്റ്,ଲିଟିଲ୍ ମିଲେଟ୍ |
നീളമുള്ള തണ്ണിമത്തൻ,ଲମ୍ବା ତରଭୁଜ |
നീളമുള്ള കുരുമുളക്,ଲମ୍ବା ହଳଦୀ |
ലോക്വാട്ട്,ଲୋୟାଟ୍ |
താമര,ଲୋଟସ୍
മങ്ങിയത്,Lourerne
ലാക്കി പ്രാണികൾ,ଲାକ୍ କୀଟ
ലേഡി പക്ഷി വണ്ട്,ଲେଡି ପକ୍ଷୀ ବିଟଲ୍ |
ഇല ഖനിത്തൊഴിലാളി,ପତ୍ର ଖଣି
ഇല റോളർ,ପତ୍ର ରୋଲର୍ |
ഇല വെബ്ബർ,ପତ୍ର ୱେବର |
വെട്ടുക,ପଙ୍ଗପାଳ |
മാക്രോ പരിണാമം,ମାକ୍ରୋ ବିବର୍ତ୍ତନ |
മാക്രോക്ലൈമേറ്റ്,ମାକ୍ରୋକ୍ଲିଅମ୍ |
മാക്രോമോലോൾകൾ,ମାକ୍ରୋମୋଲେକ୍ |
മാക്രോമുട്ടേഷൻ,ମାକମରୁଟେସନ୍ |
മാക്രോണിറ്ററി,ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |
മാക്രോപോളർ,ମାକ୍ରୋପୋରସ୍
പുഴു,ମାଗଟ୍
മഗ്മ,ମ୍ୟାଗମା |
മഗ്ത്രിയ,ମ୍ୟାନ୍ସେସିଆ |
മഗ്നീഷ്യം,ମ୍ୟାଗ୍ନେସିୟମ୍
കാന്തികശരീരം,ଚୁମ୍ବକୀୟ ଷ୍ଟିରର୍ |
തീവ്രത,ତିକ୍ତ
മഹുവ കേക്ക്,Mahoha cake
പരിപാലകൻ,ମେନିନାଇନର୍ ଲାଇନ୍ |
പരിപാലനം,ରକ୍ଷଣାବେକ୍ଷଣ
ചോളം ഷെല്ലർ,ମାଟର
ആൺകുല്യം,ପୁରୁଷ ନିର୍ଜଳ |
വൈകല്യങ്ങള്,ଅସମ୍ମାନ
മലിതം,ଅସମ୍ମାନ
പോഷകാഹാരക്കുറവ്,ପୁଷ୍ପ
ദുരുപയോഗം,ଦୁଷ୍କର୍ମ
മാലിംഗ്,ମାଲଂ
പുൽത്തൊട്ടി,ହାଲୁକା
കണ്ടൽക്കാരൻ,ମାଙ୍ଗ୍ରୋଭସ୍ |
ഗാനംമീറ്റര്,ମନୋମିଟର |
ഗാനംമീറ്റര്,ମନୋମିଟର |
മാന്തിസ (ലോഗരിതം),ମାନିସାସା (ଲୋଗାରିଥମ୍ ର)
വളം,ଖତ
വളം,ସ୍ନାୟୁ
അരികിലുള്ള,ମାର୍ଜିନାଲ୍
നാമമാത്രമായ ചിലവ്,ମାର୍ଜିନାଲ୍ ମୂଲ୍ୟ
