Malayalam,Punjabi
കോറിയോലിസ് ത്വരണം,ਕੋਰੀਓਲਿਸ ਪ੍ਰਵੇਗ
കോറിയോലിസ് ശക്തി,ਕੋਰੀਓਲਿਸ ਬਲ
"കിരിത്, കൊറോണ","ਕਿਰਿਤ, ਕੋਰੋਨਾ"
കൊറോണ ഓസ്ട്രേലിയ,ਕੋਰੋਨਾ ਆਸਟ੍ਰੇਲੀਆ
കൊറോണ ബൊറിയലിസ്,corona borealis
സൗരജ്വാല,ਸੂਰਜੀ ਭੜਕਣ
തരികൾ,ਗ੍ਰੈਨਿਊਲ
ഗ്രാനുലാർ,ਦਾਣੇਦਾਰ
"ശരി, ശരി","ਸਹੀ, ਸਹੀ"
പുതുക്കിയ,ਸੋਧੇ
"തിരുത്തൽ, ഭേദഗതി","ਸੁਧਾਰ, ਸੋਧ"
സഹ ബന്ധം,ਸਹਿ - ਸਬੰਧ
"പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക","ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ"
അസോസിയേഷന്റെ നിയമങ്ങൾ,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਨਿਯਮ
അകമ്പടി,ਸੰਗਤਿ
കോസൈൻ നിയമം,ਕੋਸਾਈਨ ਨਿਯਮ
സ്ഥല സമൃദ്ധി,ਸਪੇਸ ਭਰਪੂਰਤਾ
കോസ്മിക്,ਬ੍ਰਹਿਮੰਡੀ
ബഹിരാകാശ രശ്മി പൊട്ടിത്തെറിച്ചു,ਸਪੇਸ ਰੇ ਬਰਸਟ
"ബഹിരാകാശ രശ്മി, കോസ്മിക് കിരണങ്ങൾ","ਸਪੇਸ ਰੇ, ਬ੍ਰਹਿਮੰਡੀ ਕਿਰਨ"
ബഹിരാകാശ മഴ,ਸਪੇਸ ਵਰਖਾ
സ്ഥലം,ਸਪੇਸ
കോസ്മിക്,ਬ੍ਰਹਿਮੰਡੀ
"പ്രപഞ്ചശാസ്ത്രം, പ്രപഞ്ചശാസ്ത്രം","ਬ੍ਰਹਿਮੰਡ ਵਿਗਿਆਨ, ਬ੍ਰਹਿਮੰਡ ਵਿਗਿਆਨ"
ബഹിരാകാശ സഞ്ചാരി,ਪੁਲਾੜ ਯਾਤਰੀ
ബഹിരാകാശ ശാസ്ത്രം,ਪੁਲਾੜ ਵਿਗਿਆਨ
"പ്രപഞ്ചം, പ്രപഞ്ചം","ਬ੍ਰਹਿਮੰਡ, ਬ੍ਰਹਿਮੰਡ"
കൂലംബ്,coulomb
കൂലോമി ഏരിയ,ਕੁਲੋਮੀ ਖੇਤਰ
കൂലോമീറ്റർ,ਕੂਲਮੀਟਰ
"എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക","ਗਿਣਤੀ, ਗਿਣਤੀ, ਗਿਣਤੀ, ਗਿਣਤੀ"
"എണ്ണൽ, വിപരീത എണ്ണൽ","ਗਿਣਤੀ, ਉਲਟ ਗਿਣਤੀ"
"കാൽക്കുലേറ്റർ, കൌണ്ടർ, പാനൽ","ਕੈਲਕੁਲੇਟਰ, ਕਾਊਂਟਰ, ਪੈਨਲ"
എതിർ ഘടികാരദിശയിൽ,ਘੜੀ ਦੇ ਉਲਟ
"റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്","ਰਿਵਰਸ ਕਰੰਟ, ਕਾਊਂਟਰ ਕਰੰਟ"
ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു,ਵਿਰੋਧੀ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
ഡെപ്യൂട്ടേഷൻ,ਡੈਪੂਟੇਸ਼ਨ
റിവേഴ്സ് ടോർസോ,ਉਲਟਾ ਧੜ
കൗണ്ട് നിരക്ക്,ਗਿਣਤੀ ਦੀ ਦਰ
"എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക","ਗਿਣਤੀ, ਗਿਣਤੀ-ਸੰਖਿਆ, ਗਿਣਤੀ, ਗਿਣਤੀ"
നിർബന്ധ ജോഡി,ਫੋਰਸ ਜੋੜਾ
കപ്പിൾഡ്,ਜੋੜਿਆ
കപ്ലർ,ਜੋੜਨ ਵਾਲਾ
ഇണചേരൽ,ਜੋੜੀ
"ഉദ്ദേശിച്ച ദിശ, പാത, വഴി","ਉਦੇਸ਼ ਦਿਸ਼ਾ, ਮਾਰਗ, ਰਸਤਾ"
കോവാലൻസി,covalency
കോവാലൻസി,covalency
സഹകാരി,ਸਹਿਯੋਗੀ
സഹവർത്തിത്വം,ਸਹਿਵਿਹਾਰ
അനുരൂപമായ,ਸਮਕਾਲੀ
"കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ","ਕਵਰੇਜ ਖੇਤਰ, ਪ੍ਰਸਾਰਣ ਖੇਤਰ"
കവർ ഷീറ്റ്,ਕਵਰ ਸ਼ੀਟ
സംസാരം,ਬਕਵਾਸ
പ്രത്യുൽപാദന ശക്തിയുടെ തോത്,ਜਣਨ ਦਰ
നേരിയ വികലത,ਮਾਮੂਲੀ ਵਿਗਾੜ
കൊടുമുടി,ਸਿਖਰ
"മാനദണ്ഡം, മാനദണ്ഡം","ਮਾਪਦੰਡ, ਮਾਪਦੰਡ"
വിമർശനാത്മകം,ਨਾਜ਼ੁਕ
വിമർശനം,ਆਲੋਚਨਾ
കാപ്രിക്കോൺ ക്ലിപ്പ്,ਮਕਰ ਕਲਿੱਪ
വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം,ਬਦਮਾਸ਼ਾਂ ਦਾ ਹਨੇਰਾ ਰਾਜ
ക്രോസ്-ഹൈബ്രിഡ് ഹൈബ്രിഡൈസേഷൻ,ਕਰਾਸ ਕਰਾਸ ਹਾਈਬ੍ਰਿਡਾਈਜੇਸ਼ਨ
ക്രോസ് ബാൻഡ് ആശയവിനിമയം,ਕਰਾਸ ਬੈਂਡ ਸੰਚਾਰ
അപ്രസക്തമായ സ്വഭാവ വ്യക്തിത്വം,ਅਪ੍ਰਸੰਗਿਕ ਚਰਿੱਤਰ ਦਾ ਰੂਪ
ക്രോസ് ബന്ധങ്ങൾ,ਕਰਾਸ ਸਬੰਧ
കടന്ന പ്രദേശം,ਪਾਰ ਕੀਤਾ ਖੇਤਰ
ഏറ്റവും കുറഞ്ഞ വ്യതിയാന ലെൻസ്,ਘੱਟੋ-ਘੱਟ ਵਿਗਾੜ ਲੈਂਸ
ക്രോസ് ഉൽപ്പന്നം,ਕਰਾਸ ਉਤਪਾਦ
അപ്രസക്തമായ സിഗ്നൽ,ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ
നിലകളുടെ കയ്യേറ്റം,ਫਰਸ਼ਾਂ ਦਾ ਕਬਜ਼ਾ
സംക്രമണ മേഖല,ਤਬਦੀਲੀ ਜ਼ੋਨ
പരിവർത്തന പോയിന്റ്,ਤਬਦੀਲੀ ਬਿੰਦੂ
വിനിമയ മൂല്യം,ਵਟਾਂਦਰਾ ਮੁੱਲ
വെക്റ്റർ-പ്രൊഡക്ട് വെക്റ്റർ ഉൽപ്പന്നം,ਵੈਕਟਰ-ਉਤਪਾਦ ਵੈਕਟਰ-ਉਤਪਾਦ
"ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ","ਕਰਾਸ ਭਾਗ, ਕਰਾਸ ਭਾਗ"
"ഒന്നിലധികം പദങ്ങൾ, ഹൈബ്രിഡ് പദം","ਮਲਟੀਪਲ ਮਿਆਦ, ਹਾਈਬ੍ਰਿਡ ਮਿਆਦ"
ക്രോസ് വയർ,ਕਰਾਸ ਤਾਰ
"ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്","ਤਾਜ ਆਪਟੀਕਲ ਗਲਾਸ, ਤਾਜ ਆਪਟੀਕਲ ਗਲਾਸ"
തണുപ്പിക്കൽ മിശ്രിതം,ਠੰਢਾ ਮਿਸ਼ਰਣ
കുറഞ്ഞ താപനില ഇലക്ട്രോണിക്സ്,ਘੱਟ ਤਾਪਮਾਨ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
ഹൈപ്പോഥെർമിയ,ਹਾਈਪੋਥਰਮੀਆ
ക്രയോജനിക് ലബോറട്ടറി,cryogenic ਪ੍ਰਯੋਗਸ਼ਾਲਾ
നിമ്രതാപികി,ਨਿਮਰਤਾਪਿਕੀ
ഫ്രീസിങ് ഗേജ്,ਜੰਮਣ ਗੇਜ
ക്രയോമെട്രിക് സ്ഥിരാങ്കം,ਕ੍ਰਾਇਓਮੈਟ੍ਰਿਕ ਸਥਿਰ
ക്രിസ്റ്റൽ,ਕ੍ਰਿਸਟਲ
"സ്ഫടികമായ, നാരുകളുള്ള","ਕ੍ਰਿਸਟਲਿਨ, ਰੇਸ਼ੇਦਾਰ"
"ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ","crystallization, crystallization, crystallization"
ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ,ਕ੍ਰਿਸਟਲ ਵਿਗਿਆਨੀ
ക്രിസ്റ്റൽ ഘടനാപരമായ,ਕ੍ਰਿਸਟਲ-ਢਾਂਚਾਗਤ
ക്രിസ്റ്റൽ ഘടന,ਕ੍ਰਿਸਟਲ ਬਣਤਰ
"ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്","ਕ੍ਰਿਸਟਲੋਗ੍ਰਾਫੀ, ਕ੍ਰਿਸਟਲ ਵਿਗਿਆਨ"
ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ,ਜਾਲੀ ਤਬਾਦਲਾ ਕਾਰਵਾਈ
ക്രിസ്റ്റൽ സ്മഡ്ജ്,ਕ੍ਰਿਸਟਲ ਧੱਬਾ
ക്യൂബ് ക്യൂബ്,ਘਣ ਘਣ
"ക്യൂബ്, ക്യൂബ്, ക്യൂബ്, ത്രികോണം, ക്യൂബ്, ത്രികോണം","ਘਨ, ਘਨ, ਘਨ, ਤਿਕੋਣ, ਘਣ, ਤਿਕੋਣ"
ക്യൂബിക് പിളർപ്പ്,ਕਿਊਬਿਕ ਕਲੀਵੇਜ
പരിക്രമണപഥം,ਔਰਬਿਟਲ
സഞ്ചിത,ਸੰਚਤ
ക്യൂറി സ്ഥിരം,ਕਿਊਰੀ ਸਥਿਰ
ക്യൂറി പ്രഭാവം,ਕਿਊਰੀ ਪ੍ਰਭਾਵ
"ക്യൂറി പോയിന്റ്, ക്യൂറി താപനില, ക്യൂറി ഡീമാഗ്നെറ്റൈസേഷൻ പോയിന്റ്","ਕਿਊਰੀ ਪੁਆਇੰਟ, ਕਿਊਰੀ ਤਾਪਮਾਨ, ਕਿਊਰੀ ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਪੁਆਇੰਟ"
ക്യൂറി,ਕਿਊਰੀ
ധാര,ਸਟ੍ਰੀਮ
സ്ട്രീമിലെ ന്യൂനപക്ഷം,ਧਾਰਾ ਦੀ ਘੱਟ ਗਿਣਤੀ
വിതരണ,ਵੰਡ
വക്രത,ਵਕਰਤਾ
കർവ് കർവ് ലൈൻ,ਕਰਵ ਕਰਵ ਲਾਈਨ
വളഞ്ഞ,ਕਰਵ
കർവ് ബാർ,ਕਰਵ ਪੱਟੀ
വളഞ്ഞ പേജ്,ਕਰਵ ਸਫ਼ਾ
വളർച്ച വക്രം,ਵਿਕਾਸ ਵਕਰ
വളഞ്ഞത്,curvilinear
"perforator, മുറിക്കൽ","perforator, ਕੱਟਣਾ"
അവസാന മേഖല,ਅੰਤ ਜ਼ੋਨ
അവസാന ആവൃത്തി,ਅੰਤ ਦੀ ਬਾਰੰਬਾਰਤਾ
അവസാന പോയിന്റ്,ਅੰਤ ਬਿੰਦੂ
ടെർമിനൽ പോയിന്റ് വേഗത,ਟਰਮੀਨਲ ਬਿੰਦੂ ਦੀ ਗਤੀ
ടെർമിനൽ വോൾട്ടേജ്,ਟਰਮੀਨਲ ਵੋਲਟੇਜ
"അവതാരകൻ, അവതാരകൻ","ਕਰਤਾ, ਪ੍ਰਦਰਸ਼ਨ ਕਰਨ ਵਾਲਾ"
സൈബർനെറ്റിക്സ്,ਸਾਈਬਰਨੇਟਿਕਸ
"സൈക്കിൾ, സൈക്കിൾ, സൈക്കിൾ","ਚੱਕਰ, ਚੱਕਰ, ਚੱਕਰ"
സെക്കൻഡിൽ സൈക്കിളുകൾ,ਚੱਕਰ ਪ੍ਰਤੀ ਸਕਿੰਟ
"ചാക്രിക, ചാക്രിക","ਚੱਕਰਵਾਤੀ, ਚੱਕਰੀ"
കറങ്ങുക,ਸਪਿਨ
ചാക്രിക പെൻഡുലം,ਚੱਕਰੀ ਪੈਂਡੂਲਮ
സൈക്ലോട്രോൺ,ਸਾਈਕਲੋਟ੍ਰੋਨ
സൈക്ലോട്രോൺ ഫ്രീക്വൻസി,ਸਾਈਕਲੋਟ੍ਰੋਨ ਬਾਰੰਬਾਰਤਾ
"സിലിണ്ടർ, സിലിണ്ടർ","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
"സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ ਸ਼ਕਲ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
സിലിണ്ടർ ഹാർമോണിക്,ਸਿਲੰਡਰ ਹਾਰਮੋਨਿਕ
നനഞ്ഞു,ਗਿੱਲਾ
നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം,ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਔਸਿਲੇਸ਼ਨ
ഡാംപർ,ਡੈਪਰ
ഡാനിയൽ സെൽ,ਡੈਨੀਅਲ ਸੈੱਲ
ഇരുണ്ട്,ਹਨੇਰ
"സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ","ਦਾਨ ਕੀਤੇ ਸਰੋਤ, ਅਧੀਨ ਸਰੋਤ, ਟਰੱਸਟ ਸਰੋਤ"
"വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി","ਸੜਨ ਵਾਲਾ ਉਤਪਾਦਕ, ਦੁੱਧ ਪੈਦਾ ਕਰਨ ਵਾਲਾ, ਮਾਤਾ-ਪਿਤਾ, ਸੰਤਾਨ"
ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം,ਡੇਵਿਸਨ ਗਰਮ ਪ੍ਰਯੋਗ
D.C. (ഡയറക്ടീവ്),ਡੀ.ਸੀ. (ਡਾਇਰੈਕਟਿਵ)
നിഷ്ക്രിയ ഭാഗം,ਪੈਸਿਵ ਹਿੱਸਾ
നിശബ്ദ സ്ഥലം,ਚੁੱਪ ਸਥਾਨ
ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം,ਡੀ ਬ੍ਰਾਗਲੀ ਤਰੰਗ-ਲੰਬਾਈ
Debye സ്വഭാവ താപനില,Debye ਵਿਸ਼ੇਸ਼ਤਾ ਦਾ ਤਾਪਮਾਨ
"ഡെബൈ നീളം, ഡെബി ദൂരം","ਡੇਬੀ ਲੰਬਾਈ, ਡੇਬਾਈ ਦੂਰੀ"
കടം-അവധി,ਕਰਜ਼ਾ-ਵਿਰਾਮ
ക്ഷയം,ਸੜਨ
ശോഷണ സൂചിക,ਸੜਨ ਸੂਚਕਾਂਕ
നേർപ്പിക്കുന്ന,ਪਤਲਾ
മന്ദബുദ്ധി,ਪਿੱਛੇ ਹਟਣਾ
സമയം താൽക്കാലികമായി നിർത്തുക,ਵਿਰਾਮ ਸਮਾਂ
ഡെസിബെൽ,ਡੈਸੀਬਲ
ഡെസിബെലോമീറ്റർ,ਡੈਸੀਬੇਲੋਮੀਟਰ
"ദശാംശം, ദശാംശം","ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ"
വർഗ്ഗീകരണം,ਵਰਗੀਕਰਨ
"പ്രക്ഷോഭം, വിപ്ലവം, ഏറ്റെടുക്കൽ, തകർച്ച","ਉਥਲ-ਪੁਥਲ, ਇਨਕਲਾਬ, ਉੱਦਮ, ਪਤਨ"
ഐസോമെട്രിക് സർക്കിൾ,isometric ਚੱਕਰ
ഡീകോഡർ,ਡੀਕੋਡਰ
"വിഘടനം, പിരിച്ചുവിടൽ","ਸੜਨ, ਭੰਗ"
ഡീകംപ്രഷൻ,decompression
അണുവിമുക്തമാക്കൽ,ਗੰਦਗੀ
അലങ്കാരം,ਸਜਾਵਟ
സംയോജനം,ਸੰਜੋਗ
പ്രവർത്തനം കുറയുന്നു,ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ
കാലാവസ്ഥ,ਮੌਸਮ
ലംഘനം,ਉਲੰਘਣਾ
സബ്ഫ്ലോർ,ਸਬਫਲੋਰ
ആഴമുള്ള സ്ഥലം,ਡੂੰਘੀ ਸਪੇਸ
വ്യുൽപ്പന്നം,ਵਿਉਤਪੱਤੀ
"വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്","ਨੁਕਸ, ਗਲਤੀ, ਨੁਕਸਾਨ, ਕਮੀ"
തെറ്റായ,ਗਲਤ
പ്രതിരോധശേഷി,ਇਮਿਊਨਿਟੀ
ലിമിറ്റർ വാതിൽ,ਸੀਮਾ ਦਰਵਾਜ਼ਾ
"നിർവചനം, വ്യക്തത","ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਦ੍ਰਿੜ੍ਹਤਾ"
വ്യതിചലിപ്പിക്കുക,ਉਲਟਾਉਣਾ
deflector,ਡਿਫਲੈਕਟਰ
"വ്യതിചലനം, വ്യതിചലനം","ਭਟਕਣਾ, ਭਟਕਣਾ"
ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്,ਖਰਾਬ ਫੋਕਸ
വ്യതിചലനം-ഇരട്ട കണ്ണാടി,deflection-doublet mirror
വ്യതിചലന മേഖല,ਡਿਫਲੈਕਸ਼ਨ ਜ਼ੋਨ
ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം,ਗੁਰੂਤਾ-ਪ੍ਰਭਾਵਿਤ ਵਿਘਨ
ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ,ਸੰਖੇਪ ਪਲੇਟਾਂ
ശ്രദ്ധ കേന്ദ്രീകരിക്കുക,ਫੋਕਸ
വൈകല്യം,ਵਿਕਾਰ
"വക്രീകരണം, വക്രീകരണം","ਵਿਗਾੜ, ਵਿਗਾੜ"
വിഗാസൺ,ਵਿਗਾਸਨ
"ധിക്കാരം, ധിക്കാരം","debauchery, debauchery"
"അശുദ്ധമാക്കുക (ver.), തരംതാഴ്ത്തുക (n.), തരംതാഴ്ത്തപ്പെടുക (v.)","ਅਪਵਿੱਤਰ ਹੋਣਾ (ਵਰ.), ਅਪਮਾਨਿਤ (ਐਨ.), ਘਟੀਆ (ਵੀ.)"
മാലിന്യ വാതകം,ਗੈਸ ਦੀ ਰਹਿੰਦ
"വ്യതിചലനം, അഫാസിയ, ഇല്ലായ്മ, ഇല്ലായ്മ","aberration, aphasia, deprivation, deprivation"
സന്തോഷിപ്പിക്കുന്നത്,ਸੰਤੁਸ਼ਟੀਜਨਕ
"ബിരുദം, ബിരുദം, മാഗ്നിറ്റ്യൂഡ്, ഡിഗ്രി, ഡിഗ്രി, അളവ്, ന്യൂമറേറ്റർ","ਡਿਗਰੀ, ਡਿਗਰੀ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਅੰਕ"
ഏകാഗ്രത-വോളിയം,ਇਕਾਗਰਤਾ-ਆਵਾਜ਼
ഡിസോസിയേഷൻ അളവ്,ਵਿਭਾਜਨ ਮਾਤਰਾ
സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം. സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം,ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ. ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ
അയോണൈസേഷന്റെ അളവ്,ionization ਦੀ ਮਾਤਰਾ
ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി,ਧਰੁਵੀਕਰਨ ਦੀ ਤੀਬਰਤਾ
കൃത്യതയുടെ അളവ്,ਸ਼ੁੱਧਤਾ ਦੀ ਮਾਤਰਾ
dehumidification,dehumidification
ഡീയോണൈസേഷൻ,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ
കാലതാമസം,ਦੇਰੀ
വൈകി,ਦੇਰੀ ਨਾਲ
പ്രാദേശികവൽക്കരണം,ਸਥਾਨੀਕਰਨ
ഡെൽറ്റ പ്രവർത്തനം,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
demagnetization,demagnetization
demagnetized curve,demagnetized ਕਰਵ
demagnetizer,demagnetizer
demodulation,demodulation
ഇടതൂർന്ന തിരക്ക്,ਸੰਘਣੀ ਭੀੜ
സാന്ദ്രത ഗേജ്,ਘਣਤਾ ਗੇਜ
"സാന്ദ്രത, സാന്ദ്രത","ਘਣਤਾ, ਘਣਤਾ"
മൂല്യത്തകർച്ച നില,ਘਟਾਓ ਪੱਧਰ
ശോഷണ മേഖല,ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ
ഡിപോളറൈസേഷൻ,depolarization
ഡിപോളറൈസ്ഡ്,depolarized
ഡിപോളറൈസർ,ਡੀਪੋਲਰਾਈਜ਼ਰ
"ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത","ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ"
"ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം","derived polarogram, derived polarogram"
ഉരുത്തിരിഞ്ഞത്,ਲਿਆ ਗਿਆ
"ഇറക്കം, ഇറക്കം","ਉਤਰਦਾ, ਉਤਰਦਾ"
"ഇറക്കം, ഇറക്കം","ਵੰਸ਼, ਉਤਰਾਧਿਕਾਰੀ"
"വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക","ਵਰਣਨ ਕਰੋ, ਬਣਾਓ, ਖਿੱਚੋ"
ഡിനോമിനേറ്റർ,ਭਾਅ
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)","ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.) ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.)"
നാശം,ਤਬਾਹੀ
വിനാശകരമായ ഇടപെടൽ,ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ
"വിനാശകരമായ, വിനാശകരമായ","ਵਿਨਾਸ਼ਕਾਰੀ, ਵਿਨਾਸ਼ਕਾਰੀ"
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ","ਪਛਾਣ, ਖੋਜ"
കളക്ടർ,ਕੁਲੈਕਟਰ
നിർണായകവാദം,ਨਿਰਧਾਰਨਵਾਦ
നിർണ്ണയിക്കുന്നയാൾ,ਨਿਰਧਾਰਕ
ദൃഢനിശ്ചയം,ਨਿਰਧਾਰਨ
നിർണ്ണയിക്കാൻ,ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ
നിശ്ചയിച്ചു,ਨਿਰਧਾਰਿਤ
ഡ്യൂറ്ററോൺ,ਡਿਊਟਰੋਨ
"പ്രകടിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക","ਪ੍ਰਗਟ, ਵਿਕਾਸ, ਵਿਕਾਸ"
"ഡെവലപ്പർ, ഡെവലപ്പർ","ਵਿਕਾਸਕਾਰ, ਵਿਕਾਸਕਾਰ"
"വികസനം, വികസനം","ਵਿਕਾਸ, ਵਿਕਾਸ"
വ്യതിയാനം,ਭਟਕਣਾ
മഞ്ഞു,ਤ੍ਰੇਲ
മഞ്ഞു പോയിന്റ്,ਤ੍ਰੇਲ ਬਿੰਦੂ
ദക്ഷിണ ധ്രുവീകരണം,ਦੱਖਣੀ ਪੋਲਰਾਈਜ਼ਰ
ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്,ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ
ഡയഗണൽ,ਵਿਕਰਣ
ഡയഗ്രം,ਚਿੱਤਰ
ഡയഗ്രം,ਚਿੱਤਰ
ഡയൽ ചെയ്യുക,ਡਾਇਲ
ഡയമാഗ്നറ്റിക്,ਡਾਇਮੈਗਨੈਟਿਕ
"ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ","ਡਾਇਮੈਗਨੇਟੋਲੋਜੀ, ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ"
ഡയമാഗ്നെറ്റിസം,diamagnetism
വ്യാസം,ਵਿਆਸ
വിപരീതമായി,ਵਿਆਸ ਦੇ ਉਲਟ
"വജ്രം, വജ്രം","ਹੀਰਾ, ਹੀਰਾ"
"ഡയഫ്രം, ഡയഫ്രം",ਡਾਇਆਫ੍ਰਾਮ ਡਾਇਆਫ੍ਰਾਮ
ചൂട് എക്സ്ചേഞ്ച്,ਗਰਮੀ ਐਕਸਚੇਂਜ
ചൂട് എക്സ്ചേഞ്ച്,ਗਰਮੀ ਐਕਸਚੇਂਜ
"ഡയറ്റോണിക് സ്വരഗ്രാം, ഡയറ്റോണിക് സ്വരഗ്രാം","diatonic swaragram, diatonic swaragram"
"വിഭജനം, അർദ്ധകല","ਵਿਭਾਜਨ, ਅਰਧ-ਕਲਾ"
ഡൈക്രോമേറ്റ് സെൽ,dichromate ਸੈੱਲ
"ദ്വിമുഖം, വിഷ്വൽ ദ്വിമുഖം, ലെവൽ ദ്വിമുഖം","ਦੁਚਿੱਤੀ, ਵਿਜ਼ੂਅਲ ਡਿਕੋਟੋਮੀ, ਲੈਵਲ ਡਿਕੋਟੋਮੀ"
ഡിക്ടഫോൺ,ਡਿਕਟਾਫੋਨ
വൈദ്യുതചാലകം,ਡਾਇਲੈਕਟ੍ਰਿਕ
വൈദ്യുതചാലകങ്ങൾ,ਡਾਇਲੈਕਟ੍ਰਿਕਸ
ഡീസൽ സൈക്കിൾ,ਡੀਜ਼ਲ ਚੱਕਰ
വിടവ്,ਪਾੜਾ
"ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി","ਡਿਫਰੈਂਸ਼ੀਅਲ ਫ੍ਰੀਕੁਐਂਸੀ, ਡਿਵੀਏਸ਼ਨ ਬਾਰੰਬਾਰਤਾ"
"വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, ഇന്റർസ്റ്റീഷ്യൽ, ഡിഫറൻഷ്യൽ","ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ"
ഡിഫറൻഷ്യൽ ആഗിരണം,ਵਿਭਿੰਨ ਸਮਾਈ
