Telugu,Marathi
గల్లికన్ (=గల్లికనిస్ట్),गॅलिकन (=गॅलिकनिस्ट)
గల్లికానిజం,गॅलिकनिझम
దండు,गॅरिसन
గౌల్,गॉल
గాంట్లెట్,गॉन्टलेट
గాంట్లెట్,गॉन्टलेट
గెజిబో,गॅझेबो
గెజిబో,गॅझेबो
గెజిబో,गॅझेबो
వంశ చరిత్ర,वंशावळीचा इतिहास
వంశపారంపర్య రికార్డు,वंशावळी रेकॉर्ड
వంశపారంపర్య పట్టిక,वंशावळी सारणी
వంశవృక్షం,वंशावळीचे झाड
వంశావళి,वंशावळी
వంశావళి,वंशावळी
తరం,पिढी
మారణహోమం,नरसंहार
అన్యజనుడు,परराष्ट्रीय
అన్యజనుడు,परराष्ट्रीय
అన్యజనుడు,परराष्ट्रीय
అన్యజనుడు,परराष्ट्रीय
ఘెట్టో,वस्ती
ఘెట్టో,वस्ती
గిబ్బెట్,गिबेट
గిల్డ్ (=గిల్డ్),गिल्ड (=गिल्ड)
గ్లాడియేటర్,ग्लॅडिएटर
అద్భుతమైన విప్లవం,गौरवशाली क्रांती
గోల్డెన్ హోర్డ్,गोल्डन हॉर्डे
మహా కూటమి,महाआघाडी
గ్రాండీ,ग्रँडी
గ్రాండ్ సిగ్నర్,ग्रँड सिग्नर
గ్రాండ్ సిగ్నర్,ग्रँड सिग्नर
గొప్ప అంతర్యుద్ధం,महान गृहयुद्ध
గొప్ప నిష్క్రమణ (బుద్ధుని),महान प्रस्थान (बुद्धाचे)
గ్రేటర్ ఇండియా,ग्रेटर इंडिया
గ్రేట్ హెల్లాస్,ग्रेट हेलास
గ్రేట్ హోర్డ్,ग्रेट होर्डे
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),महान त्याग (=महान प्रस्थान)
గొప్ప ముద్ర,ग्रेट सील
గ్రేట్ ట్రాక్,ग्रेट ट्रॅक
గొప్ప వాహనం,उत्तम वाहन
గ్రేట్ వాల్ ఆఫ్ చైనా,चीनची महान भिंत
గ్రీవ్,ग्रीव्ह
గార్డ్-ఛాంబర్,गार्ड-चेंबर
గార్డ్-ఛాంబర్,गार्ड-चेंबर
గార్డ్-ఛాంబర్,गार्ड-चेंबर
గుప్తులు,गुप्ता
హాజియోగ్రఫీ,हॅगिओग्राफी
హాజియోగ్రఫీ,हॅगिओग्राफी
హగియాలజీ,हॅगिओलॉजी
హగియాలజీ,हॅगिओलॉजी
ప్రైవేట్ ప్రేక్షకుల హాల్,खाजगी प्रेक्षकांचा हॉल
పబ్లిక్ ప్రేక్షకుల హాల్,सार्वजनिक प्रेक्षकांचा हॉल
హాచ్మెంట్,हॅचमेंट
హీతేన్,हिथन
హీతేన్,हिथन
హీతేనిజం,हिथिनिझम
హెగిరా (హెజెరా),हेगिरा (हेजेरा)
హెలెనిజం,हेलेनिझम
హెలట్,हेलोट
హెరాల్డ్రీ,हेरलड्री
వారసత్వం,वारसा
చిత్రలిపి సరళ అక్షరాలు,चित्रलिपी रेखीय वर्ण
చిత్రలిపి స్క్రిప్ట్,चित्रलिपी लिपी
హై చర్చి,उच्च चर्च
హై ల్యాండర్,उंच लँडर
హిందూమతం,हिंदू धर्म
చరిత్రకారుడు,इतिहासकार
చరిత్రకారుడు,इतिहासकार
చారిత్రక భౌతికవాదం,ऐतिहासिक भौतिकवाद
చారిత్రక యుగం,ऐतिहासिक युग
చారిత్రక సరిహద్దు,ऐतिहासिक सीमा
చరిత్రకారుడు,इतिहासकार
చరిత్రకారుడు,इतिहासकार
చరిత్ర చరిత్ర,इतिहासलेखन
చరిత్ర చరిత్ర,इतिहासलेखन
చరిత్ర,इतिहास
హిట్టైట్ సామ్రాజ్యం,हिटाइट साम्राज्य
పవిత్ర కూటమి,पवित्र युती
పవిత్ర నగరం,पवित्र शहर
పవిత్ర నగరం,पवित्र शहर
పవిత్ర భూమి,पवित्र भूमी
పవిత్ర భూమి,पवित्र भूमी
హోలీ లీగ్,होली लीग
హోలీ లీగ్,होली लीग
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),पवित्र रोमन साम्राज्य (=द एम्पायर)
పవిత్ర సముద్రం,पवित्र समुद्र
పవిత్ర సముద్రం,पवित्र समुद्र
పవిత్ర యుద్ధం,पवित्र युद्ध
పవిత్ర యుద్ధము,पवित्र युद्ध
హోం ప్రభుత్వం,गृह सरकार
హోంగార్డు,होमगार्ड
జన్మభూమి,जन्मभुमी
గృహ నియమం,घरचा नियम
హోమ్ రూల్,होम रूल
గుంపు,होर्डे
గుంపు,होर्डे
శత్రు దేశం,शत्रु देश
శత్రుభూమి,प्रतिकूल जमीन
వేడి ముసుగులో,गरम पाठलाग
ఇల్లు,घर
ఇల్లు,घर
హౌస్ ఆఫ్ కామన్స్,हाऊस ऑफ कॉमन्स
హౌస్ ఆఫ్ లార్డ్స్,हाऊस ऑफ लॉर्ड्स
ప్రతినిధుల సభ,प्रतिनिधीगृह
హ్యూగ్నోట్స్,Huguenots
మానవతావాదం,मानवतावाद
మానవతావాది,मानवतावादी
హండ్రెడ్ యెస్సర్స్ వార్,शंभर येसर्स युद्ध
హంకర్,हुंकार
ఇబాదత్ ఖానా (ఆరాధనా గృహం),इबादत खाना (पूजागृह)
ఐకానోక్లాస్ట్,आयकॉनोक्लास्ट
విగ్రహారాధకుడు,मूर्तिपूजक
ఇలాహి యుగం,इलाही युग
చట్టవిరుద్ధమైన యుద్ధం,बेकायदेशीर युद्ध
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,प्रकाशित हस्तलिखित
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,सचित्र हस्तलिखित
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,सचित्र हस्तलिखित
ఇమామ్ (ఇమ్మామ్),इमाम (इम्माम)
ఇమామత్,इमामते
ఇమామత్,इमामते
ఇమాంబరః,इमामबारा
ఇంపీరియల్,शाही
ఇంపీరియల్ నగరం,शाही शहर
సామ్రాజ్యవాదం,साम्राज्यवाद
ఇంపీరియల్ ప్రాధాన్యత,शाही प्राधान्य
అసంబద్ధం,बेधडकपणा
మోసగాడు,ढोंगी
జైలు శిక్ష,तुरुंगवास
జైలు శిక్ష,तुरुंगवास
చొరబాటు,घुसखोरी
చొరబాటుదారుడు,घुसखोर
స్వాతంత్ర్యం,स्वातंत्र्य
స్వాతంత్ర్య దినోత్సవం,स्वातंत्र्यदिन
ఇండిపెండెన్స్ హాల్,इंडिपेंडन्स हॉल
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय)
ఇండియన్ హోమ్ రూల్ లీగ్,इंडियन होम रूल लीग
పారిశ్రామిక విప్లవం,औद्योगिक क्रांती
అవిశ్వాసం,काफिर
అవిశ్వాసం,काफिर
చొరబాటు,घुसखोरी
చొరబాటుదారుడు,घुसखोर
సమాచారం ఇచ్చేవాడు,माहिती देणारा
సమాచారం ఇచ్చేవాడు,माहिती देणारा
ఇన్ఫార్మర్,माहिती देणारा
ఇన్ఫార్మర్,माहिती देणारा
ప్రవేశము,प्रवेश
ప్రవేశము,प्रवेश
ప్రవేశము,प्रवेश
నివాసం,वस्ती
నివాసి,रहिवासी
వారసత్వం,वारसा
వారసత్వం,वारसा
వారసత్వం,वारसा
శాసనం,शिलालेख
చిహ్నము,बोधचिन्ह
ప్రవేశ పరికరం,प्रवेशाचे साधन
ప్రభుత్వ సాధనం,शासनाचे साधन
తిరుగుబాటు (తిరుగుబాటు),बंड (बंड)
తిరుగుబాటుదారుడు,बंडखोर
తిరుగుబాటు,बंड
తిరుగుబాటు,बंड
అనుసంధానం,एकत्रीकरण
రికార్డుల సమగ్రత,रेकॉर्डची अखंडता
రాష్ట్రాల సమగ్రత,राज्यांची अखंडता
మేధావి (ఇంటెలిజెంట్జియా),बुद्धिमत्ता (बुद्धिमान)
మధ్యవర్తిత్వం,मध्यस्थी
మధ్యవర్తి,मध्यस्थी करणारा
మధ్యవర్తి,मध्यस्थ
అంతర్జాతీయవాదం,आंतरराष्ट्रीयवाद
అంతర్జాతీయవాదం,आंतरराष्ट्रीयवाद
అంతర్జాతీయవాది,आंतरराष्ट्रीयवादी
అంతర్గత యుద్ధం,परस्पर युद्ध
ఇంటర్నీ,इंटर्नी
ఇంటర్నీ,इंटर्नी
ఇంటర్నీ క్యాంపు,इंटर्नी कॅम्प
ఇంటర్న్మెంట్,नजरबंदी
ఇంటర్న్మెంట్,नजरबंदी
ఇంటర్న్మెంట్,नजरबंदी
ఇంటర్నేషనల్,Internuncio
వ్యాఖ్యాత,दुभाषी
వ్యాఖ్యాత,दुभाषी
వ్యాఖ్యాత,दुभाषी
జోక్యం,हस्तक्षेप
ఇంటస్టేసి,Intestacy
పేగు,Intestate
చమత్కారం,कारस्थान
చొరబాటుదారుడు,घुसखोर
చొరబాటుదారుడు,घुसखोर
చొరబాటు,घुसखोरी
దండయాత్ర,आक्रमण
దండయాత్ర,आक्रमण
పెట్టుబడి,गुंतवणूक करा
పెట్టుబడి,गुंतवणूक करा
పెట్టుబడి,गुंतवणूक करा
పెట్టుబడి,गुंतवणूक करा
పెట్టుబడి,गुंतवणूक
పెట్టుబడి,गुंतवणूक
పెట్టుబడి,गुंतवणूक
పెట్టుబడి వేడుక,गुंतवणूक समारंभ
జాతీయతతో పెట్టుబడి పెట్టండి,राष्ट्रीयत्वासह गुंतवणूक करा
ఇన్విన్సిబుల్ ఆర్మడ,अजिंक्य आरमार
ఉల్లంఘన (రాష్ట్రం),उल्लंघन (राज्याचे)
ఉల్లంఘించిన స్థితి,उल्लंघन स्थिती
అభేద్యమైన కోట,अभेद्य किल्ला
ఇనుప యుగం,लोह वय
ఇనుప తెర,लोखंडी पडदा
ఐరన్ గార్డ్,लोखंडी रक्षक
ఇనుము రేషన్లు,लोखंडी शिधा
ఇనుప వైపులా,लोखंडी बाजू
ఇనుప చిట్కా బాణం,लोखंडी टिपलेला बाण
ఇస్త్మియన్ ఆటలు,इस्थमियन खेळ
జానిసరీ,जॅनिसरी
కాపలాదారు,रखवालदार
కాపలాదారు,रखवालदार
జావెలిన్,भाला
జిమ్ క్రో చట్టాలు,जिम क्रो कायदे
జింగో,जिंगो
జింగో,जिंगो
జింగో,जिंगो
జింగోయిజం,जिंगोइझम
ఉమ్మడి చర్య,संयुक्त कारवाई
ఉమ్మడి నియంత్రణ,संयुक्त नियंत्रण
ఉమ్మడి ఆక్యుపెన్సీ,संयुक्त वहिवाट
జ్యూరీ,ज्युरी
కారణం మాత్రమే,फक्त कारण
ఉంచండి,ठेवा
ఆర్కైవ్స్ కీపర్,अभिलेखागाराचा रक्षक
కెటిల్-డ్రమ్,केटल-ड्रम
కీలక పదం,मुख्य शब्द
రాజు,राजा
రాజ్యం,राज्य
కింగ్లెట్,किंगलेट
కింగ్ మేకర్,किंग मेकर
రాజ్యాధికారం,राजेशाही
రాజ్యాధికారం,राजेशाही
కిచెన్ క్యాబినెట్,किचन कॅबिनेट
నైట్,नाइट
రాజ్యం,राजत्व
కింగ్స్ హాస్పిటల్స్,Kinghts हॉस्पिटलर्स
నైట్స్ ఆఫ్ సెయింట్ జాన్,सेंट जॉनचे शूरवीर
నైట్ టెంప్లర్,नाइट टेम्पलर
కు క్లక్స్ క్లాన్ (KKK),कु क्लक्स क्लान (KKK)
కుమింటాంగ్,कुमिंतंग
లౌకికత్వం,सामान्य
లాన్స్,लान्स
లాన్సర్,लान्सर
తరువాత గుప్తులు,नंतर गुप्ता
చట్టబద్ధమైన వారసుడు,कायदेशीर वारस
చట్టవిరుద్ధం (=అక్రమం),अराजकता (=विकार)
చట్టవిరుద్ధం (=అక్రమం),अराजकता (=विकार)
చట్ట ప్రభువులు,कायद्याचे प्रभू
భక్తి చట్టం,धार्मिकतेचा कायदा
దేశముల సమాహారం,लीग ऑफ नेशन्स
లెగసీ (=బిక్వెస్ట్),वारसा (= मृत्युपत्र)
లెగసీ (=బిక్వెస్ట్),वारसा (= मृत्युपत्र)
చట్టపరమైన వారసుడు,कायदेशीर वारस
చట్టబద్ధత,लेगेट
చట్టబద్ధత,लेगेट
చట్టబద్ధత,लेगेट
లెజెండ్,दंतकथा
లెజెండ్,दंतकथा
లెజియన్,फौज
లెజియన్,फौज
లెజియన్ ఆఫ్ ఆనర్,लीजन ऑफ ऑनर
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),Lese majeste (=lese majeste)
తక్కువ రాష్ట్రాలు,कमी राज्ये
విశ్వసనీయత లేఖలు,विश्वासपत्रे
లీజ్-లార్డ్,लीज-स्वामी
లీజ్ మనిషి,लीग माणूस
లీజ్ మనిషి,लीग माणूस
జీవిత ఖైదు,जन्मठेप
వంశం,वंश
లిటిల్ ఇంగ్లాండు,लिटल इंग्‍लंडर
చిన్న వాహనం (=తక్కువ వాహనం),लहान वाहन (= कमी वाहन)
లిటోరల్ రాష్ట్రం,किनारी राज्य
ప్రార్ధనలు,धार्मिक विधी
ప్రార్ధన,पूजाविधी
స్థానిక విధేయత,स्थानिक निष्ठा
స్థానిక-స్వయం ప్రభుత్వం,स्थानिक स्वराज्य संस्था
సుదీర్ఘ పార్లమెంటు,लांब संसद
తక్కువ దేశాలు,कमी देश
విశ్వాసపాత్రుడు,निष्ठावंत
విధేయత,निष्ठा
మాకియవెల్లియన్ విధానం,मॅकियाव्हेलियन धोरण
మాగ్నా కార్టా,मॅग्ना कार्टा
మాగ్నమ్ కన్సిలియం,मॅग्नम कॉन्सिलियम
మలం నిషేధం,मलम निषेध
మాండమస్,मंदामस
ఆదేశం,आज्ञापत्र
"ఆదేశం, తరగతి &#39;A&#39;","आदेश, वर्ग &#39;अ&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","आदेश, वर्ग &#39;ब&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","आदेश, वर्ग &#39;क&#39;"
ఆదేశ వ్యవస్థ,आदेश प्रणाली
తప్పనిసరి స్థితి,अनिवार्य राज्य
మాంగోనెల్,मँगोनेल
మేనిఫెస్టో,जाहीरनामा
యుక్తులు,युक्ती
మ్యాన్ ఆఫ్ వార్,मॅन ऑफ वॉर
మనోర్,मनोर
మనోర్,मनोर
మానవ శక్తి,मनुष्य-शक्ती
మానవ శక్తి,मनुष्य-शक्ती
మాన్యుమిషన్,मॅन्युमिशन
మనుమిత్,मनुमित
మాన్యుస్క్రిప్ట్,हस्तलिखित
మాన్యుస్క్రిప్ట్,हस्तलिखित
మాన్యుస్క్రిప్ట్,हस्तलिखित
మారౌడర్,लुटारू
సముద్ర బెల్ట్,सागरी पट्टा
సముద్ర నాగరికత,सागरी सभ्यता
సముద్ర జెండా,सागरी ध्वज
సముద్ర శక్తులు,सागरी शक्ती
సముద్ర సార్వభౌమాధికారం,सागरी सार्वभौमत्व
సముద్ర యుద్ధం,सागरी युद्ध
మార్క్విస్,मार्क्विस
మార్క్విసేట్,Marquisate
మార్షల్ లా,मार्शल लॉ
మార్షల్ రేసులు,मार्शल रेस
అమరవీరుడు,हुतात्मा
నరమేధం,नरसंहार
మాస్ యుక్తి,युक्तीचा वस्तुमान
మాస్టర్-ఎట్-ఆర్మ్స్,मास्टर-एट-आर्म्स
మాస్టర్ ఆఫ్ వేడుకలు,समारंभांचा गुरु
ఇంటి యజమాని,गृहस्थ
మాస్టర్ ఆఫ్ ది హార్స్,घोड्याचा मास्टर
మాస్టర్ ఆఫ్ ది రోల్స్,मास्टर ऑफ द रोल्स
మ్యాచ్,जुळवा
మ్యాచ్,जुळवा
అగ్గిపెట్టె,मॅचलॉक
వైవాహిక మైత్రి,वैवाहिक युती
మధ్యధరా శక్తులు,भूमध्य शक्ती
మెన్షెవిక్,मेन्शेविक
కిరాయి సైన్యం,भाडोत्री सैन्य
కిరాయి సైనికుడు,भाडोत्री सैनिक
వ్యాపారి,व्यापारी
మధ్య యుగాలు,मध्यम वयोगटातील
మధ్యప్రాచ్యం,मध्य पूर्व
మధ్య మార్గము,मधला रस्ता
మధ్య మార్గం,मधला मार्ग
మధ్య మార్గం (=మిడిల్ కోర్సు),मध्यम मार्ग (=मध्यम मार्ग)
వలసదారు,स्थलांतरित
వలస,स्थलांतर
వలస,स्थलांतर
వలస,स्थलांतर
మిలిటరిజం,सैन्यवाद
మిలిటరిజం,सैन्यवाद
మిలిటరిజం,सैन्यवाद
మిలిటరిజం,सैन्यवाद
మిలిటరిస్ట్,सैन्यवादी
మిలిటరిస్ట్,सैन्यवादी
సైనికీకరణ,सैन्यीकरण
సైనికీకరణ,सैन्यीकरण
సైనికీకరణ,सैन्यीकरण
సైనిక వ్యూహకర్త (= వ్యూహకర్త),लष्करी रणनीतीकार (=रणनीती)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),लष्करी रणनीतीकार (=रणनीती)
సైనిక వ్యూహాలు (=వ్యూహాలు),लष्करी डावपेच (=रणनीती)
మిలిషియా,मिलिशिया
మిలిషియా,मिलिशिया
దుష్పరిపాలన,कुशासन
లింక్ లేదు,गहाळ लिंक
మిషన్,मिशन
మిషన్,मिशन
మిషన్,मिशन
మిశ్రమ జాతి,मिश्र शर्यत
ఆధునిక చరిత్ర,आधुनिक इतिहास
మోడ్స్ వీవెండి,मोडस विवेंडी
మోనాకిజం,एकतावाद
చక్రవర్తి,सम्राट
చక్రవర్తి,सम्राट
రాచరికం,राजेशाही
రాచరికం,राजेशाही
రాచరికవాది,राजसत्तावादी
రాచరికం,राजेशाही
మఠం,मठ
మఠం,मठ
మఠం,मठ
సన్యాసం,संन्यासी
సన్యాసం,संन्यासी
సన్యాసి,संन्यासी
మాతృదేశం,मातृ देश
మాతృభూమి,मातृभूमी
పార్లమెంటుల తల్లి,संसदेची जननी
ముక్రాకర్స్,मुक्रकर्स
మమ్మీ,मम्मी
మ్యూజియం,संग्रहालय
మస్కెట్,मस्केट
మస్కటీర్,मस्केटियर
మస్కెట్రీ,कस्तुरी
మస్కెట్రీ,कस्तुरी
మస్టర్ మాస్టర్,मस्टर मास्टर
మస్టర్-రోల్,मस्टर-रोल
మస్టర్-రోల్,मस्टर-रोल
తిరుగుబాటు,विद्रोह
తిరుగుబాటు చట్టం,विद्रोह कायदा
మిస్టరీ షిప్,गूढ जहाज
కథనం,आख्यान
దేశం,राष्ट्र
స్థానికుడు,मुळ
స్థానిక రాష్ట్రం,मूळ राज्य
సహజత్వం,निसर्गवाद
సహజ హక్కులు,नैसर्गिक हक्क
నాజీ,नाझी
నాజీ విప్లవం,नाझी क्रांती
నాజీయిజం,नाझीवाद
తూర్పు సమీపంలో,पूर्वे जवळ
నీగ్రో,निग्रो
నీగ్రోఫిల్,निग्रोफिल
నీగ్రోఫిలిజం,निग्रोफिलिझम
నీగ్రోఫోబియా,नेग्रोफोबिया
తటస్థ,तटस्थ
తటస్థ దేశం,तटस्थ देश
నూతన ఒప్పందం,नवीन करार
కొత్త ప్రపంచం,नवीन जग
ప్రభువు,कुलीनता
కీర్తిగల,नोबल
కీర్తిగల,नोबल
సంచార జాతులు,भटक्या
సంచార గుంపు,भटक्यांचा जमाव
సంచారము,भटक्या
దురాక్రమణ రహిత ఒప్పందం,गैर-आक्रमकता करार
దురాక్రమణ రహిత ఒప్పందం,गैर-आक्रमकता करार
యుద్ధం చేయని రాష్ట్రం,युद्धविरहित राज्य
నాన్-కో-ఆపరేషన్,असहकार
సహాయ నిరాకరణ ఉద్యమం,असहकार चळवळ
ఎదురుగా,उलट
ఎదురుగా,उलट
ఓక్లోక్రసీ (=మొబోక్రసీ),ऑक्लोक्रसी (=मोबोक्रसी)
ఓక్లోక్రాట్,ऑक्लोक्रॅट
అధికారిక పత్రం,अधिकृत दस्तऐवज
పాత ప్రపంచం,जुने जग
ఒలిగార్కీ,कुलीन वर्ग
దాడి,हल्ला
బహిరంగ చర్చలు,ओपन वाटाघाटी
ఓపెన్ ప్రశ్న,खुला प्रश्न
రికార్డులను తెరవండి,रेकॉर्ड उघडा
ఓరియంట్,ओरिएंट
ఓరియంటలిజం,प्राच्यविद्या
ఓరియంటలిజం,प्राच्यविद्या
ఓరియంటలిస్ట్,ओरिएंटलिस्ट
మూలం,मूळ
మూలం,मूळ
ఆర్థోగ్రఫీ,ऑर्थोग्राफी
శత్రుత్వాలు చెలరేగడం,शत्रुत्वाचा उद्रेक
అవుట్-పోస్ట్,आउट-पोस्ट
పైగా ప్రభువు,अतिप्रभु
ఓవర్ రైడ్,ओव्हर-राईड
ఓవర్ రైడ్,ओव्हर-राईड
పాగన్,मूर्तिपूजक
పాగన్,मूर्तिपूजक
పాగనిజం,मूर्तिपूजक
పాగనిజం,मूर्तिपूजक
పగోడా,पॅगोडा
పగోడా,पॅगोडा
పగోడా,पॅगोडा
ప్యాలెస్ కుట్రలు,राजवाड्याचे कारस्थान
పాలటినేట్,पॅलेटिनेट
తాటి ఆకు,ताडपत्री
పామ్ ఆదివారం,पाम रविवार
పానెజిరిస్ట్,Panegyrist
భయాందోళనలు,घबराट
భయాందోళనలు,घबराट
భయాందోళనలు కలిగించేవాడు,घाबरणारा
పాపసీ,पोपपद
పాపసీ,पोपपद
పాపసీ,पोपपद
పాపసీ,पोपपद
పాపల్ ఎద్దు,पोपचा बैल
పాపాలిజం,पोपवाद
పాపాలిజం,पोपवाद
పాపాలిస్ట్,पोपवादी
పాపల్ రాష్ట్రం,पोप राज्य
పాపిజం (=పాపిస్ట్రీ),पापवाद (=पॅपिस्ट्री)
పాపిస్ట్,पापिस्ट
పాపిరస్,पॅपिरस
ఉపమానం,बोधकथा
పారామౌంట్,परम
పారామౌంట్సీ (=పారామౌంట్ పవర్),सर्वोच्चता (=सर्वोच्च शक्ती)
పారామౌంట్ లేడీ,सर्वोत्कृष्ट महिला
పరమ ప్రభువు,परम स्वामी
పార్చ్మెంట్,चर्मपत्र
పార్చ్మెంట్,चर्मपत्र
పార్చ్మెంట్,चर्मपत्र
క్షమించు,क्षमा करा
పార్లేస్,पारले
పార్లేస్,पारले
పార్లమెంట్ (=పార్లమెంట్),संसद (=संसद)
పార్లమెంట్,संसद
పార్లమెంట్,संसद
పార్లమెంట్,संसद
పార్లమెంట్ చట్టం,संसद कायदा
పార్లమెంటేరియన్,संसदपटू
పార్లమెంటేరియన్,संसदपटू
పార్లమెంటరీ ఏజెంట్,संसदीय प्रतिनिधी
పార్నెలిజం,पारनेलिझम
పెరోల్,पॅरोल
పెరోల్,पॅरोल
పారిసిడ్,पॅरिसाइड
పారిసిడ్,पॅरिसाइड
పక్షపాతం,पक्षपाती
పక్షపాతం,पक्षपाती
పక్షపాతం,पक्षपाती
పాస్,पास
పాస్ వర్డ్ (=వాచ్ వర్డ్),पास शब्द (=वॉच शब्द)
జాతిపిత,कुलपिता
పితృదేవతలు,कुलपिता
పాట్రిషియన్,पॅट्रिशियन
పితృస్వామ్యం,घराणेशाही
పాక్స్ బ్రిటానికా,पॅक्स ब्रिटानिका
పాక్స్ రొమానా,पॅक्स रोमाना
పూర్వీకుల నుండి వంశక్రమము,वंशावळ
పూర్వీకుల నుండి వంశక్రమము,वंशावळ
వంశపారంపర్య వ్యక్తి,वंशानुगत व्यक्ती
పీర్,समवयस्क
పీర్,समवयस्क
పీరేజ్,पिरेज
పీరేజ్,पिरेज
పీరేజ్,पिरेज
ఐర్లాండ్ సహచరులు,आयर्लंडचे समवयस्क
స్కాట్లాండ్ సహచరులు,स्कॉटलंडचे समवयस्क
పెనిన్సులర్ ప్రచారం,द्वीपकल्प मोहीम
ద్వీపకల్ప యుద్ధం,द्वीपकल्पीय युद्ध
పెన్నెంట్,पेनंट
పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్),लोकांची सनद (=राष्ट्रीय सनद)
పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్),लोकांचा मोर्चा (=लोकप्रिय आघाडी)
అపవిత్రత,लबाडी
కాలం,कालावधी
కాలం,कालावधी
పెరిఫెరీ,परिघ
శాశ్వత పరిష్కారం,कायमस्वरूपी तोडगा
శాశ్వత ఫైఫ్,शाश्वत जागीर
ఫాలాంక్స్,फॅलान्क्स
ఫాలాంక్స్,फॅलान्क्स
ఫారో,फारो
పిక్టోగ్రామ్,चित्रचित्र
పిక్టోగ్రాఫ్,चित्रचित्र
పిక్టోగ్రాఫ్,चित्रचित्र
యాత్రికుడు,यात्रेकरू
యాత్రికుల తండ్రులు,यात्रेकरू पिता
దోపిడీ,लुटणे
దోపిడీ,लुटणे
పిల్లర్,खांब
స్తంభ శాసనాలు (అశోకుని),स्तंभलेख (अशोकाचे)
స్తంభ శాసనాలు (అశోకుని),स्तंभलेख (अशोकाचे)
స్తంభ శాసనాలు (అశోకుని),स्तंभलेख (अशोकाचे)
పైరేట్,समुद्री डाकू
పైరేట్,समुद्री डाकू
పిచ్ యుద్ధం,खडबडीत लढाई
ప్లాట్లు,प्लॉट
పోలిస్,पोलिस
పోలిస్,पोलिस
రాజనీతిజ్ఞుడు,पोलिटार्क
రాజకీయ ఏజెంట్,पोलिटिकल एजंट
రాజకీయ ఆశ్రయం,राजकीय आश्रय
రాజకీయ నివాసి,राजकीय निवासी
రాజకీయ ఉగ్రవాదం,राजकीय दहशतवाद
ఎన్నికల పన్ను,मतदान कर
పాంటూన్,पोंटून
ప్రీమియర్,प्रीमियर
ప్రీమియర్,प्रीमियर
ప్రీమియర్‌షిప్,प्रीमियरशिप
ప్రెసిడెన్సీ,अध्यक्षपद
ప్రెసిడెన్సీ,अध्यक्षपद
అధ్యక్షుడు,राष्ट्रपती
అధ్యక్షుడు,राष्ट्रपती
ప్రెసిడియం,प्रेसीडियम
ప్రధాన మంత్రి,पंतप्रधान
ప్రిమోజెనిచర్,प्रिमोजेनिचर
యువరాజు,राजकुमार
యువరాజు,राजकुमार
ప్రిన్స్ బిషప్,प्रिन्स बिशप
ప్రిన్స్ కన్సార్ట్,राजकुमार सोबती
ప్రిన్స్ రీజెంట్,राजकुमार रीजंट
పిన్స్ రెగ్నెంట్,पिंस regnant
ప్రిన్సెస్ రీజెంట్,राजकुमारी रीजंट
ప్రిన్సెస్ రాయల్,राजकुमारी रॉयल
ప్రిన్సిపాలిటీ,प्रधानता
ప్రిన్సిపాలిటీ,प्रधानता
ప్రిన్సిపాలిటీ,प्रधानता
బహుమతి,बक्षीस
బహుమతి,बक्षीस
నగదు బహుమతి,बक्षीस रक्कम
వృత్తిపరమైన సైనికుడు,व्यावसायिक शिपाई
ప్రామిస్,वचन
ప్రమోన్టరీ కోట,प्रोमोंटरी किल्ला
రక్షించు,संरक्षक
రక్షించు,संरक्षक
రక్షించు,संरक्षक
ఆశ్రితుడు,प्रोटेज
మూలాధారం,उत्पत्ती
మూలాధారం,उत्पत्ती
మూలాధార వ్యవస్థ,प्रोव्हनन्स सिस्टम
ప్రో-జియోనిస్ట్,झिओनिस्ट समर्थक
ప్రజా శత్రువు,सार्वजनिक शत्रू
ప్రజా శత్రువు,सार्वजनिक शत्रू
పంక్టేషన్స్,विरामचिन्हे
ప్యూనిక్ యుద్ధాలు,पुनिक युद्धे
ప్యూరిటన్,प्युरिटन
పుట్చ్,पुट्श
చతుర్భుజం,क्वाड्रिगा
చతుర్భుజ కూటమి,चौपट युती
క్వేకర్,क्वेकर
రాణి,राणी
రాణి భార్య,राणीची पत्नी
క్వీన్ వరుడు,क्वीन डोजर
క్వీన్డమ్,राणी
క్వీన్డమ్,राणी
రాణి తల్లి,राणी आई
రాణి రాణి,राणी regnant
క్విస్లింగ్,क्विझलिंग
క్విస్లింగ్,क्विझलिंग
అద్దె మానేయండి,भाडे सोडा
వణుకు,थरथर
వారెంటో,वॉरंटो
జాతి,शर्यत
జాతి ఆధిపత్యం,वांशिक वर्चस्व
ర్యాక్,रॅक
