Bengali,Odiya
ডেটা ট্রান্সক্রিপশন,ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍
তথ্য স্থানান্তর,ତଥ୍ୟ ସ୍ଥାନାନ୍ତର
ডেটা ট্রান্সমিশন,ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |
ডেটা ট্রান্সমিশন চ্যানেল,ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ଚ୍ୟାନେଲ୍ |
ডেটা টাইপ,ଡାଟା ପ୍ରକାର
ডেটা ইউনিট,ଡାଟା ୟୁନିଟ୍
তথ্য বৈধতা,ଡାଟା ବ ation ଧତା |
তথ্যশালা,ଡାଟାବେସ୍
ডাটাবেস প্রশাসন,ଡାଟାବେସ୍ ଆଡମିନିଷ୍ଟ୍ରେସନ୍ |
ডাটাবেস ডিজাইন,ଡାଟାବେସ୍ ଡିଜାଇନ୍ |
ডাটাবেস ম্যানেজমেন্ট সিস্টেম,ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |
ডেটাগ্রাভ,datagrav
তথ্য,ଡାଟମ୍ |
মৃত এলাকা,ଡେଡ୍ ଜୋନ୍ |
অচলাবস্থা,ଅବରୋଧ
অচলাবস্থা প্রতিরোধ,ଅବରୋଧ ରୋକିବା |
ডিবাগ,ତ୍ରୁଟିନିବାରଣ
সিদ্ধান্ত বক্স,ନିଷ୍ପତ୍ତି ବାକ୍ସ
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା
সিদ্ধান্ত সমর্থন সিস্টেম,ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |
সিদ্ধান্ত গাছ,ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |
ডিকোডার,ଡିକୋଡର୍ |
পচন নীতি,ବିଚ୍ଛେଦ ନୀତି |
ডিক্রিপশন,ଡିକ୍ରିପ୍ସନ୍
ডেডিকেটেড চ্যানেল,ଉତ୍ସର୍ଗୀକୃତ ଚ୍ୟାନେଲ |
ডেডিকেটেড পোর্ট,ଉତ୍ସର୍ଗୀକୃତ ପୋର୍ଟ |
প্রতিরক্ষা ডেটা নেটওয়ার্ক (DDN),ପ୍ରତିରକ୍ଷା ତଥ୍ୟ ନେଟୱାର୍କ (DDN)
প্রতিরক্ষা তথ্য সিস্টেম,ପ୍ରତିରକ୍ଷା ସୂଚନା ପ୍ରଣାଳୀ |
ডিফ্র্যাগমেন্টেশন,ବିଭାଜନ
বিলম্ব,ବିଳମ୍ବ
বিলম্ব পাল্টা,ବିଳମ୍ବ କାଉଣ୍ଟର
বিলম্ব সময়,ବିଳମ୍ବ ସମୟ
মুছে ফেলা,ଡିଲିଟ୍ କରନ୍ତୁ |
মুছে ফেলার রেকর্ড,ବିଲୋପ ରେକର୍ଡ
ডিলিমিটার,ଡିଲିମିଟର
ডেল্টা মড্যুলেশন,ଡେଲଟା ମଡ୍ୟୁଲେସନ୍
চাহিদা পেজিং,ପେଜିଂ ଚାହିଦା |
ডেমো,ଡେମୋ
demodulation,demodulation
demultiplexer,demultiplexer
অস্বাভাবিককরণ,ନାମକରଣ
ঘনত্ব,ଘନତା
নির্ভরতা,ନିର୍ଭରଶୀଳତା |
নির্ভরশীল ইউনিট,ନିର୍ଭରଶୀଳ ଏକକ |
ডিকিউ,dequeue
ডিরেফারেন্সিং,ଡିଫରେନ୍ସିଂ
উদ্ভূত গাছ,ଡେରିଭେସନ୍ ଗଛ |
প্রাপ্ত ক্ষেত্র,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
অবরোহী সাজানোর,ଅବତରଣ କ୍ରମ |
নকশা,ଡିଜାଇନ୍
ডেস্ক ক্যালকুলেটর,ଡେସ୍କ କାଲକୁଲେଟର
ডেস্কটপ কম্পিউটার,ଡେସ୍କ ଟପ୍ କମ୍ପ୍ୟୁଟର |
ডেস্কটপ উপস্থাপনা,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
ডেস্কটপ প্রকাশনা (DTP),ଡେସ୍କଟପ୍ ପ୍ରକାଶନ (DTP)
ডেস্কটপ ভিডিও,ଡେସ୍କଟପ୍ ଭିଡିଓ
গন্তব্য ঠিকানা,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
ধ্বংসকারী,ବିନାଶକାରୀ |
নির্ধারক স্বয়ংক্রিয়,ନିର୍ଣ୍ଣୟକାରୀ ସ୍ୱୟଂଚାଳିତ |
বিকাশকারী,ବିକାଶକାରୀ
উন্নয়ন ব্যবস্থা,ବିକାଶ ବ୍ୟବସ୍ଥା
যন্ত্র,ଉପକରଣ
ডিভাইস নিয়ন্ত্রণ ইউনিট,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
ডিভাইস নিয়ামক,ଉପକରଣ ନିୟନ୍ତ୍ରକ
যন্ত্র ব্যবস্থাপনা,ଉପକରଣ ପରିଚାଳନା
ডিভাইস মোড,ଉପକରଣ ମୋଡ୍
রোগ নির্ণয়,ନିରାକରଣ
ডায়াগনস্টিক সিস্টেম,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
কারণ নির্ণয়,ନିଦାନ
চিত্র,ଚିତ୍ର
ডায়াল,ଡାଏଲ୍ କରନ୍ତୁ |
ডায়াল লাইন,ଡାଏଲ୍ ଲାଇନ୍ |
ডায়াল টোন,ଡାଏଲ୍ ସ୍ୱର
ডায়াল আপ,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
ডায়ালগ,ସଂଳାପ
সংলাপ বাক্স,ଡାୟଲଗ୍ ବକ୍ସ
ডায়ালআপ মডেম,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
মাত্রা,ହୀରା
অভিধান,ଅଭିଧାନ
পৃথকীকরণ,ଭିନ୍ନତା
ডিজিটাল,ଡିଜିଟାଲ୍ |
ডিজিটাল চ্যানেল,ଡିଜିଟାଲ୍ ଚ୍ୟାନେଲ୍ |
ডিজিটাল সার্কিট,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
ডিজিটাল কম্পিউটার,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
ডিজিটাল তথ্য,ଡିଜିଟାଲ୍ ତଥ୍ୟ |
ডিজিটাল সুবিধা,ଡିଜିଟାଲ୍ ସୁବିଧା
ডিজিটাল ফিল্টার,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
ডিজিটাল লাইব্রেরি,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
ডিজিটাল মড্যুলেশন,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
ডিজিটাল মনিটর,ଡିଜିଟାଲ୍ ମନିଟର |
ডিজিটাল ছবি,ଡିଜିଟାଲ୍ ଚିତ୍ର |
ডিজিটাল স্বাক্ষর,ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |
ডিজিটাল সুইচ,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী,ଡିଜିଟାଲ୍ ଟୁ ଆନାଗଲ୍ (D / A) କନଭର୍ଟର |
ডিজিটাইজেশন,ଡିଜିଟାଇଜେସନ୍
ডিজিটাইজ করা,ଡିଜିଟାଇଜେସନ୍
ডিজিটাইজার,ଡିଜିଟାଇଜର୍
ডায়োড,ଡାୟୋଡ୍
সরাসরি,ସିଧାସଳଖ |
সরাসরি ঠিকানা,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
সরাসরি রূপান্তর,ସିଧାସଳଖ ରୂପାନ୍ତର |
সরাসরি সংযোগ,ସିଧାସଳଖ ଯୋଡି |
সরাসরি মেমরি অ্যাক্সেস (DMA),ସିଧାସଳଖ ସ୍ମୃତି ପ୍ରବେଶ (DMA)
সরাসরি মেমরি অ্যাক্সেস (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକସେସ୍ (DMA)
সরাসরি পদ্ধতি,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
নির্দেশ,ନିର୍ଦ୍ଦେଶନାମା
ডিরেক্টরি,ଡିରେକ୍ଟୋରୀ
ডিরেক্টরি সার্ভার,ଡିରେକ୍ଟୋରୀ ସର୍ଭର |
ডিরেক্টরি সেবা,ଡିରେକ୍ଟୋରୀ ସେବା
নিষ্ক্রিয়,ଅକ୍ଷମ କରନ୍ତୁ |
অক্ষম সংকেত,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
সংযোগ বিচ্ছিন্ন,ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
বিযুক্ত,ବିଚ୍ଛିନ୍ନ
ডিস্ক,ଡିସ୍କ
ডিস্ক ঠিকানা,ଡିସ୍କ ଠିକଣା
ডিস্ক অ্যারে,ଡିସ୍କ ଆରେ
ডিস্ক ক্ষমতা,ଡିସ୍କ କ୍ଷମତା
তথ্য ধারণ করে যে চাকতি,ଡିସ୍କ ଡ୍ରାଇଭ
ডিস্ক ফাইল,ଡିସ୍କ ଫାଇଲ୍ |
ডিস্ক মেমরি,ଡିସ୍କ ମେମୋରୀ
ডিস্ক অপারেটিং সিস্টেম (DOS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DOS)
ডিস্ক প্যাক,ଡିସ୍କ ପ୍ୟାକ୍ |
ডিস্ক সার্ভার,ଡିସ୍କ ସର୍ଭର |
ডিস্ক স্টোরেজ,ଡିସ୍କ ସଂରକ୍ଷଣ
ডিস্কেট,ଡିସ୍କେଟ୍ |
প্রদর্শন ফাইল,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
প্রদর্শন চিত্র,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
নিষ্পত্তি,ନିଷ୍କାସନ
দূরত্ব,ଦୂରତା
দূরত্ব ফাংশন,ଦୂରତା କାର୍ଯ୍ୟ
বিকৃতি,ବିକୃତି
বিতরণ করা,ବଣ୍ଟିତ |
বিতরণ করা তথ্য,ବଣ୍ଟିତ ତଥ୍ୟ |
বিতরণ করা সার্ভার,ବଣ୍ଟିତ ସର୍ଭର |
বিতরণ ব্যবস্থা,ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |
বিতরণকারী,ବଣ୍ଟନକାରୀ
নথি,ଡକ୍ୟୁମେଣ୍ଟ୍
নথি উদ্ধার করা হয়েছে,ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |
নথি উইন্ডো,ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |
ডকুমেন্টেশন,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
ডোমেইন,ଡୋମେନ୍
ডোমেন নাম,ଡୋମେନ୍ ନାମ
ডট ম্যাট্রিক্স প্রিন্টার,ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |
নিচে,ତଳକୁ
ডাউন লিঙ্ক,ଡାଉନ୍ ଲିଙ୍କ୍ |
ডাউন লোড হচ্ছে,ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |
ডাউন সময়,ଡାଉନ୍ ଟାଇମ୍ |
টেনে আনা,ଡ୍ରାଗ୍
DRAM (গতিশীল RAM),DRAM (ଗତିଶୀଳ RAM)
প্রবাহ,drift
ড্রাইভার,ଡ୍ରାଇଭର |
ড্রপ,ଡ୍ରପ୍
ড্রপ ডাউন তালিকা বাক্স,ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |
ড্রাম ড্রাইভ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
ড্রাম প্রিন্টার,ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |
ড্রাম ইউনিট,ଡ୍ରମ୍ ୟୁନିଟ୍ |
দ্বৈত,ଡୁଆଲ୍ |
দ্বৈত ঘনত্ব,ଦ୍ୱ ual ତ ଘନତା |
ডামি ঠিকানা,ଡମି ଠିକଣା
ডাম্প,ଡମ୍ପିଂ
ডুপ্লেক্স সার্কিট,ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |
ডুপ্লেক্সিং,ନକଲ
নকল,ନକଲ
ডিভিডি R/W,DVD R / W
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
গতিশীল মেমরি,ଗତିଶୀଳ ସ୍ମୃତି
গতিবিদ্যা,ଗତିଶୀଳତା |
ইবিসিডিআইসি,EBCDIC |
ই-ব্যবসা,ଇ-ବ୍ୟବସାୟ |
প্রতিধ্বনি,ଇକୋ
ই-কমার্স,ଇ-ବାଣିଜ୍ୟ |
সম্পাদনা,ସମ୍ପାଦନ କରନ୍ତୁ |
সম্পাদক,ସମ୍ପାଦକ
শিক্ষাবিষয়ক প্রযুক্তি,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ইইপি রম,EEP ରୋମ୍
কার্যকর ঠিকানা (ভাসমান ঠিকানা),ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା)
কার্যকর অপারেন্ড ঠিকানা,ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |
কার্যকর পদ্ধতি,ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |
কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ),ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ)
কার্যকরী ট্রান্সমিশন অপারেন্ড,ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |
আট-বিট বাইট,ଆଠ-ବିଟ୍ ବାଇଟ୍ |
ই-লার্নিং,ଇ-ଶିକ୍ଷା
নির্বাচন-সংলগ্নতা,ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |
বৈদ্যুতিক মেইলিং (ই-মেইল),ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍)
বৈদ্যুতিক প্রিন্টার,ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
বৈদ্যুতিক,ଇଲେକ୍ଟ୍ରୋନିକ୍ |
ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS)
ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ইলেকট্রনিক ফাইলিং,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍
ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS)
ইলেকট্রনিক জার্নাল,ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା
ইলেকট্রনিক প্রকাশনা,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
ইলেকট্রনিক সুইচ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
উপাদান,ଉପାଦାନ
ই-মেইল,ଇ-ମେଲ୍ |
ই-মেইল ঠিকানা,ଈମୈଲ ଠିକଣା
এমবেডেড সিস্টেম,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
এমবেডিং,ଏମ୍ବେଡିଂ
ইমিটার কাপল লজিক (ইসিএল),ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL)
খালি স্ট্যাক,ଖାଲି ଷ୍ଟାକ |
খালি স্ট্রিং,ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |
অনুকরণ,ଅନୁକରଣ
encapsulation,ଏନକାପସୁଲେସନ୍ |
এনসিফার,ଏନକାଇଫର୍
এনকোড,ଏନକୋଡ୍
এনকোডার,ଏନକୋଡର୍ |
এনক্রিপ্ট করা তথ্য,ସଂଗୁପ୍ତ ତଥ୍ୟ
এনক্রিপ্টিং ফাইল সিস্টেম,ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
জোড়া লাগানো,ଏନକ୍ରିପସନ୍
ব্লকের শেষ,ବ୍ଲକର ଶେଷ
ফাইলের শেষ (EOF),ଫାଇଲର ଶେଷ (EOF)
শেষ ব্যবহারকারী,ଶେଷ-ଉପଭୋକ୍ତା |
প্রবেশ করা,ପ୍ରବେଶ କର |
এন্টার কী,ଏଣ୍ଟର୍-କି
এন্টারপ্রাইজ সার্ভার,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |
এন্টারপ্রাইজ সিস্টেম,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
সত্তা,ସଂସ୍ଥା
সত্তা-সম্পর্ক,ସଂସ୍ଥା-ସମ୍ପର୍କ |
প্রবেশের সময়,ପ୍ରବେଶ ସମୟ
এন্ট্রি ভেরিয়েবল,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
গণনাযোগ্য,ଅସଂଖ୍ୟ |
পরিবেশ,ପରିବେଶ
যুগ,ଯୁଗ
EPROM,EPROM
epsilon বন্ধ,ଏପସିଲନ୍ ବନ୍ଦ |
সমানকারী,ସମାନତା
সরঞ্জাম,ଉପକରଣ
সমতা শ্রেণী,ସମାନତା ଶ୍ରେଣୀ
সমতা সম্পর্ক,ସମାନତା ସମ୍ପର୍କ
মুছে ফেলা,ଲିଭାନ୍ତୁ
ত্রুটি সংশোধন কোড,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍
ত্রুটি সংশোধন,ତ୍ରୁଟି ସଂଶୋଧନ
ত্রুটি সনাক্তকরণ,ତ୍ରୁଟି ଚିହ୍ନଟ
শিল্প খাত,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ভুল বার্তা,ତ୍ରୁଟି ସନ୍ଦେଶ |
ত্রুটি হার,ତ୍ରୁଟି ହାର
ত্রুটি পুনরুদ্ধার,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ত্রুটির রুটিন,ତ୍ରୁଟି ରୁଟିନ୍ |
পালাবার চরিত্র,ପଳାୟନ ଚରିତ୍ର |
ইথারনেট,ଇଥରନେଟ୍ |
ঘটনা,ଇଭେଣ୍ଟ
ইভেন্ট চেইন,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
ঘটনা নিয়ন্ত্রণ,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
ইভেন্ট কাউন্টার,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
ব্যতিক্রম হ্যান্ডলিং,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
বিনিময়যোগ্য ডিস্ক স্টোরেজ,ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |
বর্জন,ବହିଷ୍କାର
একচেটিয়া বা (XOR),ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR)
এক্সিকিউটেবল প্রোগ্রাম,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
নির্বাহী বিবৃতি,କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି
সম্পূর্ণ অনুসন্ধান,ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |
বিদ্যমান,ବିଦ୍ୟମାନ ଅଛି |
প্রস্থান,ପ୍ରସ୍ଥାନ
দক্ষ পদ্ধতি,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
অভিব্যক্তি,ଅଭିବ୍ୟକ୍ତି
বর্ধিত গ্রাফিক অ্যারে (XGA),ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA)
বর্ধিত শিল্প মান (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
বর্ধিত মেশিন,ବିସ୍ତୃତ ଯନ୍ତ୍ର
বর্ধিত মেমরি,ବିସ୍ତୃତ ସ୍ମୃତି
বর্ধিত নির্ভুলতা,ବିସ୍ତୃତ ସଠିକତା |
বর্ধিত বাছাই,ବିସ୍ତୃତ ସର୍ଟିଂ
বাহ্যিক কল,ବାହ୍ୟ କଲ୍
বাহ্যিক ত্রুটি,ବାହ୍ୟ ତ୍ରୁଟି |
বাহ্যিক ফাংশন,ବାହ୍ୟ କାର୍ଯ୍ୟ
বাহ্যিক বাধা,ବାହ୍ୟ ବାଧା
বাহ্যিক স্মৃতি,ବାହ୍ୟ ସ୍ମୃତି
বাহ্যিক স্মৃতি,ବାହ୍ୟ ସ୍ମୃତି
বাহ্যিক মডেম,ବାହ୍ୟ ମୋଡେମ୍ |
বাহ্যিক রেফারেন্স,ବାହ୍ୟ ସନ୍ଦର୍ଭ
বাহ্যিক অনুসন্ধান,ବାହ୍ୟ ସନ୍ଧାନ |
বাহ্যিক স্টোরেজ ডিভাইস,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
নিষ্কাশন,ନିଷ୍କାସନ
এক্সট্রাপোলেশন,ବହିଷ୍କାର
মুখ-চরিত্রের প্রিন্টার,ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |
ব্যর্থ-নিরাপদ অপারেশন,ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ
ব্যর্থতার হার,ବିଫଳତା ହାର
ব্যর্থতা পুনরুদ্ধার,ବିଫଳତା ପୁନରୁଦ୍ଧାର
মিথ্যা কোড,ମିଥ୍ୟା କୋଡ୍
মিথ্যা ত্রুটি,ମିଥ୍ୟା ତ୍ରୁଟି |
ফ্যান-ইন,ପ୍ରଶଂସକ
ফ্যান-আউট,ପ୍ରଶଂସକ
ফ্যাসিমাইল I/O ডিভাইস,ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |
ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT),ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT)
মারাত্মক ত্রুটি,ସାଂଘାତିକ ତ୍ରୁଟି |
ত্রুটি সনাক্তকরণ,ତ୍ରୁଟି ଚିହ୍ନଟ
ত্রুটি নির্ণয়,ତ୍ରୁଟି ନିଦାନ
দোষ সহনশীলতা,ଦୋଷ ସହନଶୀଳତା |
ফ্যাক্স,ଫ୍ୟାକ୍ସ
ফ্যাক্স বার্তা,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
এফডিসি,FDC
বৈশিষ্ট্য সনাক্তকরণ,ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ
ফিড চক্র,ଫିଡ୍ ଚକ୍ର |
প্রতিক্রিয়া,ମତାମତ
ফিডার,ଫିଡର୍ |
আনা,ଆଣ |
ফিবোনাচি অনুসন্ধান,ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |
ফিবোনাচি ক্রম,ଫାଇବୋନାକ୍ସି କ୍ରମ |
ফিবোনাচি সিরিজ,ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |
ফাইবার অপটিক,ଫାଇବର ଅପ୍ଟିକ୍ସ |
ফিডো নেট,ଫିଡୋ ନେଟ୍ |
ক্ষেত্র,କ୍ଷେତ୍ର
পঞ্চম প্রজন্মের কম্পিউটার,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |
ফাইল,ଫାଇଲ୍ |
ফাইল অ্যাক্সেস পদ্ধতি,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
ফাইল বরাদ্দ টেবিল,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
ফাইল কম্প্রেশন,ଫାଇଲ୍ ସଙ୍କୋଚନ |
ফাইল কপি করা,ଫାଇଲ୍ କପି
ফাইল বিন্যাস,ଫାଇଲ୍ ଲେଆଉଟ୍ |
ফাইল মার্জ,ଫାଇଲ୍ ମିଶ୍ରଣ |
ফাইল পুনরুদ্ধার,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
ফাইল স্টোরেজ,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
ফাইল গঠন,ଫାଇଲ୍ ଗଠନ
নথি ব্যবস্থা,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ফাইল স্থানান্তর,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
ফাইল ট্রান্সফার প্রোটোকল (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
ছাঁকনি,ଫିଲ୍ଟର୍
চূড়ান্ত অবস্থা,ଅନ୍ତିମ ଅବସ୍ଥା |
অনুসন্ধান,ଖୋଜ |
সসীম রাষ্ট্র মেশিন,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
আগুন প্রাচীর,ଅଗ୍ନି କାନ୍ଥ
ফার্মওয়্যার,ଫର୍ମୱେୟାର |
আগে আসলে আগে পাবেন,ପ୍ରଥମେ ସେବା କର |
প্রথম প্রজন্মের কম্পিউটার,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
ফার্স্ট ইন ফার্স্ট আউট (ফিফো),ପ୍ରଥମରେ ପ୍ରଥମ (FIFO)
প্রথম আদেশ যুক্তি,ପ୍ରଥମ କ୍ରମ ତର୍କ |
প্রথম আদেশ তত্ত্ব,ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |
স্থির পার্টিশন,ସ୍ଥିର ବିଭାଜନ
পতাকা,ପତାକା
নমনীয় ডিস্ক,ନମନୀୟ ଡିସ୍କ |
ফ্লপি ডিস্ক,ଫ୍ଲପି ଡିସ୍କ |
ফ্লপি ডিস্ক ড্রাইভ (এফডিডি),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd)
ফ্লো চার্ট,ଫ୍ଲୋ ଚାର୍ଟ
নিয়ন্ত্রণ প্রবাহ,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |
ফ্লাশ,ଫ୍ଲାଶ୍
ফোল্ডার,ଫୋଲ୍ଡର
ফন্ট,ଫଣ୍ଟ
ফন্ট পরিবার,ଫଣ୍ଟ ପରିବାର
বিদেশী চাবি,ବିଦେଶୀ ଚାବି |
ফর্ম,ଫର୍ମ
অানুষ্ঠানিক ভাষা,ଆନୁଷ୍ଠାନିକ ଭାଷା |
আনুষ্ঠানিক ব্যবস্থা,ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |
বিন্যাস,ଫର୍ମାଟ୍
বিন্যাস,ଫର୍ମାଟିଂ
ফরট্রান,fortran
ফরট্রান প্রোগ্রামিং,fortran ପ୍ରୋଗ୍ରାମିଂ |
ফরোয়ার্ড স্ল্যাশ,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
