Hindi,Odiya
1. ऋणदाता 2. लेनदार,1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍
1.शिखा 2. शीर्ष 3. शिखर,1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |
व्याकुंचन,ପ୍ରତ୍ୟାହାର
संकट,ସମସ୍ୟା
कसौटी,ପରୀକ୍ଷା
क्रांतिक,ଗୁରୁତର
फसल बीमा,ଫସଲ ବୀମା |
फसल ऋण,ଫସଲ loan ଣ
1. सस्य 2. फसल,1. ଫସଲ 2. ଫସଲ
सस्यन क्षेत्र,ଚାଷ କ୍ଷେତ୍ର
पार-असंगत,କ୍ରସ୍ ଅସଙ୍ଗତ |
1. मुकुट 2. शिखर (पादप),1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ)
मृदुकण,ନରମ କଣିକା |
पपड़ी,ଭୂତଳ
1. क्रिप्टोगैम 2. अपुष्पीपादप,1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |
छांटन (फल),ଛେଦନ (ଫଳ)
कल्म,କଲମ
कृष्य किस्म,କୃଷି ପ୍ରକାର
1.कर्षण 2. कृषि 3. खेती,1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ
1.किसान 2. कल्टीवेटर (यंत्र),1. କୃଷକ 2. କୃଷକ
1.संवर्ध 2. संवर्धन 3. पालन,1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |
1.संसाधन 2.तैयार करना,1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି
1.कुंतलन 2. कुंचन,1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |
मुद्रा,ସ୍ଥିତି
1. उपत्वचा 2. क्यूटिकल,1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |
1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा,1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |
1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली,1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |
साइटोक्रोम,ସାଇଟୋକ୍ରୋମ୍ |
कोशिका युग्मन,କକ୍ଷ ଯୋଡି
कोशिका जनन,କକ୍ଷ ପ୍ରଜନନ |
कोशिका आनुवंशिकी,କୋଷ ଜେନେଟିକ୍ସ |
कोशिका द्रव्य विभाजन,ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |
कोशिका विज्ञान,କୋଷ ଜୀବ ବିଜ୍ଞାନ |
कोशिका लयन,ସେଲ୍ ଲାଇସିସ୍ |
1. साइटोमियर 2. कोशिका खंड,1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |
कोशिका द्रव्य,ସାଇଟୋପ୍ଲାଜମ୍ |
1.डेरी 2. दुग्धशाला,1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ
डेरी उदयोग,ଦୁଗ୍ଧ ଶିଳ୍ପ
1. बांध 2. प्रजननी,1. ବନ୍ଧ 2. ପ୍ରଜନକ
दिवस निरपेक्ष पादप,ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |
पुष्पन के बाद दिन,ଫୁଲର ଦିନ ପରେ |
पूर्ण पुष्पन के बाद दिन,ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |
निष्पुष्पन,ଅପାରଗତା |
विकैल्सीकरण,decalcification
1. निथारना 2. निस्तारना,1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର
क्षय,କ୍ଷୟ
पर्णपाती,ପତଳା
1. दशमिक 2. दशमलव,1. ଦଶମିକ 2. ଦଶମିକ
न्यूनता,ତୁଚ୍ଛତା
अनूर्णन (मृदा),ଅନୁରାନ୍ (ମୃତ୍ତିକା)
विपुष्पन,ଭିପୁଷ୍ପନ୍ |
विपत्रण,ବିଲିଂ
वनोन्मूलन,ଜଙ୍ଗଲ ନଷ୍ଟ
अपहासन,ଅପମାନ
निम्नीकरण,ଅବନତି |
अंश दिवस,ପାର୍ଟ ଦିନ
1.मात्रा 2. अंश,1. ପରିମାଣ 2. ଭାଗ
स्फुटन,ଅବହେଳା |
भूसी हटाना,ହଳ ଅପସାରଣ |
भूसी हटाना,ହଳ ଅପସାରଣ |
निर्जलीकरण,ଡିହାଇଡ୍ରେସନ୍
निर्जलकारित्र,ଆନ୍ହାଇଡ୍ରସ୍
मांग,ଚାହିଦା
1. विकृतीकरण 2. गुणनाशन,1. ଅବନତି 2. ଗୁଣନ
अनाच्छादन,ନିନ୍ଦା
1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र),1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି)
निक्षेपण,ଜମା
1. मूल्यहास 2.अवमूल्यन,1. ଅବନତି 2. ଅବନତି
विलवणीकरण,ନିଷ୍କାସନ
1. जल शुष्कन 2. निर्जलीकरण,1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |
1.अभिकल्पना 2. डिजाइन,1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍
शुष्कित्र,ଶୁଖୁଆ |
गुठली निकालना,କର୍ଣ୍ଣଲ ଅପସାରଣ
वि-अंतः भूस्तारीकरण,ଡି-ଇଣ୍ଟରକାଲେସନ୍ |
वियुग्मन,ସଂଯୋଗ
1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना,1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |
बल्लर या कुंदन को काटना,ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |
निर्धारक,ନିର୍ଣ୍ଣୟକାରୀ
अवमूल्यन,ମୂଲ୍ୟ ହ୍ରାସ
वनस्पतिरहित करना,ଡି-ଶାକାହାରୀ |
विचलन,ବ୍ୟତିକ୍ରମ
द्विक,ଦୁଇଥର |
निदान,ନିରାକରଣ
भिन्नकाल पक्वता,ଭିନ୍ନ ପରିପକ୍ .ତା |
द्विभाजन,ବିଭାଜନ
1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज),1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ)
पश्चमारी (रोग),ପିଠି ରୋଗ
1. विसरण 2. विसार,1. ବିଭାଜନ 2. ବିଭେଦ |
पाचनीयता,ହଜମ ଯୋଗ୍ୟତା |
द्विसंकर,ଡିହାଇବ୍ରିଡ୍ |
1. बांध 2. नाली 3. परिवाह,1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |
तनु,ଅଳ୍ପ
1. एकलिंगाश्रयी 2. पृथक् लिंगी,1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |
द्विगुणित,ଡିପ୍ଲଏଡ୍ |
1. द्विगुणित 2. डिप्लॉइड,1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |
द्विसूत्र,ଡିପୋଲ୍
1. निष्कलिकायन 2. कलिका निकालना,1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |
1. तवेदार हल चलाना 2. चक्काकरण,1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |
छूट,ରିହାତି
रोगाणुनाशन,ନିରାକରଣ
1. परिक्षेपण 2. प्रकीर्णन,1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |
1.प्रकीर्णन 2.प्रसरण,1. ବିଛାଇବା 2. ଭିନ୍ନତା |
विविधीकरण,ବିବିଧକରଣ
विविधीकृत कृषि,ବିବିଧ କୃଷି |
डी एन ए सोपान,dna step
डी.एन.ए. ग्राही,DNA | ରସିଦ
गोदी-भाड़ा,ଡକ୍ ନିଯୁକ୍ତି |
प्रभावी,ପ୍ରଭାବଶାଳୀ |
प्रसुप्ति,ଶୋଇବା
1. मात्रा 2. खुराक 3. डोज,1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ
दोहरा सिग्माभ वक्र,ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର
1. झोंका 2. खिंचाव,1. ଗସ୍ତ 2. ବିସ୍ତାର
1. निकास नाली 2. अपवाहिका,1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ
जलनिकास,ଜଳ ନିଷ୍କାସନ
कर्षण,ଟ୍ରାକ୍ସନ୍
1.दवा पिलाना 2. दवाई से तर करना,1. medicine ଷଧ ଦିଅ
प्रसाधन (बीज),ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି)
1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र,1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |
1.सूराख करना 2. बेधन 3. बरमाना,1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |
1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना,1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |
बूंद-बूंद सिंचाई,ଡ୍ରପ୍ ଜଳସେଚନ
शुष्क खेती,ଶୁଖିଲା ଚାଷ
1.धूल 2. बुकनी,1. ଧୂଳି 2. ବୁକନି |
1.धूलित्र 2. प्रकीर्णक,1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |
बुरकना,ଛିଞ୍ଚିବା ପାଇଁ |
1. बौना 2. वामन,1. ବଧୂ 2. ଭାମନା |
वामन पिरामिड,ଭାମନା ପିରାମିଡ୍ |
वामिनीभवन,ଭାମିନୀ ଭବନ
पारिस्थितिकी,ପରିବେଶ
अर्थमिति,ଅର୍ଥନୀତି
आर्थिक दक्षता,ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |
परिस्थितिक प्ररूप,ପରିସ୍ଥିତି ପ୍ରକାର |
बहिःस्तरपोषित,ଅତିରିକ୍ତ ସ୍ତରୀୟ |
मृदीय,ନରମ
मृदा विज्ञान,ମୃତ୍ତିକା ବିଜ୍ଞାନ |
1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी,1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |
खाद्य अंश,ଖାଦ୍ୟ ଅଂଶ
मांग की लोच,ଚାହିଦା
उत्पादन लोच,ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |
विद्युत्-अपघटन,ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍
वैद्युतकण-संचलन,ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |
अवक्षालन,ବାଷ୍ପୀକରଣ
1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार,1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |
1.मेड़ बंदी 2. डौलबंदी,1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |
भ्रूण,ଭ୍ରୁଣ
1. भ्रूणविज्ञान 2. भौणिकी,1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |
1. निकलना 2. निर्गमन,1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ
पायसीकारक,ଏମୁଲେସିଫାୟର୍ |
अंतर्जात,ଏଣ୍ଡୋଜେନସ୍ |
अंतः सूत्री विभाजन,ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |
अंतः परजीवी,ଆନ୍ତ a- ପରଜୀବୀ |
भ्रूणपोष,ଏଣ୍ଡୋସ୍ପର୍ମ |
उद्यम,ଉଦ୍ୟୋଗ
कीटविज्ञान,ଏଣ୍ଟୋମୋଲୋଜି |
पर्यावरण,ପରିବେଶ
1. प्रकिण्व 2. एन्जाइम,1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |
दलपुंज कलमबंदी,କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
1. अधिपादप 2. एपिफाइट,1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |
समानधारिता,ଇକ୍ୱିଟି
उन्मूलन,ବିଲୋପ
आवश्यक पोषक तत्व,ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |
1. परिमापन 2. कूतना 3. आकलन,1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |
पांडुरता,ସୁନ୍ଦରତା
सुजननिक,ସୁଜନିକ୍ |
मूल्यांकन,ମୂଲ୍ୟାଙ୍କନ
वाष्पनमापी,ବାଷ୍ପ ଗେଜ୍ |
वाष्पन-वाष्पोत्सर्जन,ବାଷ୍ପୀକରଣ
सदाहरित क्रांति,ଅନନ୍ତ ବିପ୍ଳବ |
1. सदाहरित 2. सदापर्णी,1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |
विकास,ବିକାଶ
उच्छेद करना,ବିଛିନ୍ନ ହେବା
परिक्षय (उर्वरता),ପାରିକଶାୟ (ଉର୍ବରତା)
शोषण,ଶୋଷଣ
1. खोज 2. अन्वेषण,1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ
1. बहिर्वेधन 2. उत्सारण,1. ନିର୍ବାହ 2. ନିର୍ଗମନ
आंख,ଆଖି
1. कारक 2. घटक 3. उपादान 4. साधन,1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |
कारक उत्पादकता,କାରକ ଉତ୍ପାଦକତା |
आढ़तिये का बट्टा,ବ୍ୟବସାୟୀଙ୍କ ରିହାତି
क्रमगुणित ब्लॉक डिजाइन,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |
विकल्पी,ବିକଳ୍ପ
1. पड़ती 2. पलिहर,1. ପାଟି 2. ପାଲିହାର |
कुल,ମୋଟ
प्रक्षेत्र मूल्यांकन,କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |
प्रक्षेत्र का बजट बनाना,ଚାଷ ବଜେଟ୍
कृषि व्यवसाय,କୃଷି ବ୍ୟବସାୟ
प्रक्षेत्र नियोजन,କ୍ଷେତ୍ର ଯୋଜନା
1. किसान 2. कृषक,1. କୃଷକ 2. କୃଷକ
1. कृषि 2. खेती,1. କୃଷି 2. ଚାଷ
संघट्टन,ଧକ୍କା |
बहुप्रजनन,ଏକାଧିକ ପ୍ରଜନନ |
किण्वन,fermentation
उर्वरता,ଉର୍ବରତା |
उर्वरक,ସାର
उर्वरक उपयोग दक्षता,ସାର ବ୍ୟବହାର ଦକ୍ଷତା |
रेशेदार,ଫାଇବ୍ରସ୍ |
1. खेत 2. क्षेत्र 3. स्थान,1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ
मृदा जलधारिता,ମୃତ୍ତିକା ଜଳ ଧାରଣ
प्रक्षेत्र प्रदर्शन,କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ
1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण,1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |
1. आप्लावन 2. अधिसिंचन,1. ଅବନତି 2. ଗର୍ଭଧାରଣ
प्रवाह आरेख,ପ୍ରବାହ ଚିତ୍ର
खाद्य मान,ଖାଦ୍ୟ ମୂଲ୍ୟ
चारा,ଖାଇବାକୁ |
पूर्वानुमान,ପୂର୍ବାନୁମାନ
वन,ଜଙ୍ଗଲ
वनरोपण,ବୃକ୍ଷରୋପଣ
1. ताड़पर्ण 2. प्रपर्ण,1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |
तुषार रोधी,ବରଫ ପ୍ରତିରୋଧକ |
1.पाला 2. तुषार,1. ପାଲା 2. ବ୍ଲାଇଟ୍ |
1. हिमशीतित 2. हिमीकृत,1. ଫ୍ରିଜ୍
फलन,କାର୍ଯ୍ୟ
1. फल पातन 2. फल का झड़ना,1. ଫଳ ପତନ 2. ଫଳ ପତନ |
फल बनना,ଫଳ ପାଅ |
1. धूमन 2. धूम देना,1. ଧୂମପାନ
कवकनाशी,ଫଙ୍ଗିସାଇଡ୍ |
कवकरोधी,ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |
कवक,କବକ
1. खूड़ 2. सीता,1. ଖୁଦ୍ 2. ସୀତା |
1. संलयन 2. संगलन,1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |
रूआं,ସୂତା ଲୋମ
रोएंदार,ଲୋମଶାଳୀ |
1. वृक्ष व्रण 2. पिटिका,1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |
1. युग्मक 2. गैमीट,1. ଗ୍ୟାମେଟସ୍
1. उद्यान 2. बाग,1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ
1. पनसाल 2. जलमापी,1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |
जीन संग्रह,ଜିନ୍ ସଂଗ୍ରହ
जीन टैगन,ଜିନ୍ ଟ୍ୟାଗନ୍ |
वंशावली विज्ञान,ବଂଶାନୁକ୍ରମିକ
जीन मानचित्र,ଜିନ୍ ମାନଚିତ୍ର
आनुवंशिकी,ଜେନେଟିକ୍ସ
1. जीनोम 2. संजीन,1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |
संजीनी संग्रह,ସଞ୍ଜିନୀ ସଂଗ୍ରହ |
जीनोमिक्स,ଜେନୋମିକ୍ସ
जीनप्ररूपी,ଜେନୋଟାଇପ୍
1. जीनी संरचना 2. जीन प्ररूप,1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |
वंश,ଲିନେଜ୍ |
1. जीनस 2. वंश,ବଂଶ 2. ବଂଶ
1. रोगाणु 2. जर्म,1. ଜର୍ମ 2. ଜର୍ମ
रोगाणुनाशी,ଜୀବାଣୁ
अंकुरण,ଅଙ୍କୁର
1. जननद्रव्य 2. जर्मप्लाज्म,1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |
जिबरेलिक अम्ल,ଗିବରେଲିକ୍ ଏସିଡ୍ |
ओटना,ସଂଗ୍ରହ
तुष,ତୁଷ
1. लसदार 2. ग्लूटिनी,1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |
ग्लाइकोलिसिस,ଗ୍ଲାଇକୋଲିସିସ୍
नाइस,ଭଲ
स्वर्णिम क्रांति,ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |
1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण,1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ
1. कलमबंद पादप 2. कलमी पौधा,1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |
कलम असंगत,କଲମ ଅସଙ୍ଗତ |
ग्रैना,ଗ୍ରାନା
कणिकायन,ଗ୍ରାନ୍ୟୁଲେସନ୍
हरी खाद,ସବୁଜ ଖତ
हरित क्रांति,ସବୁଜ ବିପ୍ଳବ |
वृद्धि और परिवर्धन,ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ
1. गोंद रोग 2. गोंदार्ति,1. ଗୁଣ୍ଡ ରୋଗ
भिन्नस्थ - उभयस्त्रीलिंगी,ହେଟେରୋଜକ୍ସୁଆଲ୍ |
1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप,1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |
1. ओला 2. करकापात 3. करका,1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |
रोमिलवैच,ରୋମିଲୱାଚ୍ |
लवणमृदोद्भिद्,ସାଲାଇନ୍ ସିଷ୍ଟ୍ |
हैरो,harrow
1. तुड़ाई सूचकांक 2. कटाई सूचकांक,1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |
1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज,1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |
1. तोड़ना 2. कटाई 3. तुड़ाई,1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |
1. अंडे से निकलना 2. अंडा सेना,1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |
सूखी घास,ଶୁଖିଲା ଘାସ |
सूखा चारा,ଶୁଖିଲା ଫିଡ୍ |
गंजी,ganji
धुंध,କୁହୁଡି
धुंधता,ଦୁର୍ବଳ
1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा,1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |
सिरा (नाली का),ଗଭୀରର ଶେଷ
शीर्ष छंटाई,ଉପର ଛେଦନ
बाड़,ବାଡ଼
अधिरक्षण,ହେପାଜତ
कुंडलिनी,କୁଣ୍ଡାଲିନି |
हेमैटाइट,ହେମାଟାଇଟ୍ |
1. शाक 2. बूटी,1. b ଷଧ 2. b ଷଧ |
1.वनस्पति संग्रह 2. वनस्पति संग्रहालय,1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |
शाकनाशी,b ଷଧୀୟ
आनुवंशिकता,ବଂଶାନୁକ୍ରମିକ
वंशागतित्व,ବଂଶାନୁକ୍ରମିକ
उभयलिंगी,ସମଲିଙ୍ଗୀ
विषमवर्णी,ହେଟେରୋକ୍ରୋମାଟିକ୍ |
विषम-निषेचन,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
1. संकरओज 2. हेटेरोसिस,1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |
लिंगक्रोमोसोम,ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |
परपोषित,ପୋଷଣ
षड्गुणित,ଷୋଡେସିମାଲ୍ |
शीत निष्क्रियता,ଶୀତଳତା
उच्च सघनता रोपण,ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |
1. पिंडलक 2. हिल (धान),1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ)
आयतचित्र,ହିଷ୍ଟୋଗ୍ରାମ୍ |
उच्च तकनीकी औद्यानिकी,ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |
1.करंड 2. छत्ता,1.curd 2. hive
1.गुड़ाई 2. गोड़ना,1. ତୃଣକ 2. ତୃଣକ
जोत,ଧରିବା
निजी फार्म,ଘରୋଇ ଚାଷ
समस्थिति,ହୋମିଓଷ୍ଟାସିସ୍ |
वासभूमि,ମାତୃଭୂମି
समांगता,ଏକତା
1.सजातीय 2. समांगी,1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |
समधर्मी,ସହାନୁଭୂତି
समयुग्मज,ସମଲିଙ୍ଗୀ
1.खुरलिका 2. खाद्यधानी 3. हापर,1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |
1.संस्तर 2. क्षितिज,1. ସ୍ତର 2. ରାଶି
औद्यानिक फसलें,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी,1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି
