Hindi,Punjabi
दहन,ਜਲਣ
"समादेश, कमान",ਕਮਾਂਡ
प्रारंभ,ਸ਼ੁਰੂ
वाणिज्यिक प्रसारण,ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ
"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन",ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ
उभयनिष्ठ संग्राही परिपथ,ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ
संचार,ਸੰਚਾਰ
संचार उपग्रह,ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ
सामुदायिक रेडियो केंद्र,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ
"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र",ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ
कॉम्पैक्ट डिस्क (सीडी),ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ)
कॉम्पैक्ट डिस्क प्लेयर,ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ
संपीडन-प्रसारित्र,ਰਚਨਾ
संपीडन-प्रसारण,ਰਚਨਾ
सुसंगतता,ਅਨੁਕੂਲਤਾ
सुसंगत,ਅਨੁਕੂਲ
"संकलक, क्रमादेश अंतरक",ਕੰਪਾਈਲਰ
पूरक,ਪੂਰਕ
पूरक ट्रांजिस्टर,ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ
सम्मिश्र तरंग,ਗੁੰਝਲਦਾਰ ਵੇਵ
घटक,ਭਾਗ
"संयुक्त, संयोजित, सम्मिश्र",ਕੰਪੋਜ਼ਿਟ
संयुक्त परिपथ,ਮਿਸ਼ਰਿਤ ਸਰਕਟ
संयुक्त डिजिटल,ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ
संयुक्त रेडियो आवृत्ति संकेत,ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
संयुक्त संकेत,ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ
संयुक्त वीडियो,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ
संयुक्त –श्य संकेत,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ
"बनावट, रचना",ਰਚਨਾ
संपीडित आंकड़ा,ਸੰਕੁਚਿਤ ਡੇਟਾ
संपीडित अंकीकृत –श्य,ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
संपीडित वीडियो,ਸੰਕੁਚਿਤ ਵੀਡੀਓ
संपीडन,ਸੰਕੁਚਨ
संपीडन विरूपण साक्ष्य,ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ
संपीडन संकट,ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ
संपीडन तकनीक,ਸੰਕੁਚਨ ਤਕਨੀਕ
संपीडित्र,ਕੰਪ੍ਰੈਸਰ
अभिकलन,ਗਣਨਾ
"अभिकलित्र, कंप्यूटर",ਕੰਪਿ computer ਟਰ
कंप्यूटर आधारित बहुमाध्यम,ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ
कंप्यूटर प्रोग्रामन,ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ
कंप्यूटर प्रौद्योगिकी,ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ
अवतल लेन्स,ਕਨਸੈਵ ਲੈਂਜ਼
अवतल दर्पण,ਮਾਹੌਲ
"प्रच्छादन, गोपन",ਛੁਪਾਓ
"सांद्रित, गाढ़ा, संकेंद्रित",ਕੇਂਦਰਿਤ
"संकेंद्रण, सांद्रण",ਧਿਆਨ ਟਿਕਾਉਣਾ
संकेंद्रिक लेन्स,ਦਿਮਾਗੀ ਲੈਂਜ਼
"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन",ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ
साम्यावस्था,ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ
चालन,ਸੰਚਾਲਨ
चालन धारा,ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ
चालकता,ਚਾਲਕਤਾ
चालक,ਕੰਡਕਟਰ
"संरूपण, विन्यास",ਕੌਨਫਿਗਰੇਸ਼ਨ
"संबंधन, संयोजन",ਕੁਨੈਕਸ਼ਨ
"संबद्धता, योजकता",ਕਨੈਕਟੀਵਿਟੀ
"संबंधक, योजक",ਕੁਨੈਕਟਰ
सुसंगति,ਇਕਸਾਰਤਾ
सुसंगततः,ਨਿਰੰਤਰ
कन्सोल,ਕੰਸੋਲ
"स्थिर, नियतांक, स्थिरांक, नियत",ਨਿਰੰਤਰ
"अचर कोणांक, अचर आयाम",ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ
संपर्क माइक्रोफोन,ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
पात्र आरूप,ਕੰਟੇਨਰ ਫਾਰਮੈਟ
संदूषण,ਗੰਦਗੀ
"अंतर्वस्तु, अंश",ਸਮੱਗਰੀ
"निकटस्थ, समीपस्थ, संलग्न, संस्पशब",ਸੰਖੇਪ
"सांतत्य, सातत्य, निरंतरता",ਨਿਰੰਤਰਤਾ
सातत्य बूथ,ਨਿਰੰਤਰਤਾ ਬੂਥ
सातत्य घुंडी,ਨਿਰੰਤਰਤਾ ਨੋਬ
"सतत, निरंतर, अविरल, अविच्छिन्न",ਨਿਰੰਤਰ
"सतत चाप, अविच्छिन्न चाप",ਨਿਰੰਤਰ ਚਾਪ
सतत तरंग,ਨਿਰੰਤਰ ਵੇਵ
समोच्च रेखा,ਕੋਠੇ ਦੀ ਲਾਈਨ
समोच्च रेखीय योजना,ਕੁੱਲ ਯੋਜਨਾ
"संविदा, संकुचित करना",ਇਕਰਾਰਨਾਮਾ
संकुचन,ਸੁੰਗੜਨ
विपर्यास अनुपात,ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ
नियंत्रण परिपथ,ਕੰਟਰੋਲ ਸਰਕਟ
नियंत्रण इलेक्ट्रोड,ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ
नियंत्रण उपस्कर,ਕੰਟਰੋਲ ਉਪਕਰਣ
नियंत्रण ग्रिड,ਕੰਟਰੋਲ ਗਰਿੱਡ
नियंत्रण रेखा,ਕੰਟਰੋਲ ਲਾਈਨ
नियंत्रण पैनल,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
नियंत्रण कक्ष,ਕੰਟਰੋਲ ਰੂਮ
नियंत्रण सारणी,ਕੰਟਰੋਲ ਟੇਬਲ
"नियंत्रण मीनार, नियंत्रण टावर",ਕੰਟਰੋਲ ਟਾਵਰ
नियंत्रक,ਕੰਟਰੋਲਰ
अभिसरण,ਪਰਿਵਰਤਨ
अभिसारी लेन्स,ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼
परिवर्तक,ਕਨਵਰਟਰ
उत्तल लेन्स,ਕਨਵੈਕਸ ਲੈਂਜ਼
संवलन,ਕਨਵੋਲਕ
संवलन कोडित,ਕਨਵੀਸ਼ਨ ਕੋਡਡ
"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र",ਪੱਕਾ ਇੰਟਰਲੇਵ
"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण",ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ
कुकी,ਕੂਕੀ
कुकियर,ਕੂਕੀਅਰ
सहप्रक्रमक,ਕੋਪ੍ਰੋਸੈਸਰ
"डोरी, कॉर्ड",ਰੱਸੀ
"किरीट, कोरोना",ਕੋਰੋਨਾ
किरीट विसर्जन,ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ
सहसंबंधन,ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ
"कोसाइन घटक, कोज्या घटक",ਕੋਸਾਈਨ ਭਾਗ
"कोज्या तरंग, कोसाइन तरंग",ਕੋਸਾਈਨ ਵੇਵ
अंतरिक्ष रव,ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ
"गणक, काउंटर",ਕਾ counter ਂਟਰ
वामावर्त,ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ
युग्मक,ਕਪਲਰ
युग्मन,ਜੋੜੀ
युग्मन संधारित्र,ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ
"युग्मन जालक्रम, युग्मन नेटवर्क",ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ
युग्मन प्रतिरोध,ਜੋੜਣ ਦਾ ਵਿਰੋਧ
सहसंयोजी आबंध,ਸਹਿਕਾਰਤਾ
"व्याप्ति, कवरेज",ਕਵਰੇਜ
ध्वंस,ਕਰੈਸ਼
क्रांतिक बैंड,ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ
क्रांतिक अवस्था,ਗੰਭੀਰ ਸਥਿਤੀ
क्रांतिक युग्मन,ਨਾਜ਼ੁਕ
क्रांतिक आवृत्ति,ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ
क्रांतिक प्राचल,ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ
मकरदंती क्लिप,ਮਗਰਮੱਛ ਕਲਿੱਪ
पार मंदन,ਕਰਾਸ ਫੇਡਿੰਗ
क्रॉस मॉडुलन,ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ
"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता",ਕਰਾਸ ਟਾਕ
पारमंद,ਕਰਾਸਫੈਡ
"गूढ़लेखन, गूढ़लेखिकी, क्रिप्टोग्राफी",ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
क्रिस्टल,ਕ੍ਰਿਸਟਲ
क्रिस्टल फिल्टर,ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ
"अनुसंकेत, इंगित",Cue
अनुसंकेत चिह्न,ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ
अनुसंकेत युक्ति,ਕਯੂਅਰ ਡਿਵਾਈਸ
धारा अपवाह,ਮੌਜੂਦਾ ਡਰੇਨ
धारामापी,ਮੌਜੂਦਾ ਮੀਟਰ
धारा ट्रांसफार्मर,ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ
"प्रसंकेतक, कर्सर",ਕਰਸਰ
वक्र,ਕਰਵ
अंतक आवृत्ति,ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ
कर्तक,ਕਟਰ
साइबर कैफे,ਸਾਈਬਰ ਕੈਫੇ
साइबर सुरक्षा,ਸਾਈਬਰ ਸੁਰੱਖਿਆ
साइबर स्पेस,ਸਾਈਬਰ ਸਪੇਸ
"चक्र, आवर्तन",ਚੱਕਰ
चक्रीय,ਚੱਕਰਵਾਤ
डी.सी. (दिष्टधारा) घटक,D.C. ਭਾਗ
डी.सी. प्लेट षक्ति,D.C. ਪਲੇਟ ਪਾਵਰ
डी.सी. पुनः स्थापन,D.C. ਬਹਾਲੀ
अवमंदक डायोड,ਡੈਂਪਰ ਡਾਈਵਰ
अवमंदन,ਗਿੱਲੇ
अदीप्त,ਹਨੇਰ
"आंकड़ा, डाटा",ਡਾਟਾ
आंकड़ा प्रसारण,ਡਾਟਾ ਪ੍ਰਸਾਰਣ
आंकड़ा संपीडन,ਡਾਟਾ ਸੰਕੁਚਨ
"आंकड़ा प्रवेधन, डाटा प्रवेधन",ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ
"डाटा कूटलेखन, आंकड़ा कूटलेखन",ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
आंकड़ा संचिका,ਡਾਟਾ ਫਾਈਲ
"डाटा संचालन, आंकड़ा संचालन",ਡਾਟਾ ਹੈਂਡਲਿੰਗ
आंकड़ा खनन,ਡਾਟਾ ਮਾਈਨਿੰਗ
"आंकड़ा प्रक्रमण, डाटा प्रक्रमण",ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
"डाटा प्रक्रमक, आंकड़ा प्रक्रमक",ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
आंकड़ा लघुकृत बिट तंत्र,ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ
आंकड़ा सेवा,ਡਾਟਾ ਸੇਵਾ
"डाटा पत्र, आंकड़ा पत्र, डाटा शीट",ਡਾਟਾ ਸ਼ੀਟ
"डाटा भंडारण, आंकड़ा भंडारण",ਡਾਟਾ ਸਟੋਰੇਜ
"डाटा प्रवाह, आंकड़ा प्रवाह",ਡਾਟਾ ਸਟ੍ਰੀਮ
आंकड़ा रूपांतरण,ਡਾਟਾ ਤਬਦੀਲੀ
"डाटा संचरण, आंकड़ा संचरण",ਡਾਟਾ ਸੰਚਾਰ
"आंकड़ा आधार, डाटा बेस",ਡਾਟਾਬੇਸ
आंकड़ा प्रसारण,ਡੈਟਾਕਾਸਟਿੰਗ
"आंकड़ा-लेख, डाटाग्राम",ਡਾਟਾਗ੍ਰਾਮ
"डेसिबल मीटर, dB मीटर",ਡੀ ਬੀ ਮੀਟਰ
अमॉडुलित प्रसारण,ਮਰੇ ਹਵਾ
पूर्ण लघु परिपथ,ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ
मूक स्थल,ਮਰੇ ਹੋਏ ਸਥਾਨ
गतिरोध,ਡੈੱਡਲਾਕ
दोषमार्जन कार्यक्रम,ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ
"डीबगिंग, दोषमार्जन",ਡੀਬੱਗਿੰਗ
ध्वनि-क्षय,ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ
डेसिबल,ਡੈਸੀਬੈਲ (ਡੀ ਬੀ)
"दशमलव, दशमिक",ਦਸ਼ਮਲਵ
दशमिक कोड,ਦਸ਼ਮਲਵ ਕੋਡ
दशमिक डिजिट,ਦਸ਼ਮਲਵ ਅੰਕ
कूटवाचन,ਸਮਝਦਾਰੀ
"कूट वाचक, विकोडक",ਡੀਕੋਡਰ
"कूट वाचन, विकोडन",ਡੀਕੋਡਿੰਗ
अंकीय संचरण विकोडन,ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ
विसंपीडन,ਕੰਪੋਪ੍ਰੈਸ਼ਨ
वियुग्मन,ਬਰਖਾਸਤ ਕਰਨਾ
वियुग्मन परिपथ,ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ
"वियुग्मन जालक्रम, वियुग्मन नेटवर्क",ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ
"विकोडन, विकूटन, विगोपन",ਡਿਕ੍ਰਿਪਸ਼ਨ
समर्पित लाइन,ਸਮਰਪਿਤ ਲਾਈਨ
वि-अंतः स्थापन,ਡੀ-ਏਮਬਿੰਗ
विप्रबलन,ਡੀ-ਜ਼ੋਰ
"स्वतः निर्धारित, डिफाल्ट",ਮੂਲ
गुणता दोष,ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ
"सदोष, दोषपूर्ण",ਨੁਕਸਦਾਰ
"सदोष एकक, दोषपूर्ण एकक",ਨੁਕਸ ਇਕਾਈ
"परिभाषा, स्पष्टता",ਪਰਿਭਾਸ਼ਾ
विक्षेपण,ਘਟੀ
"विरूपण, विकृति",ਵਿਗਾੜਨਾ
एकीकरण,ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ
"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली",ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ
"डिग्री, अंश",ਡਿਗਰੀ
वि-अंतरापत्रक,ਡੀ-ਇੰਟਰਲੇਵਰ
डिले लाइन,ਦੇਰੀ ਲਾਈਨ
विलंब काल,ਦੇਰੀ ਦਾ ਸਮਾਂ
विलंबित फ्रेम स्मृति,ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ
विलंबित क्रमवीक्षण,ਦੇਰੀ ਸਕੈਨਿੰਗ
विलंबित तुल्यकालन संकेत,ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ
"प्रदान, प्रस्तुति",ਡਿਲਿਵਰੀ
"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली",ਡਿਲਿਵਰੀ ਸਿਸਟਮ
विमॉडुलन,ਮੁਆਵਜ਼ਾ
विमॉडुलक कार्ड,ਡੈਮੋੂਲੇਟਰ ਕਾਰਡ
विबहुसंकेतक,ਡੈਮਟਲਿਪਰ
क्षेत्र गहराई,ਫੀਲਡ ਦੀ ਡੂੰਘਾਈ
अवरोहण,ਉਤਰਦਾ
अभिकल्प विनिर्देश,ਡਿਜ਼ਾਇਨ ਨਿਰਧਾਰਨ
डेस्कटॉप,ਡੈਸਕਟਾਪ
"संसूचक उत्पाद, संसूचक निर्गत",ਡਿਟੈਕਟਰ ਆਉਟਪੁੱਟ
विचलन,ਭਟਕਣਾ
"युक्ति, साधन",ਜੰਤਰ
युक्ति चालक,ਡਿਵਾਈਸ ਡਰਾਈਵਰ
नैदानिकी,ਨਿਦਾਨ
आरेख,ਚਿੱਤਰ
संवाद पथ,ਵਾਰਤਾਲਾਪ ਟਰੈਕ
व्यासीय विधा,ਡੁਬਨੇਲ ਮੋਡ
"हीरक स्टाइलस, हीरक सुई",ਡਾਇਮੰਡ ਸਟਾਈਲਸ
"मध्यपट, तनुपट",ਡਾਇਆਫ੍ਰਾਮ
तनुपटीय अवशोषक,ਡੁਫਰਾਗਮੇਟਿਕ ਜਜ਼ਬ
द्विशाखी श्रवण,ਡਿਚੋਟਿਕ ਸੁਣਨਾ
"डाइइलेक्ट्रिक, परावैद्युत",ਡਾਈਡੈਕਟਿਕ
"डाइइलेक्ट्रिक भंग, परावैद्युत भंग",ਡਾਈਡੈਕਟ੍ਰਿਕ ਟੁੱਟਣਾ
परावैद्युत हानि,ਡਾਈਡੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ
अंतर आवृत्ति,ਅੰਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
अंतर आवृत्ति विरूपण,ਅੰਤਰ ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ (ਡੀਐਫਡੀ)
"अंतर स्वरक, अंतर टोन",ਅੰਤਰ ਟੋਨ
विभेदी प्रवर्धक,ਵੱਖਰਾ ਐਂਪਲੀਫਾਇਰ
विवर्तन,ਵੱਖਰਾ
विसारक,ਵੱਖਰੇ ਲਾਭਕਾਰ
अंक,ਅੰਕ
"अंकीय, डिजिटल",ਡਿਜੀਟਲ
अंकीय विरूपण साक्ष्य,ਡਿਜੀਟਲ ਆਰਟੀਫੈਕਟ
अंकीय श्रव्य,ਡਿਜੀਟਲ ਆਡੀਓ
"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर",ਡਿਜੀਟਲ ਆਡੀਓ ਫਿਲਟਰ
"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र",ਡਿਜੀਟਲ ਆਡੀਓ ਵਰਕ ਸਟੇਸ਼ਨ
"अंकीय कैमरा, डिजिटल कैमरा",ਡਿਜ਼ੀਟਲ ਕੈਮਰਾ
"अंकीय कंप्यूटर, डिजिटल कंप्यूटर",ਡਿਜੀਟਲ ਕੰਪਿਟਰ
"अंकीय आंकड़ा, अंकीय डाटा",ਡਿਜੀਟਲ ਡਾਟਾ
अंकीय संपादन,ਡਿਜੀਟਲ ਸੰਪਾਦਨ
"अंकीय उत्तेजक, डिजिटल एक्साइटर",ਡਿਜੀਟਲ ਐਕਸਟਰ
"अंकीय फिल्टर, अंकीय निस्यंदक",ਡਿਜੀਟਲ ਫਿਲਟਰ
अंकीय फ्रेम तुल्यकालक,ਡਿਜੀਟਲ ਫਰੇਮ ਸਮਕਾਲੀਨ
अंकीय विरासत,ਡਿਜੀਟਲ ਵਿਰਾਸਤ
अंकीय प्रतिबिंब,ਡਿਜੀਟਲ ਚਿੱਤਰ
अंकीय लाइबेरी,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
"डिजिटल मीटर, अंकीयमापी",ਡਿਜੀਟਲ ਮੀਟਰ
अंकीय मॉडुलन,ਡਿਜੀਟਲ ਮੈਨੂਲੇਸ਼ਨ
अंकीय बहुसंकेत,ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ
अंकीय जालक्रम,ਡਿਜੀਟਲ ਨੈਟਵਰਕ
अंकीय निर्गत,ਡਿਜੀਟਲ ਆਉਟਪੁੱਟ
"अंकीय प्रतिश्रवण, अंकीय प्लेबैक",ਡਿਜੀਟਲ ਪਲੇਅਬੈਕ
विष्वव्यापी अंकीय रेडियो,ਡਿਜੀਟਲ ਰੇਡੀਓ ਮੰਡਲਲ (ਡਰੱਮ)
अंकीय अभिलेखन,ਡਿਜੀਟਲ ਰਿਕਾਰਡਿੰਗ
अंकीय क्रांति,ਡਿਜੀਟਲ ਇਨਕਲਾਬ
अंकीय संकेत,ਡਿਜੀਟਲ ਸਿਗਨਲ
डिजिटल सिगनल प्रक्रमण,ਡਿਜੀਟਲ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ (ਡੀਐਸਪੀ)
"अंकीय हस्ताक्षर, अंकीय चिd",ਡਿਜੀਟਲ ਦਸਤਖਤ
"अंकीय प्रौद्योगिकी, डिजिटल प्रौद्योगिकी",ਡਿਜੀਟਲ ਟੈਕਨੋਲੋਜੀ
अंकीय-अनुरूप परिवर्तक,ਐਨਾਲਾਗ ਪਰਿਵਰਤਕ ਲਈ ਡਿਜੀਟਲ
"अंकीय –ष्य, डिजिटल वीडियो",ਡਿਜੀਟਲ ਵੀਡੀਓ
अंकीय वोल्टतामापी,ਡਿਜੀਟਲ ਵੋਲਟਮੀਟਰ
अंकरूपण,ਡਿਜੀਟਲਾਈਜ਼ੇਸ਼ਨ
"अंकरूपण, अंकीकरण",ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
"अंकीकृत –ष्य, अंकीकृत वीडियो",ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
"अंकक, अंकरूपक",ਡਿਡੀਕਿਜ਼ਰ
मंद,ਮੱਧਮ
"विमा, विस्तार",ਮਾਪ
मंदक,ਮੱਧਮ
डायोड,Dieode
नति,ਡੁਬੋ
द्विसंकेतक,ਡੀਪਲੈਕਸਰ
द्विधुवी ऐन्टेना,ਡਿਪੋਲ ਐਂਟੀਨਾ
सीधा प्रसारण,ਸਿੱਧਾ ਪ੍ਰਸਾਰਣ
दिष्टधारा (डी सी),ਸਿੱਧੇ ਮੌਜੂਦਾ (ਡੀ ਸੀ)
"सीधा पिकअप, पकड़ना",ਸਿੱਧੀ ਪਿਕ ਅਪ
प्रत्यक्ष पठन यंत्र,ਸਿੱਧਾ ਪੜ੍ਹਨ ਦਾ ਸਾਧਨ
प्रत्यक्ष अभिलेखन,ਸਿੱਧੀ ਰਿਕਾਰਡਿੰਗ
दिशिक ऐन्टेना,ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
दिशिक युग्मक,ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਕ
दिशिक माइक्रोफोन,ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
"दिशात्मकता, दिशिकता",ਡਾਇਰੈਕਟਿਟੀ
निर्देशिका,ਡਾਇਰੈਕਟਰੀ
असमर्थ,ਅਯੋਗ
डिस्क ऐन्टेना,ਡਿਸਕ ਐਂਟੀਨਾ
डिस्क आधारित भंडारण,ਅਸਾਤ ਸਟੋਰੇਜ
"अलग, विविक्त, भिन्न",ਵੱਖਰਾ
"डिस्क, चक्रिका",ਡਿਸਕ
"डिस्क ड्राइव, चालक",ਡਿਸਕ ਡਰਾਈਵ
डिस्क नियतांश,ਡਿਸਕ ਕੋਟਾ
डिस्केट,ਡਿਸਕੀਟ
"विस्थापन, प्रभ्रंश",ਉਜਾੜਾ
"प्रकीर्णन, परिक्षेपण",ਫੈਲਾਅ
विस्थापन,ਉਜਾੜਾ
प्रदर्शित करना; प्रदर्श,ਡਿਸਪਲੇਅ
प्रदर्श एकक (कन्सोल),ਡਿਸਪਲੇਅ ਯੂਨਿਟ (ਕਨਸੋਲ)
क्षय,ਵਿਗਾੜ
"बेसुरापन, असंनादिता",ਅਸੰਗਤ
आसुत जल,ਸ਼ੁਧ ਪਾਣੀ
विरूपण,ਭਟਕਣਾ
वितरण,ਵੰਡ
वितरण प्रवर्धक,ਡਿਸਟਰੀਬਿ .ਸ਼ਨ ਐਂਪਲੀਫਾਇਰ
"विभाजन, प्रभाग",ਵੰਡ
भाजक,ਵਿਭਾਜਨ
"प्रलेख, दस्तावेज",ਦਸਤਾਵੇਜ਼
"डोल्बी अंकीय, डोल्बी डिजिटल",ਡੌਲਬੀ ਡਿਜੀਟਲ
प्रक्षेत्र,ਡੋਮੇਨ
प्रक्षेत्र नियंत्रक,ਡੋਮੇਨ ਕੰਟਰੋਲਰ
डॉप्लर प्रभाव,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
द्विधुव,ਡਬਲ ਪੋਲ (ਡਿਪੋਲ)
द्विधुव एकल क्षेप स्विच,ਡਬਲ ਪੋਲ ਸਿੰਗਲ ਥ੍ਰੋ ਸਵਿਚ
"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क",ਡਬਲ ਸਾਈਡ ਡਿਸਕ
द्विक,ਡਬਲਟ
अधोगामी तरंग,ਡਾ down ਨ ਲਹਿਰ
अनुप्रवाह,ਥੱਲੇ ਧਾਰਾ
"अधोयोजन, डाउनलिंक",ਡਾ ng ਨਲਿੰਕ
"डाउनलोड, अधोभार",ਡਾਉਨਲੋਡ ਕਰੋ
अधोभारण,ਡਾਉਨਲੋਡ ਕਰਨਾ
"आरेखण, आहरण",ਡਰਾਇੰਗ
"प्रवेधन बिट, बरमा अणी",ਡ੍ਰਿਲਿੰਗ ਬਿੱਟ
प्रवेधन यंत्र,ਡ੍ਰਿਲਿੰਗ ਮਸ਼ੀਨ
"चालन, ड्राइव",ਚਲਾਉਣਾ
"ड्रम, ढोल",ਡਰੱਮ
शुष्क बल्ब तापमान,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
शुष्क सेल,ਡਰਾਈ ਸੈੱਲ
"ड्राई सोल्डर, विफल सोल्डर",ਸੁੱਕੇ ਸੋਲਡਰ
द्वि चैनल विधा,ਦੋਹਰੀ ਚੈਨਲ ਮੋਡ
"डबीकरण, काट-छाँट, अंतरण",ਡੱਬਿੰਗ
"निष्फल, निरर्थक",ਡੂਡ
निपात,ਡੰਪ
द्वैध,ਡੁਪਲੈਕਸ
अवधि,ਅਵਧੀ
"धूल, धूलि",ਧੂੜ
धूलि दोष,ਡਸਟ ਬੱਗ
धूलि रोधी,ਧੂੜ ਦਾ ਸਬੂਤ
"झाड़न, धूलित्र",ਡੱਸਟਰ
"गतिक, गतिशील",ਗਤੀਸ਼ੀਲ
गतिक बिट नियतन,ਗਤੀਸ਼ੀਲ ਬਿੱਟ ਅਲਾਟਮੈਂਟ
गतिक अंतरामॉडुलन विरूपण,ਡਾਇਨਾਮਿਕ ਇੰਟਰਮੋਡੂਲੇਸ਼ਨ ਵਿਗਾੜ (ਮੱਧਮ)
