Punjabi,Odiya
ਇਕਾਗਰਤਾ-ਆਵਾਜ਼,ଏକାଗ୍ରତା-ଭଲ୍ୟୁମ୍
ਵਿਭਾਜਨ ਮਾਤਰਾ,ବିଚ୍ଛେଦ ପରିମାଣ |
ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ. ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ,ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ
ionization ਦੀ ਮਾਤਰਾ,ଆୟନାଇଜେସନ୍ ପରିମାଣ |
ਧਰੁਵੀਕਰਨ ਦੀ ਤੀਬਰਤਾ,ପୋଲାରାଇଜେସନ୍ ର ତୀବ୍ରତା |
ਸ਼ੁੱਧਤਾ ਦੀ ਮਾਤਰਾ,ସଠିକତା ପରିମାଣ
dehumidification,ଡିହମାଇଡିଫିକେସନ୍
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ,deionization
ਦੇਰੀ,ବିଳମ୍ବ
ਦੇਰੀ ਨਾਲ,belated
ਸਥਾਨੀਕਰਨ,ଲୋକାଲାଇଜେସନ୍
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ଡେଲଟା ଫଙ୍କସନ୍
demagnetization,demagnetization
demagnetized ਕਰਵ,demagnetized ବକ୍ର
demagnetizer,demagnetizer
demodulation,demodulation
ਸੰਘਣੀ ਭੀੜ,ଘନ କୁହୁଡି |
ਘਣਤਾ ਗੇਜ,ଘନତା ଗେଜ
"ਘਣਤਾ, ਘਣਤਾ","ଘନତା, ଘନତା"
ਘਟਾਓ ਪੱਧਰ,ଅବନତି ସ୍ତର
ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ,ହ୍ରାସ ଜୋନ୍ |
depolarization,ଡିପୋଲାରାଇଜେସନ୍
depolarized,ଡିପୋଲାରାଇଜଡ୍ |
ਡੀਪੋਲਰਾਈਜ਼ਰ,ଡିପୋଲାରାଇଜର
"ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ","କ୍ଷେତ୍ରର ଗଭୀରତା, କ୍ଷେତ୍ରର ଗମ୍ଭୀରତା |"
"derived polarogram, derived polarogram","ଉତ୍ପନ୍ନ ପୋଲାରୋଗ୍ରାମ୍, ଉତ୍ପନ୍ନ ପୋଲାରୋଗ୍ରାମ୍ |"
ਲਿਆ ਗਿਆ,ପ୍ରାପ୍ତ
"ਉਤਰਦਾ, ਉਤਰਦਾ","ଅବତରଣ, ଅବତରଣ"
"ਵੰਸ਼, ਉਤਰਾਧਿਕਾਰੀ","ବଂଶ, ବଂଶ"
"ਵਰਣਨ ਕਰੋ, ਬਣਾਓ, ਖਿੱਚੋ","ବର୍ଣ୍ଣନା, ନିର୍ମାଣ, ଚିତ୍ର"
ਭਾਅ,ଭେଦ
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.) ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.)","ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।) ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)"
ਤਬਾਹੀ,ବିନାଶ
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ,ବିନାଶକାରୀ ହସ୍ତକ୍ଷେପ |
"ਵਿਨਾਸ਼ਕਾਰੀ, ਵਿਨਾਸ਼ਕਾਰੀ","ବିନାଶକାରୀ, ବିନାଶକାରୀ |"
"ਪਛਾਣ, ਖੋਜ","ପରିଚୟ, ଚିହ୍ନଟ"
ਕੁਲੈਕਟਰ,ସଂଗ୍ରହକାରୀ
ਨਿਰਧਾਰਨਵਾਦ,ନିର୍ଣ୍ଣୟ
ਨਿਰਧਾਰਕ,ନିର୍ଣ୍ଣୟକାରୀ
ਨਿਰਧਾਰਨ,ନିଷ୍ଠା
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,ନିର୍ଣ୍ଣୟ କରିବାକୁ
ਨਿਰਧਾਰਿਤ,ସ୍ଥିର ହୋଇଛି
ਡਿਊਟਰੋਨ,ଡିଟେରନ୍
"ਪ੍ਰਗਟ, ਵਿਕਾਸ, ਵਿਕਾਸ","ପ୍ରକାଶ, ବିକାଶ, ବିକାଶ"
"ਵਿਕਾਸਕਾਰ, ਵਿਕਾਸਕਾਰ","ବିକାଶକାରୀ, ବିକାଶକାରୀ"
"ਵਿਕਾਸ, ਵਿਕਾਸ","ବିକାଶ, ବିକାଶ"
ਭਟਕਣਾ,ବ୍ୟତିକ୍ରମ
ਤ੍ਰੇਲ,କାକର
ਤ੍ਰੇਲ ਬਿੰਦੂ,କାକର ବିନ୍ଦୁ |
ਦੱਖਣੀ ਪੋਲਰਾਈਜ਼ਰ,ଦକ୍ଷିଣ ପୋଲାରାଇଜର
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,ନିଦାନ ପରୀକ୍ଷା
ਵਿਕਰਣ,ତ୍ରିକୋଣୀୟ
ਚਿੱਤਰ,ଚିତ୍ର
ਚਿੱਤਰ,ଚିତ୍ର
ਡਾਇਲ,ଡାଏଲ୍ କରନ୍ତୁ |
ਡਾਇਮੈਗਨੈਟਿਕ,ଡାଇମାଗ୍ନେଟିକ୍ |
"ਡਾਇਮੈਗਨੇਟੋਲੋਜੀ, ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ","ଡାଇମାଗ୍ନେଟୋଲୋଜି, ଡାଇମାଗ୍ନେଟିକ୍ ପଦାର୍ଥ |"
diamagnetism,ଡାଇମାଗ୍ନେଟିଜିମ୍ |
ਵਿਆਸ,ବ୍ୟାସ
ਵਿਆਸ ਦੇ ਉਲਟ,ହୀରା ବିପରୀତ |
"ਹੀਰਾ, ਹੀਰਾ","ହୀରା, ହୀରା |"
ਡਾਇਆਫ੍ਰਾਮ ਡਾਇਆਫ੍ਰਾਮ,"ଡାଇଫ୍ରାଗମ୍, ଡାଇଫ୍ରାଗମ୍ |"
ਗਰਮੀ ਐਕਸਚੇਂਜ,ଉତ୍ତାପ ବିନିମୟ
ਗਰਮੀ ਐਕਸਚੇਂਜ,ଉତ୍ତାପ ବିନିମୟ
"diatonic swaragram, diatonic swaragram","ଡାଏଟୋନିକ୍ ସ୍ୱରାଗ୍ରାମ, ଡାଏଟୋନିକ୍ ସ୍ୱରାଗ୍ରାମ |"
"ਵਿਭਾਜਨ, ਅਰਧ-ਕਲਾ","ବିଭାଜନ, ଅର୍ଦ୍ଧ-କଳା |"
dichromate ਸੈੱਲ,ଡିଚ୍ରୋମେଟ୍ ସେଲ୍ |
"ਦੁਚਿੱਤੀ, ਵਿਜ਼ੂਅਲ ਡਿਕੋਟੋਮੀ, ਲੈਵਲ ਡਿਕੋਟੋਮੀ","ଡିଚୋଟୋମି, ଭିଜୁଆଲ୍ ଡିଚୋଟୋମି, ଲେଭଲ୍ ଡିଚୋଟୋମି |"
ਡਿਕਟਾਫੋਨ,ଡିକ୍ଟଫୋନ୍ |
ਡਾਇਲੈਕਟ੍ਰਿਕ,ଡାଇଲେକ୍ଟ୍ରିକ୍ |
ਡਾਇਲੈਕਟ੍ਰਿਕਸ,ଡାଇଲେକ୍ଟ୍ରିକ୍ସ |
ਡੀਜ਼ਲ ਚੱਕਰ,ଡିଜେଲ ଚକ୍ର
ਪਾੜਾ,ଫାଙ୍କ
"ਡਿਫਰੈਂਸ਼ੀਅਲ ਫ੍ਰੀਕੁਐਂਸੀ, ਡਿਵੀਏਸ਼ਨ ਬਾਰੰਬਾਰਤਾ","ଭିନ୍ନକ୍ଷମ ଫ୍ରିକ୍ୱେନ୍ସି, ଡିଭାଇସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |"
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ","ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ, ଭିନ୍ନ |"
ਵਿਭਿੰਨ ਸਮਾਈ,ଭିନ୍ନକ୍ଷମ ଅବଶୋଷଣ |
ਡਿਸਟਿੰਕਸ਼ਨ ਐਂਪਲੀਫਾਇਰ,ଭିନ୍ନତା ଆମ୍ପ୍ଲିଫାୟର୍ |
"ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ, ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ","ଅନୁପ୍ରବେଶକାରୀ କ୍ୟାଲୋରିମିଟର, ଅନୁପ୍ରବେଶକାରୀ କ୍ୟାଲୋରିମିଟର |"
ਵਿਭਿੰਨ ਕੈਪਸੀਟਰ,ଭିନ୍ନକ୍ଷମ କ୍ୟାପେସିଟର୍ |
ਅੰਤਰ ਜ਼ੋਨ,ଭିନ୍ନକ୍ଷମ ଜୋନ୍ |
ਵਿਭਿੰਨ ਪ੍ਰਸਾਰ,ଭିନ୍ନ ଭିନ୍ନ ବିସ୍ତାର |
ਅੰਤਰ ਸਮੀਕਰਨ,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
ਵਿਭਿੰਨ ਵਿਸਥਾਪਨ ਗੁਣਾਂਕ,ଭିନ୍ନକ୍ଷମ ବିଲୁପ୍ତ ଗୁଣବତ୍ତା |
ਇੰਟਰਮੀਟਰ ionization ਚੈਂਬਰ,ଇଣ୍ଟରମିଟର ଆୟନାଇଜେସନ୍ ଚାମ୍ବର |
ਵਿਭਿੰਨ ਆਈਸੋਟੋਪ ਵਿਧੀ,ଭିନ୍ନକ୍ଷମ ଆଇସୋଟୋପ୍ ପଦ୍ଧତି |
ਅੰਤਰ ਵੇਗ,ଭିନ୍ନକ୍ଷମ ବେଗ
ਵੱਖਰਾ,ଭିନ୍ନ କର |
"ਵਿਭਿੰਨ, ਵਿਭਿੰਨਤਾ","ଭିନ୍ନ, ଭିନ୍ନ"
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","ଭିନ୍ନତା, ଭିନ୍ନତା |"
ਭਿੰਨਤਾ,ବିଭାଜନ
ਡਿਫ੍ਰੈਕਟੋਮੀਟਰ,ଡିଫ୍ରାକ୍ଟୋମିଟର |
"ਫੈਲਿਆ ਹੋਇਆ, ਫੈਲਿਆ ਹੋਇਆ","ବିସ୍ତାରିତ, ବିସ୍ତାରିତ |"
ਫੈਲਿਆ,ବିସ୍ତାରିତ |
ਫੈਲਾ,ବିସ୍ତାର
ਵਿਭਿੰਨਤਾ,ବିସ୍ତାର
"ਅੰਕ, ਵਿਆਸ, ਉਂਗਲੀ","ସଂଖ୍ୟା, ବ୍ୟାସ, ଆଙ୍ଗୁଠି |"
ਡਿਜ਼ੀਟਲ ਰਿਕਾਰਡਿੰਗ,ଡିଜିଟାଲ୍ ରେକର୍ଡିଂ |
ਡਿਜ਼ੀਟਲ ਵੋਲਟਮੀਟਰ,ଡିଜିଟାଲ୍ ଭୋଲ୍ଟମିଟର |
ਦੋ-ਆਈਸੋਟੋਪਿਕ ਤੱਤ,ଦ୍ୱି-ଆଇସୋଟୋପିକ୍ ଉପାଦାନଗୁଡିକ |
ਫੈਲਾ,ବିସ୍ତାର
ਵਿਸਤਾਰ ਵਿਕਾਰ,ବିସ୍ତାର ବିକୃତି |
ਐਕਸੋਮੀਟਰ,ଏକ୍ସୋମିଟର
ਵਿਸਫਾਰਿਨੀ,ଭିସଫାରିନି |
"ਐਕਸਟੈਂਸ਼ਨ, ਲੰਬਾਈ-ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ","ବିସ୍ତାର, ଦ length ର୍ଘ୍ୟ-ମୋଟେଇ, ଆକାର, ଶକ୍ତି |"
ਆਯਾਮੀ,ଡାଇମେନ୍ସନାଲ୍ |
ਆਯਾਮ,ପରିମାପ
ਬੀਮਾ ਯੂਨਿਟ,ବୀମା ୟୁନିଟ୍
ਅਯਾਮ ਰਹਿਤ ਅਯਾਮ,ପରିମାପହୀନ ପରିମାପ |
"ਘਟਾਓ, ਕਮੀ","ହ୍ରାସ, ହ୍ରାସ"
ਚਮਕਦਾਰ,ଉଜ୍ଜ୍ୱଳ
ਡਾਇਓਡ,ଡାୟୋଡ୍
diopter,diopter
ਅਪਵਰਤਨ ਜ਼ੋਨ,ପ୍ରତିକ୍ରିୟା କ୍ଷେତ୍ର
ਰਿਫ੍ਰੈਕਟਿੰਗ ਲੈਂਸ,ରିଫାକ୍ଟିଂ ଲେନ୍ସ |
"ਝੁਕਣਾ, ਮੱਥਾ ਟੇਕਣਾ, ਕੁੰਡ","ପ୍ରଣାମ କର, ପ୍ରଣାମ କର"
ਡਿੱਗਣ ਦਾ ਕੋਣ,ପତନର କୋଣ
dipole,ଡିପୋଲ୍
ਬਾਇਪੋਲਰ ਪਰਤ,ଦ୍ୱିପାକ୍ଷିକ ସ୍ତର |
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,dirac delta function
"ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਉਲਟ","ସିଧା, ସିଧା, ସିଧା, ପ୍ରତ୍ୟକ୍ଷ, ବିପରୀତ |"
ਅਨੁਲੋਮ ਸਬੰਧ,ଆନୁଲୋମ୍ ସମ୍ପର୍କ
ਸਿੱਧਾ ਮੌਜੂਦਾ,ସିଧାସଳଖ କରେଣ୍ଟ୍ |
ਸਿੱਧਾ,ସିଧାସଳଖ |
"ਸਿੱਧੀ ਹਿੱਟ, ਸਿੱਧੀ ਹਿੱਟ","ପ୍ରତ୍ୟକ୍ଷ ପ୍ରଭାବ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରଭାବ |"
"ਦਿਸ਼ਾ, ਦਿਸ਼ਾ","ଦିଗ, ଦିଗ"
ਦਿਸ਼ਾਤਮਕ,ଦିଗଦର୍ଶନ
ਸਪੇਸ ਸਥਿਰਤਾ,ସ୍ଥାନ ସ୍ଥିରତା |
"dicosine, dico-cosine","ଡିକୋସିନ୍, ଡିକୋସିନ୍ |"
"ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼","ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ, ଦିଗଦର୍ଶନ"
ਦਿਸ਼ਾ,ଦିଗଦର୍ଶନ |
ਆਮ ਜਾਲੀ,ସାଧାରଣ ଜଟଣୀ |
ਸਿੱਧੀ ਲਾਈਨ,ସିଧା ରେଖା |
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,କ୍ରମିକ ଅନୁପାତ |
ਸਿੱਧੀ ਵਿਧੀ,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
ਦਿਸ਼ਾ,ଦିଗ
ਡਾਇਰੈਕਟ ਰੀਡਿੰਗ ਡਿਵਾਈਸ,ସିଧାସଳଖ ପଠନ ଉପକରଣ |
ਸਾਹਮਣੇ ਦੂਰਬੀਨ,ପୂର୍ବରୁ ଟେଲିସ୍କୋପ୍ |
"ਵਸਤੂ, ਚੱਕਰ, ਡਿਸਕ, ਡਿਸਕ","ବସ୍ତୁ, ବୃତ୍ତ, ଡିସ୍କ, ଡିସ୍କ |"
"ਇਮਰਸ਼ਨ, ਇਫਿਊਜ਼ਨ, ਬਲੀਚਿੰਗ","ବୁଡ ପକାଇବା, ଇଫ୍ୟୁଜନ୍, ବ୍ଲିଚିଂ |"
ਪਾਣੀ ਵਿੱਚ ਡੁੱਬਣਾ,ଜଳ ବୁଡିବା |
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਫ੍ਰੈਕਚਰ","ବିଚ୍ଛିନ୍ନତା, ବିଚ୍ଛିନ୍ନତା, ଭଙ୍ଗା |"
ਲਗਾਤਾਰ,ବନ୍ଦ
"ਖੋਜ, ਖੋਜ","ଅନୁସନ୍ଧାନ, ସନ୍ଧାନ |"
ਅੰਤਰ,ଅସଙ୍ଗତି |
ਕਣ,କଣିକା
"ਕਨਕੇਵ ਐਂਟੀਨਾ, ਡਿਸ਼ ਐਂਟੀਨਾ","କନକେଭ୍ ଆଣ୍ଟେନା, ଡିସ୍ ଆଣ୍ଟେନା |"
"ਭੰਗ, granulation","ବିଲୋପ, ଗ୍ରାନୁଲେସନ୍ |"
ਭੰਗ ਸਥਿਰ,ବିଲୋପ ସ୍ଥିର |
ਖਰਾਬੀ ਊਰਜਾ,ବିସର୍ଜନ ଶକ୍ତି |
ਭੰਗ ਅੱਧਾ ਜੀਵਨ,ଅଧା ଜୀବନ ବିଲୋପ |
ਭੰਗ ਸੀਮਾ ਹੈ,ବିଲୋପ ଗ୍ରେଡ୍
"dislocation, dislocation, dislocation, dislocation","ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର, ସ୍ଥାନାନ୍ତର |"
"ਫਾਲਟ ਲਾਈਨ, ਫਾਲਟ ਕੋਰ","ତ୍ରୁଟି ରେଖା, ତ୍ରୁଟି କୋର |"
ਨੁਕਸ ਲੂਪ,ତ୍ରୁଟି ଲୁପ୍ |
"ਵਿਕਾਰ, ਵਿਕਾਰ, ਵਿਕਾਰ","ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା |"
ਹਫੜਾ-ਦਫੜੀ,ବିଶୃଙ୍ଖଳା
"ਉਲਝਣ, ਉਲਝਣ","ଦ୍ୱନ୍ଦ୍ୱ, ଦ୍ୱନ୍ଦ୍ୱ |"
"ਖਿੰਡੇ ਹੋਏ, ਖਿੰਡੇ ਹੋਏ","ବିଛିନ୍ନ, ବିଛିନ୍ନ |"
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ","ବିଚ୍ଛେଦ, ବିଛାଇବା |"
ਪ੍ਰੋਜੈਕਟਾਈਲ,ପ୍ରୋଜେକ୍ଟଲ୍
dispersant,ବିସର୍ଜନକାରୀ |
ਪ੍ਰਤੀਬਿੰਬਤਾ,ପ୍ରତିଫଳନ
ਵਿਸਥਾਪਨ,ବିସ୍ଥାପନ
ਪ੍ਰਦਰਸ਼ਨੀ,ପ୍ରଦର୍ଶନ
ਕੰਸੋਲ,କୋନସୋଲ
ਬੰਦ ਕਰਨ ਦੀ ਤਾਕਤ,ଅସନ୍ତୁଷ୍ଟ ଶକ୍ତି |
ਅਸਮਾਨ,ଅସମାନ
ਸੜਨ ਗੁਣਾਂਕ,କ୍ଷୟ କୋଏଫିସିଏଣ୍ଟ୍ |
ਖਰਾਬ ਕਰਨ ਵਾਲਾ,କ୍ଷତିକାରକ |
ਸੜਨ ਸਿਸਟਮ,କ୍ଷୟ ପ୍ରଣାଳୀ |
ਵੱਖ ਕਰਨ ਯੋਗ,ପୃଥକ
ਵੱਖ ਕੀਤਾ,ଅଲଗା
ਸੁਭਾਅ,ସ୍ୱଭାବ
ਗੈਰ-ਅਨੁਕੂਲਤਾ,ଅସଙ୍ଗତି
ਦੂਰੀ,ଦୂରତା
ਦੂਰ,ଦୂର
"ਵੱਖਰਾ, ਵੱਖਰਾ, ਵੱਖਰਾ, ਭਾਵਪੂਰਤ","ପୃଥକ, ଭିନ୍ନ, ଭିନ୍ନ, ଭାବପ୍ରବଣ |"
ਵਿਤਕਰਾ,ଭେଦଭାବ
ਵੱਖਰੀ ਜਾਇਦਾਦ,ପୃଥକ ସମ୍ପତ୍ତି |
"ਵੱਖਰਾ ਕਰਨਾ, ਵੱਖਰਾ ਕਰਨਾ","ଭିନ୍ନ କର, ଭିନ୍ନ କର |"
ਵਿਗਾੜਨਾ,ବିକୃତ
ਵਿਕਾਰ,ବିକଳାଙ୍ଗତା |
deformation ਲਚਕਤਾ,ବିକୃତି ଇଲାସ୍ଟିସିଟି |
ਵੰਡਿਆ ਐਂਪਲੀਫਾਇਰ,ବଣ୍ଟିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
"ਵੰਡ, ਵੰਡ","ବଣ୍ଟନ, ବଣ୍ଟନ"
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |"
ਗੜਬੜ,ବିଶୃଙ୍ଖଳା
"ਦੁਖੀ, ਵਿਗੜਿਆ ਸੰਤੁਲਨ","ବିବ୍ରତ, ବିଚଳିତ ସନ୍ତୁଳନ |"
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਤਾਕਤ,ବିଚଳିତ ଶକ୍ତି
"ਅਹਨਿਕ, ਦਿਵਾਚਰ, ਦਿਵਾ, ਨਿੱਤ","ଅହନିକ୍, ଡିଭାଚର, ଡିଭା, ଦ Daily ନିକ |"
ਰੋਜ਼ਾਨਾ ਦੀ ਗਤੀ,ଦ daily ନିକ ଗତି
ਦੋ-ਪੱਖੀ,ସମାନ୍ତରାଳ |
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ","ବିସ୍ତାର କର, ବିସର୍ଜନ କର |"
"ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |"
ਵੱਖਰੇ,ବିଭେଦ
ਡਾਇਵਰਸ਼ਨ,ଡାଇଭର୍ସନ
"ਵੰਡਿਆ, ਵੰਡਿਆ","ବିଭାଜିତ, ବିଭାଜିତ |"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |"
ਆਇਨੋਸਫੀਅਰ ਦੀ ਡੀ ਪਰਤ,ଆୟନୋସାଇଫର୍ ର D ସ୍ତର |
"ਖੇਤਰ, ਸੂਬਾ, ਖੇਤਰ, ਡੋਮੇਨ","ଅଞ୍ଚଳ, ପ୍ରଦେଶ, ଅଞ୍ଚଳ, ଡୋମେନ୍ |"
"ਗੁੰਬਦ, ਗੁੰਬਦ","ଗୋବର, ଗମ୍ବୁଜ |"
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸਥਿਤੀ,ପ୍ରଭାବଶାଳୀ ପଦ |
ਦਾਨੀ ਪੱਧਰ,ଦାତା ସ୍ତର |
ਮਦਿਤ ਸੰਧੀ,ମାଡିଟ୍ ଚୁକ୍ତି |
"ਮਿਲਾਵਟ, ਮਿਲਾਵਟ","ବ୍ୟଭିଚାର, ବ୍ୟଭିଚାର"
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ଡୋପଲର ପ୍ରଭାବ
"ਖੁਰਾਕ, ਖੁਰਾਕ","age ଷଧ, age ଷଧ"
ਕੁਆਂਟੋਮੀਟਰ,କ୍ୱାଣ୍ଟୋମିଟର |
"ਬਿੰਦੀ ਵਾਲਾ, ਬਿੰਦੀ ਵਾਲਾ","ବିନ୍ଦୁ, ବିନ୍ଦୁ"
"ਡਬਲ, ਡਿਪਲੋਇਡ, ਜੋੜਾ, ਦੋਹਰਾ, ਆਮ, ਦੋਹਰਾ","ଡବଲ୍, ଡିପ୍ଲଏଡ୍, ଯୋଡି, ଡୁଆଲ୍, ସାଧାରଣ, ଡିଚୋଟୋମସ୍ |"
ਡਬਲ ਬਾਂਡ,ଡବଲ୍ ବଣ୍ଡ୍ |
biconvex ਲੈਨਜ,ବାଇକୋନଭେକ୍ସ ଲେନ୍ସ |
biconvex ਲੈਨਜ,ବାଇକୋନଭେକ୍ସ ଲେନ୍ସ |
ਬਾਈਨਰੀ ਅੰਤਰ,ବାଇନାରୀ ଭିନ୍ନକ୍ଷମ |
ਡਬਲ ionization,ଡବଲ୍ ଆୟନାଇଜେସନ୍ |
ਡਬਲ ਅਣੂ,ଡବଲ୍ ଅଣୁ
ਡਬਲ ਸ਼ੁੱਧਤਾ,ଦୁଇଥର ସଠିକତା |
ਦੋਹਰਾ ਅਪਵਰਤਨ,ଦୁଇଥର ପ୍ରତିଫଳନ |
ਡਬਲ ਸੀਰੀਜ਼,ଡବଲ୍ ସିରିଜ୍ |
ਤਾਰਿਆਂ ਦੀ ਜੋੜੀ,ଯୁଗଳ ତାରା |
ਡਬਲ,ଦୁଇଥର |
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ ਜੋੜਾ,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ ଯୋଡି |
"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ","ବିସ୍ତାର, ବିସ୍ତାର"
ਦੁੱਗਣਾ ਚਾਰਜ ਵਾਲਾ ਕਣ,ଦ୍ୱିଗୁଣିତ ଚାର୍ଜ କଣିକା |
ਭ੍ਰਿਸ਼ਟ,ଭ୍ରଷ୍ଟାଚାର
ਡਬਲ ionized,ଡବଲ୍ ଆୟନାଇଜଡ୍ |
ਹੇਠਾਂ ਵੱਲ,ତଳକୁ
ਟ੍ਰੈਕਸ਼ਨ ਧਾਤੂ ਧਾਤੂ ਅਰਧ ਸੰਖੇਪ,ଟ୍ରାକ୍ସନ୍ ଖଣି ଖଣି ସେମି କମ୍ପାକ୍ଟ |
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |
"ਵਾਹ, ਵਹਾਅ, ਅਪੋਧ, ਵਹਿਣਾ (ਖਨਨ), ਪੰਝ (ਭੋਜਨ), ਵਿਸਥਾਪਨ","ୱା, ରନ୍ଫ୍, ଆପୋଡ୍, ଡ୍ରିଫ୍ଟ (ଖଣି), ପଞ୍ଜ (ଖାଦ୍ୟ), ବିସ୍ଥାପନ |"
ਰਨਆਫ ਸਟ੍ਰੀਮ,ରନ୍ ଅଫ୍ ଷ୍ଟ୍ରିମ୍ |
ਕਾਰਜਸ਼ੀਲ,କାର୍ଯ୍ୟକ୍ଷମ
ਸੰਚਾਲਨ ਵੋਲਟੇਜ,ଚାଳନା ଭୋଲଟେଜ୍ |
ਛੋਟੀ ਗੇਂਦ,ପେଟି ବଲ୍ |
ਅਚਾਨਕ ਬਰੇਕ,ହଠାତ୍ ବିରତି |
"ਬਿੰਦੀ, ਮਾਈਕ੍ਰੋ ਪੁਆਇੰਟ, ਬੂੰਦ","ବିନ୍ଦୁ, ମାଇକ୍ରୋ ପଏଣ୍ଟ, ଡ୍ରପଲେଟ୍ |"
ਗਿਰਾਵਟ,ପତନ
ਸੁੱਕਾ,ଶୁଖିଲା |
ਸੁੱਕਾ ਸੁੱਕਾ ਹਾਈਗਰੋਮੀਟਰ,ଶୁଖିଲା ଶୁଖିଲା ହାଇଗ୍ରୋମିଟର |
ਅਸਫਲ ਸੰਪਰਕ,ଯୋଗାଯୋଗ ବିଫଳ ହେଲା |
"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ","ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |"
"ਨਲੀ, ਨਲਕੀ",ନଳୀ
ਤਣਾਅ ਵਾਲਾ,ଟେନସାଇଲ୍ |
ਤਣਾਅ ਵਾਲਾ,ଟେନସାଇଲ୍ |
ਮੱਧਮ,ଅନ୍ଧକାର
ਚੁੱਪ,ମୂକ
ਪੇਸ਼ਗੀ,ଜମା
ਵਾਮਨ ਤਾਰਾ,ଭମାନ ତର |
ਦੋਹਰਾ ਧੁਰਾ,ଡବଲ୍ ଅକ୍ଷ
ਗਤੀਸ਼ੀਲ,ଗତିଶୀଳ |
