Tamil,Malayalam
முடிவு செயல்பாடு,തീരുമാനം പ്രവർത്തനം
முடிவு பிரச்சனை,തീരുമാന പ്രശ്നം
முடிவெடுக்கும் செயல்முறை,തീരുമാന പ്രക്രിയ
முடிவு விதி,തീരുമാനം ഭരണം
முடிவு திட்டமிடல்,തീരുമാനം ആസൂത്രണം
முடிவு இடம்,തീരുമാന സ്ഥലം
முடிவு கோட்பாடு,തീരുമാന സിദ്ധാന്തം
தீர்ப்பு புத்தகம்,വിധി പുസ്തകം
முடிவு மாறி,തീരുമാനം വേരിയബിൾ
வகைப்பாடு,വർഗ്ഗീകരണം
"எழுச்சி, புரட்சி, எழுச்சி, சரிவு","കോലാഹലം, വിപ്ലവം, കോലാഹലം, തകർച്ച"
ஐசோமெட்ரிக் வட்டம்,ഐസോമെട്രിക് സർക്കിൾ
காற்றழுத்தமானி,ബാരോമീറ്റർ
"குறிவிலக்கி, குறிவிலக்கி","ഡീകോഡർ, ഡീകോഡർ"
"குறியாக்கம், குறியாக்கம்","എൻകോഡിംഗ്, ഡീകോഡിംഗ്"
முகவரி குறியாக்கம்,വിലാസ എൻക്രിപ്ഷൻ
குறியாக்க செயல்பாடு,എൻകോഡിംഗ് പ്രവർത്തനം
தரவு மாறுபாடு,ഡാറ്റ വ്യതിയാനം
தரவு மாற்றி,ഡാറ്റ കൺവെർട്ടർ
"சிதைவு, கரைதல்","വിഘടനം, പിരിച്ചുവിടൽ"
தனிமைப்படுத்தப்பட்ட பகுதி,ഒറ്റപ്പെടൽ പ്രദേശം
விலகல் விதி,ഡിസോസിയേഷൻ നിയമം
சிதைவு மின்னழுத்தம்,വിഘടിപ്പിക്കൽ വോൾട്ടേജ്
டிகம்பரஷ்ஷன்,ഡീകംപ്രഷൻ
தூய்மைப்படுத்துதல்,അണുവിമുക്തമാക്കൽ
தூய்மையாக்கல் குணகம்,മലിനീകരണ ഗുണകം
அலங்காரம்,അലങ്കാരം
இணைத்தல் வடிகட்டி,സംയോജന ഫിൽട്ടർ
இணைத்தல் பொறி,സംയോജന കെണി
இணைத்தல்,സംയോജനം
செயல்பாடு குறைகிறது,പ്രവർത്തനം കുറയുന്നു
வானிலை,കാലാവസ്ഥ
வானிலை மண்டலம்,കാലാവസ്ഥാ മേഖല
வானிலை அடிப்படையிலான அளவீடு,കാലാവസ്ഥ അടിസ്ഥാനമാക്കിയുള്ള ഗേജ്
குறைந்த அளவு,താഴ്ന്ന ഗേജ്
புரிந்துகொள்ளுதல்,മനസ്സിലാക്കൽ
தசாப்தம்,ദശാബ്ദം
மீறல்,ലംഘനം
அதிர்வு பொறி,വൈബ്രേഷൻ കെണി
காந்தமாக்கி,demagnetizer
"de-energize, de-energize","ഊർജ്ജസ്വലമാക്കുക, ഊർജമാക്കുക"
அடித்தளம்,സബ്ഫ്ലോർ
ஆழமான இடம்,ആഴമുള്ള സ്ഥലം
ஆழமான விண்வெளி ஆய்வாளர்,ആഴത്തിലുള്ള ബഹിരാകാശ പര്യവേക്ഷകൻ
மெல்லிசை,ഈണം
ஸ்டாக் ஹார்ன் ஆண்டெனா,സ്റ്റാഗ് ഹോൺ ആന്റിന
"குறைபாடு, பிழை, சேதம், குறைபாடு","വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്"
தவறான,തെറ്റായ
மோசமான பார்வை,മോശം കാഴ്ച
குற்றவாளி,കുറ്റവാളി
"பாதுகாப்பு சாதனம், பாதுகாப்பு சாதனம்","സംരക്ഷണ ഉപകരണം, പ്രതിരോധ ഉപകരണം"
பாதுகாப்பு தீ திறன்,പ്രതിരോധ അഗ്നി ശേഷി
"பாதுகாப்பு ஆயுதம், பாதுகாப்பு ஏவுகணை","പ്രതിരോധ ആയുധം, പ്രതിരോധ മിസൈൽ"
நோய் எதிர்ப்பு ஆராய்ச்சி,രോഗപ്രതിരോധ ഗവേഷണം
வரம்பு கதவு,ലിമിറ്റർ വാതിൽ
வரம்பு தடை,ലിമിറ്റർ തടസ്സം
வரம்பு கால்குலேட்டர்,ലിമിറ്റർ കാൽക്കുലേറ്റർ
"வரையறை, தெளிவு, உறுதி","നിർവചനം, വ്യക്തത, ഉറപ്പ്"
தெளிவு சோதனை விளக்கப்படம்,ക്ലാരിറ്റി ടെസ്റ്റ് ചാർട്ട്
முடிவான வட்டம்,നിർണായക വൃത്തം
படத்தின் தெளிவு,ചിത്രത്തിന്റെ വ്യക്തത
இசை தெளிவு,സംഗീത വ്യക്തത
விபுல்தாரா செல்,വിപുൽധര സെൽ
திசைதிருப்ப,വ്യതിചലിപ്പിക്കുക
திசைதிருப்பும் விசை ஜோடி,deflecting force pair
"விலகல், விலகல்","വ്യതിചലനം, വ്യതിചലനം"
"விலகல் கோணம், விலகல் கோணம்","വ്യതിചലനകോണ്, വ്യതിചലനകോണ്"
விலகல் குணகம்,വ്യതിചലന ഗുണകം
"விலகல் சுருள், விலகல் யோக்கர்","ഡിഫ്ലെക്ഷൻ കോയിൽ, ഡിഫ്ലെക്ഷൻ യോക്കർ"
திசை திருப்பும் கவனம்,ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്
விலகல் மின்முனை,ഡിഫ്ലെക്ഷൻ ഇലക്ട്രോഡ്
விலகல் காரணி,വ്യതിചലന ഘടകം
விலகல் மண்டலம்,വ്യതിചലന മേഖല
விலகல் ஜெனரேட்டர்,ഡിഫ്ലെക്ഷൻ ജനറേറ്റർ
விலகல் பண்பேற்றப்பட்டது,വ്യതിചലനം മോഡുലേറ്റ് ചെയ്തു
ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்,ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം
சுருக்க தட்டுகள்,ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ
விலகல் புள்ளி,വ്യതിചലന പോയിന്റ്
விலகல் துருவமுனைப்பு,വ്യതിചലനം ധ്രുവീകരണം
deflective potentiometer,ഡിഫ്ലെക്റ്റീവ് പൊട്ടൻഷിയോമീറ്റർ
விலகல் உணர்திறன்,വ്യതിചലനം സംവേദനക്ഷമത
விலகல் பொறிமுறை,വ്യതിചലനം സംവിധാനം
விலகல் டென்சர்,ഡിഫ്ലെക്ഷൻ ടെൻസർ
"விலகல் வால்வு, பீம் விலகல் குழாய்","ഡിഫ്ലെക്ഷൻ വാൽവ്, ബീം ഡിഫ്ലെക്ഷൻ ട്യൂബ്"
விலகல் மின்னழுத்தம்,ഡിഫ്ലെക്ഷൻ വോൾട്ടേജ്
"விலகல் சுருள், விலகல் யோக்கர்","ഡിഫ്ലെക്ഷൻ കോയിൽ, ഡിഫ്ലെക്ഷൻ യോക്കർ"
விலகல்-இரட்டை கண்ணாடி,വ്യതിചലനം-ഇരട്ട കണ്ണാടി
மையப்படுத்தப்பட்ட பிரதிபலிப்பு,കേന്ദ്രീകരിക്കപ്പെട്ട പ്രതിഫലനം
கவனம்,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
டிஃபோகஸ் விளைவு,ഡിഫോക്കസ് പ്രഭാവം
சிதைவு,വൈകല്യം
சிதைக்கக்கூடிய பொருள்,രൂപഭേദം വരുത്താവുന്ന വസ്തു
சிதைந்த எலக்ட்ரான்,രൂപഭേദം വരുത്തിയ ഇലക്ട്രോൺ
"சிதைவு, சிதைவு","വക്രീകരണം, വക്രീകരണം"
சிதைவு வளைவு,രൂപഭേദം വക്രം
சிதைவு விளைவு,വക്രീകരണ പ്രഭാവം
உருமாற்றம் நீள்வட்டம்,രൂപഭേദം ദീർഘവൃത്താകൃതി
உருமாற்ற ஆற்றல்,രൂപഭേദം ഊർജ്ജം
அயன் சிதைவு,അയോൺ വക്രീകരണം
பாதை சிதைவு,പാത വക്രീകരണം
விலகல் புள்ளி,വക്രീകരണ പോയിന്റ്
சிதைவு திறன்,രൂപഭേദം സാധ്യത
சிதைவு திறன் மாறிலி,രൂപഭേദം സാധ്യമായ സ്ഥിരാങ്കം
விகாசன்,വിഗാസൺ
விகாசன்,വിഗാസൺ
"விகாசாக், விகாசித்ரா","വിഗാസക്, വിഗസിത്ര"
விகாசன்,വിഗാസൺ
வாயு நீக்கம்,വാതക നീക്കം
சிதறல்,വിസരണം
தானியங்கி (காந்த) டிமேக்னடைசர்,ഓട്ടോമാറ്റിക് (കാന്തിക) ഡീമാഗ്നെറ്റൈസർ
(காந்த) சிதறல்,(കാന്തിക) വ്യാപനം
(காந்த) விலகல் சுருள்,(കാന്തിക) ഡിഫ്ലെക്ഷൻ കോയിൽ
"அநாகரிகம், துஷ்பிரயோகம்","ധിക്കാരം, ധിക്കാരം"
ஊழல் புள்ளி,അഴിമതി പോയിന്റ്
தவறான உருவாக்கம் காரணி,വികലമായ ഘടകം
தூய்மையற்ற அளவுரு,അശുദ്ധി പരാമീറ്റർ
"இழிவுபடுத்தப்பட (ver.), தாழ்த்தப்பட்ட (ed.), தாழ்த்தப்பட்ட (v.)","തരംതാഴ്ത്തപ്പെടുക (പതിപ്പ്), തരംതാഴ്ത്തുക (എഡി.), തരംതാഴ്ത്തുക (വി.)"
ஊழல் சங்கிலி கிளை,അഴിമതി ചെയിൻ ബ്രാഞ്ച്
நிறுத்தப்பட்ட குறியீடு,ഒഴിവാക്കിയ കോഡ്
collimated கடத்தல் பட்டை,collimated കണ്ടക്ഷൻ ബാൻഡ്
சிதைந்த எலக்ட்ரான் வாயு,ഡീജനറേറ്റ് ഇലക്ട്രോൺ വാതകം
கழிவு வாயு,മാലിന്യ വാതകം
சிதைந்த சாம்பல்,തരംതാഴ്ന്ന ചാരം
கழிவு பொருள்,പാഴ് വസ്തു
சிதைந்த குறைக்கடத்தி,ഡീജനറേറ്റ് അർദ്ധചാലകം
ஊழல் அமைப்பு,അഴിമതി നിറഞ്ഞ സംവിധാനം
"சிதைவு, சிதைவு, சிதைவு, சிதைவு","ഡീജനറേഷൻ, ഡിനൈട്രിഫിക്കേഷൻ, ഡിഗ്രേഡേഷൻ, ഡീജനറേഷൻ"
ஆற்றல் சிதறல்,ഊർജ്ജ വിസർജ്ജനം
விரோதமான மறு முதலீடு,ശത്രുതാപരമായ പുനർനിക്ഷേപം
கொள்ளளவு மின்னழுத்தம்,കപ്പാസിറ്റൻസ് വോൾട്ടേജ്
"degradation, degradation, degradation","അപചയം, അധഃപതനം, അപചയം"
"நிழல் பட்டை, அரிய இசைக்குழு","ഷാഡോ ബാൻഡ്, അപൂർവ ബാൻഡ്"
"பட்டம், பட்டம், பட்டம், பட்டம், அளவு, அளவு, எண்","ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, മാഗ്നിറ്റ്യൂഡ്, ന്യൂമറേറ്റർ"
கோணல் மாடுலஸ்,ആംഗ്ലർ മോഡുലസ്
துல்லியத்தின் அளவு,കൃത്യതയുടെ അളവ്
திரட்டல் அளவு,അഗ്രഗേഷൻ വോളിയം
செறிவு-தொகுதி,ഏകാഗ്രത-വോളിയം
"தூய்மை-அளவு, தூய்மையற்ற பின்னம்","അശുദ്ധി-അളവ്, അശുദ്ധി അംശം"
விலகல் அளவு,ഡിസോസിയേഷൻ അളവ്
செழிப்பு மாடுலஸ்,സമൃദ്ധി മോഡുലസ്
"சுதந்திரத்தின் அளவு, சுதந்திரத்தின் அளவு","സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം"
அயனியாக்கம் அளவு,അയോണൈസേഷന്റെ അളവ്
பண்பேற்றத்தின் அளவு,മോഡുലേഷന്റെ അളവ്
மனம் கலங்கிய நிலை,അസ്വസ്ഥത
துருவமுனைப்பு அளவு,ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി
துல்லியத்தின் அளவு,കൃത്യതയുടെ അളവ്
சீரற்ற தன்மை-அளவு,ക്രമരഹിതത-അളവ്
ஈரப்பதமாக்குதல்,dehumidification
"விவிமேன், வைபர்ஃபன்","വിവിമാൻ, വൈബർഫാൻ"
டீயோனைசேஷன் சர்க்யூட் பிரேக்கர்,ഡീയോണൈസേഷൻ സർക്യൂട്ട് ബ്രേക്കർ
டீயோனைசேஷன்,ഡീയോണൈസേഷൻ
டீயோனைசேஷன் திறன்,ഡീയോണൈസേഷൻ സാധ്യത
டீயோனைசேஷன் விகிதம்,ഡീയോണൈസേഷൻ നിരക്ക്
டீயோனைசேஷன் காலம்,ഡീയോണൈസേഷൻ കാലഘട്ടം
deionizing கட்டம்,deionizing ഗ്രിഡ്
டீயோனைசேஷன் திறன்,ഡീയോണൈസേഷൻ സാധ്യത
டீயோனைசர்,ഡീയോണൈസർ
சிதைவு (அலகு),decapoise (യൂണിറ്റ്)
டெகாட்ரான்,ഡെകാട്രോൺ
டெல் ஆபரேட்டர்,ഡെൽ ഓപ്പറേറ്റർ
டெலாபோர்ன் ப்ரிஸம்,ഡെലബോൺ പ്രിസം
delaunay சுற்றுப்பாதை உறுப்பு,delaunay പരിക്രമണ മൂലകം
தாமத தானியங்கி ஒலி கட்டுப்படுத்தி,ഓട്ടോമാറ്റിക് ഉച്ചത്തിലുള്ള കൺട്രോളർ വൈകുക
தாமத கேபிள்,കാലതാമസം കേബിൾ
தாமத சுற்று,കാലതാമസം സർക്യൂട്ട്
தாமதம் விலகல்,വികലമാക്കൽ കാലതാമസം
தாமதமான டாப்ளர் மேப்பிங்,ഡോപ്ലർ മാപ്പിംഗ് വൈകി
தாமத உறுப்பு,കാലതാമസം ഘടകം
தாமதமான லென்ஸ்,വൈകിയ ലെൻസ്
தாமத வரி,കാലതാമസം ലൈൻ
தாமத வரி நினைவகம்,കാലതാമസം ലൈൻ മെമ്മറി
தாமதம் multivibrator,കാലതാമസം മൾട്ടിവൈബ്രേറ്റർ
தாமத தொட்டி,കാലതാമസം ടാങ്ക്
தாமத காலம்,കാലതാമസം കാലയളവ്
தாமத சுழற்சி,കാലതാമസം ചക്രം
தாமத வரி பதிவு,കാലതാമസം ലൈൻ രജിസ്റ്റർ
தாமதமான ஆல்பா துகள்,വൈകി ആൽഫ കണിക
தாமதம் ஏ. வி.சி.,വൈകി എ. വി.സി.
தாமதமான லேப்ஸ் சிக்னல்,വൈകിയ ലാപ്സ് സിഗ്നൽ
தாமதமான நிகழ்வு,വൈകിയ ഇവന്റ്
தாமதமான புரட்சி,വൈകി വിപ്ലവം
தாமதமான பரவல்,കാലതാമസം വ്യാപിച്ചു
தாமதமான ஒளிரும் தன்மை,ഫ്ലൂറസെൻസ് വൈകി
தாமதமான காமா கதிர்,വൈകിയ ഗാമാ റേ
தாமதமான நியூட்ரான்,വൈകിയ ന്യൂട്രോൺ
தாமதமான நியூட்ரான் பின்னம்,വൈകി ന്യൂട്രോൺ അംശം
தாமதமான புரோட்டான்,വൈകിയ പ്രോട്ടോൺ
தாமதமான மீட்பு,കാലതാമസം വീണ്ടെടുക്കൽ
தாமதமான ஸ்கேனிங்,സ്കാനിംഗ് വൈകി
தாமதமாக திரும்புதல்,വൈകി മടങ്ങിവരവ്
தாமதமான ஒத்திசைவு சமிக்ஞை,വൈകിയുള്ള സമന്വയ സിഗ്നൽ
தாமதமான தோல்வி,വൈകി തോൽവി
எரிப்பு தடுப்பு,ജ്വലനം റിട്ടാർഡന്റ്
டெல்புரூக் சிதறல்,ഡെൽബ്രൂക്ക് സ്കാറ്ററിംഗ്
மின்கடத்தா,വൈദ്യുതചാലകം
பிரிப்பான்,ഡിലിമിറ്റർ
எல்லை நிர்ணயம்,അതിർത്തി നിർണയം
உள்ளூர்மயமாக்கல்,പ്രാദേശികവൽക്കരണം
உள்ளூர்மயமாக்கல் ஆற்றல்,പ്രാദേശികവൽക്കരണ ഊർജ്ജം
"டெல்டா() ஆண்டெனா, முக்கோண ஆண்டெனா","ഡെൽറ്റ() ആന്റിന, ത്രികോണ ആന്റിന"
டெல்டா பேரியன்,ഡെൽറ്റ ബാരിയോൺ
டெல்டா இணைப்பு,ഡെൽറ്റ കണക്ഷൻ
டெல்டா ஈ விளைவு,ഡെൽറ്റ ഇ പ്രഭാവം
டெல்டா செயல்பாடு,ഡെൽറ്റ പ്രവർത്തനം
டெல்டா மீசன்,ഡെൽറ്റ മെസോൺ
டெல்டா பண்பேற்றம்,ഡെൽറ്റ മോഡുലേഷൻ
டெல்டா ஆபரேட்டர்,ഡെൽറ്റ ഓപ്പറേറ്റർ
டெல்டா கதிர்,ഡെൽറ്റ റേ
டெல்டா கதிர் கணக்கீடு,ഡെൽറ്റ റേ കണക്കുകൂട്ടൽ
டெல்டா ஆண்டெனா,ഡെൽറ്റ-ആന്റിന
Zelta Y மாற்றம்,Zelta Y പരിവർത്തനം
டெல்டா பொருத்தப்பட்ட மின்மறுப்பு ஆண்டெனா,ഡെൽറ്റ പൊരുത്തപ്പെടുന്ന ഇം‌പെഡൻസ് ആന്റിന
டெல்டா பொருத்தம்,ഡെൽറ്റ പൊരുത്തപ്പെടുത്തൽ
டெல்டிக் (தாமத வரி அழைப்பு நெரிசல்),ഡെൽറ്റിക് (ഡിലേ ലൈൻ കോൾ തിരക്ക്)
"முக்கோண எண்முகம், டெல்டோஹெட்ரான்","ത്രികോണ അഷ്ടഹെഡ്രോൺ, ഡെൽറ്റോഹെഡ്രോൺ"
தூண்டுதல் அமைப்பு,ഇംപെല്ലർ സിസ്റ്റം
demagnetization,demagnetization
demagnetization குணகம் ஸ்பெக்ட்ரம்,demagnetization കോഫിഫിഷ്യന്റ് സ്പെക്ട്രം
demagnetization காரணி,demagnetization ഘടകം
demagnetize,demagnetize
காந்தமாக்கி,demagnetizer
demagnetization மண்டலம்,demagnetization സോൺ
"கலைத்தல், கலைத்தல்","പിരിച്ചുവിടൽ, ലിക്വിഡേഷൻ"
"மங்கலான விளைவு, ஒளி-பரவல் விளைவு","മങ്ങിയ പ്രഭാവം, പ്രകാശ-വ്യാപന പ്രഭാവം"
டிமாடுலேஷன்,demodulation
demodulator,demodulator
மாக்ஸ்வெல்லின் பேய்,മാക്സ്വെല്ലിന്റെ ഭൂതം
"பிரிக்கக்கூடிய, பிரிக்கக்கூடிய","വേർപെടുത്താവുന്ന, വേർപെടുത്താവുന്ന"
பிரிக்கக்கூடிய குழாய்,വേർപെടുത്താവുന്ന ട്യൂബ്
டெம்ப்ஸ்டர் மாஸ் ஸ்பெக்ட்ரோகிராஃபர்,ഡെംപ്സ്റ്റർ മാസ് സ്പെക്ട്രോഗ്രാഫർ
டெம்ப்ஸ்டர் முறை,ഡെംപ്സ്റ്റർ രീതി
சிதைக்கும்,രൂപഭേദം വരുത്തുന്നു
டெனெப்,ദെനെബ്
டெனெபோலா (இரண்டாம் சிங்கம்),ഡെനെബോള (രണ്ടാം സിംഹം)
நியமிக்கப்பட்ட எண்,നിയുക്ത നമ്പർ
அடர்த்தியான நெரிசல்,ഇടതൂർന്ന തിരക്ക്
தீவிர காற்று குளிர்பதன சுழற்சி,തീവ്രമായ എയർ റഫ്രിജറേഷൻ സൈക്കിൾ
அடர்த்திமானி,ഡെൻസിമീറ്റർ
"அடர்த்திமானி, கருமை அடர்த்திமானி","ഡെൻസിറ്റോമീറ്റർ, കറുപ്പ് ഡെൻസിറ്റോമീറ്റർ"
டென்சிடோமெட்ரிக் ஒப்பீட்டாளர்,ഡെൻസിറ്റോമെട്രിക് താരതമ്യം
கருமை அடர்த்தி அளவி பதிவு,കറുപ്പ് ഡെൻസിറ്റോമീറ്റർ റെക്കോർഡ്
"அடர்த்தி, அடர்த்தி","സാന്ദ്രത, സാന്ദ്രത"
அடர்த்தி பாட்டில்,സാന്ദ്രത കുപ്പി
அடர்த்தி விளைவு,സാന്ദ്രത പ്രഭാവം
அடர்த்தி செயல்பாடு,സാന്ദ്രത പ്രവർത്തനം
அடர்த்தி அளவுகோல்,സാന്ദ്രത ഗേജ്
அடர்த்தி காட்டி,സാന്ദ്രത സൂചകം
அடர்த்தி சட்டம்,സാന്ദ്രത നിയമം
அடர்த்தி அணி,സാന്ദ്രത മാട്രിക്സ്
அடர்த்தி பண்பேற்றம்,സാന്ദ്രത മോഡുലേഷൻ
விநியோக அடர்த்தி,വിതരണ സാന്ദ്രത
மின்காந்த உந்தத்தின் அடர்த்தி,വൈദ്യുതകാന്തിക ആവേഗത്തിന്റെ സാന്ദ്രത
ஆற்றல் மட்டத்தின் அடர்த்தி,ഊർജ്ജ നില സാന്ദ്രത
வானத்தில் உள்ள பொருளின் அடர்த்தி,ആകാശത്തിലെ ദ്രവ്യത്തിന്റെ സാന്ദ്രത
கருமை அடர்த்தி,കറുപ്പ് സാന്ദ്രത
நிலை அடர்த்தி,സ്ഥാന സാന്ദ്രത
அடர்த்தி அலை கோட்பாடு,സാന്ദ്രത തരംഗ സിദ്ധാന്തം
பல் உணவுகள்,ഡെന്റൽ വിഭവങ്ങൾ
பல் தொடுதல்,ദന്ത സ്പർശനം
சார்பு,ആശ്രിതത്വം
சார்ந்த நிகழ்வு,ആശ്രിത സംഭവം
சிதறல்,വിസരണം
"காய்ச்சி சுத்திகரிப்பான், வடிப்பான்","ഡിസ്റ്റിലേറ്റ് റിഫൈനർ, ഡിസ്റ്റിലർ"
"வேகமான பின்னம், வீழ்படிந்த பின்னம்","അവശിഷ്ട അംശം, അവശിഷ്ട അംശം"
வீழ்படிவு,പെയ്യുക
துரிதப்படுத்தப்பட்ட யுரேனியம்,അവശിഷ്ടമായ യുറേനിയം
தேய்மான நிலை,മൂല്യത്തകർച്ച നില
தேய்மான நிலை ஹோல்டிங்,മൂല്യത്തകർച്ച ലെവൽ ഹോൾഡിംഗ്
குறைப்பு பகுதி,ശോഷണ മേഖല
குறைப்பு மண்டலம்,ശോഷണ മേഖല
தேய்மானம் தேய்மானம்,മൂല്യത്തകർച്ച അമോർട്ടൈസേഷൻ
டிரான்சிஸ்டர் டிரான்சிஸ்டர்,ഡ്രോപ്പ് ലെവൽ ട്രാൻസിസ്റ്റർ
டிமினிஷிங் ஃபீல்ட் எஃபெக்ட் டிரான்சிஸ்டர்,ഫീൽഡ് ഇഫക്റ്റ് ട്രാൻസിസ്റ്റർ കുറയുന്നു
பரவும் முறை,പകർച്ച
டிப்போலரைசேஷன்,ഡിപോളറൈസേഷൻ
டிபோலரைசேஷன் குணகம்,ഡിപോളറൈസേഷൻ കോഫിഫിഷ്യന്റ്
டிபோலரைசேஷன் காரணி,ഡിപോളറൈസേഷൻ ഘടകം
டிப்போலரைசேஷன் மண்டலம்,ഡിപോളറൈസേഷൻ സോൺ
டிபோலரைசேஷன் விகிதம்,ഡിപോളറൈസേഷൻ അനുപാതം
துருவப்படுத்தப்பட்டது,ഡിപോളറൈസ്ഡ്
டிபோலரைசர்,ഡിപോളറൈസർ
வைப்பு அளவு,നിക്ഷേപത്തിന്റെ അളവ്
படிவு எஞ்சிய காந்தமாக்கல்,ഡിപ്പോസിഷണൽ അവശിഷ്ട കാന്തികവൽക്കരണം
"நீருக்கடியில் வெடிகுண்டு, நீருக்கடியில் வெடிபொருள்","അണ്ടർവാട്ടർ ബോംബ്, അണ്ടർവാട്ടർ സ്‌ഫോടകവസ്തു"
மாறுபட்ட தீவிரத்தன்மை காட்டி,വ്യത്യസ്ത തീവ്രത സൂചകം
தரை அளவு,ഗ്രൗണ്ട് വോള്യം
தரையில் உருப்பெருக்கம்,ഗ്രൗണ്ട് മാഗ്നിഫിക്കേഷൻ
எதிர்ப்பு தீவிரம்,പ്രതിരോധം തീവ്രത
"புலத்தின் ஆழம், புலத்தின் தீவிரம்","ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത"
கவனம் ஆழம்,ഫോക്കസ് ഡെപ്ത്
பண்பேற்றத்தின் அளவு,മോഡുലേഷന്റെ അളവ്
குறைந்த மதிப்பெண்,കുറഞ്ഞ സ്കോർ
மதிப்பீடு குறையும் வளைவு,റേറ്റിംഗ് കുറയുന്ന വക്രം
"பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்","ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം"
சொற்பிறப்பியல்,പദോൽപ്പത്തി
பெறப்பட்ட நிகழ்வு,ഉരുത്തിരിഞ്ഞ സംഭവം
பெறப்பட்ட எண்,ലഭിച്ച നമ്പർ
பெறப்பட்ட அளவு,ഉരുത്തിരിഞ്ഞ അളവ്
பெறப்பட்ட தொகுப்பு,ഉരുത്തിരിഞ്ഞ സെറ്റ്
பெறப்பட்ட அலகு,ഉരുത്തിരിഞ്ഞ യൂണിറ്റ്
ஆர்த்ராய்டு,ആർദ്രോയിഡ്
தர்யாஜின் எண்,daryajin നമ്പർ
செறிவூட்டப்பட்ட எழுத்துக்கள்,ശൂന്യമായ പ്രതീകങ്ങൾ
செறிவூட்டப்பட்ட வேர்,അപൂരിത റൂട്ട്
தேசூட்டி சேது,ദേസൗട്ടി സേതു
டகார்ட்டின் விதி,ഡക്കാർട്ടെയുടെ ഭരണം
டெஸ்கார்ட்டின் ஒளிவிலகல் விதி,ഡെസ്കാർട്ടിന്റെ അപവർത്തന നിയമം
"இறங்குதல், இறங்குதல்","ഇറക്കം, ഇറക്കം"
இறங்கு துணை வர்த்தகம்,അവരോഹണ ഉപവ്യാപാരം
வம்சாவளி வீழ்ச்சி,ഇറക്കം ഡ്രോപ്പ്
இறங்கு வரிசை,അവരോഹണ ക്രമം
இறங்கு வரம்பு,അവരോഹണ ശ്രേണി
"இறங்குதல், இறங்குதல்","ഇറക്കം, ഇറക്കം"
இறங்கு பாதை,അവരോഹണ പാത
டெகார்ட் கதிர்,ഡെസ്കാർട്ട് റേ
வார்த்தை பத்தி,പദഭാഗം
"விவரிக்க, வரைய, கட்ட","വിവരിക്കുക, വരയ്ക്കുക, നിർമ്മിക്കുക"
வகுக்கும்,ഡിനോമിനേറ്റർ
"வடிவமைக்க, வடிவமைக்க, வடிவமைக்க (எட்.), வடிவமைக்க, வடிவமைக்க (என்.)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)"
வடிவமைப்பு காகிதம்,ഡിസൈൻ പേപ്പർ
வடிவமைப்பு தரம்,ഡിസൈൻ നിലവാരം
வடிவமைப்பு விவரக்குறிப்பு,ഡിസൈൻ സ്പെസിഫിക്കേഷൻ
சோதனை வடிவமைப்பு,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
delander அட்டவணை,delander പട്ടിക
அமைதி,നിശ്ശബ്ദം
டெஸ்ட்ரூ விளைவு,ഡിസ്ട്ര്യൂ പ്രഭാവം
அழிவு சுற்று,നശീകരണ സർക്യൂട്ട്
அழிவு கோடு,നശീകരണ രേഖ
அழிவு,നാശം
பேரழிவு,ദുരന്തം
அழிவு குறுக்கீடு,വിനാശകരമായ ഇടപെടൽ
"உடைக்கும் சோதனை, அழிவுச் சோதனை","ബ്രേക്കിംഗ് ടെസ്റ്റ്, വിനാശകരമായ പരീക്ഷണം"
அழிவு சோதனை,വിനാശകരമായ പരീക്ഷണം
பிரிக்கக்கூடிய நேர்மின்முனை,വേർതിരിക്കാവുന്ന ആനോഡ്
பிரிப்பு குணகம்,വേർതിരിക്കൽ ഗുണകം
தனிமைப்படுத்தப்பட்ட பக்கவாதம்,ഒറ്റപ്പെട്ട സ്ട്രോക്ക്
தனிமைப்படுத்தப்பட்ட அதிர்ச்சி அலை,ഒറ്റപ്പെട്ട ഷോക്ക് തരംഗം
விளக்கம் மாறுபாடு விகிதம்,വിവരണ കോൺട്രാസ്റ്റ് അനുപാതം
