Telugu,Odiya
సాంద్రీకృత మూత్రం,ଏକାଗ୍ର ପରିସ୍ରା
ఏకాగ్రత,ଏକାଗ୍ରତା
ఏకాగ్రత ప్రవణత,ଏକାଗ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
భావన,ଧାରଣା
సంగ్రహణ,ଘନତ୍ୱ
సంగ్రహణ,ଘନତ୍ୱ
సంగ్రహణ డీకోండెన్సేషన్ చక్రం,ଘନୀଭଣ୍ଡସେସ୍ ଡେନେସେନ୍ସ ଚକ୍ର |
ఘనీకృత రాష్ట్రం,ଘନୀଭୂତ ଅବସ୍ଥା |
కండెన్సర్ లెన్స్,ଘନ ଲେନ୍ସ |
షరతులతో,ସର୍ତ୍ତମୂଳକ
షరతులతో,ସର୍ତ୍ତମୂଳକ
నాడిలో ప్రేరణ,ସ୍ନାୟୁ ଇମ୍ପୁଲ୍ସର କଣ୍ଡକ୍ସନ୍ |
నీటి ప్రసరణ,ଜଳର କଣ୍ଡକ୍ସନ୍ |
కండక్టివ్ ఎలక్ట్రోలైట్ జెల్,ପରିଚାଳନାକାରୀ ଇଲେକ୍ଟ୍ରୋଲିଟ୍ ଜେଲ୍ |
కోన్,କୋଣ
అనుగుణంగా,ମିଳନ
కన్ఫార్మర్,ସମ୍ମିହାସେର
పుట్టుకతో వచ్చేది,ଜନ୍ମଗତ
శంఖాకార మూలం,କ୍ଷୟକାରୀ ମୂଳ |
శంఖాకార,ତୀବ୍ର
కోనిడియా,କନଡାଇଡ୍
కోనిఫెర్,ସହଯୋଗୀ
కోనిఫెరే,Aifeireea
కోనిఫెరోప్సిడా,କନଫାଇର୍ସେଡାଡା |
కన్ఫాయింట్ వాస్కులర్ బండిల్,କନଜାଇନ୍ ଭାସ୍କୁଲାର ବଣ୍ଡଲ୍ |
సంయోగం,ମିଳିତଡ଼ା କଞ୍ଜୁଜ୍ ହୋଇଛି |
సంయోగం,ମିଳିତତା
కంజుంక్టివా,କନଜୁନେକ୍ଟିଡା
కంజుక్టివ్ టిష్యూ,କନଜୁକେକ୍ଟିଭ୍ ଟିସୁ |
బంధన కణజాలము,ସଂଯୋଗକାରୀ ଟିସୁ |
కొన్నెల్ యొక్క ప్రయోగం,କନେଲର ପରୀକ୍ଷଣ |
పరిరక్షణ అటవీ,ସଂରକ୍ଷଣ ଜଙ୍ଗଲ
కన్జర్వేషనల్ టైజ్,କନସେଲୁଜନାଲ୍ ଟିଲଗ୍ |
స్థిరాంకం,ସ୍ଥିରତା
రాజ్యాంగం,ସୃଷ୍ଟିକର୍ତ୍ତା
నిర్మాణాత్మక ఎంజైమ్,ସଜ୍ଜିତ ଏନଜାଇମ୍ |
వినియోగదారు,ଗ୍ରାହକ
సంప్రదింపు నిరోధం,ପ୍ରତିବନ୍ଧକ ପ୍ରତିବନ୍ଧକ |
అంటు వ్యాధి,ସଂକ୍ରାମକ ରୋଗ
కలుషితం,ଦୂଷିତ କରନ୍ତୁ |
కాలుష్యం,ପ୍ରଦୂଷଣ
సమకాలీన జీవశాస్త్రం,ସମସାମୟିକ ଜୀବବିଜ୍ଞାନ |
ఖండం,ମାଳଦ୍ୱୀପ
ఆకృతి దున్నుతున్నది,କଣ୍ଟୁର ହଳ କରିବା |
కాంట్రాక్టిబిలిటీ,ଚୁକ୍ତିଭିତ୍ତିକତା |
సంకోచ ఫైబర్,ଚୁକ୍ତିିକିକରଣ ଫାଇବର |
సంకోచ ప్రోటీన్,ଚୁକ୍ତିଭିତ୍ତିକ ପ୍ରୋଟିନ୍ |
సంకోచ ప్రతిస్పందన,ଚୁକ୍ତିଭିତ୍ତିକ ପ୍ରତିକ୍ରିୟା |
సంకోచ వాక్యూల్,ଚୁକ୍ତିଭିତ୍ତିକ ଶୂନ୍ୟସ୍ଥାନ |
కాంట్రాస్ట్ ఏజెంట్,ବିପରୀତ ଏଜେଣ୍ଟ |
కాంట్రాస్ట్ ఏజెంట్,ବିପରୀତ ଏଜେଣ୍ଟ |
కాంట్రాస్ట్ ఏజెంట్,ବିପରୀତ ଏଜେଣ୍ଟ |
విరుద్ధమైన లక్షణం,ପରଠାରୁ ବିପରୀତ ଗୁଣ |
సెంట్రిఫ్యూగల్ ఫోర్స్,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |
నియంత్రణ కారకం,ନିୟନ୍ତ୍ରଣ କାରକ
నియంత్రిత ప్రయోగం,ନିୟନ୍ତ୍ରିତ ପରୀକ୍ଷଣ |
కోనస్,କନସ୍
కోనస్ ఆర్టెరియోసస్,କନସ୍ ବ ister ଜ୍ଞାନିକ |
సాంప్రదాయ పండించడం,ପାରମ୍ପାରିକ ଟିଲଗେଜ୍ |
కలుస్తుంది,ଗଣିତ
కన్వర్జెంట్,ସମ୍ମିଳିତ
భోగశనకు సంబంధించిన,କନଭର୍ଡେଣ୍ଟ୍ (ବିବର୍ତ୍ତନ)
Cancolvulaceae,Convolvundes
మెలికలు తిరిగిన గొట్టం,କନଭଲେଡ୍ ଟୁବଲ୍ |
సమన్వయ,ସମନ୍ୱୟ
కోపాలిమర్,Cooplymer
రాగి,ତମ୍ବା
కోప్రోలైట్,କପ୍ଲନାଇଟ୍ |
కోప్రొఫిలస్,ତମ୍ବାଫିଲସ୍
కంపోలేట్ చేయండి,ନକଲ କରନ୍ତୁ |
కాపులేషన్,କୋଣ
కాపులేషన్,କୋଣ
కాపులేటరీ ప్యాడ్,କପିଟୋରୀ ପ୍ୟାଡ୍ |
పగడపు రీఫ్ కమ్యూనిటీ,କରାଲ୍ ରିଫ୍ ସମ୍ପ୍ରଦାୟ |
పగడపు,ପ୍ରବାହ
కార్డేట్,କର୍ଡେଟ୍
కోర్ ప్రాంతం,ମୂଳ କ୍ଷେତ୍ର
కోర్ జోన్,ମୂଳ ଜୋନ୍
కోర్ప్రెస్సర్,କୋରପ୍ରେସର୍
కొరిఫాస్ఫిన్,କୋଇନଫୋସଫିନ୍ |
కార్క్,କର୍କ
కార్క్ కాంబియం,କର୍କ କାମ୍ବିୟମ୍ |
కార్క్ స్క్రూ,କର୍କ ସ୍କ୍ରୁ |
కార్మ్,କରମ୍
మొక్కజొన్న బోరర్,ମକା ବୋର୍ଡର
కార్నియా,କର୍ଣ୍ଣିଆ |
కార్నిజెన్ సెల్,କୋଣେଗେନ୍ କକ୍ଷ
కార్నియల్ లెన్స్,କର୍ଣ୍ଣାଲ୍ ଲେନ୍ସ |
కొరోల్లా,କରୋଲଲା
కరోనా,କରୋନା |
కరోనా చొచ్చుకుపోయే ఎంజైమ్,କରୋନା ଅନୁପ୍ରବେଶକାରୀ ଏନଜାଇମ୍ |
కరోనా రేడియేటా,କରୋନା ରେଡିଆଟା |
కరోనారియే,କରୋନାରିଏ କଏ ପିଆଓ
కొరోనరీ ఆర్టరీ,କରୋନାରୀ ଧମନୀତା |
కొరోనరీ ఆర్టరీ బైపాస్,କରୋନାରୀ ଧମନୀ ବାଇପାସ୍ |
కొరోనరీ ఆర్టరీ డిసీజ్,କରୋନାରୀ ଧମନୀ ରୋଗ |
కొరోనరీ సల్కస్,କରୋନାରୀ ସୁଲସ
కార్పోరా కావెర్నోసా (పురుషాంగం),କର୍ପୋରାଥୋସା (ଲିଙ୍ଗର)
కార్పోరా క్వాడ్రిజెమినా,କର୍ପୋରା କ୍ୱାଡ୍ରିଗେମିନା |
కార్పస్,କର୍ପସ
కార్పస్ అల్బికాన్స్,କର୍ପସ୍ ଆଲବିକାନ୍ |
కార్పస్ కాలోసమ్,କର୍ପସ୍ କାଲୋସମ୍ |
కార్పస్ లూటియం,କର୍ପସ ଲଟମ୍ |
కార్పస్ స్పాంజియోసమ్,କର୍ପସ ସ୍ପାଙ୍ଗିସମ୍ |
కార్పస్ స్ట్రియాటం,କର୍ପସ ଷ୍ଟେରାଟମ୍ |
క్షీణించింది,କରୋଡ୍ |
కార్టెక్స్,କର୍ଟେକ୍ସ
కార్టికల్ నెఫ్రాన్,କର୍ଟିକାଲ୍ ନେଫ୍ରନ୍ |
కార్టికోస్టెరాన్,କର୍ଟିକୋଷ୍ଟେରୋନ |
కార్టికోట్రోఫిక్,କର୍ଟିକୋଟ୍ରୋଫିକ୍ |
కార్టిసాల్,କର୍ଟିସୋଲ |
కార్టిసోన్,କର୍ଟିସୋନ
కార్వస్,କରଭସ୍
Corymb,କରମୁଣ୍ଡ
విశ్వ మూలం,ବ୍ରହ୍ମାଣ୍ଡ ଉତ୍ପତ୍ତି |
కాస్మిక్ రే,ବ୍ରହ୍ମାଣ୍ଡ କିରଣ |
కాస్మిడ్,Cosmid
కాస్మోజోవాన్ సిద్ధాంతం,କସମୋଜାନ୍ ସିଦ୍ଧାନ୍ତ |
కాటన్ బోల్వార్మ్,କପା ବୋଲ୍ କୀଟ |
కౌన్సెలింగ్,କାଉନସେଲିଂ
కౌంటర్-కరెంట్ సిస్టమ్,କାଉଣ୍ଟର-ସାମ୍ପ୍ରତିକ ସିଷ୍ଟମ୍ |
కజిన్ వివాహం,ସମ୍ପର୍କୀୟ ବିବାହ
సమయోజనీయ బంధం,ସହଯୋଗୀ ବଣ୍ଡ |
కవర్,ଆବରଣ |
ఎపిథీలియం కవర్,ଏପିଥେଲିୟମ୍ ଆଚ୍ଛାଦନ କରେ |
కౌపర్స్ గ్రంథి,ଗା cowପର ଗ୍ରନ୍ଥି |
కాక్సా,Coxa
కాక్సా,Coxa
కాక్సల్ ఎముక,କକ୍ସାଲ୍ ହାଡ |
కాక్సల్ ప్రక్రియ,କକ୍ସାଲ୍ ପ୍ରକ୍ରିୟା |
క్రాక్,ଫାଟ
క్రాకర్ బ్లాస్టింగ్,କ୍ରାକର ବିସ୍ଫୋରଣ |
కపాల ఎముక,କ୍ରାନିଆଲ୍ ହାଡ |
కపాల మెనింజెస్,କ୍ରାନିଆଲ୍ ମଙ୍ଗଳ |
కపాల నాడి,କ୍ରାନିଆଲ୍ ସ୍ନାୟୁ |
క్రానియోసాక్రాల్ low ట్‌ఫ్లో,କ୍ରାନୋଇସାକ୍ରାଲ୍ ଆଉଟଫ୍ଲୋ |
కపాలం,କ୍ରାନିଆମ୍
క్రాసూలేసియన్ యాసిడ్ జీవక్రియ,କ୍ରାସୁଲାସାନ ଏସିଡ୍ ମେଟାବୋଲିଜିମ୍ |
క్రే ఫిష్,କ୍ରାସ୍ ମାଛ |
క్రియేటినిన్,କ୍ରିଏଟିନାଇନ୍ |
జీవి,ପ୍ରାଣୀ
లత,କୃଷକ
క్రెన్యులేషన్,ରନ୍ୟୁଲେସନ୍
క్రెన్యులేషన్,ରନ୍ୟୁଲେସନ୍
క్రెటేషియస్ కాలం,କ୍ରେଟେନସ୍ ଅବଧି
క్రెటినిజం,କ୍ରିଟ୍ରାଇଜିମ୍
క్రి-డు-చాట్ సిండ్రోమ్,କ୍ରାଇ-ଚା-ଚାଟ୍ ସିଣ୍ଡ୍ରୋମ୍ |
క్రిస్టే,କଞ୍ଚା
క్లిష్టమైన లింక్ జాతులు,ଜଟିଳ ଲିଙ୍କ୍ ପ୍ରଜାତି |
క్లిష్టమైన ప్రక్రియ,ଗୁରୁତର ପ୍ରକ୍ରିୟା |
విమర్శనాత్మకంగా అంతరించిపోతున్న జాతులు,ସମାଲୋଚିତ ପ୍ରଜାତିର ପ୍ରଜାତି |
పంట,ଫସଲ
పంట ఇంజనీరింగ్,କ୍ରପ୍ ଇଞ୍ଜିନିୟରିଂ
పంట భూములు,କ୍ରପରଲ୍ୟାଣ୍ଡ
క్రాస్,କ୍ରସ୍
క్రాస్ బ్రీడింగ్,କ୍ରସ୍ ପ୍ରଜନନ
క్రాస్-బ్రిడ్జ్,କ୍ରସ୍-ବ୍ରିଜ୍ |
క్రాస్ లింక్,କ୍ରୁଡ୍ ଲିଙ୍କ୍ |
క్రాస్ పరాగసంపర్కం,ପାରଦର୍ଶୀ |
క్రాస్ పరాగసంపర్కం,କ୍ରସ୍ ପ୍ରଦେଶ
దాటి వెళ్ళడం,ଅତିକ୍ରମ କରିବା
క్రోటేరియా,ଭେରାଲିଆ
క్రోటన్,କ୍ରଟନ୍
కిరీటం పిత్తాశయం కణితి,ମୁକୁଟ ଗଲ୍ ଟ୍ୟୁମର୍ |
కిరీటం అంటుకట్టుట,ମୁକୁଟ ଗ୍ରଫ୍ଟିଂ
క్రుసిఫాం,କ୍ରୁସିଫର୍ମ
ముడి జనన రేటు,ଅଶୋଧିତ ଜନ୍ମ ହାର
ముడి మరణం రేటు,ଅଶୋଧିତ ମୃତ୍ୟୁ ହାର
క్రస్టేసియన్,स्CACANN
క్రై ఇయా సి,କାନ୍ଦ ia c
క్రై iia b,କାନ୍ଦ iia b
క్రియోప్రెజర్వేషన్,କଷ୍ଟଦାୟକ |
క్రియోసర్జరీ,କ୍ରିସେଫୋରୀ
నిగూ,କ୍ରିପ୍ଟିକ୍
నిగూ geeption ప్రదర్శన,କ୍ରିପ୍ଟିକ୍ ରୂପ
నిగూ color రంగు,କ୍ରିପ୍ଟିକ୍ ରଙ୍ଗ |
క్రిప్టిక్‌గా - రంగు,କ୍ରିପ୍ଟିକାଲ୍ - ରଙ୍ଗୀନ |
క్రిప్టోమాగా,କ୍ରିପ୍ଟୋଗାମା
క్రిప్టోగామియా,କ୍ରିପ୍ଟୋଗାମିଆ
లైబెర్కుహ్న్ యొక్క క్రిప్ట్స్,ଲିବର୍ବୁନ୍ର କ୍ରିପ୍ଟ |
క్రిస్టల్,ସ୍ଫଟିକ୍
స్ఫటికాకార,ସ୍ଫଟିକ୍
Ctenophorans,CteNofornans
Ctenophore,CteNofore
Ctenoplana,CteNola
కోకిల,କୁକୁଡ଼ା
దోసకాయ,କାକୁଡି
కుకుర్బిట్,କ୍ୟୁବର୍ବିଟ୍ |
కుకుర్బిటా,କାକୁରୁବିଜା |
కుల్మ్,କୁଲମ୍
సాగు,ଚାଷ ଜ
పండించిన పంట,ଚାଷ ହୋଇଥିବା ଫସଲ |
సాగు మొక్క,ଚାଷ ହୋଇଥିବା ଉଦ୍ଭିଦ |
సాంస్కృతిక లేదా వేగవంతమైన యూట్రోఫికేషన్,ସାଂସ୍କୃତିକ କିମ୍ବା ତ୍ୱରିତ ଏଟ୍ରୋଫିକେସନ୍ |
సంస్కృతి,ସଂସ୍କୃତି
క్యుములస్ ఓఫోరస్,କୁମୁଲସ୍ ଓହରସ୍ |
కుప్రెసస్ టోరులోసా,କପାସସ୍ ଟ୍ରୁଲୋସା |
కుపులా,କପୁଲା |
కపుల్,Cupule
కర్క్యుమిన్,କର୍କୁମିନ୍
కర్సర్,କର୍ସନରିଆଲ୍
కర్వెంబ్రి,କର୍ଭଭ୍ରିଆ
కర్వెంబ్రియోనిక్,କର୍ଭଭ୍ରୋନିକ୍ |
కుస్కుటా,କୁସକଟା
కస్పిడేట్,ଖୁସୀ
క్యూటికల్,କୁମଲେ
కట్టింగ్,କାଟିବା
కట్టింగ్,କାଟିବା
నురుగు చేప,କଟିଯାଆନ୍ତି |
సైనోబాక్టీరియా,ସିଆନୋବ୍ୟାକ୍ଟେରିଆ |
సైనోబాక్టీరియం,ସାନଓବାକାକ୍ଟରିୟମ୍ |
Cyణదణి,ସାୟାନାକୋବ୍ଲାମିନ୍ (B12)
సైనోఫైషన్ గ్రాన్యూల్,ସିଆନୋଫେସିସନ୍ତ ଗ୍ରାନୁଲ୍ |
సైథియం,ସାଇଥିଂ
సైకాడ్,ସାଇକ୍ୟାଡ୍
సైకాడేసి,ସାଇକ୍ଲାକ୍ସିୟା |
సైకాడోప్సిడా,ସାଇକାଡପିଏଡା
చక్రీయ గ్వానోసిన్ మోనోఫాస్ఫేట్,ସାଇକ୍ଲିଫିକ୍ ଗୁଆନୋସିନ୍ ମୋନୋଫୋସଫେଟ୍ |
చక్రీయ ఫోటోఫాస్ఫోరైలేషన్,ସାଇକ୍ଲିକ୍ ଫଟୋଗଫୋସ୍ଫ୍ରେସନ୍ |
సైక్లోనిక్ సెపరేటర్,ସାଇକ୍ଲୋନିକ୍ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
సైక్లోప్స్,ସାଇକ୍ଲୋପ୍ |
సైక్లోస్పోరిన్ a,ସାଇକ୍ଲୋସ୍ପୋରିନ୍ a
సైక్లోస్టోమాటా,ସାଇକ୍ଲୋସୋମାଟା |
సైకస్,ସଚୁମସ୍
సైమోస్,ସେମୋଏସ୍
సైమోస్ రకం,ସେମୋଏସ୍ ପ୍ରକାର |
సైప్రస్,ସାଇପ୍ରସ
సైప్సెలా,ସାଇ ସାଇସଲା
సిస్టీన్,Cysteine
సిస్టిక్ ఫైబ్రోసిస్,ସିଷ୍ଟିକ୍ ଫାଇବ୍ରୋସାଇସିସ୍ |
సైటోకినిసిస్,ସାଇଟୋୋକାଇନ୍ସିସ୍
సైటోక్రోమ్,ସାଇଟୋଚ୍ରୋମ୍ |
సైటోకిన్ అవరోధం,ସାଇଟୋକାଇନ୍ ପ୍ରତିବନ୍ଧକ |
సైటోకినిన్,ସାଇଟୋକିନିନ୍ |
సైటోలజీ,ସାଇଟୋଲୋଜି
సైటన్,ସାଇଟନ୍ |
సైటోప్లాజమ్,ସାଇଟୋପ୍ଲାଜମ୍
సైటోప్లాస్మిక్ వంతెన,ସାଇଟୋପ୍ଲାଜେମିକ୍ ବ୍ରିଜ୍ |
సైటోప్లాస్మిక్ గ్లోబ్యూల్,ସାଇଟୋପ୍ଲାଜିକ୍ ଗ୍ଲୋଲ୍ |
సైటోసిన్,ସାଇଟୋସିନ୍ |
సైటోస్కెలిటన్,ସାଇଟୋସ୍କେଲଟନ୍ |
సైటోసోల్,ସାଇଟୋସଲୋଲ୍ |
సైటోటాక్సానమీ,Cytotaxonomy
నిర్జలీకరణం,ଡିହାଇଡିଂ
పాడి సాంకేతికత,ଦୁଗ୍ଧ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
డాఫ్నాల్స్,ଦୀନଚୀମାନେ
డాఫ్నియా,ଡଫନିଆ
డార్క్ బ్యాక్ గ్రౌండ్,ଅନ୍ଧାର ପଛ ଗ୍ରାଉଣ୍ଡ |
డార్క్ ఫీల్డ్ మైక్రోస్కోపీ,ଗା dark ଼ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପି |
చీకటి ప్రతిచర్య,ଅନ୍ଧାର ପ୍ରତିକ୍ରିୟା
డార్వినిజం,Darwinism
డార్విన్ ఫించ్,ଡାରୱିନ୍ଙ୍କ ଫିଞ୍ଚ |
డేటా లోపం,ଡାଟା ଅଭାବ |
తేదీ అరచేతి,ତାରିଖ ଖଜୁରୀ
డాటురా స్ట్రామోనియం,ଡାଟୁରା ଷ୍ଟେଗୋନିୟମ୍ |
కుమార్తె సెల్,Daughter ିଅ ସେଲ୍
రోజు తటస్థ మొక్క,ଦିନ ନିରପେକ୍ଷ ଉଦ୍ଭିଦ |
రోజు పొడవు,ଦିନ-ଲମ୍ବ |
డెగ్రోత్,ଡିଗ୍ରୋ
డెడ్ షూట్,ମୃତ ଶୁଟ୍
చెవుడు,ବଧିରତା
దశాబ్దం,ନିର୍କରଣ
క్షీణిస్తున్న సేంద్రీయ పదార్థం,ଜ organic ବ ପଦାର୍ଥ କ୍ଷୟକ୍ଷତି |
డెసిబెల్,ଲିବିଲ୍
డెసిడువా బసాలిస్,ଡାଏଡ୍ଆ ବର୍ଥାଲିସ୍ |
డెసిడువా క్యాప్సులారిస్,ଡେକ୍ସିଡୁଆ କ୍ୟାପସୁଲାରାଇସ୍ |
డెసిడువా,ଡିବିଡୁଆଆ |
ఆకురాల్చే,ନିର୍ଣ୍ଣୟ
కుళ్ళిపోండి,କ୍ଷୟ କରିବା |
డికంపోజర్,ନିର୍ବୋଧ
డెట్రిటస్ కుళ్ళిపోవడం,ଡିଟପ୍ଲାଇସ୍ ଡେଟ୍ରିଟସ୍ |
కుళ్ళిపోయే రేటు,କ୍ଷୟ ହାର
డెకుంబెంట్,ପଚାରିକ |
డిడిఫెంటియేటెడ్ సెల్,ଡିସିଫେରେଣ୍ଟିତ କକ୍ଷ |
లోతైన సముద్ర కందకం,ଗଭୀର ସମୁଦ୍ର ଖାଲ |
లోతైన నీటి శరీరం,ଗଭୀର ଜଳ ଶରୀର
డీఫిబ్రిలేషన్,ନିବେଦନଗ୍ରସ୍ତ |
డీఫిబ్రిలేటర్,ଡିଫିବ୍ରିଲେଟର |
లోపం,ଅଭାବ |
ప్రతిరూపం,ପରିପେତ
విక్షేపం వేవ్,ଡିଫଲେସନ୍ ତରଙ୍ଗ |
అటవీ నిర్మూలన,ଜଙ୍ଗଲ |
కోడాన్ యొక్క క్షీణత,କୋଡନର ଅପହରଣ |
క్షీణించిన,ଅବନତି
క్షీణించిన కోడ్,ଅବନତି କୋଡ୍ |
క్షీణత,ଅବଶ୍ୟ ନିରନ୍ତର
క్షీణించిన ఉమ్మడి,Deegenerterative ଗଣ୍ଠି |
గడ్డి భూముల క్షీణత,ତୃଣଭୂମିର ଅବନତି |
డెగ్రోత్,ଡିଗ୍ରୋ
డీహెసిస్ట్ ఫ్రూట్,ଡିଫିସେଣ୍ଟ୍ ଫଳ |
నిర్జలీకరణం,ଡିହାଇଡିଂ
డీహైడ్రో-ఎపియాండ్రోస్టెరాన్,ଡିହାଇଡେରୋ-ଏପିଆନ୍ରୋଷ୍ଟ୍ରୋନ୍ |
డీహైడ్రోజినేస్,ଦେହଡ୍ରୋଜେନେଜ୍ |
తొలగింపు,ବିଲୋପାଘ
డీలిమిటింగ్ పొర,ମେମ୍ବ୍ରେନ୍ ସୀମିତ |
వర్ణించడం,ପ୍ରବର୍ତ୍ତାଇବା
డెల్ఫినస్,ଡେଲଫିନସ୍
డీమెర్సల్ ఫిష్,ଡେମର୍ସାଲ୍ ମାଛ |
జనాభా పరివర్తన,ଜନସଂଖ୍ୟା ସଂକ୍ରମଣ |
డీనాటరేషన్,ନିନ୍ଦା
డీనాటర్డ్,ଅସ୍ୱୀକାର କରାଯାଇଛି |
DENATURISATION,ନାତୁବର୍ତ୍ତୀ
డెండ్రైట్,ଡିନ୍ଦନ୍ରାଇଟ୍
డెండ్రైట్,ଡିନ୍ଦନ୍ରାଇଟ୍
డెండ్రైట్,ଡିନ୍ଦନ୍ରାଇଟ୍
డెండ్రోబేట్స్,ଡିନ୍ଦୁର୍ବେଟ୍ସ |
డెండ్రాన్,ଦେନ୍ଦନ
డెంగ్యూ,ଦ୍ୱନ୍ଦ୍ୱ
డెనిట్రిఫికేషన్,ନିଖୁଣ |
డెనిట్రిఫికేషన్ ప్రక్రియ,ନିଖତି ପ୍ରକ୍ରିୟା |
డెంటిట్రిఫైయర్,Dentitrifier
బ్యాక్టీరియాను తిరస్కరించడం,ଜୀବାଣୁ ଜୀବାଣୁ |
దట్టమైన పరిష్కారం,ଘନ ସମାଧାନ |
సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్,ଘନତା ଗ୍ରେଡିଏଣ୍ଟ୍ ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
సస్పెన్షన్ యొక్క సాంద్రత,ନିଲମ୍ବନର ଘନତା |
డెంటేట్,ଦନ୍ତ
డెంటిన్,ଦନ୍ତ
డియోక్సిజనేటెడ్ రక్తం,ଡେକିସେନେଞ୍ଜିଟି ରକ୍ତ |
డీజాతి ఆమ్లము,DeoXInibonouucic ଏସିଡ୍ ଏସିଡ୍ (DNA)
డిపిగ్మెంటేషన్,ସ୍ଥଗିତତା
నేల సంతానోత్పత్తి క్షీణత,ମାଟି ଉର୍ବରତାର ହ୍ରାସ |
డిపోలరైజేషన్,ଦଣ୍ଡ
డిపోలిమరైజేషన్,ଡିସୋବାଇଲସିଟିଏସନ୍ସ |
డిప్రెషన్,ଉଦାସୀନତା
డిప్రెషన్,ଉଦାସୀନତା
విడదీయబడిన భూమి,ଜମି
డెరివేటివ్ నోవాకైన్,ଡେରିଭେଟିଭ୍ ନୋଭାକିନ୍ |
చర్మశోథ,ଡେରମାଟୋଜେନ୍ |
డెర్మిస్,Dermis
వారసుల జనాభా,ବଂଶାନୁଲେସନ୍
కోలన్ అవరోహణ,କୋଲନ୍ ଅବତରଣ କରିବା |
అవరోహణ లింబ్,ଅବତରଣ ଅଙ୍ଗ
అవరోహణ థొరాసిక్ బృహద్ధమని,ଥୋରାସିକ୍ ଆର୍ଟା ଅବତରଣ କରୁଛନ୍ତି |
డీసెంట్,ଅବହେଳ
ఎడారి ప్రాంతాలు,ମରୁଭୂମି କ୍ଷେତ୍ରଗୁଡିକ
ఎడారి బయోమ్,ମରୁଭୂମି ବାୟୋମ |
ఎడారి సంఘం,ମରୁଭୂମି ସମ୍ପ୍ରଦାୟ |
ఎడారి మొక్క,ମରୁଭୂମି ଉଦ୍ଭିଦ
ఎడారి పొద,ମରୁଭୂମି ଶାଳ
ఎడారీకరణ,ନିରପେକ୍ଷୀ
దేశీ రకం,Desi ବିଭିନ୍ନ ପ୍ରକାର |
డెస్మిడ్,ଡେସମିଡ୍
డెస్మోటూబ్యూల్,Desmounbule
డిటర్జెంట్,ଡିଟରଜେଣ୍ଟ |
నిర్విషీకరణ,ଡିଟୋକ୍ସିକେସନ୍ |
నిర్విషీకరణ,ଡିଟୋକ୍ସଫିକେସନ୍ |
డెట్రిటివోర్,ଡିଟରିପରିଭୋର
తీవ్రమైన,Deatriedivous
డెట్రిటస్ ఫీడర్,ଡିଟ୍ରିଟସ୍ ଫିଡର୍ |
డెట్రిటస్ ఫీడింగ్ అకశేరుకం,ଡିଟ୍ରିଟସ୍ ଓଭରଟେବ୍ରେଟ୍ ଖାଇବା |
డెట్రిటస్ ఫుడ్ చైన్,ଡିଟ୍ରିଟସ୍ ଖାଦ୍ୟ ଶୃଙ୍ଖଳା |
డ్యూటెరోస్టోమియా,Due ଣଦାତା
అభివృద్ధి,ବିକାଶ
డెవిల్ ఫిష్,ଶୟତାନ ମାଛ |
డెవిల్ ఫిష్,ଶୟତାନ ମାଛ |
డెవోనియన్ కాలం,ଦେବୋନିଆ ଅବଧି |
డి-వ్రీస్ సిద్ధాంతం,ଡି-ଫ୍ରାଇସ୍ ସିଦ୍ଧାନ୍ତ |
డి-xeacerarticosterone,ଡି-ଏକ୍ସକର୍ଟିକୋସେଟେରନ୍ |
డైహైబ్రిడ్,ଡିହାଇବଏଡ୍
డైన్యూక్లియోటైడ్,ଡାଇନୁକୋଲିଟିଏଡ୍ |
డయాబెటిస్ ఇన్సిపిడస్,ଇନସିପିଡସ୍ ମଧୁମେହ |
మధుమేహం,ମଧୁମେହ
డయాసిటైల్మోర్ఫిన్,ନିରାକରଣୀୟ
రోగ నిర్ధారణ,ନିରାକରଣ
డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ଏବଂ ଚିକିତ୍ସା
విశ్లేషణ చిత్రం,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ପ୍ରତିଛବି |
డయాగ్నొస్టిక్ కిట్,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ କିଟ୍ |
డయాకినాసిస్,ଡାଏକିନେସିସ୍
డయాలిసింగ్ ద్రవం,ମଧୁର ତରଳ |
డయాలసిస్,Dia
డయాంట్రియా,ଡାଏଣ୍ଡ୍ରିଆ
డయాండ్రోస్,ପୃଷ୍ଠଭୂମି
డయాపాజ్,ଡାଏପୁସ୍
విరేచనాలు,Arr ାଡ଼ା
డయాస్టొలిక్ పీడనం,ଡାଏଷ୍ଟିକ୍ ଚାପ |
డయాటమ్,ଡାଇଟମ୍
డయాటోమాసియస్ ఎర్త్,ଡାଏଟୋମାସିସ୍ ପୃଥିବୀ |
డయామ్సిల్గ్లిసరాల్ (డిజి),DioSyLGLYLERL (DG)
