Marathi,Kannada
डिस्केराइड,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
डिस्क,ಗತಿ
डिस्क फ्लोरेट,ಡಿಸ್ಕ್
परागकण डिस्चार्ज,ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು
विवादास्पद भिन्नता,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
भिन्न उत्परिवर्तन,ಪ್ರತ್ಯೇಕ ರೂಪಾಂತರ
आजार,ರೋಗ
विघटन प्रक्रिया,ಅಸಂಗತ ಪ್ರಕ್ರಿಯೆ
जंतुनाशक,ಸೋಂಕುಗಳೆತ
निर्जंतुकीकरण,ಸೋಂಕುರಹಿತ
हाडांचे विकार,ಮೂಳೆಯ ಅಸ್ವಸ್ಥತೆಗಳು
प्रसार,ಪ್ರಸಾರ
दूरस्थ,ದೂರದ
डिस्टल कॉन्व्होल्यूटेड,ದೂರ ಸುರುಳಿಯಾಗಿ
डिस्टल नेफ्रॉन,ಡಿಸ್ಟಲ್ ನೆಫ್ರಾನ್
डिस्टल फॅलेन्क्स,ದೂರದೃಷ್ಟಿ
दूरस्थ रंगद्रव्य,ದೂರದ ವರ್ಣದ್ರವ್ಯ
दैनंदिन,ದೈವಿಕ
डिव्हॅलेंट केशन,ದಿವಲನ ಕ್ಯಾಷನ್
Divalent,ಕೆಳಮಟ್ಟದ
डायव्हरज,ಬೇರೆಡು
विचलन,ಅಡ್ಡಲಾಗಿರುವುದು
विविधता,ವೈವಿಧ್ಯ
कामगार विभाग,ಕಾರ್ಮಿಕರ ವಿಭಾಗ
विभागणी,ವಿಭಾಗ
विभागणी,ವಿಭಾಗ
डीएनए अवलंबून आरएनए पॉलिमरेज,ಡಿಎನ್‌ಎ ಅವಲಂಬಿತ ಆರ್‌ಎನ್‌ಎ ಪಾಲಿಮರೇಸ್
डीएनए ब्लॉटिंग,ಡಿಎನ್‌ಎ ಬ್ಲಾಟಿಂಗ್
डीएनए क्लीवेज,ಡಿಎನ್‌ಎ ಸೀಳು
डीएनए क्लोइंग,ಡಿಎನ್‌ಎ ಕ್ಲೋಯಿನಿಂಗ್
डीएनए चालित संकरित,ಡಿಎನ್‌ಎ ಚಾಲಿತ ಹೈಬ್ರಿಡೈಸೇಶನ್
डीएनए फिंगरप्रिंटिंग,ಡಿಎನ್‌ಎ ಬೆರಳಚ್ಚು
डीएनए लायब्ररी,ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
डीएनए वितळणे,ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ
डीएनए मेथिलेशन,ಡಿಎನ್‌ಎ ಮೆತಿಲೀಕರಣ
डीएनए पॉलिमरेज,ಡಿಎನ್‌ಎ ಪಾಲಿಮರ
डीएनए तपासणी,ಡಿಎನ್‌ಎ ತನಿಖೆ
डीएनए दुरुस्ती,ಡಿಎನ್‌ಎ ದುರಸ್ತಿ
डीएनए प्रतिकृती,ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ
डीएनए प्रतिकृती,ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ
डीएनए अनुक्रम,ಡಿಎನ್‌ಎ ಅನುಕ್ರಮ
डीएनए स्प्लिंग,ಡಿಎನ್‌ಎ ಸ್ಪ್ಲೈಸಿಂಗ್
डीएनए सुपर कॉइलिंग,ಡಿಎನ್‌ಎ ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್
डीएनए लिप्यंतरण,ಡಿಎನ್‌ಎ ಪ್ರತಿಲೇಖನ
डीएनए वेक्टर,ಡಿಎನ್‌ಎ ವೆಕ್ಟರ್
डॉबसन युनिट,ಡಾಬ್ಸನ್ ಘಟಕ
डॉगफिश,ಶ್ವಾನ ಮೀನು
डोलिओलम,ಗಲಾಟೆ
डॉल्फिन (सस्तन प्राणी),ಡಾಲ್ಫಿನ್ (ಸಸ್ತನಿ)
पाळीव प्राणी,ಸಾಕು ಪ್ರಾಣಿ
पाळीव प्राणी,ಸಾಕು ಪ್ರಾಣಿಗಳ
पाळीव वनस्पती,ಸಾಕುಪ್ರಾಣಿ
घरगुती,ಸಾಕಾಣಿಕೆ
घरगुती,ಸಾಕಾಣಿಕೆ
प्रबळ जनुक,ಪ್ರಬಲ ಜೀನ್
प्रबळ युनिट फॅक्टर,ಪ್ರಬಲ ಘಟಕ ಅಂಶ
डोनन समतोल,ದಾನನ್ ಸಮತೋಲನ
दाता सेल,ದಾನಿ ಕೋಶ
डॉपलर प्रभाव,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
पृष्ठीय अंतर्गत पृष्ठभाग,ಡಾರ್ಸಲ್ ಆಂತರಿಕ ಮೇಲ್ಮೈ
पृष्ठीय मज्जातंतू दोरखंड,ಡಾರ್ಸಲ್ ನರ ಬಂಡಿ
सुप्तता,ಸುಸ್ತಾಗುವಿಕೆ
पृष्ठीय पंख,ಡಾರ್ಸಲ್ ರೆಕ್ಕೆ
पृष्ठीय पोकळ मज्जासंस्था,ಡಾರ್ಸಲ್ ಟೊಳ್ಳಾದ ನರಮಂಡಲ
पृष्ठीय नाकपुडी,ಡಾರ್ಸಲ್ ಮೂಗಿನ ಹೊಳ್ಳೆ
पृष्ठीय रूट गँगलियन,ಡಾರ್ಸಲ್ ರೂಟ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
पृष्ठीय पृष्ठभाग,ಡಾರ್ಸಲ್ ಮೇಲ್ಮೈ
पृष्ठीय व्हिसरल हम्प,ಡಾರ್ಸಲ್ ಒಳಾಂಗಗಳ ಗೂಡು
Dorsiventral लीफ,ಡಾರ್ಸಿವೆಂಟ್ರಲ್ ಎಲೆ
डबल बॉन्ड,ಎರಡು ಬಂಡಿ
डबल नारळ,ಎರಡು ತೆಂಗಿನಕಾಯಿ
डबल हेलिक्स,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
डबल अडकलेली रचना,ಡಬಲ್ ಸ್ಟ್ರಾಂಡೆಡ್ ರಚನೆ
डाउनस्ट्रीम,ಕೆಳಗಡೆ
डाउनस्ट्रीम प्रक्रिया,ಕೆಳಮಟ್ಟದ ಸಂಸ್ಕರಣೆ
डाउन सिंड्रोम,ಕೆಳಕಡಿ ಸಿಂಡ್ರೋಮ್
Dracaena,ದಾಸ
ड्रॅको,ದಾಸ
ड्रॅगन फ्लाय,ಡ್ರ್ಯಾಗನ್ ನೊಣ
थेंब,ಹಳಿ
थेंब,ಡ್ರಾಪ್ಸಿ
ड्रोसोफिला मेलानोगास्टर,ಡ್ರೊಸೊಫಿಲಾ ಮೆಲನೊಗಾಸ್ಟರ್
दुष्काळ,ಬರಗಾಲ
दुष्काळ प्रतिरोधक गवत,ಬರ ನಿರೋಧಕ ಹುಲ್ಲು
औषध,Drugಷಧ
औषध,Drugಷಧ
औषधीचे दुरुपयोग,ಮಾದಕ ವ್ಯಸನ
शेवगा,ಡ್ರಮ್ ಕೋಲು
Drupe,ಬಿದ್ದ
कोरडे बायोमास,ಶುಷ್ಕ ಜೀವರಾಶಿ
कोरडे साठा,ಒಣ ಶೇಖರಣೆ
ड्रायओपिथकस,ಒಣ ಆಪಿಥೆಕಸ್
ड्रायऑप्टेरिस,ಹಳ್ಳ
डक्ट्यूल एफरेंट,ನಾಳದ ಎಫೆರೆಂಟ್
डक्टस आर्टेरिओसस,ದಾಳದ ಅಪಧಮನಿ
डक्टस एपिडिडिमस,ಕಸಚಾಲೆ
पक्वाशय,ಕುಡಿನಮ್
डुप्लिकेशन,ನಕಲು ಮಾಡುವುದು
दुरामेटर,ಡುರಾಮಾಟರ್
दुरामेन,ಡ್ರಾಮೆನ್
दुरंत,ಡರ್ಟಾ
धूळ प्रदूषण,ಧೂಳು ಮಾಲಿನ್ಯ
बटू,ಕುಬ್ಜ
बौनेपणा,ಕುಬ್ಜತನ
बौने-स्टेम प्लांट,ಕುಬ್ಜ-ಕಾಂಡದ ಸಸ್ಯ
डायनेन,ದೈನೈನ್
अंक,ಅಂಕ
गरुड,ಹದ್ದು
कान ओसिकल,ಕಬ್ಬಿಣದ
इअरकॉकल,ಕಿವಿಗುದಾಯಿ
सर्वात लवकर जीवन,ಮುಂಚಿನ ಜೀವನ
लवकर लाकूड,ಆರಂಭಿಕ ಮರ
इअरमफ,ಕಿವಿಗೆ
पृथ्वी शिखर परिषद,ಭೂಪ್ರದೇಶ
खाणे आणि खाल्ले जात आहे,ತಿನ್ನುವುದು ಮತ್ತು ತಿನ್ನುವುದು
पृथ्वी,ಭೂಮಿ
पृथ्वी,ಭೂಮಿ
एबेनालेस,ಸ್ರಾವ
Ebracteate,ಇಬ್ರಾಕ್ಟೇಟ್ ಗೀತೆ
ECHENEIS,ಒಂದು ಬಗೆಯ ಶವ
इचिनोकोकस,ದಿಟುಕೋಯು
इकोलोकेशन,ಪ್ರತಿಧ್ವನಿ
एक्लिप्टा अल्बा,ಗ್ರಹಣ
पर्यावरणीय रुपांतर,ಪರಿಸರ ವಿಜ್ಞಾನದ ರೂಪ
पर्यावरणीय कार्यक्षमता,ಪರಿಸರ ವಿಜ್ಞಾನ
पर्यावरणीय परस्परावलंबन,ಪರಿಸರಶಾಸ್ತ್ರೀಯ ಪರಸ್ಪರ ಅವಲಂಬನೆ
पर्यावरणीय पिरॅमिड,ಪರಿಸರ ವಿಜ್ಞಾನದ ಪಿರಮಿ
पर्यावरणीय स्वच्छता,ಪರಿಸರ ವಿಜ್ಞಾನದ
पर्यावरणीय वारसा,ಪರಿಸರ ಅನುಕ್ರಮ
पर्यावरणीय टिकाव,ಪರಿಸರ ವಿಜ್ಞಾನದ
इकोलॉजिस्ट,ಪರಿಸರ ವಿಜ್ಞಾನಿ
पर्यावरणशास्त्र,ಪರಿಸರ ವಿಜ್ಞಾನ
पर्यावरणीय आणि वातावरण,ಪರಿಸರ ವಿಜ್ಞಾನ ಮತ್ತು ಪರಿಸರ
इकोसन टॉयलेट,ಪರಿಸರ ಶೌಚಾಲಯ
इकोसिस्टम,ಪರಿಸರ ವ್ಯವಸ್ಥೆ
इकोसिस्टम विविधता,ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ವೈವಿಧ್ಯತೆ
इकोसिस्टम प्रक्रिया,ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಪ್ರಕ್ರಿಯೆ
इकोसिस्टम सेवा,ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಸೇವೆ
इकोटोन,ಜೀವಕಣ
इकोटोरिझम,ವಲಸೆಗಾರ
इकोटाइप,ಜೀವರ ರೂಪ
ईसीपी ग्रेडियंट,ಇಸಿಪಿ ಗ್ರೇಡಿಯಂಟ್
Ectocarpus,ಉಚ್ಚೆಕಾಯಿ
Ectoderm,ಬಾಹ್ಯರೇಖೆ
इक्टोमीकोराझिझा,ಎಕ್ಟೊಮೈಕೊರಿ iz ೆ
Ectoparasite,ಮೇಲ್ನೋಟದ
स्थानभ्रष्ट गर्भधारणा,ಅಪಸ್ಥಾನೀಯ ಗರ್ಭಧಾರಣೆಯ
Ectotherm,ಪ್ರಾಚೀನ ರೂಪ
Ectothermic,ಬಹಿರ್ಮಾಣದ
धार प्रभाव,ಅಂಚಿನ ಪರಿಣಾಮ
धार प्रजाती,ಅಂಚಿನ ಪ್ರಭೇದ
प्रभावी स्ट्रोक,ಪರಿಣಾಮಕಾರಿ ಹೊಡೆತ
इंफेक्टर,ಪರಿಣಾಮಕಾರಿ
इंफेक्टर,ಪರಿಣಾಮಕಾರಿ
प्रभाव,ಬೇಸರಪಡಿಸುವ
प्रभावी धमनी,ಎಫೆರೆಂಟ್ ಅಪಧಮನಿಯ
कार्यक्षमता निर्देशांक,ದಕ್ಷತೆಯ ಸೂಚ್ಯಂಕ
FULUENT,ಹೊರಸೂಸುವ
प्रचलित उपचार प्रकल्प (ईटीपी),ಹೊರಸೂಸುವ ಚಿಕಿತ್ಸಾ ಘಟಕ (ಇಟಿಪಿ)
प्रवाह,ಇತ್ತ
Ested,ಉದ್ಧಟ
अंडे,ಮೊಟ್ಟೆ
अंडी उपकरण,ಮೊಟ್ಟೆಪಟ್ಟೆ
अहंकार सेंट्रिझम,ಅಹಂ ಕೇಂದ್ರೀಕರಣ
आयकॉर्निया क्रॅसिप्स,ಐಕ್ಚಾರ್ನಿಯಾ ಕ್ರಾಸ್ಸಿಪ್ಸ್
स्खलन नलिका,ಸ್ಖಲನ ನಾಳ
एल निनो प्रभाव,ಎಲ್ ನಿನೊ ಪರಿಣಾಮ
Elaioplast,Eonoiplast
Elasmobranch,ಜರಿಗೋಳ
लवचिक फायबर,ಸ್ಥಿತಿಸ್ಥಾಪಕ
लवचिक शक्ती,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
लवचिकता,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ELASTIN,ಎಲಾಸ್ಟಿನ್
इलेटर,ಹಾಯದವನು
विद्युत क्षेत्र,ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ
इलेक्ट्रिक इल्युमिनेटर,ವಿದ್ಯುತ್ ಪ್ರಕಾಶಕ
इलेक्ट्रिक ऑर्गन,ವಿದ್ಯುತ್ ಅಂಗ
विद्युत स्त्राव,ವಿದ್ಯುತ್ ವಿಸರ್ಜನೆ
विद्युत संभाव्य फरक,ವಿದ್ಯುತ್ ಸಂಭಾವ್ಯ ವ್ಯತ್ಯಾಸ
इलेक्ट्रिकल सिनॅप्स,ವಿದ್ಯುತ್ ಸಂಪೇ
इलेक्ट्रोकार्डिओग्राम (ईसीजी),ಎಲೆಕ್ಟ್ರೋಕಾರ್ಡಿಯೋಗ್ರಾಮ್ (ಇಸಿಜಿ)
इलेक्ट्रोकार्डियोग्राफ,ವಿದ್ಯುದರ್ಚಿ
इलेक्ट्रोकार्डियोग्राफी,ವಿದ್ಯುತ್ಕಂಪನ ಚಿಕಿತ್ಸೆ
इलेक्ट्रोकेमिकल प्रोटॉन ग्रेडियंट,ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್ ಪ್ರೋಟಾನ್ ಗ್ರೇಡಿಯಂಟ್
इलेक्ट्रोएन्सेफॅलोग्राम,ವಿದ್ಯುತ್ತುತನ
इलेक्ट्रोएन्सेफॅलोग्राफी,ವಿದ್ಯುದ್ವವತೆ
इलेक्ट्रोजेनिक,ವಿದ್ಯುದ್ವಿಭಜಿತ
इलेक्ट्रोमॅग्नेटिक लेन्स,ವಿದ್ಯುತ್ಕಾಂತೀಯ ಮಸೂರ
इलेक्ट्रोमॅग्नेटिक रेडिएशन,ವಿದ್ಯುತ್ಕಾಂತೀಯ ವಿಕಿರಣ
इलेक्ट्रोमॅग्नेटिक सिद्धांत,ವಿದ್ಯುತ್ಕಾಂತೀಯ ಸಿದ್ಧಾಂತ
इलेक्ट्रॉन स्वीकारणारा,ವಿದ್ಯುದನಿ
इलेक्ट्रॉन बॉम्बस्फोट,ವಿದ್ಯುತ್ತು ಬಾಂಬು
इलेक्ट्रॉनची कमतरता,ಎಲೆಕ್ಟ್ರಾನ್ ಕೊರತೆ
इलेक्ट्रॉन दाता,ಕಾಲ್ಚೀಲ
इलेक्ट्रॉन मायक्रोस्कोप,ವಿದ್ಯುದನಿ
इलेक्ट्रॉन पारदर्शकता,ವಿದ್ಯುತ್ತುರ ಪಾರದರ್ಶಕತೆ
इलेक्ट्रॉन ट्रान्सपोर्ट साखळी,ಎಲೆಕೋಸು ಸರಪಳಿ
इलेक्ट्रॉन ट्रान्सपोर्ट सिस्टम,ವಿದ್ಯುತ್ತುರ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ
इलेक्ट्रोनॅगेटिव्ह,ವಿದ್ಯುದ್ವಿಭಜಿತ
इलेक्ट्रोनॅगेटिव्ह अणू,ವಿದ್ಯುದಿವಂಗ್ಯಾಮ
इलेक्ट्रॉनिक कचरा,ವಿದ್ಯುನ್ಮಾನಿನ ತ್ಯಾಜ್ಯ
इलेक्ट्रोफोरेसीस,ವಿದ್ಯುನ್ಮವತೆ
इलेक्ट्रोपोरेशन,ವಿದ್ಯುಚ್ಚಲನವಾಸ
इलेक्ट्रोस्टेटिक प्रीपिटेटर,ಸ್ಥಾಯೀ ಚುಚ್ಚುವ ವ್ಯಕ್ತಿ
घटक,ಅಂಶ
घटक,ಅಂಶ
अलेफास,ಆನೆಫರು
लंबवर्तुळ पट्टी,ದೀರ್ಘವೃತ್ತ ಪಟ್ಟಿ
लंबवर्तुळाकार संयुक्त,ದೀರ್ಘವೃತ್ತ
वाढविलेले हृदय,ಉದ್ದವಾದ ಹೃದಯ
वाढीचा घटक,ಉದ್ದನೆಯ ಅಂಶ
एल्फिडियम,ಎಲ್ಫಿಡಿಯಂ
निर्लज्ज,ಉದಾತ್ತನೆ
Emarginate,ತಿಕ್ಕಲು
Emasculation,ಇಂಚರು
गर्भ संस्कृती,ಭ್ರೂಣ ಸಂಸ್ಕೃತಿ
गर्भ विकास,ಭ್ರೂಣ ಅಭಿವೃದ್ಧಿ
गर्भ बचाव,ಭ್ರೂಣ ರಕ್ಷಣೆ
गर्भ,ಭ್ರೂಣ
गर्भ सॅक,ಭ್ರೂಣದ ಚೀಲ
भ्रूण संशोधन,ಭ್ರೂಣಶಾಸ್ತ್ರದ ಸಂಶೋಧನೆ
गर्भशास्त्र,ಭ್ರೂಣಶಾಸ್ತ್ರ
भ्रूण ब्लास्टोपोर,ಭ್ರೂಣದ ಬ್ಲಾಸ್ಟೋಪೋರ್
भ्रूण विकास,ಭ್ರೂಣದ ಅಭಿವೃದ್ಧಿ
भ्रूण मृत्यू,ಭ್ರೂಣದ ಮರಣ
उदयोन्मुख हायड्रोफाइट,ಜಲೀಯ
इमिग्रेशन,ವಲಸೆ
इमिलिया सोनचिफोलिया,ಎಮಿಲಿಯಾ ಸೋಂಚಿಫೋಲಿಯಾ
भावनिक अशांतता,ಭಾವಾತ್ಮಕ ಪ್ರಕ್ಷುಬ್ಧತೆ
Empetraceae,ಸ ೦ ಗಲಗಂಜ
एम्फिसीमा,ಮಧುರ
अनुभवजन्य सूत्र,ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ
इमू,ಬಾಯಿ
इमल्सिफाइंग,ಎಮದಿ ಮಾಡುವಿಕೆ
Enaima,ಪತಂಗ
मुलामा चढवणे,ದಂತಕೇಂದ್ರ
एन्कोड एंजाइम,ಎನ್‌ಕೋಡ್ ಮಾಡಲಾದ ಕಿಣ್ವ
एन्किस्टेशन,ಸುತ್ತಳತೆ
शेवटची भिंत,ಅಂತ್ಯದ ಗೋಡೆ
चिंताजनक,ತರುವ
स्थानिक,ಸ್ಥಳೀಯ
एन्डेमिझम,ಅಂತ್ಯ
एन्डर्गोनिक प्रतिक्रिया,ಎಂಡರ್ಗೋನಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
एंडोकार्प,ಎಂಡೊಕಾರ್ಜ
अंतःस्रावी प्रणाली,ಅಂತಃಸ್ರಾವಕ ವ್ಯವಸ್ಥೆಯ
एंडोसाइटोसिस,ಎಂಡೊಸೈಟೋಸುಗಳು
एंडोडर्म,ಎಂಡುಡರ್ಮ್
एंडोलिम्फ,ಎಂಡೊಲಾಪು
एंडोमेट्रियम,ಎಂಡೊಮೆಟ್ರಿಯಂ
एंडोमायकोरिझा,ಎಂಡೊಮೈಕೊರಿ iz ೆ
एंडोन्यूक्लीझ रिकग्निशन साइट,ಎಂಡೋನ್ಯೂಕ್ಲೀಸ್ ಗುರುತಿಸುವಿಕೆ ತಾಣ
ईंडोप्लास्मिक रेटिक्युलम,ಎಂಡೊಪ್ಲಾಸ್ಮಿಕ್ ರೆಟಿಕ್ಯುಲಮ್
एंडोस्कोप,ಎಪೋಲು
एंडोस्कोपी,ಎಂಡೋಸ್ಕೋಪಿ
एंडोस्केलेटन,ಎಂಡೊಸ್ಕೆಲಿಟನ
एंडोसोम,ಎಂಡೋಸಮ್
एंडोस्पर्म,ಎಂಡೋಸ್ಪರೆ
एंडोस्पर्मिक,ಎಂಡೋಸ್ಪರ್ಮ
एंडोथेलियल अस्तर,ಎಂಡೋಥೆಲಿಯಲ್ ಲೈನಿಂಗ್
एंडोथेलियम,ಎಂಡೂಥೀಲಿಯಂ
एंडोथर्म (ईओमोईथर्म),ಎಂಡೋಥೆರ್ಮ್ (eomoiotherm)
एंडोथर्मिक,ಎಂಡೋಥರ್ಮಿಟ್ ಮಾಡಿದ
एंडोथर्मिक,ಎಂಡೋಥರ್ಮಿಟ್ ಮಾಡಿದ
एंडोटॉक्सिन,ಏಕಕಂಡ
शेवटची थैली,ಅಂತ್ಯ ಚೀಲ
एंडोप्लाज्मिक,ಎಂಡೋಪ್ಲಾಸಮದ
एंड्रोक्राइन सिस्टम,ಎಂಡ್ರೆಕ್ರೈನ್ ವ್ಯವಸ್ಥೆಯ
उर्जा आत्मसात केली,ಶಕ್ತಿಯನ್ನು ಒಟ್ಟುಗೂಡಿಸಲಾಗಿದೆ
उर्जा प्रवाह मॉडेल,ಶಕ್ತಿ ಹರಿವು
उर्जा वृक्षारोपण,ಶಕ್ತಿ ತೋಟ
उर्जा वृक्षारोपण,ಶಕ್ತಿ ತೋಟ
ऊर्जा स्रोत,ಶಕ್ತಿಯ ಮೂಲ
अभियांत्रिकी,ಎಂಜಿನಿಯರಿಂಗ್
एंटामोबा हिस्टोलिटिका,ಎಂಟಾಮೀಬಾ ಹಿಸ್ಟೊಲಿಟಿಕಾ
एंटरोबियस,ಎಂಟರೋಬಿಯಸ್
एन्टरोसाइट,ಎಂಟೊಡೆಟ್
एंटरॉन,ಎಂಟೆನ್
एन्थॅल्पी,ಸುಲಿಗೆ
एंटोमोफिलस,ತಳಮಳವಿಲ್ಲದ
एंटोमोफिली,ಬುದ್ಧಿ
एन्ट्रोपी,ಎಳೆಯ
वातावरण,ವಾತಾವರಣ
पर्यावरणीय स्थिती,ಪರಿಸರ ಸ್ಥಿತಿ
पर्यावरणीय नीतिशास्त्र,ಪರಿಸರ ನೀತಿಶಾಸ್ತ್ರ
पर्यावरणीय घटक,ಪರಿಸರ ಅಂಶ
पर्यावरणीय प्रभाव,ಪರಿಸರ ಪ್ರಭಾವ
पर्यावरण व्यवस्थापनासाठी,ಪರಿಸರ ನಿರ್ವಹಣೆ
पर्यावरणीय नियोजन आणि समन्वय,ಪರಿಸರ ಯೋಜನೆ ಮತ್ತು ಸಮನ್ವಯ
पर्यावरणीय प्रतिकार,ಪರಿಸರ ಪ್ರತಿರೋಧ
एंजाइमॅटिक सामग्री,ಕಿಣ್ವಕತ್ವ
सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,ಕಿಣ್ವ
सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य प्रणाली,ಕಿಣ್ವ ವ್ಯವಸ್ಥೆ
एंजाइम-लिंक्ड,ಕಿಣ್ವ-ಸಂಯೋಜಿತ
इओसिन,ಜೀವಿಗೀನ್
इओसिनोफिल,ಈಸೈನಿಲ್
एफेड्रा,ಮಚ್ಚೆ
इफेमेरल वार्षिक औषधी वनस्पती,ಅಲ್ಪಕಾಲಿಕ ವಾರ್ಷಿಕ ಮೂಲಿಕೆ
इफेमेरल,ಪೆಟ್ಟಿಗೆ
इपिकलीक्स,ಮಹಾಕಾವ್ಯಕ್ಸ್
एपिकार्प,ಹೊರಗಿನ
एपिडर्मल सेल,ಎಪಿಡರ್ಮಲ್ ಕೋಶ
एपिडर्मिस,ಉಜ್ಜೆ
एपिडर्मोफिटन,ಎಡ್ಡಿಮೊಫಿಟನ್
एपिडिडिमिस,ಎಡ್ಡಿಡಿಮಿಗಳು
एपिगीने,ಉಚ್ಚಾರಣಾ
एपिगिनस,ಮಧುರ
अपस्मार,ಅಪಸ್ಮಾರ
एपिलीमनीन,ಎಪಿಲಿಮ್ನನ
एपिमॉर्फोसिस,ಉಭಯಾಕೃತಿ
एपिनेफ्रिन,ಎಪಿನ್ಫ್ರಿನ್
एपिन्यूरियम,ಎಪಿನ್ಯೂರಿಯಂ
एपिपेटलस,ಮಧುರ
एपिफिसिस,ಸ ೦ ಗೀತ
एपिफाइट,ವಿಪತ್ತಿನ
एपिसोडिक औदासिन्य,ಎಪಿಸೋಡಿಕ್ ಖಿನ್ನತೆ
एपिस्टेसिस,ಪತ್ರ
एपिस्टेसिस,ಪತ್ರ
उपकला ऊतक,ಎಪಿಥೇಲಿಯಲ್ ಅಂಗಾಂಶ
युग,ಯುಗ
एपुलोप्सियम फिशसोनी,ಎಪ್ಯುಲೋಪ್ಸಿಯಮ್ ಫಿಶೆಸೋನಿ
विषुववृत्त प्लेट,ಸಮ ಸಮುಚ್ಚಯ
समतोल,ಸಮತಟ್ಟಾದ
समतोल गाळ,ಸಮತೋಲನ
इक्विसेटम,ಇಕ್ವಿಷತ್ತು
इक्वस,ಸಮೋಡು
युग,ಯುಗ
एर्गोस्टेरॉल,ಎರ್ಗೋಸ್ಟರಿ
एरीकल्स,ಬಿಲ್ಲೆ
इरोशन,ಸವೆನ
इर्यूसीक acid सिड,ಸೋಗು ಆಮ್ಲ
एरिथ्रिना,ಅಪರಿಚಿತ
एरिथ्रोसाइट (आरबीसी),ಎರಿಥ್ರೋಸೈಟ್ (ಆರ್ಬಿಸಿ)
एरिथ्रोसाइटिक,ಅಪರಿತ್ರೀಯ
एरिथ्रोपोएटिक फॅक्टर,ಸರಿಥ್ರೋಪೂಟಿಕ್ ಅಂಶದ
एरिथ्रोपोएटिन,ಅಪೇಕ್ಷೆ
एरिथ्रोक्झिलम कोका,ಎರಸಿಥ್ರೋಕ್ಸಿಲಮ್ ಕೋಕ
एशेरिचिया कोली,ಎಸ್ಚೆರಿಚಿಯಾ ಕೋಲಿ
अत्यावश्यक तेल,ಸಾರಭೂತ ತೈಲ
एस्टर बॉन्ड,ಈಟಿ
इस्ट्रोजेन,ಹುರಿ ಜನಕ
एस्ट्रोजेन रिप्लेसमेंट थेरपी,ಈಸ್ಟ್ರೊಜೆನ್ ಬದಲಿ ಚಿಕಿತ್ಸೆ
मोह,ತಪಣ
इटेरिओ,ಮರಿ
इथेनॉल,ಎಥೆನಾಲ್
इथर,ಈಥರ್
एथिडियम ब्रोमाइड,ಎಥಿಡಿಯಂ ಬ್ರೋಮೈಡ್
नीतिशास्त्र,ಶೃಂಗಶಾಸ್ತ್ರ
नीतिशास्त्र,ಶೃಂಗಶಾಸ್ತ್ರ
इथिलीन,ಈಪಲೀನ್
इथिलमेथेन सल्फोनोनेट,ಈತತ್ವ ಸಲ್ಫೋನೇಟ್
Etiolation,ವಿವರ್ಣೀಕರಣ
युबॅक्टेरिया,ಯುಬ್ಯಾಕ್ಟರತೆ
युबॅक्टेरिया सेल,ಯುಬ್ಯಾಕ್ಟರಿ ಕೋಶ
Euchromatin,ಯುಕ್ರೊಮಾಟಿನ್
युगलेना,ಯುಗದ
युग्लेनॉइड,ಯುಗ್ಗು
युकेरिओट (युकेरिओट),ಯುಕ್ಯಾರಿಯೋಟ್ (ಯುಕ್ಯಾರಿಯೋಟ್)
युकेरियोटिक सेल,ಯುಕಾರ್ಯಾಟಿಕ್ ಕೋಶ
युकेरियोटिक प्रजाती,ಯುಕಾರ್ಯೋಟಿಕ್ ಪ್ರಭೇದಗಳು
इमेटाझोआ,ಉಣ್ಣೆಯಂಥ
Eumitosis,ಉಚ್ಚಾಟನೆ
युनुचॉइडिझम,ನಪುಂಸನಕಾರಿತ್ವ
युपागुरस,ಉಪಗ್ರಹ
युफोर्बिया,ಸುಸಂಬದ್ಧ
युफोर्बियासी,ಸುಸಂಬದ್ಧ
Euplectella,ಇಸ್ಲೆಕ್ಟೆಲ್ಲಾ
Euryhaline,ಯೂರಿಹಲೈನ್
Eurythermal,ಯೂರಿಥರ್ಮಲ್
युसुंगिया,ಉಸಿರು
