Bengali,Odiya
কাউন্ট প্যালাটিনেট,ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |
দেশের বাড়ি,ଦେଶ ଘର
কাউন্টি,କାଉଣ୍ଟି |
কাউন্টি বরো,କାଉଣ୍ଟି ବୋରୱେଲ |
কাউন্টি আদালত,କାଉଣ୍ଟି କୋର୍ଟ |
কাউন্টি প্যালাটাইন,କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |
আদালত,କୋର୍ଟ
আদালত,କୋର୍ଟ
আদালতের সার্কুলার,କୋର୍ଟ ସର୍କୁଲାର୍ |
আদালতের শিষ্টাচার,କୋର୍ଟ ଶ iqu ଳୀ
দরবারী,କୋର୍ଟ
ক্যাসেশন আদালত,ଅଦାଲତ
কোর্ট অফ ডিরেক্টরস (EIC),କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC)
মালিকদের আদালত,ମାଲିକଙ୍କ କୋର୍ଟ
দরবারের কবি,କୋର୍ଟ କବି
চুক্তিবদ্ধ ক্যামেরোনিয়ান,ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |
মুকুট,ମୁକୁଟ |
মুকুট,ମୁକୁଟ |
মুকুট,ମୁକୁଟ |
মুকুট জমি,ମୁକୁଟ ଜମି |
মুকুট জমি,ମୁକୁଟ ଜମି |
ক্রাউন প্রিন্স,କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |
ক্রুসেড,କ୍ରୁସେଡ୍ |
ক্রুসেডার,କ୍ରୁସେଡର୍ |
ক্রিপ্টোগ্রাম,କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |
কুইরাস,କୁଇରାସ୍ |
কুইরাসিয়ার,କୁଇରାସିଅର୍ |
কাল্ট দেবতা,ଦେବତା ସଂସ୍କୃତି
কুরিয়া,କୁରିଆ
কুরিয়া,କୁରିଆ
জারবাদ,ରାଜା
অন্ধকার মহাদেশ,ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |
বিচারের দিন,ବିଚାର ଦିନ
বিচারের দিন,ବିଚାର ଦିନ
যাজক,ଡିନ୍
দশক,ଦଶନ୍ଧି
ডেনারিয়াস,ଡେନାରିୟସ୍ |
ক্ষমতাচ্যুত রাজা,ବିତାଡିତ ରାଜତନ୍ତ୍ର |
নষ্ট করা,ଲୁଟ
বিলুপ্তি,ବିଚ୍ଛିନ୍ନତା |
ডিথ্রোন,ଡେଥ୍ରୋନ୍ |
ডায়ডেম,ଡାଏଡେମ୍ |
ডায়ডেম,ଡାଏଡେମ୍ |
ডায়ডেম,ଡାଏଡେମ୍ |
ডায়াসিয়া,ଡିଆସିଆ
ডিকাস্টেরিয়াম,ଡିକାଷ୍ଟେରିୟମ୍ |
ডিলুভিয়ালিস্ট,ଦିଲୁଭିଆଲିଷ୍ଟ |
ডায়োসিস,ଡ଼ିଓସିସ୍
ডায়োসিস,ଡ଼ିଓସିସ୍
নির্দেশিকা (=নির্দেশনা),Directoire (= Directry)
নির্দেশিকা (=নির্দেশনা),Directoire (= Directry)
দিরহাম,ଦିରହମ୍ |
অবিশ্বাসী,ଅବିଶ୍ୱାସୀ |
অবিশ্বাসী,ଅବିଶ୍ୱାସୀ |
ভুলের মতবাদ,ତ୍ୟାଗ
দলিল,ଡକ୍ୟୁମେଣ୍ଟ୍
দালিলিক প্রমাণ,ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |
গম্বুজের বই,ଡୋମେସ୍ ବୁକ୍ |
কনস্টানটাইনের দান,କନଷ୍ଟାଣ୍ଟିନର ଦାନ |
নিয়তি,ନିପାତ |
ডাওগার রানী,ଡାଉଜର୍ ରାଣୀ |
ড্রাগন,ଡ୍ରାଗନ୍ |
ড্রোমেডারিয়ান,ଡ୍ରୋମେଡାରିଆନ୍ |
ড্রোমেডারি,ଡ୍ରୋମେଡାରୀ |
ড্রমন্ড,ଡ୍ରୋମଣ୍ଡ |
দ্বৈত,ଡୁଆଲ୍ |
দ্বৈত জোট,ଦ୍ୱ ual ତ ମିଳିତତା |
ডুয়েল এন্টেন্টে,ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
দ্বৈত ব্যবস্থা (= দ্বৈত সরকার),ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର)
ডিউক,ଡ୍ୟୁକ୍ |
ডুমা,ଡୁମା
বামন অবতার,ବାଘ ଅବତାର |
রাজবংশ,ରାଜବଂଶ
রাজবংশ,ରାଜବଂଶ
ঈগল,ଇଗଲ
বুড়ো মানুষ,ଏଲଡର୍ ମ୍ୟାନ୍ |
আর্ল,କର୍ଣ୍ଣ
প্রাচীনত্ব,Earldom
প্রারম্ভিক গুপ্ত,ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |
প্রারম্ভিক (ঐতিহাসিক) সাইট,ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |
প্রারম্ভিক বৈদিক যুগ,ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |
ইক্লেসিয়া,ଉପଦେଶ
পুনরুদ্ধারের আদেশ,ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |
আট ভাঁজ পথ,ଆଠ ଗୁଣା ପଥ |
প্রবীণ,ପ୍ରାଚୀନମାନେ
বয়স্ক রাষ্ট্রনায়ক (=জেনরো),ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ)
হাতির ছাগু,ହାତୀ ଛେଳି |
এগারো বছরের অত্যাচার,ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
Elysae (=Elysee),ଏଲିସା (= ଏଲିସି)
ঘের আন্দোলন,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
এনসাইক্লিক্যাল,ଏନସାଇକ୍ଲିକ୍ |
বিশ্বকোষবাদী আন্দোলন,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
Entente,ଏଣ୍ଟେଣ୍ଟେ |
Entente cordiale,ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
সিংহাসন,ଏଣ୍ଟ୍ରୋନ୍ |
এনট্যুরেজ,ଭ୍ରମଣ
এফোদ,ଏଫୋଡ୍
ইফোর,ଇଫୋର |
মহাকাব্য যুগ,ଏପିକ୍ ବୟସ |
মহাকাব্যিক নায়ক,ଏପିକ୍ ହିରୋ |
এপিগ্রাফ,ଏପିଗ୍ରାଫ୍ |
এপিস্কোপ্যাসি,Episcopacy
এপিস্কোপেট,Episcopate |
পর্ব,ଏପିସୋଡ୍
যুগ,ଯୁଗ
যুগ তৈরির ঘটনা,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
যুগ সৃষ্টিকারী মানুষ,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
উপনাম,ଉପନାମ
ইকুয়েরি,ସମୀକରଣ
ইকুয়েরি,ସମୀକରଣ
অশ্বারোহী মূর্তি,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
যুগ,ଯୁଗ
এরগাস্টুলাম,ଏରଗାଷ୍ଟୁଲମ୍ |
ইউক্যারিস্ট,ଇଉକାରିଷ୍ଟ |
ধর্মপ্রচার,ସୁସମାଚାର
ধর্মপ্রচার আন্দোলন,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
ধর্মপ্রচারক,ସୁସମାଚାର ପ୍ରଚାରକ |
Exarch,Exarch
এক্সিল্যার্ক,Exilarch
ফালাঙ্গিস্ট,ଫାଲାଙ୍ଗିଷ୍ଟ |
পিতার জমি,ପିତା ଭୂମି |
পিতার জমি,ପିତା ଭୂମି |
ফেরিয়া,ଫେରିଆ |
ফেটিশ,ଫେଟିଶ୍ |
সামন্ত জোত,ସାମାଜିକ ହୋଲ୍ଡିଂ |
সামন্ততন্ত্র (=সামন্ততন্ত্র),ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
সামন্ততান্ত্রিক ব্যবস্থা,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
সামন্ত,ବିବାଦୀୟ |
ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক),ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
ফিফ,ଫିଫ୍ |
ক্ষেত্র ব্যবস্থা,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
পঞ্চদশ কর,ପ te ୍ଚଦଶ କର |
ফিগার হেড,ଚିତ୍ର ମୁଣ୍ଡ
ফিন ডি siecle,ଫିନ୍ ଡି ସାଇକେଲ୍ |
আগুন ভক্ষক,ଅଗ୍ନି ଭୋଜନକାରୀ |
পাঁচ মাইল আইন,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
পতাকা,ପତାକା
ফ্ল্যামেন ডায়ালিস,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
ফ্ল্যামেন মার্শালিস,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
জ্বলন্ত মশাল,ଜ୍ୱଳନ୍ତ ମଶାଲ |
ফ্ল্যাঙ্ক,ଫାଙ୍କା
ফ্ল্যাঙ্কিং আন্দোলন,ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
বিকশিত সভ্যতা,ସମୃଦ୍ଧ ସଭ୍ୟତା |
fluvialistic বিশ্বাস,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
লোকদেবতা,ଲୋକ ଭଗବାନ |
লোকদেবী,ଲୋକ ଦେବୀ
লোক স্মৃতি,ଲୋକ ସ୍ମୃତି
লোককথা (=লোককাহিনী),ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
চারণ,ଚୋରାଚାଲାଣ |
অভিযান,ଅଗ୍ରଗାମୀ |
পূর্বাবস্থায়,ଅଗ୍ରଗାମୀ |
পূর্বপুরুষ,ପୂର୍ବଜ
অগ্রদূত,ଅଗ୍ରଗାମୀ |
অসহায় আশা,ଭରସା
গঠনমূলক পর্যায়,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
দুর্গ,ଦୁର୍ଗ
দুর্গ,ଦୁର୍ଗ
সুরক্ষিত শহর,ଦୁର୍ଗ ସହର
দুর্গ,ଦୁର୍ଗ
ফরচুনা,ଫର୍ଚୁନା
ফোরাম রোমানাম,ଫୋରମ୍ ରୋମାନମ୍ |
ফ্রান্সিসকান,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
ফ্র্যাঙ্কলিন,ଫ୍ରାଙ୍କଲିନ୍ |
ভ্রাতৃঘাতী যুদ্ধ,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
বিনামূল্যে চার্চ,ମୁକ୍ତ ଚର୍ଚ୍ଚ
ফ্রিহোল্ডার,ମୁକ୍ତଧାରୀ
ফ্রিল্যান্স সৈনিক,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
ফ্রিল্যান্স সৈনিক,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
ফ্রিম্যান,ଫ୍ରିମାନ୍
ফ্রিম্যান,ଫ୍ରିମାନ୍
ফ্রিপাস,ଫ୍ରିପାସ୍ |
ফরাসি বিপ্লব,ଫରାସୀ ବିପ୍ଳବ |
ভদ্র,ଫ୍ରିୟାର୍ |
ফ্রিশিয়ান ভাড়াটে,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
সীমান্তের মানুষ,ସୀମାନ୍ତ ମଣିଷ |
গ্যালিওন,ଗାଲେନ୍ |
গ্যালিকান (=গ্যালিকানিস্ট),ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
গ্যালিকানিজম,ଗାଲିକାନିଜିମ୍ |
গ্যারিসন,ଗ୍ୟାରିସନ୍ |
গল,ଗଲ୍ |
গান্টলেট,ଗାଣ୍ଟଲେଟ୍ |
গান্টলেট,ଗାଣ୍ଟଲେଟ୍ |
গাজেবো,ଗେଜେବୋ |
গাজেবো,ଗେଜେବୋ |
গাজেবো,ଗେଜେବୋ |
বংশগত ইতিহাস,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
বংশগত রেকর্ড,ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
বংশগত সারণী,ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |
বংশগত গাছ,ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |
বংশতালিকা,ବଂଶାନୁକ୍ରମିକ
বংশতালিকা,ବଂଶାନୁକ୍ରମିକ
প্রজন্ম,ପି Generation ଼ି
গণহত্যা,ଜାତିସଂଘ
বিধর্মী,ଅଣଯିହୂଦୀ
বিধর্মী,ଅଣଯିହୂଦୀ
বিধর্মী,ଅଣଯିହୂଦୀ
বিধর্মী,ଅଣଯିହୂଦୀ
ঘেটো,ଘେଟୋ |
ঘেটো,ଘେଟୋ |
গিবত,ଗିବ୍ବେଟ୍ |
গিল্ড (=গিল্ড),ଗିଲ୍ଡ (= ଗିଲ୍ଡ)
গ্ল্যাডিয়েটার,ଗ୍ଲାଡିଏଟର |
গৌরবময় বিপ্লব,ଗ or ରବମୟ ବିପ୍ଳବ |
গোল্ডেন হোর্ড,ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |
মহাজোট,ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |
গ্র্যান্ডি,ଗ୍ରାଣ୍ଡି
গ্র্যান্ড সাইনর,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
গ্র্যান্ড সাইনর,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
মহান গৃহযুদ্ধ,ମହାନ ଗୃହଯୁଦ୍ଧ |
মহান প্রস্থান (বুদ্ধের),ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ)
বৃহত্তর ভারত,ଗ୍ରେଟର ଭାରତ |
গ্রেট হেলাস,ମହାନ ହେଲାସ୍ |
গ্রেট হোর্ড,ମହାନ ହୋର୍ଡ
মহান ত্যাগ (= মহান প্রস্থান),ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ)
মহান সীল,ମହାନ ସିଲ୍ |
মহান Trak,ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |
দারুণ যানবাহন,ମହାନ ଯାନ
চীনের মহাপ্রাচীর,ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |
গ্রীভ,ଗ୍ରୀଭ୍ |
গার্ড-চেম্বার,ରାକ୍ଷୀ-ଚାମ୍ବର |
গার্ড-চেম্বার,ରାକ୍ଷୀ-ଚାମ୍ବର |
গার্ড-চেম্বার,ରାକ୍ଷୀ-ଚାମ୍ବର |
গুপ্ত,ଗୁପ୍ତା
হ্যাজিওগ্রাফি,ହାଗିଓଗ୍ରାଫି |
হ্যাজিওগ্রাফি,ହାଗିଓଗ୍ରାଫି |
হ্যাজিওলজি,ହାଜିଓଲୋଜି |
হ্যাজিওলজি,ହାଜିଓଲୋଜି |
ব্যক্তিগত দর্শকদের হল,ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |
পাবলিক দর্শক হল,ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |
হ্যাচমেন্ট,ହ୍ୟାଚ୍
বিধর্মী,ହେଥେନ୍ |
বিধর্মী,ହେଥେନ୍ |
হিথেনিজম,ହେଥେନିଜିମ୍ |
হেগিরা (হেজেরা),ହେଗିରା (ହେଜେରା)
হেলেনবাদ,ହେଲେନିଜିମ୍ |
হেলট,ହେଲଟ୍ |
হেরাল্ড্রি,ହେରାଲ୍ଡ୍ରି |
ঐতিহ্য,ହେରିଟେଜ୍
হায়ারোগ্লিফিক রৈখিক অক্ষর,ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |
হায়ারোগ্লিফিক লিপি,ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |
উচ্চ গির্জা,ହାଇ ଚର୍ଚ୍ଚ
উচ্চ ল্যান্ডার,ହାଇ ଲ୍ୟାଣ୍ଡର୍ |
হিন্দুধর্ম,ହିନ୍ଦୁ ଧର୍ମ
ঐতিহাসিক,Histor ତିହାସିକ
ঐতিহাসিক,Histor ତିହାସିକ
ঐতিহাসিক বস্তুবাদ,Histor ତିହାସିକ ବସ୍ତୁବାଦ |
ঐতিহাসিক যুগ,Histor ତିହାସିକ ଯୁଗ |
ঐতিহাসিক সীমান্ত,Histor ତିହାସିକ ସୀମା
ইতিহাসবিদ,ଇତିହାସକାର
ইতিহাসবিদ,ଇତିହାସକାର
ইতিহাস রচনা,ଇତିହାସ ଲିପି
ইতিহাস রচনা,ଇତିହାସ ଲିପି
ইতিহাস,ଇତିହାସ
হিট্টাইট সাম্রাজ্য,ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |
পবিত্র জোট,ପବିତ୍ର ମିଳିତ ମଞ୍ଚ
পবিত্র শহর,ପବିତ୍ର ସହର
পবিত্র শহর,ପବିତ୍ର ସହର
পবিত্র ভূমি,ପବିତ୍ର ଭୂମି
পবিত্র ভূমি,ପବିତ୍ର ଭୂମି
পবিত্র লীগ,ହୋଲି ଲିଗ୍ |
পবিত্র লীগ,ହୋଲି ଲିଗ୍ |
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ)
পবিত্র সাগর,ପବିତ୍ର ସମୁଦ୍ର |
পবিত্র সাগর,ପବିତ୍ର ସମୁଦ୍ର |
জেহাদ,ପବିତ୍ର ଯୁଦ୍ଧ
জেহাদ,ପବିତ୍ର ଯୁଦ୍ଧ
হোম সরকার,ଗୃହ ସରକାର
ঘরের রক্ষক,ହୋମ ଗାର୍ଡ |
স্বদেশ,ମାତୃଭୂମି |
স্বায়ত্তশাসন,ଗୃହ ନିୟମ |
স্বায়ত্তশাসন,ଗୃହ ନିୟମ
Horde,ହୋର୍ଡେ |
Horde,ହୋର୍ଡେ |
শত্রু দেশ,ଶତ୍ରୁ ଦେଶ |
প্রতিকূল ভূমি,ଶତ୍ରୁ ଭୂମି |
গরম সাধনা,ଗରମ ଅନୁସରଣ
গৃহ,ଘର
গৃহ,ଘର
হাউস অফ কমন্স,ହାଉସ୍ ଅଫ୍ କମନ୍ସ
হাউস অফ লর্ডস,ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |
হাউস অফ রিপ্রেজেন্টেটিভস,ଲୋକସଭା
Huguenots,ହୁଗୁଏନଟ୍ସ |
মানবতাবাদ,ମାନବବାଦ |
মানবতাবাদী,ମାନବବାଦୀ |
শত ইয়েসের যুদ্ধ,ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |
হুংকার,ହଙ୍କର୍ |
ইবাদত খানা (উপাসনা ঘর),ଇବାଦତ ଖାନା (ପୂଜା ଘର)
আইকনোক্লাস্ট,ଆଇକନୋକ୍ଲାଷ୍ଟ |
মূর্তিপূজক,ପ୍ରତିମା
ইলাহী যুগ,ଇଲାହି ଯୁଗ |
অবৈধ যুদ্ধ,ବେଆଇନ ଯୁଦ୍ଧ |
আলোকিত পাণ্ডুলিপি,ଆଲୋକିତ ପାଣ୍ଡୁଲିପି
সচিত্র পাণ্ডুলিপি,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
সচিত্র পাণ্ডুলিপি,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
ইমাম (ইমাম),ଇମାମ (ଇମ୍ମାମ୍)
ইমামতি,ଇମାମେଟ୍ |
ইমামতি,ଇମାମେଟ୍ |
ইমামবাড়া,ଇମମ୍ବର
ইম্পেরিয়াল,ସାମ୍ରାଜ୍ୟ
ইম্পেরিয়াল সিটি,ସାମ୍ରାଜ୍ୟ ସହର |
সাম্রাজ্যবাদ,ସାମ୍ରାଜ୍ୟବାଦ |
ইম্পেরিয়াল পছন্দ,ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |
ইমপলিসি,ଅପ୍ରାକୃତିକ |
প্রতারক,ଇମ୍ପୋଷ୍ଟର୍ |
কারাবাস,କାରାଗାର
কারাবাস,କାରାଗାର
অনুপ্রবেশ,ଆକ୍ରମଣ
অনুপ্রবেশকারী,ଅନୁପ୍ରବେଶକାରୀ |
স্বাধীনতা,ସ୍ୱାଧୀନତା
স্বাধীনতা দিবস,ସ୍ବାଧୀନତା ଦିବସ
স্বাধীনতা হল,ସ୍ୱାଧୀନତା ହଲ୍
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ)
ইন্ডিয়ান হোম রুল লিগ,ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |
শিল্প বিপ্লব,ଶିଳ୍ପ ବିପ୍ଳବ |
কাফের,ଅବିଶ୍ୱାସୀ |
কাফের,ଅବିଶ୍ୱାସୀ |
অনুপ্রবেশ,ଅନୁପ୍ରବେଶ
অনুপ্রবেশকারী,ଅନୁପ୍ରବେଶକାରୀ |
তথ্যদাতা,ସୂଚନାଯୋଗ୍ୟ
তথ্যদাতা,ସୂଚନାଯୋଗ୍ୟ
তথ্যদাতা,ସୂଚନାଦାତା
তথ্যদাতা,ସୂଚନାଦାତା
প্রবেশ,ଅନୁପ୍ରବେଶ
প্রবেশ,ଅନୁପ୍ରବେଶ
প্রবেশ,ଅନୁପ୍ରବେଶ
বাসস্থান,ବାସସ୍ଥାନ
বাসিন্দা,ନିବାସୀ
উত্তরাধিকার,ଉତ୍ତରାଧିକାରୀ |
উত্তরাধিকার,ଉତ୍ତରାଧିକାରୀ |
উত্তরাধিকার,ଉତ୍ତରାଧିକାରୀ |
শিলালিপি,ଲେଖା
চিহ্ন,ଇନସିନିୟା |
যোগদানের যন্ত্র,ଯୋଗଦାନର ଯନ୍ତ୍ର
সরকারের যন্ত্র,ସରକାରଙ୍କ ଉପକରଣ
বিদ্রোহ (বিদ্রোহ),ବିଦ୍ରୋହ (ବିଦ୍ରୋହ)
বিদ্রোহী,ବିଦ୍ରୋହୀ
বিদ্রোহ,ବିଦ୍ରୋହ
বিদ্রোহ,ବିଦ୍ରୋହ
মিশ্রণ,ଏକୀକରଣ
রেকর্ডের অখণ্ডতা,ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
রাজ্যের অখণ্ডতা,ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা),ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ)
মধ্যস্থতা,ମଧ୍ୟସ୍ଥି |
মধ্যস্থতাকারী,ମଧ୍ୟସ୍ଥି |
মধ্যস্থতাকারী,ମଧ୍ୟସ୍ଥି |
আন্তর্জাতিকতাবাদ,ଆନ୍ତର୍ଜାତୀୟତା
আন্তর্জাতিকতাবাদ,ଆନ୍ତର୍ଜାତୀୟତା
আন্তর্জাতিকতাবাদী,ଆନ୍ତର୍ଜାତୀୟବାଦୀ |
আন্তঃযুদ্ধ,ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |
ইন্টার্নী,ଇଣ୍ଟରନେଟ୍
ইন্টারনি,ଇଣ୍ଟରନେଟ୍
ইন্টারনি ক্যাম্প,ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ
অন্তরীণ,ଇଣ୍ଟର୍ନେଟ୍
অন্তরীণ,ଇଣ୍ଟର୍ନେଟ୍
অন্তরীণ,ଇଣ୍ଟର୍ନେଟ୍
ইন্টারনুনসিও,ଇଣ୍ଟର୍ନିସିଓ |
দোভাষী,ଅନୁବାଦକ
দোভাষী,ଅନୁବାଦକ
দোভাষী,ଅନୁବାଦକ
হস্তক্ষেপ,ହସ୍ତକ୍ଷେପ
ইন্টেস্ট্যাসি,ଆନ୍ତରିକତା
ইনটেস্টেট,ଅନ୍ତନଳୀ
চক্রান্ত,ଷଡଯନ୍ତ୍ର
অনুপ্রবেশকারী,ଅନୁପ୍ରବେଶକାରୀ
অনুপ্রবেশকারী,ଅନୁପ୍ରବେଶକାରୀ
অনধিকারপ্রবেশ,ଅନୁପ୍ରବେଶ
আক্রমণ,ଆକ୍ରମଣ
আক্রমণ,ଆକ୍ରମଣ
বিনিয়োগ করুন,ବିନିଯୋଗ କରନ୍ତୁ |
বিনিয়োগ করুন,ବିନିଯୋଗ କରନ୍ତୁ |
বিনিয়োগ করুন,ବିନିଯୋଗ କରନ୍ତୁ |
বিনিয়োগ করুন,ବିନିଯୋଗ କରନ୍ତୁ |
ইনভেস্টিচার,ବିନିଯୋଗ
ইনভেস্টিচার,ବିନିଯୋଗ
ইনভেস্টিচার,ବିନିଯୋଗ
বিনিয়োগ অনুষ্ঠান,ବିନିଯୋଗ ସମାରୋହ
জাতীয়তার সাথে বিনিয়োগ করুন,ଜାତୀୟତା ସହିତ ବିନିଯୋଗ କରନ୍ତୁ |
অজেয় আরমাদা,ଅବିସ୍ମରଣୀୟ ଆର୍ମଡା |
অমান্যতা (রাষ্ট্রের),ଅହିଂସା (ରାଜ୍ୟ)
লঙ্ঘন রাষ্ট্র,ଅବ୍ୟବସ୍ଥା |
অভেদ্য দুর্গ,ଅବିସ୍ମରଣୀୟ ଦୁର୍ଗ |
আয়রন বয়স,ଲ Iron ହ ଯୁଗ |
লোহার পর্দা,ଲୁହା ପରଦା |
আয়রন গার্ড,ଲୁହା ଗାର୍ଡ |
লোহার রেশন,ଲୁହା ରାସନ |
লোহার দিক,ଲୁହା ପାର୍ଶ୍ୱ |
লোহার টিপযুক্ত তীর,ଲୁହା ଟାଇପ୍ ତୀର |
ইস্তমিয়ান গেমস,ଇଷ୍ଟମିଆନ୍ ଖେଳଗୁଡିକ |
জেনিসারি,ଜାନିସାରୀ |
দারোয়ান,ଜାନିଟର୍ |
দারোয়ান,ଜାନିଟର୍ |
জ্যাভলিন,ଜାଭେଲିନ୍ |
জিম ক্রো আইন,ଜିମ୍ କ୍ରୋ ନିୟମ |
জিঙ্গো,ଜିଙ୍ଗୋ |
জিঙ্গো,ଜିଙ୍ଗୋ |
জিঙ্গো,ଜିଙ୍ଗୋ |
জিঙ্গোইজম,ଜିଙ୍ଗୋଜିମ୍ |
যৌথ অভিযান,ମିଳିତ କାର୍ଯ୍ୟ
যৌথ নিয়ন্ত্রণ,ମିଳିତ ନିୟନ୍ତ୍ରଣ |
যৌথ দখল,ମିଳିତ ବୃତ୍ତି
জুরি,ଖଣ୍ଡପୀଠ
শুধু কারণ,କେବଳ କାରଣ |
রাখা,ରଖନ୍ତୁ |
আর্কাইভের রক্ষক,ଅଭିଲେଖାଗାରର ରକ୍ଷକ |
কেটলি-ড্রাম,କେଟଲ୍-ଡ୍ରମ୍ |
মূল শব্দ,ମୁଖ୍ୟ ଶବ୍ଦ |
রাজা,ରାଜା
রাজ্য,ରାଜ୍ୟ
কিংলেট,କିଙ୍ଗଲେଟ୍ |
কিং মেকার,ରାଜା ନିର୍ମାତା |
রাজত্ব,କିଙ୍ଗସିପ୍ |
রাজত্ব,କିଙ୍ଗସିପ୍ |
রান্নাঘরের তাক,ରୋଷେଇ ଘର କ୍ୟାବିନେଟ୍ |
নাইট,ନାଇଟ୍ |
