Odiya,English
F ସଂଯୋଜକ |,F-connector
ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,FDM (frequency division multiplexer)
FEC କୋଡ୍,FEC code
ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |,Federal communications commission (FCC)
ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |,Feedback loop gain
ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,Feebly magnetic material
ଇନପୁଟ୍,Feed
ପୁନ vest ନିବେଶ ଅମଳ |,Feed back gain
ରୋଜଗାର କ୍ଷତି,Feed through loss
ପୁନ vest ନିବେଶ,Feedback
ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |,Feedback amplifier
ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |,Feedback amplifier distortion
ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |,Feedback block diagram
ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |,Feedback current diagram
ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |,Feedback loop
ପୁନ rein ନିବେଶ ଓସିଲେଟର |,Feedback oscillator
ପୁନ rein ନିବେଶ ଦ race ଡ଼ |,Feedback racing
ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |,Feedback shift-register
ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |,Feedback theory diagram
ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |,Feedback voltage diagram
ଫର୍ମୀ ସ୍ତର |,Fermi level
ଫେରିକ୍ ଇନଡକ୍ଟର |,Ferric induction
ଫେରାଇଟ୍ |,Ferrite
ଫେରାଇଟ୍ ଆଣ୍ଟେନା |,Ferrite antenna
ଫେରିଟ୍ ତୃଣ |,Ferrite bealt
ଫେରାଇଟ୍ ସ୍ପିନର୍ |,Ferrite circulator
ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |,Ferrite isolator
ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |,Ferrite line width
ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |,Ferrite-core transformer
ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |,Ferro-chrome tape
ferromagnetism,Ferromagnetism
ଭାଗ୍ୟ,FET
ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET),FET (field-effect transistor)
ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |,FET amplifier
ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |,FET complementary symmetry
ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |,FET depletion mode
"ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |",FET dual gate
ଚର୍ବି ବୃଦ୍ଧି ଧାରା |,FET enhancement mode
ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,FET frequency response
ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |,FET graphical analysis
ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |,FET input protection
ଚର୍ବି ଓଲଟା |,FET inverter
ଭାଗ୍ୟ ଚୁକ୍ତି,FET junction
ଚର୍ବି ମସଫେଟ |,FET MOSFET
ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |,FET trans conductance
ଶୋଇବା ସମୟ |,Fetch time
ଫାଇଲ୍ ଆମଦାନି |,FI (importing a file)
ଫାଇବର,Fiber
ଫାଇବର ସଂଯୋଜକ |,Fiber connector
ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |,Fiber distributed data interface (FDDI)
ଫାଇବର ଗ୍ଲାସ |,Fiber glass
ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |,Fiber optic link
ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |,Fiber optics propagation window
ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |,Fiber photo detector
ଫାଇବର ବନ୍ଧନ |,Fiber splicing
ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |,Fibonocci numbers
ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |,Fictitious noise generator
ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |,Fidelity of receiver
ଜାଲିଆତି,Fidelity
କ୍ଷେତ୍ର ସହାୟତା,Field aiding
କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ,Field effect device
ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍,Field effect switch
କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |,Field effect transistor
କ୍ଷେତ୍ର ନିର୍ଗମନ |,Field emission
ସୀସା ଶରୀର |,Field forward system
କ୍ଷେତ୍ର ଆବୃତ୍ତି,Field frequency
କ୍ଷେତ୍ରର ତୀବ୍ରତା |,Field intensity
ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |,Field programmable logic array (FPLA)
କ୍ଷେତ୍ର ପରୀକ୍ଷା,Field test
କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର,Fields cancelling
FIFO ସ୍ମୃତି,FIFO memory
ଦକ୍ଷତା ସୂଚକାଙ୍କ,Figure of merit
ଫାଇଲ୍ |,File
ଫାଇଲ୍ ଫିଲର୍ |,File backup
ଫାଇଲ୍ କମାଣ୍ଡ୍ |,File command
ଫାଇଲ୍ ସର୍ଭର |,File server
ସ୍ତର କ୍ୟାପେସିଟର୍ |,Film capacitor
ସ୍ତର ପ୍ରତିରୋଧକ |,Film type register
ଫିଲ୍ଟର୍,Filter
ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,Filter characteristic
ଫିଲ୍ଟର ସର୍କିଟ |,Filter circuit
ସଂଗ୍ରହ,Filter communication data
ଫିଲ୍ଟର ଡିଜାଇନ୍,Filter design
ଯୋଗାଯୋଗ ତଥ୍ୟ,Filter link
ଫିଲ୍ଟର ପଦ୍ଧତି |,Filter method
ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |,Filter reconstruction
ଅନ୍ତିମ ସମାବେଶ |,Final assembly
ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |,Finger print
ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |,Finite impulse response filter
ସୀମିତ ପାରାମିଟର |,Finite parameters
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,Finite state machine
ଫାୟାରିଙ୍ଗ୍ କୋଣ |,Firing angle
ଫର୍ମୱେୟାର |,Firmware
ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |,First data word
ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |,First order loop
ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |,Fisher loop test
ସ୍ଥିର,Fixed
ସ୍ଥିର ଆଟେନୁଏଟର୍ |,Fixed attenuator
ସ୍ଥିର ଆଭିମୁଖ୍ୟ,Fixed bias
ସ୍ଥିର କାଲକୁଲେଟର,Fixed counter
ସ୍ଥିର କ୍ଷେତ୍ର |,Fixed field
ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |,Fixed instruction machine
ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |,Fixed timer
ପତାକା,Flag
ଫ୍ଲେଞ୍ଜ୍,Flange
ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |,Flap attenuator
ଜ୍ୱଳନ୍ତ,Flash
ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |,Flash converter
ଚମକ,Flashing
ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |,Flat bed scanning
ଫ୍ଲାଟ କୋଇଲ୍ |,Flat coil
ଫ୍ଲାଟ ଫାଇଲ୍ |,Flat file
ଫ୍ଲାଟ ଫିଲ୍ଟର |,Flat filter
ଫ୍ଲାଟ ପ୍ୟାକ୍ |,Flat pack
ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |,Flat ribbon cable
ଫ୍ଲାଟ ଟପ୍ ନମୁନା |,Flat-topped sampling
F- ସ୍ତର |,F-layer
F- ସ୍ତର ଆୟନୋସାଇଫର୍ |,F-layer ionosphere
ଫ୍ଲେମିଂ,Fleming
ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |,Fleming and Clinton commutator method
ut ୁଲା,Flicker
ଶବ୍ଦ ଶବ୍ଦ,Flicker noise
ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |,Flicker photometer
ଫ୍ଲିପ୍ ଫ୍ଲପ୍,Flip flop
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |,Flip flop asynchronous input
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |,Flip flop characteristic
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |,Flip flop clock signal
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |,Flip flop clocked
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କୋର୍-ଟ୍ରିଗର୍ |,Flip flop edge-triggered
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ jK ଟ୍ରିଗର |,Flip flop J-K triggered
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଲ୍ୟାଚ୍ |,Flip flop latch
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ମାଷ୍ଟର-ଦାସ |,Flip flop master-slave
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ RS,Flip flop R-S
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଷ୍ଟାର୍ଟଅପ୍ ପୁନ Rest ସେଟ୍ ସେଟ୍ ପୁନ et ସେଟ୍ (SR),Flip flop set reset (SR)
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ସିଙ୍କ୍ରୋନସ୍ ନିବେଶ |,Flip flop synchronous input
ଫ୍ଲୋଟେସନ୍ ଚାର୍ଜ |,Float charging
ଭାସମାନ ଗଠନ |,Floating construction
ଭାସମାନ ଗେଟ୍ |,Floating gate
ବିଭାଜନ,Floating input
ସଂଯୋଗ ହୋଇନଥିବା ଭାର |,Floating load
ସମ୍ପର୍କିତ ଉତ୍ସ |,Floating supply
ପୂର୍ଣ୍ଣ ଆଲୋକ,Flood lightening
ଫ୍ଲପି,Floppy
ଫ୍ଲପି ଡିସ୍କ |,Floppy disk
ପ୍ରବାହ,Flow
ଫ୍ଲୋ ଚାର୍ଟ,Flow chart
ଗ୍ରେଡିଏଣ୍ଟ୍ ଚିତ୍ର,Flow diagram
ପ୍ରବାହ ଦିଗ,Flow direction
ପ୍ରବାହ ରେଖା,Flow line
ଫ୍ଲୋମିଟର,Flow meter
FLT U2 ଫିଲ୍ଟର୍ |,FLT-U2 filter
ବହୁଳ କ୍ଷୟ ତତ୍ତ୍। |,Fluctuation dissipation theorem
ତରଳ ଘର୍ଷଣ ଡମ୍ପିଂ |,Fluid friction damping
ତରଳ ଚଟାଣ |,Fluid level
ଫ୍ଲୋରୋସେନ୍ସ ଇଫେକ୍ଟ ଟ୍ୟୁବ୍ |,Fluorescence effect tube
ଫ୍ଲୋରୋସେଣ୍ଟ୍ |,Fluorescent
ut ୁଲା,Flutter
ଫ୍ଲକ୍ସ ସାନ୍ଦ୍ରତା |,Flux density
ଫ୍ଲକ୍ସ କବାଟ ମ୍ୟାଗ୍ନେଟୋମିଟର |,Flux gate magnetometer
ଫ୍ଲକ୍ସ ବାଇଣ୍ଡିଂ |,Flux linkage
"ଫ୍ଲକ୍ସ ମିଟର, ଫ୍ଲକ୍ସ ମିଟର |",Flux meter
ଫ୍ଲକ୍ସ ସୋଲଡର |,Flux soldering
କାଉଣ୍ଟର ଆଘାତ,Flyback
ପ୍ରତିକ୍ରିୟା ଉଚ୍ଚ ଭୋଲଟେଜ୍ |,Flyback high voltage
ବିପରୀତ ଟ୍ରାନ୍ସଫର୍ମର |,Flyback transformer
ଜମା ପ୍ରଭାବ,Flywheel effect
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଡିଜିଟାଲ ଡିଟେକ୍ଟର |,FM digital detector
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଶିଖର ଡିଟେକ୍ଟର |,FM peak detector
ଏନଭଲଡ୍ ମଡ୍ୟୁଲେସନ୍ ଆର୍ଟ ଲୁପ୍ ଡିଟେକ୍ଟର୍ ଯୋଡିଛି |,FM phase locked loop detector
FM ଭଏସ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଟେଲିଗ୍ରାଫ୍ |,FMVFT (FM voice frequency telegraph)
ଫୋକାଲ୍ |,Focal
ଧ୍ୟାନ ଦିଅନ୍ତୁ |,Focus
ଫୋକସ୍ କ୍ୟାମେରା |,Focus camera
ଫୋକସ୍ ଏରର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,Focus error amplifier
ଫୋକସ୍ ଚିତ୍ର ଟ୍ୟୁବ୍ |,Focus picture tube
ସର୍ଭୋକୁ ଧ୍ୟାନ ଦିଅନ୍ତୁ |,Focus servo
ଧ୍ୟାନ ଏବଂ ଅନୁସରଣ,Focussing and tracking coil
ଶରୀରକୁ ଧ୍ୟାନ ଦିଅ ଏବଂ ଅନୁସରଣ କର |,Focussing and tracking system
ଫଏଲ୍ ପ୍ରକାର ଗେଜ୍ |,Foil type guage
ପ୍ରଥମ ଫାଟ,Foistbreakdown
ଫୋଲ୍ ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ସୀମା,Fold back voltage limiting
ଧଳା ରେଖା ମୂଲ୍ୟ |,Fold over value
ସାମ୍ପ୍ରତିକ ସୀମାକୁ ଫୋଲ୍ କରନ୍ତୁ |,Fold back current limiting
ଫୋଲଡ୍ ସ୍ଥାପତ୍ୟ |,Folded architecture
ଫୋଲଡ୍ ଡିପୋଲ୍ |,Folded dipole
ଫୋଲଡ୍ ଡିପୋଲ୍ |,Folded dipole
ଫୋଲଡ୍ ଉପାଦାନ |,Folded element
ଟ୍ରେଲିଂ,Follower
ଫଣ୍ଟ ପ୍ରଦର୍ଶନ,Font for display
ଖାଦ୍ୟ ମୁଦ୍ରଣ |,Foot print
ଟାବୁ ବ୍ୟାଣ୍ଡ |,Forbidden band
ନିଷେଧ ଶକ୍ତି ବ୍ୟବଧାନ |,Forbidden gap energy
ବାର୍ଡ ଜୋନ୍ |,Forbidden region
ବଳ,Force
ଗତିଶୀଳ ରୂପାନ୍ତରକାରୀ |,Forced commutator
ବିଦେଶୀ ବସ୍ତୁ,Foreign object
ଫର୍ମ ଫ୍ୟାକ୍ଟର୍ |,Form factor
ପୃଷ୍ଠା ପୁରଣ,Form feed
ଆନୁଷ୍ଠାନିକ ତର୍କ,Formal logic
ଫର୍ମାଟ୍ ନମ୍ବର |,Format number
fortran,Fortran
ଆକସ୍ମିକ ବିକୃତି |,Fortuitous distortion
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |,Forward bias
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |,Forward bias
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ,Forward biased junction
ଅଗ୍ରଗାମୀ ଅବରୋଧ ଅବସ୍ଥା |,Forward blocking state
ଅଗ୍ରଗାମୀ ବ୍ରେକ୍ ଭୋଲଟେଜ୍ |,Forward breakdown voltage
ଅଗ୍ରଗାମୀ ତ୍ରୁଟି ସଂଶୋଧନ |,Forward error correction
ସାମ୍ନା ଲୁପ୍ ଲାଭ |,Forward loop gain
ଆଗ ରାସ୍ତା ଲାଭ,Forward path gain
ଅଗ୍ରଗାମୀ ପୋଲାରିଟି |,Forward polarity
ଅଗ୍ରଗାମୀ କଣ୍ଡକ୍ଟିଭିଟି |,Forward trans conductance
ଗମନାଗମନ ସମୟ,Forward transist time
ପାଳକ ସିଲି ବିବେକକର |,Foster-Seely discriminator
ଚତୁର୍ଭୁଜ ଏନକୋଡିଂ |,Four bit coding
ଚତୁର୍ଭୁଜ,Four inputs
ଚତୁର୍ଭୁଜ ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,Four state digital transmission
ଚତୁର୍ଭୁଜ ନେଟୱାର୍କ |,Four terminal network
ଚତୁର୍ଥାଂଶ ନେଟୱାର୍କ |,Four terminal network
କ୍ୱାଡ୍ ଟ୍ୟୁବ୍ କ୍ୟାମେରା |,Four tube camera
ଫୁରିଅର୍ କୋଏଫିସିଏଣ୍ଟ୍ |,Fourier coefficient
ଫୁରିଅର୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,Fourier integral
ଫୁରିଅର୍ ଓଲଟା |,Fourier inverse
ଚାରି ସିରିଜ୍ |,Fourier series
ସଂକ୍ରମଣ,Fourier transmission
ଫୋରିଅର୍ ଟ୍ରାଇଗୋନେଟ୍ରିକ୍ ସିରିଜ୍ |,Fouriertrigonometric series
ଫୁରିଅର୍ ଥିଓରେମ୍ |,Fourier's theorem
ଚତୁର୍ଭୁଜ ଉପକରଣ,Four-layer device
ଚତୁର୍ଥାଂଶ ଡାୟୋଡ୍ |,Four-layer diode
ମୋବାଇଲ୍ ପଏଣ୍ଟ ସଞ୍ଚାଳକ |,FPP (floating point processor)
ଭାସମାନ ବିନ୍ଦୁ ଏକକ |,FPU/floating point unit
ଫାଇଲ୍ ପ୍ରତିସ୍ଥାପନ,FR (retriever a file)
ଭଗ୍ନାଂଶ ତ୍ରୁଟି |,Fractional error
ଭିନ୍ନକ୍ଷମ ପ୍ରସାରଣ |,Fractional transmissibility
ଫ୍ରେମ୍,Frame
ଫ୍ରେମ୍ ବଫର୍ ଚିପ୍ |,Frame buffer chip
ଫ୍ରେମ୍ କ୍ୟାପଚର୍ |,Frame capture
ଫ୍ରେମ୍ ପାସୱାର୍ଡ |,Frame code word
ଫ୍ରେମ୍ ଫର୍ମାଟ୍,Frame format
ଫ୍ରେମ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,Frame frequency
ଫ୍ରେମ୍ ଜମି |,Frame ground
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନସ୍ ପଏଣ୍ଟ୍ |,Frame synchronising bit
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |,Frame synchronization
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନସ୍ ସିଗ୍ନାଲ୍ |,Frame synchronizing signal
ଖୋଲା କୋଡ୍,Frank code
ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ |,Free electron
ମାଗଣା ଜୋନ୍ |,Free field
ମାଗଣା ଚଳପ୍ରଚଳ ଓସିଲେଟର |,Free running oscillator
ମାଗଣା ବ୍ୟବଧାନ ପ୍ରତିରୋଧ |,Free space impedance
ମାଗଣା ବ୍ୟବଧାନ,Free space path loss
ମାଗଣା ଚଳପ୍ରଚଳ ମଲ୍ଟିଭାଇବ୍ରେଟର |,Free-running multivibrator
ଆବୃତ୍ତି,Frequency
ଆବୃତ୍ତି,Frequency
ଆବୃତ୍ତି,Frequency
ଆବୃତ୍ତି,Frequency
ଫ୍ରିକ୍ୱେନ୍ସି ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,Frequency adjacent channel
ଫ୍ରିକ୍ୱେନ୍ସି ଆସାଇନମେଣ୍ଟ,Frequency allocation
ଫ୍ରିକ୍ୱେନ୍ସି ବ୍ୟାଣ୍ଡ |,Frequency bands
ଫ୍ରିକ୍ୱେନ୍ସି କନଭର୍ଟର |,Frequency changer
ବାରମ୍ବାର କ୍ଷତିପୂରଣ,Frequency compensation
ବାରମ୍ବାର କ୍ଷତିପୂରଣ,Frequency compensation
ଫ୍ରିକ୍ୱେନ୍ସି ନିୟନ୍ତ୍ରିତ ଓସିଲେଟର |,Frequency controlled oscillator
ବାରମ୍ବାର ପରିବର୍ତ୍ତନ,Frequency conversion
ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍,Frequency demodulation
ଫ୍ରିକ୍ୱେନ୍ସି ଡିଟେକ୍ଟର |,Frequency detector
ବାରମ୍ବାର ବିଭ୍ରାଟ |,Frequency deviation
ବାରମ୍ବାର ବିଭ୍ରାଟ |,Frequency deviation
ବାରମ୍ବାର ଭିନ୍ନତା,Frequency discrimination
ବାରମ୍ବାର ଭେଦଭାବ,Frequency discriminator
ବାରମ୍ବାର ବିକୃତି,Frequency distortion
ବାରମ୍ବାର ପରିବର୍ତ୍ତନ,Frequency diversity
ଫ୍ରିକ୍ୱେନ୍ସି ବିଛିନ୍ନକାରୀ |,Frequency divider
ମଲ୍ଟିପ୍ଲେକ୍ସର୍ ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ |,Frequency division multiplexing
ଫ୍ରିକ୍ୱେନ୍ସି ଡବଲ୍,Frequency doubler
ଫ୍ରିକ୍ୱେନ୍ସି ସୁଇଚ୍,Frequency frogging
ବାରମ୍ବାର ଉତ୍ପାଦନ,Frequency generation
ଫ୍ରିକ୍ୱେନ୍ସି ନିର୍ଭରଶୀଳ ଆଣ୍ଟେନା |,Frequency independent antenna
ଫ୍ରିକ୍ୱେନ୍ସି ଇଣ୍ଟରଫେସ୍,Frequency interface
ବାରମ୍ବାର ବାଧା,Frequencyinterference
ଫ୍ରିକ୍ୱେନ୍ସି ଓଲଟା |,Frequency inversion
ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍,Frequency modulation
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ୍ ଇଣ୍ଡେକ୍ସ |,Frequency modulation index
ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେଟର,Frequency modulator
ଫ୍ରିକ୍ୱେନ୍ସି ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ |,Frequency narrow band
ବାରମ୍ବାର ଶବ୍ଦ,Frequency noise
ଫ୍ରିକ୍ୱେନ୍ସି ପରିସର,Frequency range
ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା ମଡ୍ୟୁଲେଟର |,Frequency reactance modulator
ଫ୍ରିକ୍ୱେନ୍ସି ରେଫରେନ୍ସ,Frequency reference
ବାରମ୍ବାର ପ୍ରତିକ୍ରିୟା,Frequency response
ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରେଡିଂ,Frequency scaling
ଫ୍ରିକ୍ୱେନ୍ସି ସାଉଣ୍ଡ ସର୍କିଟ |,Frequency sound circuit
ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ପେକ୍ଟ୍ରମ୍ |,Frequency spectrum
ବାରମ୍ବାର ସ୍ଥିରତା |,Frequency stability
ଫ୍ରିକ୍ୱେନ୍ସି ମାନକ,Frequency standards
ବାରମ୍ବାର ତ୍ରୁଟି,Frequency swing
ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସିସ୍ |,Frequency synthesis
ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସିସ୍ |,Frequency synthesis
ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥାଇଜଡ୍ ଟ୍ୟୁନିଂ |,Frequency synthesized tuning
ଫ୍ରିକ୍ୱେନ୍ସି ଭୋଲଟେଜ୍ ପରିବର୍ତ୍ତନ |,Frequency to voltage conversion
ଭୋଲଟେଜ୍ କନଭର୍ଟରକୁ ଫ୍ରିକ୍ୱେନ୍ସି |,Frequency to voltage converter
ଫ୍ରିକ୍ୱେନ୍ସି-ଭୋଲଟେଜ୍ କନଭର୍ଟର |,Frequency to voltage converter
ଫ୍ରିକ୍ୱେନ୍ସି-ଭୋଲଟେଜ୍ କନଭର୍ଟର |,Frequency to voltage converter
ବାରମ୍ବାର ବହନ,Frequency tolerance
ବାରମ୍ବାର ସ୍ଥାନାନ୍ତର,Frequency translation
ଫ୍ରିକ୍ୱେନ୍ସି ଟ୍ରାନ୍ସମିସନ୍ |,Frequency transmission
ଫ୍ରିକ୍ୱେନ୍ସି ଟ୍ୟୁନର୍,Frequency tuner
ବର୍ଣ୍ଣ ମଡ୍ୟୁଲେଟର,Frequency varactor modulator
ଫ୍ରିକ୍ୱେନ୍ସି ୱାଇଡ୍ ବ୍ୟାଣ୍ଡ |,Frequency wide band
ଫ୍ରେସେଲ୍ ଅବନତି ଫ୍ରିକ୍ୱେନ୍ସି |,Fresnel loss frequency
ଘର୍ଷଣ ତ୍ରୁଟି |,Friction error
ବୃତ୍ତ ବର୍ଣ୍ଣ,Fringing colour
ସାମ୍ନା ବୋର୍ଡ ନିୟନ୍ତ୍ରଣ |,Front panel control
ଆଗ ବାରଣ୍ଡା,Front porch
ଫ୍ରଷ୍ଟ ପଏଣ୍ଟ ହାଇଗ୍ରୋମିଟର |,Frost-point hygrometer
ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |,FS (saving a file)
ଫୁ ମଞ୍ଚୁ ଭାଇରସ୍ |,Fu Manchu virus
ଇନ୍ଧନ ପମ୍ପ ବାଧା,Fuel pump interference
ଫୁଜି ଇନଫ୍ଲେକ୍ସିବିଲିଟି ଅପରେସନ୍ |,Fugi hard disk drive
ପୂର୍ଣ୍ଣ ଆଡର୍ |,Full adder
ପୂର୍ଣ୍ଣ ଡୁପ୍ଲେକ୍ସ |,Full duplex
ପୂର୍ଣ୍ଣ ଡୁପ୍ଲେକ୍ସ ସେଟଅପ୍ |,Full duplex setting
ପୂର୍ଣ୍ଣ ଡୁପ୍ଲେକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ |,Full duplex transmission
ପୂର୍ଣ୍ଣ ଲୋଡ୍ ଭୋଲଟେଜ୍ |,Full load voltage
ପୂର୍ଣ୍ଣ ଶକ୍ତି,Full power
ପୂର୍ଣ୍ଣ ଶକ୍ତି ବ୍ୟାଣ୍ଡ ବିସ୍ତାର |,Full power band width
ସଂପୂର୍ଣ୍ଣ ସ୍କେଲ ଡିଫ୍ଲେକ୍ସନ୍ |,Full scale deflection
ପୂର୍ଣ୍ଣ ପରଦା |,Full screen
ସଂପୂର୍ଣ୍ଣ ଯ ound ଗିକ |,Full substractor
ପୂର୍ଣ୍ଣ ଲିକ୍ ବଫରିଂ |,Full track buffering
ପୂର୍ଣ୍ଣ ତରଙ୍ଗ |,Full wave
ପୂର୍ଣ୍ଣ ତରଙ୍ଗ ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |,Full wave bridge rectifier
ପୂର୍ଣ୍ଣ ତରଙ୍ଗ ସଂଶୋଧନକାରୀ |,Function wave rectifier
ଫଙ୍କସନ୍ କୋଡ୍,Function code
ଫଙ୍କସନ୍ ଜେନେରେଟର,Function generator
ଫଙ୍କସନ୍ ଲାଇବ୍ରେରୀ |,Function library
