Telugu,Hindi
క్లస్టర్,"गुच्छ, क्लस्टर"
క్లస్టరింగ్,गुच्छन
అస్తవ్యస్తంగా,कोलाहल
అయోమయ నష్టం,"कोलाहल हानि, कोलाहल क्षति"
పూత,"आलेप, विलेपन"
ఏకాక్షక కేబుల్,समाक्ष केबल
ఏకాక్షక రేఖ,समाक्ष लाइन
ఏకాక్షక ప్రసార రేఖ,समाक्ष संचरण लाइन
కో-ఛానెల్,सह-चैनल
కో-ఛానెల్ జోక్యం,"सह-चैनल व्यतिकरण, सह-चैनल बाधा"
కోక్లియా,कर्णावर्त
కోడ్,"कोड, कूट"
కోడ్ సంఖ్య,कूट संख्या
కోడ్ రేటు,कोड दर
కోడ్ పదం,"कोड शब्द, कूट शब्द"
కోడెక్ (కోడింగ్ డీకోడింగ్),कोडक (कोडन-विकोडन)
కోడెడ్ ఆడియో,कोडित श्रव्य
కోడర్,"कोडक, कूटक"
కోడింగ్,"कोडन, कूटन"
కోడింగ్ డీకోడింగ్ టెక్నిక్,कोडन-विकोडन तकनीक
కోడింగ్ లోపం,"कोडन त्रुटि, कूटन त्रुटि"
కోడింగ్ రేటు,कोडन दर
కోడింగ్ టెక్నిక్,"कोडन तकनीक, कूटन तकनीक"
గుణకం,गुणांक
బలవంతపు,निग्राहिता
పొందికైన మాడ్యులేషన్,संसक्त मॉडुलन
కాయిల్,कुंडली
సహకారం,सहयोग
కూలిపోతుంది,निपात
కలెక్టర్,"संग्राहक, संग्राही, कलेक्टर"
కలెక్టర్ కరెంట్,"संग्राहक धारा, कलेक्टर धारा"
బేస్ కండక్టెన్స్ నుండి కలెక్టర్,संग्राही-आधार चालकत्व
కలెక్టర్-బేస్ జంక్షన్,आधार-संग्राही जंक्शन
రంగు,"वर्ण, रंग"
కలర్ ఎనలైజర్,वर्ण विष्लेषक
రంగు సమతుల్యత,वर्ण संतुलन
రంగు పేలుడు,वर्ण प्रस्फोट
రంగు చార్ట్,वर्ण चार्ट
రంగు కలయిక,वर्ण संयोजन
రంగు స్థిరాంకం,वर्णांक
రంగు నియంత్రణ (క్రోమ్ నియంత్రణ),वर्ण नियंत्रण
రంగు లోతు,"रंग गहराई, वर्ण गभीरता"
రంగు అలసట,वर्ण श्रांति
కలర్ ఫిల్టర్,"वर्ण फिल्टर, वर्ण निस्यंदक"
కలర్ కిల్లర్ సర్క్యూట్,वर्णांतक परिपथ
కలర్ కైన్‌కోప్,वर्ण चित्रनलिका
కలర్ మిక్సర్,वर्ण मिश्रक
రంగు నమూనా,"वर्ण विन्यास, वर्ण प्रतिरूप"
రంగు అవగాహన,वर्णावगम
కలర్ పిక్చర్ స్క్రీన్,"वर्ण चित्रपट्ट, वर्ण चित्र स्क्रीन"
రంగు స్థలం,रंग समष्टि
రంగు సబ్‌కారియర్,रंग उपवाहक
రంగు ఉష్ణోగ్రత,"रंग ताप, वर्ण ताप"
రంగు ప్రసారం,"रंगीन प्रसारण, कलर ट्रांसमिशन"
కలర్ ట్యూబ్,वर्ण नलिका
రంగు,रंजन
రంగులేని,वर्णहीन
కలయిక,संयोजन
కాంబినర్,संयोजक
కలయిక ప్రక్రియ,संयोजन प्रक्रम
దహన,दहन
కమాండ్,"समादेश, कमान"
ప్రారంభం,प्रारंभ
వాణిజ్య ప్రసారం,वाणिज्यिक प्रसारण
వాణిజ్య టెలివిజన్,"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन"
సాధారణ కలెక్టర్ సర్క్యూట్,उभयनिष्ठ संग्राही परिपथ
కమ్యూనికేషన్,संचार
కమ్యూనికేషన్ ఉపగ్రహం,संचार उपग्रह
కమ్యూనిటీ రేడియో సెంటర్,सामुदायिक रेडियो केंद्र
కమ్యూనిటీ రేడియో స్టేషన్,"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र"
కాంపాక్ట్ డిస్క్ (సిడి),कॉम्पैक्ट डिस्क (सीडी)
కాంపాక్ట్ డిస్క్ ప్లేయర్,कॉम्पैक्ट डिस्क प्लेयर
కంపాండర్,संपीडन-प्रसारित्र
కంపాండింగ్,संपीडन-प्रसारण
అనుకూలత,सुसंगतता
అనుకూలంగా,सुसंगत
కంపైలర్,"संकलक, क्रमादेश अंतरक"
పరిపూరకరమైనది,पूरक
కాంప్లిమెంటరీ ట్రాన్సిస్టర్,पूरक ट्रांजिस्टर
సంక్లిష్ట తరంగం,सम्मिश्र तरंग
భాగం,घटक
మిశ్రమ,"संयुक्त, संयोजित, सम्मिश्र"
మిశ్రమ సర్క్యూట్,संयुक्त परिपथ
మిశ్రమ డిజిటల్,संयुक्त डिजिटल
మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్,संयुक्त रेडियो आवृत्ति संकेत
మిశ్రమ సిగ్నల్,संयुक्त संकेत
మిశ్రమ వీడియో,संयुक्त वीडियो
మిశ్రమ వీడియో సిగ్నల్,संयुक्त –श्य संकेत
కూర్పు,"बनावट, रचना"
కంప్రెస్డ్ డేటా,संपीडित आंकड़ा
కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో,संपीडित अंकीकृत –श्य
కంప్రెస్డ్ వీడియో,संपीडित वीडियो
కుదింపు,संपीडन
కంప్రెషన్ ఆర్టిఫ్యాక్ట్,संपीडन विरूपण साक्ष्य
కుదింపు ప్రమాదం,संपीडन संकट
కంప్రెషన్ టెక్నిక్,संपीडन तकनीक
కంప్రెసర్,संपीडित्र
కంప్యూట్,अभिकलन
కంప్యూటర్,"अभिकलित्र, कंप्यूटर"
కంప్యూటర్ ఆధారిత మల్టీమీడియా,कंप्यूटर आधारित बहुमाध्यम
కంప్యూటర్ ప్రోగ్రామింగ్,कंप्यूटर प्रोग्रामन
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",कंप्यूटर प्रौद्योगिकी
పుటాకార లెన్స్,अवतल लेन्स
పుటాకార అద్దం,अवतल दर्पण
దాచడం,"प्रच्छादन, गोपन"
సాంద్రీకృత,"सांद्रित, गाढ़ा, संकेंद्रित"
ఏకాగ్రత,"संकेंद्रण, सांद्रण"
కేంద్రీకృత లెన్స్,संकेंद्रिक लेन्स
కండెన్సర్ మైక్రోఫోన్,"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन"
సమతుల్యత యొక్క పరిస్థితి,साम्यावस्था
ప్రసరణ,चालन
ప్రసరణ ప్రస్తుత,चालन धारा
వాహకత,चालकता
కండక్టర్,चालक
ఆకృతీకరణ,"संरूपण, विन्यास"
కనెక్షన్,"संबंधन, संयोजन"
కనెక్టివిటీ,"संबद्धता, योजकता"
కనెక్టర్,"संबंधक, योजक"
స్థిరత్వం,सुसंगति
స్థిరంగా,सुसंगततः
కన్సోల్,कन्सोल
స్థిరాంకం,"स्थिर, नियतांक, स्थिरांक, नियत"
స్థిరమైన వ్యాప్తి,"अचर कोणांक, अचर आयाम"
మైక్రోఫోన్‌ను సంప్రదించండి,संपर्क माइक्रोफोन
కంటైనర్ ఫార్మాట్,पात्र आरूप
కాలుష్యం,संदूषण
విషయము,"अंतर्वस्तु, अंश"
పరస్పర,"निकटस्थ, समीपस्थ, संलग्न, संस्पशब"
కొనసాగింపు,"सांतत्य, सातत्य, निरंतरता"
కొనసాగింపు బూత్,सातत्य बूथ
కొనసాగింపు నాబ్,सातत्य घुंडी
నిరంతర,"सतत, निरंतर, अविरल, अविच्छिन्न"
నిరంతర ఆర్క్,"सतत चाप, अविच्छिन्न चाप"
నిరంతర వేవ్,सतत तरंग
ఆకృతి రేఖ,समोच्च रेखा
ఆకృతి ప్రణాళిక,समोच्च रेखीय योजना
ఒప్పందం,"संविदा, संकुचित करना"
సంకోచం,संकुचन
కాంట్రాస్ట్ రేషియో,विपर्यास अनुपात
కంట్రోల్ సర్క్యూట్,नियंत्रण परिपथ
కంట్రోల్ ఎలక్ట్రోడ్,नियंत्रण इलेक्ट्रोड
నియంత్రణ పరికరాలు,नियंत्रण उपस्कर
కంట్రోల్ గ్రిడ్,नियंत्रण ग्रिड
నియంత్రణ రేఖ,नियंत्रण रेखा
నియంత్రణ ప్యానెల్,नियंत्रण पैनल
నియంత్రణ గది,नियंत्रण कक्ष
నియంత్రణ పట్టిక,नियंत्रण सारणी
కంట్రోల్ టవర్,"नियंत्रण मीनार, नियंत्रण टावर"
నియంత్రిక,नियंत्रक
కన్వర్జెన్స్,अभिसरण
కన్వర్జెంట్ లెన్స్,अभिसारी लेन्स
కన్వర్టర్,परिवर्तक
కుంభాకార లెన్స్,उत्तल लेन्स
కన్విల్యూషన్,संवलन
కన్వల్యూషన్ కోడెడ్,संवलन कोडित
కన్వల్యూషనల్ ఇంటర్‌లీవ్,"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र"
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण"
కుకీ,कुकी
కుకీయర్,कुकियर
కోప్రాసెసర్,सहप्रक्रमक
త్రాడు,"डोरी, कॉर्ड"
కరోనా,"किरीट, कोरोना"
కరోనా ఉత్సర్గ,किरीट विसर्जन
సహసంబంధం,सहसंबंधन
కొసైన్ భాగం,"कोसाइन घटक, कोज्या घटक"
కొసైన్ వేవ్,"कोज्या तरंग, कोसाइन तरंग"
విశ్వ శబ్దం,अंतरिक्ष रव
కౌంటర్,"गणक, काउंटर"
కౌంటర్ సవ్యదిశలో,वामावर्त
కప్లర్,युग्मक
కలపడం,युग्मन
కప్లింగ్ కండెన్సర్,युग्मन संधारित्र
కలపడం నెట్‌వర్క్,"युग्मन जालक्रम, युग्मन नेटवर्क"
కలపడం నిరోధకత,युग्मन प्रतिरोध
సమయోజనీయ బంధం,सहसंयोजी आबंध
కవరేజ్,"व्याप्ति, कवरेज"
క్రాష్,ध्वंस
క్రిటికల్ బ్యాండ్,क्रांतिक बैंड
క్లిష్ట పరిస్థితి,क्रांतिक अवस्था
క్లిష్టమైన కలపడం,क्रांतिक युग्मन
క్లిష్టమైన ఫ్రీక్వెన్సీ,क्रांतिक आवृत्ति
క్లిష్టమైన పరామితి,क्रांतिक प्राचल
క్రోకోడైల్ క్లిప్,मकरदंती क्लिप
క్రాస్ ఫేడింగ్,पार मंदन
క్రాస్ మాడ్యులేషన్,क्रॉस मॉडुलन
క్రాస్ టాక్,"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता"
క్రాస్ఫేడ్,पारमंद
క్రిప్టోగ్రఫీ,"गूढ़लेखन, गूढ़लेखिकी, क्रिप्टोग्राफी"
క్రిస్టల్,क्रिस्टल
క్రిస్టల్ ఫిల్టర్,क्रिस्टल फिल्टर
క్యూ,"अनुसंकेत, इंगित"
క్యూ మార్కులు,अनुसंकेत चिह्न
క్యూయింగ్ పరికరం,अनुसंकेत युक्ति
ప్రస్తుత కాలువ,धारा अपवाह
ప్రస్తుత మీటర్,धारामापी
ప్రస్తుత ట్రాన్స్ఫార్మర్,धारा ट्रांसफार्मर
కర్సర్,"प्रसंकेतक, कर्सर"
వక్రరేఖ,वक्र
ఫ్రీక్వెన్సీని కత్తిరించండి,अंतक आवृत्ति
కట్టర్,कर्तक
సైబర్ కేఫ్,साइबर कैफे
సైబర్ భద్రతా,साइबर सुरक्षा
సైబర్ స్థలం,साइबर स्पेस
చక్రం,"चक्र, आवर्तन"
చక్రీయ,चक्रीय
డి.సి. భాగం,डी.सी. (दिष्टधारा) घटक
డి.సి. ప్లేట్ శక్తి,डी.सी. प्लेट षक्ति
డి.సి. పునరుద్ధరణ,डी.सी. पुनः स्थापन
డంపర్ డయోడ్,अवमंदक डायोड
డంపింగ్,अवमंदन
చీకటి,अदीप्त
సమాచారం,"आंकड़ा, डाटा"
డేటా ప్రసారం,आंकड़ा प्रसारण
డేటా కుదింపు,आंकड़ा संपीडन
డేటా డ్రిల్లింగ్,"आंकड़ा प्रवेधन, डाटा प्रवेधन"
డేటా గుప్తీకరణ,"डाटा कूटलेखन, आंकड़ा कूटलेखन"
సమాచార దస్తా,आंकड़ा संचिका
డేటా నిర్వహణ,"डाटा संचालन, आंकड़ा संचालन"
డేటా మైనింగ్,आंकड़ा खनन
డేటా ప్రాసెసింగ్,"आंकड़ा प्रक्रमण, डाटा प्रक्रमण"
డేటా ప్రాసెసర్,"डाटा प्रक्रमक, आंकड़ा प्रक्रमक"
డేటా తగ్గించిన బిట్ సిస్టమ్,आंकड़ा लघुकृत बिट तंत्र
డేటా సేవ,आंकड़ा सेवा
సమాచార పట్టిక,"डाटा पत्र, आंकड़ा पत्र, डाटा शीट"
డేటా నిల్వ,"डाटा भंडारण, आंकड़ा भंडारण"
డేటా స్ట్రీమ్,"डाटा प्रवाह, आंकड़ा प्रवाह"
డేటా పరివర్తన,आंकड़ा रूपांतरण
డేటా ప్రసారం,"डाटा संचरण, आंकड़ा संचरण"
డేటాబేస్,"आंकड़ा आधार, डाटा बेस"
డేటాకాస్టింగ్,आंकड़ा प्रसारण
డేటాగ్రామ్,"आंकड़ा-लेख, डाटाग्राम"
DB మీటర్,"डेसिबल मीटर, dB मीटर"
చనిపోయిన గాలి,अमॉडुलित प्रसारण
డెడ్ షార్ట్ సర్క్యూట్,पूर्ण लघु परिपथ
డెడ్ స్పాట్,मूक स्थल
డెడ్లాక్,गतिरोध
డీబగ్ ప్రోగ్రామ్,दोषमार्जन कार्यक्रम
డీబగ్గింగ్,"डीबगिंग, दोषमार्जन"
ధ్వని క్షయం,ध्वनि-क्षय
డిసిబెల్,डेसिबल
దశాంశం,"दशमलव, दशमिक"
దశాంశ కోడ్,दशमिक कोड
దశాంశ అంకె,दशमिक डिजिट
డెసిఫరింగ్,कूटवाचन
డీకోడర్,"कूट वाचक, विकोडक"
డీకోడింగ్,"कूट वाचन, विकोडन"
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,अंकीय संचरण विकोडन
డికంప్రెషన్,विसंपीडन
డికప్లింగ్,वियुग्मन
డికప్లింగ్ సర్క్యూట్,वियुग्मन परिपथ
డికప్లింగ్ నెట్‌వర్క్,"वियुग्मन जालक्रम, वियुग्मन नेटवर्क"
డిక్రిప్షన్,"विकोडन, विकूटन, विगोपन"
అంకితమైన పంక్తి,समर्पित लाइन
డి-ఎంబెడింగ్,वि-अंतः स्थापन
డి-ఎంఫాసిస్,विप्रबलन
డిఫాల్ట్,"स्वतः निर्धारित, डिफाल्ट"
నాణ్యతలో లోపం,गुणता दोष
లోపభూయిష్ట,"सदोष, दोषपूर्ण"
లోపభూయిష్ట యూనిట్,"सदोष एकक, दोषपूर्ण एकक"
నిర్వచనం,"परिभाषा, स्पष्टता"
విక్షేపం,विक्षेपण
వైకల్యం,"विरूपण, विकृति"
డీఫ్రాగ్మెంటేషన్,एकीकरण
డి-గాస్సింగ్ కాయిల్,"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली"
డిగ్రీ,"डिग्री, अंश"
డి-ఇంటర్‌లీవర్,वि-अंतरापत्रक
ఆలస్యం లైన్,डिले लाइन
సమయం ఆలస్యం,विलंब काल
ఫ్రేమ్ మెమరీ ఆలస్యం,विलंबित फ्रेम स्मृति
ఆలస్యం స్కానింగ్,विलंबित क्रमवीक्षण
ఆలస్యం సమకాలీకరణ సిగ్నల్,विलंबित तुल्यकालन संकेत
డెలివరీ,"प्रदान, प्रस्तुति"
బట్వాడా వ్యవస్థ,"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली"
డెమోడ్యులేషన్,विमॉडुलन
డెమోడ్యులేటర్ కార్డ్,विमॉडुलक कार्ड
డెమల్టిప్లెక్సర్,विबहुसंकेतक
ఫీల్డ్ యొక్క లోతు,क्षेत्र गहराई
అవరోహణ,अवरोहण
డిజైన్ స్పెసిఫికేషన్,अभिकल्प विनिर्देश
డెస్క్‌టాప్,डेस्कटॉप
డిటెక్టర్ అవుట్పుట్,"संसूचक उत्पाद, संसूचक निर्गत"
విచలనం,विचलन
పరికరం,"युक्ति, साधन"
పరికర డ్రైవర్,युक्ति चालक
విశ్లేషణ,नैदानिकी
రేఖాచిత్రం,आरेख
డైలాగ్ ట్రాక్,संवाद पथ
వ్యాసమైన మోడ్,व्यासीय विधा
డైమండ్ స్టైలస్,"हीरक स्टाइलस, हीरक सुई"
ఉదరవితానం,"मध्यपट, तनुपट"
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,तनुपटीय अवशोषक
డైకోటిక్ లిజనింగ్,द्विशाखी श्रवण
విద్యుద్వాహక,"डाइइलेक्ट्रिक, परावैद्युत"
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,"डाइइलेक्ट्रिक भंग, परावैद्युत भंग"
విద్యుద్వాహక నష్టం,परावैद्युत हानि
తేడా ఫ్రీక్వెన్సీ,अंतर आवृत्ति
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),अंतर आवृत्ति विरूपण
తేడా టోన్,"अंतर स्वरक, अंतर टोन"
అవకలన యాంప్లిఫైయర్,विभेदी प्रवर्धक
విక్షేపం,विवर्तन
డిఫ్యూజర్,विसारक
అంకె,अंक
డిజిటల్,"अंकीय, डिजिटल"
డిజిటల్ ఆర్టిఫ్యాక్ట్,अंकीय विरूपण साक्ष्य
డిజిటల్ ఆడియో,अंकीय श्रव्य
డిజిటల్ ఆడియో ఫిల్టర్,"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर"
డిజిటల్ ఆడియో వర్క్ స్టేషన్,"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र"
డిజిటల్ కెమెరా,"अंकीय कैमरा, डिजिटल कैमरा"
డిజిటల్ కంప్యూటర్,"अंकीय कंप्यूटर, डिजिटल कंप्यूटर"
డిజిటల్ డేటా,"अंकीय आंकड़ा, अंकीय डाटा"
డిజిటల్ ఎడిటింగ్,अंकीय संपादन
డిజిటల్ ఎక్సైటర్,"अंकीय उत्तेजक, डिजिटल एक्साइटर"
డిజిటల్ ఫిల్టర్,"अंकीय फिल्टर, अंकीय निस्यंदक"
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,अंकीय फ्रेम तुल्यकालक
డిజిటల్ వారసత్వం,अंकीय विरासत
డిజిటల్ చిత్రం,अंकीय प्रतिबिंब
డిజిటల్ లైబ్రరీ,अंकीय लाइबेरी
డిజిటల్ మీటర్,"डिजिटल मीटर, अंकीयमापी"
డిజిటల్ మాడ్యులేషన్,अंकीय मॉडुलन
డిజిటల్ మల్టీప్లెక్స్,अंकीय बहुसंकेत
డిజిటల్ నెట్‌వర్క్,अंकीय जालक्रम
డిజిటల్ అవుట్పుట్,अंकीय निर्गत
డిజిటల్ ప్లేబ్యాక్,"अंकीय प्रतिश्रवण, अंकीय प्लेबैक"
డిజిటల్ రేడియో మొండియాల్ (DRM),विष्वव्यापी अंकीय रेडियो
డిజిటల్ రికార్డింగ్,अंकीय अभिलेखन
డిజిటల్ విప్లవం,अंकीय क्रांति
డిజిటల్ సిగ్నల్,अंकीय संकेत
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),डिजिटल सिगनल प्रक्रमण
డిజిటల్ సంతకం,"अंकीय हस्ताक्षर, अंकीय चिd"
డిజిటల్ టెక్నాలజీ,"अंकीय प्रौद्योगिकी, डिजिटल प्रौद्योगिकी"
డిజిటల్ టు అనలాగ్ కన్వర్టర్,अंकीय-अनुरूप परिवर्तक
డిజిటల్ వీడియో,"अंकीय –ष्य, डिजिटल वीडियो"
డిజిటల్ వోల్టమీటర్,अंकीय वोल्टतामापी
డిజిటలైజేషన్,अंकरूपण
డిజిటలైజేషన్,"अंकरूपण, अंकीकरण"
డిజిటలైజ్డ్ వీడియో,"अंकीकृत –ष्य, अंकीकृत वीडियो"
డిజిటైజర్,"अंकक, अंकरूपक"
మసక,मंद
పరిమాణం,"विमा, विस्तार"
మసకబారిన,मंदक
డయోడ్,डायोड
ముంచు,नति
డిప్లెక్సర్,द्विसंकेतक
డైపోల్ యాంటెన్నా,द्विधुवी ऐन्टेना
ప్రత్యక్ష ప్రసారం,सीधा प्रसारण
ప్రత్యక్ష కరెంట్,दिष्टधारा (डी सी)
ప్రత్యక్ష పికప్,"सीधा पिकअप, पकड़ना"
ప్రత్యక్ష పఠన పరికరం,प्रत्यक्ष पठन यंत्र
ప్రత్యక్ష రికార్డింగ్,प्रत्यक्ष अभिलेखन
డైరెక్షనల్ యాంటెన్నా,दिशिक ऐन्टेना
డైరెక్షనల్ కప్లర్,दिशिक युग्मक
డైరెక్షనల్ మైక్రోఫోన్,दिशिक माइक्रोफोन
డైరెక్టివిటీ,"दिशात्मकता, दिशिकता"
డైరెక్టరీ,निर्देशिका
డిసేబుల్,असमर्थ
డిస్క్ యాంటెన్నా,डिस्क ऐन्टेना
డిస్క్ ఆధారిత నిల్వ,डिस्क आधारित भंडारण
వివిక్త,"अलग, विविक्त, भिन्न"
డిస్క్,"डिस्क, चक्रिका"
డిస్క్ డ్రైవ్,"डिस्क ड्राइव, चालक"
డిస్క్ కోటా,डिस्क नियतांश
డిస్కెట్,डिस्केट
తొలగుట,"विस्थापन, प्रभ्रंश"
చెదరగొట్టడం,"प्रकीर्णन, परिक्षेपण"
స్థానభ్రంశం,विस्थापन
ప్రదర్శన,प्रदर्शित करना; प्रदर्श
ప్రదర్శన యూనిట్ (కన్సోల్),प्रदर्श एकक (कन्सोल)
వెదజల్లడం,क्षय
వైరుధ్యం,"बेसुरापन, असंनादिता"
పరిశుద్ధమైన నీరు,आसुत जल
వక్రీకరణ,विरूपण
పంపిణీ,वितरण
పంపిణీ యాంప్లిఫైయర్,वितरण प्रवर्धक
విభజన,"विभाजन, प्रभाग"
విభజన,भाजक
పత్రం,"प्रलेख, दस्तावेज"
డాల్బీ డిజిటల్,"डोल्बी अंकीय, डोल्बी डिजिटल"
డొమైన్,प्रक्षेत्र
డొమైన్ కంట్రోలర్,प्रक्षेत्र नियंत्रक
డాప్లర్ ప్రభావం,डॉप्लर प्रभाव
ద్వారం),द्विधुव
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,द्विधुव एकल क्षेप स्विच
డబుల్ సైడెడ్ డిస్క్,"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क"
డబుల్,द्विक
డౌన్ రాబోయే వేవ్,अधोगामी तरंग
డౌన్ స్ట్రీమ్,अनुप्रवाह
డౌన్‌లింక్,"अधोयोजन, डाउनलिंक"
డౌన్‌లోడ్,"डाउनलोड, अधोभार"
డౌన్‌లోడ్,अधोभारण
డ్రాయింగ్,"आरेखण, आहरण"
డ్రిల్లింగ్ బిట్,"प्रवेधन बिट, बरमा अणी"
డ్రిల్లింగ్ మెషిన్,प्रवेधन यंत्र
డ్రైవ్,"चालन, ड्राइव"
డ్రమ్,"ड्रम, ढोल"
పొడి బల్బ్ ఉష్ణోగ్రత,शुष्क बल्ब तापमान
పొడి సెల్,शुष्क सेल
డ్రై టంకము,"ड्राई सोल्डर, विफल सोल्डर"
ద్వంద్వ ఛానల్ మోడ్,द्वि चैनल विधा
డబ్బింగ్,"डबीकरण, काट-छाँट, अंतरण"
డడ్,"निष्फल, निरर्थक"
డంప్,निपात
డ్యూప్లెక్స్,द्वैध
వ్యవధి,अवधि
దుమ్ము,"धूल, धूलि"
డస్ట్ బగ్,धूलि दोष
డస్ట్ ప్రూఫ్,धूलि रोधी
డస్టర్,"झाड़न, धूलित्र"
డైనమిక్,"गतिक, गतिशील"
డైనమిక్ బిట్ కేటాయింపు,गतिक बिट नियतन
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),गतिक अंतरामॉडुलन विरूपण
డైనమిక్ పరిమాణీకరణ,"गतिक क्वांटमन, गतिक क्वांटमीकरण"
డైనమిక్ పరిధి,गतिक परास
డైనమిక్ పరిధి నియంత్రణ,गतिक परास नियंत्रण
డైనమో,डाइनेमो
చెవి ఫోన్,"कर्णफोन, ईयरफोन"
భూమి,भूमि
భూమి ఉబ్బెత్తు,भू-उभार
భూమి నిరోధకత,भू-प्रतिरोध
ఎర్త్ రాడ్,भू-छड़
ఎర్త్ ఉపగ్రహం,भू-उपग्रह
ఎర్త్ స్టేషన్,भू-केंद्र
ఎర్త్ టెర్మినల్,भू-टर्मिनल
ఎర్తింగ్,"भू-संपर्क करना, भू-संपर्कन"
ఎకో,प्रतिध्वनि
ఎకో చాంబర్,प्रतिध्वनि कक्ष
ఎడ్డీ కరెంట్,भंवर धारा
ఎడ్డీ కరెంట్ నష్టం,भंवर धारा हानि
ఎడ్జ్వైస్ మీటర్,"एजवाइज मीटर, अधिकोर मापी"
ఎడిటింగ్,संपादन
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,प्रभावी ऐन्टेना ऊंचाई
ప్రభావవంతమైన యాంటెన్నా పొడవు,प्रभावी ऐन्टेना लंबाई
ప్రభావవంతమైన వోల్టేజ్,प्रभावी वोल्टता
సామర్థ్యం,दक्षता
స్థితిస్థాపకత,प्रत्यास्थता
విద్యుత్ ఉత్సర్గ,विद्युत् विसर्जन
ఎలక్ట్రిక్ ఫీల్డ్,विद्युत् क्षेत्र
ఎలక్ట్రిక్ ఫ్లాష్,विद्युत् फ्लैश
విద్యుత్ హీటర్,विद्युत् तापक
ఎలక్ట్రిక్ మీటర్,विद्युत् मापी
విద్యుత్ మోటారు,विद्युत् मोटर
విద్యుదాఘాతం,"बिजली का झटका, विद्युत् प्रघात"
ఎలక్ట్రిక్ స్పార్క్,"विद्युत् चिनगारी, विद्युत् स्फुलिंग"
విద్యుత్ ఉపకరణం,विद्युत् उपकरण
విద్యుత్ శబ్దం,विद्युत् रव
విద్యుత్ తుఫాను,विद्युत् तूफान
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,विद्युत् चालित वाद्यसंगीत यंत्र
విద్యుత్,विद्युत्
విద్యుత్ సరఫరా,विद्युत् प्रदाय
ఎలెక్ట్రోడైనమిక్,विद्युत् गतिक
ఎలక్ట్రోలైటిక్ కెపాసిటర్,विद्युत् अपघटनी संधारित्र
విద్యుదయస్కాంత,विद्युत्चुंबकीय
విద్యుదయస్కాంత భంగం,विद्युत्चुंबकीय विक्षोभ
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,विदयुतचुंबकीय व्यतिकरण
విద్యుదయస్కాంత వర్ణపటం,विद्युत्चुंबकीय स्पेक्ट्रम/वर्णक्रम
విద్యుదయస్కాంత తరంగం,विद्युत्चुंबकीय तरंग
విద్యుదయస్కాంత తరంగ ప్రచారం,विद्युतचुंबकीय तरंग संचरण
ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్,इलेक्ट्रॉन बहु फोटोट्यूब
ఎలక్ట్రానిక్ కాలిక్యులేటర్,"इलेक्ट्रॉनिक परिकलित्र, कैलकुलेटर"
ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి),"इलेक्ट्रॉनिक आंकड़ा संसाधन, इलेक्ट्रॉनिक आंकड़ा प्रक्रमण"
ఇ-మెయిల్,इलेक्ट्रॉनिक मेल (ई-मेल)
ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్,इलेक्ट्रॉनिक स्विचन तंत्र
ఎలక్ట్రానిక్స్,इलेक्ट्रॉनिकी
ఎలక్ట్రోప్లేటింగ్,विद्युत्ल्ेपन
ఎలెక్ట్రోస్టాటిక్,स्थिर-वैद्युत
ఎలివేషన్,"उन्नयन, उच्चता"
పొందుపరచబడింది,अंतः स्थापित
పొందుపరిచిన ఆడియో,अंतः स्थापित श्रव्य
పొందుపర్చిన వ్యవస్థ,अंतः स्थापित तंत्र
చిహ్నం,"प्रतीक, चिह्न"
