Assamese,Marathi
ছবি প্ৰদৰ্শন কৰক,प्रतिमा प्रदर्शित करा
নিষ্পত্তি,विल्हेवाट
দূৰত্ব,अंतर
দূৰত্বৰ ফলন,अंतर कार्य
বিকৃতি,विकृती
বিতৰণ কৰা হৈছে,वितरित केले
বিতৰণ কৰা তথ্য,वितरित डेटा
বিতৰণ কৰা চাৰ্ভাৰ,वितरित सर्व्हर
বিতৰণ কৰা ব্যৱস্থা,वितरित प्रणाली
বিতৰণমূলক,वितरणात्मक
নথিপত্ৰ,दस्तऐवज
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,दस्तऐवज पुनर्प्राप्त
নথিপত্ৰ উইন্ডো,दस्तऐवज विंडो
নথিপত্ৰ,दस्तऐवजीकरण
ডমেইন,डोमेन
ডমেইনৰ নাম,डोमेनचे नाव
ডট মেট্ৰিক্স প্ৰিন্টাৰ,डॉट मॅट्रिक्स प्रिंटर
তললৈ,खाली
ডাউন লিংক,डाउन लिंक
ডাউন লোডিং,डाउन लोडिंग
ডাউন টাইম,खाली वेळ
ড্ৰেগিং কৰা,ड्रॅग करणे
DRAM (ডাইনামিক ৰেম),DRAM (डायनॅमिक रॅम)
ড্ৰিফ্ট,वाहून जाणे
ড্ৰাইভাৰ,चालक
টোপাল,थेंब
ড্ৰপ ডাউন তালিকা বাকচ,ड्रॉप डाउन सूची बॉक्स
ড্ৰাম ড্ৰাইভ,ड्रम ड्राइव्ह
ড্ৰাম প্ৰিন্টাৰ,ड्रम प्रिंटर
ড্ৰাম ইউনিট,ड्रम युनिट
দ্বৈত,दुहेरी
দ্বৈত ঘনত্ব,दुहेरी घनता
ডামি ঠিকনা,डमी पत्ता
ভাণ্ডাৰ,डंप
ডুপ্লেক্স বৰ্তনী,डुप्लेक्स सर्किट
ডুপ্লেক্সিং,डुप्लेक्सिंग
ডুপ্লিকেট কৰক,नक्कल
ডিভিডি R/W,DVD R/W
DVD ROM,डीव्हीडी रॉम
গতিশীল নিৰ্দেশনা,डायनॅमिक सूचना
গতিশীল স্মৃতিশক্তি,डायनॅमिक मेमरी
গতিশীলতা,गतिशीलता
ইবিচিডিআইচি,EBCDIC
ই-ব্যৱসায়,ई-व्यवसाय
প্ৰতিধ্বনি,प्रतिध्वनी
ই-কমাৰ্চ,ई-कॉमर्स
সম্পাদনা কৰক,सुधारणे
সম্পাদক,संपादक
শৈক্ষিক প্ৰযুক্তি,शैक्षणिक तंत्रज्ञान
ইইপি ৰম,ईईपी रोम
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),प्रभावी पत्ता (फ्लोटिंग पत्ता)
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,प्रभावी ऑपरेंड पत्ता
ফলপ্ৰসূ পদ্ধতি,प्रभावी प्रक्रिया
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),प्रभावी UID (वापरकर्ता ओळख)
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,प्रभावी ट्रान्समिशन ऑपरेंड
আঠ-বিট বাইট,आठ-बिट बाइट
ই-লাৰ্নিং,ई-लर्निंग
নিৰ্বাচন-algirthm,निवडणूक-अल्गिर्म
বৈদ্যুতিক মেইলিং (ই-মেইল),इलेक्ट्रिक मेलिंग (ई-मेल)
বৈদ্যুতিক প্ৰিন্টাৰ,इलेक्ट्रिक प्रिंटर
বৈদ্যুতিক একাউণ্টিং মেচিন,इलेक्ट्रिकल अकाउंटिंग मशीन
ইলেক্ট্ৰনিক,इलेक्ट्रॉनिक
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
ইলেক্ট্ৰনিক ফাইলিং,इलेक्ट्रॉनिक फाइलिंग
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS)
ইলেক্ট্ৰনিক জাৰ্নেল,इलेक्ट्रॉनिक जर्नल्स
ইলেক্ট্ৰনিক প্ৰকাশন,इलेक्ट्रॉनिक प्रकाशन
ইলেক্ট্ৰনিক চুইচ,इलेक्ट्रॉनिक स्विच
উপাদান,घटक
ই-মেইল,ई-मेल
ই-মেইল ঠিকনা,ई-मेल पत्ता
এম্বেডেড চিস্টেম,एम्बेडेड प्रणाली
এম্বেডিং,एम्बेडिंग
এমিটাৰ কাপল লজিক (ECL),एमिटर कपल लॉजिक (ECL)
খালী ষ্টেক,रिक्त स्टॅक
খালী ষ্ট্ৰিং,रिक्त स्ट्रिंग
অনুকৰণ,अनुकरण
এনকেপচুলেচন,encapsulation
encipher,कूटलेखन
এনকোড কৰক,एन्कोड
এনকোডাৰ,एन्कोडर
এনক্ৰেপ্ট কৰা তথ্য,एन्क्रिप्ट केलेला डेटा
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,एन्क्रिप्टिंग फाइल सिस्टम
এনক্ৰিপচন,एनक्रिप्शन
ব্লকৰ শেষ,ब्लॉकचा शेवट
ফাইলৰ শেষ (EOF),फाइलचा शेवट (EOF)
শেষ ব্যৱহাৰকাৰী,अंतिम वापरकर्ता
প্ৰৱেশ কৰা,प्रविष्ट करा
এণ্টাৰ-কি,एंटर-की
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,एंटरप्राइझ सर्व्हर
উদ্যোগ ব্যৱস্থা,एंटरप्राइझ प्रणाली
সত্তা,अस्तित्व
সত্তা-সম্পৰ্ক,अस्तित्व-संबंध
প্ৰৱেশৰ সময়,प्रवेश वेळ
প্ৰৱেশ চলক,एंट्री व्हेरिएबल
গণনাযোগ্য,असंख्य
পৰিৱেশ,वातावरण
যুগ,युग
EPROM,EPROM
এপ্সিলন বন্ধ কৰা,एप्सिलॉन बंद करणे
ইকুৱেলাইজাৰ,तुल्यकारक
সঁজুলি,उपकरणे
সমতুল্যতা শ্ৰেণী,समतुल्य वर्ग
সমতুল্যতা সম্পৰ্ক,समतुल्य संबंध
মচি পেলাওক,पुसून टाका
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,कोड दुरुस्त करताना त्रुटी
ভুল সংশোধন,त्रुटी सुधारणे
ভুল ধৰা পেলোৱা,त्रुटी शोधणे
ভুল নিয়ন্ত্ৰণ,त्रुटी हाताळणी
ভুল বাৰ্তা,त्रुटी संदेश
ভুলৰ হাৰ,त्रुटी दर
ত্ৰুটি পুনৰুদ্ধাৰ,त्रुटी पुनर्प्राप्ती
ভুল ৰুটিন,त्रुटी नित्यक्रम
পলায়ন চৰিত্ৰ,सुटलेले पात्र
ইথাৰনেট,इथरनेट
কাৰ্যক্ৰম,कार्यक्रम
ইভেন্ট শৃংখল,कार्यक्रम साखळी
ইভেন্ট নিয়ন্ত্ৰণ,घटना नियंत्रण
ইভেন্ট কাউণ্টাৰ,कार्यक्रम काउंटर
ব্যতিক্ৰম নিয়ন্ত্ৰণ,अपवाद हाताळणी
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,एक्सचेंज करण्यायोग्य डिस्क स्टोरेज
বৰ্জন,बहिष्कार
একচেটিয়া বা (XOR),अनन्य किंवा (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,एक्झिक्युटेबल प्रोग्राम
কাৰ্য্যবাহী বিবৃতি,कार्यकारी विधान
বিস্তৃত অনুসন্ধান,संपूर्ण शोध
উপলব্ধ,अस्तित्वात आहे
প্ৰস্থান,बाहेर पडा
বিশেষজ্ঞ ব্যৱস্থা,तज्ञ प्रणाली
অভিব্যক্তি,अभिव्यक्ती
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),विस्तारित ग्राफिक अॅरे (XGA)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),विस्तारित उद्योग मानक (EIS)
বৰ্ধিত মেচিন,विस्तारित मशीन
বৰ্ধিত স্মৃতিশক্তি,विस्तारित मेमरी
বৰ্ধিত নিখুঁততা,विस्तारित अचूकता
বৰ্ধিত সজাই পৰাই তোলা,विस्तारित वर्गीकरण
বাহ্যিক কল,बाह्य कॉल
বাহ্যিক ভুল,बाह्य त्रुटी
বাহ্যিক কাৰ্য্য,बाह्य कार्य
বাহ্যিক বাধা,बाह्य व्यत्यय
বাহ্যিক স্মৃতিশক্তি,बाह्य मेमरी
বাহ্যিক স্মৃতিশক্তি,बाह्य मेमरी
বাহ্যিক মডেম,बाह्य मोडेम
বাহ্যিক উল্লেখ,बाह्य संदर्भ
বাহ্যিক অনুসন্ধান,बाह्य शोध
বাহ্যিক সংৰক্ষণ ডিভাইচ,बाह्य स्टोरेज डिव्हाइस
নিষ্কাশন,काढणे
বহিঃপ্ৰক্ষেপণ,एक्सट्रापोलेशन
মুখ-আখৰ প্ৰিন্টাৰ,चेहरा-वर्ण प्रिंटर
বিফল-নিৰাপদ কাৰ্য্য,अयशस्वी-सुरक्षित ऑपरेशन
বিফলতাৰ হাৰ,अपयशाचा दर
বিফলতা পুনৰুদ্ধাৰ,अपयश पुनर्प्राप्ती
মিছা ক&#39;ড,खोटा कोड
মিছা ভুল,खोटी चूक
ফেন-ইন,फॅन-इन
ফেন-আউট,बाहेर
fascimile I/O ডিভাইচ,फॅसिमाईल I/O डिव्हाइस
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),फास्ट फोरियर ट्रान्सफॉर्म (FFT)
মাৰাত্মক ভুল,गंभीर त्रुटी
ত্ৰুটি ধৰা পেলোৱা,दोष शोधणे
দোষ নিদান,दोष निदान
দোষ সহনশীলতা,चुकीची सहनशीलता
ফেক্স,फॅक्स
ফেক্স বাৰ্তা,फॅक्स संदेश
এফ ডি চি,FDC
বৈশিষ্ট্য ধৰা পেলোৱা,वैशिष्ट्य शोध
ফিড চক্ৰ,फीड सायकल
মতামত,अभिप्राय
ফিডাৰ,फीडर
লৈ অনা,आणणे
fibonacci অনুসন্ধান,फिबोनाची शोध
fibonacci ক্ৰম,फिबोनाची क्रम
fibonacci শৃংখলা,फिबोनाची मालिका
ফাইবাৰ অপটিক্স,फायबर ऑप्टिक्स
ফিডো নেট,फिडो नेट
ক্ষেত্ৰ,फील्ड
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,पाचव्या पिढीचे संगणक
ফাইল,फाइल
ফাইল অভিগম পদ্ধতি,फाइल प्रवेश पद्धत
ফাইল আবণ্টন টেবুল,फाइल वाटप सारणी
ফাইল সংকোচন,फाइल कॉम्प्रेशन
ফাইল কপি কৰা,फाइल कॉपी करणे
ফাইল বিন্যাস,फाइल लेआउट
ফাইল মাৰ্জ কৰক,फाइल विलीनीकरण
ফাইল পুনৰুদ্ধাৰ,फाइल पुनर्प्राप्ती
নথিপত্ৰ সংৰক্ষণ,फाइल स्टोरेज
নথিপত্ৰ গঠন,फाइल संरचना
নথিপত্ৰপ্ৰণালী,फाइल सिस्टम
ফাইল স্থানান্তৰ,फाइल हस्तांतरण
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
ফিল্টাৰ,फिल्टर
চূড়ান্ত অৱস্থা,अंतिम स्थिती
সন্ধান কৰা,शोधणे
সসীম অৱস্থাৰ যন্ত্ৰ,मर्यादित राज्य मशीन
জুইৰ দেৱাল,आग भिंत
ফাৰ্মৱেৰ,फर्मवेअर
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,प्रथम येणाऱ्यास प्रथम सेवा
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,पहिल्या पिढीचा संगणक
প্ৰথম ইন প্ৰথম আউট (FIFO),फर्स्ट इन फर्स्ट आउट (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,प्रथम ऑर्डर तर्क
প্ৰথম ক্ৰমৰ তত্ত্ব,प्रथम ऑर्डर सिद्धांत
স্থিৰ বিভাজন,निश्चित विभाजन
পতাকা,झेंडा
নমনীয় ডিষ্ক,लवचिक डिस्क
ফ্লপি ডিস্ক,फ्लॉपी डिस्क
ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd),फ्लॉपी डिस्क ड्राइव्ह (Fdd)
ফ্ল&#39; চাৰ্ট,प्रवाह चार्ट
নিয়ন্ত্ৰণৰ প্ৰবাহ,नियंत्रण प्रवाह
ফ্লাছ,फ्लश
ফোল্ডাৰ,फोल्डर
ফন্ট,फॉन्ट
ফন্ট পৰিয়াল,फॉन्ट कुटुंब
বিদেশী চাবি,परदेशी की
প্ৰপত্ৰ,फॉर्म
আনুষ্ঠানিক ভাষা,औपचारिक भाषा
আনুষ্ঠানিক ব্যৱস্থা,औपचारिक प्रणाली
ফৰ্মেট,स्वरूप
ফৰ্মেটিং,स्वरूपन
fortran,फोरट्रान
fortra প্ৰগ্ৰেমিং,फोरट्रान प्रोग्रामिंग
ফৰৱাৰ্ড স্লেছ,पुढे झुकणारी तिरकी रेष
চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,चौथ्या पिढीचा संगणक
খণ্ড,तुकडा
ফ্ৰেম,फ्रेम
মুক্ত নেট,मोफत नेट
মুক্ত চফ্টৱেৰ ভেটি,मोफत सॉफ्टवेअर फाउंडेशन
বিনামূলীয়া সংৰক্ষণ,विनामूल्य संचयन
ফ্ৰীৱেৰ,फ्रीवेअर
আগশাৰীৰ,समोरचे टोक
ফ্ৰন্ট পেনেল,समोरची बाजू
অনুষ্ঠান,कार्य
ফাংচন কি&#39;,फंक्शन की
ফাংচন ৰেফাৰেন্স,कार्य संदर्भ
কাৰ্য্যকৰী নিৰ্ভৰশীলতা,कार्यात्मक अवलंबित्व
কাৰ্য্যকৰী পৰীক্ষণ,कार्यात्मक चाचणी
অস্পষ্ট যুক্তি,अस्पष्ट तर्क
অস্পষ্ট ছেট,अस्पष्ट संच
লাভ কৰা,मिळवणे
খেলা গছ,खेळाचे झाड
ফাঁক চৰিত্ৰ,अंतर वर्ण
আৱৰ্জনা,कचरा
জাবৰ সংগ্ৰহ,कचरा गोळा करणे
জাবৰ সংগ্ৰহ,कचरा गोळा करणे
জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO),कचरा बाहेर कचरा (GIGO)
গেট,गेट
গেটৱে,प्रवेशद्वार
সাধাৰণ কাৰ্যসূচী,सामान्य कार्यक्रम
সাধাৰণ কাৰ্যসূচী,सामान्य कार्यक्रम
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,सामान्य उद्देश संगणक
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,सामान्य उद्देश संगणक
সাধাৰণ পঞ্জীয়ন,सामान्य नोंदणी
সাধাৰণীকৰণ,सामान्यीकरण
সাধাৰণীকৰণ,सामान्यीकरण
সাধাৰণ উদ্দেশ্যৰ ভাষা,सामान्य हेतूची भाषा
সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem,सामान्य उद्देश ऑपरेटिंग सिस्टम
সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন,सामान्य-उद्देश रजिस्टर
সৃষ্টি কৰা ভুল,व्युत्पन्न त्रुटी
জেনেৰেটিং ফাংচন,निर्मिती कार्य
জেনেৰিক ক্লাছ,सामान्य वर्ग
জেনেৰিক ফাংচন,सामान्य कार्य
জেনেৰিক নাম,सामान्य नाव
gigo,gigo
সাৰ্বজনীন,जागतिक
গ্লোবেল ক&#39;ড,जागतिक कोड
গ্লোবেল লক,जागतिक लॉक
গ্লোবেল নেটৱৰ্ক,जागतिक नेटवर्क
গ্লোবেল নেটৱৰ্ক,जागतिक नेटवर्क
গ্লোবেল ব্যৱহাৰকাৰী,जागतिक वापरकर्ता
গ্লোবেল ভেৰিয়েবল,जागतिक चल
বিশ্বায়ন,जागतिकीकरण
gopher,गोफर
gopher ক্লায়েন্ট,गोफर क्लायंट
gopher চাৰ্ভাৰ,गोफर सर्व्हर
gopher চাইট,गोफर साइट
gopher স্থান,गोफर जागा
graceful অৱক্ষয়,मोहक अध:पतन
ব্যাকৰণ পৰীক্ষক,व्याकरण तपासक
ব্যাকৰণ graceful প্ৰস্থান,व्याकरण डौलदार निर्गमन
সৰ্বমুঠ,एकूण
গ্ৰাফ,आलेख
গ্ৰাফ প্লটিং,आलेख प्लॉटिंग
গ্ৰাফিক চৰিত্ৰ,ग्राफिक वर्ण
গ্রাফিক নিয়ন্ত্রক,ग्राफिक नियंत्रक
গ্ৰাফিক ডাটা গঠন,ग्राफिक डेटा संरचना
গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম,ग्राफिक प्रदर्शन कार्यक्रम
গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন,ग्राफिक प्रदर्शन रिझोल्यूशन
গ্ৰাফিক ভাষা,ग्राफिक भाषा
গ্ৰাফিক ভাষা,ग्राफिक भाषा
গ্ৰাফিক পেনেল,ग्राफिक पॅनेल
গ্ৰাফিকেল এনিমেচন,ग्राफिकल अॅनिमेशन
চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF),ग्राफिकल इंटरफेस स्वरूप (GIF)
চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI),ग्राफिकल यूजर इंटरफेस (GUI)
গ্রাফিক্স,ग्राफिक्स
গ্ৰাফিক্স এপ্লিকেচন,ग्राफिक्स अनुप्रयोग
গ্ৰাফিক্স কাৰ্চাৰ,ग्राफिक्स कर्सर
গ্ৰাফিক্স মোড,ग्राफिक्स मोड
গ্ৰাফিক্স পেকেজ,ग्राफिक्स पॅकेज
গ্ৰাফিক্স চফ্টৱেৰ,ग्राफिक्स सॉफ्टवेअर
গ্ৰাফিক্স চফ্টৱেৰ,ग्राफिक्स सॉफ्टवेअर
গ্ৰাফিক্স চফ্টৱেৰ পেকেজ,ग्राफिक्स सॉफ्टवेअर पॅकेज
ধূসৰ স্কেল,राखाडी स्केल
লোভী পদ্ধতি,लोभी पद्धत
grep,grep
গ্ৰিড,ग्रिड
গ্ৰীড চাৰ্ট,ग्रिड चार्ट
গ্ৰীড কম্পিউটিং,ग्रिड संगणन
গ্ৰীড মডুলেচন,ग्रिड मॉड्यूलेशन
মাটিৰ তৰংগ,जमिनीची लाट
গোট,गट
গোটৰ ঠিকনা,गट पत्ता
গ্ৰুপ ক&#39;ড,गट कोड
গোটৰ যোগাযোগ,गट संवाद
গোটৰ যোগাযোগ,गट संवाद
গোট চিনাক্তকৰণ,गट ओळख
গোটৰ নাম,गटाचे नाव
গ্ৰুপৱেৰ,ग्रुपवेअर
বৃদ্ধি,वाढ
ৰক্ষা কৰা,रक्षक
নিৰ্দেশিত মাধ্যম,मार्गदर्शित माध्यम
গুনজিপ,गनझिप
হেক কৰক,खाच
হেকাৰ,हॅकर
hacker&#39;s অভিধান,हॅकरचा शब्दकोश
হাফ এডাৰ,अर्धा जोडणारा
আধা দলং,अर्धा पूल
হাফ ডুপ্লেক্স,अर्धा डुप्लेक्स
হাফ ডুপ্লেক্স লাইন,अर्धा डुप्लेक्स लाइन
হাফ ডুপ্লেক্স মোড,अर्धा डुप्लेक्स मोड
আধা তীব্ৰতা,अर्धी तीव्रता
হাফ ৰাউটাৰ,अर्धा राउटर
আধা বিয়োগকাৰী,अर्धा वजा करणारा
হাফ টোনিং,अर्धा टोनिंग
আধা শব্দ,अर्धा शब्द
hamiltonious চক্ৰ,मिल्टोनियस सायकल
হামিং কোড,हॅमिंग कोड
হাত,हात
হাতৰ কপি,हात प्रत
চম্ভালা,हाताळणे
হেণ্ডলিং,हाताळणी
ওলমা,फाशी देणे
সুখী নেট,आनंदी नेट
হাৰ্ড কপি ডিভাইচ,हार्ड कॉपी डिव्हाइस
হাৰ্ড ডিস্ক,हार्ड डिस्क
হাৰ্ড ডিষ্ক ক্ৰেচ,हार्ड डिस्क क्रॅश
কঠিন ভুল,कठीण त्रुटी
হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ,हार्डवेअर प्रवाह नियंत्रण
হাৰমনিক,हार्मोनिक
হাৰমনিক গড়,हार्मोनिक मध्यम
hash,हॅश
হেচ ডায়াগ্ৰাম,हॅश आकृती
হেচ টেবুল,हॅश टेबल
হেচিং কৌশল,हॅशिंग तंत्र
হেডাৰ,शीर्षलेख
ঢেৰ,ढीग
heap sort,ढीग क्रमवारी
সহায়,मदत
সহায় পৰ্দা,मदत स्क्रीन
হেল্পনেট,हेल्पनेट
হাৰ্টজ,हर्ट्झ
heuristic,ह्युरिस्टिक
হিউৰিষ্টিক পদ্ধতি,ह्युरिस्टिक पद्धत
ষড়দশমিক সংখ্যা,हेक्साडेसिमल संख्या
লুকাই থকা ৰেখা,लपलेली ओळ
স্তৰভিত্তিক তথ্য ভিত্তি,श्रेणीबद्ध डेटा बेस
স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী,श्रेणीबद्ध फाइल सिस्टम
স্তৰভিত্তিক ভূ-প্ৰকৃতি,श्रेणीबद्ध स्थलाकृति
উচ্চ পৰ্যায়ৰ ভাষা,उच्च स्तरीय भाषा
উচ্চ স্মৃতিশক্তি এলেকা,उच्च मेमरी क्षेत्र
উচ্চ পৰিৱেশন,उच्च कार्यक्षमता
মৰা,दाबा
হিট হাৰ,हिट दर
হিট ৰেচিঅ&#39;,हिट प्रमाण
ফুটা,छिद्र
হোম ডাইৰেকটৰী,होम डिरेक्टरी
হোম পেজ,मुख्यपृष्ठ
সমজাতীয় স্থানাংক,एकसंध समन्वय
জঁপিওৱা,हॉप
হপ গণনা,हॉप संख्या
শিঙ,हॉर्न
গৃহস্থ কম্পিউটাৰ,होस्ट संगणक
গৃহস্থ কম্পিউটাৰ,होस्ट संगणक
গৃহস্থ ভাষা,होस्ट भाषा
হট কী,गरम की
হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML),हायपर टेक्स्ट मार्कअप भाषा (HTML)
অনুমান,गृहीतक
মই পড,मी पॉड
I/O বাফাৰ,I/O बफर
I/O পৰ্টে,I/O पोर्ट
I/O একক,I/O युनिट
চিনাক্তকৰ্তা,ओळखकर्ता
পৰিচয়,ओळख
ছৱি,प्रतिमा
ইমেজ চেন্সৰ,प्रतिमा सेन्सर
ইমপেক্ট প্ৰিন্টাৰ,प्रभाव प्रिंटर
ইম্পিডেন্স,अडथळा
আৱশ্যকীয় প্ৰগ্ৰেম ভাষা,अत्यावश्यक कार्यक्रम भाषा
আৱশ্যকীয় বক্তব্য,अनिवार्य विधान
অন্তৰ্নিহিত ঠিকনা,अंतर्निहित पत्ता
অসম্ভৱ পৰিঘটনা,अशक्य घटना
নিষ্ক্ৰিয় ন&#39;ড,निष्क्रिय नोड
অসামঞ্জস্যতা,विसंगती
বৃদ্ধি কৰক,वाढ
সূচী,निर्देशांक
সূচী তথ্য বস্তু,निर्देशांक डेटा आयटम
সূচী নথিপত্ৰ,अनुक्रमणिका फाइल
সূচী পঞ্জীয়ন,इंडेक्स रजिस्टर
সূচী ক্ৰমিক,अनुक्रमणिका
সূচীভুক্ত ঠিকনাকৰণ,अनुक्रमित पत्ता
সূচীভুক্ত ভাষা,अनुक्रमित भाषा
সূচীভুক্ত ক্ৰম নথিপত্ৰ,अनुक्रमित अनुक्रम फाइल
সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM),अनुक्रमित अनुक्रमिक sccess पद्धत (ISAM)
পৰোক্ষ সম্বোধন,अप्रत्यक्ष संबोधन
তথ্যবিজ্ঞান,माहितीशास्त्र
তথ্য,माहिती
তথ্য বিট,माहिती बिट
তথ্য ব্যৱস্থাপনা,माहिती व्यवस्थापन
তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS),माहिती व्यवस्थापन प्रणाली (IMS)
তথ্য উদ্ধাৰ কৰা,माहिती उत्खनन
তথ্য ব্যৱস্থা,माहिती प्रणाली
তথ্য প্ৰযুক্তি (IT),माहिती तंत्रज्ञान (IT)
আন্তঃগাঁথনি ব্যৱস্থাপনা,पायाभूत सुविधा व्यवस्थापन
উত্তৰাধিকাৰ,वारसा
উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল,अनुवांशिक त्रुटी
প্ৰাৰম্ভিক,आरंभिक
প্ৰাৰম্ভিক ঠিকনা,प्रारंभिक पत्ता
প্ৰাৰম্ভিক অৱস্থা,प्रारंभिक अवस्था
আৰম্ভণি,आरंभ करणे
ইংক জেট প্ৰিন্টাৰ,इंक जेट प्रिंटर
অসংখ্য,असंख्य
i-node টেবুল,i-node टेबल
অকাৰ্য্যকৰী সময়,अकार्यक्षम वेळ
ইনপুট বাফাৰ ৰেজিষ্টাৰ,इनपुट बफर रजिस्टर
ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ),इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर)
ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ),इनपुट आउटपुट रजिस्टर (I/O रजिस्टर)
ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি),इनपुट आउटपुट स्टेटमेंट (I/O स्टेटमेंट)
ইনপুট/আউটপুট (I/O),इनपुट/आउटपुट (I/O)
ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ),इनपुट/आउटपुट बफर (I/O बफर)
ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ),इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस)
প্ৰবিষ্ট কৰা,घाला
সন্নিৱিষ্ট কৰা সজাই পৰাই তোলা,प्रवेश क्रमवारी
সংস্থাপনৰ সময়,स्थापना वेळ
উদাহৰণ,उदाहरण
নিৰ্দেশনা,सूचना
নিৰ্দেশনা কাউণ্টাৰ,सूचना काउंटर
নিৰ্দেশনা চক্ৰ,सूचना चक्र
নিৰ্দেশনা ছেট,सूचना संच
পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং,पूर्णांक प्रोग्रामिंग
পূৰ্ণসংখ্যা চলক,पूर्णांक व्हेरिएबल
সংহত মডেম,एकात्मिक मोडेम
ডিজিটেল নেটৱৰ্ক (ISDN),एकात्मिक सेवा डिजिटल नेटवर्क (ISDN)
একতা,सचोटी
বুদ্ধিমান নিয়ন্ত্ৰক,बुद्धिमान नियंत्रक
বুদ্ধিমান টাৰ্মিনেল,बुद्धिमान टर्मिनल
inter ব্লক,इंटर ब्लॉक
আন্তঃব্লক ব্যৱধান,आंतर ब्लॉक अंतर
আন্তঃ যোগাযোগ ব্যৱস্থা,इंटर कम्युनिकेशन सिस्टम
ভাৱ-বিনিময়,परस्परसंवाद
ইন্টাৰেক্টিভ গ্ৰাফিক্স,परस्पर ग्राफिक्स
ইন্টাৰেক্টিভ কিবৰ্ড প্ৰিন্টাৰ,परस्परसंवादी कीबोर्ड प्रिंटर
ইন্টাৰকম সেৱা,इंटरकॉम सेवा
আন্তঃপৃষ্ঠ,इंटरफेस
ইন্টাৰলিভিং,इंटरलीव्हिंग
মধ্যৱৰ্তী বাফাৰ,इंटरमीडिएट बफर
অভ্যন্তৰীণ ব্লক,अंतर्गत ब्लॉक
আভ্যন্তৰীণ যোগাযোগ,अंतर्गत संवाद
আভ্যন্তৰীণ খণ্ডিতকৰণ,अंतर्गत विखंडन
আভ্যন্তৰীণ স্মৃতিশক্তি,अंतर्गत मेमरी
অভ্যন্তৰীণ সজাই পৰাই তোলা,अंतर्गत क्रमवारी
অভ্যন্তৰীণ টাইমাৰ,अंतर्गत टाइमर
