Punjabi,Tamil
ਕੋਨਿਕਲ ਮਿਕਸਰ,கூம்பு கலவை
ਪੈਂਡੂਲਮ,ஊசல்
ਕੋਨ ਰਿਫ੍ਰੈਕਸ਼ਨ,கூம்பு ஒளிவிலகல்
ਕੋਨਿਕ ਸਕੈਨਿੰਗ,கூம்பு ஸ்கேனிங்
"ਸੰਯੁਕਤ ਹੋਣਾ (v.), ਸੰਯੁਕਤ ਹੋਣਾ (v.)","இணைத்தல் (v.), இணைந்திருத்தல் (v.)"
ਸੰਯੁਕਤ ਹਥਿਆਰ,இணைந்த ஆயுதங்கள்
ਸੰਯੁਕਤ ਧੁਰੀ ਬਿੰਦੂ,இணைந்த அச்சு புள்ளி
ਸੰਯੁਕਤ ਧੁਰਾ,இணைந்த அச்சு
ਸੰਯੁਕਤ ਵਾਕ,இணை வாக்கியம்
ਸੰਯੁਕਤ ਗੁੰਝਲਦਾਰ ਬਣਤਰ,ஒருங்கிணைந்த சிக்கலான அமைப்பு
ਸੰਯੁਕਤ ਵਿਆਸ,இணைந்த விட்டம்
ਸੰਯੁਕਤ ਦਿਸ਼ਾ,இணைந்த திசை
ਸੰਯੁਕਤ ਫੋਕਸ ਅੰਤਰ,ஒருங்கிணைந்த கவனம் வேறுபாடு
ਸੰਯੁਕਤ ਫੋਕਸ,ஒருங்கிணைந்த கவனம்
ਸੰਯੁਕਤ ਬਲ,இணைந்த சக்தி
ਸੰਯੁਕਤ ਰੁਕਾਵਟ,இணை மின்மறுப்பு
ਸੰਯੁਕਤ ਜਾਲ,இணைந்த கண்ணி
ਸੰਯੁਕਤ ਨਿਊਕਲੀਅਸ,இணைந்த கரு
ਸੰਯੁਕਤ ਸਮਰੂਪਤਾ,இணைந்த சமச்சீர்
ਸੰਯੁਕਤ ਵੈਕਟਰ,இணை திசையன்
ਸੰਯੁਕਤ ਪੋਲੀਮਰ ਬਾਂਡ,இணைந்த பாலிமர் பிணைப்பு
ਸੰਯੁਕਤ ਪੈਰਾਮੀਟਰ,இணை அளவுரு
ਸੰਯੁਕਤ-ਸਥਾਪਿਤ ਨੀਲੀ ਬਣਤਰ,இணை-பதிலீடு செய்யப்பட்ட நீல உருவாக்கம்
ਸੰਯੁਕਤ ਗਤੀ,இணைந்த இயக்கம்
ਸੰਜੋਗ ਕਾਰਵਾਈ,தற்செயல் செயல்பாடு
ਕਾਰਕ ਖੋਜ,காரணி கண்டறிதல்
ਲੇਟਰਲ ਐਸੋਸੀਏਟਿਡ,பக்கவாட்டு தொடர்புடையது
"ਲੜੀ ਨਾਲ ਸਬੰਧਤ, ਸ਼੍ਰੇਣੀ ਨਾਲ ਸਬੰਧਤ","சங்கிலி தொடர்பான, வகை தொடர்பான"
ਸੰਬੰਧਿਤ ਲੋਡ,தொடர்புடைய சுமை
ਸੰਬੰਧਿਤ ਸਧਾਰਨ ਪੈਂਡੂਲਮ,தொடர்புடைய எளிய ஊசல்
ਕੁਨੈਕਟਰ ਲਾਈਨ,இணைப்பு வரி
ਫਾਲਤੂ ਪੁਰਜੇ,உதிரி பாகங்கள்
ਕੁਨੈਕਸ਼ਨ,இணைப்பு
ਬੰਧਨ ਗੁਣਾਂਕ,பிணைப்பு குணகம்
ਪਾਸੇ ਕੁਨੈਕਸ਼ਨ,பக்க இணைப்பு
ਕਲਾਸ ਮਾਨਤਾ,வர்க்க இணைப்பு
"ਕਨੈਕਟਰ, ਕਨੈਕਟਰ","இணைப்பான், இணைப்பான்"
ਲਗਾਤਾਰ ਪ੍ਰਤੀਕਰਮ,அடுத்தடுத்த எதிர்வினைகள்
ਸੁਰੱਖਿਆ ਬਲ,பாதுகாப்பு சக்தி
subdhruv,உபத்ருவ்
ਸੁਰੱਖਿਆ,பாதுகாப்பு
ਐਂਗੁਲਰ ਮੋਮੈਂਟਮ ਕੰਜ਼ਰਵੇਸ਼ਨ,கோண உந்த பாதுகாப்பு
ਚਾਰਜ ਦੀ ਸੰਭਾਲ,கட்டணம் பாதுகாப்பு
ਊਰਜਾ ਸੰਭਾਲ,ஆற்றல் பாதுகாப்பு
ਰੇਖਿਕ ਗਤੀ ਸੰਭਾਲ,நேரியல் உந்த பாதுகாப்பு
ਪੁੰਜ ਸੰਭਾਲ,வெகுஜன பாதுகாப்பு
ਸਮਾਨਤਾ-ਸੰਭਾਲ,சமநிலை-பாதுகாப்பு
ਸਰਪ੍ਰਸਤ,புரவலர்
ਸੁਰੱਖਿਆ ਸਮਾਈ,பாதுகாப்பு உறிஞ்சுதல்
ਸੁਰੱਖਿਆ ਤੱਤ,பாதுகாப்பு உறுப்பு
ਸੁਰੱਖਿਅਤ ਖੇਤਰ,பாதுகாக்கப்பட்ட பகுதி
ਸੁਰੱਖਿਆ ਮਾਰਗ,பாதுகாப்பு பாதை
ਸੁਰੱਖਿਆ ਪ੍ਰਕਿਰਿਆ,பாதுகாப்பு செயல்முறை
ਸੁਰੱਖਿਆ ਗੁਣ,பாதுகாப்பு பண்புகள்
ਸਰਪ੍ਰਸਤ ਸਰੀਰ,பாதுகாவலர் உடல்
"ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ","நிலைத்தன்மை, நிலைத்தன்மை, நிலைத்தன்மை, நிலைத்தன்மை"
"ਅਨੁਕੂਲ, ਉਲਟ","இணக்கமான, எதிர்"
ਵਿਰੋਧੀ ਸਰੀਰ,முரண்பட்ட உடல்
ਕੰਸੋਲ,பணியகம்
ਕੰਸੋਲ ਬੀਕਨ ਸਿਸਟਮ,கன்சோல் பெக்கான் அமைப்பு
ਤਸੱਲੀ,ஆறுதல்
ਕੰਸੋਲ,பணியகம்
ਕੰਸੋਲ ਰਿਸੀਵਰ,கன்சோல் ரிசீவர்
ਘੁਲਣਸ਼ੀਲ,கரையக்கூடிய
ਕਨਵਰਜੈਂਟ ਕਰਵ,குவிந்த வளைவு
"ਫਿਊਜ਼ਨ ਤਾਪਮਾਨ, ਫਿਊਜ਼ਨ ਤਾਪਮਾਨ","இணைவு வெப்பநிலை, இணைவு வெப்பநிலை"
ਗੱਲਬਾਤ,உரையாடல்
ਗੱਲਬਾਤ,உரையாடல்
ਵਿਅੰਜਨ ਧੁਨੀ,மெய் எழுத்து ஒலி
ਸਪਿਨ ਸੁਰੱਖਿਆ,சுழல் பாதுகாப்பு
ਵੇਰੀਏਬਲ ਵੋਲਟੇਜ ਜਨਰੇਟਰ,மாறி மின்னழுத்த ஜெனரேட்டர்
ਸਥਿਰਤਾ,ஸ்திரத்தன்மை
ਗਤੀ ਸਥਿਰਤਾ,வேக நிலைத்தன்மை
"ਸਥਿਰ, ਸਥਿਰ, ਸਥਿਰ, ਅਚੱਲ, ਨਾ ਬਦਲਣ ਵਾਲਾ, ਇਕਸਾਰ","நிலையான, நிலையான, நிலையான, அசையாத, மாறாத, சீரான"
ਇਕਸਾਰ ਪ੍ਰਵੇਗ,சீரான முடுக்கம்
ਸਥਿਰ ਕੋਣ,நிலையான கோணம்
ਵੇਰੀਏਬਲ ਮਾਪ ਰਿਕਾਰਡਿੰਗ,மாறி பரிமாண பதிவு
ਲਗਾਤਾਰ ਮਤਲਬ ਰਗੜ,நிலையான சராசரி உராய்வு
ਲਗਾਤਾਰ ਉਬਾਲ ਬਿੰਦੂ,நிலையான கொதிநிலை
ਵੇਰੀਏਬਲ ਮੌਜੂਦਾ ਜਨਰੇਟਰ,மாறி தற்போதைய ஜெனரேட்டர்
ਅਸਥਿਰ ਮੋਡੂਲੇਸ਼ਨ,மாறாத மாடுலேஷன்
ਸਥਿਰ ਭਟਕਣਾ ਪ੍ਰਿਜ਼ਮ,நிலையான விலகல் ப்ரிஸம்
ਲਗਾਤਾਰ ਵਹਾਅ,தொடர்ச்சியான ஓட்டம்
ਸਥਿਰ ਗਲਤੀ,நிலையான பிழை
ਲਗਾਤਾਰ ਅਸਫਲਤਾ ਦੀ ਦਰ,நிலையான தோல்வி விகிதம்
ਨਿਰੰਤਰ ਵਹਾਅ ਕੈਲੋਰੀਮੀਟਰ,நிலையான ஓட்டம் கலோரிமீட்டர்
ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ,நிலையான செயல்பாடு
ਸਥਿਰ ਚੋਟੀ ਦੇ ਟੈਂਕ,நிலையான மேல் தொட்டி
ਸਥਿਰ ਗਰਮੀ ਸਟੋਰੇਜ਼,நிலையான வெப்ப சேமிப்பு
ਲਗਾਤਾਰ ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ,நிலையான நீர்நிலை அழுத்தம்
ਸਥਿਰ ਉਪਕਰਣ,உறுதிப்படுத்தும் உபகரணங்கள்
ਨਿਰੰਤਰ ਲਿਫਟ ਗੁਣਾਂਕ,நிலையான லிப்ட் குணகம்
ਲਗਾਤਾਰ ਲਹਿਰਾਉਣ ਦੀ ਵੰਡ,நிலையான ஏற்றுதல் விநியோகம்
ਨਿਰੰਤਰ ਲੋਡ ਗੁਣਾਂਕ,நிலையான சுமை குணகம்
ਅਟੱਲ ਰੋਸ਼ਨੀ ਸਿਸਟਮ,மாறாத வெளிச்ச அமைப்பு
covariate ਨੰਬਰ,இணை எண்
ਕਰਮਾਕ,கர்மம்
galvanometer ਸੰਵੇਦਨਸ਼ੀਲਤਾ,கால்வனோமீட்டர் உணர்திறன்
ਗੰਭੀਰਤਾ ਬਿੰਦੂ,ஈர்ப்பு புள்ளி
ਸਾਧਨ ਸਥਿਰ,கருவி மாறிலி
ਅਨੁਪਾਤਕ ਸਥਿਰਤਾ,விகிதாச்சார மாறிலி
ਸਥਿਰ ਪੈਰਾਮੀਟਰ,நிலையான அளவுரு
ਨਿਰੰਤਰ ਸਮਤਾ ਕੋਡ,நிலையான சமதா குறியீடு
ਸਥਿਰ ਦਬਾਅ ਐਸਪੀਰੇਟਰ,நிலையான அழுத்தம் ஆஸ்பிரேட்டர்
ਲਗਾਤਾਰ ਦਬਾਅ ਗੈਸ ਥਰਮਾਮੀਟਰ,நிலையான அழுத்தம் வாயு வெப்பமானி
"ਨਿਰੰਤਰ ਦਬਾਅ ਥਰਮਾਮੀਟਰ, ਨਿਰੰਤਰ ਦਬਾਅ ਥਰਮਾਮੀਟਰ","நிலையான அழுத்தம் வெப்பமானி, நிலையான அழுத்தம் வெப்பமானி"
ਸਥਿਰ ਅਨੁਪਾਤ,நிலையான விகிதம்
ਅਸਥਿਰ ਪ੍ਰਤੀਰੋਧ ਢਾਂਚਾ,மாறாத எதிர்ப்பு அமைப்பு
ਲਗਾਤਾਰ ਉਤੇਜਨਾ ਵਿਧੀ,தொடர்ச்சியான தூண்டுதல் முறை
ਫਿਕਸਚਰ ਪੂਲ,பொருத்தப்பட்ட குளம்
ਸਥਿਰ ਰੈਗੂਲੇਟਰ,நிலைப்படுத்தும் சீராக்கி
ਨਿਰੰਤਰ ਮਿਆਦ,நிலையான கால
ਇਕਸਾਰ ਗਤੀ,சீரான வேகம்
ਸਥਿਰ ਵਾਲੀਅਮ ਗੈਸ-ਥਰਮਾਮੀਟਰ,நிலையான தொகுதி வாயு-வெப்பமானி
ਕਾਂਸਟੈਂਟਨ,கான்ஸ்டன்டன்
ਸਰਕਟ ਦੇ ਗੁਣ,சுற்றுகளின் சிறப்பியல்புகள்
ਤਾਰਾਮੰਡਲ,விண்மீன் கூட்டம்
"ਰਚਨਾ, ਰਚਨਾ, ਰਚਨਾ","கலவை, கலவை, உருவாக்கம்"
ਮਾਮਲੇ ਦੀ ਰਚਨਾ,பொருளின் கலவை
ਸੀਮਤ ਗਤੀ,கட்டுப்படுத்தப்பட்ட வேகம்
ਪਾਬੰਦੀ,கட்டுப்பாடு
ਤੰਗ ਕਰਨਾ,குறுகிய
ਡੁੱਬਣ ਦਾ ਸੰਕੁਚਿਤ ਕਰਨਾ,மூழ்குதல் குறுகுதல்
"ਬਣਾਉਣ ਲਈ, ਬਣਾਉਣ ਲਈ","உருவாக்க, கட்டமைக்க"
ਗਠਨ,உருவாக்கம்
ਸਥਾਈ ਦਖਲਅੰਦਾਜ਼ੀ,நிலையான குறுக்கீடு
ਊਰਜਾ ਖਪਤ,ஆற்றல் நுகரப்படும்
"ਖਰਚ, ਖਪਤ, ਖਪਤ","செலவு, நுகர்வு, நுகர்வு"
"ਛੋਹਵੋ, ਛੋਹਵੋ, ਛੋਹਵੋ","தொடுதல், தொடுதல், தொடுதல்"
ਸੰਚਾਰ,தொடர்பு
ਸਪਰਸ਼ ਕੋਣ,தொடுகோடு கோணம்
ਸੰਪਰਕ ਤੋੜਨ ਵਾਲਾ,தொடர்பு பிரிப்பான்
ਸੰਪਰਕ ਖੇਤਰ,தொடர்பு பகுதி
ਸਪਰਸ਼ ਡਬਲ ਲੈਂਸ,தொட்டுணரக்கூடிய இரட்டை லென்ஸ்
ਸੰਭਾਵੀ ਗਿਰਾਵਟ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,தொடர்பு சாத்தியமான வீழ்ச்சி
ਸੰਪਰਕ ਲੈਨਜ,தொடர்பு லென்ஸ்
ਸੰਪਰਕ ਦੀ ਲਾਈਨ,தொடர்பு வரி
"ਤਾਲਮੇਲ, ਸੰਪਰਕ","தொடர்பு, தொடர்பு"
ਸੰਪਰਕ ਪੁੰਜ,தொடர்பு நிறை
ਮਾਈਕ੍ਰੋਫੋਨ ਨੂੰ ਛੂਹੋ,தொடு ஒலிவாங்கி
ਸੰਪਰਕ ਸ਼ੋਰ,தொடர்பு சத்தம்
ਪਹਿਲੀ ਡਿਗਰੀ ਛੂਹ,முதல் பட்டம் தொடுதல்
ਸੰਪਰਕ ਪਿੰਨ,தொடர்பு முள்
ਸੰਪਰਕ ਬਿੰਦੂ,தொடர்பு புள்ளி
ਸੰਪਰਕ ਸੰਭਾਵੀ,தொடர்பு திறன்
ਸੰਪਰਕ ਸੰਭਾਵੀ,தொடர்பு திறன்
ਸੰਭਾਵੀ ਰੋਧਕ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,தொடர்பு சாத்தியமான மின்தடை
ਸੰਪਰਕ ਦਬਾਅ,தொடர்பு அழுத்தம்
ਸੰਪਰਕ ਪ੍ਰਿੰਟ ਸੰਪਰਕ ਪ੍ਰਿੰਟ,தொடர்பு அச்சு தொடர்பு அச்சு
ਛੂਹ ਪ੍ਰਿੰਟਿੰਗ,தொடு அச்சிடுதல்
ਸੰਪਰਕ ਸਮੱਸਿਆ,தொடர்பு பிரச்சனை
ਛੂਹਣ ਵਾਲਾ,தொடு ரிசீவர்
ਧਾਤੂ ਸੋਧਕ,உலோக திருத்தி
ਸੰਪਰਕ ਪ੍ਰਤੀਰੋਧ,தொடர்பு எதிர்ப்பு
ਸੰਪਰਕ ਸ਼੍ਰੇਣੀ,தொடர்பு வகை
ਸੰਪਰਕ ਤਣਾਅ,தொடர்பு அழுத்தம்
ਛੂਹ ਸਫ਼ਾ,தொடு பக்கம்
ਸੰਪਰਕ ਟਿਊਬ,தொடர்பு குழாய்
ਚੱਕਰ ਨੂੰ ਛੂਹੋ,தொடு வட்டம்
"ਸੰਪਰਕ, ਸੰਪਰਕ","தொடர்பு, தொடர்பு"
ਗਰਭ ਨਿਰੋਧ,கருத்தடை
ਅਲਹਿਦਗੀ ਦਾ ਸਮਾਂ,தனிமைப்படுத்தல் காலம்
ਗੰਦਗੀ,மாசுபடுதல்
ਕੰਟ੍ਰਾਸਟ ਡਿਵੈਲਪਰ,கான்ட்ராஸ்ட் டெவலப்பர்
"ਸਮੱਗਰੀ, ਹਿੱਸਾ, ਅੱਧਾ","உள்ளடக்கம், பகுதி, பாதி"
"ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ","தொடர்ச்சி, தொடர்ச்சி"
ਲਗਾਤਾਰ ਕੰਟਰੋਲਰ,தொடர்ச்சியான கட்டுப்படுத்தி
ਰਾਜ ਨਿਰੰਤਰਤਾ,மாநில தொடர்ச்சி
ਲਗਾਤਾਰ ਟੈਸਟ,தொடர்ச்சியான சோதனை
ਨਿਰੰਤਰ ਪ੍ਰਮੇਯ,தொடர்ச்சியான தேற்றம்
"ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ","தொடர்ச்சியான, உடைக்கப்படாத, உடைக்கப்படாத, தொடர்ச்சியான, தொடர்ச்சியான"
ਲਗਾਤਾਰ ਸਮਾਈ,தொடர்ச்சியான உறிஞ்சுதல்
ਲਗਾਤਾਰ ਸਜ਼ਾ,தொடர்ச்சியான தண்டனை
ਲਗਾਤਾਰ ਸਿਸਟਮ,தொடர்ச்சியான அமைப்பு
ਲਗਾਤਾਰ ਕਨਵਰਜੈਂਸ,தொடர்ச்சியான ஒருங்கிணைப்பு
ਲਗਾਤਾਰ ਸਟਰੀਮ,தொடர்ச்சியான ஸ்ட்ரீம்
ਲਗਾਤਾਰ ਮਸ਼ੀਨ,தொடர்ச்சியான இயந்திரம்
ਲਗਾਤਾਰ ਹੱਦਬੰਦੀ,தொடர்ச்சியான எல்லை நிர்ணயம்
ਲਗਾਤਾਰ ਇਲੈਕਟ੍ਰੋਡ,தொடர்ச்சியான மின்முனை
ਨਿਰੰਤਰ ਨਿਕਾਸੀ ਗੁਣਾਂਕ,தொடர்ச்சியான உமிழ்வு குணகம்
ਲਗਾਤਾਰ ਵਿਸਥਾਰ,தொடர்ச்சியான விரிவாக்கம்
ਲਗਾਤਾਰ ਫਾਈਬਰ,தொடர்ச்சியான இழை
ਨਿਰੰਤਰ ਪ੍ਰਵਾਹ ਥਰਮਾਮੀਟਰ ਨਿਰੰਤਰ ਵਹਾਅ ਕੈਲੋਰੀਮੀਟਰ,தொடர்ச்சியான ஓட்ட வெப்பமானி தொடர்ச்சியான ஓட்டம் கலோரிமீட்டர்
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,தொடர்ச்சியான செயல்பாடு
ਨਿਰੰਤਰ ਰੇਖਿਕ ਐਂਟੀਨਾ ਐਰੇ,தொடர்ச்சியான நேரியல் ஆண்டெனா வரிசை
ਲਗਾਤਾਰ ਲੋਡ,தொடர்ச்சியான சுமை
ਲਗਾਤਾਰ ਮਾਮਲਾ,தொடர்ச்சியான பொருள்
ਲਗਾਤਾਰ ਮਾਮਲਾ,தொடர்ச்சியான பொருள்
ਲਗਾਤਾਰ ਮੀਡੀਆ,தொடர்ச்சியான ஊடகங்கள்
ਲਗਾਤਾਰ ਓਸਿਲੇਸ਼ਨ,தொடர்ச்சியான அலைவு
ਲਗਾਤਾਰ ਆਵਰਤੀ ਫੰਕਸ਼ਨ,தொடர்ச்சியான தொடர்ச்சியான செயல்பாடு
ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,தொடர்ச்சியான சீரற்ற மாறி
ਲਗਾਤਾਰ ਸੀਮਾ,தொடர்ச்சியான வரம்பு
ਲਗਾਤਾਰ ਵਿਰੋਧੀ ਵੋਲਟੇਜ,தொடர்ச்சியான எதிர் மின்னழுத்தம்
"ਨਿਰੰਤਰ ਸਪੈਕਟ੍ਰਮ, ਨਿਰੰਤਰ ਪੈਮਾਨਾ","தொடர்ச்சியான நிறமாலை, தொடர்ச்சியான அளவு"
ਜਾਰੀ ਪੜਾਅ,தொடரும் நிலை
ਲਗਾਤਾਰ-ਸਟ੍ਰਿਪ ਏਰੀਅਲ ਕੈਮਰਾ,தொடர்ச்சியான ஸ்ட்ரிப் வான்வழி கேமரா
ਲਗਾਤਾਰ ਮਿਆਦ ਸਪੈਕਟ੍ਰਮ,தொடர்ச்சியான கால ஸ்பெக்ட்ரம்
ਨਿਰੰਤਰ ਸਮਾਂ ਪ੍ਰਣਾਲੀ,தொடர்ச்சியான நேர அமைப்பு
ਲਗਾਤਾਰ ਅਸਲੀ ਸਮਾਈ,தொடர்ச்சியான உண்மையான உறிஞ்சுதல்
ਨਿਰੰਤਰ ਵੈਲੈਂਸੀ ਨਿਯਮ,தொடர்ச்சியான வேலன்சி விதி
ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ,தொடர்ச்சியான மாறி
ਨਿਰੰਤਰ ਤਰੰਗ ਮੈਗਨੇਟ੍ਰੋਨ,தொடர்ச்சியான அலை மேக்னட்ரான்
ਲਗਾਤਾਰ ਲਹਿਰ ਰਾਡਾਰ,தொடர்ச்சியான அலை ரேடார்
ਲਗਾਤਾਰ ਵੰਡਿਆ ਲੋਡ,தொடர்ச்சியான விநியோக சுமை
ਲਗਾਤਾਰ ਲੋਡ ਕੀਤੀ ਕੇਬਲ,தொடர்ந்து ஏற்றப்பட்ட கேபிள்
"ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ","தொடர்ச்சி, தொடர்ச்சி"
"ਕੰਟੋਰ, ਕੰਟੋਰ, ਰੂਪਰੇਖਾ, ਰੂਪਰੇਖਾ, ਆਕਾਰ","விளிம்பு, விளிம்பு, அவுட்லைன், அவுட்லைன், வடிவம்"
(ਕੰਟੂਰ) ਤਿੱਖਾ ਕਰਨਾ,(விளிம்பு) கூர்மைப்படுத்துதல்
ਕੰਟੋਰ-ਘਣਤਾ ਸੂਚਕ,விளிம்பு-அடர்த்தி காட்டி
ਵਿਰੋਧੀ ਟੀਕਾ,எதிர் ஊசி
"ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ, ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ (ਵਰ.), ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ, ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ (ਐਨ.)","ஒப்பந்தம், ஒப்பந்தம் (ver.), ஒப்பந்தம், ஒப்பந்தம் (n.)"
ਸੁੰਗੜਨਾ,சுருக்கு
ਸੰਕੁਚਨ,சுருக்கம்
ਸੰਕੁਚਨ ਊਰਜਾ,சுருக்க ஆற்றல்
ਸੰਕੁਚਨ ਪਰਿਕਲਪਨਾ,சுருக்க கருதுகோள்
ਇਲੈਕਟ੍ਰੋਨ ਸੰਕੁਚਨ,எலக்ட்ரான் சுருக்கம்
ਲੰਬਾਈ ਦਾ ਸੰਕੁਚਨ,நீளம் சுருக்கம்
ਸੰਕੁਚਨ ਸਮਾਂ ਸਕੇਲ,சுருக்க நேர அளவு
ਬੋਲਣ ਲਈ ਕੰਟਰੋਲ,பேச்சை கட்டுப்படுத்துகிறது
ਵਿਰੋਧੀ-ਔਰਬਿਟਲ ਦਿਸ਼ਾ,எதிர் சுற்றுப்பாதை திசை
ਰਿਸ਼ਤੇਦਾਰ ਸਰੀਰ,உறவினர் உடல்
"ਉਲਟ, ਉਲਟ","மாறுபாடு, மாறுபாடு"
"ਕੰਟ੍ਰਾਸਟ ਕੰਟਰੋਲ, ਕੰਟ੍ਰਾਸਟ ਕੰਟਰੋਲ","மாறுபாடு கட்டுப்பாடு, மாறுபாடு கட்டுப்பாடு"
ਉਲਟ ਪ੍ਰਭਾਵ,மாறுபட்ட விளைவு
ਵਿਪਰੀਤ ਫੈਲਾਅ,மாறுபாடு பரவல்
ਉਲਟ ਕਾਰਕ,மாறுபட்ட காரணி
ਉਲਟਾ ਗਰੇਡੀਐਂਟ,தலைகீழ் சாய்வு
ਉਲਟ,மாறுபாடு
ਉਲਟ ਇਮਾਰਤ,எதிர் வளாகம்
ਵਿਪਰੀਤ ਅਨੁਪਾਤ,கான்ட்ராஸ்ட் விகிதம்
ਉਲਟ ਕਮੀ,மாறுபாடு குறைப்பு
ਉਲਟ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,மாறுபாடு உணர்திறன்
ਵਿਪਰੀਤ ਅੱਖਰ,மாறுபட்ட எழுத்துக்கள்
ਉਲਟ,கான்ட்ராவ்
ਕੰਟਰੋਲ,கட்டுப்பாடு
"ਬੈਂਗ-ਬੈਂਗ ਕਿਸਮ ਦਾ ਨਿਯੰਤਰਣ, ਪੂਰਾ ਸਰਵੋ ਨਿਯੰਤਰਣ","பேங்-பேங் வகை கட்டுப்பாடு, முழு சர்வோ கட்டுப்பாடு"
ਕੰਟਰੋਲ ਬਾਂਹ,கட்டுப்பாட்டு கை
ਕੰਟਰੋਲ ਕਾਰਡ,கட்டுப்பாட்டு அட்டை
ਕੰਟਰੋਲ ਗੁਣ,கட்டுப்பாட்டு பண்புகள்
ਕੰਟਰੋਲ ਸਰਕਟ,கட்டுப்பாட்டு சுற்று
ਟਿੱਕ ਚੇਂਜਰ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ,டிக் மாற்றியை கட்டுப்படுத்தவும்
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,கட்டுப்பாட்டு குழு
ਕੰਟਰੋਲ ਡੈਸਕ,கட்டுப்பாட்டு மேசை
ਕੰਟਰੋਲ ਜੰਤਰ,கட்டுப்பாட்டு சாதனம்
ਕੰਟਰੋਲ ਇਲੈਕਟ੍ਰੋਡ,கட்டுப்பாட்டு மின்முனை
ਕੰਟਰੋਲ ਪ੍ਰਯੋਗ,கட்டுப்பாட்டு சோதனை
ਕੰਟਰੋਲ ਬਿੰਦੂ,கட்டுப்பாட்டு புள்ளி
ਕੰਟਰੋਲਰ ਗਰਿੱਡ,கட்டுப்படுத்தி கட்டம்
aphasia ਨੂੰ ਕੰਟਰੋਲ,அஃபாசியாவை கட்டுப்படுத்துகிறது
ਨਿਯੰਤਰਣ ਨਿਰਦੇਸ਼,கட்டுப்பாட்டு வழிமுறைகள்
ਲਾਊਡਸਪੀਕਰ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ,ஒலிபெருக்கி கட்டுப்படுத்தவும்
ਕੰਟਰੋਲ ਤੱਤ,கட்டுப்பாட்டு உறுப்பு
ਕੰਟਰੋਲ ਪੈਰਾਮੀਟਰ,கட்டுப்பாட்டு அளவுரு
ਕੰਟਰੋਲ ਮੁੱਲ,கட்டுப்பாட்டு மதிப்பு
ਕੰਟਰੋਲ ਪ੍ਰੋਗਰਾਮ,கட்டுப்பாட்டு திட்டம்
"ਕੰਟਰੋਲ ਰਜਿਸਟਰ, ਕੰਟਰੋਲ ਰਜਿਸਟਰ","கட்டுப்பாட்டு பதிவு, கட்டுப்பாட்டு பதிவு"
ਨਿਯੰਤਰਣ ਜੁਰਮਾਨਾ,கட்டுப்பாட்டு அபராதம்
ਕੰਟਰੋਲ ਭਾਗ,கட்டுப்பாட்டு பிரிவு
ਕੰਟਰੋਲ ਕੇਂਦਰ,கட்டுப்பாட்டு மையம்
ਕੰਟਰੋਲ ਸਿਸਟਮ,கட்டுப்பாட்டு அமைப்பு
ਕੰਟਰੋਲ ਨਿਗਰਾਨੀ,கட்டுப்பாட்டு மேற்பார்வை
ਨਿਯੰਤਰਣ ਟਾਰਕ,கட்டுப்படுத்தும் முறுக்கு
ਧੁਨੀ ਮਾਰਗ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ,கட்டுப்பாட்டு ஒலி பாதை
ਕੰਟਰੋਲ ਯੂਨਿਟ,கட்டுப்பாட்டு பிரிவு
ਕੰਟਰੋਲ ਵੇਰੀਏਬਲ,கட்டுப்பாட்டு மாறிகள்
ਨਿਯੰਤਰਣ ਸ਼ਬਦਾਂ,வார்த்தைகளை கட்டுப்படுத்துகிறது
ਕੰਟਰੋਲਯੋਗਤਾ,கட்டுப்படுத்துதல்
ਨਿਯੰਤਰਣਯੋਗ ਵੇਰੀਏਬਲ,கட்டுப்படுத்தக்கூடிய மாறி
ਨਿਯੰਤਰਿਤ ਖੇਤਰ,கட்டுப்படுத்தப்பட்ட பகுதி
ਨਿਯੰਤਰਿਤ ਕੈਰੀਅਰ,கட்டுப்படுத்தப்பட்ட கேரியர்
ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ,கட்டுப்படுத்தப்பட்ட சோதனை
