Tamil,Telugu
Exarch,Exarch
Exilarch,Exilarch
ஃபாலாங்கிஸ்ட்,ఫలాంగిస్ట్
தந்தை நிலம்,తండ్రి భూమి
தந்தை நிலம்,తండ్రి భూమి
ஃபெரியா,ఫెరియాయే
ஃபெட்டிஷ்,ఫెటిష్
நிலப்பிரபுத்துவ சொத்துக்கள்,ఫ్యూడల్ హోల్డింగ్స్
நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு),ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ)
நிலப்பிரபுத்துவ அமைப்பு,భూస్వామ్య వ్యవస్థ
நிலப்பிரபுத்துவம் கொண்டவர்,భూస్వామ్య
Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்),ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్)
ஃபிஃப்,ఫైఫ్
கள அமைப்பு,ఫీల్డ్ సిస్టమ్
பதினைந்தாவது வரி,పదిహేనవ పన్ను
உருவத் தலை,ఫిగర్ హెడ్
ஃபின் டி சீக்கிள்,ఫిన్ డి సైకిల్
நெருப்பு உண்பவர்,అగ్ని తినేవాడు
ஐந்து மைல் சட்டம்,ఫైవ్ మైల్ చట్టం
கொடி,జెండా
ஃபிளமன் டயாலிஸ்,ఫ్లేమెన్ డయాలిస్
ஃபிளமன் மார்ஷியலிஸ்,ఫ్లేమెన్ మార్టియాలిస్
எரியும் ஜோதி,జ్వలించే జ్యోతి
பக்கவாட்டு,పార్శ్వము
பக்கவாட்டு இயக்கம்,పార్శ్వ కదలిక
செழிக்கும் நாகரிகம்,వర్ధిల్లుతున్న నాగరికత
ஃப்ளூவியலிஸ்டிக் நம்பிக்கை,ఫ్లూవియలిస్టిక్ నమ్మకం
நாட்டுப்புற கடவுள்,జానపద దేవుడు
நாட்டுப்புற தெய்வம்,జానపద దేవత
நாட்டுப்புற நினைவகம்,జానపద జ్ఞాపకం
நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்),జానపద పురాణం (=జానపదం)
இரை தேடும்,మేత వెదకడం
களமிறங்குதல்,ఫోరే
முன்னோடி,ముందరివాడు
முன்னோர்,పూర్వీకుడు
முன்னோடி,ముందున్నవాడు
கெட்ட நம்பிக்கை,చితికిపోయిన ఆశ
உருவாக்கும் நிலை,నిర్మాణ దశ
கோட்டை,కోట
வலுவூட்டல்,కోట
அரணான நகரம்,పటిష్టమైన పట్టణం
கோட்டை,కోట
Fortuna,ఫార్చ్యూనా
மன்றம் ரோமானம்,ఫోరమ్ రోమనుమ్
பிரான்சிஸ்கன்,ఫ్రాన్సిస్కాన్
பிராங்க்ளின்,ఫ్రాంక్లిన్
சகோதர யுத்தம்,భ్రాతృహత్య యుద్ధం
இலவச தேவாலயம்,ఉచిత చర్చి
இலவச உரிமையாளர்,ఫ్రీహోల్డర్
சுதந்திர சிப்பாய்,స్వతంత్ర సైనికుడు
சுதந்திர சிப்பாய்,స్వతంత్ర సైనికుడు
ஃப்ரீமேன்,ఫ్రీమాన్
ஃப்ரீமேன்,ఫ్రీమాన్
இலவச நுழைவு சீட்டு,ఫ్రీపాస్
பிரஞ்சு புரட்சி,ఫ్రెంచ్ విప్లవం
துறவி,సన్యాసి
ஃப்ராசியன் கூலிப்படையினர்,ఫ్రైసియన్ కిరాయి సైనికులు
எல்லைப்புற மனிதன்,సరిహద్దు మనిషి
கேலியன்,గాలియన్
காலிகன் (=கல்லிகனிஸ்ட்),గల్లికన్ (=గల్లికనిస్ట్)
கல்லிக்கனிசம்,గల్లికానిజం
பாதுகாப்பு அரண்,దండు
கோல்,గౌల్
கௌண்ட்லெட்,గాంట్లెట్
கௌண்ட்லெட்,గాంట్లెట్
கெஸெபோ,గెజిబో
கெஸெபோ,గెజిబో
கெஸெபோ,గెజిబో
மரபியல் வரலாறு,వంశ చరిత్ర
மரபியல் பதிவு,వంశపారంపర్య రికార్డు
மரபியல் அட்டவணை,వంశపారంపర్య పట్టిక
மரபுவழி மரம்,వంశవృక్షం
மரபியல்,వంశావళి
மரபியல்,వంశావళి
தலைமுறை,తరం
இனப்படுகொலை,మారణహోమం
புறஜாதி,అన్యజనుడు
புறஜாதி,అన్యజనుడు
புறஜாதி,అన్యజనుడు
புறஜாதி,అన్యజనుడు
கெட்டோ,ఘెట్టో
கெட்டோ,ఘెట్టో
கிபெட்,గిబ్బెట్
கில்ட் (=கில்ட்),గిల్డ్ (=గిల్డ్)
கிளாடியேட்டர்,గ్లాడియేటర్
புகழ்பெற்ற புரட்சி,అద్భుతమైన విప్లవం
கோல்டன் ஹார்ட்,గోల్డెన్ హోర్డ్
மகா கூட்டணி,మహా కూటమి
பேரறிஞர்,గ్రాండీ
கிராண்ட் சிக்னர்,గ్రాండ్ సిగ్నర్
கிராண்ட் சிக்னர்,గ్రాండ్ సిగ్నర్
பெரும் உள்நாட்டுப் போர்,గొప్ప అంతర్యుద్ధం
பெரிய புறப்பாடு (புத்தரின்),గొప్ప నిష్క్రమణ (బుద్ధుని)
பெரிய இந்தியா,గ్రేటర్ ఇండియా
கிரேட் ஹெல்லாஸ்,గ్రేట్ హెల్లాస్
பெரிய கூட்டம்,గ్రేట్ హోర్డ్
பெரிய துறவு (=பெரும் புறப்பாடு),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
பெரிய முத்திரை,గొప్ప ముద్ర
பெரிய டிராக்,గ్రేట్ ట్రాక్
பெரிய வாகனம்,గొప్ప వాహనం
சீனப் பெருஞ்சுவர்,గ్రేట్ వాల్ ఆఫ్ చైనా
க்ரீவ்,గ్రీవ్
காவலர்-அறை,గార్డ్-ఛాంబర్
காவலர்-அறை,గార్డ్-ఛాంబర్
காவலர்-அறை,గార్డ్-ఛాంబర్
குப்தாக்கள்,గుప్తులు
ஹாகியோகிராபி,హాజియోగ్రఫీ
ஹாகியோகிராபி,హాజియోగ్రఫీ
ஹேகியோலஜி,హగియాలజీ
ஹேகியோலஜி,హగియాలజీ
தனிப்பட்ட பார்வையாளர்களின் மண்டபம்,ప్రైవేట్ ప్రేక్షకుల హాల్
பொது பார்வையாளர்களின் மண்டபம்,పబ్లిక్ ప్రేక్షకుల హాల్
குஞ்சு பொரிப்பது,హాచ్మెంట్
ஹீத்தன்,హీతేన్
ஹீத்தன்,హీతేన్
ஹீத்தனிசம்,హీతేనిజం
ஹெகிரா (ஹெஜேரா),హెగిరా (హెజెరా)
ஹெலனிசம்,హెలెనిజం
ஹெலட்,హెలట్
ஹெரால்ட்ரி,హెరాల్డ్రీ
பாரம்பரியம்,వారసత్వం
ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்,చిత్రలిపి సరళ అక్షరాలు
ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்,చిత్రలిపి స్క్రిప్ట్
உயர் தேவாலயம்,హై చర్చి
உயர் லேண்டர்,హై ల్యాండర్
இந்து மதம்,హిందూమతం
வரலாற்றாசிரியர்,చరిత్రకారుడు
வரலாற்றாசிரியர்,చరిత్రకారుడు
வரலாற்று பொருள்முதல்வாதம்,చారిత్రక భౌతికవాదం
வரலாற்று சகாப்தம்,చారిత్రక యుగం
வரலாற்று எல்லை,చారిత్రక సరిహద్దు
வரலாற்றாசிரியர்,చరిత్రకారుడు
வரலாற்றாசிரியர்,చరిత్రకారుడు
வரலாற்று வரலாறு,చరిత్ర చరిత్ర
வரலாற்று வரலாறு,చరిత్ర చరిత్ర
வரலாறு,చరిత్ర
ஹிட்டிட் பேரரசு,హిట్టైట్ సామ్రాజ్యం
புனித கூட்டணி,పవిత్ర కూటమి
புனித நகரம்,పవిత్ర నగరం
புனித நகரம்,పవిత్ర నగరం
புனித நிலம்,పవిత్ర భూమి
புனித நிலம்,పవిత్ర భూమి
புனித லீக்,హోలీ లీగ్
புனித லீக்,హోలీ లీగ్
புனித ரோமானியப் பேரரசு (=பேரரசு),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
புனித கடல்,పవిత్ర సముద్రం
புனித கடல்,పవిత్ర సముద్రం
புனிதப் போர்,పవిత్ర యుద్ధం
புனிதப் போர்,పవిత్ర యుద్ధము
உள்நாட்டு அரசாங்கம்,హోం ప్రభుత్వం
ஊர்க்காவல்படை,హోంగార్డు
தாயகம்,జన్మభూమి
வீட்டு விதி,గృహ నియమం
வீட்டு விதி,హోమ్ రూల్
கூட்டம்,గుంపు
கூட்டம்,గుంపు
விரோத நாடு,శత్రు దేశం
பகை நிலம்,శత్రుభూమి
ஒருவரை துரத்தி செல்லுதல்,వేడి ముసుగులో
வீடு,ఇల్లు
வீடு,ఇల్లు
ஹவுஸ் ஆஃப் காமன்ஸ்,హౌస్ ఆఫ్ కామన్స్
ஹவுஸ் ஆஃப் லார்ட்ஸ்,హౌస్ ఆఫ్ లార్డ్స్
பிரதிநிதிகள் சபை,ప్రతినిధుల సభ
ஹ்யூஜினோட்ஸ்,హ్యూగ్నోట్స్
மனிதநேயம்,మానవతావాదం
மனிதநேயவாதி,మానవతావాది
நூறு யேசர்ஸ் போர்,హండ్రెడ్ యెస్సర్స్ వార్
ஹங்கர்,హంకర్
இபாதத் கானா (வழிபாட்டு இல்லம்),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
ஐகானோக்ளாஸ்ட்,ఐకానోక్లాస్ట్
உருவ வழிபாடு செய்பவர்,విగ్రహారాధకుడు
இலாஹி சகாப்தம்,ఇలాహి యుగం
சட்டவிரோத போர்,చట్టవిరుద్ధమైన యుద్ధం
ஒளிரும் கையெழுத்துப் பிரதி,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
விளக்கப்பட கையெழுத்துப் பிரதி,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
விளக்கப்பட கையெழுத்துப் பிரதி,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
இமாம் (இம்மாம்),ఇమామ్ (ఇమ్మామ్)
இமாமேட்,ఇమామత్
இமாமேட்,ఇమామత్
இமாம்பரா,ఇమాంబరః
ஏகாதிபத்தியம்,ఇంపీరియల్
ஏகாதிபத்திய நகரம்,ఇంపీరియల్ నగరం
ஏகாதிபத்தியம்,సామ్రాజ్యవాదం
ஏகாதிபத்திய விருப்பம்,ఇంపీరియల్ ప్రాధాన్యత
முறையற்ற தன்மை,అసంబద్ధం
வஞ்சகர்,మోసగాడు
சிறைவாசம்,జైలు శిక్ష
சிறைவாசம்,జైలు శిక్ష
ஊடுருவல்,చొరబాటు
ஊடுருவல்காரன்,చొరబాటుదారుడు
சுதந்திரம்,స్వాతంత్ర్యం
சுதந்திர தினம்,స్వాతంత్ర్య దినోత్సవం
சுதந்திர மண்டபம்,ఇండిపెండెన్స్ హాల్
இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
இந்தியன் ஹோம் ரூல் லீக்,ఇండియన్ హోమ్ రూల్ లీగ్
தொழில் புரட்சி,పారిశ్రామిక విప్లవం
காஃபிர்,అవిశ్వాసం
காஃபிர்,అవిశ్వాసం
ஊடுருவல்,చొరబాటు
ஊடுருவி,చొరబాటుదారుడు
தகவல் தருபவர்,సమాచారం ఇచ్చేవాడు
தகவல் தருபவர்,సమాచారం ఇచ్చేవాడు
தகவல் தருபவர்,ఇన్ఫార్మర్
தகவல் தருபவர்,ఇన్ఫార్మర్
நுழைவு,ప్రవేశము
நுழைவு,ప్రవేశము
நுழைவு,ప్రవేశము
குடியிருப்பு,నివాసం
வசிப்பிடத்தை,నివాసి
பரம்பரை,వారసత్వం
பரம்பரை,వారసత్వం
பரம்பரை,వారసత్వం
கல்வெட்டு,శాసనం
சின்னம்,చిహ్నము
அணுகல் கருவி,ప్రవేశ పరికరం
அரசாங்கத்தின் கருவி,ప్రభుత్వ సాధనం
கிளர்ச்சி (கிளர்ச்சி),తిరుగుబాటు (తిరుగుబాటు)
கிளர்ச்சியாளர்,తిరుగుబాటుదారుడు
கிளர்ச்சி,తిరుగుబాటు
கிளர்ச்சி,తిరుగుబాటు
ஒருங்கிணைப்பு,అనుసంధానం
பதிவுகளின் நேர்மை,రికార్డుల సమగ్రత
மாநிலங்களின் ஒருமைப்பாடு,రాష్ట్రాల సమగ్రత
புத்திஜீவிகள் (புத்திசாலித்தனம்),మేధావి (ఇంటెలిజెంట్జియా)
பரிந்து பேசுதல்,మధ్యవర్తిత్వం
பரிந்து பேசுபவர்,మధ్యవర్తి
இடைத்தரகர்,మధ్యవర్తి
சர்வதேசியம்,అంతర్జాతీయవాదం
சர்வதேசியம்,అంతర్జాతీయవాదం
சர்வதேசியவாதி,అంతర్జాతీయవాది
உள்நாட்டுப் போர்,అంతర్గత యుద్ధం
பயிற்சியாளர்,ఇంటర్నీ
பயிற்சியாளர்,ఇంటర్నీ
பயிற்சி முகாம்,ఇంటర్నీ క్యాంపు
அடைப்பு,ఇంటర్న్మెంట్
அடைப்பு,ఇంటర్న్మెంట్
அடைப்பு,ఇంటర్న్మెంట్
இன்டர்னுன்சியோ,ఇంటర్నేషనల్
மொழிபெயர்ப்பாளர்,వ్యాఖ్యాత
மொழிபெயர்ப்பாளர்,వ్యాఖ్యాత
மொழிபெயர்ப்பாளர்,వ్యాఖ్యాత
தலையீடு,జోక్యం
குடலிறக்கம்,ఇంటస్టేసి
குடல்,పేగు
சூழ்ச்சி,చమత్కారం
ஊடுருவும் நபர்,చొరబాటుదారుడు
ஊடுருவும் நபர்,చొరబాటుదారుడు
ஊடுருவல்,చొరబాటు
படையெடுப்பு,దండయాత్ర
படையெடுப்பு,దండయాత్ర
முதலீடு செய்யுங்கள்,పెట్టుబడి
முதலீடு செய்யுங்கள்,పెట్టుబడి
முதலீடு செய்யுங்கள்,పెట్టుబడి
முதலீடு செய்யுங்கள்,పెట్టుబడి
முதலீடு,పెట్టుబడి
முதலீடு,పెట్టుబడి
முதலீடு,పెట్టుబడి
முதலீட்டு விழா,పెట్టుబడి వేడుక
தேசியத்துடன் முதலீடு செய்யுங்கள்,జాతీయతతో పెట్టుబడి పెట్టండి
வெல்ல முடியாத அர்மடா,ఇన్విన్సిబుల్ ఆర్మడ
மீறல் (அரசு),ఉల్లంఘన (రాష్ట్రం)
மீறல் நிலை,ఉల్లంఘించిన స్థితి
அழிக்க முடியாத கோட்டை,అభేద్యమైన కోట
இரும்பு யுகம்,ఇనుప యుగం
இரும்புத்திரை,ఇనుప తెర
இரும்பு பாதுகாப்பு,ఐరన్ గార్డ్
இரும்பு ரேஷன்,ఇనుము రేషన్లు
இரும்பு பக்கங்கள்,ఇనుప వైపులా
இரும்பு முனை அம்பு,ఇనుప చిట్కా బాణం
இஸ்த்மியா விளையாட்டுகள்,ఇస్త్మియన్ ఆటలు
ஜானிசரி,జానిసరీ
காவலாளி,కాపలాదారు
காவலாளி,కాపలాదారు
ஈட்டி,జావెలిన్
ஜிம் க்ரோ சட்டங்கள்,జిమ్ క్రో చట్టాలు
ஜிங்கோ,జింగో
ஜிங்கோ,జింగో
ஜிங்கோ,జింగో
ஜிங்கோயிசம்,జింగోయిజం
கூட்டு நடவடிக்கை,ఉమ్మడి చర్య
கூட்டு கட்டுப்பாடு,ఉమ్మడి నియంత్రణ
கூட்டு ஆக்கிரமிப்பு,ఉమ్మడి ఆక్యుపెన్సీ
நடுவர் மன்றம்,జ్యూరీ
வெறும் காரணம்,కారణం మాత్రమే
வை,ఉంచండి
காப்பக காப்பாளர்,ఆర్కైవ్స్ కీపర్
கெட்டில்-டிரம்,కెటిల్-డ్రమ్
முக்கிய வார்த்தை,కీలక పదం
அரசன்,రాజు
இராச்சியம்,రాజ్యం
கிங்லெட்,కింగ్లెట్
கிங் மேக்கர்,కింగ్ మేకర్
அரசாட்சி,రాజ్యాధికారం
அரசாட்சி,రాజ్యాధికారం
சமையலறை அமைச்சரவை,కిచెన్ క్యాబినెట్
மாவீரர்,నైట్
அரசாட்சி,రాజ్యం
கிங்ட்ஸ் மருத்துவமனைகள்,కింగ్స్ హాస్పిటల్స్
செயின்ட் ஜான் மாவீரர்கள்,నైట్స్ ఆఫ్ సెయింట్ జాన్
நைட் டெம்ப்ளர்,నైట్ టెంప్లర్
கு க்ளக்ஸ் கிளான் (KKK),కు క్లక్స్ క్లాన్ (KKK)
குமிண்டாங்,కుమింటాంగ్
பாமர மக்கள்,లౌకికత్వం
லான்ஸ்,లాన్స్
லான்சர்,లాన్సర్
பின்னர் குப்தர்கள்,తరువాత గుప్తులు
சட்டப்படியான வாரிசு,చట్టబద్ధమైన వారసుడు
சட்டமின்மை (=சீர்குலைவு),చట్టవిరుద్ధం (=అక్రమం)
சட்டமின்மை (=சீர்குலைவு),చట్టవిరుద్ధం (=అక్రమం)
சட்ட அதிபதிகள்,చట్ట ప్రభువులు
பக்தியின் சட்டம்,భక్తి చట్టం
உலக நாடுகள் சங்கம்,దేశముల సమాహారం
மரபு (=விருப்பம்),లెగసీ (=బిక్వెస్ట్)
மரபு (=விருப்பம்),లెగసీ (=బిక్వెస్ట్)
சட்டப்படியான வாரிசு,చట్టపరమైన వారసుడు
சட்டப்படி,చట్టబద్ధత
சட்டப்படி,చట్టబద్ధత
சட்டப்படி,చట్టబద్ధత
புராண,లెజెండ్
புராண,లెజెండ్
படையணி,లెజియన్
படையணி,లెజియన్
லெஜியன் ஆஃப் ஹானர்,లెజియన్ ఆఫ్ ఆనర్
Lese majesty (=lese majeste),లెస్ మెజెస్టి (=లెస్ మెజెస్టే)
குறைவான மாநிலங்கள்,తక్కువ రాష్ట్రాలు
நம்பிக்கைக் கடிதங்கள்,విశ్వసనీయత లేఖలు
லீஜ்-பிரபு,లీజ్-లార్డ్
லீஜ் மனிதன்,లీజ్ మనిషి
லீஜ் மனிதன்,లీజ్ మనిషి
ஆயுள் தண்டனை,జీవిత ఖైదు
பரம்பரை,వంశం
குட்டி இங்கிலாந்துக்காரர்,లిటిల్ ఇంగ్లాండు
சிறிய வாகனம் (=குறைவான வாகனம்),చిన్న వాహనం (=తక్కువ వాహనం)
கடல்சார் மாநிலம்,లిటోరల్ రాష్ట్రం
வழிபாட்டு முறைகள்,ప్రార్ధనలు
வழிபாட்டு முறை,ప్రార్ధన
உள்ளூர் விசுவாசம்,స్థానిక విధేయత
உள்ளாட்சி-சுய அரசு,స్థానిక-స్వయం ప్రభుత్వం
நீண்ட பாராளுமன்றம்,సుదీర్ఘ పార్లమెంటు
தாழ்ந்த நாடுகள்,తక్కువ దేశాలు
விசுவாசமான,విశ్వాసపాత్రుడు
விசுவாசம்,విధేయత
மச்சியாவெல்லியன் கொள்கை,మాకియవెల్లియన్ విధానం
மேக்னா கார்ட்டா,మాగ్నా కార్టా
மேக்னம் கான்சிலியம்,మాగ్నమ్ కన్సిలియం
மாலும் தடை,మలం నిషేధం
மாண்டமஸ்,మాండమస్
ஆணை,ఆదేశం
"ஆணை, வகுப்பு &#39;ஏ&#39;","ఆదేశం, తరగతి &#39;A&#39;"
"ஆணை, வகுப்பு &#39;பி&#39;","ఆదేశం, తరగతి &#39;B&#39;"
"ஆணை, வகுப்பு &#39;சி&#39;","ఆదేశం, తరగతి &#39;సి&#39;"
ஆணை அமைப்பு,ఆదేశ వ్యవస్థ
கட்டாய நிலை,తప్పనిసరి స్థితి
மங்கோனல்,మాంగోనెల్
அறிக்கை,మేనిఫెస్టో
சூழ்ச்சிகள்,యుక్తులు
போர் நாயகன்,మ్యాన్ ఆఫ్ వార్
மேனர்,మనోర్
மேனர்,మనోర్
மனித சக்தி,మానవ శక్తి
மனித சக்தி,మానవ శక్తి
மனுமிஷன்,మాన్యుమిషన్
மனுமித்,మనుమిత్
கையெழுத்துப் பிரதி,మాన్యుస్క్రిప్ట్
கையெழுத்துப் பிரதி,మాన్యుస్క్రిప్ట్
கையெழுத்துப் பிரதி,మాన్యుస్క్రిప్ట్
கொள்ளைக்காரன்,మారౌడర్
கடல் பெல்ட்,సముద్ర బెల్ట్
கடல் நாகரிகம்,సముద్ర నాగరికత
கடல்சார் கொடி,సముద్ర జెండా
கடல்சார் சக்திகள்,సముద్ర శక్తులు
கடல்சார் இறையாண்மை,సముద్ర సార్వభౌమాధికారం
கடல் போர்,సముద్ర యుద్ధం
மார்க்விஸ்,మార్క్విస్
மார்க்விசேட்,మార్క్విసేట్
இராணுவ சட்டம்,మార్షల్ లా
தற்காப்பு இனங்கள்,మార్షల్ రేసులు
தியாகி,అమరవీరుడు
படுகொலை,నరమేధం
சூழ்ச்சி நிறை,మాస్ యుక్తి
மாஸ்டர்-அட்-ஆர்ம்ஸ்,మాస్టర్-ఎట్-ఆర్మ్స్
விழாக்களின் மாஸ்டர்,మాస్టర్ ఆఫ్ వేడుకలు
வீட்டு மாஸ்டர்,ఇంటి యజమాని
குதிரையின் மாஸ்டர்,మాస్టర్ ఆఫ్ ది హార్స్
மாஸ்டர் ஆஃப் தி ரோல்ஸ்,మాస్టర్ ఆఫ్ ది రోల్స్
பொருத்துக,మ్యాచ్
பொருத்துக,మ్యాచ్
தீப்பெட்டி,అగ్గిపెట్టె
திருமண கூட்டணி,వైవాహిక మైత్రి
மத்திய தரைக்கடல் சக்திகள்,మధ్యధరా శక్తులు
மென்ஷிவிக்,మెన్షెవిక్
கூலிப்படை,కిరాయి సైన్యం
கூலிப்படை வீரர்,కిరాయి సైనికుడు
வியாபாரி,వ్యాపారి
இடைக்காலம்,మధ్య యుగాలు
மத்திய கிழக்கு,మధ్యప్రాచ్యం
நடுத்தர பாதை,మధ్య మార్గము
நடுத்தர பாதை,మధ్య మార్గం
நடுத்தர வழி (=நடுவழி),మధ్య మార్గం (=మిడిల్ కోర్సు)
புலம் பெயர்ந்தவர்,వలసదారు
இடம்பெயர்தல்,వలస
இடம்பெயர்தல்,వలస
இடம்பெயர்தல்,వలస
இராணுவவாதம்,మిలిటరిజం
இராணுவவாதம்,మిలిటరిజం
இராணுவவாதம்,మిలిటరిజం
இராணுவவாதம்,మిలిటరిజం
இராணுவவாதி,మిలిటరిస్ట్
இராணுவவாதி,మిలిటరిస్ట్
இராணுவமயமாக்கல்,సైనికీకరణ
இராணுவமயமாக்கல்,సైనికీకరణ
இராணுவமயமாக்கல்,సైనికీకరణ
இராணுவ தந்திரவாதி (=தந்திரவாதி),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
இராணுவ தந்திரவாதி (=தந்திரவாதி),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
இராணுவ தந்திரங்கள் (=தந்திரங்கள்),సైనిక వ్యూహాలు (=వ్యూహాలు)
மிலிஷியா,మిలిషియా
மிலிஷியா,మిలిషియా
தவறான ஆட்சி,దుష్పరిపాలన
விடுபட்ட இணைப்பு,లింక్ లేదు
பணி,మిషన్
பணி,మిషన్
பணி,మిషన్
கலப்பு இனம்,మిశ్రమ జాతి
நவீன வரலாறு,ఆధునిక చరిత్ర
மோடஸ் விவேண்டி,మోడ్స్ వీవెండి
ஒற்றையாட்சி,మోనాకిజం
மன்னர்,చక్రవర్తి
மன்னர்,చక్రవర్తి
முடியாட்சி,రాచరికం
முடியாட்சி,రాచరికం
மன்னராட்சியாளர்,రాచరికవాది
முடியாட்சி,రాచరికం
மடாலயம்,మఠం
மடாலயம்,మఠం
மடாலயம்,మఠం
துறவறம்,సన్యాసం
துறவறம்,సన్యాసం
துறவி,సన్యాసి
தாய் நாடு,మాతృదేశం
தாய்நாடு,మాతృభూమి
பாராளுமன்றங்களின் தாய்,పార్లమెంటుల తల్లి
முக்ராக்கர்கள்,ముక్రాకర్స్
மம்மி,మమ్మీ
அருங்காட்சியகம்,మ్యూజియం
மஸ்கட்,మస్కెట్
மஸ்கடியர்,మస్కటీర్
மஸ்கெட்ரி,మస్కెట్రీ
மஸ்கெட்ரி,మస్కెట్రీ
மஸ்டர் மாஸ்டர்,మస్టర్ మాస్టర్
மஸ்டர்-ரோல்,మస్టర్-రోల్
மஸ்டர்-ரோல்,మస్టర్-రోల్
கலகம்,తిరుగుబాటు
கலகம் சட்டம்,తిరుగుబాటు చట్టం
மர்ம கப்பல்,మిస్టరీ షిప్
விவரிப்பு,కథనం
தேசம்,దేశం
பூர்வீகம்,స్థానికుడు
சொந்த மாநிலம்,స్థానిక రాష్ట్రం
இயற்கைவாதம்,సహజత్వం
இயற்கை உரிமைகள்,సహజ హక్కులు
நாஜி,నాజీ
நாஜி புரட்சி,నాజీ విప్లవం
நாசிசம்,నాజీయిజం
கிழக்குக்கு அருகில்,తూర్పు సమీపంలో
நீக்ரோ,నీగ్రో
நீக்ரோபில்,నీగ్రోఫిల్
நீக்ரோபிலிசம்,నీగ్రోఫిలిజం
நீக்ரோபோபியா,నీగ్రోఫోబియా
நடுநிலை,తటస్థ
நடுநிலை நாடு,తటస్థ దేశం
புதிய ஒப்பந்தம்,నూతన ఒప్పందం
புதிய உலகம்,కొత్త ప్రపంచం
பெருந்தன்மை,ప్రభువు
உன்னத,కీర్తిగల
உன்னத,కీర్తిగల
நாடோடி,సంచార జాతులు
நாடோடி கூட்டம்,సంచార గుంపు
நாடோடிகள்,సంచారము
ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்,దురాక్రమణ రహిత ఒప్పందం
ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்,దురాక్రమణ రహిత ఒప్పందం
போர் புரியாத நிலை,యుద్ధం చేయని రాష్ట్రం
ஒத்துழையாமை,నాన్-కో-ఆపరేషన్
ஒத்துழையாமை இயக்கம்,సహాయ నిరాకరణ ఉద్యమం
முகப்பு,ఎదురుగా
முகப்பு,ఎదురుగా
ஓக்லோக்ரசி (=மொபோக்ரசி),ఓక్లోక్రసీ (=మొబోక్రసీ)
ஓக்லோக்ராட்,ఓక్లోక్రాట్
அதிகாரப்பூர்வ ஆவணம்,అధికారిక పత్రం
பழைய உலகம்,పాత ప్రపంచం
தன்னலக்குழு,ఒలిగార్కీ
தாக்குதல்,దాడి
திறந்த பேச்சுவார்த்தை,బహిరంగ చర్చలు
திறந்த கேள்வி,ఓపెన్ ప్రశ్న
பதிவுகளைத் திற,రికార్డులను తెరవండి
ஓரியண்ட்,ఓరియంట్
ஓரியண்டலிசம்,ఓరియంటలిజం
ஓரியண்டலிசம்,ఓరియంటలిజం
ஓரியண்டலிஸ்ட்,ఓరియంటలిస్ట్
தோற்றம்,మూలం
தோற்றம்,మూలం
ஆர்த்தோகிராபி,ఆర్థోగ్రఫీ
பகைமை வெடிப்பு,శత్రుత్వాలు చెలరేగడం
அவுட்-போஸ்ட்,అవుట్-పోస్ట్
ஓவர்-லார்ட்,పైగా ప్రభువు
ஓவர்-ரைடு,ఓవర్ రైడ్
ஓவர்-ரைடு,ఓవర్ రైడ్
பாகன்,పాగన్
பாகன்,పాగన్
பேகனிசம்,పాగనిజం
பேகனிசம்,పాగనిజం
பகோடா,పగోడా
பகோடா,పగోడా
பகோடா,పగోడా
அரண்மனை சூழ்ச்சிகள்,ప్యాలెస్ కుట్రలు
பாலடினேட்,పాలటినేట్
பனை ஓலை,తాటి ఆకు
பாம் ஞாயிறு,పామ్ ఆదివారం
பேனெஜிரிஸ்ட்,పానెజిరిస్ట్
பீதி,భయాందోళనలు
பீதி,భయాందోళనలు
பீதியை உண்டாக்குபவர்,భయాందోళనలు కలిగించేవాడు
பாப்பாசி,పాపసీ
பாப்பாசி,పాపసీ
பாப்பாசி,పాపసీ
பாப்பாசி,పాపసీ
பாப்பல் காளை,పాపల్ ఎద్దు
பாப்பாலிசம்,పాపాలిజం
பாப்பாலிசம்,పాపాలిజం
பாப்பாலிஸ்ட்,పాపాలిస్ట్
போப்பாண்டவர் மாநிலம்,పాపల్ రాష్ట్రం
