Odiya,Punjabi
1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |,1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ
1. ନିବାଗ 2. କ ail ଲାଜା |,1. ਨਿਭਾਗ 2. ਕੈਲਜਾ
ଚିମୋଗ୍ରାଫି,ਕਾਇਮੋਗ੍ਰਾਫੀ
1. କିଆଜମା 2. ବ୍ୟସ୍ତ,1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ
ସୁପରକୋଲିଂ ଘଣ୍ଟା |,ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ
ବରଫର କ୍ଷତି |,ਠੰਡ ਦਾ ਨੁਕਸਾਨ
1. ଭିଚିରୋଟାକି 2. ଚିମେରା |,1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ
ସବୁଜ ପୋଖରୀ |,ਹਰਾ ਦਲੀਆ
1. ପତ୍ର 2. ସବୁଜ,1. ਪੱਤੇ 2. ਹਰੇ
ସିଆନୋସିସ୍ |,ਸਾਇਨੋਸਿਸ
ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |,ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ
1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |,1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼
କ୍ରୋମାଟିନ୍,chromatin
କ୍ରୋମାଟୋଗ୍ରାଫି |,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
କ୍ରୋମାଟିନେସନ୍,chromatinlation
atrial point,ਅਟਲ ਬਿੰਦੂ
କ୍ରୋମାଟୋଜେନେସିସ୍,chromatogenesis
1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |,1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ
1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |,1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼
1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |,1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ
citrange,citrange
ପତିତପାବନ ପର୍ବ |,ਪਤਝੜ ਤਿਉਹਾਰ
ବର୍ଗୀକରଣ,ਵਰਗੀਕਰਨ
1. ମାଟି 2. ମାଟି,1. ਮਿੱਟੀ 2. ਮਿੱਟੀ
1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |,1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ
ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |,ਲਗਾਤਾਰ ਪਰਾਗਣ
କ୍ରୁଶବିହୀନ ଫଳ |,cruciferous ਫਲ
ଜଳବାୟୁ,ਜਲਵਾਯੂ
ଜଳବାୟୁ,ਜਲਵਾਯੂ ਵਿਗਿਆਨ
କେଶ,ਕੱਟਣਾ
ଗୁଣ୍ଡ (ମାଟି),ਗੰਢ (ਮਿੱਟੀ)
କ୍ଲୋନ୍ |,ਕਲੋਨ
1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |,1. ਬੱਦਲ 2. ਬੱਦਲ
ump ୁଲା |,ਝੁੰਡ
ଗୁଣ୍ଡ |,ਝੁੰਡ
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ
1. କଭର 2. ଚମଡା,1. ਕਵਰ 2. ਚਮੜਾ
କୋୟା,ਕੋਯਾ
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ
ମିଳନ,ਤਾਲਮੇਲ
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ
ମୁଲାନକୁର ଚୋଲା |,ਮੁਲੰਕੁਰ ਚੋਲਾ
,
କୋଲଏଡ୍ (ମାଟି),ਕੋਲਾਇਡ (ਮਿੱਟੀ)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ
ଯୋଗାଯୋଗ,ਸਾਂਝ
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,ਵਪਾਰਕ ਬੈਂਕ
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ
ସମ୍ପ୍ରଦାୟ,ਭਾਈਚਾਰਾ
ସଙ୍କୋଚନ (ମାଟିର),ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ
ସୁସଙ୍ଗତତା,ਅਨੁਕੂਲਤਾ
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,ਪੂਰਕ ਫਸਲ
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ
ବିଧାନସଭା,ਸੰਵਿਧਾਨਕ
ରଚନା,ਰਚਨਾ
କମ୍ପୋଷ୍ଟ,ਖਾਦ
ଯ ound ଗିକ ଆଗ୍ରହ |,ਮਿਸ਼ਰਿਤ ਵਿਆਜ
ଗଣନା,ਗਣਨਾ
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ
କଣ୍ଡକ୍ଟିଭିଟି,ਚਾਲਕਤਾ
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
ସଂଯୋଗ,ਸੰਜੋਗ
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ
ସୁରକ୍ଷା,ਸੁਰੱਖਿਆ
ଏକୀକରଣ,ਏਕੀਕਰਨ
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ
ଗ୍ରାହକ,ਖਪਤਕਾਰ
ବ୍ୟବହାର,ਖਪਤ
ପ୍ରଦୂଷଣ,ਗੰਦਗੀ
କଣ୍ଟୁର ରୋପଣ |,ਕੰਟੂਰ ਲਾਉਣਾ
ବିଷୟବସ୍ତୁ ରେଖା |,ਕੰਟੋਰ ਲਾਈਨ
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼
ସମବାୟ ବ୍ୟାଙ୍କ,ਸਹਿਕਾਰੀ ਬੈਂਕ
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ
ଗୁଲମାଭାନ୍ |,ਗੁਲਮਾਵਨ
କ୍ୟୁବ୍,ਘਣ
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ
ମୂଲ୍ୟ,ਲਾਗਤ
କୋଟିଲଡନ୍ |,cotyledon
କ୍ରେଡିଟ୍ କମିଟି,ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ
1. ending ଣ 2. କ୍ରେଡିଟ୍,1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ
ପ୍ରତ୍ୟାହାର,ਵਾਪਸੀ
ସମସ୍ୟା,ਸਮੱਸਿਆ
ପରୀକ୍ଷା,ਟੈਸਟ
ଗୁରୁତର,ਨਾਜ਼ੁਕ
ଫସଲ ବୀମା |,ਫਸਲ ਬੀਮਾ
ଫସଲ loan ଣ,ਫਸਲ ਕਰਜ਼ਾ
1. ଫସଲ 2. ଫସଲ,1. ਫਸਲ 2. ਫਸਲ
ଚାଷ କ୍ଷେତ୍ର,ਕਾਸ਼ਤ ਖੇਤਰ
କ୍ରସ୍ ଅସଙ୍ଗତ |,ਪਾਰ ਅਸੰਗਤ
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ)
ନରମ କଣିକା |,ਨਰਮ ਕਣ
ଭୂତଳ,ਛਾਲੇ
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ
ଛେଦନ (ଫଳ),ਛਾਂਟੀ (ਫਲ)
କଲମ,ਕਲਮ
କୃଷି ପ୍ରକାର,ਕਿਸਮ ਦੀ ਕਿਸਮ
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ
1. କୃଷକ 2. କୃଷକ,1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,1.ਸਰੋਤ 2.ਤਿਆਰੀ
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ
ସ୍ଥିତି,ਆਸਣ
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ
ସାଇଟୋକ୍ରୋମ୍ |,cytochrome
କକ୍ଷ ଯୋଡି,ਸੈੱਲ ਜੋੜਨਾ
କକ୍ଷ ପ୍ରଜନନ |,ਸੈੱਲ ਪ੍ਰਜਨਨ
କୋଷ ଜେନେଟିକ୍ସ |,ਸੈੱਲ ਜੈਨੇਟਿਕਸ
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,cytoplasmic ਡਿਵੀਜ਼ਨ
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ
ସେଲ୍ ଲାଇସିସ୍ |,ਸੈੱਲ lysis
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ
ସାଇଟୋପ୍ଲାଜମ୍ |,cytoplasm
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,1. ਡੇਅਰੀ 2. ਡੇਅਰੀ
ଦୁଗ୍ଧ ଶିଳ୍ପ,ਡੇਅਰੀ ਉਦਯੋਗ
1. ବନ୍ଧ 2. ପ୍ରଜନକ,1. ਡੈਮ 2. ਬਰੀਡਰ
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ
ଫୁଲର ଦିନ ପରେ |,ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
ଅପାରଗତା |,ਅਕੁਸ਼ਲਤਾ
decalcification,decalcification
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ
କ୍ଷୟ,ਸੜਨ
ପତଳା,ਪਤਝੜ
1. ଦଶମିକ 2. ଦଶମିକ,1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ
ତୁଚ୍ଛତା,ਘਟੀਆਪਨ
ଅନୁରାନ୍ (ମୃତ୍ତିକା),ਅਨੁਰਾਨ (ਮਿੱਟੀ)
ଭିପୁଷ୍ପନ୍ |,ਵਿਪੁਸ਼ਪਨ
ବିଲିଂ,ਬਿਲਿੰਗ
ଜଙ୍ଗଲ ନଷ୍ଟ,ਕਟਾਈ
ଅପମାନ,ਬਦਨਾਮੀ
ଅବନତି |,ਪਤਨ
ପାର୍ଟ ଦିନ,ਭਾਗ ਦਿਨ
1. ପରିମାଣ 2. ଭାଗ,1. ਮਾਤਰਾ 2. ਹਿੱਸਾ
ଅବହେଳା |,dehiscence
ହଳ ଅପସାରଣ |,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
ହଳ ଅପସାରଣ |,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
ଡିହାଇଡ୍ରେସନ୍,ਡੀਹਾਈਡਰੇਸ਼ਨ
ଆନ୍ହାଇଡ୍ରସ୍,ਨਿਹਾਈਡ੍ਰਸ
ଚାହିଦା,ਮੰਗ
1. ଅବନତି 2. ଗୁଣନ,1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ
ନିନ୍ଦା,ਖੰਡਨ
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ)
ଜମା,ਜਮ੍ਹਾ
1. ଅବନତି 2. ଅବନତି,1. ਘਟਾਓ 2. ਘਟਾਓ
ନିଷ୍କାସନ,ਡੀਸਲੀਨੇਸ਼ਨ
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ
ଶୁଖୁଆ |,ਸੁੱਕਣ ਵਾਲਾ
କର୍ଣ୍ଣଲ ଅପସାରଣ,ਕਰਨਲ ਹਟਾਉਣ
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ
ସଂଯୋଗ,ਸੰਜੋਗ
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ
ନିର୍ଣ୍ଣୟକାରୀ,ਨਿਰਧਾਰਕ
ମୂଲ୍ୟ ହ୍ରାସ,devaluation
ଡି-ଶାକାହାରୀ |,de-vegetate
ବ୍ୟତିକ୍ରମ,ਭਟਕਣਾ
ଦୁଇଥର |,ਡਬਲ
ନିରାକରଣ,ਨਿਦਾਨ
ଭିନ୍ନ ପରିପକ୍ .ତା |,ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ
ବିଭାଜନ,ਵੰਡ
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ)
ପିଠି ରୋଗ,ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ
1. ବିଭାଜନ 2. ବିଭେଦ |,1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ
ହଜମ ଯୋଗ୍ୟତା |,ਪਾਚਨ ਸਮਰੱਥਾ
ଡିହାଇବ୍ରିଡ୍ |,ਡਾਇਹਾਈਬ੍ਰਿਡ
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ
ଅଳ୍ପ,ਮਾਮੂਲੀ
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ
ଡିପ୍ଲଏଡ୍ |,ਡਿਪਲੋਇਡ
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ
ଡିପୋଲ୍,dipole
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ
ରିହାତି,ਛੂਟ
ନିରାକରଣ,ਕੀਟਾਣੂਨਾਸ਼ਕ
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ
ବିବିଧକରଣ,ਵਿਭਿੰਨਤਾ
ବିବିଧ କୃଷି |,ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ
dna step,ਡੀਐਨਏ ਕਦਮ
DNA | ରସିଦ,ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ
ଡକ୍ ନିଯୁକ୍ତି |,ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ
ପ୍ରଭାବଶାଳୀ |,ਅਸਰਦਾਰ
ଶୋଇବା,ਸੁਸਤਤਾ
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ
1. ଗସ୍ତ 2. ବିସ୍ତାର,1. ਝੱਖੜ 2. ਖਿੱਚੋ
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ
ଜଳ ନିଷ୍କାସନ,ਡਰੇਨੇਜ
ଟ୍ରାକ୍ସନ୍,ਖਿੱਚ
1. medicine ଷଧ ଦିଅ,1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),ਕਾਸਮੈਟਿਕਸ (ਬੀਜ)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ
ଡ୍ରପ୍ ଜଳସେଚନ,ਤੁਪਕਾ ਸਿੰਚਾਈ
ଶୁଖିଲା ଚାଷ,ਸੁੱਕੀ ਖੇਤੀ
1. ଧୂଳି 2. ବୁକନି |,1.ਧੂੜ 2.ਬੁਕਨੀ
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,1. ਡਸਟਰ 2. ਸਕੈਟਰਰ
ଛିଞ୍ଚିବା ପାଇଁ |,ਛਿੜਕਣ ਲਈ
1. ବଧୂ 2. ଭାମନା |,1. ਬੌਣਾ 2. ਵਾਮਨ
ଭାମନା ପିରାମିଡ୍ |,ਵਾਮਨ ਪਿਰਾਮਿਡ
ଭାମିନୀ ଭବନ,ਵਾਮਿਨੀ ਭਵਨ
ପରିବେଶ,ਵਾਤਾਵਰਣ
ଅର୍ଥନୀତି,ਅਰਥ ਗਣਿਤ
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
ପରିସ୍ଥିତି ପ୍ରକାର |,ਸਥਿਤੀ ਦੀ ਕਿਸਮ
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,ਵਾਧੂ ਪੱਧਰੀ
ନରମ,ਨਰਮ
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,ਮਿੱਟੀ ਵਿਗਿਆਨ
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ
ଖାଦ୍ୟ ଅଂଶ,ਭੋਜਨ ਦਾ ਹਿੱਸਾ
ଚାହିଦା,ਮੰਗ ਦੀ ਲਚਕਤਾ
ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍,ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
ବାଷ୍ପୀକରଣ,ਵਾਸ਼ਪੀਕਰਨ
1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |,1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ
1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |,1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ
ଭ୍ରୁଣ,ਭਰੂਣ
1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |,1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ
1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ,1. ਨਿਕਾਸ 2. ਨਿਕਾਸ
ଏମୁଲେସିଫାୟର୍ |,emulsifier
ଏଣ୍ଡୋଜେନସ୍ |,ਅੰਤਰਜਾਤੀ
ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |,ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ
ଆନ୍ତ a- ପରଜୀବୀ |,ਅੰਤਰ-ਪਰਜੀਵੀ
ଏଣ୍ଡୋସ୍ପର୍ମ |,ਐਂਡੋਸਪਰਮ
ଉଦ୍ୟୋଗ,ਉੱਦਮ
ଏଣ୍ଟୋମୋଲୋଜି |,ਕੀਟ ਵਿਗਿਆਨ
ପରିବେଶ,ਵਾਤਾਵਰਣ
1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |,1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ
କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ
