Marathi,Malayalam
निश्चित मॅट्रिक्स,നിശ്ചിത മാട്രിക്സ്
व्याख्या,നിർവചനം
विकृत वक्र,രൂപഭേദം വക്രം
विकृत पृष्ठभाग,രൂപഭേദം വരുത്തിയ ഉപരിതലം
अध:पतन,അപചയം
वाहतूक समस्यांमध्ये अधोगती,ഗതാഗത പ്രശ്‌നങ്ങളിലെ അപചയം
पदवी,ഡിഗ്രി
विभेदक समीकरणाची डिग्री,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ബിരുദം
स्वातंत्र्याची डिग्री,സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം
बहुपदीची पदवी,ബഹുപദത്തിന്റെ ബിരുദം
हटवलेले अतिपरिचित क्षेत्र,ഇല്ലാതാക്കിയ അയൽപക്കം
डेल्टा फंक्शन,ഡെൽറ്റ പ്രവർത്തനം
मागणी आणि उपयुक्तता वक्र,ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും
मागणी समीकरण,ഡിമാൻഡ് സമവാക്യം
मागणी कार्य,ഡിമാൻഡ് ഫംഗ്ഷൻ
लोकसंख्याशास्त्रीय अभ्यास,ജനസംഖ്യാ പഠനം
लोकसंख्या,ജനസംഖ്യാശാസ്ത്രം
डी मोइव्रेचे प्रमेय,ഡി മോവ്രെയുടെ സിദ്ധാന്തം
प्रात्यक्षिक,പ്രകടിപ്പിക്കുക
प्रात्यक्षिक,പ്രകടനം
प्रात्यक्षिक भूमिती,പ്രദർശന ജ്യാമിതി
भाजक,ഡിനോമിനേറ്റർ
दाट संच,ഇടതൂർന്ന സെറ്റ്
घनता,സാന്ദ്രത
संख्यात्मक संच,എണ്ണമറ്റ സെറ്റ്
निर्गमन चल,പുറപ്പെടുന്ന വേരിയബിളുകൾ
अवलंबून घटना,ആശ്രിത സംഭവം
अवलंबित यादृच्छिक चल,ആശ്രിത റാൻഡം വേരിയബിൾ
अवलंबून व्हेरिएबल,ആശ്രിത വേരിയബിൾ
अवलंबून भिन्नता,ആശ്രിത വേരിയേറ്റ്
उदासीनता कोन,വിഷാദം ആംഗിൾ
व्युत्पत्ती,വ്യുൽപ്പന്നം
व्युत्पन्न,ഡെറിവേറ്റീവ്
व्युत्पन्न मालिका,ഉരുത്തിരിഞ്ഞ പരമ്പര
व्युत्पन्न संच,ഉരുത്തിരിഞ്ഞ സെറ്റ്
उतरत्या,അവരോഹണം
उतरत्या क्रमाने,അവരോഹണ ക്രമം
उतरत्या मालिका,അവരോഹണ പരമ്പര
वर्णनात्मक भूमिती,വിവരണാത്മക ജ്യാമിതി
वर्णनात्मक मॉडेल,വിവരണാത്മക മാതൃക
वर्णनात्मक आकडेवारी,വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ
डिझाइन,ഡിസൈൻ
प्रयोगाची रचना,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
डेस्क कॅल्क्युलेटर,ഡെസ്ക് കാൽക്കുലേറ്റർ
शोध,കണ്ടെത്തൽ
निर्धारक,ഡിറ്റർമിനന്റ്
निर्धारक रँक,ഡിറ്റർമിനന്റ് റാങ്ക്
ठरवणे,നിർണ്ണയിക്കുക
निर्धारक मॉडेल,നിർണ്ണായക മാതൃക
निर्धारक समस्या,നിർണ്ണായക പ്രശ്നം
विचलन,വ്യതിയാനം
विचलन गुणांक,വ്യതിയാനം ഗുണകം
डायडिक प्रणाली,ഡയാഡിക് സിസ്റ്റം
कर्ण,ഡയഗണൽ
मॅट्रिक्सचे विकर्णीकरण,ഒരു മാട്രിക്സിന്റെ ഡയഗണലൈസേഷൻ
कर्ण मॅट्रिक्स,ഡയഗണൽ മാട്രിക്സ്
कर्ण समानता,ഡയഗണൽ സമാനത
आकृती,ഡയഗ്രം
रेखाचित्र पद्धत,ഡയഗ്രമാറ്റിക് രീതി
रेखाचित्रात्मक सादरीकरण,ഡയഗ്രമാറ്റിക് അവതരണം
व्यास,വ്യാസം
संचाचा व्यास,ഒരു സെറ്റിന്റെ വ്യാസം
diametrically विरुद्ध,വിപരീതമായി
फासे फेकणे,പകിട എറിയുക
द्विभाजक वर्गीकरण,ദ്വിമുഖ വർഗ്ഗീകരണം
द्विविभाजन,ദ്വിമുഖം
शब्दकोश क्रम,നിഘണ്ടു ക്രമം
फरक कॅल्क्युलस,വ്യത്യാസം കണക്കുകൂട്ടൽ
फरक समीकरण,വ്യത്യാസ സമവാക്യം
फरक सूत्र,വ്യത്യാസം ഫോർമുല
फरक पद्धत,വ്യത്യാസം രീതി
संचांचा फरक,സെറ്റുകളുടെ വ്യത്യാസം
वेगळे करण्यायोग्य,വ്യത്യസ്തമായ
भिन्नता वक्र,വ്യത്യസ്തമായ വക്രം
भिन्न कार्य,വ്യത്യസ്തമായ പ്രവർത്തനം
भिन्नता,വ്യത്യസ്തമായ
विभेदक कॅल्क्युलस,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
विभेदक गुणांक,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
विभेदक समीकरण,ഡിഫറൻഷ്യൽ സമവാക്യം
विभेदक फॉर्म,ഡിഫറൻഷ്യൽ ഫോം
विभेदक सूत्र,ഡിഫറൻഷ്യൽ ഫോർമുല
विभेदक कार्य,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
विभेदक भूमिती,ഡിഫറൻഷ്യൽ ജ്യാമിതി
उच्च ऑर्डरचा फरक,ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം
विभेदक भागफल,ഡിഫറൻഷ്യൽ ഘടകം
वेगळे करणे,വേർതിരിക്കുക
भिन्नता,വ്യത്യാസം
भिन्नता सूत्र,ഡിഫറൻഷ്യേഷൻ ഫോർമുല
वेक्टर भेद,വെക്റ്ററിന്റെ വ്യത്യാസം
प्रसार,വ്യാപനം
अंक,അക്കം
डिजिटल संगणक,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
डिजिटल डेटा,ഡിജിറ്റൽ ഡാറ്റ
परिमाण,മാനം
आयाम,മാനം
आकारहीन,അളവില്ലാത്ത
समीकरणाचे परिमाण,ഒരു സമവാക്യത്തിന്റെ അളവ്
डायफॅन्टाइन समीकरण,diophantine സമവാക്യം
बुडविणे कोन,മുക്കി കോൺ
द्विध्रुवीय समन्वय,ഡിപോളാർ കോർഡിനേറ്റുകൾ
द्विध्रुव,ദ്വിധ്രുവം
dipyramid (bipyramid),ഡിപിരമിഡ് (ബൈപിരമിഡ്)
डायरॅक डेल्टा फंक्शन,ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ
थेट सामान्य स्पर्शिका,നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്
निर्देशित कोन,സംവിധാനം ആംഗിൾ
निर्देशित ओळ,സംവിധാനം ചെയ്ത ലൈൻ
दिशात्मक व्युत्पन्न,ദിശാസൂചന ഡെറിവേറ്റീവ്
दिशा कोसाइन,ദിശ കോസൈൻ
मॅक्सिमाची दिशा,മാക്സിമയുടെ ദിശ
प्रक्षेपणाची दिशा,പ്രൊജക്ഷന്റെ ദിശ
दिशा गुणोत्तर,ദിശ അനുപാതം
संचालक मंडळ,ഡയറക്ടർ സർക്കിൾ
दिग्दर्शक क्षेत्र,ഡയറക്ടർ മണ്ഡലം
थेट उत्पादन,നേരിട്ടുള്ള ഉൽപ്പന്നം
थेट पुरावा,നേരിട്ടുള്ള തെളിവ്
थेट प्रमाण,നേരിട്ടുള്ള അനുപാതം
डायरेक्टिक्स,ഡയറക്‌ട്രിക്സ്
थेट बेरीज,നേരിട്ടുള്ള തുക
डिस्कनेक्ट केलेले संच,വിച്ഛേദിച്ച സെറ്റുകൾ
अखंडता,നിർത്തലാക്കൽ
डेरिव्हेटिव्हचे खंडन,ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ
पहिल्या प्रकारची अखंडता,ആദ്യ തരത്തിലുള്ള നിർത്തലാക്കൽ
दुस-या प्रकारची अखंडता,രണ്ടാമത്തെ തരത്തിലുള്ള നിർത്തലാക്കൽ
अखंड वितरण,തുടർച്ചയായ വിതരണം
अखंड कार्य,തുടർച്ചയായ പ്രവർത്തനം
अखंड भिन्नता,തുടർച്ചയായ വേരിയേറ്റ്
स्वतंत्र,വ്യതിരിക്തമായ
स्वतंत्र वितरण,വ്യതിരിക്തമായ വിതരണം
स्वतंत्र संभाव्यता वितरण,ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
स्वतंत्र यादृच्छिक चल,ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ
स्वतंत्र नमुना जागा,വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം
स्वतंत्र संच,വ്യതിരിക്തമായ സെറ്റ്
स्वतंत्र जागा,വ്യതിരിക്ത സ്ഥലം
स्वतंत्र टोपोलॉजी,വ്യതിരിക്ത ടോപ്പോളജി
भिन्न भिन्नता,വ്യതിരിക്തമായ വ്യതിയാനം
भेदभाव करणारा,വിവേചനം
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം)
तोडणे,വേർപിരിയുക
विसंगत घटना,പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ
विभक्त संच,വിഭജന സെറ്റുകൾ
युनियन तोडणे,അവ്യക്തമായ യൂണിയൻ
वियोग,വിച്ഛേദനം
फैलाव,വിസരണം
फैलाव चार्ट,ഡിസ്പേർഷൻ ചാർട്ട്
फैलाव स्थिर,വിസരണം സ്ഥിരമായ
फैलाव आकृती,ഡിസ്പർഷൻ ഡയഗ്രം
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്)
विस्थापन,സ്ഥാനമാറ്റാം
प्रदर्शन,ഡിസ്പ്ലേ
डिस्प्ले युनिट (=कन्सोल),ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ)
भिन्न,സമാനതകളില്ലാത്ത
विघटनशील शक्ती,വിഘടിപ്പിക്കുന്ന ശക്തികൾ
अंतर कार्य,ദൂരം പ്രവർത്തനം
अंतर मॉड्यूलस,ദൂരം മോഡുലസ്
वितरण-मुक्त पद्धत,വിതരണ രഹിത രീതി
वितरण कायदा,വിതരണ നിയമം
वळवणे,വ്യതിചലിക്കുക
विचलन,വ്യതിചലനം
भिन्नता प्रमेय,വ്യതിചലന സിദ്ധാന്തം
भिन्न,വ്യത്യസ്തമായ
भिन्न मालिका,വ്യത്യസ്‌ത പരമ്പര
विभाजित फरक,വിഭജിച്ച വ്യത്യാസം
विभाज्यता,വിഭജനം
विभाज्य,ഹരിക്കാവുന്ന
विभागणी,ഡിവിഷൻ
विभाजन अल्गोरिदम,ഡിവിഷൻ അൽഗോരിതം
विभागणी रिंग,ഡിവിഷൻ റിംഗ്
डोडेकॅगॉन,ഡോഡെകഗൺ
dodecahedron,ഡോഡെകാഹെഡ്രോൺ
डोमेन,ഡൊമെയ്ൻ
फंक्शनचे डोमेन,ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ
व्याख्या डोमेन,നിർവചനത്തിന്റെ ഡൊമെയ്ൻ
अस्तित्वाचे क्षेत्र,അസ്തിത്വത്തിന്റെ ഡൊമെയ്ൻ
प्रबळ धोरण,പ്രബലമായ തന്ത്രം
डॉपलर प्रभाव,ഡോപ്ലർ പ്രഭാവം
डॉट उत्पादन,ഡോട്ട് ഉൽപ്പന്നം
ठिपके असलेला वक्र,കുത്തുകളുള്ള വക്രം
दुहेरी फरक,ഇരട്ട വ്യത്യാസം
दुहेरी घातांकीय वितरण,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
दुहेरी हेलिक्स,ഇരട്ട ഹെലിക്സ്
दुहेरी अविभाज्य,ഇരട്ട ഇന്റഗ്രൽ
दुहेरी एकत्रीकरण,ഇരട്ട സംയോജനം
दुहेरी मर्यादा,ഇരട്ട പരിധി
दुहेरी नमुना योजना,ഇരട്ട സാമ്പിൾ പ്ലാൻ
दुहेरी क्रम,ഇരട്ട ക്രമം
दुहेरी मालिका,ഇരട്ട പരമ്പര
दुहेरी प्रत्यय नोटेशन,ഇരട്ട പ്രത്യയ നൊട്ടേഷൻ
दुहेरी बेरीज,ഇരട്ട സംഗ്രഹം
अधोगामी प्रवेग,താഴേക്കുള്ള ത്വരണം
खालच्या दिशेने विस्थापन,താഴേക്കുള്ള സ്ഥാനചലനം
खालची गती,താഴേക്കുള്ള ചലനം
खालचा वेग,താഴേക്കുള്ള വേഗത
ड्रॅग,വലിച്ചിടുക
ड्रॅग फोर्स,ഡ്രാഗ് ഫോഴ്സ്
दुहेरी,ഇരട്ട
दुहेरी आधार,ഇരട്ട അടിസ്ഥാനം
दुहेरी आतील उत्पादन,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
दुहेरी रेखीय प्रोग्रामिंग समस्या,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
दुहेरी ऑपरेशन,ഇരട്ട പ്രവർത്തനം
दुहेरी समस्या,ഇരട്ട പ്രശ്നം
ड्युअल सिम्प्लेक्स अल्गोरिदम,ഡ്യുവൽ സിംപ്ലക്സ് അൽഗോരിതം
ड्युअल सिम्प्लेक्स तंत्र,ഡ്യുവൽ സിംപ്ലക്സ് ടെക്നിക്
दुहेरी जागा,ഡ്യുവൽ സ്പേസ്
दुहेरी व्हेरिएबल,ഡ്യുവൽ വേരിയബിൾ
दुहेरी वेक्टर जागा,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
डमी निर्देशांक,ഡമ്മി സൂചിക
डमी सबस्क्रिप्ट,ഡമ്മി സബ്സ്ക്രിപ്റ്റ്
डमी प्रत्यय,ഡമ്മി പ്രത്യയം
डमी व्हेरिएबल,ഡമ്മി വേരിയബിൾ
डुप्लिकेट प्रक्रिया,ഡ്യൂപ്ലിക്കേറ്റർ പ്രക്രിയ
गतिमान,ചലനാത്മകം
गतिशील प्रणाली,ചലനാത്മക സംവിധാനം
डायनॅमिक मागणी कार्य,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
डायनॅमिक मॉडेल,ഡൈനാമിക് മോഡൽ
डायनॅमिक प्रोग्रामिंग,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
डायनॅमिक प्रोग्रामिंग तंत्र,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്
गतिशीलता,ചലനാത്മകത
कणाची गतिशीलता,ഒരു കണത്തിന്റെ ചലനാത്മകത
कठोर शरीराची गतिशीलता,ദൃഢമായ ശരീരങ്ങളുടെ ചലനാത്മകത
पृथ्वी,ഭൂമി
भूकंपाची तीव्रता,ഭൂകമ്പ തീവ്രത
विलक्षणता,ഉത്കേന്ദ്രത
ग्रहण,ഗ്രഹണം
अर्थमितीय अंदाज,ഇക്കണോമെട്രിക് പ്രവചനം
अर्थशास्त्री,സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
अर्थमिति,ഇക്കണോമെട്രിക്സ്
अर्थशास्त्र,സാമ്പത്തികശാസ്ത്രം
धार,അറ്റം
बहिर्वक्र संचाची किनार,ഒരു കുത്തനെയുള്ള സെറ്റിന്റെ അറ്റം
कार्यक्षमता घटक,കാര്യക്ഷമത ഘടകം
eigen घटक,ഈജൻ മൂലകം
eigen फंक्शन,ഈജൻ പ്രവർത്തനം
eigen मूल्य,ഈജൻ മൂല്യം
eigen मूल्य समीकरण,ഈജൻ മൂല്യ സമവാക്യം
इजेन वेक्टर,ഈജൻ വെക്റ്റർ
लवचिक,ഇലാസ്റ്റിക്
लवचिक स्थिरांक,ഇലാസ്റ്റിക് സ്ഥിരാങ്കം
लवचिक समतोल,ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ
लवचिकता,ഇലാസ്തികത
लवचिकता पृष्ठभाग,ഇലാസ്തികത ഉപരിതലം
इलेक्ट्रॉनिक संगणक,ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ
घटक,ഘടകം
प्राथमिक स्तंभ ऑपरेशन,പ്രാഥമിക നിര പ്രവർത്തനം
प्राथमिक घटना,പ്രാഥമിക സംഭവം
प्राथमिक कार्य,പ്രാഥമിക പ്രവർത്തനം
प्राथमिक ऑपरेशन,പ്രാഥമിക പ്രവർത്തനം
प्राथमिक परिणाम,പ്രാഥമിക ഫലം
प्राथमिक संभाव्यता कायदा,പ്രാഥമിക സാധ്യത നിയമം
प्राथमिक पंक्ती ऑपरेशन,പ്രാഥമിക വരി പ്രവർത്തനം
दूर करणे,ഇല്ലാതെയാക്കുവാൻ
निर्मूलन प्रक्रिया,ഒഴിവാക്കൽ നടപടിക്രമം
लंबवर्तुळ,ദീർഘവൃത്തം
लंबवर्तुळाकार,ദീർഘവൃത്താകൃതിയിലുള്ള
लंबवर्तुळाकार,ദീർഘവൃത്താകൃതിയിലുള്ള
लंबवर्तुळाकार पृष्ठभाग,ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം
लंबवर्तुळाकार शरीर,ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം
एम्बेडिंग,ഉൾച്ചേർക്കൽ
उत्सर्जन,ഉദ്വമനം
अनुभवजन्य डेटा,അനുഭവപരമായ ഡാറ്റ
प्रायोगिक सूत्र,അനുഭവ സൂത്രവാക്യം
अनुभवजन्य संभाव्यता,അനുഭവപരമായ സംഭാവ്യത
अनुभवजन्य संबंध,അനുഭവപരമായ ബന്ധം
रिकामा संच,ശൂന്യമായ സെറ്റ്
बंद,അടച്ചിരിക്കുന്നു
एन्कोडिंग,എൻകോഡിംഗ്
एंडोमॉर्फिझम,എൻഡോമോർഫിസം
शेवटचा बिंदू,അവസാന പോയിന്റ്
वर्ग मध्यांतराचा शेवटचा बिंदू,ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്
ऊर्जा,ഊർജ്ജം
ऊर्जा गती घटक,ഊർജ്ജ ആക്കം ഘടകം
व्हेरिएबल प्रविष्ट करणे,വേരിയബിളിലേക്ക് പ്രവേശിക്കുന്നു
असंख्य संच,എണ്ണാവുന്ന കൂട്ടം
गणना,എണ്ണൽ
समान,തുല്യമായ
समानता,സമത്വം
तितकीच शक्यता,തുല്യ സാധ്യത
समान संभाव्यता निवड पद्धत (=epsem),തുല്യ സാധ്യത തിരഞ്ഞെടുക്കൽ രീതി (=epsem)
समानता,തുല്യമാക്കുക
समीकरण,സമവാക്യം
प्रथम पदवीचे समीकरण,ഒന്നാം ഡിഗ്രിയുടെ സമവാക്യം
द्वितीय पदवीचे समीकरण,രണ്ടാം ഡിഗ്രിയുടെ സമവാക്യം
थर्ड डिग्रीचे समीकरण,മൂന്നാം ഡിഗ്രിയുടെ സമവാക്യം
विषुववृत्त,ഭൂമധ്യരേഖ
समसमान,സമതുലിതമായ
समभुज,സമഭുജം
समतोल,സന്തുലിതാവസ്ഥ
शक्तींचा समतोल,ശക്തികളുടെ സന്തുലിതാവസ്ഥ
समतोल बिंदू,സന്തുലിത പോയിന്റ്
समतुल्यता,തുല്യത
समतुल्य वर्ग,തുല്യതാ ക്ലാസ്
समतुल्य संबंध,തുല്യതാ ബന്ധം
समतुल्य,തത്തുല്യമായ
समतुल्य मॅट्रिक्स,തുല്യ മാട്രിക്സ്
समतुल्य संच,തുല്യമായ സെറ്റ്
कामुकता,എർഗോഡിസിറ്റി
त्रुटी,പിശക്
त्रुटी विश्लेषण,പിശക് വിശകലനം
त्रुटी कोड,പിശക് കോഡ്
त्रुटी गुणांक,പിശക് ഗുണകം
सरासरी वर्गाची त्रुटी,ശരാശരി ചതുരത്തിന്റെ പിശക്
पहिल्या प्रकारची त्रुटी,ആദ്യ തരത്തിലുള്ള പിശക്
दुसऱ्या प्रकारची त्रुटी,രണ്ടാമത്തെ തരത്തിലുള്ള പിശക്
सुटण्याची शक्यता,രക്ഷപ്പെടാനുള്ള സാധ്യത
सुटलेला वेग,രക്ഷപ്പെടൽ വേഗത
ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया,ഇ. ഷ്മിഡിന്റെ ഓർത്തോഗണലൈസേഷൻ പ്രക്രിയ
वर्णित मंडळ,എഴുതിയിരിക്കുന്ന വൃത്തം
आवश्यक,അത്യാവശ്യമാണ്
मूलत: अद्वितीय,അടിസ്ഥാനപരമായി അതുല്യമായ
अंदाज,കണക്കാക്കുക
अंदाज पद्धत,കണക്കാക്കൽ രീതി
युक्लिडियन समन्वय,യൂക്ലിഡിയൻ കോർഡിനേറ്റ്
युक्लिडियन डोमेन,യൂക്ലിഡിയൻ ഡൊമെയ്ൻ
युक्लिडियन भूमिती,യൂക്ലിഡിയൻ ജ്യാമിതി
युक्लिडियन एन-स्पेस,യൂക്ലിഡിയൻ എൻ-സ്പെയ്സ്
युक्लिडियन विमान,യൂക്ലിഡിയൻ വിമാനം
युलरचे प्रमेय,യൂലറുടെ സിദ്ധാന്തം
मूल्यांकन करा,വിലയിരുത്തുക
अगदी,പോലും
अगदी वक्र,വക്രം പോലും
सम कार्य,പ്രവർത്തനം പോലും
अगदी एकाधिक,ഒന്നിലധികം പോലും
सम संख्या,ഇരട്ട സംഖ്യ
सम विषम सममिती,ഇരട്ട സമമിതി
अगदी क्रमपरिवर्तन,ക്രമമാറ്റം പോലും
कार्यक्रम,സംഭവം
सम मुदत,കാലാവധി പോലും
अचूक,കൃത്യമായ
अचूक ची-स्क्वेअर चाचणी,കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്
अचूक फरक,കൃത്യമായ വ്യത്യാസം
अचूक समीकरण,കൃത്യമായ സമവാക്യം
उदाहरण,ഉദാഹരണം
देवाणघेवाण,കൈമാറ്റം
संपूर्ण कार्यक्रम,സമഗ്രമായ സംഭവം
अस्तित्व स्वयंसिद्ध,അസ്തിത്വ സിദ്ധാന്തം
अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता),അസ്തിത്വ സാധ്യത (= ഒരു മുൻകൂർ സാധ്യത)
अस्तित्व प्रमेय,അസ്തിത്വ സിദ്ധാന്തം
एक्सोजेनस व्हेरिएबल,എക്സോജനസ് വേരിയബിൾ
विस्तार,വികാസം
अपेक्षा कार्य,പ്രതീക്ഷയുടെ പ്രവർത്തനം
अपेक्षित वारंवारता,പ്രതീക്ഷിക്കുന്ന ആവൃത്തി
अपेक्षित मूल्य,പ്രതീക്ഷിച്ച മൂല്യം
प्रयोग,പരീക്ഷണം
प्रायोगिक त्रुटी,പരീക്ഷണ പിശക്
स्पष्टीकरण,വിശദീകരണം
स्पष्ट समीकरण,വ്യക്തമായ സമവാക്യം
स्पष्ट फॉर्म,വ്യക്തമായ രൂപം
स्पष्ट कार्य,വ്യക്തമായ പ്രവർത്തനം
स्पष्ट उपाय,വ്യക്തമായ പരിഹാരം
घातांक,ഘാതം
घातांक वक्र,എക്‌സ്‌പോണൻഷ്യൽ കർവ്
घातांकीय घनता कार्य,എക്‌സ്‌പോണൻഷ്യൽ ഡെൻസിറ്റി ഫംഗ്‌ഷൻ
घातांकीय वितरण,എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
घातांक समीकरण,എക്‌സ്‌പോണൻഷ്യൽ സമവാക്യം
घातांकीय कार्य,എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ
घातांक वाढ,എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച
घातांक कायदा,എക്‌സ്‌പോണൻഷ്യൽ നിയമം
घातांक नकाशा,എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്
घातांक मालिका,എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്
अभिव्यक्ती,ആവിഷ്കാരം
विस्तारित मध्यांतर,നീട്ടിയ ഇടവേള
विस्तारित वास्तविक ओळ,വിപുലീകരിച്ച യഥാർത്ഥ ലൈൻ
विस्तारित वास्तविक संख्या प्रणाली,വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം
मॅपिंगचा विस्तार,ഒരു മാപ്പിംഗിന്റെ വിപുലീകരണം
बाह्य कोन,ബാഹ്യ കോൺ
बाह्य क्षेत्र,ബാഹ്യ പ്രദേശം
बाह्य बिंदू,ബാഹ്യ പോയിന്റ്
बाह्य,ബാഹ്യമായ
ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन,ട്രെൻഡ് മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ
एक्सट्रापोलेशन तंत्र,എക്സ്ട്രാപോളേഷൻ ടെക്നിക്
अत्यंत मूल्य,അങ്ങേയറ്റത്തെ മൂല്യം
अत्यंत,അങ്ങേയറ്റം
अत्यंत बिंदू,അങ്ങേയറ്റത്തെ പോയിന്റ്
उत्तल संचाचा अत्यंत बिंदू,കോൺവെക്സ് സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്
फंक्शनचे टोक,ഒരു ഫംഗ്‌ഷന്റെ തീവ്രത
टोकाची मालमत्ता,അങ്ങേയറ്റത്തെ സ്വത്ത്
चेहरा,മുഖം
दर्शनी मूल्य,മുഖവില
घटक,ഘടകം
घटक विश्लेषण,ഘടകം വിശകലനം
घटक,ഘടകം
तथ्यात्मक,ഘടകാംശം
फॅक्टोरियल डिझाइन,ഫാക്‌ടീരിയൽ ഡിസൈൻ
फॅक्टरीकरण,ഘടകവൽക്കരണം
फॅक्टराइज,ഫാക്ടറിവൽക്കരിക്കുക
न्याय्य खेळ,ന്യായമായ ഗെയിം
असत्य,തെറ്റായ
कुटुंब,കുടുംബം
मंडळांचे कुटुंब,സർക്കിളുകളുടെ കുടുംബം
कौटुंबिक वक्र,കുടുംബ വക്രങ്ങൾ
कार्यांचे कुटुंब,പ്രവർത്തനങ്ങളുടെ കുടുംബം
ओळींचे कुटुंब,വരികളുടെ കുടുംബം
प्रतिकृती,മുഖചിത്രം
F-वितरण,എഫ്-വിതരണം
व्यवहार्य मूलभूत उपाय,സാധ്യമായ അടിസ്ഥാന പരിഹാരം
व्यवहार्य उपाय,സാധ്യമായ പരിഹാരം
परत फीड करा,തിരികെ നൽകൂ
फर्मेट तत्त्व,ഫെർമാറ്റ് തത്വം
फर्मेटचे प्रमेय,ഫെർമാറ്റിന്റെ സിദ്ധാന്തം
फर्मी-डिरॅक आकडेवारी,ഫെർമി-ഡിറക് സ്ഥിതിവിവരക്കണക്കുകൾ
फिबोनाची संख्या,ഫിബൊനാച്ചി നമ്പർ
फिबोनाची मालिका,ഫിബൊനാച്ചി പരമ്പര
फील्ड,വയൽ
अंतिम वेग,അന്തിമ വേഗത
मर्यादित,പരിമിതമായ
मर्यादित आधार,പരിമിതമായ അടിസ്ഥാനം
मर्यादित दशांश,പരിമിത ദശാംശം
मर्यादित फरक,പരിമിതമായ വ്യത്യാസം
मर्यादित फरक पद्धत,പരിമിതമായ വ്യത്യാസ രീതി
मर्यादित आयामी,പരിമിതമായ മാനം
मर्यादित मितीय वेक्टर जागा,പരിമിതമായ ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്
मर्यादित खेळ,പരിമിതമായ ഗെയിം
मर्यादित भूमिती,പരിമിതമായ ജ്യാമിതി
मर्यादित छेदनबिंदू,പരിമിതമായ കവല
मर्यादित अनेक,പരിമിതമായ പലതും
मर्यादित मार्कोव्ह साखळी,പരിമിതമായ മാർക്കോവ് ശൃംഖല
मर्यादितपणाचा पुरावा,പരിമിതി തെളിവ്
मर्यादित संख्या,പരിമിത സംഖ്യ
