Kannada,Malayalam
ವೇಗವರ್ಧಿತ ಸಮ್ಮಿಳನ,കാറ്റലൈസ്ഡ് ഫ്യൂഷൻ
ಜೋಲಿ,കവിണ
ಜೋಲಿ,കവിണ
"ವಿಪತ್ತು, ವಿಪತ್ತು","ദുരന്തം, ദുരന്തം"
"ರಿಸೀವರ್, ರಿಸೀವರ್","റിസീവർ, റിസീവർ"
ಬಂಧಿತ ಕೋಟರ್,ക്യാപ്റ്റീവ് കോട്ടർ
ಬಂಧಿತ ಪ್ರದೇಶ,തടവറ പ്രദേശം
ಲಿಮಿಟರ್ ಡಯೋಡ್,ലിമിറ്റർ ഡയോഡ്
ಚೈನ್ ಸ್ಕ್ಯಾನ್,ചെയിൻ സ്കാൻ
"ಟೆಂಟ್, ಕ್ಯಾಟ್ಗಟ್","കൂടാരം, പൂച്ച"
"ಆರ್ಥೋಮೀಟರ್, ಕ್ಯಾಥೆಟೋಮೀಟರ್","ഓർത്തോമീറ്റർ, കത്തീറ്റോമീറ്റർ"
ಕ್ಯಾಥೆಡ್ರನ್,കത്തീഡ്രോൺ
ಕ್ಯಾಥೋಡ್,കാഥോഡ്
ಕ್ಯಾಥೋಡ್ ಕಪ್,കാഥോഡ് കപ്പ്
ಕ್ಯಾಥೋಡ್ ಡಾರ್ಕ್ ವಲಯ,കാഥോഡ് ഇരുണ്ട മേഖല
ಕ್ಯಾಥೋಡ್ ಸಂಭಾವ್ಯ,കാഥോഡ് സാധ്യത
ಕ್ಯಾಥೋಡ್ ಮೌಲ್ಯಮಾಪನ,കാഥോഡ് മൂല്യനിർണ്ണയം
ಕ್ಯಾಥೋಡ್ ಪಿಟ್,കാഥോഡ് കുഴി
"ಕ್ಯಾಥೋಡ್ ಫಿಲಮೆಂಟ್, ಕ್ಯಾಥೋಡ್ ಫಿಲಮೆಂಟ್","കാഥോഡ് ഫിലമെന്റ്, കാഥോഡ് ഫിലമെന്റ്"
ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್,കാഥോഡ് ട്രെയിലിംഗ്
ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್ ಔಟ್‌ಪುಟ್,കാഥോഡ് ട്രെയിലിംഗ് ഔട്ട്പുട്ട്
ಕ್ಯಾಥೋಡ್ ಪ್ರಕಾಶ,കാഥോഡ് പ്രകാശം
ಕ್ಯಾಥೋಡ್ ತಾಪನ ಸಮಯ,കാഥോഡ് ചൂടാക്കൽ സമയം
ಕ್ಯಾಥೋಡ್ ಹಮ್,കാഥോഡ് ഹം
ಕ್ಯಾಥೋಡ್ ಕೀಯಿಂಗ್,കാഥോഡ് കീയിംഗ്
ಕ್ಯಾಥೋಡ್ ಪ್ರಕಾಶಮಾನತೆ,കാഥോഡ് ലുമിനൻസ്
ಕ್ಯಾಥೋಡಿ ಮಾಡ್ಯುಲೇಶನ್,കാഥോഡി മോഡുലേഷൻ
ಕ್ಯಾಥೋಡ್ ಕುತ್ತಿಗೆ,കാഥോഡ് കഴുത്ത്
ಕ್ಯಾಥೋಡ್ ಮಾಲಿನ್ಯ,കാഥോഡ് മലിനീകരണം
ಕ್ಯಾಥೋಡ್ ಸಂಭಾವ್ಯ ಪರಿವರ್ತಕ,കാഥോഡ് സാധ്യതയുള്ള കൺവെർട്ടർ
ಕ್ಯಾಥೋಡ್ ಕಿರಣ,കാഥോഡ് റേ
"ಕ್ಯಾಥೋಡ್-ರೇ-ಆಸಿಲ್ಲೋಗ್ರಾಫ್, ಕ್ಯಾಥೋಡ್-ರೇ-ಆಸಿಲ್ಲೋಗ್ರಾಫ್","കാഥോഡ്-റേ-ഓസില്ലോഗ്രാഫ്, കാഥോഡ്-റേ-ഓസില്ലോഗ്രാഫ്"
ಕ್ಯಾಥೋಡ್ ಕಿರಣದ ಟ್ಯೂಬ್,കാഥോഡ്-ബീം ട്യൂബ്
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್,കാഥോഡ് റേ ട്യൂബ്
"ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ ರೂಲರ್, (CRT ಸ್ಕೇಲ್)","കാഥോഡ് റേ ട്യൂബ് റൂളർ, (സിആർടി സ്കെയിൽ)"
ಕ್ಯಾಥೋಡ್ ಪ್ರದೇಶ,കാഥോഡ് മേഖല
ಕ್ಯಾಥೋಡ್ ರೆಸಿಸ್ಟರ್,കാഥോഡ് റെസിസ്റ്റർ
ಕ್ಯಾಥೋಡ್ ಪರದೆ,കാഥോഡ് കർട്ടൻ
ಕ್ಯಾಥೋಡ್ ಪಾಯಿಂಟ್,കാഥോഡ് പോയിന്റ്
ಕ್ಯಾಥೋಡ್ ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,കാഥോഡ് ഗ്രാനുലേഷൻ
ಕ್ಯಾಥೋಡ್ ಹರಿವು,കാഥോഡ് ഒഴുക്ക്
ಕ್ಯಾಥೋಡ್ ಟ್ಯಾಂಕ್,കാഥോഡ് ടാങ്ക്
ಕ್ಯಾಥೋಡ್ ಕಡಿತ,കാഥോഡ് കുറയ്ക്കൽ
ಕ್ಯಾಥೋಡ್ ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,കാഥോഡ് ഗ്രാനുലേഷൻ
ಕ್ಯಾಥೋಡ್ ಲೈಟಿಕ್,കാഥോഡ് ലൈറ്റിക്
ಕ್ಯಾಟಯಾನ್,കാറ്റേഷൻ
ಕ್ಯಾಷನ್ ವಿನಿಮಯ,കാറ്റേഷൻ എക്സ്ചേഞ്ച്
ಕ್ಯಾಷನ್ ವಿನಿಮಯ ಸಾಮರ್ಥ್ಯ,കാറ്റേഷൻ എക്സ്ചേഞ്ച് ശേഷി
ಕ್ಯಾಷನ್ ವಿನಿಮಯಕಾರಕ,കാറ്റേഷൻ എക്സ്ചേഞ്ചർ
"ಶ್ರೀಮಂತ, ಶ್ರೀಮಂತ","ധനികൻ, ധനികൻ"
ಧನಯನಿ ಸಮನ್ವಯ ಕೇಂದ್ರ,ധനായനി കോർഡിനേഷൻ സെന്റർ
ಕ್ಯಾಟಯಾನಿಕ್ ಡಿಟರ್ಜೆಂಟ್,കാറ്റാനിക് ഡിറ്റർജന്റ്
ಕ್ಯಾಟಯಾನಿಕ್ ಅಂಶ,കാറ്റാനിക് മൂലകം
ಕ್ಯಾಟಯಾನಿಕ್ ಪ್ರವೇಶಸಾಧ್ಯತೆ,കാറ്റാനിക് പ്രവേശനക്ഷമത
ಕ್ಯಾಟಯಾನಿಕ್ ಪುಡಿ,കാറ്റാനിക് ഗ്രൈൻഡർ
ಕ್ಯಾಶನ್ ಪುಟ ಆಕ್ಟಿವೇಟರ್,cation പേജ് ആക്റ്റിവേറ്റർ
ಪ್ರತಿಫಲಿತ ವ್ಯವಸ್ಥೆ,പ്രതിഫലന സംവിധാനം
ಪ್ರತಿಬಿಂಬಿಸುವ ದೂರದರ್ಶಕ,പ്രതിഫലിപ്പിക്കുന്ന ദൂരദർശിനി
"ನಿರಂತರ ಬದಲಾವಣೆ, ಕಾಯರ್ ರೂಪ","തുടർച്ചയായ വ്യതിയാനം, കയർ ഫോം"
ಸಾಂದರ್ಭಿಕ ಮಿತಿ,കാര്യകാരണ പരിമിതി
ಕಾರಣ ಕರ್ವ್,കാര്യകാരണ വക്രം
ಕಾರಣ ಭವಿಷ್ಯ,കാര്യകാരണ ഭാവി
ಕಾರಣ ಪ್ರೇತ,കാരണഭൂതൻ
ಕಾರಣಿಕ ದೇಹ,കാരണ ശരീരം
ಕಾರಣತ್ವ,കാര്യകാരണത്വം
ಕಾರಣದ ನಿರ್ಬಂಧ,കാര്യകാരണ നിയന്ത്രണം
ಸರಳ ಕಾರಣ,കാരണം ലളിതമാണ്
ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಕ್ ಕರ್ವ್,astigmatic curve
ಬೆಳಕಿನ ಪುಟ,ലൈറ്റ് പേജ്
"ಸುಡುವಿಕೆ, ಕಾಸ್ಟಿಕ್","ജ്വലനം, കാസ്റ്റിസിറ്റി"
ದಹನ,ദഹിപ്പിക്കൽ
"ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ, ಕೊಟ್ರಾನ್","കാവിറ്റേഷൻ, കൊത്രാൻ"
ಕೊಟ್ರಾನ್ ಬ್ರೇಕ್,കൊത്രൻ ബ്രേക്ക്
ಕೊಟ್ರಾನ್ ರೇವ್,കൊത്രൻ റേവ്
"ಕುಳಿ, ಕುಳಿ, ಕುಳಿ","അറ, അറ, അറ"
ಕೋಟರ್ ವೇಗವರ್ಧಕ,കോട്ടർ ആക്സിലറേറ്റർ
ಕೋಟರ್ ಆವರ್ತನ ಗೇಜ್,കോട്ടർ ഫ്രീക്വൻസി ഗേജ്
ಕುಹರದ ಅಯಾನೀಕರಣ,അറ അയോണൈസേഷൻ
ಕೋಟರ್ ಮ್ಯಾಗ್ನೆಟ್ರಾನ್,കോട്ടർ മാഗ്നെട്രോൺ
ಆಂಟ್ರಲ್ ಆಂದೋಲನ,ആന്ത്രൽ ആന്ദോളനം
ಆಂಟ್ರಲ್ ವಿಕಿರಣ,ആന്ട്രൽ റേഡിയേഷൻ
ಕೋಟ್ ರೆಸೋನೇಟರ್,കോട്ട് റെസൊണേറ്റർ
ಡೆಸಿಬೆಲ್ ಸಮಾನ,ഡെസിബെൽ തുല്യം
"ಕನಿಷ್ಠ, ಇಂಟರ್ಡೆಂಟಲ್, ಹೆಚ್ಚಿನ ಎಣಿಕೆ, ಕವರ್, ಕವರ್","മാർജിനൽ, ഇന്റർഡെന്റൽ, ഉയർന്ന എണ്ണം, കവർ, കവർ"
"ಎಂಡೋಫಿಸಿಯೋಮೀಟರ್, ಸೆಲೋಮೀಟರ್","എൻഡോഫിസിയോമീറ്റർ, സെലോമീറ്റർ"
ಗರಿಷ್ಠ ವೋಲ್ಟೇಜ್ ಅನ್ನು ಅನುಮತಿಸಲಾಗಿದೆ,അനുവദനീയമായ ഉയർന്ന വോൾട്ടേജ്
ಸೆಲೋಮೀಟರ್,സെലോമീറ്റർ
ಹಂತದ ವೇಗ,ഘട്ടം വേഗത
ಸೆಲೆಸ್ಟಾ,സെലസ്റ്റ
ಖಗೋಳ ಎತ್ತರ,ജ്യോതിശാസ്ത്രപരമായ ഉയരം
ಆಕಾಶಕಾಯ,ആകാശ ശരീരം
ಖವೃತ್,ഖവൃത്ത്
ಆಕಾಶ ಸಮಭಾಜಕ,ഖഗോളമധ്യരേഖ
ಖಗೋಳ ನಿರ್ದೇಶನ,ജ്യോതിശാസ്ത്ര ദിശ
ಆಕಾಶ ದಿಗಂತ,ആകാശ ചക്രവാളം
"ಶಾರ್, ಖಗೋಳ ಅಕ್ಷಾಂಶ","ഷാർ, ജ്യോതിശാസ്ത്ര അക്ഷാംശം"
"ರೇಖಾಂಶ, ಖಗೋಳ ರೇಖಾಂಶ","രേഖാംശം, ജ്യോതിശാസ്ത്ര രേഖാംശം"
ಖಗೋಳ ಮಾಪನ,ജ്യോതിശാസ്ത്ര അളവ്
ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ,ആകാശ മെക്കാനിക്സ്
ಆಕಾಶ ಮೆರಿಡಿಯನ್,ആകാശ മെറിഡിയൻ
ಖಗೋಳ ಸಂಚರಣೆ,ജ്യോതിശാസ്ത്ര നാവിഗേഷൻ
ಆಕಾಶಕಾಯ,ആകാശ ശരീരം
ಆಕಾಶ ಧ್ರುವ,ആകാശധ്രുവം
ಖಗೋಳ ಸ್ಥಾನ,ജ്യോതിശാസ്ത്ര സ്ഥാനം
ಖಗೋಳ ರೇಡಿಯೋ ಟ್ರ್ಯಾಕಿಂಗ್,ജ്യോതിശാസ്ത്ര റേഡിയോ ട്രാക്കിംഗ്
ಖಗೋಳಶಾಸ್ತ್ರ,ജ്യോതിശാസ്ത്രം
ರೇಡಿಯಲ್ ದಿಕ್ಕು,റേഡിയൽ ദിശ
ಕೋಶ-ಸ್ಥಿರ,കോശ സ്ഥിരം
ಜೀವಕೋಶದ ಸಾಮರ್ಥ್ಯ,കോശ സാധ്യത
ಸೆಲ್ಲೋ (ಘಟಕ),സെല്ലോ (യൂണിറ്റ്)
ಸೆಲೋರ್ ಲೆನ್ಸ್ ಸಿಸ್ಟಮ್,സെലോർ ലെൻസ് സിസ്റ്റം
ಸಿಮೆಂಟೆಡ್ ಲೆನ್ಸ್,സിമന്റ് ലെൻസ്
ಶೇ,സെൻറ്
ಆಘಾತ ಕೇಂದ್ರ,ട്രോമ സെന്റർ
ದೃಷ್ಟಿಕೋನ ಕೇಂದ್ರ,വീക്ഷണ കേന്ദ്രം
ಸಾದೃಶ್ಯ ಕೇಂದ್ರ,സാദൃശ്യ കേന്ദ്രം
ತಿರುವು ಕೇಂದ್ರ,കേന്ദ്രത്തിലേക്ക് തിരിയുക
ಗಮನ,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
ಶಾಂತಿ ಅಷ್ಟಮ,ശാന്തി അഷ്ടകം
ಸೆಂಟಿಗ್ರೇಡ್,സെന്റിഗ്രേഡ്
ಸೆಂಟಿಮೀಟರ್,സെന്റീമീറ്റർ
ಸೆಂಟಿಮೀಟರ್-ಗ್ರಾಂ-ಎರಡನೆಯ ವಿಧಾನ,സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി
ಸೆಂಟಿಮೀಟರ್ ತರಂಗ,സെന്റീമീറ്റർ തരംഗം
ಸೆಂಟಿಮೀಟರ್ ರೇಡಾರ್,സെന്റീമീറ്റർ റഡാർ
ಸೆಂಟಿಮೀಟರ್ ತರಂಗ,സെന്റീമീറ്റർ തരംഗം
ಸೆಂಟಿಪಾಯಿಸ್,സെന്റിപോയിസ്
ಸೆಂಟಿಸ್ಟೋಕ್,സെന്റിസ്റ്റോക്ക്
"ಕೇಂದ್ರ, ಕೇಂದ್ರೀಕೃತ","കേന്ദ്ര, കേന്ദ്രീകൃത"
ಕೇಂದ್ರ ವೇಗವರ್ಧನೆ,കേന്ദ്ര ത്വരണം
ಕೇಂದ್ರ ಪರಮಾಣು,കേന്ദ്ര ആറ്റം
ಕೇಂದ್ರ ಅಕ್ಷ,കേന്ദ്ര അക്ഷം
ಕೇಂದ್ರ ಕ್ಷೇತ್ರದ ವಿಕರ್ಷಣ ಸಾಮರ್ಥ್ಯ,കേന്ദ്ര ഫീൽഡ് വികർഷണ സാധ്യത
ಕೇಂದ್ರ ಬಲ,കേന്ദ്ര ശക്തി
ಕೇಂದ್ರ ತಾಪನ,കേന്ദ്ര ചൂടാക്കൽ
ಕೇಂದ್ರಾಭಿಮುಖ ಪ್ರಭಾವ,കേന്ദ്രീകൃത ആഘാതം
ಕೇಂದ್ರ ರೇಖೆ,മധ്യരേഖ
ಕೇಂದ್ರ ದ್ರವ್ಯರಾಶಿ,കേന്ദ്ര പിണ്ഡം
ಕೇಂದ್ರ ಕ್ಷಣ,കേന്ദ്ര നിമിഷം
ಕೇಂದ್ರೀಕೃತ ಕಕ್ಷೆ,കേന്ദ്രീകൃത ഭ്രമണപഥം
ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ,കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
"ಮಧ್ಯದ ಶಟರ್, ಮಧ್ಯದ ಶಟರ್","മധ്യ ഷട്ടർ, മധ്യ ഷട്ടർ"
"ಕೇಂದ್ರ ಪ್ರೋಟ್ರಾಕ್ಟರ್, ಕೇಂದ್ರ ಕೇಂದ್ರ, ಕೇಂದ್ರ ವಿದ್ಯುತ್ ಕೇಂದ್ರ","സെൻട്രൽ പ്രൊട്ടക്റ്റർ, സെൻട്രൽ സ്റ്റേഷൻ, സെൻട്രൽ പവർ സ്റ്റേഷൻ"
ಕೇಂದ್ರೀಕೃತ ಪರಮಾಣು ಶಕ್ತಿ,കേന്ദ്രീകൃത ആണവശക്തി
ಕೇಂದ್ರ*,കേന്ദ്രം*
ಕೇಂದ್ರ ವಿಸ್ತರಣೆ (ರಿಂಗ್ ಫಾರ್ಮ್ ಸೆಂಟರ್ ಡಿಸ್ಪ್ಲೇ),കേന്ദ്ര വിപുലീകരണം (റിംഗ് ഫോം സെന്റർ ഡിസ്പ്ലേ)
ಮಧ್ಯದ ಇನ್ಪುಟ್ ವೈಮಾನಿಕ,മിഡ് ഇൻപുട്ട് ഏരിയൽ
ವೇಗವರ್ಧನೆಯ ಕೇಂದ್ರ,ത്വരണം കേന്ദ്രം
ಕ್ರಿಯಾ ಕೇಂದ್ರ,പ്രവർത്തന കേന്ദ്രം
ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳು,ഹോട്ട്സ്പോട്ടുകൾ
ತೇಲುವ ಕೇಂದ್ರ,ബൂയൻസി സെന്റർ
ಜೋಡಣೆ ಕೇಂದ್ರ,വിന്യാസ കേന്ദ്രം
ಸಂಕುಚಿತ ಕೇಂದ್ರ,കംപ്രഷൻ സെന്റർ
ವಕ್ರತೆಯ ಕೇಂದ್ರ,വക്രതയുടെ കേന്ദ്രം
ಬಲ ಕೇಂದ್ರ,ശക്തി കേന്ദ്രം
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ,ഗുരുത്വാകർഷണ കേന്ദ്രം
ಕ್ರೂಸ್ ನಿಲ್ದಾಣ,ക്രൂയിസ് സ്റ്റേഷൻ
ಪ್ರೊಪಲ್ಷನ್ ಸ್ಟೇಷನ್,പ്രൊപ്പൽഷൻ സ്റ്റേഷൻ
"ಜಡ ಕೇಂದ್ರ, ಸಮೂಹ ಕೇಂದ್ರ","ജഡ കേന്ദ്രം, ബഹുജന കേന്ദ്രം"
ಸಮೂಹ ಕೇಂದ್ರ,ബഹുജന കേന്ദ്രം
ಸಮೂಹ ಕೇಂದ್ರ ಸ್ಕ್ಯಾಟರಿಂಗ್ ಕೋನ,മാസ് സെന്റർ സ്കാറ്ററിംഗ് കോൺ
ಸಮೂಹ ಕೇಂದ್ರ (ನಿರ್ದೇಶನ) ವ್ಯವಸ್ಥೆ,മാസ് സെന്റർ (ഡയറക്ടീവ്) സിസ്റ്റം
ಟಾರ್ಕ್ ಕೇಂದ್ರ,ടോർക്ക് സെന്റർ
ಆಂದೋಲನದ ಕೇಂದ್ರ,ആന്ദോളനത്തിന്റെ കേന്ദ്രം
ಆಘಾತ ಕೇಂದ್ರ,ട്രോമ സെന്റർ
ಅಧಿಕೇಂದ್ರ,പ്രഭവകേന്ദ്രം
ಒತ್ತಡ ಕೇಂದ್ರ,സമ്മർദ്ദ കേന്ദ്രം
ಬೆಂಬಲ ಕೇಂದ್ರ,പിന്തുണ കേന്ദ്രം
ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ,സമമിതിയുടെ കേന്ദ്രം
ಮಧ್ಯಮ ತೆಗೆಯುವಿಕೆ,മധ്യ നീക്കം
ಮಧ್ಯಮ ಕ್ಲಿಯರೆನ್ಸ್ ರೆಸಿಸ್ಟರ್,മിഡിൽ ക്ലിയറൻസ് റെസിസ്റ്റർ
ಮಧ್ಯಮ ನಿಷ್ಕಾಸ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,മധ്യ എക്സ്ഹോസ്റ്റ് ട്രാൻസ്ഫോർമർ
ಮಧ್ಯಂತರ ಶೂನ್ಯ-ಯಾಂತ್ರಿಕತೆ,ഇന്റർമീഡിയറ്റ് സീറോ മെക്കാനിസം
ಕೇಂದ್ರೀಯವಾಗಿ ಜೋಡಿಸಲಾದ ಲೂಪ್,കേന്ദ്രീകൃതമായി കപ്പിൾഡ് ലൂപ്പ്
ಕೇಂದ್ರಾಭಿಮುಖ ದ್ವಿಧ್ರುವಿ,കേന്ദ്രാഭിമുഖ ദ്വിധ്രുവം
ಓರೆಯಾದ ಕೇಂದ್ರ,ചരിഞ്ഞ കേന്ദ്രം
ಮಧ್ಯಮ ಕಿರಣ,മീഡിയൻ കിരണം
ಕೇಂದ್ರಾಭಿಮುಖ ಸಂಶ್ಲೇಷಣೆ,സെൻട്രിപെറ്റൽ സിന്തസിസ്
ಕೇಂದ್ರಾಪಗಾಮಿ,സെൻട്രിഫ്യൂജ്
ಕೇಂದ್ರಾಪಗಾಮಿ ಕ್ಲೀನರ್,അപകേന്ദ്ര ക്ലീനർ
ಕೇಂದ್ರಾಪಗಾಮಿ ವಾಹ್,അപകേന്ദ്ര വാഹ്
ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ,അപകേന്ദ്ര ബലം
ಕೇಂದ್ರಾಪಗಾಮಿ ಪಂಪ್,സെൻട്രിഫ്യൂഗൽ പമ്പ്
ಕೇಂದ್ರಾಪಗಾಮಿ,അപകേന്ദ്രീകരണം
ಗಮನ ನಿಯಂತ್ರಣ,ഫോക്കസ് നിയന്ത്രണം
ಕೇಂದ್ರಾಭಿಮುಖ ವೇಗವರ್ಧನೆ,അപകേന്ദ്ര ത്വരണം
ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ,അപകേന്ദ്രബലം
ಕೇಂದ್ರಾಭಿಮುಖ ಮಾದರಿ,കേന്ദ്രാഭിമാനി മാതൃക
ಕೇಂದ್ರೀಕೃತ ಮಾರ್ಗ,കേന്ദ്രീകൃത പാത
ನ್ಯೂಕ್ಲಿಯಸ್,അണുകേന്ദ്രം
ಕೇಂದ್ರಾಭಿಮುಖ ವೇಗ ಕ್ಷೇತ್ರ,സെൻട്രിപെറ്റൽ പ്രവേഗ ഫീൽഡ്
ಕೇಂದ್ರೀಕೃತ ಆಯತಾಕಾರದ ಜಾಲರಿ,കേന്ദ്രീകൃത ചതുരാകൃതിയിലുള്ള ലാറ്റിസ്
ಸಂವಹನ ಪ್ರವಾಹ,സംവഹന പ്രവാഹം
ಲೋಹದ ಸೆರಾಮಿಕ್,മെറ്റൽ സെറാമിക്
ಸೆರಾಮಿಕ್ ಕ್ಯಾಪಿಲ್ಲರಿ,സെറാമിക് കാപ്പിലറി
ಸೆರಾಮಿಕ್ ಡಿಸ್ಕ್,സെറാമിക് ഡിസ്ക്
"ಸೆರಾಮಿಕ್ ಇಂಧನ, ಸೆರಾಮಿಕ್ ಇಂಧನ","സെറാമിക് ഇന്ധനം, സെറാമിക് ഇന്ധനം"
ಸೆರಾಮಿಕ್ ಇನ್ಸುಲೇಟರ್,സെറാമിക് ഇൻസുലേറ്റർ
ಸೆರಾಮಿಕ್-ಲೋಹದ ಮುದ್ರೆ,സെറാമിക്-മെറ്റൽ മുദ്ര
ಸೆರೆಂಕೋವ್ ಕ್ಯಾಲ್ಕುಲೇಟರ್,cerenkov കാൽക്കുലേറ്റർ
"ಚಾಡ್, ಟಿಕ್ಲಿ","ചാഡ്, തിക്ലി"
ರಂದ್ರ ಲೇಸ್,സുഷിരങ്ങളുള്ള ലെയ്സ്
"ಪರೀಕ್ಷೆ, ಪರೀಕ್ಷೆ","പരീക്ഷ, പരീക്ഷണം"
ಮೋಡದ ಮೋಡ,മേഘമേഘം
ಭ್ರಮೆ,അബദ്ധം
ಸರಣಿ ಕೊಳೆತ,സീരിയൽ ശോഷണം
ಸರಪಳಿ ವಿಘಟನೆ,ചെയിൻ ശിഥിലീകരണം
ಸರಪಳಿ-ವಿದಳನ ಕ್ರಿಯೆ,ചെയിൻ-ഫിഷൻ പ്രതികരണം
ಆಗಮನ ಸರಪಳಿ ಕಡಿಮೆ ವ್ಯವಸ್ಥೆ,വരവ് ചെയിൻ കുറഞ്ഞ സിസ്റ്റം
ಆಗಮನ ಸರಪಳಿ ವ್ಯವಸ್ಥೆ,വരവ് ചെയിൻ സിസ്റ്റം
ಸರಣಿ ಪ್ರಸರಣ,ചെയിൻ ട്രാൻസ്മിഷൻ
ರಾಡಾರ್ ಸರಣಿ ವ್ಯವಸ್ಥೆ,റഡാർ ചെയിൻ സിസ്റ്റം
ಸರಣಿ ಪ್ರತಿಕ್ರಿಯೆ,ചെയിൻ പ്രതികരണം
ಸರಣಿ ರಿಯಾಕ್ಟರ್,ചെയിൻ റിയാക്ടർ
ಕ್ಲಾಡ್ನಿಯ ಆಕಾರಗಳು,ക്ലാഡ്‌നിയുടെ രൂപങ്ങൾ
tok,ടോക്ക്
ಸಾಧನ,ഉപകരണം
ಟೋಕನ್ ಸಿಗ್ನಲ್,ടോക്കൺ സിഗ്നൽ
"ಕೋಶ, ಕೋಶ, ಕೋಣೆ","കളം, കളം, മുറി"
ಜೀವಕೋಶದ ವಿರೂಪ,സെൽ രൂപഭേദം
"ಅವಕಾಶ, ಸಂಭವನೀಯತೆ, ಅವಕಾಶ","അവസരം, സാധ്യത, അവസരം"
ಆಕಸ್ಮಿಕ ಕಾಕತಾಳೀಯ,യാദൃശ്ചികത
"ಆಕಸ್ಮಿಕ ವೈಫಲ್ಯ, ಆಕಸ್ಮಿಕ ವೈಫಲ್ಯ","ആകസ്മിക പരാജയം, ആകസ്മിക പരാജയം"
"ಬದಲಾವಣೆ, ವ್ಯತ್ಯಾಸ","മാറ്റം, വ്യത്യാസം"
ರಾಜ್ಯದ ಬದಲಾವಣೆ,പദവി മാറ്റം
ವರ್ಗಾವಣೆ ಸಂಕೇತ,ട്രാൻസ്ഫർ സിഗ്നൽ
ಯಾಂತ್ರಿಕ ಬದಲಾವಣೆ,മെക്കാനിസം മാറ്റുക
ವೇರಿಯಬಲ್ ಸ್ವರ,വേരിയബിൾ സ്വരാക്ഷരങ്ങൾ
"ಚಾನಲ್, ಚಾನಲ್, ಚಾನಲ್, ಜಲಮಾರ್ಗ, ಚಾನಲ್","ചാനൽ, ചാനൽ, ചാനൽ, ജലപാത, ചാനൽ"
ಚಾನಲ್ ಸಾಮರ್ಥ್ಯ,ചാനൽ ശേഷി
ಚಾನಲ್ ಸಂಖ್ಯೆ,ചാനൽ നമ്പർ
ಚಾನಲ್ ಡಿಸ್ಪ್ಲೇಸರ್,ചാനൽ ഡിസ്പ്ലേസർ
ಚಾನಲ್ ಸ್ಪಿನ್,ചാനൽ സ്പിൻ
ಸಿಸ್ಟಮ್ ಬಳಕೆಯ ಸೂಚ್ಯಂಕ,സിസ്റ്റം ഉപയോഗ സൂചിക
ಚಾನಲ್ ವೋಕೋಡರ್ ಚಾನಲ್ ವೋಕೋಡರ್,ചാനൽ വോകോഡർ ചാനൽ വോകോഡർ
ಚಾನಲ್ ಶ್ರೇಣಿಯ ಆಂಪ್ಲಿಫಯರ್,ചാനൽ ശ്രേണി ആംപ്ലിഫയർ
ಚಾನಲ್ ವಿತರಣೆ,ചാനൽ വിതരണം
ಬಹು ಸ್ಪೆಕ್ಟ್ರಮ್,ഒന്നിലധികം സ്പെക്ട്രം
"ಚಾನೆಲೈಸೇಶನ್, ಚಾನೆಲಿಂಗ್, ವಾತಾಯನ","ചാനലൈസേഷൻ, ചാനലിംഗ്, വെന്റിലേഷൻ"
"ಅವ್ಯವಸ್ಥೆ, ಅಸ್ವಸ್ಥತೆ","കുഴപ്പം, ക്രമക്കേട്"
"ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ, ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ","അരാജകത്വം, ക്രമരഹിതം"
ಅಡ್ಡಾದಿಡ್ಡಿ ಪರಿಚಲನೆ,ക്രമരഹിതമായ രക്തചംക്രമണം
ಅಸ್ತವ್ಯಸ್ತವಾಗಿರುವ ಗತಿ,താറുമാറായ വേഗത
ಚಾಲ್ ಟ್ಯೂಬ್,ചാൾ ട്യൂബ്
"ಪಾತ್ರ *, ಪಾತ್ರ, ಪಾತ್ರ, ಪಾತ್ರ, ಪಾತ್ರ","സ്വഭാവം*, സ്വഭാവം, സ്വഭാവം, സ്വഭാവം, സ്വഭാവം"
ಪಾತ್ರದ ಸಾಂದ್ರತೆ,പ്രതീക സാന്ദ്രത
