Gujarati,Assamese
ડિજિટાઇઝર,ডিজিটাইজাৰ
ડાયોડ,ডাইঅ&#39;ড
પ્રત્યક્ષ,পোনপটীয়া
સીધું સરનામું,প্ৰত্যক্ষ ঠিকনা
સીધું રૂપાંતર,প্ৰত্যক্ষ ৰূপান্তৰ
સીધું જોડાણ,প্ৰত্যক্ষ সংযোজন
ડાયરેક્ટ મેમરી એક્સેસ (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
ડાયરેક્ટ મેમરી એક્સેસ (DMA),প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA)
સીધી પદ્ધતિ,প্ৰত্যক্ষ পদ্ধতি
નિર્દેશ,নিৰ্দেশনা
ડિરેક્ટરી,ডাইৰেকটৰী
ડિરેક્ટરી સર્વર,ডাইৰেকটৰি চাৰ্ভাৰ
ડિરેક્ટરી સેવા,ডাইৰেকটৰি সেৱা
નિષ્ક્રિય,অক্ষম
નિષ્ક્રિય સંકેત,সংকেত নিষ্ক্ৰিয় কৰা
ડિસ્કનેક્ટ,সংযোগ বিচ্ছিন্ন কৰক
અલગ,বিচ্ছিন্ন
ડિસ્ક,ডিস্ক
ડિસ્ક સરનામું,ডিষ্কৰ ঠিকনা
ડિસ્ક એરે,ডিষ্ক এৰে
ડિસ્ક ક્ષમતા,ডিষ্কৰ ক্ষমতা
ડિસ્ક ડ્રાઇવ,ডিষ্ক ড্ৰাইভ
ડિસ્ક ફાઇલ,ডিষ্ক নথিপত্ৰ
ડિસ્ક મેમરી,ডিষ্ক মেমৰি
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DOS),ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS)
ડિસ્ક પેક,ডিষ্ক পেক
ડિસ્ક સર્વર,ডিষ্ক চাৰ্ভাৰ
ડિસ્ક સંગ્રહ,ডিষ্ক সংৰক্ষণ
ડિસ્કેટ,ডিস্কেট
ડિસ્પ્લે ફાઇલ,ফাইল প্ৰদৰ্শন কৰক
પ્રદર્શિત છબી,ছবি প্ৰদৰ্শন কৰক
નિકાલ,নিষ্পত্তি
અંતર,দূৰত্ব
અંતર કાર્ય,দূৰত্বৰ ফলন
વિકૃતિ,বিকৃতি
વિતરિત,বিতৰণ কৰা হৈছে
વિતરિત ડેટા,বিতৰণ কৰা তথ্য
વિતરિત સર્વર,বিতৰণ কৰা চাৰ্ভাৰ
વિતરણ સિસ્ટમ,বিতৰণ কৰা ব্যৱস্থা
વિતરણકારી,বিতৰণমূলক
દસ્તાવેજ,নথিপত্ৰ
દસ્તાવેજ પુનઃપ્રાપ્ત,নথিপত্ৰ উদ্ধাৰ কৰা হৈছে
દસ્તાવેજ વિન્ડો,নথিপত্ৰ উইন্ডো
દસ્તાવેજીકરણ,নথিপত্ৰ
ડોમેન,ডমেইন
ડોમેન નામ,ডমেইনৰ নাম
ડોટ મેટ્રિક્સ પ્રિન્ટર,ডট মেট্ৰিক্স প্ৰিন্টাৰ
નીચે,তললৈ
ડાઉન લિંક,ডাউন লিংক
ડાઉન લોડિંગ,ডাউন লোডিং
ડાઉન સમય,ডাউন টাইম
ખેંચીને,ড্ৰেগিং কৰা
DRAM (ડાયનેમિક રેમ),DRAM (ডাইনামিক ৰেম)
ડ્રિફ્ટ,ড্ৰিফ্ট
ડ્રાઈવર,ড্ৰাইভাৰ
ડ્રોપ,টোপাল
ડ્રોપ ડાઉન સૂચિ બોક્સ,ড্ৰপ ডাউন তালিকা বাকচ
ડ્રમ ડ્રાઇવ,ড্ৰাম ড্ৰাইভ
ડ્રમ પ્રિન્ટર,ড্ৰাম প্ৰিন্টাৰ
ડ્રમ યુનિટ,ড্ৰাম ইউনিট
દ્વિ,দ্বৈত
બેવડી ઘનતા,দ্বৈত ঘনত্ব
બનાવટી સરનામું,ডামি ঠিকনা
ડમ્પ,ভাণ্ডাৰ
ડુપ્લેક્સ સર્કિટ,ডুপ্লেক্স বৰ্তনী
દ્વિગુણિત,ডুপ্লেক্সিং
ડુપ્લિકેટ,ডুপ্লিকেট কৰক
ડીવીડી આર/ડબલ્યુ,ডিভিডি R/W
ડીવીડી રોમ,DVD ROM
ગતિશીલ સૂચના,গতিশীল নিৰ্দেশনা
ગતિશીલ મેમરી,গতিশীল স্মৃতিশক্তি
ગતિશીલતા,গতিশীলতা
EBCDIC,ইবিচিডিআইচি
ઈ-વ્યવસાય,ই-ব্যৱসায়
પડઘો,প্ৰতিধ্বনি
ઈ-કોમર્સ,ই-কমাৰ্চ
ફેરફાર કરો,সম্পাদনা কৰক
સંપાદક,সম্পাদক
શૈક્ષણિક ટેકનોલોજી,শৈক্ষিক প্ৰযুক্তি
EEP રોમ,ইইপি ৰম
અસરકારક સરનામું (ફ્લોટિંગ સરનામું),ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা)
અસરકારક ઓપરેન્ડ સરનામું,ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা
અસરકારક પ્રક્રિયા,ফলপ্ৰসূ পদ্ধতি
અસરકારક UID (વપરાશકર્તા ઓળખ),ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ)
અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ,ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড
આઠ-બીટ બાઈટ,আঠ-বিট বাইট
ઈ-લર્નિંગ,ই-লাৰ্নিং
ચૂંટણી-અલગર્થમ,নিৰ্বাচন-algirthm
ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ),বৈদ্যুতিক মেইলিং (ই-মেইল)
ઇલેક્ટ્રિક પ્રિન્ટર,বৈদ্যুতিক প্ৰিন্টাৰ
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,বৈদ্যুতিক একাউণ্টিং মেচিন
ઇલેક્ટ્રોનિક,ইলেক্ট্ৰনিক
ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS),ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS)
ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI),ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ઇલેક્ટ્રોનિક ફાઇલિંગ,ইলেক্ট্ৰনিক ফাইলিং
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
ઇલેક્ટ્રોનિક જર્નલ્સ,ইলেক্ট্ৰনিক জাৰ্নেল
ઇલેક્ટ્રોનિક પ્રકાશન,ইলেক্ট্ৰনিক প্ৰকাশন
ઇલેક્ટ્રોનિક સ્વીચ,ইলেক্ট্ৰনিক চুইচ
તત્વ,উপাদান
ઈ-મેલ,ই-মেইল
ઈ - મેઈલ સરનામું,ই-মেইল ঠিকনা
એમ્બેડેડ સિસ્ટમ,এম্বেডেড চিস্টেম
એમ્બેડિંગ,এম্বেডিং
એમિટર કપલ લોજિક (ECL),এমিটাৰ কাপল লজিক (ECL)
ખાલી સ્ટેક,খালী ষ্টেক
ખાલી શબ્દમાળા,খালী ষ্ট্ৰিং
અનુકરણ,অনুকৰণ
એન્કેપ્સ્યુલેશન,এনকেপচুলেচন
સંકેતલિપી,encipher
એન્કોડ,এনকোড কৰক
એન્કોડર,এনকোডাৰ
એન્ક્રિપ્ટેડ ડેટા,এনক্ৰেপ্ট কৰা তথ্য
એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
એન્ક્રિપ્શન,এনক্ৰিপচন
બ્લોકનો અંત,ব্লকৰ শেষ
ફાઇલનો અંત (EOF),ফাইলৰ শেষ (EOF)
અંતિમ વપરાશકર્તા,শেষ ব্যৱহাৰকাৰী
દાખલ કરો,প্ৰৱেশ কৰা
એન્ટર-કી,এণ্টাৰ-কি
એન્ટરપ્રાઇઝ સર્વર,এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
એન્ટરપ્રાઇઝ સિસ્ટમ,উদ্যোগ ব্যৱস্থা
એન્ટિટી,সত্তা
અસ્તિત્વ-સંબંધ,সত্তা-সম্পৰ্ক
પ્રવેશ સમય,প্ৰৱেশৰ সময়
પ્રવેશ ચલ,প্ৰৱেশ চলক
ગણી શકાય તેવું,গণনাযোগ্য
પર્યાવરણ,পৰিৱেশ
યુગ,যুগ
EPROM,EPROM
એપ્સીલોન બંધ,এপ্সিলন বন্ধ কৰা
બરાબરી,ইকুৱেলাইজাৰ
સાધનસામગ્રી,সঁজুলি
સમાનતા વર્ગ,সমতুল্যতা শ্ৰেণী
સમાનતા સંબંધ,সমতুল্যতা সম্পৰ্ক
ભુસવું,মচি পেলাওক
કોડ સુધારવામાં ભૂલ,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
ભૂલ સુધારણા,ভুল সংশোধন
ભૂલ શોધ,ভুল ধৰা পেলোৱা
ભૂલ હેન્ડલિંગ,ভুল নিয়ন্ত্ৰণ
ક્ષતી સંદેશ,ভুল বাৰ্তা
ભૂલ દર,ভুলৰ হাৰ
ભૂલ પુનઃપ્રાપ્તિ,ত্ৰুটি পুনৰুদ্ধাৰ
ભૂલ નિયમિત,ভুল ৰুটিন
એસ્કેપ પાત્ર,পলায়ন চৰিত্ৰ
ઈથરનેટ,ইথাৰনেট
ઘટના,কাৰ্যক্ৰম
ઘટના સાંકળ,ইভেন্ট শৃংখল
ઘટના નિયંત્રણ,ইভেন্ট নিয়ন্ত্ৰণ
ઇવેન્ટ કાઉન્ટર,ইভেন্ট কাউণ্টাৰ
અપવાદ હેન્ડલિંગ,ব্যতিক্ৰম নিয়ন্ত্ৰণ
વિનિમયક્ષમ ડિસ્ક સંગ્રહ,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
બાકાત,বৰ্জন
વિશિષ્ટ અથવા (XOR),একচেটিয়া বা (XOR)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,এক্সিকিউটেবল প্ৰগ্ৰেম
એક્ઝિક્યુટિવ નિવેદન,কাৰ্য্যবাহী বিবৃতি
સંપૂર્ણ શોધ,বিস্তৃত অনুসন্ধান
અસ્તિત્વમાં છે,উপলব্ধ
બહાર નીકળો,প্ৰস্থান
નિષ્ણાત સિસ્ટમ,বিশেষজ্ঞ ব্যৱস্থা
અભિવ્યક્તિ,অভিব্যক্তি
વિસ્તૃત ગ્રાફિક એરે (XGA),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
વિસ્તૃત ઉદ્યોગ ધોરણ (EIS),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
વિસ્તૃત મશીન,বৰ্ধিত মেচিন
વિસ્તૃત મેમરી,বৰ্ধিত স্মৃতিশক্তি
વિસ્તૃત ચોકસાઇ,বৰ্ধিত নিখুঁততা
વિસ્તૃત વર્ગીકરણ,বৰ্ধিত সজাই পৰাই তোলা
બાહ્ય કૉલ,বাহ্যিক কল
બાહ્ય ભૂલ,বাহ্যিক ভুল
બાહ્ય કાર્ય,বাহ্যিক কাৰ্য্য
બાહ્ય વિક્ષેપ,বাহ্যিক বাধা
બાહ્ય મેમરી,বাহ্যিক স্মৃতিশক্তি
બાહ્ય મેમરી,বাহ্যিক স্মৃতিশক্তি
બાહ્ય મોડેમ,বাহ্যিক মডেম
બાહ્ય સંદર્ભ,বাহ্যিক উল্লেখ
બાહ્ય શોધ,বাহ্যিক অনুসন্ধান
બાહ્ય સંગ્રહ ઉપકરણ,বাহ্যিক সংৰক্ষণ ডিভাইচ
નિષ્કર્ષણ,নিষ্কাশন
એક્સ્ટ્રાપોલેશન,বহিঃপ্ৰক্ষেপণ
ફેસ કેરેક્ટર પ્રિન્ટર,মুখ-আখৰ প্ৰিন্টাৰ
નિષ્ફળ-સલામત કામગીરી,বিফল-নিৰাপদ কাৰ্য্য
નિષ્ફળતા દર,বিফলতাৰ হাৰ
નિષ્ફળતા પુનઃપ્રાપ્તિ,বিফলতা পুনৰুদ্ধাৰ
ખોટો કોડ,মিছা ক&#39;ড
ખોટી ભૂલ,মিছা ভুল
ફેન-ઇન,ফেন-ইন
ફેન-આઉટ,ফেন-আউট
ફેસિમિલ I/O ઉપકરણ,fascimile I/O ডিভাইচ
ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT),দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
જીવલેણ ભૂલ,মাৰাত্মক ভুল
ખામી શોધ,ত্ৰুটি ধৰা পেলোৱা
ખામી નિદાન,দোষ নিদান
સહનશીલતા દોષ,দোষ সহনশীলতা
ફેક્સ,ফেক্স
ફેક્સ સંદેશ,ফেক্স বাৰ্তা
FDC,এফ ডি চি
લક્ષણ શોધ,বৈশিষ্ট্য ধৰা পেলোৱা
ફીડ ચક્ર,ফিড চক্ৰ
પ્રતિસાદ,মতামত
ફીડર,ফিডাৰ
મેળવો,লৈ অনা
ફિબોનાકી શોધ,fibonacci অনুসন্ধান
ફિબોનાકી ક્રમ,fibonacci ক্ৰম
ફિબોનાકી શ્રેણી,fibonacci শৃংখলা
ફાઇબર ઓપ્ટિક્સ,ফাইবাৰ অপটিক্স
ફિડો નેટ,ফিডো নেট
ક્ષેત્ર,ক্ষেত্ৰ
પાંચમી પેઢીના કમ્પ્યુટર્સ,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
ફાઇલ,ফাইল
ફાઇલ એક્સેસ પદ્ધતિ,ফাইল অভিগম পদ্ধতি
ફાઈલ ફાળવણી ટેબલ,ফাইল আবণ্টন টেবুল
ફાઇલ કમ્પ્રેશન,ফাইল সংকোচন
ફાઇલ નકલ,ফাইল কপি কৰা
ફાઇલ લેઆઉટ,ফাইল বিন্যাস
ફાઇલ મર્જ,ফাইল মাৰ্জ কৰক
ફાઇલ પુનઃપ્રાપ્તિ,ফাইল পুনৰুদ্ধাৰ
ફાઇલ સંગ્રહ,নথিপত্ৰ সংৰক্ষণ
ફાઇલ માળખું,নথিপত্ৰ গঠন
ફાઇલ સિસ્ટમ,নথিপত্ৰপ্ৰণালী
ફાઇલ ટ્રાન્સફર,ফাইল স্থানান্তৰ
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
ફિલ્ટર,ফিল্টাৰ
અંતિમ સ્થિતિ,চূড়ান্ত অৱস্থা
શોધો,সন্ধান কৰা
મર્યાદિત રાજ્ય મશીન,সসীম অৱস্থাৰ যন্ত্ৰ
આગ દિવાલ,জুইৰ দেৱাল
ફર્મવેર,ফাৰ্মৱেৰ
વહેલા તે પહેલાં,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
પ્રથમ પેઢીના કમ્પ્યુટર,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO),প্ৰথম ইন প্ৰথম আউট (FIFO)
પ્રથમ ઓર્ડર તર્ક,প্ৰথম ক্ৰমৰ যুক্তি
પ્રથમ ઓર્ડર સિદ્ધાંત,প্ৰথম ক্ৰমৰ তত্ত্ব
નિશ્ચિત પાર્ટીશન,স্থিৰ বিভাজন
ધ્વજ,পতাকা
લવચીક ડિસ્ક,নমনীয় ডিষ্ক
ફ્લોપી ડિસ્ક,ফ্লপি ডিস্ক
ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
ફ્લો ચાર્ટ,ফ্ল&#39; চাৰ্ট
નિયંત્રણનો પ્રવાહ,নিয়ন্ত্ৰণৰ প্ৰবাহ
ફ્લશ,ফ্লাছ
ફોલ્ડર,ফোল্ডাৰ
ફોન્ટ,ফন্ট
ફોન્ટ કુટુંબ,ফন্ট পৰিয়াল
બહાર ની ચાવી,বিদেশী চাবি
ફોર્મ,প্ৰপত্ৰ
ઔપચારિક ભાષા,আনুষ্ঠানিক ভাষা
ઔપચારિક સિસ્ટમ,আনুষ্ঠানিক ব্যৱস্থা
ફોર્મેટ,ফৰ্মেট
ફોર્મેટિંગ,ফৰ্মেটিং
ફોરટ્રાન,fortran
ફોરટ્રાન પ્રોગ્રામિંગ,fortra প্ৰগ্ৰেমিং
ફોરવર્ડ સ્લેશ,ফৰৱাৰ্ড স্লেছ
ચોથી પેઢીના કમ્પ્યુટર,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
ટુકડો,খণ্ড
ફ્રેમ,ফ্ৰেম
મફત નેટ,মুক্ত নেট
મફત સોફ્ટવેર ફાઉન્ડેશન,মুক্ত চফ্টৱেৰ ভেটি
મફત સંગ્રહ,বিনামূলীয়া সংৰক্ষণ
ફ્રીવેર,ফ্ৰীৱেৰ
આગળનો છેડો,আগশাৰীৰ
ફ્રન્ટ પેનલ,ফ্ৰন্ট পেনেল
કાર્ય,অনুষ্ঠান
કાર્ય કી,ফাংচন কি&#39;
કાર્ય સંદર્ભ,ফাংচন ৰেফাৰেন্স
કાર્યાત્મક નિર્ભરતા,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
કાર્યાત્મક પરીક્ષણ,কাৰ্য্যকৰী পৰীক্ষণ
અસ્પષ્ટ તર્ક,অস্পষ্ট যুক্তি
અસ્પષ્ટ સમૂહ,অস্পষ্ট ছেট
લાભ,লাভ কৰা
રમત વૃક્ષ,খেলা গছ
ગેપ પાત્ર,ফাঁক চৰিত্ৰ
કચરો,আৱৰ্জনা
કચરો સંગ્રહ,জাবৰ সংগ্ৰহ
કચરો સંગ્રહ,জাবৰ সংগ্ৰহ
ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
દરવાજો,গেট
પ્રવેશદ્વાર,গেটৱে
સામાન્ય કાર્યક્રમ,সাধাৰণ কাৰ্যসূচী
સામાન્ય કાર્યક્રમ,সাধাৰণ কাৰ্যসূচী
સામાન્ય હેતુ કમ્પ્યુટર,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
સામાન્ય હેતુ કમ્પ્યુટર,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
સામાન્ય રજીસ્ટર,সাধাৰণ পঞ্জীয়ন
સામાન્યીકરણ,সাধাৰণীকৰণ
સામાન્યીકરણ,সাধাৰণীকৰণ
સામાન્ય હેતુની ભાષા,সাধাৰণ উদ্দেশ্যৰ ভাষা
સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
સામાન્ય હેતુ રજીસ્ટર,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
જનરેટ કરેલ ભૂલ,সৃষ্টি কৰা ভুল
જનરેટીંગ ફંક્શન,জেনেৰেটিং ফাংচন
સામાન્ય વર્ગ,জেনেৰিক ক্লাছ
સામાન્ય કાર્ય,জেনেৰিক ফাংচন
સામાન્ય નામ,জেনেৰিক নাম
ગીગો,gigo
વૈશ્વિક,সাৰ্বজনীন
વૈશ્વિક કોડ,গ্লোবেল ক&#39;ড
વૈશ્વિક લોક,গ্লোবেল লক
વૈશ્વિક નેટવર્ક,গ্লোবেল নেটৱৰ্ক
વૈશ્વિક નેટવર્ક,গ্লোবেল নেটৱৰ্ক
વૈશ્વિક વપરાશકર્તા,গ্লোবেল ব্যৱহাৰকাৰী
વૈશ્વિક ચલ,গ্লোবেল ভেৰিয়েবল
વૈશ્વિકરણ,বিশ্বায়ন
ગોફર,gopher
ગોફર ક્લાયંટ,gopher ক্লায়েন্ট
ગોફર સર્વર,gopher চাৰ্ভাৰ
ગોફર સાઇટ,gopher চাইট
ગોફર જગ્યા,gopher স্থান
આકર્ષક અધોગતિ,graceful অৱক্ষয়
વ્યાકરણ તપાસનાર,ব্যাকৰণ পৰীক্ষক
વ્યાકરણ આકર્ષક બહાર નીકળો,ব্যাকৰণ graceful প্ৰস্থান
કુલ,সৰ্বমুঠ
ગ્રાફ,গ্ৰাফ
ગ્રાફ પ્લોટિંગ,গ্ৰাফ প্লটিং
ગ્રાફિક પાત્ર,গ্ৰাফিক চৰিত্ৰ
ગ્રાફિક નિયંત્રક,গ্রাফিক নিয়ন্ত্রক
ગ્રાફિક ડેટા માળખું,গ্ৰাফিক ডাটা গঠন
ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
ગ્રાફિક ડિસ્પ્લે રીઝોલ્યુશન,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
ગ્રાફિક ભાષા,গ্ৰাফিক ভাষা
ગ્રાફિક ભાષા,গ্ৰাফিক ভাষা
ગ્રાફિક પેનલ,গ্ৰাফিক পেনেল
ગ્રાફિકલ એનિમેશન,গ্ৰাফিকেল এনিমেচন
ગ્રાફિકલ ઇન્ટરફેસ ફોર્મેટ (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
ગ્રાફિકલ યુઝર ઈન્ટરફેસ (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
ગ્રાફિક્સ,গ্রাফিক্স
ગ્રાફિક્સ એપ્લિકેશન,গ্ৰাফিক্স এপ্লিকেচন
ગ્રાફિક્સ કર્સર,গ্ৰাফিক্স কাৰ্চাৰ
ગ્રાફિક્સ મોડ,গ্ৰাফিক্স মোড
ગ્રાફિક્સ પેકેજ,গ্ৰাফিক্স পেকেজ
ગ્રાફિક્સ સોફ્ટવેર,গ্ৰাফিক্স চফ্টৱেৰ
ગ્રાફિક્સ સોફ્ટવેર,গ্ৰাফিক্স চফ্টৱেৰ
ગ્રાફિક્સ સોફ્ટવેર પેકેજ,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
ગ્રે સ્કેલ,ধূসৰ স্কেল
લોભી પદ્ધતિ,লোভী পদ্ধতি
grep,grep
ગ્રીડ,গ্ৰিড
ગ્રીડ ચાર્ટ,গ্ৰীড চাৰ্ট
ગ્રીડ કમ્પ્યુટિંગ,গ্ৰীড কম্পিউটিং
ગ્રીડ મોડ્યુલેશન,গ্ৰীড মডুলেচন
જમીન તરંગ,মাটিৰ তৰংগ
જૂથ,গোট
જૂથ સરનામું,গোটৰ ঠিকনা
જૂથ કોડ,গ্ৰুপ ক&#39;ড
જૂથ સંચાર,গোটৰ যোগাযোগ
જૂથ સંચાર,গোটৰ যোগাযোগ
જૂથ ઓળખ,গোট চিনাক্তকৰণ
જૂથનું નામ,গোটৰ নাম
ગ્રુપવેર,গ্ৰুপৱেৰ
વૃદ્ધિ,বৃদ্ধি
રક્ષક,ৰক্ষা কৰা
માર્ગદર્શિત મીડિયા,নিৰ্দেশিত মাধ্যম
ગનઝિપ,গুনজিপ
હેક,হেক কৰক
હેકર,হেকাৰ
હેકરનો શબ્દકોશ,hacker&#39;s অভিধান
અડધા ઉમેરનાર,হাফ এডাৰ
અડધો પુલ,আধা দলং
અડધા ડુપ્લેક્સ,হাফ ডুপ্লেক্স
હાફ ડુપ્લેક્સ લાઇન,হাফ ডুপ্লেক্স লাইন
હાફ ડુપ્લેક્સ મોડ,হাফ ডুপ্লেক্স মোড
અડધી તીવ્રતા,আধা তীব্ৰতা
અડધા રાઉટર,হাফ ৰাউটাৰ
અડધા બાદબાકી કરનાર,আধা বিয়োগকাৰী
અડધા ટોનિંગ,হাফ টোনিং
અડધો શબ્દ,আধা শব্দ
હેમિલટોનિયસ ચક્ર,hamiltonious চক্ৰ
હેમિંગ કોડ,হামিং কোড
હાથ,হাত
હાથ નકલ,হাতৰ কপি
હેન્ડલ,চম্ভালা
હેન્ડલિંગ,হেণ্ডলিং
અટકવું,ওলমা
ખુશ ચોખ્ખી,সুখী নেট
હાર્ડ કોપી ઉપકરણ,হাৰ্ড কপি ডিভাইচ
હાર્ડ ડિસ્ક,হাৰ্ড ডিস্ক
હાર્ડ ડિસ્ક ક્રેશ,হাৰ্ড ডিষ্ক ক্ৰেচ
સખત ભૂલ,কঠিন ভুল
હાર્ડવેર પ્રવાહ નિયંત્રણ,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
હાર્મોનિક,হাৰমনিক
હાર્મોનિક સરેરાશ,হাৰমনিক গড়
હેશ,hash
હેશ ડાયાગ્રામ,হেচ ডায়াগ্ৰাম
હેશ ટેબલ,হেচ টেবুল
હેશિંગ તકનીક,হেচিং কৌশল
હેડર,হেডাৰ
ઢગલો,ঢেৰ
ઢગલો સૉર્ટ,heap sort
મદદ,সহায়
મદદ સ્ક્રીન,সহায় পৰ্দা
હેલ્પનેટ,হেল্পনেট
હર્ટ્ઝ,হাৰ্টজ
સંશોધનાત્મક,heuristic
હ્યુરિસ્ટિક પદ્ધતિ,হিউৰিষ্টিক পদ্ধতি
હેક્સાડેસિમલ સંખ્યાઓ,ষড়দশমিক সংখ্যা
છુપાયેલ રેખા,লুকাই থকা ৰেখা
અધિક્રમિક ડેટા બેઝ,স্তৰভিত্তিক তথ্য ভিত্তি
અધિક્રમિક ફાઇલ સિસ્ટમ,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
વંશવેલો ટોપોગ્રાફી,স্তৰভিত্তিক ভূ-প্ৰকৃতি
ઉચ્ચ સ્તરની ભાષા,উচ্চ পৰ্যায়ৰ ভাষা
ઉચ્ચ મેમરી વિસ્તાર,উচ্চ স্মৃতিশক্তি এলেকা
સારો પ્રદ્સન,উচ্চ পৰিৱেশন
ફટકો,মৰা
હિટ રેટ,হিট হাৰ
હિટ રેશિયો,হিট ৰেচিঅ&#39;
છિદ્ર,ফুটা
હોમ ડિરેક્ટરી,হোম ডাইৰেকটৰী
હોમ પેજ,হোম পেজ
સજાતીય સંકલન,সমজাতীয় স্থানাংক
હોપ,জঁপিওৱা
હોપ ગણતરી,হপ গণনা
હોર્ન,শিঙ
હોસ્ટ કમ્પ્યુટર,গৃহস্থ কম্পিউটাৰ
હોસ્ટ કમ્પ્યુટર,গৃহস্থ কম্পিউটাৰ
યજમાન ભાષા,গৃহস্থ ভাষা
ગરમ કી,হট কী
હાઇપર ટેક્સ્ટ માર્કઅપ લેંગ્વેજ (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
પૂર્વધારણા,অনুমান
હું પોડ,মই পড
I/O બફર,I/O বাফাৰ
I/O પોર્ટ,I/O পৰ্টে
I/O એકમ,I/O একক
ઓળખકર્તા,চিনাক্তকৰ্তা
ઓળખ,পৰিচয়
છબી,ছৱি
ઇમેજ સેન્સર,ইমেজ চেন্সৰ
અસર પ્રિન્ટર,ইমপেক্ট প্ৰিন্টাৰ
અવરોધ,ইম্পিডেন্স
અનિવાર્ય પ્રોગ્રામ ભાષા,আৱশ্যকীয় প্ৰগ্ৰেম ভাষা
અનિવાર્ય નિવેદન,আৱশ্যকীয় বক্তব্য
ગર્ભિત સરનામું,অন্তৰ্নিহিত ঠিকনা
અશક્ય ઘટના,অসম্ভৱ পৰিঘটনা
નિષ્ક્રિય નોડ,নিষ্ক্ৰিয় ন&#39;ড
અસંગતતા,অসামঞ্জস্যতা
વધારો,বৃদ্ধি কৰক
અનુક્રમણિકા,সূচী
ઇન્ડેક્સ ડેટા આઇટમ,সূচী তথ্য বস্তু
ઇન્ડેક્સ ફાઇલ,সূচী নথিপত্ৰ
ઇન્ડેક્સ રજિસ્ટર,সূচী পঞ্জীয়ন
અનુક્રમણિકા,সূচী ক্ৰমিক
અનુક્રમિત સંબોધન,সূচীভুক্ত ঠিকনাকৰণ
