Kannada,Marathi
ಸಂಯೋಜಿತ,कंसिस्टरी
ಪಿತೂರಿ,षडयंत्र
ಪಿತೂರಿ,षडयंत्र
ದೂತಾವಾಸ,वाणिज्य दूतावास
ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ,सल्लामसलत पुस्तक
ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್,खंडीय प्रणाली
ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್,अधिवेशन संसद
ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
ಕಾಪಿಹೋಲ್ಡ್,कॉपीहोल्ड
ಕಾರ್ಡನಿಂಗ್,कोर्डनिंग
ಕರೋನಾ,कोरोना
ಪಟ್ಟಾಭಿಷೇಕ,राज्याभिषेक
ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು,राज्याभिषेक दगड
ಕಾರ್ಪಸ್,कॉर्पस
ಕೋರ್ಸೇರ್,Corsair
ಕೋರ್ಸೇರ್,Corsair
ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್),कॉर्सेट (=कॉर्सलेट)
ಕಾರ್ಟೆಸ್,कोर्टेस
ಕೋಟರ್ (=ಕೋಟಿಯರ್),कोटर (=कोटीर)
ಕೋಟರ್ (=ಕೋಟಿಯರ್),कोटर (= cottier)
ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್,काउंट पॅलेटिनेट
ಹಳ್ಳಿ ಮನೆ,देशाचे घर
ಕೌಂಟಿ,परगणा
ಕೌಂಟಿ ಬರೋ,काउंटी बरो
ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು,काउंटी न्यायालये
ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್,काउंटी पॅलाटिन
ನ್ಯಾಯಾಲಯ,कोर्ट
ನ್ಯಾಯಾಲಯ,कोर्ट
ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ,न्यायालयाचे परिपत्रक
ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ,न्यायालयीन शिष्टाचार
ಆಸ್ಥಾನಿಕ,दरबारी
ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ,कोर्ट ऑफ कॅसेशन
ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ,मालकांचे न्यायालय
ಆಸ್ಥಾನ ಕವಿ,दरबारी कवी
ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು,करार केला कॅमेरोनियन
ಕ್ರೌನ್,मुकुट
ಕ್ರೌನ್,मुकुट
ಕ್ರೌನ್,मुकुट
ಕ್ರೌನ್ ಭೂಮಿ,मुकुट जमीन
ಕ್ರೌನ್ ಭೂಮಿ,मुकुट जमीन
ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್,राजकुमार
ಧರ್ಮಯುದ್ಧ,धर्मयुद्ध
ಕ್ರುಸೇಡರ್,धर्मयुद्ध
ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್,क्रिप्टोग्राम
ಕ್ಯುರಾಸ್,कुइरास
ಕ್ಯುರಾಸಿಯರ್,क्युरासियर
ಆರಾಧನಾ ದೇವತೆ,पंथ देवता
ಕ್ಯೂರಿಯಾ,कुरिया
ಕ್ಯೂರಿಯಾ,कुरिया
ಜಾರಿಸಂ,झारवाद
ಡಾರ್ಕ್ ಖಂಡ,गडद खंड
ತೀರ್ಪಿನ ದಿನ,न्यायाचा दिवस
ತೀರ್ಪಿನ ದಿನ,न्यायाचा दिवस
ಡೀನ್,डीन
ದಶಕ,दशक
ಡೆನಾರಿಯಸ್,दिनारियस
ಪದಚ್ಯುತ ದೊರೆ,पदच्युत सम्राट
ಹಾಳುಮಾಡು,उध्वस्त करा
ಹಾಳಾಗುವಿಕೆ,उध्वस्त
ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು,डिथ्रोन
ಡೈಡೆಮ್,डायडेम
ಡೈಡೆಮ್,डायडेम
ಡೈಡೆಮ್,डायडेम
ಡಯಾಸಿಯಾ,डायशिया
ಡಿಕಾಸ್ಟರಿಯಮ್,डिकॅस्टेरियम
ಡಿಲುವಿಯಲಿಸ್ಟ್,डिलुवालिस्ट
ಧರ್ಮಪ್ರಾಂತ್ಯ,बिशपच्या अधिकारातील प्रदेश
ಧರ್ಮಪ್ರಾಂತ್ಯ,बिशपच्या अधिकारातील प्रदेश
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),डायरेक्टरी (=निर्देशिका)
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),डायरेक्टरी (=निर्देशिका)
ದಿರ್ಹಮ್,दिरहाम
ವಿಶ್ವಾಸದ್ರೋಹಿ,अविश्वासू
ವಿಶ್ವಾಸದ್ರೋಹಿ,अविश्वासू
ವಿಳಂಬದ ಸಿದ್ಧಾಂತ,चूकीचा सिद्धांत
ಡಾಕ್ಯುಮೆಂಟ್,दस्तऐवज
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,कागदोपत्री पुरावा
ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ,डोम्सडे बुक
ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ,कॉन्स्टंटाईनचे दान
ಡೂಮ್,नशिबात
ವರದಕ್ಷಿಣೆ ರಾಣಿ,डोगर राणी
ಡ್ರ್ಯಾಗನ್,ड्रॅगन
ಡ್ರೋಮೆಡಿಯನ್,ड्रोमेडरियन
ಡ್ರೊಮೆಡರಿ,ड्रोमेडरी
ಡ್ರೊಮಂಡ್,ड्रोमंड
ದ್ವಂದ್ವ,दुहेरी
ಉಭಯ ಮೈತ್ರಿ,दुहेरी युती
ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ,दुहेरी entente
ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ),दुहेरी प्रणाली (= दुहेरी सरकार)
ಡ್ಯೂಕ್,सरदार
ಡುಮಾ,ड्यूमा
ಕುಬ್ಜ ಅವತಾರ,बटू अवतार
ರಾಜವಂಶ,राजवंश
ರಾಜವಂಶ,राजवंश
ಹದ್ದು,गरुड
ಹಿರಿಯ ಮನುಷ್ಯ,मोठा माणूस
ಅರ್ಲ್,अर्ल
ಅರ್ಲ್ಡಮ್,अर्लडम
ಆರಂಭಿಕ ಗುಪ್ತರು,लवकर गुप्त
ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು,प्रारंभिक (ऐतिहासिक) साइट
ಆರಂಭಿಕ ವೇದ ಕಾಲ,प्रारंभिक वैदिक काळ
ಎಕ್ಲೇಷಿಯಾ,उपदेशक
ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ,पुनर्स्थापना आदेश
ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ,आठ पट मार्ग
ಹಿರಿಯರು,वडीलधारे
ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ),ज्येष्ठ राजकारणी (= genro)
ಆನೆ ಮೇಡು,हत्तीचा गोडा
ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ,अकरा वर्षांचा जुलूम
ಎಲಿಸೇ (=ಎಲಿಸೀ),एलिसी (=एलिसी)
ಆವರಣ ಚಳುವಳಿ,बंदिस्त चळवळ
ಎನ್ಸೈಕ್ಲಿಕಲ್,एनसायकिकल
ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ,विश्वकोशवादी चळवळ
ಎಂಟೆಂಟೆ,एंटेंट
ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್,एंटेंट कॉर्डियल
ಸಿಂಹಾಸನ,सिंहासन
ಪರಿವಾರ,दलाल
ಎಫೋಡ್,एफोद
ಎಫೋರ್,एफोर
ಮಹಾಕಾವ್ಯ ಯುಗ,महाकाव्य युग
ಮಹಾಕಾವ್ಯದ ನಾಯಕ,महाकाव्य नायक
ಎಪಿಗ್ರಾಫ್,एपिग्राफ
ಎಪಿಸ್ಕೋಪಸಿ,एपिस्कोपसी
ಎಪಿಸ್ಕೋಪೇಟ್,एपिस्कोपेट
ಸಂಚಿಕೆ,भाग
ಯುಗ,युग
ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ,युग निर्माण करणारी घटना
ಯುಗಪುರುಷ,युग निर्माण करणारा माणूस
ನಾಮಪದ,उपनाम
ಇಕ್ವೆರಿ,इक्वरी
ಇಕ್ವೆರಿ,इक्वरी
ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ,अश्वारूढ पुतळा
ಯುಗ,युग
ಎರ್ಗಸ್ಟುಲಮ್,एर्गस्टुलम
ಯೂಕರಿಸ್ಟ್,युकेरिस्ट
ಸುವಾರ್ತಾಬೋಧನೆ,इव्हेंजेलिकलिझम
ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ,इव्हँजेलिकल चळवळ
ಸುವಾರ್ತಾಬೋಧಕ,प्रचारक
ಎಕ್ಸಾರ್ಚ್,Exarch
ಎಕ್ಸಿಲಾರ್ಚ್,Exilarch
ಫಾಲಂಗಿಸ್ಟ್,फालंगिस्ट
ತಂದೆ ಭೂಮಿ,वडिलांची जमीन
ತಂದೆ ಭೂಮಿ,वडिलांची जमीन
ಫೆರಿಯಾ,फेरी
ಫೆಟಿಶ್,फेटिश
ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು,जहागीरदार धारण
ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ),सरंजामशाही (=सामंत व्यवस्था)
ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ,सरंजामशाही व्यवस्था
ಊಳಿಗಮಾನ್ಯ,सामंत
ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ),फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
ಫೈಫ್,फिफ
ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ,फील्ड सिस्टम
ಹದಿನೈದನೇ ತೆರಿಗೆ,पंधरावा कर
ಚಿತ್ರ ತಲೆ,आकृती डोके
ಫಿನ್ ಡಿ ಸೈಕಲ್,फिन डी siecle
ಬೆಂಕಿ ತಿನ್ನುವವನು,आग भक्षक
ಐದು ಮೈಲಿ ಕಾಯಿದೆ,पाच मैल कायदा
ಧ್ವಜ,झेंडा
ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್,फ्लेमेन डायलिस
ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್,फ्लेमेन मार्शियलिस
ಉರಿಯುವ ಟಾರ್ಚ್,ज्वलंत मशाल
ಪಾರ್ಶ್ವ,पार्श्वभाग
ಪಾರ್ಶ್ವ ಚಲನೆ,flanking चळवळ
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ,भरभराट होत असलेली सभ्यता
ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ,प्रवाही विश्वास
ಜನಪದ ದೇವರು,लोकदेवता
ಜನಪದ ದೇವತೆ,लोकदेवता
ಜಾನಪದ ಸ್ಮರಣೆ,लोक स्मृती
ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ),लोककथा (=लोककथा)
ಆಹಾರ ಹುಡುಕುವುದು,चारा
ಮುನ್ನುಗ್ಗಿ,धाड
ಮುಂದಾಳು,पूर्वापार
ಪೂರ್ವಜ,पूर्वज
ಮುಂದಾಳು,अग्रदूत
ನಿರಾಶಾದಾಯಕ ಭರವಸೆ,उदासीन आशा
ರಚನಾತ್ಮಕ ಹಂತ,निर्मितीचा टप्पा
ಕೋಟೆ,किल्ला
ಕೋಟೆ,तटबंदी
ಕೋಟೆಯ ಪಟ್ಟಣ,तटबंदी असलेले शहर
ಕೋಟೆ,किल्ला
ಫಾರ್ಚುನಾ,फॉर्च्युना
ಫೋರಮ್ ರೋಮನಮ್,फोरम रोमनम
ಫ್ರಾನ್ಸಿಸ್ಕನ್,फ्रान्सिस्कन
ಫ್ರಾಂಕ್ಲಿನ್,फ्रँकलिन
ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ,भ्रातृसंहारक युद्ध
ಉಚಿತ ಚರ್ಚ್,मोफत चर्च
ಫ್ರೀಹೋಲ್ಡರ್,फ्रीहोल्डर
ಸ್ವತಂತ್ರ ಸೈನಿಕ,फ्रीलान्स सैनिक
ಸ್ವತಂತ್ರ ಸೈನಿಕ,फ्रीलान्स सैनिक
ಫ್ರೀಮನ್,फ्रीमॅन
ಫ್ರೀಮನ್,फ्रीमॅन
ಫ್ರೀಪಾಸ್,मोफत पास
ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ,फ्रेंच क्रांती
ಫ್ರಿಯರ್,तपस्वी
ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು,फ्रियाशियन भाडोत्री
ಗಡಿನಾಡಿನ ಮನುಷ್ಯ,सीमावर्ती माणूस
ಗ್ಯಾಲಿಯನ್,गॅलिओन
ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್),गॅलिकन (=गॅलिकनिस्ट)
ಗ್ಯಾಲಿಕಾನಿಸಂ,गॅलिकनिझम
ಗ್ಯಾರಿಸನ್,गॅरिसन
ಗೌಲ್,गॉल
ಗೌಂಟ್ಲೆಟ್,गॉन्टलेट
ಗೌಂಟ್ಲೆಟ್,गॉन्टलेट
ಗೆಜೆಬೋ,गॅझेबो
ಗೆಜೆಬೋ,गॅझेबो
ಗೆಜೆಬೋ,गॅझेबो
ವಂಶಾವಳಿಯ ಇತಿಹಾಸ,वंशावळीचा इतिहास
ವಂಶಾವಳಿಯ ದಾಖಲೆ,वंशावळी रेकॉर्ड
ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ,वंशावळी सारणी
ವಂಶಾವಳಿಯ ಮರ,वंशावळीचे झाड
ವಂಶಾವಳಿ,वंशावळी
ವಂಶಾವಳಿ,वंशावळी
ಪೀಳಿಗೆ,पिढी
ನರಮೇಧ,नरसंहार
ಅನ್ಯಜಾತಿ,परराष्ट्रीय
ಅನ್ಯಜಾತಿ,परराष्ट्रीय
ಅನ್ಯಜಾತಿ,परराष्ट्रीय
ಅನ್ಯಜಾತಿ,परराष्ट्रीय
ಘೆಟ್ಟೋ,वस्ती
ಘೆಟ್ಟೋ,वस्ती
ಗಿಬೆಟ್,गिबेट
ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್),गिल्ड (=गिल्ड)
ಗ್ಲಾಡಿಯೇಟರ್,ग्लॅडिएटर
ಅದ್ಭುತ ಕ್ರಾಂತಿ,गौरवशाली क्रांती
ಗೋಲ್ಡನ್ ಹಾರ್ಡ್,गोल्डन हॉर्डे
ಮಹಾಮೈತ್ರಿಕೂಟ,महाआघाडी
ಗ್ರ್ಯಾಂಡಿ,ग्रँडी
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,ग्रँड सिग्नर
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,ग्रँड सिग्नर
ಮಹಾ ಅಂತರ್ಯುದ್ಧ,महान गृहयुद्ध
ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ),महान प्रस्थान (बुद्धाचे)
ಬೃಹತ್ ಭಾರತ,ग्रेटर इंडिया
ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್,ग्रेट हेलास
ಗ್ರೇಟ್ ಹೋರ್ಡ್,ग्रेट होर्डे
ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ),महान त्याग (=महान प्रस्थान)
ಗ್ರೇಟ್ ಸೀಲ್,ग्रेट सील
ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್,ग्रेट ट्रॅक
ದೊಡ್ಡ ವಾಹನ,उत्तम वाहन
ಚೀನಾದ ಮಹಾಗೋಡೆ,चीनची महान भिंत
ಗ್ರೀವ್,ग्रीव्ह
ಗಾರ್ಡ್-ಚೇಂಬರ್,गार्ड-चेंबर
ಗಾರ್ಡ್-ಚೇಂಬರ್,गार्ड-चेंबर
ಗಾರ್ಡ್-ಚೇಂಬರ್,गार्ड-चेंबर
ಗುಪ್ತರು,गुप्ता
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,हॅगिओग्राफी
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,हॅगिओग्राफी
ಹ್ಯಾಜಿಯಾಲಜಿ,हॅगिओलॉजी
ಹ್ಯಾಜಿಯಾಲಜಿ,हॅगिओलॉजी
ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್,खाजगी प्रेक्षकांचा हॉल
ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ,सार्वजनिक प्रेक्षकांचा हॉल
ಹ್ಯಾಚ್ಮೆಂಟ್,हॅचमेंट
ಹೀತೆನ್,हिथन
ಹೀಥೆನ್,हिथन
ಹೀಥೆನಿಸಂ,हिथिनिझम
ಹೆಗಿರಾ (ಹೆಜೆರಾ),हेगिरा (हेजेरा)
ಹೆಲೆನಿಸಂ,हेलेनिझम
ಹೆಲೋಟ್,हेलोट
ಹೆರಾಲ್ಡ್ರಿ,हेरलड्री
ಪರಂಪರೆ,वारसा
ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು,चित्रलिपी रेखीय वर्ण
ಚಿತ್ರಲಿಪಿ ಲಿಪಿ,चित्रलिपी लिपी
ಹೈ ಚರ್ಚ್,उच्च चर्च
ಹೈ ಲ್ಯಾಂಡರ್,उंच लँडर
ಹಿಂದೂ ಧರ್ಮ,हिंदू धर्म
ಇತಿಹಾಸಕಾರ,इतिहासकार
ಇತಿಹಾಸಕಾರ,इतिहासकार
ಐತಿಹಾಸಿಕ ಭೌತವಾದ,ऐतिहासिक भौतिकवाद
ಐತಿಹಾಸಿಕ ಯುಗ,ऐतिहासिक युग
ಐತಿಹಾಸಿಕ ಗಡಿ,ऐतिहासिक सीमा
ಇತಿಹಾಸಕಾರ,इतिहासकार
ಇತಿಹಾಸಕಾರ,इतिहासकार
ಇತಿಹಾಸಶಾಸ್ತ್ರ,इतिहासलेखन
ಇತಿಹಾಸಶಾಸ್ತ್ರ,इतिहासलेखन
ಇತಿಹಾಸ,इतिहास
ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ,हिटाइट साम्राज्य
ಪವಿತ್ರ ಮೈತ್ರಿ,पवित्र युती
ಪವಿತ್ರ ನಗರ,पवित्र शहर
ಪವಿತ್ರ ನಗರ,पवित्र शहर
ಪವಿತ್ರ ಭೂಮಿ,पवित्र भूमी
ಪವಿತ್ರ ಭೂಮಿ,पवित्र भूमी
ಹೋಲಿ ಲೀಗ್,होली लीग
ಹೋಲಿ ಲೀಗ್,होली लीग
ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಜ್ಯ (=ಸಾಮ್ರಾಜ್ಯ),पवित्र रोमन साम्राज्य (=द एम्पायर)
ಪವಿತ್ರ ಸಮುದ್ರ,पवित्र समुद्र
ಪವಿತ್ರ ಸಮುದ್ರ,पवित्र समुद्र
ಪವಿತ್ರ ಯುದ್ಧ,पवित्र युद्ध
ಪವಿತ್ರ ಯುದ್ಧ,पवित्र युद्ध
ಗೃಹ ಸರ್ಕಾರ,गृह सरकार
ಗೃಹರಕ್ಷಕ,होमगार्ड
ತಾಯ್ನಾಡು,जन्मभुमी
ಗೃಹ ನಿಯಮ,घरचा नियम
ಹೋಮ್ ರೂಲ್,होम रूल
ತಂಡ,होर्डे
ತಂಡ,होर्डे
ಪ್ರತಿಕೂಲ ದೇಶ,शत्रु देश
ಪ್ರತಿಕೂಲ ಭೂಮಿ,प्रतिकूल जमीन
ಬಿಸಿ ಅನ್ವೇಷಣೆ,गरम पाठलाग
ಮನೆ,घर
ಮನೆ,घर
ಹೌಸ್ ಆಫ್ ಕಾಮನ್ಸ್,हाऊस ऑफ कॉमन्स
ಹೌಸ್ ಆಫ್ ಲಾರ್ಡ್ಸ್,हाऊस ऑफ लॉर्ड्स
ಹೌಸ್ ಆಫ್ ರೆಪ್ರೆಸೆಂಟೇಟಿವ್ಸ್,प्रतिनिधीगृह
ಹುಗೆನೋಟ್ಸ್,Huguenots
ಮಾನವತಾವಾದ,मानवतावाद
ಮಾನವತಾವಾದಿ,मानवतावादी
ಹಂಡ್ರೆಡ್ ಯೆಸರ್ಸ್ ವಾರ್,शंभर येसर्स युद्ध
ಹಂಕರ್,हुंकार
ಇಬಾದತ್ ಖಾನಾ (ಆರಾಧನೆಯ ಮನೆ),इबादत खाना (पूजागृह)
ಐಕಾನೊಕ್ಲಾಸ್ಟ್,आयकॉनोक्लास्ट
ವಿಗ್ರಹಾರಾಧಕ,मूर्तिपूजक
ಇಲಾಹಿ ಯುಗ,इलाही युग
ಕಾನೂನುಬಾಹಿರ ಯುದ್ಧ,बेकायदेशीर युद्ध
ಪ್ರಕಾಶಿತ ಹಸ್ತಪ್ರತಿ,प्रकाशित हस्तलिखित
ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ,सचित्र हस्तलिखित
ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ,सचित्र हस्तलिखित
ಇಮಾಮ್ (ಇಮ್ಮಾಮ್),इमाम (इम्माम)
ಇಮಾಮತ್,इमामते
ಇಮಾಮತ್,इमामते
ಇಮಾಂಬರಃ,इमामबारा
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,शाही
ಇಂಪೀರಿಯಲ್ ನಗರ,शाही शहर
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,साम्राज्यवाद
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆದ್ಯತೆ,शाही प्राधान्य
ಅಸಮರ್ಥತೆ,बेधडकपणा
ವಂಚಕ,ढोंगी
ಸೆರೆವಾಸ,तुरुंगवास
ಸೆರೆವಾಸ,तुरुंगवास
ಆಕ್ರಮಣ,घुसखोरी
ಆಕ್ರಮಣಕಾರ,घुसखोर
ಸ್ವಾತಂತ್ರ್ಯ,स्वातंत्र्य
ಸ್ವಾತಂತ್ರ್ಯ ದಿನ,स्वातंत्र्यदिन
ಸ್ವಾತಂತ್ರ್ಯ ಸಭಾಂಗಣ,इंडिपेंडन्स हॉल
ಇಂಡಿಯನ್ ಅಮೆರಿಯನ್ (=ರೆಡ್ ಇಂಡಿಯನ್=ಅಮೇರಿಕನ್ ಇಂಡಿಯನ್),भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय)
ಇಂಡಿಯನ್ ಹೋಮ್ ರೂಲ್ ಲೀಗ್,इंडियन होम रूल लीग
ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ,औद्योगिक क्रांती
ನಾಸ್ತಿಕ,काफिर
ನಾಸ್ತಿಕ,काफिर
ಒಳನುಸುಳುವಿಕೆ,घुसखोरी
ಒಳನುಸುಳುವವನು,घुसखोर
ಮಾಹಿತಿದಾರ,माहिती देणारा
ಮಾಹಿತಿದಾರ,माहिती देणारा
ಮಾಹಿತಿದಾರ,माहिती देणारा
ಮಾಹಿತಿದಾರ,माहिती देणारा
ಪ್ರವೇಶ,प्रवेश
ಪ್ರವೇಶ,प्रवेश
ಪ್ರವೇಶ,प्रवेश
ವಾಸಸ್ಥಾನ,वस्ती
ನಿವಾಸಿ,रहिवासी
ಆನುವಂಶಿಕತೆ,वारसा
ಆನುವಂಶಿಕತೆ,वारसा
ಆನುವಂಶಿಕತೆ,वारसा
ಶಾಸನ,शिलालेख
ಲಾಂಛನ,बोधचिन्ह
ಪ್ರವೇಶದ ಉಪಕರಣ,प्रवेशाचे साधन
ಸರ್ಕಾರದ ಉಪಕರಣ,शासनाचे साधन
ದಂಗೆ (ದಂಗೆ),बंड (बंड)
ದಂಗೆಕೋರ,बंडखोर
ದಂಗೆ,बंड
ದಂಗೆ,बंड
ಏಕೀಕರಣ,एकत्रीकरण
ದಾಖಲೆಗಳ ಸಮಗ್ರತೆ,रेकॉर्डची अखंडता
ರಾಜ್ಯಗಳ ಸಮಗ್ರತೆ,राज्यांची अखंडता
ಬುದ್ಧಿಜೀವಿಗಳು (ಬುದ್ಧಿವಂತರು),बुद्धिमत्ता (बुद्धिमान)
ಮಧ್ಯಸ್ಥಿಕೆ,मध्यस्थी
ಮಧ್ಯಸ್ಥಗಾರ,मध्यस्थी करणारा
ಮಧ್ಯವರ್ತಿ,मध्यस्थ
ಅಂತರಾಷ್ಟ್ರೀಯತೆ,आंतरराष्ट्रीयवाद
ಅಂತರಾಷ್ಟ್ರೀಯತೆ,आंतरराष्ट्रीयवाद
ಅಂತರಾಷ್ಟ್ರೀಯವಾದಿ,आंतरराष्ट्रीयवादी
ಆಂತರಿಕ ಯುದ್ಧ,परस्पर युद्ध
ಇಂಟರ್ನಿ,इंटर्नी
ಇಂಟರ್ನಿ,इंटर्नी
ಇಂಟರ್ನಿ ಶಿಬಿರ,इंटर्नी कॅम्प
ಅಂತಃಕರಣ,नजरबंदी
ಅಂತಃಕರಣ,नजरबंदी
ಅಂತಃಕರಣ,नजरबंदी
ಇಂಟರ್‌ನನ್ಸಿಯೋ,Internuncio
ಇಂಟರ್ಪ್ರಿಟರ್,दुभाषी
ಇಂಟರ್ಪ್ರಿಟರ್,दुभाषी
ಇಂಟರ್ಪ್ರಿಟರ್,दुभाषी
ಹಸ್ತಕ್ಷೇಪ,हस्तक्षेप
ಕರುಳುವಾಳ,Intestacy
ಕರುಳು,Intestate
ಒಳಸಂಚು,कारस्थान
ಒಳನುಗ್ಗುವವರು,घुसखोर
ಒಳನುಗ್ಗುವವರು,घुसखोर
ಒಳನುಗ್ಗುವಿಕೆ,घुसखोरी
ಆಕ್ರಮಣ,आक्रमण
ಆಕ್ರಮಣ,आक्रमण
ಹೂಡಿಕೆ ಮಾಡಿ,गुंतवणूक करा
ಹೂಡಿಕೆ ಮಾಡಿ,गुंतवणूक करा
ಹೂಡಿಕೆ ಮಾಡಿ,गुंतवणूक करा
ಹೂಡಿಕೆ ಮಾಡಿ,गुंतवणूक करा
ಹೂಡಿಕೆ,गुंतवणूक
ಹೂಡಿಕೆ,गुंतवणूक
ಹೂಡಿಕೆ,गुंतवणूक
ಹೂಡಿಕೆ ಸಮಾರಂಭ,गुंतवणूक समारंभ
ರಾಷ್ಟ್ರೀಯತೆಯೊಂದಿಗೆ ಹೂಡಿಕೆ ಮಾಡಿ,राष्ट्रीयत्वासह गुंतवणूक करा
ಅಜೇಯ ನೌಕಾಪಡೆ,अजिंक्य आरमार
ಉಲ್ಲಂಘನೆ (ರಾಜ್ಯದ),उल्लंघन (राज्याचे)
ಉಲ್ಲಂಘಿಸುವ ಸ್ಥಿತಿ,उल्लंघन स्थिती
ಅವೇಧನೀಯ ಕೋಟೆ,अभेद्य किल्ला
ಕಬ್ಬಿಣದ ಯುಗ,लोह वय
ಕಬ್ಬಿಣದ ಪರದೆ,लोखंडी पडदा
ಕಬ್ಬಿಣದ ಕಾವಲು,लोखंडी रक्षक
