Assamese,Odiya
কনফ&#39;কেল হাইপাৰব&#39;লা,କନଫୋକାଲ୍ ହାଇପରବୋଲା |
কনফ&#39;কেল হাইপাৰব&#39;ল&#39;ইড,କନଫୋକାଲ୍ ହାଇପରବୋଲଏଡ୍ |
কনফ&#39;কেল পেৰাব&#39;লা,କନଫୋକାଲ୍ ପାରାବୋଲା |
কনফ&#39;কেল পেৰাব&#39;ল&#39;ইডাল কৰ্ডিনেট,କନଫୋକାଲ୍ ପାରାବୋଲାଇଡାଲ୍ କୋର୍ଡିନେଟ୍ସ |
কনফৰ্মেল,ଅନୁକୂଳ |
কনফৰ্মেল মেপিং,କନଫର୍ମାଲ୍ ମ୍ୟାପିଙ୍ଗ୍ |
সমন্বয়,ସମନ୍ୱୟ |
বৃত্তৰ সমন্বয়,ବୃତ୍ତର ସମନ୍ୱୟ |
সমন্বিত,ସମନ୍ୱିତ |
সমন্বিত মেট্ৰিক্স,ସମନ୍ୱିତ ମେଟ୍ରିକ୍ସ |
কনিক,conic
শংকু আকৃতিৰ ফ্ৰষ্টাম,conical frustum |
শংকু আকৃতিৰ হেলিক্স,କୋନିକାଲ୍ ହେଲିକ୍ସ |
শংকু আকৃতিৰ অংশ,କୋନିକାଲ୍ ବିଭାଗ |
কনিক্স,conics
শংকুযুক্ত অংশ,କୋନିକ୍ ବିଭାଗ |
সংযুক্ত,କଞ୍ଜୁଗେଟ୍ |
সংযুক্ত কোণ,କଞ୍ଜୁଗେଟ୍ କୋଣଗୁଡିକ |
সংযুক্ত অক্ষ,କଞ୍ଜୁଗେଟ୍ ଅକ୍ଷ |
সংযুক্ত জটিল সংখ্যা,ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକୁ ସଂଯୋଗ କରନ୍ତୁ |
সংযোজিত দিশ,ସଂଯୋଗ ଦିଗଗୁଡିକ |
সংযুক্ত ফলন,କଞ୍ଜୁଗେଟ୍ ଫଙ୍କସନ୍ସ |
মেট্ৰিক্সৰ সংযুক্ত,ମ୍ୟାଟ୍ରିକ୍ସର କଞ୍ଜୁଗେଟ୍ |
কনজুগেট পাৰ্মিউটেচন,conjugate permutation
কনজুগেট ট্ৰেন্সপ&#39;জ,କଞ୍ଜୁଗେଟ୍ ଟ୍ରାନ୍ସପୋଜ୍ |
conjuction,ସଂଯୋଗ
একেৰাহে,ଲଗାତାର
একেৰাহে সংখ্যা,କ୍ରମାଗତ ସଂଖ୍ୟା
শক্তিৰ সংৰক্ষণ,ଶକ୍ତି ସଂରକ୍ଷଣ
ভৰ সংৰক্ষণ,ଜନ ସଂରକ୍ଷଣ
ৰক্ষণশীল,ରକ୍ଷଣଶୀଳ |
স্থিৰতা,ସ୍ଥିରତା |
স্থায়িত্বৰ অৱস্থা,ସ୍ଥିରତା ଅବସ୍ଥା |
সামঞ্জস্যপূৰ্ণ অনুমান,ସ୍ଥିର ଆକଳନ |
সামঞ্জস্যপূৰ্ণ অনুমানক,ସ୍ଥିର ଆକଳନକାରୀ |
সামঞ্জস্যপূৰ্ণ পৰিসংখ্যা,ସ୍ଥିର ପରିସଂଖ୍ୟାନ |
সামঞ্জস্যপূৰ্ণ ব্যৱস্থা,ସ୍ଥିର ସିଷ୍ଟମ୍ |
কনছল,କନସୋଲ୍
নেৰানেপেৰা,ସ୍ଥିର
স্থিৰ ত্বৰণ,କ୍ରମାଗତ ତ୍ୱରଣ |
ধ্ৰুৱক ফলন,ସ୍ଥିର କାର୍ଯ୍ୟ
মাধ্যাকৰ্ষণৰ ধ্ৰুৱক,ମାଧ୍ୟାକର୍ଷଣର ସ୍ଥିର |
সংহতিৰ ধ্ৰুৱক,ଏକୀକରଣର ସ୍ଥିର |
সমানুপাতিকতাৰ ধ্ৰুৱক,ଆନୁପାତିକତାର ସ୍ଥିର |
ধ্ৰুৱক প্ৰাচল,ସ୍ଥିର ପାରାମିଟର |
ধ্ৰুৱক বহুপদ,କ୍ରମାଗତ ବହୁଭୂତ |
ধ্ৰুৱক অনুপাত,ସ୍ଥିର ଅନୁପାତ |
স্থিৰ গতি,କ୍ରମାଗତ ଗତି |
ধ্ৰুৱক পদ,ସ୍ଥିର ଅବଧି
ধ্ৰুৱক বেগ,ସ୍ଥିର ବେଗ |
গঠনমূলক সমীকৰণ,ଗଠନମୂଳକ ସମୀକରଣ |
বাধা,ପ୍ରତିବନ୍ଧକ
construct,ନିର୍ମାଣ
নিৰ্মাণ,ନିର୍ମାଣ
গ্ৰাহকৰ পছন্দ,ଗ୍ରାହକ ପସନ୍ଦ
খৰচ কাৰ্য্য,ବ୍ୟବହାର କାର୍ଯ୍ୟ
সংস্পৰ্শ কোণ,ଯୋଗାଯୋଗ କୋଣ
যোগাযোগ বিন্দু,ଯୋଗାଯୋଗ ବିନ୍ଦୁ
contained in,ଏଥିରେ ଅନ୍ତର୍ଭୁକ୍ତ |
আকস্মিকতা টেবুল,କଣ୍ଟିଜେନ୍ସି ଟେବୁଲ୍ |
কন্টিনিউম মেকানিক্স,ନିରନ୍ତର ଯାନ୍ତ୍ରିକ |
অব্যাহত ভগ্নাংশ,ଅବିରତ ଭଗ୍ନାଂଶ |
অব্যাহত থকা পণ্য,ଜାରି ଉତ୍ପାଦ |
ধাৰাবাহিকতা,ନିରନ୍ତରତା |
কাৰ্য্যৰ ধাৰাবাহিকতা,କାର୍ଯ୍ୟର ନିରନ୍ତରତା |
ধাৰাবাহিকতা পৰীক্ষা,ନିରନ୍ତର ପରୀକ୍ଷା |
অবিৰত,ନିରନ୍ତର |
অবিৰত ব্যুৎপত্তি,କ୍ରମାଗତ ଡେରିଭେଟିଭ୍ |
অবিৰত বিতৰণ,ନିରନ୍ତର ବଣ୍ଟନ |
ওপৰৰ পৰা অবিৰত,ଉପରୁ ନିରନ୍ତର |
অবিৰত কাৰ্য্য,ନିରନ୍ତର କାର୍ଯ୍ୟ
অবিৰতভাৱে পাৰ্থক্যযোগ্য,କ୍ରମାଗତ ଭାବରେ ଭିନ୍ନକ୍ଷମ |
অবিৰত মানচিত্ৰ,ନିରନ୍ତର ମାନଚିତ୍ର
অবিৰত মেপিং,କ୍ରମାଗତ ମ୍ୟାପିଙ୍ଗ୍ |
অবিৰত সম্ভাৱনা ঘনত্ব ফলন,ନିରନ୍ତର ସମ୍ଭାବ୍ୟତା ଘନତା କାର୍ଯ୍ୟ |
অবিৰত সম্ভাৱনা বিতৰণ,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
অবিৰত যাদৃচ্ছিক চলক,କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
অবিৰত নমুনা স্থান,ନିରନ୍ତର ନମୁନା ସ୍ଥାନ |
অবিৰত চলক,କ୍ରମାଗତ ଭେରିଏବଲ୍ |
অবিৰত তৰংগ,କ୍ରମାଗତ ତରଙ୍ଗ |
ধাৰাবাহিকতা,ନିରନ୍ତର |
ধাৰাবাহিকতা অনুমান (= ধাৰাবাহিক স্বতন্ত্ৰতা),କ୍ରମାଗତ ଅନୁମାନ (= କ୍ରମାଗତ ଆକ୍ସିୟମ୍)
বাস্তৱ সংখ্যাৰ ধাৰাবাহিকতা (= বাস্তৱ সংখ্যাৰ গোট),ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ନିରନ୍ତର (= ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ସେଟ୍)
ধাৰাবাহিকতা তত্ত্ব,ନିରନ୍ତର ସିଦ୍ଧାନ୍ତ |
কনট্যুৰ সংহতি,ବିଷୟବସ୍ତୁ ସଂଯୋଗ
সংকোচন মেপিং,ସଂକୋଚନ ମ୍ୟାପିଂ |
বৈপৰীত্য,ପ୍ରତିବାଦ
বিপৰীতমুখী,ପ୍ରତିବାଦକାରୀ |
নিয়ন্ত্ৰণ,ନିୟନ୍ତ୍ରଣ
নিয়ন্ত্ৰণ লেখচিত্ৰ,ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ
গড়ৰ বাবে নিয়ন্ত্ৰণ চাৰ্ট,ହାରାହାରି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
দোষৰ বাবে নিয়ন্ত্ৰণ চাৰ্ট,ତ୍ରୁଟି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
পৰিসীমাৰ বাবে নিয়ন্ত্ৰণ লেখচিত্ৰ,ପରିସର ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
চলকৰ বাবে নিয়ন্ত্ৰণ লেখচিত্ৰ,ଭେରିଏବଲ୍ ପାଇଁ କଣ୍ଟ୍ରୋଲ୍ ଚାର୍ଟ |
converge,ଏକତ୍ର କର |
গড়ত অভিসৰণ,ଅର୍ଥରେ ସମ୍ମିଶ୍ରଣ |
গড় বৰ্গত অভিসৰণ,ଅର୍ଥ ବର୍ଗରେ ସମ୍ମିଶ୍ରଣ |
সম্ভাৱনাত অভিসৰণ,ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |
অভিসৰণ সীমা,ସମ୍ମିଶ୍ରଣ ସୀମା |
অভিসৰণ ব্যাসাৰ্ধ,ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |
অভিসৰণ অঞ্চল,ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |
অভিসৰণকাৰী,ସମ୍ମିଳିତ
অভিসৰণকাৰী ক্ৰম,ସମ୍ମିଳିତ କ୍ରମ |
অভিসৰণকাৰী শৃংখলা,ସମ୍ମିଳିତ କ୍ରମ |
converse,କଥାବାର୍ତ୍ତା |
ইয়াৰ বিপৰীতে,ବିପରୀତରେ |
ৰূপান্তৰ ভগ্নাংশ,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
ৰূপান্তৰ টেবুল,ରୂପାନ୍ତର ସାରଣୀ |
উত্তল,ଉନ୍ମୁକ୍ତ
উত্তল শৰীৰ,ଉନ୍ମୁକ୍ତ ଶରୀର |
উত্তল সংমিশ্ৰণ,ଉନ୍ମୁକ୍ତ ମିଶ୍ରଣ |
উত্তল আৱৰণ (=উত্তল ঢাল),ଉନ୍ମୁକ୍ତ କଭର (= ଉନ୍ମୁକ୍ତ ହଲ୍)
উত্তল ফলন,ଉନ୍ମୁକ୍ତ କାର୍ଯ୍ୟ
উত্তল ৰৈখিক সংমিশ্ৰণ,ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ମିଶ୍ରଣ |
উত্তল ৰৈখিক প্ৰগ্ৰেমিং,ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |
উত্তল মেট্ৰিক স্থান,ଉନ୍ମୁକ୍ତ ମେଟ୍ରିକ୍ ସ୍ପେସ୍ |
উত্তল বহুভুজ,କନଭକ୍ସ ପଲିହେଡ୍ରନ୍ |
উত্তল প্ৰগ্ৰেমিং,ଉନ୍ମୁକ୍ତ ପ୍ରୋଗ୍ରାମିଂ |
উত্তল অঞ্চল,ଉନ୍ମୁକ୍ତ ଅଞ୍ଚଳ |
উত্তল গোট,ଉନ୍ମୁକ୍ତ ସେଟ୍ |
কনভল্যুচন,ସଂକଳ୍ପ
কনভল্যুচন integral,ସଂକଳନ ଅବିଚ୍ଛେଦ୍ୟ |
কনভল্যুচন উপপাদ্য (= faltung উপপাদ্য),କନଭୋଲ୍ୟୁସନ୍ ଥିଓରେମ୍ (= ଫାଲ୍ଟଙ୍ଗ ଥିଓରେମ୍)
স্থানাংক,ସଂଯୋଜନା
স্থানাংক অক্ষ,ଅକ୍ଷକୁ ସଂଯୋଜନା କରନ୍ତୁ |
স্থানাংক জ্যামিতি,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
স্থানাংক সমতল,ବିମାନକୁ ସଂଯୋଜନା କରନ୍ତୁ |
স্থানাংক,ସଂଯୋଜନା
স্থানাংক ব্যৱস্থা,ସଂଯୋଜନା ପ୍ରଣାଳୀ |
কপাৰনিকান ব্যৱস্থা,କପର୍ନିକାନ୍ ସିଷ୍ଟମ୍ |
কোপ্লেনাৰ,କପ୍ଲାନାର୍ |
কোপ্লেনাৰ বল,କପ୍ଲାନାର୍ ଫୋର୍ସ |
সহযোগীতা,କପଲାନାରିଟି |
ক&#39;প্ৰাইম সংখ্যা,କପ୍ରିମ ସଂଖ୍ୟା
সংশোধন কাৰক,ସଂଶୋଧନ କାରକ |
শুদ্ধ সমাধান,ସଠିକ୍ ସମାଧାନ |
সম্পৰ্ক,ସମ୍ପର୍କ
সম্পৰ্ক সহগ,ସଂଶୋଧନ ଗୁଣବତ୍ତା
সম্পৰ্কীয় ডায়েগ্ৰাম,ସମ୍ପର୍କ ଚିତ୍ର
সম্পৰ্কীয় ফলন,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
সম্পৰ্কীয় মেট্ৰিক্স,ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |
সম্পৰ্কীয় অনুপাত,ସମ୍ପର୍କ ଅନୁପାତ |
ক&#39;ৰেলোগ্ৰাম,କରରେଲୋଗ୍ରାମ୍ |
ক&#39;ৰেলোগ্ৰাম বিশ্লেষণ,କରେଲୋଗ୍ରାମ୍ ବିଶ୍ଳେଷଣ |
অনুৰূপ,ଅନୁରୂପ
চিঠিপত্ৰ নীতি,ଚିଠିର ନୀତି |
সংশ্লিষ্ট কোণ,ଅନୁରୂପ କୋଣ |
সংশ্লিষ্ট পক্ষ,ଅନୁରୂପ ପାର୍ଶ୍ୱ |
coset,କୋସେଟ
কোচাইন,କୋସାଇନ୍
কোচাইন নিয়ম,କୋସାଇନ୍ ନିୟମ |
খৰচ বিশ্লেষণ,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
খৰচ সৰ্বাধিক কৰা,ମୂଲ୍ୟ ସର୍ବାଧିକ
গণনাযোগ্যতা স্বতন্ত্ৰতা,ଗଣନା ଯୋଗ୍ୟତା
গণনাযোগ্য,ଗଣନାଯୋଗ୍ୟ
গণনাযোগ্য যোগকৰণ,ଗଣନାଯୋଗ୍ୟ ଯୋଗୀତା |
গণনাযোগ্য ভিত্তি,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
গণনাযোগ্য ভিত্তি,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
গণনাযোগ্য ছেট,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
গণনাযোগ্যভাৱে অসীম,ଅସଂଖ୍ୟ |
বিৰোধ,କାଉଣ୍ଟର
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
কাউণ্টাৰ উদাহৰণ,କାଉଣ୍ଟର ଉଦାହରଣ |
সহাৱস্থান,କୋଭାରିଆନ୍ସ |
সহাৱস্থান আইন,କୋଭାରିଆନ୍ସ ନିୟମ |
সহাৱস্থান মেট্ৰিক্স,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
সহাৱস্থান পদ্ধতি,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
সহাৱস্থান কৌশল,କୋଭାରିଆନ୍ସ କ techni ଶଳ |
ক্ৰেমাৰৰ নিয়ম,କ୍ରାମରଙ୍କ ନିୟମ |
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,କ୍ରାମର-ରାଓ ଅସମାନତା |
মাপকাঠী ফলন (=উদ্দেশ্যমূলক ফলন),ମାନଦଣ୍ଡ କାର୍ଯ୍ୟ (= ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍)
জটিল কোণ,ଜଟିଳ କୋଣ
জটিল বিন্দু,ଜଟିଳ ବିନ୍ଦୁ |
কাৰ্য্যৰ জটিল বিন্দু,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
জটিল মূল্য,ଜଟିଳ ମୂଲ୍ୟ
জটিল বেগ,ଜଟିଳ ବେଗ
ক্ৰছ কোৰিলেচন ফাংচন,କ୍ରସ୍ ସମ୍ପର୍କ କାର୍ଯ୍ୟ
ক্ৰছ প্ৰডাক্ট,କ୍ରସ୍ ଉତ୍ପାଦ |
ক্ৰছ ৰেচিঅ&#39;,କ୍ରସ୍ ଅନୁପାତ
ক্ৰছ ছেকচনিং,କ୍ରସ୍ ବିଭାଗ
crypt,କ୍ରିପ୍ଟ
ঘনক,କ୍ୟୁବ୍
ঘনক সংখ্যা,କ୍ୟୁବ୍ ନମ୍ବର |
ঘনক মূল,କ୍ୟୁବ୍ ମୂଳ |
ঘন,ଘନ
ঘনকীয়,ଘନ
ঘন সমীকৰণ,ଘନ ସମୀକରଣ |
ঘন ইঞ্চি,ଘନ ଇଞ୍ଚ
ঘন মিটাৰ,ଘନ ମିଟର
ঘন প্যাৰাবোলা,ଘନ ପାରାବୋଲା |
ঘনমূল,ଘନ ମୂଳ
ঘন পদ,ଘନ ଶବ୍ଦ
ঘনকীয়,କ୍ୟୁବାଇଡ୍ |
ক্ৰমবৰ্ধমান,ସଂକଳନ
ক্ৰমবৰ্ধমান বক্ৰ,ସଂକଳନ ବକ୍ର
ক্ৰমবৰ্ধমান বিতৰণ ফলন,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
ক্ৰমবৰ্ধমান কম্পাঙ্ক,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
curl,କର୍ଲ
কাৰ্ল অৱ দ্য কংগ্ৰুৱেন্স,ସମ୍ମିଶ୍ରଣର କର୍ଲ |
ভেক্টৰৰ কাৰ্ল,ଭେକ୍ଟରର କର୍
কোঁচা বন্ধনী,କୁଞ୍ଚିତ ବ୍ରାକେଟ୍ |
সোঁত,ସାମ୍ପ୍ରତିକ
বৰ্তমান বিন্দু,ସାମ୍ପ୍ରତିକ ବିନ୍ଦୁ |
বক্ৰতা,ବକ୍ରତା
বক্ৰতা প্ৰভাৱ,ବକ୍ର ପ୍ରଭାବ
বক্ৰ,ବକ୍ର
বক্ৰ ৰেখা,ବକ୍ର ରେଖା
বক্ৰ ট্ৰেচিং,ବକ୍ର ଅନୁସନ୍ଧାନ
বক্ৰৰেখাৰ এছিম্পটট,curvilinear asymptote |
বক্ৰৰেখা স্থানাংক,curvilinear coordinates
বক্ৰৰেখাৰ ৰিগ্ৰেছন,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
cusp,cusp
চক্ৰ,ଚକ୍ର
চক্ৰীয় তাৰতম্য,ଚକ୍ରବର୍ତ୍ତୀ ପରିବର୍ତ୍ତନ |
চক্ৰীয় ক্ৰছ উৎপাদন,ସାଇକ୍ଲିକ୍ କ୍ରସ୍ ଉତ୍ପାଦ |
চক্ৰীয় চাহিদা,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
চক্ৰীয় প্ৰকাশ,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
চক্ৰীয় গোট,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
চক্ৰীয় ক্ৰমবিন্যাস,ଚକ୍ରବ୍ୟୁହ
চাইক্ল&#39;ইড,ସାଇକ୍ଲୋଏଡ୍ |
চিলিণ্ডাৰ,ସିଲିଣ୍ଡର
নলাকাৰ,ସିଲିଣ୍ଡର
নলাকাৰ পৃষ্ঠ,ସିଲିଣ୍ଡର ପୃଷ୍ଠ
চাইফাৰ,ସାଇଫର୍
D&#39;alembert ৰ নীতি,D&#39;alembert ର ନୀତି |
ডেম্পড হাৰমনিক ফাংচন,ଡ୍ୟାମ୍ପଡ୍ ହାରମୋନିକ୍ ଫଙ୍କସନ୍ |
ডেম্পিং ধ্ৰুৱক,ଡମ୍ପିଂ ସ୍ଥିର |
তথ্য,ତଥ୍ୟ
তথ্যৰ উৎপত্তি,ତଥ୍ୟ ଉତ୍ପତ୍ତି
তথ্য প্ৰক্ৰিয়াকৰণ ব্যৱস্থা,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ପ୍ରଣାଳୀ |
ডাটা প্ৰচেছৰ,ଡାଟା ସଞ୍ଚାଳକ
ডাটা শ্বীট,ତଥ୍ୟ ଫର୍ଦ୍ଦ
decagon,ଡିକାଗନ୍ |
ডেকাগ্ৰাম,ଚିତ୍ର
ডেকামিটাৰ,ଡ଼େସିମିଟର |
ক্ষয় ধ্ৰুৱক,କ୍ଷୟ ସ୍ଥିର |
ক্ষয় বক্ৰ,କ୍ଷୟ ବକ୍ର
ডিচেন্ট ফাংচন,ଭଲ କାର୍ଯ୍ୟ
ডেচিগ্ৰাম,ଡେସିଗ୍ରାମ୍ |
ডেচিল,decile
দশমিক,ଦଶମିକ
দশমিক ক&#39;ড,ଦଶମିକ କୋଡ୍
দশমিক ক&#39;ডযুক্ত অংক,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
দশমিক প্ৰসাৰণ,ଦଶମିକ ବିସ୍ତାର
দশমিক ভগ্নাংশ,ଦଶମିକ ଭଗ୍ନାଂଶ
দশমিক সংকেত,ଦଶମିକ ଟିପ୍ପଣୀ |
দশমিক সংখ্যাকৰণ ব্যৱস্থা,ଦଶମିକ ସଂଖ୍ୟାକରଣ ବ୍ୟବସ୍ଥା |
দশমিক বিন্দু,ଦଶମିକ ବିନ୍ଦୁ |
দশমিক স্কেল,ଦଶମିକ ସ୍କେଲ
দশমিক ব্যৱস্থা,ଦଶମିକ ସିଷ୍ଟମ୍ |
ডেচিমিটাৰ,ଡ଼ିସିମିଟର |
ডিচিফাৰ কৰা,ଡିସିଫର୍ କରିବା |
সিদ্ধান্তৰ আৰ্হি,ନିଷ୍ପତ୍ତି ମଡେଲ୍
সিদ্ধান্ত তত্ত্ব,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
সিদ্ধান্ত চলক,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
ডিকোডাৰ,ଡିକୋଡର୍ |
ডিকোডিং,ଡିକୋଡିଂ
পচনযোগ্য ছেট,ବିଭାଜିତ ସେଟ୍ |
হ্ৰাস পাইছে,ହ୍ରାସ
হ্ৰাস পোৱা কাৰ্য্য,କାର୍ଯ୍ୟ ହ୍ରାସ
ডেডেকিণ্ডৰ কাট,ଡେଡେକିଣ୍ଡଙ୍କ କଟ୍ |
ডেডেকাইণ্ডৰ উপপাদ্য,ଡେଡେକିଣ୍ଡଙ୍କ ତତ୍ତ୍। |
deduce,ହ୍ରାସ କର |
ডিডক্টিভ পদ্ধতি,deductive ପଦ୍ଧତି |
ত্ৰুটিপূৰ্ণ,ତ୍ରୁଟିଯୁକ୍ତ
সমীকৰণ সংজ্ঞায়িত কৰা,ସମୀକରଣକୁ ବ୍ୟାଖ୍ୟା କରେ
নিৰ্দিষ্ট অখণ্ড,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
নিৰ্দিষ্ট মেট্ৰিক্স,ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |
সংজ্ঞা,ସଂଜ୍ଞା
বিকৃতি বক্ৰ,ବିକୃତି ବକ୍ର
বিকৃত পৃষ্ঠ,ବିକୃତ ପୃଷ୍ଠ
অৱক্ষয়,ଅବନତି
ট্ৰেন্সপ&#39;ৰেচন সমস্যাত অৱক্ষয়,ଟ୍ରାନ୍ସପୋରେସନ୍ ସମସ୍ୟାରେ ଅବନତି |
ডিগ্ৰী,ଡିଗ୍ରୀ
অৱভেদ্য সমীকৰণৰ ডিগ্ৰী,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଡିଗ୍ରୀ |
স্বাধীনতাৰ মাত্ৰা,ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ
বহুপদৰ ডিগ্ৰী,ବହୁଜନର ଡିଗ୍ରୀ |
মচি পেলোৱা চুবুৰী,ପଡୋଶୀ ବିଲୋପ
ডেল্টা ফাংচন,ଡେଲଟା ଫଙ୍କସନ୍
চাহিদা আৰু উপযোগিতা বক্ৰ,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
চাহিদা সমীকৰণ,ଚାହିଦା ସମୀକରଣ |
চাহিদা কাৰ্য্য,ଚାହିଦା କାର୍ଯ୍ୟ
জনগাঁথনিগত অধ্যয়ন,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
ডেম&#39;গ্ৰাফী,ଜନସଂଖ୍ୟା
ডি মইভ্ৰেৰ উপপাদ্য,ଡି ମୋଭ୍ରେଙ୍କ ଥିଓରେମ୍ |
প্ৰদৰ্শন,ପ୍ରଦର୍ଶନ
প্ৰদৰ্শন,ପ୍ରଦର୍ଶନ
প্ৰদৰ্শনমূলক জ্যামিতি,ପ୍ରଦର୍ଶନକାରୀ ଜ୍ୟାମିତି |
হৰ,ଭେଦ
ঘন গোট,ଘନ ସେଟ୍ |
ঘনত্ব,ଘନତା
denumerable set,ଅଗଣିତ ସେଟ୍ |
প্ৰস্থানকাৰী চলকসমূহ,ଭେରିଏବଲ୍ ଛାଡିବା
নিৰ্ভৰশীল ইভেন্ট,ନିର୍ଭରଶୀଳ ଘଟଣା |
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
নিৰ্ভৰশীল চলক,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
নিৰ্ভৰশীল ভিন্নতা,ନିର୍ଭରଶୀଳ ଭେରିଏଟ୍ |
ডিপ্ৰেছন এংগেল,ଉଦାସୀନତା କୋଣ
ব্যুৎপত্তি,derivation
ডেৰাইভেটিভ,derivative
ব্যুৎপন্ন শৃংখলা,ଉତ୍ପନ୍ନ କ୍ରମ |
ব্যুৎপত্তি কৰা গোট,ନିର୍ମିତ ସେଟ୍ |
অৱতৰণ কৰা,ଅବତରଣ
অৱনমিত ক্ৰম,ଅବତରଣ କ୍ରମ |
অৱনমিত শৃংখলা,ଅବତରଣ କ୍ରମ |
বৰ্ণনাত্মক জ্যামিতি,ବର୍ଣ୍ଣନାକାରୀ ଜ୍ୟାମିତି |
বৰ্ণনাত্মক আৰ্হি,ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |
বৰ্ণনাত্মক পৰিসংখ্যা,ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |
ডিজাইন,ଡିଜାଇନ୍
পৰীক্ষাৰ ডিজাইন,ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |
ডেস্ক কেলকুলেটৰ,ଡେସ୍କ କାଲକୁଲେଟର
ধৰা পেলোৱা,ଚିହ୍ନଟ
নিৰ্ণায়ক,ନିର୍ଣ୍ଣୟକାରୀ
নিৰ্ণায়ক ৰেংক,ନିର୍ଣ୍ଣୟକାରୀ ପଦବୀ |
নিৰ্দ্ধাৰণ কৰা,ନିର୍ଣ୍ଣୟ କର |
নিৰ্ধাৰিত আৰ্হি,ସ୍ଥିରିକୃତ ମଡେଲ୍ |
নিৰ্ধাৰিত সমস্যা,ନିର୍ଣ୍ଣୟକାରୀ ସମସ୍ୟା |
বিচ্যুতি,ବ୍ୟତିକ୍ରମ
