Kannada,Assamese
ಸ್ಥಳಾಂತರ,স্থানচ্যুতি
ಪ್ರದರ್ಶನ,প্ৰদৰ্শন
ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್),প্ৰদৰ্শন একক (=কনছল)
ಭಿನ್ನವಾದ,অসদৃশ
ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು,অপচয়কাৰী শক্তি
ದೂರ ಕಾರ್ಯ,দূৰত্বৰ ফলন
ದೂರ ಮಾಡ್ಯುಲಸ್,দূৰত্ব মডুলাছ
ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ,বিতৰণ-মুক্ত পদ্ধতি
ವಿತರಣಾ ಕಾನೂನು,বিতৰণ আইন
ಬೇರೆಯಾಗುತ್ತವೆ,বিচ্ছিন্নতা
ಭಿನ್ನತೆ,বিচ্ছিন্নতা
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,বিচ্ছিন্নতা উপপাদ্য
ಭಿನ್ನವಾದ,divergent
ವಿಭಿನ್ನ ಸರಣಿ,বিচ্ছিন্ন শৃংখলা
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,বিভক্ত পাৰ্থক্য
ವಿಭಜನೆ,বিভাজনযোগ্যতা
ಭಾಗಿಸಬಹುದಾದ,ভাগ কৰিব পৰা
ವಿಭಾಗ,বিভাজন
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,বিভাজন এলগৰিদম
ವಿಭಾಗದ ಉಂಗುರ,ডিভিজন ৰিং
ಡೋಡೆಕಾಗನ್,ডোডেকাগন
ದ್ವಾದಶಮುಖ,ডোডেকাহেড্ৰন
ಡೊಮೇನ್,ডমেইন
ಕಾರ್ಯದ ಡೊಮೇನ್,এটা ফাংচনৰ ডমেইন
ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್,সংজ্ঞাৰ ডমেইন
ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್,অস্তিত্বৰ ক্ষেত্ৰ
ಪ್ರಬಲ ತಂತ್ರ,প্ৰধান কৌশল
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,ডপলাৰ ইফেক্ট
ಡಾಟ್ ಉತ್ಪನ್ನ,ডট প্ৰডাক্ট
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,বিন্দুযুক্ত বক্ৰ
ಎರಡು ವ್ಯತ್ಯಾಸ,ডাবল পাৰ্থক্য
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,ডাবল ঘাতীয় বিতৰণ
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,ডাবল হেলিক্স
ಡಬಲ್ ಅವಿಭಾಜ್ಯ,ডাবল ইন্টিগ্ৰেল
ಡಬಲ್ ಏಕೀಕರಣ,ডাবল ইন্টিগ্ৰেচন
ಎರಡು ಮಿತಿ,ডাবল লিমিট
ಎರಡು ಮಾದರಿ ಯೋಜನೆ,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
ಎರಡು ಅನುಕ್ರಮ,ডাবল ক্ৰম
ಡಬಲ್ ಸರಣಿ,ডাবল ছিৰিজ
ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ,ডাবল প্ৰত্যয় সংকেত
ಡಬಲ್ ಸಂಕಲನ,ডাবল যোগফল
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,তললৈ ত্বৰণ
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,তললৈ স্থানান্তৰিত হোৱা
ಕೆಳಮುಖ ಚಲನೆ,তললৈ গতি
ಕೆಳಮುಖ ವೇಗ,তললৈ যোৱা বেগ
ಎಳೆಯಿರಿ,টানি নিয়া
ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್,টানিব পৰা বল
ದ್ವಂದ್ವ,দ্বৈত
ಉಭಯ ಆಧಾರ,দ্বৈত ভিত্তি
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,ডুৱেল ইনাৰ প্ৰডাক্ট
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
ಎರಡು ಕಾರ್ಯಾಚರಣೆ,ডুৱেল অপাৰেচন
ಉಭಯ ಸಮಸ್ಯೆ,দ্বৈত সমস্যা
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್,ডুৱেল ছিমপ্লেক্স এলগৰিদম
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ,ডুৱেল ছিমপ্লেক্স কৌশল
ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್,দ্বৈত স্থান
ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್,ডুৱেল ভেৰিয়েবল
ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,দ্বৈত ভেক্টৰ স্থান
ನಕಲಿ ಸೂಚ್ಯಂಕ,ডামি সূচী
ನಕಲಿ ಚಂದಾದಾರಿಕೆ,ডামি চাবস্ক্ৰিপ্ট
ನಕಲಿ ಪ್ರತ್ಯಯ,ডামি প্ৰত্যয়
ನಕಲಿ ವೇರಿಯಬಲ್,ডামি চলক
ನಕಲು ಪ್ರಕ್ರಿಯೆ,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
ಕ್ರಿಯಾತ್ಮಕ,গতিশীল
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ,গতিশীল ব্যৱস্থা
ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ,গতিশীল চাহিদা কাৰ্য্য
ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ,গতিশীল আৰ্হি
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ডাইনামিক প্ৰগ্ৰেমিং
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
ಡೈನಾಮಿಕ್ಸ್,গতিশীলতা
ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್,এটা কণিকাৰ গতিশীলতা
ಕಟ್ಟುನಿಟ್ಟಾದ ದೇಹಗಳ ಡೈನಾಮಿಕ್ಸ್,কঠিন বস্তুৰ গতিশীলতা
ಭೂಮಿ,পৃথিৱী
ಭೂಕಂಪದ ತೀವ್ರತೆ,ভূমিকম্পৰ তীব্ৰতা
ವಿಕೇಂದ್ರೀಯತೆ,কেন্দ্ৰীয়তা
ಗ್ರಹಣ,গ্ৰহণ
ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ,অৰ্থনৈতিক পূৰ্বাভাস
ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,অৰ্থনীতিবিদ
ಅರ್ಥಶಾಸ್ತ್ರ,অৰ্থনীতি
ಅರ್ಥಶಾಸ್ತ್ರ,অৰ্থনীতি
ಅಂಚು,প্ৰান্ত
ಪೀನ ಗುಂಪಿನ ಅಂಚು,উত্তল সমষ্টিৰ প্ৰান্ত
ದಕ್ಷತೆಯ ಅಂಶ,দক্ষতা কাৰক
ಐಜೆನ್ ಅಂಶ,eigen মৌল
ಐಜೆನ್ ಕಾರ್ಯ,eigen ফাংচন
ಈಜೆನ್ ಮೌಲ್ಯ,eigen মান
ಐಜೆನ್ ಮೌಲ್ಯ ಸಮೀಕರಣ,eigen মান সমীকৰণ
ಐಜೆನ್ ವೆಕ್ಟರ್,eigen ভেক্টৰ
ಸ್ಥಿತಿಸ್ಥಾಪಕ,ইলাষ্টিক
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರ,ইলাষ্টিক ধ্ৰুৱক
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ,ইলাষ্টিক ভাৰসাম্য
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ইলাষ্টিকতা
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಮೇಲ್ಮೈ,ইলাষ্টিক পৃষ্ঠ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್,ইলেক্ট্ৰনিক কম্পিউটাৰ
ಅಂಶ,উপাদান
ಪ್ರಾಥಮಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ,প্ৰাথমিক স্তম্ভ কাৰ্য্য
ಪ್ರಾಥಮಿಕ ಘಟನೆ,প্ৰাথমিক পৰিঘটনা
ಪ್ರಾಥಮಿಕ ಕಾರ್ಯ,মৌলিক ফলন
ಪ್ರಾಥಮಿಕ ಕಾರ್ಯಾಚರಣೆ,প্ৰাথমিক কাৰ্য্য
ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶ,প্ৰাথমিক ফলাফল
ಪ್ರಾಥಮಿಕ ಸಂಭವನೀಯತೆಯ ಕಾನೂನು,মৌলিক সম্ভাৱনা নিয়ম
ಪ್ರಾಥಮಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ,প্ৰাথমিক শাৰীৰ কাৰ্য্য
ತೊಡೆದುಹಾಕಲು,নিষ্কাশন
ಹೊರಹಾಕುವ ವಿಧಾನ,এনিমেচন পদ্ধতি
ದೀರ್ಘವೃತ್ತ,উপবৃত্তাকাৰ
ಅಂಡಾಕಾರದ,উপবৃত্তাকাৰ
ದೀರ್ಘವೃತ್ತಾಕಾರದ,উপবৃত্তাকাৰ
ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ,উপবৃত্তাকাৰ পৃষ্ঠ
ಅಂಡಾಕಾರದ ದೇಹ,উপবৃত্তাকাৰ দেহ
ಎಂಬೆಡಿಂಗ್,এম্বেডিং
ಹೊರಸೂಸುವಿಕೆ,নিৰ্গমন
ಪ್ರಾಯೋಗಿಕ ಡೇಟಾ,অভিজ্ঞতাভিত্তিক তথ্য
ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ,অভিজ্ঞতাভিত্তিক সূত্ৰ
ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
ಖಾಲಿ ಸೆಟ್,খালী ছেট
ಸುತ್ತುವರಿದಿದೆ,আবদ্ধ কৰা হৈছে
ಎನ್ಕೋಡಿಂಗ್,এনকোডিং
ಎಂಡೋಮಾರ್ಫಿಸಮ್,এণ্ডোমৰ্ফিজম
ಅಂತಿಮ ಬಿಂದು,শেষ বিন্দু
ವರ್ಗ ಮಧ್ಯಂತರದ ಅಂತಿಮ ಬಿಂದು,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ಶಕ್ತಿ,শক্তি
ಶಕ್ತಿಯ ಆವೇಗ ಘಟಕ,শক্তি গতিবেগ উপাদান
ವೇರಿಯೇಬಲ್ ಅನ್ನು ನಮೂದಿಸಲಾಗುತ್ತಿದೆ,চলক প্ৰৱেশ কৰা
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,গণনাযোগ্য গোট
ಎಣಿಕೆ,গণনা
ಸಮಾನ,সমান
ಸಮಾನತೆ,সমতা
ಸಮಾನವಾಗಿ ಸಾಧ್ಯತೆ,সমানে সম্ভাৱনা আছে
ಸಮಾನ ಸಂಭವನೀಯತೆಯ ಆಯ್ಕೆ ವಿಧಾನ (=epsem),সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
ಸಮೀಕರಿಸು,সমান কৰা
ಸಮೀಕರಣ,সমীকৰণ
ಮೊದಲ ಪದವಿಯ ಸಮೀಕರಣ,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
ಎರಡನೇ ಪದವಿಯ ಸಮೀಕರಣ,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
ಮೂರನೇ ಪದವಿಯ ಸಮೀಕರಣ,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
ಸಮಭಾಜಕ,বিষুৱৰেখা
ಸಮಾನ ನಿರಂತರ,সমঅবিৰত
ಸಮಬಾಹು,সমপক্ষীয়
ಸಮತೋಲನ,ভাৰসাম্যতা
ಶಕ್ತಿಗಳ ಸಮತೋಲನ,বলৰ ভাৰসাম্যতা
ಸಮತೋಲನ ಬಿಂದು,ভাৰসাম্য বিন্দু
ಸಮಾನತೆ,সমতুল্যতা
ಸಮಾನತೆಯ ವರ್ಗ,সমতুল্যতা শ্ৰেণী
ಸಮಾನತೆಯ ಸಂಬಂಧ,সমতুল্যতা সম্পৰ্ক
ಸಮಾನ,সমান্তৰাল
ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್,সমতুল্য মেট্ৰিক্স
ಸಮಾನ ಸೆಟ್,সমতুল্য গোট
ಎರ್ಗೋಡಿಸಿಟಿ,ergodicity
ದೋಷ,আঁসোৱাহ
ದೋಷ ವಿಶ್ಲೇಷಣೆ,ভুল বিশ্লেষণ
ದೋಷ ಕೋಡ್,ভুল ক&#39;ড
ದೋಷ ಗುಣಾಂಕ,ভুল সহগ
ಸರಾಸರಿ ಚೌಕದ ದೋಷ,গড় বৰ্গৰ ভুল
ಮೊದಲ ರೀತಿಯ ದೋಷ,প্ৰথম ধৰণৰ ভুল
ಎರಡನೇ ರೀತಿಯ ದೋಷ,দ্বিতীয় প্ৰকাৰৰ ভুল
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಂಭವನೀಯತೆ,পলায়নৰ সম্ভাৱনা
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ವೇಗ,পলায়নৰ বেগ
E. ಸ್ಮಿತ್ ಅವರ ಆರ್ಥೋಗೋನಲೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ,ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
ಬರೆದ ವೃತ್ತ,বৰ্ণনা কৰা বৃত্ত
ಅತ್ಯಗತ್ಯ,আৱশ্যকীয়
ಮೂಲಭೂತವಾಗಿ ಅನನ್ಯ,মূলতঃ অনন্য
ಅಂದಾಜು,অনুমানিক
ಅಂದಾಜು ವಿಧಾನ,অনুমান পদ্ধতি
ಯೂಕ್ಲಿಡಿಯನ್ ನಿರ್ದೇಶಾಂಕ,ইউক্লিডীয় স্থানাংক
ಯೂಕ್ಲಿಡಿಯನ್ ಡೊಮೇನ್,ইউক্লিডীয় ডমেইন
ಯೂಕ್ಲಿಡಿಯನ್ ಜ್ಯಾಮಿತಿ,ইউক্লিডীয় জ্যামিতি
ಯೂಕ್ಲಿಡಿಯನ್ ಎನ್-ಸ್ಪೇಸ್,ইউক্লিডীয় n-স্থান
ಯೂಕ್ಲಿಡಿಯನ್ ವಿಮಾನ,ইউক্লিডীয় সমতল
ಯೂಲರ್ ಪ್ರಮೇಯ,অইলাৰৰ উপপাদ্য
ಮೌಲ್ಯಮಾಪನ,মূল্যায়ন কৰা
ಸಹ,যুগ্ম
ಸಹ ಕರ್ವ್,আনকি বক্ৰতাও
ಸಹ ಕಾರ್ಯ,আনকি কাৰ্য্যও
ಸಹ ಬಹು,আনকি একাধিক
ಸಮ ಸಂಖ್ಯೆ,যুগ্ম সংখ্যা
ಸಮ ಬೆಸ ಸಮ್ಮಿತಿ,আনকি অদ্ভুত প্ৰতিসমতাও
ಕ್ರಮಪಲ್ಲಟನೆ ಕೂಡ,আনকি ক্ৰমবিন্যাসও
ಘಟನೆ,কাৰ্যক্ৰম
ಸಹ ಪದ,আনকি শব্দটোও
ನಿಖರ,সঠিক
ನಿಖರವಾದ ಚಿ-ಚದರ ಪರೀಕ್ಷೆ,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
ನಿಖರವಾದ ವ್ಯತ್ಯಾಸ,সঠিক পাৰ্থক্য
ನಿಖರವಾದ ಸಮೀಕರಣ,সঠিক সমীকৰণ
ಉದಾಹರಣೆ,উদাহৰণ
ವಿನಿಮಯ,বিনিময়
ಸಮಗ್ರ ಘಟನೆ,বিস্তৃত ইভেন্ট
ಅಸ್ತಿತ್ವದ ಮೂಲತತ್ವ,অস্তিত্বৰ স্বতন্ত্ৰতা
ಅಸ್ತಿತ್ವದ ಸಂಭವನೀಯತೆ (= ಪೂರ್ವ ಸಂಭವನೀಯತೆ),অস্তিত্বৰ সম্ভাৱনা(= a priori probability)
ಅಸ್ತಿತ್ವದ ಪ್ರಮೇಯ,অস্তিত্ব উপপাদ্য
ಬಾಹ್ಯ ವೇರಿಯಬಲ್,বহিৰ্জাতীয় চলক
ವಿಸ್ತರಣೆ,সম্প্ৰসাৰণ
ನಿರೀಕ್ಷೆಯ ಕಾರ್ಯ,প্ৰত্যাশা কাৰ্য্য
ನಿರೀಕ್ಷಿತ ಆವರ್ತನ,আশা কৰা কম্পাঙ্ক
ನಿರೀಕ್ಷಿತ ಮೌಲ್ಯ,আশা কৰা মূল্য
ಪ್ರಯೋಗ,পৰীক্ষণ
ಪ್ರಾಯೋಗಿಕ ದೋಷ,পৰীক্ষামূলক ভুল
ವಿವರಣೆ,ব্যাখ্যা
ಸ್ಪಷ್ಟ ಸಮೀಕರಣ,স্পষ্ট সমীকৰণ
ಸ್ಪಷ್ಟ ರೂಪ,স্পষ্ট ৰূপ
ಸ್ಪಷ್ಟ ಕಾರ್ಯ,স্পষ্ট ফলন
ಸ್ಪಷ್ಟ ಪರಿಹಾರ,স্পষ্ট সমাধান
ಘಾತ,ঘাতক
ಘಾತೀಯ ಕರ್ವ್,ঘাতীয় বক্ৰ
ಘಾತೀಯ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ,ঘাতীয় ঘনত্ব ফলন
ಘಾತೀಯ ವಿತರಣೆ,ঘাতীয় বিতৰণ
ಘಾತೀಯ ಸಮೀಕರಣ,ঘাতীয় সমীকৰণ
ಘಾತೀಯ ಕಾರ್ಯ,ঘাতীয় ফলন
ಘಾತೀಯ ಬೆಳವಣಿಗೆ,ঘাতীয় বৃদ্ধি
ಘಾತೀಯ ಕಾನೂನು,ঘাতীয় নিয়ম
ಘಾತೀಯ ನಕ್ಷೆ,ঘাতীয় মানচিত্ৰ
ಘಾತೀಯ ಸರಣಿ,ঘাতীয় শৃংখলা
ಅಭಿವ್ಯಕ್ತಿ,অভিব্যক্তি
ವಿಸ್ತೃತ ಮಧ್ಯಂತರ,বৰ্ধিত ব্যৱধান
ನೈಜ ರೇಖೆಯನ್ನು ವಿಸ್ತರಿಸಲಾಗಿದೆ,বৰ্ধিত বাস্তৱ ৰেখা
ವಿಸ್ತೃತ ನೈಜ ಸಂಖ್ಯೆ ವ್ಯವಸ್ಥೆ,বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা
ಮ್ಯಾಪಿಂಗ್ ವಿಸ್ತರಣೆ,এটা মেপিঙৰ সম্প্ৰসাৰণ
ಬಾಹ್ಯ ಕೋನ,বাহ্যিক কোণ
ಬಾಹ್ಯ ಪ್ರದೇಶ,বাহিৰৰ অংশ
ಬಾಹ್ಯ ಬಿಂದು,বাহ্যিক বিন্দু
ಬಾಹ್ಯ,বাহ্যিক
ಪ್ರವೃತ್ತಿ ಮೌಲ್ಯದ ಎಕ್ಸ್ಟ್ರಾಪೋಲೇಶನ್,ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন
ಹೊರತೆಗೆಯುವ ತಂತ್ರ,এক্সট্ৰাপলেচন কৌশল
ವಿಪರೀತ ಮೌಲ್ಯ,চৰম মান
ವಿಪರೀತ,চৰম
ತೀವ್ರ ಬಿಂದು,চৰম বিন্দু
ಪೀನ ಸೆಟ್ನ ತೀವ್ರ ಬಿಂದು,উত্তল সমষ্টিৰ চৰম বিন্দু
ಒಂದು ಕಾರ್ಯದ ತೀವ್ರತೆ,এটা ফলনৰ চৰম
ವಿಪರೀತ ಆಸ್ತಿ,চৰম সম্পত্তি
ಮುಖ,চেহেৰা
ಮುಖ ಬೆಲೆ,মুখৰ মূল্য
ಅಂಶ,কাৰক
ಅಂಶ ವಿಶ್ಲೇಷಣೆ,কাৰক বিশ্লেষণ
ಅಪವರ್ತನೀಯ,ফ্যাক্টৰ কৰা হৈছে
ಅಪವರ್ತನೀಯ,ফেক্টৰিয়েল
ಅಪವರ್ತನೀಯ ವಿನ್ಯಾಸ,ফেক্টৰিয়েল ডিজাইন
ಅಪವರ್ತನೀಕರಣ,ফ্যাক্টৰাইজেচন
ಫ್ಯಾಕ್ಟರೈಸ್,ফ্যাক্টৰাইজ
ನ್ಯಾಯೋಚಿತ ಆಟ,ন্যায্য খেল
ತಪ್ಪು,মিছা
ಕುಟುಂಬ,পৰিয়াল
ವಲಯಗಳ ಕುಟುಂಬ,বৃত্তৰ পৰিয়াল
ಕುಟುಂಬ ವಕ್ರಾಕೃತಿಗಳು,পৰিয়ালৰ বক্ৰতা
ಕಾರ್ಯಗಳ ಕುಟುಂಬ,কাৰ্য্যসমূহৰ পৰিয়াল
ಸಾಲುಗಳ ಕುಟುಂಬ,ৰেখাৰ পৰিয়াল
ನಕಲು,ফেক্সিমিল
ಎಫ್-ವಿತರಣೆ,F-বিতৰণ
ಕಾರ್ಯಸಾಧ್ಯ ಮೂಲ ಪರಿಹಾರ,সম্ভৱপৰ মৌলিক সমাধান
ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,সম্ভৱপৰ সমাধান
ಮತ್ತೆ ಆಹಾರ,মতামত
ಫರ್ಮಾಟ್ ತತ್ವ,ফাৰ্মেট নীতি
ಫೆರ್ಮಟ್ ಪ್ರಮೇಯ,ফাৰ্মেটৰ উপপাদ্য
ಫೆರ್ಮಿ-ಡಿರಾಕ್ ಅಂಕಿಅಂಶಗಳು,ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা
ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆ,ফিবোনাচি নম্বৰ
ಫಿಬೊನಾಕಿ ಸರಣಿ,ফিবোনাচি ছিৰিজ
ಕ್ಷೇತ್ರ,ক্ষেত্ৰ
ಅಂತಿಮ ವೇಗ,চূড়ান্ত বেগ
ಸೀಮಿತ,সসীম
ಸೀಮಿತ ಆಧಾರ,সসীম ভিত্তি
ಸೀಮಿತ ದಶಮಾಂಶ,সসীম দশমিক
ಸೀಮಿತ ವ್ಯತ್ಯಾಸ,সসীম পাৰ্থক্য
ಸೀಮಿತ ವ್ಯತ್ಯಾಸ ವಿಧಾನ,সসীম পাৰ্থক্য পদ্ধতি
ಸೀಮಿತ ಆಯಾಮದ,সসীম মাত্ৰিক
ಸೀಮಿತ ಆಯಾಮದ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,সসীম মাত্ৰিক ভেক্টৰ স্থান
ಸೀಮಿತ ಆಟ,সসীম খেল
ಸೀಮಿತ ರೇಖಾಗಣಿತ,সসীম জ্যামিতি
ಸೀಮಿತ ಛೇದಕ,সসীম ছেদ
ಸೀಮಿತ ಅನೇಕ,সসীম বহুত
ಸೀಮಿತ ಮಾರ್ಕೊವ್ ಸರಣಿ,সসীম মাৰ্কভ শৃংখল
ಸೀಮಿತತೆಯ ಪುರಾವೆ,সসীমতা প্ৰমাণ
ಸೀಮಿತ ಸಂಖ್ಯೆ,সসীম সংখ্যা
ಸೀಮಿತ ಜನಸಂಖ್ಯೆ,সসীম জনসংখ্যা
ಸೀಮಿತ ಸಂಭವನೀಯತೆ,সসীম সম্ভাৱনা
ಸೀಮಿತ ಸರಣಿ,সসীম শৃংখলা
ಸೀಮಿತ ಸೆಟ್,সসীম গোট
ಸೀಮಿತ ವೇಗ,সসীম বেগ
ಸೀಮಿತ ಪರಿಮಾಣ,সসীম আয়তন
ಅಳವಡಿಸುವ,ফিটিং
ವಕ್ರರೇಖೆಯ ಅಳವಡಿಕೆ,বক্ৰৰ ফিটিং
ನೇರ ರೇಖೆಯ ಅಳವಡಿಕೆ,সৰলৰেখাৰ ফিটিং
ಸ್ಥಿರ ಬಿಂದು ಪ್ರಮೇಯ,স্থিৰ বিন্দু উপপাদ্য
ಸ್ಥಿರ ಮಾದರಿ,স্থিৰ নমুনা
ಹಾರಾಟದ ವೇಗ,উৰণৰ বেগ
ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಅಂಕಗಣಿತ,ভাসমান বিন্দু গাণিতিক
ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಿಸ್ಟಮ್,ফ্লটিং পইণ্ট চিষ্টেম
ಹರಿವಿನ ಚಾರ್ಟ್,ফ্ল&#39; চাৰ্ট
ಹರಿವಿನ ವೇಗ,প্ৰবাহৰ বেগ
ದ್ರವ ಡೈನಾಮಿಕ್ಸ್,তৰল গতিবিদ্যা
ಫೋಕಲ್,focal
ಫೋಕಲ್ ಸ್ವರಮೇಳ,ফোকাচ কৰ্ড
ಫೋಕಲ್ ದೂರ,ফোকাচ দূৰত্ব
ನಾಭಿದೂರ,ফোকাচ দৈৰ্ঘ্য
ಗಮನ,ধ্যান কেন্দ্ৰিত
ಪಾದ,ফুট
ಲಂಬವಾಗಿರುವ ಅಡಿ,লম্বৰ ফুট
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಬಲ,মাধ্যাকৰ্ষণ বল
ಮುನ್ಸೂಚನೆ,পূৰ্বাভাস কৰা
ಸೂತ್ರ,সূত্ৰ
ರೂಪಿಸಿ,প্ৰস্তুত কৰা
ಸೂತ್ರೀಕರಣ,প্ৰস্তুতি
ಮುಂದೆ ವ್ಯತ್ಯಾಸ,ফৰৱাৰ্ড পাৰ্থক্য
ಫಾರ್ವರ್ಡ್ ಇಂಟರ್ಪೋಲೇಷನ್,ফৰৱাৰ্ড ইন্টাৰপ&#39;লেচন
ಗಣಿತದ ಅಡಿಪಾಯ,গণিতৰ ভেটি
ಫೋರಿಯರ್ ವಿಶ್ಲೇಷಣೆ,ফুৰিয়েৰৰ বিশ্লেষণ
ಫೋರಿಯರ್ ಸರಣಿ,ফুৰিয়েৰৰ ছিৰিজ
ಫೋರಿಯರ್ ರೂಪಾಂತರ,ফুৰিয়েৰৰ ৰূপান্তৰ
ಭಿನ್ನರಾಶಿ,ভগ্নাংশ
ಭಾಗಶಃ ನಿರ್ದೇಶಾಂಕ,ভগ্নাংশ স্থানাংক
ಭಾಗಶಃ ಸಂಖ್ಯೆ,ভগ্নাংশ সংখ্যা
ಭಾಗಶಃ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ভগ্নাংশ প্ৰগ্ৰেমিং
ಉಚಿತ ಮಾರ್ಗ,মুক্ত পথ
ಉಚಿತ ವೆಕ್ಟರ್,মুক্ত ভেক্টৰ
ಆವರ್ತನ,কম্পনাংক
ಆವರ್ತನ ಕಾಲಮ್,কম্পাঙ্ক স্তম্ভ
ಆವರ್ತನ ಕರ್ವ್,কম্পাঙ্ক বক্ৰ
ತರಂಗಾಂತರ ವಿತರಣೆ,কম্পাঙ্ক বিতৰণ
ಆವರ್ತನ ಹಿಸ್ಟೋಗ್ರಾಮ್,কম্পাঙ্ক হিষ্টোগ্ৰাম
ಸಂಭವಿಸುವಿಕೆಯ ಆವರ್ತನ,সংঘটিত হোৱাৰ কম্পাঙ্ক
ಆವರ್ತನ ಬಹುಭುಜಾಕೃತಿ,কম্পাঙ্ক বহুভুজ
