Odiya,Bengali
ଡାଟମ୍ |,তথ্য
ଡେଡ୍ ଜୋନ୍ |,মৃত এলাকা
ଅବରୋଧ,অচলাবস্থা
ଅବରୋଧ ରୋକିବା |,অচলাবস্থা প্রতিরোধ
ତ୍ରୁଟିନିବାରଣ,ডিবাগ
ନିଷ୍ପତ୍ତି ବାକ୍ସ,সিদ্ধান্ত বক্স
ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |,সিদ্ধান্ত সমর্থন সিস্টেম
ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |,সিদ্ধান্ত গাছ
ଡିକୋଡର୍ |,ডিকোডার
ବିଚ୍ଛେଦ ନୀତି |,পচন নীতি
ଡିକ୍ରିପ୍ସନ୍,ডিক্রিপশন
ଉତ୍ସର୍ଗୀକୃତ ଚ୍ୟାନେଲ |,ডেডিকেটেড চ্যানেল
ଉତ୍ସର୍ଗୀକୃତ ପୋର୍ଟ |,ডেডিকেটেড পোর্ট
ପ୍ରତିରକ୍ଷା ତଥ୍ୟ ନେଟୱାର୍କ (DDN),প্রতিরক্ষা ডেটা নেটওয়ার্ক (DDN)
ପ୍ରତିରକ୍ଷା ସୂଚନା ପ୍ରଣାଳୀ |,প্রতিরক্ষা তথ্য সিস্টেম
ବିଭାଜନ,ডিফ্র্যাগমেন্টেশন
ବିଳମ୍ବ,বিলম্ব
ବିଳମ୍ବ କାଉଣ୍ଟର,বিলম্ব পাল্টা
ବିଳମ୍ବ ସମୟ,বিলম্ব সময়
ଡିଲିଟ୍ କରନ୍ତୁ |,মুছে ফেলা
ବିଲୋପ ରେକର୍ଡ,মুছে ফেলার রেকর্ড
ଡିଲିମିଟର,ডিলিমিটার
ଡେଲଟା ମଡ୍ୟୁଲେସନ୍,ডেল্টা মড্যুলেশন
ପେଜିଂ ଚାହିଦା |,চাহিদা পেজিং
ଡେମୋ,ডেমো
demodulation,demodulation
demultiplexer,demultiplexer
ନାମକରଣ,অস্বাভাবিককরণ
ଘନତା,ঘনত্ব
ନିର୍ଭରଶୀଳତା |,নির্ভরতা
ନିର୍ଭରଶୀଳ ଏକକ |,নির্ভরশীল ইউনিট
dequeue,ডিকিউ
ଡିଫରେନ୍ସିଂ,ডিরেফারেন্সিং
ଡେରିଭେସନ୍ ଗଛ |,উদ্ভূত গাছ
ପ୍ରାପ୍ତ କ୍ଷେତ୍ର,প্রাপ্ত ক্ষেত্র
ଅବତରଣ କ୍ରମ |,অবরোহী সাজানোর
ଡିଜାଇନ୍,নকশা
ଡେସ୍କ କାଲକୁଲେଟର,ডেস্ক ক্যালকুলেটর
ଡେସ୍କ ଟପ୍ କମ୍ପ୍ୟୁଟର |,ডেস্কটপ কম্পিউটার
ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା,ডেস্কটপ উপস্থাপনা
ଡେସ୍କଟପ୍ ପ୍ରକାଶନ (DTP),ডেস্কটপ প্রকাশনা (DTP)
ଡେସ୍କଟପ୍ ଭିଡିଓ,ডেস্কটপ ভিডিও
ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା,গন্তব্য ঠিকানা
ବିନାଶକାରୀ |,ধ্বংসকারী
ନିର୍ଣ୍ଣୟକାରୀ ସ୍ୱୟଂଚାଳିତ |,নির্ধারক স্বয়ংক্রিয়
ବିକାଶକାରୀ,বিকাশকারী
ବିକାଶ ବ୍ୟବସ୍ଥା,উন্নয়ন ব্যবস্থা
ଉପକରଣ,যন্ত্র
ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ,ডিভাইস নিয়ন্ত্রণ ইউনিট
ଉପକରଣ ନିୟନ୍ତ୍ରକ,ডিভাইস নিয়ামক
ଉପକରଣ ପରିଚାଳନା,যন্ত্র ব্যবস্থাপনা
ଉପକରଣ ମୋଡ୍,ডিভাইস মোড
ନିରାକରଣ,রোগ নির্ণয়
ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |,ডায়াগনস্টিক সিস্টেম
ନିଦାନ,কারণ নির্ণয়
ଚିତ୍ର,চিত্র
ଡାଏଲ୍ କରନ୍ତୁ |,ডায়াল
ଡାଏଲ୍ ଲାଇନ୍ |,ডায়াল লাইন
ଡାଏଲ୍ ସ୍ୱର,ডায়াল টোন
ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |,ডায়াল আপ
ସଂଳାପ,ডায়ালগ
ଡାୟଲଗ୍ ବକ୍ସ,সংলাপ বাক্স
ଡାଏଲଅପ୍ ମୋଡେମ୍ |,ডায়ালআপ মডেম
ହୀରା,মাত্রা
ଅଭିଧାନ,অভিধান
ଭିନ୍ନତା,পৃথকীকরণ
ଡିଜିଟାଲ୍ |,ডিজিটাল
ଡିଜିଟାଲ୍ ଚ୍ୟାନେଲ୍ |,ডিজিটাল চ্যানেল
ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |,ডিজিটাল সার্কিট
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ডিজিটাল কম্পিউটার
ଡିଜିଟାଲ୍ ତଥ୍ୟ |,ডিজিটাল তথ্য
ଡିଜିଟାଲ୍ ସୁବିଧା,ডিজিটাল সুবিধা
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,ডিজিটাল ফিল্টার
ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |,ডিজিটাল লাইব্রেরি
ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍,ডিজিটাল মড্যুলেশন
ଡିଜିଟାଲ୍ ମନିଟର |,ডিজিটাল মনিটর
ଡିଜିଟାଲ୍ ଚିତ୍ର |,ডিজিটাল ছবি
ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |,ডিজিটাল স্বাক্ষর
ଡିଜିଟାଲ୍ ସୁଇଚ୍ |,ডিজিটাল সুইচ
ଡିଜିଟାଲ୍ ଟୁ ଆନାଗଲ୍ (D / A) କନଭର୍ଟର |,ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী
ଡିଜିଟାଇଜେସନ୍,ডিজিটাইজেশন
ଡିଜିଟାଇଜେସନ୍,ডিজিটাইজ করা
ଡିଜିଟାଇଜର୍,ডিজিটাইজার
ଡାୟୋଡ୍,ডায়োড
ସିଧାସଳଖ |,সরাসরি
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,সরাসরি ঠিকানা
ସିଧାସଳଖ ରୂପାନ୍ତର |,সরাসরি রূপান্তর
ସିଧାସଳଖ ଯୋଡି |,সরাসরি সংযোগ
ସିଧାସଳଖ ସ୍ମୃତି ପ୍ରବେଶ (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
ସିଧାସଳଖ ମେମୋରୀ ଆକସେସ୍ (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,সরাসরি পদ্ধতি
ନିର୍ଦ୍ଦେଶନାମା,নির্দেশ
ଡିରେକ୍ଟୋରୀ,ডিরেক্টরি
ଡିରେକ୍ଟୋରୀ ସର୍ଭର |,ডিরেক্টরি সার্ভার
ଡିରେକ୍ଟୋରୀ ସେବା,ডিরেক্টরি সেবা
ଅକ୍ଷମ କରନ୍ତୁ |,নিষ্ক্রিয়
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,অক্ষম সংকেত
ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |,সংযোগ বিচ্ছিন্ন
ବିଚ୍ଛିନ୍ନ,বিযুক্ত
ଡିସ୍କ,ডিস্ক
ଡିସ୍କ ଠିକଣା,ডিস্ক ঠিকানা
ଡିସ୍କ ଆରେ,ডিস্ক অ্যারে
ଡିସ୍କ କ୍ଷମତା,ডিস্ক ক্ষমতা
ଡିସ୍କ ଡ୍ରାଇଭ,তথ্য ধারণ করে যে চাকতি
ଡିସ୍କ ଫାଇଲ୍ |,ডিস্ক ফাইল
ଡିସ୍କ ମେମୋରୀ,ডিস্ক মেমরি
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DOS),ডিস্ক অপারেটিং সিস্টেম (DOS)
ଡିସ୍କ ପ୍ୟାକ୍ |,ডিস্ক প্যাক
ଡିସ୍କ ସର୍ଭର |,ডিস্ক সার্ভার
ଡିସ୍କ ସଂରକ୍ଷଣ,ডিস্ক স্টোরেজ
ଡିସ୍କେଟ୍ |,ডিস্কেট
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,প্রদর্শন ফাইল
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,প্রদর্শন চিত্র
ନିଷ୍କାସନ,নিষ্পত্তি
ଦୂରତା,দূরত্ব
ଦୂରତା କାର୍ଯ୍ୟ,দূরত্ব ফাংশন
ବିକୃତି,বিকৃতি
ବଣ୍ଟିତ |,বিতরণ করা
ବଣ୍ଟିତ ତଥ୍ୟ |,বিতরণ করা তথ্য
ବଣ୍ଟିତ ସର୍ଭର |,বিতরণ করা সার্ভার
ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |,বিতরণ ব্যবস্থা
ବଣ୍ଟନକାରୀ,বিতরণকারী
ଡକ୍ୟୁମେଣ୍ଟ୍,নথি
ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |,নথি উদ্ধার করা হয়েছে
ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |,নথি উইন্ডো
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,ডকুমেন্টেশন
ଡୋମେନ୍,ডোমেইন
ଡୋମେନ୍ ନାମ,ডোমেন নাম
ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |,ডট ম্যাট্রিক্স প্রিন্টার
ତଳକୁ,নিচে
ଡାଉନ୍ ଲିଙ୍କ୍ |,ডাউন লিঙ্ক
ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |,ডাউন লোড হচ্ছে
ଡାଉନ୍ ଟାଇମ୍ |,ডাউন সময়
ଡ୍ରାଗ୍,টেনে আনা
DRAM (ଗତିଶୀଳ RAM),DRAM (গতিশীল RAM)
drift,প্রবাহ
ଡ୍ରାଇଭର |,ড্রাইভার
ଡ୍ରପ୍,ড্রপ
ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |,ড্রপ ডাউন তালিকা বাক্স
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,ড্রাম ড্রাইভ
ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |,ড্রাম প্রিন্টার
ଡ୍ରମ୍ ୟୁନିଟ୍ |,ড্রাম ইউনিট
ଡୁଆଲ୍ |,দ্বৈত
ଦ୍ୱ ual ତ ଘନତା |,দ্বৈত ঘনত্ব
ଡମି ଠିକଣା,ডামি ঠিকানা
ଡମ୍ପିଂ,ডাম্প
ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |,ডুপ্লেক্স সার্কিট
ନକଲ,ডুপ্লেক্সিং
ନକଲ,নকল
DVD R / W,ডিভিডি R/W
DVD ROM,ডিভিডি রম
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,গতিশীল নির্দেশ
ଗତିଶୀଳ ସ୍ମୃତି,গতিশীল মেমরি
ଗତିଶୀଳତା |,গতিবিদ্যা
EBCDIC |,ইবিসিডিআইসি
ଇ-ବ୍ୟବସାୟ |,ই-ব্যবসা
ଇକୋ,প্রতিধ্বনি
ଇ-ବାଣିଜ୍ୟ |,ই-কমার্স
ସମ୍ପାଦନ କରନ୍ତୁ |,সম্পাদনা
ସମ୍ପାଦକ,সম্পাদক
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,শিক্ষাবিষয়ক প্রযুক্তি
EEP ରୋମ୍,ইইপি রম
ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା),কার্যকর ঠিকানা (ভাসমান ঠিকানা)
ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |,কার্যকর অপারেন্ড ঠিকানা
ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |,কার্যকর পদ্ধতি
ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ),কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ)
ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |,কার্যকরী ট্রান্সমিশন অপারেন্ড
ଆଠ-ବିଟ୍ ବାଇଟ୍ |,আট-বিট বাইট
ଇ-ଶିକ୍ଷା,ই-লার্নিং
ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |,নির্বাচন-সংলগ্নতা
ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍),বৈদ্যুতিক মেইলিং (ই-মেইল)
ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍,বৈদ্যুতিক প্রিন্টার
ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
ଇଲେକ୍ଟ୍ରୋନିକ୍ |,বৈদ্যুতিক
ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS),ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI),ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI)
ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍,ইলেকট্রনিক ফাইলিং
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS)
ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା,ইলেকট্রনিক জার্নাল
ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |,ইলেকট্রনিক প্রকাশনা
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,ইলেকট্রনিক সুইচ
ଉପାଦାନ,উপাদান
ଇ-ମେଲ୍ |,ই-মেইল
ଈମୈଲ ଠିକଣା,ই-মেইল ঠিকানা
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,এমবেডেড সিস্টেম
ଏମ୍ବେଡିଂ,এমবেডিং
ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL),ইমিটার কাপল লজিক (ইসিএল)
ଖାଲି ଷ୍ଟାକ |,খালি স্ট্যাক
ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |,খালি স্ট্রিং
ଅନୁକରଣ,অনুকরণ
ଏନକାପସୁଲେସନ୍ |,encapsulation
ଏନକାଇଫର୍,এনসিফার
ଏନକୋଡ୍,এনকোড
ଏନକୋଡର୍ |,এনকোডার
ସଂଗୁପ୍ତ ତଥ୍ୟ,এনক্রিপ্ট করা তথ্য
ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,এনক্রিপ্টিং ফাইল সিস্টেম
ଏନକ୍ରିପସନ୍,জোড়া লাগানো
ବ୍ଲକର ଶେଷ,ব্লকের শেষ
ଫାଇଲର ଶେଷ (EOF),ফাইলের শেষ (EOF)
ଶେଷ-ଉପଭୋକ୍ତା |,শেষ ব্যবহারকারী
ପ୍ରବେଶ କର |,প্রবেশ করা
ଏଣ୍ଟର୍-କି,এন্টার কী
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |,এন্টারপ্রাইজ সার্ভার
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |,এন্টারপ্রাইজ সিস্টেম
ସଂସ୍ଥା,সত্তা
ସଂସ୍ଥା-ସମ୍ପର୍କ |,সত্তা-সম্পর্ক
ପ୍ରବେଶ ସମୟ,প্রবেশের সময়
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,এন্ট্রি ভেরিয়েবল
ଅସଂଖ୍ୟ |,গণনাযোগ্য
ପରିବେଶ,পরিবেশ
ଯୁଗ,যুগ
EPROM,EPROM
ଏପସିଲନ୍ ବନ୍ଦ |,epsilon বন্ধ
ସମାନତା,সমানকারী
ଉପକରଣ,সরঞ্জাম
ସମାନତା ଶ୍ରେଣୀ,সমতা শ্রেণী
ସମାନତା ସମ୍ପର୍କ,সমতা সম্পর্ক
ଲିଭାନ୍ତୁ,মুছে ফেলা
ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍,ত্রুটি সংশোধন কোড
ତ୍ରୁଟି ସଂଶୋଧନ,ত্রুটি সংশোধন
ତ୍ରୁଟି ଚିହ୍ନଟ,ত্রুটি সনাক্তকরণ
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ,শিল্প খাত
ତ୍ରୁଟି ସନ୍ଦେଶ |,ভুল বার্তা
ତ୍ରୁଟି ହାର,ত্রুটি হার
ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,ত্রুটি পুনরুদ্ধার
ତ୍ରୁଟି ରୁଟିନ୍ |,ত্রুটির রুটিন
ପଳାୟନ ଚରିତ୍ର |,পালাবার চরিত্র
ଇଥରନେଟ୍ |,ইথারনেট
ଇଭେଣ୍ଟ,ঘটনা
ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |,ইভেন্ট চেইন
ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |,ঘটনা নিয়ন্ত্রণ
ଇଭେଣ୍ଟ କାଉଣ୍ଟର,ইভেন্ট কাউন্টার
ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |,ব্যতিক্রম হ্যান্ডলিং
ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |,বিনিময়যোগ্য ডিস্ক স্টোরেজ
ବହିଷ୍କାର,বর্জন
ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR),একচেটিয়া বা (XOR)
ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍,এক্সিকিউটেবল প্রোগ্রাম
କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି,নির্বাহী বিবৃতি
ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |,সম্পূর্ণ অনুসন্ধান
ବିଦ୍ୟମାନ ଅଛି |,বিদ্যমান
ପ୍ରସ୍ଥାନ,প্রস্থান
ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |,দক্ষ পদ্ধতি
ଅଭିବ୍ୟକ୍ତି,অভিব্যক্তি
ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA),বর্ধিত গ্রাফিক অ্যারে (XGA)
ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS),বর্ধিত শিল্প মান (EIS)
ବିସ୍ତୃତ ଯନ୍ତ୍ର,বর্ধিত মেশিন
ବିସ୍ତୃତ ସ୍ମୃତି,বর্ধিত মেমরি
ବିସ୍ତୃତ ସଠିକତା |,বর্ধিত নির্ভুলতা
ବିସ୍ତୃତ ସର୍ଟିଂ,বর্ধিত বাছাই
ବାହ୍ୟ କଲ୍,বাহ্যিক কল
ବାହ୍ୟ ତ୍ରୁଟି |,বাহ্যিক ত্রুটি
ବାହ୍ୟ କାର୍ଯ୍ୟ,বাহ্যিক ফাংশন
ବାହ୍ୟ ବାଧା,বাহ্যিক বাধা
ବାହ୍ୟ ସ୍ମୃତି,বাহ্যিক স্মৃতি
ବାହ୍ୟ ସ୍ମୃତି,বাহ্যিক স্মৃতি
ବାହ୍ୟ ମୋଡେମ୍ |,বাহ্যিক মডেম
ବାହ୍ୟ ସନ୍ଦର୍ଭ,বাহ্যিক রেফারেন্স
ବାହ୍ୟ ସନ୍ଧାନ |,বাহ্যিক অনুসন্ধান
ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ,বাহ্যিক স্টোরেজ ডিভাইস
ନିଷ୍କାସନ,নিষ্কাশন
ବହିଷ୍କାର,এক্সট্রাপোলেশন
ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |,মুখ-চরিত্রের প্রিন্টার
ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ,ব্যর্থ-নিরাপদ অপারেশন
ବିଫଳତା ହାର,ব্যর্থতার হার
ବିଫଳତା ପୁନରୁଦ୍ଧାର,ব্যর্থতা পুনরুদ্ধার
ମିଥ୍ୟା କୋଡ୍,মিথ্যা কোড
ମିଥ୍ୟା ତ୍ରୁଟି |,মিথ্যা ত্রুটি
ପ୍ରଶଂସକ,ফ্যান-ইন
ପ୍ରଶଂସକ,ফ্যান-আউট
ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |,ফ্যাসিমাইল I/O ডিভাইস
ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT),ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT)
ସାଂଘାତିକ ତ୍ରୁଟି |,মারাত্মক ত্রুটি
ତ୍ରୁଟି ଚିହ୍ନଟ,ত্রুটি সনাক্তকরণ
ତ୍ରୁଟି ନିଦାନ,ত্রুটি নির্ণয়
ଦୋଷ ସହନଶୀଳତା |,দোষ সহনশীলতা
ଫ୍ୟାକ୍ସ,ফ্যাক্স
ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |,ফ্যাক্স বার্তা
FDC,এফডিসি
ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ,বৈশিষ্ট্য সনাক্তকরণ
ଫିଡ୍ ଚକ୍ର |,ফিড চক্র
ମତାମତ,প্রতিক্রিয়া
ଫିଡର୍ |,ফিডার
ଆଣ |,আনা
ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |,ফিবোনাচি অনুসন্ধান
ଫାଇବୋନାକ୍ସି କ୍ରମ |,ফিবোনাচি ক্রম
ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |,ফিবোনাচি সিরিজ
ଫାଇବର ଅପ୍ଟିକ୍ସ |,ফাইবার অপটিক
ଫିଡୋ ନେଟ୍ |,ফিডো নেট
କ୍ଷେତ୍ର,ক্ষেত্র
ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |,পঞ্চম প্রজন্মের কম্পিউটার
ଫାଇଲ୍ |,ফাইল
ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |,ফাইল অ্যাক্সেস পদ্ধতি
ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |,ফাইল বরাদ্দ টেবিল
ଫାଇଲ୍ ସଙ୍କୋଚନ |,ফাইল কম্প্রেশন
ଫାଇଲ୍ କପି,ফাইল কপি করা
ଫାଇଲ୍ ଲେଆଉଟ୍ |,ফাইল বিন্যাস
ଫାଇଲ୍ ମିଶ୍ରଣ |,ফাইল মার্জ
ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର,ফাইল পুনরুদ্ধার
ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |,ফাইল স্টোরেজ
ଫାଇଲ୍ ଗଠନ,ফাইল গঠন
ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,নথি ব্যবস্থা
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |,ফাইল স্থানান্তর
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
ଫିଲ୍ଟର୍,ছাঁকনি
ଅନ୍ତିମ ଅବସ୍ଥା |,চূড়ান্ত অবস্থা
ଖୋଜ |,অনুসন্ধান
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,সসীম রাষ্ট্র মেশিন
ଅଗ୍ନି କାନ୍ଥ,আগুন প্রাচীর
ଫର୍ମୱେୟାର |,ফার্মওয়্যার
ପ୍ରଥମେ ସେବା କର |,আগে আসলে আগে পাবেন
ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,প্রথম প্রজন্মের কম্পিউটার
ପ୍ରଥମରେ ପ୍ରଥମ (FIFO),ফার্স্ট ইন ফার্স্ট আউট (ফিফো)
ପ୍ରଥମ କ୍ରମ ତର୍କ |,প্রথম আদেশ যুক্তি
ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |,প্রথম আদেশ তত্ত্ব
ସ୍ଥିର ବିଭାଜନ,স্থির পার্টিশন
ପତାକା,পতাকা
ନମନୀୟ ଡିସ୍କ |,নমনীয় ডিস্ক
ଫ୍ଲପି ଡିସ୍କ |,ফ্লপি ডিস্ক
ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd),ফ্লপি ডিস্ক ড্রাইভ (এফডিডি)
ଫ୍ଲୋ ଚାର୍ଟ,ফ্লো চার্ট
ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |,নিয়ন্ত্রণ প্রবাহ
ଫ୍ଲାଶ୍,ফ্লাশ
ଫୋଲ୍ଡର,ফোল্ডার
ଫଣ୍ଟ,ফন্ট
ଫଣ୍ଟ ପରିବାର,ফন্ট পরিবার
ବିଦେଶୀ ଚାବି |,বিদেশী চাবি
ଫର୍ମ,ফর্ম
ଆନୁଷ୍ଠାନିକ ଭାଷା |,অানুষ্ঠানিক ভাষা
ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |,আনুষ্ঠানিক ব্যবস্থা
ଫର୍ମାଟ୍,বিন্যাস
ଫର୍ମାଟିଂ,বিন্যাস
fortran,ফরট্রান
fortran ପ୍ରୋଗ୍ରାମିଂ |,ফরট্রান প্রোগ্রামিং
ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |,ফরোয়ার্ড স্ল্যাশ
ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,চতুর্থ প্রজন্মের কম্পিউটার
ଖଣ୍ଡ,টুকরা
ଫ୍ରେମ୍,ফ্রেম
ମାଗଣା ଜାଲ,বিনামূল্যে নেট
ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |,ফ্রি সফটওয়্যার ফাউন্ডেশন
ମାଗଣା ସଂରକ୍ଷଣ,বিনামূল্যে সঞ্চয়স্থান
ମାଗଣା |,বিনামূল্যের
ସାମନା ପ। ଖ,সামনের অংশ
ଆଗ ପ୍ୟାନେଲ୍ |,সম্মুখ প্যানেল
କାର୍ଯ୍ୟ,ফাংশন
ଫଙ୍କସନ୍ କୀ,ফাংশন কী
ଫଙ୍କସନ୍ ରେଫରେନ୍ସ,ফাংশন রেফারেন্স
କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |,কার্যকরী নির্ভরতা
କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |,কার্যকরী পরীক্ষা
