English,Tamil
Illegal war,சட்டவிரோத போர்
Illuminated manuscript,ஒளிரும் கையெழுத்துப் பிரதி
Illustrated manuscript,விளக்கப்பட கையெழுத்துப் பிரதி
Illustrated manuscript,விளக்கப்பட கையெழுத்துப் பிரதி
Imam (Immaum),இமாம் (இம்மாம்)
Imamate,இமாமேட்
Imamate,இமாமேட்
Imambarah,இமாம்பரா
Imperial,ஏகாதிபத்தியம்
Imperial city,ஏகாதிபத்திய நகரம்
Imperialism,ஏகாதிபத்தியம்
Imperial preference,ஏகாதிபத்திய விருப்பம்
Impolicy,முறையற்ற தன்மை
Impostor,வஞ்சகர்
Imprisonment,சிறைவாசம்
Imprisonment,சிறைவாசம்
Incursion,ஊடுருவல்
Incursionist,ஊடுருவல்காரன்
Independence,சுதந்திரம்
Independence day,சுதந்திர தினம்
Independence Hall,சுதந்திர மண்டபம்
Indian Amerian (=Red Indian=American Indian),இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்)
Indian Home Rule League,இந்தியன் ஹோம் ரூல் லீக்
Industrial Revolution,தொழில் புரட்சி
Infidel,காஃபிர்
Infidel,காஃபிர்
Infiltration,ஊடுருவல்
Infiltrator,ஊடுருவி
Informant,தகவல் தருபவர்
Informant,தகவல் தருபவர்
Informer,தகவல் தருபவர்
Informer,தகவல் தருபவர்
Ingress,நுழைவு
Ingress,நுழைவு
Ingress,நுழைவு
Inhabitance,குடியிருப்பு
Inhabitant,வசிப்பிடத்தை
Inheritance,பரம்பரை
Inheritance,பரம்பரை
Inheritance,பரம்பரை
Inscription,கல்வெட்டு
Insignia,சின்னம்
Instrument of Accession,அணுகல் கருவி
Instrument of Government,அரசாங்கத்தின் கருவி
Insurgence (insurgency),கிளர்ச்சி (கிளர்ச்சி)
Insurgent,கிளர்ச்சியாளர்
Insurrection,கிளர்ச்சி
Insurrection,கிளர்ச்சி
Integration,ஒருங்கிணைப்பு
Integrity of records,பதிவுகளின் நேர்மை
Integrity of states,மாநிலங்களின் ஒருமைப்பாடு
Intelligentsia (Intelligentzia),புத்திஜீவிகள் (புத்திசாலித்தனம்)
Intercession,பரிந்து பேசுதல்
Intercessor,பரிந்து பேசுபவர்
Intermediary,இடைத்தரகர்
Internationalism,சர்வதேசியம்
Internationalism,சர்வதேசியம்
Internationalist,சர்வதேசியவாதி
Internecine war,உள்நாட்டுப் போர்
Internee,பயிற்சியாளர்
Internee,பயிற்சியாளர்
Internee camp,பயிற்சி முகாம்
Internment,அடைப்பு
Internment,அடைப்பு
Internment,அடைப்பு
Internuncio,இன்டர்னுன்சியோ
Interpreter,மொழிபெயர்ப்பாளர்
Interpreter,மொழிபெயர்ப்பாளர்
Interpreter,மொழிபெயர்ப்பாளர்
Intervention,தலையீடு
Intestacy,குடலிறக்கம்
Intestate,குடல்
Intrigue,சூழ்ச்சி
Intruder,ஊடுருவும் நபர்
Intruder,ஊடுருவும் நபர்
Intrusion,ஊடுருவல்
Invasion,படையெடுப்பு
Invasion,படையெடுப்பு
Invest,முதலீடு செய்யுங்கள்
Invest,முதலீடு செய்யுங்கள்
Invest,முதலீடு செய்யுங்கள்
Invest,முதலீடு செய்யுங்கள்
Investiture,முதலீடு
Investiture,முதலீடு
Investiture,முதலீடு
Investiture ceremony,முதலீட்டு விழா
Invest with nationality,தேசியத்துடன் முதலீடு செய்யுங்கள்
Invincible Armada,வெல்ல முடியாத அர்மடா
Inviolateness (of state),மீறல் (அரசு)
Inviolate state,மீறல் நிலை
Invulnerable castle,அழிக்க முடியாத கோட்டை
Iron age,இரும்பு யுகம்
Iron curtain,இரும்புத்திரை
Iron guard,இரும்பு பாதுகாப்பு
Iron rations,இரும்பு ரேஷன்
Iron sides,இரும்பு பக்கங்கள்
Iron tipped arrow,இரும்பு முனை அம்பு
Isthmian games,இஸ்த்மியா விளையாட்டுகள்
Janissary,ஜானிசரி
Janitor,காவலாளி
Janitor,காவலாளி
Javelin,ஈட்டி
Jim Crow Laws,ஜிம் க்ரோ சட்டங்கள்
Jingo,ஜிங்கோ
Jingo,ஜிங்கோ
Jingo,ஜிங்கோ
Jingoism,ஜிங்கோயிசம்
Joint action,கூட்டு நடவடிக்கை
Joint control,கூட்டு கட்டுப்பாடு
Joint occupancy,கூட்டு ஆக்கிரமிப்பு
Jury,நடுவர் மன்றம்
Just cause,வெறும் காரணம்
Keep,வை
Keeper of Archives,காப்பக காப்பாளர்
Kettle-drum,கெட்டில்-டிரம்
Key word,முக்கிய வார்த்தை
King,அரசன்
Kingdom,இராச்சியம்
Kinglet,கிங்லெட்
King maker,கிங் மேக்கர்
Kingship,அரசாட்சி
Kingship,அரசாட்சி
Kitchen cabinet,சமையலறை அமைச்சரவை
Knight,மாவீரர்
Kinghthood,அரசாட்சி
Kinghts hospitalers,கிங்ட்ஸ் மருத்துவமனைகள்
Knights of Saint John,செயின்ட் ஜான் மாவீரர்கள்
Knight Templar,நைட் டெம்ப்ளர்
Ku Klux Klan (K.K.K.),கு க்ளக்ஸ் கிளான் (KKK)
Kumintang,குமிண்டாங்
Laity,பாமர மக்கள்
Lance,லான்ஸ்
Lancer,லான்சர்
Later Guptas,பின்னர் குப்தர்கள்
Lawful heir,சட்டப்படியான வாரிசு
Lawlessness (=disorder),சட்டமின்மை (=சீர்குலைவு)
Lawlessness (=disorder),சட்டமின்மை (=சீர்குலைவு)
Law lords,சட்ட அதிபதிகள்
Law of Piety,பக்தியின் சட்டம்
League of Nations,உலக நாடுகள் சங்கம்
Legacy (=bequest),மரபு (=விருப்பம்)
Legacy (=bequest),மரபு (=விருப்பம்)
Legal heir,சட்டப்படியான வாரிசு
Legate,சட்டப்படி
Legate,சட்டப்படி
Legate,சட்டப்படி
Legend,புராண
Legend,புராண
Legion,படையணி
Legion,படையணி
Legion of Honour,லெஜியன் ஆஃப் ஹானர்
Lese majesty (=lese majeste),Lese majesty (=lese majeste)
Lesser states,குறைவான மாநிலங்கள்
Letters of credence,நம்பிக்கைக் கடிதங்கள்
Liege-lord,லீஜ்-பிரபு
Liege man,லீஜ் மனிதன்
Liege man,லீஜ் மனிதன்
Life imprisonment,ஆயுள் தண்டனை
Lineage,பரம்பரை
Little Englander,குட்டி இங்கிலாந்துக்காரர்
Little Vehicle (=lesser vehicle),சிறிய வாகனம் (=குறைவான வாகனம்)
Littoral state,கடல்சார் மாநிலம்
Liturgies,வழிபாட்டு முறைகள்
Liturgy,வழிபாட்டு முறை
Local allegiance,உள்ளூர் விசுவாசம்
Local-self government,உள்ளாட்சி-சுய அரசு
Long Parliament,நீண்ட பாராளுமன்றம்
Low Countries,தாழ்ந்த நாடுகள்
Loyal,விசுவாசமான
Loyalty,விசுவாசம்
Machiavellian policy,மச்சியாவெல்லியன் கொள்கை
Magna Carta,மேக்னா கார்ட்டா
Magnum Concillium,மேக்னம் கான்சிலியம்
Malum prohibitum,மாலும் தடை
Mandamus,மாண்டமஸ்
Mandate,ஆணை
"Mandate, class 'A'","ஆணை, வகுப்பு &#39;ஏ&#39;"
"Mandate, class 'B'","ஆணை, வகுப்பு &#39;பி&#39;"
"Mandate, class 'C'","ஆணை, வகுப்பு &#39;சி&#39;"
Mandate system,ஆணை அமைப்பு
Mandatory state,கட்டாய நிலை
Mangonel,மங்கோனல்
Manifesto,அறிக்கை
Manoeuvres,சூழ்ச்சிகள்
Man-of-war,போர் நாயகன்
Manor,மேனர்
Manor,மேனர்
Man-power,மனித சக்தி
Man-power,மனித சக்தி
Manumission,மனுமிஷன்
Manumit,மனுமித்
Manuscript,கையெழுத்துப் பிரதி
Manuscript,கையெழுத்துப் பிரதி
Manuscript,கையெழுத்துப் பிரதி
Marauder,கொள்ளைக்காரன்
Maritime belt,கடல் பெல்ட்
Maritime civilization,கடல் நாகரிகம்
Maritime flag,கடல்சார் கொடி
Maritime powers,கடல்சார் சக்திகள்
Maritime soverignty,கடல்சார் இறையாண்மை
Maritime war,கடல் போர்
Marquis,மார்க்விஸ்
Marquisate,மார்க்விசேட்
Martial law,இராணுவ சட்டம்
Martial races,தற்காப்பு இனங்கள்
Martyr,தியாகி
Massacre,படுகொலை
Mass of manoeuvre,சூழ்ச்சி நிறை
Master-at-arms,மாஸ்டர்-அட்-ஆர்ம்ஸ்
Master of ceremonies,விழாக்களின் மாஸ்டர்
Master of Household,வீட்டு மாஸ்டர்
Master of the Horse,குதிரையின் மாஸ்டர்
Master of the Rolls,மாஸ்டர் ஆஃப் தி ரோல்ஸ்
Match,பொருத்துக
Match,பொருத்துக
Matchlock,தீப்பெட்டி
Matrimonial alliance,திருமண கூட்டணி
Mediterranian powers,மத்திய தரைக்கடல் சக்திகள்
Menshevik,மென்ஷிவிக்
Mercenary army,கூலிப்படை
Mercenary soldier,கூலிப்படை வீரர்
Merchantman,வியாபாரி
Middle ages,இடைக்காலம்
Middle East,மத்திய கிழக்கு
Middle passage,நடுத்தர பாதை
Middle path,நடுத்தர பாதை
Middle way (=middle course),நடுத்தர வழி (=நடுவழி)
Migrant,புலம் பெயர்ந்தவர்
Migration,இடம்பெயர்தல்
Migration,இடம்பெயர்தல்
Migration,இடம்பெயர்தல்
Militarism,இராணுவவாதம்
Militarism,இராணுவவாதம்
Militarism,இராணுவவாதம்
Militarism,இராணுவவாதம்
Militarist,இராணுவவாதி
Militarist,இராணுவவாதி
Militarization,இராணுவமயமாக்கல்
Militarization,இராணுவமயமாக்கல்
Militarization,இராணுவமயமாக்கல்
Military tactician (=tactician),இராணுவ தந்திரவாதி (=தந்திரவாதி)
Military tactician (=tactician),இராணுவ தந்திரவாதி (=தந்திரவாதி)
Military tactics (=tactics),இராணுவ தந்திரங்கள் (=தந்திரங்கள்)
Militia,மிலிஷியா
Militia,மிலிஷியா
Misrule,தவறான ஆட்சி
Missing link,விடுபட்ட இணைப்பு
Mission,பணி
Mission,பணி
Mission,பணி
Mixed race,கலப்பு இனம்
modern history,நவீன வரலாறு
Modus vivendi,மோடஸ் விவேண்டி
Monachism,ஒற்றையாட்சி
Monarch,மன்னர்
Monarch,மன்னர்
Monarchism,முடியாட்சி
Monarchism,முடியாட்சி
Monarchist,மன்னராட்சியாளர்
Monarchy,முடியாட்சி
Monastery,மடாலயம்
Monastery,மடாலயம்
Monastery,மடாலயம்
Monasticism,துறவறம்
Monasticism,துறவறம்
Monk,துறவி
Mother country,தாய் நாடு
Motherland,தாய்நாடு
Mother of Parliaments,பாராளுமன்றங்களின் தாய்
Muckrakers,முக்ராக்கர்கள்
Mummy,மம்மி
Museum,அருங்காட்சியகம்
Musket,மஸ்கட்
Musketeer,மஸ்கடியர்
Musketry,மஸ்கெட்ரி
Musketry,மஸ்கெட்ரி
Muster master,மஸ்டர் மாஸ்டர்
Muster-roll,மஸ்டர்-ரோல்
Muster-roll,மஸ்டர்-ரோல்
Mutiny,கலகம்
Mutiny Act,கலகம் சட்டம்
Mystery ship,மர்ம கப்பல்
Narrative,விவரிப்பு
Nation,தேசம்
Native,பூர்வீகம்
Native state,சொந்த மாநிலம்
Naturalism,இயற்கைவாதம்
Natural rights,இயற்கை உரிமைகள்
Nazi,நாஜி
Nazi revolution,நாஜி புரட்சி
Nazism,நாசிசம்
Near East,கிழக்குக்கு அருகில்
Negro,நீக்ரோ
Negrophil,நீக்ரோபில்
Negrophilism,நீக்ரோபிலிசம்
Negrophobia,நீக்ரோபோபியா
Neutral,நடுநிலை
Neutral country,நடுநிலை நாடு
New Deal,புதிய ஒப்பந்தம்
New World,புதிய உலகம்
Nobility,பெருந்தன்மை
Noble,உன்னத
Noble,உன்னத
Nomad,நாடோடி
Nomadic horde,நாடோடி கூட்டம்
Nomadism,நாடோடிகள்
Non-aggression pact,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
Non-aggression treaty,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
Non-belligerent state,போர் புரியாத நிலை
Non-co-operation,ஒத்துழையாமை
Non co-operation movement,ஒத்துழையாமை இயக்கம்
Obverse,முகப்பு
Obverse,முகப்பு
Ochlocracy (=mobocracy),ஓக்லோக்ரசி (=மொபோக்ரசி)
Ochlocrat,ஓக்லோக்ராட்
Official document,அதிகாரப்பூர்வ ஆவணம்
Old world,பழைய உலகம்
Oligarchy,தன்னலக்குழு
Onslaught,தாக்குதல்
Open negotiation,திறந்த பேச்சுவார்த்தை
Open question,திறந்த கேள்வி
Open records,பதிவுகளைத் திற
Orient,ஓரியண்ட்
Orientalism,ஓரியண்டலிசம்
Orientalism,ஓரியண்டலிசம்
Orientalist,ஓரியண்டலிஸ்ட்
Origin,தோற்றம்
Origin,தோற்றம்
Orthography,ஆர்த்தோகிராபி
Outbreak of hostilities,பகைமை வெடிப்பு
Out-post,அவுட்-போஸ்ட்
Over-lord,ஓவர்-லார்ட்
Over-ride,ஓவர்-ரைடு
Over-ride,ஓவர்-ரைடு
Pagan,பாகன்
Pagan,பாகன்
Paganism,பேகனிசம்
Paganism,பேகனிசம்
Pagoda,பகோடா
Pagoda,பகோடா
Pagoda,பகோடா
Palace intrigues,அரண்மனை சூழ்ச்சிகள்
Palatinate,பாலடினேட்
Palm-leaf,பனை ஓலை
Palm Sunday,பாம் ஞாயிறு
Panegyrist,பேனெஜிரிஸ்ட்
Panic,பீதி
Panic,பீதி
Panic-monger,பீதியை உண்டாக்குபவர்
Papacy,பாப்பாசி
Papacy,பாப்பாசி
Papacy,பாப்பாசி
Papacy,பாப்பாசி
Papal bull,பாப்பல் காளை
Papalism,பாப்பாலிசம்
Papalism,பாப்பாலிசம்
Papalist,பாப்பாலிஸ்ட்
Papal state,போப்பாண்டவர் மாநிலம்
Papism (=papistry),பாபிசம் (=பாபிஸ்ட்ரி)
Papist,பாபிஸ்ட்
Papyrus,பாப்பிரஸ்
Parable,உவமை
Paramount,பாரமவுண்ட்
Paramountcy (=paramount power),பாரமவுன்சி (=முக்கிய சக்தி)
Paramount lady,பரம பெண்மணி
Paramount lord,பரம பிரபு
Parchment,காகிதத்தோல்
Parchment,காகிதத்தோல்
Parchment,காகிதத்தோல்
Pardon,மன்னிக்கவும்
Parleys,பார்லிஸ்
Parleys,பார்லிஸ்
Parliament (=parlement),பாராளுமன்றம் (=பாராளுமன்றம்)
Parliament,பாராளுமன்றம்
Parliament,பாராளுமன்றம்
Parliament,பாராளுமன்றம்
Parliament Act,பாராளுமன்ற சட்டம்
Parliamentarian,பாராளுமன்ற உறுப்பினர்
Parliamentarian,பாராளுமன்ற உறுப்பினர்
Parliamentary agent,பாராளுமன்ற முகவர்
Parnellism,பார்னெலிசம்
Parole,பரோல்
Parole,பரோல்
Parricide,பாரிசைட்
Parricide,பாரிசைட்
Partisan,கட்சிக்காரன்
Partisan,கட்சிக்காரன்
Partisan,கட்சிக்காரன்
Pass,பாஸ்
Pass word (=watch word),கடவுச்சொல் (=வாட்ச் சொல்)
Patriarch,தேசபக்தர்
Patriarchs,தேசபக்தர்கள்
Patrician,பேட்ரிசியன்
Patrimony,பரம்பரை
Pax Britannica,பாக்ஸ் பிரிட்டானிக்கா
Pax Romana,பாக்ஸ் ரோமானா
Pedigree,பரம்பரை
Pedigree,பரம்பரை
Pedigreed person,பரம்பரை நபர்
Peer,இணையர்
Peer,இணையர்
Peerage,பீரேஜ்
Peerage,பீரேஜ்
Peerage,பீரேஜ்
Peers of Ireland,அயர்லாந்தின் சகாக்கள்
Peers of Scotland,ஸ்காட்லாந்தின் சகாக்கள்
Peninsular Campaign,தீபகற்ப பிரச்சாரம்
Peninsular war,தீபகற்ப போர்
Pennant,பென்னண்ட்
People's Charter (=National Charter),மக்கள் சாசனம் (=தேசிய சாசனம்)
People's front (=popular front),மக்கள் முன்னணி (=பாப்புலர் ஃப்ரண்ட்)
Perfidy,துரோகம்
Period,காலம்
Period,காலம்
Periphery,சுற்றளவு
Permanent Settlement,நிரந்தர தீர்வு
Perpetual fief,நிரந்தர ஃபைஃப்
Phalanx,ஃபாலன்க்ஸ்
Phalanx,ஃபாலன்க்ஸ்
Phraoh,ஃபிரோ
Pictogram,பிக்டோகிராம்
Pictograph,பிக்டோகிராஃப்
Pictograph,பிக்டோகிராஃப்
Pilgrim,யாத்ரீகர்
Pilgrim fathers,யாத்திரை தந்தைகள்
Pillage,கொள்ளை
Pillage,கொள்ளை
Pillar,தூண்
Pillar Edicts (of Ashoka),தூண் ஆணைகள் (அசோகரின்)
Pillar Edicts (of Ashoka),தூண் ஆணைகள் (அசோகரின்)
Pillar Edicts (of Ashoka),தூண் ஆணைகள் (அசோகரின்)
Pirate,கடற்கொள்ளையர்
Pirate,கடற்கொள்ளையர்
Pitched battle,களமிறங்கிய போர்
Plot,சதி
Polis,போலிஸ்
Polis,போலிஸ்
Politarch,அரசியல் தலைவர்
Political Agent,அரசியல் முகவர்
Political asylum,அரசியல் தஞ்சம்
Political Resident,அரசியல் குடியிருப்பாளர்
Political terrorism,அரசியல் பயங்கரவாதம்
Poll tax,தேர்தல் வரி
Pontoon,பாண்டூன்
Premier,பிரீமியர்
Premier,பிரீமியர்
Premiership,பிரீமியர்ஷிப்
Presidency,ஜனாதிபதி பதவி
Presidency,ஜனாதிபதி பதவி
President,ஜனாதிபதி
President,ஜனாதிபதி
Presidium,பிரசிடியம்
Prime Minister,பிரதமர்
Primogeniture,ப்ரிமோஜெனிச்சர்
Prince,இளவரசன்
Prince,இளவரசன்
Prince Bishop,இளவரசர் பிஷப்
Prince Consort,இளவரசர் மனைவி
Prince Regent,இளவரசர் ரீஜண்ட்
Pince regnant,பின்ஸ் ரெக்னென்ட்
Princess Regent,இளவரசி ரீஜண்ட்
Princess Royal,இளவரசி ராயல்
Principality,சமஸ்தானம்
Principality,சமஸ்தானம்
Principality,சமஸ்தானம்
Prize,பரிசு
Prize,பரிசு
Prize money,பரிசுத் தொகை
Professional soldier,தொழில்முறை சிப்பாய்
Promise,சத்தியம்
Promontory fort,முன்னோடி கோட்டை
Protectorate,பாதுகாக்கவும்
Protectorate,பாதுகாக்கவும்
Protectorate,பாதுகாக்கவும்
Protégé,பாதுகாவலர்
Provenance,ஆதாரம்
Provenance,ஆதாரம்
Provenance system,ஆதார அமைப்பு
Pro-zionist,சார்பு சியோனிஸ்ட்
Public enemy,பொது எதிரி
Public enemy,பொது எதிரி
Punctations,புள்ளிகள்
Punic wars,பியூனிக் போர்கள்
Puritan,பியூரிட்டன்
Putsch,புட்ச்
Quadriga,குவாட்ரிகா
Quadruple alliance,நான்கு மடங்கு கூட்டணி
Quaker,குவாக்கர்
Queen,ராணி
Queen consort,ராணி மனைவி
Queen dowager,ராணி வரதட்சணை
Queendom,குயின்டம்
Queendom,குயின்டம்
Queen mother,ராணி அம்மா
Queen regnant,அரசி அரசி
Quisling,குயிஸ்லிங்
Quisling,குயிஸ்லிங்
Quit rent,வாடகையை விடுங்கள்
Quiver,நடுக்கம்
Quo warranto,க்வோ வாரண்டோ
Race,இனம்
Racial supremacy,இன மேலாதிக்கம்
Rack,ரேக்
Rack,ரேக்
Raid,ரெய்டு
Raid,ரெய்டு
Rampart,கோட்டை
Rampart,கோட்டை
Ransack,ரான்சாக்
Ransom,மீட்கும் தொகை
Ransom,மீட்கும் தொகை
Ravage,பேரழிவு
Ravages,அழிவுகள்
Realm,சாம்ராஜ்யம்
Rear guard,பின்புற காவலர்
Rear guard action,பின்புற பாதுகாப்பு நடவடிக்கை
Rebel,கிளர்ச்சியாளர்
Rebellion,கலகம்
Recognition of insurgency,கிளர்ச்சிக்கான அங்கீகாரம்
Reconduction,மறுசீரமைப்பு
Reconnaissance,உளவுத்துறை
Reconstruction,புனரமைப்பு
Record,பதிவு
Record office,பதிவு அலுவலகம்
Record retirement,பதிவு ஓய்வு
Red shirts,சிவப்பு சட்டைகள்
Reformation,சீர்திருத்தம்
Refugee,அகதி
Regalia,ரெகாலியா
Regalia,ரெகாலியா
Regalia,ரெகாலியா
Regency,ரீஜென்சி
Regent,ரீஜண்ட்
Regent queen,ரீஜண்ட் ராணி
Regicide,ரெஜிசைட்
Regicides,ரெஜிசைடுகள்
Regime,ஆட்சி
Regime,ஆட்சி
Region,பிராந்தியம்
Regnal year,ஆட்சி ஆண்டு
Regnant,ஆட்சியாளர்
Regnum,ரெக்னம்
Reich,ரீச்
Reign,ஆட்சி
Reign,ஆட்சி
Reigning family,ஆட்சி செய்யும் குடும்பம்
Reign of terror,பயங்கர ஆட்சி
Reign of terror,பயங்கர ஆட்சி
Reinforce,வலுவூட்டு
Reinforcement,வலுவூட்டல்
Reinstatement,மறுசீரமைப்பு
Reinvest,மறு முதலீடு
Relay post,ரிலே இடுகை
Relay route,ரிலே பாதை
Relay system,ரிலே அமைப்பு
Release,விடுதலை
Release,விடுதலை
Renunciation,துறத்தல்
Renunciation,துறத்தல்
Repertory (=inventory),ரெபர்ட்டரி (=சரக்கு)
Repository,களஞ்சியம்
Repository,களஞ்சியம்
Republic,குடியரசு
Republic Day,குடியரசு தினம்
Rescript,ரெஸ்கிரிப்ட்
Rescript,ரெஸ்கிரிப்ட்
Resident,குடியிருப்பாளர்
Restoration,மறுசீரமைப்பு
Resurrection,உயிர்த்தெழுதல்
Resurrection,உயிர்த்தெழுதல்
Retreat,பின்வாங்கவும்
Reverse (of a coin),தலைகீழ் (ஒரு நாணயத்தின்)
Revolt,கிளர்ச்சி
Revolution,புரட்சி
"Revolution, French","புரட்சி, பிரஞ்சு"
Revolution Glorious,புகழ்பெற்ற புரட்சி
"Revolution, Industrial","புரட்சி, தொழில்துறை"
Rising,உயரும்
Rotten-borough,ரோட்டன்-போரோ
Rough Riders,ரஃப் ரைடர்ஸ்
Round-heads,வட்டத் தலைகள்
Rout,வழித்தட
Royal audience,அரச பார்வையாளர்கள்
Royal charter,அரச சாசனம்
Royal crest,ராயல் க்ரெஸ்ட்
Royal crest,ராயல் க்ரெஸ்ட்
Royal decree,அரச ஆணை
Rubric,ரூப்ரிக்
Ruins,இடிபாடுகள்
Runner,ஓடுபவர்
Sabotage,நாசவேலை
Sabre,சேபர்
Sabres,சபர்ஸ்
Sacrifice,தியாகம்
Sacrifice,தியாகம்
Sacrifice,தியாகம்
Safe conduct,பாதுகாப்பான நடத்தை
Safeguard,பாதுகாப்பு
Safeguard,பாதுகாப்பு
Safeguarding duties,பாதுகாப்பு கடமைகள்
Sally,சாலி
Sally-port,சாலி-போர்ட்
Sceptre,செங்கோல்
Scimitar,சிமிட்டர்
Second estate,இரண்டாவது எஸ்டேட்
Sect,பிரிவு
Sect,பிரிவு
Seizure,வலிப்பு
Seizure,வலிப்பு
Senate,செனட்
Senate,செனட்
Senate,செனட்
Senate,செனட்
Serf (=bordar or villein),செர்ஃப் (=போர்டார் அல்லது வில்லன்)
Serf (=bordar or villein),செர்ஃப் (=போர்டார் அல்லது வில்லன்)
Serfdom (serfhood or serfage),அடிமைத்தனம்
Serfdom (serfhood or serfage),அடிமைத்தனம்
Shadow king,நிழல் ராஜா
Ship Money,கப்பல் பணம்
Shock troops (=storm troops),அதிர்ச்சிப் படைகள் (=புயல் படைகள்)
Short Parliament,குறுகிய பாராளுமன்றம்
Skirmish,சண்டை
Slave,அடிமை
Slavery,அடிமைத்தனம்
Slavery,அடிமைத்தனம்
Soldier statesman,சிப்பாய் அரசியல்வாதி
Spear,ஈட்டி
Spear-head,ஈட்டி-தலை
Sphere,கோளம்
Sphragistics,ஸ்ப்ராஜிஸ்டிக்ஸ்
Spoils system,அமைப்பை கெடுக்கிறது
Squire,ஸ்கொயர்
Squire,ஸ்கொயர்
Squirearchy,ஸ்கியர்ச்சி
Squirearchy,ஸ்கியர்ச்சி
Standard,தரநிலை
Standard-bearer,தரநிலை-தாங்கி
Standing army,நிற்கும் இராணுவம்
Standing orders,நிலையான ஆணை
Standing orders,நிலையான ஆணை
Statesman,ஸ்டேட்ஸ்மேன்
Stone inscription,கல்வெட்டு
Storm troops,புயல் படைகள்
Stratagem,தந்திரம்
Strategy,மூலோபாயம்
Strategy,மூலோபாயம்
Strategy,மூலோபாயம்
Stratocracy,ஸ்ட்ராடோக்ரசி
Strife,சச்சரவு
Strife,சச்சரவு
Strong hold,வலுவான பிடிப்பு
Strong hold,வலுவான பிடிப்பு
Subsidiary talliance,துணைத் தொகை
Succession,அடுத்தடுத்து
Successor,வாரிசு
Suffrage,வாக்குரிமை
Suffragist,வாக்குரிமையாளர்
Sultanate,சுல்தானகம்
Sultanate period,சுல்தானிய காலம்
Surrender,சரணடைதல்
Suzerain,சுசெரெய்ன்
Suzerain state,சுசெரெய்ன் மாநிலம்
Swordsman,வாள்வீரன்
Tammany Society,தம்மானி சங்கம்
Tempered sword,தணிந்த வாள்
Tenant,வாடகைக்காரர்
Tenant,வாடகைக்காரர்
Territory,பிரதேசம்
Territory,பிரதேசம்
Territory government,பிரதேச அரசாங்கம்
Terrorism,பயங்கரவாதம்
Third estate,மூன்றாம் எஸ்டேட்
Three estates,மூன்று தோட்டங்கள்
Toll,டோல்
Toll house,டோல் ஹவுஸ்
Tomb,கல்லறை
Tory,டோரி
Totem,டோட்டெம்
Tower,கோபுரம்
Tower,கோபுரம்
Tower of victory,வெற்றிக் கோபுரம்
Traitor,துரோகி
Treachery,துரோகம்
Treason,தேசத்துரோகம்
Treaty,ஒப்பந்தம்
Trial by battle (=trail by combat),போர் மூலம் சோதனை (=போர் மூலம் தடம்)
Tribute,அஞ்சலி
Tribute,அஞ்சலி
Tribute land,காணிக்கை நிலம்
Triple alliance,மூன்று கூட்டணி
Triple entente,டிரிபிள் entente
Triumph,வெற்றி
Triumph,வெற்றி
Turmoil,கொந்தளிப்பு
Tyrannicide,கொடுங்கோல் கொலை
Tyrannicide,கொடுங்கோல் கொலை
Tyranny,கொடுங்கோன்மை
Tyranny,கொடுங்கோன்மை
Tyrant,கொடுங்கோலன்
Uhlan,உஹ்லன்
Ukase,உகாசே
Ukase,உகாசே
Ulema,உலமா
Ultimatum,அல்டிமேட்டம்
Ultimatum,அல்டிமேட்டம்
Uncle sam,மாமா சாம்
Under-king,கீழ்-ராஜா
United Irishmen,ஐக்கிய அயர்லாந்துக்காரர்கள்
United Nations,ஐக்கிய நாடுகள்
United Provinces,ஐக்கிய மாகாணங்கள்
United Provinces,ஐக்கிய மாகாணங்கள்
Univallated fort,மதிப்பற்ற கோட்டை
Universal monarch,உலகளாவிய மன்னர்
Universal suffrage,உலகளாவிய வாக்குரிமை
Uprising,எழுச்சி
Usurpation,அபகரிப்பு
Usurper,அபகரிப்பவர்
Utopia,கற்பனயுலகு
Vandal,வண்டல்
Vandalism,காழ்ப்புணர்ச்சி
Vanguard,வான்கார்ட்
Vanguard,வான்கார்ட்
Vanguard,வான்கார்ட்
Varangian,வரங்கியன்
Varangian guard,வரங்கியன் காவலர்
Vassal,வாசல்
Vassal,வாசல்
Vassal state,வாசல் மாநிலம்
Vatican Council,வாடிகன் கவுன்சில்
Vessel,கப்பல்
Vessel,கப்பல்
Vessel,கப்பல்
Vice-king,துணை ராஜா
Viceroy,வைஸ்ராய்
Viceroyalty=viceroyship,துணைவேந்தர் = துணை அரசு
Victor,விக்டர்
Victory,வெற்றி
Villein,வில்லன்
Voyage,பயணம்
Vulnerable fortress,பாதிக்கப்படக்கூடிய கோட்டை
Wall painting,சுவர் ஓவியம்
Wall painting,சுவர் ஓவியம்
War,போர்
War-lord,போர் ஆண்டவன்
Warrior,போர்வீரன்
Warrior,போர்வீரன்
Warrior,போர்வீரன்
Warship,போர்க்கப்பல்
Watch-word,கண்காணிப்பு வார்த்தை
Welfare state,வளர்ந்த மாநிலம்
Welfare Work,நலப்பணிகள்
Whig,விக்
White flag,வெள்ளை கொடி
Whitemen's burden,வெள்ளையர்களின் சுமை
World empire,உலகப் பேரரசு
World movement,உலக இயக்கம்
World politics,உலக அரசியல்
World power,உலக சக்தி
World war,உலக போர்
