Hindi,Tamil
प्राकृतिक परिष्कृति,இயற்கையான பூச்சு
प्राकृतिक पोताश्रय,இயற்கை துறைமுகம்
प्राकृतिक संवातन,இயற்கை காற்றோட்டம்
जल सेना पोताश्रय,கடற்படை துறைமுகம்
न्यूटन,நியூட்டன்
असम प्रवाह,சீரற்ற ஓட்டம்
उपभोक्ता जल दर,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
तेल रंगलेप,எண்ணெய் வண்ணப்பூச்சு
तेल कूप सीमेंट,எண்ணெய் கிணறு சிமெண்ட்
मुक्त पृष्ठ वाहिका प्रवाह,திறந்த சேனல் ஓட்டம்
अनुकूलतम आर्द्रता,உகந்த ஈரப்பதம்
जैव मृदा,கரிம மண்
अभिविन्यास,நோக்குநிலை
लाम्बिक,ஆர்த்தோகனல்
ओर्टस्टीन,ஆர்ட்ஸ்டீன்
बाह्य सिगनल,வெளிப்புற சமிக்ஞை
ऑक्सीकरण,ஆக்சிஜனேற்றம்
रसोई भण्डार,சரக்கறை
मुंडेेर,பாரபெட்
मुंडेर दीवार,பாரபெட் சுவர்
मूल सामग्री,பெற்றோர் பொருள்
बजरी प्लास्टर,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
पेडल्फर,பெடல்பர்
पेडोकल,பெடோகல்
मृदा उत्पत्ति,பெடோஜெனெசிஸ்
मृदा रचना विज्ञान,பெடாலஜி
मृदा मंडल,பெடோஸ்பியர்
वेधनमापी,பெனெட்ரோமீட்டர்
छज्जा छत,பென்ட் கூரை
पाचक कर्मक,பெப்டிசிங் முகவர்
विश्लेषण अवधि,பகுப்பாய்வு காலம்
खड़ा जोड़,பெர்பென்ட்
आशोषण,பெர்ஸர்ப்ஷன்
प्रस्तम्भ,பையர்
भित्ति स्तम्भ,பிலாஸ்டர்
ढाल/प्रवणता,பிட்ச்
ढालू छत,பிட்ச் கூரை
अप्रबलित कंक्रीट,வெற்று கான்கிரீட்
समतल कोण,விமான கோணம்
समतल यार्ड,சமவெளி முற்றம்
प्लानसॉल,பிளான்சோல்
सुघट्यता संसक्ति,பிளாஸ்டிக் நிலைத்தன்மை
पराप्रत्यास्थता,பிளாஸ்டிசிட்டி
सुघट्यता सूचकांक,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
सुघट्यता सीमा,பிளாஸ்டிசிட்டி வரம்பு
सुघट्यता पिरसर,பிளாஸ்டிசிட்டி வரம்பு
पटली संरचना,பிளாட்டி அமைப்பு
कुरसी,பீடம்
हल मृदा,உழவு மண்
प्लम पत्थर,பிளம் கல்
पाडजोल,போட்ஸோல்
टीप,சுட்டி
बहुकोणी दीवार,பலகோண சுவர்
रंध्र अवकाश,துளை இடம்
पत्तन,துறைமுகம்
प्रभावी संवातन,நேர்மறை காற்றோட்டம்
प्रशाद्वल मृदा,புல்வெளி மண்
परिशुद्धता,துல்லியம்
प्राथमिक कण,முதன்மை துகள்
प्रिज्मीय संरचना,பிரிஸ்மாடிக் அமைப்பு
उत्पादक कार्य,உற்பத்தி வேலை
परियोजना औचित्य समर्थन,திட்ட நியாயப்படுத்தல்
संरक्षक कार्य,பாதுகாப்பு வேலை
आभासी माइसीलियम,போலி-மைசீலியம்
पडल,குட்டை
रौंदना,புக்கிங்
झाँवा,பியூமிஸ்
थूनी,குத்து
पपेट,பொம்மை
कड़ी,புட்லாக்
धारण पल्लियों का पाड़,புட்லாக் சாரக்கட்டு
मात्रा सर्वेक्षक,அளவு சர்வேயர்
खदान रस,குவாரி சாறு
भित्ति घाट,குவே
मादा डेली/क्वीन क्लोजर,ராணி மூடல்
कोनिया,குவோயின்
रैफ्ट बेड़ा नींव,ராஃப்ட் அடித்தளம்
तिरछी टेक,ரேக்கர்
रेकिंग,ரேக்கிங்
तिरछी चाल,ரேக்கிங் பத்திரம்
नति जलरोधी झिल्ली,ரேக்கிங் ஒளிரும்
द्रुत परिवर्ती प्रवाह,வேகமாக மாறுபடும் ஓட்டம்
वसूलीयोग्य भुगतान,திரும்பப் பெறக்கூடிய கட்டணம்
लाल मिट्टी,சிவப்பு பூமி
लाल दुमट,சிவப்பு களிமண்
नियंत्रक/रेगुलेटर,சீராக்கி
रेगर या काली कपासी मृदा,ரெகர் அல்லது கருப்பு பருத்தி மண்
वापस भुगतान ठेका,திருப்பிச் செலுத்தும் ஒப்பந்தம்
अवशिष्ट संकुचन,எஞ்சிய சுருக்கம்
अवशिष्ट मृदा,எஞ்சிய மண்
बाह्य पक्ष,வெளிப்படுத்து
बाह्य पक्ष पिन,பின்னை வெளிப்படுத்து
बाह्य पक्ष बंधक,டை வெளிப்படுத்து
कूट,ரிட்ஜ்
कूट मुंडेरी,ரிட்ஜ் கேப்பிங்
नदी,நதி
पोताश्रेय द्रोणों,சாலை நிலை
दानेदार प्लास्टर,கரடுமுரடான பிளாஸ்டர்
ढोंका,இடிபாடுகள்
ढोका चिनाई,இடிந்த கொத்து
ढोंका भित्ति,இடிந்த சுவர்
चालू मापन या मध्यवर्ती मापन,இயங்கும் அளவீடு
सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता,பாதுகாப்பான தாங்கும் திறன்
लवण परिष्कृति,உப்பு படிந்து
प्रतिदर्श आमाप,மாதிரி அளவு
प्रतिचयन वितरण,மாதிரி விநியோகம்
प्रतिचयन त्रुटि,மாதிரி பிழை
बाल,மணல்
बलुई परिष्कृति,மணல் பூச்சு
रेत हस्त पथाई,மணல் கை மோல்டிங்
बालू घर्षण,மணல் அள்ளுதல்
संतृप्त मृदा,நிறைவுற்ற மண்
संतृप्त मृदा लेई,நிறைவுற்ற மண் பேஸ்ட்
संतृप्ति निष्कर्षण,செறிவூட்டல் சாறு
संतृप्ति प्रतिशतता,செறிவூட்டல் சதவீதம்
शराविका गुम्मद,சாசர் குவிமாடம்
पाड़,சாரக்கட்டு
शिस्ट,ஷிஸ்ட்
समुद्री अथवा महासागरीय पत्तन,கடல் துறைமுகம்
गुप्त वाहिका,ரகசிய சாக்கடை
सेकन्ड,இரண்டாவது
सादन विश्लेषण,வண்டல் பகுப்பாய்வு
सामि कृत्रिम पोताश्रय,அரை செயற்கை துறைமுகம்
अर्द्ध-ज्वारीय गोदी,அரை அலை கப்பல்
जरावस्था,முதுமை
शेल,ஷேல்
चादरी पाइल,தாள் குவியல்
संकुचन सीमा,சுருக்க வரம்பு
तख्ताबन्दी,ஷட்டரிங்
सियालिटिक मृदा,சியாலிடிக் மண்
सीरोजेम,சிரோஜெம்
देहली या सिल,சில்லு
साद,வண்டல் மண்
इकहरी फ्लेमिश चाल,ஒற்றை சதை இரத்தம்
एकल कणीय संरचना,ஒற்றை தானிய அமைப்பு
अधकचरी मृदा,எலும்பு மண்
अंचल,பாவாடை
आधार भित्तियाँ,ஸ்லீப்பர் சுவர்
सर्पी वाहिका,பக்கவாட்டு சாக்கடை
परिकलन पट्टिका,ஸ்லைடு விதி
सर्पण गोदी,ஸ்லிப் டாக்
स्मोनिटजा,ஸ்மோனிசா
समतापकरण,ஊறவைத்தல்
मृदा समवाय,மண் சங்கம்
मृदा वर्ग,மண் வகுப்பு
मृदा सम्मिश्र,மண் வளாகம்
मृदा संसक्ति,மண் நிலைத்தன்மை
मृदा परिवार,மண் குடும்பம்
मृदा सार,மண் சட்ட வேலை
मृदा नमी,மண்ணின் ஈரப்பதம்
मृदा नमी अभिवृद्धि,மண்ணின் ஈரப்பதம் பெருக்கம்
मृदा नयी न्यूनता,மண்ணின் ஈரப்பதம் குறைபாடு
मृदाकारिकी,மண் உருவவியல்
मृदा कण,மண் துகள்
मृदा प्रावस्था,மண் கட்டம்
मृदा परिच्छेदिका,மண் விவரக்குறிப்பு
मृदा अभिक्रिया,மண் எதிர்வினை
मृदा कणवर्ग,மண் பிரிகிறது
मृदा श्रेणी,மண் தொடர்
मृदा घोल,மண் தீர்வு
मृदा संरचना,மண் அமைப்பு
मृदा गठन,மண் அமைப்பு
मृदा प्रकार,மண் வகை
सोलम,சோலம்
शोषण,சோர்ப்ஷன்
कत्तर,ஸ்பால்கள்
विशिष्ट आयन प्रभाव,குறிப்பிட்ட அயனி விளைவு
चौकोर रद्देदार ढोका चिनाई,சதுர வடிவ இடிபாடுகள்
नियमित चौकोर रद्देदार ढोका चिनाई,ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து
अपरिवर्ती प्रवाह,நிலையான ஓட்டம்
सोपानी जलरोधी झिल्ली,மிளிரும் படி
चिपचिपापन,ஒட்டும் தன்மை
चिपकन बिंदु,ஒட்டும் புள்ளி
पत्थर,கல்
गीली हस्थ पथाई,ஸ்லோப் கை மோல்டிங்
पट्टक कब्जा,பட்டா கீல்
गत्ता,வைக்கோல் பலகை
सरिता,ஸ்ட்ரீம்
प्रतिबल,மன அழுத்தம்
पट्टी/स्ट्रैचर,நீட்டுபவர்
पट्टी/स्ट्रैचर चाल,ஸ்ட்ரெச்சர் பிணைப்பு
पट्टी रद्दा,ஸ்ட்ரெச்சர் படிப்பு
स्ट्रिंग,லேசான கயிறு
किंगरी रद्दा,சரம் பாடநெறி
संरचना गुणांक,கட்டமைப்பு காரணி
संरचना सूचक अंक,கட்டமைப்பு குறியீடு
स्टुको,ஸ்டக்கோ
स्टड,வீரியமான
आधार पीठ,ஸ்டைலோபேட்
अवमृदा,துணை மண்
अधः रचना,துணை அமைப்பு
संकलन वक्र,கூட்டுத்தொகை வளைவு
सनमाइका,சன் மைக்கா
अधिरचना/ऊपरी ढाँचा,சூப்பர் கட்டமைப்பு
सर्वेक्षक,நிலமளப்போர்
S-मान,எஸ்-மதிப்பு
प्रठप्पा,அங்கும் இங்கும் அசை
हंस ग्रीवा,ஸ்வான் கழுத்து
मंडप,கூடாரம்
मेज हस्त पथाई,மேஜை கை மோல்டிங்
टैंकन,டேங்கிங்
टैम्पीटो,டெம்பீட்டோ
मृदुकरण,வெப்பநிலை மாற்றம்
टैमप्लेट,டெம்ப்ளேட்
आकार पट्ट,டெம்ப்ளேட்
टेपीडेरियम,டெபிடேரியம்
टैराकोटा,டெரகோட்டா
टैरारोसा,டெர்ரா ரோசா
टैराजो,டெர்ராஸோ
चतुरभिकल्पना,டெட்ரா பாணி
प्रभाव सीमा मान,வரம்பு வரம்பு மதிப்பு
कंठ,தொண்டை
धुर पत्थर,கல் மூலம்
ज्वारीय बेसिन,டைடல் பேசின்
तान छड़,டை பார்
बंधन धरन,கற்றை கட்டவும்
तान दंड,டை ராட்
टिर्स,Tirs
उपेक्ष्य त्रुटि,சகிப்புத்தன்மை
दाढ़ा,பல்வலி
पृष्ठ मृदा या ऊपरी मृदा,மேல் மண் அல்லது மேற்பரப்பு மண்
कुल सरंध्रता,மொத்த போரோசிட்டி
अलंकरण,டிரேசரி
ट्रेन प्रतिरोध,ரயில் எதிர்ப்பு
ट्रानसैप्ट,இடமாற்றம்
संक्रमणीय मृदा,இடைநிலை மண்
अनुप्रस्थिका,டிரான்ஸ்சம்
परिवाहित मृदा,போக்குவரத்து மண்
उप नदी,துணை நதி
गलियारा,டிரிஃபோரியம்
ट्रिगलिफ,ட்ரைகிளிஃப்
रुंड मृदा,துண்டிக்கப்பட்ட மண்
विक्षुब्ध प्रवाह,கொந்தளிப்பான ஓட்டம்
टर्रेट,சிறு கோபுரம்
डाट की भराई,டைம்பார் எண்
अंतिम धारण क्षमता,இறுதி தாங்கும் திறன்
अंतिम ph,அல்டிமேட் பிஎச்
बेतरतीब बेरद्दा ढोंका चिनाई,ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து
बेतरतीब चौकोर रद्देदार ढोका चिनाई,கட்டமைக்கப்படாத சதுர இடிபாடுகள்
तहखाना,அண்டர்கிராஃப்ட்
अपूरित संरंध्रता,நிரப்பப்படாத போரோசிட்டி
सम्प्रवाह,சீரான ஓட்டம்
एकल ढाँचे की तरह का पाड़,அலகு சட்ட வகை சாரக்கட்டு
अनउत्पादक कार्य,பயனற்ற வேலை
असंतृप्त मृदा,நிறைவுறா மண்
अधीर प्रवाह,நிலையற்ற ஓட்டம்
ऊपरी सुघट्यता सीमा,மேல் பிளாஸ்டிக் வரம்பு
द्रोणी वाहिका,பள்ளத்தாக்கு சாக்கடை
चापछद,வால்ட்
सायबान,வெட்டாரியம்
संवाहन,காற்றோட்டம்
रोशनदान,மறுபடியும்
बरामदा,வெரம்தா
ड्योढ़ी,வேஸ்டிபுல்
विला,வில்லா
