Bengali,Kannada
ইংরেজি বাগান প্রাচীর বন্ধন,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
সমান ওজন,ಸಮಾನ ತೂಕ
অর্গ,ಉದಾ
বিনিময়যোগ্য,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
বিনিময়যোগ্য অম্লতা,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
ই এস পি,ಇ.ಎಸ್.ಪಿ.
এক্সচেঞ্জ অ্যাসিডিটি,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
এক্সচেঞ্জ কমপ্লেক্স,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
নিষ্কাশন,ನಿಷ್ಕಾಸ
উন্মুক্ত ফিনিস,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
আই,ಕಣ್ಣು
ভুরু,ಕಣ್ಣು ಹುಬ್ಬು
সম্মুখ,ಎದುರಿಸುತ್ತಿದೆ
বন্ড সম্মুখীন,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
নিরাপত্তার ফ্যাক্টর,ಸುರಕ್ಷತೆಯ ಅಂಶ
পতন,ಪತನ
ফেসিয়া,ಫೇಶಿಯಾ
ফেসিয়া বোর্ড,ಫೇಶಿಯಾ ಬೋರ್ಡ್
দোষ,ದೋಷ
মাঠের আর্দ্রতা,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
চূড়ান্ত আর্দ্রতা সমতুল্য,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
ফিলেট (মর্টার),ಫಿಲೆಟ್ (ಗಾರೆ)
চূড়ান্ত,ಅಂತಿಮ
চূড়ান্ত পরিমাপ,ಅಂತಿಮ ಮಾಪನ
চূড়ান্ত অর্থপ্রদান,ಅಂತಿಮ ಪಾವತಿq
চূড়ান্ত প্রাক চাপ,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
চূড়ান্ত উত্তেজনা,ಅಂತಿಮ ಒತ್ತಡ
আর্থিক সম্ভাব্যতা,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
সূক্ষ্ম সমষ্টি,ಉತ್ತಮವಾದ ಒಟ್ಟು
ফিসার্ড শিলা,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
পতাকা পাথর,ಧ್ವಜದ ಕಲ್ಲು
ফ্লেমিশ বন্ড,ಫ್ಲೆಮಿಶ್ ಬಂಧ
ঝলকানি,ಮಿನುಗುತ್ತಿದೆ
চটকদার স্রোত,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
সমতল ছাদ,ಫ್ಲಾಟ್ ಛಾವಣಿ
ফ্লেচে,ಫ್ಲೆಚೆ
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
চকমকি,ಫ್ಲಿಂಟ್
চকমকি দেয়াল,ಫ್ಲಿಂಟ್ ಗೋಡೆ
ভাসমান মেঝে,ತೇಲುವ ಮಹಡಿ
ফ্লোকুলেশন,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ফ্লোকুলেশন সীমা,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ফ্লোকুলেশন অনুপাত,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ফ্লোকুলস,ಫ್ಲೋಕಲ್ಸ್
মেঝে,ಮಹಡಿ
মেঝে সিল,ಮಹಡಿ ಮುದ್ರೆ
প্রবাহ,ಹರಿವು
ওঠানামা,ಏರಿಳಿತ
ফুটিং,ಕಾಲಿಡುವುದು
ফাউন্ডেশন,ಅಡಿಪಾಯ
ফ্রি ফল ব্যারো টপিং মিক্সার,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
ফ্রি ফল মিক্সার (ড্রাম টাইপ),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
বিনামূল্যে পাথর,ಉಚಿತ ಕಲ್ಲು
ফ্রেশেট,ಫ್ರೆಶ್ಸೆಟ್
ঘর্ষণ গাদা,ಘರ್ಷಣೆ ರಾಶಿ
ব্যাঙ,ಕಪ್ಪೆ
গ্যাবল,ಗೇಬಲ್
গ্যাবলেট,ಗ್ಯಾಬ್ಲೆಟ್
গ্যাম্বেলের ছাদ,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
গেজ,ಗೇಜ್
পরিমাপক বিভাগ,ಅಳತೆ ವಿಭಾಗ
গেজিং স্টেশন,ಮಾಪಕ ನಿಲ್ದಾಣ
সাধারণ অবস্থান পরিকল্পনা,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
সাধারণ বায়ুচলাচল,ಸಾಮಾನ್ಯ ವಾತಾಯನ
G দিগন্ত বা gley দিগন্ত,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
হিমবাহ পর্যন্ত,ತನಕ ಗ್ಲೇಶಿಯಲ್
জিনিস,ಗ್ನೀಸ್
গুডস ইয়ার্ড,ಸರಕುಗಳ ಅಂಗಳ
গ্রেডিয়েন্ট প্রতিরোধ,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
গ্রানাইট,ಗ್ರಾನೈಟ್
দানাদার গঠন,ಹರಳಿನ ರಚನೆ
দানাদার,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
কণিকা,ಗ್ರ್ಯಾನ್ಯೂಲ್
মহাকর্ষীয় জল মুক্ত জল,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
গ্র্যাভিটেশনাল ইয়ার্ড,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
মহান মাটি গ্রুপ,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
গ্রিলেজ ফাউন্ডেশন,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
স্থল হাত ছাঁচনির্মাণ,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
দলবদ্ধ ডক,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
গ্রুপ হাউজিং,ಗುಂಪು ವಸತಿ
অতিথি কক্ষ,ಅತಿಥಿ ಕೊಠಡಿ
নর্দমা,ಗಟಾರ
নর্দমা বহনকারী,ಗಟಾರ ಹೊರುವವನು
গটার চেক,ಗಟರ್ ಚೆಕ್
হাতুড়ি ড্রেসিং,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
হারবার,ಬಂದರು
আশ্রয়ের পোতাশ্রয়,ಆಶ್ರಯ ಬಂದರು
শক্ত প্যান,ಹಾರ್ಡ್ ಪ್ಯಾನ್
হেডার,ಶಿರೋಲೇಖ
হেডার বন্ড,ಹೆಡರ್ ಬಾಂಡ್
হেডার কোর্স,ಹೆಡರ್ ಕೋರ್ಸ್
হেড গেটের গঠন,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
খালের প্রধান,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
হেড রেগুলেটর,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
হেরিং হাড়ের বন্ধন,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
হার্টিং,ಹಾರ್ಟಿಂಗ್
ভিজানোর তাপ,ತೇವಗೊಳಿಸುವ ಶಾಖ
উচ্চ অ্যালুমিনা সিমেন্ট,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
নিতম্ব,ಹಿಪ್
হিপ ক্যাপিং,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
নিতম্বের শেষ,ಹಿಪ್ಡ್ ಎಂಡ್
ঘোমটা,ಹುಡ್
হুড ছাঁচনির্মাণ,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
হুকের আইন,ಹುಕ್ ಕಾನೂನು
হুপ লোহা,ಹೂಪ್ ಕಬ್ಬಿಣ
দিগন্ত,ಹಾರಿಜಾನ್
আর্দ্রতা,ಆರ್ದ್ರತೆ
"আর্দ্রতা, পরম","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"আর্দ্রতা, আপেক্ষিক","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
হাম্প ইয়ার্ড,ಹಂಪ್ ಯಾರ್ಡ್
জলবাহী চাপ,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
হাইড্রেশন,ಜಲಸಂಚಯನ
হাইড্রোলাইসিস,ಜಲವಿಚ್ಛೇದನ
হাইড্রোলাইটিক অ্যাসিডিটি,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
হাইড্রোমরফিক মাটি,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
হাইড্রোফিলিক কলয়েড,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
হাইড্রোফোবিক কলয়েড,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
হাইড্রোস্ট্যাটিক চাপ অনুপাত,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
হাইগ্রোস্ক্যাপটিক সহগ,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
হাইগ্রোস্কোপিক আর্দ্রতা,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
হাইড্রোস্কোপিসিটি,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
হাইগ্রোস্কোপিক আর্দ্রতা,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
হাইপারবারিক চেম্বার,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
হাইপারস্ট্যাটিক ফ্রেম,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
হাইপসোমিটার,ಹೈಪ್ಸೋಮೀಟರ್
আলোকসজ্জা,ಇಲ್ಯುಮಿನೇಷನ್
ইমবিবেশন আর্দ্রতা,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
অপরিণত মাটি,ಬಲಿಯದ ಮಣ್ಣು
জব্দ ডক,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
ভূমি রাজস্ব বৃদ্ধি,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
স্বাধীন ভারা,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
নিমজ্জিত,ಇಂಡರೇಟೆಡ್
প্রাথমিক prestress,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
প্রাথমিক উত্তেজনা,ಆರಂಭಿಕ ಒತ್ತಡ
অভ্যন্তরীণ জলপথ বন্দর,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
অন্তরক বোর্ড,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
মধ্যবর্তী বন্দর,ಮಧ್ಯಂತರ ಬಂದರು
অভ্যন্তরীণ ঘর্ষণ,ಆಂತರಿಕ ಘರ್ಷಣೆ
ইন্ট্রাজোনাল মাটি,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
অয়ন,ಅಯಾನು
আয়ন বিনিময়,ಅಯಾನು ವಿನಿಮಯ
লোহার প্যান,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
সেচ সম্পন্ন ভূমি,ನೀರಾವರಿ ಭೂಮಿ
সেচ,ನೀರಾವರಿ
সেচ সেস,ನೀರಾವರಿ ಸೆಸ್
জাম্ব,ಜಾಂಬ್
জগল,ಜೋಗಲ್
জগল পিন,ಜೋಗಲ್ ಪಿನ್
জুল,ಜೂಲ್
জাম্পার,ಜಂಪರ್
কিলোগ্রাম,ಕಿಲೋಗ್ರಾಂ
কিলোগ্রাম বল,ಕಿಲೋಗ್ರಾಂ ಬಲ
কিলোগ্রাম ফোর্স মিটার,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
কিলোওয়াট ঘন্টা,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
রাজা বন্ধ,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
রান্নাঘর,ಅಡಿಗೆ
জরিযুক্ত কলাম,ಲೇಸ್ಡ್ ಕಾಲಮ್
ল্যাগিং,ಹಿಂದುಳಿದಿದೆ
ল্যামেলা মূল,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
লেমিনার প্রবাহ,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
বাতির গর্ত,ದೀಪದ ರಂಧ್ರ
ভূ - বিস্তৃতি,ಭೂಮಿ ಸಂಚಯ
ল্যান্ড স্লাইডিং,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
ল্যাটেরাইট,ಲ್ಯಾಟರೈಟ್
ল্যাটেরাইট মাটি,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
বড় সংখ্যার আইন,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
বিন্যাস পরিকল্পনা,ಲೇಔಟ್ ಯೋಜನೆ
খাতা,ಖಾತಾ ಪುಸ್ತಕ
চুন প্যান,ಸುಣ್ಣದ ಪ್ಯಾನ್
লিন্টেল,ಲಿಂಟೆಲ್
তরল সীমা,ದ್ರವ ಮಿತಿ
লাইভ লোড,ಲೈವ್ ಲೋಡ್
দোআঁশ,ಲೋಮ್
স্থানীয় নিষ্কাশন বায়ুচলাচল,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
লোকো ইয়ার্ড,ಲೋಕೋ ಅಂಗಳ
লস,ಲೋಸ್
নিম্ন প্লাস্টিকের সীমা,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
কম তাপ সিমেন্ট,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
মেশিন ছাঁচনির্মাণ,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
ম্যাক্রোস্ট্রাকচার,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
প্রধান প্রধান নিয়ন্ত্রক,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
প্রধান বন্দর,ಮುಖ್ಯ ಬಂದರು
বায়ু আপ করা,ಮೇಕಪ್ ಗಾಳಿ
মানসার্ড,ಮನ್ಸಾರ್ಡ್
মার্শালিং ইয়ার্ড,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
রাজমিস্ত্রির কাজ,ಕಲ್ಲುಗಾರಿಕೆ
পরিপক্ক তাপমাত্রা,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
মধ্যবর্তী তলা মেঝে,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
যান্ত্রিক বিশ্লেষণ,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
যান্ত্রিক বায়ুচলাচল,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
মেট্রিক সিস্টেম,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
মাইক্রোস্ট্রাকচার,ಸೂಕ್ಷ್ಮ ರಚನೆ
মিলি সমতুল্য,ಮಿಲಿ ಸಮಾನ
মিলি প্রতি লিটার সমতুল্য,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
খনিজ,ಖನಿಜ
খনিজ মাটি,ಖನಿಜ ಮಣ್ಣು
ছোট বন্দর,ಚಿಕ್ಕ ಬಂದರು
Mitred বন্ধ,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
মোবাইল সয়েল কলয়েড,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
আর্দ্রতা কন্টেন্ট,ತೇವಾಂಶ
আর্দ্রতা গ্রেডিয়েন্ট,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
মনোলিথ,ಏಕಶಿಲೆ
মনোরেল,ಮೊನೊರೈಲ್
জাতীয় হারবার কাউন্সিল,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
প্রাকৃতিক বিছানা,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
প্রাকৃতিক ফিনিস,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
প্রাকৃতিক পোতাশ্রয়,ನೈಸರ್ಗಿಕ ಬಂದರು
প্রাকৃতিক বায়ুচলাচল,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
নৌ বন্দর,ನೌಕಾ ಬಂದರು
নিউটন,ನ್ಯೂಟನ್
অ অভিন্ন প্রবাহ,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
জলের হার দখল করে,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
তেলে আকা,ಎಣ್ಣೆ ಬಣ್ಣ
তেল কূপ সিমেন্ট,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
খোলা চ্যানেল প্রবাহ,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
সর্বোত্তম আর্দ্রতা,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
জৈব মাটি,ಸಾವಯವ ಮಣ್ಣು
ওরিয়েন্টেশন,ದೃಷ್ಟಿಕೋನ
অর্থোগোনাল,ಆರ್ಥೋಗೋನಲ್
অর্টস্টেইন,ಒರ್ಟ್ಸ್ಟೈನ್
বাইরের সংকেত,ಬಾಹ್ಯ ಸಂಕೇತ
জারণ,ಆಕ್ಸಿಡೀಕರಣ
প্যান্ট্রি,ಪ್ಯಾಂಟ್ರಿ
প্যারাপেট,ಪ್ಯಾರಪೆಟ್
প্রাচীর প্রাচীর,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
পিতামাতার উপাদান,ಮೂಲ ವಸ್ತು
নুড়ি ঢালাই প্লাস্টার,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
পেডালফার,ಪೆಡಲ್ಫರ್
পেডোকাল,ಪೆಡೋಕಲ್
পেডোজেনেসিস,ಪೆಡೋಜೆನೆಸಿಸ್
পেডোলজি,ಪೆಡೋಲಜಿ
পেডোস্ফিয়ার,ಪೀಡೋಸ್ಪಿಯರ್
পেনেট্রোমিটার,ಪೆನೆಟ್ರೋಮೀಟರ್
পেন্ট ছাদ,ಪೆಂಟ್ ಛಾವಣಿ
পেপটাইজিং এজেন্ট,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
বিশ্লেষণের সময়কাল,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
পারপেন্ড,ಪರ್ಪೆಂಡ್
শোষণ,ಪರ್ಸರ್ಪ್ಶನ್
পিয়ার,ಪಿಯರ್
পিলাস্টার,ಪಿಲಾಸ್ಟರ್
পিচ,ಪಿಚ್
গল্পটা ছাদ,ಪಿಚ್ ಛಾವಣಿ
সাধারণ কংক্রিট,ಸರಳ ಕಾಂಕ್ರೀಟ್
সমতল কোণ,ಪ್ಲೇನ್ ಕೋನ
সমতল গজ,ಬಯಲು ಅಂಗಳ
প্ল্যানসোল,ಪ್ಲಾನ್ಸೋಲ್
প্লাস্টিকের সামঞ্জস্য,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
প্লাস্টিসিটি,ಪ್ಲಾಸ್ಟಿಟಿ
প্লাস্টিসিটি সূচক,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
প্লাস্টিসিটি সীমা,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
প্লাস্টিসিটি পরিসীমা,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
প্লাটি গঠন,ಪ್ಲಾಟಿ ರಚನೆ
প্লিন্থ,ಸ್ತಂಭ
লাঙ্গলের মাটি,ನೇಗಿಲು ಮಣ್ಣು
বরই পাথর,ಪ್ಲಮ್ ಕಲ್ಲು
পডজোল,ಪೊಡ್ಜೋಲ್
ইশারা,ಸೂಚಿಸುತ್ತಿದೆ
বহুভুজ প্রাচীর,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
ছিদ্র স্থান,ರಂಧ್ರದ ಜಾಗ
বন্দর,ಬಂದರು
ইতিবাচক বায়ুচলাচল,ಧನಾತ್ಮಕ ವಾತಾಯನ
প্রাইরি মাটি,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
যথার্থতা,ನಿಖರತೆ
প্রাথমিক কণা,ಪ್ರಾಥಮಿಕ ಕಣ
প্রিজম্যাটিক কাঠামো,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
উৎপাদনশীল কাজ,ಉತ್ಪಾದಕ ಕೆಲಸ
প্রকল্পের ন্যায্যতা,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
প্রতিরক্ষামূলক কাজ,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
সিউডো-মাইসেলিয়াম,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
পুডল,ಕೊಚ್ಚೆಗುಂಡಿ
পাগিং,ಪಗ್ಗಿಂಗ್
পিউমিস,ಪ್ಯೂಮಿಸ್
পাঞ্চিয়ন,ಪಂಚೆಯಾನ್
পুতুল,ಬೊಂಬೆ
পুটলগ,ಪುಟ್ಲಾಗ್
পুটলগ ভারা,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
পরিমাণ পরিমাপক,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
খনির রস,ಕ್ವಾರಿ ಸಾಪ್
কোয়ে,ಕ್ವೇ
রানী বন্ধ,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
কুইন,ಕ್ವೊಯಿನ್
ভেলা ফাউন্ডেশন,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
রাকার,ರೇಕರ್
রেকিং,ರೇಕಿಂಗ್
রেকিং বন্ড,ರಾಕಿಂಗ್ ಬಾಂಡ್
ঝলকানি raking,ಮಿನುಗುವ ರೇಕಿಂಗ್
দ্রুত পরিবর্তনশীল প্রবাহ,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
পুনরুদ্ধারযোগ্য পেমেন্ট,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
লাল পৃথিবী,ಕೆಂಪು ಭೂಮಿ
লাল দোআঁশ,ಕೆಂಪು ಲೋಮ್
রেগুলেটর,ನಿಯಂತ್ರಕ
রেগুর বা কালো তুলা মাটি,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
পরিশোধের চুক্তি,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
অবশিষ্ট সংকোচন,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
অবশিষ্ট মাটি,ಉಳಿಕೆ ಮಣ್ಣು
প্রকাশ করা,ಬಹಿರಂಗಪಡಿಸಿ
পিন প্রকাশ করুন,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
টাই প্রকাশ,ರಿವೀಲ್ ಟೈ
রিজ,ರಿಡ್ಜ್
রিজ ক্যাপিং,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
নদী,ನದಿ
রোড স্টেড,ರೋಡ್ ಸ್ಟೇಡ್
রুক্ষ প্লাস্টার,ಒರಟು ಪ್ಲಾಸ್ಟರ್
ধ্বংসস্তুপ,ಅವಶೇಷಗಳು
ধ্বংসস্তূপ রাজমিস্ত্রি,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
ধ্বংসস্তূপ দেয়াল,ಅವಶೇಷಗಳ ಗೋಡೆ
চলমান পরিমাপ,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
নিরাপদ ভারবহন ক্ষমতা,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
লবণ গ্লেজ,ಉಪ್ಪು ಮೆರುಗು
সাধারন মাপ,ಮಾದರಿ ಅಳತೆ
নমুনা বিতরণ,ಮಾದರಿ ವಿತರಣೆ
নমুনা ত্রুটি,ಮಾದರಿ ದೋಷ
বালি,ಮರಳು
বালি ফিনিস,ಮರಳು ಮುಕ್ತಾಯ
বালি হাত ছাঁচনির্মাণ,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
স্যান্ডিং,ಮರಳುಗಾರಿಕೆ
স্যাচুরেটেড মাটি,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
স্যাচুরেটেড মাটির পেস্ট,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
স্যাচুরেশন নির্যাস,ಶುದ್ಧತ್ವ ಸಾರ
স্যাচুরেশন শতাংশ,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
সসার গম্বুজ,ಸಾಸರ್ ಗುಮ್ಮಟ
ভারা,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
শিস্ট,ಸ್ಕಿಸ್ಟ್
সমুদ্র বন্দর,ಸಮುದ್ರ ಬಂದರು
গোপন নর্দমা,ರಹಸ್ಯ ಗಟಾರ
দ্বিতীয়,ಎರಡನೇ
অবক্ষেপণ বিশ্লেষণ,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
আধা-কৃত্রিম বন্দর,ಅರೆ ಕೃತಕ ಬಂದರು
আধা জোয়ার ডক,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
বার্ধক্য,ವಯಸ್ಸಾದ
শেল,ಶೇಲ್
চাদরের স্তূপ,ಹಾಳೆಯ ರಾಶಿ
সংকোচন সীমা,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
শাটারিং,ಶಟರಿಂಗ್
সিয়ালিটিক মাটি,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
সিয়েরোজেম,ಸಿರೋಜೆಮ್
সিল,ಸಿಲ್
পলি,ಹೂಳು
একক ফ্লেমিশ রক্ত,ಏಕ ಮಾಂಸದ ರಕ್ತ
একক দানাদার কাঠামো,ಏಕ ಹರಳಿನ ರಚನೆ
কঙ্কালের মাটি,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
স্কার্টিং,ಸ್ಕರ್ಟಿಂಗ್
ঘুমের প্রাচীর,ಸ್ಲೀಪರ್ ಗೋಡೆ
পাশের নর্দমা,ಸೈಡ್ ಗಟರ್
পিছলানো পদ্দতি,ಸ್ಲೈಡ್ ನಿಯಮ
স্লিপ ডক,ಸ್ಲಿಪ್ ಡಾಕ್
স্মোনিজা,ಸ್ಮೋನಿಜಾ
ভিজানো,ನೆನೆಯುವುದು
