English,Tamil
diskette,வட்டு
display file,காட்சி கோப்பு
display image,காட்சி படத்தை
disposal,அகற்றல்
distance,தூரம்
distance function,தூர செயல்பாடு
distortion,திரித்தல்
distributed,விநியோகிக்கப்பட்டது
distributed data,விநியோகிக்கப்பட்ட தரவு
distributed server,விநியோகிக்கப்பட்ட சேவையகம்
distributed system,விநியோகிக்கப்பட்ட அமைப்பு
distributive,விநியோகிக்கக்கூடிய
document,ஆவணம்
document retrieved,ஆவணம் மீட்டெடுக்கப்பட்டது
document window,ஆவண சாளரம்
documentation,ஆவணங்கள்
domain,களம்
domain name,டொமைன் பெயர்
dot matrix printer,டாட் மேட்ரிக்ஸ் பிரிண்டர்
down,கீழ்
down link,கீழ் இணைப்பு
down loading,பதிவிறக்கம்
down time,செயலற்ற நேரம்
dragging,இழுத்தல்
DRAM (dynamic RAM),DRAM (டைனமிக் ரேம்)
drift,சறுக்கல்
driver,இயக்கி
drop,கைவிட
drop down list box,கீழ்தோன்றும் பட்டியல் பெட்டி
drum drive,டிரம் டிரைவ்
drum printer,டிரம் பிரிண்டர்
drum unit,டிரம் அலகு
dual,இரட்டை
dual density,இரட்டை அடர்த்தி
dummy address,போலி முகவரி
dump,திணிப்பு
duplex circuit,இரட்டை சுற்று
duplexing,டூப்ளெக்சிங்
duplicate,நகல்
DVD R/W,டிவிடி ஆர்/டபிள்யூ
DVD ROM,டிவிடி ரோம்
dynamic instruction,மாறும் அறிவுறுத்தல்
dynamic memory,மாறும் நினைவகம்
dynamics,இயக்கவியல்
EBCDIC,EBCDIC
e-business,மின் வணிகம்
echo,எதிரொலி
e-commerce,மின் வணிகம்
edit,தொகு
editor,ஆசிரியர்
educational technology,கல்வி தொழில்நுட்பம்
EEP rom,EEP ரோம்
effective address (floating address),பயனுள்ள முகவரி (மிதக்கும் முகவரி)
effective operand address,பயனுள்ள செயல்பாட்டு முகவரி
effective procedure,பயனுள்ள செயல்முறை
effective UID (user identification),பயனுள்ள UID (பயனர் அடையாளம்)
efffective transmission operand,பயனுள்ள பரிமாற்ற செயல்பாடு
eight-bit byte,எட்டு பிட் பைட்
e-learning,மின் கற்றல்
election-algirthm,தேர்தல்-அல்கிரிதம்
electric mailing (e-mail),மின் அஞ்சல் (மின்னஞ்சல்)
electric printer,மின்சார அச்சுப்பொறி
electrical accounting machine,மின் கணக்கியல் இயந்திரம்
electronic,மின்னணு
electronic clearance system (ECS),மின்னணு அனுமதி அமைப்பு (ECS)
electronic data interchange (EDI),மின்னணு தரவு பரிமாற்றம் (EDI)
electronic data processing,மின்னணு தரவு செயலாக்கம்
electronic filing,மின்னணு தாக்கல்
electronic funds transfer System (EFTS),மின்னணு நிதி பரிமாற்ற அமைப்பு (EFTS)
electronic journals,மின்னணு இதழ்கள்
electronic publishing,மின்னணு வெளியீடு
electronic switch,மின்னணு சுவிட்ச்
element,உறுப்பு
e-mail,மின்னஞ்சல்
e-mail address,மின்னஞ்சல் முகவரி
embedded system,உட்பொதிக்கப்பட்ட அமைப்பு
embedding,உட்பொதித்தல்
emitter couple logic (ECL),உமிழ்ப்பான் ஜோடி தர்க்கம் (ECL)
empty stack,வெற்று அடுக்கு
empty string,வெற்று சரம்
emulation,முன்மாதிரி
encapsulation,அடைப்பு
encipher,குறியாக்கி
encode,குறியாக்கம்
encoder,குறியாக்கி
encrepted data,மறைகுறியாக்கப்பட்ட தரவு
encripting file system,என்கிரிப்ட் கோப்பு முறைமை
encryption,குறியாக்கம்
end of block,தொகுதியின் முடிவு
end of file (EOF),கோப்பின் முடிவு (EOF)
end-user,கடைசி பயனாளி
enter,நுழைய
enter-key,நுழைவு விசை
enterprise server,நிறுவன சேவையகம்
enterprise system,நிறுவன அமைப்பு
entity,நிறுவனம்
entity-relationship,நிறுவனம்-உறவு
entry time,நுழைவு நேரம்
entry variable,நுழைவு மாறி
enumerable,எண்ணத்தக்க
environment,சூழல்
epoch,சகாப்தம்
EPROM,EPROM
epsilon closure,எப்சிலன் மூடல்
equalizer,சமநிலைப்படுத்தி
equipment,உபகரணங்கள்
equivalence class,சமநிலை வகுப்பு
equivalence relation,சமமான உறவு
erase,அழிக்க
error correcting code,பிழை திருத்தும் குறியீடு
error correction,பிழை திருத்தம்
error detection,பிழை கண்டறிதல்
error handling,பிழை கையாளுதல்
error message,பிழை செய்தி
error rate,பிழை விகிதம்
error recovery,பிழை மீட்பு
error routine,பிழை வழக்கமான
escape character,தப்பிக்கும் தன்மை
ethernet,ஈதர்நெட்
event,நிகழ்வு
event chain,நிகழ்வு சங்கிலி
event control,நிகழ்வு கட்டுப்பாடு
event counter,நிகழ்வு கவுண்டர்
exception handling,விதிவிலக்கு கையாளுதல்
exchangeable disk storage,பரிமாற்றக்கூடிய வட்டு சேமிப்பு
exclusion,விலக்குதல்
exclusive Or (XOR),பிரத்தியேக அல்லது (XOR)
executable program,இயங்கக்கூடிய நிரல்
executive statement,நிர்வாக அறிக்கை
exhaustive search,முழுமையான தேடல்
exist,உள்ளன
exit,வெளியேறு
expert system,நிபுணர் அமைப்பு
expression,வெளிப்பாடு
extended graphic array (XGA),நீட்டிக்கப்பட்ட வரைகலை வரிசை (XGA)
extended industry standard (EIS),விரிவாக்கப்பட்ட தொழில் தரநிலை (EIS)
extended machine,நீட்டிக்கப்பட்ட இயந்திரம்
extended memory,நீட்டிக்கப்பட்ட நினைவகம்
extended precision,நீட்டிக்கப்பட்ட துல்லியம்
extended sorting,நீட்டிக்கப்பட்ட வரிசையாக்கம்
external call,வெளிப்புற அழைப்பு
external error,வெளிப்புற பிழை
external function,வெளிப்புற செயல்பாடு
external interrupt,வெளிப்புற குறுக்கீடு
external memory,வெளிப்புற நினைவகம்
external memory,வெளிப்புற நினைவகம்
external modem,வெளிப்புற மோடம்
external reference,வெளிப்புற குறிப்பு
external searching,வெளிப்புற தேடல்
external storage device,வெளிப்புற சேமிப்பக சாதனம்
extraction,பிரித்தெடுத்தல்
extrapolation,எக்ஸ்ட்ராபோலேஷன்
face-character printer,முக எழுத்து அச்சுப்பொறி
fail-safe operation,தோல்வி-பாதுகாப்பான செயல்பாடு
failure rate,தோல்வி விகிதம்
failure recovery,தோல்வி மீட்பு
false code,தவறான குறியீடு
false error,தவறான பிழை
fan-in,ரசிகர்-இன்
fan-out,ரசிகர்-அவுட்
fascimile I/O device,பாசிமைல் I/O சாதனம்
fast fourier transform (FFT),வேகமான நான்கு உருமாற்றம் (FFT)
fatal error,கொடிய பிழை
fault detection,தவறு கண்டறிதல்
fault diagnosis,தவறு கண்டறிதல்
fault tolerance,தவறு சகிப்புத்தன்மை
fax,தொலைநகல்
fax message,தொலைநகல் செய்தி
FDC,FDC
feature detection,அம்சம் கண்டறிதல்
feed cycle,உணவு சுழற்சி
feedback,பின்னூட்டம்
feeder,ஊட்டி
fetch,எடுக்க
fibonacci search,ஃபைபோனச்சி தேடல்
fibonacci sequence,ஃபைபோனச்சி வரிசை
fibonacci series,ஃபைபோனச்சி தொடர்
fibre optics,ஃபைபர் ஆப்டிக்ஸ்
fido net,fido net
field,களம்
fifth generation computers,ஐந்தாம் தலைமுறை கணினிகள்
file,கோப்பு
file access method,கோப்பு அணுகல் முறை
file allocation table,கோப்பு ஒதுக்கீடு அட்டவணை
file compression,கோப்பு சுருக்கம்
file copying,கோப்பு நகலெடுக்கிறது
file layout,கோப்பு தளவமைப்பு
file merge,கோப்பு ஒன்றிணைத்தல்
file recovery,கோப்பு மீட்பு
file storage,கோப்பு சேமிப்பு
file structure,கோப்பு அமைப்பு
file system,கோப்பு முறை
file transfer,கோப்பு பரிமாற்றம்
file transfer protocol (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
filter,வடிகட்டி
final state,இறுதி நிலை
find,கண்டுபிடிக்க
finite state machine,வரையறுக்கப்பட்ட நிலை இயந்திரம்
fire wall,தீ சுவர்
firmware,நிலைபொருள்
first come first serve,முதலில் வருபவர்களுக்கு முன்னுரிமை
first generation computer,முதல் தலைமுறை கணினி
first in first out (FIFO),ஃபர்ஸ்ட் இன் ஃபர்ஸ்ட் அவுட் (FIFO)
first order logic,முதல் வரிசை தர்க்கம்
first order theory,முதல் வரிசை கோட்பாடு
fixed partition,நிலையான பகிர்வு
flag,கொடி
flexible disk,நெகிழ்வான வட்டு
floppy disk,நெகிழ் வட்டு
flopy disk drive (Fdd),நெகிழ் வட்டு இயக்கி (Fdd)
flow chart,ஓட்ட விளக்கப்படம்
flow of control,கட்டுப்பாட்டு ஓட்டம்
flush,பறிப்பு
folder,கோப்புறை
font,எழுத்துரு
font family,எழுத்துரு குடும்பம்
foreign key,வெளிநாட்டு விசை
form,வடிவம்
formal language,முறையான மொழி
formal system,முறையான அமைப்பு
format,வடிவம்
formatting,வடிவமைத்தல்
fortran,ஃபோர்ட்ரான்
fortran programming,fortran நிரலாக்க
forward slash,முன்னோக்கி சாய்வு
fourth generation computer,நான்காம் தலைமுறை கணினி
fragment,துண்டு
frame,சட்டகம்
free net,இலவச வலை
free software foundation,இலவச மென்பொருள் அடித்தளம்
free storage,இலவச சேமிப்பு
freeware,இலவச மென்பொருள்
front end,முன் முனை
front panel,முன் குழு
function,செயல்பாடு
function key,செயல்பாட்டு விசை
function reference,செயல்பாடு குறிப்பு
functional dependency,செயல்பாட்டு சார்பு
functional testing,செயல்பாட்டு சோதனை
fuzzy logic,தெளிவற்ற தர்க்கம்
fuzzy set,தெளிவற்ற தொகுப்பு
gain,ஆதாயம்
game tree,விளையாட்டு மரம்
gap character,இடைவெளி பாத்திரம்
garbage,குப்பை
garbage collection,குப்பை சேகரிப்பு
garbage collection,குப்பை சேகரிப்பு
garbage in garbage out (GIGO),குப்பையில் குப்பை (GIGO)
gate,வாயில்
gateway,நுழைவாயில்
general program,பொது திட்டம்
general program,பொது திட்டம்
general purpose computer,பொது நோக்கம் கணினி
general purpose computer,பொது நோக்கம் கணினி
general register,பொது பதிவு
generalization,பொதுமைப்படுத்தல்
generalization,பொதுமைப்படுத்தல்
general-purpose language,பொது நோக்க மொழி
general-purpose operating sysem,பொது நோக்க இயக்க முறைமை
general-purpose regisgter,பொது நோக்கப் பதிவேடு
generated error,உருவாக்கப்பட்ட பிழை
generating function,செயல்பாடு உருவாக்கும்
generic class,பொதுவான வகுப்பு
generic function,பொதுவான செயல்பாடு
generic name,பொதுப்பெயர்
gigo,ஜிகோ
global,உலகளாவிய
global code,உலகளாவிய குறியீடு
global lock,உலகளாவிய பூட்டு
global network,உலகளாவிய நெட்வொர்க்
global network,உலகளாவிய நெட்வொர்க்
global user,உலகளாவிய பயனர்
global variable,உலகளாவிய மாறி
globalisation,உலகமயமாக்கல்
gopher,கோபர்
gopher client,கோபர் வாடிக்கையாளர்
gopher server,கோபர் சர்வர்
gopher site,கோபர் தளம்
gopher space,கோபர் விண்வெளி
graceful degradation,அழகான சீரழிவு
grammar checker,இலக்கண சரிபார்ப்பவர்
grammar graceful exit,இலக்கணம் நேர்த்தியான வெளியேற்றம்
grand total,பெரும் மொத்தம்
graph,வரைபடம்
graph plotting,வரைபடம் வரைதல்
graphic character,வரைகலை பாத்திரம்
graphic controller,வரைகலை கட்டுப்படுத்தி
graphic data structure,வரைகலை தரவு அமைப்பு
graphic display program,வரைகலை காட்சி நிரல்
graphic display resolution,கிராஃபிக் காட்சி தீர்மானம்
graphic language,வரைகலை மொழி
graphic language,வரைகலை மொழி
graphic panel,வரைகலை குழு
graphical animation,வரைகலை அனிமேஷன்
graphical interface format (GIF),வரைகலை இடைமுக வடிவம் (GIF)
graphical user interface (GUI),வரைகலை பயனர் இடைமுகம் (GUI)
graphics,கிராபிக்ஸ்
graphics application,கிராபிக்ஸ் பயன்பாடு
graphics cursor,கிராபிக்ஸ் கர்சர்
graphics mode,கிராபிக்ஸ் முறை
graphics package,கிராபிக்ஸ் தொகுப்பு
graphics software,வரைகலை மென்பொருள்
graphics software,வரைகலை மென்பொருள்
graphics software package,வரைகலை மென்பொருள் தொகுப்பு
gray scale,சாம்பல் அளவு
greedy method,பேராசை முறை
grep,grep
grid,கட்டம்
grid chart,கட்ட விளக்கப்படம்
grid computing,கட்டம் கம்ப்யூட்டிங்
grid modulation,கட்டம் பண்பேற்றம்
ground wave,தரை அலை
group,குழு
group address,குழு முகவரி
group code,குழு குறியீடு
group communication,குழு தொடர்பு
group communication,குழு தொடர்பு
group identification,குழு அடையாளம்
group name,குழு பெயர்
groupware,குழுபொருள்
growth,வளர்ச்சி
guard,காவலர்
guided media,வழிகாட்டப்பட்ட ஊடகங்கள்
gunzip,துப்பாக்கி சிப்
hack,ஊடுருவு
hacker,ஹேக்கர்
hacker's dictionary,ஹேக்கர் அகராதி
half adder,அரை சேர்ப்பான்
half bridge,அரை பாலம்
half duplex,அரை இரட்டை
half duplex line,அரை இரட்டை வரி
half duplex mode,அரை இரட்டை முறை
half intensity,பாதி தீவிரம்
half router,அரை திசைவி
half subtracter,அரை கழிப்பான்
half toning,அரை டோனிங்
half word,அரை வார்த்தை
hamiltonious cycle,வலிமிகுந்த சுழற்சி
hamming code,ஹாமிங் குறியீடு
hand,கை
hand copy,கை நகல்
handle,கைப்பிடி
handling,கையாளுதல்
hang,தொங்கும்
happy net,மகிழ்ச்சி வலை
hard copy device,கடின நகல் சாதனம்
hard disk,வன் வட்டு
hard disk crash,ஹார்ட் டிஸ்க் செயலிழப்பு
hard error,கடினமான பிழை
hardware flow control,வன்பொருள் ஓட்டம் கட்டுப்பாடு
harmonic,இசைவான
harmonic mean,ஹார்மோனிக் சராசரி
hash,ஹாஷ்
hash diagram,ஹாஷ் வரைபடம்
hash table,ஹாஷ் அட்டவணை
hashing technique,ஹாஷிங் நுட்பம்
header,தலைப்பு
heap,குவியல்
heap sort,குவியல் வகை
help,உதவி
help screen,உதவி திரை
helpnet,ஹெல்ப்நெட்
hertz,ஹெர்ட்ஸ்
heuristic,ஹூரிஸ்டிக்
heuristic method,ஹூரிஸ்டிக் முறை
hexadecimal numbers,பதின்ம எண்கள்
hidden line,மறைக்கப்பட்ட வரி
hierarchical data base,படிநிலை தரவு தளம்
hierarchical file system,படிநிலை கோப்பு முறைமை
hierarchical topography,படிநிலை நிலப்பரப்பு
high level language,உயர் மட்ட மொழி
high memory area,அதிக நினைவக பகுதி
high performance,உயர் செயல்திறன்
hit,தாக்கியது
hit rate,வீதம்
hit ratio,வெற்றி விகிதம்
hole,துளை
home directory,முகப்பு அடைவு
home page,முகப்பு பக்கம்
homogeneous coordinate,ஒரே மாதிரியான ஒருங்கிணைப்பு
hop,ஹாப்
hop count,ஹாப் எண்ணிக்கை
horn,கொம்பு
host computer,ஹோஸ்ட் கணினி
host computer,ஹோஸ்ட் கணினி
host language,புரவலன் மொழி
hot key,சூடான சாவி
hyper text markup language (HTML),ஹைப்பர் டெக்ஸ்ட் மார்க்அப் மொழி (HTML)
hypothesis,கருதுகோள்
I pod,நான் போட்
I/O buffer,I/O தாங்கல்
I/O port,I/O போர்ட்
I/O unit,I/O அலகு
identifier,அடையாளங்காட்டி
identity,அடையாளம்
image,படம்
image sensor,பட சென்சார்
impact printer,தாக்க அச்சுப்பொறி
impedence,தடை
imperative programme language,கட்டாய நிரல் மொழி
imperative statement,கட்டாய அறிக்கை
implicit address,மறைமுக முகவரி
impossible event,சாத்தியமற்ற நிகழ்வு
inactive node,செயலற்ற முனை
inconsistency,முரண்பாடு
increment,அதிகரிப்பு
index,குறியீட்டு
index data item,குறியீட்டு தரவு உருப்படி
index file,குறியீட்டு கோப்பு
index register,குறியீட்டு பதிவு
index sequential,குறியீட்டு வரிசை
indexed addressing,குறியிடப்பட்ட முகவரி
indexed language,குறியிடப்பட்ட மொழி
indexed sequence file,அட்டவணைப்படுத்தப்பட்ட வரிசை கோப்பு
indexed sequential sccess method (ISAM),அட்டவணைப்படுத்தப்பட்ட வரிசைமுறை sccess முறை (ISAM)
indirect addressing,மறைமுக முகவரி
Informatics,தகவலியல்
Information,தகவல்
information bit,தகவல் பிட்
information management,தகவல் மேலாண்மை
information management system (IMS),தகவல் மேலாண்மை அமைப்பு (IMS)
information retrieval,தகவல் மீட்பு
information system,தகவல் அமைப்பு
information technology (IT),தகவல் தொழில்நுட்பம் (IT)
infrastructure management,உள்கட்டமைப்பு மேலாண்மை
Inheritance,பரம்பரை
inherited error,பரம்பரை பிழை
Initial,ஆரம்ப
initial address,ஆரம்ப முகவரி
initial state,ஆரம்ப நிலை
Initialization,துவக்கம்
ink jet printer,மை ஜெட் அச்சுப்பொறி
Innumerable,எண்ணிலடங்கா
i-node table,நான் முனை அட்டவணை
inoperable time,செயல்பட முடியாத நேரம்
input buffer register,உள்ளீடு தாங்கல் பதிவு
input output processor (I/O processor),உள்ளீட்டு வெளியீட்டு செயலி (I/O செயலி)
input output register (I/O register),உள்ளீடு வெளியீடு பதிவு (I/O பதிவு)
input output statement (I/O statement),உள்ளீட்டு வெளியீட்டு அறிக்கை (I/O அறிக்கை)
input/output (I/O),உள்ளீடு/வெளியீடு (I/O)
input/output buffer (I/O buffer),உள்ளீடு/வெளியீடு இடையக (I/O இடையக)
input/output device (I/O device),உள்ளீடு/வெளியீட்டு சாதனம் (I/O சாதனம்)
Insert,செருகு
insertion sort,செருகும் வகை
installation time,நிறுவல் நேரம்
Instance,உதாரணம்
Instruction,அறிவுறுத்தல்
instruction counter,அறிவுறுத்தல் கவுண்டர்
instruction cycle,அறிவுறுத்தல் சுழற்சி
instruction set,அறிவுறுத்தல் தொகுப்பு
integer programming,முழு எண் நிரலாக்கம்
integer variable,முழு எண் மாறி
integrated modem,ஒருங்கிணைந்த மோடம்
integrated services digital network (ISDN),ஒருங்கிணைந்த சேவைகள் டிஜிட்டல் நெட்வொர்க் (ISDN)
Integrity,நேர்மை
intelligent controller,அறிவார்ந்த கட்டுப்படுத்தி
intelligent terminal,அறிவார்ந்த முனையம்
inter block,இடைப்பட்ட தொகுதி
inter block gap,இடைத் தொகுதி இடைவெளி
inter communication system,தொடர்பு அமைப்பு
Interaction,தொடர்பு
interactive graphics,ஊடாடும் கிராபிக்ஸ்
interactive keyboard printer,ஊடாடும் விசைப்பலகை அச்சுப்பொறி
intercom service,இண்டர்காம் சேவை
Interface,இடைமுகம்
Interleaving,இடைச்செருகல்
intermediate buffer,இடைநிலை தாங்கல்
internal block,உள் தொகுதி
internal communication,உள் தொடர்பு
internal fragmentation,உள் துண்டாடுதல்
internal memory,உள் நினைவகம்
internal sort,உள் வகை
internal timer,உள் டைமர்
international organization for standardization (ISO),தரப்படுத்தலுக்கான சர்வதேச அமைப்பு (ISO)
international technical support organization,சர்வதேச தொழில்நுட்ப ஆதரவு அமைப்பு
Internet,இணையதளம்
internet engineering task force (IETF),இணைய பொறியியல் பணிக்குழு (IETF)
internet explorer,இன்டர்நெட் எக்ஸ்ப்ளோரர்
internet hunt,இணைய வேட்டை
internet monthly report,இணைய மாத அறிக்கை
internet packet exchange,இணைய பாக்கெட் பரிமாற்றம்
internet protocol (IP),இணைய நெறிமுறை (IP)
internet protocol remove (IP),இணைய நெறிமுறை நீக்கம் (IP)
internet relay chat (IRC),இணைய ரிலே அரட்டை (IRC)
internet service provider,இணைய சேவை வழங்குபவர்
internet services list,இணைய சேவைகளின் பட்டியல்
internet society,இணைய சமூகம்
internet tools,இணைய கருவிகள்
internet working,இணைய வேலை
internet working,இணைய வேலை
Interpolation,இடைச்செருகல்
Interpret,விளக்குவது
Interpreter,மொழிபெயர்ப்பாளர்
interprocess communication,இடைச்செயல் தொடர்பு
Interrupt,குறுக்கீடு
interrupt handler,குறுக்கீடு கையாளுபவர்
interrupt mask,குறுக்கீடு முகமூடி
interrupt signal,குறுக்கீடு சமிக்ஞை
interrupt vector,குறுக்கீடு திசையன்
Interruption,குறுக்கீடு
Intersect,குறுக்கிடும்
Intranet,அக இணையம்
Invariant,மாறாத
inventory master file,சரக்கு முதன்மை கோப்பு
inverse multiplexer,தலைகீழ் மல்டிபிளெக்சர்
inverse scanning,தலைகீழ் ஸ்கேனிங்
inverted file,தலைகீழ் கோப்பு
inverted list file,தலைகீழ் பட்டியல் கோப்பு
inverted page table,தலைகீழ் பக்க அட்டவணை
Inverter,இன்வெர்ட்டர்
internet working,இணைய வேலை
Interpolation,இடைச்செருகல்
Interpret,விளக்குவது
Interpreter,மொழிபெயர்ப்பாளர்
interprocess communication,இடைச்செயல் தொடர்பு
Interrupt,குறுக்கீடு
interrupt handler,குறுக்கீடு கையாளுபவர்
interrupt mask,குறுக்கீடு முகமூடி
interrupt signal,குறுக்கீடு சமிக்ஞை
interrupt vector,குறுக்கீடு திசையன்
Interruption,குறுக்கீடு
Intersect,குறுக்கிடும்
Intranet,அக இணையம்
Invariant,மாறாத
inventory master file,சரக்கு முதன்மை கோப்பு
inverse multiplexer,தலைகீழ் மல்டிபிளெக்சர்
inverse scanning,தலைகீழ் ஸ்கேனிங்
inverted file,தலைகீழ் கோப்பு
inverted list file,தலைகீழ் பட்டியல் கோப்பு
inverted page table,தலைகீழ் பக்க அட்டவணை
Inverter,இன்வெர்ட்டர்
job management,வேலை மேலாண்மை
job oriented language,வேலை சார்ந்த மொழி
job priority,வேலை முன்னுரிமை
job scheduling,வேலை திட்டமிடல்
job sequencing,வேலை வரிசைப்படுத்துதல்
job table,வேலை அட்டவணை
join (JOIN),சேர (சேர்)
joint photographic group (jpg),கூட்டு புகைப்படக் குழு (jpg)
Journal,இதழ்
joy stick,மகிழ்ச்சி குச்சி
Judgement,தீர்ப்பு
Jump,தாவி
jump instruction,குதிக்கும் அறிவுறுத்தல்
Jumper,குதிப்பவர்
Junction,சந்திப்பு
Junk,குப்பை
Justification,நியாயப்படுத்துதல்
k bytes,கே பைட்டுகள்
karnaugh map,கர்னாக் வரைபடம்
karnaugh map,கர்னாக் வரைபடம்
KB (Kilo Byte),கேபி (கிலோ பைட்)
Kernel,கர்னல்
kernel mode,கர்னல் முறை
Kerning,கெர்னிங்
Key,முக்கிய
key board,விசைப்பலகை
key bounce,முக்கிய துள்ளல்
key click,முக்கிய கிளிக்
key compression,முக்கிய சுருக்கம்
key disk,முக்கிய வட்டு
key encryption,முக்கிய குறியாக்கம்
key field,முக்கிய புலம்
key file,முக்கிய கோப்பு
key frame,முக்கிய சட்டகம்
key management,முக்கிய மேலாண்மை
key pad,முக்கிய திண்டு
key pad,முக்கிய திண்டு
key phrase,முக்கிய சொற்றொடர்
key pulse,முக்கிய துடிப்பு
key punch,முக்கிய பஞ்ச்
key sorting,முக்கிய வரிசையாக்கம்
key stroke,முக்கிய பக்கவாதம்
key to address transformation,முகவரி மாற்றத்திற்கான திறவுகோல்
key to disk,வட்டின் விசை
key to floppy,நெகிழ்வுக்கான திறவுகோல்
key to tape,டேப்பின் விசை
key word,முக்கிய வார்த்தை
Kick,உதை
Kill,கொல்லுங்கள்
Kilobit,கிலோபிட்
Knots,முடிச்சுகள்
knowledge based information services,அறிவு சார்ந்த தகவல் சேவைகள்
knowledge discovery,அறிவு கண்டுபிடிப்பு
knowledge discovery database (KDD),அறிவு கண்டுபிடிப்பு தரவுத்தளம் (KDD)
knowledge engineering,அறிவு பொறியியல்
knowledge management,அறிவு மேலாண்மை
knowledge worker,அறிவு பணியாளர்
Lan adapter,லேன் அடாப்டர்
Lan server,லேன் சர்வர்
LAN workplace,LAN பணியிடம்
Landscape,நிலப்பரப்பு
Landscape,நிலப்பரப்பு
Language,மொழி
language interpreter,மொழி மொழிபெயர்ப்பாளர்
language processor,மொழி செயலி
language translator,மொழி மொழிபெயர்ப்பாளர்
Laptop,மடிக்கணினி
large scale integration (lsi),பெரிய அளவிலான ஒருங்கிணைப்பு (எல்எஸ்ஐ)
large scale integration (LSI),பெரிய அளவிலான ஒருங்கிணைப்பு (LSI)
Laser,லேசர்
laser printer,லேசர் அச்சுப்பொறி
last in first out (LIFO),கடைசியாக முதலில் வெளியே (LIFO)
Layer,அடுக்கு
Layout,தளவமைப்பு
Leaf,இலை
leaf node,இலை முனை
leaf site,இலை தளம்
Lease,குத்தகைக்கு
leased channel,குத்தகைக்கு விடப்பட்ட சேனல்
leased line,குத்தகை வரி
least significant bit (lsb),குறைந்தது குறிப்பிடத்தக்க பிட் (எல்எஸ்பி)
least significant digit,குறைந்தது குறிப்பிடத்தக்க இலக்கம்
legacy system,பேற்று முறைமை
Lemma ,லெம்மா
letter quality (LQ),எழுத்து தரம் (LQ)
Lexeme,லெக்ஸீம்
Lexicography,அகராதியியல்
Library,நூலகம்
library program,நூலக திட்டம்
library sub-routine,நூலக துணை வழக்கம்
licence agrement,உரிம ஒப்பந்தம்
light emitter diode (LED),ஒளி உமிழ்ப்பான் டையோடு (LED)
light gun,லேசான துப்பாக்கி
light pen,ஒளி பேனா
line adapter,வரி அடாப்டர்
line editing,வரி எடிட்டிங்
line printer,வரி அச்சுப்பொறி
Linear,நேரியல்
lines per minute (LPM),நிமிடத்திற்கு கோடுகள் (LPM)
Link,இணைப்பு
linked list,இணைக்கப்பட்ட பட்டியல்
LINUX,லினக்ஸ்
liquid crystal display (LCD),திரவ படிக காட்சி (எல்சிடி)
list processing,பட்டியல் செயலாக்கம்
Literal,இலக்கியம்
Live,வாழ்க
live node,நேரடி முனை
Load,ஏற்றவும்
load module,சுமை தொகுதி
Local,உள்ளூர்
local access,உள்ளூர் அணுகல்
local area network (Lan),உள்ளூர் பகுதி நெட்வொர்க் (Lan)
local definition,உள்ளூர் வரையறை
local exchange,உள்ளூர் பரிமாற்றம்
local memory,உள்ளூர் நினைவகம்
local mode,உள்ளூர் முறை
local variable,உள்ளூர் மாறி
Lock,பூட்டு
locked file,பூட்டப்பட்ட கோப்பு
log in=log on,உள்நுழை = உள்நுழை
log off-log out,வெளியேறு-வெளியேறு
Logging,பதிவு செய்தல்
logic analyser,தர்க்க பகுப்பாய்வி
logic bomb,தர்க்க வெடிகுண்டு
logic card,தர்க்க அட்டை
logic chart (flow chart),தர்க்க விளக்கப்படம் (ஓட்டம் விளக்கப்படம்)
logic circuit,தர்க்க சுற்று
logic design,தர்க்க வடிவமைப்பு
logic diagram,தர்க்க வரைபடம்
logic flow chart,தர்க்க ஓட்ட விளக்கப்படம்
logic function,தர்க்க செயல்பாடு
logic gate,தர்க்க வாயில்
logic programming,தர்க்க நிரலாக்கம்
logic shift,தர்க்க மாற்றம்
logic state,தர்க்க நிலை
logic switch,தர்க்க சுவிட்ச்
logic unit,தர்க்க அலகு
Logical,தருக்க
logical connection,தருக்க இணைப்பு
logical data structure,தருக்க தரவு அமைப்பு
logical diagram,தருக்க வரைபடம்
logical expression,தருக்க வெளிப்பாடு
logical flow chart (flow chart),தருக்க பாய்வு விளக்கப்படம் (ஓட்டம் விளக்கப்படம்)
logical IF,தருக்க IF
logical operation,தருக்க செயல்பாடு
logical operator,தருக்க ஆபரேட்டர்
logical relation,தர்க்கரீதியான உறவு
logical scheme,தருக்க திட்டம்
logical symbol,தருக்க சின்னம்
logical type,தருக்க வகை
logical value,தருக்க மதிப்பு
logical variable,தருக்க மாறி
look ahead carry,முன்னே பார்
look ahead set,முன்னே பார்
Look-up,பார்-அப்
Loop,லூப்
loop control,வளைய கட்டுப்பாடு
loop initialization,வளைய துவக்கம்
loop modification,வளைய மாற்றம்
loop network,வளைய நெட்வொர்க்
loop start,வளைய தொடக்கம்
loop termination,லூப் முடித்தல்
loop-back test,லூப்-பேக் சோதனை
loosely coupled,தளர்வாக இணைக்கப்பட்டது
lossless compression,இழப்பற்ற சுருக்கம்
lossy compression,இழப்பு சுருக்கம்
low byte,குறைந்த பைட்
low level language,குறைந்த அளவிலான மொழி
low pass filter,குறைந்த பாஸ் வடிகட்டி
lower bound,குறைந்த எல்லை
mac protocol (medium access control),மேக் நெறிமுறை (நடுத்தர அணுகல் கட்டுப்பாடு)
