English,Malayalam
Colonial organism,കൊളോണിയൽ ജീവി
Colony,കോളനി
Colony count,കോളനികളുടെ എണ്ണം
Colony morphology,കോളനി രൂപശാസ്ത്രം
Combination,കോമ്പിനേഷൻ
Combined sewer,സംയോജിത മലിനജലം
Combustion chamber,ജ്വലന അറ
Commensalism,കോമൻസലിസം
Commercial production,വാണിജ്യ ഉത്പാദനം
Communal behaviour,വർഗീയ പെരുമാറ്റം
Communal web,സാമുദായിക വെബ്
Communication,ആശയവിനിമയം
Community,സമൂഹം
Companion cell,സഹജീവി സെൽ
Complement,പൂരകമാക്കുക
Complement fixation test,കോംപ്ലിമെന്റ് ഫിക്സേഷൻ ടെസ്റ്റ്
Complementation genetic,പൂർത്തീകരണം ജനിതകമാണ്
Complete parasite,സമ്പൂർണ്ണ പരാന്നഭോജി
Composition,രചന
Composting,കമ്പോസ്റ്റിംഗ്
Compound microscope,സംയുക്ത മൈക്രോസ്കോപ്പ്
Compression,കംപ്രഷൻ
Concentration,ഏകാഗ്രത
Conch shell fungus,ശംഖ് ഷെൽ ഫംഗസ്
Concretion,കോൺക്രീഷൻ
Condensation,കാൻസൻസേഷൻ
Condensor,കണ്ടൻസർ
Condensor lens,കണ്ടൻസർ ലെൻസ്
Condiment,വ്യഞ്ജനം
Conditional lethal mutant,സോപാധികമായ മാരകമായ മ്യൂട്ടന്റ്
Conditional lethal mutation,സോപാധികമായ മാരകമായ മ്യൂട്ടേഷൻ
Configuration,കോൺഫിഗറേഷൻ
Confluent growth,സംയോജിത വളർച്ച
Conidiophore,കോണിഡിയോഫോർ
Conjuctiva,കൺജക്റ്റിവ
Conjugation,സംയോജനം
Conjunctivities,കൺജങ്ക്റ്റിവിറ്റികൾ
Conjunctivity,കൺജങ്ക്റ്റിവിറ്റി
Connective tissue,ബന്ധിത ടിഷ്യു
Conoid,കോനോയിഡ്
Conservation,സംരക്ഷണം
Constant,സ്ഥിരമായ
Constituent,ഘടകഭാഗം
Constricted,ചുരുങ്ങി
Constriction,സങ്കോചം
Constitutive enzyme,ഘടനാപരമായ എൻസൈം
Constitutive mutant,ഘടനാപരമായ മ്യൂട്ടന്റ്
Contact inhibition,സമ്പർക്ക നിരോധനം
Contact poison,വിഷവുമായി ബന്ധപ്പെടുക
Contagious,പകരുന്ന
Contagious disease,പകർച്ചവ്യാധി
Contagnivirum fluidum,കോണ്ടാഗ്നിവൈറം ദ്രാവകം
Container,കണ്ടെയ്നർ
Contaminants,മലിനീകരണം
Contaminate,മലിനമാക്കുക
Contest competition,മത്സര മത്സരം
Continuous culture,തുടർച്ചയായ സംസ്കാരം
Continuous pasteurization,തുടർച്ചയായ പാസ്ചറൈസേഷൻ
Contraceptive,ഗർഭനിരോധന മാർഗ്ഗം
Contractile vacuole,കോൺട്രാക്റ്റൈൽ വാക്യൂൾ
Contraction,സങ്കോചം
Control,നിയന്ത്രണം
Control coverage,കവറേജ് നിയന്ത്രിക്കുക
Control measure,നിയന്ത്രണ അളവ്
Control research,നിയന്ത്രണ ഗവേഷണം
Convection,സംവഹനം
Convenient type of food,സൗകര്യപ്രദമായ തരം ഭക്ഷണം
Conventional kind,പരമ്പരാഗത തരം
Convergent evolution,ഒത്തുചേരൽ പരിണാമം
Converse,സംഭാഷണം
Convex,കോൺവെക്സ്
Conveyor,കൺവെയർ
Convulsion,മലബന്ധം
Cooking ladle,പാചക കലശ
Coolant,കൂളന്റ്
Coolspring,കൂൾസ്പ്രിംഗ്
Co-ordination,കോ-ഓർഡിനേഷൻ
Coral,പവിഴം
Corepressor,കോർപ്രസ്സർ
Coring,കോറിംഗ്
Corky out growth,കോർക്കി ഔട്ട് വളർച്ച
Corky tissue,കോർക്കി ടിഷ്യു
Cornicle,കോർണിക്കിൾ
Cornucopia,കോർണുകോപിയ
Corollary,അനന്തരഫലം
Corpse,ശവം
Corpuscle,ശവശരീരം
Corpuscular,കോർപ്പസ്കുലർ
Corrective,തിരുത്തൽ
Corrosion,നാശം
Corrugated,കോറഗേറ്റഡ്
Cortex,കോർട്ടക്സ്
Cortex spore,കോർട്ടെക്സ് ബീജം
Cortical cell,കോർട്ടിക്കൽ സെൽ
Cosmic ray,കോസ്മിക് കിരണങ്ങൾ
Cosmopolitan,കോസ്മോപൊളിറ്റൻ
Cotton ball,പഞ്ഞിക്കെട്ട്
Cotton filter,കോട്ടൺ ഫിൽട്ടർ
Cotton stenosis,കോട്ടൺ സ്റ്റെനോസിസ്
Cotton wool,പഞ്ഞി
Counteract,എതിർക്കുക
Counter staining,കൗണ്ടർ സ്റ്റെയിനിംഗ്
Coupled enzyme systems,കപ്പിൾഡ് എൻസൈം സിസ്റ്റങ്ങൾ
Covalent,കോവാലന്റ്
Covered kernel smut,പൊതിഞ്ഞ കേർണൽ സ്മട്ട്
Covered seed,പൊതിഞ്ഞ വിത്ത്
Covered smut,പൊതിഞ്ഞ ചെളി
Cowpea,പശുപ്പായ
Cow pox,പശു പോക്സ്
Crater,ഗർത്തം
Cray fish,ക്രെഫിഷ്
Cream cheese,ക്രീം ചീസ്
Creamed fish,ക്രീം മത്സ്യം
Creative manifestation,സൃഷ്ടിപരമായ പ്രകടനം
Crevice,വിള്ളൽ
Crinkling,ചുളിവുകൾ
Crippled,മുടന്തൻ
Critical,ക്രിട്ടിക്കൽ
Critical point,നിര്ണ്ണായക ബിന്ദു
Critical value,നിർണ്ണായക മൂല്യം
Crop rotation,വിള ഭ്രമണം
Cross feeding,ക്രോസ് ഫീഡിംഗ്
Cross streak assay,ക്രോസ് സ്ട്രീക്ക് അസ്സെ
Cross infestation,ക്രോസ് അണുബാധ
Cross section,ക്രോസ് സെക്ഷൻ
Crown gall disease,ക്രൗൺ ഗാൽ രോഗം
Crown rot,കിരീടം ചെംചീയൽ
Crown-rust,കിരീടം-തുരുമ്പ്
Crucifer,ക്രൂശിതൻ
Crust,പുറംതോട്
Crustacean,ക്രസ്റ്റേഷ്യൻ
Crustaceous,ക്രസ്റ്റേഷ്യസ്
Crustose,ക്രസ്റ്റോസ്
Cryoscopic,ക്രയോസ്കോപ്പിക്
Cryptic coloration,നിഗൂഢമായ നിറം
Crystalline body,ക്രിസ്റ്റലിൻ ശരീരം
Crystalline toxin,ക്രിസ്റ്റലിൻ ടോക്സിൻ
Crystal violet,ക്രിസ്റ്റൽ വയലറ്റ്
Crystal violet complex,ക്രിസ്റ്റൽ വയലറ്റ് കോംപ്ലക്സ്
Cucumber mosaic,കുക്കുമ്പർ മൊസൈക്ക്
Culm,കുലം
Cultral control,സാംസ്കാരിക നിയന്ത്രണം
Culture,സംസ്കാരം
Culture medium,സാംസ്കാരിക മാധ്യമം
Cup-plate control,കപ്പ് പ്ലേറ്റ് നിയന്ത്രണം
Curative method,രോഗശാന്തി രീതി
Curd,തൈര്
Curdling,തൈര്
Cured,സുഖം പ്രാപിച്ചു
Curing,ക്യൂറിംഗ്
Curly top,ചുരുണ്ട ടോപ്പ്
Curvature movement,വക്രത ചലനം
Cushion shaped,തലയണ ആകൃതി
Custard,കസ്റ്റാർഡ്
Cutaneous anthrax,ചർമ്മത്തിലെ ആന്ത്രാക്സ്
Cutaneous eruption,ചർമ്മ സ്ഫോടനം
Cuticle,പുറംതൊലി
Cuticle lining,ക്യൂട്ടിക്കിൾ ലൈനിംഗ്
Cyclic,സൈക്ലിക്
Cyclic incidence,സൈക്ലിക് സംഭവം
Cyclo developmental pathogen,സൈക്ലോ വികസന രോഗകാരി
Cylindrical,സിലിണ്ടർ
Cyst,സിസ്റ്റ്
Cystocarp,സിസ്റ്റോകാർപ്പ്
Cystospore,സിസ്റ്റോസ്പോർ
Cytochrome,സൈറ്റോക്രോം
Cytogamy,സൈറ്റോഗാമി
Cytogenetic,സൈറ്റോജെനെറ്റിക്
Cytogenetics,സൈറ്റോജെനെറ്റിക്സ്
Cytology,സൈറ്റോളജി
Cytolytic,സൈറ്റോലിറ്റിക്
Cytomorphosis,സൈറ്റോമോർഫോസിസ്
Cytopathic effect,സൈറ്റോപതിക് പ്രഭാവം
Cytoplasm,സൈറ്റോപ്ലാസ്ം
Cytoplasmic inheritance,സൈറ്റോപ്ലാസ്മിക് പാരമ്പര്യം
Cytoplasmic streaming,സൈറ്റോപ്ലാസ്മിക് സ്ട്രീമിംഗ്
Cytokinesis,സൈറ്റോകൈനിസിസ്
Cytosis,സൈറ്റോസിസ്
Cytostome,സൈറ്റോസ്റ്റോം
Damascene,ഡമസ്കീൻ
Deal - grove model,ഡീൽ - ഗ്രോവ് മോഡൽ
Debye length,ഡീബൈ നീളം
Deep level,ആഴത്തിലുള്ള ലെവൽ
Deep ultra violet,ആഴത്തിലുള്ള അൾട്രാ വയലറ്റ്
Diffuser,ഡിഫ്യൂസർ
Diffusion pump,ഡിഫ്യൂഷൻ പമ്പ്
Degenerate semiconductor,ഡീജനറേറ്റ് അർദ്ധചാലകം
Degowning,degowning
De - ionised water,ഡി-അയോണൈസ്ഡ് വെള്ളം
Delay line,കാലതാമസം വരി
Denuded zone,നിരാകരിച്ച മേഖല
Depletion,ശോഷണം
Depth of focus,ഫോക്കസിന്റെ ആഴം
Depth of profiling,പ്രൊഫൈലിങ്ങിന്റെ ആഴം
Design rules,ഡിസൈൻ നിയമങ്ങൾ
Desoldering wick,ഡിസോൾഡറിംഗ് തിരി
Desorption,ഡിസോർപ്ഷൻ
Developer,ഡെവലപ്പർ
Development,വികസനം
Device,ഉപകരണം
Dl water filter,Dl വാട്ടർ ഫിൽട്ടർ
Dial gauge,ഡയൽ ഗേജ്
Diamond,വജ്രം
Diced,സമചതുര
Dicing,ഡൈസിംഗ്
Die,മരിക്കുക
Die attachment,ഡൈ അറ്റാച്ച്മെന്റ്
Die separation,ഡൈ വേർപിരിയൽ
Dielectric,വൈദ്യുതചാലകം
Dielectric relaxation time,വൈദ്യുത ഇളവ് സമയം
Diffusant,ഡിഫ്യൂസന്റ്
Diffusion,വ്യാപനം
Diffusion coefficient,ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്
Diffusion length,ഡിഫ്യൂഷൻ ദൈർഘ്യം
Diffusion source,ഡിഫ്യൂഷൻ ഉറവിടം
Digital device,ഡിജിറ്റൽ ഉപകരണം
Digital integrated circuit,ഡിജിറ്റൽ ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്
Diode,ഡയോഡ്
Direct band gap semiconductor,നേരിട്ടുള്ള ബാൻഡ് വിടവ് അർദ്ധചാലകം
Discreet device,വിവേകമുള്ള ഉപകരണം
Disk PCB,ഡിസ്ക് പിസിബി
Dislocation,സ്ഥാനഭ്രംശം
Display,പ്രദർശിപ്പിക്കുക
Display card,ഡിസ്പ്ലേ കാർഡ്
Disposable syringe,ഡിസ്പോസിബിൾ സിറിഞ്ച്
Distancer for poly injector,പോളി ഇൻജക്ടറിനുള്ള ഡിസ്റ്റൻസർ
Donor,ദാതാവിന്
Dopant,ഡോപന്റ്
Doping,ഉത്തേജക മരുന്ന്
Dose,ഡോസ്
Down stream plasma,ഡൗൺ സ്ട്രീം പ്ലാസ്മ
Drain,കളയുക
Drain engineering,ഡ്രെയിൻ എഞ്ചിനീയറിംഗ്
Drain current,ഡ്രെയിൻ കറന്റ്
Drift velocity,ഡ്രിഫ്റ്റ് വേഗത
Drill bit,തുളയാണി
Drive - in,ഡ്രൈവ് - ഇൻ
Dry cleaning,ഡ്രൈ ക്ലീനിംഗ്
Dry etching,ഡ്രൈ എച്ചിംഗ്
Dry mechanical pump,ഡ്രൈ മെക്കാനിക്കൽ പമ്പ്
Dry oxidation,ഡ്രൈ ഓക്സിഡേഷൻ
Dry powder fire extinguisher,ഉണങ്ങിയ പൊടി അഗ്നിശമന ഉപകരണം
Dry pump,ഡ്രൈ പമ്പ്
Drying,ഉണങ്ങുന്നു
Dual damascene,ഡ്യുവൽ ഡമസ്കീൻ
Dual gate,ഇരട്ട ഗേറ്റ്
Dut board,ഡട്ട് ബോർഡ്
Dynamic random access memory,ഡൈനാമിക് റാൻഡം ആക്സസ് മെമ്മറി
Dairy Microbiology,ഡയറി മൈക്രോബയോളജി
Dairy mold,ഡയറി പൂപ്പൽ
Dairy products,പാലുൽപ്പന്നങ്ങൾ
Damping off disease,രോഗത്തെ ഇല്ലാതാക്കുന്നു
Damp proof,നനഞ്ഞ തെളിവ്
Dark field,ഇരുണ്ട പാടം
Darkfield microscope,ഡാർക്ക്ഫീൽഡ് മൈക്രോസ്കോപ്പ്
Dark reactivation,ഇരുണ്ട വീണ്ടും സജീവമാക്കൽ
Dark repair,ഇരുണ്ട നന്നാക്കൽ
Dark rinded variety,ഇരുണ്ട തൊലിയുള്ള ഇനം
Daughter nuclei,മകൾ അണുകേന്ദ്രങ്ങൾ
Daughter sets,മകൾ സെറ്റുകൾ
Dead heart,മരിച്ച ഹൃദയം
Deadly disease,മാരകമായ രോഗം
Dead materials,ചത്ത വസ്തുക്കൾ
Dead sea,ചാവുകടല്
De-aminate,ഡീ-അമിനേറ്റ് ചെയ്യുക
De-amination,ഡീ-അമിനേഷൻ
Death phase,മരണ ഘട്ടം
Deaths head,മരണങ്ങളുടെ തല
Decarboxylation,ഡീകാർബോക്സിലേഷൻ
Decimal reduction time,ദശാംശ റിഡക്ഷൻ സമയം
Decline phase,നിരാകരണ ഘട്ടം
Decolorisation,നിറംമാറ്റം
Decomposition of herbicides,കളനാശിനികളുടെ വിഘടനം
Decumbent,ഡെക്യൂംബന്റ്
Defective prophages,വികലമായ പ്രോഫേജുകൾ
Defect,ഊനമില്ലാത്ത
Defective virus,വികലമായ വൈറസ്
Deficiencies,കുറവുകൾ
Deflect,വ്യതിചലിപ്പിക്കുക
Defoliation,ഇലപൊഴിക്കൽ
Defrost,ഡിഫ്രോസ്റ്റ്
Degeneracy,അപചയം
Degenerated peritrichous,ഡീജനറേറ്റഡ് പെരിട്രിക്കോസ്
Degenerate type,ഡീജനറേറ്റ് തരം
Degradation,തരംതാഴ്ത്തൽ
Degree of parasitism,പാരാസിറ്റിസത്തിന്റെ ബിരുദം
Dehydrated,നിർജ്ജലീകരണം
Dehydrogenation,ഡീഹൈഡ്രജനേഷൻ
Deinfestation,ഡീഇൻഫെസ്റ്റേഷൻ
Delayed enrichment method,കാലതാമസമുള്ള സമ്പുഷ്ടീകരണ രീതി
Delayed hypersensitivity,ഹൈപ്പർസെൻസിറ്റിവിറ്റി വൈകി
Deleterious,ഇല്ലാതാക്കുന്ന
Deletion,ഇല്ലാതാക്കൽ
Deliviam,ഡെലിവിയം
Delusion,വഞ്ചന
Demonstrate,പ്രകടിപ്പിക്കുക
Deoxygenation,ഓക്സിജനേഷൻ
Denature,ഡെനേച്ചർ
Denaturation,ഡീനാറ്ററേഷൻ
Denitrification,ഡിനൈട്രിഫിക്കേഷൻ
Dental caries,ദന്തക്ഷയം
Dental plaque,ഡെന്റൽ പ്ലാക്ക്
Dented,ഡെന്റഡ്
Deodorant,ഡിയോഡറന്റ്
Depth of field,ഫീൽഡിന്റെ ആഴം
Derange,ഡിറേഞ്ച്
Derepression,വിഷാദരോഗം
Derivative,ഡെറിവേറ്റീവ്
Dermatitis,ഡെർമറ്റൈറ്റിസ്
Dermato mycosis,ഡെർമറ്റോ മൈക്കോസിസ്
Dermatophyte,ഡെർമറ്റോഫൈറ്റ്
Desensitized,ഡിസെൻസിറ്റൈസ്ഡ്
Desiccation,ഡെസിക്കേഷൻ
Desiccator,ഡെസിക്കേറ്റർ
Dessert,പലഹാരം
Destruction,നാശം
Destructive distillation,വിനാശകരമായ വാറ്റിയെടുക്കൽ
Detergent,ഡിറ്റർജന്റ്
Deteriorating,വഷളാകുന്നു
Deterioration,അപചയം
Deterrant,പ്രതിരോധം
Devoured,വിഴുങ്ങി
Diagnosis,രോഗനിർണയം
Diagnostic test,ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്
Dialysis,ഡയാലിസിസ്
Dialyzable thermostable substance,ഡയലൈസബിൾ തെർമോസ്റ്റബിൾ പദാർത്ഥം
Diapause,ഡയപോസ്
Diaphragm,ഡയഫ്രം
Diastole,ഡയസ്റ്റോൾ
Diatomaceous earth,ഡയറ്റോമേഷ്യസ് ഭൂമി
Dichotomous,ദ്വിമുഖം
Dichotomously,ദ്വിമുഖമായി
Dichotomy,ദ്വിമുഖം
Dicotyledon,ഡിക്കോട്ടിലിഡൺ
Dieback or Pink disease,ഡൈബാക്ക് അല്ലെങ്കിൽ പിങ്ക് രോഗം
Dielectric,വൈദ്യുതചാലകം
Differential stain,ഡിഫറൻഷ്യൽ സ്റ്റെയിൻ
Differential staining,ഡിഫറൻഷ്യൽ സ്റ്റെയിനിംഗ്
Diffusion,വ്യാപനം
Diffusion coefficient,ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്
Diffusion pressure,ഡിഫ്യൂഷൻ മർദ്ദം
Diffusion zone,ഡിഫ്യൂഷൻ സോൺ
Dikaryo phase,ഡികാരിയോ ഘട്ടം
Dilution method,നേർപ്പിക്കൽ രീതി
Dilution shake culture,ഡൈല്യൂഷൻ ഷേക്ക് സംസ്കാരം
Dimerization,ഡൈമറൈസേഷൻ
Dimorphic fungi,ഡൈമോർഫിക് ഫംഗസ്
Dimorphism,ഡിമോർഫിസം
Dinner roll,ഡിന്നർ റോൾ
Dinoflagellates,ദിനോഫ്ലാഗെല്ലറ്റുകൾ
Dioecious,ഡയീഷ്യസ്
Diphtheria,ഡിഫ്തീരിയ
Diploblastic animal,ഡിപ്ലോബ്ലാസ്റ്റിക് മൃഗം
Diplodia stain,ഡിപ്ലോഡിയ സ്റ്റെയിൻ
Diploid,ഡിപ്ലോയിഡ്
Diploid bud,ഡിപ്ലോയിഡ് ബഡ്
Diploid generation,ഡിപ്ലോയിഡ് ജനറേഷൻ
Diploid nucleus,ഡിപ്ലോയിഡ് ന്യൂക്ലിയസ്
Diploid organism,ഡിപ്ലോയിഡ് ഓർഗാനിസം
Diplopod,ഡിപ്ലോപോഡ്
Diplophase,ഡിപ്ലോഫേസ്
Direct,നേരിട്ട്
Direct microscopic count,നേരിട്ടുള്ള മൈക്രോസ്കോപ്പിക് എണ്ണം
Direct transmission,നേരിട്ടുള്ള സംപ്രേക്ഷണം
Disaccharide,ഡിസാക്കറൈഡ്
Discharge nozzle,ഡിസ്ചാർജ് നോസൽ
Discharge opening,ഡിസ്ചാർജ് തുറക്കൽ
Discolor,നിറം മാറ്റുക
Discover,കണ്ടെത്തുക
Disease endurance,രോഗം സഹിഷ്ണുത
Disease entity,രോഗ സ്ഥാപനം
Disease forecasting,രോഗ പ്രവചനം
Disease producer,രോഗ നിർമ്മാതാവ്
Disfiguration,രൂപഭേദം
Disinfectant,അണുനാശിനി
Disinfection,അണുവിമുക്തമാക്കൽ
Disinfestation,അണുവിമുക്തമാക്കൽ
Disintegration,ശിഥിലീകരണം
Dismutation,ഭിന്നിപ്പിക്കൽ
Dispensable cell functions,ഡിസ്പെൻസബിൾ സെൽ പ്രവർത്തനങ്ങൾ
Dispersion,വിസരണം
Displace,സ്ഥാനഭ്രംശം വരുത്തുക
Dissect,വിച്ഛേദിക്കുക
Dissimilate,ഭിന്നിപ്പിക്കുക
Dissimilation,ഡിസ്മിലേഷൻ
Dissimilatory,ഭിന്നാഭിപ്രായം
Dissociation,വിഘടനം
Dissolve,പിരിച്ചുവിടുക
Distant,അകലെ
Distension,ഡിസ്റ്റെൻഷൻ
Distil,വാറ്റിയെടുക്കുക
Distillation,വാറ്റിയെടുക്കൽ
Distortion,വളച്ചൊടിക്കൽ
Divergence,വ്യതിചലനം
Diversity,വൈവിധ്യം
Division cycle,ഡിവിഷൻ സൈക്കിൾ
Dodder latent mosaic,ഡോഡർ ലാറ്റന്റ് മൊസൈക്ക്
Domestic sewer,ഗാർഹിക മലിനജലം
Dominant gene,പ്രബലമായ ജീൻ
Donor cell,ദാതാക്കളുടെ സെൽ
Dormant spray,പ്രവർത്തനരഹിതമായ സ്പ്രേ
Dormant stage,പ്രവർത്തനരഹിതമായ ഘട്ടം
Dorsol lobe,ഡോർസോൾ ലോബ്
Dorsal surface,ഡോർസൽ ഉപരിതലം
Dosage,അളവ്
Dose mortality curve,ഡോസ് മരണനിരക്ക് വക്രം
Double helix,ഇരട്ട ഹെലിക്സ്
Double lens,ഇരട്ട ലെൻസ്
Double shape,ഇരട്ട ആകൃതി
Double code,ഇരട്ട കോഡ്
Doubling time,ഇരട്ടിപ്പിക്കൽ സമയം
Dough,കുഴെച്ചതുമുതൽ
Downy mildew,പൂപ്പൽ
Draft,ഡ്രാഫ്റ്റ്
Drainage,ഡ്രെയിനേജ്
Drastic,ശക്തമായ
Drier,ഡ്രയർ
Drift,ഡ്രിഫ്റ്റ്
Droop,ഡ്രോപ്പ്
Droplet,തുള്ളി
Droplet infection,തുള്ളി അണുബാധ
Droplet size,തുള്ളി വലിപ്പം
Drought,വരൾച്ച
Drought microbial resistance,വരൾച്ച സൂക്ഷ്മജീവികളുടെ പ്രതിരോധം
Drug resistance,മയക്കുമരുന്ന് പ്രതിരോധം
Drug therapy,മയക്കുമരുന്ന് തെറാപ്പി
Drying unit,ഉണക്കൽ യൂണിറ്റ്
Dry rot,ഉണങ്ങിയ ചെംചീയൽ
Duel culture,ദ്വന്ദ്വ സംസ്കാരം
Duplex,ഡ്യൂപ്ലക്സ്
Dye,ചായം
Early effect,ആദ്യകാല പ്രഭാവം
Einstein relationship,ഐൻസ്റ്റീൻ ബന്ധം
Elbow,കൈമുട്ട്
Electrically erasable programme,വൈദ്യുതപരമായി മായ്ക്കാവുന്ന പ്രോഗ്രാം
Electrically oxide thickness,വൈദ്യുത ഓക്സൈഡ് കനം
Electrically programmable read only memory,ഇലക്ട്രിക്കലി പ്രോഗ്രാമബിൾ റീഡ് ഒൺലി മെമ്മറി
Electro migration,ഇലക്ട്രോ മൈഗ്രേഷൻ
Electrolytic capacitor,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
Electromechanical relay,ഇലക്ട്രോ മെക്കാനിക്കൽ റിലേ
Electron,ഇലക്ട്രോൺ
Electron affinity,ഇലക്ട്രോൺ അഫിനിറ്റി
Electron beam,ഇലക്ട്രോൺ ബീം
Electron beam evaporation,ഇലക്ട്രോൺ ബീം ബാഷ്പീകരണം
Electron beam heating,ഇലക്ട്രോൺ ബീം ചൂടാക്കൽ
Electron beam induced current,ഇലക്ട്രോൺ ബീം ഇൻഡ്യൂസ്ഡ് കറന്റ്
Electron beam lithography,ഇലക്ട്രോൺ ബീം ലിത്തോഗ്രഫി
Electron mobility,ഇലക്ട്രോൺ മൊബിലിറ്റി
Electron spectroscope for chemical analysis,രാസ വിശകലനത്തിനുള്ള ഇലക്ട്രോൺ സ്പെക്ട്രോസ്കോപ്പ്
Electronics grade,ഇലക്ട്രോണിക്സ് ഗ്രേഡ്
Element consolar filter,എലമെന്റ് കൺസോളർ ഫിൽട്ടർ
Elemental semiconductor,മൂലക അർദ്ധചാലകം
Elementary charge,പ്രാഥമിക ചാർജ്
Elevated drain,ഉയർന്ന ഡ്രെയിനേജ്
Ellipsometry,എലിപ്സോമെട്രി
Emitter,എമിറ്റർ
Emitter coupled logic,എമിറ്റർ കപ്പിൾഡ് ലോജിക്
Emitter push effect,എമിറ്റർ പുഷ് പ്രഭാവം
End point,അവസാന പോയിന്റ്
End point detection,എൻഡ് പോയിന്റ് കണ്ടെത്തൽ
Energy gap,ഊർജ്ജ വിടവ്
Epitaxial layer,എപിറ്റാക്സിയൽ പാളി
Epitaxy,എപിറ്റാക്സി
Etch,തുടങ്ങിയവ
Etch anisotropy,എച്ച് അനിസോട്രോപ്പി
Etch selectivity,Etch സെലക്ടിവിറ്റി
Evaporation,ആവിയായി
Excess carrier,അധിക കാരിയർ
Excimer laser,എക്സൈമർ ലേസർ
Excimer laser,എക്സൈമർ ലേസർ
Exposure,സമ്പർക്കം
Extreme ultraviolet,തീവ്രമായ അൾട്രാവയലറ്റ്
Extrinsic gettering,ബാഹ്യമായ വരവ്
Extriusic semiconductor,എക്‌സ്‌ട്രിയൂസിക് അർദ്ധചാലകം
Early proteins,ആദ്യകാല പ്രോട്ടീനുകൾ
Ear-cockle disease,ചെവി-കക്ക രോഗം
Echinoderms,എക്കിനോഡെർമുകൾ
Echinulate,എച്ചിനുലേറ്റ്
Echinulation,എക്കിനുലേഷൻ
Ecological control,പാരിസ്ഥിതിക നിയന്ത്രണം
Ecological factor,പാരിസ്ഥിതിക ഘടകം
Ecological improtance,പാരിസ്ഥിതിക പ്രാധാന്യം
Ecological niches,പാരിസ്ഥിതിക ഇടങ്ങൾ
Ecological outlook,പാരിസ്ഥിതിക വീക്ഷണം
Ecology,പരിസ്ഥിതി ശാസ്ത്രം
Ecosystem,ആവാസവ്യവസ്ഥ
Ectohormone,എക്ടോഹോർമോൺ
Ectoparasite,എക്ടോപാരസൈറ്റ്
Ectosymbiosis,എക്ടോസിംബയോസിസ്
Ectotrophic,എക്ടോട്രോഫിക്
Edaphic,എഡാഫിക്
Edaphosphere,എഡാഫോസ്ഫെയർ
Effective pesticide,ഫലപ്രദമായ കീടനാശിനി
Effector system,എഫക്റ്റർ സിസ്റ്റം
Efferent duct,എഫെറന്റ് ഡക്റ്റ്
Efficacy,കാര്യക്ഷമത
Effluent,മലിനജലം
Egestion,എജഷൻ
Egg plant,വഴുതന
Elective culture method,തിരഞ്ഞെടുപ്പ് സംസ്കാര രീതി
Electrical conductivity,വൈദ്യുതചാലകത
Electrode,ഇലക്ട്രോഡ്
Electromagnetic,വൈദ്യുതകാന്തിക
Electromagnetic spectrum,വൈദ്യുതകാന്തിക സ്പെക്ട്രം
Electro micrograph,ഇലക്ട്രോ മൈക്രോഗ്രാഫ്
Electron,ഇലക്ട്രോൺ
Electron acceptor,ഇലക്ട്രോൺ സ്വീകർത്താവ്
Electron cell counter,ഇലക്ട്രോൺ സെൽ കൗണ്ടർ
Electron donor,ഇലക്ട്രോൺ ദാതാവ്
Electron micrograph,ഇലക്ട്രോൺ മൈക്രോഗ്രാഫ്
Electron transport chain,ഇലക്ട്രോൺ ഗതാഗത ശൃംഖല
Electrophoratic mobility,ഇലക്ട്രോഫോററ്റിക് മൊബിലിറ്റി
Electrophoresis,ഇലക്ട്രോഫോറെസിസ്
Elliptical ovate,എലിപ്റ്റിക്കൽ അണ്ഡാകാരം
Elution,എല്യൂഷൻ
Emetic activity,എമെറ്റിക് പ്രവർത്തനം
Emulsion,എമൽഷൻ
Enation mosaic,എനേഷൻ മൊസൈക്ക്
Encephalomyelitis,എൻസെഫലോമൈലിറ്റിസ്
Encyst,എൻസൈസ്റ്റ്
Encysted larva,എൻസൈസ്റ്റഡ് ലാർവ
Encystment,എൻസൈസ്റ്റ്മെന്റ്
Endemic,എൻഡമിക്
Endemic disease,എൻഡെമിക് രോഗം
Endocartidis,എൻഡോകാർട്ടിഡിസ്
Endocrine system,എൻഡോക്രൈൻ സിസ്റ്റം
Endocuticle,എൻഡോക്യുട്ടിക്കിൾ
Endoderm,എൻഡോഡെം
Endoenzyme,എൻഡോഎൻസൈം
Endogenous infection,എൻഡോജനസ് അണുബാധ
Endogenous respiration,എൻഡോജനസ് ശ്വസനം
Endomycorrhiza,എൻഡോമൈക്കോറൈസ
Endoparasite,എൻഡോപാരസൈറ്റ്
Endoplasm,എൻഡോപ്ലാസം
Endoplasmic reticulum,എൻഡോപ്ലാസ്മിക് റെറ്റിക്യുലം
Endopodite,എൻഡോപോഡൈറ്റ്
Endopterygota,എൻഡോപ്റ്ററിഗോട്ട
Endospore,എൻഡോസ്പോർ
Endosymbiosis,എൻഡോസിംബയോസിസ്
Endosperm,എൻഡോസ്പേം
Endospore,എൻഡോസ്പോർ
Endosymbiont,എൻഡോസിംബിയന്റ്
