Bengali,Odiya
স্পষ্ট,ସଫା
চ্যানেল সাফ করুন,ଚ୍ୟାନେଲ ସଫା କରନ୍ତୁ |
ক্লিক,କ୍ଲିକ୍ କରନ୍ତୁ |
ক্লায়েন্ট,କ୍ଲାଏଣ୍ଟ
ক্লায়েন্ট সম্পর্ক (সার্ভার সম্পর্ক),କ୍ଲାଏଣ୍ଟ ସମ୍ପର୍କ (ସର୍ଭର ସମ୍ପର୍କ)
ক্লিফ প্রভাব,କ୍ଲିଫ୍ ପ୍ରଭାବ
ক্লিপ বোর্ড,କ୍ଲିପ୍ ବୋର୍ଡ |
ক্লিপিং,କ୍ଲିପ୍
ঘড়ির পালস,ଘଣ୍ଟା ନାଜ୍ |
ক্লকড ফ্লিপ ফ্লপ,ଘଣ୍ଟା ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
ক্লকফেসড মাইক,ଘଣ୍ଟା ପାଇଁ ମାଇକ୍ |
ঘড়ি-ফ্রিকোয়েন্সি,ଘଣ୍ଟା-ଆବୃତ୍ତି
ক্লকওয়াইজ,ଘଣ୍ଟା ବୁଲାଇ |
বন্ধ সার্কিট,ବନ୍ଦ ସର୍କିଟ |
বদ্ধ চক্র,ବନ୍ଦ ଲୁପ୍ |
ক্লাস্টার,କ୍ଲଷ୍ଟର
ক্লাস্টারিং,କ୍ଲଷ୍ଟରିଙ୍ଗ
বিশৃঙ্খলা,କ୍ଲଟର୍
বিশৃঙ্খলা ক্ষতি,କ୍ଲଟର୍ କ୍ଷତି |
আবরণ,ଆବରଣ
কোক্সিয়াল কেবল,କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |
কোক্সিয়াল লাইন,କୋକ୍ିଆଲ୍ ଲାଇନ୍ |
কোক্সিয়াল ট্রান্সমিশন লাইন,କୋଇସିଆଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
সহ-চ্যানেল,ସହ-ଚ୍ୟାନେଲ |
সহ-চ্যানেল হস্তক্ষেপ,ସହ-ଚ୍ୟାନେଲ ହସ୍ତକ୍ଷେପ |
কোচলিয়া,କୋଚେଲା
কোড,କୋଡ୍
কোড নম্বর,କୋଡ୍ ସଂଖ୍ୟା
কোড হার,କୋଡ୍ ହାର
কোড শব্দ,କୋଡ୍ ଶବ୍ଦ
কোডেক (কোডিং ডিকোডিং),କୋଡେକ୍ (କୋଡିଂ ଡିକୋଡିଂ)
কোডেড অডিও,କୋଡ୍ ଅଡିଓ |
কোডার,Couder
কোডিং,ସହଯୋଗ
কোডিং ডিকোডিং কৌশল,କୋଡିଂ ଡିକୋଡିଂ କ techni ଶଳ |
কোডিং ত্রুটি,କୋଡିଂ ତ୍ରୁଟି |
কোডিং হার,କୋଡିଙ୍ଗ୍ ହାର
কোডিং কৌশল,କୋଡିଂ କ techni ଶଳ |
গুণাঙ্ক,ସହଯୋଗୀ
জবরদস্তি,ବାଧ୍ୟତାମୂଳକ
সুসংগত মড্যুলেশন,ସମନ୍ୱିତ ମୋଡୁଲେସନ୍ |
কয়েল,କୋଇଲା |
সহযোগিতা,ସହଯୋଗ
ধসে,ଭୁଶୁଡ଼ିବା
সংগ্রাহক,କଲେକ୍ଟର |
সংগ্রাহক বর্তমান,ସଂଗୃହକ କରେଣ୍ଟ୍ |
বেস কন্ডাক্টেন্সে সংগ্রাহক,କେନିୟରମାନେ ବେସ୍ ଆଚରଣକୁ |
সংগ্রাহক-বেস জংশন,କଲେକ୍ଟର-ବେସ୍ ଜଙ୍କସନ |
রঙ,ରଙ୍ଗ
রঙ বিশ্লেষক,ରଙ୍ଗ ଆନାଲିଜର |
রঙ ভারসাম্য,ରଙ୍ଗ ବାଲାନ୍ସ |
রঙ ফেটে,ରଙ୍ଗ ଫାଟିଗଲା
রঙ চার্ট,ରଙ୍ଗ ଚାର୍ଟ |
রঙ সংমিশ্রণ,ରଙ୍ଗ ମିଶ୍ରଣ |
রঙ ধ্রুবক,ରଙ୍ଗ ସ୍ଥିର |
রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ),ରଙ୍ଗ ନିୟନ୍ତ୍ରଣ (କ୍ରୋମ୍ କଣ୍ଟ୍ରୋଲ୍)
রঙ গভীরতা,ରଙ୍ଗ ଗଭୀରତା
রঙ ক্লান্তি,ରଙ୍ଗ ଥକ୍କୁମାନେ |
রঙ ফিল্টার,ରଙ୍ଗ ଫିଲ୍ଟର୍ |
রঙিন কিলার সার্কিট,ରଙ୍ଗ ଘନକାରୀ ସର୍କିଟ୍ |
রঙিন কাইনেসপ,ରଙ୍ଗ କିନ୍ସୋପେପ୍ |
রঙ মিশ্রণ,ରଙ୍ଗ ମିକ୍ସର୍ |
রঙিন প্যাটার্ন,ରଙ୍ଗ pattern ାଞ୍ଚା |
রঙ উপলব্ধি,ରଙ୍ଗ ଧାରଣା
রঙিন চিত্রের স্ক্রিন,ରଙ୍ଗ ଚିତ୍ର ପରଦା |
রঙ স্থান,ରଙ୍ଗ ସ୍ଥାନ |
রঙ সাবকারিয়ার,ରଙ୍ଗ ସବ୍କରାରିର୍ |
রঙের তাপমাত্রা,ରଙ୍ଗ ତାପମାତ୍ରା |
রঙ সংক্রমণ,ରଙ୍ଗ ଟ୍ରାନ୍ସମିସନ୍ |
রঙ টিউব,ରଙ୍ଗ ଟ୍ୟୁବ୍ |
রঙিন,ରଙ୍ଗ
বর্ণহীন,ରଙ୍ଗହୀନ |
সংমিশ্রণ,ମିଶ୍ରଣ
কম্বাইনার,ମିଶ୍ରଣ
সংমিশ্রণ প্রক্রিয়া,ମିଶ୍ରଣ ପ୍ରକ୍ରିୟା
দহন,ଜଜ୍
কমান্ড,ନିର୍ଦ୍ଦେଶ
শুরু,ଆରମ୍ଭ
বাণিজ্যিক সম্প্রচার,ବାଣିଜ୍ୟିକ ପ୍ରସାରଣକାରୀ |
বাণিজ্যিক টেলিভিশন,ବାଣିଜ୍ୟିକ ଟେଲିଭିଜନ |
সাধারণ সংগ্রাহক সার্কিট,ସାଧାରଣ ସଂଗ୍ରହକାରୀ ସର୍କିଟ୍ |
যোগাযোগ,ଯୋଗାଯୋଗ |
যোগাযোগ স্যাটেলাইট,ଯୋଗାଯୋଗ ସାଟେଲାଇଟ୍ |
সম্প্রদায় রেডিও কেন্দ্র,ସମ୍ପ୍ରଦାୟ ରେଡିଓ ସେଣ୍ଟର |
সম্প্রদায় রেডিও স্টেশন,ସମ୍ପ୍ରଦାୟ ରେଡିଓ ଷ୍ଟେସନ |
কমপ্যাক্ট ডিস্ক (সিডি),କମ୍ପାକ୍ଟ ଡିସ୍କ (CD)
কমপ্যাক্ট ডিস্ক প্লেয়ার,କମ୍ପାକ୍ଟ ଡିସ୍କ ପ୍ଲେୟାର |
সামরিক,ତୁଳନା
তুলনা করা,ତୁଳନା
সামঞ্জস্যতা,ସୁସଙ୍ଗତତା
উপযুক্ত,ସୁସଙ୍ଗତ
সংকলক,ସଙ୍କଳନକାରୀ
পরিপূরক,ସମ୍ପୃକ୍ତ
পরিপূরক ট্রানজিস্টর,ସଂପନ୍ନ ଟ୍ରାନଜିଷ୍ଟର |
জটিল তরঙ্গ,ଜଟିଳ ତରଙ୍ଗ |
উপাদান,ଉପାଦାନ
সংমিশ্রণ,ମିଶ୍ରିତ
যৌগিক সার্কিট,ରଚନା ସର୍କିଟ୍ |
যৌগিক ডিজিটাল,ମିଶ୍ରିତ ଡିଜିଟାଲ୍ |
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,କମ୍ପୋଜିଟ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନଙ୍କ ସଙ୍କେତ |
যৌগিক সংকেত,ମିଶ୍ରିତ ସଙ୍କେତ |
যৌগিক ভিডিও,ମିଶ୍ରିତ ଭିଡିଓ
যৌগিক ভিডিও সংকেত,ମିଶ୍ରିତ ଭିଡିଓ ସଙ୍କେତ |
গঠন,ରଚନା
সংকুচিত ডেটা,ସଙ୍କଳନ ତଥ୍ୟ
সংকুচিত ডিজিটাইজড ভিডিও,ସଙ୍କୋଚିତ ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |
সংকুচিত ভিডিও,ସଙ୍କୋଚିତ ଭିଡିଓ |
সঙ্কোচন,ସଙ୍କୋଚନ
সংক্ষেপণ শিল্পকর্ম,ସଙ୍କୋଚନ କଳାକୃତି |
সংকোচনের ঝুঁকি,ସଙ୍କୋଚନ ବିପଦ |
সংক্ষেপণ কৌশল,ସଙ୍କୋଚନ କ techni ଶଳ |
সংক্ষেপক,ସଙ୍କଣଶକ
গণনা,ଗଣଯୋଗୀ
কম্পিউটার,କମ୍ପ୍ୟୁଟର
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,କମ୍ପ୍ୟୁଟର ଆଧାରିତ ମଲ୍ଟିମିଡିଆ |
কম্পিউটার প্রোগ্রামিং,କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମିଂ |
কম্পিউটার প্রযুক্তি,କମ୍ପ୍ୟୁଟର ଟେକ୍ନୋଲୋଜି |
অবতল লেন্স,କନକଭ୍ ଲେନ୍ସ
অবতল আয়না,କନକଭ୍ ଦର୍ପଣ |
গোপন,ଲୁଚାନ୍ତୁ
কেন্দ্রীভূত,ଏକାଗ୍ର
একাগ্রতা,ଏକାଗ୍ରତା
কেন্দ্রীভূত লেন্স,ଏକାଗ୍ର ଲେନ୍ସ
কনডেনসার মাইক্রোফোন,ଘନିଷ୍ଠ ମାଇକ୍ରୋଫୋନ୍ |
ভারসাম্য শর্ত,ସନ୍ତୁଳନର ଅବସ୍ଥା |
চালনা,ଧାଜାକରଣ
পরিবাহিতা বর্তমান,କଣ୍ଡନ୍ସ କରେଣ୍ଟ୍ |
পরিবাহিতা,ପରିଚୟ
কন্ডাক্টর,କଣ୍ଡକ୍ଟର |
কনফিগারেশন,ବିନ୍ୟାସ
সংযোগ,ସଂଯୋଗ
সংযোগ,ସଂଯୋଗ
সংযোগকারী,ସଂଯୋଜକ |
ধারাবাহিকতা,ସ୍ଥିରତା
ধারাবাহিকভাবে,କ୍ରମାଗତ ଭାବରେ |
কনসোল,କନସୋଲ୍ |
ধ্রুবক,ସ୍ଥିର
ধ্রুবক প্রশস্ততা,ନିରନ୍ତର ପ୍ରଶସ୍ତତା |
মাইক্রোফোনের সাথে যোগাযোগ করুন,ମାଇକ୍ରୋଫୋନ୍ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |
ধারক ফর্ম্যাট,ପାତ୍ର ଫର୍ମାଟ୍ |
দূষণ,ପ୍ରଦୂଷଣ
বিষয়বস্তু,ବିଷୟବସ୍ତୁ
সংলগ্ন,ସଂଲଗ୍ନ
ধারাবাহিকতা,ନିରନ୍ତରତା
ধারাবাহিকতা বুথ,ନିରନ୍ତରତା ବୁଥ୍ |
ধারাবাহিকতা গিঁট,ନିରନ୍ତର ଗଣ୍ଠି |
একটানা,ନିରନ୍ତର |
অবিচ্ছিন্ন চাপ,କ୍ରମାଗତ ଆର୍କ
অবিচ্ছিন্ন তরঙ্গ,କ୍ରମାଗତ ତରଙ୍ଗ |
কনট্যুর লাইন,ବିଷୟବସ୍ତୁ ଧାଡ଼ି
কনট্যুর পরিকল্পনা,ବିଷୟବସ୍ତୁ ଯୋଜନା
চুক্তি,ଚୁକ୍ତିନାମା
সংকোচন,ସଂକୋଚନ
বৈপরীত্য অনুপাত,ବିପରୀତ ଅନୁପାତ
নিয়ন্ত্রণ বর্তনী,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
বৈদ্যুতিন নিয়ন্ত্রণ করুন,ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ সরঞ্জাম,ନିୟନ୍ତ୍ରଣ ଉପକରଣ |
গ্রিড নিয়ন্ত্রণ করুন,କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍
নিয়ন্ত্রণ লাইন,ନିୟନ୍ତ୍ରଣ ରେଖା
নিয়ন্ত্রণ প্যানেল,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
নিয়ন্ত্রণ কক্ষ,ନିୟନ୍ତ୍ରଣ କକ୍ଷ |
নিয়ন্ত্রণ টেবিল,ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |
নিয়ন্ত্রণ টাওয়ার,ନିୟନ୍ତ୍ରଣ ଟାୱାର |
নিয়ামক,ନିୟନ୍ତ୍ରକ
রূপান্তর,ଏକତ୍ରିତତା
কনভারজেন্ট লেন্স,ଏକତ୍ରିତ ଲେନ୍ସ |
রূপান্তরকারী,Contenker
উত্তল লেন্স,କନଭକ୍ସ ଲେନ୍ସ |
সমঝোতা,ଦୋଷ
কনভোলিউশন কোডড,Convolution cended
কনভোলিউশনাল ইন্টারলিভ,ଦୋଷୀ ଜଣା
কনভোলিউশনাল ইন্টারলিভিং,ଦୋଷୀ ଅସହଯୋଗୀ |
কুকি,କୁକି |
কুকিয়ার,କୁକିଅର୍
Coprocessor,ତମ୍ବାସେସୋର
কর্ড,କର୍ଡ
করোনা,କରୋନା |
করোনার স্রাব,କରୋନା ଡିସଚାର୍ଜ |
পারস্পরিক সম্পর্ক,ସମ୍ପର୍କ |
কোসাইন উপাদান,କସିନ୍ ଉପାଦାନ |
কোসাইন ওয়েভ,କସିନ୍ ତରଙ୍ଗ |
মহাজাগতিক শব্দ,କସମିକ୍ ଶବ୍ଦ
কাউন্টার,କାଉଣ୍ଟର
ঘড়ির কাঁটার বিপরীতে,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
কাপলার,କପଟର୍ |
কাপলিং,ଯୋଡିଙ୍ଗ୍
কাপলিং কনডেনসার,ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |
কাপলিং নেটওয়ার্ক,Coupling ନେଟୱାର୍କ
কাপলিং প্রতিরোধের,ସହଯୋଗ ପ୍ରତିରୋଧ
সমযোজী বন্ধন,ସହଯୋଗୀ ବଣ୍ଡ |
কভারেজ,କଭରେଜ୍
ক্র্যাশ,ଦୁର୍ଘଟଣା
সমালোচনামূলক ব্যান্ড,ଜଟିଳ ବ୍ୟାଣ୍ଡ |
গুরুতর অবস্থায়,ଗୁରୁତର ଅବସ୍ଥା |
সমালোচনামূলক কাপলিং,ଗୁରୁତର ଚିନ୍ତା |
সমালোচনামূলক ফ্রিকোয়েন্সি,ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |
সমালোচনামূলক প্যারামিটার,ଗୁରୁତର ପାରାମିଟର |
কুমির ক্লিপ,କୁମ୍ଭୀର କ୍ଲିପ୍ |
ক্রস বিবর্ণ,କ୍ରସ୍ କ୍ଷୀଣ |
ক্রস মড্যুলেশন,କ୍ରସ୍ ମୋଡୁଲେସନ୍ |
ক্রস টক,କ୍ରସ୍ ଟକ୍ |
ক্রসফ্যাড,କ୍ରସଫେଡ୍
ক্রিপ্টোগ্রাফি,କ୍ରିପ୍ଟୋଗ୍ରାଫି
স্ফটিক,ସ୍ଫଟିକ୍
স্ফটিক ফিল্টার,ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |
কিউ,କ୍ୟୁ
কিউ চিহ্ন,କ୍ୟୁ ମାର୍କ
কিউইং ডিভাইস,କ୍ୟୁରିଂ ଉପକରଣ
বর্তমান ড্রেন,ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |
বর্তমান মিটার,ସାମ୍ପ୍ରତିକ ମିଟର
বর্তমান ট্রান্সফরমার,ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |
কার্সার,କର୍ସର୍
বক্ররেখা,ବକ୍ର
ফ্রিকোয়েন্সি কেটে ফেলুন,ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |
কাটার,କଟର
সাইবার ক্যাফে,ସାଇବର କାଫେ |
সাইবার নিরাপত্তা,ସାଇବର ସୁରକ୍ଷା |
সাইবার স্পেস,ସାଇବର ସ୍ଥାନ |
সাইকেল,ଚକ୍ର
চক্রীয়,ସାଇକ୍ଲିକ୍ |
ডিসি উপাদান,D.C. ଉପାଦାନ
ডিসি প্লেট পাওয়ার,D.C. ଥାଳି ଶକ୍ତି
ডিসি পুন: প্রতিষ্ঠা,D.C. ପୁନରୁଦ୍ଧାର
ড্যাম্পার ডায়োড,ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |
স্যাঁতসেঁতে,ବନ୍ଧପ
অন্ধকার,ଅନ୍ଧାର
ডেটা,ତଥ୍ୟ
ডেটা সম্প্রচার,ଡାଟା ପ୍ରସାରଣ |
তথ্য সংকোচন,ତଥ୍ୟ ସଙ୍କୋଚନ |
ডেটা ড্রিলিং,ଡାଟା ଡ୍ରିଲିଂ |
তথ্য এনক্রিপশন,ତଥ୍ୟ ଏନକ୍ରିପସନ୍
আমার স্নাতকের,ଡାଟା ଫାଇଲ୍ |
ডেটা হ্যান্ডলিং,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
ডেটা মাইনিং,ତଥ୍ୟ ଖଣି
তথ্য প্রক্রিয়াজাতকরণ,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
ডাটা প্রসেসর,ଡାଟା ସଞ୍ଚାଳକ |
ডেটা হ্রাস বিট সিস্টেম,ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |
তথ্য সেবা,ଡାଟା ସେବା |
তথ্য তালিকা,ତଥ୍ୟ ଫର୍ଦ୍ଦ
তথ্য ভান্ডার,ତଥ୍ୟ ସଂରକ୍ଷଣ
তথ্য প্রবাহ,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
ডেটা রূপান্তর,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍
ডেটা ট্রান্সমিশন,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
তথ্যশালা,ଡାଟାବେସ୍ |
ডেটাকাস্টিং,ଡେସ୍କାଷ୍ଟିଂ |
ডেটাগ্রাম,ଡାଟାଗ୍ରାମ୍
ডিবি মিটার,DB ମିଟର
মৃত বায়ু,ମୃତ ପବନ
মৃত শর্ট সার্কিট,ମୃତ ସର୍ଟ ସର୍କିଟ୍ |
ডেড স্পট,ମୃତ ସ୍ପଟ୍
অচলাবস্থা,ଜଳଖିଆ
ডিবাগ প্রোগ্রাম,କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍
ডিবাগিং,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |
শব্দ ক্ষয়,ଶବ୍ଦର କ୍ଷୟ |
ডেসিবেল (ডিবি),ଡେକ୍ସିବେଲ୍ (DB)
দশমিক,ଦଶମିକ
দশমিক কোড,ଦଶମିକ କୋଡ୍ |
দশমিক অঙ্ক,ଦଶମିକ ଅଙ୍କ |
ডেসিফারিং,ଡିସପିଅର୍ କରିବା
ডিকোডার,ଡେକୋଡର୍
ডিকোডিং,ଡିକୋଡିଂ
ডিজিটাল সংক্রমণে ডিকোডিং,ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ରେ ଡିକୋଡିଂ |
ডিকম্প্রেশন,ସଙ୍କଳନ
ডিকোপলিং,ସଜାଇବା
ডিকোপলিং সার্কিট,ସିକ୍ୟୁପିଙ୍ଗ୍ ସର୍କିଟ୍ |
ডিকোপলিং নেটওয়ার্ক,ନେଟୱର୍କ ନେଟୱାର୍କ |
ডিক্রিপশন,ଡିକ୍ରିପ୍ସନ୍
ডেডিকেটেড লাইন,ଉତ୍ସର୍ଗୀକୃତ ରେଖା |
ডি-এমবেডিং,ଦେ-ଏମ୍ବେଡିଂ |
ডি-জোর,ଡି-ଫାଟିସ୍ |
ডিফল্ট,ଡିଫଲ୍ଟ |
গুণমান ত্রুটি,ଗୁଣବତ୍ତାରେ ତ୍ରୁଟି |
ত্রুটিযুক্ত,ତ୍ରୁଟିଯୁକ୍ତ
ত্রুটিযুক্ত ইউনিট,ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଏକକ
সংজ্ঞা,ସଂଜ୍ଞା
ডিফ্লেশন,ଡିସଲେନେକସନ |
বিকৃতি,ବିକଳାଙ୍ଗ
ডিফ্র্যাগমেন্টেশন,ନବିଣ୍ଡେସନ୍
ডি-গাউসিং কয়েল,ଡି-ଗସିଂ କୋଇଲ୍ |
ডিগ্রি,ଡିଗ୍ରୀ
ডি-ইন্টারলিভার,ଡି-ଇଣ୍ଟରଲିଭେଭର |
বিলম্ব লাইন,ବିଳମ୍ବ ରେଖା
বিলম্ব সময়,ବିଳମ୍ବ ସମୟ
বিলম্বিত ফ্রেম মেমরি,ବିଳମ୍ବିତ ଫ୍ରେମ୍ ମେମୋରୀ |
বিলম্বিত স্ক্যানিং,ବିଳମ୍ବିତ ସ୍କାନିଂ |
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,ବିଳମ୍ବିତ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ସିଗନାଲ୍ |
বিতরণ,ବିତରଣ
বিতরণ ব্যবস্থাপনা,ବିତରଣ ବ୍ୟବସ୍ଥା
ডিমোডুলেশন,ଡେମୋଡୁଲେସନ୍
ডেমোডুলেটর কার্ড,ଡେମୋଡୁଲେଟର କାର୍ଡ |
ডেমাল্টিপ্লেক্সার,Demultipleter
মাঠের গভীরতা,କ୍ଷେତ୍ରର ଗଭୀରତା |
অবতরণ,ଅବତରଣ
নকশার সবিস্তার বিবরণী,ଡିଜାଇନ୍ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
ডেস্কটপ,ଡେସ୍କଟପ
ডিটেক্টর আউটপুট,ଡିଟ୍ଟର୍ ଆଉଟପୁଟ୍
বিচ্যুতি,ବ୍ୟତିକ୍ରମ
যন্ত্র,ଉପକରଣ
ডিভাইস ড্রাইভার,ଉପକରଣ ଡ୍ରାଇଭର |
কারণ নির্ণয়,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
চিত্র,ଚିତ୍ର
ডায়ালগ ট্র্যাক,ସଂଳାପ ଟ୍ରାକ୍ |
ব্যাস মোড,ଡାଇମେଟ୍ରାଲ୍ ମୋଡ୍ |
ডায়মন্ড স্টাইলাস,ହୀରା ଷ୍ଟାଇଲସ୍ |
ডায়াফ্রাম,ଡାଇଫ୍ରାଗମ୍ |
ডায়াফ্রাম্যাটিক শোষণকারী,ଡାଇଫ୍ରାଗମେଟିକ୍ ଶୋଷକ |
ডাইচোটিক শ্রবণ,ଡିକଟିକ୍ ଶୁଣିବା |
ডাইলেট্রিক,DiWeLictericorick
ডাইলেট্রিক ব্রেক- ডাউন,Divelostic Brock- ତଳକୁ |
ডাইলেট্রিক ক্ষতি,Divelostic କ୍ଷତି |
পার্থক্য ফ্রিকোয়েন্সি,ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି |
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ବିକୃତି (DFD)
পার্থক্য টোন,ପାର୍ଥକ୍ୟ ସ୍ୱର୍ଣ୍ଣ |
ডিফারেনশিয়াল এম্প্লিফায়ার,ଭିନ୍ନ ଭିନ୍ନ ଏମ୍ପ୍ଲିଫାୟର୍ |
বিচ্ছুরণ,ଭିନ୍ନ
ডিফিউজার,ଭିନ୍ନ
অঙ্ক,ଅଙ୍କ
ডিজিটাল,ଡିଜିଟାଲ୍ |
ডিজিটাল আর্টিফ্যাক্ট,ଡିଜିଟାଲ୍ କଳାକୃତି |
ডিজিটাল অডিও,ଡିଜିଟାଲ୍ ଅଡିଓ |
ডিজিটাল অডিও ফিল্টার,ଡିଜିଟାଲ୍ ଅଡିଓ ଫିଲ୍ଟର |
ডিজিটাল অডিও ওয়ার্ক স্টেশন,ଡିଜିଟାଲ୍ ଅଡିଓ କାର୍ଯ୍ୟ ଷ୍ଟେସନ୍ |
ডিজিটাল ক্যামেরা,ଡିଜିଟାଲ୍ କ୍ୟାମେରା
ডিজিটাল কম্পিউটার,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
ডিজিটাল ডেটা,ଡିଜିଟାଲ୍ ଡାଟା |
ডিজিটাল সম্পাদনা,ଡିଜିଟାଲ୍ ଏଡିଟିଂ |
ডিজিটাল এক্সাইটার,ଡିଜିଟାଲ୍ ଉତ୍ତେଜନା |
ডিজিটাল ফিল্টার,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର |
ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার,ଡିଜିଟାଲ୍ ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେରିଜର୍ |
ডিজিটাল heritage তিহ্য,ଡିଜିଟାଲ୍ ହେରିଟେଜ୍ |
ডিজিটাল চিত্র,ଡିଜିଟାଲ୍ ଇମେଜ୍ |
ডিজিটাল লাইব্রেরি,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
ডিজিটাল মিটার,ଡିଜିଟାଲ୍ ମିଟର |
ডিজিটাল মড্যুলেশন,ଡିଜିଟାଲ୍ ମୋଡୁଲେସନ୍ |
ডিজিটাল মাল্টিপ্লেক্স,ଡିଜିଟାଲ୍ ମଲ୍ଟିପ୍ସକ୍ସ |
ডিজিটাল নেটওয়ার্ক,ଡିଜିଟାଲ୍ ନେଟୱାର୍କ |
ডিজিটাল ফলাফল,ଡିଜିଟାଲ୍ ଆଉଟପୁଟ୍ |
ডিজিটাল প্লেব্যাক,ଡିଜିଟାଲ୍ ପ୍ଲେକ୍ |
ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম),ଡିଜିଟାଲ୍ ରେଡିଓ ମୁଣ୍ଡିଆଲ୍ (DRM)
ডিজিটাল রেকর্ডিং,ଡିଜିଟାଲ୍ ରେକର୍ଡିଂ |
ডিজিটাল বিপ্লব,ଡିଜିଟାଲ୍ ବିପ୍ଳବ |
ডিজিটাল সিগন্যাল,ଡିଜିଟାଲ୍ ସିଗନାଲ୍ |
ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি),ଡିଜିଟାଲ୍ ସିଗନାଲ୍ ପ୍ରକ୍ରିୟାକରଣ (DSP)
ডিজিটাল স্বাক্ষর,ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |
ডিজিটাল প্রযুক্তি,ଡିଜିଟାଲ୍ ଟେକ୍ନୋଲୋଜି |
অ্যানালগ রূপান্তরকারী ডিজিটাল,ଆନାଗଲ୍ କନଭର୍ଟର ପାଇଁ ଡିଜିଟାଲ୍ |
ডিজিটাল ভিডিও,ଡିଜିଟାଲ୍ ଭିଡିଓ |
ডিজিটাল ভোল্টমিটার,ଡିଜିଟାଲ୍ ଭୋଲ୍ଟୋମିଟର |
ডিজিটালাইজেশন,ଡିଜିଟାଲ୍ାଇଜେସନ୍ |
ডিজিটাইজেশন,ଡିଜିଟାଇଜେସନ୍
ডিজিটাইজড ভিডিও,ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |
ডিজিটাইজার,ଅଗ୍ରଗାମୀ
ম্লান,ଅନ୍ଧ
মাত্রা,ପରିମାପ
ডিমার,ଡିମର୍
ডায়োড,ଡାୟୋଡ୍
ডুব,ବୁଡ଼ାନ୍ତୁ |
ডিপ্লেক্সার,Dlixer
ডিপোল অ্যান্টেনা,ଡିପୋଲ୍ ଆଣ୍ଟେନା |
সরাসরি সম্প্রচার,ସିଧାସଳଖ ପ୍ରସାରଣ
সরাসরি কারেন্ট (ডি সি),ସିଧାସଳଖ ସାମ୍ପ୍ରତିକ (D c)
সরাসরি বাছাই,ସିଧାସଳଖ ଉଠାଇବା
