Bengali,Malayalam
শক্ত প্যান,ഹാർഡ് പാൻ
হেডার,തലക്കെട്ട്
হেডার বন্ড,തലക്കെട്ട് ബോണ്ട്
হেডার কোর্স,ഹെഡ്ഡർ കോഴ്സ്
হেড গেটের গঠন,ഹെഡ് ഗേറ്റ് ഘടന
খালের প্রধান,കനാലിന്റെ തലവൻ
হেড রেগুলেটর,ഹെഡ് റെഗുലേറ്റർ
হেরিং হাড়ের বন্ধন,മത്തി അസ്ഥിബന്ധം
হার্টিং,ഹൃദയം
ভিজানোর তাপ,നനവിന്റെ ചൂട്
উচ্চ অ্যালুমিনা সিমেন্ট,ഉയർന്ന അലുമിന സിമന്റ്
নিতম্ব,ഹിപ്
হিপ ক্যাপিং,ഹിപ് ക്യാപ്പിംഗ്
নিতম্বের শেষ,ഇടുങ്ങിയ അറ്റം
ঘোমটা,ഹുഡ്
হুড ছাঁচনির্মাণ,ഹുഡ് മോൾഡിംഗ്
হুকের আইন,ഹുക്കിന്റെ നിയമം
হুপ লোহা,വളയം ഇരുമ്പ്
দিগন্ত,ചക്രവാളം
আর্দ্রতা,ഹ്യുമിഡിഫിക്കേഷൻ
"আর্দ্রতা, পরম","ഈർപ്പം, കേവല"
"আর্দ্রতা, আপেক্ষিক","ഈർപ്പം, ആപേക്ഷികം"
হাম্প ইয়ার্ড,ഹമ്പ് യാർഡ്
জলবাহী চাপ,ഹൈഡ്രോളിക് മർദ്ദം
হাইড্রেশন,ജലാംശം
হাইড্রোলাইসিস,ജലവിശ്ലേഷണം
হাইড্রোলাইটিক অ্যাসিডিটি,ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി
হাইড্রোমরফিক মাটি,ഹൈഡ്രോമോർഫിക് മണ്ണ്
হাইড্রোফিলিক কলয়েড,ഹൈഡ്രോഫിലിക് കൊളോയിഡ്
হাইড্রোফোবিক কলয়েড,ഹൈഡ്രോഫോബിക് കൊളോയിഡ്
হাইড্রোস্ট্যাটিক চাপ অনুপাত,ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം
হাইগ্রোস্ক্যাপটিক সহগ,ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം
হাইগ্রোস্কোপিক আর্দ্রতা,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
হাইড্রোস্কোপিসিটি,ഹൈഡ്രോസ്കോപ്പിസിറ്റി
হাইগ্রোস্কোপিক আর্দ্রতা,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
হাইপারবারিক চেম্বার,ഹൈപ്പർബാറിക് ചേംബർ
হাইপারস্ট্যাটিক ফ্রেম,ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം
হাইপসোমিটার,ഹൈപ്സോമീറ്റർ
আলোকসজ্জা,പ്രകാശം
ইমবিবেশন আর্দ্রতা,ഇംബിബേഷൻ ഈർപ്പം
অপরিণত মাটি,പാകമാകാത്ത മണ്ണ്
জব্দ ডক,പിടിച്ചെടുത്ത ഡോക്ക്
ভূমি রাজস্ব বৃদ্ধি,ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക
স্বাধীন ভারা,സ്വതന്ത്ര സ്കാർഫോൾഡ്
নিমজ্জিত,ഇൻഡുറേറ്റഡ്
প্রাথমিক prestress,പ്രാരംഭ പ്രിസ്ട്രെസ്
প্রাথমিক উত্তেজনা,പ്രാരംഭ ടെൻഷൻ
অভ্যন্তরীণ জলপথ বন্দর,ഉൾനാടൻ ജലപാത തുറമുഖം
অন্তরক বোর্ড,ഇൻസുലേറ്റിംഗ് ബോർഡ്
মধ্যবর্তী বন্দর,ഇന്റർമീഡിയറ്റ് പോർട്ട്
অভ্যন্তরীণ ঘর্ষণ,ആന്തരിക ഘർഷണം
ইন্ট্রাজোনাল মাটি,ഇൻട്രാസോണൽ മണ്ണ്
অয়ন,അയോൺ
আয়ন বিনিময়,അയോൺ എക്സ്ചേഞ്ച്
লোহার প্যান,ഇരുമ്പ് പാൻ
সেচ সম্পন্ন ভূমি,ജലസേചന ഭൂമി
সেচ,ജലസേചനം
সেচ সেস,ജലസേചന സെസ്
জাম্ব,ജാംബ്
জগল,ജോഗിൾ
জগল পিন,ജോഗിൾ പിൻ
জুল,ജൂൾ
জাম্পার,ജമ്പർ
কিলোগ্রাম,കിലോഗ്രാം
কিলোগ্রাম বল,കിലോഗ്രാം ശക്തി
কিলোগ্রাম ফোর্স মিটার,കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ
কিলোওয়াট ঘন্টা,കിലോവാട്ട് മണിക്കൂർ
রাজা বন্ধ,രാജാവ് അടച്ചുപൂട്ടൽ
রান্নাঘর,അടുക്കള
জরিযুক্ত কলাম,ലേസ്ഡ് കോളം
ল্যাগিং,ലാഗിംഗ്
ল্যামেলা মূল,ലാമെല്ല റൂട്ട്
লেমিনার প্রবাহ,ലാമിനാർ ഒഴുക്ക്
বাতির গর্ত,വിളക്ക് ദ്വാരം
ভূ - বিস্তৃতি,ഭൂമി ശേഖരിക്കൽ
ল্যান্ড স্লাইডিং,ലാൻഡ് സ്ലൈഡിംഗ്
ল্যাটেরাইট,ലാറ്ററൈറ്റ്
ল্যাটেরাইট মাটি,ലാറ്ററൈറ്റ് മണ്ണ്
বড় সংখ্যার আইন,വലിയ സംഖ്യകളുടെ നിയമം
বিন্যাস পরিকল্পনা,ലേഔട്ട് പ്ലാൻ
খাতা,ലെഡ്ജർ
চুন প্যান,നാരങ്ങ പാൻ
লিন্টেল,ലിന്റൽ
তরল সীমা,ദ്രാവക പരിധി
লাইভ লোড,ലൈവ് ലോഡ്
দোআঁশ,പശിമരാശി
স্থানীয় নিষ্কাশন বায়ুচলাচল,പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ
লোকো ইয়ার্ড,ലോക്കോ യാർഡ്
লস,ലോസ്
নিম্ন প্লাস্টিকের সীমা,കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി
কম তাপ সিমেন্ট,കുറഞ്ഞ ചൂട് സിമന്റ്
মেশিন ছাঁচনির্মাণ,മെഷീൻ മോൾഡിംഗ്
ম্যাক্রোস্ট্রাকচার,മാക്രോസ്ട്രക്ചർ
প্রধান প্রধান নিয়ন্ত্রক,പ്രധാന ഹെഡ് റെഗുലേറ്റർ
প্রধান বন্দর,പ്രധാന തുറമുഖം
বায়ু আপ করা,മേക്കപ്പ് എയർ
মানসার্ড,മാൻസാർഡ്
মার্শালিং ইয়ার্ড,മാർഷലിംഗ് യാർഡ്
রাজমিস্ত্রির কাজ,കൊത്തുപണി
পরিপক্ক তাপমাত্রা,പക്വത താപനില
মধ্যবর্তী তলা মেঝে,മെസാനൈൻ തറ
যান্ত্রিক বিশ্লেষণ,മെക്കാനിക്കൽ വിശകലനം
যান্ত্রিক বায়ুচলাচল,മെക്കാനിക്കൽ വെന്റിലേഷൻ
মেট্রিক সিস্টেম,മെട്രിക് സിസ്റ്റം
মাইক্রোস্ট্রাকচার,മൈക്രോസ്ട്രക്ചർ
মিলি সমতুল্য,മില്ലി തുല്യം
মিলি প্রতি লিটার সমতুল্য,ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി
খনিজ,ധാതു
খনিজ মাটি,ധാതു മണ്ണ്
ছোট বন্দর,ചെറിയ തുറമുഖം
Mitred বন্ধ,മിട്രഡ് ക്ലോഷർ
মোবাইল সয়েল কলয়েড,മൊബൈൽ മണ്ണ് കൊളോയിഡ്
আর্দ্রতা কন্টেন্ট,ഈർപ്പത്തിന്റെ ഉള്ളടക്കം
আর্দ্রতা গ্রেডিয়েন্ট,ഈർപ്പം ഗ്രേഡിയന്റ്
মনোলিথ,മോണോലിത്ത്
মনোরেল,മോണോറെയിൽ
জাতীয় হারবার কাউন্সিল,നാഷണൽ ഹാർബർ കൗൺസിൽ
প্রাকৃতিক বিছানা,സ്വാഭാവിക കിടക്ക
প্রাকৃতিক ফিনিস,സ്വാഭാവിക ഫിനിഷ്
প্রাকৃতিক পোতাশ্রয়,സ്വാഭാവിക തുറമുഖം
প্রাকৃতিক বায়ুচলাচল,സ്വാഭാവിക വെന്റിലേഷൻ
নৌ বন্দর,നാവിക തുറമുഖം
নিউটন,ന്യൂട്ടൺ
অ অভিন্ন প্রবাহ,ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്
জলের হার দখল করে,ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു
তেলে আকা,ഓയിൽ പെയിന്റ്
তেল কূপ সিমেন্ট,എണ്ണ കിണർ സിമന്റ്
খোলা চ্যানেল প্রবাহ,ചാനൽ ഫ്ലോ തുറക്കുക
সর্বোত্তম আর্দ্রতা,ഒപ്റ്റിമൽ ഈർപ്പം
জৈব মাটি,ജൈവ മണ്ണ്
ওরিয়েন্টেশন,ഓറിയന്റേഷൻ
অর্থোগোনাল,ഓർത്തോഗണൽ
অর্টস্টেইন,ഒർട്ട്സ്റ്റീൻ
বাইরের সংকেত,ബാഹ്യ സിഗ്നൽ
জারণ,ഓക്സിഡേഷൻ
প্যান্ট্রি,കലവറ
প্যারাপেট,പാരപെറ്റ്
প্রাচীর প্রাচীর,പാരപെറ്റ് മതിൽ
পিতামাতার উপাদান,പാരന്റ് മെറ്റീരിയൽ
নুড়ি ঢালাই প্লাস্টার,പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ
পেডালফার,പെഡൽഫർ
পেডোকাল,പെഡോക്കൽ
পেডোজেনেসিস,പെഡോജെനിസിസ്
পেডোলজি,പെഡോളജി
পেডোস্ফিয়ার,പെഡോസ്ഫിയർ
পেনেট্রোমিটার,പെനെട്രോമീറ്റർ
পেন্ট ছাদ,പെന്റ് മേൽക്കൂര
পেপটাইজিং এজেন্ট,പെപ്റ്റിസിംഗ് ഏജന്റ്
বিশ্লেষণের সময়কাল,വിശകലന കാലയളവ്
পারপেন্ড,പെർപെൻഡ്
শোষণ,പെർസോർപ്ഷൻ
পিয়ার,പിയർ
পিলাস্টার,പിലാസ്റ്റർ
পিচ,പിച്ച്
গল্পটা ছাদ,പിച്ചിട്ട മേൽക്കൂര
সাধারণ কংক্রিট,പ്ലെയിൻ കോൺക്രീറ്റ്
সমতল কোণ,തലം ആംഗിൾ
সমতল গজ,സമതല മുറ്റം
প্ল্যানসোল,പ്ലാൻസോൾ
প্লাস্টিকের সামঞ্জস্য,പ്ലാസ്റ്റിക് സ്ഥിരത
প্লাস্টিসিটি,പ്ലാസ്റ്റിറ്റി
প্লাস্টিসিটি সূচক,പ്ലാസ്റ്റിറ്റി സൂചിക
প্লাস্টিসিটি সীমা,പ്ലാസ്റ്റിറ്റി പരിധി
প্লাস্টিসিটি পরিসীমা,പ്ലാസ്റ്റിറ്റി ശ്രേണി
প্লাটি গঠন,പ്ലാറ്റി ഘടന
প্লিন্থ,സ്തംഭം
লাঙ্গলের মাটি,ഉഴുതുമണ്ണ്
বরই পাথর,പ്ലം കല്ല്
পডজোল,പോഡ്സോൾ
ইশারা,ചൂണ്ടിക്കാണിക്കുന്നു
বহুভুজ প্রাচীর,ബഹുഭുജ മതിൽ
ছিদ্র স্থান,പോർ സ്പേസ്
বন্দর,തുറമുഖം
ইতিবাচক বায়ুচলাচল,പോസിറ്റീവ് വെന്റിലേഷൻ
প্রাইরি মাটি,പുൽമേടുള്ള മണ്ണ്
যথার্থতা,കൃത്യത
প্রাথমিক কণা,പ്രാഥമിക കണിക
প্রিজম্যাটিক কাঠামো,പ്രിസ്മാറ്റിക് ഘടന
উৎপাদনশীল কাজ,ഉൽപ്പാദനപരമായ ജോലി
প্রকল্পের ন্যায্যতা,പദ്ധതിയുടെ ന്യായീകരണം
প্রতিরক্ষামূলক কাজ,സംരക്ഷണ പ്രവർത്തനം
সিউডো-মাইসেলিয়াম,കപട-മൈസീലിയം
পুডল,പുഡിൽ
পাগিং,പഗ്ഗിംഗ്
পিউমিস,പ്യൂമിസ്
পাঞ্চিয়ন,പഞ്ച്യോൺ
পুতুল,പാവ
পুটলগ,പുട്ട്ലോഗ്
পুটলগ ভারা,പുട്ട്ലോഗ് സ്കാർഫോൾഡ്
পরিমাণ পরিমাপক,അളവ് തൂക്ക നിരീക്ഷകൻ
খনির রস,ക്വാറി സ്രവം
কোয়ে,കടവ
রানী বন্ধ,രാജ്ഞി അടച്ചുപൂട്ടൽ
কুইন,ക്വോയിൻ
ভেলা ফাউন্ডেশন,റാഫ്റ്റ് അടിത്തറ
রাকার,റാക്കർ
রেকিং,റാക്കിംഗ്
রেকিং বন্ড,റാക്കിംഗ് ബോണ്ട്
ঝলকানি raking,റാക്കിംഗ് ഫ്ലാഷിംഗ്
দ্রুত পরিবর্তনশীল প্রবাহ,അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്
পুনরুদ্ধারযোগ্য পেমেন্ট,വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്
লাল পৃথিবী,ചുവന്ന ഭൂമി
লাল দোআঁশ,ചുവന്ന പശിമരാശി
রেগুলেটর,റെഗുലേറ്റർ
রেগুর বা কালো তুলা মাটি,റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്
পরিশোধের চুক্তি,തിരിച്ചടവ് കരാർ
অবশিষ্ট সংকোচন,ശേഷിക്കുന്ന ചുരുങ്ങൽ
অবশিষ্ট মাটি,ശേഷിക്കുന്ന മണ്ണ്
প্রকাশ করা,വെളിപ്പെടുത്തുക
পিন প্রকাশ করুন,പിൻ വെളിപ്പെടുത്തുക
টাই প্রকাশ,സമനില വെളിപ്പെടുത്തുക
রিজ,റിഡ്ജ്
রিজ ক্যাপিং,റിഡ്ജ് ക്യാപ്പിംഗ്
নদী,നദി
রোড স্টেড,റോഡ് സ്റ്റെഡ്
রুক্ষ প্লাস্টার,പരുക്കൻ പ്ലാസ്റ്റർ
ধ্বংসস্তুপ,അവശിഷ്ടങ്ങൾ
ধ্বংসস্তূপ রাজমিস্ত্রি,അവശിഷ്ടങ്ങൾ
ধ্বংসস্তূপ দেয়াল,അവശിഷ്ടങ്ങൾ ചുവരുകൾ
চলমান পরিমাপ,റണ്ണിംഗ് മെഷർമെന്റ്
নিরাপদ ভারবহন ক্ষমতা,സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി
লবণ গ্লেজ,ഉപ്പ് ഗ്ലേസ്
সাধারন মাপ,സാമ്പിൾ വലിപ്പം
নমুনা বিতরণ,സാമ്പിൾ വിതരണം
নমুনা ত্রুটি,സാമ്പിൾ പിശക്
বালি,മണല്
বালি ফিনিস,സാൻഡ് ഫിനിഷ്
বালি হাত ছাঁচনির্মাণ,മണൽ കൈ മോൾഡിംഗ്
স্যান্ডিং,സാൻഡിംഗ്
স্যাচুরেটেড মাটি,പൂരിത മണ്ണ്
স্যাচুরেটেড মাটির পেস্ট,പൂരിത മണ്ണ് പേസ്റ്റ്
স্যাচুরেশন নির্যাস,സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്
স্যাচুরেশন শতাংশ,സാച്ചുറേഷൻ ശതമാനം
সসার গম্বুজ,സോസർ ഡോം
ভারা,സ്കാർഫോൾഡ്
শিস্ট,ഷിസ്റ്റ്
সমুদ্র বন্দর,കടൽ തുറമുഖം
গোপন নর্দমা,രഹസ്യ ഗട്ടർ
দ্বিতীয়,രണ്ടാമത്
অবক্ষেপণ বিশ্লেষণ,സെഡിമെന്റേഷൻ വിശകലനം
আধা-কৃত্রিম বন্দর,അർദ്ധ കൃത്രിമ തുറമുഖം
আধা জোয়ার ডক,സെമി ടൈഡൽ ഡോക്ക്
বার্ধক্য,സെനൈൽ
শেল,ഷെയ്ൽ
চাদরের স্তূপ,ഷീറ്റ് കൂമ്പാരം
সংকোচন সীমা,ചുരുങ്ങൽ പരിധി
শাটারিং,ഷട്ടറിംഗ്
সিয়ালিটিক মাটি,സിയാലിറ്റിക് മണ്ണ്
সিয়েরোজেম,സീറോസെം
সিল,സിൽ
পলি,ചെളി
একক ফ্লেমিশ রক্ত,ഏക മാംസ രക്തം
একক দানাদার কাঠামো,ഒറ്റ തരി ഘടന
কঙ্কালের মাটি,എല്ലിൻറെ മണ്ണ്
স্কার্টিং,സ്കിർട്ടിംഗ്
ঘুমের প্রাচীর,സ്ലീപ്പർ മതിൽ
পাশের নর্দমা,സൈഡ് ഗട്ടർ
পিছলানো পদ্দতি,സ്ലൈഡ് നിയമം
স্লিপ ডক,സ്ലിപ്പ് ഡോക്ക്
স্মোনিজা,സ്മോനിസ
ভিজানো,കുതിർക്കുന്നു
মৃত্তিকা সমিতি,മണ്ണ് അസോസിയേഷൻ
মাটির শ্রেণী,മണ്ണ് ക്ലാസ്
মাটি জটিল,മണ്ണിന്റെ സമുച്ചയം
মাটির সামঞ্জস্য,മണ്ണിന്റെ സ്ഥിരത
মাটির পরিবার,മണ്ണിന്റെ കുടുംബം
মাটির ফ্রেমের কাজ,മണ്ണ് ഫ്രെയിം വർക്ക്
মাটির আদ্রতা,മണ്ണിലെ ഈർപ്പം
মাটির আর্দ্রতা বৃদ্ধি,മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ
মাটির আর্দ্রতার ঘাটতি,മണ്ണിന്റെ ഈർപ്പം കുറവ്
মাটির রূপবিদ্যা,മണ്ണിന്റെ രൂപഘടന
মাটির কণা,മണ്ണിന്റെ കണിക
মাটির পর্যায়,മണ്ണിന്റെ ഘട്ടം
মাটি প্রোফাইল,മണ്ണിന്റെ പ്രൊഫൈൽ
মাটির প্রতিক্রিয়া,മണ്ണിന്റെ പ്രതികരണം
মাটি আলাদা করে,മണ്ണ് വേർതിരിക്കുന്നു
মাটি সিরিজ,മണ്ണ് പരമ്പര
মাটির সমাধান,മണ്ണ് പരിഹാരം
মাটির গঠন,മണ്ണിന്റെ ഘടന
মাটির গঠন,മണ്ണിന്റെ ഘടന
মাটির ধরন,മണ്ണിന്റെ തരം
সোলুম,സോലം
সর্পশন,സോർപ്ഷൻ
স্পালস,സ്പാൾസ്
নির্দিষ্ট আয়ন প্রভাব,പ്രത്യേക അയോൺ പ്രഭാവം
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,ചതുരാകൃതിയിലുള്ള പാടശേഖരം
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ
অটল প্রবাহ,സ്ഥിരതയുള്ള ഒഴുക്ക്
ধাপে ধাপে ঝলকানি,സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്
আঠালোতা,ഒട്ടിപ്പിടിക്കുക
স্টিকিং পয়েন্ট,സ്റ്റിക്കിംഗ് പോയിന്റ്
পাথর,കല്ല്
স্লপ হাত ছাঁচনির্মাণ,സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്
চাবুক কবজা,സ്ട്രാപ്പ് ഹിഞ്ച്
খড় বোর্ড,വൈക്കോൽ ബോർഡ്
প্রবাহ,ധാര
মানসিক চাপ,സമ്മർദ്ദം
স্ট্রেচার,സ്ട്രെച്ചർ
স্ট্রেচার বন্ড,സ്ട്രെച്ചർ ബോണ്ട്
স্ট্রেচার কোর্স,സ്ട്രെച്ചർ കോഴ്സ്
স্ট্রিং,സ്ട്രിംഗ്
স্ট্রিং কোর্স,സ്ട്രിംഗ് കോഴ്സ്
স্ট্রাকচার ফ্যাক্টর,ഘടന ഘടകം
গঠন সূচক,ഘടനാ സൂചിക
স্টুকো,സ്റ്റക്കോ
স্টুড,സ്റ്റഡ്
স্টাইলোবেট,സ്റ്റൈലോബേറ്റ്
সাব মাটি,ഉപ മണ്ണ്
উপ-কাঠামো,ഉപ ഘടന
সমষ্টি বক্ররেখা,സമ്മേഷൻ വക്രം
সূর্য মাইকা,സൺ മൈക്ക
সুপার স্ট্রাকচার,സൂപ്പർ ഘടന
সার্ভেয়ার,സർവേയർ
এস-মান,എസ്-മൂല്യം
চোরাই মাল,കൊള്ളമുതൽ
রাজহাঁসের ঘাড়,സ്വാൻ കഴുത്ത്
তাবারন্যাকল,കൂടാരം
টেবিল হাত ছাঁচনির্মাণ,ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്
ট্যাঙ্কিং,ടാങ്കിംഗ്
টেম্পিয়েত্তো,ടെമ്പിയറ്റോ
টেম্পারিং,ടെമ്പറിംഗ്
টেমপ্লেট,ടെംപ്ലേറ്റ്
টেমপ্লেট,ടെംപ്ലേറ്റ്
টেপিডারিয়াম,ടെപ്പിഡാരിയം
পোড়ামাটির,ടെറാക്കോട്ട
টেরা রোজা,ടെറ റോസ
টেরাজো,ടെറാസോ
টেট্রা শৈলী,ടെട്ര ശൈലി
থ্রেশহোল্ড সীমা মান,പരിധി പരിധി മൂല്യം
গলা,തൊണ്ട
পাথরের মাধ্যমে,കല്ലിലൂടെ
জোয়ার বেসিন,ടൈഡൽ ബേസിൻ
টাই বার,ടൈ ബാർ
টাই মরীচি,ബീം കെട്ടുക
টাই রড,വടി കെട്ടുക
তিরস,ടയർ
সহনশীলতা,സഹിഷ്ണുത
দাঁত তোলা,പല്ലുവേദന
উপরের মাটি বা পৃষ্ঠের মাটি,മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്
মোট ছিদ্র,ആകെ പൊറോസിറ്റി
ট্রেসরি,ട്രേസറി
ট্রেন প্রতিরোধ,ട്രെയിൻ പ്രതിരോധം
ট্রান্সেপ্ট,ട്രാൻസെപ്റ്റ്
ক্রান্তিকালীন মাটি,പരിവർത്തന മണ്ണ്
ট্রান্সম,ട്രാൻസോം
পরিবহন মাটি,മണ്ണ് ഗതാഗതം
উপনদী,പോഷകനദി
ট্রাইফোরিয়াম,ട്രിഫോറിയം
ট্রাইগ্লিফ,ട്രൈഗ്ലിഫ്
কাটা মাটি,വെട്ടിച്ചുരുക്കിയ മണ്ണ്
উত্তাল প্রবাহ,പ്രക്ഷുബ്ധമായ ഒഴുക്ക്
বুরুজ,ടററ്റ്
টাইম্পার সংখ্যা,ടൈംപാർ നമ്പർ
চূড়ান্ত ভারবহন ক্ষমতা,ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി
চূড়ান্ত পিএইচ,ആത്യന്തിക പിഎച്ച്
এলোমেলো ধ্বংসস্তূপের গাঁথনি,ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি,കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ
আন্ডারক্রফট,അണ്ടർക്രോഫ്റ്റ്
অপূর্ণ ছিদ্র,നിറയാത്ത സുഷിരം
অভিন্ন প্রবাহ,ഏകീകൃത ഒഴുക്ക്
ইউনিট ফ্রেম টাইপ ভারা,യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്
অনুৎপাদনশীল কাজ,ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി
অসম্পৃক্ত মাটি,അപൂരിത മണ്ണ്
অস্থির প্রবাহ,അസ്ഥിരമായ ഒഴുക്ക്
প্লাস্টিকের উপরের সীমা,മുകളിലെ പ്ലാസ്റ്റിക് പരിധി
উপত্যকা গটার,താഴ്വര ഗട്ടർ
ভল্ট,നിലവറ
ভেটেরিয়াম,വെറ്റേറിയം
অবাধে বায়ু - চলাচলের ব্যবস্থা,വെന്റിലേഷൻ
ভেন্টিলেটর,വെന്റിലേറ്റർ
ভেরামদাহ,വരംദഹ്
ভেস্টিবুল,വെസ്റ്റിബ്യൂൾ
ভিলা,വില്ല
