Assamese,Odiya
বন্ধনৰ সন্মুখীন হোৱা,ବନ୍ଧନର ସମ୍ମୁଖୀନ |
সুৰক্ষাৰ কাৰক,ନିରାପତ୍ତା କାରକ
পৰি যোৱা,ପତନ
ফেচিয়া,ଫେସିଆ |
ফেচিয়া বৰ্ড,ଫେସିଆ ବୋର୍ଡ |
দোষ,ତ୍ରୁଟି
পথাৰ আৰ্দ্ৰতা,କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |
চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য,ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |
ফিলেট (মৰ্টাৰৰ),ଫିଲେଟ୍ (ମୋର୍ଟାର)
চূড়ান্ত,ଅନ୍ତିମ
চূড়ান্ত জোখ-মাখ,ଅନ୍ତିମ ମାପ |
চূড়ান্ত পেমেণ্টq,ଅନ୍ତିମ ଦେୟ
চূড়ান্ত প্ৰি ষ্ট্ৰেছ,ଅନ୍ତିମ ପୂର୍ବ ଚାପ |
চূড়ান্ত উত্তেজনা,ଅନ୍ତିମ ଟେନସନ |
আৰ্থিক সম্ভাৱনীয়তা,ଆର୍ଥିକ ସମ୍ଭାବନା |
মিহি গোটা পদাৰ্থ,ଭଲ ଏଗ୍ରିଗେଟ୍ |
ছিন্নভিন্ন শিল,ଖଣ୍ଡ ଖଣ୍ଡ |
পতাকা শিল,ପତାକା ପଥର |
ফ্লেমিছ বন্ধন,ଫ୍ଲେମିସ୍ ବନ୍ଧନ |
ফিচফিচাই থকা,ଫ୍ଲାସ୍
ঝলমলীয়া ধাৰা,ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |
সমতল চাল,ଫ୍ଲାଟ ଛାତ |
ফ্লেচে,ଫ୍ଲେଚେ
ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
ফ্লিন্ট,ଫ୍ଲିଣ୍ଟ |
ফ্লিণ্টৰ দেৱাল,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
ভাসমান মজিয়া,ଭାସମାନ ଚଟାଣ |
ফ্লকুলেচন,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
ফ্লকুলেচন সীমা,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
ফ্লকুলেচন অনুপাত,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
ফ্লকুলেছ,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
মজিয়া,ଚଟାଣ
মজিয়াৰ ছীল,ଚଟାଣ ସିଲ୍ |
বৈ অহা,ପ୍ରବାହ
উঠা-নমা,ଅସ୍ଥିରତା |
ফুটিং,ଫୁଟିଂ
ভেঁটি,ଫାଉଣ୍ଡେସନ୍
ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
মুক্ত শিল,ମାଗଣା ପଥର |
ফ্ৰেছেট,ଫ୍ରେଶେଟ୍ |
ঘৰ্ষণৰ স্তূপ,ଘର୍ଷଣ ଗଦା |
ভেকুলী,ବେଙ୍ଗ
গেবল,ଗେବୁଲ୍ |
গেবলেট,ଗାବଲେଟ୍ |
গাম্ব্ৰেলৰ চাল,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
জোখ লোৱা,ଗେଜ୍
গেজিং অংশ,ଗଗିଂ ବିଭାଗ |
গেজিং ষ্টেচন,ଗଗିଂ ଷ୍ଟେସନ୍ |
সাধাৰণ স্থান পৰিকল্পনা,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
সাধাৰণ বায়ু চলাচল,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
G দিগন্ত বা গ্লে দিগন্ত,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
হিমবাহৰ টিল,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
গ্নেইছ,ଗ୍ନିସ୍ |
সামগ্ৰীৰ চোতাল,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
গ্ৰেনাইট,ଗ୍ରାନାଇଟ୍ |
দানাদাৰ গঠন,ଗ୍ରାନୁଲାର୍ ଗଠନ |
গ্ৰেনুলেচন,ଗ୍ରାନୁଲେସନ୍ |
গ্ৰেনুল,ଗ୍ରାନୁଲ୍ |
মহাকৰ্ষণীয় পানীমুক্ত পানী,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
মহাকৰ্ষণীয় চোতাল,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
মহান মাটিৰ গোট,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
গ্ৰীলেজ ফাউণ্ডেচন,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
গ্ৰাউণ্ড হেণ্ড মল্ডিং,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
গ্ৰুপ কৰা ডক,ଗ୍ରୁପ୍ ଡକ୍ |
গ্ৰুপ হাউছিং,ଗୋଷ୍ଠୀ ଗୃହ
অতিথিশালা,ଅତିଥି ଗୃହ
নালা,ଗୁଟର୍ |
নালা বাহক,ଗୁଟର ଧାରକ |
নালা পৰীক্ষা,ଗୁଟର ଯାଞ୍ଚ |
হাতুৰীৰে ড্ৰেছিং,ହାମର ଡ୍ରେସିଂ |
বন্দৰ,ହାରବର୍
আশ্ৰয়ৰ বন্দৰ,ଆଶ୍ରୟସ୍ଥଳ
কঠিন কেৰাহী,ହାର୍ଡ ପ୍ୟାନ |
হেডাৰ,ହେଡର୍
হেডাৰ বণ্ড,ହେଡର୍ ବଣ୍ଡ୍ |
হেডাৰ পাঠ্যক্ৰম,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
হেড গেটৰ গঠন,ହେଡ୍ ଗେଟ୍ ଗଠନ |
খালৰ মূৰ,କେନାଲର ମୁଖ୍ୟ |
হেড ৰেগুলেটৰ,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
হেৰিং হাড়ৰ বন্ধন,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
হৃদয়স্পৰ্শী,ହୃଦୟ
তিয়াই থোৱাৰ তাপ,ଓଦା ଗରମ |
উচ্চ এলুমিনা চিমেণ্ট,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
কঁকাল,ହିପ୍
হিপ কেপিং,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
হিপড এণ্ড,ହିପ୍ ଶେଷ
ডকাইত,ହୁଡ୍ |
হুড মল্ডিং,ହୁଡ୍ ମୋଲିଡିଂ |
হুক’ৰ আইন,ହୁକର ନିୟମ |
হুপ লোহা,ଲୁହା ହୁପ୍ |
দিগন্ত,ରାଶି
আৰ্দ্ৰকৰণ,ଆର୍ଦ୍ରତା
"আৰ্দ্ৰতা, নিৰপেক্ষ","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"আৰ্দ্ৰতা, আপেক্ষিক","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
হাম্প চোতাল,ହମ୍ପ୍ ୟାର୍ଡ |
হাইড্ৰলিক চাপ,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
জলসিঞ্চন,ହାଇଡ୍ରେସନ୍ |
হাইড্ৰ’লাইছিছ,ହାଇଡ୍ରୋଲାଇସିସ୍ |
হাইড্ৰ’লাইটিক এচিডিটি,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
জলৰূপী মাটি,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
হাইড্ৰফিলিক কলয়ড,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
হাইড্ৰ’ফ’বিক কলয়ড,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
হাইগ্ৰ’স্কেপ্টিক সহগ,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
হাইড্ৰস্কোপিচিটি,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
হাইপাৰবেৰিক চেম্বাৰ,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
হাইপাৰষ্টেটিক ফ্ৰেম,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
হাইপছ’মিটাৰ,ହାଇପୋସୋମିଟର |
আলোকসজ্জা,ଆଲୋକ
ইম্বিবেচন আৰ্দ্ৰতা,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
অপৰিপক্ক মাটি,ଅପରିପକ୍ୱ ମାଟି |
জব্দ কৰা ডক,ପ୍ରଭାବିତ ଡକ୍ |
ভূমিৰ ৰাজহ বৃদ্ধি,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
স্বতন্ত্ৰ মৰাপাট,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
কঠিন,ପ୍ରେରିତ |
প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
প্ৰাৰম্ভিক উত্তেজনা,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
অভ্যন্তৰীণ জলপথ বন্দৰ,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
ইনচুলেটিং বৰ্ড,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
মধ্যৱৰ্তী বন্দৰ,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
আভ্যন্তৰীণ ঘৰ্ষণ,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
ইন্ট্ৰাজ’নেল মাটি,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
আয়ন,ଆଇନ୍
আয়ন বিনিময়,ଆଇନ୍ ବିନିମୟ |
লোহাৰ কেৰাহী,ଲୁହା ପ୍ୟାନ |
জলসিঞ্চিত মাটি,ଜଳସେଚିତ ଜମି |
জলসিঞ্চন,ଜଳସେଚନ
জলসিঞ্চনৰ চেছ,ଜଳସେଚନ ବନ୍ଦ
জাম্ব,ଜାମ୍
জগল কৰক,ଜୋଗଲ୍ |
জগল পিন,ଜୋଗଲ୍ ପିନ୍ |
জৌলে,ଜୁଲେ |
জাম্পাৰ,ଜମ୍ପର୍ |
কিলোগ্ৰাম,କିଲୋଗ୍ରାମ |
কিলোগ্ৰাম বল,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
কিলোগ্ৰাম বল মিটাৰ,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
কিলোৱাট ঘন্টা,କିଲୋୱାଟ ଘଣ୍ଟା |
ৰজা বন্ধ,ରାଜା ବନ୍ଦ
পাকঘৰ,ରୋଷେଇ ଘର |
লেচযুক্ত স্তম্ভ,ସ୍ତମ୍ଭ
পিছ পৰি থকা,ଲଗିଂ
লেমেলা শিপা,ଲାମେଲା ମୂଳ |
লেমিনাৰ প্ৰবাহ,ଲାମିନାର୍ ପ୍ରବାହ |
লেম্পৰ ফুটা,ଦୀପ ଗର୍ତ୍ତ |
ভূমি বৃদ্ধি,ଜମି ଅଧିଗ୍ରହଣ
ভূমি পিছলি যোৱা,ଭୂମି ସ୍ଲାଇଡିଂ |
লেটাৰাইট,ଲାଟେରାଇଟ୍ |
লেটাৰাইট মাটি,ଲାଟେରାଇଟ୍ ମାଟି |
বৃহৎ সংখ্যকৰ নিয়ম,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
বিন্যাস পৰিকল্পনা,ଲେଆଉଟ୍ ଯୋଜନା |
লেজাৰ,ଲେଜର
চূণৰ কেৰাহী,ଚୂନ ପ୍ୟାନ |
লিণ্টেল,ଲିନଟେଲ୍ |
তৰল সীমা,ତରଳ ସୀମା |
লাইভ লোড,ଲାଇଭ୍ ଲୋଡ୍ |
লোম,ଲୋମ୍ |
স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
লোকো চোতাল,ଲୋକୋ ଅଗଣା |
ল&#39;ছ,ଲୋସ୍ |
প্লাষ্টিকৰ সীমা কম কৰা,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
কম তাপত চিমেণ্ট,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
মেচিন মল্ডিং,ମେସିନ୍ ମୋଲିଡିଂ |
বৃহৎ গঠন,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
মূল মূৰ নিয়ন্ত্ৰক,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
মূল বন্দৰ,ମୁଖ୍ୟ ବନ୍ଦର
মেকআপ এয়াৰ,ମେକ୍ଅପ୍ ବାୟୁ |
মানচাৰ্ড,ମାନସାର୍ଡ |
মাৰ্শ্বেলিং গজ,ମାର୍ଶାଘାଇ ଅଗଣା |
শিলৰ কাম,ମାନସ
পৰিপক্ক উষ্ণতা,ପରିପକ୍ୱ ତାପମାତ୍ରା |
মেজেনিন মজিয়া,ମେଜଜାନାଇନ୍ ଚଟାଣ |
যান্ত্ৰিক বিশ্লেষণ,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
যান্ত্ৰিক বায়ু চলাচল,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
মেট্ৰিক ব্যৱস্থা,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
অণুগাঁথনি,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
মিলি সমতুল্য,ମିଲି ସମାନ |
প্ৰতি লিটাৰত মিলি সমতুল্য,ଲିଟର ପିଛା ମିଲି ସମାନ |
খনিজ পদাৰ্থ,ମିନେରାଲ୍ |
খনিজ মাটি,ଖଣିଜ ମାଟି |
সৰু বন্দৰ,ଛୋଟ ବନ୍ଦର
মাইট্ৰেড বন্ধ,ମିତ୍ରେଡ୍ ବନ୍ଦ |
চলন্ত মাটিৰ কলয়ড,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
আৰ্দ্ৰতা,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
মনোলিথ,ମୋନୋଲିଥ୍ |
মনোৰেল,ମୋନୋରାଇଲ୍ |
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
প্ৰাকৃতিক বিচনা,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
প্ৰাকৃতিক ফিনিচিং,ପ୍ରାକୃତିକ ସମାପ୍ତି |
প্ৰাকৃতিক বন্দৰ,ପ୍ରାକୃତିକ ବନ୍ଦର
প্ৰাকৃতিক বায়ু চলাচল,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
নৌসেনাৰ বন্দৰ,ନାଭାଲ୍ ବନ୍ଦର
নিউটন,ନ୍ୟୁଟନ୍ |
নন ইউনিফৰ্ম প্ৰবাহ,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
পানীৰ হাৰ দখল কৰে,ଜଳ ହାର ଦଖଲ କରେ |
তেলৰ ৰং,ତେଲ ରଙ୍ଗ |
তেলৰ কুঁৱাৰ চিমেণ্ট,ତେଲ କୂଅ ସିମେଣ୍ଟ |
মুকলি চেনেলৰ প্ৰবাহ,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
অনুকূল আৰ্দ্ৰতা,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
জৈৱিক মাটি,ଜ Organ ବିକ ମାଟି |
অভিবিন্যাস,ଓରିଏଣ୍ଟେସନ୍
অৰ্থোগনেল,Orthogonal
অৰ্টষ্টেইন,ଅର୍ଟଷ୍ଟାଇନ୍ |
বাহিৰৰ সংকেত,ବାହ୍ୟ ସଙ୍କେତ
অক্সিডেচন,ଅକ୍ସିଡେସନ୍ |
পেণ্ট্ৰি,ପାନ୍ଟ୍ରି |
পেৰাপেট,ପାରାପେଟ୍ |
পেৰাপেটৰ দেৱাল,ପାରାପେଟ୍ କାନ୍ଥ |
অভিভাৱকৰ সামগ্ৰী,ପିତାମାତା ସାମଗ୍ରୀ |
শিলগুটি ঢালাই প্লাষ্টাৰ,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
পেডালফাৰ,ପେଡାଲଫର୍ |
পেড&#39;কেল,ପେଡୋକାଲ୍ |
পেড’জেনেছিছ,ପେଡୋଜେନେସିସ୍ |
পেড’লজি,ପେଡୋଲୋଜି |
পেড’স্ফিয়াৰ,ପେଡୋସଫିସର୍ |
পেনেট্ৰ’মিটাৰ,ପେନେଟ୍ରୋମିଟର |
পেণ্ট ছাদ,ପେଣ୍ଟ ଛାତ |
পেপটাইজিং এজেণ্ট,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
বিশ্লেষণৰ সময়ছোৱা,ବିଶ୍ଳେଷଣର ସମୟ |
পাৰ্পেণ্ড,Perpend
পাৰ্চৰ্পচন,ପର୍ସପର୍ସନ୍ |
ঘাট,ପିଆର୍ |
পিলাষ্টাৰ,ପାଇଲଷ୍ଟର |
চূড়া,ପିଚ୍
পিচড ছাদ,ଛାତ ଛାତ
সাধাৰণ কংক্ৰিট,ସାଧା କଂକ୍ରିଟ୍ |
সমতল কোণ,ବିମାନ କୋଣ
সাধাৰণ চোতাল,ସମତଳ ପ୍ରାଙ୍ଗଣ
প্লেনছল,ପ୍ଲାନସୋଲ୍ |
প্লাষ্টিকৰ স্থায়িত্ব,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
প্লাষ্টিচিটি,ପ୍ଲାଷ୍ଟିକ୍ |
প্লাষ্টিচিটি সূচকাংক,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
প্লাষ্টিচিটিৰ সীমা,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
প্লাষ্টিচিটিৰ পৰিসৰ,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
প্লেটি গঠন,ପ୍ଲାଟି ଗଠନ |
প্লিন্থ,ପ୍ଲିଣ୍ଟ୍ |
হাল বোৱা মাটি,ହଳ ମାଟି
প্লামৰ শিল,ଘିଅ ପଥର |
পডজোলে,ପୋଡଜୋଲ୍ |
আঙুলিয়াই দি,ସୂଚାଉଛି |
বহুভুজীয়া বেৰ,ବହୁମୁଖୀ କାନ୍ଥ |
ছিদ্ৰৰ স্থান,ଖୋଲା ସ୍ଥାନ |
বন্দৰ,ବନ୍ଦର
পজিটিভ ভেন্টিলেচন,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
প্ৰেয়ৰী মাটি,ପ୍ରିରି ମାଟି |
নিখুঁততা,ସଠିକତା
প্ৰাথমিক কণা,ପ୍ରାଥମିକ କଣିକା |
প্ৰিজমেটিক গঠন,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
উৎপাদনশীল কাম,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
প্ৰকল্পৰ ন্যায্যতা,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
সুৰক্ষামূলক কাম,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
ছ্যুড’-মাইচেলিয়াম,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
পুখুৰী,ପୁଡଲ୍ |
পাগিং,ପଗ୍ କରିବା |
পিউমিচ,ପୁମିସ୍ |
পাঞ্চিয়ন,ପୁଞ୍ଚେନ୍ |
পুতলা,ପପୁଟ୍
পুটলগ,ପୁଟଲଗ୍ |
পুটলগ মৰাপাট,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
পৰিমাণ জৰীপকাৰী,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
শিলৰ ৰস,କ୍ୱାରି ସପ୍ |
ঘাট,କ୍ୱେ
কুইন বন্ধ,ରାଣୀ ବନ୍ଦ
কুইইন,କୁଇନ୍ |
ৰাফ্ট ফাউণ্ডেচন,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
ৰেকাৰ,ରାକର୍ |
ৰেকিং,Raking
ৰেকিং বণ্ড,ବନ୍ଧନ
ৰেকিং ফ্লেছিং,ଫ୍ଲାସ୍ କରିବା
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
আদায়যোগ্য পেমেণ্ট,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
ৰঙা মাটি,ଲାଲ ପୃଥିବୀ |
ৰঙা লোম,ଲାଲ୍ ଲୋମ୍ |
নিয়ন্ত্ৰক,ନିୟାମକ
ৰেগুৰ বা ক’লা কপাহী মাটি,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
ৰিপেমেণ্ট চুক্তি,ପରିଶୋଧ ଚୁକ୍ତି
অৱশিষ্ট সংকোচন,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
অৱশিষ্ট মাটি,ଅବଶିଷ୍ଟ ମାଟି |
প্ৰকাশ কৰা,ପ୍ରକାଶ କରନ୍ତୁ |
পিন প্ৰকাশ কৰক,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
টাই প্ৰকাশ কৰক,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
ৰিজ,ରିଜ୍
ৰিজ কেপিং,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
নদী,ନଦୀ
ৰোড ষ্টেড,ରାସ୍ତା ସ୍ଥିର
ৰুক্ষ প্লাষ্টাৰ,କଠିନ ପ୍ଲାଷ୍ଟର |
ধ্বংসাৱশেষ,ଅଳିଆ |
ধ্বংসাৱশেষৰ শিলৰ কাম,ଅଳିଆ ଆବର୍ଜନା |
ধ্বংসাৱশেষৰ দেৱাল,ଅଳିଆ ଆବର୍ଜନା |
চলি থকা জোখ-মাখ,ଚାଲୁଥିବା ପରିମାପ |
নিৰাপদ বহন ক্ষমতা,ନିରାପଦ ବହନ କ୍ଷମତା |
নিমখৰ গ্লেজ,ଲୁଣ ଗ୍ଲେଜ୍ |
নমুনাৰ আকাৰ,ନମୁନା ଆକାର
নমুনা বিতৰণ,ନମୁନା ବଣ୍ଟନ
নমুনা সংগ্ৰহৰ ভুল,ନମୁନା ତ୍ରୁଟି |
বালি,ବାଲି
বালিৰ ফিনিচিং,ବାଲି ଶେଷ
বালিৰ হাতৰ মল্ডিং,ବାଲି ହାତ ତିଆରି
ছেণ্ডিং,ବାଲିଯାତ୍ରା |
সংপৃক্ত মাটি,ପରିପୂର୍ଣ୍ଣ ମାଟି
সংপৃক্ত মাটিৰ পেষ্ট,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
চেচুৰেচন এক্সট্ৰেক্ট,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
চেচুৰেচন শতাংশ,ସାଚୁଚରେସନ୍ ଶତକଡା
চচৰ গম্বুজ,ସସ୍ ଗମ୍ବୁଜ |
মৰাপাট,ସ୍କାଫୋଲ୍ଡ |
শ্বিষ্ট,ସ୍କିଷ୍ଟ୍ |
সাগৰীয় বন্দৰ,ସମୁଦ୍ର ବନ୍ଦର
গোপন নালা,ଗୁପ୍ତ ଗୁଟର୍ |
দ্বিতীয়,ଦ୍ୱିତୀୟ |
পলস বিশ্লেষণ,ଅବତରଣ ବିଶ୍ଳେଷଣ |
অৰ্ধকৃত্ৰিম বন্দৰ,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,ସେମି ଜୁଆର ଡକ୍ |
চেনিল,ସେନିଲ୍ |
শ্বেল,ଶେଲ୍
শ্বীটৰ স্তূপ,ସିଟ୍ ଗଦା |
সংকোচনৰ সীমা,ସଙ୍କୋଚନ ସୀମା |
শ্বাটাৰিং,ବନ୍ଦ
চিয়ালিটিক মাটি,ସିଆଲିଟିକ୍ ମାଟି |
ছিয়েৰ’জেম,ସିରୋଜେମ୍ |
চিল,ସିଲ୍ |
পলি,ସିଲ୍ଟ |
একক ফ্লেমিছ তেজ,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
একক দানাযুক্ত গঠন,ଏକକ ଶସ୍ୟ ଗଠନ |
কংকালৰ মাটি,କଙ୍କାଳ ମାଟି |
স্কাৰ্টিং,ସ୍କର୍ଟିଂ
স্লিপাৰ ৱাল,ଶୋଇବା କାନ୍ଥ |
কাষৰ নালা,ସାଇଡ୍ ଗୁଟର୍ |
স্লাইড নিয়ম,ସ୍ଲାଇଡ୍ ନିୟମ |
স্লিপ ডক,ସ୍ଲିପ୍ ଡକ୍ |
স্মোনিজা,ସ୍ମୋନିଜା |
তিয়াই থোৱা,ଭିଜିବା |
মাটিৰ সংঘ,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
মাটিৰ শ্ৰেণী,ମୃତ୍ତିକା ଶ୍ରେଣୀ
মাটিৰ জটিলতা,ମୃତ୍ତିକା ଜଟିଳ |
মাটিৰ স্থায়িত্ব,ମୃତ୍ତିକାର ସ୍ଥିରତା |
মাটি পৰিয়াল,ମୃତ୍ତିକା ପରିବାର |
মাটিৰ ফ্ৰেমৰ কাম,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
মাটিৰ আৰ্দ্ৰতা,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
মাটিৰ আকৃতিবিজ্ঞান,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
মাটিৰ কণা,ମୃତ୍ତିକା କଣିକା |
মাটিৰ পৰ্যায়,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
মাটিৰ প্ৰফাইল,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
মাটিৰ বিক্ৰিয়া,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
মাটি পৃথক হয়,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
