Tamil,Odiya
பிளெமிஷ் பிணைப்பு,ଫ୍ଲେମିସ୍ ବନ୍ଧନ |
ஒளிரும்,ଫ୍ଲାସ୍
பளிச்சிடும் ஓடை,ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |
தட்டையான கூரை,ଫ୍ଲାଟ ଛାତ |
Fleche,ଫ୍ଲେଚେ
பிளெமிஷ் தோட்ட சுவர் பிணைப்பு,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
பிளின்ட்,ଫ୍ଲିଣ୍ଟ |
பிளின்ட் சுவர்,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
மிதக்கும் தளம்,ଭାସମାନ ଚଟାଣ |
ஃப்ளோக்குலேஷன்,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
ஃப்ளோகுலேஷன் வரம்பு,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
ஃப்ளோகுலேஷன் விகிதம்,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
ஃப்ளோக்குல்ஸ்,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
தரை,ଚଟାଣ
மாடி முத்திரை,ଚଟାଣ ସିଲ୍ |
ஓட்டம்,ପ୍ରବାହ
ஏற்ற இறக்கம்,ଅସ୍ଥିରତା |
காலடி,ଫୁଟିଂ
அறக்கட்டளை,ଫାଉଣ୍ଡେସନ୍
இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
இலவச வீழ்ச்சி கலவை (டிரம் வகை),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
இலவச கல்,ମାଗଣା ପଥର |
புதியது,ଫ୍ରେଶେଟ୍ |
உராய்வு குவியல்,ଘର୍ଷଣ ଗଦା |
தவளை,ବେଙ୍ଗ
கேபிள்,ଗେବୁଲ୍ |
கேப்லெட்,ଗାବଲେଟ୍ |
சூதாட்ட கூரை,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
அளவீடு,ଗେଜ୍
அளவிடும் பிரிவு,ଗଗିଂ ବିଭାଗ |
அளவிடும் நிலையம்,ଗଗିଂ ଷ୍ଟେସନ୍ |
பொதுவான இருப்பிடத் திட்டம்,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
பொது காற்றோட்டம்,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
G அடிவானம் அல்லது gley அடிவானம்,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
வரை பனிப்பாறை,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
Gneiss,ଗ୍ନିସ୍ |
பொருட்கள் முற்றம்,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
சாய்வு எதிர்ப்பு,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
கிரானைட்,ଗ୍ରାନାଇଟ୍ |
சிறுமணி அமைப்பு,ଗ୍ରାନୁଲାର୍ ଗଠନ |
குருணையாக்கம்,ଗ୍ରାନୁଲେସନ୍ |
சிறுமணி,ଗ୍ରାନୁଲ୍ |
ஈர்ப்பு நீர் இல்லாத நீர்,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
ஈர்ப்பு முற்றம்,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
பெரிய மண் குழு,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
கிரில்லேஜ் அடித்தளம்,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
தரையில் கை மோல்டிங்,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
குழுவாக்கப்பட்ட கப்பல்துறை,ଗ୍ରୁପ୍ ଡକ୍ |
குழு வீடுகள்,ଗୋଷ୍ଠୀ ଗୃହ
விருந்தினர் அறை,ଅତିଥି ଗୃହ
சாக்கடை,ଗୁଟର୍ |
சாக்கடை சுமப்பவர்,ଗୁଟର ଧାରକ |
கால்வாய் சோதனை,ଗୁଟର ଯାଞ୍ଚ |
சுத்தி அலங்காரம்,ହାମର ଡ୍ରେସିଂ |
துறைமுகம்,ହାରବର୍
புகலிடத் துறைமுகம்,ଆଶ୍ରୟସ୍ଥଳ
கடினமான பான்,ହାର୍ଡ ପ୍ୟାନ |
தலைப்பு,ହେଡର୍
தலைப்பு பத்திரம்,ହେଡର୍ ବଣ୍ଡ୍ |
தலைப்பு பாடநெறி,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
தலை வாயில் அமைப்பு,ହେଡ୍ ଗେଟ୍ ଗଠନ |
கால்வாயின் தலைவர்,କେନାଲର ମୁଖ୍ୟ |
தலைமை சீராக்கி,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
ஹெர்ரிங் எலும்பு பிணைப்பு,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
இதயம்,ହୃଦୟ
ஈரமாக்கும் வெப்பம்,ଓଦା ଗରମ |
உயர் அலுமினா சிமெண்ட்,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
இடுப்பு,ହିପ୍
ஹிப் கேப்பிங்,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
இடுப்பு முனை,ହିପ୍ ଶେଷ
ஹூட்,ହୁଡ୍ |
ஹூட் மோல்டிங்,ହୁଡ୍ ମୋଲିଡିଂ |
ஹூக்கின் சட்டம்,ହୁକର ନିୟମ |
வளைய இரும்பு,ଲୁହା ହୁପ୍ |
அடிவானம்,ରାଶି
ஈரப்பதமாக்குதல்,ଆର୍ଦ୍ରତା
"ஈரப்பதம், முழுமையானது","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"ஈரப்பதம், உறவினர்","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
ஹம்ப் யார்டு,ହମ୍ପ୍ ୟାର୍ଡ |
ஹைட்ராலிக் அழுத்தம்,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
நீரேற்றம்,ହାଇଡ୍ରେସନ୍ |
நீராற்பகுப்பு,ହାଇଡ୍ରୋଲାଇସିସ୍ |
ஹைட்ரோலைடிக் அமிலத்தன்மை,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
ஹைட்ரோமார்பிக் மண்,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
ஹைட்ரோஃபிலிக் கொலாய்டு,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
ஹைட்ரோபோபிக் கொலாய்டு,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
ஹைக்ரோஸ்காப்டிக் குணகம்,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
ஹைட்ரோஸ்கோபிசிட்டி,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
ஹைபர்பேரிக் அறை,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
ஹைப்பர்ஸ்டேடிக் சட்டகம்,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
ஹைப்சோமீட்டர்,ହାଇପୋସୋମିଟର |
வெளிச்சம்,ଆଲୋକ
உட்புகுதல் ஈரப்பதம்,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
முதிர்ச்சியடையாத மண்,ଅପରିପକ୍ୱ ମାଟି |
சிறைபிடிக்கப்பட்ட கப்பல்துறை,ପ୍ରଭାବିତ ଡକ୍ |
நில வருவாய் அதிகரிப்பு,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
சுதந்திர சாரக்கட்டு,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
உள்வாங்கப்பட்டது,ପ୍ରେରିତ |
ஆரம்ப அழுத்த அழுத்தம்,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
ஆரம்ப பதற்றம்,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
உள்நாட்டு நீர்வழி துறைமுகம்,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
காப்பு பலகை,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
இடைநிலை துறைமுகம்,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
உள் உராய்வு,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
உள் மண்டல மண்,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
அயன்,ଆଇନ୍
அயன் பரிமாற்றம்,ଆଇନ୍ ବିନିମୟ |
இரும்பு சட்டி,ଲୁହା ପ୍ୟାନ |
பாசன நிலம்,ଜଳସେଚିତ ଜମି |
நீர்ப்பாசனம்,ଜଳସେଚନ
பாசன செஸ்,ଜଳସେଚନ ବନ୍ଦ
ஜம்ப்,ଜାମ୍
தள்ளாட்டம்,ଜୋଗଲ୍ |
ஜாக்கிள் முள்,ଜୋଗଲ୍ ପିନ୍ |
ஜூல்,ଜୁଲେ |
குதிப்பவர்,ଜମ୍ପର୍ |
கிலோகிராம்,କିଲୋଗ୍ରାମ |
கிலோகிராம் படை,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
கிலோகிராம் விசை மீட்டர்,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
கிலோவாட் மணி,କିଲୋୱାଟ ଘଣ୍ଟା |
கிங் மூடல்,ରାଜା ବନ୍ଦ
சமையலறை,ରୋଷେଇ ଘର |
லேஸ்டு நெடுவரிசை,ସ୍ତମ୍ଭ
பின்னடைவு,ଲଗିଂ
லமெல்லா வேர்,ଲାମେଲା ମୂଳ |
லேமினார் ஓட்டம்,ଲାମିନାର୍ ପ୍ରବାହ |
விளக்கு துளை,ଦୀପ ଗର୍ତ୍ତ |
நிலப் பெருக்கம்,ଜମି ଅଧିଗ୍ରହଣ
நில சறுக்கல்,ଭୂମି ସ୍ଲାଇଡିଂ |
லேட்டரைட்,ଲାଟେରାଇଟ୍ |
லேட்டரைட் மண்,ଲାଟେରାଇଟ୍ ମାଟି |
பெரிய எண்களின் சட்டம்,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
தளவமைப்பு திட்டம்,ଲେଆଉଟ୍ ଯୋଜନା |
பேரேடு,ଲେଜର
சுண்ணாம்பு பான்,ଚୂନ ପ୍ୟାନ |
லிண்டல்,ଲିନଟେଲ୍ |
திரவ வரம்பு,ତରଳ ସୀମା |
நேரடி சுமை,ଲାଇଭ୍ ଲୋଡ୍ |
களிமண்,ଲୋମ୍ |
உள்ளூர் வெளியேற்ற காற்றோட்டம்,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
லோகோ முற்றம்,ଲୋକୋ ଅଗଣା |
லூஸ்,ଲୋସ୍ |
குறைந்த பிளாஸ்டிக் வரம்பு,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
குறைந்த வெப்ப சிமெண்ட்,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
இயந்திர மோல்டிங்,ମେସିନ୍ ମୋଲିଡିଂ |
மேக்ரோஸ்ட்ரக்சர்,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
முக்கிய தலைமை சீராக்கி,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
முக்கிய துறைமுகம்,ମୁଖ୍ୟ ବନ୍ଦର
ஒப்பனை காற்று,ମେକ୍ଅପ୍ ବାୟୁ |
மான்சார்ட்,ମାନସାର୍ଡ |
மார்ஷலிங் முற்றம்,ମାର୍ଶାଘାଇ ଅଗଣା |
கொத்து,ମାନସ
முதிர்ச்சியடைந்த வெப்பநிலை,ପରିପକ୍ୱ ତାପମାତ୍ରା |
இடைமட்ட மாடி,ମେଜଜାନାଇନ୍ ଚଟାଣ |
இயந்திர பகுப்பாய்வு,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
இயந்திர காற்றோட்டம்,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
மெட்ரிக் அமைப்பு,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
நுண் கட்டமைப்பு,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
மில்லிக்கு சமம்,ମିଲି ସମାନ |
ஒரு லிட்டருக்கு மில்லி சமம்,ଲିଟର ପିଛା ମିଲି ସମାନ |
கனிம,ମିନେରାଲ୍ |
கனிம மண்,ଖଣିଜ ମାଟି |
சிறிய துறைமுகம்,ଛୋଟ ବନ୍ଦର
மிட்ரெட் மூடல்,ମିତ୍ରେଡ୍ ବନ୍ଦ |
நடமாடும் மண் கொலாய்டு,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
ஈரப்பதம்,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
ஈரப்பதம் சாய்வு,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
ஒற்றைக்கல்,ମୋନୋଲିଥ୍ |
மோனோரயில்,ମୋନୋରାଇଲ୍ |
தேசிய துறைமுக சபை,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
இயற்கை படுக்கை,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
இயற்கையான பூச்சு,ପ୍ରାକୃତିକ ସମାପ୍ତି |
இயற்கை துறைமுகம்,ପ୍ରାକୃତିକ ବନ୍ଦର
இயற்கை காற்றோட்டம்,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
கடற்படை துறைமுகம்,ନାଭାଲ୍ ବନ୍ଦର
நியூட்டன்,ନ୍ୟୁଟନ୍ |
சீரற்ற ஓட்டம்,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
நீர் வீதத்தை ஆக்கிரமித்துள்ளது,ଜଳ ହାର ଦଖଲ କରେ |
எண்ணெய் வண்ணப்பூச்சு,ତେଲ ରଙ୍ଗ |
எண்ணெய் கிணறு சிமெண்ட்,ତେଲ କୂଅ ସିମେଣ୍ଟ |
திறந்த சேனல் ஓட்டம்,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
உகந்த ஈரப்பதம்,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
கரிம மண்,ଜ Organ ବିକ ମାଟି |
நோக்குநிலை,ଓରିଏଣ୍ଟେସନ୍
ஆர்த்தோகனல்,Orthogonal
ஆர்ட்ஸ்டீன்,ଅର୍ଟଷ୍ଟାଇନ୍ |
வெளிப்புற சமிக்ஞை,ବାହ୍ୟ ସଙ୍କେତ
ஆக்சிஜனேற்றம்,ଅକ୍ସିଡେସନ୍ |
சரக்கறை,ପାନ୍ଟ୍ରି |
பாரபெட்,ପାରାପେଟ୍ |
பாரபெட் சுவர்,ପାରାପେଟ୍ କାନ୍ଥ |
பெற்றோர் பொருள்,ପିତାମାତା ସାମଗ୍ରୀ |
கூழாங்கல் வார்ப்பு பிளாஸ்டர்,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
பெடல்பர்,ପେଡାଲଫର୍ |
பெடோகல்,ପେଡୋକାଲ୍ |
பெடோஜெனெசிஸ்,ପେଡୋଜେନେସିସ୍ |
பெடாலஜி,ପେଡୋଲୋଜି |
பெடோஸ்பியர்,ପେଡୋସଫିସର୍ |
பெனெட்ரோமீட்டர்,ପେନେଟ୍ରୋମିଟର |
பென்ட் கூரை,ପେଣ୍ଟ ଛାତ |
பெப்டிசிங் முகவர்,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
பகுப்பாய்வு காலம்,ବିଶ୍ଳେଷଣର ସମୟ |
பெர்பென்ட்,Perpend
பெர்ஸர்ப்ஷன்,ପର୍ସପର୍ସନ୍ |
பையர்,ପିଆର୍ |
பிலாஸ்டர்,ପାଇଲଷ୍ଟର |
பிட்ச்,ପିଚ୍
பிட்ச் கூரை,ଛାତ ଛାତ
வெற்று கான்கிரீட்,ସାଧା କଂକ୍ରିଟ୍ |
விமான கோணம்,ବିମାନ କୋଣ
சமவெளி முற்றம்,ସମତଳ ପ୍ରାଙ୍ଗଣ
பிளான்சோல்,ପ୍ଲାନସୋଲ୍ |
பிளாஸ்டிக் நிலைத்தன்மை,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
பிளாஸ்டிசிட்டி,ପ୍ଲାଷ୍ଟିକ୍ |
பிளாஸ்டிசிட்டி இன்டெக்ஸ்,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
பிளாஸ்டிசிட்டி வரம்பு,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
பிளாஸ்டிசிட்டி வரம்பு,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
பிளாட்டி அமைப்பு,ପ୍ଲାଟି ଗଠନ |
பீடம்,ପ୍ଲିଣ୍ଟ୍ |
உழவு மண்,ହଳ ମାଟି
பிளம் கல்,ଘିଅ ପଥର |
போட்ஸோல்,ପୋଡଜୋଲ୍ |
சுட்டி,ସୂଚାଉଛି |
பலகோண சுவர்,ବହୁମୁଖୀ କାନ୍ଥ |
துளை இடம்,ଖୋଲା ସ୍ଥାନ |
துறைமுகம்,ବନ୍ଦର
நேர்மறை காற்றோட்டம்,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
புல்வெளி மண்,ପ୍ରିରି ମାଟି |
துல்லியம்,ସଠିକତା
முதன்மை துகள்,ପ୍ରାଥମିକ କଣିକା |
பிரிஸ்மாடிக் அமைப்பு,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
உற்பத்தி வேலை,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
திட்ட நியாயப்படுத்தல்,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
பாதுகாப்பு வேலை,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
போலி-மைசீலியம்,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
குட்டை,ପୁଡଲ୍ |
புக்கிங்,ପଗ୍ କରିବା |
பியூமிஸ்,ପୁମିସ୍ |
குத்து,ପୁଞ୍ଚେନ୍ |
பொம்மை,ପପୁଟ୍
புட்லாக்,ପୁଟଲଗ୍ |
புட்லாக் சாரக்கட்டு,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
அளவு சர்வேயர்,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
குவாரி சாறு,କ୍ୱାରି ସପ୍ |
குவே,କ୍ୱେ
ராணி மூடல்,ରାଣୀ ବନ୍ଦ
குவோயின்,କୁଇନ୍ |
ராஃப்ட் அடித்தளம்,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
ரேக்கர்,ରାକର୍ |
ரேக்கிங்,Raking
ரேக்கிங் பத்திரம்,ବନ୍ଧନ
ரேக்கிங் ஒளிரும்,ଫ୍ଲାସ୍ କରିବା
வேகமாக மாறுபடும் ஓட்டம்,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
திரும்பப் பெறக்கூடிய கட்டணம்,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
சிவப்பு பூமி,ଲାଲ ପୃଥିବୀ |
சிவப்பு களிமண்,ଲାଲ୍ ଲୋମ୍ |
சீராக்கி,ନିୟାମକ
ரெகர் அல்லது கருப்பு பருத்தி மண்,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
திருப்பிச் செலுத்தும் ஒப்பந்தம்,ପରିଶୋଧ ଚୁକ୍ତି
எஞ்சிய சுருக்கம்,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
எஞ்சிய மண்,ଅବଶିଷ୍ଟ ମାଟି |
வெளிப்படுத்து,ପ୍ରକାଶ କରନ୍ତୁ |
பின்னை வெளிப்படுத்து,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
டை வெளிப்படுத்து,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
ரிட்ஜ்,ରିଜ୍
ரிட்ஜ் கேப்பிங்,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
நதி,ନଦୀ
சாலை நிலை,ରାସ୍ତା ସ୍ଥିର
கரடுமுரடான பிளாஸ்டர்,କଠିନ ପ୍ଲାଷ୍ଟର |
இடிபாடுகள்,ଅଳିଆ |
இடிந்த கொத்து,ଅଳିଆ ଆବର୍ଜନା |
இடிந்த சுவர்,ଅଳିଆ ଆବର୍ଜନା |
இயங்கும் அளவீடு,ଚାଲୁଥିବା ପରିମାପ |
பாதுகாப்பான தாங்கும் திறன்,ନିରାପଦ ବହନ କ୍ଷମତା |
உப்பு படிந்து,ଲୁଣ ଗ୍ଲେଜ୍ |
மாதிரி அளவு,ନମୁନା ଆକାର
மாதிரி விநியோகம்,ନମୁନା ବଣ୍ଟନ
மாதிரி பிழை,ନମୁନା ତ୍ରୁଟି |
மணல்,ବାଲି
மணல் பூச்சு,ବାଲି ଶେଷ
மணல் கை மோல்டிங்,ବାଲି ହାତ ତିଆରି
மணல் அள்ளுதல்,ବାଲିଯାତ୍ରା |
நிறைவுற்ற மண்,ପରିପୂର୍ଣ୍ଣ ମାଟି
நிறைவுற்ற மண் பேஸ்ட்,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
செறிவூட்டல் சாறு,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
செறிவூட்டல் சதவீதம்,ସାଚୁଚରେସନ୍ ଶତକଡା
சாசர் குவிமாடம்,ସସ୍ ଗମ୍ବୁଜ |
சாரக்கட்டு,ସ୍କାଫୋଲ୍ଡ |
ஷிஸ்ட்,ସ୍କିଷ୍ଟ୍ |
கடல் துறைமுகம்,ସମୁଦ୍ର ବନ୍ଦର
ரகசிய சாக்கடை,ଗୁପ୍ତ ଗୁଟର୍ |
இரண்டாவது,ଦ୍ୱିତୀୟ |
வண்டல் பகுப்பாய்வு,ଅବତରଣ ବିଶ୍ଳେଷଣ |
அரை செயற்கை துறைமுகம்,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
அரை அலை கப்பல்,ସେମି ଜୁଆର ଡକ୍ |
முதுமை,ସେନିଲ୍ |
ஷேல்,ଶେଲ୍
தாள் குவியல்,ସିଟ୍ ଗଦା |
சுருக்க வரம்பு,ସଙ୍କୋଚନ ସୀମା |
ஷட்டரிங்,ବନ୍ଦ
சியாலிடிக் மண்,ସିଆଲିଟିକ୍ ମାଟି |
சிரோஜெம்,ସିରୋଜେମ୍ |
சில்லு,ସିଲ୍ |
வண்டல் மண்,ସିଲ୍ଟ |
ஒற்றை சதை இரத்தம்,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
ஒற்றை தானிய அமைப்பு,ଏକକ ଶସ୍ୟ ଗଠନ |
எலும்பு மண்,କଙ୍କାଳ ମାଟି |
பாவாடை,ସ୍କର୍ଟିଂ
ஸ்லீப்பர் சுவர்,ଶୋଇବା କାନ୍ଥ |
பக்கவாட்டு சாக்கடை,ସାଇଡ୍ ଗୁଟର୍ |
ஸ்லைடு விதி,ସ୍ଲାଇଡ୍ ନିୟମ |
ஸ்லிப் டாக்,ସ୍ଲିପ୍ ଡକ୍ |
ஸ்மோனிசா,ସ୍ମୋନିଜା |
ஊறவைத்தல்,ଭିଜିବା |
மண் சங்கம்,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
மண் வகுப்பு,ମୃତ୍ତିକା ଶ୍ରେଣୀ
மண் வளாகம்,ମୃତ୍ତିକା ଜଟିଳ |
மண் நிலைத்தன்மை,ମୃତ୍ତିକାର ସ୍ଥିରତା |
மண் குடும்பம்,ମୃତ୍ତିକା ପରିବାର |
மண் சட்ட வேலை,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
மண்ணின் ஈரப்பதம்,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
மண்ணின் ஈரப்பதம் பெருக்கம்,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
மண்ணின் ஈரப்பதம் குறைபாடு,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
மண் உருவவியல்,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
மண் துகள்,ମୃତ୍ତିକା କଣିକା |
மண் கட்டம்,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
மண் விவரக்குறிப்பு,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
மண் எதிர்வினை,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
மண் பிரிகிறது,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
மண் தொடர்,ମୃତ୍ତିକା କ୍ରମ |
மண் தீர்வு,ମୃତ୍ତିକା ସମାଧାନ |
மண் அமைப்பு,ମୃତ୍ତିକା ଗଠନ
மண் அமைப்பு,ମୃତ୍ତିକା ଗଠନ
மண் வகை,ମୃତ୍ତିକା ପ୍ରକାର |
சோலம்,ସୋଲମ୍ |
சோர்ப்ஷன்,Sorption
ஸ்பால்கள்,ସ୍ପଲ୍
குறிப்பிட்ட அயனி விளைவு,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
சதுர வடிவ இடிபாடுகள்,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
நிலையான ஓட்டம்,ସ୍ଥିର ପ୍ରବାହ |
மிளிரும் படி,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
ஒட்டும் தன்மை,ସ୍ଥିରତା |
ஒட்டும் புள்ளி,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
கல்,ପଥର |
ஸ்லோப் கை மோல்டிங்,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
பட்டா கீல்,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
வைக்கோல் பலகை,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
ஸ்ட்ரீம்,ଷ୍ଟ୍ରିମ୍
மன அழுத்தம்,ଚାପ
நீட்டுபவர்,ଷ୍ଟ୍ରେଚର୍
ஸ்ட்ரெச்சர் பிணைப்பு,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
ஸ்ட்ரெச்சர் படிப்பு,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
லேசான கயிறு,ବାକ୍ୟ
சரம் பாடநெறி,ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ
கட்டமைப்பு காரணி,ଗଠନ କାରକ |
