Tamil,Hindi
பிரேக் பாயிண்ட் ஹால்ட்,विच्छेद बिन्दू विराम
பிரேக் பாயிண்ட் வழிமுறை,विच्छेद बिन्दु अनुदेश
பிரேக் பாயிண்ட் சுவிட்ச்,विच्छेद बिन्दु स्विच
இடைவெளி வரிசை,विच्छेद अनुक्रम
பிரிட்ஜ் குழாய்,सेतुबद्ध टैप
பிரிட்ஜ்வேர்,सेतु सामग्री
பாலம்,सेतु बंधन
பிரகாச விகிதம்,द्युति अनुपात
பிராட் பேண்ட்,विस्तृत बैंड
ஒளிபரப்பு முறை,प्रसारण विधा
ஒளிபரப்பு செயற்கைக்கோள்,प्रसारण उपग्रह
பிரஸ்ஸல்ஸ் வகைப்பாடு அமைப்பு,बूसेल्स वर्गीकरण प्रणाली
முரட்டுத்தனமான-சக்தி அணுகுமுறை,मनमानी बल विधि
பி-மரம்,ब-तरू
குமிழி நினைவகம்,बुदबुद स्मृति
குமிழி வரிசை,बुदबुद छांट
வாளி,"समूह, बकट"
இடையக,चयक
இடையக சேனல்,चयक प्रणला
இடையக பெருக்கி,चयकित प्रवर्धक
இடையக கணினி,चयकित अभिकलित्र
இடையக சாதனம்,चयकित युक्ति
இடையக உள்ளீடு,चयकित निवेश
இடையக செய்தி,चयकित संदेश
இடையக,चयकन
இடையக I/O சாதனம்,चयक नि/नि युक्ति
இடையக மேலாண்மை,चयक प्रबंध
இடையக வெளியீடு,चयक निर्गम
இடையக பேட் எழுத்து,चयक पैड संप्रतीक
இடையக குளம்,चयक पूल
இடையக பூலிங்,चयक पूलन
இடையக பதிவு,चयक पंजी
இடையக சேமிப்பு,चयक भंडारण
இடையக கடை,चयक भंडार
பிழை,दोष
தரமற்ற,बग्गी
உள்ளமைக்கப்பட்ட செயல்பாடு,अंतर्निर्मित फलन
உள்ளமைக்கப்பட்ட செயல்முறை,अंतर्निर्मित प्रक्रिया
வெடிப்பு பயன்முறை,प्रस्फोट विधा
வெடிப்பு பரிமாற்றம்,प्रस्फोट संचरण
பேருந்து,बस
பஸ் பட்டி,बस बार
பஸ் கட்டுப்படுத்தி,बस नियंत्रक
பேருந்து ஓட்டுனர்,बस चालक
பஸ் விரிவாக்கம்,बस विस्तारक
வணிக தரவு செயலாக்கம்,व्यवसाय आँकड़ा संसाधन
வணிக தகவல் அமைப்பு,व्यवसाय सूचना तंत्र
வணிக இயந்திரம்,व्यवसाय यंत्र
வணிக இயந்திர கடிகாரம்,व्यवसाय यंत्र समायोजन
வணிக திட்டமிடல் மொழி,व्यवसाय नियोजन भाषा
வணிக சேவை,व्यवसाय सेवा
பஸ்ஸ்பேக்,पश्चभरण
பஸ் முடித்தல்,बस अंत
பஸ் வேர்,बस सामग्री
பஸ் கம்பி,बस तार
பிஸியான நேரம்,व्यस्त घंटा
பிஸியான சமிக்ஞை,व्यस्त संकेत
பிஸியான தொனி,व्यस्तता टोन
பைபாஸ் செயல்முறை,उपमार्ग क्रियाविधि
துணை தயாரிப்பு,उपोत्पाद
பைட்,बाइट
பைட் கையாளுதல்,बाइटर प्रकलन
பைட் பயன்முறை,बाइट विधा
பைட் மல்டிபிளெக்சர் சேனல்,बाइट बहुसंकेतक प्रणाल
பைட் மல்டிபிளெக்சர் பயன்முறை,बाइट बहुसंकेतक विधा
பைட் மல்டிபிளெக்சிங்,बाइट बहुसंकेतन
கேபிள்,केबल
கேபிள் வார்ப்பு,केबल प्रसारण
கேபிள் தொலைக்காட்சி சேவை,केबल टेलिवीजन सेवा
கேபிள் வால்ட்,केबल प्रवेश कक्ष
கேச்,"कैशे, द्रुतिका"
கேச்-கேச் நினைவகம்,द्रुणिका स्मृति
கணக்கீடு,परिकलन
கணக்கீட்டு பஞ்ச்,परिकलन छिद्र
கால்குலேட்டர்,परिकलित्र
கால்குலேட்டர் சிப்,परिकलित्र चिप
இயற்கணித தர்க்கத்துடன் கால்குலேட்டர்,बीजीप तर्कयुक्त परिकलित्र
எண்கணித தர்க்கத்துடன் கால்குலேட்டர்,अंकगणितीय तर्कयुक्त परिकलित्र
நிரல் இல்லாத கால்குலேட்டர்,क्रमादेशनीयता रहित परिकलित्र
நிரல் திறன் கொண்ட கால்குலேட்டர்,क्रमादेशनीयतायुक्त परिकलित्र
மாறுபாடுகளின் கால்குலஸ்,विचरण कलन
அழைப்பு,आह्वान
குறிப்பு மூலம் அழைக்கவும்,संदर्भ आह्वान
மதிப்பு மூலம் அழைக்கவும்,मान आह्वान
இயக்கும் குறியீட்டை அழைக்கவும்,आह्वान निदेशन कट
ஸ்தாபனத்தை அழைக்கவும்,आह्वान स्थापना
அழைப்பு பகிர்தல்,आह्वान अग्रेषण
கையெழுத்து சதித்திட்டம்,सुलेखीय आलेखित्र
அழைப்பு,आह वान
அழைப்பு வாதம்,आह वान स्वतंत्र चर
அழைப்பு நிரல்,आह्वान क्रमादेश
அழைப்பு வரிசை,आह्वान अनुक्रम
துணை நிரல் அழைப்பு,आह्वान उपक्रमादेश
அழைப்பு எண்,आह्वान संख्या
அழைப்பு செயலி,आह्वान संसाधित्र
முன்னேற்ற சமிக்ஞையை அழைக்கவும்,आह्वान प्रगति संकेत
அழைப்பு கடை,आह्वान भंडार
அழைப்பில் காத்திருக்கவும்,आह्वान प्रतीक्षा
ரத்துசெய்,निरसन
எழுத்தை ரத்துசெய்,निरसन संप्रतीक
விசையை ரத்துசெய்,निरसन कुंजी
பதிவு செய்யப்பட்ட பத்தி,पूर्वाभिलिखित पैराग्राफ
பதிவு செய்யப்பட்ட மென்பொருள்,पूर्वाभिलिखित प्रक्रिया सामग्री
நியமன தலைமுறை,विहित जनन
மின்தேக்கி சேமிப்பு,संधारित्र भंडारण
திறன்,क्षमता
கேப்ஸ்டன்,"कैप्स्टन, टेपचालक चक्र"
பிடிப்பு,प्रग्रहण
அட்டை,"पत्रक, कार्ड"
அட்டை கூண்டு,पत्रक पंजर
அட்டை சேஸ்,पत्रक न्याधार
அட்டை சோதனை,पत्रक जाँच
அட்டை குறியீடு,पत्रक कूट
அட்டை நெடுவரிசை,पत्रक स्तंभ
அட்டை சுழற்சி,पत्रक चक्र
அட்டை தளம்,पत्रक गड्डी
அட்டை பிழை சோதனை,पत्रक त्रुटि जाँच
அட்டை புலம்,पत्रक क्षेत्र
அட்டை கோப்பு,पत्रक संचिका
அட்டை வடிவம்,पत्रक रूप
அட்டை வடிவம்,पत्र संरूप
அட்டை ஹாப்பர்,पत्रक प्लुति मंजूषा
அட்டை படம்,पत्रक प्रतिबिंब
அட்டை உள்ளீடு,पत्रक निवेश
அட்டை நெரிசல்,पत्रक संबाधा
அட்டை ஏற்றி,पत्रक भारक
அட்டை பொதி,पत्रक गड्डी
அட்டை பாதை,पत्रक पथ
அட்டை திட்டமிடப்பட்ட கால்குலேட்டர்,पत्रक क्रमादेशित परिकलित्र
அட்டை திட்டமிடப்பட்ட கணினி,पत्रक क्रमादेशित अभिकलित्र
அட்டை பஞ்ச்,पत्रक छिद्रित्र
அட்டை குத்தும் நுட்பம்,पत्रक छिद्रण तकनीक
அட்டை வாசகர்,पत्रक पठित्र
அட்டை இனப்பெருக்கம்,पत्रक पुनरूत्पादित्र
அட்டை வரிசை,पत्रक पंक्ति
அட்டை தொகுப்பு,पत्रक समुच्चय
அட்டை சார்ட்டர்,पत्रक शाटित्र
அட்டை அடுக்கு,पत्रक चितीयक
அட்டை சேமிப்பு,पत्रक भंडारण
அட்டை-க்கு-வட்டு பயன்பாடு,पत्रक चक्रिका उपयोगिता
அட்டை-க்கு-காந்த நாடா மாற்றம்,पत्रक चुंबकीय टेप रूपांतरण
அட்டை-க்கு-அச்சு நிரல்,पत्रक मुद्रण क्रमादेश
டேப் மாற்றி அட்டை,पत्रक टेप परिवर्तित्र
அட்டை பாதை,पत्रक पथ
அட்டை சரிபார்ப்பு,पत्रक सत्यायन
கேரட்,कैरट
கொணர்வி,घूर्णित्र
அறை,वाहन
வண்டி கட்டுப்பாட்டு தன்மை,वाहन नियंत्रण संप्रतीक
வண்டி கட்டுப்பாட்டு நாடா,वाहन नियंत्रण टेप
வண்டி வருவாய்,वाहन वापसी
வண்டி திரும்பும் தன்மை,वाहन वापसी संप्रतीक
கார்,वाहक
கார் துளை,वाहक छिद्र
கேரியர் சுமை,नीत भार
கேரியர் ரிட்டர்ன் கேரக்டர்,वाहक वापसी संप्रतीक
கேரியரின் கேரியர்,वाहक-वाहक
கார் சிக்னல்,वाहक संकेत
கார் அமைப்பு,वाहक तंत्र
கேரியர்-க்கு-இரைச்சல் விகிதம்,वाहक रव अनुपात
கேரியர் அலை,वाहक तरंग
எடுத்துச் செல்லுங்கள்,"हस्तंगत, हासिल"
முழுமையான சமிக்ஞையை கொண்டு செல்லுங்கள்,हस्तंगत पूर्ण संकेत
நிறைவு உணர்திறன் கொண்டு செல்லுங்கள்,हस्तंगत पूर्णता संवेदन
எடுத்துச் செல்வது,हस्तंगत अंक
கொடியை எடுத்துச் செல்லுங்கள்,हस्तंगत ध्वज
நேரத்தைக் கொண்டு செல்லுங்கள்,हस्तंगत संकलन काल
கார்ட்ரிட்ஜ்,आगुटिका
கார்ட்ரிட்ஜ் வட்டு,आगुटिका चक्रिका
அடுக்கை இணைப்பு,सोपानी संबंधन
அடுக்கைக் கட்டுப்பாடு,सोपानी नियंत्रण
அடுக்கு ஒன்றிணைத்தல்,सोपानित विलयन
அடுக்கை ஒன்றிணைத்தல்,सोपानी विलय
பண போன்ற ஆவணம்,रोकड़ सदृश प्रलेख
கேஷ் போன்ற டெண்டர் (= கேஷ் போன்ற ஆவணம்),रोकड़ सदृश प्रलेख
கேசட்,"कैसेट, पेटिका"
ஒன்பதை வெளியேற்றுவது,नव-विभाजी निरसन
கேடா மொழி (= பொருள் மொழி),अभिलक्ष्य भाषआ
அட்டவணை,क्रमादेश सूची
பட்டியலிடப்பட்ட தரவு தொகுப்பு,क्रमादेश सूचीकृत आँकड़ा-समुच्चय
அட்டவணை அடைவு,क्रमादेश सूची निर्देशिका
பட்டியலிடப்பட்ட செயல்முறை,क्रमादेश सूचीकृत प्रक्रिया
பேரழிவு பிழை,विपत्तिपूर्ण त्रुटि
கேடெனா,"कैटीना, शृंखला"
Catenate,शृंखलित
கதட் ரே சேமிப்பு,कैथोड़ किरण भंडारण
கதட் ரே குழாய்,कैथोड किरण नलिका
கதை கதிர் குழாய் காட்சி,कैथोड किरण नलिका प्रदर्श
செல்,कोष्ठिका
செல்லுலார் மொபைல் தொலைபேசி நெட்வொர்க்,कोष्ठिकीय चल टेलीफोन जालक्रम
செல்லுலார் விகிதம்,कोष्ठिकीय रेडियो
செல்லுலார் பிளவு,कोष्ठिकीय विदारण
மையப்படுத்துதல்,केन्द्रण
மைய வரி,केन्द्र रेखा
மத்திய கட்டுப்பாட்டு அலகு,केन्द्रीय नियंत्रण एकक
மையப்படுத்தப்பட்ட தானியங்கி செய்தி கணக்கியல்,केन्द्रीकृत स्वचालित संदेश लेखा
மையப்படுத்தப்பட்ட தரவு செயலாக்கம்,केन्द्रीकृत आँकड़ा संसाथन
மையப்படுத்தப்பட்ட நெட்வொர்க்,केन्द्रीकृत जालक्रम
மைய நினைவகம்,केन्द्रीय स्मृति
மத்திய அலுவலகம்,केन्द्रीय कार्यालय
மத்திய அலுவலக குறியீடு,केन्द्रीय कार्यालय कूट
மத்திய அலுவலக பணி ஆணை,केन्द्रीय कार्यालय कार्य आदेश
மத்திய செயலாக்க அலகு,केन्द्रीय संसाधन एकक
மத்திய செயலாக்க அலகு லூப்,केन्द्रीय संसाधन एकक पाश
மத்திய செயலி,केन्द्रीय संसाधित्र
மத்திய ஸ்கேனிங் லூப்,केन्द्रीय क्रमवीक्षण पाश
மத்திய நிலையம் (= கட்டுப்பாட்டு நிலையம்),नियंत्रण केन्द्र
மத்திய அலுவலக பணி ஆணை,केन्द्रीय कार्यालय कार्य आदेश
சான்றளிக்கப்பட்ட நாடா,प्रमाणीकृत टेप
சாட்,टिकली
சாட்லெஸ் டேப்,टिकलीरहित टेप
சங்கிலி,शृंखला
சங்கிலி சேர்த்தல் திட்டம்,शृंखला योजना क्रमादेश
சங்கிலி குறியீடு,शृंखला कूट
சங்கிலி கோப்பு,शृंखलित संचिका
சங்கிலி பட்டியல்,शृंखलित सूची
சங்கிலி பதிவு,शृंखलित अभिलेख
சங்கிலி,शृंखलन
சங்கிலி வழிதல்,शृंखलन अधिप्रवाह
சங்கிலி தேடல்,शृंखलन खोज
சங்கிலி இணைப்பு,शृंखला खड़ी
சங்கிலி பராமரிப்பு திட்டம்,शृंखला अनुरक्षण क्रमादेश
சங்கிலி அச்சுப்பொறி,शृंखला मुद्रित्र
தன்மையை மாற்றவும்,परिवर्तन संप्रतीक
டம்பை மாற்றவும்,परिवर्तन सन्निक्षेप
கோப்பை மாற்றவும்,परिवर्तन संचिका
பதிவை மாற்றவும்,परिवर्तन अभिलेख
அடையாளத்தை மாற்றவும்,परिवर्तन चिह्न
டேப்பை மாற்றவும்,परिवर्तन टेप
சேனல்,"चैनल, प्रणाल"
சேனல் தாட்டர்,प्रणाल अनुकूलित्र
சேனல் முகவரி சொல்,प्रणाल पता शब्द
சேனல் இணைக்கப்பட்டது,प्रणाल संलग्न
சேனல் இணைக்கப்பட்ட நிலையம்,प्रणाल संलग्न केन्द्र
சேனல் வங்கி,प्रणाल बैंक
சேனல் பிஸியான தொனி,प्रणाल व्यस्त टोन
சேனல் திறன்,प्रणाल क्षमता
சேனல் கட்டளை,प्रणाल समादेश
சேனல் கட்டளை சொல்,प्रणाल समादेश शब्द
சேனல் கட்டுப்படுத்தி,प्रणाल नियंत्रक
சேனல் கட்டுப்பாட்டு சொல்,प्रणाल नियंत्रण शब्द
சேனல் தரவு,प्रणाल आँकड़े
சேனல் முடிவு,प्रणाल सिरा
சேனல் பிழை,प्रणाल त्रुटि
சேனல் தாமதம்,प्रणाल प्रसुप्ति
சேனல் மாஸ்க்,प्रणाल आच्छद
சேனல் ஓவர்லோட்,प्रणाल अधिभार
சேனல் அச்சுப்பொறி,प्रणाल मुद्रित्र
சேனல் நிரல்,प्रणाल क्रमादेश
சேனல் நிரல் மொழிபெயர்ப்பு,प्रणाल क्रमादेश अनुवाद
சேனல் வரிசை,प्रणाल पंक्ति
சேனல் நம்பகத்தன்மை,प्रणाल विश्वसनीयता
சேனல் சேவை பிரிவு,प्रणाल सेवा एकक
சேனல் தொகுப்பு,प्रणाल समुच्चय
சேனல் நிலை சொல்,प्रणाल अवस्थिति शब्द
சேனல் ஒத்திசைவு,प्रणाल तुल्यकालित्र
சேனல்-டு-சேனல் அடாப்டர்,प्रणाल-प्रणाल अनुकूलित्र
எழுத்து,संप्रतीक
எழுத்து முகவரி,संप्रतीक पताभिगमन
எழுத்து ஏற்பாடு,संप्रतीक विन्यास
எழுத்து சட்டசபை,संप्रतीक कोडांतरण
எழுத்து-ஒரு நேர அச்சுப்பொறி,संप्रतीक मुद्रित्र
எழுத்து ஒளிரும்,संप्रतीक एकांतरदर्श
எழுத்து எல்லை,संप्रतीक परिसीमा
எழுத்து செல்,संप्रतीक कोष्ठिका
எழுத்து சோதனை,संप्रतीक जाँच
எழுத்து குறியீடு,संप्रतीक कूट
எழுத்து ஒப்புதல்,संप्रतीक अभिविन्यास
எழுத்து கூட்டம்,संप्रतीक अधिसंख्यन
எழுத்து தரவு வகை,संप्रतीक आँकड़ा प्रकार
எழுத்து-நீக்குதல்-எழுத்து,संप्रतीक-विलोपी संप्रतीक
எழுத்து டிலிமிட்டர்,संप्रतीक विसीमक
எழுத்து அடர்த்தி,संप्रतीक सघनता
எழுத்து சாதனக் கட்டுப்பாடு,संप्रतीक युक्ति नियंत्रण
எழுத்து காட்சி சாதனம்,संप्रतीक प्रदर्श युक्ति
எழுத்து காட்சி முனையம்,संप्रतीक प्रदर्श अंतक
எழுத்து விளிம்பு,संप्रतीक कोर
எழுத்து உறுப்பு,संप्रतीक अवयव
எழுத்து உமிழ்ப்பான்,संप्रतीक उत्सर्जक
எழுத்து பிழை வீதம்,संप्रतीक त्रुटि-दर
எழுத்து வெளிப்பாடு,संप्रतीक व्यंजक
எழுத்து நிரப்பு,संप्रतीक पूरण
எழுத்து வடிவமைப்பு நினைவகம்,संप्रतीक संरूप स्मृति
எழுத்து ஜெனரேட்டர்,संप्रतीक जनक
எழுத்து தகவல் வீதம்,संप्रतीक-सूचना-दर
எழுத்து வழிமுறை,संप्रतीक अनुदेश
பண்பு,अभिलक्षणिक
சிறப்பியல்பு விலகல்,अभिलक्षणकि विरूपण
சிறப்பியல்பு மின்மறுப்பு,अभिलक्षणिक प्रतिबाधा
எழுத்து விசை,संप्रतीक कुंजी
எழுத்து சராசரி என்ட்ரோபி,संप्रतीक माध्य एन्ट्रॉपी
எழுத்து சராசரி தகவல் உள்ளடக்கம் = எழுத்து சராசரி என்ட்ரோபி),संप्रतीक माध्य एन्ट्रॉपी
எழுத்து சார்ந்த,संप्रतीक अभिविन्यस्त
எழுத்து அவுட்லைன்,संप्रतीक रूपरेखा
எழுத்து நிலை,संप्रतीक स्थिति
எழுத்து அச்சுப்பொறி,संप्रतीक मुद्रित्र
எழுத்து வாசகர்,संप्रतीक पठित्र
எழுத்து அங்கீகாரம்,संप्रतीक अभिज्ञान
எழுத்து உறவு,संप्रतीक संबंध
எழுத்து வரிசை,संप्रतीक पंक्ति
எழுத்து தொகுப்பு,संप्रतीक समुच्चय
எழுத்து அளவு,संप्रतीक आमाप
எழுத்து வளைவு,संप्रतीक विषम
எழுத்து சரம்,संप्रतीक रज्जु
எழுத்து சரம் மாறிலி,संप्रतीक रज्जु अचर
எழுத்து பக்கவாதம்,संप्रतीक चिह्निका
எழுத்து நடை,संप्रतीक शैली
எழுத்து துணைக்குழு,संप्रतीक उपसमुच्चय
எழுத்து நாடா,संप्रतीक टेप
விளக்கப்படம்,संचित्र
விளக்கப்படம் தயாரித்தல்,संचित्र निर्माण
விளக்கப்படம் வாசகர்,संचित्र पठित्र
சேஸ்பீடம்,न्याधार
சேஸ் சட்டசபை,न्याधार समायोजन
செபிஷேவ் தோராயமாக்கல்,शैबिशैव सन्निकटन
பிட் சரிபார்க்கவும்,जाँच द्वयंक
பஸ்ஸை சரிபார்க்கவும்,जाँच बस
காசோலை அட்டை,जाँच पत्रक
எழுத்துப்பிழை சரிபார்க்கவும்,जाँच संप्रतीक
குறியீடு சரிபார்க்கவும்,जाँच कूट
நிபந்தனை சரிபார்க்கவும்,जाँच प्रतिबंध
கண்டறியும் சரிபார்க்கவும்,जाँच निदानी
எண்ணை சரிபார்க்க,जाँच अंक
காசோலை காட்டி,जाँच सूचक
காட்டி காட்டி அறிவுறுத்தலை சரிபார்க்கவும்,जाँच सूचक अनुदेश
சோதனை நிரல்,जाँच क्रमादेश
நுட்பத்தை சரிபார்க்கிறது,जाँच तकनीक
சரிபார்க்கவும்,जाँच कुंजी
காசோலை எண் (= காசோலை இலக்க),जाँच अंक
பாருங்கள் (= பிழைத்திருத்தம்),दोषमार्जन
வழக்கத்தைப் பாருங்கள்,दोषमार्जन नेमका
காசோலை புள்ளி,जाँच बिन्दु
காசோலை புள்ளி தரவு தொகுப்பு,जाँच बिन्दु आँकड़ा समुच्चय
செக் பாயிண்ட் டம்ப்,जाँच बिन्दु सन्निक्षेप
காசோலை புள்ளி பதிவு,जाँच बिन्दु अभिलेख
செக் பாயிண்ட் மறுதொடக்கம்,जाँच बिन्दु पुनः प्रारंभन
செக் பாயிண்ட் வழக்கமான,जाँच बिन्दु नेमका
செக் பாயிண்ட் வரிசையாக்கம்,जाँच बिन्दु शॉटन
சிக்கல் சரிபார்க்கவும்,जाँच समस्या
சரிபார்ப்பு பதிவு,जाँच पंजी
மீட்டமை விசையை சரிபார்க்கவும்,जाँच पुनः आरंभन कुंजी
வழக்கமான சரிபார்க்கவும்,जाँच नेमका
காசோலை வரிசை,जाँच पंक्ति
தீர்வு சரிபார்க்கவும்,जाँच हल
சரிபார்ப்பு தொகை,जाँच योग
மொத்தம் சரிபார்க்கவும்,जाँच जोड़
வார்த்தையைச் சரிபார்க்கவும்,जाँच शब्द
குழந்தை பிரிவு,संतति खंड
சீன பைனரி (நெடுவரிசை பைனரி),स्तंभ द्वि-आधारी
சில்லு,"चिप, एटलिका"
சில்லு கேரியர்,चिप वाहक
சிப் நுண்செயலி,चिप सूक्ष्म संसाधित्र
சில்லு செயல்முறை,चिप प्रक्रम
சிப் பதிவு கட்டமைப்பு,चिप पंजी स्थापत्य कला
சில்லு தேர்ந்தெடுக்கவும்,चिप वरण
தேர்வு சாதனம்,चयन युक्ति
சைஃபர்,"बीज लेख, साइफर"
சைஃபர் உரை (= மறைக்கப்பட்ட தரவு),कूटलिखित आँकड़े
சுற்று,परिपथ
சர்க்யூட் பலகை,परिपथ पट्ट
சுற்று பிரிப்பான்,परिपथ विच्छेदक
சுற்று அட்டை,परिपथ पत्रक
சுற்று தரம்,परिपथ कोटि
சுற்று சுமை,परिपथ लोड
சுற்று வரிசை,परिपथ आदेश
சுற்று நம்பகத்தன்மை,परिपथ विश्वसनीयता
சுற்று சுவிட்ச்,परिपथ स्विच
சுற்று-சுவிட்ச் இணைப்பு,परिपथ स्विचित संबंधन
சுற்று மாறுதல்,परिपथ स्विचन
சுற்று மாறுதல் அலகு,परिपथ स्विचन एकक
சுற்று அலகு சட்டசபை,परिपथ एकक कोडांतरण
வட்ட இடையக,वृत्तीय चयकन
வட்ட பட்டியல்,वृतीय सूची
வட்ட மாற்றம்,वृतीय विस्थापन
புழக்கத்தில் பதிவு,परिसंचारी पंजी
சேமிப்பு சுற்றும்,परिसंचारी भंडारण
மேற்கோள்,उल्लेख
உறைப்பூச்சு,परिनिधान
வர்க்கம்,वर्ग
வகுப்பு 5 அலுவலகம்,वर्ग 5 कार्यालय
வகுப்பு நிலை,वर्ग अवस्था
வகைப்பாடு,वर्गिकरण
துப்புரவு செயல்பாடு,"मार्जन प्रचालन, मार्जन संक्रिया"
தெளிவான,मार्जन
தெளிவான பகுதி,रिक्त क्षेत्र
தெளிவான இசைக்குழு (= தெளிவான பகுதி,रिक्त क्षेत्र
தெளிவான சேனல்,स्पष्ट प्रणाल
தரவை அழிக்கவும்,स्पष्ट आँकड़े
தெளிவான காட்சி,प्रदर्श निरसन
தெளிவான நினைவகம் (= தெளிவான சேமிப்பு),भंडारण निरसन
தெளிவான அமர்வு,स्पष्ट आँकड़ा सत्र
சேமிப்பகத்தை அழிக்கவும்,भंडारण निरसन
கிளிப்பிங்,कर्तन
கடிகாரம்,कालद परिपथ
கடிகார சுற்று,कालद परिपथ
கடிகார கவுண்டர்,कालद गणित्र
கடிகார அதிர்வெண்,कालद आवृति
கடிகாரம்,समायोजन
கடிகார குறுக்கீடு,कालद अन्तरायन
கடிகார துடிப்பு,कालद स्पंद
கடிகார வீதம்,कालद दर
கடிகார பதிவு (= டைமர்),कालद
கடிகார சமிக்ஞை,कालद संकेत
கடிகார உருவகப்படுத்துதல்,कालद अनुकार
கடிகார நேரம்,कालद समय
கடிகார பாதையில்,कालद पथ
வகைப்பாட்டை மூடு,अन्तर्वर्गिकरण
மூடிய வரிசை,संवृति सरणी
மூடிய கோப்பு,संवृत संचिका
முடிந்த சுற்றுவளைவு,संवृत पाश
மூடிய லூப் (கட்டுப்பாடு) அமைப்பு,संवृत पाश (नियन्त्रण) तंत्र
மூடிய வழக்கமான,संवृत नेमका
மூடிய கடை செயல்பாடு,परसेवी प्रचालन
மூடிய சப்ரூட்டீன்,संवृत उपनेमका
மூடிய-பயனர் குழு,संवृत उपयोक्ता समूह
நெருக்கமாக இணைந்தது,दृढ़तः युग्मित
ஒரு முனையத்தை மூடுவது,अंतक समापन
ஒரு கோப்பை மூடுவது,संचिका समापन
கொத்து,गुच्छ
கிளஸ்டர் பகுப்பாய்வு,गुच्छ विश्लेषण
கிளஸ்டர் கட்டுப்படுத்தி,गुच्छ नियंत्रक
கிளஸ்டர் கட்டுப்படுத்தி முனை,गुच्छ नियंत्रक आसंथि
கிளஸ்டர் கட்டுப்பாட்டு அலகு,गुच्छ नियंत्रक एकक
கொத்து கோப்பு,गुच्छित संचिका
கிளஸ்டரிங் வழிமுறை,गुच्छन कलन-विधि
ஒருங்கிணைப்பு,संलयन
பூசப்பட்ட அட்டை,लेपित पत्रक
கோஆக்சியல் கேபிள்,समाक्ष केबल
கோபோல்,कोबोल
கோபோல் எழுத்து,कोबोल संप्रतीक
COBOL நிரலாக்க,कोबोल क्रमादेशन
கோடசில்,कोडासिल
குறியீடு,"कूट, कोड"
குறியீடு பகுதி,कूट क्षेत्र
குறியீடு சங்கிலி,कूट शृंखला
குறியீடு சோதனை,कूट जाँच
குறியிடப்பட்ட எண்கணித தரவு,कूट लिखित अंकगणितीय आँकड़े
குறியீட்டு எழுத்து தொகுப்பு,कूटलिखित संप्रतीक समुच्चय
குறியீட்டு மாற்றி,कूटलिखित रूपांतरित्र
குறியிடப்பட்ட தசம குறியீடு,कूटलिखित दशमलव संकेतन-पद्धति
குறியீடு சார்ந்த அமைப்பு,कूटाश्रित तंत्र
குறியிடப்பட்ட கிராபிக்ஸ்,कूटलिखित आलेखिकी
குறியிடப்பட்ட பட இடம்,कूटलिखित प्रतिबिम्ब स्थान
குறியீடு இயக்கும் எழுத்து,कूटनिदेशी संप्रतीक
குறியீட்டு நிரல்,कूट लिखित क्रमादेश
குறியீட்டு பிரதிநிதித்துவம்,कूट लिखित निरूपण
குறியீட்டு நிறுத்தம்,कूटलिखित विराम
குறியீடு உறுப்பு,कूट अवयव
குறியீடு நீட்டிப்பு எழுத்து,कूटविस्तार संप्रतीक
குறியீடு சட்டகம்,कूट फ्रेम
குறியீடு துளை,कूट छिद्र
குறியீடு-சுயாதீன தரவு தொடர்பு,कूट स्वतन्त्र आँकड़ा संचार
குறியீடு-சுயாதீன அமைப்பு,कूट स्वतन्त्र तंत्र
குறியீடு-உணர்திறன் அமைப்பு (= குறியீடு-சார்பு  அமைப்பு),कूट स्वतंत्र तंत्र
குறியீடு விசை,कूट कुंजी
குறியீடு நிலை,कूट स्तर
குறியீடு வரி,कूट रेखा
குறியீடு வரி அட்டவணை,कूट रेखा सूचक
குறியீடு புள்ளி மொழிபெயர்ப்பாளர்,कूट बिन्दु अनुवादक
குறியீடு நிலை,कूट स्थिति
குறியீட்டாளர்,कोडित्र
குறியீடு-உணர்திறன் அமைப்பு (= குறியீடு சார்ந்த அமைப்பு),कूटाश्रित तंत्र
குறியீடு தொகுப்பு,कूट समुच्चय
குறியீடு- வெளிப்படையான தரவு தொடர்பு,कूट-पारदर्शी आँकड़ा संचार
குறியீடு-வெளிப்படையான அமைப்பு (= குறியீடு சார்ந்தது  அமைப்பு),कूटाश्रित तंत्र
குறியீடு மதிப்பு,कूट मान
குறியீடு சொல்,कूट शब्द
குறியீட்டு முறை,"कूटलेखन, कोडन"
குறியீட்டு காசோலை,कूटलेखन जाँच
குறியீட்டு வடிவம்,कूटलेखन फार्म
குறியீட்டு திட்டம்,कूटलेखन योजना
குறியீட்டு தாள்,कूटलेखन पर्ण
குணக அலகு,गुणांक एकक
ஒத்திசைவான பண்பேற்றம் அமைப்பு,संसक्त माडुलन तंत्र
ஒத்திசைவான கட்ட ஷிப்ட் கீயிங்,संसक्त प्रावस्था-विस्थापन कुंजीयन
தற்செயல் சுற்று (= மற்றும் உறுப்பு),"तथ' अवयव, संपात परिपथ"
தற்செயல் உறுப்பு (= மற்றும் உறுப்பு),तथा' अवयव
தற்செயல் பிழை,संपात त्रुटि
தற்செயல் வாயில் (மற்றும் உறுப்பு,तथा' अवयव
தற்செயலான-தற்போதைய தேர்வு,संपात-धारा वरण
குளிர் தவறு,प्रारंभ दोष
குளிர் தொடக்க (= தொடக்க),प्रारंभन
