Kannada,Gujarati
"ಉಡುಪು, ಆಕ್ಯುಪೆನ್ಸಿ","વસ્ત્રો, વ્યવસાય"
ಕರಾರುಪತ್ರ,બોન્ડ
ಕ್ಲೆಪೈರಾನ್ ಸಮೀಕರಣ,ક્લેપીરોન સમીકરણ
"ಕ್ಲಾಸಿಕ್, ಕ್ಲಾಸಿಕ್, ಕ್ಲಾಸಿಕ್","ઉત્તમ, ઉત્તમ, ઉત્તમ"
"ಮಧ್ಯಂತರ, ತೆಗೆಯುವಿಕೆ (adj.)","અંતરાલ, દૂર કરવું (વિશેષ.)"
ಸೀಳು,વિભાજન
ಹವಾಮಾನ,વાતાવરણ
ಆರೋಹಣ,માઉન્ટ
"ಪೈರೋಮೀಟರ್, ವೈದ್ಯಕೀಯ ಥರ್ಮಾಮೀಟರ್","પિરોમીટર, તબીબી થર્મોમીટર"
ಗಡಿಯಾರ ವೋಲ್ಟೇಜ್,ઘડિયાળ વોલ્ટેજ
ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,ઘડિયાળની દિશામાં
ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್,બંધ સર્કિટ
ಕ್ಲೋಸ್ಡ್ ಸರ್ಕ್ಯೂಟ್ ಟೆಲಿವಿಷನ್,બંધ સર્કિટ ટેલિવિઝન
"ಬಿಗಿಯಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಬಿಗಿಯಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ","ચુસ્તપણે ભરેલું, ચુસ્તપણે ભરેલું"
ಚೆನ್ನಾಗಿ ಪ್ಯಾಕೇಜ್ ಮಾಡಿದ ರಚನೆ,સારી રીતે પેકેજ્ડ માળખું
ಹತ್ತಿರದ ವಿಧಾನ,નજીકનો અભિગમ
ಇತ್ತೀಚಿನ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ,નવીનતમ પેક્ડ
ನಿಕಟ ನೋಟ,નજીકનું દૃશ્ય
"ಮೋಡಗಳು, ಮೋಡಗಳು, ಮಸುಕು, ಕಲೆಗಳು","વાદળો, વાદળો, અસ્પષ્ટતા, ફોલ્લીઓ"
ಗುಂಪನ್ನು,ટોળું
"ಒರಟಾದ, ಒರಟಾದ, ಕಚ್ಚಾ, ಕೆಳದರ್ಜೆಯ, ಸಂಸ್ಕರಿಸದ","બરછટ, બરછટ, ક્રૂડ, સબસ્ટાન્ડર્ડ, અશુદ્ધ"
ಮ್ಯಾಕ್ರೋ ಸ್ಫಟಿಕದಂತಹ,મેક્રો સ્ફટિકીય
"ಕರಾವಳಿ, ಟಾರ್ಗೆಟ್ ಹೌಸ್ (ರಾಡಾರ್)","કોસ્ટ, ટાર્ગેટ હાઉસ (રડાર)"
"ಕವರ್, ಕೋಟ್, ಕೋಟ್, ಲೇಪನ","આવરણ, કોટ, કોટ"
"ಲೇಪನ, ಲೇಪನ, ಲೇಪನ","કોટિંગ, કોટિંગ, કોટિંગ"
ಕೋಕ್ಸ್,મનાવવું
"ಕೋಡ್, ಸೈನ್, ಕೋಡ್, ಕೋಡ್, ಕೋಡ್","કોડ, સાઇન, કોડ, કોડ, કોડ"
ಕೋಡ್ ಮಾಡಲಾಗಿದೆ,કોડેડ
ಕೋಡಿಂಗ್ ನಾಡಿ,કોડિંગ પલ્સ
ಗುಣಾಂಕ,ગુણાંક
ಸಂಯಮ,સંયમ
ರಹಸ್ಯ,સસ્પેન્સ
"ಬಾಂಧವ್ಯ, ಬಾಂಧವ್ಯ","જોડાણ, જોડાણ"
"ಸಂಯೋಜಿತ, ಲಗತ್ತಿಸಲಾಗಿದೆ","સંલગ્ન, જોડાયેલ"
ಒಗ್ಗಟ್ಟು,સંયોગ
ಸಂಸಂಜಿ,સાંસાનજી
ಜಾತಕ,જન્માક્ષર
ಸುರುಳಿಯಾಕಾರದ,વીંટળાયેલ
"ಸುರುಳಿ, ಸುರುಳಿ ಕಟ್ಟಡ, ಸುರುಳಿ","કોઇલ, કોઇલ બિલ્ડીંગ, કોઇલિંગ"
ಫ್ಲಾಟ್,ફ્લેટ
ಶೀತ,ઠંડી
ಕಡಿಮೆ ತಾಪಮಾನದ ಹೊರಸೂಸುವಿಕೆ,નીચા તાપમાનનું ઉત્સર્જન
ಸಬ್ಥರ್ಮಲ್ ನ್ಯೂಟ್ರಾನ್ಗಳು,સબથર્મલ ન્યુટ્રોન
ಡೆಸಿಮೇಶನ್,નાશ
"ಮೇಲಾಧಾರ, ಶಾಖೆ, ಶಾಖೆ","કોલેટરલ, શાખા, શાખા"
"ಸಂಯೋಜಕ, ಸಂಯೋಜಕ, ಸಂಯೋಜಕ","સંયોજક, સંયોજક, કોલેટર"
ಸಂಗ್ರಹಣೆ,સંગ્રહ
"ಸಾಮೂಹಿಕ, ಜನಸಂಖ್ಯೆ","સામૂહિક, વસ્તી"
"ಸಂಗ್ರಾಹಕ, ಸಂಗ್ರಾಹಕ, ಸಂಗ್ರಾಹಕ","કલેક્ટર, કલેક્ટર, કલેક્ટર"
ಘರ್ಷಣೆ ಕಣ,અથડાતા કણ
ಸಮಾನಾಂತರ,સમાંતર
"ಸಮಾನಾಂತರ, ಏಕಮುಖ","સમાંતર, દિશાહીન"
ಸಮಾನಾಂತರ ಚತುರ್ಭುಜ,સમાંતરગ્રામ
ಜೋಡಣೆ,ગોઠવણી
ಜೋಡಣೆ,ગોઠવણી
"ಘರ್ಷಣೆ, ಘರ್ಷಣೆ, ಘರ್ಷಣೆ","અથડામણ, અથડામણ, અથડામણ"
ಕೊಲೊಯ್ಡ್,કોલોઇડ
"ವರ್ಣಮಾಪಕ, ವರ್ಣಮಾಪಕ","રંગમાપક, રંગમાપક"
ಬಣ್ಣಗುರುಡು,રંગ અંધત્વ
ಪಾತ್ರ,પાત્ર
"ಕಾಲಮ್, ಕಾಲಮ್","કૉલમ, કૉલમ"
"ಅಲ್ಪವಿರಾಮ, ಟಫ್ಟ್, ಬಾಲ, ಬಾಲ","અલ્પવિરામ, ટફ્ટ, પૂંછડી, પૂંછડી"
"ಕಾಕತಾಳೀಯ, ಸಂಯೋಜನೆ, ಶೇಖರಣೆ","સંયોજન, સંયોજન, સંચય"
ಸಂಯೋಜಿತ ಸ್ವರ,સંયુક્ત સ્વર
ಸಂಯೋಜಿತ ಸ್ವರ,સંયુક્ત સ્વર
ಹೊಣೆಗಾರಿಕೆ,જવાબદારી
ದಹನ,દહન
ವಾಣಿಜ್ಯ ಫೆರೈಟ್,વ્યાપારી ફેરાઇટ
"ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ","સામાન્ય, સામાન્ય, સામાન્ય, સામાન્ય, સામાન્ય"
ಸಂವಹನಗಳು,કોમ્યુનિકેશન્સ
"ತಿರುವು, ಡೇಟಾ ಬದಲಾವಣೆ, ಕ್ರಮಪಲ್ಲಟನೆ","ડાયવર્ઝન, ડેટમ ચેન્જ, ક્રમચય"
"ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್","કોમ્યુટેટર, કમ્યુટેટર, કમ્યુટેટર"
"ಹೋಲಿಕೆಗಾರ, ಹೋಲಿಕೆಗಾರ","તુલના કરનાર, તુલના કરનાર"
ಹೋಲಿಕೆ,સરખામણી
"ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ","હોકાયંત્ર, હોકાયંત્ર, હોકાયંત્ર"
"ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ","સુસંગતતા, સુસંગતતા, સુસંગતતા, સુસંગતતા"
"ಸರಿದೂಗಿಸು, ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳು","વળતર આપવું, બદલો લેવો"
"ಪರಿಹಾರ, ಪರಿಹಾರ, ಪರಿಹಾರ","વળતર, વળતર, વળતર"
ಪ್ರತಿಕ್ರಮಗಳು,વિરોધી પગલાં
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","સંકલન, અર્થઘટન"
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","સંકલન, અર્થઘટન"
ಪೂರಕತೆ,પૂરકતા
ಪೂರಕ,પૂરક
ಸಂಪೂರ್ಣ,પૂર્ણ
ಸಂಪೂರ್ಣ ಕೋಶ,સંપૂર્ણ કોષ
ಸಂಪೂರ್ಣ ಮಾಡ್ಯುಲೇಷನ್,સંપૂર્ણ મોડ્યુલેશન
"ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ, ಪ್ಯಾಕೇಜ್","જટિલ, જટિલ, પેકેજ"
ಸಂಕೀರ್ಣ ಪರಮಾಣು,જટિલ અણુ
ಸಂಕೀರ್ಣ ಕಾರ್ಯ,જટિલ કાર્ય
ಸ್ವರೂಪ,ફોર્મેટ
ಸಂಕೀರ್ಣ ಕಾರ್ಯವಿಧಾನ,જટિલ મિકેનિઝમ
ಅನುಸರಿಸು,ફોલો-અપ
"ಘಟಕ, ಸಂಬಂಧಿತ ಘಟಕ","ઘટક, સંકળાયેલ ઘટક"
"ಸಂಯೋಜಿತ, ಮಿಶ್ರ","સંયુક્ત, મિશ્ર"
"ಮಿಶ್ರ, ಮಿಶ್ರ, ಸಂಯೋಜಿತ, ಹಣಕಾಸು, ಸಂಯುಕ್ತ","મિશ્ર, મિશ્ર, સંયુક્ત, નાણા, સંયોજન"
ಆಸ್ರಲ್ ಲೋಲಕ,asral લોલક
"ಸಂಕುಚಿತಗೊಳಿಸು (ed.), ಸಂಕುಚಿತಗೊಳಿಸು (v.)","સંકુચિત (સં.), સંકુચિત (વિ.)"
ಸಂಕುಚಿತಗೊಳಿಸಲಾಗಿದೆ,સંકુચિત
ಸಂಕುಚಿತತೆ,સંકોચનક્ષમતા
ಸಂಕುಚಿತ,સંકુચિત
ಸಂಕೋಚನ,સંકોચન
"ಸಂಕೋಚಕ, ಸಂಕೋಚನ","કોમ્પ્રેસર, કોમ્પ્રેસર"
"ಕಾಂಪ್ಟನ್ ಎಲೆಕ್ಟ್ರಾನ್, ಕೌಂಟರ್ ಬ್ಯಾಲೆನ್ಸ್ಡ್ ಎಲೆಕ್ಟ್ರಾನ್","કોમ્પટન ઇલેક્ટ્રોન, પ્રતિસંતુલિત ઇલેક્ટ્રોન"
ಗಣನೆ,ગણતરી
ಕಂಪ್ಯೂಟೇಶನಲ್,કોમ્પ્યુટેશનલ
"ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್","કમ્પ્યુટર, કમ્પ્યુટર, કમ્પ્યુટર"
ಕಾನ್ಕೇವ್,અંતર્મુખ
ಬೈಕಾನ್ವೆಕ್ಸ್,બાયકોન્વેક્સ
"ಕೇಂದ್ರೀಕರಿಸಲು, ದಪ್ಪವಾಗಲು, ಕೇಂದ್ರೀಕರಿಸಲು (adj.), ಕೇಂದ್ರೀಕರಿಸಲು (v.)","ધ્યાન કેન્દ્રિત કરવું, જાડું કરવું, ધ્યાન કેન્દ્રિત કરવું (વિ.)"
"ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ","કેન્દ્રિત, કેન્દ્રિત, કેન્દ્રિત"
"ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ","એકાગ્રતા, એકાગ્રતા, એકાગ્રતા, એકાગ્રતા"
"ಏಕಕೇಂದ್ರಿತ, ಕೇಂದ್ರೀಕೃತ","એકકેન્દ્રી, કેન્દ્રિત"
ಪರಿಕಲ್ಪನೆ,ખ્યાલ
ಪರಿಕಲ್ಪನೆಯ,વૈચારિક
"ಅನ್ಯೋನ್ಯತೆ, ಸಂವಹನ","આત્મીયતા, વાતચીત"
ಸಮನ್ವಯಗೊಳಿಸಲಾಗಿದೆ,સુમેળ
"ಏಕಕಾಲೀನ, ಹಿಂದುಳಿದ","સમવર્તી, પાછળનું"
"ಘನೀಕರಣ, ಘನೀಕರಣ","ઘનીકરણ, ઘનીકરણ"
"ಸಾಂದ್ರೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು","ઘટ્ટ કરવું, પ્રવાહી કરવું, પ્રવાહી કરવું"
"ಮಂದಗೊಳಿಸಿದ, ದ್ರವೀಕೃತ, ಸಂಕ್ಷೇಪಿಸಿದ","કન્ડેન્સ્ડ, લિક્વિફાઇડ, કોમ્પેક્ટેડ"
"ಕಂಡೆನ್ಸರ್, ಕೆಪಾಸಿಟರ್, ಸಂಗ್ರಾಹಕ","કન્ડેન્સર, કેપેસિટર, કલેક્ટર"
"ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ","સ્થિતિ, સ્થિતિ, સ્થિતિ, સ્થિતિ"
ವಾಹಕತೆ,વાહકતા
ಚಾಲಕ,ડ્રાઈવર
ಚಾಲನೆ,ડ્રાઇવિંગ
ವಾಹಕತೆ,વાહકતા
ನಿಷ್ಠೆ,વફાદારી
"ಸಂರಚನೆ, ಸಂರಚನೆ","રૂપરેખાંકન, રૂપરેખાંકન"
ಸಂರಚನೆ,રૂપરેખાંકન
ಕನ್ಫೋಕಲ್,કોન્ફોકલ
"ಸಮಾನತೆ, ದ್ವಿಧ್ರುವಿ, ಸಮಾನತೆ","સુસંગતતા, દ્વિધ્રુવીતા, સમાનતા"
"ಸಮಾನ, ಸಮಾನ","સુસંગત, સમાન"
ಶಂಕುವಿನಾಕಾರದ,શંકુ
"ಸಂಯೋಗಕ್ಕೆ (ವಿ.), ಸಂಯೋಗಕ್ಕೆ (ವರ್.)","સંયોજિત થવું (વિ.), સંયુકત થવું (વિ.)"
ಲ್ಯಾಟರಲ್ ಅಸೋಸಿಯೇಟೆಡ್,લેટરલ એસોસિયેટેડ
ಸರಣಿ ಸಂಬಂಧಿತ,સાંકળ સંબંધિત
ಕನೆಕ್ಟರ್ ಲೈನ್,કનેક્ટર લાઇન
ಸಂಪರ್ಕ,જોડાણ
"ಪ್ರಾಯೋಜಕ, ಕನೆಕ್ಟರ್","પ્રાયોજક, કનેક્ટર"
ಸತತವಾಗಿ,સળંગ
ಪೋಷಕ,આશ્રયદાતા
ಪೋಷಕ,આશ્રયદાતા
"ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ದಪ್ಪ, ದಪ್ಪ","સુસંગતતા, સુસંગતતા, જાડાઈ, જાડાઈ"
"ಹೊಂದಾಣಿಕೆ, ವಿರುದ್ಧ","સુસંગત, વિરુદ્ધ"
ಸಂಭಾಷಣೆಯ,વાતચીત
ಸಂವಾದಾತ್ಮಕ,વાતચીત
ಸ್ಥಿರತೆ,સ્થિરતા
"ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ","સ્થિર, સ્થિર, સ્થાવર, અપરિવર્તનશીલ, સમાન"
ಕಾನ್ಸ್ಟಾಂಟನ್,કોન્સ્ટેન્ટન
ನಿರಂತರ ಹರಿವು,સતત પ્રવાહ
ಕೋವೇರಿಯೇಟ್ ಸಂಖ್ಯೆ,સહવર્તી સંખ્યા
ಸರ್ಕ್ಯೂಟ್ನ ಗುಣಲಕ್ಷಣಗಳು,સર્કિટની લાક્ષણિકતાઓ
ನಕ್ಷತ್ರಪುಂಜ,નક્ષત્ર
"ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ, ರಚನೆ","રચના, રચના, રચના"
ನಿರ್ಬಂಧಿತ ವೇಗ,પ્રતિબંધિત ગતિ
ನಿರ್ಬಂಧ,અવરોધ
ಕಿರಿದಾಗುತ್ತಿದೆ,સંકુચિત
ಸಮರ್ಥನೀಯ ಹಸ್ತಕ್ಷೇಪ,ટકાઉ હસ્તક્ષેપ
ಸೇವಿಸಿದ ಶಕ್ತಿ,ઊર્જા વપરાય છે
"ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ","સ્પર્શ, સ્પર્શ, સ્પર્શ"
"ಸಂಪರ್ಕ, ಸಂಪರ್ಕ","સંપર્ક, સંપર્ક"
ಮಾಲಿನ್ಯ,દૂષણ
"ವಿಷಯ, ಭಾಗ, ಅರ್ಧ","સામગ્રી, ભાગ, અડધો ભાગ"
"ನಿರಂತರ, ನಿರಂತರ","સાતત્ય, સાતત્ય"
ರಾಜ್ಯದ ನಿರಂತರತೆ,રાજ્ય સાતત્ય
"ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ","સતત, અખંડ, અખંડ, સતત, સતત"
ನಿರಂತರ,સાતત્ય
"ಸಂಕುಚಿತಗೊಳಿಸು, ಸಂಕುಚಿತಗೊಳಿಸು (ver.)","સંકુચિત કરવું, સંકુચિત કરવું (ver.)"
ಕುಗ್ಗಿಸು,સંકોચો
ಸಂಕೋಚನ,સંકોચન
ಪ್ರತಿ-ಕಕ್ಷೆಯ ದಿಕ್ಕು,કાઉન્ટર-ઓર્બિટલ દિશા
ಸಂಬಂಧಿ ದೇಹ,સંબંધિત શરીર
"ಕಾಂಟ್ರಾಸ್ಟ್, ಕಾಂಟ್ರಾಸ್ಟ್","વિપરીત, વિપરીત"
ನಿಯಂತ್ರಣ,નિયંત્રણ
ಸಂವಹನ,સંવહન
ಪೋಸ್ಟ್ ಅನ್ನು ರವಾನಿಸುತ್ತದೆ,પહોંચાડતી પોસ્ટ
ನಾಳೀಯ,વેસ્ક્યુલર
ನಿಯಮಿತ ಪರಮಾಣು ತೂಕ,નિયમિત અણુ વજન
"ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು","એકરૂપ થવું, એકરૂપ થવું"
"ಒಮ್ಮುಖ, ಒಮ್ಮುಖ","કન્વર્જન્સ, કન્વર્જન્સ"
ಒಮ್ಮುಖ ಲೆನ್ಸ್,કન્વર્જિંગ લેન્સ
"ವಿರುದ್ಧ, ವಿರುದ್ಧ","વિરુદ્ધ, વિરુદ્ધ"
VICA ವಿರುದ್ಧ,VICA ઊલટું
ಪರಿವರ್ತನೆ,રૂપાંતર
ಪರಿವರ್ತಿಸಲಾಗಿದೆ,રૂપાંતરિત
ಪರಿವರ್ತಕ,કન્વર્ટર
ಕನ್ವರ್ಟಿಬಲ್ ಲೆನ್ಸ್,કન્વર્ટિબલ લેન્સ
ಪೀನ,બહિર્મુખ
ಪೀನತೆ,બહિર્મુખતા
ಪೀನ,બહિર્મુખ
ಬೈಕಾನ್ವೆಕ್ಸ್,બાયકોન્વેક્સ
ಶೀತಕ,શીતક
"ಶೀತಕ, ಶೀತಕ","રેફ્રિજન્ટ, ચિલર"
ಕೂಲಿಡ್ಜ್ ಟ್ಯೂಬ್,કૂલીજ ટ્યુબ
ತಂಪಾಗಿಸುವಿಕೆ,ઠંડક
ಶೀತಕ,શીતક
ಸಹಕಾರಿ ವಿದ್ಯಮಾನ,સહકારી ઘટના
"ಸಮನ್ವಯಗೊಳಿಸು, ಸಮನ್ವಯಗೊಳಿಸು","સંકલન, સંકલન"
ನಿರ್ದೇಶಕ ಅಕ್ಷ,ડિરેક્ટર અક્ષ
ಸಮತಲ,પ્લેનર
ಚಪ್ಪಟೆತನ,સપાટતા
"ನಕಲು, ನಕಲು, ನಕಲು","નકલ, નકલ, નકલ"
ಮೂಲ,કોર
ಕೋರ್ ಎಲೆಕ್ಟ್ರಾನ್,કોર ઇલેક્ટ્રોન
ಕೊರಿಯೊಲಿಸ್ ವೇಗವರ್ಧನೆ,કોરિઓલિસ પ્રવેગક
ಕೊರಿಯೊಲಿಸ್ ಬಲ,કોરિઓલિસ બળ
"ಕಿರಿತ್, ಕರೋನಾ","કિરીટ, કોરોના"
ಕರೋನಾ ಆಸ್ಟ್ರೇಲಿಸ್,કોરોના ઓસ્ટ્રેલિયા
ಕರೋನಾ ಬೋರಿಯಾಲಿಸ್,કોરોના બોરેલિસ
ಸೌರ ಜ್ವಾಲೆ,સૌર જ્વાળા
ಕಣಕಣ,દાણા
ಹರಳಿನ,દાણાદાર
"ಸರಿ, ಸರಿ","સાચું, સાચું"
ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ,સુધારેલા
"ತಿದ್ದುಪಡಿ, ತಿದ್ದುಪಡಿ","સુધારો, સુધારો"
ಸಹ ಸಂಬಂಧ,સહ-સંબંધ
"ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು","પત્રવ્યવહાર કરવો, પત્રવ્યવહાર કરવો"
ಸಂಘದ ನಿಯಮಗಳು,સંગઠનના નિયમો
ಪಕ್ಕವಾದ್ಯ,સાથ
ಕೊಸೈನ್ ನಿಯಮ,કોસાઇન નિયમ
ಬಾಹ್ಯಾಕಾಶ ಸಮೃದ್ಧಿ,જગ્યા વિપુલતા
ಕಾಸ್ಮಿಕ್,કોસ્મિક
ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ ಸ್ಫೋಟ,અવકાશ કિરણ વિસ્ફોટ
"ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ, ಕಾಸ್ಮಿಕ್ ಕಿರಣ","અવકાશ કિરણ, કોસ્મિક કિરણ"
ಬಾಹ್ಯಾಕಾಶ ಮಳೆ,અવકાશ વરસાદ
ಜಾಗ,જગ્યા
ಕಾಸ್ಮಿಕ್,કોસ્મિક
"ವಿಶ್ವವಿಜ್ಞಾನ, ವಿಶ್ವವಿಜ್ಞಾನ","કોસ્મોલોજી, કોસ્મોલોજી"
ಗಗನಯಾತ್ರಿ,અવકાશયાત્રી
ಗಗನಯಾತ್ರಿಗಳು,અવકાશ વિજ્ઞાન
"ಬ್ರಹ್ಮಾಂಡ, ವಿಶ್ವ","કોસમોસ, બ્રહ્માંડ"
ಕೂಲಂಬ್,કુલોમ્બ
ಕೂಲೋಮಿ ಪ್ರದೇಶ,કુલોમી વિસ્તાર
ಕೂಲೋಮೀಟರ್,કુલોમીટર
"ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ","ગણવું, ગણવું, ગણવું, ગણવું"
"ಎಣಿಕೆ, ವಿಲೋಮ ಎಣಿಕೆ","ગણતરી, વ્યસ્ત ગણતરી"
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕೌಂಟರ್, ಫಲಕ","કેલ્ક્યુલેટર, કાઉન્ટર, પેનલ"
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,ઘડિયાળની વિરુદ્ધ દિશામાં
"ರಿವರ್ಸ್ ಕರೆಂಟ್, ಕೌಂಟರ್ ಕರೆಂಟ್","રિવર્સ કરંટ, કાઉન્ટર કરંટ"
ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್ ಅನ್ನು ವಿರೋಧಿಸುತ್ತದೆ,વિરોધી ઇલેક્ટ્રોમોટિવ બળ
ನಿಯೋಜನೆ,પ્રતિનિયુક્તિ
ಹಿಮ್ಮುಖ ಮುಂಡ,વિપરીત ધડ
ಎಣಿಕೆ ದರ,ગણતરી દર
"ಎಣಿಕೆ, ಎಣಿಕೆ-ಸಂಖ್ಯೆ, ಎಣಿಕೆ, ಎಣಿಕೆ","ગણતરી, ગણતરી-સંખ્યા, ગણતરી, ગણતરી"
ಬಲದ ಜೋಡಿ,બળ જોડી
ಜೋಡಿಸಲಾಗಿದೆ,જોડી
ಸಂಯೋಜಕ,કપ્લર
ಜೋಡಣೆ,જોડાણ
"ಉದ್ದೇಶಿತ ನಿರ್ದೇಶನ, ಮಾರ್ಗ, ಮಾರ್ಗ","ઇચ્છિત દિશા, માર્ગ, માર્ગ"
ಕೋವೆಲೆನ್ಸಿ,સહસંયોજકતા
ಕೋವೆಲೆನ್ಸಿ,સહસંયોજકતા
ಸಹಕಾರಿ,સહકારી
ಸಹವರ್ತಿತ್ವ,સહપ્રવૃત્તિ
ಜೊತೆಗಿರುವ,સહવર્તી
"ವ್ಯಾಪ್ತಿ ಪ್ರದೇಶ, ಪ್ರಸಾರ ಪ್ರದೇಶ","કવરેજ વિસ્તાર, પ્રસારણ વિસ્તાર"
ಕವರ್ ಶೀಟ್,કવર શીટ
ವಟಗುಟ್ಟುವಿಕೆ,બકબક
ಫಲವತ್ತತೆಯ ಪ್ರಮಾಣ,પ્રજનન દર
ಸ್ವಲ್ಪ ವಿರೂಪ,સહેજ વિકૃતિ
ಶಿಖರ,શિખર
"ಮಾನದಂಡ, ಮಾನದಂಡ","માપદંડ, માપદંડ"
ನಿರ್ಣಾಯಕ,જટિલ
ವಿಮರ್ಶಾತ್ಮಕತೆ,ટીકા
ಮಕರ ಸಂಕ್ರಾಂತಿ ಕ್ಲಿಪ್,મકર ક્લિપ
ವಂಚಕರ ಕರಾಳ ಸಾಮ್ರಾಜ್ಯ,બદમાશનું શ્યામ સામ્રાજ્ય
ಅಡ್ಡ-ಹೈಬ್ರಿಡ್ ಹೈಬ್ರಿಡೈಸೇಶನ್,ક્રોસ-હાઇબ્રિડ હાઇબ્રિડાઇઝેશન
ಕ್ರಾಸ್ ಬ್ಯಾಂಡ್ ಸಂವಹನ,ક્રોસ બેન્ડ સંચાર
ಅಪ್ರಸ್ತುತ ಪಾತ್ರದ ವ್ಯಕ್ತಿತ್ವ,અપ્રસ્તુત પાત્ર અવતાર
ಅಡ್ಡ ಸಂಬಂಧಗಳು,ક્રોસ સંબંધો
ದಾಟಿದ ಪ್ರದೇಶ,ક્રોસ કરેલ વિસ્તાર
ಕನಿಷ್ಠ ವಿಪಥನ ಲೆನ್ಸ್,ઓછામાં ઓછું વિચલન લેન્સ
ಅಡ್ಡ ಉತ್ಪನ್ನ,ક્રોસ ઉત્પાદન
ಅಪ್ರಸ್ತುತ ಸಂಕೇತ,અપ્રસ્તુત સંકેત
ಮಹಡಿಗಳ ಅತಿಕ್ರಮಣ,માળનું અતિક્રમણ
ಪರಿವರ್ತನೆ ವಲಯ,સંક્રમણ ઝોન
ಪರಿವರ್ತನೆಯ ಬಿಂದು,સંક્રમણ બિંદુ
ವಿನಿಮಯ ಮೌಲ್ಯ,વિનિમય મૂલ્ય
ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ,વેક્ટર-ઉત્પાદન વેક્ટર-ઉત્પાદન
"ಅಡ್ಡ ವಿಭಾಗ, ಅಡ್ಡ ವಿಭಾಗ","ક્રોસ સેક્શન, ક્રોસ સેક્શન"
"ಬಹು ಪದ, ಹೈಬ್ರಿಡ್ ಪದ","બહુવિધ શબ્દ, વર્ણસંકર શબ્દ"
ಅಡ್ಡ ತಂತಿ,ક્રોસ વાયર
"ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್, ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್","ક્રાઉન ઓપ્ટિકલ ગ્લાસ, ક્રાઉન ઓપ્ટિકલ ગ્લાસ"
ತಂಪಾಗಿಸುವ ಮಿಶ್ರಣ,ઠંડકનું મિશ્રણ
ಕಡಿಮೆ ತಾಪಮಾನ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,નીચા તાપમાન ઇલેક્ટ્રોનિક્સ
ಲಘೂಷ್ಣತೆ,હાયપોથર્મિયા
ಕ್ರಯೋಜೆನಿಕ್ ಪ್ರಯೋಗಾಲಯ,ક્રાયોજેનિક પ્રયોગશાળા
