Telugu,Tamil
క్రాస్ ఎగ్జామినేషన్,குறுக்கு விசாரணை
ఆధార సూచిక,குறுக்கு குறிப்பு
క్రాస్ ఓటింగ్,குறுக்கு வாக்களிப்பு
కీలకమైన తేదీ,முக்கியமான தேதி
ముడి,கச்சா
అపరాధ నరహత్య,குற்றவாளி கொலை
అపరాధి,குற்றவாளி
సాగు,சாகுபடி
సాంస్కృతిక మార్పిడి కార్యక్రమం,கலாச்சார பரிமாற்ற திட்டம்
సంచిత,ஒட்டுமொத்த
కరెన్సీ,நாணய
ద్రవ్య మారకం,நாணய மாற்று
కరెన్సీ గమనిక,நாணய குறிப்பு
ప్రస్తుత,நடப்பு
వాడుక ఖాతా,நடப்பு கணக்கு
ప్రస్తుత విధులు,தற்போதைய கடமைகள்
ప్రస్తుత సెషన్,நடப்பு அமர்வு
కరికులం విటే,கல்வி மற்றும் தொழில்பற்றிய சிறுதொகுப்பு
కర్లేట్,குறைத்தல்
సంరక్షకుడు,பாதுகாவலர்
కస్టడీ,காவல்
ఆచారం,வழக்கம்
ఆచారం,வழக்கம்
ఆచారం,வழக்கம்
ఆచారం విధానం,வழக்கமான நடைமுறை
కస్టమ్ డ్యూటీ,சுங்க வரி
కస్టమర్,வாடிக்கையாளர்
కస్టమర్ ఫ్రెండ్లీ,வாடிக்கையாளர் நட்பு
అనుకూల పరీక్ష,தனிப்பயன் தேர்வு
కత్తిరించండి,வெட்டு
కట్ మోషన్,வெட்டு இயக்கம்
తేదీని కత్తిరించండి,இறுதி நாள்
చక్రం,மிதிவண்டி
రోజువారీ,தினசரி
రోజువారీ భత్యం,தினசரி கொடுப்பனவு
రోజువారీ డైరీ,தினசரி நாட்குறிப்பு
రోజువారీ రిజిస్టర్,தினசரி பதிவு
రోజువారీ నివేదిక,தினசரி அறிக்கை
దినచర్య,தினசரி வழக்கமான
రోజువారీ వేతనాలు,தினசரி ஊதியங்கள்
డాక్ స్టేజ్,டக் ஸ்டேஜ்
డాక్ ట్రే,டக் ட்ரே
నష్టం,சேதம்
నష్టాలు,சேதங்கள்
ప్రమాదకరమైనది,ஆபத்தானது
ధైర్యం,தைரியம்
సమాచారం,தகவல்கள்
డేటా బ్యాంక్,தரவு வங்கி
డేటా బేస్,தரவுத் தளம்
వివరాల సేకరణ,தரவு சேகரிப்பு
డేటా దాణా,தரவு உணவு
డేటా ప్రాసెసింగ్,தகவல் செயல்முறை
తేదీ,தேதி
రాక తేదీ,வந்த தேதி
పుట్టిన తేది,பிறந்த தேதி
బయలుదేరే తేదీ,புறப்பட்ட தேதி
ఉత్సర్గ తేదీ,வெளியேற்றும் தேதி
పరిపక్వత తేదీ,முதிர்ச்சியின் தேதி
రశీదు తేదీ,ரசீது தேதி
తేదీ స్టాంప్,நாள் முத்திரை
రోజు పండితుడు,நாள் அறிஞர்
డే షిఫ్ట్,பகல் நேரப்பணி
దయ యొక్క రోజులు,அருளின் நாட்கள்
రోజు నుండి రోజు పని,அன்றாட வேலை
డెడ్ ఖాతా,இறந்த கணக்கு
గడువు,காலக்கெடுவை
డెడ్లాక్,முட்டுக்கட்டை
డెడ్ స్టాక్ రిజిస్టర్,இறந்த பங்கு பதிவு
చనిపోయిన బరువు,இறந்த எடை
ఒప్పందం,ஒப்பந்தம்
వ్యవహార సహాయకుడు,உதவியாளரைக் கையாளுதல்
వ్యవహారం,கையாளுதல்
మరణ వార్షికోత్సవం,மரண ஆண்டுவிழா
ప్రియమైన భత్యం,அன்புள்ள கொடுப்பனவு
మరణ ప్రయోజనం,மரண நன்மை
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,இறப்பு-கம்-ஓய்வூதிய கிராச்சுட்டி
సేవలో మరణం,சேவையில் மரணம்
Deauthorizatioin,Deauthorizatioin
డెబార్,டெபார்
డెబిట్,பற்று
డెబిట్ సలహా,பற்று ஆலோசனை
అప్పు,கடன்
రుణ నిర్వహణ,கடன் மேலாண்மை
రుణగ్రహీత,கடனாளி
మరణించిన,இறந்தவர்
మర్యాద,ஒழுக்கம்
వికేంద్రీకరణ,பரவலாக்கம்
నిర్ణయాత్మక కారకం,தீர்மானிக்கும் காரணி
నిర్ణయం,முடிவு
నిర్ణయం తీసుకోవడం,முடிவெடுக்கும்
నిర్ణయం తీసుకునే ప్రక్రియ,முடிவெடுக்கும் செயல்முறை
ప్రకటన,அறிவிப்பு
ఆదాయ ప్రకటన,வருமான அறிவிப்பு
ప్రకటించిన విలువ,அறிவிக்கப்பட்ட மதிப்பு
ప్రమాణం చేయండి,சத்தியப்பிரமாணத்தை அறிவிக்கவும்
డీకోడ్,டிகோட்
డీకోంట్రోల్,Decontrol
డెకోరం,அலங்கார
తగ్గుదల,குறைவு
డిక్రీ,ஆணை
అంకితం,அர்ப்பணிப்பு
మినహాయింపు,விலக்கு
మినహాయింపు,கழித்தல்
మూలం వద్ద మినహాయింపు,மூலத்தில் கழித்தல்
జీతం నుండి మినహాయింపు,சம்பளத்திலிருந்து விலக்கு
దస్తావేజు,பத்திரம்
తనఖా యొక్క దస్తావేజు,அடமானத்தின் பத்திரம்
డీమ్డ్ విశ్వవిద్యాలయం,கருதப்பட்ட பல்கலைக்கழகம்
Deface,தூக்கி எறியுங்கள்
వాస్తవ,நடைமுறையில்
డీప్లేషన్,Defalcation
పరువు నష్టం,அவதூறு
డిఫాల్ట్,இயல்புநிலை
డిఫాల్టర్,தவறியவர்
లోపభూయిష్ట,குறைபாடுள்ள
రక్షణ,பாதுகாப்பு
రక్షణ న్యాయవాది,பாதுகாப்பு ஆலோசகர்
రక్షణ ఉత్పత్తి,பாதுகாப்பு உற்பத்தி
ప్రతివాది,பிரதிவாதி
వాయిదా వేయండి,அவிழ்த்து விடுங்கள்
వాయిదా వేసిన వ్యయం,ஒத்திவைக்கப்பட்ட செலவு
ధిక్కరణ,மீறுதல்
లోటు,பற்றாக்குறை
లోటు బడ్జెట్,பற்றாக்குறை பட்ஜெட்
నిర్వచించండి,வரையறு
ధిక్కరించండి,மீறுகின்றனர்
క్షీణత,சீரழிவு
డిగ్రీ,பட்டம்
Dejure,டிஜூர்
ఆలస్యం,தாமதம்
ప్రతినిధి,பிரதிநிதி
అప్పగించిన అధికారం,ஒப்படைக்கப்பட்ட அதிகாரம்
ప్రతినిధి బృందం,தூதுக்குழு
అధికారాల ప్రతినిధి బృందం,அதிகாரங்களின் பிரதிநிதிகள்
తొలగించు,அழி
తొలగింపు,நீக்குதல்
ఉద్దేశపూర్వకంగా,வேண்டுமென்றே
చర్చ,விவாதம்
రుచికరమైన,டெலிசென்சிங்
డీలిమిటేషన్,வரையறை
బట్వాడా,வழங்கவும்
డెలివరీ,டெலிவரி
డిమాండ్,தேவை
డిమాండ్ గమనిక,தேவை குறிப்பு
సరిహద్దు,வரையறை
డెమి-అఫీషియల్,டெமி-ஆஃபீஷியல்
ప్రజాస్వామ్యం,ஜனநாயகம்
ప్రదర్శన,ஆர்ப்பாட்டம்
అవమానం,மனச்சோர்வு
డెమరేజ్,அழிவு
తిరస్కరణ,மறுப்பு
విలువ కలిగిన,பிரிவு
డి నోవో,டி நோவோ
తిరస్కరించండి,மறுக்கவும்
బయలుదేరండి,புறப்படு
విభాగం,துறை
డిపార్ట్‌మెంటల్,துறை
డిపార్ట్‌మెంటల్ చర్య,துறை நடவடிக்கை
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,துறைசார் விசாரணை
విభాగ దర్యాప్తు,துறைசார் விசாரணை
డిపార్ట్‌మెంటల్ అవకతవకలు,துறை ஒழுங்கற்ற தன்மை
డిపార్ట్‌మెంటల్ లైబ్రరీ,துறை நூலகம்
విభాగ నిర్లక్ష్యం,துறைசார் அலட்சியம்
విభాగ అనుమతి,துறைசார் அனுமதி
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,துறைசார் தகுதி தேர்வு
నిష్క్రమణ,புறப்படுதல்
డిపెండెన్సీ సర్టిఫికేట్,சார்பு சான்றிதழ்
ఆధారపడి ఉంటుంది,சார்ந்தது
ఆధారపడిన పిల్లలు,சார்பு குழந்தைகள்
మోహరించేందుకు,வரிசைப்படுத்த
డిపోనెంట్,அதிருப்தி
బహిష్కరణ,நாடுகடத்தல்
డిసెజ్,பதவி நீக்கம்
డిపాజిట్,வைப்பு
డిపో,டிப்போ
తరుగుదల,தேய்மானம்
అణగారిన తరగతి,மனச்சோர்வடைந்த வகுப்பு
కోల్పోతారు,ரிவ்
డిప్యుటేషన్,துணை
డిప్యుటేషన్ భత్యం,பிரதிநிதி கொடுப்பனவு
డిప్యూటీ,துணை
పునర్నిర్మించబడింది,ஒழுங்கற்ற
విధి యొక్క విడదీయడం,கடமையின் விலகல்
డెజర్వేషన్,Dereservation
అవమానకరమైన,இழிவு
అవమానకరమైన,இழிவுபடுத்தும்
అవమానకరమైన వ్యాఖ్య,இழிவான கருத்து
వారసుడు,வம்சாவளி
వివరణ,விளக்கம்
అర్హమైనది,தகுதியானவர்
రూపకల్పన,வடிவமைப்பு
నియమించండి,நியமிக்கவும்
హోదా,பதவி
డెస్పాచ్,அனுப்பும்
డెస్పాచ్ నోట్,அனுப்பும் குறிப்பு
డెస్పాచ్ రిజిస్టర్,அனுப்பும் பதிவு
గమ్యం,இலக்கு
నిరాశ్రయుల,ஆதரவற்ற
వివరాలు,விவரம்
వివరంగా,விவரிக்கப்பட்ட
గుర్తించడం,கண்டறியவும்
నిర్బంధ,தடுப்புக்காவல்
డిటెనూ,டிடெனு
సంకల్పం,உறுதியை
నిరోధం,தடுப்பு
హాని,தீங்கு விளைவிக்கும்
హానికరం,தீங்கு விளைவிக்கும்
విలువ తగ్గింపు,மதிப்புக் குறைப்பு
వినాశనం,பேரழிவு
అభివృద్ధి,வளர்ச்சி
విడదీయండి,விலகவும்
పరికరం,சாதனம்
భక్తి,பக்தி
రోగ నిర్ధారణ,கண்டறிதல்
రేఖాచిత్రం,வரைபடம்
డైరీ,டைரி
డిక్టేషన్,கட்டளை
చనిపోతుంది,இறக்கிறது
ఆహారం,உணவு
డైజెస్ట్,செரிமானம்
గౌరవప్రదమైన,கண்ணியமான
గౌరవం,க ity ரவம்
డైగ్రెషన్,திசைதிருப்பல்
డైలేటరీ,தூண்டும்
సందిగ్ధత,குழப்பம்
శ్రద్ధ,விடாமுயற்சி
పరిమాణం,பரிமாணம்
డిప్లొమా,டிப்ளோமா
దౌత్యం,இராஜதந்திரம்
దౌత్య రోగనిరోధక శక్తి,இராஜதந்திர நோய் எதிர்ப்பு சக்தி
డైరెక్ట్,நேரடி
ప్రత్యక్ష పోటీ,நேரடி போட்டி
ప్రత్యక్ష ఇంటర్వ్యూ,நேரடி நேர்காணல்
దిశ,திசையில்
డైరెక్టరీ,அடைவு
ప్రత్యక్ష నియామకం,நேரடி ஆட்சேர்ப்பு
అనుమతించవద్దు,அனுமதிக்காதீர்கள்
వైకల్యం,இயலாமை
వికలాంగుడు,ஊனமுற்றவர்
డిసేబుల్మెంట్ ప్రయోజనం,ஊனமுற்றோர் நன்மை
ప్రతికూలత,தீமை
అంగీకరించలేదు,கருத்து வேறுபாடு
అనుమతించబడలేదు,அனுமதிக்கப்படவில்லை
నిరాకరణ,மறுப்பு
విపత్తు,பேரழிவு
విపత్తూ నిర్వహణ,பேரிடர் மேலாண்மை
రద్దు,கலைக்கவும்
పంపిణీ,வழங்கல்
విస్మరించండి,நிராகரிக்கவும்
ఉత్సర్గ,வெளியேற்றம்
ఉత్సర్గ స్లిప్,வெளியேற்ற சீட்டு
క్రమశిక్షణా చర్య,ஒழுங்கு நடவடிக்கை
క్రమశిక్షణా విధానం,ஒழுங்கு நடைமுறை
క్రమశిక్షణ,ஒழுக்கம்
నిరాకరణ,மறுக்கவும்
బహిర్గతం,வெளிப்படுத்தல்
అసంతృప్తి,அதிருப்தி
నిలిపివేత,இடைநிறுத்தம்
నిలిపివేయండి,நிறுத்துங்கள்
అసమ్మతి,முரண்பாடு
డిస్కౌంట్,தள்ளுபடி
కనుగొనండి,கண்டுபிடி
అపఖ్యాతి,இழிவுபடுத்தும்
వ్యత్యాసం,முரண்பாடு
అభీష్టానుసారం,விவேகம்
విచక్షణ మంజూరు,விருப்பமான மானியம்
విచక్షణ శక్తి,விருப்பமான சக்தி
వివక్ష,பாகுபாடு
చర్చ,விவாதம்
నిజాయితీ,நேர்மையற்ற
అవమానం,அவமதிப்பு
విచ్ఛిన్నం,சிதைவு
డిస్క్,வட்டு
తొలగుట,இடப்பெயர்வு
నమ్మకద్రోహం,விசுவாசமற்ற
రద్దుచేసే,தள்ளுபடி
తొలగింపు,பணிநீக்கம்
తొలగింపు విధానం,தள்ளுபடி நடைமுறை
అవిధేయత,கீழ்ப்படியவில்லை
రుగ్మత,கோளாறு
అస్తవ్యస్తత,ஒழுங்கின்மை
అసమానత,ஏற்றத்தாழ்வு
డిస్పాచ్ విభాగం,அனுப்பும் பிரிவு
పంపిణీ చేయదగినది,விநியோகிக்கக்கூடியது
చెదరగొట్టండి,சிதறல்
స్థానభ్రంశం,இடம்பெயர்ந்தது
ప్రదర్శన,காட்சி
అసంతృప్తి,அதிருப்தி
పారవేయడం,அகற்றுதல்
పారవేసేందుకు,அப்புறப்படுத்துங்கள்
స్థానభ్రంశం,இடமாற்றம்
తొలగింపు,அகற்றுதல்
వివాదం,சர்ச்சை
అనర్హత,தகுதி நீக்கம்
విస్మరించండి,புறக்கணிக்கவும்
అంతరాయం,இடையூறு
అసంతృప్తి,அதிருப்தி
అసమ్మతి,கருத்து வேறுபாடு
అపచారం,அவதூறு
డిసోసియేట్,விலகவும்
రద్దు,கலைப்பு
కరిగించండి,கரைக்கவும்
దూరవిద్య,தொலைதூர கல்வி
డిస్టిలరీ,டிஸ்டில்லரி
విభిన్న,வேறுபட்டது
వేరు,வேறுபடுத்துங்கள்
వక్రీకరణ,சிதைவு
బాధ,துன்பம்
పంపిణీ,விநியோகிக்கவும்
పంపిణీ,விநியோகம்
జిల్లా,மாவட்டம்
జిల్లా కేంద్రం,மாவட்ட மையம்
భంగం,குழப்பம்
డిట్టో,டிட்டோ
మళ్లింపు,திசை திருப்புதல்
డివిడెండ్,ஈவுத்தொகை
విభజన,பிரிவு
విడాకులు,விவாகரத்து
డాకెట్,டாக்கெட்
వైద్యుడు,மருத்துவர்
పత్రం,ஆவணம்
డాక్యుమెంటరీ సాక్ష్యం,ஆவண சான்றுகள்
డాక్యుమెంటేషన్,ஆவணம்
నివాసం,குடியிருப்பு
నివాస ధృవీకరణ పత్రం,குடியேறிய சான்றிதழ்
ఆధిపత్యం,ஆதிக்கம் செலுத்தும்
విరాళం,நன்கொடை
డోసియర్,டோசியர்
సందేహాస్పదంగా,சந்தேகம்
డోవ్ టైలింగ్,புறா வால்
డౌన్ గ్రేడ్,டவுன் கிரேடு
ముసాయిదా,வரைவு
ముసాయిదా ప్రత్యుత్తరం,வரைவு பதில்
తీవ్రమైన కొలత,கடுமையான நடவடிக்கை
డ్రా,வரை
డ్రాయర్,அலமாரியை
డ్రాయింగ్,வரைதல்
కరువు,வறட்சி
పొడి ప్రమోషన్,உலர் பதவி உயர்வு
ద్వంద్వ ఛార్జ్,இரட்டை கட்டணம்
ద్వంద్వ పౌరసత్వం,இரட்டை குடியுரிமை
గడువు,காரணமாக
తగిన శ్రద్ధ,உரிய விடாமுயற்சி
బకాయిలు,நிலுவைத் தொகை
సరిగా,முறையாக
నకిలీ,நகல்
వ్యవధి,காலம்
డ్యూరెస్,துணிச்சல்
విధి,கடமை
విధి భత్యం,கடமை கொடுப்பனவு
డ్యూటీ చార్ట్,கடமை விளக்கப்படம்
డ్యూటీ సెలవు,கடமை விடுப்பு
డ్యూటీ రూమ్,வரி அறை
డైయింగ్ డిక్లరేషన్,இறக்கும் அறிவிப்பு
డైనమిక్స్,இயக்கவியல்
కేటాయింపు,நொறுக்கி
సంపాదించిన సెలవు,ஈட்டிய விடுப்பு
ఆదాయాలు,வருவாய்
పర్యావరణ అనుకూలమైనది,சூழல் நட்பு
ఎకాలజీ,சூழலியல்
ఆర్థిక,பொருளாதாரம்
ఆర్థిక దోపిడీ,பொருளாதார சுரண்டல்
ఆర్థిక వ్యవస్థ,பொருளாதாரம்
ఎకానమీ తరగతి,பொருளாதார வகுப்பு
ఎడిటింగ్,எடிட்டிங்
ఎడిషన్,பதிப்பு
సంపాదకీయం,தலையங்கம்
చదువు,கல்வி
విద్యా వృత్తి,கல்வி வாழ்க்கை
ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్,கல்வி நிறுவனம்
అర్హతలు,கல்வி தகுதி
ప్రభావం,விளைவு
ప్రభావవంతమైనది,பயனுள்ள
ప్రభావవంతమైన తేదీ,நடைமுறைப்படுத்திய தேதி
ప్రభావాలు,விளைவுகள்
సమర్థత,செயல்திறன்
సామర్థ్యం,திறன்
సమర్థవంతమైనది,திறமையான
ఎజెక్ట్మెంట్,வெளியேற்றுதல்
విస్తృతమైన,விரிவான
సాపేక్ష,கழித்தல்
ఎన్నుకోబడిన ప్రతినిధి,தேர்ந்தெடுக்கப்பட்ட பிரதிநிதி
ఎన్నికల,தேர்தல்
ఎలక్టోరల్ కాలేజీ,தேர்தல் கல்லூரி
ఓటర్లు,வாக்காளர்
విద్యుదీకరణ,மின்மயமாக்கல்
ఎలక్ట్రానిక్ మీడియా,மின்னணு ஊடகம்
ప్రాథమిక,அடிப்படை
అర్హత,தகுதி
అర్హత పరీక్ష,தகுதி சோதனை
ఎలిమినేషన్,நீக்குதல்
వాగ్ధాటి,சொற்பொழிவு
ఇబ్బంది,சங்கடம்
అపహరణ,மோசடி
చిహ్నం,சின்னம்
ఎంబోసింగ్ సీల్,புடைப்பு முத்திரை
అత్యవసర పరిస్థితి,அவசரம்
అత్యవసర ఉపశమనం,அவசர நிவாரணம்
ఎమర్జెంట్,வெளிப்படும்
వలస,குடியேற்றம்
ఎమోల్యూమెంట్స్,ஊதியம்
ఎంపానెల్మెంట్,அனுபவ
సానుభూతిగల,பச்சாத்தாபம்
ఉద్యోగం,வேலை
ఉద్యోగి,பணியாளர்
ఉద్యోగుల భాగస్వామ్యం,பணியாளர் பங்கேற்பு
ఉద్యోగి సహకారం,பணியாளரின் பங்களிப்பு
ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్,பணியாளரின் வருங்கால வைப்பு நிதி
యజమాని,முதலாளி
ఉపాధి,வேலை
ఉపాధి మార్పిడి,வேலைவாய்ப்பு பரிமாற்றம்
ఉపాధి నోటీసు,வேலைவாய்ப்பு அறிவிப்பு
ఉపాధి కార్యాలయం,வேலைவாய்ப்பு அலுவலகம்
సాధికారత,அதிகாரம்
సాధికారత,அதிகாரம்
అమలు,இயற்றுதல்
చట్టం,சட்டம்
ఎన్ బ్లాక్,En gloc
ENCASH,Encash
పరివేష్టిత,இணைக்கவும்
ప్రోత్సాహం,ஊக்கம்
ఆక్రమణ,அத்துமீறல்
ఎన్‌కంబ్రాన్స్,இடையூறு
ఎండోర్స్,ஒப்புதல்
ఎండోమెంట్,எண்டோவ்மென்ட்
ముగింపు ఉత్పత్తి,"இறுதி பொருள், இறுதி பெருக்கல் விடை"
శక్తి,ஆற்றல்
అమలు,செயல்படுத்தவும்
నిమగ్నమవ్వండి,ஈடுபடுங்கள்
మెరుగుదల,விரிவாக்கம்
ఆంథ్యం,கட்டளையிடவும்
ఎన్ మాస్సే,En பெருமளவில்
విచారణ,விசாரணை
నమోదు,பதிவு
నమోదు (= నమోదు),பதிவு (= பதிவு)
నమోదు సంఖ్య,பதிவு எண்
దారిలో,வழியாக
తరువాత,அடுத்தடுத்த
నిర్ధారించడానికి,உறுதி
నమోదు చేయండి,உள்ளிடவும்
ఎంటర్ప్రైజ్,நிறுவனம்
వినోదం,பொழுதுபோக்கு
వినోదం,பொழுதுபோக்கு
అర్హత,உரிமை
అర్హత,உரிமை
అర్హత,உரிமை
ప్రవేశం,நுழைவு
ప్రవేశం,நுழைவாளர்
ప్రవేశం,நுழைவு
ప్రవేశ స్థాయి ఉద్యోగం,நுழைவு நிலை வேலை
గణన,கணக்கீடு
పర్యావరణం,சூழல்
రాయబారి,தூதர்
అంటువ్యాధి,பெருவாரியாகப் பரவும் தொற்று நோய்
ఎపిటోమ్,சுருக்கம்
సమానత్వం,சமத்துவம்
సమతౌల్య,சமநிலை
పరికరాలు,உபகரணங்கள்
ఈక్విటీ,பங்கு
సమానం,இணையான
సమస్యాత్మక,சமமான
నిర్మూలించేందుకు,ஒழிக்கவும்
లోపటా,பிழைத்திருத்தம்
లోపం,பிழை
ఎస్కలేషన్,விரிவாக்கம்
ఎస్కార్ట్,துணை
అవసరం,அத்தியாவசியமான
స్థాపన,நிறுவுதல்
అంచనా,மதிப்பீடு
అంచనా ఖర్చు,மதிப்பிடப்பட்ட செலவு
నీతి,நெறிமுறைகள்
మర్యాద,ஆசாரம்
తరలింపు,வெளியேற்றம்
తప్పించుకుంటుంది,தவிர்க்கவும்
మూల్యాంకనం,மதிப்பீடு
సరి సంఖ్య,இரட்டைப்படை எண்
చివరికి,இறுதியில்
తొలగింపు,வெளியேற்ற
సాక్ష్యం,சான்றுகள்
పరిణామం,உருவாகிறது
ఖచ్చితమైనది,சரியான
పరీక్ష,தேர்வு
ఎగ్జామినే,பரிசோதகர்
ఎగ్జామినర్,பரிசோதகர்
ఉదాహరణ,உதாரணமாக
తవ్వకం,அகழ்வாராய்ச்சி
అద్భుతమైన,சிறந்த
మినహాయింపు,விதிவிலக்கு
అసాధారణమైనది,விதிவிலக்கானது
అదనపు,அதிகப்படியான
మార్పిడి,பரிமாற்றம்
ఖజానా,கருவித்தொகை
ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ),கலால் (= கலால் வரி)
మినహాయించండి,விலக்கு
ప్రత్యేకమైనది,பிரத்தியேக
సాకు,சாக்குப்போக்கு
అమలు చేయండి,செயல்படுத்த
ఎగ్జిక్యూటివ్,நிர்வாகி
కార్య నిర్వాహక కమిటీ,நிர்வாக குழு
ఎగ్జిక్యూటివ్ పవర్,நிர்வாக சக்தி
ఎగ్జిక్యూటివ్స్,நிர்வாகிகள்
ఎగ్జిక్యూటివ్ సిబ్బంది,நிர்வாக ஊழியர்கள்
మినహాయింపు,விலக்கு
మినహాయింపు,விலக்கு
వ్యాయామం,உடற்பயிற்சி
మాజీ గ్రాటియా,முன்னாள் கிரேட்டியா
మాజీ గ్రాటియా చెల్లింపు,முன்னாள் கிரேட்டியா கட்டணம்
ఎగ్జాస్ట్,வெளியேற்ற
సమగ్ర,முழுமையான
ప్రదర్శన,கண்காட்சி
బహిర్గతం,அவசியம்
ఎక్సిమ్ పాలసీ,EXIM கொள்கை
బయటకి దారి,வெளியேறு
నిష్క్రమణ ఇంటర్వ్యూ,வெளியேறும் நேர்காணல்
నిష్క్రమణ విధానం,வெளியேறும் கொள்கை
ఎగ్జిట్ పోల్,வெளியேறும் வாக்கெடுப்பு
మాజీ ఉద్యోగి,முன்னாள் அலுவலர்
ఎక్సోనెరేట్,விடுவித்தல்
విస్తరణ,விரிவாக்கம்
మాజీ పార్టే,முன்னாள் பகுதி
బహిష్కరణ,வெளிநாட்டு
ప్రయోజనకరమైన,பயனுள்ளது
వేగవంతం చేయండి,விரைவு
బహిర్గతం,வெளியேற்றவும்
వ్యయం,செலவு
అనుభవం,அனுபவம்
ప్రయోగం,பரிசோதனை
నిపుణుడు,நிபுணர்
గడువు,காலாவதியாகும்
గడువు తీరు తేదీ,காலாவதி தேதி
వివరణ,விளக்கம்
స్పష్టంగా,வெளிப்படையான
దోపిడీ,சுரண்டல்
అన్వేషించండి,ஆராயுங்கள்
పేలుడు,வெடிப்பு
ఎగుమతి,ஏற்றுமதி
మాజీ పోస్ట్ వాస్తవం,முன்னாள் போஸ்ட் ஃபேக்டோ
ఎక్స్‌ప్రెస్,எக்ஸ்பிரஸ்
వ్యక్తీకరణ,வெளிப்பாடு
బహిష్కరణ,வெளியேற்றுதல்
ఎక్స్‌క్గెన్స్,விரிவுபடுத்துதல்
విస్తరించండి,நீட்டிக்கவும்
విస్తృతమైన,அளவு
బాహ్య,வெளிப்புறம்
దోపిడీ,மிரட்டி பணம் பறித்தல்
అదనపు,கூடுதல்
సారం,பிரித்தெடுக்கவும்
అసాధారణ,அசாதாரணமான
విపరీత,களியாட்டம்
ఉగ్రవాది,தீவிரவாதி
ఎక్స్‌ట్రావర్ట్,சகஜமாகப்பழகு
కంటి సాక్షి,கண் சாட்சி
కల్పించండి,புனையல்
ముఖ విలువ,முக மதிப்பு
సులభతరం,எளிதாக்கு
సౌకర్యం,வசதி
ఫేస్‌సిమైల్,முகநூல்
వాస్తవం,உண்மை
కక్షవాదం,பிரிவு
కారకం,காரணி
ఫ్యాక్టరీ,தொழிற்சாலை
వాస్తవం,உண்மை
అధ్యాపకులు,ஆசிரிய
విఫలం,தோல்வி
ఫెయిర్,நியாயமான
విశ్వాసం,நம்பிக்கை
నకిలీ,போலி
కుటుంబం,குடும்பம்
కరువు,பஞ்சம்
ఛార్జీల,கட்டணம்
వీడ్కోలు,விடைபெறுதல்
వ్యవసాయం,விவசாயம்
అలసట,சோர்வு
తప్పు,தவறு
అనుకూలంగా,ஆதரவாக
సాధ్యత,சாத்தியக்கூறு
సమాఖ్య,கூட்டமைப்பு
రుసుము,கட்டணம்
తిరిగి ఫీడ్ చేయండి,பின்னூட்டம்
భావన,உணர்வு
ఫెసిట్,Felicate
తోటి,சக
ఫెలోషిప్,பெல்லோஷிப்
స్త్రీ,பெண்
సారవంతమైన,வளமான
కల్పిత,கற்பனையானது
విశ్వసనీయత,நம்பகத்தன்மை
ఫీల్డ్,புலம்
మూర్తి,படம்
ఫైల్,கோப்பு
దాఖలు,தாக்கல்
చిత్రం,படம்
చివరి,இறுதி
ఫైనాన్స్,நிதி
ఆర్థిక,நிதி
ఫైనాన్షియర్,நிதி
కనుగొన్నవి,கண்டுபிடிப்புகள்
మంచిది,அபராதம்
లలిత కళలు,நுண்கலை
ఫింగర్ ప్రింట్,விரல் அச்சு
తయారైన వస్తువులు,இறுதி பொருட்கள்
అగ్ని,தீ
కాల్పులు,துப்பாக்கி சூடு
సంస్థ,நிறுவனம்
ప్రథమ చికిత్స,முதலுதவி
మొదటి తరగతి,முதல் வகுப்பு
మొదటి విభాగం,முதல் பிரிவு
మొదటి సమాచార నివేదిక,முதல் தகவல் அறிக்கை
ఆర్థిక,நிதி
మత్స్య సంపద,மீன்வள
సరిపోతుంది,பொருத்தம்
ఫిట్‌నెస్,உடற்பயிற்சி
పరిష్కరించండి,சரிசெய்யவும்
స్థిరీకరణ,சரிசெய்தல்
స్థిర,சரி
జెండా,கொடி
ఫ్లాప్,மடல்
ఫ్లాట్,தட்டையானது
నౌకాదళం,கடற்படை
వశ్యత,நெகிழ்வுத்தன்மை
ఫ్లైట్,விமானம்
వరద ఉపశమనం,வெள்ள நிவாரணம்
అంతస్తు,தரை
ప్రవాహం,ஓட்டம்
హెచ్చుతగ్గులు,ஏற்ற இறக்கம்
ఫెసిడ్,ஃபெடிக் சைட்
ఫోల్డర్,கோப்புறை
ఫోలియో,ஃபோலியோ
అనుసరించండి,பின்தொடர்
క్రింది,பின்வருமாறு
అనుచరుడు,பின்தொடர்பவர்
ఫోమెంట్,ஃபோம்
ఫుట్ నోట్,கால் குறிப்பு
బలవంతపు శ్రమ,கட்டாய உழைப்பு
సూచన,முன்னறிவிப்பு
ముందస్తు తీర్మానం,முன்னறிவிப்பு முடிவு
విదేశీ,வெளிநாட்டு
ఫోర్‌మాన్,மேற்பார்வையாளர்
మధ్యాహ్నం,முன்னறிவிப்பு
దూరదృష్టి,தொலைநோக்கு
ముందుమాట,முன்னுரை
ఓడిపోండి,பறிமுதல்
నకిలీ,போலி
