Malayalam,Odiya
ഡിഫറൻഷ്യൽ രീതി,ଭିନ୍ନକ୍ଷମ ପଦ୍ଧତି |
സെറ്റുകളുടെ വ്യത്യാസം,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
വ്യത്യസ്തമായ,ଭିନ୍ନକ୍ଷମ |
ഡിഫറൻഷ്യൽ കർവ്,ଭିନ୍ନକ୍ଷମ ବକ୍ର
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
"ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ","ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ପାରସ୍ପରିକ, ଆନ୍ତରିକତା, ଭିନ୍ନକ୍ଷମ |"
ഡിഫറൻഷ്യൽ ഗണിതം,ଭିନ୍ନ ଭିନ୍ନ ଗଣିତ |
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
ഡിഫറൻഷ്യൽ സമവാക്യം,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
ഡിഫറൻഷ്യൽ കൂട്ടിയിടി,ଭିନ୍ନ ଭିନ୍ନ ଧକ୍କା |
ഡിഫറൻഷ്യൽ ഫോർമുല,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
ഡിഫറൻഷ്യൽ ജ്യാമിതി,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ,ଉଚ୍ଚ କ୍ରମ ଭିନ୍ନକ୍ଷମ |
ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്,ଭିନ୍ନକ୍ଷମ ବିଭାଗ
വേർതിരിക്കുക,ଭିନ୍ନ କର |
"വ്യത്യാസം, വ്യത്യാസം","ଭିନ୍ନତା, ଭିନ୍ନତା |"
ഡിഫറൻഷ്യൽ ഫോർമുല,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
വെക്റ്ററിന്റെ വ്യത്യാസം,ଭେକ୍ଟରର ଭିନ୍ନତା |
"വ്യാപനം, വ്യാപനം","ବିସ୍ତାର, ବିସ୍ତାର"
"സംഖ്യ, ഡയഡം, വിരൽ","ସଂଖ୍ୟା, ଡାଏଡମ୍, ଆଙ୍ଗୁଠି |"
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
അങ്കി ദത്ത്,ଅଙ୍କି ଦତ୍ତ |
"വ്യാപ്തി, വീതി, അളവ്, ശക്തി","ପରିମାଣ, ମୋଟେଇ, ପରିମାପ, ଶକ୍ତି |"
മാനം,ପରିମାପ
അളവില്ലാത്ത,ପରିମାପହୀନ |
സമവാക്യത്തിന്റെ അളവ്,ସମୀକରଣ ପରିମାଣ
ഡയോഫാന്റസിന്റെ സമവാക്യം,ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |
വീഴ്ചയുടെ ആംഗിൾ,ପତନର କୋଣ
ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ,ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |
ദ്വിധ്രുവം,ଡିପୋଲ୍
ബൈപിരമിഡ്,ବିପିରାମିଡ୍ |
dirac delta ഫംഗ്ഷൻ,dirac delta function
പൊതു സ്പർശം,ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |
വലത് കോൺ,ଡାହାଣ କୋଣ
നേരേയുള്ള വര,ସିଧାସଳଖ ରେଖା |
സ്പേസ് ഡെറിവേറ്റീവ്,ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |
"ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ","ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |"
പരമാവധി ദിശ,ସର୍ବାଧିକ ଦିଗ
പ്രൊജക്ഷൻ ദിശ,ପ୍ରୋଜେକସନ ଦିଗ
ദിശ അനുപാതം,ଦିଗ ଅନୁପାତ |
റെഗുലേറ്ററി സർക്കിൾ,ନିୟାମକ ସର୍କଲ୍ |
റെഗുലേറ്റർ സർക്കിൾ,ନିୟାମକ ସର୍କଲ୍ |
അനുലോമ ഉൽപ്പന്നം,ଅନୁଲୋମା ଉତ୍ପାଦ |
"നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്","ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |"
തുടർച്ചയായ അനുപാതം,କ୍ରମିକ ଅନୁପାତ |
വിധി,ଭାଗ୍ୟ
അനുലോമ തുക,ଅନୁଲୋମା ରାଶି |
വിഭജിക്കപ്പെട്ട സെറ്റ്,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള","ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |"
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |
ആദ്യ തരം നിർത്തലാക്കൽ,ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ,ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
തുടർച്ചയായ വിതരണം,ନିରନ୍ତର ବଣ୍ଟନ |
തുടർച്ചയായ പ്രവർത്തനം,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
തുടർച്ചയായ വ്യതിയാനം,ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
കണികകൾ,କଣିକା
തുടർച്ചയായ വിതരണം,ନିରନ୍ତର ବଣ୍ଟନ |
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,ବିଚ୍ଛିନ୍ନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
തുടർച്ചയായ സാമ്പിൾ ഇടം,ବିଚ୍ଛିନ୍ନ ନମୁନା ସ୍ଥାନ |
വ്യതിരിക്തമായ മൊത്തം,ପୃଥକ ଏଗ୍ରିଗେଟ୍ |
വ്യതിരിക്തമായ ജനസംഖ്യ,ବିଚ୍ଛିନ୍ନ ଜନସଂଖ୍ୟା |
വ്യതിരിക്തമായ അവസ്ഥ,ବିଚ୍ଛିନ୍ନ ଅବସ୍ଥା |
തുടർച്ചയായ വ്യതിയാനം,ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
വിതരണ നികുതി,ବଣ୍ଟନ କର
വിവേചനപരമായ വിശകലനം,ଭେଦଭାବ ବିଶ୍ଳେଷଣ |
വേർപിരിഞ്ഞു,ଅସନ୍ତୁଷ୍ଟ
വിയോജിപ്പുള്ള സംഭവം,ଅସନ୍ତୁଷ୍ଟ ଘଟଣା |
വിഭജിക്കപ്പെട്ട സെറ്റ്,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
വിഭജനം ചേർക്കൽ,ଭର୍ତ୍ତି ସନ୍ନିବେଶ |
"വിഭജനം, യുക്തിസഹമായ തുക","ବିଚ୍ଛିନ୍ନତା, ଯୁକ୍ତିଯୁକ୍ତ ରାଶି |"
"വിസരണം, ചിതറിക്കൽ","ବିଚ୍ଛେଦ, ବିଛାଇବା |"
ഡിസ്പേർഷൻ ചാർട്ട്,ବିଚ୍ଛେଦ ଚାର୍ଟ |
ഡിസ്പർഷൻ സൂചിക,ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |
ഡിസ്പർഷൻ ഡയഗ്രം,ବିଚ୍ଛେଦ ଚିତ୍ର |
ഡിസ്പർഷൻ മാട്രിക്സ്,ବିଚ୍ଛେଦ ମାଟ୍ରିକ୍ସ |
സ്ഥാനമാറ്റാം,ବିସ୍ଥାପନ
പ്രദർശനം,ପ୍ରଦର୍ଶନ
കൺസോൾ,କୋନସୋଲ
"അസമമായ, അസമമായ","ଅସମାନ, ଅସମାନ"
വിഘടിപ്പിക്കുന്ന ശക്തി,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି
ദൂരം പ്രവർത്തനം,ଦୂରତା କାର୍ଯ୍ୟ
ദൂരം മോഡുലസ്,ଦୂରତା ମଡ୍ୟୁଲସ୍
നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്,ଅଣ-ବଣ୍ଟନକାରୀ |
"വിതരണ നിയമം, വിതരണ നിയമം","ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |"
"ചിതറുക, ചിതറുക","ବିସର୍ଜନ କରିବାକୁ, ବିସର୍ଜନ କରିବାକୁ |"
"വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം","ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |"
വ്യതിചലന സിദ്ധാന്തം,ଭିନ୍ନତା ଥିଓରେମ୍ |
വിഭിന്ന,ବିଭେଦ
വ്യത്യസ്ത ശ്രേണി,ଭିନ୍ନ ପରିସର |
വിഭജന വ്യത്യാസം,ବିଭାଜନ ପାର୍ଥକ୍ୟ |
"വിഭജനം, വിഭജനം","ବିଭାଜନତା, ବିଭାଜନତା |"
"ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന","ବିଭାଜନ, ବିଭାଜନ"
"വിഭജനം, വിഭജനം, വിഭജനം","ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |"
ഡിവിഷൻ അൽഗോരിതം,ବିଭାଜନ ଆଲଗୋରିଦମ |
സ്പ്ലിറ്റ് റിംഗ്,ବିଭାଜିତ ରିଙ୍ଗ |
ചതുർഭുജം,ଚତୁର୍ଭୁଜ
ദശാഭുജം,ଡିକାଗନ୍ |
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം","ଡୋମେନ୍, ଡୋମେନ୍, ପ୍ରଦେଶ, ଅଞ୍ଚଳ |"
പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ,କାର୍ଯ୍ୟର ଡୋମେନ୍ |
നിർവ്വചനം-പ്രവിശ്യ,ସଂଜ୍ଞା-ପ୍ରଦେଶ |
നിലനിൽപ്പിന്റെ അവസ്ഥ,ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |
അസാധുവാക്കൽ ഉപകരണം,ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |
ഡോപ്ലർ പ്രഭാവം,ଡୋପଲର ପ୍ରଭାବ
"പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം","ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |"
കുത്തുകളുള്ള വക്രം,ବିନ୍ଦୁ ବକ୍ର
ഡ്യുവൽ ഡിഫറൻഷ്യൽ,ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |
ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,ଦୁଇଗୁଣ ବଣ୍ଟନ
ഇരട്ട കോയിൽ,ଡବଲ୍ କୋଇଲ୍ |
ബൈനറി ഇന്റഗ്രൽ,ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |
ബൈനറി സംയോജനം,ବାଇନାରୀ ଏକୀକରଣ |
ഇരട്ട പരിധി,ଦୁଇଥର ସୀମା |
ഇരട്ട സാമ്പിൾ ഇവന്റ്,ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |
ഇരട്ട ക്രമം,ଡବଲ୍ କ୍ରମ |
ഇരട്ട പരമ്പര,ଡବଲ୍ ସିରିଜ୍ |
ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ,ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |
ഇരട്ട സമാഹാരം,ଦୁଇଥର ସଂକଳନ |
താഴേക്കുള്ള ത്വരണം,ତଳ ତ୍ୱରଣ
താഴേക്കുള്ള സ്ഥാനചലനം,ନିମ୍ନ ବିସ୍ଥାପନ |
താഴേക്കുള്ള ചലനം,ନିମ୍ନ ଗତି
താഴേക്കുള്ള വേഗത,ତଳ ବେଗ
ട്രാക്ഷൻ,ଟ୍ରାକ୍ସନ୍
ട്രാക്ഷൻ ഫോഴ്സ്,ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |
"ഇരട്ട ദ്വൈതത,",ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ
ഇരട്ട അടിത്തറ,ଡୁଆଲ୍ ବେସ୍ |
ഇരട്ട ആന്തരിക ഉൽപ്പന്നം,ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
"ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം","ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |"
ഇരട്ട പ്രശ്നം,ଦ୍ୱ ual ତ ସମସ୍ୟା |
ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |
ഇരട്ട ഒറ്റ രീതി,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |
ഡ്യുവൽ സ്പേസ്,ଡୁଆଲ୍ ସ୍ପେସ୍ |
ഡ്യുവൽ വേരിയബിൾ,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
ഡ്യുവൽ വെക്റ്റർ സ്പേസ്,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
നിശബ്ദ സൂചിക,ନୀରବ ସୂଚକାଙ୍କ |
നിശബ്ദ അടിക്കുറിപ്പ്,ନୀରବ ଫୁଟର୍ |
നിശബ്ദ കരാർ,ନୀରବ ଚୁକ୍ତି |
നിശബ്ദ വേരിയബിൾ,ନୀରବ ଭେରିଏବଲ୍ |
തനിപ്പകർപ്പ്,ନକଲ
ചലനാത്മകം,ଗତିଶୀଳ |
ചലനാത്മക സംവിധാനം,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
ഡൈനാമിക് മോഡൽ,ଗତିଶୀଳ ମଡେଲ୍ |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |
"ചലനാത്മകത, ചലനാത്മകത","ଗତିଶୀଳତା, ଗତିଶୀଳତା |"
കണികാ ചലനാത്മകത,କଣିକା ଗତିଶୀଳତା |
ദൃഢമായ ശരീര ചലനാത്മകത,କଠିନ ଶରୀର ଗତିଶୀଳତା |
"ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)","ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)"
ഭൂകമ്പ തീവ്രത,ଭୂକମ୍ପ ତୀବ୍ରତା |
ഉത്കേന്ദ്രത,ବିଚିତ୍ରତା
അനുമാനം,ଅନୁମାନ
ഇക്കണോമെട്രിക് പ്രവചനം,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,ଅର୍ଥନୀତିଜ୍ଞ
ഇക്കണോമെട്രിക്സ്,ଅର୍ଥନୀତି
സാമ്പത്തികശാസ്ത്രം,ଅର୍ଥନୀତି
"കാമ്പ്, അഗ്രം, കണ്ണീർ","ମୂଳ, ଧାର, ଲୁହ"
മൊത്തം കോർ അഭിമുഖീകരിക്കുന്നു,ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |
കാര്യക്ഷമത സൂചിക,ଦକ୍ଷତା ସୂଚକାଙ୍କ
സ്വഭാവ ഘടകം,ଚରିତ୍ରଗତ ଉପାଦାନ |
സ്വഭാവ സവിശേഷത,ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ
"ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം","ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |"
സ്വഭാവ മൂല്യ സമവാക്യം,ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ
"ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ","ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |"
ഇലാസ്റ്റിക്,ଇଲାଷ୍ଟିକ୍ |
ഇലാസ്റ്റിക് കാസ്റ്റ്,ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |
ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
ഇലാസ്തികത,ନମନୀୟତା
ഇലാസ്തികത പേജ്,ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |
"ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ, ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ","ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |"
"മൂലകം, മൂലകം, മൂലകം","ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |"
പ്രാരംഭ നിര പ്രവർത്തനം,ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ
പ്രാരംഭ സംഭവം,ପ୍ରାରମ୍ଭିକ ଘଟଣା
പ്രാരംഭ പ്രവർത്തനം,ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ
പ്രാരംഭ പ്രവർത്തനം,ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ
പ്രാഥമിക ഫലങ്ങൾ,ପ୍ରାଥମିକ ଫଳାଫଳ
പ്രാരംഭ പ്രോബബിലിറ്റി നിയമം,ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |
ലൈൻ പ്രവർത്തനം ആരംഭിക്കുന്നു,ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ
"ഉന്മൂലനം ചെയ്യാൻ, ഉന്മൂലനം ചെയ്യാൻ,","ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ"
റെസലൂഷൻ പ്രക്രിയ,ସମାଧାନ ପ୍ରକ୍ରିୟା
"ദീർഘവൃത്താകൃതി, ദീർഘവൃത്താകൃതി","ଏଲିପ୍ସ, ଏଲିପ୍ସ"
ദീർഘവൃത്താകൃതിയിലുള്ള,ଏଲିପସଏଡ୍ |
ദീർഘവൃത്താകൃതിയിലുള്ള,ଏଲିପସାଇଡ୍ |
ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം,ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |
ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം,ଏଲିପସଏଡାଲ୍ ଶରୀର |
ഉൾച്ചേർക്കൽ,ଏମ୍ବେଡିଂ
ഉദ്വമനം,ନିର୍ଗମନ
അനുഭവപരമായ വിശ്വാസം,ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |
അനുഭവ സൂത്രവാക്യം,ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |
അനുഭവപരമായ സംഭാവ്യത,ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |
അനുഭവപരമായ ബന്ധം,ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |
ശൂന്യമായ സെറ്റ്,ଖାଲି ସେଟ୍ |
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,ବନ୍ଧା
"എൻകോഡിംഗ്, കോഡിംഗ്","ଏନକୋଡିଂ, କୋଡିଂ"
പരസ്പര പ്രവർത്തനക്ഷമത,ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |
അവസാന പോയിന്റ്,ଶେଷ ବିନ୍ଦୁ
ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്,ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |
ഊർജ്ജം,ଶକ୍ତି
ഊർജ്ജ-മൊമെന്റം ഘടകം,ଶକ୍ତି-ଗତି ଉପାଦାନ |
എൻട്രി വേരിയബിൾ,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
എണ്ണാവുന്ന സെറ്റ്,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
"എണ്ണുക, എണ്ണുക","ଗଣନା, ଗଣନା"
"തുല്യ, തുല്യ, തുല്യ, തുല്യ","ସମାନ, ସମାନ, ସମାନ, ସମାନ |"
"സമത്വം, സമത്വം","ସମାନତା, ସମାନତା"
സാധ്യത,ସମ୍ଭବତ। |
പോലും പ്രോബബിലിറ്റി തിരഞ്ഞെടുക്കൽ രീതി,ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |
തുല്യമാക്കുക,ସମାନ କର
"സമവാക്യം, സമവാക്യം","ସମୀକରଣ, ସମୀକରଣ"
ക്വാഡ്രാറ്റിക് സമവാക്യം,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
ക്വാഡ്രാറ്റിക് സമവാക്യം,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
ക്വാഡ്രാറ്റിക് സമവാക്യം,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
"ഭൂമധ്യരേഖ, മധ്യരേഖ, മധ്യരേഖ","ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |"
സ്ഥിരതയുള്ള,ସ୍ଥିର
സമഭുജം,ସମାନ୍ତରାଳ |
"സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
ബലം ബാലൻസ്,ବଳ ସନ୍ତୁଳନ
സന്തുലിത പോയിന്റ്,ସନ୍ତୁଳନ ବିନ୍ଦୁ |
തുല്യത,ସମାନତା
തുല്യതാ ക്ലാസ്,ସମାନତା ଶ୍ରେଣୀ
തുല്യതാ ബന്ധം,ସମାନତା ସମ୍ପର୍କ
"തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (എഡി.)","ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)"
തുല്യമായ മാട്രിക്സ്,ସମାନ ମାଟ୍ରିକ୍ସ |
തുല്യമായ സെറ്റ്,ସମାନ ସେଟ୍ |
പ്രവണതകൾ,ପ୍ରବୃତ୍ତି |
"തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ","ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ"
പിശക് വിശകലനം,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
പിശക് കോഡ്,ତ୍ରୁଟି କୋଡ୍
പിശക് ഗുണകം,ତ୍ରୁଟି ଗୁଣବତ୍ତା
ചതുരം അർത്ഥം പിശക്,ବର୍ଗ ଅର୍ଥ ତ୍ରୁଟି |
ആദ്യ തരം പിശക്,ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |
രണ്ടാമത്തെ തരം പിശക്,ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |
രക്ഷപ്പെടാനുള്ള സാധ്യത,ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |
രക്ഷപ്പെടൽ വേഗത,ବେଗରୁ ରକ୍ଷା ପାଇବା |
ഇ. ഷ്മിഡിന്റെ മൊബിലൈസേഷൻ പ്രക്രിയ,E. Schmidt ର ମୋବାଇଲାଇଜେସନ୍ ପ୍ରକ୍ରିୟା |
ബഹിർമുഖൻ,ଅତିରିକ୍ତ
"അത്യാവശ്യം, അത്യാവശ്യം","ଜରୁରୀ, ଜରୁରୀ |"
ഫലത്തിൽ അതുല്യമായ,ପ୍ରାୟତ unique ଅନନ୍ୟ |
"വിലയിരുത്താൻ, വിലയിരുത്താൻ (ver.), വിലയിരുത്താൻ (ed.)","ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ, ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ver।), ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ଏଡି।)"
കണക്കാക്കൽ രീതി,ଆକଳନ ପଦ୍ଧତି
യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ,ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |
യൂക്ലിഡിയൻ ഡൊമെയ്ൻ,euclidean ଡୋମେନ୍ |
യൂക്ലിഡിയൻ ജ്യാമിതി,ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |
യൂക്ലിഡിയൻ n-സ്പെയ്സ്,ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |
യൂക്ലിഡിയൻ വിമാനം,ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |
യൂലറുടെ സിദ്ധാന്തം,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
"വിലയിരുത്തുക, വിലയിരുത്തുക","ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ"
പോലും,ଏପରିକି
വക്രം പോലും,ଏପରିକି ବକ୍ର
പ്രവർത്തനം പോലും,ଏପରିକି ଫଙ୍କସନ୍
അപവർത്തനം പോലും,ଏପରିକି ଚିତ୍ତାକର୍ଷକ |
ഇരട്ട സംഖ്യ,ଯୁଗ୍ମ ସଂଖ୍ୟା
വിചിത്രമായ സമമിതി,ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |
ക്രമമാറ്റം പോലും,ଏପରିକି ପର୍ମୁଟେସନ୍ |
"സംഭവം, എപ്പിസോഡ്","ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |"
ഐസോമോർഫിസം,ଆଇସୋମେଟ୍ରିକ୍ |
"കൃത്യമായി, കൃത്യമായി, കൃത്യമായി","ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |"
കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്,ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |
