Odiya,Hindi
ଡିଜିଟାଲ୍ ସୁବିଧା,अंकीय सुविधा
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |,अंकीय फिल्टर
ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |,अंकीय लाइब्रेरी
ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍,अंकीय माडुलन
"1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |","1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |,अंकीय चित्र
"1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |","1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
ଡିଜିଟାଲ୍ ସୁଇଚ୍ |,अंकीय स्विच
ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |,अंकीय अनुरूप रूपांतरक
ଡିଜିଟାଇଜେସନ୍,अंकरूपण
ଡିଜିଟାଇଜେସନ୍,अंकीकरण
ଡିଜିଟାଇଜର୍,अंकरूपक
ଡାୟୋଡ୍,डायोड
ପ୍ରିମା ଫେସୀ |,प्रत्यक्ष
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,प्रत्यक्ष पता
ସିଧାସଳଖ ରୂପାନ୍ତର |,प्रत्यक्ष रुपांतरण
ସିଧାସଳଖ ଯୋଡି |,प्रत्यक्ष युग्मन
"1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)","1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,प्रत्यक्ष विधि
ଦିଗଗୁଡିକ,निदेश
ଡିରେକ୍ଟୋରୀ,निर्देशिका
"1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |","1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
ଡିରେକ୍ଟୋରୀ ସେବା,निर्देशिका सेवा
ଅସମର୍ଥ |,असमर्थ
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,असमर्थकारी संकेत
"1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା","1.असंबंधन, 2. विसंबंधन"
"1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |","1.असतत, 2. विविक्त"
"1. ଡିସ୍କ, 2. ଡିସ୍କ","1.चक्रिका, 2. डिस्क"
"1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା","1.चक्रिका पता, 2. डिस्क पता"
"1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |","1.चक्रिका सरणी, 2. डिस्क सरणी"
"1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |","1.चक्रिका क्षमता, 2. डिस्क क्षमता"
"1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |","1.चक्रिका चालक, 2.डिस्क ड्रािव"
ଡିସ୍କ ଫାଇଲ୍ |,चक्रिका संचिका
"1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ","1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति, 4. डिस्क मेमोरी"
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS),चक्रिका परिचालन तंत्र (डी ओ एस)
ଡିସ୍କ ପ୍ୟାକେଜ,चक्रिका संकुल
"1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |","1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
"1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ","1.चक्रिका भंडारण, 2. डिस्क भंडारण"
ଡିସ୍କେଟ୍ |,डिस्केट
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,प्रदर्श संचिका
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,प्रदर्श प्रतिबिंब
ନିଷ୍କାସନ,निपटान
ଦୂରତା,दूरी
ଦୂରତା କାର୍ଯ୍ୟ,दूरी फलन
ବିକୃତି,विरूपण
ବିତରଣ,वितरित
ବଣ୍ଟିତ ତଥ୍ୟ |,वितरित आँकड़ा
ବଣ୍ଟିତ ସର୍ଭର |,वितरित परिसेवक
"1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |","1.वितरित प्रणाली, 2. वितरित तंत्र"
ବିତରକ,वितरक
ଡକ୍ୟୁମେଣ୍ଟ୍,प्रलेख
ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |,प्रलेख प्रत्यानयित
"1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |","1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,प्रलेखन
"ଡୋମେନ୍, ଡୋମେନ୍","डोमेन, प्रक्षेत्र"
ଡୋମେନ୍ ନାମ,डोमेन नाम
"1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |","1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"ତଳେ, ତଳେ","अध:, नीचे"
"1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |","1.अवलिंक, 2.अवकड़ी"
ଡାଉନଲୋଡ୍ କରନ୍ତୁ |,अधोभारण
ଡାଉନଲୋଡ୍ ସମୟ |,अधोभारण काल
ଟ୍ରାକ୍ସନ୍,कर्षण
DRAM (ଡାଇନାମିକ୍ RAM),डीरैम (गतिक रैम)
ରନ୍ ଅଫ୍,अपवाह
ଡ୍ରାଇଭର |,चालक
ପତ୍ର,पात
ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ,निपात सूची बॉक्स
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,ड्रम ड्रािव
"1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |","1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
"1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |","1.इम एकक, 2. ड्रम इकाई"
"1. ଦ୍ୱ ual ତ୍ୟ, 2 bi","1.द्वैत, 2. द्वि"
ଦ୍ୱ ual ତ ଘନତା |,द्वैत घनत्व
"1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |","1.मूक पता, 2. छद्म पता"
ଡମ୍ପିଂ,सन्निक्षेप
ଡବଲ୍ ସର୍କିଟ୍ |,दवैध परिपथ
ଆଇନଗତକରଣ |,दवैधीकरण
କି କି,केय्प्रतिकुंजी
"1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା","1.डी वी डी आर./डब्ल्यू, 2. डी वी डी पठन, 3.लेखन"
DVD ROM,डी वी डी रॉम
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,गतिक अनुदेश
"1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |","1.गतिक स्मृति, 2.गतिक मेमोरी"
"1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ","1.गति विज्ञान, 2. गतिकी"
E B C D I C,ई बी सी डी आई सी
ଇ-ବ୍ୟବସାୟ |,ई व्यवसाय
ଇକୋ,प्रतिध्वनि
"1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |","1.ई-कॉमर्स, 2.ई-वाणिज्य"
ସମ୍ପାଦନା,संपादन
ସମ୍ପାଦକ,संपादक
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,शैक्षिक प्रौद्योगिकी
e e p rom,ई ई पी रॉम
"1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |","1.सार्थक पता, 2.प्रभावी पता"
ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |,सार्थक संकार्य पता
ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ,प्रभावी क्रिया
ପ୍ରଭାବଶାଳୀ UID |,प्रभावी यू.आई.डी.
ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ,प्रभावी संचरण संकार्य
ଅକ୍ଟାଲ୍ ବାଇଟ୍ |,अष्टबिट बािट
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |","इलेक्ट्रॉनिक अधिगम, ई अधिगम"
ନିର୍ବାଚନ ଆଲଗୋରିଦମ |,चुनाव एल्गोरिथम
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
"1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |","1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |,विद्युत लेखा मशीन
ଇଲେକ୍ଟ୍ରୋନିକ୍ସ,इलेक्ट्रोनिकी
ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,इलेक्ट्रोनिक आंकड़ा संसाधन
ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |,इलेक्ट्रॉनिक विवरणिक
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
"1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |,इलेक्ट्रॉनिक प्रकाशन
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,इलेक्ट्रॉनिक स्विच
"ଉପାଦାନ, ଉପାଦାନ","तत्व, अवयव"
ଇ-ମେଲ୍ |,ई-मेल
"1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |","1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,अंत:स्थापित तंत्र
ଏମ୍ବେଡିଂ,अंत:स्थापन
ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
ଖାଲି ସ୍ଥାନ,रिक्त चिति
"1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |","1.रिक्त श्रृंखला, 2. रिक्त माला"
ଯାନ୍ତ୍ରିକରଣ,यंत्रानुकरण
"1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |","1.केप्सूलीकरण, 2. केप्सूलन"
ଡିକୋଡର୍ |,कूटलेखक
ଏନକୋଡିଂ,कूटलेखन
"1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |","1.कूटलेखक, 2. कोडक"
ଲୁକ୍କାୟିତ ତଥ୍ୟ |,गूढ आंकडा
ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,गूढ फािल सिस्टम
"1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |","1.गोपन, 2. कोडन, 3. कूटलेखन"
ବ୍ଲକ ଶେଷ,खंडक अंत
ଫାଇଲ୍-ଏଣ୍ଡ୍ |,संचिका-अन्त
ଉପଯୋଗକର୍ତ୍ତା |,प्रयोक्ता
ପ୍ରବେଶ କର |,प्रवेश
ପ୍ରବେଶ ଚାବି |,प्रवेश कुंजी
"1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |","1.उद्यम सरवर, 2. उद्यम सेवक"
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |,उद्यम तंत्र
ଶକ୍ତି,सत्ता
ଶକ୍ତି ସମ୍ବନ୍ଧ,सत्ता संबंधता
ପ୍ରବେଶ ସମୟ,प्रवेश काल
ଇନପୁଟ୍ ଭେରିଏବଲ୍ |,प्रविष्ट चर
ଗଣନାଯୋଗ୍ୟ,गणनीय
ପରିବେଶ,परिवेश
"1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ","1.ईपोच, 2. युग, 3. निर्देश क्षण"
EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ),ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |,एपसिलॉन संवरक
ସମାନତା,तुल्यकारक
ଉପକରଣ,उपस्कर
ସମାନତା ଶ୍ରେଣୀ,तुल्यता वर्ग
ସମାନ ସମ୍ପର୍କ,तुल्य संबंध
"1. ବିଲୁପ୍ତ, 2. ବିଲୋପ","1.विलोपन, 2.मिटान"
ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |,त्रुटि संशोधन कूट
ତ୍ରୁଟି ସଂଶୋଧନ,त्रुटि संशोधन
ତ୍ରୁଟି ଚିହ୍ନଟ,त्रुटि संसूचन
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ,त्रुटि प्रहस्तन
ତ୍ରୁଟି ସନ୍ଦେଶ |,त्रुटि संदेश
ତ୍ରୁଟି ହାର,त्रुटि दर
ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,त्रुटि पुनर्डद्धार
ତ୍ରୁଟି ନାମ,त्रुटि नेमक
ପଳାୟନ ପ୍ରତୀକ |,पलायन संप्रतीक
ଇଥରନେଟ୍ |,ईथरनेट
ଘଟଣା,घटना
ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |,घटना श्रृंखला
ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |,घटना नियंत्रण
ଇଭେଣ୍ଟ କାଉଣ୍ଟର,घटना गणक
ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |,अपवाद प्रहस्तन
ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |,विनिमय डिस्क भंडारण
ବହିଷ୍କାର,अपवर्जन
ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା),अनन्य और (एक्स ऑर)
ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍,निष्पाद्य क्रमादेश
ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ,निष्पादन कथन
ଚୟନ ସନ୍ଧାନ |,चयनिक खोज
ବିଦ୍ୟମାନ,विदयमान
ସମସ୍ୟା,निर्गम
ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |,विशेषज्ञ तंत्र
"1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି","1. अभिव्यक्ति, 2. व्यंजक"
ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
ଓଭରଲୋଡ୍ ମେସିନ୍ |,अतिदेशित मशीन
ବିସ୍ତୃତ ସ୍ମୃତି,विस्तारित स्मृति
"1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |","1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
"1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |","1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
ପାଟିକରି ଡାକିବା,वाह्य आह्वान
ବାହ୍ୟ ତ୍ରୁଟି |,वाह्य त्रुटि
ବାହ୍ୟ କାର୍ଯ୍ୟ,वाह्य फलन
ବାହ୍ୟ ବାଧା,वाह्य अंतरायन
"1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି","1.वाह्य स्मृति, 2. वाह्य मेमोरी"
ବାହ୍ୟ ସ୍ମୃତି,वाह्य स्मृति
ବାହ୍ୟ ମୋଡେମ୍ |,वाह्य मॉडेम
ବାହ୍ୟ ସନ୍ଦର୍ଭ,वाह्य संदर्भ
ବାହ୍ୟ ସନ୍ଧାନ |,वाह्य खोज
ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ,वाह्य भंडारण युक्ति
ନିଷ୍କାସନ,निष्कर्षण
ବହିଷ୍କାର,बहिर्वेशन
ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍,फलक संप्रतीक मुद्रक
ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ,विफल-सुरक्षा संक्रिया
ବିଫଳତା ହାର,विफलता दर
ବିଫଳତା ନିଷ୍କାସନ,विफलता मुक्ति
ମିଥ୍ୟା କୋଡ୍,मिथ्या कूट
ମିଥ୍ୟା ତ୍ରୁଟି |,मिथ्या त्रुटि
"1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |","1.निवेशाँक, 2. निवेश-अंक"
"1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା","1.निर्गताँक, 2. निर्गत-अंक"
"1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍","1.प्रतिकृति आई/ ओ युक्ति, 2. प्रतिकृति निवेश युक्ति/निर्गम"
ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |,द्रुत फौरिएर अन्तरण
ସାଂଘାତିକ ତ୍ରୁଟି |,घातक त्रुटि
ତ୍ରୁଟି ଚିହ୍ନଟ,दोष संसूचन
ତ୍ରୁଟି ନିଦାନ,दोष निदान
ଦୋଷ ସହନଶୀଳତା |,दोष सहिष्णुता
ଫ୍ୟାକ୍ସ,फैक्स
ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |,फैक्स संदेश
f dc,एफ डी सी
ଲକ୍ଷଣ ଚିହ୍ନଟ,लक्षण संसूचन
ପୂର୍ଣ୍ଣ ଚକ,भरण चक्र
ପୁନ vest ନିବେଶ,पुनर्निवेश
"1. ଯୋଗାଣକାରୀ, 2. ପୁଷ୍ଟିକର ଖାଦ୍ୟ, 3. ଫିଡର୍ |","1.प्रदायक, 2.पोषक, 3.फीडर"
anan,आनयन
ଫିବୋନାକ୍ସି ଆବିଷ୍କାର |,फिबोनेकी खोज
ଫିବୋନାକ୍ସି କ୍ରମ |,फिबोनेकी अनुक्रम
ଫିବୋନାକ୍ସି ସିରିଜ୍ |,फिबोनेकी श्रेणी
ଫାଇବର ଅପ୍ଟିକ୍ସ |,तंतु प्रकाशिकी
ଫିଡୋ ଜାଲ |,फिडो जाल
ଅଞ୍ଚଳ,क्षेत्र
ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,पंचम पीढ़ी कम्प्यूटर
"1. ଫାଇଲ, 2 ଫାଇଲ୍ |","1.संचिका, 2. फािल"
ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |,संचिका अभिगम विधि
ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |,संचिका नियतन सारणी
ଫାଇଲ୍ ସଙ୍କୋଚନ |,संचिका संपीडन
ଫାଇଲ୍ କପି,संचिका प्रतिलिपिकरण
ଫାଇଲ୍ ବିନ୍ୟାସ,संचिका विन्यास
ଫାଇଲ୍ ମିଶ୍ରଣ |,संचिका विलय
ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର,संचिका पुन:प्राप्ति
ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |,संचिका भंडारण
ଫାଇଲ୍ ଗଠନ,संचिका संरचना
ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,संचिका तंत्र
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |,संचिका अंतरण
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP),फाील अंतरण प्रोटोकॉल (एफ टी पी)
ଫିଲ୍ଟର୍,फिल्टर
ଶେଷ ସ୍ଥିତି |,अंतिम स्थिति
ସନ୍ଧାନ କର |,खोज
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,परिमित अवस्था यंत्र
ଅଗ୍ନି କାନ୍ଥ,फायर वॉल
ଫର୍ମୱେୟାର |,फर्मवेयर
ପ୍ରଥମେ ସେବା କର |,पहले आो पहले पाो
ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,प्रथम पीढ़ी कंप्यूटर
ପ୍ରଥମ ଇନପୁଟ୍ ପ୍ରଥମ ଇସ୍ୟୁ (FIFO),प्रथम निवेश प्रथम निर्गम (फीफो )
ପ୍ରଥମ କ୍ରମ ଆର୍ଗୁମେଣ୍ଟ୍ |,प्रथम कोटि तर्क
ପ୍ରଥମ କ୍ରମ ନୀତି |,प्रथम कोटि सिद्धांत
ସ୍ଥିର ବିଭାଜନ |,नियत विभाजन
ସାଇନ୍ କରନ୍ତୁ |,चिन्ह
ନମନୀୟ ଡିସ୍କ |,नम्य डिस्क
ଫ୍ଲପି ଡିସ୍କ |,फ्लॉपी डिस्क
ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (FDD),फ्लापी डिस्क चालन (एफ डी डी)
ଫ୍ଲୋ ଚାର୍ଟ,प्रवाह संचित्र
ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ,नियंत्रण प्रवाह
ପୂର୍ବାବଲୋକନ,प्रधावन
ଫୋଲ୍ଡର,फोल्डर
ଫଣ୍ଟ,फाँट
ଫଣ୍ଟ ପରିବାର,फाँट परिवार
ବାହ୍ୟ ଚାବି |,वाह्य कुंजी
ଫର୍ମ |,रूप
ସାଙ୍କେତିକ ଭାଷା |,प्रतीकात्मक भाषा
ସାଙ୍କେତିକ ପଦ୍ଧତି |,प्रतीकात्मक विधि
"1. ଫର୍ମାଟ୍, 2.ଫର୍ମ","1.फॉरमैट, 2.आरूप"
ଚିତ୍ରାଙ୍କନ,आरूपण
ଦୁର୍ଗ,फोरट्रॉन
"1. ଫର୍ଟ୍ରାନ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା) ପ୍ରୋଗ୍ରାମ୍, 2. ଫୋର୍ଟ୍ରାନ୍ ପ୍ରୋଗ୍ରାମିଂ |","1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन"
ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |,अग्रतिर्यक स्लैश
4th ର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,चतुर्थ पीढ़ी कंप्यूटर
ବିଭାଗ,खंड
ଫ୍ରେମ୍,फ्रेम
"1. ମାଗଣା ଜାଲ, 2. ମାଗଣା ଜାଲ |","1.मुक्त नेट, 2.मुक्त जाल"
ମାଗଣା ସଫ୍ଟୱେର୍ ଟ୍ରଷ୍ଟ |,मुक्त सॉफ्टवेयर न्यास
ମାଗଣା ସଂରକ୍ଷଣ,मुक्त भंडारण
ମାଗଣା |,फ्रीवेयर
ଆଗ,अग्रांत
"1. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍, 2. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍ |","1.अग्र पट्टिका, 2.अग्र पैनल"
"1. କାର୍ଯ୍ୟ, 2 କାର୍ଯ୍ୟ","1.प्रकार्य, 2. फलन"
ଫଙ୍କସନ୍ କୀ,प्रकार्य कुंजी
ଫଙ୍କସନ୍ ରେଫରେନ୍ସ,प्रकार्य संदर्भ
କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |,प्रकार्यात्मक निर्भरता
କାର୍ଯ୍ୟ ପରୀକ୍ଷା,प्रकार्य परीक्षण
"1. ଅସ୍ପଷ୍ଟ ତର୍କ, 2. ଅସ୍ପଷ୍ଟ ତର୍କ |","1.अस्पष्ट तर्क, 2.फज्जी लॉजिक"
"1. ଫୁଜି ସେଟ୍, 2. ଫୁଜି ସେଟ୍ |","1.अस्पष्ट समुच्चय, 2.फज्जी सेट"
ଲାଭ,लब्धि
କ୍ରୀଡା ବୃକ୍ଷ |,खेल तरू
ବ୍ୟବଧାନ ବର୍ଣ୍ଣ,अंतराल संप्रतीक
ଅଳିଆ,कचरा
ଅଳିଆ ସଂଗ୍ରହ,कचरा संग्रहण
ଅଳିଆ ସଂଗ୍ରହ,कचरा संग्रहण
ଆବର୍ଜନା ଭିତରେ ଆବର୍ଜନା (ଜିଗୋ),कचरा अंदर कचरा बाहर (गीगो)
ଦ୍ୱାର,द्वार
ଦ୍ୱାର ପଥ (ନେଟୱର୍କ ପ୍ରସଙ୍ଗରେ),दवार पथ (नेटवर्क के संदर्भ में)
ବିସ୍ତୃତ କାର୍ଯ୍ୟକ୍ରମ |,व्यापक क्रमादेश
ବିସ୍ତୃତ କାର୍ଯ୍ୟକ୍ରମ |,व्यापक क्रमादेश
ବ୍ୟାପକ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,व्यापक उद्देश्य कंप्यूटर
