Punjabi,Kannada
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
ਕੰਪੋਨੈਂਟ ਵਰਗ,ಘಟಕ ಚೌಕ
ਕੰਕਰੀਟ,ಕಾಂಕ್ರೀಟ್
ਕੰਕਰੀਸ਼ਨ,ಕಾಂಕ್ರೀಟಿಕರಣ
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
ਗੰਦਗੀ,ಮಾಲಿನ್ಯಕಾರಕಗಳು
ਐਲਕੋਵ ਪਕਾਉਣਾ,ಅಲ್ಕೋವ್ ಅಡುಗೆ
ਮੁਕਾਬਲਾ ਕਰਨਾ,ನಿಭಾಯಿಸುವುದು
ਕੋਰਬੇਲ,ಕಾರ್ಬೆಲ್
ਕਾਰਨੀਸ,ಕಾರ್ನಿಸ್
ਕਪਲਰ,ಸಂಯೋಜಕ
"ਕਪਲਰ, ਡਬਲ","ಕಪ್ಲರ್, ಡಬಲ್"
"ਕਪਲਰ, ਪੁਟਲੌਗ","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
ਕੋਰਸ,ಕೋರ್ಸ್
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,ಆವರಿಸಿದ ಪ್ರದೇಶ
ਕ੍ਰੀਪ,ತೆವಳುವ
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,ಕ್ರೀಪ್ ಗುಣಾಂಕ
ਕਰੋਟੋਵਾਈਨ,ಕ್ರೊಟೊವಿನ್
ਕਾਂ ਦੇ ਪੈਰ,ಕಾಗೆ ಕಾಲು
ਟੁਕੜਾ ਬਣਤਰ,ಕ್ರಂಬ್ ರಚನೆ
ਕਰਬ,ದಂಡೆ
ਵਰਤਮਾਨ,ಪ್ರಸ್ತುತ
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,ಕರ್ವ್ ಪ್ರತಿರೋಧ
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
ਡੈੱਡ ਲੋਡ,ಡೆಡ್ ಲೋಡ್
ਮਰੇ ਹੋਏ ਪਾਣੀ,ಸತ್ತ ನೀರು
ਡੈਸੀਬਲ,ಡೆಸಿಬೆಲ್
Deflocculation,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,ಪ್ರಸರಣದ ಪದವಿ
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,ಶುದ್ಧತ್ವದ ಪದವಿ
ਘਣਤਾ,ಸಾಂದ್ರತೆ
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,ಮರುಭೂಮಿ ಮಣ್ಣು
ਵੇਰਵੇ,ವಿವರಗಳು
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
ਡੀ-ਹੋਰੀਜ਼ਨ,ಡಿ-ಹಾರಿಜಾನ್
ਵਿਕਰਣ ਬੰਧਨ,ಕರ್ಣೀಯ ಬಂಧ
ਚਿੱਤਰ,ರೇಖಾಚಿತ್ರ
ਡਿਜੀਟਲ ਡੌਕ,ಡಿಜಿಟಲ್ ಡಾಕ್
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
ਪਤਲਾ ਹਵਾਦਾਰੀ,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
ਡਾਇਲੁਵੀਅਮ,ಡಿಲುವಿಯಂ
ਭੋਜਨ ਕਕਸ਼,ಊಟದ ಕೋಣೆ
ਦਿਸ਼ਾ ਪੈਗ,ದಿಕ್ಕಿನ ಪೆಗ್
ਫੈਲਾਅ,ಪ್ರಸರಣ
ਡਿਸਟੈਂਪਰ,ಡಿಸ್ಟೆಂಪರ್
ਡੌਕ,ಡಾಕ್
ਦਰਵਾਜ਼ਾ,ಬಾಗಿಲು
ਡੋਰਮਰ,ಡಾರ್ಮರ್
ਡੋਰਮਰ ਜਾਂਚ,ಡಾರ್ಮರ್ ಚೆಕ್
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
ਡਬਲ ਪਰਤ,ಡಬಲ್ ಲೇಯರ್
ਡੌਲ,ಡೋವೆಲ್
ਡਰਾਇੰਗ ਬੋਰਡ,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
ਡਰਾਇੰਗ ਰੂਮ,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
ਵਹਿਣਾ,ಡ್ರಿಫ್ಟ್
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
ਸੁੱਕੀ ਡੌਕ,ಡ್ರೈ ಡಾಕ್
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
ਡੱਚ ਬਾਂਡ,ಡಚ್ ಬಾಂಡ್
ਬੌਣੀ ਕੰਧ,ಕುಬ್ಜ ಗೋಡೆ
ਨਿਵਾਸ ਯੂਨਿਟ,ವಸತಿ ಘಟಕ
ਈਵ,ಈವ್
ਈਵਸ ਗਟਰ,ಈವ್ಸ್ ಗಟರ್
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ਐਡੀ,ಸುಳಿ
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
ਪ੍ਰਫੁੱਲਤ,ಪುಷ್ಪಮಯ
ਪ੍ਰਵਾਹ,ಹೊರಹರಿವು
ਉਚਾਈ,ಎತ್ತರ
ਐਲੂਵੀਏਸ਼ਨ,ಎಲುವಿಯೇಶನ್
ਐਲੂਵਿਅਮ,ಎಲುವಿಯಮ್
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
ਬਰਾਬਰ ਭਾਰ,ಸಮಾನ ತೂಕ
ਅਰਗ,ಉದಾ
ਵਟਾਂਦਰੇਯੋਗ,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
ਈ.ਐੱਸ.ਪੀ.,ಇ.ಎಸ್.ಪಿ.
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
ਨਿਕਾਸ,ನಿಷ್ಕಾಸ
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
ਆਈ,ಕಣ್ಣು
ਅੱਖ ਦਾ ਭਾਂਡਾ,ಕಣ್ಣು ಹುಬ್ಬು
ਸਾਹਮਣਾ ਕਰਨਾ,ಎದುರಿಸುತ್ತಿದೆ
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,ಸುರಕ್ಷತೆಯ ಅಂಶ
ਗਿਰਾਵਟ,ಪತನ
ਫੇਸੀਆ,ಫೇಶಿಯಾ
ਫੇਸੀਆ ਬੋਰਡ,ಫೇಶಿಯಾ ಬೋರ್ಡ್
ਨੁਕਸ,ದೋಷ
ਖੇਤ ਦੀ ਨਮੀ,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),ಫಿಲೆಟ್ (ಗಾರೆ)
ਫਾਈਨਲ,ಅಂತಿಮ
ਅੰਤਮ ਮਾਪ,ಅಂತಿಮ ಮಾಪನ
ਅੰਤਿਮ ਭੁਗਤਾਨq,ಅಂತಿಮ ಪಾವತಿq
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
ਅੰਤਮ ਤਣਾਅ,ಅಂತಿಮ ಒತ್ತಡ
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
ਵਧੀਆ ਕੁੱਲ,ಉತ್ತಮವಾದ ಒಟ್ಟು
ਫਿਸਰਡ ਚੱਟਾਨ,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
ਝੰਡਾ ਪੱਥਰ,ಧ್ವಜದ ಕಲ್ಲು
ਫਲੇਮਿਸ਼ ਬਾਂਡ,ಫ್ಲೆಮಿಶ್ ಬಂಧ
ਫਲੈਸ਼ਿੰਗ,ಮಿನುಗುತ್ತಿದೆ
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
ਫਲੈਟ ਛੱਤ,ಫ್ಲಾಟ್ ಛಾವಣಿ
ਫਲੇਚੇ,ಫ್ಲೆಚೆ
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
Flint,ಫ್ಲಿಂಟ್
Flint ਕੰਧ,ಫ್ಲಿಂಟ್ ಗೋಡೆ
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,ತೇಲುವ ಮಹಡಿ
ਫਲੋਕੂਲੇਸ਼ਨ,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ਫਲੋਕੂਲਸ,ಫ್ಲೋಕಲ್ಸ್
ਮੰਜ਼ਿਲ,ಮಹಡಿ
ਮੰਜ਼ਿਲ ਸੀਲ,ಮಹಡಿ ಮುದ್ರೆ
ਪ੍ਰਵਾਹ,ಹರಿವು
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,ಏರಿಳಿತ
ਫੁੱਟਿੰਗ,ಕಾಲಿಡುವುದು
ਬੁਨਿਆਦ,ಅಡಿಪಾಯ
ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
ਮੁਫ਼ਤ ਪੱਥਰ,ಉಚಿತ ಕಲ್ಲು
ਫਰੈੱਸਟ,ಫ್ರೆಶ್ಸೆಟ್
ਰਗੜ ਢੇਰ,ಘರ್ಷಣೆ ರಾಶಿ
ਡੱਡੂ,ಕಪ್ಪೆ
ਗੇਬਲ,ಗೇಬಲ್
ਗੈਬਲੇਟ,ಗ್ಯಾಬ್ಲೆಟ್
Gambrel ਛੱਤ,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
ਗੇਜ,ಗೇಜ್
ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ,ಅಳತೆ ವಿಭಾಗ
ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ,ಮಾಪಕ ನಿಲ್ದಾಣ
ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
ਆਮ ਹਵਾਦਾਰੀ,ಸಾಮಾನ್ಯ ವಾತಾಯನ
G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
ਤੱਕ ਗਲੇਸ਼ੀਅਲ,ತನಕ ಗ್ಲೇಶಿಯಲ್
ਗਨੀਸ,ಗ್ನೀಸ್
ਮਾਲ ਵਿਹੜਾ,ಸರಕುಗಳ ಅಂಗಳ
ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
ਗ੍ਰੇਨਾਈਟ,ಗ್ರಾನೈಟ್
ਦਾਣੇਦਾਰ ਬਣਤਰ,ಹರಳಿನ ರಚನೆ
ਗ੍ਰੇਨੂਲੇਸ਼ਨ,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
ਗ੍ਰੈਨਿਊਲ,ಗ್ರ್ಯಾನ್ಯೂಲ್
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
ਸਮੂਹਬੱਧ ਡੌਕ,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
ਗਰੁੱਪ ਹਾਊਸਿੰਗ,ಗುಂಪು ವಸತಿ
ਮਹਿਮਾਨ ਕਮਰਾ,ಅತಿಥಿ ಕೊಠಡಿ
ਗਟਰ,ಗಟಾರ
ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ,ಗಟಾರ ಹೊರುವವನು
ਗਟਰ ਚੈੱਕ,ಗಟರ್ ಚೆಕ್
ਹੈਮਰ ਡਰੈਸਿੰਗ,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
ਬੰਦਰਗਾਹ,ಬಂದರು
ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ,ಆಶ್ರಯ ಬಂದರು
ਹਾਰਡ ਪੈਨ,ಹಾರ್ಡ್ ಪ್ಯಾನ್
ਸਿਰਲੇਖ,ಶಿರೋಲೇಖ
ਹੈਡਰ ਬਾਂਡ,ಹೆಡರ್ ಬಾಂಡ್
ਹੈਡਰ ਕੋਰਸ,ಹೆಡರ್ ಕೋರ್ಸ್
ਮੁੱਖ ਗੇਟ ਬਣਤਰ,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
ਨਹਿਰ ਦਾ ਮੁਖੀ,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
ਹੈੱਡ ਰੈਗੂਲੇਟਰ,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
ਦਿਲਦਾਰ,ಹಾರ್ಟಿಂಗ್
ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ,ತೇವಗೊಳಿಸುವ ಶಾಖ
ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
ਕਮਰ,ಹಿಪ್
ਹਿੱਪ ਕੈਪਿੰਗ,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
ਛੁਪੇ ਸਿਰੇ,ಹಿಪ್ಡ್ ಎಂಡ್
ਹੁੱਡ,ಹುಡ್
ਹੁੱਡ ਮੋਲਡਿੰਗ,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ,ಹುಕ್ ಕಾನೂನು
ਹੂਪ ਲੋਹਾ,ಹೂಪ್ ಕಬ್ಬಿಣ
ਹੋਰੀਜ਼ਨ,ಹಾರಿಜಾನ್
ਨਮੀ,ಆರ್ದ್ರತೆ
"ਨਮੀ, ਪੂਰਨ","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
ਹੰਪ ਵਿਹੜਾ,ಹಂಪ್ ಯಾರ್ಡ್
ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
ਹਾਈਡ੍ਰੇਸ਼ਨ,ಜಲಸಂಚಯನ
ਹਾਈਡ੍ਰੌਲਿਸਿਸ,ಜಲವಿಚ್ಛೇದನ
ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
ਹਾਈਪਸੋਮੀਟਰ,ಹೈಪ್ಸೋಮೀಟರ್
ਪ੍ਰਕਾਸ਼,ಇಲ್ಯುಮಿನೇಷನ್
ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
ਅਸ਼ੁੱਧ ਮਿੱਟੀ,ಬಲಿಯದ ಮಣ್ಣು
ਜਬਤ ਡੌਕ,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
ਸੁਤੰਤਰ ਪਾੜ,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ਇੰਡਿਊਰੇਟਿਡ,ಇಂಡರೇಟೆಡ್
ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ,ಆರಂಭಿಕ ಒತ್ತಡ
ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
ਵਿਚਕਾਰਲਾ ਪੋਰਟ,ಮಧ್ಯಂತರ ಬಂದರು
ਅੰਦਰੂਨੀ ਰਗੜ,ಆಂತರಿಕ ಘರ್ಷಣೆ
ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
ਆਇਨ,ಅಯಾನು
ਆਇਨ ਐਕਸਚੇਂਜ,ಅಯಾನು ವಿನಿಮಯ
ਲੋਹੇ ਦਾ ਪੈਨ,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ,ನೀರಾವರಿ ಭೂಮಿ
ਸਿੰਚਾਈ,ನೀರಾವರಿ
ਸਿੰਚਾਈ ਸੈੱਸ,ನೀರಾವರಿ ಸೆಸ್
ਜਾਮ,ಜಾಂಬ್
ਜੌਗਲ,ಜೋಗಲ್
ਜੌਗਲ ਪਿੰਨ,ಜೋಗಲ್ ಪಿನ್
ਜੂਲ,ಜೂಲ್
ਜੰਪਰ,ಜಂಪರ್
ਕਿਲੋਗ੍ਰਾਮ,ಕಿಲೋಗ್ರಾಂ
ਕਿਲੋਗ੍ਰਾਮ ਬਲ,ಕಿಲೋಗ್ರಾಂ ಬಲ
ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
ਕਿਲੋਵਾਟ ਘੰਟਾ,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
ਰਾਜਾ ਬੰਦ,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
ਰਸੋਈ,ಅಡಿಗೆ
ਲੇਸਡ ਕਾਲਮ,ಲೇಸ್ಡ್ ಕಾಲಮ್
ਪਛੜ ਰਿਹਾ ਹੈ,ಹಿಂದುಳಿದಿದೆ
ਲਮੇਲਾ ਜੜ੍ਹ,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
ਲੈਮਿਨਰ ਵਹਾਅ,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
ਲੈਂਪ ਮੋਰੀ,ದೀಪದ ರಂಧ್ರ
ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ,ಭೂಮಿ ಸಂಚಯ
ਲੈਂਡ ਸਲਾਈਡਿੰਗ,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
ਲੈਟਰਾਈਟ,ಲ್ಯಾಟರೈಟ್
ਲੈਟਰਾਈਟ ਮਿੱਟੀ,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
ਖਾਕਾ ਯੋਜਨਾ,ಲೇಔಟ್ ಯೋಜನೆ
ਲੇਜ਼ਰ,ಖಾತಾ ಪುಸ್ತಕ
ਚੂਨਾ ਪੈਨ,ಸುಣ್ಣದ ಪ್ಯಾನ್
ਲਿੰਟਲ,ಲಿಂಟೆಲ್
ਤਰਲ ਸੀਮਾ,ದ್ರವ ಮಿತಿ
ਲਾਈਵ ਲੋਡ,ಲೈವ್ ಲೋಡ್
ਲੋਮ,ಲೋಮ್
ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
ਲੋਕੋ ਵਿਹੜਾ,ಲೋಕೋ ಅಂಗಳ
ਲੋਸ,ಲೋಸ್
ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
ਮੈਕਰੋਸਟ੍ਰਕਚਰ,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
