Marathi,Odiya
कार्यक्षेत्र,କାର୍ଯ୍ୟର ଡୋମେନ୍ |
व्याख्या-प्रांत,ସଂଜ୍ଞା-ପ୍ରଦେଶ |
अस्तित्वाची स्थिती,ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |
अधिलिखित डिव्हाइस,ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |
डॉपलर प्रभाव,ଡୋପଲର ପ୍ରଭାବ
"बिंदू उत्पादन, स्केलर उत्पादन","ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |"
ठिपके असलेला वक्र,ବିନ୍ଦୁ ବକ୍ର
दुहेरी भिन्नता,ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |
दुहेरी घातांकीय वितरण,ଦୁଇଗୁଣ ବଣ୍ଟନ
दुहेरी कॉइल,ଡବଲ୍ କୋଇଲ୍ |
बायनरी अविभाज्य,ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |
बायनरी एकत्रीकरण,ବାଇନାରୀ ଏକୀକରଣ |
दुहेरी मर्यादा,ଦୁଇଥର ସୀମା |
दुहेरी सॅम्पलिंग इव्हेंट,ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |
दुहेरी क्रम,ଡବଲ୍ କ୍ରମ |
दुहेरी मालिका,ଡବଲ୍ ସିରିଜ୍ |
दुहेरी-संलग्न नोटेशन,ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |
दुहेरी संकलन,ଦୁଇଥର ସଂକଳନ |
अधोगामी प्रवेग,ତଳ ତ୍ୱରଣ
खालच्या दिशेने विस्थापन,ନିମ୍ନ ବିସ୍ଥାପନ |
खालची गती,ନିମ୍ନ ଗତି
खालचा वेग,ତଳ ବେଗ
कर्षण,ଟ୍ରାକ୍ସନ୍
कर्षण शक्ती,ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |
"दुहेरी द्वैत,",ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ
दुहेरी पाया,ଡୁଆଲ୍ ବେସ୍ |
दुहेरी अंतर्गत उत्पादन,ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
दुहेरी रेखीय प्रोग्रामिंग समस्या,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन","ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |"
दुहेरी समस्या,ଦ୍ୱ ual ତ ସମସ୍ୟା |
ड्युअल सिंगल अल्गोरिदम,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |
दुहेरी एकल पद्धत,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |
दुहेरी जागा,ଡୁଆଲ୍ ସ୍ପେସ୍ |
ड्युअल व्हेरिएबल,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
दुहेरी वेक्टर जागा,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
मूक निर्देशांक,ନୀରବ ସୂଚକାଙ୍କ |
मूक तळटीप,ନୀରବ ଫୁଟର୍ |
मूक करार,ନୀରବ ଚୁକ୍ତି |
मूक व्हेरिएबल,ନୀରବ ଭେରିଏବଲ୍ |
डुप्लिकेशन,ନକଲ
गतिमान,ଗତିଶୀଳ |
डायनॅमिक प्रणाली,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
डायनॅमिक मागणी कार्य,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
डायनॅमिक मॉडेल,ଗତିଶୀଳ ମଡେଲ୍ |
डायनॅमिक प्रोग्रामिंग,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
डायनॅमिक प्रोग्रामिंग तंत्र,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |
"गतिशीलता, गतिशीलता","ଗତିଶୀଳତା, ଗତିଶୀଳତା |"
कण गतिशीलता,କଣିକା ଗତିଶୀଳତା |
कठोर शरीर गतिशीलता,କଠିନ ଶରୀର ଗତିଶୀଳତା |
"पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)","ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)"
भूकंपाची तीव्रता,ଭୂକମ୍ପ ତୀବ୍ରତା |
विलक्षणता,ବିଚିତ୍ରତା
गृहीतक,ଅନୁମାନ
अर्थमितीय अंदाज,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
अर्थमितितज्ञ,ଅର୍ଥନୀତିଜ୍ଞ
अर्थमिती,ଅର୍ଥନୀତି
अर्थशास्त्र,ଅର୍ଥନୀତି
"कोर, धार, फाडणे","ମୂଳ, ଧାର, ଲୁହ"
एकूण कोर तोंड,ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |
कार्यक्षमता निर्देशांक,ଦକ୍ଷତା ସୂଚକାଙ୍କ
वैशिष्ट्यपूर्ण घटक,ଚରିତ୍ରଗତ ଉପାଦାନ |
वैशिष्ट्यपूर्ण कार्य,ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ
"eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य","ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |"
वैशिष्ट्यपूर्ण मूल्य समीकरण,ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ
"इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर","ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |"
लवचिक,ଇଲାଷ୍ଟିକ୍ |
लवचिक कास्ट,ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |
लवचिक समतोल,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
लवचिकता,ନମନୀୟତା
लवचिकता पृष्ठ,ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |
"इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक","ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |"
"घटक, घटक, घटक","ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |"
प्रारंभिक स्तंभ ऑपरेशन,ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ
प्रारंभिक घटना,ପ୍ରାରମ୍ଭିକ ଘଟଣା
प्रारंभिक कार्य,ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ
प्रारंभिक ऑपरेशन,ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ
प्राथमिक परिणाम,ପ୍ରାଥମିକ ଫଳାଫଳ
प्रारंभिक संभाव्यता नियम,ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |
लाइन ऑपरेशन सुरू,ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ
"संपवणे, नायनाट करणे,","ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ"
ठराव प्रक्रिया,ସମାଧାନ ପ୍ରକ୍ରିୟା
"लंबवर्तुळ, लंबवृत्त","ଏଲିପ୍ସ, ଏଲିପ୍ସ"
लंबवर्तुळाकार,ଏଲିପସଏଡ୍ |
लंबवर्तुळाकार,ଏଲିପସାଇଡ୍ |
लंबवर्तुळाकार पृष्ठ,ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |
लंबवर्तुळाकार शरीर,ଏଲିପସଏଡାଲ୍ ଶରୀର |
एम्बेडिंग,ଏମ୍ବେଡିଂ
उत्सर्जन,ନିର୍ଗମନ
अनुभवजन्य विश्वास,ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |
प्रायोगिक सूत्र,ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |
अनुभवजन्य संभाव्यता,ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |
अनुभवजन्य संबंध,ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |
रिकामा संच,ଖାଲି ସେଟ୍ |
बद्ध,ବନ୍ଧା
"एन्कोडिंग, कोडिंग","ଏନକୋଡିଂ, କୋଡିଂ"
इंटरऑपरेबिलिटी,ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |
शेवटचा बिंदू,ଶେଷ ବିନ୍ଦୁ
वर्ग मध्यांतराचा शेवटचा बिंदू,ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |
ऊर्जा,ଶକ୍ତି
ऊर्जा-गती घटक,ଶକ୍ତି-ଗତି ଉପାଦାନ |
एंट्री व्हेरिएबल,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
मोजण्यायोग्य संच,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
"मोजणे, मोजणे","ଗଣନା, ଗଣନା"
"समान, समान, समान, समान","ସମାନ, ସମାନ, ସମାନ, ସମାନ |"
"समानता, समानता","ସମାନତା, ସମାନତା"
शक्यता,ସମ୍ଭବତ। |
अगदी संभाव्यता निवड पद्धत,ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |
बरोबरी करणे,ସମାନ କର
"समीकरण, समीकरण","ସମୀକରଣ, ସମୀକରଣ"
चतुर्भुज समीकरण,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
चतुर्भुज समीकरण,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
चतुर्भुज समीकरण,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
"विषुववृत्त, विषुववृत्त, मध्यरेषा","ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |"
सुसंगत,ସ୍ଥିର
समभुज,ସମାନ୍ତରାଳ |
"समतोल, समतोल, समतोल","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
बल संतुलन,ବଳ ସନ୍ତୁଳନ
समतोल बिंदू,ସନ୍ତୁଳନ ବିନ୍ଦୁ |
समतुल्यता,ସମାନତା
समतुल्य वर्ग,ସମାନତା ଶ୍ରେଣୀ
समतुल्य संबंध,ସମାନତା ସମ୍ପର୍କ
"समतुल्य, समतुल्य (v.), समतुल्य (सं.)","ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)"
समतुल्य मॅट्रिक्स,ସମାନ ମାଟ୍ରିକ୍ସ |
समतुल्य संच,ସମାନ ସେଟ୍ |
प्रवृत्ती,ପ୍ରବୃତ୍ତି |
"चूक, चूक, चूक, अयोग्यता","ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ"
त्रुटी विश्लेषण,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
त्रुटी कोड,ତ୍ରୁଟି କୋଡ୍
त्रुटी गुणांक,ତ୍ରୁଟି ଗୁଣବତ୍ତା
चौरस सरासरी त्रुटी,ବର୍ଗ ଅର୍ଥ ତ୍ରୁଟି |
प्रथम प्रकारची त्रुटी,ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |
दुसऱ्या प्रकारची त्रुटी,ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |
सुटण्याची शक्यता,ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |
सुटलेला वेग,ବେଗରୁ ରକ୍ଷା ପାଇବା |
ई. श्मिट मोबिलायझेशन प्रक्रिया,E. Schmidt ର ମୋବାଇଲାଇଜେସନ୍ ପ୍ରକ୍ରିୟା |
बहिर्मुख,ଅତିରିକ୍ତ
"आवश्यक, आवश्यक","ଜରୁରୀ, ଜରୁରୀ |"
अक्षरशः अद्वितीय,ପ୍ରାୟତ unique ଅନନ୍ୟ |
"मूल्यांकन करणे, मूल्यांकन करणे (व्हेर.), मूल्यांकन करणे (सं.)","ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ, ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ver।), ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ଏଡି।)"
अंदाज पद्धत,ଆକଳନ ପଦ୍ଧତି
युक्लिडियन समन्वय,ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |
युक्लिडियन डोमेन,euclidean ଡୋମେନ୍ |
युक्लिडियन भूमिती,ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |
युक्लिडियन एन-स्पेस,ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |
युक्लिडियन विमान,ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |
युलरचे प्रमेय,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
"मूल्यांकन, मूल्यांकन","ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ"
अगदी,ଏପରିକି
अगदी वक्र,ଏପରିକି ବକ୍ର
सम कार्य,ଏପରିକି ଫଙ୍କସନ୍
अगदी रीफ्रॅक्टरी,ଏପରିକି ଚିତ୍ତାକର୍ଷକ |
सम संख्या,ଯୁଗ୍ମ ସଂଖ୍ୟା
विषम सममिती,ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |
अगदी क्रमपरिवर्तन,ଏପରିକି ପର୍ମୁଟେସନ୍ |
"घटना, भाग","ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |"
सममितीय,ଆଇସୋମେଟ୍ରିକ୍ |
"अगदी अचूक, नेमके, नेमके","ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |"
अचूक ची-स्क्वेअर चाचणी,ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |
अचूक फरक,ପ୍ରକୃତ ଭିନ୍ନତା |
अचूक समीकरण,ସଠିକ୍ ସମୀକରଣ |
उदाहरण,ଉଦାହରଣ |
देवाणघेवाण,ବିନିମୟ
विशिष्ट घटना,ନିର୍ଦ୍ଦିଷ୍ଟ ଘଟଣା |
अस्तित्वात्मक स्वयंसिद्ध,ବିଦ୍ୟମାନ ଆକ୍ସିୟମ୍ |
जगण्याची शक्यता,ବଞ୍ଚିବାର ସମ୍ଭାବନା |
अस्तित्व प्रमेय,ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |
बाह्य चल,ବାହ୍ୟ ଭେରିଏବଲ୍ |
"पसरणे, पसरणे","ବିସ୍ତାର, ବିସ୍ତାର"
अपेक्षा कार्य,ଆଶା କାର୍ଯ୍ୟ
अपेक्षित वारंवारता,ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |
अपेक्षित मूल्य,ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ
प्रयोग,ପରୀକ୍ଷଣ |
"प्रायोगिक त्रुटी, प्रायोगिक त्रुटी","ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି, ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |"
"स्पष्टीकरण, स्पष्टीकरण","ବ୍ୟାଖ୍ୟା, ବ୍ୟାଖ୍ୟା"
स्पष्ट समीकरण,ସ୍ୱଚ୍ଛ ସମୀକରଣ
स्पष्टपणे,ସ୍ପଷ୍ଟ ଭାବରେ
स्पष्ट कार्य,ସ୍ୱଚ୍ଛ କାର୍ଯ୍ୟ
स्पष्ट समाधान,ସ୍ୱଚ୍ଛ ସମାଧାନ
घातांक,ପ୍ରଦର୍ଶକ
घातांक वक्र,ସୂକ୍ଷ୍ମ ବକ୍ର
घातांक संभाव्यता कार्य,ସୂକ୍ଷ୍ମ ସମ୍ଭାବନା କାର୍ଯ୍ୟ |
घातांकीय वितरण,ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |
घातांकीय समीकरण,ସୂକ୍ଷ୍ମ ସମୀକରଣ |
घातांकीय कार्य,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
"घातांकीय वाढ, घातांक वाढ","ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି, ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି |"
घातांकीय नियम,ସୂକ୍ଷ୍ମ ନିୟମ |
घातांक नकाशा,ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର
"घातांक मालिका, घातांक मालिका","ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍, ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍ |"
"अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील हावभाव, अभिव्यक्ती","ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି, ମୁଖର ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି |"
विस्तारित मध्यांतर,ବିସ୍ତାରିତ ବ୍ୟବଧାନ |
वर्धित वास्तविक ओळ,ବର୍ଦ୍ଧିତ ପ୍ରକୃତ ରେଖା |
विस्तारित वास्तविक संख्या प्रणाली,ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |
मॅपिंग विस्तार,ମ୍ୟାପିଂ ଏକ୍ସଟେନ୍ସନ୍ |
बाह्य कोन,ବାହ୍ୟ କୋଣ
बाह्य क्षेत्र,ବାହ୍ୟ ଜୋନ୍
बाह्य बिंदू,ବାହ୍ୟ ବିନ୍ଦୁ
बाह्य,ବାହ୍ୟ
प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन,ନିର୍ଦ୍ଦିଷ୍ଟ ମୂଲ୍ୟର ବହିଷ୍କାର |
एक्सट्रापोलेशन तंत्र,ଅତିରିକ୍ତ କ techni ଶଳ |
शिखर मूल्य,ଶିଖର ମୂଲ୍ୟ
"अत्यंत, शेवट, टोकाचा, कळस","ଚରମ, ଶେଷ, ଚରମ, ସମାପ୍ତି |"
उच्च बिंदू,ଉଚ୍ଚ ବିନ୍ଦୁ |
विरुद्ध संचाचा अत्यंत बिंदू,ବିପରୀତ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |
फंक्शनचे अत्यंत मूल्य,କାର୍ଯ୍ୟର ଚରମ ମୂଲ୍ୟ |
अत्यंत गुणधर्म,ଅତ୍ୟଧିକ ଗୁଣ
"चेहरा, बाजू, समोर","ମୁହଁ, ପାର୍ଶ୍ୱ, ଆଗ"
दर्शनी मूल्य,ଚେହେରା ମୂଲ୍ୟ
"घटक, घटक, घटक, खंड,","ଉପାଦାନ, କାରକ, କାରକ, ଧାରା"
घटक विश्लेषण,ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |
खंडित,ଖଣ୍ଡବିଖଣ୍ଡିତ |
तथ्यात्मक,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
एकाधिक घटक डिझाइन,ଏକାଧିକ ଫ୍ୟାକ୍ଟର୍ ଡିଜାଇନ୍ |
फॅक्टरीकरण,କାରକକରଣ
घटक करण्यासाठी,ଫ୍ୟାକ୍ଟର୍ କରିବାକୁ |
न्याय खेळ,ନ୍ୟାୟ ଖେଳ
"आभासी, खोटे, कोड","ଭର୍ଚୁଆଲ୍, ମିଥ୍ୟା, କୋଡ୍ |"
"कुटुंब, कुटुंब, कुळ, कुटुंब","ପରିବାର, ପରିବାର, ପରିବାର, ପରିବାର"
एकूण वर्तुळ,ସମୁଦାୟ ବୃତ୍ତ
वक्र एकूण,ବକ୍ର ସମୁଦାୟ
कार्यांचे कुटुंब,କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |
एकूण ओळ,ରେଖା ସମୁଦାୟ |
प्रतिकृती,ପ୍ରତିକୃତି
F-वितरण,F- ବଣ୍ଟନ |
सातत्यपूर्ण बेस सोल्यूशन,ସ୍ଥିର ଆଧାର ସମାଧାନ |
सुसंगत समाधान,ସୁସଙ୍ଗତ ସମାଧାନ |
"रिचार्ज, पुनर्गुंतवणूक","ରିଚାର୍ଜ, ପୁନ rein ନିବେଶ |"
फर्माचा कायदा,ଧର୍ମ ନିୟମ |
फर्माचे प्रमेय,ଫର୍ମାଙ୍କ ତତ୍ତ୍। |
फर्मी-डिरॅक-स्टॅटिस्टिक्स,ଫର୍ମୀ-ଡାଇରାକ-ପରିସଂଖ୍ୟାନ |
फिबोनाची संख्या,ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |
फिबोनाची श्रेणी,ଫାଇବୋନାସି ପରିସର |
"फील्ड, फील्ड, फील्ड, फील्ड","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର, କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
अंतिम वेग,ଅନ୍ତିମ ବେଗ
"मर्यादित, मर्यादित","ସୀମିତ, ସୀମିତ"
मर्यादित आधार,ସୀମିତ ଆଧାର |
मर्यादित दशांश,ସୀମିତ ଦଶମିକ |
मर्यादित फरक,ସୀମିତ ପାର୍ଥକ୍ୟ |
मर्यादित फरक पद्धत,ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |
मर्यादित आयामी,ସୀମିତ ପରିମାଣ
मर्यादित मितीय वेक्टर,ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର୍ |
मर्यादित खेळ,ସୀମିତ ଖେଳ |
मर्यादित भूमिती,ସୀମିତ ଜ୍ୟାମିତି |
मर्यादित अविभाज्य,ସୀମିତ ଅବିଚ୍ଛେଦ୍ୟ |
मर्यादितता,ସୂକ୍ଷ୍ମତା |
मर्यादित मार्कोव्ह साखळी,ସୀମିତ ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |
मर्यादितपणाचा पुरावा,ସୂକ୍ଷ୍ମତା ପ୍ରମାଣ |
मर्यादित संख्या,ସୀମିତ ସଂଖ୍ୟା
मर्यादित लोकसंख्या,ସୀମିତ ଜନସଂଖ୍ୟା |
मर्यादित संभाव्यता,ସୀମିତ ସମ୍ଭାବନା |
शेवटचा दर्जा,ଶେଷ ଗ୍ରେଡ୍
मर्यादित संच,ସୀମିତ ସେଟ୍ |
मर्यादित वेग,ସୀମିତ ବେଗ |
मर्यादित खंड,ସୀମିତ ଭଲ୍ୟୁମ୍
"मिसळा, समायोजित करा","ମିଶ୍ରଣ, ଆଡଜଷ୍ଟ କରନ୍ତୁ |"
वक्र समायोजन,ବକ୍ର ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |
सरळ रेषा समायोजन,ସିଧା ଲାଇନ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |
स्थिर बिंदू प्रमेय,ସ୍ଥିର ବିନ୍ଦୁ ଥିଓରେମ୍ |
निश्चित नमुना,ସ୍ଥିର ନମୁନା |
उड्डाणाचा वेग,ଉଡ଼ାଣ ବେଗ
फ्लोटिंग पॉइंट गणना,ଭାସମାନ ବିନ୍ଦୁ ଗଣନା |
"फ्लोटिंग पॉइंट सिस्टम, फ्लोटिंग पॉइंट सिस्टम","ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ ସିଷ୍ଟମ୍, ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ ସିଷ୍ଟମ୍ |"
प्रवाह चार्ट,ଫ୍ଲୋ ଚାର୍ଟ
प्रवाह वेग,ପ୍ରବାହ ବେଗ
द्रव गतिशीलता,ତରଳ ଗତିଶୀଳତା |
"फोकल, कॉन्फोकल, फोकल","ଫୋକାଲ୍, କନଫୋକାଲ୍, ଫୋକାଲ୍ |"
फोकल जीवा,ଫୋକାଲ୍ କୋର୍ଡ |
फोकल अंतर,ଫୋକାଲ୍ ଦୂରତା |
केंद्रस्थ लांबी,ଫୋକାଲ୍ ଲମ୍ବ |
"नाभी, फोकस, मूळ","ନାଭି, ଧ୍ୟାନ, ଉତ୍ପତ୍ତି |"
"पाऊल, पाऊल, पाऊल","ପାଦ, ପାଦ, ପାଦ"
ऑर्थोगोनल,orthogonal
गुरुत्वाकर्षण शक्ती,ମାଧ୍ୟାକର୍ଷଣ ଶକ୍ତି |
अंदाज,ପୂର୍ବାନୁମାନ
सुत्र,ସୂତ୍ର
थ्रेडिंग,ଥ୍ରେଡିଙ୍ଗ୍
"स्वरूपन, स्वरूपन, सूत्रीकरण","ଫର୍ମାଟିଂ, ଫର୍ମାଟିଂ, ଫର୍ମୁଲା |"
पुढे,ଆଗକୁ
फॉरवर्ड इन्सर्शन,ଅଗ୍ରଗାମୀ ସନ୍ନିବେଶ |
गणिताचा पाया,ଗଣିତର ମୂଳଦୁଆ |
चौरंग विश्लेषण,ଚାରି ବିଶ୍ଳେଷଣ |
फोरियर मालिका,ଚାରି ସିରିଜ୍ |
फोरियर ट्रान्सफॉर्म,ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |
वेगळे,ଭିନ୍ନ
अपूर्णांक समन्वय,ଭଗ୍ନାଂଶ ସଂଯୋଜନା |
अपूर्णांक संख्या,ଭଗ୍ନାଂଶ ସଂଖ୍ୟା
फ्रॅक्शनल प्रोग्रामिंग,ଭଗ୍ନାଂଶ ପ୍ରୋଗ୍ରାମିଂ |
मुक्त मार्ग,ମୁକ୍ତ ପଥ
फ्री वेक्टर फ्री वेक्टर,ମାଗଣା ଭେକ୍ଟର ମୁକ୍ତ ଭେକ୍ଟର |
"वारंवारता, वारंवारता","ଆବୃତ୍ତି, ଆବୃତ୍ତି"
वारंवारता स्तंभ,ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ତମ୍ଭ
"वारंवारता वक्र, वारंवारता वक्र","ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର, ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର"
वारंवारता वितरण,ବାରମ୍ବାର ବଣ୍ଟନ
वारंवारता हिस्टोग्राम,ଫ୍ରିକ୍ୱେନ୍ସି ହିଷ୍ଟୋଗ୍ରାମ୍ |
घटना वारंवारता,ଘଟଣା ବାରମ୍ବାର
वारंवारता-बहुभुज,ଫ୍ରିକ୍ୱେନ୍ସି-ବହୁଭୂଜ |
वारंवारता सारणी,ଫ୍ରିକ୍ୱେନ୍ସି ଟେବୁଲ୍ |
फ्रस्टम,frustum
पिरॅमिड फ्रस्टम,ପିରାମିଡ୍ ଫ୍ରଷ୍ଟମ୍ |
शेल फ्रस्टम,ଶେଲ୍ ଫ୍ରଷ୍ଟମ୍ |
पूर्ण प्रसार,ପୂର୍ଣ୍ଣ ବିସ୍ତାର
"कार्ये, कार्ये, वैशिष्ट्ये (गट)","କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ, ଗୁଣ (ଗୋଷ୍ଠୀ)"
कार्य विश्लेषण,କାର୍ଯ୍ୟ ବିଶ୍ଳେଷଣ |
"मूळ, मूळ","ମୂଳ, ମୂଳ"
मूलभूत प्रमेय,ମ basic ଳିକ ତତ୍ତ୍। |
बीजगणिताचे मूलभूत प्रमेय,ବୀଜ ବିବେଚନାର ମ fundamental ଳିକ ତତ୍ତ୍। |
"आकाशगंगा, आकाश-गंगा","ଗାଲାକ୍ସି, ସ୍କାଏ-ଗଙ୍ଗା |"
गॅलोइस प्रदेश,ଗାଲୋଇସ୍ ଅଞ୍ଚଳ |
