Assamese,Tamil
"পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ","சிதைவு உற்பத்தியாளர், பால் உற்பத்தி, பெற்றோர், சந்ததி"
ডেভিছন হটাৰ পৰীক্ষা,டேவிசன் சூடான பரிசோதனை
ডি.চি.(নিৰ্দেশনা),டி.சி. (ஆணை)
নিষ্ক্ৰিয় অংশ,செயலற்ற பகுதி
নিস্তব্ধ দাগ,அமைதியான இடம்
de bragli তৰংগদৈৰ্ঘ্য,டி பிராக்லி அலைநீளம்
ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা,Debye பண்பு வெப்பநிலை
"দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব","Debye நீளம், Debye தூரம்"
debt-recess,கடன்-இடைவெளி
পচি যোৱা,சிதைவு
ক্ষয় সূচকাংক,சிதைவு குறியீடு
পাতলকাৰী,நீர்த்த
retard,தடு
বিৰতি সময়,இடைநிறுத்த நேரம்
ডেচিবেল,டெசிபல்
ডেচিবেলোমিটাৰ,டெசிபிலோமீட்டர்
"দশমিক, দশমিক","தசம, தசம"
শ্ৰেণীবিভাজন,வகைப்பாடு
"উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়","எழுச்சி, புரட்சி, முயற்சி, சரிவு"
সমমিতি বৃত্ত,ஐசோமெட்ரிக் வட்டம்
ডিকোডাৰ,குறிவிலக்கி
"পচন, দ্ৰৱীভূত","சிதைவு, கரைதல்"
ডিকম্প্ৰেছন,டிகம்பரஷ்ஷன்
বিশুদ্ধকৰণ,தூய்மைப்படுத்துதல்
অলংকাৰ,அலங்காரம்
সংযোজন,இணைத்தல்
ডিমিনিচিং ফাংচন,செயல்பாடு குறைகிறது
বতৰৰ পৰিৱৰ্তন,வானிலை
উলংঘা,மீறல்
উপমহলা,அடித்தளம்
গভীৰ স্থান,ஆழமான இடம்
ব্যুৎপত্তি,வழித்தோன்றல்
"দোষ, ভুল, ক্ষতি, অভাৱ","குறைபாடு, பிழை, சேதம், குறைபாடு"
ভুল কৰা,தவறான
ৰোগ প্ৰতিৰোধ ক্ষমতা,நோய் எதிர்ப்பு சக்தி
লিমিটাৰ দুৱাৰ,வரம்பு கதவு
"সংজ্ঞা, স্পষ্টতা","வரையறை, தெளிவு"
বিচ্যুত কৰক,திசைதிருப்ப
ডিফ্লেক্টৰ,deflector
"বিক্ষেপণ, বিক্ষেপণ","விலகல், விலகல்"
বিক্ষিপ্ত ফোকাচ,திசை திருப்பும் கவனம்
ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ,விலகல்-இரட்டை கண்ணாடி
বিক্ষেপণ অঞ্চল,விலகல் மண்டலம்
মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ,ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்
বিক্ষেপণ প্লেট,சுருக்க தட்டுகள்
ধ্যান কেন্দ্ৰিত,கவனம்
বিকৃতি,சிதைவு
"বিকৃতি, বিকৃতি","சிதைவு, சிதைவு"
ভিগাছন,விகாசன்
"debauchery, অশ্লীলতা","அநாகரிகம், துஷ்பிரயோகம்"
"অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)","தீட்டுப்படுத்தப்பட வேண்டும் (ver.), தாழ்த்தப்பட்ட (n.), தாழ்த்தப்பட்ட (v.)"
পেলনীয়া গেছ,கழிவு வாயு
"aberration, aphasia, বঞ্চনা, বঞ্চনা","aberration, aphasia, deprivation, deprivation"
সন্তুষ্টিদায়ক,மகிழ்ச்சியளிக்கிறது
"ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ","பட்டம், பட்டம், அளவு, பட்டம், பட்டம், அளவு, எண்"
ঘনত্ব-আয়তন,செறிவு-தொகுதி
বিচ্ছিন্নতা পৰিমাণ,விலகல் அளவு
স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা,சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்
আয়নীয়কৰণৰ পৰিমাণ,அயனியாக்கம் அளவு
মেৰুকৰণৰ পৰিমাণ,துருவமுனைப்பு அளவு
নিখুঁততাৰ পৰিমাণ,துல்லியத்தின் அளவு
ডিহুমিডিফিকেশন,ஈரப்பதம் நீக்குதல்
বিআয়নীয়কৰণ,டீயோனைசேஷன்
পলম কৰা,தாமதம்
বিলম্বিত,தாமதமாக
স্থানীয়কৰণ,உள்ளூர்மயமாக்கல்
ডেল্টা ফাংচন,டெல்டா செயல்பாடு
বিচুম্বকীয়কৰণ,demagnetization
বিচুম্বকীয় বক্ৰ,demagnetized வளைவு
ডিমেগনেটাইজাৰ,காந்தமாக்கி
ডিমডুলেচন,டிமாடுலேஷன்
ঘন ভিৰ,அடர்த்தியான நெரிசல்
ঘনত্ব গেজ,அடர்த்தி அளவுகோல்
"ঘনত্ব, ঘনত্ব","அடர்த்தி, அடர்த்தி"
মূল্য হ্ৰাসৰ স্তৰ,தேய்மான நிலை
ডিপ্লিচন জ&#39;ন,குறைப்பு மண்டலம்
বিমেৰুকৰণ,depolarization
ডিমেৰুকৃত,துருவப்படுத்தப்பட்டது
ডিপোলাৰাইজাৰ,டிபோலரைசர்
"ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা","புலத்தின் ஆழம், புலத்தின் தீவிரம்"
"ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম","பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்"
ব্যুৎপত্তি কৰা হৈছে,பெறப்பட்டது
"অৱতৰণ কৰা, অৱতৰণ কৰা","இறங்குதல், இறங்குதல்"
"বংশ, বংশ","இறங்குதல், இறங்குதல்"
"বৰ্ণনা, নিৰ্মাণ, আঁকিব","விவரிக்க, கட்ட, வரைய"
হৰ,வகுக்கும்
"ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)","வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)"
ধ্বংস,அழிவு
ধ্বংসাত্মক হস্তক্ষেপ,அழிவு குறுக்கீடு
"ধ্বংসাত্মক, ধ্বংসাত্মক","அழிவு, அழிவு"
"চিনাক্তকৰণ, ধৰা পেলোৱা","அடையாளம், கண்டறிதல்"
সংগ্ৰাহক,ஆட்சியர்
ডিটাৰ্মিনিজম,தீர்மானவாதம்
নিৰ্ণায়ক,தீர்மானிப்பவர்
সংকল্প,உறுதியை
নিৰ্ধাৰণ কৰিবলৈ,தீர்மானிக்க
নিৰূপিত,தீர்மானிக்கப்பட்டது
ডিউটেৰন,டியூடெரான்
"প্ৰকাশ, বিকাশ, বিকাশ","வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி"
"ডেভেলপাৰ, ডেভেলপাৰ","டெவலப்பர், டெவலப்பர்"
"উন্নয়ন, উন্নয়ন","வளர்ச்சி, வளர்ச்சி"
বিচ্যুতি,விலகல்
শিশিৰ,பனி
শিশিৰ বিন্দু,பனி புள்ளி
দক্ষিণ মেৰুকৰণকাৰী,தென் துருவமுனைப்பான்
ডায়েগনষ্টিক পৰীক্ষা,கண்டறியும் சோதனை
তিৰ্যক,மூலைவிட்டமான
ডায়েগ্ৰাম,வரைபடம்
ডায়েগ্ৰাম,வரைபடம்
ডায়েল কৰক,டயல்
ডাইমেগনেটিক,காந்தவியல்
"ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ","diamagnetology, diamagnetic பொருள்"
ডাইমেগনেটিজম,காந்தவியல்
ব্যাস,விட்டம்
ডায়েমেট্ৰিকভাৱে বিপৰীত,முற்றிலும் எதிர்
"হীৰা, হীৰা","வைரம், வைரம்"
ডায়েফ্ৰাম ডায়েফ্ৰাম,"உதரவிதானம், உதரவிதானம்"
তাপ বিনিময়,வெப்ப பரிமாற்றம்
তাপ বিনিময়,வெப்ப பரிமாற்றம்
"ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম","diatonic swaragram, diatonic swaragram"
"bifurcation, অৰ্ধ-কলা","பிளவு, அரை கலை"
ডাইক্ৰ&#39;মেট কোষ,இருகுரோமேட் செல்
"দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা","இருவகை, காட்சி இருவகை, நிலை இருவகை"
ডিক্টাফোন,டிக்டாஃபோன்
ডাইলেক্ট্ৰিক,மின்கடத்தா
ডাইলেক্ট্ৰিকছ,மின்கடத்தா
ডিজেল চক্ৰ,டீசல் சுழற்சி
গেপ,இடைவெளி
"ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক","வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்"
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল","வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு"
ভিন্নতামূলক শোষণ,வேறுபட்ட உறிஞ்சுதல்
ডিষ্টিংচন এম্প্লিফায়াৰ,வேறுபாடு பெருக்கி
"পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ","ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்"
ডিফাৰেন্সিয়েল কেপাচিটৰ,வேறுபட்ட மின்தேக்கி
ডিফাৰেন্সিয়েল জ&#39;ন,வேறுபட்ட மண்டலம்
ডিফাৰেন্সিয়েল প্ৰসাৰণ,வேறுபட்ட பரவல்
অৱভেদ্য সমীকৰণ,வகையீட்டு சமன்பாடு
ভিন্নতামূলক বিলুপ্তি সহগ,வேறுபட்ட அழிவு குணகம்
ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ,இடைநிலை அயனியாக்கம் அறை
ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি,வேறுபட்ட ஐசோடோப்பு முறை
ডিফাৰেন্সিয়েল বেগ,வேறுபட்ட வேகம்
পাৰ্থক্য কৰা,வேறுபடுத்தி
"পৃথক, পৃথক","வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட"
"পাৰ্থক্য, পাৰ্থক্য","வேறுபாடு, வேறுபாடு"
বিবৰ্তন,மாறுபாடு
বিবৰ্তনমাপক,டிஃப்ராக்டோமீட்டர்
"বিক্ষিপ্ত, বিক্ষিপ্ত","பரவிய, பரவிய"
বিক্ষিপ্ত,பரவியது
প্ৰসাৰণ,பரவல்
বিস্তাৰ ক্ষমতা,பரவல்
"অংক, ব্যাস, আঙুলি","இலக்கம், விட்டம், விரல்"
ডিজিটেল ৰেকৰ্ডিং,டிஜிட்டல் பதிவு
ডিজিটেল ভল্টমিটাৰ,டிஜிட்டல் வோல்ட்மீட்டர்
দ্বি-আইছ’ট’পিক মৌল,இரு-ஐசோடோபிக் கூறுகள்
প্ৰসাৰণ,பரவல்
প্ৰসাৰণ বিকৃতি,விரிவாக்கம் சிதைவு
বহিঃতাপমাপক,எக்ஸோமீட்டர்
ভিছফাৰিনি,விஸ்ஃபரினி
"সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি","நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி"
মাত্ৰিক,பரிமாணமானது
মাত্ৰাগততা,பரிமாணம்
বীমা ইউনিট,காப்பீட்டு அலகு
মাত্ৰাহীন মাত্ৰা,பரிமாணமற்ற பரிமாணம்
"মূল্য হ্ৰাস, হ্ৰাস","தேய்மானம், குறைப்பு"
উজ্জ্বল,கதிர்வீச்சு
ডাইঅ&#39;ড,டையோடு
ডাইঅপ্টাৰ,டையோப்டர்
বিবৰ্তন অঞ্চল,ஒளிவிலகல் மண்டலம்
ৰিফ্ৰেক্টিং লেন্স,ஒளிவிலகல் லென்ஸ்
"bow down, প্ৰণাম কৰা, ট্ৰাফ","bow down, bow down, தொட்டி"
পতনৰ কোণ,வீழ்ச்சியின் கோணம்
ডাইপোল,இருமுனை
বাইপোলাৰ স্তৰ,இருமுனை அடுக்கு
dirac ডেল্টা ফাংচন,dirac டெல்டா செயல்பாடு
"পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত","நேராக, நேராக, நேராக, நேர், எதிர்"
anulom সম্পৰ্ক,அனுலோம் தொடர்பு
প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ,நேரடி மின்னோட்டம்
পোনপটীয়া,நேரடி
"প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ","நேரடி அடி, நேராக அடி"
"দিশ, দিশ","திசை, திசை"
দিশগত,திசை
স্থানৰ স্থিৰতা,விண்வெளி நிலைத்தன்மை
"ডাইকোচিন, ডাইকো-কোচাইন","டிகோசின், டிகோ-கொசைன்"
"দিশগত, দিশগত, দিশগত","திசை, திசை, திசை"
দিশগততা,திசை
সাধাৰণ জালি,பொதுவான லட்டு
সৰলৰেখা,நேர் கோடு
ক্ৰমিক অনুপাত,வரிசை விகிதம்
প্ৰত্যক্ষ পদ্ধতি,நேரடி முறை
দিশ,திசையில்
প্ৰত্যক্ষ পঢ়া যন্ত্ৰ,நேரடி வாசிப்பு சாதனம்
সন্মুখত টেলিস্কোপ,முன்னால் தொலைநோக்கி
"বস্তু, বৃত্ত, ডিস্ক, ডিস্ক","பொருள், வட்டம், வட்டு, வட்டு"
"বিসৰ্জন, ইফিউচন, ব্লিচিং","மூழ்குதல், வெளியேற்றம், வெளுக்கும்"
পানীত ডুবাই ৰখা,நீர் மூழ்குதல்
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন","இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
বিচ্ছিন্ন,தொடர்ச்சியற்ற
"গৱেষণা, অনুসন্ধান","ஆராய்ச்சி, தேடல்"
অমিল,முரண்பாடு
কণা,துகள்கள்
"অৱতল এন্টেনা,ডিচ এন্টেনা","குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா"
"দ্ৰৱণ, দানা","கரைதல், கிரானுலேஷன்"
দ্ৰৱণ ধ্ৰুৱক,கரைதல் மாறிலி
অপচয় শক্তি,சிதறல் ஆற்றல்
দ্ৰৱীভূত আধাজীৱন,கரைதல் அரை ஆயுள்
দ্ৰৱণীয় পৰিসৰ,கலைப்பு தரம்
"ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন","இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி"
"ফল্ট লাইন, ফল্ট কোৰ","தவறு வரி, தவறு கோர்"
দোষ লুপ,தவறு வளையம்
"বিকাৰ, বিকাৰ, বিকাৰ","கோளாறு, சீர்குலைவு, சீர்குலைவு"
বিশৃংখলতা,குழப்பம்
"বিভ্ৰান্তি, বিভ্ৰান্তি","குழப்பம், குழப்பம்"
"বিক্ষিপ্ত, বিক্ষিপ্ত","சிதறி, சிதறி"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","சிதறல், சிதறல்"
প্ৰজেক্টাইল,எறிபொருள்
বিক্ষিপ্তকাৰী,சிதறி
প্ৰতিফলনশীলতা,பிரதிபலிப்பு
স্থানচ্যুতি,இடப்பெயர்ச்சி
প্ৰদৰ্শন,கண்காட்சி
কনছ&#39;ল,பணியகம்
বিচ্ছিন্নতা বল,விலகல் படை
অসমান,சமமற்ற
ক্ষয় সহগ,சிதைவு குணகம்
জাৰণকাৰী,அரிக்கும்
ক্ষয় ব্যৱস্থা,சிதைவு அமைப்பு
পৃথক কৰিব পৰা,பிரிக்கக்கூடிய
পৃথক কৰা হৈছে,பிரிக்கப்பட்டது
disposition,மனநிலை
অসংগততা,இணக்கமின்மை
দূৰত্ব,தூரம்
দূৰৈৰ,தொலைவில்
"সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী","தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான"
বৈষম্য,பாகுபாடு
বিচ্ছিন্ন সম্পত্তি,தனித்துவமான சொத்து
"পাৰ্থক্য কৰা, পাৰ্থক্য কৰা","வேறுபடுத்து, வேறுபடுத்து"
বিকৃত,வக்கிரம்
বিকৃতি,சிதைவு
বিকৃতিৰ স্থিতিস্থাপকতা,உருமாற்றம் நெகிழ்ச்சி
বিতৰণ কৰা এম্প্লিফায়াৰ,விநியோகிக்கப்பட்ட பெருக்கி
"বিতৰণ, বিতৰণ","விநியோகம், விநியோகம்"
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","விநியோக விதி, விநியோக விதி"
বিঘিনি,தொந்தரவு
"distressed, বিঘ্নিত ভাৰসাম্য","மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது"
বিৰক্তিকৰ শক্তি,தொந்தரவு சக்தி
"আহনিক, দিবাচাৰ, দিবা, দৈনিক","அஹ்னிக், திவாச்சர், திவா, தினசரி"
দৈনিক গতি,தினசரி வேகம்
দ্বিসম্বন্ধীয়,இருவகை
"dissipate, বিসৰ্জন","சிதறு, சிதறு"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","வேற்றுமை, வேறுபாடு, வேறுபாடு"
ডাইভাৰ্জেন্ট,மாறுபட்ட
ডাইভাৰচন,திசை திருப்புதல்
"বিভক্ত, বিভক্ত","பிரிக்கப்பட்ட, பிரிக்கப்பட்ட"
"বিভাজন, বিভাজন, বিভাজন","பிரிவு, பிரிவு, பிரிவு"
আয়নমণ্ডলৰ D স্তৰ,அயனோஸ்பியரின் D அடுக்கு
"অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন","பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்"
"গম্বুজ, গম্বুজ","குவிமாடம், குவிமாடம்"
প্ৰভাৱশালী স্থান,செல்வாக்குமிக்க நிலை
দাতাৰ স্তৰত,நன்கொடையாளர் நிலை
মদিত সন্ধি,மடிட் ஒப்பந்தம்
"ব্যভিচাৰ, ব্যভিচাৰ","கலப்படம், கலப்படம்"
ডপলাৰ ইফেক্ট,டாப்ளர் விளைவு
"ডোজ, ডোজ","மருந்தளவு, மருந்தளவு"
কোৱাণ্টোমিটাৰ,குவாண்டோமீட்டர்
"বিন্দুযুক্ত, বিন্দুযুক্ত","புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட"
"দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত","இரட்டை, டிப்ளாய்டு, ஜோடி, இரட்டை, பொதுவான, இருவகை"
ডাবল বণ্ড,இரட்டை பிணைப்பு
দ্বি-উত্তল লেন্স,பைகான்வெக்ஸ் லென்ஸ்
দ্বি-উত্তল লেন্স,பைகான்வெக்ஸ் லென்ஸ்
বাইনাৰী ডিফাৰেন্সিয়েল,பைனரி வேறுபாடு
ডাবল আয়নীয়কৰণ,இரட்டை அயனியாக்கம்
ডাবল অণু,இரட்டை மூலக்கூறு
ডাবল প্ৰিচিচন,இரட்டை துல்லியம்
ডাবল ৰিফ্ৰেকচন,இரட்டை ஒளிவிலகல்
ডাবল ছিৰিজ,இரட்டை தொடர்
যোৰ তৰা,ஜோடி நட்சத்திரங்கள்
দুণ্ডণ,இரட்டை
achromatic লেন্স যোৰ,நிறமற்ற லென்ஸ் ஜோடி
"প্ৰসাৰণ, প্ৰসাৰণ","பரவல், விரிவாக்கம்"
দুগুণ আধানযুক্ত কণা,இரட்டிப்பு மின்னூட்டப்பட்ட துகள்
উভচৰ দুৰ্নীতিগ্ৰস্ত,ஆம்பிபியஸ் ஊழல்
ডাবল আয়নীয়কৃত,இரட்டை அயனியாக்கம்
তললৈ,கீழ்நோக்கி
ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট,இழுவை தாது அரை கச்சிதமான
ট্ৰেকচন বল,இழுவை சக்தி
"wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি","வா, ஓடுதல், அபோத், சறுக்கல் (சுரங்கம்), பஞ்ச் (உணவு), இடப்பெயர்ச்சி"
ৰানঅফ ষ্ট্ৰিম,ஓடை ஓடை
কাৰ্য্যকৰী,செயல்பாட்டு
পৰিবাহী ভল্টেজ,கடத்தல் மின்னழுத்தம்
pety ball,குட்டி பந்து
হঠাৎ বিৰতি,திடீர் இடைவேளை
"বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট","புள்ளி, நுண் புள்ளி, துளி"
পৰি যোৱা,வீழ்ச்சி
শুকান,உலர்
শুকান শুকান হাইগ্ৰ’মিটাৰ,உலர் உலர் ஹைக்ரோமீட்டர்
বিফল যোগাযোগ,தோல்வியுற்ற தொடர்பு
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
ডাক্ট,குழாய்
টান,இழுவிசை
টান,இழுவிசை
ডিম,மங்கலான
নিঃশব্দ,முடக்கு
নিক্ষেপ,படிவு
বমন তাৰা,வாமன் தாரா
ডাবল অক্ষ,இரட்டை அச்சு
গতিশীল,மாறும்
গতিশীল,மாறும்
"গতিশীলতা, গতিশীলতা","இயக்கவியல், இயக்கவியல்"
ডাইনামো,டைனமோ
ডাইন কৰক,சாப்பிடு
"পৃথিৱী, পৃথিৱী","பூமி, பூமி"
ভূমিকম্পৰ তীব্ৰতা,பூகம்பத்தின் தீவிரம்
পৃথিৱী উপগ্ৰহ,பூமி செயற்கைக்கோள்
আৰ্থ সংযোগ ব্যৱস্থা,பூமி இணைப்பு அமைப்பு
মাটিৰ তাঁৰ,தரையில் கம்பி
"কেন্দ্ৰ, কেন্দ্ৰবিন্দু","மையம், மையவிலக்கு"
কেন্দ্ৰীয়তা,விசித்திரத்தன்மை
echelon,எச்சிலோன்
প্ৰতিধ্বনি,எதிரொலி
ধাৰণা,அனுமானம்
বিপ্লৱৰ বৃত্তাকাৰ স্থানাংক,புரட்சி வட்ட ஒருங்கிணைப்புகள்
ঘূৰ্ণীবতাহ,நீர்ச்சுழி
প্ৰান্তৰ দোষ,விளிம்பு தவறு
মূল-প্ৰভাৱ,முக்கிய விளைவு
এডিছন কোষ,எடிசன் செல்
সম্পাদনা কৰক,தொகு
কাৰ্যকৰী,பயனுள்ள
দক্ষতা,திறன்
চেষ্টা কৰা,முயற்சி
এৰি দিয়া,வெளியேற்றம்
"ৰূপক, eigen","உருவக, ஈஜென்"
অষ্টভুজ,எண்கோணம்
আইনষ্টাইন-বোজ বিতৰণ নিয়ম,ஐன்ஸ்டீன்-போஸ் விநியோக சட்டம்
তৎক্ষণাত প্ৰভাৱ,உடனடி விளைவு
আইনষ্টাইনিয়াম,ஐன்ஸ்டீனியம்
আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ,ஐன்ஸ்டீன் ஸ்மோலுச்சோவ்ஸ்கி சமன்பாடு
আইনষ্টাইন-জনসংখ্যা,ஐன்ஸ்டீன்-மக்கள் தொகை
বহিষ্কাৰ কৰা,வெளியேற்றம்
ইজেক্টৰ কেপচুল,வெளியேற்றும் காப்ஸ்யூல்
ইজেক্টৰ,வெளியேற்றி
ক্লিয়াৰেন্স বৰ্ড,அனுமதி பலகை
বিপৰীত ধাৰণক্ষমতা,தலைகீழ் கொள்ளளவு
ইলাষ্টিক,மீள்
"ইলাষ্টিক ভংগীমাৰ প্ৰভাৱ, ইলাষ্টিক ভংগীমা","மீள் தோரணை விளைவு, மீள் தோரணை"
দোলনীয় শৰীৰ,ஊசலாட்ட உடல்
ইলাষ্টিকতা,நெகிழ்ச்சி
"ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ","எலாஸ்டிகோமீட்டர், எலாஸ்டிகோமீட்டர்"
ইলাষ্টিক নমনীয়তা,மீள் இணக்கத்தன்மை
আয়নমণ্ডল ই-স্তৰ,அயனோஸ்பியர் மின் அடுக்கு
ইলেক্ট্ৰেট,மின்சாரம்
"বৈদ্যুতিক, বৈদ্যুতিক","மின், மின்"
বিদ্যুৎ,மின்சாரம்
"বিদ্যুৎকৰণ, চাৰ্জিং","மின்மயமாக்கல், சார்ஜ் செய்தல்"
বিদ্যুৎস্পৃষ্ট,மின்மயமாக்கப்பட்டது
"আধানযুক্ত কণা, আধানযুক্ত কণা","மின்னூட்டப்பட்ட துகள், மின்னூட்டப்பட்ட துகள்"
ইলেক্ট্ৰ&#39;একাউষ্টিক,மின் ஒலி
ইলেক্ট্ৰ&#39;-একাউষ্টিকছ,மின் ஒலியியல்
ইলেক্ট্ৰ&#39;-থাৰ্মেল,மின் வெப்ப
ইলেক্ট্ৰ&#39;কেমিকেল,மின்வேதியியல்
সমান্তৰাল,இணையான
ইলেক্ট্ৰ&#39;ড,மின்முனை
ইলেক্ট্ৰ&#39;ডাইনেমিক্স,மின் இயக்கவியல்
ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট,எலக்ட்ரோடைனமிக் விளைவு
গেলভানিক পৃথকীকৰণ,கால்வனிக் தனிமைப்படுத்தல்
ইলেক্ট্ৰলাইট,எலக்ட்ரோலைட்
ইলেক্ট্ৰ&#39;লাইটিক,மின்னாற்பகுப்பு
"ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ","எலக்ட்ரோபோரேசிஸ், எலக்ட்ரோபோரேசிஸ்"
বিদ্যুৎচুম্বক,மின்காந்தம்
বিদ্যুৎচুম্বকীয় ক্ষেত্ৰ,மின்காந்த புலம்
বিদ্যুৎচুম্বকত্ব,மின்காந்தவியல்
বিদ্যুৎচুম্বকত্ব,மின்காந்தவியல்
"ইলেক্ট্ৰ&#39;মিটাৰ নজেল,ইলেক্ট্ৰ&#39;মিটাৰ ভালভ","எலக்ட்ரோமீட்டர் முனை, எலக்ட்ரோமீட்டர் வால்வு"
বিদ্যুৎচালিত বল,மின்னோட்ட விசை
ইলেক্ট্ৰন,எதிர் மின்னணு
ঋণ-বিদ্যুৎ,கடன்-மின்சாரம்
ইলেক্ট্ৰনিক,மின்னணு
ইলেক্ট্ৰনিক eigenfunction,மின்னணு ஈஜென் செயல்பாடு
ইলেক্ট্ৰনিক শক্তি,மின்னணு ஆற்றல்
ইলেক্ট্ৰনিক্স,மின்னணுவியல்
ইলেক্ট্ৰন অপটিক্স,எலக்ட்ரான் ஒளியியல்
ইলেক্ট্ৰ&#39;-অপ্টিক্স,மின் ஒளியியல்
বিদ্যুৎচুম্বকত্ব,மின்காந்தவியல்
ইলেক্ট্ৰস্কোপ,மின்னோக்கி
ইলেক্ট্ৰষ্টেটিক,மின்னியல்
ইলেক্ট্ৰষ্টেটিক্স,மின்னியல்
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,எலக்ட்ரோபோரேசிஸ்
বৈদ্যুতিক সংযোগ,மின் இணைப்பு
বৈদ্যুতিক সংযোগকাৰী,மின் இணைப்பு
"উপাদান, সংখ্যালঘু, উপাদান","கூறுகள், சிறுபான்மையினர், கூறுகள்"
"প্ৰাথমিক, মৌলিক, মৌলিক","முதன்மை, அடிப்படை, அடிப்படை"
মূল চাৰ্জ,அசல் கட்டணம்
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","உயர்வு, உயர்வு, உயர்வு, உயர்வு, உயர்வு"
উচ্চতামাপক,உயரமானி
"লিফ্ট, লিফ্ট","உயர்த்தி, உயர்த்தி"
