Marathi,Telugu
बासिडीओकार्प,బాసిడియోకార్ప్
बासिडीओमायसेट्स,బాసిడియోమైసెట్స్
बासिडीओस्पोर,బాసిడియోస్పోర్
बॅसिडियम,బాసిడియం
बेसिफिक्स्ड,బాసిఫిక్స్డ్
बेसिलर पडदा,బాసిలార్ పొర
बासिपेटल इंटर्नोड ऑर्डर,బాసిపెటల్ ఇంటర్నోడ్ ఆర్డర్
बासोफिल,బాసోఫిల్
बासोफिलिक,బాసోఫిలిక్
बेट्सियन मिमिक्री,బేట్సియన్ మిమిక్రీ
बाथ स्पंज,బాత్ స్పాంజ్
बाथ स्पंज,బాత్ స్పాంజ్
बौहिनिया,బౌహినియా
बीट,బీట్
मधमाश्या,తేనెటీగ
बीवॅक्स,బీవాక్స్
बेगोनिया,బిగోనియా
वर्तणूक अनुकूलता,ప్రవర్తనా అనుసరణ
बेल,బెల్
बेलॅडोना,బెల్లడోన్నా
सौम्य ट्यूमर,నిరపాయమైన కణితి
बेंथिक,బెంథిక్
बेंझिन हेक्साक्लोराईड (बीएचसी),బెంజీన్ హెక్సాక్లోరైడ్ (బిహెచ్‌సి)
बेंझिन,బెంజీన్
बेरेनिल,బెరెనిల్
बेरी,బెర్రీ
बीटा विविधता,బీటా వైవిధ్యం
बेटुला,బెటులా
बी-ग्लोबिन,బి-గ్లోబిన్
भांग,భంగ్
भेटकी,భెట్కి
बी-होरिझन,బి-హోరిజోన్
बायकार्बोनेट,బైకార్బోనేట్
बायकारपेलरी,సైనిక్పెల్లరీ
बायकार्पेलाटा,బైసార్పెల్లటే
बायसेप्स,బైసెప్స్
बायकोन्केव्ह,బైకాన్‌కేవ్
बायकोन्व्हेक्स,Biconvex
बायकोन्व्हेक्स-गोलाकार लेन्स,బికాన్వెక్స్-గోళాకార లెన్స్
बायिकसपिड वाल्व,బైకస్పిడ్ వాల్వ్
निविदाकाराचा कालवा,బిడ్డర్ కాలువ
निविदाकाराचा अवयव,బిడ్డర్ యొక్క అవయవం
द्विवार्षिक,ద్వైవార్షిక
बिग बॅंग सिद्धांत,బిగ్ బ్యాంగ్ సిద్దాంతం
बिलाबिएट,బిలాబియేట్
द्विपक्षीय सममिती,ద్వైపాక్షిక సమరూపత
बिलाटेरिया,బిలాటేరియా
बिलेयर,బిలేయర్
पित्त,పిత్తం
पित्त रंगद्रव्य,పిత్త వర్ణద్రవ్యం
पित्त मीठ,పిత్త ఉప్పు
बायनरी विखंडन,జంటను విడదీయుట
बंधनकारक फ्लोरोक्रोम,బైండింగ్ ఫ్లోరోక్రోమ్
सब्सट्रेटचे बंधन,ఉపరితలం యొక్క బంధం
दुर्बिणी,బైనాక్యులర్
दुर्बिणीचे डोके,బైనాక్యులర్ హెడ్
दुर्बिणीचा दृष्टी,బైనాక్యులర్ విజన్
द्विपक्षीय,ద్విపద
द्विपक्षीय नामांकन,ద్విపద నామకరణం
द्विपदी प्रणाली,ద్విపద వ్యవస్థ
बिनुलीट,ద్విపద
बायोएक्टिव्ह मायक्रोबियल उत्पादन,బయోయాక్టివ్ సూక్ష్మజీవుల ఉత్పత్తి
बायोकेमिकल मार्ग,జీవరసాయన మార్గం
बायोकेमिकल प्रतिक्रिया,జీవరసాయన ప్రతిచర్య
बायोमेडिकल अभियांत्रिकी,బయోమెడికల్ ఇంజనీరింగ్
बायोसिंथेटिक फेज,బయోసింథటిక్ దశ
बायोवेपॉन एजंट,బయోవైపన్ ఏజెంట్
बायोसे,బయోస్సే
बायोकेमिकल,జీవరసాయన
बायोकेमिकल ऑटोनॅलिझर,బయోకెమికల్ ఆటోఅనలైజర్
बायोकेमिकल वैशिष्ट्य,జీవరసాయన లక్షణం
बायोकेमिकल ऑक्सिजन मागणी (बीओडी),జీవరసాయన ఆక్సిజన్ డిమాండ్
बायोकेमिकल मार्ग,జీవరసాయన మార్గం
बायोकेमिकल वर्गीकरण,జీవరసాయన వర్గీకరణ
बायोकेमिकल तंत्र,జీవరసాయన సాంకేతికత
बायोकेमिस्ट्री,బయోకెమిస్ట్రీ
बायोसाइड,బయోసైడ్
बायोसाइड अवशेष,బయోసైడ్ అవశేషాలు
बायोडिग्रेडेबल कीटकनाशक,బయోడిగ్రేడబుల్ పురుగుమందు
बायोडिग्रेडेबल सेंद्रिय कचरा,బయోడిగ్రేడబుల్ సేంద్రీయ వ్యర్థాలు
बायोडिग्रेडेबल कीटकनाशक,బయోడిగ్రేడబుల్ పురుగుమందు
जैवविविधता,జీవవైవిధ్యం
बायोएथिक्स,బయోఎథిక్స్
बायोफर्टिलायझर,బయోఫెర్టిలైజర్
बायोफोर्टिफिकेशन,బయోఫోర్టిఫికేషన్
बायोजेनेसिस,బయోజెనిసిస్
जैविक कायदा,బయోజెనెటిక్ చట్టం
बायोजिओकेमिकल सायकल,బయోజెకెమికల్ చక్రం
जीवशास्त्रविषयक प्रदेश,బయోజియోగ్రాఫికల్ ప్రాంతం
जीवशास्त्र,బయోగ్రఫీ
बायोइन्फॉरमॅटिक्स,బయోఇన్ఫర్మేటిక్స్
बायोलिस्टिक गन (जीन गन),బయోలిస్టిక్ గన్
बायोलिस्टिक्स,బయోలిస్టిక్స్
जैविक आणि शारीरिक अडथळा,జీవసంబంధమైన
जैविक अस्तित्व,జీవ జీవి
जैविक रसायनशास्त्र,బయోలాజికల్ కెమిస్ట్రీ
जैविक वर्गीकरण,జీవ వర్గీకరణ
जैविक समुदाय,జీవసంబంధమైన సంఘం
जैविक नियंत्रण,జీవ నియంత్రణ
जैविक विविधता,జీవ వైవిధ్యం
जैविक उत्क्रांती,జీవ పరిణామం
जैविक शेती,జీవ వ్యవసాయం
जैविक वारसा,జీవ వారసత్వం
जैविक वाढ,జీవ మాగ్నిఫికేషన్
जैविक नायट्रोजन फिक्सेशन,జీవ నత్రజని స్థిరీకరణ
जैविक रंगद्रव्य,జీవ వర్ణద్రవ్యం
जैविक प्रजाती संकल्पना,జీవ జాతుల భావన
जैविक प्रणाली,జీవ వ్యవస్థ
जैविक युद्ध (बायो-युद्ध),జీవసంబంధమైన యుద్ధం
जैविक शस्त्र (बायो-शस्त्रे),జీవ ఆయుధం (బయో-ఆయుధం)
बायोलॉजिकल,జీవశాస్త్రాలు
जीवशास्त्रज्ञ,జీవశాస్త్రవేత్త
जीवशास्त्र,జీవశాస్త్రం
बायोल्यूमिनेसेन्स,బయోలుమినిసెన్స్
बायोमास,బయోమాస్
बायोमास इंधन,బయోమాస్ ఇంధనం
बायोम,బయోమ్
बायोमेडिकल अभियांत्रिकी,బయోమెడికల్ ఇంజనీరింగ్
बायोमेडिकल तंत्रज्ञान,బయోమెడికల్ టెక్నాలజీ
बायोमोलिक्यूल,బయో అణువు
बायोपेटेंट,బయోపాటెంట్
बायोफार्मास्युटिकल,బయోఫార్మాస్యూటికల్
बायोफिजिकल,బయోఫిజికల్
बायोफिजिक्स,బయోఫిజిక్స్
बायोपायरेसी,బయోపిరసీ
बायोपोटेन्शियल एम्पलीफायर,బయోపోటెన్షియల్ యాంప్లిఫైయర్
बायोरिएक्टर,బయోఇయాక్టర్
बायोमेडिएशन,బయోరిమిడియేషన్
बायोसोलिड,బయోసోలిడ్
जीवशास्त्र संसाधने,బయోస్పియర్ వనరులు
जीवशास्त्र,బయోస్పియర్
बायोसिंथेटिक मार्ग,బయోసింథటిక్ మార్గం
बायोसिंथेटिक फेज,బయోసింథటిక్ దశ
बायोसिस्टमॅटिक्स,బయోసిస్టెమాటిక్స్
बायोटेक्नॉलॉजी,బయోటెక్నాలజీ
बायोटेरॉरिझम,బయోటెర్రరిజం
बायोटिक,బయోటిక్
बायोटिक समुदाय,బయోటిక్ కమ్యూనిటీ
बायोटिक फॅक्टर,బయోటిక్ కారకం
बायोवर,బయోవర్
बायोवेपॉन एजंट,బయోవైపన్ ఏజెంట్
द्विपक्षीय,ద్విపద
बायफॉस्फोग्लिसरेट,బైఫాస్ఫోగ్లిసరేట్
द्विपक्षीय,బైపిన్నేట్
द्विध्रुवीय तंत्रिका सेल,బైపోలార్ నరాల కణం
द्विध्रुवीय न्यूरॉन,బైపోలార్ న్యూరాన్
पक्षी,పక్షి
बर्ड फ्लू विषाणू,బర్డ్ ఫ్లూ వైరస్
उभयलिंगी,ద్విలింగ
उभयलिंगी फूल,ద్విలింగ పువ్వు
चावणे आणि चघळण्याचे प्रकार,కొరికే మరియు చూయింగ్ రకం
बायव्हॅलेंट,బైవాలెంట్
विचित्र वर्तन,వికారమైన ప్రవర్తన
ब्लॅक बेरी,నల్ల రేగు పండ్లు
ब्लॅक फूट रोग,బ్లాక్ ఫుట్ డిసీజ్
क्रूसीफरचा ब्लॅक रॉट,క్రూసిఫెర్ యొక్క నల్ల తెగులు
मूत्राशय वर्ट,మూత్రాశయం వోర్ట్
मूत्राशय,మూత్రాశయం
मूत्राशय,మూత్రాశయం
मूत्राशय,మూత్రాశయం
ब्लास्टोकोल,బ్లాస్టోకోల్
ब्लास्टोसिस्ट,బ్లాస్టోసిస్ట్
ब्लास्टोमेर,బ్లాస్టోమెర్
ब्लास्टुला,బ్లాస్ట్యులా
मिश्रित,బ్లెండెడ్
आंधळे थैली,బ్లైండ్ సాక్
अंधुक बिंदू,బ్లైండ్ స్పాట్
रक्त गठ्ठा घटक,రక్తం గడ్డకట్టే కారకం
रक्तवाहिन्या,బ్లడ్ కార్పస్
रक्त प्रवाह,రక్త ప్రసారం
रक्त गट,రక్తపు గ్రూపు
रक्त सीरम,బ్లడ్ సీరం
रक्त वाहिनी,రక్త నాళం
ब्लडस्ट्रीम,బ్లడ్ స్ట్రీమ్
ब्लॉटिंग,బ్లాటింగ్
ब्लू बेबी सिंड्रोम,బ్లూ బేబీ సిండ్రోమ్
निळा बेरी,బ్లూ బెర్రీ
निळा हिरवा एकपेशीय वनस्पती,బ్లూ గ్రీన్ ఆల్గే
निळा क्रांती,నీలం విప్లవం
निळा देवमासा,బ్లూ తిమింగలం
निळा अंत बंधन,బ్లూ ఎండ్ లిగేషన్
दृष्टी अस्पष्ट,దృష్టి అస్పష్టత
बॉबकॅट,బాబ్‌క్యాట్
शरीर,శరీరం
शरीर (सोमाटिक) सेल,శరీర (సోమాటిక్)
शरीरातील द्रव,శరీర ద్రవం
बोअरहाविया,బోయర్‌హావియా
बोग,బోగ్
बोल वर्म,బోల్ పురుగు
बोलस,బోలస్
बॉम्ब कॅलरीओमीटर,బాంబు కేలరీమీటర్
बॉम्बे बदक,బొంబాయి డక్
बॉम्बेक्स,బాంబిక్స్
अस्थिमज्जा,ఎముక మజ్జ
बोनलिया,బోనెల్లియా
हाडांचा चक्रव्यूह,అస్థి చిక్కైన
हाडांची रचना,అస్థి నిర్మాణం
बुक गिल,బుక్ గిల్
सीमा खड्डा,సరిహద్దు పిట్
वनस्पतिशास्त्र,బొటానికల్
वनस्पति उद्यान,వృక్షశాస్త్ర ఉద్యానవనం
वनस्पति नामांकन,బొటానికల్ నామకరణం
वनस्पतिशास्त्रज्ञ,వృక్షశాస్త్రజ్ఞుడు
वनस्पतिशास्त्र,బోటనీ
अडथळा प्रभाव,అడ్డంకి ప్రభావం
तळाशी रहिवासी,దిగువ నివాసి
तळाशी निवासी,దిగువ నివాసం
बोगेनविले,బౌగెన్విలియా
बोमन कॅप्सूल,బౌమాన్ క్యాప్సూల్
बोमनची ग्रंथी,బౌమన్స్ గ్రంథి
ब्रॅकेट बुरशी,బ్రాకెట్ శిలీంధ్రాలు
Cract,Bract
ब्रॅकेट,Bracteate
ब्रॅक्टिओट,బ్రాక్టియోలేట్
ब्रॅक्टिओल,బ్రాక్టియోల్
मेंदू,మె ద డు
ब्रेन बॉक्स,బ్రెయిన్ బాక్స్
ब्रेन डेड,మెదడు చనిపోయింది
ब्रेन गँगलियन,బ్రెయిన్ గ్యాంగ్లియన్
ब्रेन स्टेम,మెదడు కాండం
शाखा,శాఖ
ब्रांचिओस्टोमा,బ్రాంచియోస్టోమా
ब्राझिन,బ్రజ్జిన్
ब्रेड मोल्ड,బ్రెడ్ అచ్చు
आईचे दूध,రొమ్ము పాలు
ब्रीडर,పెంపకందారుడు
प्रजनन जीवशास्त्र,పెంపకం జీవశాస్త్రం
मद्य उत्पादक बुरशी,బ్రూవర్స్ ఈస్ట్
पूल,వంతెన
चमकदार फील्ड मायक्रोस्कोप,బ్రైట్ ఫీల్డ్ మైక్రోస్కోప్
ठिसूळ तारा,పెళుసైన నక్షత్రం
ब्रॉड बीन,బ్రాడ్ బీన్
ब्रोकोली,బ్రోకలీ
ब्रॉन्किओल,బ్రోన్కియోల్
ब्राँकायटिस,బ్రోన్కైటిస్
ब्रॉन्कोडायलेटर औषध,బ్రోంకోడైలేటర్ డ్రగ్
ब्रूड,సంతానం
ब्रूड,సంతానం
ब्रूड परजीवी,సంతానం పరాన్నజీవి
ब्रूड पाउच,బ్రూడ్ పర్సు
मटनाचा रस्सा,ఉడకబెట్టిన పులుసు
तपकिरी अस्वल,గోదుమ ఎలుగు
तपकिरी गंज,బ్రౌన్ రస్ట్
ब्राउझर,బ్రౌజర్
ब्रश-बॉर्डर सिलेटेड एपिथेलियम,బ్రష్-సరిహద్దు సిలియేటెడ్ ఎపిథీలియం
ब्रुसेल्स स्प्राउट,బ్రస్సెల్స్ మొలకెత్తడం
ब्रायोफिलम,బ్రయోఫిలమ్
ब्रायोफिटा,బ్రయోఫైటా
ब्रायोफाइट,బ్రయోఫైట్
ब्रायोप्सिडा,బ్రయోప్సిడా
बुबो,బుబో
बकल पोकळी,బుక్కల్ కుహరం
बुक्को-फॅरेन्जियल पोकळी,బుక్కో-ఫారింజియల్ కుహరం
नवोदित,బడ్డింగ్
बफर बायकार्बोनेट,బఫర్ బైకార్బోనేట్
बफर,బఫర్
मोकळी जागा,బఫర్ జోన్
बफरिंग Action क्शन,బఫరింగ్ చర్య
बुफो,బుఫో
बल्ब,బల్బ్
बल्बिल,బల్బిల్
बल्बो मूत्रमार्ग ग्रंथी,బల్బో యురేత్రల్ గ్రంథి
मोठ्या प्रमाणात प्रवाह,భారీ ప్రవాహం
बल्फॉर्म सेल,బుల్లిఫార్మ్ సెల్
बंबल मधमाशी,బంబుల్ బీ
बंडल शाखा,బండిల్ బ్రాంచ్
बंडल म्यान,కట్ట కోశం
बंडल म्यान सेल,బండిల్ కోశం సెల్
उधळपट्टी,తేలిక
हुशार घनता सेंट्रीफ्यूगेशन,తేలికపాటి సాంద్రత సెంట్రిఫ్యూగేషన్
आनंददायक घनता,తేలికపాటి సాంద్రత
बर्गेन,బర్జన్
बुरुज,బురోయింగ్
बुश,బుష్
बुटेआ मोनोस्पर्मा,బుటియా మోనోస్పెర్మా
बुथस,బుతస్
बट्रेस (सूजलेला स्टेम बेस),ఉబ్బిన కాండం బేస్
उप-उत्पादन,ఉప-ఉత్పత్తి
सी-पेप्टाइड,సి-పెప్టైడ్
कॅक्टस,కాక్టస్
कॅडमियम प्रदूषण,కాడ్మియం కాలుష్యం
कॅड्यूकस,కాడోసస్
Caicum,సీకం
Caenorhabditits Elgans,కేనోరబ్డిటిస్ ఎలిగాన్స్
सेझियम,సీసియం
कॅफिन,కెఫిన్
कॅल्केरियस स्पिक्यूल,సున్నపు స్పైక్యూల్
कॅल्केरियस शेल,కాల్కారియస్ షెల్
कॅल्किफेरस ग्रंथी,కాల్సిఫెరస్ గ్రంథి
कॅल्सीफिकेशन,కాల్సిఫికేషన్
कॅल्सिटोनिन,కాల్సిటోనిన్
कॅल्शियम,కాల్షియం
कॅल्शियम ब्रिज,కాల్షియం వంతెన
कॅल्शियम कार्बोनेट,కాల్షియం కార్బోనేట్
कॅलेंडुला,కలేన్ద్యులా
कॉलिपस,కాలిపస్
कॉलस,కాలిస్
कॉलस संस्कृती,కాలిస్ సంస్కృతి
कोलोकाशिया,కోలోకాసియా
कॅलोट्स,CALOTES
कॅलोट्रोपिस,జిల్లేడు
कॅलोट्रोपिस प्रोसेरा,కలోట్రోపిస్ ప్రోసెరా
केल्विन सायकल,కాల్విన్ సైకిల్
कॅलिसिनिया,కాలిసినీ
कॅलेक्स,కాలిక్స్
कॅलेक्स,కాలిక్స్
कॅंब्रियन कालावधी,కేంబ్రియన్ కాలం
कॅमेलस,కామెలస్
Comulfage,మభ్యపెట్టడం
कॅम्पेनेल्स,కాంపానెల్స్
कॅनाबिनोइड,కెనబినాయిడ్
कॅनालिकुलस,కాలువలు
कर्करोग,క్యాన్సర్
कर्करोग (सामान्य खेकडा),క్యాన్సర్ (కామన్ పీత
कँडीटुफ्ट,కాండీట్
ऊस साखर,చెరకు చక్కెర
कॅनिडे,కానిడే
कॅनिन (दात),కుక్క (దంతాలు)
कॅनिस परिचित,కానిస్ సుపరిచితులు
कॅन्ना,Canna
भांग सॅटिवा,గంజాయి సాటివా
छत,పందిరి
कॅपेसिटेशन,కెపాసిటేషన్
केशिका,కేశనాళిక
केशिका,కేశనాళిక
केशिका अभिसरण,కేశనాళిక ప్రసరణ
कॅपिटुलम,కాపిట్యులం
कॅपरिस,కాపారిస్
कॅपिंग,క్యాపింగ్
कॅप्सिड,క్యాప్సిడ్
कॅप्सोमेर,క్యాప్సోమెర్
कॅप्सूल,క్యాప్సూల్
कार्बॅमिनोहेमोग्लोबिन,కార్బమినోహెమోగ్లోబిన్
कार्बोहायड्रेट,కార్బోహైడ్రేట్
कार्बन डाय ऑक्साइड,బొగ్గుపులుసు వాయువు
कार्बन डिसल्फाइड,కార్బన్ డిసుల్ఫైడ్
कार्बन रेणू,కార్బన్ అణువు
कार्बोनेट,కార్బోనేట్
कार्बॉनिक acid सिड,కార్బోనిక్ ఆమ్లం
कार्बोनिक अ‍ॅनहायड्रॅस,కార్బోనిక్ అన్హైడ్రేస్
कार्बनिफेरस कालावधी,కార్బోనిఫరస్ కాలం
कारबॉक्सिल,కార్బాక్సిల్
कार्बॉक्सिल ग्रुप,కార్బాక్సిల్ సమూహం
कार्बोक्लेझ,కార్బాక్సిలేస్
कार्बोक्लेशन,కార్బాక్సిలేషన్
कारचारोडन,కార్చరోడాన్
कार्सिनोजेनेसिस,కార్సినోజెనిసిస్
कार्सिनोजेनिक,క్యాన్సర్
कार्सिनोमा,కార్సినోమా
ह्रदयाचा चक्र,గుండె చక్రం
कार्डियाक ग्लायकोसाइड,కార్డియాక్ గ్లైకోసైడ్
हृदयाचे स्नायू,గుండె కండరాలు
कार्डियाक पेसमेकर,కార్డియాక్ పేస్‌మేకర్
कार्डोस्कोप,కార్డియోస్కోప్
कार्निवोरा,కార్నివోరా
मांसाहारी,మాంసాహారులు
मांसाहारी,మాంసాహార
मांसाहारी विमान,మాంసాహార విమానం
मांसाहारी चतुष्पाद,మాంసాహార నాలుగు రెట్లు
कॅरोटीन,కెరోటిన్
कॅरोटीनोइड,కెరోటినాయిడ్
कार्पल,కార్పల్
कार्पेल,కార్పెల్
कार्पस,కార్పస్
कॅरेजेन,క్యారేజీన్
वाहक यंत्रणा,క్యారియర్ మెకానిజం
वाहून नेण्याची क्षमता,భార సామర్ధ్యం
कार्टिलेजेनस फिश,కార్టిలాజెనస్ ఫిష్
कार्टिलेगिनस,కార్టిలాజినస్
कार्न्कल,కరున్కిల్
कॅरिओगामी,కారియోగామి
कॅरिओफिलॅसी,కారియోఫిలేసి
कॅरिओफिलेसियस,కారియోఫిలేసియస్
कॅरिओपिसिस,కారియోప్సిస్
केसिन,కేసైన్
कॅस्परियन पट्टी,కాస్పారియన్ స్ట్రిప్
कॅसिया,కాసియా
कॅसोवरी,కాసోవరీ
एरंडेल,కాస్టర్
कॅसुरिना,కాసురినా
कॅसुरिना अल्नस,కాసురినా ఆల్నస్
कॅटाबोलिझम,క్యాటాబోలిజం
कॅटलॅस,ఉత్ప్రేరక
कॅटलॉग,జాబితా
कॅटॅलिसिस,ఉత్ప్రేరక
उत्प्रेरक,ఉత్ప్రేరకం
उत्प्रेरक कन्व्हर्टर,ఉత్ప్రేరక కన్వర్టర్
मोतीबिंदू,కంటి శుక్లాలు
आपत्ती,విపత్తు
कॅटेकोलामाइन,కాటెకోలమైన్
कॅटेकोलोमाइन संप्रेरक,కాటెకోలోమిన్ హార్మోన్
कॅथेट्रायझेशन,కాథెటరైజేషన్
केशन,కేషన్
कॅटकिन,క్యాట్కిన్
कॅटला,కాట్లా
मांजरीचे नेल (बिग्नोनिया-गोंगुइस कॅटी),పిల్లి గోరు (బిగ్నోనియా-ఉంగూయిస్ కాటి)
गुरेढोरे चरणे,పశువుల మేత
गुरेढोरे गुरेढोरे,పశువుల గడ్డిబీడు
गुरेढोरे रुमेन,పశువుల రుమెన్
गुरांची शैली,పశువుల శైలి
पुच्छर कशेरुका,కాడల్ వెన్నుపూస
COUDEX,కాడెక్స్
कार्यकारण एजंट,కారణ ఏజెంట్
सेड्रस देवोदर (देवदार),సెడ్రస్ డియోడారా
सेलिस्ट्रेल्स,సెలాస్ట్రెల్స్
सेल जीवशास्त्रज्ञ,సెల్ జీవశాస్త్రవేత్త
सेल जीवशास्त्र,సెల్ బయాలజీ
सेल चक्र,సెల్ చక్రం
सेल वाढ,సెల్ విస్తరణ
सेल लिफाफा,సెల్ ఎన్వలప్
सेल फ्रॅक्शनेशन,సెల్ భిన్నం
सेल होमोजेनेट,సెల్ సజాతీయ
सेल मध्यस्थ प्रतिकारशक्ती,సెల్ మధ్యవర్తిత్వ రోగనిరోధక శక్తి
पेशी आवरण,కణ త్వచం
सेल प्रसार,కణాల విస్తరణ
सेल रचना,కణ నిర్మాణం
सेल सिद्धांत,సెల్ సిద్ధాంతం
पेशी भित्तिका,సెల్ గోడ
सेलोफेन पडदा,సెల్లోఫేన్ పొర
सेल्युले,సెల్యులే
सेल्युलर संरक्षण,సెల్యులార్ డిఫెన్స్
सेल्युलर एनर्जी ट्रान्सफर-सिस्टम,సెల్యులార్ ఎనర్జీ బదిలీ-వ్యవస్థ
सेल्युलर एंजाइम,సెల్యులార్ ఎంజైమ్
सेल्युलर पातळी,సెల్యులార్ స్థాయి
सेल्युलर ऑक्सिडेशन,సెల్యులార్ ఆక్సీకరణ
सेल्युलर पूल,సెల్యులార్ పూల్
सेल्युलोज,సెల్యులోజ్
सेल्युलोज मायक्रोफिब्रिल,సెల్యులోజ్ మైక్రోఫైబ్రిల్
सिमेंटम,సిమెంటం
सेन्चरस,సెన్చ్రస్
सेनोझोइक युग,సెనోజాయిక్ శకం
जनगणना,జనాభా లెక్కలు
जनगणना,జనాభా లెక్కలు
सेंटीमोर्गन,సెంటీమోర్గాన్
सेंटीपीडा ऑर्बिक्युलरिस,సెంటిపెడా ఆర్బిక్యులారిస్
मध्य अक्ष,కేంద్ర అక్షం
मध्यवर्ती सेल,సెంట్రల్ సెల్
मध्यवर्ती कोअर,సెంట్రల్ కోర్
मध्यवर्ती मत,సెంట్రల్ డాగ్మా
केंद्रीय औषध संशोधन संस्था,కేంద్ర researchషధ పరిశోధన సంస్థ
मध्य फील्ड,కేంద్ర క్షేత్రం
सेंट्रल लॅक्टेल,సెంట్రల్ లాక్టియల్
मध्यवर्ती मज्जासंस्था,కేంద్ర నాడీ వ్యవస్థ
मध्यवर्ती सल्कस,సెంట్రల్ సల్కస్
सेंट्रीफ्यूगेशन,సెంట్రిఫ్యూగేషన్
सेंट्रीओल,సెంట్రియోల్
सेन्ट्रोमेर,సెంట్రోమీర్
सेन्ट्रोसोम,సెంట్రోసోమ్
सेन्टरोस्फीअर,సెంట్రోస్పియర్
सेफलोचॉर्डेट,సెఫలోచర్డేట్
सेफलोचॉर्डेट्स,సెఫలోకార్డేట్స్
सेफलोस्पोरिन,సెఫలోస్పోరిన్
सेफॅलोथोरॅक्स,సెఫలోథొరాక్స్
सेराटोफिलॅसी,సెరాటోఫిలేసి
धान्य धान्य,ధాన్యపు ధాన్యం
सेरेबेलर पेडनकल,సెరెబెల్లార్ పెడన్కిల్
सेरेबेलम,సెరెబెల్లమ్
सेरेब्रल अ‍ॅक्विडक्ट,సెరిబ్రల్ జలచరం
सेरेब्रल कॉर्टेक्स,సెరెబ్రల్ కార్టెక్స్
सेरेब्रल गोलार्ध,సెరిబ్రల్ అర్ధగోళం
सेरेब्रल वेंट्रिकल,సెరిబ్రల్ జఠరిక
सेरेब्रोस्पाइनल फ्लुइड (सीएसएफ),మస్తిష్క వల్కలము
सेरेब्रम,సెరెబ్రమ్
प्रमाणित बियाणे,ధృవీకరించబడిన విత్తనం
सेर्यूमेनस ग्रंथी,సెరుమెనస్ గ్రంథి
गर्भाशय ग्रीवा,గర్భాశయ
गर्भाशय ग्रीवा कॅप,గర్భాశయ టోపీ
गर्भाशय ग्रीवा,గర్భాశయ వెన్నుపూస
गर्भाशय ग्रीवा,గర్భాశయ
सेझियम क्लोराईड,సీసియం క్లోరైడ్
सेसपूल,సెస్పూల్
Cetasians,సెటాసియన్లు
चेटोप्टेरस,చైటోప్టెరస్
चालझा,చలాజా
चालझा,చలాజా
चालझल एंड,చలాజల్ ముగింపు
चालिना,చలీనా
गिरगिट (चामेलियन),వెన్నుపానము
चक्रोइड,చాన్క్రాయిడ్
चॅनल,ఛానెల్
चॅनल,ఛానెల్
चैपरॉन,చాపెరాన్
चारा,చరా
वैशिष्ट्यपूर्ण वनस्पती,లక్షణ వృక్షసంపద
कोळसा,బొగ్గు
चार्गॅफचा नियम,ఛార్గాఫ్ నియమం
चार्ज युग्मित डिव्हाइस (सीसीडी),ఛార్జ్ కపుల్డ్ పరికరం (సిసిడి)
चार्जिंग,ఛార్జింగ్
Chasmogamous,చాస్మోగామస్
चॅटमालस,చాతమలస్
चेलोन,చెలోన్
रासायनिक विश्लेषक,కెమికల్ ఎనలైజర్
रासायनिक बंध,రసాయన బంధం
रासायनिक ब्रेकडाउन,రసాయన విచ్ఛిన్నం
रासायनिक जटिलता,రసాయన సంక్లిష్టత
रासायनिक वातावरण,రసాయన వాతావరణం
रासायनिक उत्क्रांती,రసాయన పరిణామం
रासायनिक पद्धत,రసాయన విధానం
रासायनिक म्युटागेन,కెమికల్ మ్యూటాజెన్
रासायनिक मूळ,రసాయన మూలం
रासायनिक ऑक्सिजनची मागणी,రసాయన ఆక్సిజన్ డిమాండ్
रासायनिक क्षमता,రసాయన సామర్థ్యం
रासायनिक स्कॅल्पेल,రసాయన స్కాల్పెల్
रासायनिक सिग्नल,రసాయన సంకేతం
रासायनिक Synapse,రసాయన సినాప్సే
केमिओमोटिक गृहीतक,కెమియోస్మోటిక్ పరికల్పన
केमिस्ट,రసాయన శాస్త్రవేత్త
रसायनशास्त्र,రసాయన శాస్త్రం
केमोसिंथेसिस,కెమోసింథసిస్
केमो-ऑटोरोफिक बॅक्टेरिया,కెమో-అటోరోఫిక్ బ్యాక్టీరియా
केमोनॅस्टी,కెమోనాస్టీ
केमोसिंथेसिस,కెమోసింథసిస్
केमोसिंथेटिक ऑटोट्रोफ,కెమోసింథటిక్ ఆటోట్రోఫ్
केमोसिंथेटिक बॅक्टेरिया,కెమోసింథటిక్ బ్యాక్టీరియా
केमोटॅक्सिस,కెమోటాక్సిస్
केमोटाक्सोनॉमी,కెమోటాక్సానమీ
केमोथेरपी,కీమోథెరపీ
चेनोपोडियासी,చెనోపోడియాసి
Chiasmata,చియాస్మాటా
चियास्मना प्रकार गृहीतक,చియాస్మ్నా రకం పరికల్పన
चिकुंगुनिया,చికూంగునియా
चिकोरी,షికోరి
बालपण,బాల్యం
मिरची मोझॅक विषाणू,మిరప మొజాయిక్ వైరస్
सिंचोना ऑफिसिनलिस,సిన్చోనా అఫిసినాలిస్
चिरोप्टेरोफिली,చిరోప్టెరోఫిలీ
चिटिन,చిటిన్
चिटिनस,చిటినస్
क्लॅमिडीया ट्रॅकोमॅटिस,క్లామిడియా ట్రాకోమాటిస్
क्लेमिडियासिस,క్లామిడియాసిస్
