Hindi,Kannada
फलन,ಜಡನಾಗಿಸುವಿಕೆ
"फल पातन, फल का झड़ना",ಹಣ್ಣಿನ ಹನಿ
फल बनना,ಹಣ್ಣು-ಸೆಟ್ (ಹಣ್ಣಿನ ಸೆಟ್ಟಿಂಗ್)
"धूमन, धूम देना",ಹೊಗಳಿಕೆ
कवकनाशी,ಶಿಲೀಂಧ್ರನಾಶಕ
कवकरोधी,ಶಿಲೀಂಧ್ರ ರೋಗದ
कवक,ಶಿಲೀಂಧ್ರ
"खूड़, सीता",ಗಡಿ
"संलयन, संगलन",ಸಮ್ಮಿಳನ
रूआं,ಗುಟ್ಟು
रोएंदार,ಅಸ್ಪಷ್ಟ
सौंफ,"ಫೆನ್ನೆಲ್, ಅನೈಸ್"
मेथी,ಮೆಂತ್ಯದ
अंजीर,ಅಂಜೂರ
कंगनी,ಬೆರಳು ರಾಗಿ
दावी,ಬೆಂಕಿ ಜ್ವಾಲೆಯ ಬುಷ್
पलाश,ಅರಣ್ಯದ ಜ್ವಾಲೆ
फ्रेंच बीन,ಫ್ರೆಂಚ್ ಹುರುಳಿ
पिस्सू,ಅಲ್ಪಬೆಲೆಯ
लोमड़ी,ನರಿ
फल मक्खी,ಹಣ್ಣು ನೊಣ
"वृक्ष व्रण, पिटिका",ಗಾಲ್ (ಹಾರ್ಟ್)
"युग्मक, गैमीट",ಗಮೀಟು
"उद्यान, बाग",ತೋಟ
"पनसाल, जलमापी",ಗೇಜ್ (ನೀರು)
जीन संग्रह,ಜೀನ್ ಬ್ಯಾಂಕ್
जीन टैगन,ಜೀನ್ ಟ್ಯಾಗಿಂಗ್
वंशावली विज्ञान,ವಂಶದ ಶಾಸ್ತ್ರ
जीन मानचित्र,ಆನುವಂಶಿಕ ನಕ್ಷೆ
आनुवंशिकी,ಆನುವಂಶಿಕ
"जीनोम, संजीन",ಜಿನೋಮ್
संजीनी संग्रह,ಜೀನಾಮಿಕ್ ಗ್ರಂಥಾಲಯ
जीनोमिक्स,ಜೀನೊಮಿಕ್ಸ್
जीनप्ररूपी,ಜೀನೋಟೈ
"जीनी संरचना, जीन प्ररूप",ಜೀನೋಟೈ
वंश,ಕುಲ
"जीनस, वंश",ಕುಲ
"रोगाणु, जर्म",ಸೂಕ್ಷ್ಮಾಣು
रोगाणुनाशी,ರೋಗಾಣು
अंकुरण,ಮೊಳಕೆ
"जननद्रव्य, जर्मप्लाज्म",ನೆಲಮಾಳಿಗೆ
जिबरेलिक अम्ल,ಗಿಬ್ಬರ್ಸೆಲ್ ಆಮ್ಲ
ओटना,ಗಿಲು
तुष,ಹಲ್ಲು
"लसदार, ग्लूटिनी",ಅಂಟಂಟಾದ
ग्लाइकोलिसिस,ಗ್ಲೈಕೋಲಿಸಂ
"नाइस, शैल",ಗ್ನಿಸ್
स्वर्णिम क्रांति,ಸುವರ್ಣ ಕ್ರಾಂತಿ
"श्रेणीकरण, वर्गीकरण, स्तरीकरण",ಶ್ರೇಣಗೀತೆ
"कलमबंद पादप, कलमी पौधा",ಕಸಿಮಾಡಿದ ಸಸ್ಯ
कलम असंगत,ನಾಟಿ-ಸಂಯೋಜನೀಯ
ग्रैना,ಗಾರ್ಟರಿ
कणिकायन,ಹರಳಾಗುವಿಕೆ
हरी खाद,ಹಸಿರು ಗೊಬ್ಬರ
हरित क्रांति,ಹಸಿರು ಕ್ರಾಂತಿ
वृद्धि और परिवर्धन,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
"गोंद रोग, गोंदार्ति",ಗುರು ರಾಶಿ
भिन्नस्थ - उभयस्त्रीलिंगी,ವೇಷಭೂಷಣವಾದ
माजूफल,ಗೋಲು ಕಾಯಿ
लहसुन,ಬೆಳ್ಳುಳ್ಳಿ
जरबेरा,ಕಸ
घरकिन,ಗೆರ್ಕಿನ್
अदरक,ಶುಂಠಿ
ग्लेडियोलस,ಹೊಳಪು
महकुवा,ಮೇಕೆ ಕಳೆ (ಅಗರಟಮ್)
"ग्रेप फ्रूट, चकोतरा",ದ್ರಾಕ್ಷಿಹಣ್ಣು
अंगूर,ದ್ರಾಕ್ಷಿ
मूंग,ಹಸಿರು ಗ್ರಾಂ
भीमल,ದಹನ
मूंगफली,ನೆಲಗಡಲೆ
अमरूद,ಸೀಬೆಹಣ್ಣು
गिनी घास,ಗಿನಿಯಾ ಹುಲ್ಲು
पीटिका कीट,ಗಾಲ್ ಮಿಡ್ಜ್
टिड्ड़ा,ಹುಲ್ಲು ಹಾಪರ್
गंधी कीट,ಗುಂಡಿ ದೋಷ
"प्रकृति, स्वभाव, रूपगुण, स्वरूप",ಅಭ್ಯಾಸ
"ओला, करकापात, करका",ಆಲಿಕಲ್ಲು
रोमिलवैच,ಕೂದಲು
लवणमृदोद्भिद्,ಮೆರುಗು
हैरो,ಕುಣಿಸು
"तुड़ाई सूचकांक, कटाई सूचकांक",ಕೊಯ್ಲಿಗೆ ಸೂಚಿಸುವ ಸೂಚ್ಯಂಕ
"कटाई, कटी फसल, तैयार फसल, उपज",ಕೊಯ್ದು
"तोड़ना, कटाई, तुड़ाई",ಕೊಯ್ಲು
"अंडे से निकलना, अंडा सेना",ಮೊಲ
सूखी घास,ಹುಳು
सूखा चारा,ಹುಲಿಗೆ
गंजी,ಹುಲ್ಲುಗಾವಲು
धुंध,ಮಬ್ಬು
धुंधता,ಮಸುಕಾದ
"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा",ತಲೆ (ಕೃಷಿ)
सिरा (नाली का),ತಲೆ (ಚಾನಲ್)
शीर्ष छंटाई,ಹಿಂದಿರುಗುವುದು
बाड़,ತುತ್ತೂರಿ
अधिरक्षण,ಹೆಡ್ಜಿಂಗ್
कुंडलिनी,ಹೆಲಿಕ್ಸ್
हेमैटाइट,ರಕ್ತನಾಳ
"शाक, बूटी",ಸಸ್ಯ
"वनस्पति संग्रह, वनस्पति संग्रहालय",ಗಿಡದಂತಿ
शाकनाशी,ಸಸ್ಯನಾಶಕ
आनुवंशिकता,ಅನರ್ಹತೆ
वंशागतित्व,ಪತ್ನಣೀಯತೆ
उभयलिंगी,ಹರ್ಮ್ರೋಡೈಟ್
विषमवर्णी,ಭಿನ್ನ ವಾಚ್
विषम-निषेचन,ಭಿನ್ನಾಭಿಪ್ರಾಯ
"संकरओज, हेटेरोसिस",ಭಿನ್ನತೆ
लिंगक्रोमोसोम,ಭಿನ್ನಾಭಿಪ್ರಾಯ
परपोषित,ಭಿನ್ನತೆ
षड्गुणित,ರಕ್ತಸಂಬಂಧಿ
शीत निष्क्रियता,ಹೈಬರ್ನೇಟ್ ಮಾಡು
उच्च सघनता रोपण,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ
"पिंडलक, हिल (धान)",ಬೆಟ್ಟದ
आयतचित्र,ಹಂದಿಯ ಕುರಿತ
उच्च तकनीकी औद्यानिकी,ಚೈತನ್ಯದ ತೋಟಗಾರಿಕೆ
"करंड, छत्ता",ಜೇನುಗೂಡು
"गुड़ाई, गोड़ना",ಹಂದಿಯ
जोत,ಹಿಡಿದು
निजी फार्म,ತೋಟ
समस्थिति,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್
वासभूमि,ಗೃಹ ಹೋಳು
समांगता,ಏಕರೂಪತೆ
"सजातीय, समांगी",ಏಕರೂಪದ
समधर्मी,ಮಾಮೋಲಿಕಸ್
समयुग्मज,ಅಖಂಡ
"खुरलिका, खाद्यधानी, हापर",ಕುಳಿ
"संस्तर, क्षितिज",ದಿಗಂತಿ
औद्यानिक फसलें,ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು
"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी",ತೋಟಗಾರಿಕೆ
उद्यान वानिक पशुपाल्य खेती,ಹೊರ್ಟಿ-ಸಿಲ್ವಿ ಗ್ರಾಮೀಣ ಕೃಷಿ
परपोषी,ಅತಿಥೆಯ
तप्त जलोपचार,ಬಿಸಿನೀರಿನ ಚಿಕಿತ್ಸೆ
"हल, छिलका",ಹಲ್
आर्द्रता,ಆರ್ದ್ರತೆ
हयूमस,ಸಜ್ಜು
भूसी,ಹೊಟ್ಟು
छिलका निकालने वाली मशीन,ಹಸ್ಕರ್
छिलका उतारना,ಹೊಳಪುಳ್ಳ
संकर,ಸಂಕರಜದ
संकरण,ಸಂಕರಜತೆ
"जलयोजन, जलीयन",ಜಲಸಂಚಯ
जल विज्ञान,ಜಲವಿಜ್ಞಾನ
जल अपघटन,ಜಲವಿಚ್ysisೇದನೆ
"द्रवघनत्व मापी, हाइड्रोमीटर",ಜಲಮಾಪಕ
जल परागित,ಜಲಪಕ್ಷದ
जल संवर्धन,ಜಲಸಂಪರ್ಕ
जल मंडल,ಜಲಾವರಣ
आर्द्रता-ग्राहयता,ಜಲಸಮತಿ
परात्पराजीवी,ಅತ್ಯಲ್ಪ
अतिवृद्धि,ಒಂದು ದೊಡ್ಡ ಕಣ್ಣು
"कवक तंतु, हाइफा",ಜರಡಿ
बीजपत्राधार,ಬಲಿಷ್ಠಿ
परिकल्पना,ಕಲ್ಪನಾಶಕ್ತಿ
शैथिल्य (जल),ಗರ್ಭಕಂಠ (ನೀರು)
"हेजल नट, अखरोट का फल",ಹಜೆಲ್ ಕಾಯಿ
भांग,ಸೆಣಬಿನ
खुरासानी अजवाईन,ಕೋಳಿ
मेंहदी,ಗೋರಂಟಿ
गुड़हल,ದಾಸವಾಳಿ
होप,ಹಾಪ್
कुल्थी,ಕುದುರೆ ಗ್ರಾಂ
कवांच,ಕುದುರೆ ಕಣ್ಣಿನ ಹುಳಿ
मधुमक्खी,ಜೇನು ನೊಣ
फुदका,ಕುಳಿ
उद्यानविद्,ತೋಟಗಾರಿಕೆ
जल विज्ञानी,ಜಲವಿಜ್ಞಾನಿ
स्व स्थाने कलम-बंधन,ಸಿತು ಕಸಿ ಮಾಡುವಲ್ಲಿ
पात्रे,ವಿಂಟ್ರೊದಲ್ಲಿ
जीवे,ವಿವೋದಲ್ಲಿ
अविवेकपूर्ण,ತಗ್ಗಿಸದ
कीट,ಕೀಟ
कीट पीड़क,ಕೀಟ ಕೀಟ
कीटालय,ಕೀಟಸಾಮಾನ್ಯ
कीटनाशी,ಕೀಟನಾಶಕ
कीटाहारी,ಕೀಟಭಾರಿಯ
"सूर्यतापन, आतपन",ಬಿಸಿಲು
अविलेय,ಬಿಡಿಸಲಾಗದ
"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था",ಇನ್ಸ್ಟಾರ್ (ಕೀಟ)
रोधी,ನಿರಂಕುಶಾಧಿಕಾರಿ
समेकित रोग प्रबंधन,ಸಂಯೋಜಿತ ರೋಗ ನಿರ್ವಹಣೆ
समेकित पोषक-तत्व प्रबंधन,ಸಂಯೋಜಿತ ಪೋಷಕಾಂಶಗಳ ನಿರ್ವಹಣೆ
समेकित पीड़क प्रबंधन,ಸಂಯೋಜಿತ ಕೀಟ ನಿರ್ವಹಣೆ
"सघनता, गहनता",ತೀವ್ರಗೊಳಿಸುವಿಕೆ
"गहन, सघन",ತೀವ್ರ
"बीच की फसल, अंतराफसल",ಅಂತರ್ರೋಗ
"अंतः सस्य कर्षण, निराई, गुड़ाई",ಅಂತರಸಂಪರ್ಕ (ಅಂತರಸಂಪರ್ಕ)
ब्याज,ಆಸಕ್ತಿ
"पर्व, पोरी",ಅಂತರಪರ್ -ಆವರಣ
अंतरा प्रावस्था (कोशिका विभाजन),ಇಂಟರ್ಫೇಸ್ (ಕೋಶ ವಿಭಾಗ)
अंतर्वेशन,ರಾಕ್ಷಸ
अंतर्बंध्य,ಅಂತರ್ರೋಗದ
"विवरण, सूची",ದಾಸ್ತಾನು
प्रतिलोमीकरण,ವಿಪರ್ಯ
"चक्र, सहपत्र",ಆಕ್ರೋಶ
आयन,ಅಯಾನು
किरणन,ವಿಕಿರಣ
सिंचाई,ನೀರಾವರಿ
समविकल्पी,ಐಸೊ ಆಲೀಲ್ಸ್
समोत्पाद वक्र,ಐಎಸ್ಒ ಉತ್ಪನ್ನ ಕರ್ವ್
समदाब रेखा,ಐಸೋಬಾರ್
समयुग्मन,ಐಸೊಗಾಮಿ
पृथक्करण दूरी,ಪ್ರತ್ಯೇಕತೆ
समगुणित,ಸಮೋಪ್ಸುಯು
समोत्पाद,ಲೋಕದ
"आइसोटोप, समस्थानिक",ಐಸೋಟೋಪ್
भोजपत्र,ಭಾರತೀಯ ಬರ್ಚ್
कैल,ಭಾರತೀಯ ನೀಲಿ ಪೈನ್
लसौड़ा,ಭಾರತೀಯ ಚೆರ್ರಿ
धूप,ಭಾರತೀಯ ಜುನಿಪರ್
बीजासर,ಭಾರತೀಯ ಕಿನೋ ಮರ
"सुरपान, सुल्तान चंपा",ಭಾರತೀಯ ಲೌರಲ್ ಮರ
साया,ಭಾರತೀಯ ಹುಚ್ಚು
मंजीठ,ಭಾರತೀಯ ಹುಚ್ಚು
पापड़ा,ಭಾರತೀಯ ಪೊಡೊ ಫೈಲಮ್
नील,ಇಂಡಿಗೊ
काकुन,ಇಟಲಿಯ ರಾಗಿ
कुर्ची,ದಂತ ಮರ
कुंदरू,ಐವಿ ಗೌರ್ಡ್/ಲಿಟಲ್ ಸೋರೆಕಾಯಿ
"जैगरी, खंडसारी",ನುಗ್ಗಿ
जैपोनिका धान,ಜಪೋನಿಕಾ ಅಕ್ಕಿ
जैसिड,ಜಲಾರತಿ
जावाई धान (चावल),ಜಾವಾನಿಕಾ ಅಕ್ಕಿ
जेली बनाना,ಕವಣೆ
झूम कृषि,ಜಮ್ ಕೃಷಿ
झंपक जीन,ಜಿಗಿಯುವ ಜೀನ್
अनुपयोगी डीएनए,ಜಲ್ಲಿಕ
वयस्कपूर्व प्रावस्था,ಬಾಲಕಿಯ ಹಂತ
नीली गुलमोहर,ಸ ೦ ಗಂಗಲ
कटहल,ಜಕ್ಕೆ
जामुन,ಜಾಮಿನ
"मोतिया, चमेली",ಮಲ್ಲಿಗೆ
जट्टी/खट्टी,ಜಟ್ಟಿ ಖಟ್ಟಿ
रतनजोत,ಜಾಟ್ರೋಫಾ
जूट,ದಣಿಸು
जैसिड़,ಜಸ್ಸಿಡ್ಸ್
केओलिन,ಕವಣೆ
"केओलिन मिट्टी, खडिया मिट्टी",ಕ್ವಾಲಿನೈಟ್
"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी",ಕ್ವಾಲಿನೈಟ್
केंद्रककाइमा,ಕರಿಚೈಮಾ
केंद्रकबंध,ಕಸಪೋಕ್ತಿ
केंद्रक संलयन,ಕಟೋಗಮಿ
गुणसूत्र आरेख,ಕ್ಯಾರೋಗ್ರಾಮ್ (ಇಡಿಯೋಗ್ರಾಮ್)
सूत्री विभाजन,ಕರಿಯೊಕಿನಿಸ್
केंद्रक विज्ञान,ಸ್ವಾರಸ್ಯ
केंद्रकलयन,ಕಸಪಂಕ್ತಿ
केंद्रक,ಕರಿಯಾನ್
" केंद्रक प्ररूप , गुणसूत्रप्ररूप",ಬಾವ್ಯ
केल्प (शैवाल),ಕೆಲ್ಪ್ (ಪಾಚಿ)
केल्विन चक्र,ಕೆಲ್ವಿನ್ ಚಕ್ರ
किरेटिन,ಕಸ
"गिरी, दाना",ಪಟಲ
खैरा रोग,ಖೈರಾ ಕಾಯಿಲೆ
खरीफ,ಖಾರಿಫ್
बकरी का ब्याना,ತಮಾಷೆ
काइनेटोकोर,ಧನಸಹಾಯ
"शाक-वाटिका, गृह वाटिका",ಅಡಿಗೆಮನೆ
क्लाइनफिल्टर संलक्षण,ಕ್ಲೈನ್‌ಫಿಲ್ಟರ್ ಸಿಂಡ್ರೋಮ್
क्लिनो खंड,ಕ್ಲೆನೋ ತುಣುಕು
खांच लगाना,ಗಲಾಟೆ
कॉच अभिगृहीत,ಕೋಚ್ ಅವರ ಪೋಸ್ಟ್ಯುಲೇಟ್
कोपन का वर्गीकरण (जलवायु),ಕೊಪ್ಪೆನ್ಸ್ ವರ್ಗೀಕರಣ (ಹವಾಮಾನ)
क्रेब का चक्र,ಕ್ರೆಬ್ಸ್ ಚಕ್ರ
"करटोसिस, ककुदता",ಕರ್ಟಿಸಿಸ್
के वी के (कृषि विज्ञान केंद्र),ಕೆವಿಕೆ (ಕೃಷಿ ವ್ಯರ್ಥಾದ ಕೇಂದ್ರ)
कदंब,ಕಾದಮ್
केल,ಕಾಲ್ನಡಸು
कांस घास,ಕಾನ್ಸ್ ಹುಲ್ಲು
करौंदा,ಕರೋಂಡ
राजमा,"ಕಿಡ್ನಿ ಬೀನ್, ರಾಜ್ಮಾ"
कीवी फल,ಕಿವಿಫ್ರೂಟ್
गांठ गोभी,ನಾಲ್ ಖೋಲ್
विलायती इमली,ಕಾದು
कोदो,ಕಾದೋ ರಾಗಿ
कोकम,ಕೊಕಾಮ್ ಬೆಣ್ಣೆ ಮರ (ಮ್ಯಾಂಗೋಸ್ಟೀನ್)
खपरा भृंग,ಖಮ್ರ ಜೀರುಂಡೆ
घातक मात्रा 50,ಎಲ್.ಡಿ.50 (ಮಾರಕ ಡೋಸ್ 50)
प्रयोगशाला से खेत तक,ಲ್ಯಾಂಡ್ ಟು ಲ್ಯಾಂಡ್
अस्थिर,ಹದಗೆಟ್ಟ
"श्रम, मजदूर, श्रमिक",ದುಡಿಮೆ
लैक प्रचालक प्रतिदर्श,ಲ್ಯಾಕ್ ಒಪೆರಾನ್ ಮಾದರಿ
दुग्ध स्रवण,ಪಾದಚಾರಿ
दुग्धजनक हॉर्मोन (प्रोलैक्टिन),ಲ್ಯಾಕ್ಟೋಜೆನಿಕ್ ಹಾರ್ಮೋನ್ (ಪ್ರೊಲ್ಯಾಕ್ಟಿನ್)
लैक्टोस,ಕ್ಷೀರ
पश्च रज्जुक,ಹಿಂದುಳಿಯುವ ಎಳ
लैम्डा क्लोनन संवाहक,ಲ್ಯಾಂಬ್ಡಾ ಕ್ಲೋನಿಂಗ್ ವೆಕ್ಟರ್
पटलीय वायु प्रवाह,ಲ್ಯಾಮಿನಾರ್ ಗಾಳಿಯ ಹರಿವು
लैंपब्रश गुणसूत्र,ದೀಪದ ಕ್ರೋಮೋಸೋಮ್
"भूमि, जमीन, स्थल, प्रदेश",ನೆಲ
भूमि समर्थता वर्गीकरण,ಭೂ ಸಾಮರ್ಥ್ಯ ವರ್ಗೀಕರಣ
भूमि समर्थता मानचित्र,ಭೂ ಸಾಮರ್ಥ್ಯದ ನಕ್ಷೆ
भूमि निम्नीकरण,ಭೂ ಅವನತಿ
भूमि तुल्यांक अनुपात,ಭೂ ಸಮಾನ ಅನುಪಾತ
भूमि समतलीकरण,ಭೂ ಸ್ಥಾನ
भूमि सुधार,ಭೂ ಸುಧಾರಣೆ
भूदृश्य कला,ಭೂದೃಶ್ಯ
भूमि उपयुक्तता,ಭೂ ಸೂಕ್ತತೆ
भूमि उपयोग पद्धति,ಭೂ ಬಳಕೆಯ ಮಾದರಿ
लैंगरहैंस कोशिकाएं,ಲ್ಯಾಂಗರ್‌ಹ್ಯಾನ್ಸ್ ಕೋಶಗಳು
ह्रास दर,ಕಳೆದುಹೋಗುವ ದರ
"लार्वा, डिंभक",ಲಾರ್ವಾಗಳು
प्रसुप्तता,ಸುಪ್ತತೆ
गुप्त,ಸುಪ್ತ
प्रसुप्त संक्रमण,ಸುಪ್ತ ಸೋಂಕು
"पार्श्व, पार्श्विक, पार्श्वीय",ಪಾರ್ಶ್ವದ
लैटराइट मृदा,ಲ್ಯಾಟೈಟ್ ಮಣ್ಣು
"लेटेक्स, असंस्कृत रबड़",ಜರಡಿ
"लैथिरस रोग, लैथिरसता",ತತ್ತ್ವ
लातीनी वर्ग अभिकल्पना (एल एस डी),ಲ್ಯಾಟಿನ್ ಸ್ಕ್ವೇರ್ ವಿನ್ಯಾಸ (ಎಲ್ಎಸ್ಡಿ)
जालक,ಚೂರುಪಟ್ಟು
तुलनात्मक लाभ नियम,ಕನ್ವರ್ಸಿಟಿವ್ ಬೆನಿಫೇಜ್ ಕಾನೂನು
स्थिर प्रतिफल का नियम,ನಿರಂತರ ಆದಾಯದ ಕಾನೂನು
ह्रासमान प्रतिफल का नियम,ರಿಟರ್ನ್ಸ್ ಕಡಿಮೆಯಾಗುವ ಕಾನೂನು
वर्धमान प्रतिफल का नियम,ಹೆಚ್ಚುತ್ತಿರುವ ಮರುಪರಿಶೀಲಿಸುವ ಕಾನೂನು
सीमित कारकों का नियम,ಅಂಶಗಳನ್ನು ಸೀಮಿತಗೊಳಿಸುವ ಕಾನೂನು
न्यूनता का नियम,ಕನಿಷ್ಠ ಕಾನೂನು
प्रतिस्थापन का नियम,ಬದಲಿ ಕಾನೂನು
परिवर्ती अनुपात नियम,ವೇರಿಯಬಲ್ ಅನುಪಾತಗಳ ಕಾನೂನು
"दाब, परत, अंडे देने वाली मुर्गी",ಹರಿ
अभिन्यास,ಲೆಔಟ್
निक्षालित तत्व,ಚೂರು
निक्षालन क्षमता,ಸೋರಿಕೆ ದಕ್ಷತೆ
निक्षालन मांग,ಲೀಚಿಂಗ್ ಅವಶ್ಯಕತೆ
अग्रग रज्जुक,ಪ್ರಮುಖ ಎಳೆಯ
पर्ण क्षेत्र अवधि,ಎಲೆ ಪ್ರದೇಶದ ಅವಧಿ
पर्णक्षेत्र सूचकांक,ಎಲೆ ಪ್ರದೇಶದ ಸೂಚ್ಯಂಕ
पर्ण क्षेत्र अनुपात,ಎಲೆ ಪ್ರದೇಶ ಅನುಪಾತ
पर्ण सुरंगक,ಎಲೆಗಾರ
पर्ण परीक्षण,ಪಟ ಪರೀಕ್ಷೆ
"पर्ण, पत्ती, पत्र, पत्ता",ಎಲೆ
समाचारपत्रक,ಕರಪತ್ರ
पट्टा,ಗುತ್ತಿಗೆ
शिंब फली,ದ್ವಿಮತಿ
निम्न ऊर्जा लागत संधारणीय कृषि,ಲೀಸಾ - (ಕಡಿಮೆ ಶಕ್ತಿಯ ಇನ್ಪುಟ್ ಸುಸ್ಥಿರ ಕೃಷಿ)
वातरंध्र,ಮೊಲಕಡೆ
लेन्टो केशिका बिंदु,ಲೆಂಟೊ ಕ್ಯಾಪಿಲ್ಲರಿ ಪಾಯಿಂಟ್
"तनुसूत्र, लेप्टोनीमा",ಕುಣಿಕೆ
लेप्टोस्पाइरता,ಕುಡಲುಬೀಜ
शुष्करोधक आवारिकी,ಲೆಯೋ
विक्षति,ಉಂಗುರ
घातक उत्परिवर्तन,ಬೇಸರ
अवर्णीलवक,ಪಡಗ
समतल वेदिका,ತೋಟ
"करहा, समतलक, पाटा",ಲೆವೆಲರ್ (ಲೆವೆಲರ್)
समतलन (भूमि का),ಲೆವೆಲಿಂಗ್ (ಭೂಮಿಯ)
"ले कृषि, चरागाह में कृषि",ಲೆಯ ಕೃಷಿ
लीबिग का न्यूनतम नियम,ಕನಿಷ್ಠ ಲೈಬಿಗ್ ಕಾನೂನು
बंधन,ಬಂಧನ
प्रकाश समायोजन बिंदु,ಲಘು ಪರಿಹಾರ ಬಿಂದು
प्रकाश संतृप्त सघनता,ಬೆಳಕಿನ ಶುದ್ಧತ್ವ ತೀವ್ರತೆ
प्रकाश संचरण अनुपात,ಬೆಳಕಿನ ಪ್ರಸರಣ ಅನುಪಾತ
प्रकाश पाश,ಲಘು ಬಲೆ
चूना मिलाना,ಮಿತಿಗೊಳಿಸುವುದು
"सीमा, सीमा बंधन",ಮಿತಿಯ
सीमाकारी कारक,ಸೀಮಿತಗೊಳಿಸುವ ಅಂಶ
लाइमोनाइट,ಲಿಮೊನೈಟ್
"रेखा, वंशक्रम",ರೇಖೆ
रैखिक अनुक्रिया,ರೇಖೀಯ ಪ್ರತಿಕ್ರಿಯೆ
सहलग्नता,ಸಂಬಂಧ
सहलग्नी समूह,ಸಂಪರ್ಕದ ಗುಂಪು
योजक,ಕೊಂಡಿ
रूई सूचकांक,ಲಿಂಟ್ ಸೂಚ್ಯಂಕ
रोम,ಕುರಿಮರಿ
"वसा, लिपिड",ನಿಶರ
वसा-अपघटन,ಲಿಪೊಲಿಸಿಸ್
परिसमापन,ದ್ರವೀಕರಣ
मेंडकारी,ಕವಣೆ
", लिस्टर (बक्खर)",ಕವಣೆ
मेंड़ बनाना,ಪಟ್ಟಿ
स्थल मंडल,ಅಶ್ಮರೀಗೋಪಿ
" बिछाली, , संशाव",ಕಸ
सजीव पलवार,ಹಸಿಗೊಬ್ಬರಗಳು
लिवरवर्ट,ಲಿವರ್ ವರ್ಟ್
पशुधन,ಜಾನುವಾರು
स्थानीय नियंत्रण,ಸ್ಥಳೀಯ ನಿಯಂತ್ರಣ
"संस्थिति, निधान, विस्थल",ಸ್ಥಳ
टिड्डी,ಮಿಡತೆ
"अवशयन, गिरना (फसल का गिरना)",ವಸತಿ (ಕ್ರಾಪ್ ಲಾಡ್ಜಿಂಗ್)
लॉडिक्यूल,ಕಸಾಯಿಖಾನೆ
"लोएस, चिकनी मिट्टी",ಸ ೦ ಗಂಗಲ
लघुगणकीय रूपांतरण,ಲಾಗಾರ್ಥಿಮಿಕ್ ರೂಪಾಂತರ
दीर्घ प्रदीप्तकाली पादप,ಲಾಂಗ್ - ಡೇ ಪ್ಲಾಂಟ್
दीर्घ तरंगीय विकिरण,ಉದ್ದನೆಯ ತರಂಗ ವಿಕಿರಣ
पाश,ಕುಣಿಕೆ
कर्तन,ಕಳೆದುಹೋಗುವ
कटि,ಚೂರು
"लक्स, लूक्रस",ಲಡ್ಸ್
विलासिता उपभोग (पोषक तत्व),ಐಷಾರಾಮಿ ಬಳಕೆ (ಪೋಷಕಾಂಶ)
विलासी जीन,ಐಷಾರಾಮಿ ಜೀನ್‌ಗಳು
लाइकोपीन,ಹಳ್ಳಿಗೋಳು
लसीका,ದುಗ್ಧರಸ
लाइसीमीटर लिसजलमापी,ಲೈಸಿಮೀಟರ್
कोशिकालयन,ಜೀವಕೋಶದ ಲೈಸಿಸ್
लयजनन,ಭಾಷೆಯ
"लयनकाय, लाइसोसोम",ಲೈಸೋಸೋಮ್
लाइसोजाइम,ಸಣ್ಣ
कुसुम,ಉಕ್ಕಿನ
लाख,ಪಟ
भिंडी,"ಲೇಡಿ ಫಿಂಗರ್, ಓಕ್ರಾ"
गोखरू,ಲ್ಯಾಂಡ್ ಕ್ಯಾಲ್ಟ್ರಾಪ್ಸ್
लेंटाना,ಲಾಂಧನ
खेसारी,ಚೂರುಪಾರು
लीक,ಕೀಲು
नींबू घास,ನಿಂಬೆ ಹುಲ್ಲು
"लेमन, नींबू",ನಿಂಬೆ
मसूर,ಮಸೂರ
मुलैठी,ಮರಳು
सलाद,ಕೊಂಚು
"कमलिनी, कुमुदिनी",ಲಿಲ್ಲಿ
नींबू,ಸುಣ್ಣ
अलसी,ಹಳ್ಳದ
लीची,ಪಂಥದ
कुटकी,ಸ್ವಲ್ಪ ರಾಗಿ
ककड़ी,ಲಾಂಗ್ ಕಲ್ಲಂಗಡಿ
"पीप़र, पिपलामूल",ಉದ್ದನೆಯ ಮೆಣಸು
लोकाट,ಗಡಿನ
कमल,ಕಮಲ
रिजका,ಕಣ್ಣುಹಾಯ
लाख कीट,ಲಾವಿನ ಕೀಟ
सोनपंखी,ಲೇಡಿ ಬರ್ಡ್ ಜೀರುಂಡೆ
पर्ण सुरंगक,ಎಲೆಗಾರ
पत्ती लपेटक,ಎಲೆಯ ರೋಲರು
पत्ती जाला कीट,ಎಲೆಗಳು
टिड्डी,ಮಿಡತೆ
गुरु विकास,ಬೃಹತ್ ವಿಕಸನ
विस्तृतक्षेत्री जलवायु,ಸಣ್ಣಕಾಯಿ
वृहदणु,ಸ್ಥೂಲಕಾಯ
गुरु उत्परिवर्तन,ಬೃಹತ್ ಪ್ರಮಾಣ
