Punjabi,Odiya
ਸਥਿਰ ਬਿਜਲੀ ਖੇਤਰ,ଷ୍ଟାଟିକ୍ ଇଲେକ୍ଟ୍ରିକ୍ ଫିଲ୍ଡ |
ਸਥਿਰ ਬਿਜਲੀ ਖੇਤਰ ਪ੍ਰਭਾਵ,ଷ୍ଟାଟିକ୍ ଇଲେକ୍ଟ୍ରିକ୍ ଫିଲ୍ଡ ଇଫେକ୍ଟ |
ਸਥਿਰ ਬਿਜਲੀ ਖੇਤਰ ਤੀਬਰਤਾ,ସ୍ଥିର ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ରର ତୀବ୍ରତା |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਫੋਰਸ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଶକ୍ତି |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਫਾਰਮੂਲਾ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସୂତ୍ର |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਜਨਰੇਟਰ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଜେନେରେଟର
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਤੀਬਿੰਬ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପ୍ରତିଫଳନ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਇੰਡਕਸ਼ਨ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଇଣ୍ଡେକ୍ସନ୍ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਇੰਡਕਸ਼ਨ ਗੁਣਾਂਕ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଇନଡକ୍ସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਕਾਨੂੰਨ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ନିୟମ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਲੈਂਸ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଲେନ୍ସ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਮੈਮੋਰੀ ਸਿਸਟਮ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ମେମୋରୀ ସିଷ୍ଟମ୍ |
capacitor ਮਾਈਕ੍ਰੋਫੋਨ,କ୍ୟାପେସିଟର ମାଇକ୍ରୋଫୋନ୍ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਮਾਈਕ੍ਰੋਸਕੋਪ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ମାଇକ୍ରୋସ୍କୋପ୍ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਤੀਕ੍ਰਿਆ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପ୍ରତ୍ୟାହାର |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪਰਦਾ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପରଦା |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਚਾਅ ਕਰਨ ਵਾਲਾ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସଂରକ୍ଷଣକାରୀ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਯੂਨਿਟ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ୟୁନିଟ୍ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵੋਲਟੇਜ ਗੇਜ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଭୋଲଟେଜ୍ ଗେଜ୍ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵਾਟਮੀਟਰ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ୱାଟମିଟର |
ਸਥਿਰ ਬਿਜਲੀ,ସ୍ଥିର ବିଦ୍ୟୁତ୍ |
ਡਰਾਈਵਰ ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ,ଡ୍ରାଇଭର ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ସ |
ਡਾਇਲੈਕਟ੍ਰਿਕਸ ਦੇ ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ,ଡାଇଲେକ୍ଟ୍ରିକ୍ସର ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ସ |
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਰਿਕਾਰਡਿੰਗ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ରେକର୍ଡିଂ |
ਬਿਜਲੀ ਵਿਕਾਰ,ବ electrical ଦୁତିକ ବିକୃତି
ਇਲੈਕਟ੍ਰੋਥਰਮਲ ਮਸ਼ੀਨ,ଇଲେକ୍ଟ୍ରୋଥର୍ମାଲ୍ ମେସିନ୍ |
ਇਲੈਕਟ੍ਰੋ-ਥਰਮਲ ਪ੍ਰਕਿਰਿਆ,ଇଲେକ୍ଟ୍ରୋ-ଥର୍ମାଲ୍ ପ୍ରକ୍ରିୟା |
ਇਲੈਕਟ੍ਰੋਥਰਮਲ ਪ੍ਰੋਪਲਸ਼ਨ,ଇଲେକ୍ଟ୍ରୋଥର୍ମାଲ୍ ପ୍ରବୃତ୍ତି |
ਇਲੈਕਟ੍ਰੋਥਰਮਲ ਪ੍ਰਕਿਰਿਆ,ଇଲେକ୍ଟ୍ରୋଥର୍ମାଲ୍ ପ୍ରକ୍ରିୟା |
"ਇਲੈਕਟ੍ਰੋਪ੍ਰਿੰਟਿੰਗ, ਇਲੈਕਟ੍ਰੋਪ੍ਰਿੰਟਿੰਗ","ଇଲେକ୍ଟ୍ରୋପ୍ରିଣ୍ଟିଂ, ଇଲେକ୍ଟ୍ରୋପ୍ରିଣ୍ଟିଂ |"
ਬਿਜਲੀ ਕੁਨੈਕਟੀਵਿਟੀ,ବ electrical ଦୁତିକ ସଂଯୋଗ
ਬਿਜਲੀ ਕੁਨੈਕਟਰ,ବ electrical ଦୁତିକ ସଂଯୋଜକ |
ਇਲੈਕਟ੍ਰੋਵੈਲੈਂਟ ਬਾਂਡ,ଇଲେକ୍ଟ୍ରୋଭାଲାଣ୍ଟ ବଣ୍ଡ |
ਇਲੈਕਟ੍ਰੋਨੇਗੇਟਿਵ ਬਾਂਡ,ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭ୍ ବଣ୍ଡ୍ |
ਇਲੈਕਟ੍ਰੋਵੈਲੈਂਟ ਬਾਂਡ,ଇଲେକ୍ଟ୍ରୋଭାଲାଣ୍ଟ ବଣ୍ଡ |
ਬਿਜਲੀ ਨਾਲ ਜੁੜਿਆ,ବ r ଦୁତିକ ଭାବରେ ସଂଯୁକ୍ତ |
"ਇਲੈਕਟ੍ਰੋ ਲੇਸਦਾਰ ਪ੍ਰਭਾਵ, ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਭਾਵ","ଇଲେକ୍ଟ୍ରୋ ଭିସକସ୍ ଇଫେକ୍ଟ, ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଇଫେକ୍ଟ |"
"ਤੱਤ, ਤੱਤ, ਤੱਤ","ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |"
"ਪ੍ਰਾਇਮਰੀ, ਐਲੀਮੈਂਟਰੀ, ਐਲੀਮੈਂਟਲ","ପ୍ରାଥମିକ, ପ୍ରାଥମିକ, ତତ୍ତ୍ୱ"
ਐਰੇ ਐਂਟੀਨਾ,ଆରେ ଆଣ୍ଟେନା |
ਅਸਲੀ ਚਾਰਜ,ମୂଳ ଚାର୍ଜ |
ਅਸਲੀ ਚੁੰਬਕ,ମୂଳ ଚୁମ୍ବକ
ਬੁਨਿਆਦੀ ਭੌਤਿਕ ਵਿਗਿਆਨ,ମ fundamental ଳିକ ପଦାର୍ଥ ବିଜ୍ଞାନ |
ਸੂਖਮ ਸੱਪ,ସୂକ୍ଷ୍ମ ସାପ
ਸਮਰੂਪਤਾ ਤੱਤ,ସମୃଦ୍ଧ ଉପାଦାନ |
ਤਕਨੀਕੀ antenna,ଉନ୍ନତ ଆଣ୍ଟେନା |
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
ਉਚਾਈ ਭਟਕਣਾ ਸੂਚਕ,ଉଚ୍ଚତା ବିଚ୍ୟୁତ ସୂଚକ |
ਉਚਾਈ ਗੇਜ,ଉଚ୍ଚତା ଗେଜ୍
ਉੱਚ ਬਿੰਦੂ,ଉଚ୍ଚ ବିନ୍ଦୁ |
ਅੱਪਗ੍ਰੇਡ ਸਥਿਤੀ ਸੂਚਕ,ସ୍ଥିତି ସୂଚକକୁ ନବୀକରଣ କରନ୍ତୁ |
"ਐਲੀਵੇਟਰ, ਐਲੀਵੇਟਰ","ଲିଫ୍ଟ, ଲିଫ୍ଟ"
ਦਲਿਤ ਬੂਟ ਚੁੱਕ ਰਿਹਾ ਹੈ,ବୁଟ୍ Dalit ଉଠାଇବା |
"Elevon, ਅਪਗ੍ਰੇਡ ਸਕ੍ਰਬ ਕੰਟਰੋਲਰ",ଲିଭନ୍ ଅପଗ୍ରେଡ୍ ସ୍ଲାସ୍ କଣ୍ଟ୍ରୋଲର୍ |
ਗੈਰ-ਅੰਡਾਕਾਰ,ଅଣ-ଏଲିପ୍ସ |
ਅੰਡਾਕਾਰ,ଏଲିପସଏଡ୍ |
ਕਰੂਜ਼ਿੰਗ ਅੰਡਾਕਾਰ,କ୍ରୁଇଜ୍ ଏଲିପସଏଡ୍ |
inertia ellipsoid,ନିଷ୍କ୍ରିୟତା ଏଲିପସଏଡ୍ |
ਧਰੁਵੀਤਾ ਦਾ ਅੰਡਾਕਾਰ,ପୋଲାରାଇଟିର ଏଲିପସଏଡ୍ |
ਘੁੰਮਦਾ ਅੰਡਾਕਾਰ,ଘୂର୍ଣ୍ଣନ ଏଲିପ୍ସ |
ellipsoidal ਕੋਰ antenna,ଏଲିପସଏଡାଲ୍ କୋର୍ ଆଣ୍ଟେନା |
ਅੰਡਾਕਾਰ ਵੰਡ,ଏଲିପସଏଡାଲ୍ ବଣ୍ଟନ |
ਅੰਡਾਕਾਰ ਸੈੱਲ,ଏଲିପସଏଡାଲ୍ କୋଷ |
ellipsoidal superconductor,ଏଲିପସଏଡାଲ୍ ସୁପରକଣ୍ଡକ୍ଟର |
ellipsoidal ਵੇਗ,ଏଲିପସଏଡାଲ୍ ବେଗ |
ਅੰਡਾਕਾਰ,ଏଲିପସାଇଡ୍ |
ellipsoidal cantilever,ଏଲିପସଏଡାଲ୍ କ୍ୟାଣ୍ଟିଲାଇଭର |
ਅੰਡਾਕਾਰ ਕੋਆਰਡੀਨੇਟਸ,ଏଲିପସଏଡାଲ୍ କୋର୍ଡିନେଟ୍ସ |
ਅੰਡਾਕਾਰ ਗਤੀ,ବ lip ଶିଷ୍ଟ୍ୟ ଗତି
ਅੰਡਾਕਾਰ ਔਰਬਿਟ,ଆଲେପଟିକାଲ୍ କକ୍ଷପଥ |
"ellipsoidal, ellipsoidal","ଏଲିପସଏଡାଲ୍, ଏଲିପସଏଡାଲ୍ |"
ਅੰਡਾਕਾਰ ਸਰੀਰ,ଏଲିପସଏଡାଲ୍ ଶରୀର |
"ਅੰਡਾਕਾਰ ਗਲੈਕਸੀ, ਅੰਡਾਕਾਰ ਗਲੈਕਸੀ","ଏଲିପଟିକାଲ୍ ଗାଲାକ୍ସି, ଏଲିପଟିକାଲ୍ ଗାଲାକ୍ସି |"
ellipsoidal nebula,ଏଲିପସଏଡାଲ୍ ନେବୁଲା |
ਅੰਡਾਕਾਰ ਧਰੁਵੀਕਰਨ,ଏଲିପସଏଡାଲ୍ ପୋଲାରାଇଜେସନ୍ |
ਅੰਡਾਕਾਰ ਵਾਈਬ੍ਰੇਸ਼ਨ,ବ lip ଦୁତିକ କମ୍ପନ |
ellipsoidal waveform,ଏଲିପସଏଡାଲ୍ ତରଙ୍ଗଫର୍ମ |
ਅੰਡਾਕਾਰ-ਪੋਲਰਾਈਜ਼ਡ,ଏଲିପସଏଡାଲ୍-ପୋଲାରାଇଜଡ୍ |
"ਲੰਬਾਈ, ਵਿਸਤਾਰ, ਫੈਲਾਅ ਦਾ ਕੋਣ","ବିସ୍ତାର, ବୃଦ୍ଧି, ବିସ୍ତାର କୋଣ |"
ਪ੍ਰਚਲਿਤ ਪੱਧਰ,ପ୍ରାଥମିକ ସ୍ତର |
ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਕਰਵ,demagnetization ବକ୍ର
"ਤਾਪਮਾਨ ਲੌਗ ਪ੍ਰੈਸ਼ਰ ਗ੍ਰਾਫ, ਇਮੇਗ੍ਰਾਮ","ତାପମାତ୍ରା ଲଗ୍ ପ୍ରେସର ଗ୍ରାଫ୍, ଇମେଗ୍ରାମ୍ |"
"ਰਿਹਾਈ, ਰਿਹਾਈ","ମୁକ୍ତ, ମୁକ୍ତ"
ਇਮਰਸ਼ਨ ਸਮਰੱਥਾ,ବୁଡ଼ ପକାଇବା କ୍ଷମତା |
"ਪ੍ਰਜਨਨ, ਔਲਾਦ","ପ୍ରସବ, ବଂଶ"
egressometer,egressometer
egressometer,egressometer
ਏਮਬੇਡ,ଏମ୍ବେଡ୍
ਏਮਬੇਡ ਕੀਤਾ,ଏମ୍ବେଡ୍ ହୋଇଛି |
ਏਮਬੈਡਡ ਰੀਕਟੀਫਾਇਰ,ଏମ୍ବେଡ୍ ରେକ୍ଟିଫାୟର୍ |
ਏਮਬੈਡਿੰਗ,ଏମ୍ବେଡିଂ
ਕਿਊਬ ਵਿੱਚ ਏਮਬੇਡਿੰਗ,କ୍ୟୁବରେ ଏମ୍ବେଡିଂ |
ਸਮੁੰਦਰੀ ਭੋਜਨ ਦੇਣ ਵਾਲੀ ਸੂਈ,ସମୁଦ୍ର ଖୁଆଇବା ଛୁଞ୍ଚି |
cavities,ଗୁହାଳ
ਸੰਕਟਕਾਲੀਨ ਸੰਚਾਰ ਸਿਸਟਮ,ଜରୁରୀକାଳୀନ ସଂକ୍ରମଣ ବ୍ୟବସ୍ଥା |
ਸੰਕਟਕਾਲੀਨ ਪਾਵਰ ਪ੍ਰਦਾਤਾ,ଜରୁରୀ ଶକ୍ତି ପ୍ରଦାନକାରୀ |
ਸੰਕਟਕਾਲੀਨ ਪ੍ਰਕਿਰਿਆ,ଜରୁରୀ ପ୍ରକ୍ରିୟା
ਐਮਰਜੈਂਸੀ ਰੇਡੀਓ ਚੈਨਲ,ଜରୁରୀ ରେଡିଓ ଚ୍ୟାନେଲ |
ਐਮਰਜੈਂਸੀ ਡਿਸਪੈਚ ਬੀਕਨ,ଜରୁରୀକାଳୀନ ପ୍ରେରଣ ବିକନ୍ |
ਸੰਕਟਕਾਲੀਨ,ଜରୁରୀକାଳୀନ ପରିସ୍ଥିତି
ਜਾਰੀ ਕੀਤਾ,ଜାରିତ
ਆਉਟਪੁੱਟ ਰੇ,ଆଉଟପୁଟ୍ କିରଣ
ਐਮਰਸਨ ਕੈਲੋਰੀਮੀਟਰ,ଏମର୍ସନ୍ କ୍ୟାଲୋରିମିଟର |
ਨਿਕਾਸ,ନିର୍ଗମନ
excretory ਸੈੱਲ,ନିର୍ଗତ କକ୍ଷ
ਨਿਕਾਸੀ ਗੁਣ,ନିର୍ଗମନ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
ਨਿਕਾਸ ਨਿਰੰਤਰਤਾ,ନିର୍ଗମନ ନିରନ୍ତର |
ਨਿਕਾਸ ਸਟਰੀਮ,ନିର୍ଗମନ ପ୍ରବାହ |
ਨਿਕਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ,ନିର୍ଗମନ ଆବୃତ୍ତି
ਨਿਕਾਸ ਲਾਈਨ,ନିର୍ଗମନ ରେଖା |
ਨਿਕਾਸੀ ਮਾਪ ਜੰਤਰ,ନିର୍ଗମନ ମାପ ଉପକରଣ |
ਛੱਡਣ ਵਾਲਾ ਨੈਬੂਲਾ,ନିର୍ଗତ ନିବୁଲା |
ਨਿਕਾਸੀ ਸਪੈਕਟ੍ਰੋਸਕੋਪੀ,ନିର୍ଗମନ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |
ਨਿਕਾਸੀ ਸਪੈਕਟ੍ਰਮ,ନିର୍ଗମନ ସ୍ପେକ୍ଟ୍ରମ |
ਨਿਕਾਸ ਦੇ ਸਿਧਾਂਤ,ନିର୍ଗମନ ନୀତି |
ਰੋਸ਼ਨੀ ਨਿਕਾਸੀ ਸਿਧਾਂਤ,ହାଲୁକା ନିର୍ଗମନ ସିଦ୍ଧାନ୍ତ |
ਛੱਡਣ ਵਾਲਾ ਤਾਰਾ,ନିର୍ଗତ ତାରା |
ਨਿਕਾਸ ਦੀ ਸੰਭਾਵਨਾ,ନିର୍ଗମନ ସମ୍ଭାବନା |
"emissivity, emissivity","emissivity, emissivity |"
emitron ਕੈਮਰਾ,emitron କ୍ୟାମେରା |
emissivity,emissivity
"emitter, emitter","emitter, emitter"
ਐਮੀਟਰ-ਬੇਸ ਜੰਕਸ਼ਨ,emitter-base ଜଙ୍କସନ |
ਪਿਛਲਾ ਨਿਕਾਸ,ଟ୍ରେଲିଂ ନିର୍ଗମନ
ਐਮੀਟਰ-ਬੇਸ ਜੰਕਸ਼ਨ,emitter-base ଜଙ୍କସନ |
ਨਿਕਾਸ ਖੇਤਰ,ନିର୍ଗତ କ୍ଷେତ୍ର
ਐਮੀਟਰ ਰੇਂਜ ਪ੍ਰਤੀਰੋਧ,ନିର୍ଗତ ପରିସର ପ୍ରତିରୋଧ |
emitting ਟਰਮੀਨਲ,ଟର୍ମିନାଲ୍ ନିର୍ଗତ କରୁଛି
ਡ੍ਰੌਪ ਐਮੀਟਰ ਸਮਰੱਥਾ,ଡ୍ରପ୍ ଏମିଟର କ୍ଷମତା
ਨਿਕਾਸੀ ਬਿੰਦੂ,ନିର୍ଗମନ ବିନ୍ଦୁ |
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਗੁਣਵੱਤਾ,ପ୍ରଭାବଶାଳୀ ଗୁଣ |
"ਪੂਰਵ-ਮਜਬੂਤੀ, ਬਲ","ପୂର୍ବ-ସଶକ୍ତୀକରଣ, ବଳ"
ਅਨੁਭਵੀ,ପରୀକ୍ଷାମୂଳକ |
ਅਨੁਭਵੀ ਭਰੋਸਾ,ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |
"ਖਾਲੀ, ਅਧੂਰਾ","ଖାଲି, ଅନୁପଯୁକ୍ତ |"
ਖਾਲੀ ਪੱਧਰ ਦਾ ਸਮੂਹ,ଖାଲି ସ୍ତର ଗୋଷ୍ଠୀ |
"ਭਰੀ ਹੋਈ ਮੰਜ਼ਿਲ, ਖਾਲੀ ਮੰਜ਼ਿਲ","ପୂର୍ଣ୍ଣ ହୋଇନଥିବା ଚଟାଣ, ଖାଲି ଚଟାଣ |"
"ਖਾਲੀ ਥਾਂ, ਖਾਲੀ ਅਸਮਾਨ","ଖାଲି ସ୍ଥାନ, ଖାଲି ଆକାଶ |"
ਖਾਲੀ ਥਾਂ,ଖାଲି ସ୍ଥାନ
ਖਾਲੀ ਸੰਸਾਰ,ଖାଲି ଦୁନିଆ |
emulsion,ଏମୁଲେସନ |
"emulsification, emulsification","emulsification, emulsification |"
"emulsifier, emulsifier","emulsifier, emulsifier"
"emulsion, emulsion","ଏମୁଲେସନ, ଏମୁଲେସନ |"
"emulsifier, emulsifier","emulsifier, emulsifier"
"emulsion, emulsion","ଏମୁଲେସନ, ଏମୁଲେସନ |"
emulsion ਪਰਤ,ଏମୁଲେସନ ଆବରଣ |
"emulsion ਕਿਸਮ, emulsion ਕਿਸਮ","ଏମୁଲେସନ ପ୍ରକାର, ଏମୁଲେସନ ପ୍ରକାର |"
"ਓਰੀਜਨੇਟਰ ਗੇਟ, ਐਕਟੁਏਟਰ ਗੇਟ","ଉତ୍ପାଦକ ଗେଟ୍, ଆକ୍ଟୁଏଟର୍ ଗେଟ୍ |"
ਪਾਵਰ ਪਲਸ,ଶକ୍ତି ନାଡ
"ਪਰਲੀ, ਪਰਲੀ, ਪਰਲੀ","ଏନାଲ୍, ଏନାଲ୍, ଏନାଲ୍ |"
enamelled ਤਾਰ,ଏନାମେଲଡ୍ ତାର |
ਕੋਡ ਕਰਨ ਲਈ,କୋଡ୍ କରିବାକୁ
"ਏਨਕੋਡਿੰਗ, ਕੋਡਿੰਗ","ଏନକୋଡିଂ, କୋଡିଂ"
"ਖੁਰਲੀ, ਖੁਰਲੀ","scaly, scaly"
"ਅੰਤ, ਅੰਤ, ਅੰਤ, ਅੰਤ","ଶେଷ, ଶେଷ, ଶେଷ, ଶେଷ"
ਸਰਕੂਲਰ ਲਾਭ,ବୃତ୍ତାକାର ଲାଭ |
ਅੰਤ ਬੱਲਬ,ଶେଷ ବଲ୍ବ
ਅੰਤਿਮ ਸੰਸਕਾਰ ਦਾ ਕਮਰਾ,ଅନ୍ତିମ ସଂସ୍କାର
ਅੰਤਿਮ ਸੰਸ਼ੋਧਨ,ଅନ୍ତିମ ସଂଶୋଧନ |
ਅੰਤ ਪ੍ਰਭਾਵ,ଶେଷ ପ୍ରଭାବ
ਅੰਤ ਗਲਤੀ,ଶେଷ ତ୍ରୁଟି |
ਗ੍ਰੇਡ ਕੀਤਾ ਲੰਬਕਾਰੀ ਐਂਟੀਨਾ,ଗ୍ରେଡ୍ ଭର୍ଟିକାଲ୍ ଆଣ୍ଟେନା |
ਲੰਮੀ ਕਾਰਵਾਈ,ଦ୍ରାଘିମା କ୍ରିୟା
ਲੰਬਕਾਰੀ antenna,ଦ୍ରାଘିମା ଆଣ୍ଟେନା |
ਲੰਬਕਾਰੀ ਐਰੇ,ଦ୍ରାଘିମା ଆରେ |
ਅੱਗੇ ਗੇਜ,ଅଗ୍ରଗାମୀ ଗେଜ
ਸਿਰ ਮਸ਼ੀਨ,ହେଡ୍ ମେସିନ୍ |
"ਧੁਰੀ ਸਥਿਤੀ, ਏ-ਪੋਜੀਸ਼ਨ","ଆକ୍ସିଅଲ୍ ପୋଜିସନ୍, ଏ-ପୋଜିସନ୍ |"
ਧੁਰੀ ਨਜ਼ਰ,ଅକ୍ଷୀୟ ଦର୍ଶନ |
ਅੰਤ ਬਿੰਦੂ,ଶେଷ ବିନ୍ଦୁ
ਅੰਤ ਬਿੰਦੂ ਬਰੇਕ,ଶେଷ ପଏଣ୍ଟ ବ୍ରେକ୍ |
ਅੰਤ ਪ੍ਰਿੰਟਰ,ଶେଷ ପ୍ରିଣ୍ଟର୍
ਅੰਤ ਉਤਪਾਦ ਅੰਤ ਉਤਪਾਦ,ଶେଷ ଉତ୍ପାଦ ଶେଷ ଉତ୍ପାଦ |
ਅੰਤ ਵਿਰੋਧ,ଶେଷ ପ୍ରତିରୋଧ
ਟਿਪ ਪ੍ਰਜ਼ਰਵੇਟਿਵ,ଟିପ୍ ସଂରକ୍ଷଣକାରୀ |
"ਦਰਵਾਜ਼ਾ ਕਾਊਂਟਰ, ਅਪਰਚਰ ਡਿਟੈਕਟਰ","କବାଟ କାଉଣ୍ଟର, ଆପେଚର ଡିଟେକ୍ଟର |"
"ਸਿਰ ਰਹਿਤ ਕਿਨਾਰੀ, ਲੂਪ ਲੇਸ","ମୁଣ୍ଡବିହୀନ ଲେସ୍, ଲୁପ୍ ଲେସ୍ |"
ਊਰਜਾ ਕੁਸ਼ਲ ਪ੍ਰਕਿਰਿਆ,ଶକ୍ତି ଦକ୍ଷ ପ୍ରକ୍ରିୟା |
"ਅੰਦਰੂਨੀ, ਇੰਟਰਸੀਫੋਨ","ଆଭ୍ୟନ୍ତରୀଣ, ଅନ୍ତର୍ନିହିତ |"
ਸਰਕੂਲੇਸ਼ਨ ਵਿੱਚ,ପ୍ରଚାର
"endothermic, endothermic","ଏଣ୍ଡୋଥର୍ମିକ୍, ଏଣ୍ଡୋଥର୍ମିକ୍ |"
ਐਂਡੋਥਰਮਿਕ ਪ੍ਰਕਿਰਿਆ,ଏଣ୍ଡୋଥର୍ମିକ୍ ପ୍ରକ୍ରିୟା |
endothermic ਪ੍ਰਤੀਕਰਮ,ଏଣ୍ଡୋଥର୍ମିକ୍ ପ୍ରତିକ୍ରିୟା |
ਐਂਡੋਥਰਮਿਕ ਸਮੱਗਰੀ,ଏଣ୍ଡୋଥର୍ମିକ୍ ପଦାର୍ଥ |
ਗਰਮੀ ਸਮਾਈ,ଉତ୍ତାପ ଶୋଷଣ
ਸਹਿਣਸ਼ੀਲਤਾ ਕਾਰਕ,ସହନଶୀଳତା କାରକ |
ਸਹਿਣਸ਼ੀਲਤਾ ਸੀਮਾ,ସହନଶୀଳତା ସୀମା |
ਵਿਅਸਤ ਲਾਈਨ,ବ୍ୟସ୍ତ ରେଖା |
ਸਭ ਤੋਂ ਘੱਟ ਊਰਜਾ ਸੰਰਚਨਾ,ସର୍ବନିମ୍ନ ଶକ୍ତି ସଂରଚନା
ਊਰਜਾਵਾਨ ਕਰਨ ਲਈ,ଶକ୍ତି ପ୍ରଦାନ କରିବାକୁ |
ਊਰਜਾਵਾਨ,ଶକ୍ତି ପ୍ରଦାନ
ਊਰਜਾ,ଶକ୍ତି
ਊਰਜਾ ਸੰਤੁਲਨ,ଶକ୍ତି ସନ୍ତୁଳନ
"ਊਰਜਾ ਬੈਂਡ, ਊਰਜਾ ਬੈਂਡ","ଶକ୍ତି ବ୍ୟାଣ୍ଡ, ଶକ୍ତି ବ୍ୟାଣ୍ଡ |"
ਊਰਜਾ-ਬੈਂਡ ਬਣਤਰ,ଶକ୍ତି-ବ୍ୟାଣ୍ଡ ଗଠନ |
ਊਰਜਾ ਰੁਕਾਵਟ,ଶକ୍ତି ପ୍ରତିବନ୍ଧକ |
ਊਰਜਾ ਸੂਚਕਾਂਕ,ଶକ୍ତି ସୂଚକାଙ୍କ
ਊਰਜਾ ਕੈਰੀਅਰ,ଶକ୍ତି ବାହକ
ਊਰਜਾ ਪਾਬੰਦੀ,ଶକ୍ତି ପ୍ରତିବନ୍ଧକ |
ਊਰਜਾ ਸੰਭਾਲ,ଶକ୍ତି ସଂରକ୍ଷଣ
ਅੰਦਰੂਨੀ ਊਰਜਾ,ଅନ୍ତର୍ନିହିତ ଶକ୍ତି |
ਊਰਜਾ ਜੋੜ,ଶକ୍ତି ସଂଯୋଗ
ਊਰਜਾ ਦੀ ਘਾਟ,ଶକ୍ତି ଅଭାବ |
ਊਰਜਾ ਦੀ ਕਮੀ,ଶକ୍ତି ହ୍ରାସ
ਊਰਜਾ ਘਣਤਾ,ଶକ୍ତି ସାନ୍ଧ୍ରତା |
ਊਰਜਾ ਨਿਰਭਰਤਾ,ଶକ୍ତି ନିର୍ଭରଶୀଳତା |
ਊਰਜਾ ਵਿਗਾੜ,ଶକ୍ତି ବିଘ୍ନ
ਪਾਵਰ ਵੰਡ,ଶକ୍ତି ବଣ୍ଟନ
ਊਰਜਾ ਕੁਸ਼ਲਤਾ,ଶକ୍ତି ଦକ୍ଷତା
