Kannada,English
ನಿರ್ಣಾಯಕ ಕ್ರಮ,determinant rank
ನಿರ್ಧರಿಸಲು,determine
ನಿರ್ಣಾಯಕ ಮಾದರಿ,deterministic model
ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ,deterministic problem
ವಿಚಲನ,deviation
ವಿಚಲನ ಗುಣಾಂಕ,deviation coefficient
ಬೈನರಿ ಸಿಸ್ಟಮ್,diadic system
"ಕರ್ಣ ಹೈಪೊಟೆನ್ಯೂಸ್,",diagonal
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ,diagonalization of a matrix
"ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್",diagonal matrix
ಕರ್ಣೀಯ ಸಮಾನತೆ,diagonal similarity
ರೇಖಾಚಿತ್ರ,diagram
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,diagrammatic method
ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ,diagrammatic presentation
ವ್ಯಾಸ,diameter
ಸೆಟ್ ವ್ಯಾಸ,diameter of a set
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,diametrically opposite
"ಕ್ರಾಸ್ ಫೈರ್, ದಾಳ ಎಸೆಯಿರಿ",dice throw
ಉಭಯಚರ ವರ್ಗೀಕರಣ,dichotomous classification
"ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ",dichotomy
ನಿಘಂಟು,dictionary order
ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ,difference calculus
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,difference equation
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,difference formula
ಭೇದಾತ್ಮಕ ವಿಧಾನ,difference method
ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ,difference of sets
ಭಿನ್ನವಾಗಬಲ್ಲ,differentiable
ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್,differentiable curve
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,differentiable function
"ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್",differential
ಭೇದಾತ್ಮಕ ಗಣಿತ,differential calculus
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,differential coefficient
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,differential equation
ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ,differential form
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,differential formula
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,differential function
ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,differential geometry
ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ,differential of higher order
ಭೇದಾತ್ಮಕ ವಿಭಾಗ,differential quotient
ಪ್ರತ್ಯೇಕಿಸಿ,differentiate
"ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ",differentiation
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,differentiation formula
ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ,differentiation of vector
"ಪ್ರಸರಣ, ಪ್ರಸರಣ",diffusion
"ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು",digit
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,digital computer
ಆಂಕಿ ದತ್,digital data
"ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ",dimension
ಆಯಾಮ,dimensionality
ಆಯಾಮವಿಲ್ಲದ,dimensionless
ಸಮೀಕರಣದ ಆಯಾಮ,dimension of an equation
ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ,diophantine equation
ಪತನದ ಕೋನ,dip angle
ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು,dipolar coordinates
ದ್ವಿಧ್ರುವಿ,dipole
ಬೈಪಿರಮಿಡ್,dipyramid (bipyramid)
ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ,Dirac delta function
ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,direct common tangent
ಬಲ ಕೋನ,directed angle
ನೇರ ಲೈನ್,directed line
ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ,directional derivative
"ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್",direction cosine
ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ,direction of maxima
ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ,direction of projection
ದಿಕ್ಕಿನ ಅನುಪಾತ,direction ratio
ನಿಯಂತ್ರಕ ವೃತ್ತ,director circle
ನಿಯಂತ್ರಕ ವೃತ್ತ,director sphere
ಅನುಲೋಮಾ ಉತ್ಪನ್ನ,direct product
"ನೇರ ಪುರಾವೆ, ನೇರ ಪುರಾವೆ",direct proof
ಅನುಕ್ರಮ ಅನುಪಾತ,direct proportion
ವಿಧಿ,directrix
ಅನುಲೋಮ ಮೊತ್ತ,direct sum
ಬೇರ್ಪಟ್ಟ ಸೆಟ್,disconncted sets
"ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ವಿರಾಮ",discontinuity
ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ,discontinuity of derivative
ಮೊದಲ ವಿಧದ ಸ್ಥಗಿತ,discontinuity of the first kind
ಎರಡನೇ ವಿಧದ ಸ್ಥಗಿತ,discontinuity of the second kind
ನಿರಂತರ ವಿತರಣೆ,discontinuous distribution
ನಿರಂತರ ಕಾರ್ಯ,discontinuous function
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,discontinuous variate
ಕಣಗಳು,discrete
ನಿರಂತರ ವಿತರಣೆ,discrete distribution
ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,discrete probability distribution
ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,discrete random variable
ನಿರಂತರ ಮಾದರಿ ಜಾಗ,discrete sample space
ಪ್ರತ್ಯೇಕವಾದ ಒಟ್ಟು,discrete set
ಪ್ರತ್ಯೇಕ ಜನಸಂಖ್ಯೆ,discrete space
ಪ್ರತ್ಯೇಕ ರಾಜ್ಯ,discrete topology
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,discrete variate
ವಿತರಣಾ ತೆರಿಗೆ,discriminant
ತಾರತಮ್ಯದ ವಿಶ್ಲೇಷಣೆ,discriminatory analysis (=discriminant analysis)
ಬೇರ್ಪಟ್ಟ,disjoint
ಅಸಂಬದ್ಧ ಘಟನೆ,disjoint events
ಬೇರ್ಪಟ್ಟ ಸೆಟ್,disjoint sets
ಅಸಂಯೋಜಿತ ಅಳವಡಿಕೆ,disjoint union
"ವಿಂಗಡಣೆ, ತರ್ಕಬದ್ಧ ಮೊತ್ತ",disjunction
"ಪ್ರಸರಣ, ಚದುರುವಿಕೆ",dispersion
ಪ್ರಸರಣ ಚಾರ್ಟ್,dispersion chart
ಪ್ರಸರಣ ಸೂಚ್ಯಂಕ,dispersion constant
ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ,dispersion diagram
ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್,dispersion matrix (=covariance matrix)
ಸ್ಥಳಾಂತರ,displacement
ಪ್ರದರ್ಶನ,display
ಕನ್ಸೋಲ್,display unit (=consol)
"ಅಸಮ, ಅಸಮ",dissimilar
ಚದುರಿಸುವ ಶಕ್ತಿ,dissipative forces
ದೂರ ಕಾರ್ಯ,distance function
ದೂರ ಮಾಡ್ಯುಲಸ್,distance modulus
ವಿತರಕವಲ್ಲದ,distribution-free method
"ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ",distributive law
"ಚದುರಿಸಲು, ವಿಸರ್ಜಿಸಲು",diverge
"ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ",divergence
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,divergence theorem
ವಿಭಿನ್ನ,divergent
ವಿಭಿನ್ನ ಶ್ರೇಣಿ,divergent series
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,divided difference
"ವಿಭಜನೆ, ವಿಭಜನೆ",divisibility
"ಭಾಗಿಸಬಹುದಾದ, ಭಾಗಿಸಬಹುದಾದ",divisible
"ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ",division
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,division algorithm
ವಿಭಜಿತ ಉಂಗುರ,division ring
ಚತುರ್ಭುಜ,dodecagon
ದಶಭುಜ,dodecahedron
"ಡೊಮೇನ್, ಡೊಮೇನ್, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ",domain
ಕಾರ್ಯದ ಡೊಮೇನ್,domain of a function
ವ್ಯಾಖ್ಯಾನ-ಪ್ರಾಂತ್ಯ,domain of definition
ಅಸ್ತಿತ್ವದ ಸ್ಥಿತಿ,domain of existence
ಅತಿಕ್ರಮಿಸುವ ಸಾಧನ,dominant strategy
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,doppler effect
"ಪಾಯಿಂಟ್ ಉತ್ಪನ್ನ, ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ",dot product
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,dotted curve
ಡ್ಯುಯಲ್ ಡಿಫರೆನ್ಷಿಯಲ್,double differentiation
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,double exponential distribution
ಡಬಲ್ ಕಾಯಿಲ್,double helix
ಬೈನರಿ ಅವಿಭಾಜ್ಯ,double integral
ಬೈನರಿ ಏಕೀಕರಣ,double integration
ಎರಡು ಮಿತಿ,double limit
ಎರಡು ಮಾದರಿ ಈವೆಂಟ್,double sampling plan
ಎರಡು ಅನುಕ್ರಮ,double sequence
ಡಬಲ್ ಸರಣಿ,double series
ಎರಡು-ಲಗತ್ತಿಸಲಾದ ಸಂಕೇತ,double suffix notation
ಎರಡು ಸಂಕಲನ,double summation
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,downward acceleration
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,downward displacement
ಕೆಳಮುಖ ಚಲನೆ,downward motion
ಕೆಳಮುಖ ವೇಗ,downward velocity
ಎಳೆತ,drag
ಎಳೆತ ಬಲ,drag force
"ಉಭಯ ದ್ವಂದ್ವತೆ,",dual
ಡ್ಯುಯಲ್ ಬೇಸ್,dual basis
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,dual inner product
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,dual linear programming problem
"ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ",dual operation
ಉಭಯ ಸಮಸ್ಯೆ,dual problem
ಡ್ಯುಯಲ್ ಸಿಂಗಲ್ ಅಲ್ಗಾರಿದಮ್,dual simplex algorithm
ಎರಡು ಏಕ ವಿಧಾನ,dual simplex technique
ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್,dual space
ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್,dual variable
ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,dual vector space
ಮೂಕ ಸೂಚ್ಯಂಕ,dummy index
ಮೂಕ ಅಡಿಟಿಪ್ಪಣಿ,dummy subscript
ಮೌನ ಒಪ್ಪಂದ,dummy suffix
ಮೂಕ ವೇರಿಯಬಲ್,dummy variable
ನಕಲು,duplicator process
ಕ್ರಿಯಾತ್ಮಕ,dynamical
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ,dynamical system
ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ,dynamic demand function
ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ,dynamic model
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,dynamic programming
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ,dynamic programming approach
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರಗಳು,dynamic programming technique
"ಡೈನಾಮಿಕ್ಸ್, ಡೈನಾಮಿಕ್ಸ್",dynamics
ಕಣದ ಡೈನಾಮಿಕ್ಸ್,dynamics of a particle
ಕಠಿಣ ದೇಹದ ಡೈನಾಮಿಕ್ಸ್,dynamics of rigid bodies
"ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿಯ ಸಂಪರ್ಕ (ver.)",earth
ಭೂಕಂಪದ ತೀವ್ರತೆ,earthquake intensity
ವಿಕೇಂದ್ರೀಯತೆ,eccentricity
ಊಹೆ,eclipse
ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ,econometric forecast
ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,econometrician
ಅರ್ಥಶಾಸ್ತ್ರ,econometrics
ಅರ್ಥಶಾಸ್ತ್ರ,economics
"ಕೋರ್, ಅಂಚು, ಕಣ್ಣೀರು",edge
ಎದುರಿಸುತ್ತಿರುವ ಒಟ್ಟು ಕೋರ್,edge of a convex set
ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ,efficiency factor
ವಿಶಿಷ್ಟ ಅಂಶ,eigen element
ವಿಶಿಷ್ಟ ಕಾರ್ಯ,eigen function
"ಐಜೆನ್ ಮೌಲ್ಯ, ವಿಶಿಷ್ಟ ಮೌಲ್ಯ",eigen value
ವಿಶಿಷ್ಟ ಮೌಲ್ಯ ಸಮೀಕರಣ,eigen value equation
"ಐಜೆನ್ ವೆಕ್ಟರ್, ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್",eigen vector
ಸ್ಥಿತಿಸ್ಥಾಪಕ,elastic
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಎರಕಹೊಯ್ದ,elastic constant
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ,elastic equilibrium
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,elasticity
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಪುಟ,elasticity surface
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್, ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್",electronic computer
"ಅಂಶ, ಅಂಶ, ಅಂಶ",element
ಆರಂಭಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ,elementary column operation
ಆರಂಭಿಕ ಘಟನೆ,elementary event
ಆರಂಭಿಕ ಕಾರ್ಯ,elementary function
ಆರಂಭಿಕ ಕಾರ್ಯಾಚರಣೆ,elementary operation
ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶಗಳು,elementary outcome
ಆರಂಭಿಕ ಸಂಭವನೀಯತೆಯ ನಿಯಮ,elementary probability law
ಆರಂಭಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ,elementary row operation
"ನಾಶಮಾಡು, ನಾಶಮಾಡು,",eliminate
ನಿರ್ಣಯ ಪ್ರಕ್ರಿಯೆ,elemination procedure
"ಎಲಿಪ್ಸ್, ಎಲಿಪ್ಸ್",ellipse
ಅಂಡಾಕಾರದ,ellipsoid
ದೀರ್ಘವೃತ್ತಾಕಾರದ,ellipsoidal
ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ,ellipsoidal surface
ದೀರ್ಘವೃತ್ತಾಕಾರದ ದೇಹ,elliptical body
ಎಂಬೆಡಿಂಗ್,embedding
ಹೊರಸೂಸುವಿಕೆಗಳು,emission
ಪ್ರಾಯೋಗಿಕ ನಂಬಿಕೆ,empirical data
ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ,empirical formula
ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ,empirical probability
ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ,empirical relation
ಖಾಲಿ ಸೆಟ್,empty set
ಬಂಧಿಸಲಾಗಿದೆ,enclosed
"ಎನ್ಕೋಡಿಂಗ್, ಕೋಡಿಂಗ್",encoding
ಪರಸ್ಪರ ಕಾರ್ಯಸಾಧ್ಯತೆ,endomorphism
ಅಂತಿಮ ಬಿಂದು,end point
ವರ್ಗ ಮಧ್ಯಂತರದ ಅಂತಿಮ ಬಿಂದು,end point of class interval
ಶಕ್ತಿ,energy
ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ಘಟಕ,energy momentum component
ಪ್ರವೇಶ ವೇರಿಯಬಲ್,entering variable
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,enumerable set
"ಎಣಿಸು, ಎಣಿಸು",enumeration
"ಸಮಾನ, ಸಮಾನ, ಸಮ, ಸಮಾನ",equal
"ಸಮಾನತೆ, ಸಮಾನತೆ",equality
ಸಾಧ್ಯತೆ,equally likely
ಸಹ ಸಂಭವನೀಯತೆ ಆಯ್ಕೆ ವಿಧಾನ,equal probability selection method (=epsem)
ಸಮಗೊಳಿಸು,equate
"ಸಮೀಕರಣ, ಸಮೀಕರಣ",equation
ಚತುರ್ಭುಜ ಸಮೀಕರಣ,equation of first degree
ಚತುರ್ಭುಜ ಸಮೀಕರಣ,equation of second degree
ಚತುರ್ಭುಜ ಸಮೀಕರಣ,equation of third degree
"ಸಮಭಾಜಕ, ಸಮಭಾಜಕ, ಮಧ್ಯರೇಖೆ",equator
ಸ್ಥಿರ,equicontinuous
ಸಮಬಾಹು,equilateral
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ",equilibrium
ಬಲ ಸಮತೋಲನ,equilibrium of forces
ಸಮತೋಲನ ಬಿಂದು,equilibrium point
ಸಮಾನತೆ,equivalence
ಸಮಾನತೆಯ ವರ್ಗ,equivalence class
ಸಮಾನತೆಯ ಸಂಬಂಧ,equivalence relation
"ಸಮಾನ, ಸಮಾನ (ವಿ.), ಸಮಾನ (ಸಂ)",equivalent
ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್,equivalent matrix
ಸಮಾನ ಸೆಟ್,equivalent set
ಪ್ರವೃತ್ತಿಗಳು,ergodicity
"ದೋಷ, ತಪ್ಪು, ತಪ್ಪು, ಅಸಮರ್ಪಕತೆ",error
ದೋಷ ವಿಶ್ಲೇಷಣೆ,error analysis
ದೋಷ ಕೋಡ್,error code
ದೋಷ ಗುಣಾಂಕ,error coefficient
ಚದರ ಅರ್ಥ ದೋಷ,error of mean square
ಮೊದಲ ವಿಧದ ದೋಷ,error of the first kind
ಎರಡನೇ ರೀತಿಯ ದೋಷ,error of the second kind
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಂಭವನೀಯತೆ,escape probability
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ವೇಗ,escape velocity
E. ಸ್ಮಿತ್ ಸಜ್ಜುಗೊಳಿಸುವ ಪ್ರಕ್ರಿಯೆ,E. Schmidt's orthogonalization process
ಬಹಿರ್ಮುಖಿ,escribed circle
"ಅಗತ್ಯ, ಅಗತ್ಯ",essential
ವಾಸ್ತವಿಕವಾಗಿ ಅನನ್ಯ,essentially unique
"ನಿರ್ಣಯಿಸಲು, ನಿರ್ಣಯಿಸಲು (ver.), ನಿರ್ಣಯಿಸಲು (ed.)",estimate
ಅಂದಾಜು ವಿಧಾನ,estimation method
ಯೂಕ್ಲಿಡಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,Euclidean coordinate
ಯೂಕ್ಲಿಡಿಯನ್ ಡೊಮೇನ್,Euclidean domain
ಯೂಕ್ಲಿಡಿಯನ್ ರೇಖಾಗಣಿತ,Euclidean geometry
ಯೂಕ್ಲಿಡಿಯನ್ ಎನ್-ಸ್ಪೇಸ್,Euclidean n-space
ಯೂಕ್ಲಿಡಿಯನ್ ವಿಮಾನ,Euclidean plane
ಯೂಲರ್ ಪ್ರಮೇಯ,Euler's theorem
"ಮೌಲ್ಯಮಾಪನ, ಮೌಲ್ಯಮಾಪನ",evaluate
ಸಹ,even
ಸಹ ಕರ್ವ್,even curve
ಸಹ ಕಾರ್ಯ,even function
ಸಹ ವಕ್ರೀಕಾರಕ,even multiple
ಸಮ ಸಂಖ್ಯೆ,even number
ಬೆಸ ಸಮ್ಮಿತಿ,even odd symmetry
ಕ್ರಮಪಲ್ಲಟನೆ ಕೂಡ,even permutation
"ಘಟನೆ, ಸಂಚಿಕೆ",event
ಸಮಮಾಪನ,even term
"ನಿಖರ, ನಿಖರ, ನಿಖರವಾಗಿ",exact
ನಿಖರವಾದ ಚಿ-ಚದರ ಪರೀಕ್ಷೆ,exact chi-square test
ನಿಖರವಾದ ವ್ಯತ್ಯಾಸ,exact differential
ನಿಖರವಾದ ಸಮೀಕರಣ,exact equation
ಉದಾಹರಣೆ,example
ವಿನಿಮಯ,exchange
ನಿರ್ದಿಷ್ಟ ಘಟನೆ,exhaustive event
ಅಸ್ತಿತ್ವವಾದದ ಮೂಲತತ್ವ,existence axiom
ಬದುಕುಳಿಯುವ ಸಂಭವನೀಯತೆ,existence probability(= a priori probability)
ಅಸ್ತಿತ್ವದ ಪ್ರಮೇಯ,existence theorem
ಬಾಹ್ಯ ವೇರಿಯಬಲ್,exogenous variable
"ಹರಡಿ, ಹರಡಿ",expansion
ನಿರೀಕ್ಷೆಯ ಕಾರ್ಯ,expectation function
ನಿರೀಕ್ಷಿತ ಆವರ್ತನ,expected frequency
ನಿರೀಕ್ಷಿತ ಮೌಲ್ಯ,expected value
ಪ್ರಯೋಗ,experiment
"ಪ್ರಾಯೋಗಿಕ ದೋಷ, ಪ್ರಾಯೋಗಿಕ ದೋಷ",experimental error
"ವಿವರಣೆ, ವಿವರಣೆ",explanation
ಸ್ಪಷ್ಟ ಸಮೀಕರಣ,explicit equation
ಸ್ಪಷ್ಟವಾಗಿ,explicit form
ಸ್ಪಷ್ಟ ಕಾರ್ಯ,explicit function
ಸ್ಪಷ್ಟ ಪರಿಹಾರ,explicit solution
ಘಾತ,exponent
ಘಾತೀಯ ಕರ್ವ್,exponential curve
ಘಾತೀಯ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,exponential density function
ಘಾತೀಯ ವಿತರಣೆ,exponential distribution
ಘಾತೀಯ ಸಮೀಕರಣ,exponential equation
ಘಾತೀಯ ಕಾರ್ಯ,exponential function
"ಘಾತೀಯ ಬೆಳವಣಿಗೆ, ಘಾತೀಯ ಬೆಳವಣಿಗೆ",exponential growth
ಘಾತೀಯ ನಿಯಮ,exponential law
ಘಾತೀಯ ನಕ್ಷೆ,exponential map
"ಘಾತೀಯ ಸರಣಿ, ಘಾತೀಯ ಸರಣಿ",exponential series
"ಅಭಿವ್ಯಕ್ತಿ, ಅಭಿವ್ಯಕ್ತಿ, ಮುಖಭಾವ, ಅಭಿವ್ಯಕ್ತಿ",expression
ವಿಸ್ತೃತ ಮಧ್ಯಂತರ,extended interval
ವರ್ಧಿತ ನೈಜ ರೇಖೆ,extended real line
ವಿಸ್ತೃತ ನೈಜ ಸಂಖ್ಯೆ ವ್ಯವಸ್ಥೆ,extended real number system
ಮ್ಯಾಪಿಂಗ್ ವಿಸ್ತರಣೆ,extension of a mapping
ಬಾಹ್ಯ ಕೋನ,exterior angle
ಹೊರ ವಲಯ,exterior area
ಬಾಹ್ಯ ಬಿಂದು,exterior point
ಬಾಹ್ಯ,external
ಮುನ್ಸೂಚನೆಯ ಮೌಲ್ಯದ ಎಕ್ಸ್ಟ್ರಾಪೋಲೇಶನ್,extrapolation of trend value
ಹೊರತೆಗೆಯುವ ತಂತ್ರ,extrapolation technique
ಗರಿಷ್ಠ ಮೌಲ್ಯ,extremal value
"ವಿಪರೀತ, ಅಂತ್ಯ, ತೀವ್ರ, ಪರಾಕಾಷ್ಠೆ",extreme
ಉನ್ನತ ಶಿಖರ,extreme point
ವಿರುದ್ಧ ಗುಂಪಿನ ತೀವ್ರ ಬಿಂದು,extreme point of convex set
ಕಾರ್ಯದ ವಿಪರೀತ ಮೌಲ್ಯ,extremum of a function
ವಿಪರೀತ ಗುಣಲಕ್ಷಣಗಳು,extremum property
"ಮುಖ, ಬದಿ, ಮುಂಭಾಗ",face
ಮುಖ ಬೆಲೆ,face value
"ಘಟಕ, ಅಂಶ, ಅಂಶ, ಷರತ್ತು,",factor
ಅಂಶ ವಿಶ್ಲೇಷಣೆ,factor analysis
ಛಿದ್ರಗೊಂಡಿದೆ,factored
ಅಪವರ್ತನೀಯ,factorial
ಬಹು ಅಂಶ ವಿನ್ಯಾಸ,factorial design
ಅಪವರ್ತನೀಕರಣ,factorization
ಅಂಶಕ್ಕೆ,factorise
ನ್ಯಾಯದ ಆಟ,fair game
"ವರ್ಚುವಲ್, ತಪ್ಪು, ಕೋಡ್",FALSE
"ಕುಟುಂಬ, ಕುಟುಂಬ, ಕುಲ, ಕುಟುಂಬ",family
ಒಟ್ಟು ವೃತ್ತ,family of circles
ಕರ್ವ್ ಒಟ್ಟು,family curves
ಕಾರ್ಯಗಳ ಕುಟುಂಬ,family of functions
ಒಟ್ಟು ಸಾಲು,family of lines
ಪ್ರತಿಕೃತಿ,facsimile
ಎಫ್-ವಿತರಣೆ,F-distribution
ಸ್ಥಿರವಾದ ಮೂಲ ಪರಿಹಾರ,feasible basic solution
ಹೊಂದಾಣಿಕೆಯ ಪರಿಹಾರ,feasible solution
"ರೀಚಾರ್ಜ್, ಮರುಹೂಡಿಕೆ",feed back
ಫೆರ್ಮಾ ಕಾನೂನು,Fermat principle
ಫೆರ್ಮಾ ಪ್ರಮೇಯ,Fermat's theorem
ಫರ್ಮಿ-ಡಿರಾಕ್-ಅಂಕಿಅಂಶ,Fermi-Dirac statistics
ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆಗಳು,Fibonacci number
ಫಿಬೊನಾಕಿ ಶ್ರೇಣಿ,Fibonacci series
"ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ",field
ಅಂತಿಮ ವೇಗ,final velocity
"ಸೀಮಿತ, ಸೀಮಿತ",finite
ಸೀಮಿತ ಬೇಸ್,finite basis
ಸೀಮಿತ ದಶಮಾಂಶ,finite decimal
ಸೀಮಿತ ವ್ಯತ್ಯಾಸ,finite difference
ಸೀಮಿತ ವ್ಯತ್ಯಾಸ ವಿಧಾನ,finite difference method
ಸೀಮಿತ ಆಯಾಮದ,finite dimensional
ಸೀಮಿತ ಆಯಾಮದ ವೆಕ್ಟರ್,finite dimensional vector space
ಸೀಮಿತ ಆಟ,finite game
ಸೀಮಿತ ರೇಖಾಗಣಿತ,finite geometry
ಸೀಮಿತ ಅವಿಭಾಜ್ಯ,finite intersection
ಸೀಮಿತತೆ,finite many
ಸೀಮಿತ ಮಾರ್ಕೊವ್ ಸರಪಳಿ,finite Markov chain
ಸೀಮಿತತೆಯ ಪುರಾವೆ,finiteness proof
ಸೀಮಿತ ಸಂಖ್ಯೆ,finite number
ಸೀಮಿತ ಜನಸಂಖ್ಯೆ,finite population
