Punjabi,Telugu
ਤਾਜ (ਪੌਦਾ),క్రౌన్ (మొక్క)
ਟੁਕੜਾ,ముక్క
ਛਾਲੇ,క్రస్ట్
ਕ੍ਰਿਪਟੌਗਮ,క్రిప్టోమ్
ਕੂਲ (ਫਲ),మెడ (పండ్లు)
ਕੂਲਮ,కుల్మ్
ਕਾਸ਼ਤਕਾਰ,సాగు
ਕਾਸ਼ਤ,సాగు
ਕਾਸ਼ਤਕਾਰ,సాగు
ਸਭਿਆਚਾਰ,సంస్కృతి
ਕਰਿੰਗ,క్యూరింగ్
ਕਰਲਿੰਗ,కర్లింగ్
ਮੁਦਰਾ,కరెన్సీ
ਕਟੀਲ,క్యూటికల్
ਕੱਟਣਾ,కట్టింగ్
ਗੱਠ,తిత్తి
Cytochromo,సైటోక్రోమ్
ਸਾਈਨੋਗਮੀ,సైటోగామి
Cytegeenesis,సైటోజెనిసిస్
ਸਾਇਟਾਈਜਨੇਟਿਕ,సైటోజెనెటిక్స్
ਸਾਇਟੋਕਿਨੇਸਿਸ,సైటోకినిసిస్
ਸਾਇਟੋਲੋਜੀ,సైటోలజీ
ਸਾਈਂਟਾਈਸਿਸ,సైటోలిసిస్
ਸਾਇਟੋਮਰੇ,సైటోమీర్
ਸਾਇਟੋਪਲਾਜ਼ਮ,సైటోప్లాజమ్
ਪੱਤਾਗੋਭੀ,క్యాబేజీ
ਕੈਕਟਸ,కాక్టస్
ਕੈਲੰਡੁਲਾ,కలేన్ద్యులా
ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ),ఫలారిస్
ਕੈਨਨਾ,Canna
ਕੈਪਾਰਿਸ,కాపారిస్
ਕੈਪਸਿਕਮ,క్యాప్సికం
ਕੈਰਮਬੋਲਾ,కారాంబోలా
ਕੈਰਾਪਾ,కారాపా
ਕਾਰਡਮੋਮ,ఏలకులు
ਕੈਰੇਸ਼ਨ,కార్నేషన్
ਗਾਜਰ,కారెట్
ਕਾਜੂ ਗਿਰੀ,జీడి పప్పు
ਕਾਸੀਆ,కాసియా
ਕੈਸਟਰ,కాస్టర్
ਫੁੱਲ ਗੋਭੀ,కాలీఫ్లవర్
ਅਜਵਾਇਨ,సెలెరీ
ਚੈਂਪੈਕ,ఛాంపాక్
ਚੇਨੋਪੋਡੀਅਮ,చెనోపోడియం
ਚੈਰੀ ਟਮਾਟਰ,చెర్రీ టమొూటా
ਚੈਰੀ,చెర్రీ
"Chickpea, ਗ੍ਰਾਮ","చిక్పా, గ్రామ్"
ਮਿਰਚ,మిరపకాయలు
ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ,చైనా టర్పెంటైన్ చెట్టు
ਚੋ-ਚੋਅ,చౌ చౌ
ਕ੍ਰਾਈਸੈਂਥੇਮਮ,క్రిసాన్తిమం
"ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ","చుఫా, ఎర్త్ బాదం"
ਸਿਖਾਂ,సికోరీ
ਦਾਲਚੀਨੀ,దాల్చిన చెక్క
ਸਿਟਰਨ,సిట్రాన్
ਸਿਟਰੋਨਲਾ ਘਾਹ,సిట్రోనెల్లా గడ్డి
ਜਸਮੀਨ ਚੜ੍ਹਨਾ,క్లైంబింగ్ జాస్మిన్
ਲੌਂਗ,లవంగం
ਕਲੱਸਟਰ ਬੀਨ,క్లస్టర్ బీన్
ਕੋਕੋ,కోకో
ਨਾਰੀਅਲ,కొబ్బరి
ਕਾਫੀ,కాఫీ
ਕੋਲੇਸ,కోలియస్
ਕੋਲੋਕੈਸੀਆ,కోలోకాసియా
"ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ","కోలోసిన్త్, చేదు ఆపిల్"
ਆਮ ਸੇਵਾ,సాధారణ పర్స్లేన్
ਧਨੀਆ,కొత్తిమీర
ਸੂਤੀ,పత్తి
ਕਾਵਾਂ,కౌపీయా
ਕੁਬੇਬ,క్యూబ్బ్
ਖੀਰਾ,దోసకాయ
ਖਰਕੀ,కుకుర్బిట్స్
ਜੀ,జీలకర్ర
ਕਰੀ ਪੱਤੇ,కరివేపాకు ఆకు
ਕਸਟਾਰਡ ਐਪਲ,సీతాఫలం
ਕੈਪਸੂਲ ਬੋਰਰ,క్యాప్సూల్ బోరర్
ਕੈਟਰਪਿਲਰ,గొంగళి పురుగు
ਨਿੰਬੂ ਸਾਈਂ,సిట్రస్ సైలా
ਕ੍ਰਿਕੇਟ,క్రికెట్
ਕਾਂ,కాకి
ਕੀੜਾ ਕੱਟੋ,కట్ పురుగు
ਡੇਅਰੀ,పాల
ਡੇਅਰੀ,పాల
ਡੈਮ,ఆనకట్ట
ਦਿਵਸ ਨਿਰਪੱਖ,రోజు-తటస్థ
ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ,పుష్పించే రోజుల తరువాత
ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ,పూర్తి బ్లూమ్ తర్వాత రోజులు
ਡੀਬਲੋਸੋਮਿੰਗ,డెబ్లోసింగ్
ਅਸਵੀਕਾਰ,డీకాల్సిఫికేషన్
ਫੈਸਲਾ,డికాంట్
ਵਿਗਾੜ,క్షయం
ਪਤਝੜ,ఆకురాల్చే
ਦਸ਼ਮਲਵ,దశాంశం
ਘਾਟ,లోపం
ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ),మట్టి
ਬਦਨਾਮੀ,డెఫ్లోరేషన్
ਹੱਤਿਆ,డీఫోలియేషన్
ਕਟਾਈ,అటవీ నిర్మూలన
ਡੀਜਨਰੇਸ਼ਨ,క్షీణత
ਨਿਘਾਰ,క్షీణత
ਡਿਗਰੀ ਦਿਨ,డిగ్రీ రోజులు
ਡਿਗਰੀ,డిగ్రీ
ਡੀਹਿਸੈਂਸ,డీహిస్సెన్స్
ਦਹੁਣਾ,డెహల్లింగ్
ਡੀਹੁਸਕਿੰਗ,డెహస్కింగ్
ਡੀਹਾਈਡਰੇਸ਼ਨ,నిర్జలీకరణం
ਡੀਹਾਈਡਰੇਟਰ,డీహైడ్రేటర్
ਮੰਗ,డిమాండ్
ਗਿਰਾਵਟ,డీనాటరేషన్
ਘਟਨਾਵਾਂ,తిరస్కరణ
ਜਮ੍ਹਾ,డిపాజిట్
ਜਮ੍ਹਾ,నిక్షేపణ
ਕਮੀ,తరుగుదల డీసాలినైజేషన్
Desiccation,డీసికేషన్
ਡਿਜ਼ਾਇਨ,రూపకల్పన
ਡੈਸੀਕੇਟਰ,డెస్సికేటర్
ਨਿਰਧਾਰਤ,డెస్టొనింగ్
ਡਿਸਿਕਰਿੰਗ,డెస్కరింగ్
Desynapis,డెసినాప్సిస్
ਡੈਟਾਸਲ,డిటాసెల్
ਡੀਟਾਸਿੰਗ,డిటాసెలింగ్
ਨਿਰਧਾਰਤ,నిర్ణయాధికారి
ਦੀ ਘਾਟ,విలువ తగ్గింపు
ਠਹਿਰਾਓ,డివెగెటేషన్
ਭਟਕਣਾ,విచలనం
ਡਿਆਡ,డైడ్
ਨਿਦਾਨ,రోగ నిర్ధారణ
ਦੁਚਰਾ,డైకోగామి
Dichotomy,డైకోటోమి
ਡਿਕੋਟਾਈਲਡਨ (ਬੀਜ),విత్తనం
ਮਰ ਜਾਓ (ਬਿਮਾਰੀ),డై బ్యాక్ (వ్యాధి)
ਫੈਲਾ,విస్తరణ
ਪਾਚਨਤਾ,డైజెస్టిబిలిటీ
ਡਾਇਲਬ੍ਰਿਡ,డైహైబ్రిడ్
ਡਾਈਕ (ਡਾਈਕ),ఒక రకానికి చెందిన వ్యక్తి
ਪਤਲਾ,పలుచన
Dioeous,డైయోసియస్
ਡਿਪਲੋਇਡ,డిప్లాయిడ్
ਡਿਪਲੋਇਡ,డిప్లాయిడ్
ਡਿਪਲੋਨੀਮਾ,డిప్లొనెమా
ਡਿਸਬੋਡਿੰਗ,విడదీయడం
ਡਿਸਕਿੰਗ,డిస్కింగ్
ਛੂਟ,డిస్కౌంట్
ਰੋਗਾਣੂ-ਮੁਕਤ,క్రిమిసంహారక
ਫੈਲਾਅ,చెదరగొట్టడం
ਪ੍ਰਸਾਰ,వ్యాప్తి
ਵਿਭਿੰਨਤਾ,వైవిధ్యీకరణ
ਵਿਭਿੰਨਤਾ,వైవిధ్యభరితమైన వ్యవసాయం
ਡੀ ਐਨ ਏ ਪੌੜੀ,DNA నిచ్చెన
ਡੀ ਐਨ ਏ ਰੀਸੈਪਟਰ,DNA రిసెప్టర్
ਡੋਕੇਜ,డాకేజ్
ਪ੍ਰਭਾਵਸ਼ਾਲੀ,ఆధిపత్యం
ਸੁਸਤ,నిద్రాణస్థితి
ਖੁਰਾਕ,మోతాదు
ਡਬਲ ਸਿਗੋਮਾਈਡ ਕਰਵ,డబుల్ సిగ్మోయిడ్ కర్వ్
ਡਰਾਫਟ (ਡਰਾਫਟ),ముసాయిదా (ముసాయిదా)
ਡਰੇਨ,హరించడం
ਡਰੇਨੇਜ,పారుదల
ਡਰਾਅ ਕਰੋ,డ్రా
ਖਾਈ,డ్రించింగ్
ਡਰੈਸਿੰਗ (ਬੀਜ),డ్రెస్సింగ్ (విత్తనం)
ਮਸ਼ਕ (ਐਨ.),డ్రిల్ (ఎన్.)
ਡ੍ਰਿਲਿੰਗ (ਏਜੀ. ਇੰਜੀਨੀਅਰ),డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్)
ਡ੍ਰਿਲੰਗ (ਖੇਤੀਬਾੜੀ),వ్యవసాయ శాస్త్రం
ਡਰਿਪ ਸਿੰਚਾਈ,బిందు సేద్యం
ਡ੍ਰਾਇਵਲੈਂਡ ਖੇਤੀ,డ్రైలాండ్ వ్యవసాయం
ਧੂੜ,దుమ్ము
ਡੱਸਟਰ,డస్టర్
ਧੂੜ,దుమ్ము
ਬੌਨੇ,మరగుజ్జు
Dwarf ਪਿਰਾਮਿਡ,మరగుజ్జు పిరమిడ్
Dwarfing,మరగుజ్జు
ਡੇਜ਼ੀ,డైసీ
ਤਾਰੀਖਾਂ,తేదీలు
ਦਿਨ ਜੈਸਮੀਨ,రోజు జాస్మిన్
ਡਿਲ,మెంతులు
ਦੀਨਨਾਥ ਘਾਹ,దిననాథ్ గడ్డి
ਡੂਡਡਰ,డాడర్
"ਡੂਬ ਘਾਹ, ਬਰਮੁਡਾ ਘਾਹ","డూబ్ గడ్డి, బెర్ముడా గడ్డి"
ਬਰੂਸ,డ్రూస్
ਸੁੱਕੇ ਅਦਰਕ,పొడి అల్లం
ਮੋਹਰਿੰਗ ਬੀਟਲ,బీటిల్‌ను డీఫోలైట్ చేస్తుంది
ਡਰੋਨ,డ్రోన్
ਬਤਖ਼,బాతు
ਵਾਤਾਵਰਣ,ఎకాలజీ
Econometrics,ఎకోనొమెట్రిక్స్
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,ఆర్థిక సామర్థ్యం
ਈਕੋਟਾਈਪ,ఎకోటైప్
ਐਲੀਕਟ੍ਰੋਫਿਕ,ఎక్టోట్రోఫిక్
ਏਡੋਫੇਿਕ,ఎడాఫిక్
ਐਡੀਫੋਲੋਜੀ,ఎడాఫాలజీ
ਐਡਜਿੰਗ,అంచు
ਖਾਣ ਵਾਲੇ ਹਿੱਸੇ,తినదగిన భాగం
ਮੰਗ ਦੀ ਲਚਕਤਾ,డిమాండ్ యొక్క స్థితిస్థాపకత
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,ఉత్పత్తి యొక్క స్థితిస్థాపకత
ਇਲੈਕਟ੍ਰੋਲੋਸਿਸ,విద్యుద్విశ్లేషణ
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,ఎలెక్ట్రోఫోరేసిస్
ਕਪੜੇ,ఎలివియేషన్
Emasculator,ఎమాస్క్యులేటర్
ਤੇਜ਼,ఎంబాంకింగ్
ਭਰੂਣ,పిండం
ਭਰੂਣ,పిండశాస్త్రం
ਉਭਰਨ,ఆవిర్భావం
ਇਮਲਸੀਫਾਇਰ,ఎమల్సిఫైయర్
ਐਂਡੋਜੇਨਸ,ఎండోజెనస్
ਹੋਂਦ,ఎండోమిటోసిస్
ਨਿਰਦੋਪਿਤ,ఎండోపరాసైట్
ਐਂਡੋਸਪਰਮ,ఎండోస్పెర్మ్
ਉੱਦਮ,ఎంటర్ప్రైజ్
ਐਂਡੋਮੋਲੋਜੀ,కీటకాలజీ
ਵਾਤਾਵਰਣ,పర్యావరణం
ਪਾਚਕ,ఎంజైమ్
ਐਪੀਸੋਤੀਲ ਗ੍ਰਾਫਟਿੰਗ,ఎపికోటిల్ అంటుకట్టుట
ਐਪੀਫਾਈਟ,ఎపిఫైట్
ਇਕੁਇਟੀ,ఈక్విటీ
ਖਾਤਮੇ,నిర్మూలన
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,అవసరమైన పోషకాలు
ਅਨੁਮਾਨ,అంచనా
ਈਟੀਓਲੇਸ਼ਨ,ఎటిలేషన్
ਯੂਗੇਨਿਕ,యూజెనిక్
ਮੁਲਾਂਕਣ,మూల్యాంకనం
ਈਵੈਪੋਮੀਟਰ,ఆవిరిపోటు
ਈਵੋ-ਟ੍ਰਾਂਸਪਿ .ਸ਼ਨ,ఇవాపో-ట్రాన్స్పిరేషన్
ਸਦਾਬਹਾਰ ਇਨਕਲਾਬ,ఎవర్‌గ్రీన్ విప్లవం
ਸਦਾਬਹਾਰ,సతత హరిత
ਵਿਕਾਸ,పరిణామం
ਆਬਕਾਰੀ,ఎక్సైజ్
ਥਕਾਵਟ (ਜਣਨ),అలసట
ਸ਼ੋਸ਼ਣ,దోపిడీ
ਖੋਜ,అన్వేషణ
ਬਾਹਰ ਕੱ .ਣ,ఎక్స్‌ట్రషన్
ਅੱਖ (ਸੋਗਕੈਨ / ਆਲੂ),కళ్ళు
ਖਾਣ ਵਾਲੇ ਪਾਈਨ,తినదగిన పైన్
"ਹਾਥੀ ਪੈਰ, ਯਮ","ఏనుగు పాదం, యమ"
ਯੁਕਲਿਪਟਸ,యూకలిప్టస్
ਧਰਤੀ ਦਾ ਕੀੜਾ,వానపాము
ਐਂਟਰੋਲੋਜਿਸਟ,కీటక శాస్త్రవేత్త
ਵਾਤਾਵਰਣਕ,పర్యావరణవేత్త
ਕਾਰਕ,కారకం
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,కారకాల ఉత్పాదకత
ਫੈਕਟੋਰੇਜ,కారకం
ਫੈਕਟੈਕਟਿਵ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,కారకమైన బ్లాక్ డిజైన్
ਫੈਕਲਟੀਟੇਟਰਟੇਟਰੇਟਿਵ,ఫ్యాకల్టీ
ਪਰਦਾ,ఫాలో
ਪਰਿਵਾਰ,కుటుంబం
ਫਾਰਮ ਮੁਲਾਂਕਣ,వ్యవసాయ మదింపు
ਖੇਤ ਬਜਟ,వ్యవసాయ బడ్జెట్
ਖੇਤ ਦਾ ਕਾਰੋਬਾਰ,వ్యవసాయ వ్యాపారం
ਫਾਰਮ ਦੀ ਯੋਜਨਾਬੰਦੀ,వ్యవసాయ ప్రణాళిక
ਕਿਸਾਨ,రైతు
ਖੇਤੀ,వ్యవసాయం
ਸ਼ਮੂਲੀਅਤ,ఫాసియేషన్
ਧੋਖਾਧੜੀ,మలం
ਫਰਮੈਂਟੇਸ਼ਨ,కిణ్వ ప్రక్రియ
ਜਣਨ,సంతానోత్పత్తి
ਖਾਦ,ఎరువులు
ਖਾਦ ਦੀ ਕੁਸ਼ਲਤਾ,ఎరువుల వినియోగ సామర్థ్యం
ਰੇਸ਼ੇਦਾਰ,ఫైబరస్
ਖੇਤਰ,ఫీల్డ్
ਖੇਤਰ ਦੀ ਸਮਰੱਥਾ,క్షేత్ర సామర్థ్యం
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,క్షేత్ర ప్రదర్శన
ਨਿਰਧਾਰਤ,స్థిరీకరణ
ਹੜ੍ਹ,వరదలు
ਵਹਾਅ ਡਾਇਗਰਾਮ,ప్రవాహ రేఖ చిత్రం
ਭੋਜਨ ਦਾ ਮੁੱਲ,ఆహార విలువ
ਚਾਰਾ (ਚਾਰਾ),మేట
ਭਵਿੱਖਬਾਣੀ,అంచనా
ਜੰਗਲ,అటవీ
ਜੰਗਲਾਤ,అటవీప్రాంతం
ਫਰੌਡ,ఫ్రాండ్
ਠੰਡ ਰੋਧਕ,ఫ్రాస్ట్ రెసిస్టెంట్
ਠੰਡ,ఫ్రాస్ట్
ਫ੍ਰੋਜ਼ਨ (ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ),స్తంభింపచేసిన (పండు & కూరగాయలు)
ਫਰੂਟੇਸ਼ਨ,ఫలితం
ਫਲ ਬੂੰਦ,ఫ్రూట్ డ్రాప్
ਫਲ-ਸੈੱਟ (ਫਲ ਸੈਟਿੰਗ),పండు-సెట్ (పండ్ల అమరిక)
ਧੁੰਦਲੀ,ధూమపానం
ਫੰਜਾਈਸਾਈਡ,శిలీంద్ర సంహారిణి
ਮਜ਼ੇਦਾਰ,శిలీంధ్ర
ਫੰਗਸ,ఫంగస్
Furown,ఫ్యూరో
ਮਿਸ਼ਰਨ,ఫ్యూజన్
ਫਜ਼,ఫజ్
ਫਜ਼ੀ,మసక
"ਫੈਨਿਲ, ਅਨੀਸ","ఫెన్నెల్, సోంపు"
Fenugreek,FENUGREEK
ਅੰਜੀਰ,అత్తి
ਫਿੰਗਰ ਬਾਜਰੇ,ఫింగర్ మిల్లెట్
ਅੱਗ-ਲਾਲ ਝਾੜੀ,ఫైర్-ఫ్లేమ్ బుష్
ਜੰਗਲ ਦੀ ਲਾਟ,అటవీ జ్వాల
ਫ੍ਰੈਂਚ ਬੀਨ,ఫ్రెంచ్ బీన్
ਫਲੀ,ఫ్లీ
ਲੂੰਬੜੀ,ఫాక్స్
ਫਲ ਉੱਡਦੇ ਹਨ,ఫ్రూట్ ఫ్లై
Gall (ਹੋਰਟ),పిత్తాశయం
ਗੇਮਟ,గామేట్
ਗਾਰਡਨ,తోట
ਗੇਜ (ਪਾਣੀ),గేజ్ (నీరు)
ਜੀਨ ਬੈਂਕ,జీన్ బ్యాంక్
ਜੀਨ ਟੈਗਿੰਗ,జన్యు ట్యాగింగ్
ਵਾਹਨ,జన్యుశాస్త్రం
ਜੈਨੇਟਿਕ ਨਕਸ਼ਾ,జన్యు పటం
ਜੈਨੇਟਿਕਸ,జన్యుశాస్త్రం
ਜੀਨੋਮ,జన్యువు
ਜੀਨੋਮਿਕ ਲਾਇਬ੍ਰੇਰੀ,జెనోమిక్ లైబ్రరీ
ਜੇਨੋਮਿਕਸ,జెనోమిక్స్
ਜੀਨੋਟਾਈਪ,జన్యురూపం
ਜੀਨੋਟਾਈਪ,జన్యురూపం
ਜੀਨਸ,జాతి
ਜੀਨਸ,జాతి
ਕੀਟਾਣੂ,జెర్మ్
ਗਠੀਏ,జెర్మిసైడ్
ਉਗ,అంకురోత్పత్తి
Germpelsm,జెర్మ్ప్లాజమ్
ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ,గిబ్బెరెల్లిక్ ఆమ్లం
ਗਿਲਿੰਗ,జిన్నింగ్
Glumue,గ్లూమ్
ਸ਼ਾਨਦਾਰ,గ్లూటినస్
ਗਲਾਈਕੋਲਸਿਸ,గ్లైకోలిసిస్
ਗਲੇਸ,గ్నిస్
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,గోల్డెన్ రివల్యూషన్
ਗਰੇਡਿੰਗ,గ్రేడింగ్
ਗ੍ਰੈਫਟਡ ਪੌਦਾ,అంటు వేసిన మొక్క
ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ,అంటుకట్టుట-అపజయం
ਗ੍ਰਾਨਾ,గ్రన్నా
ਗ੍ਰੈਨੂਲੇਸ਼ਨ,గ్రాన్యులేషన్
ਹਰੀ ਖਾਦ,ఆకుపచ్చ ఎరువు
ਹਰੀ ਕ੍ਰਾਂਤੀ,హరిత విప్లవం
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,పెరుగుదల మరియు అభివృద్ధి
ਗਮਮੋਸਿਸ,గుమ్మోసిస్
Gynovioleive,గైనోడియోసియస్
ਗੈਲ ਗਿਰੀ,పిత్తాశయ గింజ
ਲਸਣ,వెల్లుల్లి
ਗਰਬੀਰਾ,గెర్బెరా
Gherkin,గెర్కిన్
ਅਦਰਕ,అల్లం
ਗਲੇਡੀਓਲਸ,గ్లాడియోలస్
ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ),మేక కలుపు (అగెరాటమ్)
ਚਕੋਤਰਾ,ద్రాక్షపండు
ਅੰਗੂਰ,ద్రాక్ష
ਹਰੀ ਗ੍ਰਾਮ,ఆకుపచ్చ గ్రామ్
ਗ੍ਰੇਵੀਆ,గ్రెవియా
ਗਰਾਉਂਡ,వేరుశనగ
ਹਰੂਦ,గువా
ਗਿੰਨੀ ਘਾਹ,గినియా గడ్డి
ਗੈਲ ਮਿਜ,పిత్తాశయ మిడ్జ్
ਘਾਹ ਹੌਪਰ,గడ్డి హాప్పర్
ਗੁੰਡ ਦਾ ਬੱਗ,గుండీ బగ్
ਆਦਤ,అలవాటు
ਗੜੇ,వడగళ్ళు
ਵਾਲਾਂ ਵਾਲੇ,హెయిరీ వెచ్
ਹੈਲੋਫਾਈਟ,హలోఫైట్
ਹੈਰੋ,హారో
ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ,హార్వెస్ట్ ఇండెక్స్
ਵਾਢੀ,హార్వెస్ట్
ਕਟਾਈ,హార్వెస్టింగ్
ਹੈਚ,హాచ్
ਸੁੱਕਾ ਘਾਹ,హే
ਹੇਲੇਜ,హేలేజ్
ਹਾਇਸਟੌਕ,హేస్టాక్
ਹੇਜ਼,పొగమంచు
ਹੁਸ਼ੀ,మబ్బుగా
ਸਿਰ (ਐਗਰੋ),తల (అగ్రో)
ਸਿਰ (ਚੈਨਲ ਦਾ),తల (ఛానెల్ యొక్క)
ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ,వెనుకకు వెళుతుంది
ਹੇਜ,హెడ్జ్
ਹੇਜਿੰਗ,హెడ్జింగ్
ਹੇਲਿਕਸ,హెలిక్స్
ਹੇਮੇਟਾਈਟ,హెమటైట్
ਹਰਬ,హెర్బ్
ਹਰਬਰਿਅਮ,హెర్బేరియం
ਹਰਬੀਸਾਈਡ,హెర్బిసైడ్
ਧਾਰਕ,వంశపారంపర్యత
ਇਸ ਨੂੰ,మతవిశ్వాశాల
ਹਰਮਫ੍ਰੋਡਾਈਟ,హెర్మాఫ్రోడైట్
ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ,హెటెరోక్రోమటిక్
ਹੇਟਰੋਫਰੀਕਰਨ,హెటెరోఫెర్టిలైజేషన్
ਹੇਟਰੋਸਿਸ,హెటెరోసిస్
ਹੇਟਰੋਸੋਮ,హెటెరోసోమ్
ਹੇਟਰੋਟ੍ਰੋਫ,హెటెరోట్రోఫ్
ਹੇਕਸਾਪਲਾਈਡ,హెక్సాప్లాయిడ్
ਹਾਈਬਰਨੇਟ,హైబర్నేట్
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,అధిక సాంద్రతగల నాటడం
ਪਹਾੜੀ (ਚਾਵਲ),కొండ (బియ్యం)
ਹਿਸਟੋਗ੍ਰਾਮ,హిస్టోగ్రాం
ਹਿਟਚ ਬਾਗਬਾਨੀ,హిటెక్ హార్టికల్చర్
ਛਪਾਕੀ,అందులో నివశించే తేనెటీగలు
ਹੋਇਿੰਗ,హూయింగ్
ਹੋਲਡਿੰਗ,పట్టుకొని
ਘਰ ਫਾਰਮ,హోమ్ ఫామ్
ਹੋਮਸੋਸਟਾਸਿਸ,హోమియోస్టాసిస్
ਹੋਮਸਸਟੇਡ,హోమ్‌స్టెడ్
ਹੋਮਜਿਗੈਨਿਟੀ,సజాతీయత
ਇਕੋ,సజాతీయ
ਹੋਮੋਗਸ,హోమోలోగస్
ਹੋਮੋਜ਼ੀਗੋਟ,హోమోజైగోట్
ਹੌਪਰ,హాప్పర్
ਹਰੀਜੋਨ,హోరిజోన్
ਬਾਗਬਾਨੀ ਫਸਲਾਂ,ఉద్యాన పంటలు
ਬਾਗਬਾਨੀ,హార్టికల్చర్
ਹਾਰਟੀ-ਸਿਲਵੀ ਪੇਸਟੋਰਲ ਫਾਰਮਿੰਗ,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
ਹੋਸਟ,హోస్ట్
ਗਰਮ ਪਾਣੀ ਦਾ ਇਲਾਜ,వేడి నీటి చికిత్స
ਹੌਲ,హల్
ਨਮੀ,తేమ
Humus,హ్యూమస్
ਭੁੱਕੀ,హస్క్
ਹੁਸਕ,హస్కర్
ਹਸਤਾਖਰ,హస్కింగ్
ਹਾਈਬ੍ਰਿਡ,హైబ్రిడ్
ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,హైబ్రిడైజేషన్
ਹਾਈਡਰੇਸ਼ਨ,ఆర్ద్రీకరణ
ਹਾਈਡ੍ਰੋਲੋਜੀ,హైడ్రాలజీ
ਹਾਈਡ੍ਰੋਲਾਇਸਿਸ,జలవిశ్లేషణ
ਹਾਈਡ੍ਰੋਮੀਟਰ,హైడ్రోమీటర్
ਹਾਈਡ੍ਰੋਫਿਲਸ,హైడ్రోఫిలస్
ਹਾਈਡ੍ਰੋਪੋਨਿਕ,హైడ్రోపోనిక్స్
ਹਾਈਡ੍ਰੋਸਫਾਇਰ,హైడ్రోస్పియర్
ਹਾਈਡ੍ਰੋਸਕੋਪਿਕਿਟੀ,జలవిద్యుత్
ਹਾਈਪਰਪਰੇਸਾਈਟ,హైపర్‌పారాసైట్
ਹਾਈਪਰਪਲਸੀਆ,హైపర్‌ప్లాసియా
ਹਾਈਫਾ,హైఫా
ਹਾਈਪੋਕੋਟੀਲ,హైపోకోటైల్
ਕਲਪਨਾ,పరికల్పన
ਹਿਸਟਰੇਸਿਸ (ਪਾਣੀ),గర్భసంచి
ਹੇਜ਼ਲ ਗਿਰੀ,హాజెల్ గింజ
ਭੰਗ,జనపనార
ਹੈਨਬੇਨ,హెన్‌బేన్
ਮਹਿੰਦਾ,హెన్నా
ਹਿਬਿਸਕਸ,మందార
ਹੌਪ,హాప్
ਘੋੜਾ ਗ੍ਰਾਮ,ఉలవలు
ਘੋੜਾ-ਅੱਖ-ਬੀਨ,గుర్రం-కంటి-బీన్
ਮਧੂ ਮੱਖੀ,తేనెటీగ
ਹੌਪਰ,హాప్పర్
ਬਾਗਬਾਨੀ,హార్టికల్చర్
ਹਾਈਡ੍ਰੋਲੋਜਿਸਟ,హైడ్రాలజిస్ట్
ਸਥਿਤੀ ਵਿੱਚ,సిటు అంటుకట్టుటలో
ਵਿਟਰੋ ਵਿੱਚ,విట్రోలో
ਵੀਵੋ ਵਿਚ,వివో లో
ਅੰਨ੍ਹੇਵਾਹ,విచక్షణారహితం
ਕੀੜੇ,పురుగు
ਕੀੜੇ ਪੈੱਸਟ,పురుగుల తెగులు
ਥੀਏਟਰ,పురుగు
ਕੀਟਨਾਸ਼ਕਾਂ,పురుగుమందు
ਕੀਟਨਾਸ਼ਕ,పురుగుమందు
ਇਨਸੋਲੇਸ਼ਨ,ఇన్సోలేషన్
ਘੁਲਣਸ਼ੀਲ,కరగని
ਇੰਸਟਾਰ (ਕੀੜੇ),నాడులు
ਇਨਸੂਲੇਟਰ,ఇన్సులేటర్
ਏਕੀਕ੍ਰਿਤ ਬਿਮਾਰੀ ਪ੍ਰਬੰਧਨ,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
