Hindi,Gujarati
() पितृभूमि,પિતાની જમીન
(2) स्वदेश,પિતાની જમીન
पर्व,ફેરિયા
जड़-पूजा,ફેટીશ
सामंती-क्षेत्र,સામન્તી હોલ્ડિંગ્સ
"सामंतवाद, सामंतशाही",સામંતવાદ (= સામંતશાહી વ્યવસ્થા)
सामंती व्यवस्था,સામંતશાહી વ્યવસ્થા
सामंत,સામંતશાહી
धर्मत्राता,ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક)
जागीर,ફીફ
क्षेत्र-व्यवस्था,ફીલ્ડ સિસ્ટમ
पंचदशांश कर,પંદરમો કર
नाम मात्र का अध्यक्ष,આકૃતિ વડા
अवसानमुखी शताब्दी,ફિન ડી siecle
फायर ईटर,અગ્નિ ખાનાર
पाँच मील अधिनियम,ફાઇવ માઇલ એક્ટ
"पताका, ध्वज",ધ્વજ
जुपिटर के पुजारी,ફ્લેમેન ડાયાલિસ
मार्स के पुजारी,ફ્લેમેન માર્શેલીસ
"दीप्त शिला, जलती मशाल",જ્વલંત મશાલ
"पार्श्व, बाजू",ફ્લૅન્ક
"तुलुग़मा, पार्श्वग्राह",flanking ચળવળ
उन्नतिशील सभ्यता,વિકસતી સંસ્કૃતિ
नदी संबंधी विश्वास,પ્રવાહવાદી માન્યતા
"लोक-देवता, जन-देवता",લોક દેવ
जन-देवी,લોક દેવી
लोक-स्मृति,લોક સ્મૃતિ
लोक कथा,લોક પૌરાણિક કથા (=લોકકથા)
रसदमारी धावा,ઘાસચારો
धावा,ધાડ
"पुरखा, पूर्वज",ફોરબિયર
"पूर्वज, पुरखा",વડવા
पूर्वगामी,અગ્રદૂત
"जोखिम दल, अग्रदल",નિરાશ આશા
निर्माण-अवस्था,રચનાત્મક તબક્કો
"किला, दुर्ग, गढ़",કિલ્લો
क़िलाबंदी,કિલ્લેબંધી
"प्राचीरयुक्त नगर, परकोटेवाला नगर",ફોર્ટિફાઇડ નગર
"दुर्ग, कोटला, गढ़ी",કિલ્લો
फॉर्चूना,ફોર્ચ્યુના
रोमन फोरम,ફોરમ રોમનમ
फ्रांसिस श्रमण,ફ્રાન્સિસ્કન
मध्यवर्गीय ज़मींदार,ફ્રેન્કલીન
भ्रातृघातक युद्ध,ભાઈચારો યુદ્ધ
"स्वतंत्र चर्च, अबद्ध गिरजा",મફત ચર્ચ
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",ફ્રીહોલ્ડર
() शस्त्रोपजीवी सैनिक,ફ્રીલાન્સ સૈનિક
(2) स्वच्छंद सैनिक,ફ્રીલાન્સ સૈનિક
() स्वाधीन नागरिक,ફ્રીમેન
(2) पर्ण नागरिक,ફ્રીમેન
दस्तक,મફત પાસ
फ्रांसीसी क्रांति,ફ્રેન્ચ ક્રાંતિ
भिक्षु,તપસ્વી
फ्रिजी भृतक सैनिक,ફ્રિયાશિયન ભાડૂતી
सीमांतवासी व्यक्ति,સરહદી માણસ
"दीर्घ नौपोत, दीर्घ नौका",ગેલિયન
"फ्राँसीसी, गॉलीय व्यक्ति",ગેલિકન (=ગેલિકનવાદી)
गैलीयवाद,ગેલિકનિઝમ
"दुर्ग सेना, गैरिसन",ગેરિસન
गॉल,ગૌલ
"() लौह हस्तक, धातु का दस्ताना",ગાઉન્ટલેટ
(2) हस्त-कवच,ગાઉન્ટલેટ
() सावन-भादों,ગાઝેબો
(2) धारागृह,ગાઝેબો
(3) झरोखा,ગાઝેબો
वंशावली-इतिहास,વંશાવળી ઇતિહાસ
"वंशावली-इतिहास, वंशावली अभिलेख",વંશાવળી રેકોર્ડ
"वंशसारणी, वंशावली",વંશાવળી કોષ્ટક
वंश-वृक्ष,વંશાવળી વૃક્ષ
"वंशावली, वंश-वृक्ष",વંશાવળી
2. वंशिकी,વંશાવળી
पीढ़ी,જનરેશન
"जन-संहार, जाति-संहार",નરસંહાર
() सामान्य जन,બિનજાતીય
(2) गैर यहूदी,બિનજાતીય
(3) ईसाई,બિનજાતીય
(4) मूर्त‍ि पूजक,બિનજાતીય
"() घेटो, यहूदी बस्ती",ઘેટ્ટો
(2) पृथक बस्ती,ઘેટ્ટો
"टिकटी, फाँसी का तख्ता",ગીબેટ
श्रेणी,ગિલ્ડ (=ગિલ્ડ)
"खड्गमल्ल, असिक्रीड़क",ગ્લેડીએટર
गौरवमय क्रांति,ભવ્ય ક્રાંતિ
तातारी महासंघ,ગોલ્ડન હોર્ડ
"यूरोपीय सहबंध, यूरोपीय संश्रय",ગ્રાન્ડ એલાયન્સ
अमीर,ગ્રાન્ડી
() तुर्की का सुल्तान,ગ્રાન્ડ સિગ્નર
(2) महासामंत,ગ્રાન્ડ સિગ્નર
महा गृहयुद्ध,મહાન ગૃહ યુદ્ધ
(महात्मा बुद्ध का) महाभिनिष्क्रमण,મહાન પ્રસ્થાન (બુદ્ધનું)
बृहत्तर भारत,બૃહદ ભારત
बृहत यूनान,ગ્રેટ હેલાસ
ग्रेट होर्ड,મહાન લોકોનું મોટું ટોળું
महाभिनिष्क्रमण,મહાન ત્યાગ (= મહાન પ્રસ્થાન)
"राज-मुद्रा, राजा की मुहर",ગ્રેટ સીલ
महाप्रवासन,ગ્રેટ ટ્રૅક
महायान,મહાન વાહન
"चीन की महाप्राचीर, चीन की विशाल दीवार",ચીનની મહાન દિવાલ
"पिंडलीत्राण, पिंडलीकवच",ગ્રીવ
() रक्षक कक्ष,ગાર્ડ-ચેમ્બર
(2) रक्षक चौकी,ગાર્ડ-ચેમ્બર
(3) अस्थायी कारावास,ગાર્ડ-ચેમ્બર
गुप्त वंश,ગુપ્તા
() संत चरित संग्रह,હેગિઓગ્રાફી
(2) संत चरित लेखन,હેગિઓગ્રાફી
() संत चरित,હેગિઓલોજી
(2) संत साहित्य,હેગિઓલોજી
दीवाने ख़ास,ખાનગી પ્રેક્ષકોનો હોલ
"दीवाने आम, आम दरबार",જાહેર પ્રેક્ષકોનો હોલ
"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका",હેચમેન્ટ
() अवधर्मी,વિધર્મી
"(2) क़ाफिर, बुतपरस्त",વિધર્મી
देव-पूजा,હીથેનિઝમ
हिज़र,હેગીરા (હેજેરા)
यूनानी संस्कृति,હેલેનિઝમ
"भूमिदास, दास",હેલોટ
कुल-चिह्रांकन कला,હેરાલ્ડ્રી
विरासत,ધરોહર
चित्रात्मक रेखीय अक्षर या प्रतीक,હિયેરોગ્લિફિક રેખીય અક્ષરો
चित्रात्मक लिपि,હિયેરોગ્લિફિક સ્ક્રિપ્ટ
हाई चर्च,ઉચ્ચ ચર્ચ
हाई लैन्डर,ઉચ્ચ લેન્ડર
हिंदू धर्म,હિંદુ ધર્મ
() इतिहासज्ञ,ઈતિહાસકાર
(2) इतिहासकार,ઈતિહાસકાર
ऐतिहासिक भौतिकवाद,ઐતિહાસિક ભૌતિકવાદ
ऐतिहासिक युग ऐतिहासिक काल,ઐતિહાસિક યુગ
ऐतिहासिक सीमांत,ઐતિહાસિક સરહદ
इतिहास-लेखक,ઇતિહાસકાર
2. इतिवृत्त लेखक,ઇતિહાસકાર
इतिहास-लेखनकला,ઇતિહાસલેખન
2. इतिहास-लेखन,ઇતિહાસલેખન
इतिहास,ઇતિહાસ
हित्ती साम्राज्य,હિટ્ટાઇટ સામ્રાજ્ય
"पवित्र मैत्री, पवित्र सहबंध",પવિત્ર જોડાણ
"() पुण्य पुरी, पवित्र नगर",પવિત્ર શહેર
(2) होली सिटी,પવિત્ર શહેર
() पुण्य भूमि,પવિત્ર ભૂમિ
(2) होली लैंड,પવિત્ર ભૂમિ
"() होली लीग, पवित्र संघ",પવિત્ર લીગ
"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।",પવિત્ર લીગ
"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य",પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર)
() पोप का अधिकार-क्षेत्र,પવિત્ર સમુદ્ર
(2) धर्ममंडल,પવિત્ર સમુદ્ર
जिहाद,પવિત્ર યુદ્ધ
2. धर्म-युद्ध,પવિત્ર યુદ્ધ
बर्तानिया सरकार,ગૃહ સરકાર
"होम गार्ड, गृह रक्षक दल",હોમગાર્ડ
स्वदेश,વતન
स्वशासन,ઘરનો નિયમ
होम रूल,હોમ રૂલ
ओर्दु,લોકોનું મોટું ટોળું
2. झुंड,લોકોનું મોટું ટોળું
विरोधी देश,પ્રતિકૂળ દેશ
शत्रु-प्रदेश,પ્રતિકૂળ જમીન
"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना",ગરમ પીછો
सदन,ઘર
2. घराना,ઘર
हाउस ऑफ कॉमन्स,હાઉસ ઓફ કોમન્સ
हाउस ऑफ लॉर्डस,હાઉસ ઓફ લોર્ડ્સ
हाउस ऑफ रिप्रेजेन्टेटिव्स,હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ
"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट",હ્યુગ્યુનોટ્સ
"मानवतावाद, मानवता",માનવતાવાદ
मानव (ता) वादी,માનવતાવાદી
शतवर्षीय युद्ध,સો યસર્સ વોર
"हंकर, अनुदारदली (य)",હુંકર
"इबादतखाना, उपासना-गृह",ઇબાદત ખાના (ઇબાદતનું ઘર)
"मूर्ति भंजक, बुतशिकन",આઇકોનોક્લાસ્ટ
मूर्त्तिपूजक,મૂર્તિપૂજક
"इलाही संवत्, इलाही काल",ઇલાહી યુગ
अवैध युद्ध,ગેરકાયદેસર યુદ્ધ
"अलंकृत पांडुलिपि, चमकदार पांडुलिपि",પ્રકાશિત હસ્તપ્રત
सचित्र पांडुलिपि,સચિત્ર હસ્તપ્રત
2. सचित्र हस्तलेख,સચિત્ર હસ્તપ્રત
इमाम,ઇમામ (ઇમામ)
इमाम-राज्य,ઈમામત
2. इमाम पद,ઈમામત
इमामबाड़ा,ઈમામબારહ
"साम्राज्यिक, साम्राज्य संबंधी",શાહી
साम्राज्यिक नगर,શાહી શહેર
साम्राज्यवाद,સામ્રાજ્યવાદ
साम्राज्यिक अधिमानात्मकता,શાહી પસંદગી
दुःनीति,અવ્યવસ્થિતતા
झूठा दावेदार; प्रतारक,ઢોંગી
कैद,કેદ
2. कारावास,કેદ
"क्षिप्र आक्रमण, अचानक हमला",આક્રમણ
"आक्रमणकारी, धावामार",આક્રમણ કરનાર
स्वाधीनता,સ્વતંત્રતા
स्वाधीनता-दिवस,સ્વતંત્રતા દિવસ
इंडिपेन्डेंस हाल,સ્વતંત્રતા હોલ
अमरीकी इंडियन,ભારતીય અમેરિકન (=રેડ ઇન્ડિયન=અમેરિકન ભારતીય)
"भारतीय होम रूल लीग, इंडियन होम रूल लीग",ઈન્ડિયન હોમ રૂલ લીગ
औद्योगिक क्रांति,ઔદ્યોગિક ક્રાંતિ
"क़ाफिर, अविश्वासी",બેવફાઈ
"2. क़ाफिर, विधर्मी",બેવફાઈ
घुसपैठ,ઘૂસણખોરી
घुसपैठिया,ઘૂસણખોર
ज्ञापक,માહિતી આપનાર
2. भेदिया,માહિતી આપનાર
सूचनादाता,બાતમીદાર
2. मुखबिर,બાતમીદાર
प्रवेश,પ્રવેશ
2. अंतः प्रवेश,પ્રવેશ
3. प्रवेशाधिकार,પ્રવેશ
निवास,વસવાટ
निवासी,રહેવાસી
वंशागति,વારસો
2. उत्तराधिकार,વારસો
3. दाय,વારસો
"उत्कीर्ण लेख, अभिलेख",શિલાલેખ
लक्षण,ચિહ્ન
अधिमिलन-पत्र,પ્રવેશનું સાધન
इन्स्ट्रूमेंट ऑफ गवर्नमेंट,સરકારનું સાધન
उपप्लव,બળવો (બળવો)
उपप्लवी,બળવાખોર
विप्लव,બળવો
2. परिद्रोह,બળવો
"एकीकरण, समेकीकरण",એકીકરણ
अभिलेखों (रिकार्डों) की अविकलता,રેકોર્ડની અખંડિતતા
राज्यों की अखंडता,રાજ્યોની અખંડિતતા
बुद्धिजीवी वर्ग,ઇન્ટેલિજેન્ટ્સિયા (બુદ્ધિશાળી)
"अंतःस्थता, बीच-बचाव",મધ્યસ્થી
अंतःस्थ,મધ્યસ્થી
मध्यस्थ,મધ્યસ્થી
अंतर्राष्ट्रीयता,આંતરરાષ્ટ્રીયવાદ
"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद",આંતરરાષ્ટ્રીયવાદ
"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी",આંતરરાષ્ટ્રીયવાદી
अन्यान्यध्वंसी युद्ध,આંતરીક યુદ્ધ
नज़रबंद व्यक्ति,ઈન્ટરની
2. स्थानबद्ध व्यक्ति,ઈન્ટરની
युद्धबंदी शिविर,ઈન્ટરની કેમ્પ
नज़रबंदी,નજરબંધ
2. स्थानबद्धता,નજરબંધ
3. नज़रबंदी का दंड,નજરબંધ
अंतरनंसियों,ઈન્ટર્નસિયો
दुभाषिया,દુભાષિયા
2. भाषान्तरकार,દુભાષિયા
3. व्याख्याकार,દુભાષિયા
"अंतः क्षेप, हस्तक्षेप",હસ્તક્ષેપ
निर्वसीयता,ઇન્ટેસ્ટેસી
"निर्वसीयती, इच्छा-पत्र रहित",ઇન્ટેસ્ટેટ
"साजिश, षड़यंत्र",ષડયંત્ર
"बल-प्रवेष्टा, बल पूर्वक प्रवेश करने या घुस आने वाला",ઘુસણખોર
2. अतिक्रमी,ઘુસણખોર
बल-प्रवेश,ઘુસણખોરી
आक्रमण,આક્રમણ
2. चढ़ाई,આક્રમણ
घेर लेना,રોકાણ કરો
2. खिलअत देना,રોકાણ કરો
3. मान प्रदान करना,રોકાણ કરો
4. पद प्रदान करना,રોકાણ કરો
खिलअत देना,રોકાણ
2. पद-स्थापन,રોકાણ
3. मान-प्रदान,રોકાણ
मान-प्रदान समारोह,રોકાણ સમારોહ
राष्ट्रीयता प्रदान करना,રાષ્ટ્રીયતા સાથે રોકાણ કરો
अजेय आर्मेडा,અજેય આર્મડા
राज्य की अनुल्लंघनीयता,ઉલ્લંઘન (રાજ્યની)
अभेद्य राज्य,ઉલ્લંઘન રાજ્ય
अभेद्य दुर्ग,અભેદ્ય કિલ્લો
लौह युग,આયર્ન યુગ
"लौह पट, लोहे का पर्दा, दुर्भेद्य आवरण",લોખંડનો પડદો
"आयरन गार्ड, लौहरक्षक दल",આયર્ન ગાર્ડ
"आपाती राशन, आपाती रसद",આયર્ન રાશન
आयरन साइड्स,આયર્ન બાજુઓ
लोहाग्रयुक्त बाण,આયર્ન ટીપેડ તીર
इस्थिमियायी खेल,ઇસ્થમિયન રમતો
"जांनिसार, तुर्की पैदल सैनिक",જેનિસરી
द्वारपाल,દરવાન
2. फर्राश,દરવાન
"बरछी, बरछा",જેવલિન
"जिम क्रो लॉ, जिम क्रो क़ानून",જિમ ક્રો કાયદા
उद्धत राष्ट्रवादी,જિંગો
2. जिंगो,જિંગો
"3. युयुत्सु, युद्धप्रिय",જિંગો
युयुत्सुवाद,જિન્ગોઇઝમ
संयुक्त कार्यवाही,સંયુક્ત કાર્યવાહી
संयुक्त नियंत्रण,સંયુક્ત નિયંત્રણ
"संयुक्त संधारण, संयुक्त दख़ल",સંયુક્ત કબજો
जूरी,જ્યુરી
न्यायोचित उद्देश्य,માત્ર કારણ
अंतः कोट,રાખવું
पुरालेखपाल,આર્કાઇવ્સ કીપર
"नगाड़ा, नक्कारा",કેટલ-ડ્રમ
संकेत शब्द,મુખ્ય શબ્દ
राजा,રાજા
"राज्य, राजा",રાજ્ય
क्षुद्र राज,કિંગલેટ
"भूपकर्त्ता, राजविधाता",રાજા નિર્માતા
राजपद,કિંગશિપ
2. राजतंत्र,કિંગશિપ
गुप्त सलाहकार,રસોડા નો કબાટ
नाइट,નાઈટ
नाइट पद,રાજાપણું
नाइट्स हॉसपिटेलर्स,Kinghts હોસ્પિટલર્સ
नाइट्स ऑफ सेन्ट जॉन,સેન્ટ જ્હોનના નાઈટ્સ
नाइट टेम्पलर,નાઈટ ટેમ્પ્લર
कू क्लक्स क्लान,કુ ક્લક્સ ક્લાન (KKK)
"कोमिंतांग, कूमिंतांग",કુમિન્તાંગ
"सामान्य धर्मोपासक वर्ग, उपासक वर्ग",સમાજ
"भाला, कुंत",લાન્સ
"भालाधारी, भालासवार, कुंतधारी",લેન્સર
उत्तर गुप्तवंश,બાદમાં ગુપ્તા
वैधा उत्तराधिकारी,કાયદેસર વારસદાર
अव्यवस्था,અધર્મ (= અવ્યવસ્થા)
2. अराजकता,અધર્મ (= અવ્યવસ્થા)
लॉ लॉर्डस,કાયદાના સ્વામીઓ
(अशोक द्वार प्रवर्तित) धर्म,ધર્મનિષ્ઠાનો કાયદો
राष्ट्र संघ,લીગ ઓફ નેશન્સ
() रिक्थ,વારસો (=વીસિયત)
(2) वसीयत संपदा,વારસો (=વીસિયત)
"वैध उत्तराधिकारी, कानूनी वारिस",કાનૂની વારસદાર
पोपदूत,લેગેટ
2. लीगेट,લેગેટ
"3. प्रणिधि, मितार्थ दूत",લેગેટ
आख्यान,દંતકથા
2. लेख,દંતકથા
लीजन,લીજન
2. सैन्य दल,લીજન
लीजन ऑफ ऑनर,લીજન ઓફ ઓનર
राजद्रोह,લેસ મેજેસ્ટી (=લેસે મેજેસ્ટી)
लघु राज्य,ઓછા રાજ્યો
प्रत्यय-पत्र,વિશ્વાસના પત્રો
सीमांत स्वामी,લીગ-સ્વામી
() सेवाबद्ध सामंत,લીગે માણસ
"(2) परिचर, खिदमतगार",લીગે માણસ
आजीवन कारावास,આજીવન કેદ
वंश परम्परा,વંશ
लिटिल इंग्लैंडर,લિટલ ઈંગ્લેન્ડર
हीनयान,નાનું વાહન (= ઓછું વાહન)
समुद्र तटवर्त्ती राज्य,દરિયા કિનારે રાજ્ય
प्रार्थना-विधि,ઉપાસના
प्रार्थना विधि,ઉપાસના
स्थानीय निष्ठा,સ્થાનિક નિષ્ઠા
"स्थानीय स्वशासन, स्थानीय स्वायत्त शासन",સ્થાનિક-સ્વ સરકાર
लौंग पार्लियामैंट,લાંબી સંસદ
"लो कंट्रीज़, निम्नतल देश",નીચા દેશો
निष्ठावान,વફાદાર
निष्ठा,વફાદારી
मैकियाविली नीति,મેકિયાવેલિયન નીતિ
मेग्ना कार्टा,મેગ્ના કાર્ટા
"मैगनम कान्सिलियम, उच्च परिषद्",મેગ્નમ કોન્સિલિયમ
राज्यवर्जित कृत्य,માલુમ નિષેધ
परमाधिदेश,મેન્ડમસ
अधिदेश,આદેશ
अधिदेश वर्ग 'क',"આદેશ, વર્ગ &#39;A&#39;"
अधिदेश वर्ग 'ख',"આદેશ, વર્ગ &#39;બી&#39;"
अधिदेश वर्ग 'ग',"આદેશ, વર્ગ &#39;C&#39;"
अधिदेश पद्धति,આદેશ સિસ્ટમ
अधिदेश प्राप्त राज्य,ફરજિયાત રાજ્ય
"मेंगोनेल, प्रक्षेपास्त्र",મેંગોનેલ
घोषणा-पत्र,મેનિફેસ્ટો
"सैन्यव्यूहन, स्थिति परिवर्तन-कौशल",દાવપેચ
"युद्धपोत, जंगी जहाज",મેન ઓફ વોર
"मेनर, सामंत-भूमि",મનોર
2. सामंत गढ़ी,મનોર
"जनशक्ति, जन बल",માનવશક્તિ
2. श्रमिक शक्ति,માનવશક્તિ
दासत्वमुक्ति,મેન્યુમિશન
दासत्व से मुक्ति,મનુમિત
हस्तलेख ग्रथ,હસ્તપ્રત
2. पांडुलिपि,હસ્તપ્રત
3. हस्तलिखित ग्रंथ,હસ્તપ્રત
लुटेरा,લૂંટારા
"समुद्र तटवर्ती प्रदेश, समुद्र तटवर्ती क्षेत्र",દરિયાઈ પટ્ટો
"समुद्री सभ्यता, समुद्री तटवर्ती सभ्यता",દરિયાઈ સંસ્કૃતિ
"समुद्री ध्वज, समुद्री पताका",દરિયાઈ ધ્વજ
समुद्री शक्तियाँ,દરિયાઈ સત્તાઓ
समुद्री प्रभुसत्ता,દરિયાઈ સાર્વભૌમત્વ
समुद्री युद्ध,દરિયાઈ યુદ્ધ
मार्क्विस,માર્ક્વિસ
मार्क्विस का पद,માર્ક્વિસેટ
"मार्शल लॉ, फौजी शासन",લશ્કરી કાયદો
लड़ाकू जातियाँ,માર્શલ રેસ
शहीद,શહીદ
"हत्याकांड, जनसंहार",હત્યાકાંડ
सैन्य पुंज,દાવપેચનો સમૂહ
मास्टर एट आर्म्स,માસ્ટર-એટ-આર્મ્સ
"मास्टर आफ सेरीमोनीज, समारोह-अधीक्षक, समारोह प्रबन्धक",વિધિના માસ્ટર
राजभवन प्रबन्धक,ઘરના માસ્ટર
मास्टर ऑफ हॉर्स,ઘોડાનો માસ્ટર
मास्टर ऑफ द रोल्स,રોલ્સનો માસ્ટર
"तोड़ा, टोटा",મેચ
2. पलीता,મેચ
तोड़ेदार बंदूक,મેચલોક
"वैवाहिक संबंध, विवाह द्वारा मैत्री",વૈવાહિક જોડાણ
"भूमध्य सागरीय शक्तियाँ, भूमध्य सागरीय राष्ट्र",ભૂમધ્ય શક્તિઓ
"मेन्शेविक, नरम दलीय रूसी साम्यवादी",મેન્શેવિક
भृतक सेना,ભાડૂતી સૈન્ય
"भृतक सैनिक, भाड़े का सिपाही",ભાડૂતી સૈનિક
व्यापारी जहाज़,વેપારી
"मध्य युग, मध्य काल",મધ્યમ વય
"पश्चिमी एशिया, (यूरोपीय दृष्टि से) मध्य पूर्व",મધ્ય પૂર્વ
मध्य समुद्री मार्ग,મધ્ય માર્ગ
मध्यम मार्ग,મધ્ય માર્ગ
"मध्य मार्ग, बीच का रास्ता",મધ્ય માર્ગ (=મધ્યમ અભ્યાસક્રમ)
प्रवासी,સ્થળાંતર
प्रवास,સ્થળાંતર
2. स्थानांतर गमन,સ્થળાંતર
3. देशांतर गमन,સ્થળાંતર
सैन्यवाद,લશ્કરવાદ
2. फ़ौजी शासन व्यवस्था,લશ્કરવાદ
3. सैन्य युद्धवाद,લશ્કરવાદ
4. युद्ध प्रियता,લશ્કરવાદ
सैन्यवादी,લશ્કરવાદી
2. युद्धवादी,લશ્કરવાદી
सैन्यीकरण,લશ્કરીકરણ
2. सैनिकीकरण,લશ્કરીકરણ
3. फ़ौजी शासन,લશ્કરીકરણ
समरतंत्री,લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
2. व्यूह कुशन,લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
"समरतंत्र, समर विद्या, युद्ध विद्या",લશ્કરી રણનીતિ (= વ્યૂહરચના)
"नागरिक सेना, सिंहबंदी",મિલિશિયા
2. मिलिशिया,મિલિશિયા
कुशासन,કુશાસન
लुप्त कड़ी,લિંક ખૂટે છે
"दूतमंडल, मिशन",મિશન
2. सेवादल गठित मंडल,મિશન
3. दौत्यकर्म,મિશન
मिश्र प्रजाति,મિશ્ર જાતિ
आधुनिक इतिहास,આધુનિક ઇતિહાસ
"अस्थायी व्यवस्था, आरज़ी समझौता, कार्यनिर्वाहक व्यवस्था",મોડસ વિવેન્ડી
मठवास,મોનાકિઝમ
एकराष्ट्र,રાજા
2. राजा,રાજા
राजतंत्रवाद,રાજાશાહી
2. राजतंत्र से सिद्धान्त,રાજાશાહી
राजतंत्रवादी,રાજાશાહી
"राजतंत्र, एकराट्तंत्र",રાજાશાહી
मठ,મઠ
2. बिहार,મઠ
3. संधाराम,મઠ
मठजीवन,સાધુવાદ
2. मठतंत्र,સાધુવાદ
भिक्षु,સાધુ
"मूल देश, मातृदेश",માતૃ દેશ
मातृभूमि,માતૃભૂમિ
संसद जननी,સંસદની માતા
"मकरेकर, कीचड़ उछालने वाला",મકરાકર્સ
"ममी, चिरशव",મમી
"संग्रहालय, अजायबघर",મ્યુઝિયમ
"तुपक, लंबी बंदूक, तुफंग",મસ્કેટ
"बंदकूची, बरकंदाज़",મસ્કિટિયર
बरकंदाज़ों का दस्ता,મસ્કેટ્રી
2. बरकंदाज़ी,મસ્કેટ્રી
सैनिक उपस्थिति अधिकारी,માસ્ટર માસ્ટર
सैनिक नामावली,મસ્ટર-રોલ
2. उपस्थिति नामावली,મસ્ટર-રોલ
"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत",વિદ્રોહ
"विद्रोह विधि, म्यूटिनी एक्ट",બળવો અધિનિયમ
रहस्यपूर्ण जहाज,રહસ્ય જહાજ
वर्णन,વર્ણનાત્મક
राष्ट्र,રાષ્ટ્ર
"दैशवासी, देशीय व्यक्ति",મૂળ
रजवाड़ा,મૂળ રાજ્ય
प्रकृतिवाद,પ્રાકૃતિકતા
"नैसर्गिक अधिकार, प्राकृतिक अधिकार",કુદરતી અધિકારો
"नात्सी, नाज़ी",નાઝી
"नात्सी क्रांति, नाज़ी क्रांति",નાઝી ક્રાંતિ
"नाज़ीवाद, नात्सीवाद",નાઝીવાદ
निकट पूर्व,પૂર્વની નજીક
नीग्रो,હબસી
नीग्रो समर्थक,નેગ્રોફિલ
नीग्रो प्रेम,નેગ્રોફિલિઝમ
नीग्रो भय,નેગ્રોફોબિયા
तटस्थ,તટસ્થ
तटस्थ देश,તટસ્થ દેશ
"न्यूडील, नई नीति, नई व्यवस्था",નવી ડીલ
नूतन विश्व,નવી દુનિયા
"अभिजात वर्ग, अमीर वर्ग",ખાનદાની
"अभिजात, अमीर",નોબલ
2. मोहर,નોબલ
"खानाबदोश, यायावर",વિચરતી
यायावर दल,વિચરતી ટોળું
खानाबदोशी जिंदगी,વિચરતી
"अनाक्रमण अनुबंध, अनाक्रमण समझौता",બિન-આક્રમકતા કરાર
अनाक्रमण संधि,બિન-આક્રમકતા સંધિ
अयोधी राष्ट्र,બિન-યુદ્ધરહિત રાજ્ય
असहयोग,અસહકાર
असहयोग आंदोलन,અસહકાર આંદોલન
(सिक्के का) मुख्य भाग,સામે
2. परिपूरक भाग,સામે
भीड़शाही,લોકશાહી (=મોબોક્રસી)
"भीड़तंत्र का समर्थक, भीड़तंत्र का प्रतिपादक",ઓક્લોક્રેટ
"सरकारी दस्ताबेज़, सरकारी प्रलेख",સત્તાવાર દસ્તાવેજ
पुरानी दुनिया,જૂની દુનિયા
"गुटतंत्र, स्वल्पतंत्र",ઓલિગાર્કી
"धातक आक्रमण, जबरदस्त मारकाट",આક્રમણ
प्रकट संधिवार्त्ता,ઓપન વાટાઘાટ
"मुक्त प्रश्न, खुला प्रश्न, विवादास्पद प्रश्न",ખુલ્લો પ્રશ્ન
अप्रतिबद्ध अभिलेख,ઓપન રેકોર્ડ્સ
प्राच्य,ઓરિએન્ટ
प्राच्यवाद,પ્રાચ્યવાદ
2. पूर्व देशीयता,પ્રાચ્યવાદ
प्राच्यविद्,પ્રાચ્યવાદી
उद्भव,મૂળ
"2. उद्गम, उत्पत्ति",મૂળ
शुद्ध लेखन,ઓર્થોગ્રાફી
"सहसा युद्धारंभ, युद्ध का सहसा आरंभ, युद्ध का सहसा छिड़ जाना।",દુશ્મનાવટનો ફાટી નીકળવો
"सीमा चौकी, चौकी",આઉટ પોસ્ટ
अधिपति,ઓવર-લોર્ડ
"चढ़ आना, कुचलना",ઓવર-રાઈડ
2. प्रत्यादेश करना,ઓવર-રાઈડ
"देवपूजक, पैगन",મૂર્તિપૂજક
पैगन,મૂર્તિપૂજક
